[00:00.000 --> 00:11.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the info war.
[01:58:40.000 --> 01:58:42.000]  Thanks to your support and your prayers together,
[01:58:42.000 --> 01:58:43.000]  we're changing the world.
[01:58:43.000 --> 01:59:12.000]  Now it's time to change our bodies with Z-Shield InfowarsLive.com.
[01:59:13.000 --> 01:59:16.000]  We've already changed the world together with our laser focus.
[01:59:16.000 --> 01:59:22.000]  Do it again with hashtag Alex Jones on Twitter, on Facebook, on Google, on YouTube, everywhere.
[01:59:22.000 --> 01:59:26.000]  Call it, talk, radio, c-span, shout it out loud and public, hashtag Alex Jones.
[01:59:26.000 --> 01:59:42.000]  That's the rallying cry to restore the First Amendment.
[01:59:42.000 --> 01:59:51.000]  Creativity and the dynamic human spirit that refuses to submit.
[01:59:51.000 --> 01:59:56.000]  You're listening to the Alex Jones Show.
[01:59:56.000 --> 02:00:01.000]  We are in process of developing a whole series of techniques
[02:00:01.000 --> 02:00:11.000]  which will enable the controlling oligarchy to get people actually to love their servitude.
[02:00:11.000 --> 02:00:15.000]  People can be made to enjoy a state of affairs,
[02:00:15.000 --> 02:00:20.000]  which by any decent standard, they ought not to enjoy.
[02:00:20.000 --> 02:00:36.000]  I have sure better stop from the beginning.
[02:00:36.000 --> 02:00:40.000]  Too many kids are what's making the planet worse.
[02:00:40.000 --> 02:00:42.000]  A lot of these kids come from bad gene pools.
[02:00:42.000 --> 02:00:47.000]  They don't have stable parents making good decisions.
[02:00:47.000 --> 02:00:53.000]  Bercury containing vaccines may help not harm kids according to two new studies in the journal Pediatric.
[02:00:53.000 --> 02:01:00.000]  These new studies suggest that the opposite, that the preservatives may actually be associated with improved behavior and mental performance.
[02:01:00.000 --> 02:01:05.000]  Fluoride in water is supposed to fight tooth decay, but could it also cause cancer?
[02:01:05.000 --> 02:01:12.000]  For now, the government has the right under U.S. law to conduct secret testing on the American public under specific conditions.
[02:01:12.000 --> 02:01:16.000]  I have to work the dark side while I spend time in the shadows.
[02:01:16.000 --> 02:01:20.000]  Any attempt to achieve world order must be the work of the devil.
[02:01:20.000 --> 02:01:24.000]  Well, join me, and I'm glad to sit here at the right hand to see.
[02:01:24.000 --> 02:01:35.000]  There's a need for new world order, someday, in the next few years, a solution will emerge.
[02:01:54.000 --> 02:02:22.000]  We are watching the rebellions against the globalists very, very closely in the Brazilian immoral dial in Italy
[02:02:22.000 --> 02:02:25.000]  and the United Kingdom here in America in Australia.
[02:02:25.000 --> 02:02:31.000]  They are quietly, for at least five years, taking their government back in many ways.
[02:02:31.000 --> 02:02:41.000]  And we watch that with a very, very pleased eye, to say the least.
[02:02:41.000 --> 02:02:44.000]  The battle is joined, ladies and gentlemen.
[02:02:44.000 --> 02:02:51.000]  And we have Dan Lyman, one of the great reporters here, recruited by the great kid Daniels.
[02:02:51.000 --> 02:02:57.000]  He's been doing a great job over in Europe, living in Switzerland.
[02:02:57.000 --> 02:03:04.000]  And he called me a couple of days ago, and he said, do you want me to go cover the 11th, 12th week, whatever it is, of the Yellow Vests?
[02:03:04.000 --> 02:03:09.000]  And I said, yeah.
[02:03:09.000 --> 02:03:10.000]  Obviously he calls.
[02:03:10.000 --> 02:03:12.000]  That means I've got to fund it.
[02:03:12.000 --> 02:03:14.000]  And then I kind of felt bad this morning when I got up.
[02:03:14.000 --> 02:03:32.000]  I read an article at NewsWars.com and EuropeWars.com where they were saying that the police have a live full metal jacket, rifles, cartridges, rounds, ready to kill people.
[02:03:32.000 --> 02:03:36.000]  And he already saw women and men have their eyes blown out with rubber bullets.
[02:03:36.000 --> 02:03:38.000]  So I'm telling Dan Lyman.
[02:03:38.000 --> 02:03:46.000]  One sad part about our shadow band and our outright band is we have a huge audience here when you spread the word and you come here and realize you get it unfiltered here.
[02:03:46.000 --> 02:03:48.000]  I mean, no one else even covered it because it was so powerful.
[02:03:48.000 --> 02:03:53.000]  Nancy Pelosi's house and illegal aliens being hired to go there and build a tent city on her property.
[02:03:53.000 --> 02:03:58.000]  They got picked up here and there, but it exclusively happened here.
[02:03:58.000 --> 02:04:10.000]  Well, you sit there and you see the footage Dan Lyman got of armored vehicles ramming into people and burning cities and people being shot and women's eyes blown out.
[02:04:10.000 --> 02:04:21.000]  And I was sitting there watching it the day it happened, part of it live, but watching previous ones saying, I can't believe our reporter, one guy, EuropeWars.com, is writing all these articles.
[02:04:21.000 --> 02:04:23.000]  He's there shooting all this footage.
[02:04:23.000 --> 02:04:33.000]  He's showing women's eyes blown out, men's eyes blown out, and we've got Facebook, Twitter, YouTube, all banning videos as soon as we upload them, calling us fake news.
[02:04:33.000 --> 02:04:43.000]  So it's up to you folks when Dan Lyman goes in there for this big showdown the next few days to pray for him because he's volunteering for it.
[02:04:43.000 --> 02:04:47.000]  A little birdie word he told me, I might be going into Europe very soon.
[02:04:47.000 --> 02:04:54.000]  There's a lot going on, but we need your prayers and we need funding to go into this operation.
[02:05:17.000 --> 02:05:23.000]  To find out, we employed a series of tests for heavy metals, alkalinity, and pH.
[02:05:23.000 --> 02:05:29.000]  What we learned was that there was, in fact, unhealthy levels of heavy metals and acidity in the rainwater.
[02:05:29.000 --> 02:05:40.000]  Next, we tested the water from our Alexa pure gravity filter, and not only were the heavy metal levels within safe measure, but the pH was also restored to optimal levels.
[02:05:40.000 --> 02:05:51.000]  As it turns out, the filter on the Alexa pure raises the pH of the water, so what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[02:05:51.000 --> 02:05:56.000]  But more importantly, a good water filtration system will purify it.
[02:05:56.000 --> 02:06:15.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:06:26.000 --> 02:06:51.000]  Music
[02:06:51.000 --> 02:06:55.000]  Dan Lyman is an amazing patriot.
[02:06:55.000 --> 02:06:58.000]  He's an American living in Switzerland with his wife.
[02:06:58.000 --> 02:07:01.000]  He's lived in Reykjavik. He's lived all over Europe.
[02:07:01.000 --> 02:07:06.000]  And he heads up europewars.com. He's got a few people who work with him sometimes, but usually he's a one-man wrecking crew.
[02:07:06.000 --> 02:07:09.000]  Europewars.com.
[02:07:09.000 --> 02:07:16.000]  And that URL doesn't get censored like infowars.com on Twitter, Facebook, YouTube, Google.
[02:07:16.000 --> 02:07:26.000]  Though the New York Times and others have taken interest and they go, we found a secret website that Jones is running trying to get around us.
[02:07:26.000 --> 02:07:31.000]  Actually, we set it up before the banning. We just wanted a site for all the Europe news.
[02:07:31.000 --> 02:07:36.000]  But then they went, but don't worry, we banned Europewars on YouTube and Newswars on YouTube.
[02:07:36.000 --> 02:07:38.000]  I didn't even know those sites existed.
[02:07:38.000 --> 02:07:47.000]  So now the idea is, private users, they're trying to say, can't even go up there and do their own reports or talk about what we're doing.
[02:07:47.000 --> 02:07:49.000]  Because that's how scared they are of us.
[02:07:49.000 --> 02:07:56.000]  But they can't stop you, the listener, who I keep going back to because you're everything, to text message.
[02:07:56.000 --> 02:08:03.000]  People they found look at text messages and links on text messages that gets around the censors more than any other thing.
[02:08:03.000 --> 02:08:11.000]  You know, word of mouth is powerful. But yeah, you share an infowars.com article on Facebook or Twitter.
[02:08:11.000 --> 02:08:13.000]  You're going to get suspended for a day or whatever.
[02:08:13.000 --> 02:08:16.000]  Do it from Newswars. Do it from Europewars.
[02:08:16.000 --> 02:08:18.000]  Other sites that are picking our news up.
[02:08:18.000 --> 02:08:26.000]  You can always put our URL in, see the article you think is powerful, copy the headline to find somebody else, put it out.
[02:08:26.000 --> 02:08:27.000]  You'll get massive shares.
[02:08:27.000 --> 02:08:31.000]  I don't care about the advertising revenue.
[02:08:31.000 --> 02:08:39.000]  I just care about beating the globalists and getting enough money in here to be able to take it to the enemy.
[02:08:39.000 --> 02:08:42.000]  And thanks to you, you've been doing that.
[02:08:42.000 --> 02:08:57.000]  But they've announced in three months, Newsguard, run by staybehind groups in the CIA, FBI, and I say staybehind groups, they even say everything I told you.
[02:08:57.000 --> 02:08:58.000]  And I'm reading this.
[02:08:58.000 --> 02:09:02.000]  And I'm happy to read this last week when the producer pointed it out to me.
[02:09:02.000 --> 02:09:04.000]  Newsguard, I'd heard about it.
[02:09:04.000 --> 02:09:19.000]  Run by the neocons and run by the staybehind groups that Obama funded before he left the Defense Authorization Act two years ago to literally spy on all your phones and computers live time and then block what you can do and control what you could do.
[02:09:19.000 --> 02:09:22.000]  That means they're planning something big.
[02:09:22.000 --> 02:09:29.000]  This goes into a plug-in on Microsoft, Apple, Google, Android, everything in three months.
[02:09:29.000 --> 02:09:32.000]  In three months, it goes in.
[02:09:32.000 --> 02:09:35.000]  This is beyond the Chinese dragonfly with Google.
[02:09:35.000 --> 02:09:37.000]  This is beyond the social network.
[02:09:37.000 --> 02:09:40.000]  This is device level surveillance and control.
[02:09:40.000 --> 02:09:49.000]  And you just heard the incredibly smart former editor of Breitbart London, Raheem Kossam saying everything I'm saying, because it's in there.
[02:09:49.000 --> 02:09:50.000]  This is so bold.
[02:09:50.000 --> 02:09:57.000]  So we'll talk about censorship and what's coming with Dan Lyman first, and then that guilty moment I had.
[02:09:57.000 --> 02:10:00.000]  He called me a few days ago and he said, hey, boss, you want to fund me to go?
[02:10:00.000 --> 02:10:05.000]  You cover week 11, 12 of the Yellow Vests in Paris.
[02:10:05.000 --> 02:10:10.000]  And I said, yeah, if you're willing to get hurt, man, you already saw people's eyes blown out, and then he agreed to go.
[02:10:10.000 --> 02:10:14.000]  And then he's videotaped the people's eyes blown out, the armored vehicles.
[02:10:14.000 --> 02:10:20.000]  All the stuff we've shown you just now if you're watching on TV, radio listeners, infowords.com.
[02:10:20.000 --> 02:10:23.000]  But now he's going when they've announced the French police to intimidate everybody.
[02:10:23.000 --> 02:10:26.000]  We've got guns with full metal jacket.
[02:10:26.000 --> 02:10:27.000]  Wow.
[02:10:27.000 --> 02:10:28.000]  Don't take it.
[02:10:28.000 --> 02:10:32.000]  That'll become the Kent State or the FIFA Vendetta.
[02:10:32.000 --> 02:10:35.000]  So we don't want Dan Lyman to be that martyr.
[02:10:35.000 --> 02:10:42.000]  But I think people think of the French as the wimpiest people, but that's because they were in most of the wars up until World War II.
[02:10:42.000 --> 02:10:44.000]  And they learned to finally give up.
[02:10:44.000 --> 02:10:47.000]  I'm not saying that's good, but this is this is quite a time bomb.
[02:10:47.000 --> 02:10:54.000]  We're sitting on top of people can follow Dan on his Twitter as well.
[02:10:54.000 --> 02:10:58.000]  And again, that's at Citizen Analyst Dan Lyman.
[02:10:58.000 --> 02:11:02.000]  That's where you're going to see these incredible live videos and also on our platform.
[02:11:02.000 --> 02:11:03.000]  So Dan, there's your intro.
[02:11:03.000 --> 02:11:05.000]  What do you want to tackle first?
[02:11:05.000 --> 02:11:18.000]  Incredible US agencies working against Trump and America announcing a plan to control at the device level what you do and put links over what you do, breaking into your phone.
[02:11:18.000 --> 02:11:19.000]  Incredible.
[02:11:19.000 --> 02:11:26.000]  Or the fact that you're going into a literal war zone in France for all intents and purposes is under martial law.
[02:11:26.000 --> 02:11:28.000]  Good to be back with you, Alex.
[02:11:28.000 --> 02:11:33.000]  Yeah, the first one you mentioned, I mean, it's just crazy, the censorship that is being rolled out now.
[02:11:33.000 --> 02:11:42.000]  And as we saw with that video that was broadcast in Seattle, the president's address, we can't even necessarily trust live video broadcasts anymore.
[02:11:42.000 --> 02:11:44.000]  So don't trust anything you read.
[02:11:44.000 --> 02:11:46.000]  Don't take it at face value, I guess at this point.
[02:11:46.000 --> 02:11:51.000]  And you can't even trust live video broadcasts because they're editing them in real time.
[02:11:51.000 --> 02:11:57.000]  So we are living in 1984 was child's play compared to what we're living now at this point.
[02:11:57.000 --> 02:11:59.000]  And you're not just saying that.
[02:11:59.000 --> 02:12:12.000]  But a bold move like that, they're just trying to hide this in plain view, this news guard stuff where the Southern Poverty Law Center ADL Media Matters, they admit through a neocon group have gotten all the tech giants to agree starting in three months.
[02:12:12.000 --> 02:12:20.000]  They're in your phone watching what you're watching with updates and then and giving you pre program messages, but also live messages.
[02:12:20.000 --> 02:12:27.000]  So you're going to send your wife a link and some a hole from the Southern Poverty Law Center is going to be watching you.
[02:12:27.000 --> 02:12:30.000]  And these people are insane, but maybe we'll roll over.
[02:12:30.000 --> 02:12:31.000]  Maybe they're not.
[02:12:31.000 --> 02:12:33.000]  Maybe they're geniuses.
[02:12:33.000 --> 02:12:47.000]  Yeah, I don't consider myself an overly paranoid person, but I do think twice now about everything that I send on the phone, things that I say around the phone, just because, you know, at this point, we know there's somebody listening always, whether it's, you know, it's probably an AI.
[02:12:47.000 --> 02:13:00.000]  But, you know, there have been times when I've gone on, let's say to Facebook on my phone after mentioning a product and I'll get an advertisement for that product right away. And that's just like a, you know, microcosm of what's going on at the at the greater level.
[02:13:00.000 --> 02:13:07.000]  Oh, yeah, they admit lifetime AI scans the text of everything you said, then it analyzes it puts it in an algorithm and pushes ads.
[02:13:07.000 --> 02:13:20.000]  Right, absolutely. You know, I just had a thing where I was trying to log into Twitter and it was asking me to supply the phone number to Twitter that I used and I couldn't remember for the life of me what it was when I signed up maybe eight or nine years ago.
[02:13:20.000 --> 02:13:35.000]  And then when I went to check in the settings on my phone, it had already updated my European phone number into Twitter for me. I did not input that myself. So they're just like scraping your information and then just uploading it for you to everything that it feels like it's becoming your memory.
[02:13:35.000 --> 02:13:38.000]  It's making your brain vestigial.
[02:13:38.000 --> 02:13:50.000]  Yeah, it's pretty crazy. Definitely a little unsettling for sure. And I think everyone definitely needs to be careful about the products that they put in their house like these, these new Facebook tablets whatnot that are kind of watching you at all times.
[02:13:50.000 --> 02:13:55.000]  I'd be very, you know, careful as to what you bring into the home.
[02:13:55.000 --> 02:14:05.000]  It's, you know, it's crazy that Google's little doorbell system. I forget the name. We can pull it up.
[02:14:05.000 --> 02:14:16.000]  And yeah, there's also Google has it. Facebook has it. Amazon has it. This is called ring. That's Amazon's. It's been caught just like smart meters were dialing in not just grabbing that feed or letting people into it.
[02:14:16.000 --> 02:14:27.000]  But just it's grabbing everything. Well, of course it is. The gods don't give us Promethean fire without a back door. And I just can't believe like that. It's this crazy.
[02:14:27.000 --> 02:14:35.000]  It sure is. It's pretty unbelievable. So, uh, I mean, it all, it all remains to be seen as to where it goes from here, but definitely dark times ahead.
[02:14:35.000 --> 02:14:42.000]  All right, we're going to go to break. Give me the form and come back. What you've seen in Europe, what you're predicting is coming next, but I'm going to just do this for the listeners and viewers right now.
[02:14:42.000 --> 02:14:52.000]  Dan Lyman's awesome. He is covered Davos. He's covered Bilderberg. He's covered everything and always made history, been on drugs so many times.
[02:14:52.000 --> 02:15:02.000]  And we barely have enough money to get him into the cities that he's to go and he's ready. We've had a basic salary. He lives, you know, he paid a lot more than his other job, but he does it.
[02:15:02.000 --> 02:15:13.000]  We want to hire a couple of people to help him. And I'm telling you, we'll do it. We'll buildEuropeWars.com, but we have to have your help.
[02:15:13.000 --> 02:15:22.000]  And I felt pretty good in Christmas because we had big specials and sold a lot of stuff, but I sold stuff so cheap that, uh, let's just say we're going to have some 24 hour broadcast coming up to raise some money because I need to expand.
[02:15:22.000 --> 02:15:27.000]  I don't need to stay the same size or contract. If you're not expanding or contracting, there is no equilibrium here.
[02:15:27.000 --> 02:15:34.000]  So we need everybody to go to infowarsstore.com with big specials that are about to end, 50% off X3 bodies, ultimate turmeric formula.
[02:15:34.000 --> 02:15:44.000]  And of course, ladies and gentlemen, supermail vitality is selling out. Our best seller, but we can't get the raw, uh, what do they call it? Wild Harvest at Herbs anymore, at least for now.
[02:15:44.000 --> 02:15:55.000]  So it's discontinued. Get it today at infowarsstore.com and get your Alexander Cortez as a dirty, globalist dog shirt as well.
[02:15:55.000 --> 02:15:59.000]  A doctor's office visit for erectile dysfunction on my smartphone? That's crazy.
[02:15:59.000 --> 02:16:08.000]  No, that's thebestedpill.com. ED can affect 40% of men by age 40. Now there's a 95% less expensive option than Viagra.
[02:16:08.000 --> 02:16:15.000]  After a live, confidential video consult with a fully licensed doctor, we ship medicines fast, free, and direct in discreet packaging.
[02:16:15.000 --> 02:16:25.000]  Read thousands of five-star reviews. Click thebestedpill.com. That's T-H-E, bestedpill.com, the online doctor's office.
[02:16:45.000 --> 02:16:55.000]  Call or click 888-660-7039 or DR-M-I-L-L-E-R-S clinic.com.
[02:17:15.000 --> 02:17:24.000]  866-295-5305. That's 866-295-5305. HBXTrack.com. Don't risk it when you can take charge of it.
[02:17:45.000 --> 02:18:05.000]  Stress is a natural part of life. Work, family, friends, and everyday accidents can put a lot of strain on the body and your mood.
[02:18:05.000 --> 02:18:17.000]  Don't let life weigh you down. Happies is a powerful mood and stress support formula that has your back against life's daily inconveniences made with ancient ingredients used for thousands of years.
[02:18:17.000 --> 02:18:26.000]  Happies can help you take back the day. With our powerhouse formula, Happies can be an important part of your daily supplement routine.
[02:18:26.000 --> 02:18:35.000]  With poor diet and the constant on and off of your work life, it's more important than ever to support your body in the fight against stress.
[02:18:35.000 --> 02:18:45.000]  With powerful ingredients combined to help support the mind and body, Happies helps support during stress, promotes overall well-being, and helps support your mood.
[02:18:45.000 --> 02:18:56.000]  Don't live your life bogged down. Help your body overcome the effects of daily stress and pressure today with Happies from InfowarsStore.com.
[02:19:16.000 --> 02:19:26.000]  There's no way I could have the energy at the end of a long day to fight back against the chemicals in the food and water, to fight back against the modern-day lifestyle with the screen time and the extended hours,
[02:19:26.000 --> 02:19:36.000]  to still have the stamina and endurance, energy, and drive to get to the gym, get to the park, and get exercise that you need for your health.
[02:19:36.000 --> 02:19:49.000]  So go to InfowarsStore.com and get SuperMailVitality before it's gone. This is actually our last run of SuperMailVitality, so I want you to experience SuperMailVitality before it's too late.
[02:19:49.000 --> 02:20:07.000]  Unleash the SuperMail in you with SuperMailVitality.com.
[02:20:19.000 --> 02:20:40.000]  We have not been covering the new Attorney General hearings. It is a bunch of mummies, a bunch of crypt keepers, basically engaged in what I think they call in popular nomenclature a circle jerk.
[02:20:40.000 --> 02:20:49.000]  So, man, you want to know what the problem is in America? You watch those hearings other than like Ted Cruz and a few people. It is. It is sick.
[02:20:49.000 --> 02:20:59.000]  Here's a few of the new articles up on Infowars.com. Washington Post fact checker, burgers not stacked a mile high as Trump claimed.
[02:20:59.000 --> 02:21:10.000]  They'll take a joke term the President uses and then say there were not burgers stacked a mile high. That's right. If he has like, you know, stacks of burgers for a big event about to happen.
[02:21:10.000 --> 02:21:19.000]  He goes, look at this, burgers stacked a mile high. Actually, they're only stacked two feet. So they're now taking figure of speeches, figure of speech.
[02:21:19.000 --> 02:21:28.000]  Burgers served at the White House could not have possibly been stacked to reach a mile high, as President Trump claimed in a depth Washington Post investigation has revealed.
[02:21:28.000 --> 02:21:38.000]  You know, Dan, I want to go back into Europe and what's happening there. But this happened last week when CBS fact checkers after Trump's speech about the open border and being a crisis.
[02:21:38.000 --> 02:21:47.000]  They said, you know, Trump says one third of women traveling up from Latin America get raped fact checking him. It's 80%.
[02:21:47.000 --> 02:22:02.000]  And they pulled it. They pulled it because they were like, oh my God, it's worse than he's saying. But the point is, is that he got some justice department number that was much lower by some leftist.
[02:22:02.000 --> 02:22:10.000]  So he says one third of women are raped. No, it's 80%. We fact checked him. Meanwhile, he's having a White House dinner and it looks like there's lunch.
[02:22:10.000 --> 02:22:19.000]  It looks like there's probably thousands of hamburgers. I mean, every tray has got like 2030 hamburgers on it. There's all this giant table of hamburgers.
[02:22:19.000 --> 02:22:27.000]  And he says it's stacked mile high and they go, oh my God, he lied. If you stacked them, they wouldn't be a mile high. They'd be 800 feet tall.
[02:22:27.000 --> 02:22:33.000]  I mean, this war on everything Trump says is getting insane.
[02:22:33.000 --> 02:22:42.000]  Yeah. And I don't know if you've spoken about this earlier in the broadcast, but Trump paid for all of that out of pocket himself due to the fact that the lot of the White House staff is furloughed.
[02:22:42.000 --> 02:22:49.000]  So he ponied up for that and to make sure that the boys got something good to eat. And you know, they all enjoyed it. It's a bunch of college dudes.
[02:22:49.000 --> 02:22:57.000]  They're not going to turn down a spread like that. A lot of them said it was the best buffet they'd ever seen. Some of the guys were joking how they took some home for later.
[02:22:57.000 --> 02:23:04.000]  And personally, I'm not a fast food eater at all. I don't know the last time I've had any, but that was making my mouth water. I thought it was a really cool gesture.
[02:23:04.000 --> 02:23:14.000]  And, you know, it was fun. It was playful. And those guys will never forget that. And neither will the rest of us because it was just so entertaining to watch even the little bit of video that you're rolling right there.
[02:23:14.000 --> 02:23:16.000]  It was really, really entertaining.
[02:23:16.000 --> 02:23:26.000]  Together, it's great to see because we need border security. We have to have it. We have to have it. No doubt about it. Should have happened 30 years ago, 20 years ago, 10 years ago.
[02:23:26.000 --> 02:23:36.000]  There's the juxtaposed of golden candle stakeholders with candles and then all this fast food. It's a Trump is ridiculous. He's the ultimate Joker card.
[02:23:36.000 --> 02:23:45.000]  But meanwhile, he says, we've got burgers stacked the mile high. They spin it that he's lying when it's a figure of speech.
[02:23:45.000 --> 02:23:56.000]  And I didn't see anybody complaining when Barack Obama was spending $65,000 on hot dog dinners. Nobody nobody cared to mention that in the mainstream press or ridicule him.
[02:23:56.000 --> 02:24:05.000]  And Obama always made a big deal of going out for fast food or the press did at least when he did Trump likes tacos and Obama likes likes winners.
[02:24:05.000 --> 02:24:17.000]  And it has been said that Trump does eat a lot of fast food, especially now at this point because of the low risk of having his food contaminated, which, you know, I don't think any of us can really accept.
[02:24:17.000 --> 02:24:25.000]  That's why he does it. He will send trusted people out to different restaurants every time to get his food.
[02:24:25.000 --> 02:24:35.000]  Yes, I mean, for me, he's probably been I'm not making a big story, but a couple of times I'm pretty sure public events. I got poisoned. And then once I got tested, it was arsenic.
[02:24:35.000 --> 02:24:43.000]  So I was like 20 years ago, they hit me with some. And so there's a revelation, folks. Yeah, I've been in a war. They must be trying to poison that.
[02:24:43.000 --> 02:24:49.000]  Oh, they only tried to poison kings throughout history and every culture. But I'm sure the president, no one's trying to poison him. Right, Dan?
[02:24:49.000 --> 02:25:00.000]  No, certainly not. But, you know, I thought it was a great gesture last night and it was fun. And I enjoy these moments that the president, I'm sure he came up with that himself.
[02:25:00.000 --> 02:25:03.000]  I'm going to give him credit for that one. That seemed like a Trump move.
[02:25:03.000 --> 02:25:18.000]  By the way, remember Breitbart? He was going to expose this big thing about the Clintons. I want to get man count on. He said he come on two weeks ago. And that was the last guy he talked to. He said, oh, I've got it. It's horrible. They're going to be brought down. He's caught, found filming at the mouth dead.
[02:25:18.000 --> 02:25:25.000]  Then the main coroner doing it says, oh, no, it's arsenic or it's poison. He dies of arsenic poisoning.
[02:25:25.000 --> 02:25:43.000]  Right, exactly. Trump cannot be too careful. And so, I mean, it's just, it's amazing that he can't do anything right. The media will not allow anything to slide. And, you know, the media, as Mike Sertovich actually pointed out, he has spent some time at the White House with the media.
[02:25:43.000 --> 02:25:54.000]  And he said there are a bunch of slobs and they have a soda machine in the break room and they all eat garbage all the time. So for them to think that they can, to ridicule this gesture is just the hypocrisy is off the charts.
[02:25:54.000 --> 02:26:03.000]  I don't want to give away a Trump trick because they know the trick that's going on. He doesn't just send them out for fast food randomly. He picks the place so they can't poison it.
[02:26:03.000 --> 02:26:14.000]  He also does stuff like even when he's at Mar-a-Lago, he doesn't want to like send it to the wrong person and poison him. So they'll have a fake order that goes somewhere.
[02:26:14.000 --> 02:26:24.000]  Okay. And then that order is then brought to him. And then another order for him is taken and then it's removed and then the next food's brought over. Imagine having to live like that.
[02:26:24.000 --> 02:26:35.000]  That's heavy duty. I don't know how he does this day in and day out, but this has to be one of the most heroic physical, mental and spiritual efforts in the history of mankind at this point.
[02:26:35.000 --> 02:26:44.000]  Well, that's how he saw it four years ago when he agreed to do this. He went to Scotland for like four or five months and wasn't going to do it. He said, you know, I can't do it.
[02:26:44.000 --> 02:26:51.000]  His wife said, you know, they're always saying that his wife Melania doesn't want to do it. She was the final straw. She said, you got it. He said, well, it's a full commitment.
[02:26:51.000 --> 02:27:00.000]  And he sees it as basically fatalistic and then he's going to give everything he's got to it and be as positive as possible. And he believes in America.
[02:27:00.000 --> 02:27:10.000]  And that's why when you see it fail, you realize he's failing. And it's a very sick feeling to see people not finally see a real president trying to do what's right for them.
[02:27:10.000 --> 02:27:14.000]  And a lot of folks get up and a lot of people don't.
[02:27:14.000 --> 02:27:21.000]  Yeah, he gets up every day and some days it seems like he doesn't sleep at all. It's amazing the stamina that he's shown at this age.
[02:27:21.000 --> 02:27:26.000]  He's been doing this now for, I guess, over three years at this point, day in and day out. The effort is incredible.
[02:27:26.000 --> 02:27:32.000]  I was having a conversation with kind of a normie friend of mine recently and, you know, he wanted to pick my brain about Trump.
[02:27:32.000 --> 02:27:40.000]  But in his opinion, which is what he wasn't off that far off the beaten path, he said, you know, once you get to the Trump level of wealth, the next thing you want is power.
[02:27:40.000 --> 02:27:48.000]  And that's why he ran for president. I said, absolutely not. That's where you're wrong because you want to be a champion and a hero and dismantle power for the people.
[02:27:48.000 --> 02:27:57.000]  That's the ultimate brass ring. And if you can do that, then you go to the next level that Trump understands that dismantling this parasitics.
[02:27:57.000 --> 02:27:59.000]  I mean, how would you define it?
[02:27:59.000 --> 02:28:08.000]  Well, I would say that Trump knew how terrible it was going to be going in because he knew the positions that he was going to take were going to be very unpopular with the globalists.
[02:28:08.000 --> 02:28:17.000]  And now, you know, all the knives have been out for him for years now. And frankly, I'm amazed that he's still around and with us because I was about to say they want to wear us out.
[02:28:17.000 --> 02:28:24.000]  The longer he survives, even though he's stumbling and bleeding, it just it makes him more and more scared there.
[02:28:24.000 --> 02:28:28.000]  So you realize the inroads we've made all the planet just while he did this.
[02:28:28.000 --> 02:28:34.000]  And while our listeners do with us, because everybody gets worn out. Everybody's like, this is only supposed to happen during elections.
[02:28:34.000 --> 02:28:41.000]  Let this in for a while. No, this is the long haul now. This is the long race, the long swim, the long hike, the long climb.
[02:28:41.000 --> 02:28:46.000]  This is for all the marbles, baby. This is the decision where humanity is going. Trump's going to win. We're going to win.
[02:28:46.000 --> 02:28:54.000]  You watch, he may die in the process, but he's a winner. Trump equals fighter. Trump equals victory. Info wars equals victory.
[02:29:16.000 --> 02:29:25.000]  A new frontier in archery and truly modern twist on this primitive survival tool. Feel the thrill only at slingbow.com.
[02:29:46.000 --> 02:29:55.000]  Call us. Call or click 888-660-7039 or D-R-M-I-L-L-E-R-S clinic.com.
[02:30:16.000 --> 02:30:26.000]  It features the same great formula that supports your heart, brain, healthy aging process with an all-new natural caffeine boost included.
[02:30:26.000 --> 02:30:33.000]  A powerful, pregnant-owned base, the real red pill, has quickly become one of our fellow InfoWars' favorite products.
[02:30:33.000 --> 02:30:41.000]  Now, with an extra proprietary energy blend inside, including green DX track, your Ramaday leaf extract, and more, you can get that extra pick-me-up
[02:30:41.000 --> 02:30:46.000]  all supporting your mind and body in a healthy way. Got all the great stuff that real red pill has?
[02:30:46.000 --> 02:31:13.000]  It's also got the most in it. Get the real red pill plus at InfoWarsStore.com.
[02:31:16.000 --> 02:31:27.000]  With a standard of advanced multivitamin formulation, Vitamin Mineral Fusion uses a unique delivery system to maximize the effects and give your body the tools it needs to support your body.
[02:31:27.000 --> 02:31:36.000]  Using a proprietary process, we've managed to make this powerhouse formula into a delicious concentrated drink mix that's loaded with high-quality ingredients.
[02:31:36.000 --> 02:31:45.000]  Perfect for a hot summer day or relaxing at home, Vitamin Mineral Fusion is loaded with 34 different essential vitamins, minerals, amino acids, and more.
[02:31:45.000 --> 02:31:56.000]  Providing your body's needs in a great-tasting, natural and affordable drink mix with Vitamin Mineral Fusion today, available at InfoWarsStore.com.
[02:31:56.000 --> 02:32:01.000]  You deserve a deep restful sleep with Knockout by InfoWarsLife.
[02:32:01.000 --> 02:32:12.000]  Our organic formula is made from high-quality natural ingredients such as Valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
