[00:00.000 --> 00:19.000]  Crashing through the lies and disinformation it's Alex Jones on the GCN radio network
[1:04:14.000 --> 1:04:21.000]  And then that would mean there would be another vote for the speaker of the house and it would be a new person if that happened.
[1:04:21.000 --> 1:04:22.000]  So that's where it is.
[1:04:22.000 --> 1:04:28.000]  Combat that lingering feeling of defeat we Americans have endured daily for years.
[1:04:28.000 --> 1:04:30.000]  Make your voice heard.
[1:04:30.000 --> 1:04:34.000]  Call, email, or personally ask your representative to vacate the chair.
[1:04:34.000 --> 1:04:39.000]  This is your country. It doesn't belong to blubbering traders scum like John Boehner.
[1:04:39.000 --> 1:04:41.000]  Fire, John Boehner.
[1:04:41.000 --> 1:04:43.000]  Resist the tyranny.
[1:04:43.000 --> 1:04:47.000]  This is how our founders set up the system for peaceful revolution.
[1:04:47.000 --> 1:04:50.000]  John Boehner for Infowars.com.
[1:04:50.000 --> 1:04:52.000]  Excellent job, John Boehner.
[1:04:52.000 --> 1:04:59.000]  Absolutely, that video, Fire John Boehner is on Infowars.com. Get it, get it out to your friends and family.
[1:04:59.000 --> 1:05:03.000]  Are we seeing the beginning of another financial crash?
[1:05:03.000 --> 1:05:07.000]  China's central bank which has cut interest rates four times since November to spur growth.
[1:05:07.000 --> 1:05:11.000]  Just yesterday slashed the value of its currency 1.9% against the dollar.
[1:05:11.000 --> 1:05:16.000]  The biggest one-day move since the 1990s which caught the markets completely off guard.
[1:05:16.000 --> 1:05:19.000]  This move had an immediate impact on the stock market.
[1:05:19.000 --> 1:05:23.000]  The U.S. stock market responded by dropping nearly 500 points in two days.
[1:05:23.000 --> 1:05:26.000]  Many fear this is the start of a currency war.
[1:05:26.000 --> 1:05:32.000]  Regular viewers of the Alex Jones Show and Infowars Nightly News will note that we have been covering this story for many, many years.
[1:05:32.000 --> 1:05:41.000]  We've had predictions from Gerald Salente, Paul Craig Roberts, Harry Dent and a host of others saying this is the time that the plug is going to be pulled from the economy.
[1:05:41.000 --> 1:05:48.000]  This is a manufactured crisis to create a global currency by which every transaction can be analyzed and controlled.
[1:05:48.000 --> 1:05:53.000]  Stay tuned for more reports on the Infowars Nightly News and the Alex Jones Show.
[1:05:53.000 --> 1:06:03.000]  Rob Dew reporting for Infowars.com.
[1:06:23.000 --> 1:06:35.000]  I was born to bring trouble to wherever I'm at.
[1:06:35.000 --> 1:06:43.000]  Got the number 13 tattooed on my neck.
[1:06:43.000 --> 1:06:49.000]  When the ink starts to itch then the black will turn to red.
[1:06:49.000 --> 1:06:53.000]  You're listening to the Alex Jones Show, the Sunday edition.
[1:06:53.000 --> 1:06:57.000]  Four to six p.m. Central Standard Time.
[1:06:57.000 --> 1:07:04.000]  Weekday Transmission, 11 a.m. to 2 p.m. Central.
[1:07:04.000 --> 1:07:11.000]  The toll-free number to join us live today to discuss Donald Trump getting more hardcore.
[1:07:11.000 --> 1:07:15.000]  Do you think you're still a shill? Doesn't really matter, he's telling the truth.
[1:07:15.000 --> 1:07:20.000]  What do you think is really happening here?
[1:07:20.000 --> 1:07:25.000]  877-789-Alex.
[1:07:25.000 --> 1:07:31.000]  877-789-2539. Please call in on the topic.
[1:07:31.000 --> 1:07:36.000]  I don't screen your calls, you can mention other stuff afterwards, but I really want to get your take on that.
[1:07:36.000 --> 1:07:41.000]  877-789-Alex.
[1:07:41.000 --> 1:07:46.000]  877-989-Alex.
[1:07:46.000 --> 1:07:51.000]  877-989-Alex.
[1:07:51.000 --> 1:07:55.000]  877-989-A.
[1:07:55.000 --> 1:08:00.000]  877-989-A.
[1:08:00.000 --> 1:08:05.000]  877-989-A.
[1:08:05.000 --> 1:08:12.500]  They didn't let that stuff out of the recording studios though, in the internet age.
[1:08:12.500 --> 1:08:22.880]  Let me launch my phone system here, log in so I can see your calls coming in, already
[1:08:22.880 --> 1:08:34.280]  see 10 phone lines full, again the number, 877-789-2539.
[1:08:34.280 --> 1:08:44.520]  Coming up, I had a caller on the Friday show call in, and it was basically, you know, don't
[1:08:44.520 --> 1:08:48.560]  talk bad about David Duke.
[1:08:48.560 --> 1:08:54.720]  You ought to have David Duke on the show, and of course, folks probably know who David
[1:08:54.720 --> 1:09:03.320]  Duke is, former Grand Wizard, presidential candidate, Louisiana State rep, and it's
[1:09:03.320 --> 1:09:08.840]  just so low level, when you get a phone call, I'm gonna play a club of Hillary, I'm gonna
[1:09:08.840 --> 1:09:16.120]  play this David Duke club, saying, why you coming up for the Jews, why you coming up
[1:09:16.120 --> 1:09:21.440]  for the Vatican, why you coming up for the Masons, just give me a break, okay, you can
[1:09:21.440 --> 1:09:26.240]  cover what you want, you can be obsessed with what you want, I wanna talk about free market,
[1:09:26.240 --> 1:09:30.440]  I wanna talk about cutting taxes, I wanna talk about being able to choose where your
[1:09:30.440 --> 1:09:33.680]  kids go to school, and just basic freedom.
[1:09:33.680 --> 1:09:40.180]  I'm not into obsessing over what color people are all day, I attack political correctness
[1:09:40.180 --> 1:09:46.080]  for obsessing over color, and trying to make us fight with each other, I see the Democrats
[1:09:46.080 --> 1:09:51.880]  and the Ku Klux Klan as being very close in their policies to each other, totally race
[1:09:51.880 --> 1:09:59.560]  based, they're just forming minority groups into modern Hispanic and black Klan groups,
[1:09:59.560 --> 1:10:05.240]  so they can control them, and we haven't heard back from Duke two days later, I'm sure we
[1:10:05.240 --> 1:10:10.600]  will, because I know he does a lot of interviews, I see him on national TV and the rest of it,
[1:10:10.600 --> 1:10:15.120]  but the reason I decided to talk about this today was, I saw comments on Info Wars, and
[1:10:15.120 --> 1:10:20.640]  then I saw him in emails yesterday, Alex you're a liar, David Duke never said anything bad
[1:10:20.640 --> 1:10:25.880]  about you, blah blah blah, you know, there you go, trying to make yourself a big man,
[1:10:25.880 --> 1:10:29.760]  like I'm a big man that David Duke's talked about me, I mean I've been talked about by
[1:10:29.760 --> 1:10:38.120]  BBC, Nightline, CNN, MSN, I've been bad about by MSNBC probably 500 times that I know of,
[1:10:38.120 --> 1:10:44.440]  but so these folks that worship David Duke, it's like Jesus talked about me or something,
[1:10:44.440 --> 1:10:52.000]  however I'll have him on the show and I'll give him my worldview, I'm just sick and tired
[1:10:52.000 --> 1:10:58.280]  of it, because what I said about David Duke was, he's basically like a Mecha Ola Raza
[1:10:58.280 --> 1:11:03.680]  leader, and so I don't get why he gets attacked for being a white supremacist, when all these
[1:11:03.680 --> 1:11:08.120]  other groups are white supremacist or black supremacist or Hispanic supremacist, and the
[1:11:08.120 --> 1:11:15.200]  Democratic Party found out the Ku Klux Klan, so I get he's the designant bad guy who's
[1:11:15.200 --> 1:11:18.600]  demonized all day, and if you're going to have a bunch of other racist groups, why not
[1:11:18.600 --> 1:11:21.600]  have the white racist groups, because if the other groups are going to be racist and hate
[1:11:21.600 --> 1:11:26.520]  white people, I understand folks has moved to then get into their own separate group,
[1:11:26.520 --> 1:11:32.560]  the point is there's something above that manipulating us into a divide and conquer strategy,
[1:11:32.560 --> 1:11:37.720]  and that's what I'm trying to expose, I mean I can play the clips where Lewis Farrakhan
[1:11:37.720 --> 1:11:43.160]  talks about me, I'm not bragging when I, I think I never even played these clips so
[1:11:43.160 --> 1:11:50.720]  that I get emails going, Lewis Farrakhan never talked about you, or you know, Bill Clinton
[1:11:50.720 --> 1:11:55.560]  never talked about you, or Janet Reno never talked, it isn't about me being talked about,
[1:11:55.560 --> 1:12:01.000]  I don't have to prove myself, I have 20 million listeners a week, I still have weirdos in
[1:12:01.000 --> 1:12:06.440]  the street, I was on my hiking bike trail today jogging and I'd stopped, I'd gotten
[1:12:06.440 --> 1:12:12.760]  back up to the top of the trail and there were three guys hiking bikers, some were hiking,
[1:12:12.760 --> 1:12:16.160]  some were biking, I thought they were together, and they were like, oh the black helicopter
[1:12:16.160 --> 1:12:19.600]  is going to get you down there, we're surprised you're, you know, you've got the courage to
[1:12:19.600 --> 1:12:22.880]  go down in there, and I had some other guys who were about black helicopters, I just said
[1:12:22.880 --> 1:12:28.920]  don't you have anything but a cliche, like I'm afraid is why I do this, I'm the one
[1:12:28.920 --> 1:12:33.800]  out front who's bold, and look it's not about talking about myself all day, it's just that
[1:12:33.800 --> 1:12:40.200]  I don't live in this world where I just fit into one of these little definitions that you
[1:12:40.200 --> 1:12:46.720]  can put me in, but shifting gears out of that before we go to your phone calls on the situation
[1:12:46.720 --> 1:12:51.920]  with Donald Trump going after Hillary, and is this the fall of Hillary, let's go ahead
[1:12:51.920 --> 1:12:58.120]  and play this clip from Hillary, incredibly arrogant, hiding in plain view the fact that
[1:12:58.120 --> 1:13:03.920]  she erased her emails, had them professionally wiped, that is obstruction of justice of a
[1:13:03.920 --> 1:13:09.360]  felony crime, which is a felony itself, four to ten years, each count, sixty classified
[1:13:09.360 --> 1:13:19.240]  emails erased, we're talking about, what's sixty times ten years, that's a lot of time,
[1:13:19.240 --> 1:13:28.720]  sixty times ten years, six hundred, let's say she got four years, sixty times four,
[1:13:28.720 --> 1:13:34.560]  we're talking about a lot of time, so this is a big deal, and then here she is to her
[1:13:34.560 --> 1:13:39.140]  idiot supporters, the same ones we can go out and talk to in Austin Texas, or Mark
[1:13:39.140 --> 1:13:45.160]  Dice, our correspondent at markdice.com can go out and say we want to put all gun owners
[1:13:45.160 --> 1:13:50.680]  in forced labor camps for Hillary, yes they all sign, or eighty percent sign, on average,
[1:13:50.680 --> 1:13:56.560]  we want to execute Christians, yes they'll do anything as long as you say it's for Obama,
[1:13:56.560 --> 1:14:02.880]  it's for Hillary, this is a cult of weirdos, and here they are giggling at her joke about
[1:14:02.880 --> 1:14:09.320]  erasing emails, kind of like Lois Lerner using the IRS to persecute conservatives and libertarians,
[1:14:09.320 --> 1:14:15.840]  that's what Nixon did to a few people and got in trouble for, and Democrats in the past
[1:14:15.840 --> 1:14:21.760]  were concerned about stuff like this, now they think being criminal is cute and funny,
[1:14:21.760 --> 1:14:25.120]  very dangerous group of people, let's go to this clip.
[1:14:25.120 --> 1:14:36.560]  Well, by the way, you may have seen that I recently launched a Snapchat account, I love
[1:14:36.560 --> 1:14:45.480]  it, I love it, those messages disappear all by themselves, and if she puts on this big
[1:14:45.480 --> 1:14:54.280]  act that she's totally confident to her mindless, stupid constituents, black unemployment has
[1:14:54.280 --> 1:15:03.480]  doubled under Obama, blacks on average still worship him, Hillary has the majority of women
[1:15:03.480 --> 1:15:12.240]  supporting her, because she's a woman, whatever, this is identity politics gone to seed, truly
[1:15:12.240 --> 1:15:15.800]  sickening, we're going to go to break, we come back, we're going to play the David
[1:15:15.800 --> 1:15:20.000]  Duke clip, and then because people said David Duke, and we're talking about him, there's
[1:15:20.000 --> 1:15:24.400]  like five or six clips I found of him doing it, but I'm not going to play them all here,
[1:15:24.400 --> 1:15:27.400]  and I want to play his clips just to challenge him and tell him what I'm going to challenge
[1:15:27.400 --> 1:15:31.720]  on him up front when he comes on, which I don't think he's a coward, I think he will
[1:15:31.720 --> 1:15:38.760]  come on, and then I want to just add you can get 10% off all the high quality water filtration
[1:15:38.760 --> 1:15:43.200]  systems, they're the very best systems we could find for the most affordable prices,
[1:15:43.200 --> 1:15:50.280]  and then for store.com, and get 10% off with promo code water at checkout, just put in the
[1:15:50.280 --> 1:15:55.040]  promo code water and an additional 10% off, very lowest price, the most basic thing you
[1:15:55.040 --> 1:16:03.000]  can do folks is filter your water, Alex Jones here with a very important news alert for
[1:16:03.000 --> 1:16:08.120]  info wars listeners, we've confirmed through our major suppliers attempting to resupply
[1:16:08.120 --> 1:16:13.480]  survival shield x2 deep earth crystals that elite corporations are buying up the supplies
[1:16:13.480 --> 1:16:18.160]  all over the world, so prices are going up and it's very hard to secure it, we have been
[1:16:18.160 --> 1:16:23.240]  able to secure a limited supply of the pure deep earth crystals and have now been able
[1:16:23.240 --> 1:16:28.880]  to produce more survival shield nascent iodine x2, this is the good halogen, this is the
[1:16:28.880 --> 1:16:34.200]  opposite of the bad halogens like fluoride, now we at info wars life.com are bringing
[1:16:34.200 --> 1:16:42.160]  you the only source of clean pure 99.99 ultra pure deep earth crystals from more than 7000
[1:16:42.160 --> 1:16:47.320]  feet below the earth surface, watch the informational videos at info wars life.com, discover how
[1:16:47.320 --> 1:16:52.680]  transformational pure iodine can be for you and your family, folks this hidden hype read
[1:16:52.680 --> 1:17:00.160]  the reviews for yourself at info wars life.com or call 888-253-3139.
[1:17:00.160 --> 1:17:05.920]  Most of the info wars radio listening audience is aware of the high quality affordable firearms
[1:17:05.920 --> 1:17:10.860]  available that are made right here in america at hdfirearms.com, one of the most exciting
[1:17:10.860 --> 1:17:16.200]  things about hdfirearms.com is the ability to upgrade your ar-15 platform today, they
[1:17:16.200 --> 1:17:22.800]  call it their low profile platform, pvx muzzle brakes proven to help control muzzle rise,
[1:17:22.800 --> 1:17:29.840]  6061 billet material with type 3 hard coding, bolt carrier group for 308 and 556 ar's, custom
[1:17:29.840 --> 1:17:36.120]  kydex holsters ideal for concealed carry with.080 thick kydex to ensure durability, most
[1:17:36.120 --> 1:17:42.920]  competitors material use.060, configure yours today at hdfirearms.com and my favorite single
[1:17:42.920 --> 1:17:48.320]  stage trigger a home run upgrade for your ar-15 and ar-10 platforms, find out more at
[1:17:48.320 --> 1:17:59.920]  hdfirearms.com today or call 770-485-7015 that's hdfirearms.com or call 770-485-7015.
[1:17:59.920 --> 1:18:05.640]  Super male vitality is info wars life.com's number one selling product for a good reason,
[1:18:05.640 --> 1:18:10.760]  it works go to info wars life.com today and read the testimonials for yourself, there
[1:18:10.760 --> 1:18:19.440]  are thousands of them with an average voting score at an unprecedented 4.8 it is concentrated
[1:18:19.440 --> 1:18:25.600]  herbs and natural organic compounds known to energize the body's natural processes that
[1:18:25.600 --> 1:18:30.280]  are blocked by estrogen mimicers and other toxic elements in the food chain, super male
[1:18:30.280 --> 1:18:34.960]  vitality from info wars life.com has sold out multiple times in the last three months
[1:18:34.960 --> 1:18:39.680]  to fix that problem, we have now produced the biggest and most concentrated high quality
[1:18:39.680 --> 1:18:44.360]  batch of super male vitality in the products history, our new ultra strength formula is
[1:18:44.360 --> 1:18:49.840]  even stronger, check out the third party reviews and informational videos at info wars life.com
[1:18:49.840 --> 1:18:54.160]  now it's time to get your body in balance and fight back, I'm Alex Jones for super
[1:18:54.160 --> 1:19:00.440]  male vitality and info wars life.com and I salute you our supporters, introducing secret
[1:19:00.440 --> 1:19:07.760]  12 the new info wars life vitamin b12 formulation, secret 12 is a binary of nutrimentical grade
[1:19:07.760 --> 1:19:13.960]  bio available co enzyme forms of b12, methylcobalamin the same kind used in b12 injections and
[1:19:13.960 --> 1:19:18.840]  adenosylcobalamin, secret 12 is simply taken by mouth right on the tongue and then swallowed
[1:19:18.840 --> 1:19:24.680]  no needles, no injections, secure your revolutionary secret 12 formula right now at info wars
[1:19:24.680 --> 1:19:29.280]  life.com or call 888-253-3139.
[1:19:29.280 --> 1:19:32.480]  Brain force is here, ladies and gentlemen I've been on this the last few months you
[1:19:32.480 --> 1:19:36.600]  probably notice I've been more focused less brain fog more energy and it's because of
[1:19:36.600 --> 1:19:40.120]  brain force there's always hidden additives in your food even organic food has hidden
[1:19:40.120 --> 1:19:44.080]  additives staring at the computer all day working doing good you're still damaging your brain
[1:19:44.080 --> 1:19:47.280]  ultimately we've all been dumbed down to some degree it doesn't have stimuli it doesn't
[1:19:47.280 --> 1:19:51.840]  have garbage in it it has natural things that do it clean you will find brain force and
[1:19:51.840 --> 1:20:02.280]  other game changing products at info wars life.com or call 888-253-3139.
[1:20:02.280 --> 1:20:14.840]  We're listening to the alex jones show they took my saddle and used to broke my leg in
[1:20:14.840 --> 1:20:25.040]  the Santa Fe lost my wife and a girlfriend somewhere along the way you tell them George
[1:20:25.040 --> 1:20:34.600]  of human liberty alex jones hope that judge ain't blind as George straight bringing us
[1:20:34.600 --> 1:20:39.200]  in in defense of human liberty I am your host alex jones thank you so much for joining
[1:20:39.200 --> 1:20:43.280]  us now I don't want to shift gears off to another subject but I want to play this clip
[1:20:43.280 --> 1:20:48.880]  then I'll go to alex and Edmonton Robert and Georgia Christian Pennsylvania wild Mormon
[1:20:48.880 --> 1:20:55.160]  in Seattle James in Tennessee Paul in New Mexico alex in New York Laurie in Alabama
[1:20:55.160 --> 1:21:01.040]  Dan Nebraska and many many others interspersed with other important news I haven't covered
[1:21:01.040 --> 1:21:11.520]  yet on the economy North Korea Syria Italy and so many other important fronts including
[1:21:11.520 --> 1:21:17.200]  a volcano becoming active right by nuclear power plant in Japan Japan raises warning
[1:21:17.200 --> 1:21:23.120]  level on volcano not far away from nuclear plant Reuters Japan is like a Godzilla movie
[1:21:23.120 --> 1:21:27.800]  all the stuff that happens over there a bombs getting dropped on it Fukushima blowing up
[1:21:27.800 --> 1:21:32.360]  tsunamis earthquakes there's a reason their houses are built out of paper so why do you
[1:21:32.360 --> 1:21:36.800]  build a bunch of nuclear reactors on fault lines how about they build them on top the
[1:21:36.800 --> 1:21:44.400]  active volcano that would be safer I'm sorry I just at some point it just like a Godzilla
[1:21:44.400 --> 1:21:53.520]  movie here now getting back to what I was saying about David Duke I just mentioned like I don't
[1:21:53.520 --> 1:21:57.120]  get the big deal a few weeks ago about people getting so mad at David Duke you know with
[1:21:57.120 --> 1:22:01.640]  all his stuff is because the Hispanic and black groups are all shining like you know
[1:22:01.640 --> 1:22:06.840]  white supremacist organizations I was being sarcastic but it's just all the same thing
[1:22:06.840 --> 1:22:11.080]  and then a caller called in about you know David Duke's wonderful person and you're basically
[1:22:11.080 --> 1:22:15.680]  might be a race trader because you're not obscene covering all this because it's a way
[1:22:15.680 --> 1:22:22.800]  to trump you no pun intended just to say you're a race trader just to say you work for X and
[1:22:22.800 --> 1:22:27.560]  then whoever says it is better than you well listen I give you a gold star all of you that
[1:22:27.560 --> 1:22:31.960]  hate me and claim I work for this group of that group you are better than me now can
[1:22:31.960 --> 1:22:35.880]  we move forward to get the floor out of the water can we move forward to cut taxes can
[1:22:35.880 --> 1:22:42.040]  we move forward to secure the borders can we just move forward without grandstanding
[1:22:42.040 --> 1:22:46.240]  so I went and search engine David Duke attacks Alex Jones and found a whole bunch of different
[1:22:46.240 --> 1:22:49.480]  places where he did it spent like 30 minutes this morning trying to listen and you know
[1:22:49.480 --> 1:22:55.320]  find us a sync clip and it's always he'll be on a show going good job to you you understand
[1:22:55.320 --> 1:22:58.840]  the problems and how the world works because you agree with me so first it's pat on the
[1:22:58.840 --> 1:23:05.840]  head you you agree with me you're now anointed by you know the grand poobah of white supremacist
[1:23:05.840 --> 1:23:11.840]  supremacy about how the world really works and then he goes into Alex Jones wants to
[1:23:11.840 --> 1:23:15.640]  scare you from being politically involved and tell you you can be put in prison if you
[1:23:15.640 --> 1:23:20.640]  fight back no I say you'll be put in prison or enslave or impoverished if you don't fight
[1:23:20.640 --> 1:23:26.320]  back and you have power and we're at a tipping point but they are persecuting people politically
[1:23:26.320 --> 1:23:31.560]  that their tyrants that discredits them that they're arresting and prosecuting people with
[1:23:31.560 --> 1:23:36.840]  the IRS and other groups like David Duke I don't agree with David Duke's views on a lot
[1:23:36.840 --> 1:23:42.280]  of fronts but I looked at his case on his tax exempt foundation and they'd gone after
[1:23:42.280 --> 1:23:46.040]  now mainline gun groups like they went after David Duke and I was against the prosecution
[1:23:46.040 --> 1:23:51.800]  of David Duke because it was clearly political persecution I don't care if you're some communist
[1:23:51.800 --> 1:23:57.480]  I don't like or David Duke I'm gonna stand up for you if you're being persecuted so he
[1:23:57.480 --> 1:24:04.400]  then straw me and see what Alex Jones would do is read a quote or play a clip of where
[1:24:04.400 --> 1:24:10.000]  I said don't get involved they'll put you in prison but see David Duke didn't do that
[1:24:10.000 --> 1:24:16.840]  David Duke said I said that when that's the opposite of what I say so I'm gonna give Duke
[1:24:16.840 --> 1:24:21.120]  a chance even play clips on this show when he comes on to show me where I did this in
[1:24:21.120 --> 1:24:25.280]  that but don't sit there and say something if you don't have the meat and potatoes see
[1:24:25.280 --> 1:24:30.480]  I'm gonna play him saying it now I'm gonna show that's what MSNBC does they'll go Alex
[1:24:30.480 --> 1:24:35.920]  Jones influence the Boston bombers don't show where Alex Jones is deeply racist don't show
[1:24:35.920 --> 1:24:44.760]  where Alex Jones once cops to get killed don't show where show me the facts show me the evidence
[1:24:44.760 --> 1:24:50.920]  don't just show me where I work for Israel I mean you know it really sounds funny to
[1:24:50.920 --> 1:24:55.440]  me when I get attacked by a lot of the Israel lobby especially on the left to sit there and
[1:24:55.440 --> 1:25:00.120]  hear you and every other guy like you high horse the fact that I work for Israel let
[1:25:00.120 --> 1:25:03.840]  me tell you who probably works for the Southern Poverty Law Center the ADL about half the white
[1:25:03.840 --> 1:25:08.720]  supremacists out there have been found to look it up how turner the list goes on head
[1:25:08.720 --> 1:25:14.040]  of the Aryan nations so see that's why they all obsess on that all day because well we
[1:25:14.040 --> 1:25:20.320]  know why don't we so let's go ahead now and go to the clip but I'll tell you something
[1:25:20.320 --> 1:25:25.960]  Tom I think in some ways our own movement I'll put that in quotation marks you're responsible
[1:25:25.960 --> 1:25:30.880]  for some of this I'll give you an example and then because you're on the right page
[1:25:30.880 --> 1:25:36.440]  you're in the whole right issue on everything you understand Zionism the Jewish issue and
[1:25:36.440 --> 1:25:41.360]  so forth but you know a lot of people don't and if you look at the movement you got Alex
[1:25:41.360 --> 1:25:46.600]  Jones and you got people like David you get many others out there and you got the so-called
[1:25:46.600 --> 1:25:55.320]  conspiracy and I believe that the conspiracy part of the movement actually hurt our ability
[1:25:55.320 --> 1:26:00.440]  to change things and to build a movement that's going to change the world and resurrect ourselves
[1:26:00.440 --> 1:26:05.200]  you know they constantly tell everyone that FEMA is getting ready to build in concentration
[1:26:05.200 --> 1:26:08.960]  camps and you're going to go into a concentration camp one day that all your rights are going
[1:26:08.960 --> 1:26:11.960]  to be gone and then they find out that you're in a right wing movement you're going to be
[1:26:11.960 --> 1:26:16.600]  in a prison that you're liable to be killed that you're going to lose your job back in
[1:26:16.600 --> 1:26:20.520]  up 10 seconds they say I didn't edit it this is unedited to snip it but the front and end
[1:26:20.520 --> 1:26:26.680]  are cut off but it's unedited clip you were put in jail how many years for a tax free
[1:26:26.680 --> 1:26:34.000]  deal when you clearly didn't do anything wrong the guy on the radio saying I'm a fear monger
[1:26:34.000 --> 1:26:41.640]  was thrown in prison for his political beliefs that was wrong then we're exposing the FEMA
[1:26:41.640 --> 1:26:47.960]  camps and the COG and the NSA show that they can't sell the rollout of it we're exposing
[1:26:47.960 --> 1:26:57.720]  they want to start a race war so George Soros can't have the race war we're not saying that
[1:26:57.720 --> 1:27:03.600]  oh run to the hills it's all over the elite are the ones digging in we're here trying
[1:27:03.600 --> 1:27:08.840]  to get people to take action see from my perspective if this stuff's happening and it is we need
[1:27:08.840 --> 1:27:13.800]  to stand up if I hear my neighbors houses on fire I go call 911 I try to put the fire
[1:27:13.800 --> 1:27:18.920]  with the water hose whatever I can do try to help my neighbor whatever give them a cup
[1:27:18.920 --> 1:27:24.120]  of coffee while their house burns whatever I don't hear like hey your neighbor hey neighbor
[1:27:24.120 --> 1:27:29.080]  Bob your house on fire well you're a fear monger Alex will the fire shooting out I mean I didn't
[1:27:29.080 --> 1:27:32.880]  burn the house down the house is burning down how is it fear mongering let's go back to the
[1:27:32.880 --> 1:27:37.600]  club concentration camp one day that all your rights are going to be gone and then they find
[1:27:37.600 --> 1:27:41.040]  out that you're in a right-wing movement you're going to be in a prison that you're liable
[1:27:41.040 --> 1:27:45.520]  to be killed that you're going to lose your job in which they tell us every day that the
[1:27:45.520 --> 1:27:50.560]  the enemy just controls everything and every fast of this is we do not say the enemy controls
[1:27:50.560 --> 1:27:54.800]  everything we lay down so the enemy is in control we point out globalism is shutting
[1:27:54.800 --> 1:28:00.680]  down our jobs unfair deals we want tax cuts we tell people the problem then we give them
[1:28:00.680 --> 1:28:08.120]  a solution David let's go back by the end you know what Thomas really not true most
[1:28:08.120 --> 1:28:13.960]  of their power is a little illusory we are the great majority of our particular nations
[1:28:13.960 --> 1:28:18.280]  and our particular societies and all we had to do is just stand up as a body and I think
[1:28:18.280 --> 1:28:22.680]  most people agree with us but we're going to tip more and more toward more people agreeing
[1:28:22.680 --> 1:28:27.720]  with us as times get worse but if we believe hold on hold on on the pause I thought times
[1:28:27.720 --> 1:28:34.280]  weren't getting worse that was fear mongering see I can't wait to get this guy on the radio
[1:28:34.280 --> 1:28:39.840]  by the way David I have a Macedonian world conqueror first name you have a Jewish first
[1:28:39.840 --> 1:28:43.560]  name maybe we look at you of course I'm being sarcastic for the New York Times runs with
[1:28:43.560 --> 1:28:47.200]  that I think we're on with having the name David my dad does is very nice name but David
[1:28:47.200 --> 1:29:00.560]  Duke has a Jewish name you work for you work for Netanyahu I'm joking I'm joking most of
[1:29:00.560 --> 1:29:06.120]  the info wars radio listening audience is aware of the high quality affordable firearms
[1:29:06.120 --> 1:29:11.080]  available that are made right here in America at HD firearms dot com one of the most exciting
[1:29:11.080 --> 1:29:16.680]  things about HD firearms dot com is the ability to upgrade your AR 15 platform today they call
[1:29:16.680 --> 1:29:23.560]  it their low profile platform pvx muzzle brakes proven to help control muzzle rise 6061 billet
[1:29:23.560 --> 1:29:31.120]  material with type 3 hard coding bolt carrier group for 308 and 556 ar's custom kydex holsters
[1:29:31.120 --> 1:29:36.720]  ideal for concealed carry with point 080 thick kydex to ensure durability most competitors
[1:29:36.720 --> 1:29:43.080]  material use point 060 configure yours today at HD firearms dot com and my favorite single
[1:29:43.080 --> 1:29:48.840]  stage trigger a homerun upgrade for your AR 15 and AR 10 platforms find out more at HD
[1:29:48.840 --> 1:29:59.960]  firearms dot com today or call 7704857015 that's HD firearms dot com or call 7704857015
[1:29:59.960 --> 1:30:06.840]  introducing secret 12 the new info wars life vitamin b12 formulation secret 12 is a binary
[1:30:06.840 --> 1:30:12.520]  of nutrimentical grade bio available coenzyme forms of b12 mythical boleman the same kind
[1:30:12.520 --> 1:30:17.720]  used in b12 injections and a bean a silk a boleman secret 12 is simply taken by mouth
[1:30:17.720 --> 1:30:22.800]  right on the tongue and then swallowed no needles no injections secure your revolutionary
[1:30:22.800 --> 1:30:30.720]  secret 12 formula right now at info wars life dot com or call 8882533139 brain forces here
[1:30:30.720 --> 1:30:33.720]  ladies and gentlemen I've been on this the last few months you probably notice I've
[1:30:33.720 --> 1:30:38.520]  been more focused less brain fog more energy and it's because of brain force there's always
[1:30:38.520 --> 1:30:41.920]  hidden additives in your food even organic food as hidden additives staring at the computer
[1:30:41.920 --> 1:30:45.760]  all day working doing good you're still damaging your brain ultimately we've all been dumbed
[1:30:45.760 --> 1:30:49.520]  down to some degree it doesn't have stimulus it doesn't have garbage in it it has natural
[1:30:49.520 --> 1:30:54.320]  things that do it clean you will find brain force and other game changing products at
[1:30:54.320 --> 1:31:03.120]  info wars life dot com or call 8882533139 for all of recorded history civilizations around
[1:31:03.120 --> 1:31:08.840]  the world praised the health benefits of silver at info wars life our mission is to bring
[1:31:08.840 --> 1:31:14.520]  you the highest quality purest cleanest effective colloidal silver on the market's day for the
[1:31:14.520 --> 1:31:19.440]  lowest price available now info wars life dot com has taken colloidal silver the next
[1:31:19.440 --> 1:31:24.160]  level using a cutting edge technique that is free of toxic artificial additives info wars
[1:31:24.160 --> 1:31:29.760]  life dot com developed silver bullet by closely working with one of the top silver manufacturing
[1:31:29.760 --> 1:31:35.440]  labs in the united states we set out to bring you the very best at the lowest price find
[1:31:35.440 --> 1:31:40.120]  out more about the proprietary development of silver bullet at info wars life dot com
[1:31:40.120 --> 1:31:45.320]  in these times it's essential to have high quality colloidal silver on hand no survival
[1:31:45.320 --> 1:31:51.160]  chest is complete without silver bullet exclusively available at info wars life dot com secure
[1:31:51.160 --> 1:31:59.400]  your silver bullet today at info wars life dot com or by calling toll free 8882533139
