[00:00:00.130 --> 00:00:00.918]  I don't think so.
[01:28:53.381 --> 01:28:54.282]  This is the problem.
[01:28:54.282 --> 01:28:55.903]  The MD doesn't know.
[01:28:55.903 --> 01:28:57.304]  They don't know.
[01:28:57.304 --> 01:28:59.565]  They don't know.
[01:28:59.565 --> 01:29:01.787]  They're only trained in drugs and surgery.
[01:29:01.787 --> 01:29:03.488]  Look, I'm trained in drugs and surgery.
[01:29:03.488 --> 01:29:04.729]  Drugs are like guns.
[01:29:04.729 --> 01:29:05.749]  Nothing wrong with a drug.
[01:29:05.749 --> 01:29:07.110]  It's how it's used.
[01:29:07.110 --> 01:29:13.174]  The way that drugs are used by the MDs in the United States, it's the leading cause of death.
[01:29:13.174 --> 01:29:14.115]  Let me say it again.
[01:29:14.115 --> 01:29:19.599]  The leading cause of death in the United States are therapeutics delivered by MDs.
[01:29:19.599 --> 01:29:21.540]  It's more than heart disease and more than cancer.
[01:29:22.160 --> 01:29:29.085]  And because we don't know there are science-based alternatives, we keep going back to these local deaths every time we get sick.
[01:29:29.085 --> 01:29:41.294]  Let's talk about those numbers, because even the EPA, excuse me, FDA, has come out and admitted that one of the biggest causes of death, they say number three, is hospitals and prescribed drugs.
[01:29:41.294 --> 01:29:46.938]  And then I want to look at some of your research and Dr. Wallach's research on what people can do.
[01:29:46.938 --> 01:29:48.119]  We'll be right back with Dr. Glidden.
[01:29:49.895 --> 01:29:53.821]  We're on the march, the empire's on the run.
[01:29:53.821 --> 01:29:56.504]  Alex Jones and the GCN Radio Network.
[01:30:00.526 --> 01:30:04.967]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[01:30:04.967 --> 01:30:09.109]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[01:30:09.109 --> 01:30:13.110]  Every day, we document the attempts to take control of our lives.
[01:30:13.110 --> 01:30:15.311]  But there's one thing we can all control.
[01:30:15.311 --> 01:30:16.931]  Your greatest dependency.
[01:30:16.931 --> 01:30:17.671]  Food.
[01:30:17.671 --> 01:30:25.274]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[01:30:25.274 --> 01:30:27.795]  This food is nutrient-dense and tastes great.
[01:30:27.795 --> 01:30:28.735]  It's simple to make.
[01:30:28.735 --> 01:30:29.115]  Portable.
[01:30:29.355 --> 01:30:31.836]  And has a shelf life of up to 25 years.
[01:30:31.836 --> 01:30:35.697]  Now with eFoodsDirect, you'll get the most affordable, best tasting food you can buy.
[01:30:35.697 --> 01:30:40.519]  To celebrate the beginning of summer, you can save 20% off their already affordable prices.
[01:30:40.519 --> 01:30:44.440]  This offer ends on June 20th, so take advantage of the summer savings now.
[01:30:44.440 --> 01:30:50.283]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex for specials.
[01:30:50.283 --> 01:30:51.843]  Don't let this offer pass you by.
[01:30:51.843 --> 01:30:53.844]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[01:30:57.245 --> 01:31:00.166]  More the best for less guaranteed.
[01:31:00.166 --> 01:31:05.667]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:31:05.667 --> 01:31:08.088]  Start purifying your water with ProPure.
[01:31:08.088 --> 01:31:17.190]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[01:31:17.190 --> 01:31:20.631]  Its filters are silver impregnated to prevent bacterial growth.
[01:31:20.631 --> 01:31:22.312]  There's no priming required.
[01:31:22.312 --> 01:31:24.592]  It's NSF 42 certified.
[01:31:24.592 --> 01:31:27.053]  Optional fluoride filters can reduce fluoride up to
[01:31:27.573 --> 01:31:27.853]  95%.
[01:31:27.853 --> 01:31:29.674]  Easy to set up and use.
[01:31:29.674 --> 01:31:31.095]  Doesn't require electricity.
[01:31:31.095 --> 01:31:34.257]  Purify water from lakes, streams, ponds, and wells.
[01:31:34.257 --> 01:31:37.659]  This filter system leaves in beneficial minerals, which is key.
[01:31:37.659 --> 01:31:41.801]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[01:31:41.801 --> 01:31:44.542]  ProPure is the best gravity-fed filter out there.
[01:31:44.542 --> 01:31:46.103]  It's what my family uses.
[01:31:46.103 --> 01:31:49.425]  Infowars.com already has the lowest price on ProPure.
[01:31:49.425 --> 01:31:54.688]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:31:55.248 --> 01:32:00.411]  You can also call to order 888-253-3139.
[01:32:00.411 --> 01:32:07.074]  When you're out on the road, the last place you want to be is on the road.
[01:32:07.074 --> 01:32:12.197]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:32:12.197 --> 01:32:20.942]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[01:32:20.942 --> 01:32:23.303]  They sew pride in every stitch.
[01:32:24.994 --> 01:32:27.123]  Guarantee you'll love the way they fit.
[01:32:29.421 --> 01:32:34.025]  They put a Diamond Gusset in the crotch where you need it most.
[01:32:34.025 --> 01:32:37.848]  Blue Diamond Gussets got it.
[01:32:37.848 --> 01:32:39.089]  Others don't.
[01:32:39.089 --> 01:32:41.231]  We turn jeans inside out.
[01:32:41.231 --> 01:32:43.012]  Diamond Gusset Jeans.
[01:32:43.012 --> 01:32:45.914]  Made in the USA with unparalleled quality.
[01:32:45.914 --> 01:32:52.540]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection so you can ride all day with confidence.
[01:32:52.540 --> 01:32:55.242]  Order yours at gusset.com.
[01:32:55.242 --> 01:32:57.604]  Diamond Gusset Jeans got it.
[01:32:57.604 --> 01:32:58.485]  Others don't.
[01:33:08.968 --> 01:33:13.871]  Defending the Republic from enemies, foreign and domestic.
[01:33:13.871 --> 01:33:19.474]  It's Alex Jones.
[01:33:19.474 --> 01:33:23.256]  We are back live here, ladies and gentlemen.
[01:33:23.256 --> 01:33:31.900]  You know, I did a lot of research into health because I dedicated myself to working 17, 18 hours a day from about 1996 until about three years ago.
[01:33:37.719 --> 01:33:40.220]  And before, I was in great health.
[01:33:40.220 --> 01:33:42.280]  Jogged six miles every other day.
[01:33:42.280 --> 01:33:44.921]  Lifted weights almost every day.
[01:33:44.921 --> 01:33:46.282]  Looked like Bruce Lee or something.
[01:33:46.282 --> 01:33:48.282]  And I just totally quit it.
[01:33:48.282 --> 01:33:52.163]  Didn't exercise other than occasionally going hiking for years.
[01:33:52.163 --> 01:33:54.024]  And I gained about 80 pounds.
[01:33:54.024 --> 01:33:59.886]  I've only lost about 42 of it or so.
[01:33:59.886 --> 01:34:04.207]  And for the last four or five years, I tried to exercise, tried to eat less, couldn't lose weight.
[01:34:05.123 --> 01:34:07.605]  And that's one reason I've got Dr. Peter Glidden here.
[01:34:07.605 --> 01:34:14.731]  I began to do research and found the great longevity products that we promote at infowarsteam.com.
[01:34:14.731 --> 01:34:18.974]  We have discounted there with free shipping if you sign up for AutoShip.
[01:34:18.974 --> 01:34:25.039]  And I got into it and lost, you know, like five pounds or so when I couldn't lose weight before.
[01:34:25.039 --> 01:34:30.324]  And it's not even advertised as weight loss beyond taking tangerine, polymers, things like that.
[01:34:30.324 --> 01:34:32.766]  It's just that if you religiously take it,
[01:34:34.147 --> 01:34:38.752]  You will get the minerals and the vitamins you need because the soils have been debilitated.
[01:34:38.752 --> 01:34:41.655]  That's a simplified breakdown.
[01:34:41.655 --> 01:34:44.578]  I'm going to get Dr. Glutton's take here in a moment on that.
[01:34:44.578 --> 01:34:49.643]  And you will immediately, at least I have, everybody I know has, more stamina.
[01:34:49.643 --> 01:34:50.764]  Your brain works better.
[01:34:50.764 --> 01:34:51.685]  You're not as hungry.
[01:34:53.706 --> 01:35:04.871]  In fact, I've been even exercising less than I was when I, before I got on it, and have lost more weight than I was when I was exercising really, really hard.
[01:35:04.871 --> 01:35:10.154]  But I need to go ahead and apply all the exercise and then go ahead and lose the rest of the weight.
[01:35:10.154 --> 01:35:19.418]  But the point is, they don't even advertise Beyond Tank and Tangerine available, discounted, there at Infowarsteam.com or Polymbers and all that as a weight loss thing.
[01:35:19.978 --> 01:35:22.601]  It's just get the vitamins, the minerals, the nutrients you need.
[01:35:22.601 --> 01:35:26.945]  My skin, my fingernails, my hair, everything started growing faster.
[01:35:26.945 --> 01:35:28.727]  Just amazing response.
[01:35:28.727 --> 01:35:30.008]  And that's just a couple of products.
[01:35:30.008 --> 01:35:30.729]  There's hundreds of them.
[01:35:30.729 --> 01:35:33.892]  We've got them all listed right there at Infowarsteam.com.
[01:35:33.892 --> 01:35:36.115]  And your purchase also supports the broadcast.
[01:35:36.115 --> 01:35:38.397]  There's a business opportunity if you want to become a distributor.
[01:35:38.397 --> 01:35:40.619]  We're actually looking for people that are, you know,
[01:35:41.420 --> 01:35:47.122]  I understand health and issues like that who want to be managers in the organization we're growing.
[01:35:47.122 --> 01:35:49.582]  Find out more at infoalwarsteam.com.
[01:35:49.582 --> 01:35:54.724]  But the main push is simply about people rediscovering health.
[01:35:54.724 --> 01:35:59.845]  And this is not being really taught by anybody else out there.
[01:35:59.845 --> 01:36:03.346]  They don't even advertise this again as weight loss type stuff.
[01:36:04.572 --> 01:36:05.733]  And that's what's so exciting about it.
[01:36:05.733 --> 01:36:07.954]  Now, Aaron Dykes totally follows the program.
[01:36:07.954 --> 01:36:09.235]  He takes like 10 different things.
[01:36:09.235 --> 01:36:10.956]  I only take three different things.
[01:36:10.956 --> 01:36:14.898]  Essential fatty acids, pollen burst, and the Beyond Tangy Tangerine.
[01:36:14.898 --> 01:36:16.379]  And I'm starting to take a few of the other things.
[01:36:16.379 --> 01:36:21.302]  I've just never been somebody taking pills, somebody drinking, you know, vitamin drinks.
[01:36:21.302 --> 01:36:23.504]  Sometimes I catch myself for a day or two not doing it.
[01:36:23.504 --> 01:36:25.165]  I'm like, wow, that's why I've been so hungry.
[01:36:25.165 --> 01:36:27.286]  I've got to drink my Beyond Tangy Tangerine.
[01:36:27.286 --> 01:36:30.268]  I just get so busy that, hey, bring some food in.
[01:36:30.268 --> 01:36:31.849]  I'll shovel it in my face during a break.
[01:36:32.429 --> 01:36:36.317]  But if you stay with the program, it's amazing responses.
[01:36:36.317 --> 01:36:39.904]  Aaron Dyches lost 92 pounds.
[01:36:42.762 --> 01:36:45.084]  He starved himself.
[01:36:45.084 --> 01:36:49.487]  He exercised every day and couldn't lose the weight.
[01:36:49.487 --> 01:36:50.508]  92 pounds.
[01:36:50.508 --> 01:36:57.834]  We're going to do a whole video soon showing the before and after, but those of you that watch the show online at PrisonPlanet.tv, you've seen the difference.
[01:36:57.834 --> 01:37:04.679]  Or folks out there on the radio, just Google Aaron Dyches and then look at videos he did a few years ago or a year ago versus now.
[01:37:04.679 --> 01:37:05.660]  In a year, 92 pounds.
[01:37:07.401 --> 01:37:16.745]  And it wasn't even hard because he religiously follows the stuff that has been developed by Dr. Wallach and Glidden and people like Ben Fuchs.
[01:37:16.745 --> 01:37:20.847]  Again, I've only partially followed it and had incredible results.
[01:37:20.847 --> 01:37:27.029]  And I'm going to go back to our guest here and get into the facts that are so important and also open the phones up if you have any quick questions for him at 800-259-9231.
[01:37:27.029 --> 01:37:28.710]  But people that have Alzheimer's,
[01:37:33.814 --> 01:37:35.874]  You know, their skin's rotting off.
[01:37:35.874 --> 01:37:37.815]  They've got scurvy, basically.
[01:37:37.815 --> 01:37:39.695]  They're on statin drugs that attack the brain.
[01:37:39.695 --> 01:37:41.776]  I've had brain surgeons on, breaking that down.
[01:37:41.776 --> 01:37:51.338]  They won't tell them it's vitamin and mineral deficiencies and autoimmune problems and inflammation on the brain, according to the medical doctors I've had on.
[01:37:51.338 --> 01:37:54.519]  They just tell them, here, take these drugs and kill them, basically.
[01:37:54.519 --> 01:37:58.680]  The system at the top, the eugenicists, know exactly what they're doing.
[01:37:58.680 --> 01:37:59.520]  Ted Anderson's dad.
[01:38:01.246 --> 01:38:03.567]  Went on it, memory came back, he'd go fishing.
[01:38:03.567 --> 01:38:04.208]  It was incredible.
[01:38:04.208 --> 01:38:07.810]  The doctor tested his blood and said, Vitamin K's up, what's he on?
[01:38:07.810 --> 01:38:16.034]  He's on this vitamin mix, a really powerful, Biontang and Tangerine and EFAs, essential fatty acids from, you know, flax and fish and things.
[01:38:16.034 --> 01:38:19.336]  And they said, nope, nope, can't have it.
[01:38:19.336 --> 01:38:20.697]  Boom, dad's gone.
[01:38:20.697 --> 01:38:25.700]  And I've been given permission, but I didn't talk about that, even though it's very sad, because the doctor is God.
[01:38:26.970 --> 01:38:28.631]  I mean, this is the real deal.
[01:38:28.631 --> 01:38:39.238]  And I'm not even saying it's a total silver bullet, but compared to what they're doing, compared to what they're selling in the whole establishment medical system, this is the biggest revolution I know of.
[01:38:39.238 --> 01:38:44.841]  Not drinking fluoride water, trying to get healthy, not fighting with your family, getting involved locally, politically.
[01:38:44.841 --> 01:38:49.264]  But, you know, the big things we can really do individually is take action.
[01:38:50.495 --> 01:38:51.016]  Yes, sir.
[01:39:11.577 --> 01:39:19.959]  On all the products when you become a member or you just buy the product straight up at InfoWarsTeam.com and your purchase makes what we do here possible as well.
[01:39:19.959 --> 01:39:22.460]  So I want to thank all of you for that support as well.
[01:39:22.460 --> 01:39:24.160]  You can also call 877-551-1301 if you have any questions 877-551-1301.
[01:39:24.160 --> 01:39:25.000]  Now I'm ranting here
[01:39:31.662 --> 01:39:35.167]  Dr. Peter Glidden joining us via video Skype for the radio audience.
[01:39:35.167 --> 01:39:37.530]  He's not watching on PrisonPlanet.tv.
[01:39:37.530 --> 01:39:41.094]  People always say, you're people watching?
[01:39:41.094 --> 01:39:45.119]  Yeah, 95% of the audience is undoubtedly radio, but I'm always saying watching.
[01:39:45.119 --> 01:39:46.321]  I've got to make that point.
[01:39:47.481 --> 01:39:57.524]  Explain maybe the top 10 diseases out there and obesity and neurological disorders, all this bone disorders off the chart.
[01:39:57.524 --> 01:39:59.184]  What is happening in nutrition?
[01:39:59.184 --> 01:40:05.065]  Why, even if it's organic fruits and vegetables a lot of times, why is it so debilitated?
[01:40:05.065 --> 01:40:07.906]  What is the secret that Dr. Wallach's discovered?
[01:40:09.451 --> 01:40:13.895]  Well, there are 91 essential nutrients that the human body needs.
[01:40:13.895 --> 01:40:15.636]  Or 90, depending on who you talk to.
[01:40:15.636 --> 01:40:17.558]  Let's say 90 essential nutrients.
[01:40:17.558 --> 01:40:20.800]  And you cannot get all 90 nutrients from food.
[01:40:20.800 --> 01:40:21.601]  It's impossible.
[01:40:21.601 --> 01:40:22.982]  You can't do it.
[01:40:22.982 --> 01:40:29.848]  So it is only a matter of time, unless you are supplementing with nutritional supplements made from good, absorbable recipes.
[01:40:29.848 --> 01:40:33.491]  It's only a matter of time until your body runs out of something.
[01:40:33.851 --> 01:40:34.031]  Yes.
[01:40:57.177 --> 01:40:57.538]  I don't
[01:41:17.575 --> 01:41:26.838]  Is that the medical profession that is in charge of our health, the MD-directed, pharmaceutical-centrist medical profession, they do not know this.
[01:41:26.838 --> 01:41:32.420]  MDs have no training, no appreciation, no respect, and no clinical experience with nutrition.
[01:41:32.420 --> 01:41:33.241]  So they don't know.
[01:41:33.241 --> 01:41:39.523]  Well, I've seen studies in the mainstream news, Doc, that the worst food anywhere is what's served at hospitals.
[01:41:40.782 --> 01:41:46.306]  Well, it's true, and look, quite frankly, you wouldn't take your laptop to a plumber to get it fixed, right?
[01:41:46.306 --> 01:41:50.409]  Or more appropriately, you wouldn't take your laptop to an electrician to get it fixed.
[01:41:50.409 --> 01:41:52.570]  They both deal with electricity, right?
[01:41:52.570 --> 01:41:55.192]  But the electrician's the wrong guy to fix your laptop.
[01:41:55.192 --> 01:42:00.896]  Well, taking your body with a chronic illness to an MD, that's the wrong guy for the job.
[01:42:00.896 --> 01:42:02.677]  And this is why our health is suffering.
[01:42:02.677 --> 01:42:05.439]  I will give you a quick example from our point of view.
[01:42:05.439 --> 01:42:05.840]  Autism.
[01:42:06.700 --> 01:42:08.641]  It's not related to mercury toxicity.
[01:42:08.641 --> 01:42:10.462]  Mercury toxicity is a very big deal.
[01:42:10.462 --> 01:42:11.942]  It was a very big deal.
[01:42:11.942 --> 01:42:17.785]  And I was one of the first naturopathic physicians in this country to do heavy metal chelation to remove mercury from the body.
[01:42:17.785 --> 01:42:19.625]  I know what I'm talking about.
[01:42:19.625 --> 01:42:28.769]  From our point of view, autism is caused by chronic nutrient deficiencies in the embryo as it's developing in the womb.
[01:42:28.769 --> 01:42:31.490]  The mother is egregiously under-neutrified.
[01:42:31.490 --> 01:42:34.051]  And do you know why the mother is egregiously neutrified?
[01:42:35.214 --> 01:42:38.356]  Wheat, barley, rye, and oats.
[01:42:38.356 --> 01:42:43.198]  Whole grains are some of the worst foods that anybody can eat.
[01:42:43.198 --> 01:42:48.561]  When you eat whole grains, they destroy the tissue in the intestinal tract that absorbs nutrients.
[01:42:48.561 --> 01:42:55.344]  And in this country, in the last 40 years, there's been a 65% increase in grain consumption.
[01:42:55.344 --> 01:42:59.026]  And that is what is driving autism forward from our point of view.
[01:42:59.026 --> 01:43:00.327]  And this is the tip of the iceberg.
[01:43:01.147 --> 01:43:13.956]  Ladies and gentlemen, if you have arthritis, if you have type 2 diabetes, if you have heartburn, if you have eczema, if you have any chronic health condition, and you have it for more than six months, you have gone to the wrong doctor.
[01:43:13.956 --> 01:43:20.321]  You cannot fix a nutrient deficiency disease with a drug, and when you try, it will kill you.
[01:43:21.101 --> 01:43:29.830]  Which is why MD-directed treatments kill 780,000 people a year, heart disease kills 700,000, and cancer kills 550,000.
[01:43:29.830 --> 01:43:35.716]  Which leads to the unbelievable statistic that your MD is more dangerous than cancer.
[01:43:35.716 --> 01:43:37.158]  Fire your MD!
[01:43:37.798 --> 01:43:42.101]  By the way, Alex, that's the name of my radio program right here on the GCN Network.
[01:43:42.101 --> 01:43:43.582]  Fire your MD now, folks.
[01:43:43.582 --> 01:43:47.185]  We talk about these subjects every day from 4 to 5 Central.
[01:43:47.185 --> 01:43:49.086]  You need to educate yourself.
[01:43:49.086 --> 01:44:00.874]  You need to pull back the curtain on when drugs are good and when they're bad, and what you can do right now, like Alex did, like the members of his staff did, to recover their health, because it is easy.
[01:44:00.874 --> 01:44:07.398]  It is easier than falling off a potato truck to recover your health, but you don't know what you don't know.
[01:44:07.478 --> 01:44:08.759]  Sure, sure.
[01:44:08.759 --> 01:44:28.010]  Okay, so I'm taking Beyond Tangy Tangerine, pollen burst instead of drinking the afternoon coffee, and I am taking essential fatty acids whenever it's late at night and I'm starving, I want to, you know, go to the store and get Blue Bell ice cream, and I've lost, like falling off a potato truck, 42 pounds, and then it just stopped.
[01:44:28.010 --> 01:44:28.631]  I feel great.
[01:44:29.091 --> 01:44:31.973]  I feel super aggressive like when I was 18 years old.
[01:44:31.973 --> 01:44:37.598]  That's a problem, though, because I was pretty aggressive when I was 18 years old.
[01:44:37.598 --> 01:44:42.702]  I'm seething, basically, and I'm almost afraid to do everything else Aaron's doing.
[01:44:42.702 --> 01:44:46.224]  What else should I start using that we promote at infowarsteam.com?
[01:44:48.001 --> 01:44:53.928]  Well, the biggest deal here is to secure a nutrient program that gives you all 90 essential nutrients.
[01:44:53.928 --> 01:44:57.613]  You know, you don't need 50 nutrients, you don't need 60, you don't need 70, you need 90.
[01:44:57.613 --> 01:45:00.016]  And so I'm getting that with the on-tangy tangerine.
[01:45:01.161 --> 01:45:02.362]  No, you're not.
[01:45:02.362 --> 01:45:07.208]  You're getting all 90 essential nutrients in one healthy start pack.
[01:45:07.208 --> 01:45:14.536]  One healthy start pack, which is the Beyond Tangy Tangerine, the essential fatty acids, and the liquid calcium.
[01:45:14.536 --> 01:45:20.423]  Those three all together give you, me, and everybody else... And by the way, Ted Anderson, this really happened.
[01:45:20.423 --> 01:45:21.304]  Ted was limping.
[01:45:21.564 --> 01:45:25.168]  Was gonna get surgery, that's why about a year and a half ago he said, you gotta get involved in this.
[01:45:25.168 --> 01:45:26.950]  He goes, I'm telling you.
[01:45:26.950 --> 01:45:32.155]  He took that liquid stuff, I only take it sometimes, my wife takes it, the big bottle.
[01:45:32.155 --> 01:45:32.715]  What's it called?
[01:45:32.715 --> 01:45:34.637]  Osseo FX.
[01:45:34.637 --> 01:45:40.724]  Yeah, yeah, he took that for six months and the knee doesn't need surgery and the MDs were blown away.
[01:45:42.059 --> 01:45:47.301]  Well, Theo Ratliff, he used to be, I think, the oldest or the second oldest player in the NBA.
[01:45:47.301 --> 01:45:48.861]  He just retired from the L.A.
[01:45:48.861 --> 01:45:49.261]  Lakers.
[01:45:49.261 --> 01:45:52.223]  A hundred million dollars in NBA contracts, right?
[01:45:52.223 --> 01:45:56.284]  Twelve years ago, his team doctors and his trainers told him that he was done.
[01:45:56.284 --> 01:46:02.686]  Because he had bone spurs, he had osteoporosis in his wrists, he had ligaments and tendons that were horrible.
[01:46:02.686 --> 01:46:03.807]  They told him he was done.
[01:46:03.807 --> 01:46:04.747]  His career was over.
[01:46:05.367 --> 01:46:08.169]  He called Dr. Wallach up, said, Doc, what do I do?
[01:46:08.169 --> 01:46:13.392]  Doc said, stop eating these foods, start eating these foods, and take your healthy start pack.
[01:46:13.392 --> 01:46:16.775]  Theo took his healthy start pack, followed Wallach's advice.
[01:46:16.775 --> 01:46:21.118]  The next year, he came back after his team doctors told him he was done.
[01:46:21.798 --> 01:46:33.542]  The next three years, he led the league in rebound recoveries, and from the time that his doctors told him he was done until he retired, he made an extra $38 million.
[01:46:33.542 --> 01:46:36.302]  And that's Dr. Wallach driving the bus, ladies and gentlemen.
[01:46:36.302 --> 01:46:36.983]  No kidding.
[01:46:36.983 --> 01:46:41.444]  Dr. Wallach has forgotten more about medicine than most physicians know.
[01:46:41.444 --> 01:46:51.467]  His therapeutics for, you know, healthy blood sugar, healthy bones and joints, you name it, are unparalleled in the world of holistic medicine.
[01:46:51.667 --> 01:46:52.427]  Let me stop you.
[01:46:52.427 --> 01:46:53.888]  Let me stop you.
[01:46:53.888 --> 01:47:04.550]  Theo is on record that he made that $100 million because of the fact that he wasn't being told that all that sweating, all the real vitamins and minerals were coming out of him.
[01:47:04.550 --> 01:47:08.832]  He talks about how it was basically instant when he got on the Longevity products.
[01:47:08.832 --> 01:47:10.192]  People don't understand Longevity
[01:47:10.752 --> 01:47:13.353]  Is one of the now most successful and biggest companies out there.
[01:47:13.353 --> 01:47:20.317]  Hundreds and hundreds of products that they've developed or products they like that they buy that are available discounted at infowarsteam.com.
[01:47:20.317 --> 01:47:39.107]  This is a revolution against the system and now I was reading where overall longevity in the NBA is increasing and in sports not just with him with others as they discover this because their team people weren't telling them they needed 90 minerals and other essential elements.
[01:47:39.107 --> 01:47:39.507]  Continue.
[01:47:40.649 --> 01:47:43.572]  Well, you don't know what you don't know, and this is the deal, you know.
[01:47:43.572 --> 01:47:48.697]  We are on the cutting edge of medical nutrition, thanks to decades of Dr. Wallach's research.
[01:47:48.697 --> 01:47:56.044]  And by the way, it's interesting, because all of the research that informs everything that the Longevity Company sells, all of the research,
[01:47:56.644 --> 01:48:00.845]  Was because of mercury toxicity in Minamata, Japan in the 1960s.
[01:48:00.845 --> 01:48:02.346]  It was a big deal.
[01:48:02.346 --> 01:48:04.026]  There was mercury poisoning.
[01:48:04.026 --> 01:48:08.288]  Everybody in Minamata village got poisoned by mercury and hundreds of people died.
[01:48:08.288 --> 01:48:13.449]  Everybody got sick and all the kids that were born were like Frankenstein because of mercury poisoning.
[01:48:13.449 --> 01:48:15.370]  The scientific community freaked out.
[01:48:16.030 --> 01:48:22.133]  It sent a shockwave through the scientific community because they thought it was, you know, an extinction-level event.
[01:48:22.133 --> 01:48:26.575]  If mercury can do this, what about lead and PCBs and everything else?
[01:48:26.575 --> 01:48:36.140]  So they put together a $25 million, 12-year project to figure out the net negative effects of pollution and how to increase body health.
[01:48:36.140 --> 01:48:38.221]  And you know who was in charge of all of that?
[01:48:38.221 --> 01:48:39.122]  Dr. Wallach!
[01:48:40.100 --> 01:48:53.983]  Dr. Wallach was in charge of $25 million of federally funded research that took place over 12 years, and that research dialed in medical nutrition as we know it today.
[01:48:53.983 --> 01:48:56.723]  This is not theoretical mumbo-jumbo, folks.
[01:48:56.723 --> 01:49:09.606]  This is science-based, clinically verified stuff that you can do right now, but your MD either does not know this or does not want you to know this, because medicine in the United States is a for-profit industry.
[01:49:11.626 --> 01:49:23.389]  My dad has a friend who just won a lawsuit against the doctor where he needed two stents in his heart, maybe, and instead he put something like a dozen in just to make money and it turned out he'd been doing it to a lot of people.
[01:49:23.389 --> 01:49:31.651]  A lot of these guys are cold-blooded mercenaries who literally do whatever they want and could care less about you.
[01:49:31.651 --> 01:49:33.712]  What's going on with the calcification of the arteries?
[01:49:35.100 --> 01:49:38.461]  Well, calcification, there's two things that clog arteries.
[01:49:38.461 --> 01:49:41.023]  One is cholesterol and the other is calcium.
[01:49:41.023 --> 01:49:45.264]  When you have calcium in your arteries, it's because you don't have calcium in your blood.
[01:49:45.264 --> 01:49:48.106]  It's because you don't have enough magnesium.
[01:49:48.106 --> 01:49:53.148]  The main cause of calcium deposition in arteries is not enough magnesium in your blood.
[01:49:53.148 --> 01:49:53.528]  Period.
[01:49:53.528 --> 01:49:54.909]  It's not genetic.
[01:49:54.909 --> 01:49:56.669]  It's not the aging process.
[01:49:56.669 --> 01:49:57.330]  It's not anything.
[01:49:57.330 --> 01:50:03.973]  And by the way, if any medical professional tells you that your condition is genetic, I want you to take a breath
[01:50:04.773 --> 01:50:08.135]  Take two steps forward and say, really doctor, it's genetic?
[01:50:08.135 --> 01:50:10.056]  Which gene would that be?
[01:50:10.056 --> 01:50:11.276]  It ain't genetic.
[01:50:11.276 --> 01:50:13.237]  Medical doctors say things are genetic.
[01:50:13.237 --> 01:50:16.339]  Yeah, they haven't even tested your genes and they just throw it out.
[01:50:16.339 --> 01:50:23.002]  What happens is genes will make you have a higher proclivity from my research for mainline, even mainline science.
[01:50:23.002 --> 01:50:29.005]  If you have deficiencies, traumas, toxins, it will trigger it faster with somebody's genetics.
[01:50:29.005 --> 01:50:30.906]  But it isn't a death sentence generally.
[01:50:32.082 --> 01:50:33.523]  Yeah, that's called epigenetics.
[01:50:33.523 --> 01:50:35.044]  And there's a big difference, right?
[01:50:35.044 --> 01:50:38.126]  You know, genetic stuff is like the color of your eyes.
[01:50:38.126 --> 01:50:40.607]  There's nothing I can do to change the color of your eyes.
[01:50:40.607 --> 01:50:41.448]  That's built in.
[01:50:41.448 --> 01:50:42.708]  That's genetic.
[01:50:42.708 --> 01:50:48.852]  But things like type 2 diabetes and rheumatoid arthritis and asthma... What about MS and all this stuff exploding?
[01:50:48.852 --> 01:50:50.053]  I mean, it's just everywhere.
[01:50:50.053 --> 01:50:53.295]  Almost everybody I know is getting MS or this or that.
[01:50:53.295 --> 01:50:55.076]  I mean, neurological disorders.
[01:50:55.076 --> 01:50:56.476]  We're going to talk about when we come back.
[01:50:56.476 --> 01:50:58.137]  Your phone call is coming up as well.
[01:50:58.137 --> 01:50:59.898]  Find out more at InfoWarsTeam.com.
[01:51:00.999 --> 01:51:02.300]  Hi, this is Alex Jones.
[01:51:02.300 --> 01:51:07.883]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:51:07.883 --> 01:51:12.907]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:51:12.907 --> 01:51:13.387]  It's true.
[01:51:13.387 --> 01:51:17.930]  Seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[01:51:18.470 --> 01:51:23.694]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:51:23.694 --> 01:51:26.015]  They call it a Survival Seed Bank.
