[00:00:00.402 --> 00:00:01.444]  Brother.
[01:38:05.888 --> 01:38:08.449]  Do another gallbladder cleanse.
[01:38:08.449 --> 01:38:09.790]  He said, give it another day and wait.
[01:38:10.498 --> 01:38:16.602]  Well, a few hours later, I went with friends to the Alamo Draft House movie, and before I walked in, I said, I'll meet you in there.
[01:38:16.602 --> 01:38:23.266]  And man, I don't like to get graphic, but you know, let's be adults here when you talk about this.
[01:38:23.266 --> 01:38:27.669]  30 or 40 black stones.
[01:38:27.669 --> 01:38:30.711]  About a third the size of a penny.
[01:38:30.711 --> 01:38:32.012]  Weldon says he'll talk about it.
[01:38:32.012 --> 01:38:36.955]  He about 15 the size of quarters, you know, big marbles.
[01:38:36.955 --> 01:38:37.876]  And it was painful for him.
[01:38:39.119 --> 01:38:43.644]  So, warning folks, most people it's not painful, but everything we promote is not a game.
[01:38:43.644 --> 01:38:52.954]  It's hardcore, the most hardcore stuff out there, if you want to try to get all the toxins, because all the plasticizers and chemicals, your gallbladder doesn't know how to deal with them.
[01:38:52.954 --> 01:38:59.561]  And so that's why gallbladders are busting and, you know, having problems at record levels and being removed, is because they're just full of all this crud.
[01:39:01.405 --> 01:39:03.847]  And there's also liver stones you can pass.
[01:39:03.847 --> 01:39:10.232]  So most people, I'd say 98%, it's very rare you'll have pain.
[01:39:10.232 --> 01:39:14.936]  But I mean, if you've got them the size of golf balls, which they can get up to even bigger, yeah, it's not going to feel too hot.
[01:39:16.203 --> 01:39:20.665]  They say it's painful for a man's birth to pass a good-sized kidney stone.
[01:39:20.665 --> 01:39:22.365]  Well, with that, it's a tiny opening.
[01:39:22.365 --> 01:39:26.727]  The good news is, is that, you know, you're used to passing things that are, you know, golf ball size or whatever.
[01:39:26.727 --> 01:39:28.127]  It's not going to be fine.
[01:39:28.127 --> 01:39:33.349]  And I hate to get gross here, but people need to know, believe me, just wait till you do it.
[01:39:33.349 --> 01:39:39.331]  And you, I mean, it might take, some people are really clogged up after two or three cleanses, but that's like two, three percent.
[01:39:41.004 --> 01:39:43.550]  And I don't want to go into details, but then it's like a flamethrower, folks.
[01:39:43.550 --> 01:39:46.899]  I mean, reportedly, it's like something out of a comedy.
[01:39:46.899 --> 01:39:48.182]  I mean, we're talking projectile.
[01:39:49.219 --> 01:39:55.261]  And this is what's in us, and it just builds up, and that gallbladder burst, folks.
[01:39:55.261 --> 01:40:02.683]  In fact, just Google burst gallbladder, or gallbladder stones, and look at them for yourself, just busting open with these things.
[01:40:02.683 --> 01:40:06.484]  So, me personally, I always think I know everything, and I learned how ignorant I am.
[01:40:06.484 --> 01:40:08.525]  For years, they tried to get me to do this cleanse.
[01:40:08.525 --> 01:40:09.525]  I rolled my eyes.
[01:40:09.525 --> 01:40:12.526]  I've never had kidney stones, never had gallstones that I knew of.
[01:40:12.526 --> 01:40:13.706]  I said, that's ridiculous.
[01:40:13.706 --> 01:40:14.647]  I'm not listening to you.
[01:40:14.647 --> 01:40:15.267]  That's crazy.
[01:40:16.485 --> 01:40:16.665]  I don't
[01:40:32.878 --> 01:40:36.160]  You notice, we just happened to have some in the refrigerator from Anthony doing it months ago.
[01:40:36.160 --> 01:40:38.362]  Another crew do it all the time.
[01:40:38.362 --> 01:40:41.124]  We need to get more of the organic apple cider vinegar.
[01:40:41.124 --> 01:40:42.325]  We're out of that.
[01:40:42.325 --> 01:40:46.868]  And I've just been like specifically begging folks to go get it for me, but I haven't said, well, you go get it.
[01:40:46.868 --> 01:40:47.428]  I'm out.
[01:40:47.428 --> 01:40:53.973]  Will somebody go right now to Whole Foods or Central Market and get me the Bragg brand, the oldest brand out there?
[01:40:53.973 --> 01:40:57.615]  Because I need to be doing that four times a day or it doesn't work as well.
[01:40:57.615 --> 01:40:58.175]  That's the thing.
[01:40:58.175 --> 01:40:58.716]  I'll be honest.
[01:40:59.943 --> 01:41:00.824]  They have a word for it.
[01:41:00.824 --> 01:41:02.345]  Half, you know what it did.
[01:41:02.345 --> 01:41:04.486]  I kind of half-butted it.
[01:41:04.486 --> 01:41:05.727]  Pun intended.
[01:41:05.727 --> 01:41:10.691]  Last time, I didn't do it, I didn't follow it exactly, and it still worked.
[01:41:10.691 --> 01:41:16.315]  So I said this time, in fact, I'm just restarting today, and then I'll do the thing Monday.
[01:41:16.315 --> 01:41:18.957]  Because I really haven't been doing it, I just realized that.
[01:41:18.957 --> 01:41:24.582]  See, look, I know why it's hard to do this stuff, folks, because it takes time, it takes focus, but you purchase,
[01:41:25.532 --> 01:41:28.073]  The liver shield at Infowarslife.com.
[01:41:28.073 --> 01:41:30.713]  You purchased the oxy powder at Infowarslife.com.
[01:41:30.713 --> 01:41:32.934]  You purchased the apple cider vinegar at the store or wherever.
[01:41:32.934 --> 01:41:34.655]  Olive oil, extra virgin.
[01:41:34.655 --> 01:41:42.317]  And man, it is just amazing that people don't seem to know about this, because it just sounded insane.
[01:41:42.317 --> 01:41:47.338]  They pushed me for over a year to do this, and it is spectacular.
[01:41:47.338 --> 01:41:50.299]  And you feel so much better after it's happened.
[01:41:50.299 --> 01:41:54.060]  You know, they say John Wayne had 40 pounds of you-know-what just in his intestines.
[01:41:56.843 --> 01:42:02.347]  Just the oxy powder alone, within a couple days, you won't believe what's going on.
[01:42:02.347 --> 01:42:04.268]  Again, I want to save lives here.
[01:42:04.268 --> 01:42:06.810]  I want to also fund her operation with something that's really good.
[01:42:06.810 --> 01:42:10.573]  I feel really good about this, and I hate to talk about it, but I'm just getting over it.
[01:42:10.573 --> 01:42:11.614]  I'm a private guy.
[01:42:11.614 --> 01:42:12.074]  I don't get in.
[01:42:12.074 --> 01:42:13.075]  I'm on a two-year-old.
[01:42:13.075 --> 01:42:14.636]  I don't talk about bodily functions.
[01:42:14.636 --> 01:42:17.018]  This is a medical health issue we're discussing here.
[01:42:17.018 --> 01:42:17.838]  Consult your physician.
[01:42:17.838 --> 01:42:18.579]  Infowarslife.com.
[01:42:24.116 --> 01:42:28.760]  Now we're joined by Gingy Friedman, who I appreciate holding while I was ranting.
[01:42:28.760 --> 01:42:33.743]  Gingy Friedman is another victim of Agenda 21, the attempt to domesticate everybody.
[01:42:33.743 --> 01:42:42.990]  She tried to raise a couple of miniature goats, a practice that's gone on forever, to produce milk, which is a super high quality for children that can't hold down their mother's milk.
[01:42:42.990 --> 01:42:46.213]  That and Jenny milk, or Jackass milk, was most popular in Europe.
[01:42:47.282 --> 01:42:49.204]  They say jackass milk is the best.
[01:42:49.204 --> 01:42:52.766]  If you can't get anything else, go with goat.
[01:42:52.766 --> 01:42:57.390]  Town threatens mom with $1,000 per day fine if she keeps goats needed to feed her babies.
[01:42:57.390 --> 01:43:03.775]  Now they're waging war on solar panels all over the country if you don't hook into their grid.
[01:43:03.775 --> 01:43:07.297]  Or, I have a friend, I didn't want to go on air, who has a wind turbine.
[01:43:07.297 --> 01:43:11.440]  And a county visited him saying, we want you to get a license for that.
[01:43:11.440 --> 01:43:12.681]  We have a regulation.
[01:43:12.681 --> 01:43:14.483]  We want you to hook in to the grid.
[01:43:15.199 --> 01:43:19.162]  You know, you don't have a license to run that, your batteries could blow up.
[01:43:19.162 --> 01:43:22.605]  Well yeah, and an Easter Bunny can crawl out from underneath the table and bite my legs off.
[01:43:22.605 --> 01:43:26.948]  I mean, it's just, you can't have a lemonade stand without a license.
[01:43:26.948 --> 01:43:29.330]  You can't play tag, it's aggressive.
[01:43:29.330 --> 01:43:31.572]  I mean, this nanny state is called a prison state.
[01:43:32.950 --> 01:43:33.270]  So, Ms.
[01:43:33.270 --> 01:43:34.450]  Friedman, thank you so much.
[01:43:34.450 --> 01:43:37.631]  It's I'mProGoat.com.
[01:43:37.631 --> 01:43:41.492]  These are humans all over the world fighting back against domestication.
[01:43:41.492 --> 01:43:42.973]  I'mProGoat.com.
[01:43:42.973 --> 01:43:50.875]  And we've got right-wingers, we've got left-wingers, we've got moms, we've got dads, we've got black, white, Hispanic, old, young, getting back to the land.
[01:43:50.875 --> 01:43:54.116]  It doesn't mean you have to go 100%, but people are doing it partially.
[01:43:54.116 --> 01:43:56.477]  And it's really exciting to see this happening.
[01:43:56.477 --> 01:44:00.278]  Thank you for coming on, and please tell us your story and what you've gone through.
[01:44:05.248 --> 01:44:08.410]  Yeah, thank you for having me on, first of all.
[01:44:08.410 --> 01:44:12.834]  Basically, I was born with a congenital birth defect.
[01:44:12.834 --> 01:44:16.396]  It's an abnormality called tuberous breast tip plasia.
[01:44:16.396 --> 01:44:22.401]  So when I was a teenager, I had some reconstructive surgery done that ended up removing all of my breast tissue.
[01:44:22.401 --> 01:44:30.127]  And the defect by itself actually makes it where you can't produce breast milk anyway.
[01:44:30.127 --> 01:44:32.909]  So I was born unable to breastfeed children, basically.
[01:44:35.188 --> 01:44:42.633]  In an effort to basically get away from, you know, Monsanto's GMOs and things that are prevalent in infant formula.
[01:44:42.633 --> 01:44:49.217]  Last study that I looked at, it's supposed to be over 90% of infant formula is GMO contaminated.
[01:44:49.217 --> 01:44:53.400]  We don't have to label that and say that there's GMOs in the formula.
[01:44:54.031 --> 01:44:54.712]  I don't know.
[01:45:12.132 --> 01:45:17.736]  I don't want my children to suffer because of my lack of ability to give them what nature intended.
[01:45:17.736 --> 01:45:23.419]  So, uh, the best option in lieu of human breast milk would be goat milk.
[01:45:23.419 --> 01:45:26.361]  Well, Gingy, I'm sorry to interrupt you, but what you're saying is so important.
[01:45:26.361 --> 01:45:30.703]  Your Skype is degraded to the point that the audio is almost inaudible.
[01:45:30.703 --> 01:45:32.124]  We're going to call you on your phone.
[01:45:32.124 --> 01:45:39.869]  We'll keep the Skype connected as well to see if it gets better so we have a visual, but we're going to call you on the phone right now.
[01:45:39.869 --> 01:45:40.169]  Let me...
[01:45:43.274 --> 01:45:47.117]  Now let me go ahead and read some of the article while we connect with her.
[01:45:47.117 --> 01:45:55.362]  Town threatens mom with $1,000 per day fine if she keeps goats needed to feed her babies.
[01:45:55.362 --> 01:45:59.925]  But the southern border is wide open and folks are just running across by the thousands every day in front of the Border Patrol.
[01:45:59.925 --> 01:46:05.689]  I guess they didn't get the memo, they could just walk over, be put on a bus and given a voucher to drive in wherever they want.
[01:46:05.689 --> 01:46:11.233]  The city of, let's see if I pronounced that right, this font is tiny, Vizsala,
[01:46:14.246 --> 01:46:19.612]  California has given resident an impossible choice.
[01:46:19.612 --> 01:46:25.659]  Get rid of the miniature goats she relies on for milk for her babies, or pay a thousand dollar a day fine.
[01:46:25.659 --> 01:46:34.970]  And the good news is, everywhere people fight not being able to garden in their yard, not being able to garden in the public commons, not being able to have chickens or goats, everywhere people fight this.
[01:46:36.872 --> 01:46:40.654]  It is basically being defeated.
[01:46:40.654 --> 01:46:49.978]  Freeman must give up her two pet Nigerian dwarf goats within 10 days because city officials, not servants, have declared them livestock.
[01:46:49.978 --> 01:46:58.962]  Freeman needs the goats to feed her two daughters, ages 2 and 19 months, because as a teenager she had a breast tissue removed due to a birth defect.
[01:46:58.962 --> 01:47:00.083]  And thank you so much.
[01:47:00.083 --> 01:47:00.663]  Sorry about that.
[01:47:00.663 --> 01:47:02.204]  We've got you lined up now.
[01:47:02.204 --> 01:47:04.265]  Please recap what you were saying and get back into it.
[01:47:05.262 --> 01:47:08.085]  Yeah, so basically, I'm unable to breastfeed.
[01:47:08.085 --> 01:47:11.888]  So, in this effort to give my children the best.
[01:47:12.601 --> 01:47:17.564]  And not subject them to GMO formula, I decided to get some goats.
[01:47:17.564 --> 01:47:34.093]  And the reason why I had to go to Goats by the Way is because I'm located in California and the raw milk industry is so over-regulated and so mired down in fees that to get one gallon of raw goat milk, it's about $32 a gallon.
[01:47:34.093 --> 01:47:36.654]  And my daughters actually drink that in four days.
[01:47:37.509 --> 01:47:45.055]  So, my husband's military, I'm a stay-at-home mom, I went into homeschool, and we frankly just can't afford that.
[01:47:45.055 --> 01:47:53.142]  So, in order for me to have my two miniature Nigerian dwarfs, it's only $19 a month in organic feed to get them, you know, GMO-free.
[01:47:53.142 --> 01:47:59.327]  But you should just be buying some GMO formula that's 80% corn syrup from the Walmart nearby.
[01:48:00.345 --> 01:48:02.586]  Right, why not?
[01:48:02.586 --> 01:48:11.391]  So that's basically where we were at and then we did get the... We had our ghosts for close to a year and then we got the notice from the city that we had to get rid of them.
[01:48:11.391 --> 01:48:18.255]  And what's really amazing to me is that I got it on a Friday night when I opened the mail.
[01:48:18.255 --> 01:48:19.856]  I couldn't sleep that night.
[01:48:19.856 --> 01:48:21.197]  It made me sick.
[01:48:21.197 --> 01:48:22.617]  It's 4 a.m.
[01:48:22.617 --> 01:48:23.258]  I just couldn't sleep.
[01:48:23.258 --> 01:48:23.738]  So 4 a.m.
[01:48:23.738 --> 01:48:27.140]  in the morning, I get up, go on Facebook, explain what's going on.
[01:48:27.890 --> 01:48:34.233]  Within an hour, I had local news reporters contacting me, 5 in the morning, asking if they could interview.
[01:48:34.233 --> 01:48:37.134]  The community stepped out in a huge way.
[01:48:37.134 --> 01:48:41.075]  The overwhelming majority in my city wants my goats back.
[01:48:41.075 --> 01:48:43.476]  They want, and now that we are seeing some
[01:48:45.546 --> 01:48:54.549]  You know, as far as we're talking about small food producing animals, there's a huge movement wanting chickens and wanting rabbits, and people are wanting to be self-sufficient.
[01:48:54.549 --> 01:49:03.072]  In less than a month, we got more signatures than elected the local school superintendent.
[01:49:03.072 --> 01:49:06.433]  We have the numbers, we have the people who want this, and despite
[01:49:07.389 --> 01:49:10.470]  Huge valleys, massive worldwide coverage.
[01:49:10.470 --> 01:49:14.071]  We actually had a news crew from Japan fly in to cover the story.
[01:49:14.071 --> 01:49:26.395]  Despite all of this media attention and overwhelming support, our city council members decided to vote 3-2 against allowing chickens and returning my miniature goat.
[01:49:26.395 --> 01:49:35.478]  So you've got to then remove them from office, and of course they won't do this, just like Congress, upwards of 90% are against the TPP, the treaty, but
[01:49:36.485 --> 01:49:49.917]  They're still trying to go ahead with it because the elite want this, and if we ever get back fruit trees and chickens, even a small percentage of people, if we ever get somewhat self-sufficient and find out about the quality and how good it is, it's game over.
[01:49:49.917 --> 01:49:57.763]  Just like McDonald's is collapsing, Coca-Cola's collapsing, all these globalist corporations are collapsing because of voting with our dollars.
[01:49:57.763 --> 01:50:02.547]  They are scared to death of you, and thank God you took that initiative to tell your story
[01:50:03.248 --> 01:50:07.594]  Now if others tell their story, we can expose what's happening, and we can push back.
[01:50:07.594 --> 01:50:18.087]  Because they know, if the dam breaks on this, the fluoride's gonna get pulled, people are gonna learn they have power, and through that manifestation of we the people, it's game over.
[01:50:19.272 --> 01:50:28.497]  Exactly, and actually what we're doing at this point now, in fact it's kind of funny because after the city council meeting I had all these reporters coming up going, oh how do you feel about this?
[01:50:28.497 --> 01:50:30.358]  You know, how are you taking this defeat?
[01:50:30.358 --> 01:50:33.240]  And I pretty much kind of laughed at them and said, you know what?
[01:50:33.240 --> 01:50:34.180]  This isn't over.
[01:50:34.180 --> 01:50:43.105]  As Americans, we, our founding fathers created one of the best forms of government in giving, letting people have recourse.
[01:50:43.105 --> 01:50:48.148]  The problem is there's so much apathy that we're letting our rights being taken away and we're not taking them back.
[01:50:48.188 --> 01:50:52.070]  That's right, you're an incredible mama.
[01:50:52.070 --> 01:50:52.751]  I've got to go to break.
[01:50:52.751 --> 01:50:54.432]  What a great American we're talking to, and a mother.
[01:50:54.432 --> 01:50:58.554]  Communist China freely allows the sale of bulletproof armor plates, while our U.S.
[01:50:58.554 --> 01:51:01.736]  politicians argue from banning Americans from owning body armor.
[01:51:01.736 --> 01:51:03.357]  Does that sound right to you?
[01:51:03.357 --> 01:51:06.699]  Arm your American body at InfidelBodyArmor.com.
[01:51:06.699 --> 01:51:08.220]  Infidel Body Armor.
[01:51:08.220 --> 01:51:09.321]  Just won't quit.
[01:51:10.217 --> 01:51:12.398]  Hi, Ted Anderson with Midas Resources.
[01:51:12.398 --> 01:51:17.101]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[01:51:17.101 --> 01:51:18.862]  Get our 10 Reasons book free.
[01:51:18.862 --> 01:51:19.183]  Call 800-686-2237.
[01:51:19.183 --> 01:51:19.363]  That's 800-686-2237.
[01:51:25.404 --> 01:51:26.204]  This is Dan Pilla.
[01:51:26.204 --> 01:51:28.025]  Do you have the IRS money you can't pay?
[01:51:28.025 --> 01:51:29.666]  Are tax debts crippling you?
[01:51:29.666 --> 01:51:32.488]  I've defended people from the IRS for over 30 years.
[01:51:32.488 --> 01:51:34.789]  I've helped thousands and I can help you too.
[01:51:34.789 --> 01:51:39.292]  I wrote the book on IRS settlement and I'm telling you, there's no such thing as a hopeless case.
[01:51:39.292 --> 01:51:43.234]  Call 800-34-NO-TAX to finally get free of IRS debt.
[01:51:43.234 --> 01:51:47.016]  With the IRS's new programs, there's never been a better time to solve your problem.
[01:51:47.016 --> 01:51:47.436]  Call 800-34-NO-TAX.
[01:51:47.436 --> 01:51:49.077]  That's 800-34-NO-TAX or my website, danpilla.com.
[01:51:55.285 --> 01:52:02.571]  If you're worried about your health and you're tired of the nasty side effects of harsh drugs or antibiotics, then look no further.
[01:52:02.571 --> 01:52:05.393]  Supernatural Silver is the answer.
[01:52:05.393 --> 01:52:14.520]  Supernatural Silver is a powerful immune system enhancer that can be used every day to help keep you healthy and well with none of those nasty side effects.
[01:52:15.100 --> 01:52:24.142]  It's extremely safe for use internally as well as topically, and Supernatural Silver is hundreds of times more effective than colloidal or ionic silver.
[01:52:24.142 --> 01:52:29.143]  It is perfect for use in the sinuses, eyes, ears, and on any wound or skin issue.
[01:52:29.143 --> 01:52:38.725]  Supernatural Silver is also extremely effective when taken orally, and can help fight off bacteria, viruses, and mold that may be overwhelming your immune system.
[01:52:39.165 --> 01:52:53.803]  Go to SupernaturalSilver.com and use the promo code SILVER2015 for 30% off of your entire order and give yourself and your loved ones a fighting chance with Supernatural Silver.
[01:52:54.384 --> 01:52:56.365]  It's absolutely heartbreaking.
[01:52:56.365 --> 01:53:06.288]  All over America, people are suffering from issues related to angina pain, high blood pressure, congestive heart failure, irregular heartbeat, clogged arteries, and high cholesterol.
[01:53:06.288 --> 01:53:11.829]  Can you live your life free from sickness, pain, and fear, and experience your body healing itself?
[01:53:11.829 --> 01:53:16.891]  Look to Heart and Body Extract, an all-natural supplement that aids ailing bodies.
[01:53:16.891 --> 01:53:20.692]  It has an exclusive formula of wild-crafted and organic herbs.
[01:53:20.692 --> 01:53:23.753]  End the pain without all the side effects of prescription drugs.
[01:53:23.993 --> 01:53:27.015]  People 20 years younger will envy your vitality.
[01:53:27.015 --> 01:53:28.697]  Want a happier, healthier you?
[01:53:28.697 --> 01:53:35.142]  Then go to heartandbody.com or call toll free 866-295-5305 for free information.
[01:53:35.142 --> 01:53:40.506]  Heart and Body Extract offers a lifetime guarantee with no price increase in over 14 years.
[01:53:40.506 --> 01:53:41.647]  What are you waiting for?
[01:53:41.647 --> 01:53:47.272]  Call Heart and Body now at 866-295-5305 for your free information.
[01:53:47.272 --> 01:53:48.993]  Go to heartandbody.com, 866-295-5305.
[01:53:48.993 --> 01:53:50.294]  Distributor inquiries welcome.
[01:54:01.530 --> 01:54:22.594]  I get excited when I'm talking to a smart, lovely, intelligent, fighting person.
[01:54:22.594 --> 01:54:23.934]  Especially a woman.
[01:54:23.934 --> 01:54:28.635]  It's just so refreshing to see women out there that were like, say, my dad's mom.
[01:54:29.465 --> 01:54:32.386]  Who are nice and sweet and feminine, but aren't going to be pushed around.
[01:54:32.386 --> 01:54:35.687]  And the fact that, oh, you got defeated!
[01:54:35.687 --> 01:54:36.487]  I got defeated?
[01:54:36.487 --> 01:54:46.770]  She's had a huge international victory showing it's illegal to try to produce your own food in most areas of the country with animals that are designed to be in very small places.
[01:54:46.770 --> 01:54:51.271]  And again, if communities want to vote to do this and it's popular, it should be done.
[01:54:51.271 --> 01:54:53.672]  You want to live in a fancy area where people don't do that?
[01:54:54.707 --> 01:55:00.732]  Believe me, it's going to get so in vogue, actually a lot of rich people actually have their own animals and horses and pigs and all the rest of it.
[01:55:00.732 --> 01:55:02.754]  The point is, we need to get back to this.
[01:55:02.754 --> 01:55:04.316]  We're losing our humanity.
[01:55:04.316 --> 01:55:10.301]  The corporate borg are trying to end human agriculture right now.
[01:55:10.301 --> 01:55:11.222]  This is the takeover.
[01:55:12.841 --> 01:55:15.445]  Look at our story, it's on DrugsReport.com today.
[01:55:15.445 --> 01:55:20.492]  Privacy expert, time-traveling robots could punish future crimes.
[01:55:20.492 --> 01:55:27.101]  And they're time-traveling, back in time, looking at your records, and then they project forward in time.
[01:55:27.101 --> 01:55:29.164]  And can predict, they say, almost 100%.
[01:55:32.016 --> 01:55:33.297]  It's 2015, folks.
[01:55:33.297 --> 01:55:34.718]  It's Buck Rogersville.
[01:55:34.718 --> 01:55:37.500]  We've got about five minutes left here, five minutes to the next segment.
[01:55:37.500 --> 01:55:41.783]  I want to get Mrs. Freeman back on soon.
[01:55:41.783 --> 01:55:42.703]  Simply amazing.
[01:55:42.703 --> 01:55:44.625]  So where are your goats now?
[01:55:44.625 --> 01:55:46.226]  Where does the fight go next?
[01:55:46.226 --> 01:55:52.410]  How do you recall the city council people that voted against the will of the people?
[01:55:52.410 --> 01:55:57.633]  Well, basically my goats are actually with a young woman who lives just outside of town.
[01:55:57.633 --> 01:55:59.214]  She's watching them for me in the meantime.
[01:56:01.397 --> 01:56:22.302]  As of right now, the only way that we can get this unjust law overturned, this overbearing ordinance, is if we take the power out of our corrupt elected officials who are out of touch with the public and have no desire to do their job correctly, which is to be a representative of the people, and to put the power back into the hands of the people.
[01:56:22.902 --> 01:56:27.545]  The way we can do this is through a ballot initiative, and that's what we've done so far.
[01:56:27.545 --> 01:56:38.833]  Since we got the verdict from the City Council, we have actually created a political action committee called Urban Farmers for Food Freedom, and we're in the process right now.
[01:56:38.833 --> 01:56:46.999]  We actually have a local law firm who is working for us pro bono and are very supportive of our cause, Mellow and Farsfield LLP here in Visalia, California.
[01:56:46.999 --> 01:56:48.460]  They're drafting the initiative for us.
[01:56:49.293 --> 01:56:53.797]  And we basically are going to get this on the ballot, hopefully by June.
[01:56:53.797 --> 01:56:58.161]  In the meantime, we actually are fundraising, so we could actually use a lot of help right now.
[01:56:58.161 --> 01:57:08.550]  As of right now, we don't have enough funds to get that on the ballot, but if you'd like to, you can go to our website, improvote.com, and donate there at our GoFundMe.
[01:57:09.270 --> 01:57:12.873]  But I am absolutely confident based off of the petitions.
[01:57:12.873 --> 01:57:14.254]  Our petition wasn't a legal petition.
[01:57:14.254 --> 01:57:18.037]  It was more like a show of hands, like how many people want this to be done.
[01:57:18.037 --> 01:57:33.749]  But the support in the community is overwhelming that if this is put to the people, if the vote is put to the people, I have absolutely no doubt in my mind that we will be able to allow small food-producing animals in Visalia, California that would restore property rights and food freedom rights to over 130,000 individuals.
[01:57:38.638 --> 01:57:40.419]  Yeah, that's kind of where we are right now.
[01:57:40.419 --> 01:57:42.280]  It's a little upsetting for me.
[01:57:42.280 --> 01:57:44.282]  One of my goats actually is pregnant right now.
[01:57:44.282 --> 01:57:45.382]  She's due in September.
[01:57:45.382 --> 01:57:49.405]  I was really hoping to have her home prior to her kidding.
[01:57:49.405 --> 01:57:54.348]  But, you know, I'm looking at my options as far as possibly moving them to my parents.
[01:57:54.348 --> 01:57:56.250]  They live in a neighboring city in the country.
[01:57:56.250 --> 01:57:59.672]  So that's where we are right now.
[01:57:59.672 --> 01:58:01.873]  Just trying to raise funds.
[01:58:01.873 --> 01:58:04.275]  I mean, even like donations of stamps are fantastic.
[01:58:04.275 --> 01:58:04.575]  It helps us.
[01:58:04.575 --> 01:58:07.217]  What does your husband, who's in the military, think about this?
[01:58:08.752 --> 01:58:10.692]  Uh, he's incredibly supportive.
[01:58:10.692 --> 01:58:15.933]  What's actually really surprising is, uh, everyone in his shop is very, very supportive as well.
[01:58:15.933 --> 01:58:20.934]  People are wearing, I mean, we've been making a lot of stickers and bumper stickers have gone a little viral.
[01:58:20.934 --> 01:58:21.194]  That's right.
[01:58:21.194 --> 01:58:21.574]  Stay there.
[01:58:21.574 --> 01:58:29.035]  I want to hear more about this when we come back in one minute and how folks can fundraise and support you, because this fight is everybody's fight worldwide.
[01:58:29.035 --> 01:58:33.176]  You see, instinctively, we know we're being removed from the land to be imprisoned.
[01:58:33.176 --> 01:58:37.297]  Instinctively, we, we, we lust after going back to the land.
[01:58:37.297 --> 01:58:37.697]  Stay with us.
[01:58:38.197 --> 01:58:44.041]  The Genesis Communications Radio Network.
[01:58:44.041 --> 01:58:52.366]  Ladies and gentlemen, you haven't really ever heard firearms manufacturers as sponsors on my syndicated radio show, or the Nightly News, or the news website, InfoWars.com.
[01:58:52.366 --> 01:59:00.972]  Because the companies I've been approached by were not the highest quality, and they weren't as affordable as they should be, so I refused.
[01:59:00.972 --> 01:59:04.214]  Probably 30, 40 firearms manufacturers over the years will then
[01:59:04.534 --> 01:59:08.596]  About six months ago, we get contacted by Head Down Firearms.
[01:59:08.596 --> 01:59:10.137]  hdfirearms.com.
[01:59:10.137 --> 01:59:13.459]  Owned and run by a bunch of former Navy SEALs, Special Ops people.
[01:59:13.459 --> 01:59:18.581]  They're veterans, they're patriots, they're listeners of the radio show, and they want to support the broadcast.
[01:59:18.581 --> 01:59:22.523]  It's always about security, whether it's for yourself, your wife, your loved ones.
[01:59:22.523 --> 01:59:24.884]  Go to their website, hdfirearms.com.
[01:59:24.884 --> 01:59:29.307]  Buy right off their website, and they'll just send it to the FFL dealer of your choice.
[01:59:29.307 --> 01:59:32.668]  You can pick it up at the gun show, you can pick it up at the local sporting goods store.
[01:59:32.668 --> 01:59:33.429]  Whatever you do,
[01:59:33.829 --> 01:59:36.791]  Get your Head Down Firearm today!
[01:59:36.791 --> 01:59:41.714]  The spirit of 1776 lives at Head Down Firearms!
[01:59:41.714 --> 01:59:46.597]  HDFirearms.com!
[01:59:46.597 --> 01:59:49.219]  You're listening to the Alex Jones Show!
[01:59:59.980 --> 02:00:01.302]  Big Brother.
[02:00:01.302 --> 02:00:03.065]  Mainstream media.
[02:00:03.065 --> 02:00:04.827]  Government cover-ups.
[02:00:04.827 --> 02:00:06.429]  You want answers?
[02:00:06.429 --> 02:00:07.952]  Well, so does he.
[02:00:07.952 --> 02:00:12.158]  He's Alex Jones on the GCN Radio Network.
[02:00:12.158 --> 02:00:16.204]  And now, live from Austin, Texas, Alex Jones.
[02:00:19.051 --> 02:00:33.676]  Gingy Freeman, I'mProGoat.com, I am Pro Goat, I-M-P-R-O Goat.com, is fighting to be able to have two little goats in her backyard that she then milks and give to her children.
[02:00:33.676 --> 02:00:37.558]  This is a medical condition, having to have her breast tissue removed when she was a young woman.
[02:00:39.546 --> 02:00:44.688]  And look, I've had neighbors even in, you know, middle class areas I've lived in that had some chickens in their backyard.
[02:00:44.688 --> 02:00:46.209]  They looked kind of cool.
[02:00:46.209 --> 02:00:48.830]  Hopping up and down on the fence and sometimes getting in my backyard.
[02:00:48.830 --> 02:00:54.211]  And just think how alien it is that some people don't like.
[02:00:54.211 --> 02:00:59.613]  Now I had neighbors that had peacocks and they would get downright annoying.
[02:00:59.613 --> 02:01:00.774]  But in a way it was kind of cool.
[02:01:00.774 --> 02:01:02.114]  But man, they screech.
[02:01:02.114 --> 02:01:06.056]  But then owls killed them, so I guess that took care of that problem.
[02:01:07.762 --> 02:01:12.123]  Everybody knows that peacocks only have about six months because the owls come in and take them out.
[02:01:12.123 --> 02:01:15.705]  At night, they don't even eat them, they just fly in and kill them.
[02:01:15.705 --> 02:01:18.645]  High speed, boom, basically knock their heads off.
[02:01:18.645 --> 02:01:20.546]  Break their necks.
[02:01:20.546 --> 02:01:23.087]  But, uh, radon owls are amazing.
[02:01:24.369 --> 02:01:27.972]  One time I saw one kill a pigeon sitting on a power line.
