[00:00:01.000 --> 00:00:15.000]  Intro
[01:52:24.470 --> 01:52:28.470]  Simon, go back and plug the show again.
[01:52:28.470 --> 01:52:47.470]  So it's a volunteer producer from an Australian radio station who's literally working in his early mornings in order to put on a show that's now being broadcast on Twitter and Facebook and YouTube until it's undoubtedly banned from those sources.
[01:52:47.470 --> 01:53:01.470]  But it seems to be reliable on Twitter now at Jason, J-A-S-O-N, Q, the letter Q, and the word citizen, like American citizen, and then the number one, Jason Q.
[01:53:01.470 --> 01:53:02.470]  Okay, great.
[01:53:02.470 --> 01:53:03.470]  Great.
[01:53:03.470 --> 01:53:04.470]  Thank you.
[01:53:04.470 --> 01:53:05.470]  Thank you so much.
[01:53:05.470 --> 01:53:06.470]  Let's talk soon.
[01:53:06.470 --> 01:53:07.470]  That guy's always so smart and nails it.
[01:53:07.470 --> 01:53:08.470]  I want to get him on the show more.
[01:53:08.470 --> 01:53:10.470]  We won't spend 10 minutes with all the other callers.
[01:53:10.470 --> 01:53:11.470]  We'll never get to you all.
[01:53:11.470 --> 01:53:14.470]  But, Owen, your comments on that, and let's go to some more calls.
[01:53:15.470 --> 01:53:26.470]  Well, he points out the obvious, and the big story is actually what's been going on in Europe when it comes to the energy shutdown, because it's been much worse in Europe than it has here.
[01:53:26.470 --> 01:53:36.470]  And as Donald Trump accurately predicted, if you allow Russia to be your main supplier of energy, well, now you're going to have all kinds of different problems.
[01:53:36.470 --> 01:53:44.470]  So with the energy prices going up in Europe, folks, the energy prices going up in the United States, that is by design.
[01:53:44.470 --> 01:53:46.470]  That is by design.
[01:53:46.470 --> 01:53:50.470]  And as Simon laid out, it's all about a social credit score.
[01:53:50.470 --> 01:53:52.470]  It's all about this rationing idea.
[01:53:52.470 --> 01:53:56.470]  And that's why the lies of global warming are so important, Alex.
[01:53:56.470 --> 01:54:00.470]  That's why they have to protect their lies about global warming to such an extent.
[01:54:01.470 --> 01:54:04.470]  I guess it was the year 2000 or 2001 or 2002.
[01:54:04.470 --> 01:54:07.470]  I can't remember when Al Gore came out with the documentary An Inconvenient Truth.
[01:54:07.470 --> 01:54:20.470]  Well, everything in that documentary, if you go back and you watch that Al Gore quote-unquote documentary, you'll notice that everything he says in that documentary is inaccurate.
[01:54:20.470 --> 01:54:22.470]  We've now had it been tested by time.
[01:54:22.470 --> 01:54:23.470]  It's totally inaccurate.
[01:54:24.470 --> 01:54:26.470]  They say the polar bears are going extinct.
[01:54:26.470 --> 01:54:30.470]  They're the biggest population of them ever, 50,000 in North America alone.
[01:54:30.470 --> 01:54:32.470]  But, I mean, let's just expand on this.
[01:54:32.470 --> 01:54:35.470]  This is a power grab.
[01:54:35.470 --> 01:54:36.470]  It's feudalism.
[01:54:36.470 --> 01:54:38.470]  It's total control of energy.
[01:54:38.470 --> 01:54:39.470]  They're doing it.
[01:54:39.470 --> 01:54:42.470]  And the average person says, why are they spending 30 minutes on energy?
[01:54:42.470 --> 01:54:49.470]  Folks, they're about to cut the power off and then blame us for it while their policy, as Owen said, is shut the power off.
[01:54:49.470 --> 01:54:51.470]  So this is a big, big deal.
[01:54:51.470 --> 01:54:52.470]  It's their plan.
[01:54:52.470 --> 01:54:54.470]  They're all exempt from it.
[01:54:54.470 --> 01:54:56.470]  They decide who gets low energy.
[01:54:56.470 --> 01:54:58.470]  They decide who gets a lot of energy.
[01:54:58.470 --> 01:55:00.470]  Energy is everything.
[01:55:00.470 --> 01:55:03.470]  Energy is food for machines that run our system.
[01:55:03.470 --> 01:55:10.470]  And so it's just – oh, and speaking of that, food is what we have to energize ourselves.
[01:55:10.470 --> 01:55:14.470]  So gasoline engines drink gasoline.
[01:55:14.470 --> 01:55:19.470]  Wind turbines get turned by wind and then turn a turbine that creates electricity.
[01:55:19.470 --> 01:55:21.470]  We eat food.
[01:55:21.470 --> 01:55:25.470]  And John Kerry officially came out and said it's time to shut down most of the farms.
[01:55:25.470 --> 01:55:27.470]  Plants growing is bad.
[01:55:27.470 --> 01:55:28.470]  And that nitrogen is bad.
[01:55:28.470 --> 01:55:32.470]  Nitrogen is the most plentiful thing in the atmosphere, ladies and gentlemen.
[01:55:32.470 --> 01:55:34.470]  We are carbon-based.
[01:55:34.470 --> 01:55:38.470]  Now they're – I mean, I said first it's carbon dioxide because it sounds scary.
[01:55:38.470 --> 01:55:39.470]  It sounds like monoxide.
[01:55:39.470 --> 01:55:42.470]  I said they don't say H2O or water because everybody knows water is good.
[01:55:42.470 --> 01:55:46.470]  But now they're going after nitrogen, ladies and gentlemen.
[01:55:46.470 --> 01:55:49.470]  We've got to get rid of the farms and cut the food off.
[01:55:49.470 --> 01:55:53.470]  So, yes, they're creating the artificial scarcity.
[01:55:53.470 --> 01:55:59.470]  This is classic feudalism with some disgusting gargoyle that flies around on a private jet.
[01:55:59.470 --> 01:56:02.470]  The answer is don't support globalist corporations.
[01:56:02.470 --> 01:56:05.470]  Don't support their systems as much as you can.
[01:56:05.470 --> 01:56:07.470]  Support independent media.
[01:56:07.470 --> 01:56:11.470]  If you're a TV viewer, you see them on screen, we'll play the clip in that segment.
[01:56:11.470 --> 01:56:15.470]  And then I promise, Owen, I want you to take a call every two minutes.
[01:56:15.470 --> 01:56:17.470]  No matter what I say, just shut me off.
[01:56:17.470 --> 01:56:18.470]  Bam, bam, bam.
[01:56:19.470 --> 01:56:21.470]  We'll take a ton of calls next hour.
[01:56:21.470 --> 01:56:22.470]  This is insane.
[01:56:22.470 --> 01:56:25.470]  But just briefly, we're not funded by the globalists.
[01:56:25.470 --> 01:56:29.470]  We don't own ESG, carbon exchanges.
[01:56:29.470 --> 01:56:31.470]  We don't have these donors.
[01:56:31.470 --> 01:56:32.470]  We have you.
[01:56:32.470 --> 01:56:34.470]  And we've got products you need while you can still get them.
[01:56:34.470 --> 01:56:36.470]  Get Turbo Force 10-hour clean energy.
[01:56:36.470 --> 01:56:39.470]  Get X3, the highest quality iodine, the missing link.
[01:56:39.470 --> 01:56:42.470]  Get ultimate krill oil, ultimate fish oil.
[01:56:42.470 --> 01:56:46.470]  Get the amazing CBD oil we have for your neurological system, joints and bones and more.
[01:56:46.470 --> 01:56:47.470]  Highest quality, full spectrum.
[01:56:47.470 --> 01:56:49.470]  Get the nitric boost to clean out your blood.
[01:56:49.470 --> 01:56:50.470]  All of it.
[01:56:50.470 --> 01:56:51.470]  Infowarsstore.com.
[01:56:51.470 --> 01:56:54.470]  Get a Trump for political president shirt.
[01:56:54.470 --> 01:56:56.470]  Get an Alan Shultz for president shirt.
[01:56:56.470 --> 01:56:57.470]  Those are limited edition.
[01:56:57.470 --> 01:56:59.470]  When what we've got is sold, it's sold.
[01:56:59.470 --> 01:57:00.470]  They're gone.
[01:57:00.470 --> 01:57:01.470]  Because the new thing is we have shirts for a few months.
[01:57:01.470 --> 01:57:02.470]  They're limited edition.
[01:57:02.470 --> 01:57:03.470]  They're gone.
[01:57:03.470 --> 01:57:04.470]  We're not going to carry hundreds of shirts anymore.
[01:57:04.470 --> 01:57:05.470]  We don't have the funds.
[01:57:05.470 --> 01:57:06.470]  We just have limited edition.
[01:57:06.470 --> 01:57:07.470]  They're gone.
[01:57:07.470 --> 01:57:08.470]  I want those.
[01:57:08.470 --> 01:57:09.470]  Infowarsstore.com.
[01:57:09.470 --> 01:57:11.470]  Get a Great Reset book.
[01:57:11.470 --> 01:57:12.470]  Great Reset and the War for the World.
[01:57:12.470 --> 01:57:13.470]  Or get a signed copy.
[01:57:13.470 --> 01:57:15.470]  Infowarsstore.com.
[01:57:15.470 --> 01:57:19.470]  Or 888-253-3139.
[01:57:19.470 --> 01:57:21.470]  888-253-3139.
[01:57:21.470 --> 01:57:24.470]  That's the number to call and order product or ask questions.
[01:57:24.470 --> 01:57:28.470]  The number to join us on air is 877-789-2539.
[01:57:28.470 --> 01:57:32.470]  And we will come back out of the break with John Kerry.
[01:57:32.470 --> 01:57:36.470]  And then we will go directly to your phone calls with the great Owen Troyer.
[01:57:36.470 --> 01:57:38.470]  And I'll be co-hosting tomorrow.
[01:57:38.470 --> 01:57:42.470]  And then I'll be back in ATX after that hosting straight through.
[01:57:42.470 --> 01:57:44.470]  And a lot more coming up.
[01:57:44.470 --> 01:57:45.470]  A lot of big announcements.
[01:57:45.470 --> 01:57:46.470]  Stay with us.
[01:57:46.950 --> 01:57:54.230]  Ladies and gentlemen, the truth, the solution is laying right there in front of you, hidden
[01:57:54.230 --> 01:57:55.950]  in plain view.
[01:57:55.950 --> 01:57:58.670]  Please listen to me in the next 60 seconds.
[01:57:58.670 --> 01:58:02.950]  If you go to Wikipedia, it has links to the UN's own website where they admit the number
[01:58:02.950 --> 01:58:08.190]  one cause of cognitive disability in the world is iodine deficiency.
[01:58:08.190 --> 01:58:15.470]  The number one preventable cause of intellectual disability is lack of real, pure iodine in
[01:58:15.470 --> 01:58:21.790]  the body as they bomb us with the bad halogens, bromine, bromide, chlorine, and so much more.
[01:58:21.790 --> 01:58:27.950]  Upwards of 2 billion people in a Lancet Medical Journal study in 2007 worldwide have cognitive
[01:58:27.950 --> 01:58:31.870]  disabilities because they don't have high quality iodine.
[01:58:31.870 --> 01:58:34.110]  Most iodine is bound to other elements you don't absorb it.
[01:58:34.110 --> 01:58:39.790]  We have X3, all three types of good iodine together that supercharges your body.
[01:58:39.790 --> 01:58:41.870]  X3 is now back in stock at InfoWarsTour.com.
[01:58:41.870 --> 01:58:45.830]  It's been sold out for over six months for 25% off.
[01:58:45.830 --> 01:58:47.190]  X3 back in stock.
[01:58:47.190 --> 01:58:48.190]  Take action now.
[01:58:48.190 --> 01:58:49.790]  InfoWarsTour.com.
[01:58:49.790 --> 01:58:54.070]  Just weeks ago, I warned the world that the globalists were going to move against Tucker
[01:58:54.070 --> 01:58:55.750]  Carlson and take him off the air.
[01:58:55.750 --> 01:58:56.750]  People said, no way.
[01:58:56.750 --> 01:58:58.110]  He's the most powerful that ever happened.
[01:58:58.110 --> 01:59:00.150]  They've got quadrillions of stolen money.
[01:59:00.150 --> 01:59:03.110]  They only had Tucker Carlson on the air because they believe they can control him.
[01:59:03.110 --> 01:59:06.309]  But as soon as they figured out they couldn't, he was taken off the air.
[01:59:06.309 --> 01:59:11.309]  It's the same thing with InfoWars, but InfoWars is not owned by Fox or controlled by George
[01:59:11.309 --> 01:59:14.710]  Soros or owned by Spotify like Joe Rogan.
[01:59:14.710 --> 01:59:18.470]  We are only beholden to our viewers and our listeners.
[01:59:18.470 --> 01:59:20.389]  And when you support us, we're unstoppable.
[01:59:20.389 --> 01:59:25.030]  I'm not underwritten by Rupert Murdoch or by George Soros.
[01:59:25.030 --> 01:59:28.910]  I'm underwritten by you, which is we the people.
[01:59:28.910 --> 01:59:32.349]  So I want to thank you for your support and encourage you as listeners to understand.
[01:59:32.349 --> 01:59:34.670]  Please don't take InfoWars for granted.
[01:59:34.670 --> 01:59:35.950]  We're barely hanging on.
[01:59:35.950 --> 01:59:39.710]  We need your word of mouth, your prayer, your financial support, while getting great products
[01:59:39.710 --> 01:59:41.750]  at the same time at InfoWars.com.
[01:59:41.750 --> 01:59:42.750]  So don't procrastinate.
[01:59:42.750 --> 01:59:47.950]  Go to InfoWars.com, get amazing products that keep us on the air, and never submit to these
[01:59:47.950 --> 01:59:48.950]  tyrants.
[01:59:48.950 --> 01:59:57.950]  If you are receiving this transmission, you are the resistance.
[01:59:58.950 --> 02:00:15.950]  Crashing through the lies and disinformation, it's Alex Jones.
[02:00:15.950 --> 02:00:24.950]  You know, it's really satirical and dark comedy until you realize how dangerous it is.
[02:00:25.950 --> 02:00:28.950]  Imagine if aliens showed up and said, carbon is bad, we're going to get rid of carbon.
[02:00:28.950 --> 02:00:29.950]  You're like, what?
[02:00:29.950 --> 02:00:30.950]  The trees are carbon.
[02:00:30.950 --> 02:00:31.950]  The plants are carbon.
[02:00:31.950 --> 02:00:32.950]  The fish are carbon.
[02:00:32.950 --> 02:00:33.950]  I'm carbon.
[02:00:33.950 --> 02:00:35.950]  Well, yeah, we're going to get rid of carbon dioxide.
[02:00:35.950 --> 02:00:36.950]  It's bad.
[02:00:36.950 --> 02:00:37.950]  Well, that's the life-giving gas.
[02:00:37.950 --> 02:00:38.950]  How about oxygen?
[02:00:38.950 --> 02:00:39.950]  Well, we're doing it.
[02:00:39.950 --> 02:00:41.950]  And now it's what plants eat.
[02:00:41.950 --> 02:00:44.950]  It's nitrogen, and it's toxic, and it's bad.
[02:00:44.950 --> 02:00:46.950]  It's all just made up.
[02:00:46.950 --> 02:00:50.950]  The Netherlands is a tiny country, the third largest producer of food in the world.
[02:00:50.950 --> 02:00:52.950]  They've already shut down 10% of the farms.
[02:00:52.950 --> 02:00:54.950]  By 2030, it's going to be like 60%, 70%.
[02:00:54.950 --> 02:00:56.950]  And they're just doing it.
[02:00:56.950 --> 02:00:57.950]  People don't believe this.
[02:00:57.950 --> 02:00:59.950]  They're like, no, now it's here.
[02:00:59.950 --> 02:01:07.950]  Here's the monster, the Frankensteinian creature, John Kerry, telling you that it's for the environment to shut down farms.
[02:01:07.950 --> 02:01:12.950]  Robert F. Kennedy Jr., who's a real environmentalist, one of the biggest ever, has come out and said,
[02:01:12.950 --> 02:01:15.950]  this is all a power grab, and it's feudalism, which is what it is.
[02:01:15.950 --> 02:01:21.950]  We're facing record malnutrition at a time when agriculture, more than any other sector,
[02:01:21.950 --> 02:01:25.950]  is suffering from the impacts of the climate crisis.
[02:01:25.950 --> 02:01:28.950]  And I refuse to call it climate change anymore.
[02:01:28.950 --> 02:01:29.950]  It's not change.
[02:01:29.950 --> 02:01:33.950]  It's a crisis.
[02:01:33.950 --> 02:01:39.950]  They do a two-year lockdown in the third world, shut all the farms down, starve everybody,
[02:01:39.950 --> 02:01:46.950]  cut off the fertilizer production, saying it's bad, pull back bank funding for farms,
[02:01:46.950 --> 02:01:50.950]  create a worldwide food crisis, which causes the third world to collapse,
[02:01:50.950 --> 02:01:54.950]  and then he acts like global warming did it, just like the virus came from global warming.
[02:01:54.950 --> 02:01:56.950]  No, it came out of your Wuhan lab.
[02:01:56.950 --> 02:02:02.950]  So all the problems they create in the climate crisis is the worldwide crisis they're creating
[02:02:02.950 --> 02:02:05.950]  that gives them more power, which gives them more of their agenda.
[02:02:05.950 --> 02:02:10.950]  Play this eugenics mass murderer, James Bond villain, right now for the people
[02:02:10.950 --> 02:02:12.950]  so they know who their enemy is.
[02:02:14.950 --> 02:02:20.950]  We're facing record malnutrition at a time when agriculture, more than any other sector,
[02:02:20.950 --> 02:02:23.950]  is suffering from the impacts of the climate crisis.
[02:02:23.950 --> 02:02:24.950]  Hey, pause again.
[02:02:26.950 --> 02:02:29.950]  Again, they're the ones that say there's too many people,
[02:02:29.950 --> 02:02:32.950]  but they're worried about malnutrition that their policy directly caused.
[02:02:32.950 --> 02:02:33.950]  Continue.
[02:02:33.150 --> 02:02:39.950]  It's not change, it's a crisis.
[02:02:39.950 --> 02:02:44.549]  We're beyond the concept of just change and we can manage the change.
[02:02:44.549 --> 02:02:49.509]  And without action, millions of lives and livelihoods are going to be at risk.
[02:02:49.509 --> 02:02:53.870]  There are scientists who will tell you today that the probability of a large portion of
[02:02:53.870 --> 02:02:59.750]  Africa that is a huge food supplier to the continent could implode in terms of its agricultural
[02:02:59.750 --> 02:03:02.750]  capacity if we don't get control of what we're doing.
[02:03:02.750 --> 02:03:07.790]  Fifteen million people are dying every single year around this planet as a consequence of
[02:03:07.790 --> 02:03:13.070]  greenhouse gas emissions in the atmosphere, in the air, which travels around and drops
[02:03:13.070 --> 02:03:18.790]  in the form of pollution and is warming the ocean at record rates, changing the chemistry
[02:03:18.790 --> 02:03:21.290]  of the ocean itself.
[02:03:21.290 --> 02:03:28.589]  Without action, millions of lives and the livelihood of the planet is at risk.
[02:03:28.589 --> 02:03:35.070]  In parts of the world, climate crisis has now cut growth in agricultural yields by
[02:03:35.070 --> 02:03:37.750]  as much as 40 percent.
[02:03:37.750 --> 02:03:46.230]  And at the same time, food systems themselves contribute significant amount of emissions
[02:03:46.230 --> 02:03:50.730]  just in the way in which we do the things we've been doing, though this conference
[02:03:50.730 --> 02:03:56.910]  over the last two days, I know, has been really grappling with how we change that dynamic
[02:03:56.910 --> 02:03:58.269]  and what we do.
[02:03:58.269 --> 02:04:02.870]  So with a growing population on the planet, we just crossed the threshold of eight billion
[02:04:02.870 --> 02:04:04.670]  fellow citizens around the world.
[02:04:04.670 --> 02:04:07.670]  We just crossed that in this last year.
[02:04:07.670 --> 02:04:14.750]  But emissions from the food system alone are projected to cause another half a degree
[02:04:14.750 --> 02:04:20.349]  of warming by mid-century on the current course that we are today.
[02:04:20.349 --> 02:04:26.429]  And instead of being able to hold the Earth's temperature increase to 1.5 degrees, we're
[02:04:26.429 --> 02:04:31.190]  actually on a course to hit around three degrees right now.
[02:04:31.190 --> 02:04:33.990]  And I say that to you, folks, coming from-
[02:04:33.990 --> 02:04:36.269]  You're supposedly going to be underwater by 2017.
[02:04:36.269 --> 02:04:42.030]  Who've done analysis within the oil and gas industry itself who have come to that conclusion
[02:04:42.030 --> 02:04:43.030]  based on their models.
[02:04:43.030 --> 02:04:44.549]  Oh, yeah, right.
[02:04:44.549 --> 02:04:48.110]  So that's not some, you know, fly-by-night operation that-
[02:04:48.110 --> 02:04:52.509]  No, that's you cutting the food off and then saying food production's down because of global
[02:04:52.509 --> 02:04:53.509]  warming.
[02:04:53.509 --> 02:04:54.509]  You lying, murdering sack of garbage.
[02:04:54.509 --> 02:04:55.509]  Burn in hell.
[02:04:55.509 --> 02:04:56.089]  We'll be right back.
[02:04:56.720 --> 02:05:02.200]  Please give me one minute of your time.
[02:05:02.200 --> 02:05:04.280]  Please write this down and please go look this up.
[02:05:04.280 --> 02:05:06.320]  It will change your life.
[02:05:06.320 --> 02:05:10.980]  The UN admits and the Lansing Medical Journal admits that upwards of 2 billion people have
[02:05:10.980 --> 02:05:15.040]  mental disabilities and declining cognitive abilities.
[02:05:15.040 --> 02:05:20.560]  The term they use is intellectual disability because of lack of iodine.
[02:05:20.560 --> 02:05:26.320]  Most iodine in the environment is bound to other elements so your body can't absorb it.
[02:05:26.320 --> 02:05:30.560]  Only pure iodine can really be absorbed right into the cells.
[02:05:30.560 --> 02:05:36.680]  And InfoWarsTore.com has the only iodine out there that actually has this type of full
[02:05:36.680 --> 02:05:37.680]  effect.
[02:05:37.680 --> 02:05:40.680]  Ladies and gentlemen, X3's been sold out for six months.
[02:05:40.680 --> 02:05:43.680]  It's very hard to produce and it's finally back in stock.
[02:05:43.680 --> 02:05:46.660]  In fact, I was just taking some before I shot this ad.
[02:05:46.660 --> 02:05:48.840]  This ladies and gentlemen is powerful.
[02:05:48.840 --> 02:05:50.160]  You and your family need it.
[02:05:50.160 --> 02:05:52.360]  It's 25% off back in stock.
[02:05:52.360 --> 02:05:53.360]  X3.
[02:05:53.360 --> 02:05:56.680]  Try iodine exclusively at InfoWarsTore.com.
[02:05:56.680 --> 02:05:59.840]  Take action now, but regardless, research is info.
[02:05:59.840 --> 02:06:22.320]  Boy, it's awfully enraging to listen to that absolute scumbag, John Kerry, at the
[02:06:22.320 --> 02:06:23.320]  end.
[02:06:23.320 --> 02:06:24.320]  He does a disservice to scumbags.
[02:06:24.320 --> 02:06:25.320]  He's worse.
[02:06:25.320 --> 02:06:32.040]  But you know, they sit here and they use Africa as the example.
[02:06:32.040 --> 02:06:34.400]  Folks, Africa could be industrialized.
[02:06:34.400 --> 02:06:35.600]  Africa could be unleashed.
[02:06:35.600 --> 02:06:36.600]  They've got energy.
[02:06:36.600 --> 02:06:38.240]  They've got resources.
[02:06:38.240 --> 02:06:43.200]  Africa could be a blossoming, blooming, metropolis utopia.
[02:06:43.200 --> 02:06:50.160]  I mean, say what you want about Saudi Arabia and UAE and others, notice they are expanding.
[02:06:50.160 --> 02:06:51.160]  They are growing.
[02:06:51.160 --> 02:06:52.160]  They are building.
[02:06:52.200 --> 02:06:55.360]  They are innovating, whether you like what they're doing with it or not.
[02:06:55.360 --> 02:06:57.960]  That could be the entire continent.
[02:06:57.960 --> 02:07:00.640]  The globalists don't want that.
[02:07:00.640 --> 02:07:05.480]  Because if Africa can be built to succeed and if Africa can be industrialized and the African
[02:07:05.480 --> 02:07:10.440]  people can prosper and have a high standard of living, well, then their entire system
[02:07:10.440 --> 02:07:11.440]  is done.
[02:07:11.440 --> 02:07:13.140]  Their entire system is shot.
[02:07:13.140 --> 02:07:17.920]  When you see that free market industrialization lifts the standard of living, then the entire
[02:07:17.920 --> 02:07:19.000]  thing is kaput.
[02:07:19.000 --> 02:07:20.480]  So they have to keep Africa down.
[02:07:20.800 --> 02:07:21.800]  It's why they killed Gaddafi.
[02:07:21.800 --> 02:07:23.960]  It's why they removed Nigerian presidents.
[02:07:23.960 --> 02:07:26.600]  They cannot let Africa succeed.
[02:07:26.600 --> 02:07:28.560]  So that's why they always use that as the example.
[02:07:28.560 --> 02:07:32.400]  And they always want to global scale it so that you don't feel like you're part of your
[02:07:32.400 --> 02:07:37.720]  local community or you don't feel like you're part of your state or say your nation state,
[02:07:37.720 --> 02:07:38.720]  your sovereign nation state.
[02:07:38.720 --> 02:07:40.960]  No, you're on this globe now.
[02:07:40.960 --> 02:07:46.240]  And so everybody has to be on the global government together because we're all sharing in this
[02:07:46.240 --> 02:07:48.960]  climate change, which is just a total scam.
[02:07:48.960 --> 02:07:54.880]  Even if it was going to go up a half a degree in a hundred years, sounds pretty good.
[02:07:54.880 --> 02:07:56.480]  Let's heat it up.
[02:07:56.480 --> 02:08:00.000]  But before we take your calls the rest of the hour, and that's what we're going to do
[02:08:00.000 --> 02:08:05.000]  here on the Alex Jones Show, phone calls the rest of the way until the next guest, Maria
[02:08:05.000 --> 02:08:08.240]  Z, takes over.
[02:08:08.240 --> 02:08:14.080]  Understand the psychology of these control freak authoritarians, Bill Gates, John Kerry,
[02:08:14.080 --> 02:08:16.280]  the like.
[02:08:16.280 --> 02:08:21.480]  You probably want control of your own life.
[02:08:21.480 --> 02:08:25.440]  When you think about control or authority, you probably just want control over your own
[02:08:25.440 --> 02:08:30.280]  life, authority over your own life, whatever that means, your work, your family, your day-to-day
[02:08:30.280 --> 02:08:31.640]  activity.
[02:08:31.640 --> 02:08:38.960]  That's where your authoritarian mindset that's in most human psychology begins and ends.
[02:08:38.960 --> 02:08:41.680]  You just want basic authority over your life.
[02:08:41.680 --> 02:08:44.440]  That's why we have the Bill of Rights and the Constitution.
[02:08:44.440 --> 02:08:50.680]  You have authority over your life, self-government.
[02:08:50.680 --> 02:08:56.120]  I always use this analogy because it just resonates with me, and I believe that people
[02:08:56.120 --> 02:08:58.200]  would understand.
[02:08:58.200 --> 02:09:04.120]  If you're driving, let's say you're in a rush to get somewhere or somewhere to be whatever,
[02:09:04.120 --> 02:09:08.840]  and you're in the fast lane, and there's somebody driving in the fast lane, and they're going
[02:09:08.840 --> 02:09:13.400]  55 miles an hour, it's a 75-mile-per-hour speed limit, they're going 55 in the fast
[02:09:13.400 --> 02:09:14.400]  lane.
[02:09:14.400 --> 02:09:19.400]  Well, that's frustrating, and they're in your way, and you're sitting there like, get
[02:09:19.400 --> 02:09:24.440]  out of my way, get out of the fast lane, I got places to be, I got people to see, I got
[02:09:24.440 --> 02:09:29.000]  places to go, get out of the fast lane.
[02:09:29.000 --> 02:09:35.360]  That's a very local, personal experience where you feel like somebody's in your way, you're
[02:09:35.360 --> 02:09:38.080]  trying to live your life, have authority and control over your life, somebody's sitting
[02:09:38.080 --> 02:09:40.080]  in the fast lane in your way.
[02:09:40.080 --> 02:09:42.820]  That's just your local life trying to have control over it.
[02:09:42.820 --> 02:09:47.060]  The way that people like John Kerry think, and the way that people like Bill Gates think,
[02:09:47.060 --> 02:09:51.500]  folks, it's not a local thing, they've got plans for the world.
[02:09:51.500 --> 02:09:59.860]  They've got plans for the entire planet, and you wanting to eat three meals a day, and
[02:09:59.860 --> 02:10:07.260]  you wanting to live in a climate-controlled house that you own on land that you can farm
[02:10:07.260 --> 02:10:14.180]  and maybe create produce with, that drives them nuts.
[02:10:14.180 --> 02:10:17.660]  They can't stand that.
[02:10:17.660 --> 02:10:21.460]  You're in their way.
[02:10:21.460 --> 02:10:29.540]  So it's not as localized and innocent as an experience like some jack-off going 55 miles
[02:10:29.540 --> 02:10:34.020]  per hour in the fast lane, stopping you from getting to the rest of your day.
[02:10:34.020 --> 02:10:37.020]  No, this is on a global scale.
[02:10:37.020 --> 02:10:38.780]  They've got global plans.
[02:10:38.780 --> 02:10:43.500]  They want the entire planet to be run with algorithms.
[02:10:43.500 --> 02:10:49.820]  They want the entire planet to be run by AI, everything automated, with them in control,
[02:10:49.820 --> 02:10:55.100]  you a slave until you're useless, then you just become a battery, then you just become
[02:10:55.100 --> 02:10:57.540]  extinct.
[02:10:57.540 --> 02:11:01.740]  And you wanting to own property, and you wanting to have a family, and you wanting to have
[02:11:01.740 --> 02:11:07.780]  three meals a day in a climate-controlled house that you own, you're in their way.
[02:11:07.780 --> 02:11:09.720]  They think you're outdated.
[02:11:09.720 --> 02:11:12.380]  They think you're going 55 miles per hour in the fast lane.
[02:11:12.380 --> 02:11:16.280]  They want to run you over.
[02:11:16.280 --> 02:11:19.340]  So that's what John Kerry is really doing speaking to those people.
[02:11:19.340 --> 02:11:22.260]  That's what Bill Gates is really doing at TED Talk saying we need to get the population
[02:11:22.260 --> 02:11:23.260]  down to zero.
[02:11:23.260 --> 02:11:25.660]  They're sick of people being in their way.
[02:11:25.660 --> 02:11:31.300]  They have global aspirations to have the entire planet running on numbers, algorithms,
[02:11:31.300 --> 02:11:34.220]  AI, that they control.
[02:11:34.220 --> 02:11:41.380]  And if they have to completely destroy the current civilization as we know it, then fine.
[02:11:41.380 --> 02:11:43.900]  Better off for them.
[02:11:43.900 --> 02:11:45.500]  That's the mindset.
[02:11:45.500 --> 02:11:46.940]  That's the psychology.
[02:11:46.940 --> 02:11:54.780]  These are the mad, evil villain, control freak, authoritarians that we're dealing with, except
[02:11:54.780 --> 02:12:00.020]  we're not sitting in the fast lane going 55 miles per hour with somebody in front of
[02:12:00.020 --> 02:12:03.740]  us slowing us down that we're law-abiding citizens.
[02:12:03.740 --> 02:12:05.180]  We just have to sit there and deal with it.
[02:12:05.180 --> 02:12:06.220]  Maybe we get a little upset.
[02:12:06.220 --> 02:12:08.420]  Maybe it delays our day a couple minutes.
[02:12:08.420 --> 02:12:09.420]  No.
[02:12:09.420 --> 02:12:14.580]  These people will run you over.
[02:12:14.580 --> 02:12:21.980]  These people will blow your car off the road and smile at the body engulfed in flames and
[02:12:21.980 --> 02:12:24.420]  you burning to death.
[02:12:24.420 --> 02:12:30.660]  It's like joy to them.
[02:12:30.660 --> 02:12:34.460]  So that's what's going on, ladies and gentlemen.
[02:12:34.460 --> 02:12:41.780]  Now we're going to take calls the rest of the way, but just understand, stopping man-made
[02:12:41.780 --> 02:12:45.820]  climate change is really about stopping man.
[02:12:45.820 --> 02:12:46.820]  That's it.
[02:12:46.820 --> 02:12:47.820]  Forget climate change.
[02:12:47.820 --> 02:12:50.020]  They want to stop man.
[02:12:50.020 --> 02:12:54.740]  You are the carbon they want to stop.
[02:12:54.740 --> 02:12:59.420]  You are the carbon they want to cut out.
[02:12:59.420 --> 02:13:02.620]  You are the carbon they want to eliminate.
[02:13:02.620 --> 02:13:08.420]  This is an important understanding for the humans on this planet, because at this point,
[02:13:08.420 --> 02:13:09.820]  is John Kerry even a human?
[02:13:09.820 --> 02:13:13.700]  I mean, that's like a demon alien sitting there licking his lip.
[02:13:13.700 --> 02:13:16.780]  I'm going to shut down the economy.
[02:13:16.780 --> 02:13:19.660]  Africa's going to starve.
[02:13:20.300 --> 02:13:26.780]  I emit more carbon emissions in one week than the average human does in their entire life.
