[00:00.000 --> 00:04.740]  Gavin McInnis is back with his all-new online network, FreeSpeech.tv.
[2:23:37.740 --> 2:23:45.740]  And I would say I mostly center right libertarian kind of right now but definitely leaning more and more conservative with each passing day.
[2:23:45.740 --> 2:23:53.740]  You know, I spoke at a turning point event in College Station last night, a bunch of great kids there, great people.
[2:23:53.740 --> 2:23:57.740]  And it was a lot of fun to meet a lot of people that, you know, just wanted to know what happened.
[2:23:57.740 --> 2:24:02.740]  Well, you'll get a big scarlet letter put on you if you do this, but that's really a badge of honor.
[2:24:02.740 --> 2:24:08.740]  But I'd like to talk about doing some projects with you or offering you a job here because we need new reporters.
[2:24:08.740 --> 2:24:15.740]  We need folks that could run a couple of reporters and you seem like a smart, competent guy. You're a likable guy in person. And we don't have a big budget around here.
[2:24:15.740 --> 2:24:19.740]  But I'd really like to try to get you to do some work with us because we helped launch Trump.
[2:24:19.740 --> 2:24:21.740]  He'll launch the whole Americana deal.
[2:24:21.740 --> 2:24:27.740]  And a lot of the Republican insiders try to keep people away from info wars because, you know, the left media had taxes.
[2:24:27.740 --> 2:24:33.740]  People should really embrace that to counter the leftist propaganda instead of kind of giving in to letting them be the gatekeepers.
[2:24:33.740 --> 2:24:38.740]  But regardless of what you do, I'm excited about having you on the outside of CNN.
[2:24:38.740 --> 2:24:44.740]  Yeah. And again, my lady and I were entertaining everything that's coming our way.
[2:24:44.740 --> 2:24:47.740]  We're not ruling out anything. I'm sure you can appreciate it.
[2:24:47.740 --> 2:24:51.740]  Oh, I love it. Well, before you go today, I'm going to do a shoot right after the show.
[2:24:51.740 --> 2:24:57.740]  But we should talk on the phone about ideas you've got because I'm trying to hire a few more reporters, a few more people, especially for 2020,
[2:24:57.740 --> 2:25:01.740]  to really go out there and fight. And you can see here, this is totally transparent.
[2:25:01.740 --> 2:25:07.740]  I'm just here covering news and clips and then we go out and interview people and show what's going on, contrary to what they claim we do.
[2:25:07.740 --> 2:25:12.740]  This is great. I mean, I didn't know what to expect when I came here and I like what I see.
[2:25:12.740 --> 2:25:17.740]  Well, what we need to do more of is Project Veritas stuff in the field as well.
[2:25:17.740 --> 2:25:21.740]  And I wish there were more groups like Veritas. And I know that James O'Keefe does as well.
[2:25:21.740 --> 2:25:25.740]  It's kind of scary that that's the only group that is as successful as he is.
[2:25:25.740 --> 2:25:32.740]  Well, that's just a testament to James and his team. Like he is very, very particular with who he hires and vets and everything.
[2:25:32.740 --> 2:25:37.740]  Like he and I talked for almost two months, you know, while he and his team were vetting me quietly,
[2:25:37.740 --> 2:25:40.740]  making sure that I wasn't a CNN plant trying to inside.
[2:25:40.740 --> 2:25:43.740]  And boy, have they not tried to destroy him and put him in prison.
[2:25:43.740 --> 2:25:44.740]  I mean, they've sued him.
[2:25:44.740 --> 2:25:46.740]  They say he puts out fake video. No, it's not.
[2:25:46.740 --> 2:25:54.740]  It's tape. I mean, even when I was a leftist, I didn't like James, but I respected him because he had the tape.
[2:25:54.740 --> 2:25:57.740]  I was like, oh, OK, it's, you know, acorn and this and that.
[2:25:57.740 --> 2:26:02.740]  I'm like, well, it's, you know, my people at the time, but I'm like, you can't argue with tape, you know.
[2:26:02.740 --> 2:26:05.740]  So I always respected him and it's always kind of crazy.
[2:26:05.740 --> 2:26:07.740]  Never thought I'd end up working with him one day.
[2:26:07.740 --> 2:26:10.740]  And now I get to call him a friend. Like how crazy is this life?
[2:26:10.740 --> 2:26:18.740]  Well, that's the great part about being a patriot is you get to meet all these great people and then black, white, old, young, male, female.
[2:26:18.740 --> 2:26:26.740]  And then when you go and you meet the leftist and they're like skexies from the dark crystal and just just totally evil and lie.
[2:26:26.740 --> 2:26:30.740]  Let's lie. Yes. And you're like, whoa, who the hell are these people?
[2:26:30.740 --> 2:26:37.740]  I mean, before I torched my Facebook the morning of obviously, but you know how they do the memories thing like, hey, do you remember this five years ago?
[2:26:37.740 --> 2:26:43.740]  And it was me doing like some, you know, crazy far left ideology post and whatnot like that.
[2:26:43.740 --> 2:26:45.740]  I'm like, oh, it's a total cringe fest.
[2:26:45.740 --> 2:26:50.740]  I'm like, was it a process or a moment when you got out of the cult process?
[2:26:50.740 --> 2:26:59.740]  It was this process of work coming to work in DC and kind of seeing how the sausage is made slowly, but surely, you know, watching an ecosystem of videos here and there.
[2:26:59.740 --> 2:27:09.740]  And just being open enough to start to actually entertain other ideas, you know, without accepting them at that time, but just being open enough to OK, let's see what the other side has to say.
[2:27:09.740 --> 2:27:17.740]  And there was a whole ecosystem on YouTube where I could go from one video to the next. I know they're going to take this out of context and see the YouTube radicalizes people.
[2:27:17.740 --> 2:27:27.740]  You remember that New York Times article, but it just got me a point where I could start watching pieces of several different people's videos and was slowly but surely kind of red peeling me in the process.
[2:27:27.740 --> 2:27:29.740]  It's because you saw the manipulation.
[2:27:29.740 --> 2:27:31.740]  I did. And that's what opened me.
[2:27:31.740 --> 2:27:39.740]  You know, it makes me angry because I know so many of these so-called whistleblowers of the New York Times has that exposes the radicalization. They never were who they say they were.
[2:27:39.740 --> 2:27:47.740]  A lot of times they're being paid to tell this story about I was a bad person. It turned me into this bad person. And then you learn it's made up and they were paid.
[2:27:47.740 --> 2:27:53.740]  I don't know about that guy in that particular article, but I've experienced people paid to literally tell total lies.
[2:27:53.740 --> 2:28:00.740]  And it doesn't hurt me as a person. It hurts me to know that there are that many immoral bad people out there that are just trying to get a paycheck.
[2:28:00.740 --> 2:28:06.740]  You know, and I know people are saying I'm trying to get my 15 minutes of fame, too.
[2:28:06.740 --> 2:28:10.740]  I just blew the whistle, wanted to throw the story out there and let people make it.
[2:28:10.740 --> 2:28:16.740]  Oh my gosh, stick a fork in CNN. That's a zombie operation. Everybody knows they lie constantly. They're constantly getting caught.
[2:28:16.740 --> 2:28:20.740]  We're going to go to break. I promise go to the calls. Robert Barnes is going to be here. Then he's going to host.
[2:28:20.740 --> 2:28:28.740]  You say you love Barnes. Well, I mean, I want to be with Barnes so you guys will co-host together coming up in the fourth hour.
[2:28:28.740 --> 2:28:32.740]  I'm about to tell a YouTube story, but I don't have time to do it, so it'll be for another day.
[2:28:32.740 --> 2:28:37.740]  But just briefly, people are asking me, what's your contact with Google and YouTube back when I worked with them?
[2:28:37.740 --> 2:28:44.740]  And it was like, hey, we want more police brutality videos. And it was that story about eight years ago sort of waking me up that they'd monetize something.
[2:28:44.740 --> 2:28:50.740]  I made cops look bad, but wouldn't show something and would block it if it showed a cop as good.
[2:28:50.740 --> 2:28:56.740]  And that was part of my even bigger wake up. I mean, all cops are perfect, but it just meant that agenda of creating a civil war in America.
[2:28:56.740 --> 2:29:02.740]  That's one little microcosm that changed my view on the police was Google was going to pay me to put cops down.
[2:29:27.740 --> 2:29:33.740]  Right on the East Bank of the Mississippi. Because of the flooding, we've had to move a lot of our inventory to a temporary location.
[2:29:33.740 --> 2:29:41.740]  And rather than move it back to the warehouse, we thought we'd offer the system at a price that might seem unbelievable if you didn't know the floodwaters backstory.
[2:29:41.740 --> 2:29:49.740]  So here's what you should do right now. Check out the PPX microgrid system at myownpowergrid.com. That's myownpowergrid.com.
[2:29:49.740 --> 2:29:56.740]  Here are the facts. Iodine raises IQ and across the board makes you more healthy in thousands of top studies, including the American Medical Journal.
[2:29:56.740 --> 2:30:00.740]  Every type of fluoride that you have in your life, you're going to have to go to myownpowergrid.com to learn more.
[2:30:00.740 --> 2:30:20.740]  That's myownpowergrid.com.
[2:30:31.740 --> 2:30:37.740]  The reason I'm so hot on this is the globalists put the fluoride in the water while making sure we don't get the iodine.
[2:30:37.740 --> 2:30:43.740]  In China, they put the iodine in the water and ban the fluoride because they've already got their people under their control.
[2:30:43.740 --> 2:30:47.740]  The globalists are targeting us here. Please go to myownpowergrid.com.
[2:30:47.740 --> 2:30:51.740]  Experience iodine and bio-trustillinium that goes with it together.
[2:30:51.740 --> 2:30:56.740]  And then once you see the great results, warn others. This is the Achilles Hill of the globalist.
[2:30:56.740 --> 2:31:00.740]  It's a win-win situation. The only way you lose is not taking action. Take action now.
[2:31:27.740 --> 2:31:30.740]  You've got to have oxygen to live. Okay, it's the same thing.
[2:31:30.740 --> 2:31:36.740]  Well, ladies and gentlemen, the bad halogen is fluoride. That's why in every western nation, they put it in the water.
[2:31:36.740 --> 2:31:41.740]  They're going to teach us Christians lay down and die. The chai-coms don't put it in the water. They'd execute you if you did that.
[2:31:41.740 --> 2:31:49.740]  They put iodine in the water because it's the good halogen and increases fertility and lifespan and intelligence and everything else.
[2:31:49.740 --> 2:31:56.740]  So again, learn about the iodine conspiracy at infoorstore.com. We have all the documents and articles linked.
[2:31:56.740 --> 2:32:00.740]  And then get good iodine for yourself because the globalists are fighting to make sure you don't.
[2:32:00.740 --> 2:32:21.740]  Again, get iodine at infoorstore.com.
[2:32:30.740 --> 2:32:37.740]  This works so well, but now because of liability and because of people warning inside the government what's happening,
[2:32:37.740 --> 2:32:43.740]  the Journal of American Medical Association and others are admitting what we've done and it makes me so angry.
[2:32:43.740 --> 2:32:50.740]  So whatever you do, just stay in that haze and drink fluoride and give it to your children.
[2:32:50.740 --> 2:32:54.740]  And don't visit infoorstore.com and learn about the iodine conspiracy.
[2:32:54.740 --> 2:33:07.740]  And get 60% off on X2 and X3 together with Biotrysolidium from the mustard seed. Submit to us at infoorstore.com.
[2:33:07.740 --> 2:33:15.740]  You're listening to the Alex Jones Show.
[2:33:15.740 --> 2:33:26.740]  I've got a tiger by the tail to explain the sea. I won't be much when you get through with me.
[2:33:26.740 --> 2:33:36.740]  He never gives up. He's Alex Jones, broadcasting from deep in the heart of Texas worldwide.
[2:33:36.740 --> 2:33:41.740]  I had one of the producers come in here and say, man, you really wound up today what's going on.
[2:33:41.740 --> 2:33:45.740]  I'm working out a lot more these days and the news has got me crazy.
[2:33:45.740 --> 2:33:53.740]  And then I got to talk to you later, Robert, about the guest I've got on Friday. It's so big.
[2:33:53.740 --> 2:33:57.740]  And they don't even realize how big it is, but it deals with Trump. It deals with the campaign.
[2:33:57.740 --> 2:34:02.740]  It just deals with a bunch of big stuff and really how the Democrats have infiltrated the Trump campaign.
[2:34:02.740 --> 2:34:06.740]  And folks, we don't make stuff up here. I get things wrong.
[2:34:06.740 --> 2:34:11.740]  Barnes just said, you know Trump hasn't sued CNN yet. It's the intent to.
[2:34:11.740 --> 2:34:14.740]  And I'm like, I actually know that. Why did I say he sued them?
[2:34:14.740 --> 2:34:18.740]  I get things wrong quite a bit. Like I said, your wife, it's his fiance.
[2:34:18.740 --> 2:34:32.740]  But I don't do it on purpose. But when it comes to big, breaking things, like two years ago saying that Fiona Hill is the Soros Mall was going to set Trump up later for quid pro quo.
[2:34:32.740 --> 2:34:42.740]  We let it all out, folks. Roger Stone. There's a reason they want Roger Stone in prison and I have been threatened from the highest levels to not have Roger Stone on.
[2:34:42.740 --> 2:34:54.740]  Okay. And other people, well, let's just say this is up at that level and it's going to be big Friday and it ties into the White House and it gets into Brad Parscale and all the rest of it.
[2:34:54.740 --> 2:35:04.740]  So constitutional lawyer, par excellence, Robert Barnes here. He rides shotgun hell. He's here about a month out of the about a about a week out of the month.
[2:35:04.740 --> 2:35:09.740]  And of course we have Carrie porch here, the big CNN whistleblower and loaded phone lines. I need to get to them.
[2:35:09.740 --> 2:35:15.740]  But first off, we're going to go to your buddy who wanted to call in. I'm glad he did Scott Goldsmith, one of the veteran buddies you had from Iraq.
[2:35:15.740 --> 2:35:19.740]  He wants to comment on things and I promise I'm going to go to Chris, Michael, Ryan, solo and Johnny.
[2:35:19.740 --> 2:35:23.740]  But any other points you guys want to add before we start getting to these clips and calls?
[2:35:23.740 --> 2:35:28.740]  Sorry, what would you like to know? I mean, it was just so much. I mean, you've got a wheel. Well, I mean, I see the callers.
[2:35:28.740 --> 2:35:34.740]  They're going to ask this question. What was the last straw? Why did you do it? We're going to go to, you know, Michael here in the calls.
[2:35:34.740 --> 2:35:38.740]  What caused the guest to blow the whistle finally? You already said it's a process.
[2:35:38.740 --> 2:35:44.740]  Yeah, it wasn't a it wasn't a singular event for me. It was a process kind of like grains of sand on a weight scale.
[2:35:44.740 --> 2:35:49.740]  And it just I can't remember the exact last grain of sand. It just it just tipped finally.
[2:35:49.740 --> 2:35:53.740]  And I always have a thousand questions. My problem is I interrupt too much.
[2:35:53.740 --> 2:35:58.740]  I just always love to say, what's your bottom line? Because that's when you get the coolest info.
[2:35:58.740 --> 2:36:02.740]  What's your bottom line right now? What's on your radar screen, Barnes, your big brain?
[2:36:02.740 --> 2:36:07.740]  Well, I mean, I think what you see is the effect that you're talking about is a common whistleblower effect.
[2:36:07.740 --> 2:36:12.740]  And it was most people who go in want to sort of believe in what they're doing, believe and participate in it.
[2:36:12.740 --> 2:36:18.740]  And when they start seeing things, they usually start off with like jurors in a case that won a certain outcome.
[2:36:18.740 --> 2:36:21.740]  They keep trying to filter the evidence in a particular direction.
[2:36:21.740 --> 2:36:27.740]  And they keep trying to say, well, maybe that meant this or maybe that was this or maybe that's isolated problem over here.
[2:36:27.740 --> 2:36:31.740]  Or maybe that's just this problem over there. And it's it's it is the accumulation.
[2:36:31.740 --> 2:36:39.740]  It's when you can no longer come up with any explanation for what's taking place other than this is a group of rogue actors and bad actors
[2:36:39.740 --> 2:36:43.740]  that have to be exposed for any meaningful change or reform to take place.
[2:36:43.740 --> 2:36:46.740]  What change do you hope takes place because of what you've done?
[2:36:46.740 --> 2:36:51.740]  That's the that's the end goal. That's what I mean, obviously, I can't speak for James personally, but that's what I wanted.
[2:36:51.740 --> 2:36:59.740]  I mean, I've said it on a few tapes already that I wanted one of two things, either CNN and others to just publicly own where they're at.
[2:36:59.740 --> 2:37:06.740]  Cool. We know we're getting right or to return to the greatness, the bastion of old, the most trusted name in news, you know, return to that.
[2:37:06.740 --> 2:37:08.740]  The CNN that I loved, you know, the one.
[2:37:08.740 --> 2:37:12.740]  Oh, my gosh, I remember my grandpa, you know, then like 1981 watching it.
[2:37:12.740 --> 2:37:18.740]  And it was exciting. It was real debates. And I mean, back when Tucker Carlson was on crossfire, those were real debates.
[2:37:18.740 --> 2:37:20.740]  And that's back when they had 10 million viewers an hour.
[2:37:20.740 --> 2:37:23.740]  Yeah. Again, it isn't the Internet that killed CNN.
[2:37:23.740 --> 2:37:26.740]  It's the fact that they are just so it's all one message.
[2:37:26.740 --> 2:37:33.740]  No doubt. I mean, I remember talking to Bernard Shaw back in the day about how embarrassed they were over what happened over the incubator baby story.
[2:37:33.740 --> 2:37:38.740]  I'm saying how did you guys get that wrong? How did you guys allow that sort of pro war propaganda to take place?
[2:37:38.740 --> 2:37:43.740]  And he was embarrassed. He said, we didn't ask the right questions. We didn't do our job. We need to meet meaningful reform.
[2:37:43.740 --> 2:37:48.740]  And instead, they've gone in a completely radical, overtly partisan, different direction.
[2:37:48.740 --> 2:37:53.740]  I was watching it yesterday and the gap between it and the other news stations is so huge.
[2:37:53.740 --> 2:37:57.740]  All they would cover is impeachment. All they would cover is excuses to impeach.
[2:37:57.740 --> 2:38:04.740]  And it is sad to see a great brand, a once great brand diminish itself to a weak partisan advocate.
[2:38:04.740 --> 2:38:07.740]  And CNN trailblaze. It was the first time our cable news station.
[2:38:07.740 --> 2:38:09.740]  That's true. And worldwide.
[2:38:09.740 --> 2:38:14.740]  I want to go to these calls. We'll never get to them. But this Tulsi Gabbard's clip is is piggly wiggly out of Illinois.
[2:38:14.740 --> 2:38:18.740]  The guy that literally helped get us off the Internet by lying about us.
[2:38:18.740 --> 2:38:25.740]  I mean, a guy would literally scream, all is great. You know, there's only one God, all that stuff they yell all Akbar.
[2:38:25.740 --> 2:38:29.740]  It was an ISIS attack in New York. He said it wasn't. They took ball story off Twitter.
[2:38:29.740 --> 2:38:36.740]  Now here he is agreeing that Tulsi Gabbard's needs to be looked at as a Russian spy with no evidence.
[2:38:36.740 --> 2:38:37.740]  Here it is.
[2:38:37.740 --> 2:38:38.740]  Use of power.
[2:38:38.740 --> 2:38:43.740]  Congressman, before we go, I want to ask you about something else the president talked about today,
[2:38:43.740 --> 2:38:46.740]  which is the accusation by Hillary Clinton against your fellow sitting congresswoman,
[2:38:46.740 --> 2:38:49.740]  2020 Democratic presidential candidate Tulsi Gabbard.
[2:38:49.740 --> 2:38:54.740]  Clinton said the Russians are grooming Gabbard to run as a third party candidate to champion their interests,
[2:38:54.740 --> 2:38:59.740]  referring, you know, to her being possibly a Russian asset.
[2:38:59.740 --> 2:39:02.740]  Here's what Trump said about that today.
[2:39:02.740 --> 2:39:09.740]  Hillary Clinton, if you've heard of her, she's the one that's accusing everybody of being a Russian agent.
[2:39:09.740 --> 2:39:12.740]  Anybody that is opposed to her is a Russian agent.
[2:39:12.740 --> 2:39:16.740]  So that's a scam that was pretty much put down.
[2:39:16.740 --> 2:39:20.740]  Tulsi, I don't know Tulsi, but she's not a Russian agent.
[2:39:20.740 --> 2:39:27.740]  Congressman, do you think congresswoman Gabbard is a Russian asset that she's being used by Russians?
[2:39:27.740 --> 2:39:33.740]  I simply don't have any knowledge or information on this, partly because I've been focused on this.
[2:39:33.740 --> 2:39:38.740]  And the fact of the matter is Hillary Clinton has a right to be upset.
[2:39:38.740 --> 2:39:43.740]  The Russians did a full, throttle attack on her and the entire intelligence community agreed,
[2:39:43.740 --> 2:39:47.740]  all 17 entities with a high level of certainty that the Russians-
[2:39:47.740 --> 2:39:48.740]  High level of certainty.
[2:39:48.740 --> 2:39:49.740]  Let's stop there.
[2:39:49.740 --> 2:39:51.740]  Barnes, what does it mean when you hear high level of certainty?
[2:39:51.740 --> 2:39:55.740]  It means lack of evidence when it comes to the intelligence community.
[2:39:55.740 --> 2:39:56.740]  High level of certainty about WMDs.
[2:39:56.740 --> 2:39:57.740]  Exactly.
[2:39:57.740 --> 2:40:01.740]  What's interesting there is the NSA, which was the only competent agency to determine that issue,
[2:40:01.740 --> 2:40:04.740]  refused to even use the high level of certainty language.
[2:40:04.740 --> 2:40:09.740]  Instead, they said moderate level of certainty, which meant, okay, this is all BS and we know it is-
[2:40:09.740 --> 2:40:11.740]  You're right, that's another lie. All 17 didn't say that.
[2:40:11.740 --> 2:40:12.740]  Correct, exactly.
[2:40:12.740 --> 2:40:16.740]  Well, there is no such, really, such agencies for that purpose.
[2:40:16.740 --> 2:40:19.740]  Really, the NSA is the only agency that could try to make that determination,
[2:40:19.740 --> 2:40:23.740]  and they couldn't come to even a high level of quote-a-quote certainty.
[2:40:23.740 --> 2:40:26.740]  They couldn't produce any direct evidence and support of it.
[2:40:26.740 --> 2:40:28.740]  And so it's just the nature of it.
[2:40:28.740 --> 2:40:33.740]  And the fact that a Democratic congressperson is sitting there,
[2:40:33.740 --> 2:40:36.740]  unwilling to defend his fellow Democratic congresswoman,
[2:40:36.740 --> 2:40:38.740]  because Hillary Clinton has said-
[2:40:38.740 --> 2:40:42.740]  Hillary has a right to lie about people and destroy them.
[2:40:42.740 --> 2:40:45.740]  I mean, they took us off the Internet saying I was a Russian agent.
[2:40:45.740 --> 2:40:46.740]  It's asinine.
[2:40:46.740 --> 2:40:47.740]  Completely.
[2:40:47.740 --> 2:40:50.740]  And for CNN to become sort of the political hack agency.
[2:40:50.740 --> 2:40:53.740]  I mean, most people's families, I never fought Russians,
[2:40:53.740 --> 2:40:56.740]  but I have a family that literally did fight the Russians in Europe
[2:40:56.740 --> 2:40:58.740]  and Central and South America.
[2:40:58.740 --> 2:40:59.740]  Right.
[2:40:59.740 --> 2:41:01.740]  Okay, and so just like, I mean, it's asinine.
[2:41:01.740 --> 2:41:02.740]  Oh, completely.
[2:41:02.740 --> 2:41:05.740]  Well, and I think what you were talking about earlier
[2:41:05.740 --> 2:41:07.740]  in terms of blowing the whistle on CNN
[2:41:07.740 --> 2:41:11.740]  is that CNN has become sort of the intel agency's operation,
[2:41:11.740 --> 2:41:13.740]  the Democratic Party's operation.
[2:41:13.740 --> 2:41:16.740]  It's no longer sort of the independent, discreet, investigative,
[2:41:16.740 --> 2:41:18.740]  journalistic brand, it once was.
[2:41:18.740 --> 2:41:21.740]  An old friend of mine who got multiple awards in journalism school,
[2:41:21.740 --> 2:41:24.740]  multiple got all kinds of grants to do independent journalism,
[2:41:24.740 --> 2:41:27.740]  went to CNN and was bitterly disappointed by her experience
[2:41:27.740 --> 2:41:30.740]  because of the story she could not tell,
[2:41:30.740 --> 2:41:31.740]  because it didn't fit-
[2:41:31.740 --> 2:41:32.740]  And that's the lie by omission.
[2:41:32.740 --> 2:41:33.740]  Yeah.
[2:41:33.740 --> 2:41:34.740]  Who is the lion?
[2:41:34.740 --> 2:41:35.740]  A pretty blonde lady.
[2:41:35.740 --> 2:41:37.740]  She was on like 10 years ago.
[2:41:37.740 --> 2:41:38.740]  Lisa-
[2:41:38.740 --> 2:41:39.740]  No, it was something lion.
[2:41:39.740 --> 2:41:41.740]  Lisa lion is the Coast Coast producer.
[2:41:41.740 --> 2:41:42.740]  Something lion.
[2:41:42.740 --> 2:41:44.740]  And she was there and watched Qatar and all these people
[2:41:44.740 --> 2:41:47.740]  paying like a half million dollars for CNN to do fake reports.
[2:41:47.740 --> 2:41:50.740]  And she couldn't be part of it.
[2:41:50.740 --> 2:41:51.740]  There's been other whistleblowers.
[2:41:51.740 --> 2:41:52.740]  There just wasn't Veritas,
[2:41:52.740 --> 2:41:55.740]  wasn't there to, I guess, get them on at the time.
[2:41:55.740 --> 2:41:56.740]  And thankful to them.
[2:41:56.740 --> 2:41:59.740]  I mean, the story couldn't have been told without them.
[2:41:59.740 --> 2:42:00.740]  I mean, we see that.
[2:42:00.740 --> 2:42:04.740]  I mean, I said it last night at Texas A&M.
[2:42:04.740 --> 2:42:07.740]  I mean, they made everything relatively easy to come forward.
[2:42:07.740 --> 2:42:09.740]  And I'd like to think that, you know,
[2:42:09.740 --> 2:42:12.740]  I would have been able to come forward without that type of support,
[2:42:12.740 --> 2:42:13.740]  but I don't know if I would have.
[2:42:13.740 --> 2:42:15.740]  By the way, it was Amber Lion.
[2:42:15.740 --> 2:42:17.740]  We should get Amber Lion back on.
[2:42:17.740 --> 2:42:18.740]  She hadn't been on like eight years.
[2:42:18.740 --> 2:42:19.740]  She's a great lady.
[2:42:19.740 --> 2:42:22.740]  You know, when Michael Hastings got killed,
[2:42:22.740 --> 2:42:25.740]  she decided to retire.
[2:42:25.740 --> 2:42:27.740]  You know, they whacked Michael Hastings.
[2:42:27.740 --> 2:42:28.740]  They blew his car up.
[2:42:28.740 --> 2:42:31.740]  That engine shot down the road about 500 feet.
[2:42:31.740 --> 2:42:32.740]  Wow.
[2:42:32.740 --> 2:42:34.740]  That's an unfortunate way to die.
[2:42:34.740 --> 2:42:36.740]  So the, I mean, the-
[2:42:36.740 --> 2:42:37.740]  Lisa's quick.
[2:42:37.740 --> 2:42:38.740]  Well, yeah, I guess that's true.
[2:42:38.740 --> 2:42:39.740]  I guess that's true.
[2:42:39.740 --> 2:42:40.740]  But no question.
[2:42:40.740 --> 2:42:43.740]  The importance of whistleblowers exposing the problems of the way
[2:42:43.740 --> 2:42:46.740]  the institutionalized media operates is critical
[2:42:46.740 --> 2:42:49.740]  to restoring any degree of independent media moving forward.
[2:42:49.740 --> 2:42:51.740]  And a true free press going forward.
[2:42:51.740 --> 2:42:52.740]  And that's all we want, Mr. Barnes.
[2:42:52.740 --> 2:42:56.740]  And I mean, I'm not naive enough to think that CNN's going to take this lying down.
[2:42:56.740 --> 2:42:59.740]  So my family and I were bracing for whatever comes next, you know?
[2:42:59.740 --> 2:43:00.740]  Right.
[2:43:00.740 --> 2:43:01.740]  They're going to leave you alone.
[2:43:01.740 --> 2:43:02.740]  I don't want to draw more attention to this.
[2:43:02.740 --> 2:43:03.740]  Your calls are coming up.
[2:43:03.740 --> 2:43:06.740]  Infowars presents Alex Jones.
[2:43:06.740 --> 2:43:08.740]  In August of 2019,
[2:43:08.740 --> 2:43:11.740]  JAMA, or the Journal of the American Medical Association,
[2:43:11.740 --> 2:43:13.740]  the most prestigious came out and said,
[2:43:13.740 --> 2:43:17.740]  oh, my gosh, just a little bit of fluoride in the water causes lowered IQs,
[2:43:17.740 --> 2:43:20.740]  massive infertility, and a lot of babies dying in the womb,
[2:43:20.740 --> 2:43:21.740]  and it causes cancer.
[2:43:21.740 --> 2:43:24.740]  That was just one of thousands of studies admitting this.
[2:43:24.740 --> 2:43:28.740]  You know, it's illegal to have even one part per billion in the water,
[2:43:28.740 --> 2:43:29.740]  in places like California,
[2:43:29.740 --> 2:43:31.740]  unless it's part of adding fluoride.
[2:43:31.740 --> 2:43:36.740]  And then they have a waiver and can add thousands of deadly chemicals to your water
[2:43:36.740 --> 2:43:38.740]  because the liberals love you,
[2:43:38.740 --> 2:43:40.740]  and they want to sexualize your children.
[2:43:40.740 --> 2:43:43.740]  So whatever you do, drink lots of fluoride,
[2:43:43.740 --> 2:43:46.740]  and don't get the thing that counters iodine at infowarstore.com.
[2:43:46.740 --> 2:43:49.740]  Drink fluoride and die.
[2:43:49.740 --> 2:43:52.740]  Drink fluoride, dirty Americans, and roll over.
[2:43:52.740 --> 2:43:56.740]  Do not visit infowarstore.com and get high-poly iodine to counter it.
[2:43:56.740 --> 2:44:21.740]  No, roll over and die, dirty Americans.
[2:44:26.740 --> 2:44:28.740]  Drink the fluoride.
[2:44:28.740 --> 2:44:32.740]  Don't visit infowarstore.com and get the good halogen.
[2:44:32.740 --> 2:44:34.740]  I mean the bad halogen iodine.
[2:44:34.740 --> 2:44:37.740]  Don't give it to yourself, your husband, your wife, your children.
[2:44:37.740 --> 2:44:44.740]  Just drink the fluoride and plunge into subservience to us.
[2:44:44.740 --> 2:44:46.740]  We don't want to compete with you.
[2:44:46.740 --> 2:44:48.740]  Just drink the fluoride.
[2:44:48.740 --> 2:44:52.740]  Don't learn about how deadly it is and whatever you do.
[2:44:52.740 --> 2:44:54.740]  Don't support Alex Jones.
[2:44:54.740 --> 2:44:58.740]  Remember, I'm speaking with a soft voice, so I'm a liberal.
[2:44:58.740 --> 2:45:04.740]  Oh, and let Namble have access to your children.
[2:45:04.740 --> 2:45:07.740]  Now, what I'm about to say is incredibly obvious,
[2:45:07.740 --> 2:45:10.740]  and I'm not talking down to any of the viewers or any of the listeners.
[2:45:10.740 --> 2:45:11.740]  I'm just stating the facts.
[2:45:11.740 --> 2:45:14.740]  I own a chainsaw. I've had it since I was in college.
[2:45:14.740 --> 2:45:16.740]  And it's a great, good old chainsaw,
[2:45:16.740 --> 2:45:18.740]  and I've used it probably 500 times.
[2:45:18.740 --> 2:45:21.740]  But a few times I've forgotten to oil it,
[2:45:21.740 --> 2:45:23.740]  and it seizes up really quick,
[2:45:23.740 --> 2:45:25.740]  and I feel like an idiot for not oiling it.
[2:45:25.740 --> 2:45:28.740]  Now, imagine if somebody told me to put,
[2:45:28.740 --> 2:45:31.740]  let's say Super Glue in the oil container on it.
[2:45:31.740 --> 2:45:33.740]  It would seize up forever,
[2:45:33.740 --> 2:45:35.740]  but only an evil person would do that.
[2:45:35.740 --> 2:45:38.740]  Well, fluorides like putting Super Glue in a chainsaw,
[2:45:38.740 --> 2:45:39.740]  it's going to make it seize up,
[2:45:39.740 --> 2:45:41.740]  and that's why they put it in the water,
[2:45:41.740 --> 2:45:43.740]  and they admit they're doing it to hurt you and your family.
[2:45:43.740 --> 2:45:44.740]  Yes, they're really evil.
[2:45:44.740 --> 2:45:47.740]  Iodine is like putting oil in the chainsaw
[2:45:47.740 --> 2:45:49.740]  to help with the gasoline lubrication.
[2:45:49.740 --> 2:45:50.740]  It's that simple.
[2:45:50.740 --> 2:45:51.740]  I know you understand this,
[2:45:51.740 --> 2:45:53.740]  but let's warn other people before it's too late.
[2:45:53.740 --> 2:45:55.740]  It's part of the Iodine conspiracy.
[2:45:55.740 --> 2:45:57.740]  Find out more at m4store.com
