[00:00.000 --> 00:29.000]  Defending the Republic from enemies, foreign and domestic, it's Alex Jones.
[01:00:42.000 --> 01:00:46.000]  is in place and the big multinationals own all the robot farmers,
[01:00:46.000 --> 01:00:52.000]  all the robot trains, all the robot cars, all the robot facilities,
[01:00:52.000 --> 01:00:55.000]  the globalists admit they want to checkmate humanity
[01:00:55.000 --> 01:01:00.000]  by getting most production in the hands of a technocracy where humans aren't needed,
[01:01:00.000 --> 01:01:11.000]  then the terms of surrender can be dictated.
[01:01:11.000 --> 01:01:15.000]  China's first security, robot debuts.
[01:01:15.000 --> 01:01:17.000]  China's people's daily.
[01:01:17.000 --> 01:01:23.000]  Japan's next generation of farmers could be robots, Bloomberg.
[01:01:23.000 --> 01:01:27.000]  Look now, no hands. China's roadmaps to self-driving cars.
[01:01:27.000 --> 01:01:32.000]  Meet Brad, the AI interrogator, virtual personal persona
[01:01:32.000 --> 01:01:34.000]  taught to tell when people are really telling the truth.
[01:01:34.000 --> 01:01:37.000]  Oh, the computer doesn't lie. Really, it's programmed to lie.
[01:01:37.000 --> 01:01:39.000]  How Facebook plans to take over the world.
[01:01:39.000 --> 01:01:42.000]  That's only part of that robot takeover stack.
[01:01:42.000 --> 01:01:48.000]  If you go back, I'm not bragging, and read stuff I wrote 20 years ago
[01:01:48.000 --> 01:01:53.000]  or see films I made 20 years ago or 18 years ago, you'll go,
[01:01:53.000 --> 01:01:58.000]  this is exactly what's happening now because the white papers are public.
[01:01:58.000 --> 01:02:01.000]  I've read the books. I've done reviews of the books.
[01:02:01.000 --> 01:02:05.000]  I've made films about it. They've got a plan, folks,
[01:02:05.000 --> 01:02:10.000]  and we ain't in it to quote George Carlin.
[01:02:10.000 --> 01:02:12.000]  It's a big club, and we ain't in it.
[01:02:12.000 --> 01:02:17.000]  Well, guess what? My ancestors and your ancestors built this stinking thing.
[01:02:17.000 --> 01:02:19.000]  I'm always hearing Lewis Farrakhan saying, black people built this country,
[01:02:19.000 --> 01:02:22.000]  and they certainly were a big part of it, and you better give us a piece of this dirt,
[01:02:22.000 --> 01:02:24.000]  or we're going to burn this sucker down.
[01:02:24.000 --> 01:02:27.000]  And before the media takes me out of context and says, I said that,
[01:02:27.000 --> 01:02:29.000]  I'm quoting Lewis Farrakhan, but I get the point.
[01:02:29.000 --> 01:02:31.000]  I'm not defending what he said at that point in time.
[01:02:31.000 --> 01:02:36.000]  What I'm saying is everybody built this thing,
[01:02:36.000 --> 01:02:38.000]  and the elite are stealing it.
[01:02:38.000 --> 01:02:40.000]  I want some of this dirt.
[01:02:40.000 --> 01:02:42.000]  I'm not going to roll over to the New World Order.
[01:02:42.000 --> 01:02:43.000]  I'll say that right now.
[01:02:43.000 --> 01:02:45.000]  I want the life extension.
[01:02:45.000 --> 01:02:49.000]  I want the classified technologies that they claim are disruptive technologies
[01:02:49.000 --> 01:02:50.000]  so we can't have them.
[01:02:50.000 --> 01:02:53.000]  Yeah, they're not disruptive for you.
[01:02:53.000 --> 01:02:55.000]  You're not allowed to hide all this stuff in our national security.
[01:02:55.000 --> 01:02:57.000]  Be tax exempt.
[01:02:57.000 --> 01:03:00.000]  I want this dirt.
[01:03:00.000 --> 01:03:02.000]  I'm not going to take your vaccines and eat your GMO.
[01:03:02.000 --> 01:03:05.000]  I know good damn well you're trying to kill us.
[01:03:05.000 --> 01:03:07.000]  And I'm not going to sit here and fight with a bunch of people.
[01:03:07.000 --> 01:03:09.000]  I'm sick of it.
[01:03:09.000 --> 01:03:13.000]  Yeah, I got to criticize Beyonce and all these people spewing all their race garbage,
[01:03:13.000 --> 01:03:20.000]  but she's funded by Sumner Redstone and Fox TV and the Super Bowl.
[01:03:20.000 --> 01:03:24.000]  That's the establishment's mouth.
[01:03:24.000 --> 01:03:27.000]  And I see young kids running around acting like her everywhere.
[01:03:27.000 --> 01:03:30.000]  A lot of them get shot by the police.
[01:03:30.000 --> 01:03:34.000]  They're literally putting out a program.
[01:03:34.000 --> 01:03:40.000]  My two girls were so good until one time I bought a CD online of Huey,
[01:03:40.000 --> 01:03:48.000]  Louis and Dewey, Donald Duck's cousins or nephews.
[01:03:48.000 --> 01:03:50.000]  And I let them watch them over a couple nights.
[01:03:50.000 --> 01:03:53.000]  And I noticed they started being really bad and doing pranks on each other
[01:03:53.000 --> 01:03:58.000]  and misbehaving and it was just seeing five or six of the cute little ducks
[01:03:58.000 --> 01:04:03.000]  doing bad things to Donald and I took me months to get my girls to stop.
[01:04:03.000 --> 01:04:08.000]  Now folks, that's the power of little girls seeing cute little ducks
[01:04:08.000 --> 01:04:11.000]  running around doing bad things.
[01:04:11.000 --> 01:04:14.000]  Now you got Beyonce running around saying attack cops,
[01:04:14.000 --> 01:04:16.000]  burn things down, knock out store windows.
[01:04:16.000 --> 01:04:20.000]  She's telling you go out and get your head blown off.
[01:04:20.000 --> 01:04:24.000]  You know why Chicago's got double the homicide rate of the world now?
[01:04:24.000 --> 01:04:26.000]  Highest rate in the world? Double that?
[01:04:26.000 --> 01:04:29.000]  They had the highest. Now they double.
[01:04:29.000 --> 01:04:34.000]  Just type in Chicago doubles murder rate in the last year.
[01:04:34.000 --> 01:04:36.000]  It's gangster rap.
[01:04:36.000 --> 01:04:40.000]  And most people getting killed are people that watch these videos
[01:04:40.000 --> 01:04:41.000]  and then come trying to rob somebody.
[01:04:41.000 --> 01:04:44.000]  And citizens just don't care and blow you away.
[01:04:44.000 --> 01:04:49.000]  There it is. WGNTV, homicide rate in Chicago more than double since last February.
[01:04:49.000 --> 01:04:52.000]  And it was the world's highest crime rate then.
[01:04:52.000 --> 01:05:21.000]  That's what's living under the parasite rule of the New World Order's life.
[01:05:22.000 --> 01:05:26.000]  Now, we're making such progressive waves.
[01:05:26.000 --> 01:05:29.000]  Inclusivity is a core belief that target a new company's statement reads.
[01:05:29.000 --> 01:05:31.000]  It's something we celebrate.
[01:05:31.000 --> 01:05:35.000]  We stand for equality and strive to make our guests and team members feel accepted,
[01:05:35.000 --> 01:05:40.000]  respected and welcomed in our stores and workplaces every day.
[01:05:40.000 --> 01:05:42.000]  We're not even worried about the actual transgendered people.
[01:05:42.000 --> 01:05:43.000]  It's the pedophiles.
[01:05:43.000 --> 01:05:47.000]  It's the ones you're going to go in there, put on a dress and go after young girls.
[01:05:47.000 --> 01:05:49.000]  That is what we're worried about.
[01:05:49.000 --> 01:05:54.000]  This has got to end. The social justice warrior is ridiculous.
[01:05:54.000 --> 01:06:03.000]  I'm Joe Biggs and I do not approve this message.
[01:06:03.000 --> 01:06:08.000]  It's never going to get any better. Don't look for it. Be happy with what you got.
[01:06:08.000 --> 01:06:12.000]  Because the owners of this country don't want that.
[01:06:12.000 --> 01:06:14.000]  I'm talking about the real owners now.
[01:06:14.000 --> 01:06:19.000]  The real owners, the big wealthy business interests that control things and make all the important decisions.
[01:06:19.000 --> 01:06:21.000]  Forget the politicians.
[01:06:21.000 --> 01:06:25.000]  The politicians are put there to give you the idea that you have freedom of choice.
[01:06:25.000 --> 01:06:32.000]  You don't. You have no choice. You have owners. They own you.
[01:06:32.000 --> 01:06:35.000]  They own everything. They own all the important land.
[01:06:35.000 --> 01:06:37.000]  They own and control the corporations.
[01:06:37.000 --> 01:06:41.000]  They've long since bought and paid for the Senate, the Congress, the state houses and city halls.
[01:06:41.000 --> 01:06:45.000]  They've got the judges in their back pockets and they own all the big media companies so they control
[01:06:45.000 --> 01:06:48.000]  just about all of the news and information you get to hear.
[01:06:48.000 --> 01:06:51.000]  They got you by the balls.
[01:06:51.000 --> 01:06:55.000]  They want obedient workers, obedient workers.
[01:06:55.000 --> 01:07:01.000]  People who are just smart enough to run the machines and do the paperwork and just dumb enough to passively accept jobs
[01:07:01.000 --> 01:07:04.000]  until the robots replace you.
[01:07:04.000 --> 01:07:11.000]  It's the end of overtime and the vanishing pension that disappears in the end of your life.
[01:07:11.000 --> 01:07:13.000]  Now they're coming with vaccines to kill you.
[01:07:13.000 --> 01:07:16.000]  They're criminal friends on Wall Street.
[01:07:16.000 --> 01:07:19.000]  It's a big club and you ain't in it.
[01:07:19.000 --> 01:07:21.000]  It's a big planet. You ain't going to be on it.
[01:07:21.000 --> 01:07:23.000]  You and I are not in the big club.
[01:07:23.000 --> 01:07:26.000]  The owners of this country know the truth.
[01:07:26.000 --> 01:07:31.000]  It's called the American Dream because you have to be asleep to believe it.
[01:07:31.000 --> 01:07:36.000]  But I'll tell you what, they don't want. They don't want a population of citizens capable of critical thinking.
[01:07:36.000 --> 01:07:40.000]  They don't want well-informed, well-educated people capable of critical thinking.
[01:07:40.000 --> 01:07:45.000]  And I mentioned that. That doesn't help them. That's against their interest.
[01:07:45.000 --> 01:07:46.000]  That's right.
[01:07:46.000 --> 01:07:52.000]  From the front lines of the Information War, it's Alex Jones.
[01:07:52.000 --> 01:07:55.000]  George Carlin is with us still battling the New World Order.
[01:07:55.000 --> 01:07:58.000]  Yeah, George Carlin was the 9-11 trither.
[01:07:58.000 --> 01:08:05.000]  The median misrepresentation of 9-11 trither is where people that know Saudi Arabia and criminal elements of other governments were involved, including ours.
[01:08:05.000 --> 01:08:10.000]  Because the FBI and the head of the Department of Transportation, everybody else came out at the time,
[01:08:10.000 --> 01:08:14.000]  including the Congressional Commission, and said there was a cover-up.
[01:08:14.000 --> 01:08:16.000]  That was in the news.
[01:08:16.000 --> 01:08:22.000]  But it was in AP, in Reuters, in a Miami Herald. It wasn't big news.
[01:08:22.000 --> 01:08:27.000]  And it was in closed sessions of Congress, closed committees.
[01:08:27.000 --> 01:08:31.000]  Now Obama under heat says he'll release part of the 28 pages.
[01:08:31.000 --> 01:08:34.000]  Well, the 28 pages itself is only a small piece.
[01:08:34.000 --> 01:08:37.000]  Release it all, Obama. It's only a matter of time.
[01:08:37.000 --> 01:08:40.000]  But we already have talked to Congressman Jones and others that have seen it.
[01:08:40.000 --> 01:08:45.000]  Our government ordered a stand-down on 9-11 and ordered a subsequent cover-up,
[01:08:45.000 --> 01:08:48.000]  and ordered cover-ups to let the hijackers go forward in the months before,
[01:08:48.000 --> 01:08:56.000]  because they were just decoys in a CIA joint Saudi Arabian-Turkish-Israel drill.
[01:08:56.000 --> 01:08:58.000]  But it really wasn't a drill.
[01:08:58.000 --> 01:09:02.000]  Nerve gas was released on board the planes, and we don't know what happened after that.
[01:09:02.000 --> 01:09:06.000]  As best we've researched, but the only real air-phone calls that happened
[01:09:06.000 --> 01:09:10.000]  were the flight attendants saying there's gas, we're choking, we can't breathe on two different flights.
[01:09:10.000 --> 01:09:16.000]  The FBI, to which credit, came out and said there were no 35,000, 30,000-foot flight calls
[01:09:16.000 --> 01:09:20.000]  to the Solicitor General from his wife with the official story.
[01:09:20.000 --> 01:09:24.000]  Our cell phone didn't call him. There was no air-phone call.
[01:09:24.000 --> 01:09:30.000]  When the Solicitor General went on Lurking Live, it was a load of prunes to quote Dan Rather.
[01:09:30.000 --> 01:09:32.000]  Just Google for yourself.
[01:09:32.000 --> 01:09:37.000]  FBI says Solicitor General's wife did not call him phone record show.
[01:09:37.000 --> 01:09:42.000]  Did not happen, did not happen, did not happen.
[01:09:42.000 --> 01:09:45.000]  And when they claimed the calls came in, it was 30 minutes for impact,
[01:09:45.000 --> 01:09:49.000]  when the plane was still at 30 plus thousand feet.
[01:09:49.000 --> 01:09:53.000]  I have flown 100 plus times since 9-11, probably more.
[01:09:53.000 --> 01:09:58.000]  In some trips, it's four or five times per flight, per trip, say to Europe or whatever.
[01:09:58.000 --> 01:10:04.000]  I have always, neurotically, tried to get my cell phone to work above.
[01:10:04.000 --> 01:10:07.000]  15 years ago, it would conk out of 3,000 feet. The towers have gotten better.
[01:10:07.000 --> 01:10:11.000]  It goes about six, 7,000 now. You say, how do you know that? How do you know that?
[01:10:11.000 --> 01:10:15.000]  I can tell how we are from towers and things. I don't know how tall 2,000 of the towers are
[01:10:15.000 --> 01:10:18.000]  even seeing how high you are.
[01:10:18.000 --> 01:10:22.000]  They admit they don't work at those heights, but that's how dumb they think you are,
[01:10:22.000 --> 01:10:24.000]  ladies and gentlemen.
[01:10:24.000 --> 01:10:28.000]  But the good news is, it's coming out. I want to go to your phone calls, Andrew and
[01:10:28.000 --> 01:10:36.000]  Jackie and Tom and Santino and Erika, so many others that are patiently holding.
[01:10:36.000 --> 01:10:39.000]  I will go to your phone calls.
[01:10:39.000 --> 01:10:42.000]  But just finishing up with this global government, if you just joined us,
[01:10:42.000 --> 01:10:47.000]  Boris Johnson is the liberal mayor, super popular of London.
[01:10:47.000 --> 01:10:52.000]  Lord Monkton, the conservative, former top adviser to Margaret Thatcher,
[01:10:52.000 --> 01:10:55.000]  frequent guest of the show, if we should get him on soon, about the bricks exit.
[01:10:55.000 --> 01:10:58.000]  He kept pointing out that 80-plus percent of their laws were made by the EU.
[01:10:58.000 --> 01:11:02.000]  Now it's gotten worse where 90-plus percent are made by the EU.
[01:11:02.000 --> 01:11:06.000]  And Parliament, whether it's in Ireland or whether it's in England or whether it's in
[01:11:06.000 --> 01:11:10.000]  Scotland, has to rubber stamp it. That's their model.
[01:11:10.000 --> 01:11:14.000]  Unelected boards make the decisions. The elected things just get to rubber stamp,
[01:11:14.000 --> 01:11:17.000]  kind of like the Republicans are telling us the delegate process works now.
[01:11:17.000 --> 01:11:20.000]  They've never done this before. They're trying to act like this is normal,
[01:11:20.000 --> 01:11:23.000]  stealing votes and not honoring popular votes. It's bull.
[01:11:23.000 --> 01:11:26.000]  Well, it's the same thing. Well, it hasn't worked.
[01:11:26.000 --> 01:11:30.000]  So, to the credit of the libertarian patriots in the UK Independence Party,
[01:11:30.000 --> 01:11:33.000]  founded by Nigel Farage and Lord Monkton and others,
[01:11:33.000 --> 01:11:39.000]  they're now the fastest growing party in Europe and the EU and in the UK.
[01:11:39.000 --> 01:11:45.000]  And now the left is having to adopt this and go, yeah, we deserve to make our own laws.
[01:11:45.000 --> 01:11:48.000]  Yes, you're right. Yes, we don't like foreign groups making our laws.
[01:11:48.000 --> 01:11:54.000]  Because even the left has opposition to the NAU and EU and TPP and all these agreements
[01:11:54.000 --> 01:11:57.000]  that just give more power to unelected groups.
[01:11:57.000 --> 01:11:59.000]  That's what we're going into.
[01:11:59.000 --> 01:12:03.000]  And if we ever force a debate about this in the general public, it's over.
[01:12:03.000 --> 01:12:07.000]  And that's what I've hammered forever and we're starting to reach that point.
[01:12:07.000 --> 01:12:11.000]  People are going, wait a minute, China doesn't have to shut down any coal power plants,
[01:12:11.000 --> 01:12:14.000]  but we do and they have dirty plants. We have clean ones.
[01:12:14.000 --> 01:12:17.000]  And that makes our energy two, three times, four times.
[01:12:17.000 --> 01:12:19.000]  In some cases, what is in China?
[01:12:19.000 --> 01:12:21.000]  So factories have to move to China.
[01:12:21.000 --> 01:12:24.000]  America used to be most competitive because we had a low cost energy plan
[01:12:24.000 --> 01:12:27.000]  to dominate the world until the 70s.
[01:12:27.000 --> 01:12:31.000]  And people go, wait a minute, if you triple our power prices,
[01:12:31.000 --> 01:12:37.000]  you just, boom, light bulb, light bulb goes on
[01:12:37.000 --> 01:12:41.000]  because they're literally trying to turn the light bulbs off.
[01:12:41.000 --> 01:12:44.000]  You see, wait, a foreign group makes my laws?
[01:12:44.000 --> 01:12:46.000]  Wait, the Pope's calling for world government?
[01:12:46.000 --> 01:12:48.000]  What, Mexico are rusty legals?
[01:12:48.000 --> 01:12:50.000]  But we have to pay for them to have kids here?
[01:12:50.000 --> 01:12:52.000]  And they're calling me racist?
[01:12:52.000 --> 01:12:56.000]  That's why 70% of Hispanics in Gallup poll want to control the border.
[01:12:56.000 --> 01:12:58.000]  Even people that aren't citizens want a border.
[01:12:58.000 --> 01:12:59.000]  They're not stupid.
[01:12:59.000 --> 01:13:01.000]  You don't have a country if you don't have one.
[01:13:01.000 --> 01:13:03.000]  But they sit there and go, Donald Trump is evil
[01:13:03.000 --> 01:13:05.000]  because he says up is up and down is down.
[01:13:05.000 --> 01:13:09.000]  Isn't it evil?
[01:13:09.000 --> 01:13:11.000]  And then the right gets all concerned.
[01:13:11.000 --> 01:13:13.000]  When he comes out in North Carolina and goes,
[01:13:13.000 --> 01:13:17.000]  well, I guess, you know, we should just have one bathroom for everybody.
[01:13:17.000 --> 01:13:20.000]  And what he's talking about is the new modern bathrooms
[01:13:20.000 --> 01:13:23.000]  where they get around this, where there's just single bathrooms.
[01:13:23.000 --> 01:13:25.000]  You go in a whole hall, has like eight bathrooms at the hotel.
[01:13:25.000 --> 01:13:27.000]  I personally like that better.
[01:13:27.000 --> 01:13:29.000]  I don't like much about the modern design
[01:13:29.000 --> 01:13:31.000]  with a swing pool or a foot and a half deep.
[01:13:31.000 --> 01:13:33.000]  You know, the lawyers write all this and no diving boards.
[01:13:33.000 --> 01:13:37.000]  But you go to the W and stuff, it's like eight or nine bathrooms,
[01:13:37.000 --> 01:13:39.000]  single person bathrooms.
[01:13:39.000 --> 01:13:40.000]  Boy, that's what I like.
[01:13:40.000 --> 01:13:41.000]  I want privacy.
[01:13:41.000 --> 01:13:44.000]  So the answer is just go to single bathrooms,
[01:13:44.000 --> 01:13:46.000]  everywhere in family restrooms, absolutely.
[01:13:46.000 --> 01:13:49.000]  But see, Trump is cheap.
[01:13:49.000 --> 01:13:51.000]  He doesn't want to retrofit all his hotels.
[01:13:51.000 --> 01:13:53.000]  And when he got asked that question, I saw him rise in my chair and he goes,
[01:13:53.000 --> 01:13:57.000]  yeah, let's just go with use whatever you want.
[01:13:57.000 --> 01:13:59.000]  He goes, this is going to be really expensive.
[01:13:59.000 --> 01:14:04.000]  Yeah, like Americans with disabilities act, you're bankrupting so much.
[01:14:04.000 --> 01:14:07.000]  You could even argue, though, that's reasonable,
[01:14:07.000 --> 01:14:11.000]  that it becomes reasonable when it's on small organizations,
[01:14:11.000 --> 01:14:13.000]  you know, $100,000 size businesses.
[01:14:13.000 --> 01:14:14.000]  It just bankrupts them.
[01:14:14.000 --> 01:14:16.000]  You've always got to accept the little guy.
[01:14:16.000 --> 01:14:20.000]  Instead, the globalist always get exempted and the little guy doesn't.
[01:14:20.000 --> 01:14:22.000]  That's the essence of the new world order.
[01:14:22.000 --> 01:14:25.000]  So here's the Boris Johnson clip where they're attacking him.
[01:14:25.000 --> 01:14:26.000]  And he goes, how dare you?
[01:14:26.000 --> 01:14:28.000]  We'll make our own laws if we want.
[01:14:28.000 --> 01:14:29.000]  That's sovereignty.
[01:14:29.000 --> 01:14:31.000]  The idea of nationalism is coming back.
[01:14:31.000 --> 01:14:32.000]  Globalism is a screw job.
[01:14:32.000 --> 01:14:35.000]  It's not some cool, you know, thing.
[01:14:35.000 --> 01:14:36.000]  It's really hip, man.
[01:14:36.000 --> 01:14:39.000]  Some shadow corporation made my laws, dude.
[01:14:39.000 --> 01:14:43.000]  Enron came up with all this, by the way, the carbon taxes, the TPP.
[01:14:43.000 --> 01:14:47.000]  And then Bill Nye, the science guy, has the nerve to get up on TV and say,
[01:14:47.000 --> 01:14:51.000]  yeah, we should look at arresting people that disagree with manmade global warming.
[01:14:51.000 --> 01:14:53.000]  Because we arrested Enron.
[01:14:53.000 --> 01:14:55.000]  Enron came up with it, boy.
[01:14:55.000 --> 01:14:57.000]  Here is the mayor of London.
[01:14:57.000 --> 01:15:00.000]  Obviously, people will make of the article what they want.
[01:15:00.000 --> 01:15:08.000]  But the crucial point is that I'm a big fan of Barack Obama's on the first piece
[01:15:08.000 --> 01:15:11.000]  to come out in favor of them ages ago.
[01:15:11.000 --> 01:15:16.000]  But I think it's a weird paradox when the present United States,
[01:15:16.000 --> 01:15:22.000]  a country that would never dream of sharing its sovereignty over anything,
[01:15:22.000 --> 01:15:28.000]  instructs or urges us politely to get more embroiled in the European Union,
[01:15:28.000 --> 01:15:30.000]  which is already making 60% of our laws.
[01:15:30.000 --> 01:15:36.000]  And furthermore, I think it's a bit much when the Americans,
[01:15:36.000 --> 01:15:41.000]  with all due respect to our wonderful American diplomats here in London,
[01:15:41.000 --> 01:15:45.000]  owe this city 9 million pounds in unpaid congestion charge.
[01:15:45.000 --> 01:15:49.000]  And for them to tell us that in every first step...
[01:15:49.000 --> 01:15:51.000]  We're going to go to break in it.
[01:15:51.000 --> 01:15:55.000]  His article is more hardcore, but the point is sovereignty is openly being debated.
[01:15:55.000 --> 01:16:16.000]  We're about to go to break. Stay with us, ladies and gentlemen.
[01:16:25.000 --> 01:16:31.000]  B-12 is a binary of nutrimentical grade, bioavailable coenzyme forms of B-12,
[01:16:31.000 --> 01:16:34.000]  methylcobalamin, the same kind used in B-12 injections,
[01:16:34.000 --> 01:16:36.000]  and adenosylcobalamin.
[01:16:36.000 --> 01:16:39.000]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[01:16:39.000 --> 01:16:41.000]  No needles, no injections.
[01:16:41.000 --> 01:16:43.000]  Don't take my word for it.
[01:16:43.000 --> 01:16:44.000]  Try it for yourself.
[01:16:44.000 --> 01:16:45.000]  Discover the secret.
[01:16:45.000 --> 01:16:46.000]  Secret 12.
[01:16:46.000 --> 01:16:51.000]  Secure your revolutionary Secret 12 formula right now at infowarslife.com
[01:16:51.000 --> 01:16:56.000]  or call 888-253-3139, infowarslife.
[01:16:56.000 --> 01:17:21.000]  Hey, everyone.
[01:17:21.000 --> 01:17:28.000]  Thanks for watching.
[01:17:51.000 --> 01:17:58.000]  We'll see you in the next video.
[01:18:21.000 --> 01:18:28.000]  Thanks for watching.
[01:18:51.000 --> 01:19:01.000]  We'll see you in the next video.
[01:19:21.000 --> 01:19:47.000]  Thanks for watching.
[01:19:47.000 --> 01:19:57.000]  We'll see you in the next video.
[01:20:17.000 --> 01:20:27.000]  We'll see you in the next video.
[01:20:47.000 --> 01:20:57.000]  We'll see you in the next video.
[01:21:17.000 --> 01:21:27.000]  We'll see you in the next video.
[01:21:47.000 --> 01:21:57.000]  We'll see you in the next video.
[01:22:17.000 --> 01:22:27.000]  We'll see you in the next video.
[01:22:47.000 --> 01:22:57.000]  We'll see you in the next video.
[01:23:17.000 --> 01:23:32.000]  Thanks for watching.
[01:23:32.000 --> 01:23:48.000]  Thanks for watching.
[01:23:48.000 --> 01:24:14.000]  We'll see you in the next video.
[01:24:14.000 --> 01:24:40.000]  Thanks for watching.
[01:24:40.000 --> 01:24:55.000]  Thanks for watching.
[01:24:55.000 --> 01:25:24.000]  We'll see you in the next video.
[01:25:25.000 --> 01:25:54.000]  We'll see you in the next video.
[01:25:54.000 --> 01:26:21.000]  Thanks for watching.
[01:26:21.000 --> 01:26:47.000]  Thanks for watching.
[01:26:47.000 --> 01:27:13.000]  Thanks for watching.
[01:27:13.000 --> 01:27:40.000]  Thanks for watching.
[01:27:40.000 --> 01:28:07.000]  Thanks for watching.
[01:28:07.000 --> 01:28:34.000]  Thanks for watching.
[01:28:34.000 --> 01:28:57.000]  Thanks for watching.
[01:28:57.000 --> 01:29:12.000]  Thanks for watching.
[01:29:12.000 --> 01:29:39.000]  Thanks for watching.
[01:29:39.000 --> 01:30:06.000]  Thanks for watching.
[01:30:06.000 --> 01:30:28.000]  Thanks for watching.
[01:30:28.000 --> 01:30:55.000]  Thanks for watching.
[01:30:55.000 --> 01:31:22.000]  Thanks for watching.
[01:31:22.000 --> 01:31:49.000]  Thanks for watching.
[01:31:49.000 --> 01:32:16.000]  Thanks for watching.
[01:32:16.000 --> 01:32:43.000]  Thanks for watching.
[01:32:43.000 --> 01:33:10.000]  Thanks for watching.
[01:33:10.000 --> 01:33:37.000]  Thanks for watching.
[01:33:37.000 --> 01:34:04.000]  Thanks for watching.
[01:34:04.000 --> 01:34:31.000]  Thanks for watching.
[01:34:31.000 --> 01:34:58.000]  Thanks for watching.
[01:34:58.000 --> 01:35:25.000]  Thanks for watching.
[01:35:25.000 --> 01:35:52.000]  Thanks for watching.
[01:35:52.000 --> 01:36:19.000]  Thanks for watching.
[01:36:19.000 --> 01:36:46.000]  Thanks for watching.
[01:36:46.000 --> 01:37:13.000]  Thanks for watching.
[01:37:13.000 --> 01:37:40.000]  Thanks for watching.
[01:37:40.000 --> 01:38:07.000]  Thanks for watching.
[01:38:07.000 --> 01:38:36.000]  Thanks for watching.
[01:38:36.000 --> 01:39:03.000]  Thanks for watching.
[01:39:03.000 --> 01:39:30.000]  Thanks for watching.
[01:39:30.000 --> 01:39:57.000]  Thanks for watching.
[01:39:57.000 --> 01:40:24.000]  Thanks for watching.
[01:40:24.000 --> 01:40:51.000]  Thanks for watching.
[01:40:51.000 --> 01:41:19.000]  Thanks for watching.
[01:41:19.000 --> 01:41:45.000]  Thanks for watching.
[01:41:45.000 --> 01:42:12.000]  Thanks for watching.
[01:42:12.000 --> 01:42:39.000]  Thanks for watching.
[01:42:39.000 --> 01:43:06.000]  Thanks for watching.
[01:43:06.000 --> 01:43:33.000]  Thanks for watching.
[01:43:33.000 --> 01:44:00.000]  Thanks for watching.
[01:44:00.000 --> 01:44:29.000]  Thanks for watching.
[01:44:30.000 --> 01:44:57.000]  Thanks for watching.
[01:44:57.000 --> 01:45:24.000]  Thanks for watching.
[01:45:24.000 --> 01:45:51.000]  Thanks for watching.
[01:45:51.000 --> 01:46:18.000]  Thanks for watching.
[01:46:18.000 --> 01:46:45.000]  Thanks for watching.
[01:46:45.000 --> 01:47:12.000]  Thanks for watching.
[01:47:12.000 --> 01:47:39.000]  Thanks for watching.
[01:47:39.000 --> 01:48:06.000]  Thanks for watching.
[01:48:06.000 --> 01:48:33.000]  Thanks for watching.
[01:48:33.000 --> 01:49:01.000]  Thanks for watching.
[01:49:01.000 --> 01:49:28.000]  Thanks for watching.
[01:49:28.000 --> 01:49:55.000]  Thanks for watching.
[01:49:55.000 --> 01:50:22.000]  Thanks for watching.
[01:50:22.000 --> 01:50:49.000]  Thanks for watching.
[01:50:49.000 --> 01:51:16.000]  Thanks for watching.
[01:51:16.000 --> 01:51:43.000]  Thanks for watching.
[01:51:43.000 --> 01:52:10.000]  Thanks for watching.
[01:52:10.000 --> 01:52:38.000]  Thanks for watching.
[01:52:38.000 --> 01:53:07.000]  Thanks for watching.
[01:53:08.000 --> 01:53:35.000]  Thanks for watching.
[01:53:35.000 --> 01:54:02.000]  Thanks for watching.
[01:54:02.000 --> 01:54:30.000]  Thanks for watching.
[01:54:30.000 --> 01:54:59.000]  Thanks for watching.
[01:54:59.000 --> 01:55:22.000]  Thanks for watching.
[01:55:22.000 --> 01:55:49.000]  Thanks for watching.
[01:55:49.000 --> 01:56:16.000]  Thanks for watching.
[01:56:16.000 --> 01:56:43.000]  Thanks for watching.
[01:56:43.000 --> 01:57:10.000]  Thanks for watching.
[01:57:10.000 --> 01:57:37.000]  Thanks for watching.
[01:57:37.000 --> 01:57:47.000]  Thanks for watching.
