[00:00:08.820 --> 00:00:13.774]  Crashing through the lies and disinformation, it's Alex Jones.
[00:55:45.645 --> 00:55:50.726]  We, for moral reasons, because he's calling for violence against the press, they don't show one shred of it.
[00:55:51.815 --> 00:55:53.777]  We are cutting him off.
[00:55:53.777 --> 00:55:55.418]  And then we had backups.
[00:55:55.418 --> 00:56:00.622]  So then they go scan the cut on the site and they begin harassing them to do that.
[00:56:00.622 --> 00:56:02.984]  That's in the news right now.
[00:56:02.984 --> 00:56:06.066]  Is Visa subsidiary Alex Jones' last refuge?
[00:56:06.066 --> 00:56:07.027]  No.
[00:56:07.027 --> 00:56:11.230]  But I will tell the folks doing this, you've got my attention.
[00:56:11.230 --> 00:56:17.355]  So I want to just let the different Democrat groups that are listed there know
[00:56:18.644 --> 00:56:21.105]  Okay, you want to be sued by high-powered law firms?
[00:56:21.105 --> 00:56:21.785]  You got it.
[00:56:21.785 --> 00:56:26.567]  Because it's not just like going and kicking me off Twitter or Facebook and saying, oh, that's a third-party thing.
[00:56:26.567 --> 00:56:37.671]  When you start scanning code and finding and trying to stop customers from buying books or videos or supplements and try to harass companies to not let people process money and you target each one, that's racketeering.
[00:56:37.671 --> 00:56:39.132]  That's a cartel operation.
[00:56:41.351 --> 00:56:43.552]  And so, you're not going to cease and desist.
[00:56:43.552 --> 00:56:50.175]  I know you know Soros is going to back you, but at least in discovery and everything, we're going to get all the information and be able to deal with this.
[00:56:50.175 --> 00:56:53.196]  Plus, you've got some of these groups saying, I'm jealous of Jones.
[00:56:53.196 --> 00:56:54.857]  I don't like the fact he's number one.
[00:56:54.857 --> 00:56:56.238]  Let's get together and take him down.
[00:56:56.238 --> 00:56:58.519]  And then you go call it a civil rights move?
[00:57:00.211 --> 00:57:02.731]  And then go, oh, he's a white supremacist, take him down.
[00:57:02.731 --> 00:57:05.092]  Man, that's defamation on its face.
[00:57:05.092 --> 00:57:09.193]  Meant to destroy me, which is malice of forethought with intent to do harm.
[00:57:09.193 --> 00:57:12.433]  So it'll be a long, hard road, but you got my attention.
[00:57:12.433 --> 00:57:16.714]  So, I'll sue y'all, just get ready.
[00:57:16.714 --> 00:57:23.995]  Now, what I need from listeners is to understand, InfoWarsTore.com, InfoWarsLife.com, we got payment processing right now.
[00:57:23.995 --> 00:57:26.636]  Your payment goes through, it gets shipped to you, boom, the next day.
[00:57:26.636 --> 00:57:28.136]  We've got our biggest sale, Christmas.
[00:57:30.224 --> 00:57:33.705]  And Black Friday and Cyber Monday all rolled into one.
[00:57:33.705 --> 00:57:36.787]  All of our great products 50% off, free shipping storewide.
[00:57:36.787 --> 00:57:41.908]  Because we got to fund ourselves in case they're successful for a while while we get injunctions and sue them.
[00:57:41.908 --> 00:57:44.429]  So InfoWarsTore.com, get in there and support the InfoWars.
[00:57:44.429 --> 00:57:46.390]  This is the most critical time ever to support us.
[00:57:46.390 --> 00:57:48.951]  If you support what we're doing, get in there and buy product now!
[00:57:50.293 --> 00:57:53.274]  Just like our information is game-changing, our products are game-changing.
[00:57:53.274 --> 00:57:55.875]  And Survival Psyllid X2 is the pure iodine.
[00:57:55.875 --> 00:57:57.755]  No one else has this from deep earth.
[00:57:57.755 --> 00:57:59.796]  Crystals between 7,000 and 12,000 feet.
[00:57:59.796 --> 00:58:01.296]  It's very hard for me to get.
[00:58:01.296 --> 00:58:03.157]  It's the good halogens.
[00:58:03.157 --> 00:58:05.298]  But instead they hammer you with the bad halogens.
[00:58:05.298 --> 00:58:11.840]  Fluoride, chlorine, bromine, that literally fog you, fill all your cells, your thyroid, you name it.
[00:58:11.840 --> 00:58:14.440]  Bio-True Selenium goes with it like a horse and carriage.
[00:58:14.440 --> 00:58:15.861]  Selenium is an electrochemical.
[00:58:17.162 --> 00:58:22.888]  It's needed as well in all activity in the body, particularly neurons.
[00:58:22.888 --> 00:58:24.690]  So these go incredibly well together.
[00:58:24.690 --> 00:58:26.252]  We have a combo of those.
[00:58:26.252 --> 00:58:27.633]  Just experience it for yourself.
[00:58:27.633 --> 00:58:30.356]  Why do you think they fear me so much?
[00:58:30.356 --> 00:58:31.397]  Very simple stuff.
[00:58:31.397 --> 00:58:33.039]  Filter your water.
[00:58:33.039 --> 00:58:35.122]  Yeah, I find myself selling water filters.
[00:58:35.122 --> 00:58:36.423]  Best out there for the price.
[00:58:36.423 --> 00:58:37.664]  When I say it's the last run,
[00:58:38.877 --> 00:58:40.438]  I think it'll be six months to a year until we get more.
[00:58:40.438 --> 00:58:41.298]  I hope we get more.
[00:58:41.298 --> 00:58:43.259]  This is the last run, it looks like.
[00:58:43.259 --> 00:58:45.060]  Survival Short Ex 2.
[00:58:45.060 --> 00:58:50.622]  InfoWarsTore.com or InfoWarsLife.com or AAA-253-3139.
[00:58:50.622 --> 00:58:52.983]  We all know the importance of fish oils.
[00:58:52.983 --> 00:58:59.566]  While we are sure to provide them for ourselves, it's just as important to make sure your kids get their EPA and DHA too.
[00:58:59.566 --> 00:59:03.607]  Honor Roll is the powerful DHA fish oil formula for your child.
[00:59:03.607 --> 00:59:06.969]  Built from the ground up to support your child's development.
[00:59:07.389 --> 00:59:17.031]  This formula uses wild anchovy fish oil, ultra-purified krill oil, and wild salmon fish oil with vitamins to boost your child's mind and body.
[00:59:17.031 --> 00:59:29.014]  With this fish oil formula, you can support your child's optimal heart, joint, cognitive, and brain health while providing DHA, which has been shown to be essential for your child's brain growth spurts.
[00:59:29.014 --> 00:59:33.635]  Built on powerful ingredients with 580 milligrams of high DHA omega-3s,
[00:59:34.335 --> 00:59:38.317]  This formula is highly refined to eliminate nearly all heavy metals.
[00:59:38.317 --> 00:59:43.179]  If you're looking for a formula to help your child grow, look no further.
[00:59:43.179 --> 00:59:53.384]  Try Honor Roll from InfoWarsLife at InfoWarsStore.com.
[00:59:53.384 --> 00:59:56.046]  You're listening to the Alex Jones Show.
[01:00:09.036 --> 01:00:11.538]  He aligns himself with the truth.
[01:00:11.538 --> 01:00:14.641]  And it's time for you to choose a side.
[01:00:14.641 --> 01:00:22.108]  You're listening to Alex Jones.
[01:00:22.108 --> 01:00:28.634]  You know, the Democrats now are officially in Politico, you name it, Breitbart, saying Hillary has the stench of death.
[01:00:28.634 --> 01:00:29.995]  They call her the stench of death.
[01:00:29.995 --> 01:00:31.537]  That's a good name for her.
[01:00:31.537 --> 01:00:32.938]  Here's a clip.
[01:00:32.938 --> 01:00:33.799]  Good evening, everybody.
[01:00:36.573 --> 01:00:37.913]  There's not even the same universe.
[01:00:37.913 --> 01:00:41.735]  I mean, she is an abject psychopathic demon from hell.
[01:00:41.735 --> 01:00:50.218]  People around her say she's so dark now, and so evil, and so possessed that they are having nightmares, they're freaking out.
[01:00:50.218 --> 01:00:53.839]  Folks, they say, listen, Obama and Hillary both smell like sulfur.
[01:00:57.593 --> 01:01:03.016]  What's different at this point, Doug, than me?
[01:01:03.016 --> 01:01:05.598]  I have two words for you.
[01:01:05.598 --> 01:01:06.138]  Let her grow.
[01:01:24.789 --> 01:01:27.090]  There's a guy on the radio.
[01:01:27.090 --> 01:01:29.452]  He said me and Hillary are demons.
[01:01:29.452 --> 01:01:31.853]  He said we smell like soap.
[01:01:31.853 --> 01:01:33.154]  Ain't that something?
[01:01:33.154 --> 01:01:36.035]  I'm not just being tacky.
[01:01:36.035 --> 01:01:39.757]  Call me Margaret Mead and Simone.
[01:01:39.757 --> 01:01:45.761]  I have never seen or smelled anyone like that.
[01:02:00.207 --> 01:02:08.955]  Defending the Republic from enemies, foreign and domestic.
[01:02:08.955 --> 01:02:10.556]  It's Alex Jones.
[01:02:10.556 --> 01:02:26.469]  Still there?
[01:02:26.469 --> 01:02:26.890]  There it is.
[01:02:28.865 --> 01:02:41.829]  There's a lot of flies in here and the center is going to do something about these flies.
[01:02:41.829 --> 01:02:43.089]  All right.
[01:02:43.089 --> 01:02:47.131]  We have a special guest who's not revealed his identity before here on the show, but is a really smart guy.
[01:02:47.131 --> 01:02:51.872]  I talked to some of the sources he's talked about, confirmed, you know, that he does all these great connections.
[01:02:51.872 --> 01:02:54.993]  And he's going to give you the breakdown on what's really going on.
[01:02:57.150 --> 01:03:09.960]  With this whole situation in Saudi Arabia, and I talked to some other smart people, and they were saying the same thing previously, but then when he sent me the same info yesterday, I said, well, we gotta get you on the show, and he said, yeah, now's the time for me to go ahead and reveal my name and who I am.
[01:03:09.960 --> 01:03:12.442]  And nothing against the whole Q thing, but that's anonymous.
[01:03:13.163 --> 01:03:17.627]  And then whoever runs it now says these bad things about people like myself and others, and that's just not true.
[01:03:17.627 --> 01:03:18.808]  That's just not the case.
[01:03:18.808 --> 01:03:21.189]  Whoever those people are, are not real.
[01:03:21.189 --> 01:03:22.550]  If Q was good before, that's fine.
[01:03:22.550 --> 01:03:26.273]  I'm not in some competing deal, you know, like high school with other folks.
[01:03:26.273 --> 01:03:27.855]  I want to save the country and defeat the globalists.
[01:03:27.855 --> 01:03:31.818]  So we're going to have Zachary Lee Clown joining us coming up next segment.
[01:03:31.818 --> 01:03:35.340]  But here's a little piece I mentioned earlier for the 1970s Film Network.
[01:03:35.340 --> 01:03:35.701]  Here it is.
[01:03:50.051 --> 01:03:57.916]  You have meddled with the primal forces of nature, Mr. Beale, and I won't have it!
[01:03:57.916 --> 01:03:58.496]  Is that clear?
[01:03:58.496 --> 01:04:02.259]  You think you've merely stopped a business deal?
[01:04:02.259 --> 01:04:04.240]  That is not the case!
[01:04:04.240 --> 01:04:09.283]  The Arabs have taken billions of dollars out of this country, and now they must put it back!
[01:04:09.283 --> 01:04:10.964]  It is ebb and flow!
[01:04:10.964 --> 01:04:12.285]  Tidal gravity!
[01:04:12.285 --> 01:04:13.846]  It is ecological balance!
[01:04:15.891 --> 01:04:21.972]  You are an old man who thinks in terms of nations and peoples.
[01:04:21.972 --> 01:04:23.152]  There are no nations.
[01:04:23.152 --> 01:04:24.333]  There are no peoples.
[01:04:24.333 --> 01:04:25.453]  There are no Russians.
[01:04:25.453 --> 01:04:26.593]  There are no Arabs.
[01:04:26.593 --> 01:04:27.833]  There are no Third Worlds.
[01:04:27.833 --> 01:04:29.354]  There is no West.
[01:04:29.354 --> 01:04:34.795]  There is only one holistic system of systems.
[01:04:34.795 --> 01:04:42.196]  One vast and humane, interwoven, interacting, multivariate, multinational dominion of dollars.
[01:04:43.237 --> 01:04:53.716]  Petrodollars, Electrodollars, Multidollars, Reichmarks, Rings, Roubles, Pounds and Shekels.
[01:04:53.716 --> 01:04:54.297]  It is the Internet.
[01:04:58.595 --> 01:05:00.938]  Fueling your body is hard work.
[01:05:00.938 --> 01:05:06.704]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[01:05:06.704 --> 01:05:15.153]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[01:05:15.153 --> 01:05:17.376]  There's no better way to power your body.
[01:05:17.876 --> 01:05:24.780]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[01:05:24.780 --> 01:05:35.927]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[01:05:35.927 --> 01:05:42.851]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[01:05:43.391 --> 01:05:49.535]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[01:05:49.535 --> 01:05:53.357]  Don't miss out on the chance to fuel your body and support recovery.
[01:05:53.357 --> 01:05:56.518]  Try the InfoWars Life Daily Digestive Pack today!
[01:06:10.965 --> 01:06:13.566]  Waging war on corruption.
[01:06:13.566 --> 01:06:22.850]  It's Alex Jones.
[01:06:22.850 --> 01:06:26.372]  Well, well, well.
[01:06:26.372 --> 01:06:32.735]  We heard that Mattis was perfect and Mattis would never go, but Trump came out on 60 Minutes yesterday.
[01:06:32.735 --> 01:06:35.016]  They leaked the clip yesterday, played tonight.
[01:06:36.625 --> 01:06:41.508]  And the full interview, and he said, that Maz is a great guy, but he's basically a Democrat.
[01:06:41.508 --> 01:06:43.589]  Wow, those are our friends.
[01:06:43.589 --> 01:06:45.390]  And he's probably going to be leaving soon.
[01:06:45.390 --> 01:06:47.811]  I was always told he was one of the big moles.
[01:06:47.811 --> 01:06:50.912]  But I tried to just get on board, not be an infighter.
[01:06:50.912 --> 01:06:55.215]  But now we see Nikki Haley and him leaving, and I'm told it all ties into Saudi Arabia.
[01:06:55.215 --> 01:06:57.536]  We'll be discussing that in a moment, but here's the president.
[01:06:58.792 --> 01:07:03.820]  You have said that this administration is like a smooth running machine.
[01:07:03.820 --> 01:07:08.607]  And yet we keep hearing that the White House is in chaos.
[01:07:08.607 --> 01:07:09.749]  It's so false.
[01:07:09.749 --> 01:07:10.630]  It's fake news.
[01:07:12.609 --> 01:07:17.232]  Did out of hundreds and hundreds of people, some I could have not picked.
[01:07:17.232 --> 01:07:20.114]  I'm changing things around and I'm entitled to.
[01:07:20.114 --> 01:07:22.836]  I have people now on standby that will be phenomenal.
[01:07:22.836 --> 01:07:24.257]  They'll come into the administration.
[01:07:24.257 --> 01:07:25.117]  They'll be phenomenal.
[01:07:25.117 --> 01:07:26.638]  More people gonna go?
[01:07:26.638 --> 01:07:27.619]  Yeah, other people will go.
[01:07:27.619 --> 01:07:29.180]  Because so many people.
[01:07:29.180 --> 01:07:31.742]  You have a kind of a record of turnover.
[01:07:31.742 --> 01:07:33.063]  I told you the story.
[01:07:33.063 --> 01:07:34.043]  I told you the story.
[01:07:34.043 --> 01:07:35.925]  We have a great, I think I have a great cabinet.
[01:07:35.925 --> 01:07:37.766]  There are some people that I'm not happy with.
[01:07:37.766 --> 01:07:39.607]  I have some people that I'm not thrilled with.
[01:07:39.807 --> 01:07:42.228]  I have other people that I'm beyond thrilled with.
[01:07:42.228 --> 01:07:43.929]  What about General Mattis?
[01:07:43.929 --> 01:07:45.049]  Is he going to leave?
[01:07:45.049 --> 01:07:45.850]  Well, I don't know.
[01:07:45.850 --> 01:07:46.870]  He hasn't told me that.
[01:07:46.870 --> 01:07:48.431]  I have a very good relationship with him.
[01:07:48.431 --> 01:07:49.611]  I had lunch with him two days ago.
[01:07:49.611 --> 01:07:51.712]  I have a very good relationship with him.
[01:07:51.712 --> 01:07:53.073]  It could be that he is.
[01:07:53.073 --> 01:07:55.914]  I think he's sort of a Democrat, if you want to know the truth.
[01:07:55.914 --> 01:07:58.455]  But General Mattis is a good guy.
[01:07:58.455 --> 01:07:59.856]  We get along very well.
[01:07:59.856 --> 01:08:00.436]  He may leave.
[01:08:00.436 --> 01:08:03.338]  I mean, at some point, everybody leaves.
[01:08:03.338 --> 01:08:03.918]  Everybody.
[01:08:03.918 --> 01:08:05.238]  People leave.
[01:08:05.238 --> 01:08:06.219]  That's Washington.
[01:08:08.260 --> 01:08:15.327]  Now, we're going to be joined by Zachary Lee Claywon here, who's been calling in for over a year and a half.
[01:08:15.327 --> 01:08:20.392]  The show said a lot of really accurate stuff that came out to be true about Las Vegas being Saudi connected.
[01:08:20.392 --> 01:08:26.778]  That tied into what the hostage rescue team had told me separately, which we broke the day after that it was Islamic.
[01:08:26.778 --> 01:08:29.981]  Al Qaeda took credit for it.
[01:08:29.981 --> 01:08:31.923]  But he wants to go ahead and release his name.
[01:08:31.923 --> 01:08:33.044]  He's worked with a lot of folks.
[01:08:34.486 --> 01:08:38.769]  And obviously he's tied in with Musk and, of course, West.
[01:08:38.769 --> 01:08:48.998]  And he said on air about six months ago, you'll see Kanye come out and talk about Trump and Alex Jones being culture breakers, being matrix breakers.
[01:08:48.998 --> 01:08:50.499]  So that's happened.
[01:08:50.499 --> 01:08:59.926]  But regardless, I started trying to find out what had happened with this Khashoggi, this one of the top journalists in Saudi Arabia who had been exposing government involvement, 9-11, you name it.
[01:09:01.809 --> 01:09:03.630]  So a good guy overall.
[01:09:03.630 --> 01:09:05.311]  It took about a week to figure out what was going on.
[01:09:05.311 --> 01:09:09.274]  I made a lot of phone calls to folks that obviously aren't going to be coming on the show.
[01:09:09.274 --> 01:09:16.158]  And they basically told me Thursday and Friday the same thing that Clay Wong told me last night.
[01:09:16.158 --> 01:09:18.739]  Because I asked him on Friday, do you know what's going on?
[01:09:18.739 --> 01:09:20.400]  He said, no, not really yet.
[01:09:20.400 --> 01:09:22.722]  Just internal Civil War type stuff.
[01:09:23.362 --> 01:09:30.343]  But then he had a chance to go play golf with some folks that are very high up, and they gave him their take on this.
[01:09:30.343 --> 01:09:34.044]  So this is important enough because we're like, oh, who cares about Saudi Arabia or Iran?
[01:09:34.044 --> 01:09:36.304]  Well, it's all about a war between those two groups.
[01:09:36.304 --> 01:09:37.044]  Now it could spill out.
[01:09:37.044 --> 01:09:39.465]  It's about Trump wanting peace in the area.
[01:09:39.465 --> 01:09:52.107]  And it's basically a false flag by Deep State and the Obama-oids and the Clinton-oids to try to stop the larger deal that Trump was trying to set up that will also lead to a two-state solution in Israel.
[01:09:53.424 --> 01:09:57.025]  Which is the only real deal that's going to be offered, and which Palestinians should accept.
[01:09:57.025 --> 01:10:00.466]  So, Zachary Lee Claiwan was in the U.S.
[01:10:00.466 --> 01:10:10.649]  Army stationed at Fort Hood, Texas, and was a Muslim up until the age of 23 or so, when he came to the realization that it truly was that was being used and weaponized.
[01:10:10.649 --> 01:10:18.391]  He was a part of a very interesting and public sign-up regarding Islam within the ranks around the time of the Fort Hood shooting.
[01:10:19.181 --> 01:10:20.802]  He was there in the middle of that.
[01:10:20.802 --> 01:10:35.529]  Once he realized what he was being used for and groomed for, he did his own research into Islam and came to the realization that he did not want to be part of this and started whistleblowing the issues and worked with Army Intel and a few other groups in the Intel world.
[01:10:36.269 --> 01:10:40.610]  And it's CENTCOM where he finished out his duties and received honorable discharge from the Army.
[01:10:40.610 --> 01:10:49.912]  Present day Zack is an avid patriot researcher currently writing a book on his ordeal and about how it was being used against our country and most of the world, how Islam is being used and more.
[01:10:49.912 --> 01:10:52.072]  He's also a frequent caller into the show.
[01:10:52.072 --> 01:10:56.794]  Facebook.com forward slash Rambo dot Zack.
[01:10:56.794 --> 01:10:57.834]  Z-A-Q.
[01:10:57.834 --> 01:11:00.314]  So he joins us for this segment, the next and part of the next.
[01:11:00.314 --> 01:11:03.035]  Then Roger Stone joins us with huge breaking news.
[01:11:04.459 --> 01:11:13.784]  On this big battle the Democrats are about to have in their own ranks with Nancy Pelosi and Mr. Deutch, our good friend that wants his band off the internet.
[01:11:13.784 --> 01:11:17.486]  He's already gotten part of what he wants from Florida, that little fraudster.
[01:11:17.486 --> 01:11:21.729]  So I'll be glad to shoot a torpedo into his...
[01:11:22.810 --> 01:11:24.612]  Puttin' pie, coming up.
[01:11:24.612 --> 01:11:29.235]  Dem Congressman pressures Facebook to ban InfoWars during live hearing.
[01:11:29.235 --> 01:11:30.296]  That was back in July.
[01:11:30.296 --> 01:11:31.818]  Seems like a long time ago.
[01:11:31.818 --> 01:11:35.201]  Here we are in October and we got banned off all those places.
[01:11:35.201 --> 01:11:38.543]  But Zach, Zachary, we really appreciate your courage.
[01:11:38.543 --> 01:11:43.127]  Let's just get right into it, because what you told me last night and this morning is exactly
[01:11:44.068 --> 01:11:49.213]  But my other sources, who are well-known people, but they don't want to be quoted on this, so I won't go there.
[01:11:49.213 --> 01:11:52.476]  This is exactly what very, very prominent people are looking at.
[01:11:52.476 --> 01:11:59.523]  So, Zachary, the information you got is exactly what I got from my sources, but I guess you played golf with your sources.
[01:11:59.523 --> 01:12:07.931]  So, tell us about the players, Saudi Arabia, Turkey, Iran, and what's really going on here, because this is a big deal.
[01:12:09.932 --> 01:12:16.814]  We will get right into it, but first and foremost, I would just like to salute General Mattis.
[01:12:16.814 --> 01:12:20.894]  I have to salute General Mattis because he's left-flanking them.
[01:12:20.894 --> 01:12:29.436]  He is a patriot and what's going on behind the scenes might catch some liberals and some other individuals flat-footed.
[01:12:29.436 --> 01:12:36.258]  With that being said, the Jamal Ahmed Khashoggi
[01:12:37.817 --> 01:12:43.960]  Murder at the consulate in Istanbul was an inside job.
[01:12:43.960 --> 01:12:56.906]  It was forcing Trump's position with the Saudis that was recently made in the kingdom in a last-ditch effort to cover up the true crimes of collusion dating back specifically to 9-11.
[01:12:56.906 --> 01:12:58.466]  This was not done in Riyadh.
[01:12:58.466 --> 01:13:01.407]  This was not done in Saudi Arabia.
[01:13:01.407 --> 01:13:03.308]  This was not done by 15 Saudis.
[01:13:03.308 --> 01:13:06.930]  This was done in a consulate in Istanbul in Turkey.
[01:13:08.817 --> 01:13:09.679]  Okay?
[01:13:09.679 --> 01:13:12.365]  This was a Washington Post reporter.
[01:13:12.365 --> 01:13:15.833]  He was killed in the confines of Turkey.
[01:13:15.833 --> 01:13:18.500]  In the same Turkey,
[01:13:19.699 --> 01:13:21.600]  Sure, it's a battle over world order.
[01:13:49.178 --> 01:14:01.845]  Well that's pretty clear the way the media is all hyping it and blaming Trump and he goes in with his Apple Watch recording and he supposedly gets killed and Saudi Arabia is saying it's fake news and I'm not defending Saudi Arabia.
[01:14:01.845 --> 01:14:05.027]  Not in Saudi Arabia, it was in Istanbul.
[01:14:05.027 --> 01:14:07.469]  No, no, I know what happened in Turkey.
[01:14:07.469 --> 01:14:09.170]  I'm saying it's being blamed on Saudi Arabia.
[01:14:10.484 --> 01:14:11.064]  Exactly!
[01:14:11.064 --> 01:14:13.587]  And they're blaming the Crown Prince.
[01:14:13.587 --> 01:14:19.033]  They're blaming Mohammed bin Salman bin Abdulaziz Al Saud.
[01:14:19.033 --> 01:14:20.314]  Let me say it one more time.
[01:14:20.314 --> 01:14:25.200]  Mohammed bin Salman bin Abdulaziz Al Saud.
[01:14:25.200 --> 01:14:30.045]  He's a 33-year-old Crown Prince that they are pushing to the limit.
[01:14:30.045 --> 01:14:30.946]  He's cleaning
[01:14:32.125 --> 01:14:32.645]  Get out of here!
[01:14:32.645 --> 01:14:33.366]  Get out of here!
[01:14:52.003 --> 01:14:53.424]  It's sabotage.
[01:14:53.424 --> 01:14:54.865]  It's a problem.
[01:14:54.865 --> 01:14:58.568]  It has a lot to do with the midterm elections.
[01:14:58.568 --> 01:14:59.829]  We're not happy about it.
[01:14:59.829 --> 01:15:01.370]  We're really not happy about it.
[01:15:01.370 --> 01:15:06.414]  What could be said about Jamal Ahmed?
[01:15:06.414 --> 01:15:11.697]  Cash Shogi that hasn't already been said about Seth Rich.
[01:15:11.697 --> 01:15:13.319]  It's a big problem.
[01:15:13.319 --> 01:15:16.281]  The story he was working on proves the motivation.
[01:15:18.030 --> 01:15:21.172]  These are the type of stories that gets InfoWars de-platformed.
[01:15:21.172 --> 01:15:22.073]  This is serious.
[01:15:22.073 --> 01:15:23.274]  This is very serious.
[01:15:23.274 --> 01:15:26.076]  They bury it and everything's sensational and they do it on the weekend.
[01:15:26.076 --> 01:15:26.396]  That's right.
[01:15:26.396 --> 01:15:30.059]  They had removed the videos of you on the show before they banned the YouTube channel.
[01:15:30.059 --> 01:15:37.384]  They wanted that off when you exposed the Saudi Arabian connection to Vegas, the civil war within Saudi Arabia.
[01:15:37.384 --> 01:15:42.788]  So let's come back and talk about the Seth Rich type parallels of major whistleblowers being killed,
[01:15:43.288 --> 01:15:54.054]  And then you blame that on Trump, and the tell is, if Trump doesn't attack Saudi Arabia or do all this, you know, he's complicit in this, and then there's no proof of who really killed this guy when U.S.
[01:15:54.054 --> 01:15:55.915]  corporate media is telling us that it was Saudi Arabia.
[01:15:57.287 --> 01:16:01.410]  We all know that the outside toxins in the water is a serious health issue.
[01:16:01.410 --> 01:16:08.476]  InfoWars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower, and sink in your home.
[01:16:08.476 --> 01:16:13.300]  That's why we're bringing you something to provide clean water for your whole house with one system.
[01:16:13.300 --> 01:16:21.186]  The ProPure Whole House Water Filtration System is an advanced, four-stage, compact filtration system that will provide
[01:16:22.807 --> 01:16:36.211]  It's compact in size, easy to install and maintain, and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[01:16:36.211 --> 01:16:43.313]  With its broad spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[01:16:43.673 --> 01:16:56.446]  Head to infowarsstore.com and whether it's your first water filtration purchase or you're looking to replace your current rundown systems, it's time to go big and go home with the Pro-Pure Whole House Filtration System today!
[01:17:01.292 --> 01:17:07.017]  Years ago, Info Wars Life created the powerful MycoZX formula to help you combat internal yeast.
[01:17:07.017 --> 01:17:14.903]  As the years went on, and more toxins were pumped into the environment, our team knew we had to create a bigger and better formula to help support your gut health.
[01:17:14.903 --> 01:17:18.046]  MycoZX Plus is the result of the search for that formula.
[01:17:18.226 --> 01:17:23.508]  A unique natural formula designed to support the body's natural cleansing of yeast and fungal organisms.
[01:17:23.508 --> 01:17:26.289]  There's no better product to help your body fight back.
[01:17:26.289 --> 01:17:35.273]  MycoZX Plus helps support a healthy microbial balance in the body, supports your digestive tract, and addresses the intestinal yeast that can cause you problems if it goes unchecked.
[01:17:35.333 --> 01:17:41.576]  It's powered by an impressive list of ingredients, including grapefruit seed extract, pau d'arco bark, and grapeseed extract.
[01:17:41.576 --> 01:17:47.278]  Our formula is fueled by ingredients that stood the test of time as powerful micro-balancing properties.
[01:17:47.278 --> 01:17:52.100]  Pick up a bottle of the new and improved Micro ZX Plus today at InfoWarsLife.com.
[01:17:52.100 --> 01:17:53.761]  That's InfoWarsLife.com.
[01:18:00.607 --> 01:18:10.010]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[01:18:10.010 --> 01:18:21.433]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend Coffee.
[01:18:21.433 --> 01:18:27.155]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee beans.
[01:18:27.375 --> 01:18:38.843]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[01:18:38.843 --> 01:18:47.048]  You can even choose to start your morning healthier with the Immune Support Blend, infused with a powerful blend to support your immune response and stamina.
[01:18:47.048 --> 01:18:49.550]  It's time to take care of your morning routine.
[01:18:49.550 --> 01:18:55.233]  Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at InfoWarsStore.com.
[01:18:58.055 --> 01:19:06.598]  It's really hard to have the energy at the end of the day to still get to the gym or to go for a run or go to the park or heck, even take your dog for a walk.
[01:19:06.598 --> 01:19:08.058]  Believe me, I know.
[01:19:08.058 --> 01:19:12.760]  I spend hours in front of a screen and then hours in front of bright lights every day.
[01:19:12.760 --> 01:19:15.821]  But thanks to super male vitality at Infowarstore.com.
[01:19:16.321 --> 01:19:18.003]  I still have that energy.
[01:19:18.003 --> 01:19:38.161]  There's no way I could have the energy at the end of a long day to fight back against the chemicals in the food and water, to fight back against the modern day lifestyle with the screen time and the extended hours, to still have the stamina and endurance, energy and drive to get to the gym, get to the park, and get exercise that you need for your health.
[01:19:38.661 --> 01:19:42.644]  So go to Infowarsstore.com and get Supermail Vitality before it's gone.
[01:19:42.644 --> 01:19:46.327]  This is actually our last run of Supermail Vitality.
[01:19:46.327 --> 01:19:51.330]  So I want you to experience Supermail Vitality before it's too late.
[01:19:51.330 --> 01:19:54.052]  Unleash the Supermail in you.
[01:19:54.052 --> 01:20:01.458]  Supermail Vitality from Infowarsstore.com.
[01:20:01.458 --> 01:20:04.060]  You're listening to the Alex Jones Show.
[01:20:28.018 --> 01:20:30.239]  Monday through Friday from 11 a.m.
[01:20:30.239 --> 01:20:30.820]  to 3 p.m.
[01:20:30.820 --> 01:20:31.901]  We're here.
[01:20:31.901 --> 01:20:33.582]  And then I come back Sundays 4 to 6 p.m.
