[00:00.000 --> 00:10.000]  From the front lines of the information war, it's Alex Jones.
[2:09:47.000 --> 2:09:59.000]  What you don't need is that. So you see on the right hand side here, you've actually got to step down, go into those junction boxes and then the go and then cables down the LEDs.
[2:09:59.000 --> 2:10:18.000]  What we see on the left hand side is an increase. So this actually increases the power to these very large cables up through here to this connector and that connector fits to this connector.
[2:10:18.000 --> 2:10:30.000]  That connector then goes up to this to this box here, which is the antenna. This company since when administration. I'm going to take this to pieces now, but people have seen them before.
[2:10:30.000 --> 2:10:41.000]  Now, one of the things they're upset about a couple of things they're upset about is the breakdown of this. All right, let's try and see and get it focused.
[2:10:41.000 --> 2:10:51.000]  That's a 450 volt capacitor. Now, what is a capacitor? People ask a capacitor who holds a charge that can be discharged in milliseconds.
[2:10:51.000 --> 2:10:59.000]  All right, so I do a charge that up, get it full of energy.
[2:10:59.000 --> 2:11:07.000]  All right, for some inexplicable reason, they want to put the power in here, the one increase it to 450 volt capacitor.
[2:11:07.000 --> 2:11:28.000]  All right, which then pin on the amperage, which that looks to me like it's a let's say three, three, three amps and then what happens you increase the wattage to this delivery system.
[2:11:28.000 --> 2:11:43.000]  See that little tip on the end looks like a teardrop. It's a dew. These are the antennas that we last spoke about. You know, you said there was some very clever engineers that had developed antenna systems that can target acquire and shoot.
[2:11:43.000 --> 2:11:52.000]  Well, this is the shooty target and illegal piece of hardware. All right.
[2:11:52.000 --> 2:11:59.000]  Now, let's stop right there. And we got to have these gentlemen back and do like five hours on those 10 hours.
[2:11:59.000 --> 2:12:06.000]  We got to have them on all the shows because I got approached in 1996 and told about it then in 97.
[2:12:06.000 --> 2:12:13.000]  I got approached again by an engineer. I mean, a high level engineer. He said, listen, I told you break open a scientific Atlanta cable box.
[2:12:13.000 --> 2:12:21.000]  There's a hidden microphone in it. It's recording everything and then it's put into keyword data and it's NSA technology and later it came out was true.
[2:12:21.000 --> 2:12:37.000]  Now, I literally when I covered this, I had US military twice, twice come up to me in parking lots at Target and a TV station and threatened to basically kill me about it.
[2:12:37.000 --> 2:12:39.000]  Stop talking about it because back then they didn't want this out.
[2:12:39.000 --> 2:12:41.000]  Then now it's like, oh, yeah, sure. There's a microphone.
[2:12:41.000 --> 2:12:44.000]  Everything, you know, the ring system has another hidden one of you turn it off.
[2:12:44.000 --> 2:12:54.000]  There's another. And then I actually visited got attacked. I don't think these guys were military because I mean, I'm pretty tough, but I beat the hell out all four of them pretty quick.
[2:12:54.000 --> 2:13:03.000]  Tor one guy's nose almost completely off, but they were sent like kind of thugs thought they were boxers, you know, you know, they punched me and I was going to fall over, but they did not want this out.
[2:13:03.000 --> 2:13:14.000]  So what these guys are bringing is huge. Mark Steele. God bless you. Just get into what you discover what you see. I know you've did a lot of classified work. That's confirmed. They've looked into you.
[2:13:14.000 --> 2:13:16.000]  That's why you know what you're looking for.
[2:13:16.000 --> 2:13:24.000]  And I know I'm told law enforcement gave this to you because they were giving you a tip. Was this scary as hell when you open that up and you knew what you were looking at?
[2:13:24.000 --> 2:13:35.000]  Well, I already knew what the equipment was. Alex had part of the equipment thrown at me by a lightened engineer.
[2:13:35.000 --> 2:13:43.000]  When I challenged him about the equipment that had been fitted where we had children bleeding from the nose, I had a number of neighbors that started bleeding.
[2:13:43.000 --> 2:13:54.000]  I'd measured the radiation levels in people's bedrooms at 1700, 2000 millivolts. The law states the maximum should be 200 millivolts. So there was significantly higher than that.
[2:13:54.000 --> 2:14:04.000]  And obviously I challenged one of the lightened guys. Unfortunately for the council, a lot of those lightened columns then started to be destroyed locally, especially where I lived.
[2:14:04.000 --> 2:14:14.000]  They did try to clear me, but I can tell you it was definitely somebody else. And what actually happened, they had to come and repair them. They came to repair them with police escorts.
[2:14:14.000 --> 2:14:18.000]  So they came with police escorts to figure out what that is.
[2:14:18.000 --> 2:14:35.000]  Well, certainly a target-acquiring weapon system. This is not. These LED arrays are all part of a weapon. The LED itself is a classified weapon system. And what I mean by that, people want to go, well, you know, you've seen it's a weapon.
[2:14:35.000 --> 2:14:41.000]  Well, I'm going to explain what the weapon is. The weapon is a thing that causes bodily harm. I'm a weapon systems expert.
[2:14:41.000 --> 2:14:54.000]  If you give a joiner a two before piece of timber, you think it's a, you think you make a check for some other piece of furniture. If you give me a bit of two before, I'll see a club. I automatically look at things.
[2:14:54.000 --> 2:15:04.000]  No, I understand. Covert weapons, silent weapons, quiet wars. I mean, I have to tell you, this is all the wonder kid project. My dad wasn't that special. He did it for hundreds of thousands of people who got different funding projects.
[2:15:04.000 --> 2:15:17.000]  But he won the project. So one of the big steel companies gave him, in an 18-wheeler that showed up, a ruby laser, a large one. And he was supposed to build a particle beam with it.
[2:15:17.000 --> 2:15:27.000]  And he did that fried a bunch of stuff and almost blinded himself with it. And then he got recruited into some other projects after that. But he was 15 when he made that particle beam.
[2:15:27.000 --> 2:15:37.000]  And I think that's what you're getting at is this is the type of particle beam. Let's talk about that with this engineer on the other side. And we will get Ian Ferguson's take on this as well.
[2:15:37.000 --> 2:15:59.000]  Let's talk about the real estate weathers. This is really, really important. And this is real. And this is happening, ladies and gentlemen.
[2:15:59.000 --> 2:16:08.000]  No, enjoy a 27% annualized payment each month without the ups and downs of Bitcoin.
[2:16:08.000 --> 2:16:30.000]  Blockchain data centers offer an equipment leasing program in the explosive digital asset marketplace inspired by entrepreneurs who sold picks and shovels during the Gold Rush. The money is in the mining equipment used to manufacture dozens of critical digital assets.
[2:16:30.000 --> 2:16:45.000]  This is your bank account each month. Don't miss this one. Stake your claim today. Call 800-600-3388. That's 800-600-3388. These valuable lease contracts won't last long. Call now 800-600-3388.
[2:16:45.000 --> 2:16:53.000]  800-600-3388. Equipment offer poses a financial risk to owners consult with financial professionals before purchasing not an offer to buy or sell a security which requires an offering document.
[2:16:53.000 --> 2:17:04.000]  Fellow Patriots, my name is Todd Savage, founder of BlackRifleRealEstate.com. Like you, I was a prisoner of the out-left sanctuary state until one day I chose to leave my family to freedom.
[2:17:04.000 --> 2:17:12.000]  Today we live on a sustainable 20-acre homestead where we shoot, hunt, garden, and homeschool our children without the tyranny of the nanny state looking over us.
[2:17:12.000 --> 2:17:23.000]  If you're ready to flee the city to the freedom of Idaho or Montana, our BlackRifle Real Estate team is here to help. Go to BlackRifleRealEstate.com. That's BlackRifleRealEstate.com.
[2:17:42.000 --> 2:17:53.000]  A new frontier in archery and truly modern twist on this primitive survival tool. Feel the thrill only at slingbow.com.
[2:18:13.000 --> 2:18:25.000]  And it explains that the hormone called FGF21, pro-longgevity, heals the entire body and actually reverses aging but is only made in the lower intestine.
[2:18:25.000 --> 2:18:32.000]  Oh, and what does it say? It's fiber from a spectrum of certain types of berries that grows this. And yes, this is a plug.
[2:18:32.000 --> 2:18:42.000]  Gut fusion. And what do we have in this? High auric berry blend, strawberry, blueberry, blackberry, cranberry, escoblio, grape, and pomegranate.
[2:18:42.000 --> 2:18:52.000]  It's the pulp from them that then grows this. Gut fusion for children, for young people, for old people, for everybody. This is fiber and glutamine. You're not going to find a better formula.
[2:18:52.000 --> 2:19:02.000]  Gut fusion, it's amazing. Importor.com. The globalists know that I will never willingly give up. I've said it many times, I will never give in.
[2:19:02.000 --> 2:19:15.000]  I will never give up, but I could give out. And it's very, very frustrating to see them committing all their crimes against humanity, to see evil running rampant like this,
[2:19:15.000 --> 2:19:24.000]  and to know that most Americans have already been silenced in cyberspace, that most Americans have already been shadow banned by big tech.
[2:19:24.000 --> 2:19:36.000]  And to know that most Americans feel powerless and don't realize how much power they have by spreading the word about newswords.com, infowords.com, and band.video.
[2:19:36.000 --> 2:19:46.000]  And that people are hungry for the truth now more than ever. And that if you tell people, hey, the banned truth they don't want you to have is at infowords.com.
[2:19:46.000 --> 2:20:06.000]  So take heart, folks, they've had to censor everybody to show everybody down, because the truth is powerful and they can't beat us fair and square.
[2:20:17.000 --> 2:20:30.000]  They have sexual rituals, some of the most ancient Egyptian rituals, where they believe they are possessed by entities, basically space aliens.
[2:20:30.000 --> 2:20:40.000]  This is war. You bet it's war. As the American people against you, you're the threat to America. You are who we're at war with.
[2:20:40.000 --> 2:20:51.000]  What do I do more? Destroy the child. What do I do more? Corrupt them all.
[2:20:51.000 --> 2:20:55.000]  A secretariat state that has gained sex.
[2:20:55.000 --> 2:21:01.000]  Alright, we're playing some Wildcubs today. You know, no matter how crazy this all sounds, that's skull and bones.
[2:21:01.000 --> 2:21:04.000]  And all this comes with what they're really doing.
[2:21:04.000 --> 2:21:17.000]  Alright, Ian Ferguson. I want him to be able to pop in here too. Mike Adams is coming up, bottom of the hour. He's an engineer. Mark Steele works in classified areas with weaponized beams, microwaves, radiation, particle beams, all this stuff.
[2:21:17.000 --> 2:21:22.000]  Save us now.org.uk. His audio is a little hammered. We'll see if we were able to fix that during the break.
[2:21:22.000 --> 2:21:30.000]  But bottom line, as you're pointing out under UK laws and others, this is way more powerful than it's supposed to be.
[2:21:30.000 --> 2:21:35.000]  There's equipment built into this that isn't supposed to be there, and only an engineer can see this.
[2:21:35.000 --> 2:21:43.000]  This has been going on for a long time. Again, I was told in 1996 that, look at the Telecommunications Act, these engineers said, they've passed it.
[2:21:43.000 --> 2:21:51.000]  By 2000, all cell phones will be GPS targeted, and they'll all be able to be remotely accessed and listened to you, and they'll be called smartphones.
[2:21:51.000 --> 2:21:57.000]  And I was saying all this because engineers were telling me, well, now it's all ubiquitous. I'm telling people something they already know. The sky's blue.
[2:21:57.000 --> 2:22:04.000]  But you're laying out the next wave of this. Is that fair to say, Mark Steele?
[2:22:04.000 --> 2:22:12.000]  Absolutely. The whole deployment is a weapon system. The whole 5G is a weapon system. I can explain that.
[2:22:12.000 --> 2:22:18.000]  5G antenna, one of the technical parameters is actually the focus of energy in air.
[2:22:18.000 --> 2:22:28.000]  So, where a telecommunications transmitter radiates air away from the antenna, it's called inverse square law.
[2:22:28.000 --> 2:22:37.000]  A 5G antenna using either offset or dielectric lens actually focus the signal, so a little bit more like a laser.
[2:22:37.000 --> 2:22:42.000]  So, it's a totally opposite to a normal telecommunications.
[2:22:42.000 --> 2:22:53.000]  And that's why it does burst. Explain that. So, I was right, look at this. They're all thinking it's low power because what's coming off the surface is low power, but it's being focused like a particle beam is what you're saying?
[2:22:53.000 --> 2:23:03.000]  You can focus it very much. The best way to explain it's like layman's terms. However, this beam actually skitters. It's theoretical because nobody can see them.
[2:23:03.000 --> 2:23:12.000]  So, it's a theoretical beam and it skits as a bit like lightning. If you could see a lightning strike, obviously you can't focus it.
[2:23:12.000 --> 2:23:20.000]  Oh, but if I can't see it, it doesn't exist. You know, like the other dimensions and our little friends. But of course, it is scientific. It is there. It does exist.
[2:23:20.000 --> 2:23:27.000]  Absolutely. Well, they've been used as weapon systems for a number of years. The first weapon system was called Mammet.
[2:23:27.000 --> 2:23:38.000]  It was actually the Germans used it during the Second World War. It was a radar, a target-acquiring piece of equipment to identify Allied aircraft.
[2:23:38.000 --> 2:23:47.000]  A number of Allied aircraft crews suffered significant detrimental health effects. Burning their eyes, causing significant harm.
[2:23:47.000 --> 2:24:05.000]  That was hidden. That was the hidden history of, obviously, during the war, a lot of the stuff's classified. So, that was hidden information, but it showed that the Germans were well ahead with being able to use offset, fierce signals to punch out what's called a beam wave
[2:24:05.000 --> 2:24:19.000]  and actually use it as radar. But those beam waves, pointed beam waves, are extremely toxic. One of the reasons why a lot of servicemen coming back from battle zones suffer in PTSD,
[2:24:19.000 --> 2:24:28.000]  they've actually got a brain injury. Nobody's telling them they've been probably near some weapons platform that used these offset signals for radar,
[2:24:28.000 --> 2:24:38.000]  battlefield interrogation. They've been somewhere near it, and because it travels with ease through the head and the rest of the body, because these are sub-gigahertz,
[2:24:38.000 --> 2:24:46.000]  one of the things I wanted to spell in relation to 5G, everybody talks about the 30 gigahertz to the 300.
[2:24:46.000 --> 2:24:56.000]  5G currently is operating in the sub-gigahertz range. It is more dangerous. It's a significantly more dangerous part of the spectrum than some of the higher frequencies.
[2:24:56.000 --> 2:25:07.000]  The higher frequencies don't travel very well through great work with concrete sub-gigahertz, travel through it with ease, and that's the reason it's 3D, 3rd, and radar.
[2:25:07.000 --> 2:25:09.000]  That's why it operates in the sub-gigahertz.
[2:25:09.000 --> 2:25:17.000]  And now, and you're showing your torpedo submarine knowledge there, exactly, because, I mean, I'm correct if I'm wrong, it's just like through water or just like through rock,
[2:25:17.000 --> 2:25:26.000]  it's the same thing that it's a solid field instead of a long wave, so it pushes through the rock or through the water or through the structure.
[2:25:26.000 --> 2:25:30.000]  So they're saying it's weak, but you're saying it has even greater penetration power.
[2:25:30.000 --> 2:25:36.000]  Absolutely. Sub-gigahertz, I'm trying to prove, 30-foot reinforced concrete, and that's why they're using it.
[2:25:36.000 --> 2:25:50.000]  The antennas, like you saw, the ones that broke down have got a footprint 15 kilometres in the urban environment. We have 31,875 of those transmitters in a very, very small area,
[2:25:50.000 --> 2:25:59.000]  place called Gated. Gated was the test centre, the Yeti centre, and it's not called Gated, it's an original name Gated.
[2:25:59.000 --> 2:26:06.000]  I'd suggest people have a look at it. It actually has the Angel of the North. The Angel of the North is Molok.
[2:26:06.000 --> 2:26:18.000]  It's not being tested in Gated for any other reason. It's passed some links to some devilish plot, some devilish scheme.
[2:26:18.000 --> 2:26:25.000]  I mean, I know we're talking about God and the Devil, but believe us, I'm pretty sure the reason why I am here is to fight against this,
[2:26:25.000 --> 2:26:34.000]  because, unfortunately, for Gated Council, that emblem is the goat head, another satanic sign.
[2:26:34.000 --> 2:26:42.000]  Well, unfortunately, I live in Gated, and I am an expert in this particular field, and I've deployed the equipment on my countrymen, women, and children.
[2:26:42.000 --> 2:26:49.000]  Let's explain. It's being tested. The town will pull it up when we come back. I want to get the take here from Ian Ferguson.
[2:26:49.000 --> 2:26:54.000]  Really scary hearing this information. What's your view on this?
[2:26:54.000 --> 2:27:03.000]  Actually, Mark was the one that clued me in on sub gigahertz in the beginning, and I should have picked it up in my own training.
[2:27:03.000 --> 2:27:10.000]  The sub gigahertz frequency is 600, 700, 850. These are ground-following waves.
[2:27:10.000 --> 2:27:25.000]  Well, at the advent of 3G, when we were able to receive data packets, the sub gigahertz frequencies allow the wireless internet service providers to triangulate your geolocation.
[2:27:25.000 --> 2:27:35.000]  They really do rate our map their environment. If you can receive a data packet, if you can receive a text, they know where you are down to within like three feet.
[2:27:35.000 --> 2:27:45.000]  If you're in the middle of downtown, 40 stories up in somebody's office in the middle of a building, they can literally bounce your data packets off of other buildings to get them to you.
[2:27:45.000 --> 2:27:53.000]  And that's where the sub gigahertz frequencies gives them their rate our mapping capabilities. They know what's moving on the ground.
[2:27:53.000 --> 2:28:00.000]  With the advent of 5G, it becomes much more invasive than that. They'll know when you move your couch around inside your house.
[2:28:00.000 --> 2:28:09.000]  Now, we know from Snowden and the WikiLeaks Vault 7 stuff that they've got access to all of the operating systems as is.
[2:28:09.000 --> 2:28:16.000]  Your Android, your iOS, Windows, all of it. The government's already got listening capabilities.
[2:28:16.000 --> 2:28:23.000]  Well, remember the Batman movie 10 years ago or longer, which one where they activate everybody's cell phones to create sonar?
[2:28:23.000 --> 2:28:25.000]  Well, that's actually real. They actually do that.
[2:28:25.000 --> 2:28:36.000]  Yeah, that's not far off from reality, especially with the advent of 5G. It's going to give them just a godlike surveillance capability over everyone.
[2:28:36.000 --> 2:28:43.000]  Well, I was told this by two different engineers and one of them son approached me later and said, you know, my dad held some of the patents.
[2:28:43.000 --> 2:28:48.000]  He was killed after he gave me that info. I mean, that's how scary all this is. They were telling me all this stuff way back then.
[2:28:48.000 --> 2:28:55.000]  I was like, what are you talking about? It's crazy.
[2:29:19.000 --> 2:29:23.000]  And not just one, but all your devices with one out of the box setup.
[2:29:23.000 --> 2:29:32.000]  Plus, Flash Routers also enhances your wireless network performance and unlocks powerful router management tools to let you take total control of your network.
[2:29:32.000 --> 2:29:42.000]  Call or click Flash Routers today at 1-866-509-5817 or FLA-SHR-OUT-ERS.com.
[2:29:42.000 --> 2:29:51.000]  That's 1-866-509-5817 or Flash Routers.com. Protect your wireless home network today with Flash Routers.
[2:30:13.000 --> 2:30:20.000]  These are both excellent toothpaste concentrates that don't have fillers. People love it.
[2:30:20.000 --> 2:30:29.000]  This is a whitening toothpaste that also has the above sea coral calcium that also cleans, but also re-mineralizes the teeth.
[2:30:29.000 --> 2:30:37.000]  Then it has the patented silver salt, silver in it to knock out the bacteria that causes ginsivitis. This is all proven. You can make claims with this.
[2:30:37.000 --> 2:30:48.000]  But I have to tell you, no one has a toothpaste this good for knocking out the bacteria, the viruses, and cleaning the teeth in a healthy way that doesn't strip away the enamel.
[2:30:48.000 --> 2:30:55.000]  So we're really proud of it. It funds the operation in FullWareStore.com. And that's why we're still on air. Thanks to you.
[2:30:55.000 --> 2:31:09.000]  A question was once posed to Thomas Jefferson. What is the level of tyranny that a tyrant will take humanity to? How far will they go? What's their limit?
[2:31:09.000 --> 2:31:22.000]  And he said it is the limit to which other men and women will submit. The answer is there is no limit to evil. It is a bottomless pit.
[2:31:22.000 --> 2:31:31.000]  We've been taught in modern culture and society that evil doesn't exist. Or that there's no free will. There's no devil or the God.
[2:31:31.000 --> 2:31:41.000]  But those very same people have all these rules for us about speech and how we can dress and where we can live and what our houses can be like.
[2:31:41.000 --> 2:31:47.000]  They just don't want us to have any values so they can run over us. Oxford's banned clapping.
[2:31:47.000 --> 2:31:55.000]  University of the U.S. has banned 21 gun salutes for veterans. These people are dangerous cult leaders and it's time to reject them.
[2:31:55.000 --> 2:32:06.000]  There's a famous quote by Marine Corps General in the Korean War when 3 million Chai comms had flooded across the border and surrounded the Marines.
[2:32:06.000 --> 2:32:15.000]  More than 50 to 1 some estimates have it. But the point is they were outnumbered and the General was told General were completely surrounded.
[2:32:15.000 --> 2:32:26.000]  And he said good we can attack in all directions. Well that's the point that Info Wars has reached. And it really is epic. It really is biblical.
[2:32:26.000 --> 2:32:36.000]  And we wouldn't have gone this far without all your support. But it's going to become more critical than ever as the censorship becomes complete.
[2:32:36.000 --> 2:32:48.000]  And it's not just Americans but folks all over the world are completely silenced when it comes to speaking the name of a CIA fake whistleblower or exposing a pedophile or speaking out against dangerous vaccines.
[2:32:48.000 --> 2:33:09.000]  Because by Info Wars having its own platform that check makes the globalist. You're listening to the Alex Jones show.
[2:33:09.000 --> 2:33:34.000]  From the front lines of the information war. It's Alex Jones.
[2:33:34.000 --> 2:33:42.000]  And why do you get sunglasses to protect your eyes from solar radiation so you don't get cataracts?
[2:33:42.000 --> 2:33:46.000]  But what have they told you? Oh the sun can't hurt you.
[2:33:46.000 --> 2:33:53.000]  So just go out and lay out in the middle of the summer in August for 10 hours and you'll die.
[2:33:53.000 --> 2:34:00.000]  It's a conspiracy theory that the sun can burn your skin. There's all sorts of radiation in this universe. We're talking about it right now.
[2:34:00.000 --> 2:34:08.000]  It's a very serious issue because major governments are banning 5G. I'm going to go to Mike Adams and bring this back to our other two guests and really quantify where this is going in a moment.
[2:34:08.000 --> 2:34:14.000]  But first I talk about how one of the biggest problems around here is the fact that I don't plug every segment.
[2:34:14.000 --> 2:34:21.000]  Most talk show hosts say hey this hour brought to you by this segment brought to you by and they just move on. I tend to plug about once an hour.
[2:34:21.000 --> 2:34:30.000]  And we're under globalist attack. They're trying to censors. They're trying to shut us down. I went out to the Apple facility yesterday and I left a spitting in my face saying we're going to shut you down.
[2:34:30.000 --> 2:34:34.000]  We're going to take you off air. We're suing you. We're going to get rid of you.
[2:34:34.000 --> 2:34:43.000]  I'd process server trying to get to me just now. I told them hey call my lawyer. I'm sure some new lawsuit because they're mad that we've knocked out most of them.
[2:34:43.000 --> 2:34:51.000]  We need to stay on here. And we're also doing a lot of things behind the scenes. We're going to stay on the air one way or another but we need funding.
[2:34:51.000 --> 2:34:55.000]  And I make it very easy to fund this because we got products you need.
[2:34:55.000 --> 2:35:09.000]  DNA Force Plus is great CoQ10, PQQ and a bunch of other known organic compounds that boost the cleanup of your cells that make the telomeres last longer that are known to even in heart damage heal the muscle.
[2:35:09.000 --> 2:35:17.000]  I mean these are studies. DNA Force Plus find out why it's so amazing 50% off store ad free shipping double patriot points.
[2:35:17.000 --> 2:35:22.000]  And there's a lot of other deals. We have our Black Friday sales going right now. And this is how we fund ourselves.
[2:35:22.000 --> 2:35:27.000]  We're basically in sales all the time because people expect but we have to sell a lot more to be able to fund ourselves.
[2:35:27.000 --> 2:35:44.000]  Also we have the new fluoride free whitening toothpaste that is the only one out there with the patented silver salt solution. It also has the above ground coral calcium to re mineralize the teeth and so much more really proud of super silver toothpaste.
[2:35:44.000 --> 2:35:51.000]  We're very proud of super blue. It has the iodine. That's why it turns blue. It's white when it comes out. It turns blue because it has real iodine in it.
[2:35:51.000 --> 2:35:58.000]  And it's fluoride free as well. It's not meant to compete with each other. It's just the silver salt's patented so it costs us a lot more so that costs more than the other toothpaste.
[2:35:58.000 --> 2:36:04.000]  We have it in children's as well. 24store.com is your things you need. If you just sign up for auto shipping there's a 10% off on that order.
[2:36:04.000 --> 2:36:11.000]  And they cancel any time for free but you want to order every month, every three months you can just click the box so you don't forget to get it.
[2:36:11.000 --> 2:36:19.000]  You support us. You get a great product. And then we absolutely frustrate the globalist and stand in the way of all of their horrible aims and behaviors.
[2:36:19.000 --> 2:36:25.000]  So you've held us up this long. We just ask you to pray for us and spread the word about the broadcast and also get the great products.
[2:36:25.000 --> 2:36:37.000]  So Mike Adams, we're covering some pretty powerful stuff with this major activist whistleblower Mark Steele, very accredited fellow, worked in the weaponized systems and he recognizes it out now in the town where he lives in England.
[2:36:37.000 --> 2:36:48.000]  And we've got also Ian Ferguson who puts in the 5G, who's a well known individual, quantifying 5G and then the fight against it.
[2:36:48.000 --> 2:36:59.000]  And the fact that some countries have banned it, in fact the inventor of it has banned it. And what it really is, Mike, is you're always good for the 35,000 foot view and the zooming in view as well.
[2:36:59.000 --> 2:37:12.000]  I've been listening with fascination. What I want to bring to your attention is that these radiological weapons, you might say, or radio electromagnetic weapons, they have neuropsychiatric effects, Alex.
[2:37:12.000 --> 2:37:19.000]  So we're talking about in this study published in Environmental Research, Wi-Fi is an important threat to human health.
[2:37:19.000 --> 2:37:31.000]  This study specifically cites 35 different neurological and neuropsychiatric effects, which means these are mind altering weapon arrays that are installed in your neighborhood.
[2:37:31.000 --> 2:37:45.000]  They catalog 17 psychological disorders for behavioral changes. So these systems, when they point at you and remember their directional phased array antennas, they can single you out for behavioral changes.
[2:37:45.000 --> 2:37:51.000]  They can literally change your personality in a sense by beaming you with these weapons and they know where you are.
[2:37:51.000 --> 2:37:56.000]  So it's literally directed energy weapons, the equivalent of modern shock therapy.
[2:37:56.000 --> 2:38:01.000]  Yeah, well, exactly, except it's invisible, but you're telling them where you are by carrying your device around.
[2:38:01.000 --> 2:38:12.000]  So you're giving them a target of where to beam the phased array antennas, and then they can decide how much power to put into that signal, how tight the beam is or how wide the beam is.
[2:38:12.000 --> 2:38:18.000]  They can decide how many antennas to beam you with simultaneously if they really want to fry your brain.
[2:38:18.000 --> 2:38:32.000]  We're talking about chromosomal aberrations, DNA damage, cancer, endocrine system changes, autonomic nervous system effects, as well as the production of what's called peroxy nitrites.
[2:38:32.000 --> 2:38:46.000]  These are molecules that poison your body from the inside, and the cell membranes, as one of your guests mentioned before, the cell membranes become more permeable due to what's called voltage-gated ion channels.
[2:38:46.000 --> 2:38:59.000]  When the voltage penetrates the skin, it changes the permeability of your cell structure, causing calcium poisoning to penetrate your cells, and you get poisoned with calcium, which is a beneficial mineral when it's in the right balance.
[2:38:59.000 --> 2:39:02.000]  But if you get too much in your cells, it poisons you from the inside.
[2:39:02.000 --> 2:39:09.000]  So Alex, this is a weapon system. It kills you from the inside, and it alters your mind and it alters your personality.
[2:39:09.000 --> 2:39:19.000]  And that's not counting the cell phones and the screens and the flicker rates and the destruction of IQ, the early onset of neurological disorders associated with TV major studies.
[2:39:19.000 --> 2:39:30.000]  I mean, all of this is killing us in short. Ian Ferguson, this is powerful stuff from your position as a guy that installs this stuff. What are you thinking right now?
[2:39:30.000 --> 2:39:40.000]  Well, I'm thinking that every long-term tower climber I've ever met suffers from irritability, depression, anger, fatigue at some point.
[2:39:40.000 --> 2:39:49.000]  And we've all talked to amongst ourselves about it being problematic in the industry, and he laid it out for you right there.
[2:39:49.000 --> 2:40:02.000]  There are behavioral changes just for tower climbers. We get pissed, we get depressed, we get upset, and there's really no explanation for it other than what he just said right there.
[2:40:02.000 --> 2:40:06.000]  It's us interacting with the electromagnetic fields.
[2:40:06.000 --> 2:40:13.000]  Well, they're telling you in movies like The Kingsman and all this where the bad guy threw the cell phone, sends out the phased array to make people violent.
[2:40:13.000 --> 2:40:19.000]  And then all the studies are showing that that's what all of this is doing. I want to go back to Mike Adams on this.
[2:40:19.000 --> 2:40:28.000]  But Mark Steele, as an engineer that's actually designed this in classified areas that you now see popping up in the town where you live, how do we stop this?
[2:40:28.000 --> 2:40:32.000]  And who's behind it? And what's the in-game?
[2:40:32.000 --> 2:40:43.000]  The in-game is full biological destruction. Every biological cell on the planet will be destroyed by 5G. I know that sounds unbelievable.
[2:40:43.000 --> 2:40:50.000]  I know the capacity and I've seen these weapons systems deployed, so consequently I know exactly how dangerous they are.
[2:40:50.000 --> 2:41:01.000]  The equipment, the LEDs, people have to be mindful the LED is part of the 5G weapons deployment. It's called soft kill.
[2:41:01.000 --> 2:41:09.000]  The pulse modulation, the dangers of LED that extremely toxic, they're written on and written as self-toxic.
[2:41:09.000 --> 2:41:18.000]  But where the 5G, the sub gigahertz, you can't get away from it, where at least you can hide in your building from the LED streetlights, which are toxic.
[2:41:18.000 --> 2:41:25.000]  What you can't hide from is that 5G sub gigahertz because it can find you, it can target the query.
[2:41:25.000 --> 2:41:36.000]  As Mike said before, very interesting points, but they can actually see you because of the nanoparticulates, the aluminium nanoparticulates that actually empty your body.
[2:41:36.000 --> 2:41:44.000]  I can actually see you in your home, so I can 3D map you once I actually understand what your characteristics are.
[2:41:44.000 --> 2:41:52.000]  You'll see here on this video where the light has been increased, this is in an Asian country, that's part of a weapons programme.
[2:41:52.000 --> 2:41:56.000]  It's called the UN Brazilian Cities Agenda Plan.
[2:41:56.000 --> 2:42:00.000]  We've got to get you back on, because I know you're a great engineer, I'd like to send you an external mic.
[2:42:00.000 --> 2:42:03.000]  There's a lot of noise in your laboratory, I can hear a lot of whizzing and buzzing.
[2:42:03.000 --> 2:42:15.000]  But you're absolutely right, and these smart cities are literal grids of control, and they're just rolling it in, whereas we slowly cook like the frog literally in the pot being boiled by the heat, we just roll over and die.
[2:42:15.000 --> 2:42:22.000]  Mike Adams will give us a take on that, Mark Steele, of course Ian Ferguson, ladies and gentlemen, we're not being alarmist.
[2:42:22.000 --> 2:42:30.000]  I have a huge stack of your radio lists, you can't see it here, I have like three stacks of just mainline studies, mainline announcements, and then we've got 6G, what the hell's that?
[2:42:30.000 --> 2:42:40.000]  Let's ask that question of our two engineers, then we've got one of our installers, they're on the ground level, hitting it from every angle, from the classified weapons level,
[2:42:40.000 --> 2:42:47.000]  to the engineer, journalist exposing it all to one of the men putting it on the ground.
[2:42:47.000 --> 2:42:54.000]  We've got it all covered, I'm Alex Jones, and this is the Info War.
[2:42:54.000 --> 2:43:05.000]  The globalists know that I will never willingly give up, I've said it many times, I will never give in, I will never give up, but I could give out.
[2:43:05.000 --> 2:43:14.000]  And it's very, very frustrating to see them committing all their crimes against humanity, to see evil running rampant like this,
[2:43:14.000 --> 2:43:23.000]  and to know that most Americans have already been silenced in cyberspace, that most Americans have already been shadow banned by big tech.
[2:43:23.000 --> 2:43:35.000]  And to know that most Americans feel powerless and don't realize how much power they have by spreading the word about newswars.com, infowars.com, and band.video,
[2:43:35.000 --> 2:43:42.000]  and that people are hungry for the truth now more than ever, and that if you tell people, hey, the banned truth they don't want you to have,
