[00:00.000 --> 00:10.000]  Defending the Republic from enemies, foreign and domestic, it's Alex Jones.
[01:01:05.000 --> 01:01:09.000]  Also missing was what it feels like to be on the receiving end of that.
[01:01:09.000 --> 01:01:13.000]  We have someone, Joe Mendes, who had this happen to him in California
[01:01:13.000 --> 01:01:17.000]  and he gives a perspective of what it feels like to have your constitutional rights violated.
[01:01:17.000 --> 01:01:26.000]  Immediately, I got two M16 machine gun rifles within five inches from my face on both sides.
[01:01:26.000 --> 01:01:32.000]  One cop came up with his gun in my face and the other one proceeded to put my hands behind my back,
[01:01:32.000 --> 01:01:45.000]  conducted a raid on my house and placed me under arrest for the sole purpose of owning and possessing assault rifles,
[01:01:45.000 --> 01:01:47.000]  which were legal to own.
[01:01:47.000 --> 01:01:55.000]  They illegally came about 14 agents deep and they lured me out of my house.
[01:01:55.000 --> 01:01:59.000]  They concocted a story and they told my wife in the morning when she woke up,
[01:01:59.000 --> 01:02:03.000]  a phony CHP car shows up and tells my wife,
[01:02:03.000 --> 01:02:08.000]  hey, your car was involved in a hit and run last night. We're taking a report.
[01:02:08.000 --> 01:02:12.000]  And who are these people that NPR is so excited about having their guns confiscated?
[01:02:12.000 --> 01:02:17.000]  His team will visit the homes of 11 people who are considered armed and prohibited persons,
[01:02:17.000 --> 01:02:19.000]  people on the so-called absolutes.
[01:02:19.000 --> 01:02:23.000]  They are all people who at one time purchased firearms legally.
[01:02:23.000 --> 01:02:30.000]  Armed and prohibited persons, armed and prohibited persons, APPs, they've even got an acronym for it.
[01:02:30.000 --> 01:02:40.000]  These assault rifles were purchased in the 1980s and they are fabricated from 1984 and late 1960s to 70s.
[01:02:40.000 --> 01:02:45.000]  These are people who had purchased firearms legally, but now California has decided that they've lost a right to own a gun.
[01:02:45.000 --> 01:02:48.000]  Well, what does it take to lose your right in California?
[01:02:48.000 --> 01:02:49.000]  A felony conviction.
[01:02:49.000 --> 01:02:54.000]  Well, there's a lot of felonies on the books. Even things like releasing balloons on a beach can be a felony.
[01:02:54.000 --> 01:02:59.000]  You could have a complaint and a domestic dispute or even a minor misdemeanor conviction.
[01:02:59.000 --> 01:03:04.000]  Well, to paraphrase Pastor Martin Nimler, first they came for the people with nonviolent felony convictions,
[01:03:04.000 --> 01:03:07.000]  then they came for the people with misdemeanor convictions.
[01:03:07.000 --> 01:03:12.000]  NPR is proud of the fact that California is cross-checking what they call, quote,
[01:03:12.000 --> 01:03:15.000]  an extensive, constantly updated database.
[01:03:15.000 --> 01:03:19.000]  The NRA initially supported this law, but now even they are opposing it.
[01:03:19.000 --> 01:03:23.000]  For instance, if you were in a fight and you admit to being in the fight,
[01:03:23.000 --> 01:03:28.000]  you can lose your right to own guns and find yourself being SWAT-teamed to confiscate your guns.
[01:03:28.000 --> 01:03:31.000]  And what does this tell us about the government's priorities?
[01:03:31.000 --> 01:03:37.000]  A couple of months before, there was a guy who was renting here, who we couldn't get rid of.
[01:03:37.000 --> 01:03:44.000]  He was cooking meth, actually cooking drugs, illegal drugs, in his apartment here.
[01:03:44.000 --> 01:03:48.000]  We called the Citrus Heights Police Department and the police said,
[01:03:48.000 --> 01:03:53.000]  even if he had all of the drugs laid out on the table and we caught him doing it,
[01:03:53.000 --> 01:03:59.000]  there we couldn't do anything about it because there's no budget to press arrests on drugs.
[01:03:59.000 --> 01:04:02.000]  Governor Jerry Brown is expanding this program.
[01:04:02.000 --> 01:04:07.000]  Hiring 36 agents at a cost of $24 million, that's about $670,000 per agent.
[01:04:07.000 --> 01:04:11.000]  Why does the government ignore crime and attack peaceful gun owners?
[01:04:11.000 --> 01:04:14.000]  Could that money be better spent on stopping violent crime?
[01:04:14.000 --> 01:04:20.000]  But NPR tells us it's tedious, expensive and time-consuming work for dozens of armed agents
[01:04:20.000 --> 01:04:23.000]  to ambush gun owners one by one.
[01:04:23.000 --> 01:04:26.000]  This is where gun registration leads to gun confiscation.
[01:04:26.000 --> 01:04:29.000]  The point of gun registration is gun confiscation.
[01:04:29.000 --> 01:04:35.000]  They believe that they are the only ones that should possess firearms.
[01:04:35.000 --> 01:04:37.000]  Owning a gun is not a crime.
[01:04:37.000 --> 01:04:41.000]  Criminals are those who violate the Constitution and their oath of office
[01:04:41.000 --> 01:04:43.000]  to confiscate the guns of peaceful gun owners.
[01:04:43.000 --> 01:04:48.000]  You too must abide by the law and you haven't been abiding by the law in a long time.
[01:04:48.000 --> 01:05:11.000]  For NPR, I'm David Knight.
[01:05:18.000 --> 01:05:43.000]  I'm David Knight.
[01:05:43.000 --> 01:06:08.000]  I'm David Knight.
[01:06:08.000 --> 01:06:37.000]  I'm David Knight.
[01:06:37.000 --> 01:07:03.000]  The answer to 1984 is 1776.
[01:07:03.000 --> 01:07:09.000]  You're listening to the Alex Jones Show.
[01:07:09.000 --> 01:07:14.000]  All right, here in the second hour tonight, thank you so much for joining us.
[01:07:14.000 --> 01:07:19.000]  I'm going to shift gears into the attack on our basic liberties here in the Republic
[01:07:19.000 --> 01:07:24.000]  and how Homeland Security has been set up as a fifth branch of the military
[01:07:24.000 --> 01:07:29.000]  to get around the Constitution and possibly comment on us to basically absorb the old Republic.
[01:07:29.000 --> 01:07:37.000]  And DrudgeReport.com has a link to a story in the documents with judicial watch.
[01:07:37.000 --> 01:07:40.000]  This is public documents now. They sued to get them.
[01:07:40.000 --> 01:07:47.000]  Department of Defense teaches that anyone promoting states' rights or liberty is the enemy.
[01:07:47.000 --> 01:07:50.000]  And the troops are taught that they are the enemy.
[01:07:50.000 --> 01:07:57.000]  So we're going to be going over that report and reading some of those quotes coming up.
[01:07:57.000 --> 01:08:06.000]  I'm also going to get more into what a Syria open war could turn into with NATO and U.S. assets bombing
[01:08:06.000 --> 01:08:11.000]  the military facilities and front lines to allow al-Qaeda to fully take over the country
[01:08:11.000 --> 01:08:15.000]  when they're committing such massive atrocities that our media won't even cover
[01:08:15.000 --> 01:08:20.000]  and that they call protests or activism when they blow up a church or whatever.
[01:08:20.000 --> 01:08:25.000]  And the fact that our government and other governments have been caught staging stuff like this before.
[01:08:25.000 --> 01:08:29.000]  It's real death from nerve gas, but the very rebels have been caught staging it before.
[01:08:29.000 --> 01:08:34.000]  And that's not just me saying that. That's the U.N., that's NATO has been forced to admit it.
[01:08:34.000 --> 01:08:37.000]  But it's like, that's okay, rebels. You know, you tried.
[01:08:37.000 --> 01:08:41.000]  Yahoo had to admit it. Back in January they got caught staging an event.
[01:08:41.000 --> 01:08:45.000]  BBC's been caught showing fake photos of dead people.
[01:08:45.000 --> 01:08:51.000]  I believe they really killed people, but BBC's been caught showing fake photos from a different war.
[01:08:51.000 --> 01:08:56.000]  And that's in the one in Telegraph today. So we know there's a bunch of war propaganda going on here.
[01:08:56.000 --> 01:08:59.000]  We'd be insane not to ask questions.
[01:08:59.000 --> 01:09:04.000]  And I see a lot of sock puppet disinfo on infowars.com in the comments going,
[01:09:04.000 --> 01:09:07.000]  you traitor, how dare you say no one died? I never said that.
[01:09:07.000 --> 01:09:10.000]  You traitor, how dare you be for nerve-gassing children?
[01:09:10.000 --> 01:09:14.000]  Oh, like the babies thrown out of the incubators by Saddam. That wasn't true.
[01:09:14.000 --> 01:09:18.000]  That's now admitted to have been fake. To launch that whole war
[01:09:18.000 --> 01:09:21.000]  and all the horrible things that have happened out of it.
[01:09:21.000 --> 01:09:24.000]  I mean, this is getting ridiculous, ladies and gentlemen.
[01:09:24.000 --> 01:09:26.000]  So I'm going to talk more about that.
[01:09:26.000 --> 01:09:32.000]  And I've got some economic news and political news I want to get to as well.
[01:09:32.000 --> 01:09:37.000]  And at the bottom of the hour, we're going to premiere a report that John Bown did Friday
[01:09:37.000 --> 01:09:41.000]  that didn't air on the nightly news yet because he got back right before it went on the news.
[01:09:41.000 --> 01:09:50.000]  We're going to premiere a disgusting research piece we did.
[01:09:50.000 --> 01:09:53.000]  Mark Dice, who contributes to infowars.com, media commentator.
[01:09:53.000 --> 01:09:56.000]  He lives in LA, so he goes out to the beach.
[01:09:56.000 --> 01:09:59.000]  And we've been sent the unedited videos.
[01:09:59.000 --> 01:10:01.000]  I'm going to use clips of it in Obama Deception too.
[01:10:01.000 --> 01:10:04.000]  What you see is the people he talks to.
[01:10:04.000 --> 01:10:07.000]  He just edits out in between interviews.
[01:10:07.000 --> 01:10:12.000]  So if nine people say, yes, we should kill all old people for Obamacare,
[01:10:12.000 --> 01:10:14.000]  that's really the people that said that.
[01:10:14.000 --> 01:10:19.000]  Or if nine out of 10 people say we should arrest all gun owners and all Republicans and all veterans,
[01:10:19.000 --> 01:10:21.000]  that's actually what was...
[01:10:21.000 --> 01:10:25.000]  It's not like we're going out and trying to find idiots.
[01:10:25.000 --> 01:10:28.000]  We sent Leanne McAdoo out a few months ago.
[01:10:28.000 --> 01:10:37.000]  And she went downtown to the pedestrian bridge over the Colorado River.
[01:10:37.000 --> 01:10:40.000]  Lady Bird Lake or whatever it's named today.
[01:10:40.000 --> 01:10:42.000]  It's really the Colorado River.
[01:10:42.000 --> 01:10:44.000]  It's all the lies in the society.
[01:10:44.000 --> 01:10:47.000]  I mean, they might as well just call it the Candy Lake River or something.
[01:10:47.000 --> 01:10:50.000]  I mean, whatever they name it this month.
[01:10:50.000 --> 01:10:57.000]  And it was like 12 out of 13 people when we counted it up said, yes, ban water for Obama.
[01:10:57.000 --> 01:11:01.000]  If we said we want to ban the hydrogen monoxide for the earth,
[01:11:01.000 --> 01:11:05.000]  12 people signed it, including Guy's Bragan.
[01:11:05.000 --> 01:11:09.000]  Yeah, I got a chemistry degree from Cornell.
[01:11:09.000 --> 01:11:10.000]  I'm real smart.
[01:11:10.000 --> 01:11:12.000]  How you doing there, honey?
[01:11:12.000 --> 01:11:16.000]  I mean, it is amazing how dumb and unconscious the public is.
[01:11:16.000 --> 01:11:23.000]  We went out and almost everyone in Austin signed a petition to have all the guns taken.
[01:11:23.000 --> 01:11:27.000]  I mean, and folks, if you go to a Democratic trendy area,
[01:11:27.000 --> 01:11:30.000]  if we go to a conservative area like Dripping Springs,
[01:11:30.000 --> 01:11:34.000]  I want you to go do that and compare it because I know I live out there.
[01:11:34.000 --> 01:11:40.000]  Everyone, everyone will say never arrest whoever says that.
[01:11:40.000 --> 01:11:46.000]  You go to UT, you go to downtown Austin, you go to a trendy area soco with the Californians.
[01:11:46.000 --> 01:11:51.000]  Ladies and gentlemen, these are authoritarian like Stepford wife pod people or something.
[01:11:51.000 --> 01:11:56.000]  I mean, if you say it's for Obama, they will sign anything.
[01:11:56.000 --> 01:12:01.000]  Mark Dysos said, you know, we're going to kill babies after they're born for Obama.
[01:12:01.000 --> 01:12:03.000]  Boom, yes, sir, let me sign that.
[01:12:03.000 --> 01:12:06.000]  We're going to arrest tea partyers and put them in forced labor camps.
[01:12:06.000 --> 01:12:07.000]  Absolutely, they're bad.
[01:12:07.000 --> 01:12:08.000]  Let me sign that.
[01:12:08.000 --> 01:12:11.000]  I mean, these are a cult of sicko freaks.
[01:12:11.000 --> 01:12:13.000]  I mean, they are dangerous, folks.
[01:12:13.000 --> 01:12:14.000]  They are not liberals.
[01:12:14.000 --> 01:12:17.000]  Now, we're going to go to him here for a moment, come back to him in the next segment.
[01:12:17.000 --> 01:12:19.000]  I just want to tell you what's coming up.
[01:12:19.000 --> 01:12:23.000]  I would say what's coming up and just start reporting it all right there.
[01:12:23.000 --> 01:12:25.000]  That's my problem.
[01:12:25.000 --> 01:12:28.000]  Joe Mendez, we'll put the Bloomberg headline up from a few months ago.
[01:12:28.000 --> 01:12:32.000]  Gun confiscation begins in California.
[01:12:32.000 --> 01:12:36.000]  California seizes guns as owners lose right to keep their arms.
[01:12:36.000 --> 01:12:42.000]  And in the article, it admits that they don't tell you why they're there.
[01:12:42.000 --> 01:12:48.000]  They can just claim that when you were in the army, you collapsed once and they said it was PTSD or they can just say,
[01:12:48.000 --> 01:12:50.000]  oh, you had a misdemeanor now.
[01:12:50.000 --> 01:12:53.000]  Even though that's not law and they take them, but they won't tell you.
[01:12:53.000 --> 01:12:54.000]  And this is all over the country.
[01:12:54.000 --> 01:12:55.000]  This is happening.
[01:12:55.000 --> 01:12:58.000]  It's really bad in California with these federal grants.
[01:12:58.000 --> 01:13:01.000]  And so I want governors to know what you're facing now.
[01:13:01.000 --> 01:13:07.000]  Courts are now saying that when a divorce proceeding starts, they may make you turn your guns in just in case you might do something bad.
[01:13:07.000 --> 01:13:12.000]  It's kind of like one rodeo clown wears an Obama mask and runs from the bull.
[01:13:12.000 --> 01:13:13.000]  They say that's a threat on Obama.
[01:13:13.000 --> 01:13:14.000]  No, that's what rodeo clowns do.
[01:13:14.000 --> 01:13:16.000]  That's part of the act.
[01:13:16.000 --> 01:13:20.000]  And all of them in the state of Missouri have to take $300 to $1,000.
[01:13:20.000 --> 01:13:21.000]  It depends.
[01:13:21.000 --> 01:13:23.000]  Sensitivity training federally.
[01:13:23.000 --> 01:13:26.000]  So they're all guilty for something that isn't even illegal.
[01:13:26.000 --> 01:13:27.000]  The guy did.
[01:13:27.000 --> 01:13:28.000]  Same thing.
[01:13:28.000 --> 01:13:29.000]  Just up.
[01:13:29.000 --> 01:13:30.000]  We're just here.
[01:13:30.000 --> 01:13:31.000]  We're just a SWAT team.
[01:13:31.000 --> 01:13:32.000]  We're going to take your gun.
[01:13:32.000 --> 01:13:39.000]  And as of our video report we did last Thursday on this, he had not still found out about the August 7th raid.
[01:13:39.000 --> 01:13:42.000]  More than a week before why they raided him.
[01:13:42.000 --> 01:13:47.000]  The court won't tell him why they've got his guns, what he's charged with.
[01:13:47.000 --> 01:13:51.000]  Folks, this is the new 1984.
[01:13:51.000 --> 01:13:56.000]  So in a nutshell, Joe, tell folks what happened to you that we're going to come back and break down the whole story.
[01:13:56.000 --> 01:14:00.000]  Because you also say in the jail it was mainly other people like you.
[01:14:00.000 --> 01:14:02.000]  So this is a persecution.
[01:14:02.000 --> 01:14:06.000]  Like in Nazi Germany it was the Jews and the Gypsies and the Christians.
[01:14:06.000 --> 01:14:08.000]  Now it's gun owners.
[01:14:08.000 --> 01:14:12.000]  It's Joe Mendes today, it's Alex Jones tomorrow. Joe, thanks for joining us.
[01:14:12.000 --> 01:14:14.000]  You're welcome, Alex.
[01:14:14.000 --> 01:14:15.000]  Happy to be here.
[01:14:15.000 --> 01:14:29.000]  Yeah, on August 7th, between 1030 and 11, agents of the ATF, California Highway Patrol and members of the Sacramento Sheriff's Police Department conducted a raid on our house.
[01:14:29.000 --> 01:14:31.000]  I'm sure you guys saw the video.
[01:14:31.000 --> 01:14:44.000]  They told my wife that morning that our car had been involved in a hit-and-run crime the night before, which was very much a lie because I never go to sleep before 4.
[01:14:44.000 --> 01:14:48.000]  I do a lot of training and research and I also have a hobby that I do.
[01:14:48.000 --> 01:14:55.000]  I build World War II historical models and I train my body never to go to sleep before 4 or 5 in the morning.
[01:14:55.000 --> 01:15:00.000]  I sleep for a couple of hours, five hours, and then I get up and begin my day.
[01:15:00.000 --> 01:15:11.000]  She called me that morning and told me there's a police officer here who needs to take a statement from you because our car was involved in a hit-and-run last night.
[01:15:11.000 --> 01:15:13.000]  And I said, how can that be?
[01:15:13.000 --> 01:15:15.000]  When the car never moved, that's very strange.
[01:15:15.000 --> 01:15:18.000]  So they gave you a false report, which is our citizen did that.
[01:15:18.000 --> 01:15:19.000]  It's a felony.
[01:15:19.000 --> 01:15:21.000]  Yes, it was a false report.
[01:15:21.000 --> 01:15:24.000]  This whole thing started on a lie.
[01:15:24.000 --> 01:15:34.000]  I proceeded to come down from our condominium into the office where there was one, I could notice, was a CHP officer there on the radio.
[01:15:34.000 --> 01:15:36.000]  And he told me, hi, how are you?
[01:15:36.000 --> 01:15:38.000]  And he was all really nice and everything.
[01:15:38.000 --> 01:15:41.000]  And I said, so what's this all about?
[01:15:41.000 --> 01:15:48.000]  And he's like, yeah, last night your car was involved in a hit-and-run, but you have nothing to worry about because it was a black man, he said.
[01:15:48.000 --> 01:15:49.000]  And you're not black.
[01:15:49.000 --> 01:15:50.000]  All right, stay there.
[01:15:50.000 --> 01:15:51.000]  This gets only more bizarre.
[01:15:51.000 --> 01:15:52.000]  And we're going to come back.
[01:15:52.000 --> 01:15:53.000]  You've got video of it all.
[01:15:53.000 --> 01:15:54.000]  This is on record.
[01:15:54.000 --> 01:15:55.000]  Got nothing wrong.
[01:15:55.000 --> 01:15:56.000]  This happens to you.
[01:15:56.000 --> 01:15:57.000]  They took your gun.
[01:15:57.000 --> 01:16:26.000]  Stay with us.
[01:16:27.000 --> 01:16:28.000]  We'll see you next time.
[01:16:58.000 --> 01:17:03.000]  Protecting your home with a security system is a must.
[01:17:03.000 --> 01:17:09.000]  But when it comes to protecting your family, your home and belongings, there's no need to sign a long-term contract.
[01:17:09.000 --> 01:17:18.000]  Listen, there is some real scum in the alarm business cashing in by locking you into long punishing contracts, not with simply safe home security.
[01:17:18.000 --> 01:17:20.000]  They're the good guys.
[01:17:20.000 --> 01:17:23.000]  You can trust Simply Safe to protect your family.
[01:17:23.000 --> 01:17:27.000]  Simply Safe was created by a Harvard Business School engineer and it's revolutionary.
[01:17:27.000 --> 01:17:31.000]  You'll get 24-hour protection for just $14.99 a month.
[01:17:31.000 --> 01:17:34.000]  There are no hidden fees and no contracts.
[01:17:34.000 --> 01:17:35.000]  You'll save thousands.
[01:17:35.000 --> 01:17:38.000]  Plus, you're protected by their 100% money-back guarantee.
[01:17:38.000 --> 01:17:42.000]  Protect yourself against home invasions and break-ins.
[01:17:42.000 --> 01:17:48.000]  Order your Simply Safe system now and receive a wireless keychain remote, a $25 gift, free.
[01:17:48.000 --> 01:17:51.000]  So don't waste your time dealing with scum.
[01:17:51.000 --> 01:17:54.000]  Visit GetSimplySafe.com.
[01:17:54.000 --> 01:17:56.000]  GetSimplySafe.com.
[01:17:56.000 --> 01:18:25.000]  GetSimplySafe.com.
[01:18:26.000 --> 01:18:51.000]  GetSimplySafe.com.
[01:18:51.000 --> 01:18:59.000]  GetSimplySafe.com.
[01:19:21.000 --> 01:19:49.000]  GetSimplySafe.com.
[01:19:49.000 --> 01:20:11.000]  GetSimplySafe.com.
[01:20:11.000 --> 01:20:21.000]  Hello, this is Hank Hill and I'm telling you what, you need to listen to Alex Jones.
[01:20:21.000 --> 01:20:30.000]  GetSimplySafe.com.
[01:20:30.000 --> 01:20:37.000]  Live from Austin, Texas broadcasting worldwide, it's Alex Jones.
[01:20:37.000 --> 01:20:42.000]  I get high, I get high on freedom, ladies and gentlemen.
[01:20:42.000 --> 01:20:45.000]  Reading some quotes by George Washington.
[01:20:45.000 --> 01:20:46.000]  That's the drug for me.
[01:20:46.000 --> 01:20:47.000]  My heart.
[01:20:47.000 --> 01:20:48.000]  My heart.
[01:20:48.000 --> 01:20:50.000]  Kickstart a patriot's heart.
[01:20:50.000 --> 01:20:52.000]  You need to kickstart America's heart.
[01:20:52.000 --> 01:20:55.000]  All right, now Joe Mendes, just a recap.
[01:20:55.000 --> 01:20:56.000]  This has been in the news now.
[01:20:56.000 --> 01:21:04.000]  They're like, well, of course, no criminal record, no felonies, family guy.
[01:21:04.000 --> 01:21:08.000]  They come arrest him, tell him it's because a black man used his car to run over somebody.
[01:21:08.000 --> 01:21:12.000]  He's gonna finish the story here, but I'm just recapping it so you get the whole story.
[01:21:12.000 --> 01:21:13.000]  Disappear him.
[01:21:13.000 --> 01:21:16.000]  Now he's learned they're saying his guns are illegal.
[01:21:16.000 --> 01:21:19.000]  And I've no California law under the federal law, folks.
[01:21:19.000 --> 01:21:22.000]  These are legally semi-auto guns bought in the 80s.
[01:21:22.000 --> 01:21:23.000]  And they don't care.
[01:21:23.000 --> 01:21:25.000]  They are making the determination.
[01:21:25.000 --> 01:21:29.000]  As the ATF's done before, outside of law, until Congress stops them to take them.
[01:21:29.000 --> 01:21:34.000]  And now the ATF to warn everyone is saying you're AR-15.
[01:21:34.000 --> 01:21:39.000]  If it's an older cult type, M16 that's semi-auto, they might take those.
[01:21:39.000 --> 01:21:42.000]  I mean, or, oh, it's got a bayonet lug.
[01:21:42.000 --> 01:21:46.000]  This is how scary it is when these folks are outside the law.
[01:21:46.000 --> 01:21:51.000]  So Joe Mendes, you also got your great YouTube channel, which is why I think they went after you.
[01:21:51.000 --> 01:21:55.000]  They've been really persecuting veterans and conservatives, libertarians as well.
[01:21:55.000 --> 01:21:59.000]  But it's Warrior for God 13. It's a great YouTube site.
[01:21:59.000 --> 01:22:03.000]  So go back to the state police guys out there.
[01:22:03.000 --> 01:22:04.000]  He's on his radio.
[01:22:04.000 --> 01:22:05.000]  He has nothing to worry about.
[01:22:05.000 --> 01:22:08.000]  We had a report of a hit-and-run in your car with a black guy.
[01:22:08.000 --> 01:22:11.000]  And then continue with what happened to you, sir.
[01:22:11.000 --> 01:22:13.000]  He's like, you're not a black guy, right?
[01:22:13.000 --> 01:22:14.000]  I said, no.
[01:22:14.000 --> 01:22:15.000]  You've got nothing to worry about.
[01:22:15.000 --> 01:22:19.000]  And he calls into his radio and he says, I have a Joe Mendes here.
[01:22:19.000 --> 01:22:22.000]  And as soon as he said that, all hell broke loose.
[01:22:22.000 --> 01:22:26.000]  About three agents rushed into the door of the office.
[01:22:26.000 --> 01:22:31.000]  And two of them proceeded to put their M16 machine guns five inches away from my head on each side.
[01:22:31.000 --> 01:22:35.000]  The other guy grabbed my arms and put them to the back and said, don't you move.
[01:22:35.000 --> 01:22:39.000]  And then the guys with the machine guns yelled at me, don't move.
[01:22:39.000 --> 01:22:42.000]  And I looked at them and they were more nervous than I was.
[01:22:42.000 --> 01:22:47.000]  I didn't even have an idea of what was going on, why this was happening to me.
[01:22:47.000 --> 01:22:48.000]  And I said, what is going on?
[01:22:48.000 --> 01:22:50.000]  And they said, shut up.
[01:22:50.000 --> 01:22:53.000]  And I said, I have a right to know why I'm being arrested.
[01:22:53.000 --> 01:22:54.000]  And they said, be quiet.
[01:22:54.000 --> 01:22:56.000]  Is there anybody else in the house?
[01:22:56.000 --> 01:23:00.000]  And I said, no, just our dogs or whatever.
[01:23:00.000 --> 01:23:04.000]  So they took me outside and then they proceeded to interrogate.
[01:23:04.000 --> 01:23:06.000]  Two of them stayed inside and were interrogating.
[01:23:06.000 --> 01:23:11.000]  My wife kind of turned her against me now that I later on I found out.
[01:23:11.000 --> 01:23:14.000]  And outside they sat me down.
[01:23:14.000 --> 01:23:15.000]  I didn't want to sit down.
[01:23:15.000 --> 01:23:18.000]  And I said, I demand to know what's going on.
[01:23:18.000 --> 01:23:21.000]  It's my legal right to know if I'm being arrested.
[01:23:21.000 --> 01:23:27.000]  And one guy said, there's a warrant for the search of your condo and an arrest.
[01:23:27.000 --> 01:23:28.000]  And I said, why?
[01:23:28.000 --> 01:23:29.000]  Why is there a warrant?
[01:23:29.000 --> 01:23:31.000]  And he said, we'll tell you later.
[01:23:31.000 --> 01:23:35.000]  And to this day, they won't give me the probable cause.
[01:23:35.000 --> 01:23:41.000]  They led to the judge to sign the warrant to search my house to arrest me and confiscate my firearms.
[01:23:41.000 --> 01:23:43.000]  I believe they're trying to railroad me.
[01:23:43.000 --> 01:23:46.000]  The public defender, the first one I got, the first thing he said is,
[01:23:46.000 --> 01:23:48.000]  we go in with the mentality of let's make a deal.
[01:23:48.000 --> 01:23:50.000]  And I said, I'm not making any deal.
[01:23:50.000 --> 01:23:51.000]  I have nothing.
[01:23:51.000 --> 01:23:53.000]  He works with them just like the judge.
[01:23:53.000 --> 01:23:54.000]  And I was reading your case.
[01:23:54.000 --> 01:24:04.000]  They admit California got the lion's share per capita of the federal raid money to have the local police go into the feds with the ATF.
[01:24:04.000 --> 01:24:10.000]  So basically the story here is the ATF is deputizing and giving hazard pay.
[01:24:10.000 --> 01:24:16.000]  So these cops can make an extra 60, 70,000 a year on top of their 70,000 a year on average out in California.
[01:24:16.000 --> 01:24:21.000]  They can make more than a doctor doing this evil work if people ask why they're doing it.
[01:24:21.000 --> 01:24:30.000]  And we're seeing cases confirmed where you've got the Rutherford Institute suing and others over it where veterans with no criminal record who were talk show host say,
[01:24:30.000 --> 01:24:37.000]  I think Obama's a traitor and the police show up and they say we're doing a commitment outside of law.
[01:24:37.000 --> 01:24:43.000]  And then they go, we're never letting you go until you admit you're mentally ill and sign an agreement to turn your guns in.
[01:24:43.000 --> 01:24:50.000]  So the persecution, the purge has already begun, but the corporate press is not going to tell people.
[01:24:50.000 --> 01:24:53.000]  And mainline conservative talk show hosts won't talk about this.
[01:24:53.000 --> 01:24:55.000]  I know they copy everything I do.
[01:24:55.000 --> 01:24:57.000]  So maybe they'll pick up on it and do it now.
[01:24:57.000 --> 01:25:03.000]  But we need to do a nightly news report this week showing the dozens of prominent cases in the last month of this.
[01:25:03.000 --> 01:25:09.000]  And this is just outrageous, sir, because I've looked at the documents.
[01:25:09.000 --> 01:25:10.000]  I've seen them on your site.
[01:25:10.000 --> 01:25:14.000]  The guns you had, I went and looked at the federal law in California law.
[01:25:14.000 --> 01:25:15.000]  They're legal.
[01:25:15.000 --> 01:25:17.000]  You just can't sell these anymore.
[01:25:17.000 --> 01:25:23.000]  And so you can't sell them in California anymore, but your guns, this is amazing.
[01:25:23.000 --> 01:25:25.000]  I mean, none of us are safe.
[01:25:25.000 --> 01:25:26.000]  This is incredible.
[01:25:26.000 --> 01:25:28.000]  It has started everything.
[01:25:28.000 --> 01:25:34.000]  I've been talking about this stuff for years and people would say that I was nuts and this and that well.
[01:25:34.000 --> 01:25:35.000]  Well, that's why they targeted you.
[01:25:35.000 --> 01:25:36.000]  You're well spoken.
[01:25:36.000 --> 01:25:38.000]  You're reaching out to people in California.
[01:25:38.000 --> 01:25:40.000]  Hundreds of thousands of people are coming to your channel.
[01:25:40.000 --> 01:25:42.000]  They're watching what you say.
[01:25:42.000 --> 01:25:43.000]  You're a patriot.
[01:25:43.000 --> 01:25:44.000]  That's why they did this to you.
[01:25:44.000 --> 01:25:45.000]  Yes.
[01:25:45.000 --> 01:25:46.000]  Yes.
[01:25:46.000 --> 01:25:47.000]  They're targeting us.
[01:25:47.000 --> 01:25:52.000]  When I got to Dale, Alex, I didn't talk much because I don't want to say anything,
[01:25:52.000 --> 01:25:55.000]  but I was listening to the conversations in there.
[01:25:55.000 --> 01:26:02.000]  And I figured about 70 to 75% of us that were in there that day were for one violation
[01:26:02.000 --> 01:26:03.000]  or the other.
[01:26:03.000 --> 01:26:07.000]  And I found out that they came to everybody's house to apprehend them that day.
[01:26:07.000 --> 01:26:12.000]  Now, I went on Calgun.net because I'm looking for a lawyer to help me to support.
[01:26:12.000 --> 01:26:13.000]  Well, I have no money.
[01:26:13.000 --> 01:26:17.000]  I lost my job over this and me and my wife, it took all the resources.
[01:26:17.000 --> 01:26:20.000]  Why don't you contact, I'll get you in contact with the Rutherford Institute.
[01:26:20.000 --> 01:26:21.000]  People should support you.
[01:26:21.000 --> 01:26:24.000]  But, but here's what you need to know, sir.
[01:26:24.000 --> 01:26:26.000]  Where's your damages right there?
[01:26:26.000 --> 01:26:34.000]  Because these scum employment places and bosses, I mean, I've seen it where the, the
[01:26:34.000 --> 01:26:39.000]  guy that you was pulling the rabbit out of the hat in Missouri, 20 year famous magician,
[01:26:39.000 --> 01:26:41.000]  he went to a library, they were paying him to be there.
[01:26:41.000 --> 01:26:46.000]  They sent the feds in with badges that he was wrong for not having the proper forms
[01:26:46.000 --> 01:26:47.000]  and he lost that business.
[01:26:47.000 --> 01:26:49.000]  This is what they do.
[01:26:49.000 --> 01:26:53.000]  And now you've lost your job because, oh my gosh, this guy's got guns.
[01:26:53.000 --> 01:26:55.000]  That's how Nazi Germany started.
[01:26:55.000 --> 01:26:58.000]  We've got to stand with you or they're going to come after all of us.
[01:26:58.000 --> 01:27:00.000]  But absolutely, sir, you've already got damages.
