[00:00:04.133 --> 00:00:04.353]  Wow!
[02:03:40.943 --> 02:03:44.125]  And so many times I'd be looking in their eyes, men and women, but mainly women.
[02:03:44.125 --> 02:03:47.748]  It was a, quote, women's march.
[02:03:47.748 --> 02:03:50.191]  And they would look at me and like kind of freak out and kind of
[02:03:51.243 --> 02:03:54.984]  Not know what to do, and then they just go, ah, you're evil, you're hateful.
[02:03:54.984 --> 02:03:56.444]  And I never played this yesterday.
[02:03:56.444 --> 02:04:04.225]  I asked him to cue it up like five times, but maybe when we come in, come in, fade down music, and play the most bizarre thing you'll ever see.
[02:04:04.225 --> 02:04:07.386]  But I saw a lot of this, just total mental illness.
[02:04:07.386 --> 02:04:19.248]  This wasn't really good street art, because this was so desperate and mentally ill and fallen and disjointed and programmed to fail, that this is the spirit
[02:04:20.427 --> 02:04:21.607]  I was about 10 or 11.
[02:04:21.607 --> 02:04:27.249]  I kind of, for a little while, listening to some darker heavy metal, thought the devil might be cool.
[02:04:27.249 --> 02:04:30.230]  And my dad, one time, was like, you think the devil's cool?
[02:04:30.230 --> 02:04:32.350]  Let me draw you a picture of the devil.
[02:04:32.350 --> 02:04:37.731]  And he drew this picture of this little drooling, weak zombie that was all pathetic and had no power.
[02:04:37.731 --> 02:04:40.892]  He said, that's the devil, fallen and weak.
[02:04:40.892 --> 02:04:41.792]  And it was so true.
[02:04:41.792 --> 02:04:43.593]  I'll never forget that picture.
[02:04:45.779 --> 02:04:48.160]  That my dad drew, and now I'm seeing it.
[02:04:48.160 --> 02:04:50.981]  I mean, it is just... It's very sad, actually.
[02:04:50.981 --> 02:04:53.482]  This is what the devil does to people.
[02:04:53.482 --> 02:04:58.804]  Because the devil hates how beautiful we are, because we're made in the image of God, with a capital G.
[02:05:00.697 --> 02:05:10.380]  The Associated Press is reporting this week that former President Barack Obama was releasing money right and left hours before Donald Trump took the oath of office on Friday.
[02:05:10.380 --> 02:05:13.441]  On Friday morning, he released $221 million in U.S.
[02:05:13.441 --> 02:05:18.482]  funding for the Palestinian Authority on the morning just hours before he was set to leave office.
[02:05:18.482 --> 02:05:29.145]  Now, one State Department official and several congressional aides say that the Obama administration formally notified Congress it's going to be spending that money on Friday morning, just hours before Donald Trump became president.
[02:05:29.625 --> 02:05:39.632]  Also, more than $227 million in foreign affairs funding was released at the same time, including $4 million for climate change programs and $1.2 million for UN organizations.
[02:05:39.632 --> 02:05:45.035]  Now, GOP lawmakers have placed holds on the Palestinian funds, but not on everything else.
[02:05:45.035 --> 02:05:57.684]  Congressional holds are generally respected by the executive branch, but they're not legally binding, so it looks like Obama's funding spree, all of it, is going to be going through, and he did this literally hours before Donald Trump had taken the office.
[02:06:00.725 --> 02:06:11.590]  National Defense Labs and Citizen Armor has given InfoWars the exclusive on distributing to the American people the true next generation in body armor.
[02:06:11.590 --> 02:06:19.373]  Basically what we're bringing to the InfoWars team is a new line of dynamic, lightweight body armor.
[02:06:19.373 --> 02:06:25.296]  It is lighter, more flexible, easier to wear, more comfortable, and stronger than anything else on the market.
[02:06:25.376 --> 02:06:31.557]  You said when you talked to people that have been using this actually testing it for years, people that currently have tested it for us, they didn't just say outstanding.
[02:06:31.557 --> 02:06:32.537]  What did they really say about it?
[02:06:32.537 --> 02:06:35.378]  They want to know how do they get it, where do they find it.
[02:06:35.378 --> 02:06:39.099]  A lot of my law enforcement official buddies want to know the same thing.
[02:06:39.099 --> 02:06:42.019]  The backpack body armor is only $200.
[02:06:42.019 --> 02:06:43.880]  I mean, it's unbelievable.
[02:06:43.880 --> 02:06:45.040]  It's a quarter inch thick.
[02:06:45.040 --> 02:06:46.000]  It's got a 20-year warranty.
[02:06:46.000 --> 02:06:46.700]  It's waterproof.
[02:06:46.700 --> 02:06:47.180]  You can wear it.
[02:06:47.180 --> 02:06:47.881]  It's comfortable.
[02:06:47.881 --> 02:06:49.981]  And we shot everything you can imagine on it.
[02:06:49.981 --> 02:06:51.761]  Again, fund the Info Ward.
[02:06:51.761 --> 02:06:54.462]  Get the game-changing Nanotech Tubes.
[02:06:54.462 --> 02:06:55.122]  It's a win-win.
[02:06:55.482 --> 02:07:06.057]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[02:07:06.057 --> 02:07:10.984]  Longevity integrates years of scientific research into creating fantastic products
[02:07:11.144 --> 02:07:14.706]  Like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[02:07:14.706 --> 02:07:18.808]  Longevity also offers you an ingenious way to augment your income.
[02:07:18.808 --> 02:07:19.608]  And the best part?
[02:07:19.608 --> 02:07:22.490]  You'll be helping your friends and family along the way.
[02:07:22.490 --> 02:07:25.091]  Visit InfoWarsTeam.com today.
[02:07:25.091 --> 02:07:25.872]  Become a member.
[02:07:25.872 --> 02:07:29.934]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[02:07:30.154 --> 02:07:36.897]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[02:07:36.897 --> 02:07:37.857]  Another win-win.
[02:07:37.857 --> 02:07:41.598]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[02:07:41.598 --> 02:07:42.819]  And you can be too.
[02:07:42.819 --> 02:07:43.379]  It's simple.
[02:07:43.379 --> 02:07:46.320]  Just go to Infowarsteam.com today.
[02:07:46.320 --> 02:07:48.421]  Complete a short sign-up and you're part of the team.
[02:07:48.421 --> 02:07:51.662]  That's Infowarsteam.com or Infowarshealth.com.
[02:07:51.662 --> 02:07:57.984]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[02:07:57.984 --> 02:07:59.285]  Check it out for yourself today.
[02:08:01.503 --> 02:08:02.504]  Hitler took the guns.
[02:08:02.504 --> 02:08:03.544]  Stalin took the guns.
[02:08:03.544 --> 02:08:04.705]  Mao took the guns.
[02:08:04.705 --> 02:08:06.366]  That El Castro took the guns.
[02:08:06.366 --> 02:08:07.646]  Hugo Chavez took the guns.
[02:08:07.646 --> 02:08:13.169]  And I'm here to tell you, 1776 will commence again if you try to take our firearms.
[02:08:13.169 --> 02:08:17.752]  It doesn't matter how many lemmings you get out there on the street begging for them to have their guns taken.
[02:08:17.752 --> 02:08:19.272]  We will not relinquish them.
[02:08:19.272 --> 02:08:20.153]  Do you understand?
[02:08:20.153 --> 02:08:26.396]  Rallying patriots worldwide in defense of human liberty.
[02:08:26.396 --> 02:08:27.897]  It's Alex Jones.
[02:08:30.165 --> 02:08:39.371]  Your phones, calls, coming up, phones are open, and the start of the next segment, 800-259-9231, 800-259-9231.
[02:08:39.371 --> 02:08:58.585]  I was just thinking during the break about how truly amazing and historical and massive the events are happening in this world right now, all over the planet, a human awakening to the globalist technocracy, to the tyrannical world government,
[02:08:59.949 --> 02:09:00.589]  It's exciting.
[02:09:00.589 --> 02:09:08.171]  They admit their whole plan is collapsing, their different criminal enterprises, their monopoly systems that are designed to make us poor.
[02:09:08.171 --> 02:09:13.672]  And I've always said this, and the reason I repeat it is not because I'm going, oh look, I've been proven right.
[02:09:13.672 --> 02:09:20.693]  It's because the battle has just begun, but we have the weapons that are unstoppable in this fight.
[02:09:20.693 --> 02:09:24.634]  History and justice and honor and prosperity and the truth.
[02:09:26.715 --> 02:09:32.477]  The globalists are selling lies and bondage and division and servitude.
[02:09:32.477 --> 02:09:37.979]  Why would anybody want to go along with that?
[02:09:37.979 --> 02:09:48.502]  There's a private corporate world government waging war against humanity.
[02:09:48.502 --> 02:09:50.903]  And if we simply keep calling it out, it's done.
[02:09:54.468 --> 02:10:09.275]  They tried to deny it for 50 years as they built it, and as it got more control and sucked more of the people, and then got so arrogant and announced a total takeover of everything, and the entire world, including intelligence agencies and militaries, said, we're not going along with this!
[02:10:11.676 --> 02:10:13.897]  Mainly because it's anti-prosperity.
[02:10:13.897 --> 02:10:18.259]  What type of planetary tyranny are we going to live under when it kills prosperity?
[02:10:18.259 --> 02:10:22.921]  If they were smart, they would have totally delivered prosperity, then pulled the rug out.
[02:10:22.921 --> 02:10:26.962]  That's why you don't want a global government, because you can always get something bad that gets control of it.
[02:10:26.962 --> 02:10:28.323]  Bruce Fine was talking about that earlier.
[02:10:28.323 --> 02:10:31.604]  You always want firewalls.
[02:10:31.604 --> 02:10:37.066]  It's like in a ship or in a building, so that if tyranny gets going in one country or one state, it can be contained.
[02:10:37.066 --> 02:10:38.307]  You want choices.
[02:10:38.307 --> 02:10:40.628]  You want a place to run to, like 50 states.
[02:10:42.847 --> 02:10:44.028]  The American system is incredible.
[02:10:44.028 --> 02:10:49.433]  I want to get to this report, but if you're a radio listener, this video was posted over the weekend on Infowars.com.
[02:10:49.433 --> 02:10:50.715]  I just never got to it.
[02:10:50.715 --> 02:10:53.938]  It's one of the most saddening, appalling things you'll ever see.
[02:10:53.938 --> 02:10:58.702]  It's one of the more mentally ill protesters, but this was in the extreme.
[02:10:58.702 --> 02:11:03.907]  This was in the 90th percentile of insanity, but the 50th percentile, the average,
[02:11:04.648 --> 02:11:07.371]  Was just howling, you're an effing white male.
[02:11:07.371 --> 02:11:08.512]  I'm going to die.
[02:11:08.512 --> 02:11:09.813]  Kill Trump.
[02:11:09.813 --> 02:11:11.755]  Nazis are killing us.
[02:11:11.755 --> 02:11:13.357]  I love Islam.
[02:11:13.357 --> 02:11:16.040]  Oh, I have a clip at Infowars.com.
[02:11:16.040 --> 02:11:19.883]  Anti-Trump feminist chant a la Ackbar during protests in Germany.
[02:11:19.883 --> 02:11:23.067]  The operating system they've got because they've been turned into such slaves.
[02:11:24.076 --> 02:11:34.598]  They still need a human operating system, and even though Islam, in its orthodox form, is very radical, very primitive, very Stone Age, they worship a patriarchal total control system.
[02:11:34.598 --> 02:11:36.658]  That's their man!
[02:11:36.658 --> 02:11:46.920]  But he's only letting them off the leash to feel big, and they look back to their pimp, Islam, even though they're not Islamic, and say, look, I'm with the Islamists, and they go, oh, you bet you are, sweetheart.
[02:11:46.920 --> 02:11:51.941]  And the Islamists in Saudi Arabia and others got caught, as well as Hamas, funding this event.
[02:11:53.049 --> 02:11:54.149]  The so-called Women's March.
[02:11:54.149 --> 02:11:55.449]  I mean, who could make that up?
[02:11:55.449 --> 02:12:02.131]  Radical feminists that hate males of any type and think that if you have a weenie, you're evil.
[02:12:02.131 --> 02:12:08.492]  And that Trump is oppressing women for locker room talk that was edited, but putting women into slavery, they're fine.
[02:12:08.492 --> 02:12:09.492]  I would talk to them.
[02:12:09.492 --> 02:12:10.532]  They were okay with it.
[02:12:10.532 --> 02:12:18.334]  So I'm going to play the Alibaba in a minute, but first let's play the deranged, very, very sad, um,
[02:12:21.323 --> 02:12:30.348]  A person that was out on inauguration night, Friday, for hours reportedly, just running around, flopping around the street in total mental illness.
[02:12:30.348 --> 02:12:39.934]  Here it is.
[02:12:39.934 --> 02:12:41.134]  And I gotta narrate this.
[02:12:41.134 --> 02:12:45.437]  She's blowing on a flute, a homemade flute, and just flopping around.
[02:12:45.437 --> 02:12:49.259]  And again, you see this desperate mental illness, this disjointedness.
[02:12:51.075 --> 02:12:52.056]  Not even in reality.
[02:12:52.056 --> 02:12:53.678]  Total psychotic break.
[02:12:53.678 --> 02:13:02.870]  And this person is only one step below her other cohorts.
[02:13:02.870 --> 02:13:06.634]  This mentally ill person, like in a lunatic asylum, they tend to feed off each other.
[02:13:06.634 --> 02:13:08.316]  She's in the midst of all these other lunatics.
[02:13:09.378 --> 02:13:11.180]  Or just, oh did you hear he threw out the bus?
[02:13:11.180 --> 02:13:13.041]  Yeah, no one, there was no crowds here.
[02:13:13.041 --> 02:13:14.222]  Ha ha, you didn't have a crowd.
[02:13:14.222 --> 02:13:16.864]  Even though they were there, knowing it was a giant crowd.
[02:13:16.864 --> 02:13:20.387]  I was in the airport, and so was my crew, just hearing women everywhere celebrating.
[02:13:20.387 --> 02:13:21.208]  Did you see?
[02:13:21.208 --> 02:13:21.828]  Did you see?
[02:13:21.828 --> 02:13:22.409]  No crowd.
[02:13:22.409 --> 02:13:24.871]  I'm flying out Saturday, and I'm like, what is that?
[02:13:24.871 --> 02:13:27.753]  And I'm like, I'll get to the bottom of this when I get off the plane in Austin.
[02:13:27.753 --> 02:13:31.976]  I get off and walk in and go to InfoWars, and there's articles exposing how they did it.
[02:13:31.976 --> 02:13:32.297]  But I mean,
[02:13:33.812 --> 02:13:35.073]  Again, they think it's like a game.
[02:13:35.073 --> 02:13:36.774]  Like, look, we lie better than you do.
[02:13:36.774 --> 02:13:38.715]  And we're like, we want to be credible.
[02:13:38.715 --> 02:13:40.276]  That's why people listen to us.
[02:13:40.276 --> 02:13:42.077]  It's not who can tell the best lie.
[02:13:42.077 --> 02:13:45.279]  We don't even like to make mistakes on accident.
[02:13:45.279 --> 02:13:47.021]  They're like, ah, shut up, fake news.
[02:13:47.021 --> 02:13:51.884]  And then they're like, putting stuff out that I was arrested and thrown out.
[02:13:51.884 --> 02:13:53.465]  That's been on NPR.
[02:13:53.465 --> 02:13:54.726]  It's been on TV.
[02:13:54.726 --> 02:13:56.627]  It's been in a bunch of newspapers.
[02:13:56.627 --> 02:14:00.709]  And they show a photo of the police protecting me in July of 2006, 2016.
[02:14:04.363 --> 02:14:05.644]  I mean, it's next level.
[02:14:05.644 --> 02:14:06.964]  I can't even keep track of it.
[02:14:06.964 --> 02:14:12.827]  I have family calling, going, wow, does Trump still like you after you got arrested doing a disturbance?
[02:14:12.827 --> 02:14:17.209]  Alex, why'd you do a disturbance at the inauguration?
[02:14:17.209 --> 02:14:21.871]  At a certain point, you know, you got some cousin on the phone or whatever, and you just go, that's fake news.
[02:14:21.871 --> 02:14:24.973]  Well, wait, I saw the police arresting you.
[02:14:24.973 --> 02:14:26.714]  And I just said, listen, I gotta go.
[02:14:26.714 --> 02:14:28.975]  And then my lawyer calls.
[02:14:28.975 --> 02:14:29.435]  Last night.
[02:14:31.636 --> 02:14:33.177]  Says, how'd the inauguration go?
[02:14:33.177 --> 02:14:35.779]  Did you really get arrested?
[02:14:35.779 --> 02:14:36.839]  I said, where'd you see it?
[02:14:36.839 --> 02:14:37.740]  He goes, I didn't see it.
[02:14:37.740 --> 02:14:45.985]  Heard it on the radio and I got calls from people.
[02:14:45.985 --> 02:14:47.626]  It does make you feel insane.
[02:14:47.626 --> 02:14:52.670]  No, I mean, they show a photo of me and the police from last year and I was, they said I was arrested there.
[02:14:52.670 --> 02:14:59.274]  Then they added, I was drunk.
[02:14:59.274 --> 02:15:00.695]  The police got me because I was drunk.
[02:15:02.691 --> 02:15:07.333]  Then they feed back their own lies and run up and go, ah, you're drinking!
[02:15:07.333 --> 02:15:12.756]  It's like little kids imagining that their superheroes are imagining they've defeated you.
[02:15:12.756 --> 02:15:18.118]  Like when you're three years old, imagining you can jump off the porch and defeat Superman or whatever because you're Lex Luthor.
[02:15:18.118 --> 02:15:24.201]  I mean, it's just total fantasy land of a bunch of arrested development loons living in another world.
[02:15:25.437 --> 02:15:30.640]  I was trying, like all the women and children you beat up, to get into the inauguration.
[02:15:30.640 --> 02:15:40.505]  And you were there, admittedly, putting out flyers saying we're going to block people and block Trump supporters, and that's indeed what you did.
[02:15:40.505 --> 02:15:47.169]  And then you turned that around to the opposite, that we were attacking women, or that we got arrested.
[02:15:48.527 --> 02:15:57.750]  And they just live in a total fantasy land where they tell the lies, but like 1984, as soon as they've issued them from their mouth, they then defend them and believe them.
[02:15:57.750 --> 02:16:07.693]  Let me tell you, it is very bizarre to see CNN still saying, Sean Spicer is wrong, Trump is wrong, and that those are real photos of the inauguration.
[02:16:07.693 --> 02:16:08.594]  I was there.
[02:16:08.594 --> 02:16:16.817]  The crowd went all the way back to the monument where it was blocked off, and it was spilling out, and hundreds of thousands couldn't get in because they were blocking the damn entrances.
[02:16:16.817 --> 02:16:17.397]  Excuse me, Lord.
[02:16:18.377 --> 02:16:20.578]  I mean, I cannot take this anymore.
[02:16:20.578 --> 02:16:21.838]  I was there!
[02:16:21.838 --> 02:16:22.999]  You are liars!
[02:16:22.999 --> 02:16:24.839]  2 plus 2 equals 4!
[02:16:24.839 --> 02:16:27.320]  2 plus 2 equals 4!
[02:16:27.320 --> 02:16:29.481]  And I know that's the truth.
[02:16:29.481 --> 02:16:35.183]  You people are mentally ill.
[02:16:35.183 --> 02:16:36.903]  And I don't even hate these people.
[02:16:36.903 --> 02:16:39.504]  I don't hate that weird crazy person flopping around the street.
[02:16:39.504 --> 02:16:40.664]  That is a victim.
[02:16:40.664 --> 02:16:42.285]  What has happened to our people?
[02:16:44.113 --> 02:16:46.355]  It's like that HBO special I saw like eight, nine years ago.
[02:16:46.355 --> 02:16:47.756]  I forget the name of it.
[02:16:47.756 --> 02:16:51.639]  And this guy's put cigarettes out on her, beating her, making her have sex with 20 guys a day.
[02:16:51.639 --> 02:16:56.322]  And he's been hit, but run over by a car and the pimp's sitting there going, you better get up, hurry on the street.
[02:16:56.322 --> 02:16:57.683]  She's like, baby, I'm sorry, baby.
[02:16:57.683 --> 02:16:58.784]  I'm going to get back on that street.
[02:16:58.784 --> 02:16:59.945]  I'm going to do it for you.
[02:16:59.945 --> 02:17:01.246]  He's like, you better get back on that street.
[02:17:01.246 --> 02:17:02.907]  And her mother's there.
[02:17:02.907 --> 02:17:05.029]  Nice church lady, nice black church lady.
[02:17:05.029 --> 02:17:07.751]  And she's like, what have you done to my baby?
[02:17:08.575 --> 02:17:09.576]  You're a brainwasher.
[02:17:09.576 --> 02:17:10.937]  She's like, get out of here, mama.
[02:17:10.937 --> 02:17:11.897]  He's a good man.
[02:17:11.897 --> 02:17:12.798]  He'll take care of me.
[02:17:12.798 --> 02:17:21.945]  I mean, it's like these people are pimped and broken, and they've got weird Islamists laughing at me with women putting hajibs on, going, you're evil.
[02:17:21.945 --> 02:17:22.585]  You hurt women.
[02:17:22.585 --> 02:17:23.406]  You're a white male.
[02:17:23.406 --> 02:17:24.567]  We hate America.
[02:17:24.567 --> 02:17:27.869]  This is where you got the freedom, you dumbasses!
[02:17:27.869 --> 02:17:28.870]  God Almighty!
[02:17:28.870 --> 02:17:30.451]  I mean, whoa!
[02:17:30.451 --> 02:17:30.851]  Whoa!
[02:17:35.663 --> 02:17:37.665]  Let's play the Allah Akbar piece.
[02:17:37.665 --> 02:17:39.666]  This is women at the Women's March.
[02:17:39.666 --> 02:17:40.587]  German women.
[02:17:40.587 --> 02:17:46.932]  Hell, they got public service announcements by the UN in Germany, telling women, wear the hijab and give yourselves to Islam.
[02:17:46.932 --> 02:17:49.614]  Who could make that cultural suicide up?
[02:17:49.614 --> 02:17:53.497]  I mean, this is wild!
[02:17:53.497 --> 02:18:04.265]  Our enemy is so twisted, so evil, and there's not even any discussing it!
[02:18:04.265 --> 02:18:05.086]  I mean, they knew.
[02:18:09.744 --> 02:18:16.695]  I just can't believe we're facing this level of evil.
[02:18:16.695 --> 02:18:19.780]  The Bible talks about evil people having a spirit wanting to be destroyed.
[02:18:21.175 --> 02:18:24.756]  Wanting to be lied to, wanting to see righteousness fall, and that's it.
[02:18:24.756 --> 02:18:37.299]  There are people that tune into this mental illness brainwave of just flopping around and foaming and being idiots with all these weird, creepy people with dog-style haircuts.
[02:18:37.299 --> 02:18:44.160]  Clown haircuts like David Brock, who just puts out idiotic nonsense and then these minions take it and just repeat it.
[02:18:44.160 --> 02:18:47.641]  David Brock could go out on the street in front of these women and, you know,
[02:18:50.043 --> 02:18:58.387]  Pull a cork out of his rear end and put 50 pounds of feces on the ground and tell those women that it was pumpkin pie and they'd get down on their knees and eat it.
[02:18:58.387 --> 02:19:00.047]  I don't mean that to be gross, man.
[02:19:00.047 --> 02:19:02.268]  Sometimes you gotta have gross analogies because it is gross.
[02:19:02.268 --> 02:19:06.490]  The lies they're putting out are gross, they're disgusting, and it's weird.
[02:19:06.490 --> 02:19:12.653]  And I don't know how we've had little scumbags like this dictating to us for so long.
[02:19:12.653 --> 02:19:17.915]  I mean, thank God there's a global overthrow of these sycophant demons.
[02:19:18.735 --> 02:19:21.216]  And I want everyone to redouble their efforts.
[02:19:21.216 --> 02:19:24.097]  He thinks he's going to overthrow Trump and America in the rebirth of this.
[02:19:24.097 --> 02:19:26.098]  Buddy, we're going to overthrow you.
[02:19:26.098 --> 02:19:34.620]  And you think you and your minions and all your people and husbands like Madonna... Skip this break.
[02:19:34.620 --> 02:19:43.083]  You think you... You think you can talk about doing violence to us and get away with it?
[02:19:43.083 --> 02:19:45.444]  You got another thing coming.
[02:19:45.444 --> 02:19:48.005]  And I just know how the ether works.
[02:19:50.362 --> 02:19:54.303]  There's spiritual spiderwebs throughout the universe.
[02:19:54.303 --> 02:19:55.883]  Tripwires.
[02:19:55.883 --> 02:19:58.924]  I think you hit some big wires.
[02:19:58.924 --> 02:20:05.345]  I think the left's hit some big wires and some big spiritual things you haven't messed with or ever imagined are coming up.
[02:20:05.345 --> 02:20:07.526]  Because that's what God does.
[02:20:07.526 --> 02:20:08.766]  God goes, oh, you want to be evil?
[02:20:08.766 --> 02:20:10.726]  You want to act like you're big, powerful, and evil?
[02:20:10.726 --> 02:20:14.127]  Here, just release that door over there.
[02:20:14.127 --> 02:20:17.008]  Release the kraken and the door.
[02:20:19.076 --> 02:20:23.284]  Out comes what you're looking for.
[02:20:23.284 --> 02:20:24.886]  I put peace out there.
[02:20:24.886 --> 02:20:31.858]  I wish health and longevity to Obama and Michelle, and I wish long life for you, my friend, and Madonna.
[02:20:33.174 --> 02:20:37.515]  In fact, we should pray for David Brock and Hillary and Obama and all of them.
[02:20:37.515 --> 02:20:55.380]  Just pray that if there's any life in them, any humanity left in them, I mean this sincerely before Jesus Christ and the Father, that they awaken and repent of their evil ways and realize that they're fighting good, and so they keep doubling down on evil, thinking they'll defeat us, and they're destroying themselves in front of us.
[02:20:55.380 --> 02:21:01.562]  And so, Heavenly Father, we know if they continue down this path, we'll defeat them even easier, but I can't help but feel sorry for them.
[02:21:02.472 --> 02:21:12.506]  And I apologize and repent that I say nasty things sometimes, but it's just such a spectacle and I see their sin is so nasty that I say bad things and I repent of that.
[02:21:12.506 --> 02:21:13.568]  Lord knows I'm bad as well.
[02:21:13.568 --> 02:21:16.572]  So please, please forgive me, but I just don't know what to do anymore.
[02:21:19.205 --> 02:21:20.206]  We should really just pray for them.
[02:21:20.206 --> 02:21:20.706]  I'm serious.
[02:21:20.706 --> 02:21:21.867]  We should pray for them.
[02:21:21.867 --> 02:21:23.208]  And we should pray for their slaves.
[02:21:23.208 --> 02:21:24.669]  We should pray for their minions.
[02:21:24.669 --> 02:21:26.110]  Because they're slaves too.
[02:21:26.110 --> 02:21:30.093]  I mean, you read the WikiLeaks and it's like, is this a joke?
[02:21:30.093 --> 02:21:31.534]  They admit these are real?
[02:21:31.534 --> 02:21:32.995]  It's like worse than villains in a movie.
[02:21:32.995 --> 02:21:34.116]  Like, I hate the public!
[02:21:34.116 --> 02:21:36.217]  I want to keep them in the dark and rip them off!
[02:21:36.217 --> 02:21:38.499]  And let's scam everybody and commit crimes!
[02:21:38.499 --> 02:21:39.059]  Yeah!
[02:21:39.059 --> 02:21:39.520]  Yeah!
[02:21:39.520 --> 02:21:40.580]  Let's be criminals!
[02:21:40.580 --> 02:21:43.903]  And you just picture a bunch of gremlins hopping around like, yeah!
[02:21:43.903 --> 02:21:46.985]  People ask why all over the world leftists throw crap at people.
[02:21:48.080 --> 02:21:59.510]  Because they want to collect, that's what I said earlier, they collect their crap, they collect their piss, and they go out with bags of it, because that's what they do, because they like playing with it, like crazy people in a lunatic asylum.
[02:21:59.510 --> 02:22:02.813]  Why don't lunatics all over the world, I don't care if you're in Africa or Russia or the U.S.
[02:22:02.813 --> 02:22:07.418]  or, you know, it doesn't matter what continent or country, lunatics like to eat their crap and throw it at people.
[02:22:07.978 --> 02:22:09.419]  And these people are like that.
[02:22:09.419 --> 02:22:11.340]  They are freaking mentally ill.
[02:22:11.340 --> 02:22:15.342]  And there's giant masses of them, made mentally ill by MSM.
[02:22:15.342 --> 02:22:16.263]  It's declassified.
[02:22:16.263 --> 02:22:18.204]  The CIA and others did it to them.
[02:22:18.204 --> 02:22:21.686]  And I don't want to say the whole CIA, the people running it.
[02:22:21.686 --> 02:22:23.207]  And Trump wants to stop all that.
[02:22:25.063 --> 02:22:27.205]  Good God, this is cancer!
[02:22:27.205 --> 02:22:33.592]  Because the elites say this is not a world for humans anymore, it's a world for the new transcendent elite, who'll merge with machines in the new creation.
[02:22:33.592 --> 02:22:35.834]  Yeah, well, how about you don't speak for me?
[02:22:35.834 --> 02:22:45.724]  Whether you can do that or not, whether it's fantasy or a real project, we've seen where your project's leading, and it ain't good, and we aren't with your anti-human world government project.
[02:22:45.724 --> 02:22:46.705]  Comprende?
[02:22:46.705 --> 02:22:47.726]  Understand that?
[02:22:47.726 --> 02:22:48.227]  You get it?
[02:22:50.327 --> 02:22:53.309]  And people in all the agencies are going, yeah, we actually do listen to Alex Jones.
[02:22:53.309 --> 02:22:53.630]  We get it.
[02:22:53.630 --> 02:22:54.110]  He's right.
[02:22:54.110 --> 02:22:55.231]  We're here seeing it.
[02:22:55.231 --> 02:22:56.872]  How does this guy know so much?
[02:22:56.872 --> 02:23:01.376]  So we've had the Mossad and the CIA visit and everybody else visit over the years and ask, who are you working for?
[02:23:01.376 --> 02:23:03.317]  Where are you getting this information?
[02:23:03.317 --> 02:23:04.338]  I'm jacked in, man.
[02:23:04.338 --> 02:23:05.579]  You can see it everywhere.
[02:23:05.579 --> 02:23:10.203]  I see what you've done and they declassified a lot of it.
[02:23:10.203 --> 02:23:15.007]  It's so empowering to be above the mind control and it's so painful to see others caught up in it.
[02:23:17.065 --> 02:23:21.769]  I appreciate Anthony back there always doing his work, listening to the stuff I say and putting in those quotes.
[02:23:21.769 --> 02:23:22.869]  This is important information.
[02:23:22.869 --> 02:23:24.190]  A lot of it is completely simple.
[02:23:24.190 --> 02:23:26.292]  I mean, it's prima facie.
[02:23:26.292 --> 02:23:27.153]  Here's the difference.
[02:23:27.153 --> 02:23:33.357]  I don't feel good about myself when I look at you and you're brainwashed and twisted and spiritually ugly.
[02:23:33.357 --> 02:23:34.558]  I want to empower you.
[02:23:34.558 --> 02:23:36.320]  It doesn't mean I'm on some high horse.
[02:23:36.320 --> 02:23:38.241]  It makes me feel low.
[02:23:38.241 --> 02:23:39.102]  It blows back on me.
[02:23:40.523 --> 02:23:41.964]  The elite are out to get you.
[02:23:41.964 --> 02:23:45.748]  Trump wants a world for people and for the innocents.
[02:23:45.748 --> 02:23:48.250]  Trump wants a beautiful, happy world.
[02:23:48.250 --> 02:23:54.116]  The New World Order, listen to Obama, you can't have cars, you can't have air conditioning if you're black.
[02:23:54.116 --> 02:23:55.437]  What the hell?
[02:23:55.437 --> 02:23:58.560]  That's why they hired a black guy to go say that in Africa.
[02:23:58.560 --> 02:24:00.442]  And yes, that's a quote.
[02:24:00.442 --> 02:24:01.904]  Oh, I'm black.
[02:24:01.904 --> 02:24:03.085]  That's what it means he's an African.
[02:24:03.085 --> 02:24:04.967]  If you're an African, you can't have anything nice.
[02:24:06.138 --> 02:24:10.205]  That's the most colonialistic, racist crap I've ever seen.
[02:24:10.205 --> 02:24:13.850]  I'm an effing white male, so don't listen to me.
[02:24:13.850 --> 02:24:16.415]  It was effing white males that ended slavery all over the world.
[02:24:17.858 --> 02:24:20.621]  Well there were effing white males involved in it because they were tyrants.
[02:24:20.621 --> 02:24:22.763]  Just like there's tyrants of every quote color.
[02:24:22.763 --> 02:24:26.227]  Get past the melon in my skin and realize the character of my deeds.
[02:24:26.227 --> 02:24:34.475]  I'm not guilty of anything along those lines because I believe in humanity and I don't say I believe in humanity and I'm not racist because I want to prove something to you.
[02:24:34.475 --> 02:24:36.757]  I say it because it's what I am.
[02:24:37.538 --> 02:24:42.880]  And it's you people pushing that crap that are the racist, using division as a tool of control.
