[00:00:00.391 --> 00:00:01.153]  You've got it!
[00:49:26.227 --> 00:49:32.010]  Louis call in and say, yeah, we're told something big's coming, and confirmed what he was saying.
[00:49:32.010 --> 00:49:34.711]  And I mean police with radios going off in the background.
[00:49:34.711 --> 00:49:36.872]  I mean, you can tell when a cop calls into the show.
[00:49:37.952 --> 00:49:44.809]  Incidentally, I got pulled over by a nice police officer Friday going to visit my grandmother and he was very nice and let me go.
[00:49:46.178 --> 00:49:47.559]  Yeah.
[00:49:47.559 --> 00:49:48.820]  Anyway, side issue.
[00:49:48.820 --> 00:49:56.084]  Let's just go ahead and go to Jim, and then I'm going to go to Queensland, Australia.
[00:49:56.084 --> 00:49:58.105]  Daniel up next after that.
[00:49:58.105 --> 00:50:09.633]  But, Jim, again, the interview got seen by hundreds of thousands, even after millions heard it on the radio show, and the people didn't go look up that there's tanks rolling around in St.
[00:50:09.633 --> 00:50:09.933]  Louis.
[00:50:09.933 --> 00:50:11.414]  They didn't go look up
[00:50:13.655 --> 00:50:17.796]  I mean, a small portion of them, but still, said that nothing's even going on in St.
[00:50:17.796 --> 00:50:18.056]  Louis.
[00:50:18.056 --> 00:50:19.156]  What do you say to that?
[00:50:19.156 --> 00:50:20.777]  Alex, thanks for having me on, man.
[00:50:20.777 --> 00:50:22.177]  It's funny that you say that.
[00:50:22.177 --> 00:50:27.519]  I have a list of four things I wanted to bring up with you real quick, and the first thing I wanted to say was my interview on your show.
[00:50:28.199 --> 00:50:28.419]  I don't
[00:50:46.944 --> 00:51:02.959]  People who are awake, but they still don't want to be fully awake and they want to say okay Yeah, everything's real, but they're not going to bring down society, so that's great because I want to talk to those people I know you could want to talk about the health care, but just let me say this and I'll get off Alex those type of people
[00:51:03.599 --> 00:51:05.561]  I can't wait to kick down their door.
[00:51:05.561 --> 00:51:09.946]  Because when I kick down their door, I know for sure they don't have guns.
[00:51:09.946 --> 00:51:10.867]  They don't have weapons.
[00:51:10.867 --> 00:51:21.259]  And those are the type of people that every day that I pull over a street patrol, they practically get out the car and get on their hands and knees and beg me not to give them a ticket or take them to jail.
[00:51:21.499 --> 00:51:34.082]  And let me tell you something, I'm a good guy, but there's a lot of my brethren that I work with that just came back from Iraq, that are in secret bases and all this kind of crap, and let me tell you something, when they kick down your door, they're not going to be like me.
[00:51:34.082 --> 00:51:39.343]  They're going to use your wife and your children, and they're going to do things to them that I can't even say on the radio show.
[00:51:39.343 --> 00:51:42.663]  So you should just, you know, just pretend I'm not real, that's fine.
[00:51:42.663 --> 00:51:50.105]  But you've been warm, and Alex has been saying stuff for 20 years, he's been right, but you know, we're wackos, but let me say these other couple things.
[00:51:50.105 --> 00:51:51.285]  But listen, listen, there's a reason
[00:51:51.405 --> 00:51:51.545]  That's
[00:52:06.903 --> 00:52:11.044]  19 billion in one year for fake news and fake blogs?
[00:52:11.044 --> 00:52:22.467]  I mean, they were paying radio hosts a quarter million a piece just to have federal takeover of schools with the No Child Left Behind, Armstrong Williams, all of it.
[00:52:22.467 --> 00:52:24.268]  I'll finish saying this and I'll get off.
[00:52:24.268 --> 00:52:24.888]  I know you're busy.
[00:52:24.888 --> 00:52:30.390]  I just want to finish up the story because I kind of broke down last time and I'm sorry I did that.
[00:52:30.390 --> 00:52:31.450]  No, no, you've done it before.
[00:52:31.450 --> 00:52:33.631]  Tell folks what's going on with the tanks right now.
[00:52:33.631 --> 00:52:34.911]  Tell folks what you've been hearing.
[00:52:35.591 --> 00:52:42.555]  The neighborhood that I'm specifically, I've been practicing in, I don't know if you know, but there's two big corporations in St.
[00:52:42.555 --> 00:52:43.715]  Louis, and I think they run St.
[00:52:43.715 --> 00:52:47.937]  Louis, and a lot of the people that occupy this neighborhood work at these corporations.
[00:52:47.937 --> 00:52:49.178]  Monsanto.
[00:52:49.178 --> 00:52:50.498]  And Anheuser-Busch.
[00:52:50.498 --> 00:52:52.079]  Monsanto and Anheuser-Busch.
[00:52:52.079 --> 00:52:57.322]  And these executives work there, and not only, listen to this, I've been told that
[00:52:58.072 --> 00:53:07.039]  These neighborhoods that I'll be guarding, they probably won't even be occupied when there's a collapse, because these people we already shipped to a secure location.
[00:53:07.039 --> 00:53:11.583]  I think it's underground in the Merrimack Caverns, but hey, I'm just probably a conspiracy nut.
[00:53:11.583 --> 00:53:19.929]  The last thing, I just want to move to another point, because the drill ended Friday, they're not doing that anymore, but the tanks are still here, people.
[00:53:19.929 --> 00:53:24.573]  Alan Watt, I think he should be on once a week, maybe, I mean, just maybe for two segments.
[00:53:24.573 --> 00:53:26.334]  People need to hear you and Alan Watt go at it.
[00:53:27.295 --> 00:53:41.803]  But listen, the reason so many trolls, it was still about only 20%, I mean, because you'll see the votes, you know, 95% agree with us on, say, a YouTube, but then you'll see all the comments attacking us because they're paid.
[00:53:41.803 --> 00:53:50.848]  We have tracked their IP addresses on InfoWars because we can go in and, I mean, they don't even hide that it's out of big corporations, Department of Defense, foreign governments.
[00:53:50.848 --> 00:53:55.590]  I mean, it's come out that if you criticize Katrina, the Department of Defense would put 100 bloggers
[00:53:57.091 --> 00:54:01.333]  Military on there attacking your site, including with cyber attacks.
[00:54:01.333 --> 00:54:06.096]  So again, we're not attacking the military, we're attacking the fact that it's being used domestically like this.
[00:54:06.096 --> 00:54:08.217]  They're scared of your phone call.
[00:54:08.217 --> 00:54:14.720]  That's why they were swarming and attacking that, to make you feel like, because they're force multipliers, that you're alone.
[00:54:14.720 --> 00:54:16.361]  It's like Tokyo Rose.
[00:54:16.361 --> 00:54:24.825]  They would have the Japanese outnumbered 10 to 1, buried alive, and they'd still be playing Tokyo Rose, saying the Marines had lost and had failed.
[00:54:25.245 --> 00:54:32.370]  I mean, Japan had A-bombs dropped on it, and Tokyo Rose was saying that, you know, that the U.S.
[00:54:32.370 --> 00:54:33.211]  was losing.
[00:54:33.211 --> 00:54:39.215]  So don't let—the fact that the trolls squeak and squawk and do all of that is nothing.
[00:54:39.215 --> 00:54:42.798]  But let me just get an update before we go to Australia here.
[00:54:42.798 --> 00:54:44.119]  Did you learn anything else?
[00:54:44.119 --> 00:54:48.622]  Because, again, just to recap, what did they say was going to happen in October?
[00:54:49.272 --> 00:54:54.814]  In October, the only thing I know is that there's going to be some type of event and I don't know if the event's going to be in St.
[00:54:54.814 --> 00:55:06.178]  Louis or maybe it's going to be some kind of global event that's going to require us to patrol these neighborhoods and with the neighborhoods we're going to have air and ground support in conjunction with the local military here.
[00:55:06.178 --> 00:55:07.199]  There's something called
[00:55:08.141 --> 00:55:08.341]  For
[00:55:25.590 --> 00:55:37.096]  Under your video, the Secretary of the Army is saying they're going to put regular combat troops in every city to pull triggers on citizens, and still people won't click the link.
[00:55:37.096 --> 00:55:38.216]  They say we're lying.
[00:55:38.216 --> 00:55:39.097]  They're delusional!
[00:55:40.731 --> 00:55:49.776]  Dude, that's why I said this country's dead, Alex, and I'm sorry to say that, but I mean, you try to tell people this information, that even the people that are awake, I mean, they want to think I'm fake.
[00:55:49.776 --> 00:55:51.156]  People, I'm not fake.
[00:55:51.156 --> 00:55:53.918]  I mean, if I could get my badge number out, I would.
[00:55:53.918 --> 00:55:55.598]  It's okay, sir.
[00:55:55.598 --> 00:55:56.539]  Listen, we understand.
[00:55:56.539 --> 00:55:57.439]  I know you're frustrated.
[00:55:57.439 --> 00:55:59.000]  It's all right, okay?
[00:55:59.000 --> 00:56:00.481]  They'll believe you later.
[00:56:00.481 --> 00:56:01.541]  God bless, and I appreciate it.
[00:56:01.541 --> 00:56:05.523]  Now, I've seen this before with police and military, though, and call back anytime, Jim.
[00:56:05.523 --> 00:56:06.144]  Good to hear from you.
[00:56:07.188 --> 00:56:08.709]  I've seen this over and over again.
[00:56:08.709 --> 00:56:14.031]  They are getting ready, probably, to have a war going with Syria and Iran by then.
[00:56:14.031 --> 00:56:16.493]  I mean, it's admittedly on the front burner.
[00:56:16.493 --> 00:56:18.494]  May happen, may not happen.
[00:56:18.494 --> 00:56:23.376]  I mean, I can't tell you how many times, family, I've got this in the military, including officers in the army.
[00:56:23.376 --> 00:56:28.879]  They're told, you are going to be going into Iran, you are going to be going, and it doesn't happen.
[00:56:28.879 --> 00:56:32.661]  So, if there's a 50-50, they're going in, they're told, get ready, you're going.
[00:56:34.670 --> 00:56:36.572]  I mean, that's just how it is.
[00:56:36.572 --> 00:56:38.275]  That's like a fire department gets a call.
[00:56:38.275 --> 00:56:39.476]  They're told there's a fire.
[00:56:39.476 --> 00:56:40.057]  They're loaded up.
[00:56:40.057 --> 00:56:40.858]  They're going to a fire.
[00:56:40.858 --> 00:56:42.139]  It turns out to be a false alarm.
[00:56:42.139 --> 00:56:44.963]  You know, some kid, you know, prank called.
[00:56:44.963 --> 00:56:45.464]  Doesn't matter.
[00:56:45.464 --> 00:56:47.526]  They're still in the fire truck going down the road.
[00:56:49.631 --> 00:57:01.038]  Again, I'm not saying anything's gonna happen in October, but the global... Listen, Larry Summers was in the Washington Post two weeks ago saying, we're probably gonna have a total global meltdown.
[00:57:01.038 --> 00:57:06.321]  No amount of trillions will prop up the derivatives that these scam artists created.
[00:57:06.321 --> 00:57:13.106]  Because you got a bunch of scam artists, these big banks that were creating all these derivatives, they wanted to be the biggest dog in town.
[00:57:13.106 --> 00:57:18.089]  So, Goldman Sachs, JP Morgan, Bank of America, all these big groups created
[00:57:19.364 --> 00:57:22.927]  Individually, hundreds of trillions apiece.
[00:57:22.927 --> 00:57:27.170]  Bank of America's got hundreds of trillions of made-up garbage.
[00:57:27.170 --> 00:57:28.311]  Goldman Sachs does.
[00:57:28.311 --> 00:57:29.272]  All of them.
[00:57:29.272 --> 00:57:31.073]  And so it will melt down.
[00:57:31.073 --> 00:57:32.455]  Something is going to happen.
[00:57:32.455 --> 00:57:35.097]  I don't know if it's going to be October or two years from now.
[00:57:35.097 --> 00:57:37.479]  They can kick this down the road a long time.
[00:57:37.479 --> 00:57:42.683]  But government isn't running around getting ready for martial law worldwide for nothing.
[00:57:42.683 --> 00:57:43.603]  Okay?
[00:57:43.603 --> 00:57:44.004]  Okay?
[00:57:44.004 --> 00:57:45.025]  This is real.
[00:57:45.025 --> 00:57:46.666]  Second hour of stay weather's coming up.
[00:57:50.660 --> 00:57:56.164]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:57:56.164 --> 00:57:58.566]  Start purifying your water with ProPure.
[00:57:58.566 --> 00:58:07.673]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:58:07.673 --> 00:58:11.135]  Its filters are silver impregnated to prevent bacterial growth.
[00:58:11.135 --> 00:58:12.797]  There's no priming required.
[00:58:12.797 --> 00:58:15.078]  It's NSF-42 certified.
[00:58:15.078 --> 00:58:17.580]  Optional fluoride filters can reduce fluoride up to 95%.
[00:58:18.641 --> 00:58:20.162]  Easy to set up and use.
[00:58:20.162 --> 00:58:21.583]  Doesn't require electricity.
[00:58:21.583 --> 00:58:24.745]  Purify water from lakes, streams, ponds, and wells.
[00:58:24.745 --> 00:58:28.127]  This filter system leaves in beneficial minerals, which is key.
[00:58:28.127 --> 00:58:32.269]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[00:58:32.269 --> 00:58:35.011]  ProPure is the best gravity-fed filter out there.
[00:58:35.011 --> 00:58:36.592]  It's what my family uses.
[00:58:36.592 --> 00:58:39.894]  Infowars.com already has the lowest price on ProPure.
[00:58:39.894 --> 00:58:45.157]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:58:45.737 --> 00:58:52.560]  You can also call to order 888-253-3139.
[00:58:52.560 --> 00:59:00.663]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:59:00.663 --> 00:59:04.745]  Alex and his staff have used these pure soap products for years.
[00:59:04.745 --> 00:59:12.048]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:59:12.048 --> 00:59:14.849]  See them on the web at 5starsoap.com.
[00:59:15.069 --> 00:59:19.911]  Or call 800-340-7091 for a free catalog.
[00:59:19.911 --> 00:59:25.833]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:59:25.833 --> 00:59:31.255]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:59:31.255 --> 00:59:33.235]  This is an amazing deal.
[00:59:33.235 --> 00:59:38.457]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:59:38.457 --> 00:59:40.638]  See them on the web at 5starsoap.com.
[00:59:41.218 --> 00:59:51.564]  Or call 800-340-7091 for a free catalog.
[00:59:51.564 --> 00:59:53.085]  Coast to Coast.
[00:59:53.085 --> 00:59:55.146]  Direct from Austin.
[00:59:55.146 --> 00:59:58.347]  You're listening to the Alex Jones Broadcasting Network.
[01:00:02.253 --> 01:00:08.895]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:08.895 --> 01:00:16.798]  It's Alex Jones and the GCN Radio Network.
[01:00:16.798 --> 01:00:18.559]  Okay, this is a short little five-minute segment.
[01:00:18.559 --> 01:00:20.279]  I want to mention a few of the other things we've got.
[01:00:20.279 --> 01:00:26.241]  Then we're going to come back and go to Daniel in Queensland, Australia.
[01:00:26.241 --> 01:00:27.822]  Then we'll go to Carl, Jason, Mike.
[01:00:29.065 --> 01:00:33.152]  Marsha, Angie, Aaron, Don and others, but I gotta tell this story.
[01:00:33.152 --> 01:00:35.035]  I'll tell it now just briefly.
[01:00:35.035 --> 01:00:36.738]  I'm going to my grandmother's.
[01:00:36.738 --> 01:00:38.020]  I've picked up some food.
[01:00:38.020 --> 01:00:39.723]  My wife and children are meeting us over there.
[01:00:40.592 --> 01:01:09.651]  You know, she's close to 90 years old, and I get off on the highway during rush hour, still rush hour, like 6.30, 7 at night, and I got the food I just picked up, and I realize they've changed the highways around, and I'm like, oh, look right there, there's the, you know, the dirt where everybody just drives right over, back over to the other side, and the cop instantly, I pull over, I'm about to cut out in traffic, and once there's an opening, pulls up, runs up, and starts yelling, what are you doing on my medium?
[01:01:11.280 --> 01:01:11.880]  And he said it.
[01:01:11.880 --> 01:01:15.221]  I mean, it was literally like I was having flashbacks to watching Westerns or something.
[01:01:15.221 --> 01:01:15.801]  What are you doing, boy?
[01:01:15.801 --> 01:01:17.121]  You're in my town.
[01:01:17.121 --> 01:01:21.282]  And I was looking at him, just because he said, my medium.
[01:01:21.282 --> 01:01:25.883]  And I said, I'm going to my grandmother's.
[01:01:25.883 --> 01:01:29.444]  And I said, I'm going to go pick up a prescription and I'm going to bring her this food.
[01:01:29.444 --> 01:01:34.405]  And he goes, oh, Alex, hey, well, it's probably dangerous for you.
[01:01:34.405 --> 01:01:35.065]  Go back over there.
[01:01:35.065 --> 01:01:35.945]  Go back over this way.
[01:01:36.656 --> 01:01:38.977]  And so he nicely let me go and didn't give me a ticket.
[01:01:38.977 --> 01:01:48.941]  But the point is, then I'm talking to one of the crew members who's driving back from visiting family a while back at 2 o'clock in the morning.
[01:01:48.941 --> 01:01:50.461]  And he pulls over.
[01:01:50.461 --> 01:01:52.722]  What are you supposed to do when you're driving through the middle of the country?
[01:01:52.722 --> 01:01:55.223]  Goes over, pees behind a bush.
[01:01:55.223 --> 01:01:56.583]  Cop pulls him over.
[01:01:56.583 --> 01:01:59.344]  After he's already left, he says, what are you doing peeing in my road?
[01:01:59.344 --> 01:02:00.485]  Well, I mean, you know.
[01:02:01.590 --> 01:02:02.551]  This is what I'm talking about.
[01:02:02.551 --> 01:02:08.874]  Foreign banks can rob and rape and take everything and engage in whatever crimes they want.
[01:02:08.874 --> 01:02:13.857]  Somebody's calling me over and over and over again.
[01:02:13.857 --> 01:02:15.918]  Oh, it's my wife calling.
[01:02:15.918 --> 01:02:17.439]  Hold on a second.
[01:02:17.439 --> 01:02:18.659]  Hello, I'm on the air.
[01:02:18.659 --> 01:02:23.682]  Hey, honey.
[01:02:23.682 --> 01:02:25.723]  Okay, okay, well listen, listen, I'll call you back.
[01:02:25.723 --> 01:02:27.004]  I'm on the radio right now, okay?
[01:02:29.594 --> 01:02:32.556]  Anyways, that's what my daughter's calling me.
[01:02:32.556 --> 01:02:35.758]  But the point is, the police officer wasn't a mean person.
[01:02:35.758 --> 01:02:40.460]  Even if he gave me a ticket or whatever, I wouldn't have said he was mean.
[01:02:40.460 --> 01:02:47.224]  It just shows the attitude that it's their road, their country, their world, and we're peons.
[01:02:47.224 --> 01:02:52.567]  And I get the point of, you know, driving over one of those side roads that everybody uses.
[01:02:52.567 --> 01:02:55.349]  I understand it could cause wrecks, whatever.
[01:02:56.471 --> 01:03:00.334]  The point is, is that the police drive however they want everywhere.
[01:03:00.334 --> 01:03:02.856]  In fact, recklessly quite a bit.
[01:03:02.856 --> 01:03:08.640]  And, you know, I don't chase them down and write down their badge number and try to get them in trouble and stuff, because there's a lot of bigger fish to fry.
[01:03:08.640 --> 01:03:17.467]  And I wasn't even going to tell that story until one of the crew just told me, what are you doing peeing in my road, was the response.
[01:03:17.467 --> 01:03:22.611]  And, I mean, I don't even know what I'm supposed to say here.
[01:03:22.611 --> 01:03:25.433]  It's so crazy that you pull off in the countryside
[01:03:26.414 --> 01:03:31.339]  Well, there's not a gas station with every 20, 30 miles, 40 miles, 50 miles.
[01:03:31.339 --> 01:03:33.161]  He was telling me where he was driving from.
[01:03:33.161 --> 01:03:35.443]  And even if you do, if it's two in the morning, they're closed.
[01:03:35.443 --> 01:03:36.905]  Their bathrooms are closed.
[01:03:36.905 --> 01:03:38.687]  Where are you supposed to urinate?
[01:03:38.687 --> 01:03:40.709]  I mean, it's just like we're total slaves.
[01:03:40.709 --> 01:03:42.331]  We're white glove inspected.
[01:03:42.871 --> 01:03:49.080]  And that, of course, is the old military thing when you're going to cadet school where they'd come in and check the light bulbs, check under the tables with a white glove.
[01:03:49.080 --> 01:03:50.182]  Look at that dust, boy!
[01:03:50.182 --> 01:03:56.150]  You're gonna be, you know, running five balls and doing 500 push-ups and cleaning the mess hall and scrubbing the toilets.
[01:03:56.150 --> 01:03:57.132]  What's your problem?
[01:03:57.132 --> 01:03:58.213]  And you're treated like this!
[01:03:58.914 --> 01:04:01.275]  And then everyone kisses the rump of government.
[01:04:01.275 --> 01:04:10.239]  And the reason they want this attitude out there, like, we're the citizens at the drill instructor, you know, first day at the academy, is because this is how the culture is shifting.
[01:04:10.239 --> 01:04:16.822]  And let me tell you, the Austin police, compared to New York or something, are very professional and very nice.
[01:04:16.822 --> 01:04:19.383]  But it's like, what are you doing in my meeting?
[01:04:19.383 --> 01:04:20.324]  What are you doing in my meeting?
[01:04:20.324 --> 01:04:23.645]  Oh, hi, Alex, how are you?
[01:04:23.645 --> 01:04:24.906]  It was ridiculous.
[01:04:25.606 --> 01:04:27.567]  But I mean, because the guy's saying, what are you doing?
[01:04:27.567 --> 01:04:28.507]  It was like a drill sergeant.
[01:04:28.507 --> 01:04:30.228]  What are you doing in my medium?
[01:04:30.228 --> 01:04:31.068]  What are you doing?
[01:04:31.068 --> 01:04:34.569]  And I was actually just sitting there rolling the window, just like, what?
[01:04:34.569 --> 01:04:36.089]  It was actually pretty entertaining.
[01:04:36.089 --> 01:04:38.830]  Because I was just like, this country.
[01:04:38.830 --> 01:04:39.571]  What am I doing?
[01:04:39.571 --> 01:04:41.171]  In fact, I would rather be yelled at than get a ticket.
[01:04:41.171 --> 01:04:42.792]  But I guess that's what happened.
[01:04:44.847 --> 01:04:45.508]  I mean, come on.
[01:04:45.508 --> 01:04:46.108]  Okay.
[01:04:46.108 --> 01:04:54.694]  After you've arrested all the bankers and the child molesters and people, if you want to yell at me and give me a ticket for driving off the medium, then go ahead.
[01:04:54.694 --> 01:04:55.295]  Okay?
[01:04:55.295 --> 01:04:57.416]  But until then, leave us alone.
[01:04:57.416 --> 01:04:57.817]  Come on.
[01:04:59.226 --> 01:05:03.769]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:05:03.769 --> 01:05:04.690]  Number one.
[01:05:04.690 --> 01:05:08.112]  New climate legislation could easily double or triple your electric bill.
[01:05:08.112 --> 01:05:08.973]  Number two.
[01:05:08.973 --> 01:05:13.876]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:05:13.876 --> 01:05:14.616]  It's true.
[01:05:14.616 --> 01:05:19.480]  Total government control of electricity in the name of smart grid technology is coming.
[01:05:19.480 --> 01:05:20.320]  Number three.
[01:05:20.320 --> 01:05:23.902]  In some areas of the country, the power grid is dangerously overloaded.
[01:05:23.902 --> 01:05:27.605]  And now, new socialist legislation is only compounding the problem.
[01:05:27.805 --> 01:05:31.346]  Number four, dangerous weather is always a threat to local grids.
[01:05:31.346 --> 01:05:35.027]  Every year, thousands of families lose their power from weather-related outages.
[01:05:35.027 --> 01:05:39.968]  Number five, a solar power generator provides powerful backup, insurance, and peace of mind.
[01:05:39.968 --> 01:05:45.010]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:05:45.010 --> 01:05:49.191]  You can get more information at www.mysolarbackup.com.
[01:05:49.191 --> 01:05:50.992]  That's mysolarbackup.com.
[01:05:50.992 --> 01:05:55.593]  Remember, the government doesn't own the sun, so go to mysolarbackup.com, or call 1-866-422-9000.
[01:05:56.513 --> 01:06:05.836]  877-327-0365.
[01:06:05.836 --> 01:06:11.897]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[01:06:11.897 --> 01:06:14.418]  You're listening to the Alex Jones Show!
[01:06:22.714 --> 01:06:28.278]  It is our number two, ladies and gentlemen, and let's go straight into your phone calls.
[01:06:28.278 --> 01:06:32.862]  Then I'm going to get into a new vicious attack on the Second Amendment.
[01:06:32.862 --> 01:06:35.244]  Who needs laws anymore?
[01:06:35.244 --> 01:06:41.929]  We're going to get into how they are going after the Second Amendment, coming up at the start of the next segment and tied into the latest on Fast and Furious.
[01:06:43.760 --> 01:06:47.221]  Also, we're going to get into some of the numbers on Obamacare.
[01:06:47.221 --> 01:06:54.183]  More debt, more implosion, more taxes paid directly to insurance companies, enforced by the IRS.
[01:06:54.183 --> 01:07:09.168]  By the way, the IRS lets the Southern Poverty Law Center, ADL, all these organizations that demonize good Americans and mix them in with unsavory people, guilt by association, Media Matters, publicly run by the White House, publicly in meetings every week with them.
[01:07:09.668 --> 01:07:14.075]  demonizing alternative media and libertarians and conservatives.
[01:07:14.075 --> 01:07:15.937]  They all get to be tax-exempt.
[01:07:15.937 --> 01:07:17.299]  I'm not tax-exempt.
[01:07:17.299 --> 01:07:19.643]  You're not tax-exempt.
[01:07:19.643 --> 01:07:24.770]  But the IRS is now going after libertarian and conservative tax-exempt political groups.
[01:07:26.158 --> 01:07:28.859]  And Republicans never do stuff like this when they're president.
[01:07:28.859 --> 01:07:33.462]  You can say what you want about them, but they just let all the little globalist organizations run around.
[01:07:33.462 --> 01:07:33.882]  You know why?
[01:07:33.882 --> 01:07:35.583]  Because at the top, they're with them as well.
[01:07:35.583 --> 01:07:37.604]  Just like Roberts voted for health care.
[01:07:37.604 --> 01:07:40.085]  That's exactly what's going on here.
[01:07:40.085 --> 01:07:41.106]  Scam care.
[01:07:41.106 --> 01:07:41.826]  IRS care.
[01:07:43.271 --> 01:07:44.251]  There's no end to this.
[01:07:44.251 --> 01:07:44.972]  There's no end to this.
[01:07:44.972 --> 01:07:46.893]  We're going to be going over all that.
[01:07:46.893 --> 01:07:51.495]  Right now, let's go to Daniel in Queensland, Australia.
[01:07:51.495 --> 01:07:56.157]  What are you calling in about today, and what time is it over there in the land down under?
[01:07:56.157 --> 01:07:58.118]  Hey, buddy.
[01:07:58.118 --> 01:07:58.798]  How you going?
[01:07:58.798 --> 01:08:02.159]  It's around 8 o'clock.
[01:08:02.159 --> 01:08:02.800]  8 o'clock in the morning?
[01:08:02.800 --> 01:08:03.640]  Morning.
[01:08:03.640 --> 01:08:04.120]  Alright.
[01:08:04.120 --> 01:08:08.422]  Yeah, good morning, and you're a legend, mate.
[01:08:08.422 --> 01:08:09.103]  I love you.
[01:08:09.103 --> 01:08:11.844]  Listening to you over here, and I'm spreading the word over here big time.
[01:08:13.654 --> 01:08:19.079]  We get a lot of traffic and a lot of calls and letters and everything from Australia.
[01:08:19.079 --> 01:08:22.861]  That's probably one of the biggest listening audiences we have outside of the United States.
[01:08:22.861 --> 01:08:25.804]  Great people over there being overrun by tyranny.
[01:08:25.804 --> 01:08:29.887]  In fact I've been wanting to ask Aussies, well first you talk about what you called in about, but then I want to talk about...
[01:08:30.387 --> 01:08:31.968]  It's on the news over there.
[01:08:31.968 --> 01:08:39.193]  If you criticize carbon taxes that went in last week, you get arrested or a 1.1 million Aussie fine.
[01:08:39.193 --> 01:08:43.715]  So I want to get your take on, or better not, you might get arrested.
[01:08:43.715 --> 01:08:44.676]  Freedom!
[01:08:44.676 --> 01:08:48.318]  But what did you call in about, sir?
[01:08:48.318 --> 01:08:51.860]  Yeah, carbon tax was one of the issues that actually rang in about.
[01:08:51.860 --> 01:08:57.984]  I'm looking at news.com.au article this morning saying life goes on after carbon tax, Gillard.
[01:09:00.003 --> 01:09:03.644]  She's going, day one, the carbon tax in the sky hasn't fallen yet.
[01:09:03.644 --> 01:09:06.245]  Well, yeah, obviously, it's only day one.
[01:09:06.245 --> 01:09:10.346]  You know, $23 per ton of carbon emissions.
[01:09:10.346 --> 01:09:23.149]  Carbon makes up 90% of the planet or something like that, so... And it allows them to tax... Well, I mean, notice it doesn't fully implement until next year anyways, so you're not allowed to criticize it, though you're breaking the law right now.
[01:09:23.149 --> 01:09:24.490]  Tell us about the sniveller.
[01:09:24.490 --> 01:09:25.210]  Give us the headline.
[01:09:25.210 --> 01:09:28.511]  We'll put it on screen, telling you that the sky didn't fall.
[01:09:30.393 --> 01:09:31.855]  Yeah, yeah.
[01:09:31.855 --> 01:09:38.944]  Well, it goes on further to say that 294 electrical generators and other companies have been affected by this.
[01:09:38.944 --> 01:09:44.392]  So I've been saying to people, you know, that's your electricity which stores your food.
[01:09:44.392 --> 01:09:44.993]  Any of your
[01:09:45.493 --> 01:10:05.252]  Product that get put onto your food like fertilizer and things that produce carbon everything is going to go up in price and people The head carbon cop as he calls himself was quoted in all the big newspapers saying we've got spies on the street and in cafes and if they hear you say prices are going up you're gonna are you
[01:10:06.053 --> 01:10:10.097]  You're not doing what this little petty Stalin tells you to do?
[01:10:10.097 --> 01:10:13.601]  You mean you're daring to have free speech that your ancestors always had?
[01:10:13.601 --> 01:10:15.943]  You mean you don't want to live in North Korea?
[01:10:15.943 --> 01:10:16.964]  Absolutely, absolutely.
[01:10:16.964 --> 01:10:21.549]  What's also strange is they say that it's a carbon tax shifting to an emissions trading scheme in 2015.
[01:10:21.549 --> 01:10:22.430]  So what's the point of that?
[01:10:24.696 --> 01:10:29.260]  Well they're a bit short on revenue right now and they just need a few bucks to boost the coffers, you know what I mean?
[01:10:29.260 --> 01:10:43.732]  Well what happened is the Rothschild, and actually look it up folks, you can type in Rothschild's own carbon exchange in London, it's the big one, the mercantile's big, Obama owns part of that with Al Gore in Chicago, that you were going to have to buy it from them, but it collapsed.
[01:10:43.732 --> 01:10:47.896]  Nobody would buy it because no country would implement it except for Australia and Canada.
[01:10:48.796 --> 01:10:50.537]  And California has done it as well.
[01:10:50.537 --> 01:10:51.638]  So we're the idiots.
[01:10:51.638 --> 01:10:55.240]  The US, Australia, we're not idiots.
[01:10:55.240 --> 01:10:56.881]  We have criminals running us.
[01:10:56.881 --> 01:11:03.484]  And so for now, it'll just be a tax and then they'll pay the bankers through banker bailouts your money.
[01:11:03.484 --> 01:11:05.785]  But the bankers want that direct tax.
[01:11:05.785 --> 01:11:10.188]  They don't want to have to just make the IRS get the health care money and make you buy the health care from them.
[01:11:11.291 --> 01:11:13.212]  They don't want to just... Yeah, go ahead.
