[00:00:00.000 --> 00:00:06.000]  InfoWars. Tomorrow's news. Today.
[01:52:55.480 --> 01:53:03.000]  bear figure because this is for very, very young children. This is perverted. This is wrong. And it
[01:53:03.720 --> 01:53:09.960]  creates people who are infinitely easier to control than you are, Alex, and that I am.
[01:53:10.520 --> 01:53:18.680]  So this is a real problem. But all of these things, our common agenda, Agenda 2030. Oh, by the way,
[01:53:18.680 --> 01:53:25.720]  all of this stuff, the global shock business and the path to the future and the future summit,
[01:53:25.720 --> 01:53:33.640]  all of that is based on accelerating Agenda 2030. Why? Because they're having a lot of trouble.
[01:53:33.640 --> 01:53:37.960]  They're behind schedule. They're not getting where they need to go. And we're halfway...
[01:53:37.960 --> 01:53:41.560]  And that was my next question. You got to come back soon to do like two, three hours commercial
[01:53:41.560 --> 01:53:45.480]  free. I'll come in Saturday if you want to do two hours commercial free to lay all this out. But
[01:53:45.480 --> 01:53:49.720]  we've got some in the next hour. But let me ask you this then. I totally agree. It's not going
[01:53:49.720 --> 01:53:56.200]  well. How? Why are they crazy enough to have ABC, CBS, CNN, MSNBC, every channel? I mean,
[01:53:56.200 --> 01:54:01.080]  hundreds of clips I've seen. Well, I stopped watching after like the 30th clip. Hundreds
[01:54:01.080 --> 01:54:05.640]  I've read the transcript of where they're like, how dare the sound of freedom? It doesn't exist.
[01:54:05.640 --> 01:54:11.800]  So they've gone from admitting there's giant child sex trafficking to overnight taking it off
[01:54:11.800 --> 01:54:16.040]  the federal websites, saying they're not going to do DNA testing of kids or just turn loose with
[01:54:16.040 --> 01:54:23.080]  no ID, small children. I mean, they are panicked right now, it seems. Is that accurate? That is
[01:54:23.080 --> 01:54:27.880]  accurate. Now, that, of course, makes them more dangerous. But let's be clear about why they're
[01:54:27.880 --> 01:54:33.320]  panicked. They're panicked because of you, Alex. They're panicked because of me. Prevent Genocide
[01:54:33.400 --> 01:54:42.680]  2030. And by the way, our new Twitter account, prevent 2030. Or should say at prevent 20,
[01:54:42.680 --> 01:54:48.280]  prevent 2030. They wouldn't let us put the word genocide in our title on Twitter. That's
[01:54:48.280 --> 01:54:56.120]  interesting. They're panicked because people are saying, don't you dare? Don't you dare touch my
[01:54:56.120 --> 01:55:02.840]  child? Don't you dare take away my car? Don't you dare take away my house? Don't you dare tell me
[01:55:02.840 --> 01:55:11.160]  that I can't eat meat? Don't you dare tell me that the patriarchy has to be has to be a political
[01:55:11.160 --> 01:55:18.600]  concern for my one-year-old? Don't you dare sexualize education? People are saying, wait,
[01:55:19.160 --> 01:55:24.920]  what? No. And they're saying it all over the world. And that's why, as I have always said,
[01:55:24.920 --> 01:55:31.640]  they are terrified of our numbers. They are terrified of our power because they are not
[01:55:31.640 --> 01:55:37.400]  fully in power yet. And this means that this is our opportunity, because frankly, Alex,
[01:55:37.400 --> 01:55:45.240]  if we miss this one, we won't have another. And look, you called it 12, 13 years ago in that
[01:55:45.240 --> 01:55:49.560]  super viral clip. And if you'd had more time on Ventura show, you laid more of it out for them.
[01:55:49.560 --> 01:55:54.040]  But they obviously had to edit it down for time. But you you've treated heads of state. They've
[01:55:54.040 --> 01:55:58.440]  let you on the plan. And I mean, you're not making this stuff up. You're on record as a top position.
[01:55:58.440 --> 01:56:03.400]  This is as serious as a heart attack. It's more serious than a heart attack,
[01:56:03.400 --> 01:56:09.000]  because a heart attack only kills the person whose heart it was. This is to kill all of us,
[01:56:09.000 --> 01:56:16.520]  either as living beings, making 90 percent or more of us basically toxic fertilizer.
[01:56:16.520 --> 01:56:21.160]  And they have, as you know, a new way of disposing of our massive number of corpses.
[01:56:21.160 --> 01:56:25.880]  And that is to digest us in lye and turn us into slime. I was about to say,
[01:56:26.280 --> 01:56:30.200]  20 plus states passed a law for mass death and to liquefy our bodies.
[01:56:30.200 --> 01:56:37.640]  Exactly, exactly. And the ones who are allowed to survive, the ones who are useful to them,
[01:56:37.640 --> 01:56:45.080]  we will be both mind controlled and genetically controlled through the so-called vaccines,
[01:56:45.080 --> 01:56:53.800]  through the nanotechnology. And by the way, Alex, I have a proposal into people who can fund it
[01:56:53.800 --> 01:57:00.920]  for a research project to find out exactly what will get the nanotechnology out of our bodies
[01:57:00.920 --> 01:57:08.600]  that has been injected or infected from the injected and to then make it available as a
[01:57:08.600 --> 01:57:14.760]  frequency for seven billion people. I agree. The number one question I get is how do we counter
[01:57:14.760 --> 01:57:19.400]  because the globalists wouldn't have launched this attack of this nanotech self-replicating
[01:57:19.400 --> 01:57:25.400]  prion if they didn't have a cure? They have a cure for themselves, of course, we don't have
[01:57:25.400 --> 01:57:32.040]  that cure. And so it is urgently important. And that is a research project that I have.
[01:57:34.840 --> 01:57:38.600]  Certainly to reverse engineer. Where do people find out about that research project?
[01:57:40.760 --> 01:57:44.280]  Well, you know, we have a website called Prevent Genocide 2030,
[01:57:44.280 --> 01:57:51.800]  where we have information. With all the craziness in the world, the collapsing borders,
[01:57:51.800 --> 01:57:57.560]  the war with Russia, the insanity, the currency devaluations, the economy going crazy.
[01:57:58.200 --> 01:58:02.680]  You are crazy, in my view, if you don't get high quality, storable food and water filtration
[01:58:02.680 --> 01:58:06.680]  and self-defense. Now, we're not selling guns and ammo. That's for you to go out and get for
[01:58:06.680 --> 01:58:10.920]  yourself and learn how to use if you haven't. And I'm preaching the choir on that. But a lot
[01:58:10.920 --> 01:58:15.160]  of people got plenty of guns, but they don't have enough storable food or water filtration.
[01:58:15.160 --> 01:58:19.000]  This is something you need now. And we've got it in the food department
[01:58:19.000 --> 01:58:22.600]  and in the high quality water filtration department. The highest quality food,
[01:58:22.600 --> 01:58:27.160]  the best water filtration at the lowest prices you're going to find and still get quality.
[01:58:27.160 --> 01:58:32.680]  Infowarsstore.com is running a special right now for 10 percent off on all storable food
[01:58:32.680 --> 01:58:37.720]  and on water and air filtration. Ladies and gentlemen, you cannot beat this deal.
[01:58:37.720 --> 01:58:41.960]  Our prices are already the lowest at 10 percent off. It's an insane deal for a limited time.
[01:58:41.960 --> 01:58:45.960]  Go to Infowarsstore.com and get prepared while you still can.
[01:58:48.440 --> 01:58:53.880]  Everybody running around here, I want to thank Alex Jones and Infowars for offering scholarships
[01:58:53.880 --> 01:59:00.360]  to River University. Maybe you're watching Infowars today and you don't know what to do
[01:59:00.360 --> 01:59:06.360]  with the problems that we face in the world today. You've been through COVID 19, 20, 19, 20, 21,
[01:59:06.360 --> 01:59:13.080]  22, 23. But here at River University, not only do we show you what the problem is, but we show you
[01:59:13.080 --> 01:59:19.880]  how to deal with it. Come, a full three year bachelor degree will train you up in ministry,
[01:59:19.880 --> 01:59:25.160]  government, worship, that you can go out and actually bring about a transformation
[01:59:25.160 --> 01:59:30.280]  in the earth today. We have graduates going all over the world from the Arctic to the outback.
[01:59:30.280 --> 01:59:35.480]  And right here, this is what we do. We specialize in training people and equipping them
[01:59:36.040 --> 01:59:42.040]  for transformation. And that's what you'll do. So scan the QR code right now or go to
[01:59:42.040 --> 01:59:47.000]  riveruniversity.org and get the free scholarship offered to you by Infowars.
[01:59:49.960 --> 01:59:55.960]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:00:05.960 --> 02:00:23.720]  All over the United States, all over Europe, all over the world, anywhere the globals are
[02:00:23.720 --> 02:00:28.120]  in control, they're removing language about human trafficking and sex with children being bad.
[02:00:29.160 --> 02:00:33.160]  Transgender Minnesota lawmaker introduces bill removing anti-paedophile language
[02:00:33.240 --> 02:00:39.000]  from the state's Human Rights Act. Fox News. And now the federal government's expunging it
[02:00:39.000 --> 02:00:45.000]  off their sites saying it's not even a problem, an issue. Dr. Rima Lebo is a trailblazer exposing
[02:00:45.000 --> 02:00:54.440]  this. Preventgenocide2030.org. Please continue with this assault and what you think is going
[02:00:54.440 --> 02:01:01.080]  to be their next salvo where they talk about creating these shocks, where they talk about
[02:01:01.080 --> 02:01:08.200]  creating these crises, what you think it's going to be. You mean what the next shock will be? Yes.
[02:01:08.200 --> 02:01:14.600]  Is that what you're saying? Yes. It won't be another disease. People are disease weary.
[02:01:15.160 --> 02:01:25.320]  People are vaccine leery. And so being weary and leery of their prior manipulation. And by the way,
[02:01:25.320 --> 02:01:31.320]  I call it propagandemic. I want to emphasize again, and I know you've pointed this out and
[02:01:31.320 --> 02:01:37.560]  others are beginning to say it too, that we didn't have a pandemic. We didn't have any excess deaths
[02:01:37.560 --> 02:01:44.680]  from this terrible thing that was supposed to kill us all until the alleged vaccines were
[02:01:44.680 --> 02:01:50.600]  injected into people. And then the deaths started accelerating, as we know, and the disabilities. So
[02:01:51.480 --> 02:01:56.760]  they've done that. And I think the next thing that they think they can ride, because they're
[02:01:56.760 --> 02:02:04.280]  always looking for the next racehorse that they can push across the finish line. I think the next
[02:02:04.280 --> 02:02:08.680]  horse that they're going to ride is one that they're gearing up on right now, and that's
[02:02:08.680 --> 02:02:15.640]  climate change. The one after that, I predict will be food shortages, because with the food
[02:02:15.640 --> 02:02:25.960]  shortages, they'll be able to corral people into their centers. Come to our 15 minute cities,
[02:02:25.960 --> 02:02:31.240]  come to our 10 minute cities, come to our urban concentration camps, our dog kennels,
[02:02:32.360 --> 02:02:39.160]  where we will feed you and we will take care of you. And yes, you won't have steak. And by the
[02:02:39.160 --> 02:02:46.920]  way, the German government, I believe yesterday, issued a directive to people to eat no more than
[02:02:46.920 --> 02:02:54.920]  10 grams of protein per day. Well, you can't maintain a healthy body on 10 grams of protein.
[02:02:55.800 --> 02:03:01.320]  Whether you get it from an animal source or a vegetable source, 10 grams of protein is simply
[02:03:01.320 --> 02:03:06.280]  not adequate for health. But that's what they want. The sicker you are, the more needy you are,
[02:03:07.240 --> 02:03:13.000]  the more controllable you are. And therefore, if they give you synthetic meat, if they give you
[02:03:13.000 --> 02:03:18.200]  insects, if they give you whatever it is that they tell you will support your life and your health
[02:03:18.200 --> 02:03:25.080]  and be good for you, or just keep you alive, even if it's not good for you, you'll eat it.
[02:03:25.640 --> 02:03:31.080]  And you'll eat it living in their cities. And you'll do what they say, because your credit
[02:03:31.080 --> 02:03:38.200]  score will go down if you don't do what they say. And if your credit score goes down, you can't get
[02:03:38.200 --> 02:03:43.240]  even bugs to eat. And what's incredible, we've got to go to break for one minute and join some
[02:03:43.240 --> 02:03:49.000]  stations, but we don't have to wait anymore with you and, you know, General Stolbein warning us 20
[02:03:49.000 --> 02:03:54.600]  years ago. It's all here now. It's all fabulously evil, fabulously ridiculous, just out in the open.
[02:03:55.160 --> 02:04:01.640]  And we can stop it. And that's the important part, Alex, not what they're going to do,
[02:04:01.640 --> 02:04:07.720]  not what they have done. But the fact that we, you and I, and every listener here and everybody
[02:04:07.720 --> 02:04:17.640]  that they know, actually has the power to stop this disastrous plan now before it goes one step
[02:04:17.640 --> 02:04:23.160]  further. Everybody's got a bookmarket and share it preventgenocide2030.org. And I meant to get her
[02:04:23.960 --> 02:04:27.640]  when she was on a few months ago, the next week, time flew by. We didn't do it. I'll come in
[02:04:27.640 --> 02:04:33.240]  Saturday if she can do it from like noon to two, do two hours commercial free. The crew, noon,
[02:04:33.240 --> 02:04:37.640]  Saturday, two hours commercial free. She sends it all over. No breaks. She'll be able to go over
[02:04:37.640 --> 02:04:41.960]  it all. Might take one five minute break. We go to the bathroom or something, but we'll do Saturday
[02:04:41.960 --> 02:04:47.640]  noon to 2 p.m. Central with her. We got 30 more minutes left with Dr. Rima Labo. Then Dr. Darren
[02:04:47.640 --> 02:04:52.440]  Beattie pops in about the big developments with the Fed provocateurs and all the rest of the stuff
[02:04:52.440 --> 02:04:56.680]  on January 6th, the big Ray Epps developments. We'll be right back in 60 seconds. Stay with us.
[02:04:58.920 --> 02:05:04.120]  The globalists aren't just targeting us through the poison shots or the electromagnetic 5G or
[02:05:04.120 --> 02:05:10.200]  the GMO crops. They're hitting us with hundreds of chemicals that the EPA has authorized companies
[02:05:10.200 --> 02:05:16.520]  and industry to use. One of the top pesticides used is atrazine. The allowable level the
[02:05:16.520 --> 02:05:21.080]  government admits that they allow to be in your water supply is enough to sterilize you and basically
[02:05:21.080 --> 02:05:27.000]  turn your son into a feminized mutant. Look it up. Don't let them do this to your family. We have
[02:05:27.000 --> 02:05:32.440]  the very best gravity-fed filter system out there. Highest rated at half the price of leading
[02:05:32.440 --> 02:05:36.920]  competitors. The Alexa Pure ready to ship to you right now. We have replacement filters for folks
[02:05:36.920 --> 02:05:41.000]  who have already gotten it. It does 10,000 gallons before you replace them. It is amazing. It's great
[02:05:41.000 --> 02:05:46.040]  for your home, your business. You can put swamp water in it, tap water, well water. Almost everything
[02:05:46.040 --> 02:05:50.360]  is contaminated. This is how you take control of the fluids in your body and counter the globalist
[02:05:50.360 --> 02:05:54.920]  onslaught. Get yours today at Infoworkstore.com for a limited time. We're running a 10% discount.
[02:05:54.920 --> 02:05:58.200]  That is a huge discount. It's probably the lowest price out there. You need this filter.
[02:06:02.200 --> 02:06:07.800]  You found it. The tip of the spear. It is the Alex Jones Show.
[02:06:10.360 --> 02:06:13.560]  All right. Dr. Rima Lambo is one of the smartest people we've ever interviewed
[02:06:14.200 --> 02:06:19.160]  and she's so on target. She's so accurate and she's so desperate. I would use the word I am too
[02:06:19.160 --> 02:06:23.480]  to warn you that we'd stop this together. Plus, we're really starting to get the initiative and
[02:06:23.480 --> 02:06:29.160]  barely winning, I would say. But I'm going to let you host here because if I interrupt any,
[02:06:29.960 --> 02:06:33.640]  I'm going to just start talking because everything you say, I'm going to write notes.
[02:06:33.640 --> 02:06:36.680]  I'm going to sit here and turn my mic off and write notes for at least 10 minutes,
[02:06:36.680 --> 02:06:41.320]  15 minutes, give you the floor to host here and run through all this and talk about the scenarios
[02:06:41.320 --> 02:06:46.520]  and the admitted UN documents you sent us and how nightmarish this is. But studying the eugenicists
[02:06:46.520 --> 02:06:53.320]  going back to the mid 1850s and before that and doing your research on how they never break ranks.
[02:06:53.320 --> 02:07:00.680]  They always push the same agenda. It's so anti-human. It's just so satanic. I know you get
[02:07:00.680 --> 02:07:05.240]  into documents and science and all of it, but at the end of the day, what is it? It does seem like
[02:07:05.240 --> 02:07:12.520]  there's some outside inhuman force driving these people where they go against their own self-interest.
[02:07:12.520 --> 02:07:16.680]  So speak to that and then recap what you've said, get into the rest of it. And I mean,
[02:07:16.680 --> 02:07:20.680]  what we're facing, because this isn't like, oh, we better fight tyranny or our children will be
[02:07:20.680 --> 02:07:25.640]  slaves. We're going to be slaves. We are slaves. They're shutting down thousands of farms in
[02:07:25.640 --> 02:07:31.400]  Netherlands, thousands in Ireland. Who cares about the Netherlands? Third biggest food producer.
[02:07:31.400 --> 02:07:37.400]  They're collapsing the third world. I mean, they are involved in shutting off nitrogen fertilizer.
[02:07:37.400 --> 02:07:42.360]  So already they put into function things that is going to kill hundreds of millions
[02:07:42.360 --> 02:07:45.960]  conservatively. And that's what they've currently put into function. And then they're going to blame
[02:07:45.960 --> 02:07:51.000]  it on global warming and us as society breaks down when they're the ones as the managers.
[02:07:51.560 --> 02:07:56.760]  How do they think they'll get away with it? It's just it's it's wild. So break it down for us.
[02:07:57.880 --> 02:08:02.840]  You know, during the break, Alex, I was thinking that we needed to segue into hate.
[02:08:02.840 --> 02:08:09.480]  We need to talk about hate. And that is a large part of the answer to the question that you just
[02:08:09.480 --> 02:08:16.120]  asked. We are being manipulated and maneuver to hate one another and to have no common agenda
[02:08:16.120 --> 02:08:22.760]  with one another while the globalists put out something that they call our common agenda,
[02:08:22.760 --> 02:08:27.640]  which is to destroy all of us and to enslave us from the genetic level outward.
[02:08:27.640 --> 02:08:36.600]  So one of the best techniques that dictators have always used is to have an external enemy.
[02:08:37.240 --> 02:08:43.720]  And if you can make the external enemy external to your tiny little group, then everybody is
[02:08:43.720 --> 02:08:51.560]  your enemy. So right now in California, there is a measure before the legislature to sentence people
[02:08:52.200 --> 02:08:58.680]  differently based on whether they are black or not black. And I assume that people who are brown
[02:08:58.680 --> 02:09:05.160]  will be classed with people who are black, but maybe not so that a white person would get a more
[02:09:06.440 --> 02:09:12.280]  extensive time in jail than a black person for the same crime. Well, what do you think that's
[02:09:12.280 --> 02:09:21.000]  going to do to the relations between black and white people? Nothing good. A reparations
[02:09:21.000 --> 02:09:27.880]  is being considered so that black people will get five million dollars each from the state of
[02:09:27.880 --> 02:09:38.680]  California for being something or other. And this is insane. We're talking about making sure that
[02:09:38.680 --> 02:09:48.360]  society is a place where it's dangerous to be and then helping people by propaganda to hate somebody
[02:09:48.360 --> 02:09:54.040]  and hold them responsible. Not the globalists, of course, not the people who are destroying the
[02:09:54.040 --> 02:09:59.960]  judicial system and destroying the educational system and destroying the food system and
[02:09:59.960 --> 02:10:07.080]  destroying the social cohesion, destroying the civil rights that we all work for, perverting
[02:10:07.080 --> 02:10:15.960]  every concept like sustainability, like human rights, perverting justice, perverting safety,
[02:10:16.040 --> 02:10:23.960]  perverting the common good. And that's what they're doing. But they're doing it by accelerating our
[02:10:23.960 --> 02:10:31.400]  hatred for one another, making the group smaller and smaller. Anti-Semitism is very much on the
[02:10:31.400 --> 02:10:38.840]  rise because they want it to be on the rise. Anti-racist feeling. A woman was interviewed
[02:10:38.840 --> 02:10:46.760]  recently in a video clip that I saw a black woman saying, I am a racist. It is a crime to be white.
[02:10:46.760 --> 02:10:51.800]  Well, of course, that's crazy, but it's the same craziness as it's a crime to be black. It's a
[02:10:51.800 --> 02:10:56.920]  crime to be Christian. It's a crime to be Jewish. It's a crime to be Hindu. I will remind you that
[02:10:56.920 --> 02:11:06.760]  when India was released from British control, there was a mass slaughter in which 30 million
[02:11:06.760 --> 02:11:13.640]  people died because they were either Hindu and should have been Muslim, or they were Muslim
[02:11:13.640 --> 02:11:18.760]  and should have been Hindu. And so Indians were killing Indians. And how do you think the British
[02:11:20.120 --> 02:11:27.160]  conquistadors felt about that? They were perfectly happy because it weakened India so much
[02:11:27.160 --> 02:11:35.240]  that it was easier to get control back in many, many nefarious and subversive ways.
[02:11:35.240 --> 02:11:42.680]  Now that's happening to us. And each of us has a responsibility to say, no, I will not hate.
[02:11:42.680 --> 02:11:51.960]  I will not see racism or racial divides as the issue that determines how I feel about anyone
[02:11:51.960 --> 02:12:00.120]  or policies that are acceptable to me. I will not be a racist, a sexist, a religiousist,
[02:12:00.120 --> 02:12:07.560]  an isist. I will be a human being who sees others based on their humanity,
[02:12:07.560 --> 02:12:15.000]  because fundamentally, these globalists see us based on our utility, not on that need.
[02:12:15.000 --> 02:12:21.320]  Those two children are correct. Those two children should be the leaders for our future
[02:12:21.960 --> 02:12:28.120]  and should lead us into that kind of joyful collaboration with other people, because we
[02:12:28.120 --> 02:12:34.440]  have so much in common, not making enemies of them, because making enemies of them
[02:12:35.000 --> 02:12:42.840]  puts us under the thumb of these monsters. You asked, is there an outside influence? I don't know.
[02:12:42.840 --> 02:12:51.720]  I was at a very pleasant lunch recently with a guy who is the head salesman for transcranial
[02:12:51.720 --> 02:12:59.080]  stimulation devices, which is a non-pharmaceutical method of treating OCD and schizophrenia and
[02:13:01.000 --> 02:13:05.800]  addictions and a whole bunch of other things. And anything that's non-pharmaceutical is
[02:13:05.800 --> 02:13:13.160]  good with me. So he was there and also the owner of about 65 clinics that use this technology.
[02:13:14.440 --> 02:13:20.520]  And he said, you know who's responsible for all of this globalist stuff that's going on?
[02:13:20.520 --> 02:13:27.720]  I said, no, who's responsible? He said, Satan. I said, well, maybe. I don't have any documentation
[02:13:27.720 --> 02:13:32.920]  that that's so. I know that you believe it. He has a religious belief that tells him that.
[02:13:32.920 --> 02:13:39.320]  But he was absolutely confident. And I said, well, for me, I make a distinction between what I believe
[02:13:39.320 --> 02:13:45.560]  and what I know. These activities, that's a very, very powerful graphic. These activities
[02:13:46.200 --> 02:13:51.800]  certainly are evil. That much I know. Whether there's a reptilian component,
[02:13:52.680 --> 02:13:59.560]  I'm looking for evidence for that. I haven't seen any. Whether it's an actual physical Satan,
[02:13:59.560 --> 02:14:05.400]  I don't know. I'm looking for evidence. I haven't seen that either. But that's not relevant to me.
[02:14:05.400 --> 02:14:13.080]  What's relevant is what is actually happening, what is actually planned and what we can actually do
[02:14:13.080 --> 02:14:21.800]  to stop it. And what that is, as far as I'm concerned, is we use this, the Freedom Mouse.
[02:14:21.800 --> 02:14:28.680]  We ride the Freedom Mouse. They gave us the Internet to control us. Well, that's not working
[02:14:28.680 --> 02:14:34.520]  so well for them. They're trying. One of the things that is a goal for these globalists is
[02:14:34.520 --> 02:14:43.480]  to control all communication, to prevent any kind of infodemic, which means wrong think.
[02:14:43.480 --> 02:14:50.680]  And wrong think means saying the truth that they don't like, or even saying something that's wrong
[02:14:50.680 --> 02:14:57.240]  that they don't like. But it's saying what we believe in saying, what we need to say.
[02:14:57.240 --> 02:15:06.360]  Now, if you go to preventgenocide2030.org, you will see that there is a place for you to click,
[02:15:06.360 --> 02:15:15.880]  to take action. And that action is to bombard your lawmakers with your demand, not your request,
[02:15:15.880 --> 02:15:24.680]  but your demand that we get our country out of the UN and out of WHO. Now, Alex,
[02:15:24.680 --> 02:15:31.480]  I have to tell you I made a mistake. I thought, and I'm a very big fan of Sun Tzu and strategic
[02:15:31.480 --> 02:15:37.320]  analysis. I learned a lot about that from General Burt, who was, as you know, a brilliant strategic
[02:15:37.320 --> 02:15:48.120]  analyst. And I thought that our strategy needed to be to get out of WHO and then get out of the
[02:15:48.120 --> 02:15:55.080]  controlling organization behind it, the UN. And then I became aware of the summit for the future
[02:15:55.080 --> 02:16:02.120]  scheduled for September 2024 and the pact for the future and the documents that we've been
[02:16:02.120 --> 02:16:07.000]  talking about today. Well, let me just get where you're going. I mean, if you look at right now,
[02:16:07.000 --> 02:16:13.400]  it's Biden's head of the COVID response is actually running the whole UN treaty. So it's
[02:16:13.400 --> 02:16:17.800]  all coming out of the US, just like the UN came out of the US. So even if he got out of the UN
[02:16:17.800 --> 02:16:22.600]  and got out of the WHO, it's still the corporations, bureaucracies are the ones calling the shots.
[02:16:22.600 --> 02:16:29.720]  The UN is just the front group. Absolutely. It's just a front group. First, we have the WHO. And
[02:16:29.720 --> 02:16:35.080]  behind that, we have the UN. And behind that, we have the financial system. And then above that,
[02:16:35.080 --> 02:16:40.760]  there are the guys who are trying to take the world apart. And whether that's satanic or not,
[02:16:40.760 --> 02:16:49.640]  I don't know. But the point is that we have the power right now to force our countries out of
[02:16:50.200 --> 02:16:58.040]  half of that four phase system. One half. That's WHO. Well, if we stop the WHO treaty,
[02:16:58.040 --> 02:17:01.800]  they won't have the agreement to put the power and attack us. So that's where the rubber meets
[02:17:01.800 --> 02:17:08.360]  the road. So we politically blow that up. And the only way we can politically blow that up
[02:17:08.360 --> 02:17:14.680]  is to force the spineless, gutless, worthless people who are the gatekeepers,
[02:17:14.680 --> 02:17:21.880]  they're called politicians, to shorten it, to force them to do our will. And that means
[02:17:21.880 --> 02:17:28.360]  showing them what our will is through a massive display of demand. And that's why at Prevent
[02:17:28.360 --> 02:17:34.520]  Genocide 2030, we have letters for the UK, we have letters for the US, we have letters for
[02:17:34.520 --> 02:17:37.720]  Canada, we have letters for lots of countries. No, it's beautiful. If people pick up on your
[02:17:37.720 --> 02:17:42.600]  expert analysis, it'll be that much stronger. And what you're saying is true at the UN, at the
[02:17:42.600 --> 02:17:47.000]  IMF, at the World Bank, at the CIA, at the Carnegie Endowment. They are in Rockefeller
[02:17:47.000 --> 02:17:51.640]  Foundation. They're in full panic. Here's an article today about Daily Skeptic on Infowars.com.
[02:17:51.640 --> 02:17:57.320]  EU Commissioner Thierry Brinton warned social media companies to turn up the dial on censorship
[02:17:57.320 --> 02:18:02.040]  or else he's trying to basically arrest Elon Musk. Now, I don't lionize Musk and think he's perfect.
[02:18:02.760 --> 02:18:07.560]  I think he's kind of a, you know, middle road alternative they've created. But they're actually
[02:18:07.560 --> 02:18:11.400]  trying to go after him criminally. Because I can tell you, there's a lot less censorship on Twitter
[02:18:11.400 --> 02:18:15.400]  than anywhere else. What do you make of this? But you're right, they're hitting the panic button,
[02:18:15.400 --> 02:18:23.560]  admitting they're losing. They are terrified. Because they're they're really very expensive
[02:18:23.560 --> 02:18:29.400]  and extensive attempts at completely controlling our thought. Because what's the narrative about
[02:18:29.400 --> 02:18:36.600]  the narrative is to control our wetware. It's to make us compliant with their lies.
[02:18:36.600 --> 02:18:42.680]  And that's failed. And that's failing even more rapidly. And when it fails, it tends to backlash.
[02:18:42.680 --> 02:18:47.560]  And they're getting a sustained cultural, spiritual, intellectual backlash that is
[02:18:47.560 --> 02:18:52.200]  incalculable. I mean, look at like, most of the mainline comics are coming out against him now.
[02:18:52.200 --> 02:18:56.440]  Most of the Hollywood stars are coming out against him. All these other bigwigs are coming out
[02:18:56.440 --> 02:18:59.960]  against him. I mean, just because they see which way the wind's blowing. So I think we've reached
[02:18:59.960 --> 02:19:04.120]  a critical mass here. But like you said, the enemy is going to pull something big.
[02:19:05.400 --> 02:19:10.920]  Yet the enemy is going to pull something big and what they're remember, now that there is a huge
[02:19:10.920 --> 02:19:19.000]  accelerating opposition to the narrative in its specifics and in general, what they will do is
[02:19:19.000 --> 02:19:25.880]  penetrate that opposition and start and not start and continue trying to control it and spin it in
[02:19:25.880 --> 02:19:32.280]  their direction. So instead of a bandwagon, it's a steer wagon. Exactly. A steer wagon, precisely.
[02:19:33.400 --> 02:19:42.200]  We have the opportunity at this point to completely destroy their ability to implement
[02:19:42.200 --> 02:19:50.760]  Agenda 2030. Agenda 2030 is the end of everything that we value. Everything. There is no area that
[02:19:50.760 --> 02:19:59.960]  they have left unscathed. Now, Agenda 2030 is bad enough. But behind that is this pact for the
[02:19:59.960 --> 02:20:10.920]  future, which simply explicitly expands the control so that there is not an atom left out of
[02:20:10.920 --> 02:20:15.880]  their control. That's the build back better. Whoever's left holding the pieces in these
[02:20:15.880 --> 02:20:21.160]  citadels, these globalist systems, then divide up the spoils of the world in this new dystopia.
[02:20:21.160 --> 02:20:28.760]  That's their reset, build back better on our bones. Well, the term that the head of state
[02:20:28.760 --> 02:20:36.360]  that I've spoken about, who clued me into this back in 2002, 2003, the term that she used was the
[02:20:36.360 --> 02:20:43.960]  neo-feudal era. And she was very specific. There will be us, the neo-feudalists at the top.
[02:20:45.240 --> 02:20:51.640]  And below that, us will be our servants and servitors. And below them, our technicians.
[02:20:51.640 --> 02:20:57.560]  And that requires only 10% of the world's current population. Everyone else is superfluous.
[02:20:57.560 --> 02:21:02.920]  And Yuval Harari, not long ago, said virtually the same thing. The word for word says what you said
[02:21:02.920 --> 02:21:10.520]  20 years ago on my show. Exactly. And so 20 years ago, we could have stopped this really easily.
[02:21:10.520 --> 02:21:14.280]  But 20 years ago, when I said it, when General Byrd said it, when you said it,
[02:21:14.280 --> 02:21:23.480]  we were labeled as lunatics. 20 years ago, when you learned this, exactly 20 years ago, like 2003.
[02:21:24.200 --> 02:21:27.080]  And then you warned of it all, and then here it is.
[02:21:28.920 --> 02:21:37.880]  And we were labeled as lunatics because we were genocide. But now, there is lunacy afoot.
[02:21:38.840 --> 02:21:45.640]  And the lunacy is all on their side. So the sanity is, oh, look at what's happening,
[02:21:45.640 --> 02:21:50.520]  look at their documents, look at their actions, and stop it.
[02:21:50.520 --> 02:21:54.360]  Well, let's talk about basic psychology, since you are a psychiatrist, amongst other things.
[02:21:54.360 --> 02:21:57.880]  Isn't that the classic thing of the madness of elites? Like they have this master plan,
[02:21:57.880 --> 02:22:01.960]  they're going to make us perfect. We're the bad guys, but they're really projecting
[02:22:01.960 --> 02:22:07.320]  their hate onto us. But then every time they're about to get full control, they all go nuts.
[02:22:07.320 --> 02:22:11.400]  You study history. As soon as some elite tries to control everybody, they go crazy.
[02:22:13.000 --> 02:22:17.160]  Well, they are crazy, or they wouldn't try to control everybody. They start out crazy.
[02:22:17.640 --> 02:22:20.200]  Normal people don't try to control everybody. So they get crazier, though.
