[00:00.000 --> 00:13.000]  Big Brother, mainstream media. Government cover-ups. You want answers? Well, so does he.
[1:34:50.000 --> 1:34:56.000]  the different power blocks, how they want a socialist communist system for the elite, and so he follows in that great tradition.
[1:34:56.000 --> 1:35:02.000]  He's also a former fighter pilot, U.S. military. We're going to be going to him in just a moment.
[1:35:02.000 --> 1:35:10.000]  Also, I want to remind listeners, we get so busy now in the last two weeks since this disaster that I hardly even talk about our sponsors or how we fund ourselves.
[1:35:10.000 --> 1:35:14.000]  We're not funded by the globalist. We're not funded by the Fortune 500.
[1:35:14.000 --> 1:35:24.000]  We are funded by you supporting our little sponsors and buying the books, the videos, the t-shirts, the materials that get the word out at infowars.com.
[1:35:24.000 --> 1:35:30.000]  And if you believe in what we're doing, literally at the tip of the spear here, all of us working together, please spread the word about the broadcast.
[1:35:30.000 --> 1:35:37.000]  Whether you're listening on local AM or FM stations or Global Shortwave or XM, please spread the word about the free podcast, the free iPhone app.
[1:35:37.000 --> 1:35:48.000]  Please buy the books, the t-shirts, the videos that are all massively discounted, the citizen rule books that we sell at near cost, the bumper stickers, the Patriot wristbands.
[1:35:48.000 --> 1:35:52.000]  You'll also meet like-minded people. Watch the videos, read the books.
[1:35:52.000 --> 1:36:02.000]  Like the new book that's now shipping, Big Brother, The Orwellian Nightmare Come True by Mark Dice, we're the exclusive distributor of this for the next three months and then it goes out everywhere.
[1:36:02.000 --> 1:36:06.000]  I helped. It was Mark's idea with the printing cost of these.
[1:36:06.000 --> 1:36:16.000]  So again, available at infowars.com. That's how you support us. Also available. Also available. And they're almost out until he goes to the next printing.
[1:36:16.000 --> 1:36:24.000]  So, and that's on record that Joel Scousen's almost out of these. We bought from memory 500 of these. Joel can correct me if I'm wrong.
[1:36:24.000 --> 1:36:28.000]  They're going fast and when they're gone, they're gone until the next printing gets done.
[1:36:28.000 --> 1:36:35.000]  Strategic Relocation, North American Guide to Save Places, third edition by Joel M. Scousen with Andrew Scousen.
[1:36:35.000 --> 1:36:46.000]  Available at infowars.com or by calling toll-free 888-253-3139. 888-253-3139.
[1:36:46.000 --> 1:36:54.000]  We'll also hold back some for mail orders. If you want to get that in the mail, it's PO Box 19549, Austin, Texas, 78760.
[1:36:54.000 --> 1:37:03.000]  Kind of like I held back 500 doses of potassium iodate that can, you know, it has the dose for 20 adults for 10 days.
[1:37:03.000 --> 1:37:10.000]  And we held back some of those. We're shipping some to Japan. We may have a limited number, again, that we're going to put on the shopping cart today or tomorrow, and then it's gone.
[1:37:10.000 --> 1:37:15.000]  U.S. supply is exhausted. So, again, all available at infowars.com.
[1:37:15.000 --> 1:37:30.000]  And you can also support us by having a prisonplanet.tv membership. All of my films, expanded extras, exclusive interviews with people like Joel Scousen, Ron Paul, Charlotte Isherby, Bob Buffett.
[1:37:30.000 --> 1:37:42.000]  I mean, the list goes on and on. Webster, Tarpley. More and more, every week we're adding exclusive interviews where I fly my teams all over the country and interview these people in in-depth, uninterrupted interviews, all at prisonplanet.tv,
[1:37:42.000 --> 1:37:51.000]  the higher quality commercial-free podcast, prisonplanet.tv. But I got to refill our fuel gas tanks in the info war, and I need people to financially support us.
[1:37:51.000 --> 1:37:59.000]  We couldn't have done any of this without you. Plus, we offer powerful services that will wake you up, that will give you the information you need.
[1:37:59.000 --> 1:38:05.000]  Because my job's easy. I do deep research. I talk to the best researchers who have the track record of being right.
[1:38:05.000 --> 1:38:15.000]  I integrate that information here in a public college, in a public debate, where we all go to a higher level of understanding, integrating with the audience and all of your key intel.
[1:38:15.000 --> 1:38:25.000]  No matter where there's a disaster or a crisis, we've got people on the ground, our patriot listeners, look at the calls we've had from Japan, sometimes breaking news, days before it comes out in the mainstream media.
[1:38:25.000 --> 1:38:33.000]  Because we've got people globally. Millions a day. Over a million a day listening on the internet to the streams and the podcast. Over a million.
[1:38:33.000 --> 1:38:43.000]  Over two and a half million listening on AM and FM. Close to half a million tuning in via XM. Unknown hundreds of thousands on Global Shortwave WWCR.
[1:38:43.000 --> 1:38:50.000]  We are trying to challenge the globalist, and we've shown we can have victory. Imagine where we can go next together.
[1:38:50.000 --> 1:38:55.000]  And this paradigm shift of understanding of the globalist playbook is now spreading to others.
[1:38:55.000 --> 1:39:00.000]  Ten years ago, there were very few people who were prominent that really got the full spectrum analysis.
[1:39:00.000 --> 1:39:09.000]  Now I'm seeing more and more good information. Over the last decade, people've silted out a lot of the propaganda and garbage and disinfo that's out there.
[1:39:09.000 --> 1:39:12.000]  And people are getting more astute. The awakening is accelerating.
[1:39:12.000 --> 1:39:20.000]  Now for the next hour and 21 minutes, we have Joel Scousen as our guest editor of World Affairs Brief.
[1:39:20.000 --> 1:39:27.000]  And we've got a lot of key points to cover with him. But before we go there, I want to get your take on the North Africa situation.
[1:39:27.000 --> 1:39:34.000]  The Middle East unrest. What's behind that? Now the West admits they've been stirring it up in Syria, Libya, many other areas.
[1:39:34.000 --> 1:39:40.000]  Not that we're fans of these dictators, but the point is from my intel this is staged and it's pretty much admitted now.
[1:39:40.000 --> 1:39:48.000]  Al Qaeda is admitted in BBC CNN, London Telegraph 2B funded by the West in the east of Libya. Incredible.
[1:39:48.000 --> 1:39:54.000]  They're now saying it isn't a war. It's a kinetic military operation.
[1:39:54.000 --> 1:40:01.000]  So the Orwellian stuff is really spreading. And then I want to get into Fukushima and your view on how serious this cover-up is.
[1:40:01.000 --> 1:40:09.000]  And the whole next hour, Mr. Scousen will be you with the floor with a PowerPoint presentation as you speak for PrisonPlanet.TV viewers.
[1:40:09.000 --> 1:40:17.000]  The listeners can later see it uploaded to the web. Regular listeners as you go through strategic relocation and your deep research.
[1:40:17.000 --> 1:40:25.000]  But great to have you with us. On that first point though, do you agree that the understanding of the true global paradigm is accelerating?
[1:40:25.000 --> 1:40:30.000]  We now have an expanding remnant who can go out and educate others.
[1:40:30.000 --> 1:40:43.000]  Oh, absolutely. There's a tremendous wave of increased understanding and a lot of it. In fact, I would say that most of it is due to your efforts on infowars.com and this program.
[1:40:43.000 --> 1:40:56.000]  Coast to Coast is also coming around. I was interviewed just a few days ago with George Norrie and he said, you know, I used to be really skeptical, Joel, about what you'd said about a future threat of the new world order
[1:40:56.000 --> 1:41:11.000]  and an attack from Russia and China and other things. But boy, he says, I just find your arguments are impressive and I just got an overwhelming response also from listeners saying, you know, thank goodness, you know, somebody's finally coming around to this stuff.
[1:41:11.000 --> 1:41:20.000]  So yes, we're on a wave and believe me, it's going to mean there's going to be a larger counterattack from the establishment. They're not going to take this line down.
[1:41:20.000 --> 1:41:31.000]  They're attacking you now, as you know, they'll be attacking Glenn Beck more, even George Norrie could be attacked. But anyway, this is an exciting time to begin.
[1:41:31.000 --> 1:41:38.000]  It certainly is. Do you want to go through your view on the unfolding Fukushima situation first?
[1:41:38.000 --> 1:41:55.000]  Let me start with Libya, if I can. This is an incredible, it's a usual pattern, but it's an incredible pattern of U.S. global leaders, whether Republican or Democrat, using humanitarian intervention in Libya as a pretext for an all out war that was preplanned
[1:41:55.000 --> 1:42:09.000]  even before the non-spontaneous repulse by opposition leaders. You know, as you and I both know, there really isn't at the highest levels an al-Qaeda that is a terrorist organization against the West. This is a black operation.
[1:42:09.000 --> 1:42:19.000]  This has been funded by U.S. special services and the dark side of American government and British intelligence for many, many years.
[1:42:19.000 --> 1:42:34.000]  That doesn't mean that they don't have real terrorists that they use, but when they get them orders, they don't know that those orders really are to provoke this kind of terrorism, this kind of revolt in order to give the globalist an excuse to intervene.
[1:42:34.000 --> 1:42:41.000]  And that's exactly what we're seeing. Walmart, Gaddafi's, air defense sites and air bases have all been destroyed by cruise missiles in the first day.
[1:42:41.000 --> 1:42:52.000]  And now the U.S. and its allies are having trouble finding excuses to continue the attack on the same pretexts. That's why they're continuing to morph and move and reinterpret the U.N. resolution.
[1:42:52.000 --> 1:43:00.000]  Which, if you read the languages, I'm sure you've covered, doesn't really limit it at all to a no-fly zone. And they've quickly moved beyond that.
[1:43:00.000 --> 1:43:11.000]  Anything that moves on the ground militarily is now a new and eager target. But air attacks alone aren't going to remove Gaddafi, who's determined to turn this into a long and protected conflict.
[1:43:11.000 --> 1:43:21.000]  At some point, the U.S. is going to have to justify an invasion, either directly or by surrogates. And that won't be easy to do, given the mounting opposition to this trumped-up in a constitutional war.
[1:43:21.000 --> 1:43:37.000]  You know, Alex, I have never seen before as much news coverage about the unconstitutional nature of this war. You know, one of the biggest finds out there was the clip from 2007 of Vice President Joe Biden going head-to-head with Chris Matthews and anything.
[1:43:37.000 --> 1:43:56.000]  You still stand by your position, the President, that this is an impeachable offense. You know, go to war without constitutional backing of Congress. And he went on and said, yes, this is absolutely an impeachable offense, and the President has no authority whatsoever to go to war under these conditions.
[1:43:56.000 --> 1:44:03.000]  And yet, Biden is silent about Obama. Here's the very Vice President, silent about doing the same thing.
[1:44:03.000 --> 1:44:16.000]  Well, Joe, let me stop you, because that's where I was going next with you. This is really two-part. The media is covering the fact that Biden said if Bush, without getting congressional approval, attacks Iran, I will move to impeach him.
[1:44:16.000 --> 1:44:31.000]  I'm a constitutional lawyer. He went on to say, here's the facts. Now, at least Bush, with Iraq and other things that I didn't support and was unconstitutional, he at least got an open-ended resolution from the Congress.
[1:44:31.000 --> 1:44:50.000]  It's not a constitutional declaration of war, but now Obama, last Thursday at night, the UN resolution for force, for the no-fly, for the bombardment, they come out and say you will now leave or else you will accept a humanitarian force on the ground, or we will attack you.
[1:44:50.000 --> 1:45:01.000]  In less than 48 hours, the bombardment began. Congress wasn't even consulted, and Congress, except for Ron Paul and a few Democrats, hasn't even complained.
[1:45:01.000 --> 1:45:09.000]  And so the media is focusing on the unconstitutional nature via not getting congressional declaration of war, but that's even a side issue.
[1:45:09.000 --> 1:45:22.000]  You have the UN for the first time that I've seen, and they've done it to a certain extent before, brazenly, nakedly, openly giving an order and the president instantly jumping to those orders, as Ron Paul said.
[1:45:22.000 --> 1:45:25.000]  This is a big step towards global government.
[1:45:25.000 --> 1:45:42.000]  I think you're right, in the sense that they're trying to, you know, Henry Hyde, when you remember the quote about him saying that the Constitution, you know, we don't do that anymore, we don't declare war, he told Ron Paul when he tried to get a declaration of war and a congressional hearing about Iraq.
[1:45:42.000 --> 1:45:57.000]  And I think that the major powers that be in government basically said, you know, I think that we've got our congressman under control that nobody's going to complain about this, and they were wrong. Somebody's brought it up, and there's more than just Ron Paul complaining this time.
[1:45:57.000 --> 1:46:15.000]  And in fact, people are bringing it up in the meetings. Jeff Flake in Arizona was confronted Republican about, you know, why haven't you complained? Because this isn't a declaration of war, and he came hot around. In fact, it has come out that the White House gave a secret briefing to a select group of congressmen,
[1:46:15.000 --> 1:46:30.000]  letting them know that they were going to attack Iraq, but they didn't bother to say we're consulting, we want your permission, they just gave the secret briefing. And they each to a T walked out of the briefing saying, oh, aren't I great because I was part of the secret meeting,
[1:46:30.000 --> 1:46:35.000]  and now they're embarrassed because they in fact did know and didn't raise the warning.
[1:46:35.000 --> 1:46:52.000]  And now these globalists operate. It's like the 10 member continuity of government governor council that Obama has set up, where they can say, well, the states don't have standing now under the John Warner Defense Authorization Act, FEMA and homeland securities and control,
[1:46:52.000 --> 1:47:06.000]  because we have a ceremonial vestigial handpicked group of governors who speak for the other 40. And if Congress doesn't say no to this now, this will set under administrative law. That's how the globalists think this precedent,
[1:47:06.000 --> 1:47:14.000]  where they just brief a few congressmen in secret that now the UN is the complete boss of America.
[1:47:14.000 --> 1:47:28.000]  Well, obviously, of course, there's nothing legal that makes that in force and the people can start to rebel. And that's our purpose. Alex is to build up a rebellion and demand that congressmen stop this and bring this issue to the fore again about a declaration of war.
[1:47:28.000 --> 1:47:44.000]  You know, I'm covering in tomorrow's World Affairs Brief. There's several indications. This was planned well in advance. As you may have known, NATO General Wesley Clark conferred in an interview this week that the bombing of Libya had been on the drawing board of the Pentagon for several years.
[1:47:44.000 --> 1:48:02.000]  In the Financial Times, one of the Western sources at the 28th minister meeting in NATO on Wednesday admitted to him, what did he say? He said, NATO countries have been working for weeks to have the alliance assume effective command of the mission.
[1:48:02.000 --> 1:48:16.000]  The mission hasn't even started. It's less than a week old. And he says, plural, they've been working for weeks to about this assumption of command given. And that means this is pre-planned. Of course, you covered on infowars.com.
[1:48:16.000 --> 1:48:34.000]  The Gates supposer, they start casting quotes when Dr. Treyas asked him if offhand if they're going to invade Libya. He said, yeah, exactly. And yet priorities visit the Kyra, you know, Robert Gates that said that no one was in a position to predict what would happen in Libya.
[1:48:34.000 --> 1:48:38.000]  He's getting less and less credible now. He seems to be a man out of war.
[1:48:38.000 --> 1:48:53.000]  I don't know how shotgun mics work from reporters 30 feet away. He gets off the plane and Betraya says, wow, you're in a really big plane today. Not, you know, not the normal, you know, smaller private or government jet.
[1:48:53.000 --> 1:49:01.000]  And he says, what are you getting ready to bomb Libya? And he goes, yeah, exactly. And they start laughing. And again, that was weeks before this even began.
[1:49:01.000 --> 1:49:14.000]  Yeah, absolutely. But in any case, it's very interesting, you know, that the U.S. is desperate for someone to take over this operation because, you know, the Obama administration is embarrassed.
[1:49:14.000 --> 1:49:26.000]  Their core constituency has been told for years that they will, you know, not do the same kind of intervention around the world that the Bush administration does. And frankly, the left is very upset with the Obama administration.
[1:49:26.000 --> 1:49:41.000]  And they want cover. I mean, I don't believe for a minute that the U.S. isn't totally in charge of this. They simply want cover. The Europeans are bulking at this, even though half a dozen European leaders, including Berlusconi of Italy,
[1:49:41.000 --> 1:49:56.000]  Sarkozy of France and Angela Merkel and Britain are just public globalists to the U.S. Nevertheless, they have their own constituency. This war is getting very, very unpopular in Europe.
[1:49:56.000 --> 1:50:05.000]  And these people are in trouble. And that's why they haven't been able to reach an agreement. The Germans are starting to pull out their equipment, two frigates for the AWACS airplane.
[1:50:05.000 --> 1:50:19.000]  Sarkozy is still in there for the duration. So is Britain. These are reliable lackeys for the globalist cause. But there's a very interesting, you know, admission that, in fact, they were going through all this negotiation for weeks,
[1:50:19.000 --> 1:50:27.000]  and it was all agreed of how they were going to take over this. And all of a sudden, Sarkozy said, I'm not signing the agreement.
[1:50:27.000 --> 1:50:37.000]  And this was on the very day that the attack started and it came out that French jets were attacking Libya. In other words, he didn't want any agreement.
[1:50:37.000 --> 1:50:44.000]  He wanted to walk out of that meeting as the hero to his country that France is leading the way with the first jet strike.
[1:50:44.000 --> 1:50:54.000]  Well, he's now said that. He said he wants a board run by France, not NATO. And that goes back to De Gaulle, basically, grabbing his nukes and kicking NATO out.
[1:50:54.000 --> 1:51:00.000]  Stay there. I want to come back and ask, what's the end game? Why are they doing this now? What's the stratagem?
[1:51:26.000 --> 1:51:32.000]  And it can produce an endless supply of nutrient dense food for you and your family. And here's the best part.
[1:51:32.000 --> 1:51:38.000]  These seeds have not been genetically modified in any way and you actually get enough seeds to plant a full acre crisis garden.
[1:51:38.000 --> 1:51:48.000]  So visit them today at survivalseedbank.com. That's survivalseedbank.com or give them a call at 877-327-0365.
[1:51:48.000 --> 1:51:57.000]  That's 877-327-0365. Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[1:51:57.000 --> 1:52:19.000]  This is Alex Jones for survivalseedbank.com.
[1:52:32.000 --> 1:52:40.000]  MyPillow is made in the USA, has an A rating with a better business bureau, comes with a 60-day money-back guarantee and an industry-leading 10-year warranty.
[1:52:40.000 --> 1:52:49.000]  Order today at MyPillow.com or call 952-442-6199. That's 952-442-6199.
[1:52:49.000 --> 1:53:00.000]  Mention coupon code GCN and receive 20% off your order. What do you have to lose? Accept poor sleep. MyPillow.com, the most comfortable pillow you will ever own, guaranteed.
[1:53:24.000 --> 1:53:31.000]  See the large variety of LeSig E-cigarette supplies and accessories at LeSig.com. That's L-E-C-I-G.
[1:53:31.000 --> 1:53:38.000]  LeSig is competitively priced, comes with a best customer service, a 30-day warranty and satisfaction guaranteed.
[1:53:38.000 --> 1:53:50.000]  What a great gift idea. For a 10% discount, mention GCN when you call 870-518-4307. That's 870-518-4307. Ask for fast, free, same-day shipping.
[1:53:50.000 --> 1:54:08.000]  Order online at LeSig.com and use promo code GCN at checkout. That's L-E-C-I-G.com LeSig for today's modern smoker.
[1:54:08.000 --> 1:54:23.000]  Joe Scalzen studying the geopolitical camps. Why are they launching destabilizations all over North Africa and the Middle East? What is the larger plan? Why is this coming now?
[1:54:23.000 --> 1:54:38.000]  I had originally thought, Alex, and I said so in my brief, that it looked as if they were fomenting Islamist radical revolutionaries such as the Muslim Brotherhood in Egypt.
[1:54:38.000 --> 1:54:57.000]  That's still ongoing, but I thought originally this was to create chaos in the Middle East with Islamic fundamentalism, to give Israel an excuse to lash out at Iran, blaming Iran for this and that they would basically end up in a Middle East larger war.
[1:54:57.000 --> 1:55:23.000]  I'm now feel that there's another agenda here. This has to do with the aspect of piracy in Somalia. It's always been known that they could have shut down those pirates. They could have gone in there at any time and invaded those ports, rooted them out in a week, and all the world would have cheered and they'd done nothing except play footsie with those large pirate bases there in Somalia.
[1:55:23.000 --> 1:55:50.000]  I'm now thinking that in fact because the Muslim Brotherhood has gone away now in Egypt and the military is fully in control, and we have a military invasion getting ready to happen in Libya, that the globalists are intending to start a march down Africa to clean out all of the unstable countries down and bring peace and moderation and democracy to Africa.
[1:55:50.000 --> 1:55:57.000]  I think they're headed for Sudan.
[1:55:57.000 --> 1:56:12.000]  The Sudan, just south, that's a very unstable country and then right into Somalia, and I think that we're going to see a justification for a larger African presence that will build up this image of the US romping to the world as the bully of the world.
[1:56:12.000 --> 1:56:23.000]  So this is the rollout of Afrikan and we're seeing statements from Afrikan that that's exactly what's happening and that the US operations are being commanded out of Afrikan.
[1:56:23.000 --> 1:56:43.000]  What it is, it's the US African command that is running this and they wouldn't have done that. They would have normally used the Middle Eastern command, but Petraeus, you know, essentially had been out of the block here. So this has been planned prior, probably, as Wesley Clark said, three or four years prior, that there was going to be a big African operation.
[1:56:43.000 --> 1:56:54.000]  And I think they used the fundamentalist Muslims to get it started, but I think we're going into a war time. I think they're going to do to Africa what they've done to the Middle East.
[1:56:54.000 --> 1:57:12.000]  What about false flag? We're also seeing statements in the New York Times that, oh my gosh, Gaddafi may launch terror attacks now as a way to strike back. Could the globalist stage some attacks to legitimize the wider invasion?
[1:57:12.000 --> 1:57:22.000]  That's very, very likely. Listen, this has got all the marks that we won't take no for an answer. They're going to root him out and it's not going to be easy to root him out.
[1:57:22.000 --> 1:57:31.000]  But as I pointed out, pointing out in tomorrow's brief, Libya does not have the kind of terrain that lends itself to a long guerrilla war like Afghanistan.
[1:57:31.000 --> 1:57:42.000]  So Gaddafi's going to have to stay hunkered down with his Russian weapons and his significant ground forces, his underground bunker systems. U.S. is going to have to justify an invasion to go and root him out.
[1:57:42.000 --> 1:57:56.000]  And I think they're going to have to stage some atrocities to justify this, because right now they're having trouble justifying a lot of the attacks going on in Tripoli and their civilian casualties, hospitals are filling up so much for the humanitarian perspective.
[1:57:56.000 --> 1:58:07.000]  I mean, let's face it, if the U.S. was really worried about humanitarian effect, they had been invaded Zimbabwe years ago, where you have hundreds of thousands of people under attack.
[1:58:07.000 --> 1:58:13.000]  They would have been invaded North Korea under humanitarian reasons, but that's just a pretext.
[1:58:13.000 --> 1:58:25.000]  Well, we also see the Marines being sent in, the amphibious landing craft. We're seeing that resolution and Hillary statements about you will accept a humanitarian ground force or else.
[1:58:25.000 --> 1:58:28.000]  This has all the makings of a ground invasion.
[1:58:28.000 --> 1:58:30.000]  Three.
[1:58:30.000 --> 1:58:59.000]  All right, let's finish up on where you see that going. The timeframe, then we'll shift gears into Fukushima, and that leads us directly into strategic relocation, your PowerPoint presentation.
[1:59:00.000 --> 1:59:25.000]  I'm looking for a factory where a man can feed his family, not worried about them moving itself, closing the doors and shutting her down tomorrow.
[1:59:25.000 --> 1:59:45.000]  Where American and be proud, go to Gusset.com forward slash America.
[1:59:45.000 --> 1:59:54.000]  Again, go to Gusset.com forward slash America today.
[1:59:54.000 --> 2:00:05.000]  Reaching war on corruption. Alex Jones on the GCN radio network.
[2:00:05.000 --> 2:00:23.000]  Big brother mainstream media government cover ups. You want answers? Well, so does he. He's Alex Jones on the GCN radio network. And now live from Austin, Texas. Alex Jones.
[2:00:23.000 --> 2:00:38.000]  I originally, more than two weeks ago, set up Joe Scalzen to do an hour and a half presentation on strategic relocation. We're going to get into that coming up in the next segment and the segue will be his take on the disaster at Fukushima that's still unfolding.
[2:00:38.000 --> 2:00:52.000]  And the clear cover up there, we just don't know how intense that cover up is, but the Japanese still admit they're not releasing real radiation levels. They are confirming 1,600 times safe levels up to 20 kilometers away.
[2:00:52.000 --> 2:01:11.000]  But finishing up in the few minutes we've gotten this short segment, Joel with Libya, if Obama and NATO and the UN are openly setting up invasion ships, Marine Corps ships, 2,200 more Marines flown in to be put on board those ships, Hillary and others have said you will accept a humanitarian force on the ground.
[2:01:11.000 --> 2:01:29.000]  And they're now saying this isn't a war, though. This is this kinetic military action that we're going to continue to attack you. So it's set up to be an occupation, but Obama comes out and says absolutely no occupation.
[2:01:29.000 --> 2:01:49.000]  How are they going to shift out of that line? I see a stage terror attack or a foiled event, and then they can continue to claim al Qaeda in North Africa and in the east of Africa is the pretext and then African who's already making statements about this, as you said, can roll in to one country after the next.
[2:01:49.000 --> 2:01:53.000]  But how do they do that without the stage terror attack?
[2:01:53.000 --> 2:02:08.000]  Well, I think you're probably right. They've always used stage terror attacks and they're not beyond using that here. It will be blamed on al Qaeda. You know, it's very interesting that Gaddafi tried to use the al Qaeda card by saying that it was al Qaeda and these other cities not real opposition.
[2:02:08.000 --> 2:02:25.000]  And nobody even gave them the time of day. But when the U.S. says it's al Qaeda, everyone believes that the American people are pretty unable to distinguish between this. And this is because I think the media is just in lockstep with these types of things.
[2:02:25.000 --> 2:02:30.000]  It just isn't any real opposition out there, except in the alternative media.
[2:02:30.000 --> 2:02:42.000]  But I think we're going to see an invasion, as you say, because the National Guard has been put on alert. There's going to be certain units taken in there. And I think that's because they want to relieve frontline special forces.
[2:02:42.000 --> 2:02:54.000]  They'll go in as a spearhead and give the appearance of normal soldiers during, they won't call it occupation, but peacekeeping mission. Once again, it'll be a U.N. peacekeeping mission.
[2:02:54.000 --> 2:03:03.000]  But I think that there'll be other provocations. We'll probably see another pirate attack, but we'll just justify it going down in. They'll blame the Sudan for something involved here.
[2:03:03.000 --> 2:03:14.000]  But I think we haven't seen the end of this long road march down through Africa. And they may well finally, after all these years, take out Bimbabwe, too.
[2:03:14.000 --> 2:03:18.000]  Because if they get near that region, it certainly is a provocation.
[2:03:18.000 --> 2:03:32.000]  And that's the model, and these weak third world dictatorships are sitting ducks. This has always been the U.N. model of humanitarian takeovers when they go in and slaughter people and put in a new gaggle of dictators or plutocrats.
[2:03:32.000 --> 2:03:39.000]  I mean, this is the model of the New World Order invading countries by putting a humanitarian mask on it.
[2:03:39.000 --> 2:03:49.000]  And it explains what my uncle, for years, pointed out. And why are they globalists that are putting in communists into China, communists into Cuba, into Nicaragua?
[2:03:49.000 --> 2:03:55.000]  Why are they, who aren't communists, protecting these people in the State Department that are managing these operations?
[2:03:55.000 --> 2:04:03.000]  Long men figured out it must have been because they want to create world chaos and they come in and rescue people.
[2:04:03.000 --> 2:04:09.000]  The humanitarian occupation is in the name of the United Nations and the New World Order, and that's exactly what we're seeing.
[2:04:09.000 --> 2:04:16.000]  Well, that's the great game. That's the British model of destabilizing. Don't let anybody get organized. Don't let anybody have a civilization.
[2:04:16.000 --> 2:04:26.000]  Keep it in chaos so that a tiny elite with limited military force who is organized can dominate.
[2:04:26.000 --> 2:04:28.000]  Do you concur with that statement, Joel?
[2:04:28.000 --> 2:04:30.000]  Absolutely. Absolutely.
[2:04:30.000 --> 2:04:35.000]  We're going to go to break, and we're going to come back and get into Fukushima.
[2:04:35.000 --> 2:04:40.000]  I haven't asked your opinion on this. I don't know it yet, but I'm going to get your view on it, recap some of the news there,
[2:04:40.000 --> 2:04:48.000]  and then segue into strategic relocation, North American guide, to save places, third edition.
[2:04:48.000 --> 2:04:55.000]  He also has reports on foreign safe relocations, countries and areas he thinks, from his deep research, are safe.
[2:04:55.000 --> 2:05:00.000]  We'll be right back with Joel Scows and I'm Alex Jones. Get the book at infowars.com.
[2:05:46.000 --> 2:05:53.000]  Take advantage of free shipping by calling 800-409-5633 on the web, efoodsdirect.com.
[2:05:53.000 --> 2:06:00.000]  Call 800-409-5633 or efoodsdirect.com.
[2:06:00.000 --> 2:06:05.000]  You may be arrested, and no subject to other police action.
[2:06:05.000 --> 2:06:10.000]  Tyranny is here. The grim future foretold in 1984 has become reality.
[2:06:10.000 --> 2:06:12.000]  It really says that the state is God.
[2:06:12.000 --> 2:06:18.000]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[2:06:18.000 --> 2:06:25.000]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[2:06:25.000 --> 2:06:31.000]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[2:06:31.000 --> 2:06:35.000]  Police State 4 chronicles the sickening depths to which our republic has fallen.
[2:06:35.000 --> 2:06:39.000]  Prepare to enter the secretive world of emergency dictatorship.
[2:06:39.000 --> 2:06:45.000]  Body scammers, sound cameras, citizen spies, staged terror and cameras on every street corner.
[2:06:45.000 --> 2:06:50.000]  It's only the beginning of the New World Order's hellish plan. The police state isn't coming.
[2:06:50.000 --> 2:07:19.000]  It's here. Secure your copy today at infowars.com or see it online in the highest quality at prisonplanet.tv.
[2:07:20.000 --> 2:07:24.000]  Take my word for it. Once you've used pure soap, you won't buy anything else.
[2:07:24.000 --> 2:07:31.000]  Since 1947, Calvin's soap company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[2:07:31.000 --> 2:07:39.000]  Buy American and stay clean. As well as support infowars, visit 5starsoap.com today or call 1-800-340-7091.
[2:07:39.000 --> 2:07:41.000]  Well Marty, what do you have to say?
[2:07:41.000 --> 2:08:00.000]  It's founder and owner for over 63 years. Satisfaction is guaranteed on W. Dirtback. Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com. Thank you.
[2:08:23.000 --> 2:08:32.000]  We're done talking about Libby and this big globalist takeover of Africa that they've kicked off with the hypocritical cover story of humanitarianism.
[2:08:32.000 --> 2:08:49.000]  The next we move to Joel Scousen's view and perspective on Fukushima. Now even the fifth reactor that had been successfully shut down even before the earthquake and subsequent tsunami is now smoking going back 12 days ago.
[2:08:49.000 --> 2:09:00.000]  Only a day into this. We're now into day 13. The Japanese have admitted partial meltdown. I've had many physicists on, experts in radiation releases.
[2:09:00.000 --> 2:09:17.000]  They say that if you're having ion beams shooting out of multiple reactors that that means that fission is going on. If the mox reactor number three that has weapons grade plutonium in it, 7%, 93% uranium continues to melt down.
[2:09:17.000 --> 2:09:30.000]  And some of these reactors are over 750 degrees Fahrenheit, 400 degrees Celsius. It will purify the plutonium out in one level, the uranium in another and then other lighter fissile materials on top.
[2:09:30.000 --> 2:09:40.000]  If there is any type of explosion, that's how nuclear weapon uses. They have shape charges, plastic explosives around the uranium or plutonium and the different variants of weapons.
[2:09:40.000 --> 2:09:53.000]  They also have systems where they fire a plutonium bullet into uranium. There's a lot of different systems. But the point is the Russians, what in 53 had one of their reactor storage facilities blow up at a nuclear explosion.
[2:09:53.000 --> 2:10:07.000]  And we've covered that with physicists and historians in the last 13 days that there is a real danger, not just of Chernobyl events where it spews even more into the air and it comes across the Pacific to the North America, but an actual nuclear explosion.
[2:10:07.000 --> 2:10:19.000]  And you concur with that analysis, Joel Scalzen, from your deep research into a nuclear threat, nuclear war. And because, I mean, this is your main forte. That's why, of course, you've written the book Strategic Relocation.
[2:10:19.000 --> 2:10:35.000]  We're going to start a PowerPoint on as you direct us here via telephone. We'll have that up for PrisonPlanet.tv viewers. But as radio listeners follow along, they should get the book Strategic Relocation, the huge coffee table book with, you know, the color photos and diagrams and maps.
