[00:00.000 --> 00:18.000]  Crashing through the lies and disinformation it's Alex Jones on the GCN radio network
[01:01:11.000 --> 01:01:13.000]  things we were able to talk to a lot of people
[01:01:13.000 --> 01:01:15.000]  stop some communists we're able to
[01:01:15.000 --> 01:01:17.000]  get in with the young turks and sit there
[01:01:17.000 --> 01:01:19.000]  and really just kind of show how the left
[01:01:19.000 --> 01:01:21.000]  is that they're completely out of their mind
[01:01:21.000 --> 01:01:23.000]  a lot of times the fact that you know
[01:01:23.000 --> 01:01:25.000]  we're more worried or they're more worried about
[01:01:25.000 --> 01:01:27.000]  what's the bathroom to go into
[01:01:27.000 --> 01:01:29.000]  or what color
[01:01:29.000 --> 01:01:31.000]  to name a section of a stadium
[01:01:31.000 --> 01:01:33.000]  meanwhile there's actual things going on
[01:01:33.000 --> 01:01:35.000]  we have open borders we have
[01:01:35.000 --> 01:01:37.000]  the second amendment that's on the verge of being taken away
[01:01:37.000 --> 01:01:39.000]  if we get hillary clinton as the president
[01:01:39.000 --> 01:01:41.000]  there's important topics we should be worried about
[01:01:41.000 --> 01:01:43.000]  not transgendered bathrooms
[01:01:43.000 --> 01:01:45.000]  not the color of the name of a section
[01:01:45.000 --> 01:01:47.000]  in a sports section
[01:01:47.000 --> 01:01:49.000]  well they got to give us little fake weird rides
[01:01:49.000 --> 01:01:51.000]  as they take all of our basic freedoms
[01:01:51.000 --> 01:01:53.000]  what about just the general fact
[01:01:53.000 --> 01:01:55.000]  that they've been lobotomized I'm not being mean
[01:01:55.000 --> 01:01:57.000]  no wonder they're always talking about how intellectual they are
[01:01:57.000 --> 01:01:59.000]  these are really stupid people
[01:01:59.000 --> 01:02:01.000]  I saw a girl
[01:02:01.000 --> 01:02:03.000]  that had one of the prettiest faces I'd ever seen
[01:02:03.000 --> 01:02:05.000]  and then when I pan down she looked like Sasquatch
[01:02:05.000 --> 01:02:07.000]  that had the half of her body from the waist down
[01:02:07.000 --> 01:02:09.000]  I mean it was very very scary
[01:02:11.000 --> 01:02:13.000]  maybe maybe space aliens are real
[01:02:13.000 --> 01:02:15.000]  these are actually hybrids I'm joking
[01:02:15.000 --> 01:02:17.000]  but Joe other key points you want to impart
[01:02:17.000 --> 01:02:19.000]  to the viewers from the DNC
[01:02:19.000 --> 01:02:21.000]  well I think
[01:02:21.000 --> 01:02:23.000]  Chink should change his name
[01:02:23.000 --> 01:02:25.000]  because I think that's a very offensive term
[01:02:25.000 --> 01:02:27.000]  used to describe a certain type of people
[01:02:27.000 --> 01:02:29.000]  and we should also call him
[01:02:29.000 --> 01:02:31.000]  Trigley Turk from here on out
[01:02:31.000 --> 01:02:33.000]  Trigley Turk
[01:02:33.000 --> 01:02:35.000]  listen they're so arrogant
[01:02:35.000 --> 01:02:37.000]  they waved us over when we walked by
[01:02:37.000 --> 01:02:39.000]  we had other stuff to do
[01:02:39.000 --> 01:02:41.000]  I'm walking by I could do 500 interviews if I wanted to
[01:02:41.000 --> 01:02:43.000]  everywhere we were mobbed just cameras
[01:02:43.000 --> 01:02:45.000]  thousands of news articles
[01:02:45.000 --> 01:02:47.000]  hundreds a day all over national news
[01:02:47.000 --> 01:02:49.000]  all these big interviews
[01:02:49.000 --> 01:02:51.000]  hey how you doing
[01:02:51.000 --> 01:02:53.000]  like freak out and spit in my face
[01:02:53.000 --> 01:02:55.000]  and threaten to attack me and then
[01:02:55.000 --> 01:02:57.000]  have our YouTube videos taken down
[01:02:57.000 --> 01:02:59.000]  and then say we're liars what did you make of that
[01:02:59.000 --> 01:03:01.000]  that was pretty shocking
[01:03:01.000 --> 01:03:03.000]  the fact that
[01:03:03.000 --> 01:03:05.000]  they within minutes were able to
[01:03:05.000 --> 01:03:07.000]  via YouTube possibly
[01:03:07.000 --> 01:03:09.000]  take our videos down
[01:03:09.000 --> 01:03:11.000]  well they were on the YouTube page
[01:03:11.000 --> 01:03:13.000]  they're force fed by YouTube go ahead
[01:03:13.000 --> 01:03:15.000]  and meanwhile
[01:03:15.000 --> 01:03:17.000]  what are they doing they're doing a quick edit
[01:03:17.000 --> 01:03:19.000]  to cut out the spitting
[01:03:19.000 --> 01:03:21.000]  the fat shaming part coming from the lady
[01:03:21.000 --> 01:03:23.000]  who's known for her
[01:03:23.000 --> 01:03:25.000]  that's right they edited it out where they call me
[01:03:25.000 --> 01:03:27.000]  a fat bitch they also attack women
[01:03:27.000 --> 01:03:29.000]  yes
[01:03:29.000 --> 01:03:31.000]  it was
[01:03:31.000 --> 01:03:33.000]  it was beautiful to see their true colors
[01:03:33.000 --> 01:03:35.000]  come out in that moment we were able to
[01:03:35.000 --> 01:03:37.000]  have that video we put out our
[01:03:37.000 --> 01:03:39.000]  we need a meme of him as Trigley Turk
[01:03:39.000 --> 01:03:41.000]  Trigley Turk
[01:03:41.000 --> 01:03:43.000]  he's not Trigley Turk he's Trigley Turk
[01:03:43.000 --> 01:03:45.000]  Trigley Turk
[01:03:45.000 --> 01:03:47.000]  and we need to also say hey you're such a big Muslim lady
[01:03:47.000 --> 01:03:49.000]  put the freaking burqa on your head
[01:03:51.000 --> 01:03:53.000]  yeah exactly
[01:03:53.000 --> 01:03:55.000]  it's not a group you develop living
[01:03:55.000 --> 01:03:57.000]  defense for us it took you over a year to do it
[01:03:57.000 --> 01:03:59.000]  why is this so good because
[01:03:59.000 --> 01:04:01.000]  people are actually waking up to the problem
[01:04:01.000 --> 01:04:03.000]  that pretty much scares me the most
[01:04:03.000 --> 01:04:05.000]  I mean I try to make sure
[01:04:05.000 --> 01:04:07.000]  that I don't put toxins from food
[01:04:07.000 --> 01:04:09.000]  and water and beverages in my system but
[01:04:09.000 --> 01:04:11.000]  right now we're dealing with
[01:04:11.000 --> 01:04:13.000]  massive parasites which is
[01:04:13.000 --> 01:04:15.000]  anything that's harmful to your body
[01:04:15.000 --> 01:04:17.000]  that lives off a host mechanism
[01:04:17.000 --> 01:04:19.000]  right now with all the refugees
[01:04:19.000 --> 01:04:21.000]  spreading disease around
[01:04:21.000 --> 01:04:23.000]  we have biological warfare going on everywhere
[01:04:23.000 --> 01:04:25.000]  these are all parasites
[01:04:25.000 --> 01:04:27.000]  tell us about all this episode there's so many things that are in it
[01:04:27.000 --> 01:04:29.000]  you have the neem in there you have the organic
[01:04:29.000 --> 01:04:31.000]  clove bud the organic wormwood
[01:04:31.000 --> 01:04:33.000]  I recommend doing a parasite
[01:04:33.000 --> 01:04:35.000]  cleanse at least twice a year
[01:04:35.000 --> 01:04:37.000]  all right well I'm glad we've got some back in because
[01:04:37.000 --> 01:04:39.000]  I'm going back on it today it just came back in yesterday
[01:04:39.000 --> 01:04:41.000]  living defense infowarslife.com
[01:04:41.000 --> 01:04:43.000]  folks you can't lose it's full of stuff that's great
[01:04:43.000 --> 01:04:45.000]  for your body period and
[01:04:45.000 --> 01:04:47.000]  you can support the broadcast infowarslife.com
[01:04:47.000 --> 01:04:49.000]  thank you doctor group from the global
[01:04:49.000 --> 01:04:51.000]  healing center thank you so much for all
[01:04:51.000 --> 01:05:15.000]  your work sir on this great product
[01:05:15.000 --> 01:05:17.000]  I'm looking at the BBC
[01:05:17.000 --> 01:05:19.000]  Associated Press
[01:05:19.000 --> 01:05:21.000]  now banning the word terrorists
[01:05:21.000 --> 01:05:23.000]  or discussing it
[01:05:23.000 --> 01:05:25.000]  and pulling Islamic names
[01:05:25.000 --> 01:05:27.000]  from the daily German
[01:05:27.000 --> 01:05:29.000]  and French attacks with machetes
[01:05:29.000 --> 01:05:31.000]  hatchets guns
[01:05:31.000 --> 01:05:33.000]  trucks hundreds of dead
[01:05:33.000 --> 01:05:35.000]  bombings
[01:05:35.000 --> 01:05:37.000]  I saw some headlines
[01:05:37.000 --> 01:05:39.000]  when in Kabul Afghanistan
[01:05:39.000 --> 01:05:41.000]  80 something got killed
[01:05:41.000 --> 01:05:43.000]  and they didn't say Islamic attack there
[01:05:43.000 --> 01:05:45.000]  I was surprised they didn't say it
[01:05:45.000 --> 01:05:47.000]  German did that
[01:05:47.000 --> 01:05:49.000]  I mean separate
[01:05:49.000 --> 01:05:51.000]  Islam and from the debate
[01:05:51.000 --> 01:05:53.000]  it's the control of language
[01:05:53.000 --> 01:05:55.000]  and then the Democrats have this
[01:05:55.000 --> 01:05:57.000]  sports stadium this baseball stadium
[01:05:57.000 --> 01:05:59.000]  with the red white and blue
[01:05:59.000 --> 01:06:01.000]  sections
[01:06:01.000 --> 01:06:03.000]  and they get rid of the white
[01:06:03.000 --> 01:06:05.000]  section and call it another color
[01:06:07.000 --> 01:06:09.000]  because people freaked out on there being blue red
[01:06:09.000 --> 01:06:11.000]  and white elevators in another event
[01:06:11.000 --> 01:06:13.000]  I mean whoa
[01:06:13.000 --> 01:06:15.000]  I'm wearing a white shirt folks
[01:06:15.000 --> 01:06:17.000]  I'm wearing blue blazer
[01:06:17.000 --> 01:06:19.000]  a navy blazer
[01:06:19.000 --> 01:06:21.000]  because it looks good
[01:06:21.000 --> 01:06:23.000]  and of a
[01:06:23.000 --> 01:06:25.000]  seven foot tall NBA superstar
[01:06:25.000 --> 01:06:27.000]  where as a white shirt he's not racist
[01:06:27.000 --> 01:06:29.000]  I don't even have to defend that
[01:06:29.000 --> 01:06:31.000]  I mean it is mental illness
[01:06:31.000 --> 01:06:33.000]  it is mind control
[01:06:33.000 --> 01:06:35.000]  it is culture war
[01:06:35.000 --> 01:06:37.000]  meanwhile what we heard from Roger Stone
[01:06:37.000 --> 01:06:39.000]  last week has now been confirmed
[01:06:39.000 --> 01:06:41.000]  also whenever we talk to Fox News folks
[01:06:41.000 --> 01:06:43.000]  that were all bivouacked over at the Rich Carlton
[01:06:43.000 --> 01:06:45.000]  there
[01:06:45.000 --> 01:06:47.000]  at the RNC
[01:06:47.000 --> 01:06:49.000]  and I talked to several Fox News hosts
[01:06:49.000 --> 01:06:51.000]  off record and they said oh yeah no we've been told
[01:06:51.000 --> 01:06:53.000]  and I've been told this months ago
[01:06:53.000 --> 01:06:55.000]  actually last year too
[01:06:55.000 --> 01:06:57.000]  that they've all been threatened with being fired
[01:06:57.000 --> 01:06:59.000]  in fact Sean Hannity's been told that's why I've been suddenly defending Sean Hannity
[01:06:59.000 --> 01:07:01.000]  saying I respect him
[01:07:01.000 --> 01:07:03.000]  he was told you let Trump talk about Hillary
[01:07:03.000 --> 01:07:05.000]  and cover it up for Bill Clinton's rapes
[01:07:05.000 --> 01:07:07.000]  and in settling cases you're going to be fired
[01:07:07.000 --> 01:07:09.000]  that's why he said he may leave Fox now
[01:07:09.000 --> 01:07:11.000]  they threatened a bunch of people
[01:07:11.000 --> 01:07:13.000]  this lawsuit for a year sitting there
[01:07:13.000 --> 01:07:15.000]  with a sexual harassment suit
[01:07:15.000 --> 01:07:17.000]  with a long list of women
[01:07:17.000 --> 01:07:19.000]  they dug up
[01:07:19.000 --> 01:07:21.000]  going back sometimes 40 years
[01:07:21.000 --> 01:07:23.000]  I mean they have stuff from the 70's
[01:07:23.000 --> 01:07:25.000]  before I was born
[01:07:25.000 --> 01:07:27.000]  that Roger Ailes grabbed a woman's butt
[01:07:27.000 --> 01:07:29.000]  at a furniture store
[01:07:29.000 --> 01:07:31.000]  in 1971
[01:07:31.000 --> 01:07:33.000]  I mean
[01:07:33.000 --> 01:07:35.000]  this is crazy
[01:07:35.000 --> 01:07:37.000]  to bring down Fox a lot of folks go
[01:07:37.000 --> 01:07:39.000]  you're going to get picked now they're all going to you
[01:07:39.000 --> 01:07:41.000]  don't want to get big at the expense
[01:07:41.000 --> 01:07:43.000]  of the fall of free press
[01:07:43.000 --> 01:07:45.000]  Fox News has attacked me
[01:07:45.000 --> 01:07:47.000]  they've already tried to control the conservative movement
[01:07:47.000 --> 01:07:49.000]  the point is is that
[01:07:49.000 --> 01:07:51.000]  they get Fox, they get everybody
[01:07:51.000 --> 01:07:53.000]  so that's also
[01:07:53.000 --> 01:07:55.000]  in the news today
[01:07:55.000 --> 01:07:57.000]  it's come out with other mainstream media
[01:07:57.000 --> 01:07:59.000]  confirming what I have broken
[01:07:59.000 --> 01:08:01.000]  down here
[01:08:01.000 --> 01:08:03.000]  Rupert Murdoch, Slate, Fox
[01:08:03.000 --> 01:08:05.000]  others report
[01:08:05.000 --> 01:08:07.000]  son horrified by potential Trump presidents
[01:08:07.000 --> 01:08:09.000]  because he wasn't attacking Trump
[01:08:09.000 --> 01:08:11.000]  enough
[01:08:11.000 --> 01:08:13.000]  I mean that whole thing with Megan Kelly
[01:08:13.000 --> 01:08:15.000]  the rest of it was a stage deal
[01:08:15.000 --> 01:08:17.000]  you know she's going to be part of the
[01:08:17.000 --> 01:08:19.000]  suit now she says
[01:08:19.000 --> 01:08:21.000]  six years ago, it pays her millions a year
[01:08:21.000 --> 01:08:23.000]  she was hugging him and he squeezed her a little
[01:08:23.000 --> 01:08:25.000]  too hard I mean I've got the point where
[01:08:25.000 --> 01:08:27.000]  women that aren't my wife
[01:08:27.000 --> 01:08:29.000]  or whatever or I'm married I'm
[01:08:29.000 --> 01:08:31.000]  I'm not hugging you, are you trying to hug me? No
[01:08:31.000 --> 01:08:33.000]  don't be alone
[01:08:33.000 --> 01:08:35.000]  in a room with a woman either
[01:08:35.000 --> 01:08:37.000]  is this this culture
[01:08:37.000 --> 01:08:39.000]  is incredible
[01:08:39.000 --> 01:08:41.000]  meanwhile Washerman Schultz has resigned because the emails come out that they stole
[01:08:41.000 --> 01:08:43.000]  the election they had super delegates
[01:08:43.000 --> 01:08:45.000]  that's already known
[01:08:45.000 --> 01:08:47.000]  joining us for the balance of the hour
[01:08:47.000 --> 01:08:49.000]  is rogerstone of stonezone.com
[01:08:49.000 --> 01:08:51.000]  his crew designed the new shirt
[01:08:51.000 --> 01:08:53.000]  we're selling it, we're producing it
[01:08:53.000 --> 01:08:55.000]  I hope it's the new
[01:08:55.000 --> 01:08:57.000]  mega shirt, we're still selling the Hillary for prison
[01:08:57.000 --> 01:08:59.000]  shirt that has become totally viral
[01:08:59.000 --> 01:09:01.000]  with hundreds of companies knocking it off that's fine with me
[01:09:01.000 --> 01:09:03.000]  we want the original though it's at m4store.com
[01:09:03.000 --> 01:09:05.000]  support the broadcast
[01:09:05.000 --> 01:09:07.000]  the new Clinton rape shirt
[01:09:07.000 --> 01:09:09.000]  looks like the iconic
[01:09:09.000 --> 01:09:11.000]  Obama communist posterized shirt
[01:09:11.000 --> 01:09:13.000]  that said hope
[01:09:13.000 --> 01:09:15.000]  said of scam or said of jihad
[01:09:15.000 --> 01:09:17.000]  as it should have said well now it just says
[01:09:17.000 --> 01:09:19.000]  rape with Bill Clinton smiling
[01:09:19.000 --> 01:09:21.000]  original design from the stonezone
[01:09:21.000 --> 01:09:23.000]  available exclusively at m4store.com
[01:09:25.000 --> 01:09:27.000]  and we just printed up a ton of those
[01:09:27.000 --> 01:09:29.000]  not even reviews of it because we're only selling it three days
[01:09:29.000 --> 01:09:31.000]  but it has been printed right here in the USA
[01:09:31.000 --> 01:09:33.000]  the 18-wheeler is coming to our studios
[01:09:33.000 --> 01:09:35.000]  to our warehouse
[01:09:35.000 --> 01:09:37.000]  we'll be shipping these babies out by Wednesday
[01:09:37.000 --> 01:09:39.000]  should be the first to get the shirt
[01:09:39.000 --> 01:09:41.000]  that triggered
[01:09:43.000 --> 01:09:45.000]  the
[01:09:45.000 --> 01:09:47.000]  Trigley turk
[01:09:47.000 --> 01:09:49.000]  the Trigley turd
[01:09:49.000 --> 01:09:51.000]  and I don't want to spend much time on them
[01:09:51.000 --> 01:09:53.000]  because we've got all this big news coming up
[01:09:53.000 --> 01:09:55.000]  if you don't know about it I'll tell you about it later at the bottom of the hour
[01:09:55.000 --> 01:09:57.000]  but we'll talk about media row
[01:09:57.000 --> 01:09:59.000]  hundreds of TV and radio stations all in there
[01:09:59.000 --> 01:10:01.000]  hey come on in here
[01:10:01.000 --> 01:10:03.000]  I'll come back later I'll do another review
[01:10:03.000 --> 01:10:05.000]  but later I jump on and make a big deal
[01:10:05.000 --> 01:10:07.000]  that I took over their studio
[01:10:07.000 --> 01:10:09.000]  total crap everybody's seeing through it
[01:10:09.000 --> 01:10:11.000]  but the big thing
[01:10:11.000 --> 01:10:13.000]  the reason I'm only mentioning what happened with the young turks
[01:10:13.000 --> 01:10:15.000]  video is all on m4store.com
[01:10:15.000 --> 01:10:17.000]  from all the other animals of what really happened
[01:10:17.000 --> 01:10:19.000]  them attacking me, hitting me, spitting on me
[01:10:19.000 --> 01:10:21.000]  everything
[01:10:21.000 --> 01:10:23.000]  is that
[01:10:23.000 --> 01:10:25.000]  their people acting like they were with us screaming and yelling
[01:10:25.000 --> 01:10:27.000]  when it turns out it's their people working for them
[01:10:27.000 --> 01:10:29.000]  like our chink or however he pronounces his name
[01:10:29.000 --> 01:10:31.000]  because he doesn't seem like to be the shy
[01:10:31.000 --> 01:10:33.000]  knife in the drawer
[01:10:33.000 --> 01:10:35.000]  but we're going to cover that later
[01:10:35.000 --> 01:10:37.000]  the issue was Roger Stone was the one
[01:10:37.000 --> 01:10:39.000]  that we were going through doing interviews with
[01:10:39.000 --> 01:10:41.000]  we could be there all day if we wanted we just done like 7, 8, 9 interviews
[01:10:41.000 --> 01:10:43.000]  we've only done 4 or 5 more left
[01:10:43.000 --> 01:10:45.000]  we wanted to leave we had a meeting to go to
[01:10:45.000 --> 01:10:47.000]  it was very important I'll leave it at that
[01:10:47.000 --> 01:10:49.000]  believe me don't be hanging out with the young turks
[01:10:49.000 --> 01:10:51.000]  they wanted to have this big pity party
[01:10:51.000 --> 01:10:53.000]  about how it was all about them and calling me a fat bitch
[01:10:53.000 --> 01:10:55.000]  when they talk about
[01:10:55.000 --> 01:10:57.000]  let's arrest people that call people fat
[01:10:57.000 --> 01:10:59.000]  it was just all so hypocritical
[01:10:59.000 --> 01:11:01.000]  and it all got caught on tape
[01:11:01.000 --> 01:11:03.000]  but the biggest issue was they pulled
[01:11:03.000 --> 01:11:05.000]  3 of our videos within 15 minutes of this happening
[01:11:05.000 --> 01:11:07.000]  live and it was the videos of them
[01:11:07.000 --> 01:11:09.000]  and then they put out edited versions covering up
[01:11:09.000 --> 01:11:11.000]  what they did so the fact that they work
[01:11:11.000 --> 01:11:13.000]  for YouTube and Google is very scary
[01:11:13.000 --> 01:11:15.000]  and so this affects everybody
[01:11:15.000 --> 01:11:17.000]  but let's shift yours out of that for now
[01:11:17.000 --> 01:11:19.000]  Roger Stone I want to get into
[01:11:19.000 --> 01:11:21.000]  Wasserman Schultz stepping down
[01:11:21.000 --> 01:11:23.000]  the WikiLeaks where Trump's going from here
[01:11:23.000 --> 01:11:25.000]  to the epic speeches against globalism
[01:11:25.000 --> 01:11:27.000]  I mean this is an incredible time to be alive
[01:11:27.000 --> 01:11:29.000]  my friend
[01:11:29.000 --> 01:11:31.000]  yes indeed this was
[01:11:31.000 --> 01:11:33.000]  Alex the best convention I've been to
[01:11:33.000 --> 01:11:35.000]  as you know I've been to every
[01:11:35.000 --> 01:11:37.000]  republican national convention since 1964
[01:11:37.000 --> 01:11:39.000]  but this is the first one
[01:11:39.000 --> 01:11:41.000]  that wasn't run by the politicians
[01:11:41.000 --> 01:11:43.000]  and
[01:11:43.000 --> 01:11:45.000]  it's amazing how the talking
[01:11:45.000 --> 01:11:47.000]  points went out to the mainstream
[01:11:47.000 --> 01:11:49.000]  media
[01:11:49.000 --> 01:11:51.000]  because by the time I left the arena after
[01:11:51.000 --> 01:11:53.000]  Trump's momentous speech
[01:11:53.000 --> 01:11:55.000]  and got to my hotel
[01:11:55.000 --> 01:11:57.000]  at least 13 reporters had told me
[01:11:57.000 --> 01:11:59.000]  that the speech was dark
[01:11:59.000 --> 01:12:01.000]  too dark
[01:12:01.000 --> 01:12:03.000]  oh I watched Fox singing in all of them for an hour
[01:12:03.000 --> 01:12:05.000]  on the elliptical this morning it was all the same
[01:12:05.000 --> 01:12:07.000]  talking point boring a failure
[01:12:07.000 --> 01:12:09.000]  fizzled it was everyone was bored inside
[01:12:09.000 --> 01:12:11.000]  it was I've never felt
[01:12:11.000 --> 01:12:13.000]  electricity like I felt in there and everyone's
[01:12:13.000 --> 01:12:15.000]  talked about that only him or at Fox
[01:12:15.000 --> 01:12:17.000]  admitted it was the most electricity
[01:12:17.000 --> 01:12:19.000]  he ever felt
[01:12:19.000 --> 01:12:21.000]  I think what they're trying to say is that
[01:12:21.000 --> 01:12:23.000]  that the speech was not
[01:12:23.000 --> 01:12:25.000]  more upbeat meaning
[01:12:25.000 --> 01:12:27.000]  Trump didn't say Islamic terrorism
[01:12:27.000 --> 01:12:29.000]  is not a problem he didn't say
[01:12:29.000 --> 01:12:31.000]  that everything at the veterans administration
[01:12:31.000 --> 01:12:33.000]  healthcare system is wonderful
[01:12:33.000 --> 01:12:35.000]  no we're in apocalyptic
[01:12:35.000 --> 01:12:37.000]  times this country's up hard
[01:12:37.000 --> 01:12:39.000]  up against it these are dark
[01:12:39.000 --> 01:12:41.000]  times and we face stark challenges
[01:12:41.000 --> 01:12:43.000]  and Trump laid them out so
[01:12:43.000 --> 01:12:45.000]  he didn't say it was morning in America
[01:12:45.000 --> 01:12:47.000]  and that's why they're criticizing it
[01:12:47.000 --> 01:12:49.000]  meanwhile the wiki
[01:12:49.000 --> 01:12:51.000]  leaks of the Democratic National
[01:12:51.000 --> 01:12:53.000]  Committee
[01:12:53.000 --> 01:12:55.000]  internal memos
[01:12:55.000 --> 01:12:57.000]  prove that the nomination was stolen for Hillary
[01:12:57.000 --> 01:12:59.000]  Wasserman Schultz
[01:12:59.000 --> 01:13:01.000]  steps down and now goes immediately to the
[01:13:01.000 --> 01:13:03.000]  Hillary paywall this is the payoff
[01:13:03.000 --> 01:13:05.000]  for screwing
[01:13:05.000 --> 01:13:07.000]  Bernie Sanders in the progressive movement
[01:13:07.000 --> 01:13:09.000]  so
[01:13:09.000 --> 01:13:11.000]  the epic cheating of the Clintons
[01:13:11.000 --> 01:13:13.000]  continues what bothers
[01:13:13.000 --> 01:13:15.000]  me is that the alleged
[01:13:15.000 --> 01:13:17.000]  plagiarism
[01:13:17.000 --> 01:13:19.000]  of Melania Trump's speech
[01:13:19.000 --> 01:13:21.000]  received far more
[01:13:21.000 --> 01:13:23.000]  coverage than this
[01:13:23.000 --> 01:13:25.000]  that's all they were talking about today
[01:13:25.000 --> 01:13:27.000]  right but it receives more coverage than this
[01:13:27.000 --> 01:13:29.000]  startling revelation
[01:13:29.000 --> 01:13:31.000]  that the Democratic nomination was
[01:13:31.000 --> 01:13:33.000]  stolen for Hillary Clinton
[01:13:33.000 --> 01:13:35.000]  the media
[01:13:35.000 --> 01:13:37.000]  the mainstream media has no sense
[01:13:37.000 --> 01:13:39.000]  of
[01:13:39.000 --> 01:13:41.000]  propriety or of
[01:13:41.000 --> 01:13:43.000]  order they don't understand
[01:13:43.000 --> 01:13:45.000]  what's important they're so busy
[01:13:45.000 --> 01:13:47.000]  putting out propaganda
[01:13:47.000 --> 01:13:49.000]  that they're missing the big
[01:13:49.000 --> 01:13:51.000]  they're mindless parrots they're bird brains that just repeat what they're told
[01:13:51.000 --> 01:13:53.000]  I mean for me
[01:13:53.000 --> 01:13:55.000]  I feel guilty that I don't come up with words
[01:13:55.000 --> 01:13:57.000]  big enough to describe how crazy it is
[01:13:57.000 --> 01:13:59.000]  they were all calmly taking
[01:13:59.000 --> 01:14:01.000]  the proven emails and the super
[01:14:01.000 --> 01:14:03.000]  delegates making it up that elections
[01:14:03.000 --> 01:14:05.000]  don't count and stealing it from
[01:14:05.000 --> 01:14:07.000]  Sanders as you said it's incredible
[01:14:07.000 --> 01:14:09.000]  she should be disqualified immediately
[01:14:09.000 --> 01:14:11.000]  meanwhile they
[01:14:11.000 --> 01:14:13.000]  had Tim Kaine of Virginia
[01:14:13.000 --> 01:14:15.000]  as I predicted
[01:14:15.000 --> 01:14:17.000]  and Kaine has a
[01:14:17.000 --> 01:14:19.000]  you predicted that like six months ago by the way on my show
[01:14:19.000 --> 01:14:21.000]  yes I did
[01:14:21.000 --> 01:14:23.000]  the difference the only difference between
[01:14:23.000 --> 01:14:25.000]  Tim Kaine and say
[01:14:25.000 --> 01:14:27.000]  Ted Agnew
[01:14:27.000 --> 01:14:29.000]  is the bribes that Agnew took were illegal under
[01:14:29.000 --> 01:14:31.000]  Maryland law but the bribes that
[01:14:31.000 --> 01:14:33.000]  Kaine took in the form of suits
[01:14:33.000 --> 01:14:35.000]  and tickets and other things
[01:14:35.000 --> 01:14:37.000]  are technically not illegal under Virginia law
[01:14:37.000 --> 01:14:39.000]  he's got enough to go problem
[01:14:39.000 --> 01:14:41.000]  he'll fit right on to the Clinton
[01:14:41.000 --> 01:14:43.000]  ticket because as you know
[01:14:43.000 --> 01:14:45.000]  the Clintons would steal a hot stone
[01:14:45.000 --> 01:14:47.000]  that's right Roger Stone stay with us
[01:14:47.000 --> 01:14:49.000]  the new Clinton rape shirt available
[01:14:49.000 --> 01:14:51.000]  at info wars.com
[01:14:51.000 --> 01:15:13.240]  thanks for watching
[01:15:21.000 --> 01:15:26.360]  purifier air. The elite are masters at poisoning our environment while themselves doing things
[01:15:26.360 --> 01:15:31.160]  that mitigate or avoid most toxic effects for themselves. The general public doesn't.
[01:15:32.280 --> 01:15:38.520]  The Alexa Pure Breeze will be a steal at $300, $400, $500. One of these systems can keep 800 square
[01:15:38.520 --> 01:15:42.440]  feet incredibly clean. This is a system I'm personally putting in throughout my house,
[01:15:42.440 --> 01:15:48.280]  replacing older, more expensive filters that didn't do as good a job. Find out why this system is so
[01:15:48.280 --> 01:15:55.880]  revolutionary today at InfowarsStore.com. A clean, toxic-free body is the foundation of true health.
[01:15:55.880 --> 01:16:01.480]  Deep Cleanse by InfowarsLife.com, a scientifically formulated blend of nanocoloidal zeolites and
[01:16:01.480 --> 01:16:06.360]  organic ingredients that aid the body in cleansing chemicals and toxic metals. Using our proprietary
[01:16:06.360 --> 01:16:10.760]  multi-step extraction technology, Deep Cleanse are most affordable all-in-one cleanser with
[01:16:10.760 --> 01:16:17.480]  concentrated organic compounds like cilantro, milk thistles, folvic acid, orange peel, zeolites and
[01:16:17.480 --> 01:16:23.000]  others. Deep Cleanse doesn't hold back. Instead of buying five, six or even seven different cleansing
[01:16:23.000 --> 01:16:28.200]  products, we use decades-old scientific research to put together the Rolls Royce of all-in-one
[01:16:28.200 --> 01:16:32.920]  cleansing. Look, there's a reason Deep Cleanse is the only product on the market that uses our
[01:16:32.920 --> 01:16:38.360]  proprietary SpyJurex herbal processing technique. We use only the highest quality organic herbs back
[01:16:38.360 --> 01:16:43.080]  by serious research and we still bring it to you at the best price out there. If you wish to find
[01:16:43.080 --> 01:16:48.680]  Deep Cleanse and experience the all-in-one cleansing, visit InfowarsLife.com. That's InfowarsLife.com
[01:16:48.680 --> 01:16:57.720]  or call 888-253-3139. More than two years ago, Infowars first told you about our research into
[01:16:57.720 --> 01:17:02.680]  what has been called the iodine conspiracy. I've told you about how scientists have known for decades
[01:17:02.680 --> 01:17:08.600]  that iodine deficiencies can devastate IQ and how the government knowingly started taking iodine
[01:17:08.600 --> 01:17:13.560]  out of the food and adding fluoride, the bad member of the halogen family, into the water. They took
[01:17:13.560 --> 01:17:18.760]  the good halogen in and put the deadly halogen in. And when the Fukushima crisis worsened,
[01:17:18.760 --> 01:17:23.720]  as it still is worsening today, I was there telling you how to prepare yourself and your family.
[01:17:23.720 --> 01:17:30.520]  Now in 2016, even more information has been revealed concerning the connection between iodine and the
[01:17:30.520 --> 01:17:36.600]  gut, which many experts are now saying could be the biggest revelation ever concerning iodine.
[01:17:36.600 --> 01:17:41.320]  You can pull these studies up for yourself. This is the real deal, folks, and the truth is that iodine
