[00:00:02.859 --> 00:00:04.521]  Joe Biggs with Infowars.com.
[01:29:19.425 --> 01:29:24.269]  You know, it's an attempt probably to avoid what could be very embarrassing questions.
[01:29:24.269 --> 01:29:29.633]  Congress has the right to overrule by statute anything that the FTC does.
[01:29:29.633 --> 01:29:33.416]  Of course, the president could veto it, but that's a congressional prerogative.
[01:29:33.416 --> 01:29:41.463]  And to refuse to show up really is another example of how the executive branch has just become almost a one-branch tyranny.
[01:29:41.963 --> 01:29:46.367]  The legislative branch has shrunk to almost a cypher.
[01:29:46.367 --> 01:29:49.989]  And I would be holding these people in contempt and fining them each day.
[01:29:49.989 --> 01:29:50.570]  Stay there, Bruce.
[01:29:50.570 --> 01:29:50.690]  Fine.
[01:29:50.690 --> 01:29:51.130]  One more segment.
[01:29:51.130 --> 01:29:51.711]  We're coming right back.
[01:29:51.711 --> 01:29:52.952]  We're on the march.
[01:29:52.952 --> 01:29:55.474]  The empire's on the run.
[01:29:55.474 --> 01:29:58.176]  Alex Jones and the GCN Radio Network.
[01:30:02.339 --> 01:30:12.003]  Using unparalleled research in the development of a synergistic formulation based around the key concepts of super oxygenation, the next level in cleansing is here.
[01:30:12.003 --> 01:30:21.928]  With key ingredients backed by real clinical studies, the new Oxy Powder, available through InfoWars Life, was invented during Dr. Group's research on the toxification of our bodies.
[01:30:21.928 --> 01:30:24.849]  Many herbal colon cleansers are harsh on the body.
[01:30:25.069 --> 01:30:25.670]  I think so.
[01:30:40.026 --> 01:30:40.266]  We're good.
[01:31:02.495 --> 01:31:07.096]  The average person's life is filled with unexpected challenges.
[01:31:07.096 --> 01:31:13.498]  Unlock the energy it takes to defeat these daily beasts with super male or super female vitality.
[01:31:13.498 --> 01:31:22.881]  Specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[01:31:22.881 --> 01:31:27.703]  Supercharge and conquer your world at InfoWarsLife.com or call 1-888-253-3139.
[01:31:32.489 --> 01:31:36.150]  The government's Department of Homeland Security is buying up loads of ammo.
[01:31:36.150 --> 01:31:40.412]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[01:31:40.412 --> 01:31:42.192]  Can you put two and two together?
[01:31:42.192 --> 01:31:50.055]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[01:31:50.055 --> 01:31:51.195]  But for how long?
[01:31:51.195 --> 01:31:57.837]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[01:31:57.837 --> 01:32:00.638]  Infidel Body Armor just won't quit.
[01:32:02.336 --> 01:32:08.442]  Used since before the days of the Roman Empire to support the body's natural systems and enhance overall health.
[01:32:08.442 --> 01:32:13.046]  Introducing the new Infowarslife.com oil of oregano formulation.
[01:32:13.046 --> 01:32:20.753]  A highly advanced nutraceutical form of this key herb that has been traditionally used by civilizations for thousands of years to promote health.
[01:32:20.973 --> 01:32:26.497]  We have now procured the most high quality and potent forms of oregano oil on the market.
[01:32:26.497 --> 01:32:32.441]  Sourced from top leading manufacturers to ensure a concentrated level of bioactive ingredients.
[01:32:32.441 --> 01:32:37.404]  Extracted directly from the wild herb and sealed in easy to use capsules.
[01:32:37.404 --> 01:32:41.347]  You will no longer need to endure the burning of liquid oregano on the tongue.
[01:32:41.347 --> 01:32:47.571]  Wild crafted from the Mediterranean oregano species that experts agree is one of the most powerful and most challenging to acquire.
[01:32:47.951 --> 01:32:53.094]  This winter season, it's more important than ever to secure this true form of oil of oregano.
[01:32:53.094 --> 01:32:56.817]  Now available in our limited first run at Infowarslife.com.
[01:32:56.817 --> 01:32:58.718]  That's Infowarslife.com or call 888-253-3139.
[01:33:18.653 --> 01:33:25.880]  Live from Austin, Texas, it's Alex Jones.
[01:33:25.880 --> 01:33:34.868]  Bruce Fine, former General Counsel of the Federal Communications Commission, uniquely positioned to be able to really tell us what's going on.
[01:33:36.576 --> 01:33:38.377]  Let's go back where you got cut off by the break.
[01:33:38.377 --> 01:33:40.619]  You're saying you would sanction people more and more.
[01:33:40.619 --> 01:33:43.301]  I mean, I've been following C-SPAN for 30 years.
[01:33:43.301 --> 01:33:47.444]  I've never seen behavior like I've seen from the executive.
[01:33:47.444 --> 01:33:55.849]  And then the Republican leadership seems to roll over because they're licking their lips, I guess, to have all this power when they get a president in charge.
[01:33:55.849 --> 01:34:00.072]  So, again, I'm worried about an imperial presidency, not even so much Obama.
[01:34:00.072 --> 01:34:02.094]  But I am shocked by the left.
[01:34:02.754 --> 01:34:07.038]  That if Bush was trying something like this, you would have just heard howls.
[01:34:07.038 --> 01:34:11.681]  And now they say, hey, a lot of them make Obama a dictator.
[01:34:11.681 --> 01:34:13.843]  He can give us some free stuff then.
[01:34:13.843 --> 01:34:15.505]  Just incredible political ignorance.
[01:34:15.505 --> 01:34:18.407]  So please finish up on that, Mr. Fein.
[01:34:18.407 --> 01:34:26.254]  It's very, very important, Alex, in a democratic country like ours, you know, that we have government in the sunshine.
[01:34:26.834 --> 01:34:27.634]  I think we're good to go.
[01:34:56.920 --> 01:34:59.641]  This is all open in the sunshine.
[01:34:59.641 --> 01:35:01.121]  This is President Reagan.
[01:35:01.121 --> 01:35:03.922]  And now we have people like the chairman of the FCC.
[01:35:03.922 --> 01:35:05.222]  I don't want to answer questions.
[01:35:05.222 --> 01:35:06.782]  I don't want to show up.
[01:35:06.782 --> 01:35:13.024]  Well, the Congress should be telling you, one, if you don't show up, we will impeach and remove you from office.
[01:35:13.024 --> 01:35:17.705]  Because you have an obligation to explain to the American people what you're doing and why.
[01:35:17.705 --> 01:35:19.285]  Because you are there.
[01:35:20.131 --> 01:35:24.113]  Representative, you work for them, not for Obama.
[01:35:24.113 --> 01:35:26.295]  You work for we, the people, who are sovereign.
[01:35:26.295 --> 01:35:33.939]  And if they are recalcitrant, they should impeach them or fine them $50,000, $100,000 every day that they don't appear.
[01:35:33.939 --> 01:35:35.860]  And you're right, it's stunning.
[01:35:35.860 --> 01:35:38.182]  Congress says, well, please tell us.
[01:35:38.182 --> 01:35:40.343]  They wring their hands and do nothing.
[01:35:40.768 --> 01:35:48.611]  So they get treated, you know, like they're second and third tier players because they simply won't stand up and defend their authorities.
[01:35:48.611 --> 01:35:49.451]  But maybe you're right.
[01:35:49.451 --> 01:35:53.933]  They're just waiting for the White House so that they can be the oppressors rather than the oppressed.
[01:35:53.933 --> 01:35:58.955]  But that's not a very optimistic outlook for the future of the country.
[01:35:58.955 --> 01:36:01.275]  And I don't want to be oppressed by anybody in the White House.
[01:36:01.275 --> 01:36:01.796]  Exactly.
[01:36:02.816 --> 01:36:10.921]  Well also, they promised to release the 332 pages as soon as they announced it, and then they haven't released it until now.
[01:36:10.921 --> 01:36:23.810]  Have the Washington Post making fun of anybody that asked to see it, when we know they printed it up in book form, and they've been waving it around on TV for a month with this red tape around it.
[01:36:23.810 --> 01:36:26.792]  So I guess if they don't testify to Congress, why ever release it?
[01:36:26.792 --> 01:36:28.733]  They can be like the CIA, it'll just be secret.
[01:36:29.755 --> 01:36:35.820]  Yeah, I mean, and say, secret government is antithetical to anything like representative democracy.
[01:36:35.820 --> 01:36:39.223]  How can you have a government that doesn't even tell you what it's doing?
[01:36:39.223 --> 01:36:42.386]  After all, we get to decide to approve or disapprove.
[01:36:42.386 --> 01:36:44.988]  What's being done here, they don't get to issue by decree.
[01:36:44.988 --> 01:36:47.591]  You know, there are elections and things can change.
[01:36:47.591 --> 01:36:54.837]  And there's this arrogance that's totally antithetical to what our founding fathers thought, you know, a free and open government would be about.
[01:36:56.716 --> 01:36:59.879]  Other points, where do you expect this to go?
[01:36:59.879 --> 01:37:07.325]  The Hill, and I think rightly says, that this has to go through a gauntlet, these rules, and that that's why they're not releasing them.
[01:37:07.325 --> 01:37:14.752]  So I guess they think they want to win the propaganda war, that they're protecting the internet, before they roll this out by stealth.
[01:37:14.752 --> 01:37:20.577]  But that isn't working for Obamacare, because as they roll it out, it becomes more unpopular by the day.
[01:37:20.577 --> 01:37:22.319]  So why are they engaging in this tactic?
[01:37:23.342 --> 01:37:32.125]  Well, they may be trying to bolster their defenses against what's sure to be a legal attack on the net neutrality rules.
[01:37:32.125 --> 01:37:33.865]  The Court of Appeals here, the U.S.
[01:37:33.865 --> 01:37:39.407]  Court of Appeals in the District of Columbia, has rebuked the FCC on numerous occasions for overreach.
[01:37:40.900 --> 01:37:49.282]  They need to be worried that the shallowness of their explanations need butchering before they're going to be an immediate appeal.
[01:37:49.282 --> 01:38:04.886]  And perhaps my expectation, Alex, would be that there'll be a stay of the FCC rules until there's a final court adjudication, which means there's years away, given the legal frailty of their promulgation.
[01:38:07.793 --> 01:38:09.574]  What do you think is going to happen in your gut?
[01:38:09.574 --> 01:38:16.037]  I mean, the sense of Congress, the sense of the country, the sense of the other administrators and lawyers you talk to.
[01:38:16.037 --> 01:38:17.458]  Which way is this country going?
[01:38:17.458 --> 01:38:26.542]  Because it seems to be stampeding into an accelerated decline of the Roman Empire meets Buck Rogers.
[01:38:26.542 --> 01:38:29.424]  In your gut, where do you think this country and the world is going, Bruce Fine?
[01:38:30.367 --> 01:38:39.719]  Well, you know, what we need is to restore our fundamental precepts as a country, which haven't changed in over 200 years.
[01:38:39.719 --> 01:38:41.501]  Human nature hasn't changed.
[01:38:41.501 --> 01:38:45.266]  You know, the empire of psychology hasn't changed.
[01:38:45.266 --> 01:38:48.110]  And we have, I think, Alex, anywhere from
[01:38:49.328 --> 01:38:57.290]  30, maybe 35 years to completely reorient ourselves as a country whose influence abroad is the influence of example.
[01:38:57.290 --> 01:39:00.810]  We need to restore separation of powers back home.
[01:39:00.810 --> 01:39:02.050]  Transparency.
[01:39:02.050 --> 01:39:06.471]  We defend ourselves, but we don't go abroad in search of monsters to destroy.
[01:39:06.471 --> 01:39:15.613]  Borrow 18, 19, 20 trillion dollars running around the world like Don Quixote, thinking that we can change cultures that are a thousand, five thousand years old.
[01:39:15.933 --> 01:39:16.173]  Sure.
[01:39:31.190 --> 01:39:32.530]  Failure after failure.
[01:39:32.530 --> 01:39:33.851]  Afghanistan fails.
[01:39:33.851 --> 01:39:34.791]  Yemen fails.
[01:39:34.791 --> 01:39:35.791]  Iraq fails.
[01:39:35.791 --> 01:39:36.912]  Syria fails.
[01:39:36.912 --> 01:39:37.312]  Nowhere.
[01:39:37.312 --> 01:39:38.212]  Libya fails.
[01:39:38.212 --> 01:39:38.892]  All of it.
[01:39:38.892 --> 01:39:41.333]  They keep coming back and doing the same thing.
[01:39:41.333 --> 01:39:43.293]  I mean, Libya is a perfect example.
[01:39:43.293 --> 01:39:44.654]  You've got 126 militias.
[01:39:44.654 --> 01:39:47.755]  The whole thing is a Somalia-like desert land.
[01:39:47.755 --> 01:39:52.916]  And now we're going to visit the... And remember, Libya and Yemen were viewed as the model that
[01:39:53.656 --> 01:39:56.620]  Obama's singled out for pursuing ISIS.
[01:39:56.620 --> 01:39:58.263]  I mean, my God, the model?
[01:39:58.263 --> 01:40:05.132]  That's like saying the General Cutler's lab battle of the Little Big Orange is the model by which we'll fight the future Indian wars.
[01:40:05.132 --> 01:40:06.694]  You say, my God, are you crazy?
[01:40:07.589 --> 01:40:16.252]  And we need to just totally repudiate this idea that we have some kind of obligation and expertise to cure all the ills in the world.
[01:40:16.252 --> 01:40:20.373]  Nice if it was possible, we will destroy ourselves as a consequence.
[01:40:20.373 --> 01:40:28.575]  In my view, if we can get Rand Paul and that philosophy back into the trajectory of where we're going as a country, we can save ourselves.
[01:40:28.575 --> 01:40:31.476]  Otherwise, we're following the path of the Roman Empire.
[01:40:31.476 --> 01:40:32.737]  It'll be just a matter of time.
[01:40:32.737 --> 01:40:33.977]  We'll bankrupt ourselves.
[01:40:33.977 --> 01:40:35.898]  We'll still overextend ourselves.
[01:40:35.898 --> 01:40:37.038]  We'll ultimately collapse.
[01:40:37.358 --> 01:40:40.013]  Well I agree with you and in closing you notice that...
[01:40:41.454 --> 01:40:52.863]  Rand Paul won the CPAC poll, and he's nowhere in the news, and then they have a whisper campaign, the Libertarian movement, oh he's not perfect, you know, he's not his dad, so we better not support him.
[01:40:52.863 --> 01:40:58.026]  He's the best in the field, that's why the power structure's coming after him and ignoring him, folks.
[01:40:58.026 --> 01:41:02.370]  I want you to briefly comment on that, because you've got to go, and then also, have you heard about the London Guardian?
[01:41:02.370 --> 01:41:07.413]  Our reporters have been up there, there's a giant five-story, and then a four-story and a three-story complex.
[01:41:08.314 --> 01:41:20.559]  With black sites where people died, where people are kept for up to two days shackled and aren't even put in the arrest database in Chicago to then ring these fake confessions.
[01:41:20.559 --> 01:41:29.983]  They send police lieutenants and others from there to then run operations at torture camps at Guantanamo Bay, Cuba, Afghanistan and Iraq.
[01:41:29.983 --> 01:41:31.344]  Have you heard about this black site?
[01:41:32.637 --> 01:41:46.942]  No, there have been cases in the past, Yuri, that I think was one, where people just disappeared into the jaws of the CIA, where you were kidnapped and held for years illegally, but I'm not fully apprised of what you've described there.
[01:41:46.942 --> 01:41:50.943]  I don't want to miss the opportunity to explain Rand Paul.
[01:41:50.943 --> 01:42:00.906]  Sure, he clearly is going to be the one most attacked, because he's challenging the military-industrial complex that President Eisenhower warned us about 50-some years ago.
[01:42:01.747 --> 01:42:08.273]  So they'll be making up all sorts of things about Rand and trying to obscure his popularity.
[01:42:08.273 --> 01:42:14.699]  And we need to remember, too, we're never going to get a candidate that is 100% everything we agree on.
[01:42:14.699 --> 01:42:16.501]  You know, no one's a clone of anybody else.
[01:42:16.881 --> 01:42:22.364]  He runs for office, and there are different demands than being a philosopher and writing something perfect.
[01:42:22.364 --> 01:42:27.047]  We shouldn't squander the good on the altar of the perfect.
[01:42:27.047 --> 01:42:35.772]  This is ridiculous to suggest that Rand doesn't deserve our support, because there's a few semicolons and colicues that we disagree with.
[01:42:35.772 --> 01:42:41.475]  On the fundamental issues of who we are as a nation and of liberty being the center of our constitutional universe,
[01:42:41.935 --> 01:42:45.358]  He's head and shoulders above any other candidate in the last 20 years.
[01:42:45.358 --> 01:42:49.301]  Sure, nobody else is saying end all the foreign aid.
[01:42:49.301 --> 01:42:52.163]  Nobody else is saying massively slash taxes.
[01:42:52.163 --> 01:42:53.924]  Nobody else is doing what he's doing.
[01:42:53.924 --> 01:42:59.828]  I mean, Ted Cruz is a moderate second, but I don't know Ted Cruz, but I know him.
[01:42:59.828 --> 01:43:03.391]  We've interviewed him, but I don't know him like I've known Rand for 20 years.
[01:43:03.391 --> 01:43:05.152]  I know you've known the Pauls longer than that.
[01:43:05.152 --> 01:43:06.433]  He's the real deal.
[01:43:06.433 --> 01:43:07.634]  That's why they're coming after him.
[01:43:07.634 --> 01:43:08.435]  We need to support him.
[01:43:08.435 --> 01:43:10.176]  Bruce Fine, thank you so much for the time.
[01:43:10.176 --> 01:43:11.057]  Thank you.
[01:43:12.014 --> 01:43:15.817]  That is a champion of the First Amendment right there, and a guy of action.
[01:43:15.817 --> 01:43:20.361]  Bruce Fine, very honored to have him on with us, BruceFineLaw.com.
[01:43:20.361 --> 01:43:28.287]  I want to open the phones up now, specifically on the Netanyahu speech, because it's so easy just to hate Israel, and then to look at that perspective.
[01:43:28.287 --> 01:43:31.849]  It's so easy just to love Israel.
[01:43:31.849 --> 01:43:37.414]  I personally understand that it's a big globalist political football, and
[01:43:39.249 --> 01:43:49.574]  At the same time, if you gave what is Israel or Palestine back to the people that are there, they'd start killing each other over it as well.
[01:43:49.574 --> 01:43:55.056]  I mean, this is reality, ladies and gentlemen.
[01:43:55.056 --> 01:44:03.840]  And so, I've got my beefs with the Israeli lobby, who tends to be anti-gun, who tends to promote a lot of social engineering that I don't like.
[01:44:03.840 --> 01:44:07.662]  I mean, I'll be honest, if Israel used their power to promote the Second Amendment here,
[01:44:08.775 --> 01:44:12.737]  And didn't have different Israel lobby connections with the ADL line about me.
[01:44:12.737 --> 01:44:15.538]  I would be a lot more pro-Israel.
[01:44:15.538 --> 01:44:17.338]  But I take the high road.
[01:44:17.338 --> 01:44:21.060]  I mean, I look at some of the horrible groups and organizations around Israel.
[01:44:21.060 --> 01:44:24.941]  I'm sure not signing on with that rodeo.
[01:44:24.941 --> 01:44:35.285]  But the anti-Israel lobby is just unbelievably bad.
[01:44:35.285 --> 01:44:37.526]  And so it's a bad situation.
[01:44:38.319 --> 01:44:43.584]  It'd be like if I was on a used car lot and there's like 20 cars and I say, you know, why don't you like any of these cars?
[01:44:43.584 --> 01:44:44.825]  What are you, a racist?
[01:44:44.825 --> 01:44:46.767]  No, I mean, I don't like what Israel's doing.
[01:44:46.767 --> 01:44:48.248]  I don't like what the Arabs are doing.
[01:44:48.248 --> 01:44:49.389]  I don't like any of it.
[01:44:49.389 --> 01:44:54.273]  And I'm sick of having to hear about it constantly, quite frankly.
[01:44:54.273 --> 01:44:54.834]  I'm tired of it.
[01:44:56.075 --> 01:44:59.999]  And it's just all a big dialectic, create the crisis on both sides.
[01:44:59.999 --> 01:45:04.304]  This whole thing is pretty much staged between Netanyahu and Obama.
[01:45:04.304 --> 01:45:05.926]  They're manipulating their supporters.
[01:45:05.926 --> 01:45:09.930]  It's a real fight between the Netanyahu supporters on the right wing side.
[01:45:11.900 --> 01:45:13.141]  Obama and his Socialists.
[01:45:13.141 --> 01:45:21.266]  I mean, the Socialists, the George Soros crowd, are always super rich and they always support, go after the police, you know, overthrow Israel.
[01:45:21.266 --> 01:45:22.386]  It's the same.
[01:45:22.386 --> 01:45:26.169]  It's just that they've got their red meat issues that are red herrings.
[01:45:26.169 --> 01:45:29.911]  So I'm going to take a few calls from you on those subjects.
[01:45:29.911 --> 01:45:29.971]  800-259-9231.
[01:45:29.971 --> 01:45:30.031]  800-259-9231.
[01:45:30.031 --> 01:45:30.071]  800-259-9231.
[01:45:41.394 --> 01:45:47.697]  I mean, I don't like Israel trying to sink the USS Liberty, and then if you criticize it, you get called anti-Semitic.
[01:45:47.697 --> 01:45:49.738]  No, I'm against false flags.
[01:45:49.738 --> 01:45:51.559]  Our government has staged a bunch of false flags.
[01:45:51.559 --> 01:45:52.899]  People in our government.
[01:45:52.899 --> 01:45:56.641]  Bobby Kennedy.
[01:45:56.641 --> 01:46:02.343]  RFK, it was declassified six, seven years ago, it was even on Frontline, wanted to blow up the U.S.
[01:46:02.343 --> 01:46:07.686]  Embassy in Honduras and blame his political enemies.
[01:46:07.686 --> 01:46:09.447]  I think Bobby Kennedy was a pretty good guy in a lot of ways.
[01:46:10.546 --> 01:46:14.148]  His brother said, no, we're not going to blow up the embassy and kill people.
[01:46:14.148 --> 01:46:16.269]  But that's how you start thinking up there at the top.
[01:46:16.269 --> 01:46:20.771]  Well, if I do this, I can blame this and then it'll save all these lives.
[01:46:20.771 --> 01:46:22.992]  False flags are going on.
[01:46:22.992 --> 01:46:27.334]  You better believe it.
[01:46:27.334 --> 01:46:34.278]  But fast forwarding, when our government does a false flag or elements of it, I don't then hate America.
[01:46:34.278 --> 01:46:36.679]  So Israel's been involved in some nasty stuff.
[01:46:36.679 --> 01:46:38.500]  Do you just blame Israel, ol' hog?
[01:46:42.569 --> 01:46:46.190]  Israel's about eight different political parties, three big ones.
[01:46:46.190 --> 01:46:47.791]  The political parties are always killing each other.
[01:46:47.791 --> 01:46:49.151]  It's like the Arabs are always killing each other.
[01:46:49.151 --> 01:46:53.653]  I mean, Israel isn't one monolithic structure is what I'm saying.
[01:46:53.653 --> 01:46:57.014]  And I'm not even defending or apologizing for Israel.
[01:46:57.014 --> 01:47:06.657]  I'm just sick and tired of people that don't stand up for the Second Amendment or sovereignty or anti-GMO.
[01:47:06.657 --> 01:47:08.958]  All they do is run around bashing Israel all day.
[01:47:10.856 --> 01:47:18.298]  And on the other end, you've got people who do nothing but support Israel all day, as if Israel is the center of the known universe.
[01:47:18.298 --> 01:47:20.359]  And I'm just tired of it.
[01:47:20.359 --> 01:47:28.061]  And I don't like the fact that they hand out M16s to Israelis to protect themselves, and then the Israel lobby gives money, you can look it up, to restrict the Second Amendment.
[01:47:28.061 --> 01:47:29.441]  I'm angry about that.
[01:47:29.441 --> 01:47:30.321]  I'm calling Israel out.
[01:47:30.321 --> 01:47:32.122]  I want it to stop.
[01:47:32.122 --> 01:47:36.363]  I have a right to defend myself, Netanyahu, just like you have a right to defend yourself.
[01:47:37.193 --> 01:47:42.377]  And if you think Iran's got nukes, and you think you can deal with it, then do something about it.
[01:47:42.377 --> 01:47:55.767]  But it's all part of this globalism, too, where I don't like Obama, and I kind of like seeing him be criticized, but it is weird to have a foreign leader in the Congress criticizing your president.
[01:47:55.767 --> 01:48:02.412]  I mean, are you going to see Obama go over there to the Knesset and criticize Benjamin Netanyahu?
[01:48:02.412 --> 01:48:05.855]  It just, the whole thing stinks to high heaven.
[01:48:08.157 --> 01:48:10.739]  And I wish that I could be more supportive of Israel.
[01:48:10.739 --> 01:48:12.981]  I was a big Israel supporter growing up.
[01:48:12.981 --> 01:48:14.842]  Big Israel supporter when I was first on air.
[01:48:14.842 --> 01:48:15.523]  Everybody knows it.
[01:48:15.523 --> 01:48:17.325]  The clips are out there.
[01:48:17.325 --> 01:48:23.930]  Because I saw the UN and the globalists and Soros-type groups always funding anti-Israel stuff.
[01:48:23.930 --> 01:48:29.214]  So I thought, well, if the UN's against Israel, I must be for it.
[01:48:29.214 --> 01:48:35.159]  But then all the bunch of Israel lobbies have ever done is try to destroy me, so I'm just kind of like, well, that's not very nice.
[01:48:35.159 --> 01:48:36.040]  So, um...
[01:48:38.072 --> 01:48:40.314]  It's a sick situation.
[01:48:40.314 --> 01:48:43.496]  It's a complex situation.
[01:48:43.496 --> 01:48:44.637]  But I'm not going to be a hater.
[01:48:44.637 --> 01:48:45.778]  I'm not going to hate the Arabs.
[01:48:45.778 --> 01:48:46.779]  I'm not going to hate the Muslims.
[01:48:46.779 --> 01:48:48.420]  I'm not going to hate the Israelis.
[01:48:48.420 --> 01:48:49.220]  I'm not going to hate anybody.
[01:48:49.220 --> 01:48:54.744]  I'm just going to promote freedom, common sense, private property, and my right to defend myself.
[01:48:54.744 --> 01:48:58.147]  And anybody comes after those freedoms, I'm coming after you politically.
[01:48:58.147 --> 01:49:01.189]  And you can say I'm a racist all day long or anti-Semitic or whatever.
[01:49:01.189 --> 01:49:01.670]  I don't care.
[01:49:02.674 --> 01:49:04.075]  I want stability.
[01:49:04.075 --> 01:49:05.697]  I want prosperity.
[01:49:05.697 --> 01:49:06.637]  I want a future.
[01:49:06.637 --> 01:49:07.598]  I believe in humanity.
[01:49:07.598 --> 01:49:13.163]  Every child, whether they be Palestinian or Israeli or German or Chinese or Mexican.
[01:49:13.163 --> 01:49:17.927]  I want everybody to be free because that's what I want for me and I know you reap what you sow.
[01:49:17.927 --> 01:49:24.673]  We're going to go to break and go to Matt, Dana, Blake, Frank, a couple of Franks, Kevin and others.
[01:49:26.013 --> 01:49:31.778]  That are patiently holding on the whole Israel situation and Benjamin Netanyahu's speech.
[01:49:31.778 --> 01:49:36.681]  The whole thing's a mess, that's why we should cut all foreign aid and get out of this.
[01:49:36.681 --> 01:49:40.885]  And that means to Egypt, that means to Israel, that means to everybody.
[01:49:40.885 --> 01:49:48.550]  And then just engage in trade, the surest form of actually having lasting relationships like Switzerland and others do.
[01:49:48.550 --> 01:49:52.874]  Before we go any further, we've got two specials that are going to end here in just a few days.
[01:49:52.874 --> 01:49:55.015]  Ancient Defense Herbal Immunity Complex.
[01:49:56.041 --> 01:50:01.383]  Strongest, highest quality, known herbal immunity, health booster, you name it.
[01:50:01.383 --> 01:50:05.244]  Very low price, $14.95 for something of this quality.
[01:50:05.244 --> 01:50:07.985]  And I put it in water and drink it and put it right in your mouth.
[01:50:07.985 --> 01:50:10.066]  Tastes good, too.
[01:50:10.066 --> 01:50:12.927]  Some of our tinctures don't.
[01:50:12.927 --> 01:50:15.568]  You can get a free bottle of this with two bottles of nascent iodine X2.
[01:50:15.568 --> 01:50:17.448]  And I'm taking my daily dose.
[01:50:17.448 --> 01:50:21.129]  Sometimes I take two or three dosages, but I took probably a little too much this weekend of all this.
[01:50:21.129 --> 01:50:23.310]  Squirt of the nascent iodine X2.
[01:50:23.310 --> 01:50:24.951]  Squirt of Secret 12.
[01:50:28.274 --> 01:50:29.535]  Super Vitamin B12.
[01:50:29.535 --> 01:50:30.976]  Infowarslife.com.
[01:50:30.976 --> 01:50:33.558]  And finally, Super Female Vitality.
[01:50:33.558 --> 01:50:35.279]  We're out of the Super Male Vitality.
[01:50:35.279 --> 01:50:38.121]  The big secret is Super Female works just as good or better.
[01:50:38.121 --> 01:50:45.005]  In fact, it has more ingredients that are tailored for men and women, but women want their own formulation, so we got a little bit of this left.
[01:50:45.005 --> 01:50:47.147]  It's 30% off right now, even though
[01:50:47.887 --> 01:50:49.328]  We can sell out of it the next day or two.
[01:50:49.328 --> 01:50:50.709]  30% off.
[01:50:50.709 --> 01:50:54.092]  Super Female Vitality, because I want you to try it and see what's best for you.
[01:50:54.092 --> 01:50:57.334]  And your purchase makes the broadcast possible.
[01:50:57.334 --> 01:50:59.576]  Infowarslife.com or 888-253-3139.
[01:50:59.576 --> 01:51:05.360]  This hour brought to you by InfidelBodyArmor.com.
[01:51:05.360 --> 01:51:09.143]  When it hits the fan, don't be left without the body armor that will save your life.
[01:51:09.143 --> 01:51:12.846]  With prices starting at just $374.99 and ships free.
[01:51:12.846 --> 01:51:15.348]  Get yours at InfidelBodyArmor.com.
[01:51:15.348 --> 01:51:16.488]  Just won't quit.
[01:51:17.329 --> 01:51:18.610]  By now you've heard about bitcoins.
[01:51:33.982 --> 01:51:34.222]  I'm good.
[01:52:02.361 --> 01:52:03.342]  Hey, Boomer!
[01:52:03.342 --> 01:52:06.803]  I learned in school today that 60% of our bodies are made of water.
[01:52:06.803 --> 01:52:08.464]  Good thing we have the Berkey System.
[01:52:08.464 --> 01:52:10.424]  It's the cleanest, best water ever.
[01:52:10.424 --> 01:52:16.266]  Mom said this because the Berkey's filtration system cleans out the bad stuff and leaves only pure, delicious water.
[01:52:16.266 --> 01:52:17.087]  I know, right?
[01:52:17.087 --> 01:52:18.407]  You love it, too!
[01:52:18.407 --> 01:52:19.848]  Yeah, I'm thirsty, too.
[01:52:19.848 --> 01:52:20.868]  Let's go get some!
[01:52:20.868 --> 01:52:22.589]  Get Berkey Clean Water by calling 877-886-3653.
[01:52:22.589 --> 01:52:22.809]  That's 877-886-3653.
[01:52:22.809 --> 01:52:23.449]  Or visit GoBerkey.com.
[01:52:31.272 --> 01:52:33.293]  You hear about it every day.
[01:52:33.293 --> 01:52:36.055]  Another shooting wherein some people lose their lives.
[01:52:36.055 --> 01:52:38.116]  The best insurance is being prepared.
[01:52:38.116 --> 01:52:41.959]  Give your loved ones the safety they deserve with the Bulletproof Backpack.
[01:52:41.959 --> 01:52:46.182]  Independently tested to withstand a .357 and multiple other calibers.
[01:52:46.182 --> 01:52:48.643]  Perfect for students, commuters, anyone.
[01:52:48.643 --> 01:52:50.584]  Shield yourself and your family.
[01:52:50.584 --> 01:52:52.686]  Call 8445-BULLET.
[01:52:52.686 --> 01:52:54.447]  That's 8445-BULLET.
[01:52:54.447 --> 01:52:57.489]  Or see the proof at bulletproofbp.com.
[01:52:57.489 --> 01:52:59.330]  Bulletproofbp.com.
[01:52:59.330 --> 01:53:00.411]  We've got your back.
[01:53:01.332 --> 01:53:08.093]  Usually the older one gets, the less you are able to absorb amino acids and the less you are able to repair the 100 trillion cells of your body.
[01:53:08.093 --> 01:53:12.474]  As a result, you'll have less energy, your tissues will shrink, and you'll become wrinkled.
[01:53:12.474 --> 01:53:15.975]  An older person will typically injure more easily and heal more slowly.
[01:53:15.975 --> 01:53:17.115]  Not fun!
[01:53:17.115 --> 01:53:25.497]  However, if you can consume a protein powder that is easier to absorb, then you may be able to gain back some strength, muscle, and speed of recovery.
