[00:00:13.612 --> 00:00:15.535]  We're live!
[00:51:27.048 --> 00:51:40.674]  The West is doing all this to, again, destabilize the planet and destroy markets and to make sure energy prices go up because the private central banks have unlimited currency that they want to loan everybody and bankrupt everybody with.
[00:51:42.196 --> 00:51:42.376]  I think?
[00:52:01.477 --> 00:52:05.538]  Americans or Christians and conservatives of every race, color and creed across this country.
[00:52:05.538 --> 00:52:10.119]  I mean, our only problem is we're just good, decent, hardworking people like our parents and grandparents.
[00:52:10.119 --> 00:52:16.280]  And we can't even imagine people operate and act like this.
[00:52:16.280 --> 00:52:22.542]  But that's how things are operating and that's how things are going all over the world right now.
[00:52:22.542 --> 00:52:24.042]  And it is just a nightmare.
[00:52:24.042 --> 00:52:25.242]  So here it is.
[00:52:25.242 --> 00:52:29.183]  Biden is convinced Putin has decided to invade Ukraine.
[00:52:31.201 --> 00:52:32.562]  He just keeps saying that every day.
[00:52:32.562 --> 00:52:35.485]  He said it yesterday, he said it today.
[00:52:35.485 --> 00:52:39.848]  Ukraine's Zelensky, that's their president, calls on Putin to meet as tensions soar.
[00:52:39.848 --> 00:52:41.370]  That's a good idea.
[00:52:41.370 --> 00:52:44.692]  And what did he say again, and what did their defense ministers say?
[00:52:44.692 --> 00:52:47.815]  They said, it's not true.
[00:52:47.815 --> 00:52:51.438]  Yes, there's escalated conflict in the east, but Russia isn't invading.
[00:52:52.057 --> 00:52:57.561]  Huge explosion reported, possibly linked to gas pipeline, which is the Russian gas pipeline.
[00:52:57.561 --> 00:52:59.162]  Did they blow up their own pipeline?
[00:52:59.162 --> 00:52:59.722]  Who knows?
[00:52:59.722 --> 00:53:02.704]  I mean, false flags are done.
[00:53:02.704 --> 00:53:06.387]  But we're not supposed to talk about false flags, our media told us, because they don't exist.
[00:53:06.387 --> 00:53:12.010]  Only when they tell us they exist, we're supposed to flip our brains on them and say they do.
[00:53:12.010 --> 00:53:15.233]  NATO raises readiness level for tens of thousands of troops.
[00:53:15.233 --> 00:53:20.056]  70 plus thousand children and others evacuated out of eastern Ukraine.
[00:53:21.109 --> 00:53:23.330]  You got articles like this from Town Hall.
[00:53:23.330 --> 00:53:28.471]  If Russian invades, they reportedly have kill lists ready for a variety of dissidents.
[00:53:28.471 --> 00:53:29.491]  Yeah.
[00:53:29.491 --> 00:53:33.833]  Meanwhile, they've just blown up cars and a bunch of other stuff.
[00:53:33.833 --> 00:53:41.715]  And reportedly, if you believe it's not a false flag, tried to kill the separatist leaders in those two breakaway areas.
[00:53:41.715 --> 00:53:45.376]  And then, of course, we started with this information.
[00:53:45.376 --> 00:53:46.316]  Putin warns West
[00:53:46.991 --> 00:53:49.674]  With launch of nuclear-capable hypersonic missiles.
[00:53:49.674 --> 00:53:58.343]  And then, of course, our media always lies so they can get a bigger defense budget to make it sound like, you know, that America's in all this trouble.
[00:53:58.343 --> 00:53:59.804]  We're in trouble with open borders.
[00:53:59.804 --> 00:54:02.006]  We're in trouble with the devalued dollar.
[00:54:02.006 --> 00:54:09.774]  But the United States military has underground bunkers and just huge bases of munitions full of these missiles since the 70s.
[00:54:11.206 --> 00:54:12.786]  They were testing the damn things in the 60s.
[00:54:12.786 --> 00:54:14.287]  They were deployed in the 70s.
[00:54:14.287 --> 00:54:21.188]  But the media tells you only Russia and China have hypersonic missiles.
[00:54:21.188 --> 00:54:25.509]  Putin warns West with launch of nuclear-capable hypersonic missiles that goes Mach 9.
[00:54:25.509 --> 00:54:30.150]  Now granted, the stuff we had in the 70s only did like Mach 6.
[00:54:30.150 --> 00:54:31.911]  But now God knows what we've got.
[00:54:31.911 --> 00:54:33.571]  It's unbelievable.
[00:54:33.571 --> 00:54:33.831]  U.S.
[00:54:33.831 --> 00:54:37.712]  Senator says nuclear first strike on Russia should remain an option.
[00:54:37.712 --> 00:54:38.332]  Senator Wicker.
[00:54:40.521 --> 00:54:44.744]  Don't rule out attacking Russia with nukes first and ground troops.
[00:54:44.744 --> 00:54:48.607]  Yes, wonderful, wonderful idea.
[00:54:48.607 --> 00:54:57.232]  And let me just show you some of the hypersonic weapons that alter the global strategic balance.
[00:54:57.232 --> 00:54:59.134]  Here's some of the ones that the U.S.
[00:54:59.134 --> 00:55:03.837]  admittedly has.
[00:55:03.837 --> 00:55:07.059]  The group running the United States, using our taxpayer money and ingenuity,
[00:55:08.186 --> 00:55:23.150]  for at least 30 years has large space planes that drop DU Shabo rounds at 30,000 miles an hour out of orbit and are infinitely more destructive than anything Vladimir Putin's folks ever fielded.
[00:55:23.150 --> 00:55:27.971]  And by the way, I'm not happy about that because that actually encourages the globals to go ahead and try to decapitate everybody.
[00:55:27.971 --> 00:55:29.531]  That's what they call that.
[00:55:29.531 --> 00:55:33.072]  But you've got a whole list here of different countries and different weapons.
[00:55:33.072 --> 00:55:35.413]  The Chinese have their hypersonic missiles.
[00:55:35.413 --> 00:55:36.953]  The Russians have got theirs right there.
[00:55:38.882 --> 00:55:43.543]  But the stuff the United States admits it has is 1980s stuff.
[00:55:43.543 --> 00:55:45.944]  Well, you see that big space plane?
[00:55:45.944 --> 00:55:52.866]  That flies around and can orbit the Earth in a matter of half an hour or less.
[00:55:52.866 --> 00:56:01.628]  And it's only from what I'm talking to some folks about, that was some older technology, was about 100 pound DU Seibos.
[00:56:01.628 --> 00:56:05.269]  Meteor gun technology, rocked from orbit, can carry hundreds of those.
[00:56:06.044 --> 00:56:08.945]  And kill hundreds of elite command groups.
[00:56:08.945 --> 00:56:10.985]  These things could decapitate world leadership.
[00:56:10.985 --> 00:56:14.226]  Just a couple of these planes in a matter of hours.
[00:56:14.226 --> 00:56:17.366]  Because they got to retract where they are while they're in orbit.
[00:56:17.366 --> 00:56:18.407]  They got to change orbit.
[00:56:18.407 --> 00:56:20.827]  They got to get in place.
[00:56:20.827 --> 00:56:24.048]  But all those deep bunkers.
[00:56:24.048 --> 00:56:26.808]  See, it's not a hydrogen bomb or an atomic bomb.
[00:56:26.808 --> 00:56:28.949]  Let's say you've got a mountain.
[00:56:28.949 --> 00:56:30.449]  And it's got a base under it.
[00:56:30.449 --> 00:56:31.149]  And you know why?
[00:56:31.149 --> 00:56:32.870]  There's sea level right here.
[00:56:32.870 --> 00:56:35.190]  You know why they always put bases under mountains, right?
[00:56:35.629 --> 00:56:41.173]  You know, once you get a mile or two underground, the temperature goes up to 150 degrees or more.
[00:56:41.173 --> 00:56:45.257]  And it's true, you keep digging, you hit lava.
[00:56:45.257 --> 00:56:46.198]  Thousands of degrees.
[00:56:46.198 --> 00:56:50.681]  Okay?
[00:56:50.681 --> 00:56:57.987]  So, you'll have a road coming in, and you'll go into a mountain, and then you'll go down into a mountain.
[00:56:57.987 --> 00:57:00.689]  Then you're at like 67 degrees.
[00:57:00.689 --> 00:57:04.072]  And there you can have all your nukes and all your weapons and stuff in there.
[00:57:05.560 --> 00:57:07.001]  He's got to have some snorkels up at the top.
[00:57:07.001 --> 00:57:11.302]  A lot of these have other ways to get oxygen in.
[00:57:11.302 --> 00:57:19.346]  But the reason I show you that is, let's say you got two miles of rock here.
[00:57:19.346 --> 00:57:25.549]  You fire a meteor gun with a 100-pound DU Sabo, rocket-controlled.
[00:57:25.549 --> 00:57:28.510]  It's going 30,000 miles an hour when it hits.
[00:57:28.510 --> 00:57:33.252]  It goes in about a mile and there's so much kinetic energy that the whole side of the mountain collapses.
[00:57:33.826 --> 00:57:34.947]  Everybody in it.
[00:57:34.947 --> 00:57:40.132]  So that's what the USA has.
[00:57:40.132 --> 00:57:43.755]  In orbit by 1979, at least five of craft.
[00:57:43.755 --> 00:57:49.400]  It's got super classified information right there.
[00:57:49.400 --> 00:57:52.063]  But they leaked it on accident so I can tell you that.
[00:57:52.063 --> 00:57:56.187]  On C-SPAN.
[00:57:56.187 --> 00:57:58.449]  Because the globalists are so stupid they can't keep their damn mouth shut.
[00:58:01.141 --> 00:58:03.984]  The Russians have fielded some similar systems.
[00:58:03.984 --> 00:58:07.367]  And the point is, is you can't win a war like this.
[00:58:07.367 --> 00:58:10.210]  Okay, so they don't have stuff as advanced as the United States.
[00:58:10.210 --> 00:58:12.552]  Why would we want to kill them and do all this?
[00:58:12.552 --> 00:58:18.017]  Plus, there's hundreds and hundreds and hundreds and hundreds of reactors that are nuclear around the world.
[00:58:18.709 --> 00:58:19.709]  You have a nuclear war.
[00:58:19.709 --> 00:58:24.311]  Those are going to melt down and now it makes Chernobyl look like a walk in the park.
[00:58:24.311 --> 00:58:25.392]  So it's untenable.
[00:58:25.392 --> 00:58:26.672]  It's not survivable.
[00:58:26.672 --> 00:58:27.613]  Stop it!
[00:58:27.613 --> 00:58:33.855]  It's like, I've got a .357 Magnum and I'm aimed at you and you've got a .50 caliber.
[00:58:33.855 --> 00:58:35.896]  But we both pull the trigger at the same time.
[00:58:35.896 --> 00:58:36.676]  You're going to die.
[00:58:36.676 --> 00:58:37.656]  I'm going to die.
[00:58:37.656 --> 00:58:41.178]  I'm just going to have a bigger... That's a great graphic you just put up.
[00:58:41.178 --> 00:58:45.199]  I'm just going to have a bigger hole in me.
[00:58:45.199 --> 00:58:46.720]  Yes, the Russians will have a bigger hole in them.
[00:58:49.264 --> 00:59:08.477]  Because again, I mean, the Air Force leaked in 2002 that they isolated at the main nuke lab out in New Mexico antimatter.
[00:59:08.477 --> 00:59:15.402]  And they're not testing it, but they went to NASA and tried to get an authorization to
[00:59:17.222 --> 00:59:21.963]  Send a space probe out millions of miles from Earth and then detonate it there.
[00:59:21.963 --> 00:59:33.547]  But their equations were all hypothetical, so they weren't sure whether or not, because they use these big complex fancy machines they've got that can create new elements, to actually build the new DU.
[00:59:33.547 --> 00:59:37.968]  I mean the new antimatter.
[00:59:37.968 --> 00:59:44.550]  And even the manufacturer of it, they thought might actually trigger it, but they still did it.
[00:59:45.040 --> 00:59:46.380]  So we're worried about the Russians.
[00:59:46.380 --> 00:59:48.201]  We're probably going to get blown up any minute.
[00:59:48.201 --> 00:59:52.522]  I mean, animal, human, clones, super viruses being made in labs.
[00:59:52.522 --> 00:59:55.003]  These mad scientists can't stop it.
[00:59:55.003 --> 00:59:56.864]  They're completely out of control.
[00:59:56.864 --> 01:00:00.205]  They're completely nuts wanting to become gods.
[01:00:00.205 --> 01:00:10.168]  And whether Atlantis existed or not, they're about to blow all of us up right along with them.
[01:00:10.168 --> 01:00:13.189]  So we've got all this.
[01:00:13.189 --> 01:00:13.969]  And I mentioned this.
[01:00:19.162 --> 01:00:24.686]  Ukraine defense minister refutes Biden, says low probability of major conflict with Russia.
[01:00:24.686 --> 01:00:26.127]  So does the president.
[01:00:26.127 --> 01:00:36.215]  But you know, if you run articles like that from Zero Hedge, every major news channel says you're a Russian agent because you actually run what the Ukrainians are saying and link to it.
[01:00:36.215 --> 01:00:38.917]  Because you're not supposed to hear that.
[01:00:38.917 --> 01:00:40.978]  See, I'm an agent of not wanting to die.
[01:00:40.978 --> 01:00:42.660]  I'm an agent of wanting a future.
[01:00:42.660 --> 01:00:46.743]  I'm an agent of wanting our children to live together and have a great chance.
[01:00:46.743 --> 01:00:48.264]  But that's being a Russian agent.
[01:00:50.327 --> 01:00:51.968]  But Bill Maher's starting to get it.
[01:00:51.968 --> 01:01:01.934]  Bill Maher torches LeBron James, John Cena, and others for kowtowing to China.
[01:01:01.934 --> 01:01:03.695]  Let me do this.
[01:01:03.695 --> 01:01:05.437]  I've talked an hour.
[01:01:05.437 --> 01:01:06.557]  Weird intro.
[01:01:06.557 --> 01:01:09.039]  I've talked about 50 minutes.
[01:01:09.039 --> 01:01:11.120]  And I'm going to be a good boy now.
[01:01:11.120 --> 01:01:15.363]  I'm going to set this stack of World War III Russia news aside.
[01:01:15.363 --> 01:01:18.665]  And then I'm going to tell you the rest of the story as best I can.
[01:01:19.599 --> 01:01:22.239]  Again, I'm very honored to be here.
[01:01:22.239 --> 01:01:24.760]  This infrastructure was not supposed to be built.
[01:01:24.760 --> 01:01:26.040]  People were not supposed to be awake.
[01:01:26.040 --> 01:01:29.361]  We were not supposed to be able to come together.
[01:01:29.361 --> 01:01:37.482]  But good people around the world are now awake and understand the stakes.
[01:01:37.482 --> 01:01:47.684]  And we've got a damn good chance of stopping these people if we just continue to be vocal and to point out what they're really doing, because then other people
[01:01:48.083 --> 01:01:55.109]  We'll see what's happening in their area, and they will speak out, and they will whistle blow, and they will say no, and they will offer alternatives.
[01:01:55.109 --> 01:02:10.001]  And by all of us good people, who care about the future, and aren't psychotic pedophiles, doing the right thing, and not just turning the world over to evil, we will be able to turn things around in a big, big way.
[01:02:10.001 --> 01:02:12.123]  But in closing, what's happening on the border of Russia?
[01:02:13.328 --> 01:02:13.748]  It's simple.
[01:02:13.748 --> 01:02:14.368]  You send in weapons.
[01:02:14.368 --> 01:02:15.009]  You send in troops.
[01:02:15.009 --> 01:02:15.909]  You start a fight.
[01:02:15.909 --> 01:02:21.051]  You start pushing on ethnic Russians, hoping Putin responds so they can do God knows what.
[01:02:21.051 --> 01:02:24.952]  And then Biden saying over and over again, showing it's not just him and dementia.
[01:02:24.952 --> 01:02:25.852]  He's been told to say it.
[01:02:25.852 --> 01:02:28.273]  Well, I'll let Putin take part of Ukraine.
[01:02:28.273 --> 01:02:29.354]  I don't believe that.
[01:02:29.354 --> 01:02:33.355]  I think they're trying to get Putin to go into Ukraine so they can launch an even bigger war.
[01:02:34.309 --> 01:02:38.250]  And so I've never felt like all of us are in more danger than we are now.
[01:02:38.250 --> 01:02:45.312]  And I think you all feel that in your gut and your spirit, your subconscious as well right now.
[01:02:45.312 --> 01:02:50.314]  Okay.
[01:02:50.314 --> 01:02:57.036]  Let's do this.
[01:02:57.036 --> 01:03:00.217]  Let's go to break for a couple minutes, air promo, whatever.
[01:03:03.121 --> 01:03:13.428]  I am then going to come back and I'm going to judiciously, because I only said I'm doing two hours today, because the crew's great and you're great and I'm sure if I can't say it all in two hours, I shouldn't say it.
[01:03:13.428 --> 01:03:14.649]  But I think we've said a lot of good stuff.
[01:03:14.649 --> 01:03:18.792]  I've been a bit long-winded in my view.
[01:03:18.792 --> 01:03:32.801]  But when we come back, I'm going to try to be focused like a laser beam on the 36 clips I have.
[01:03:34.372 --> 01:03:39.914]  And all of the incredible news and information that we're about to break down.
[01:03:39.914 --> 01:03:45.097]  Jeffrey Epstein's right-hand man, dead, neck broken, jail cell.
[01:03:45.097 --> 01:03:47.918]  Bill Gates, unbelievable COVID-19 news.
[01:03:47.918 --> 01:03:54.240]  The latest developments unfolding with the riot police, tear gas, batons, horses running people over.
[01:03:54.240 --> 01:03:55.881]  It's ongoing right now.
[01:03:55.881 --> 01:03:58.722]  Just an orgy of evil, all run by Klaus Schwab.
[01:03:58.722 --> 01:04:00.283]  And then the incredible footage
[01:04:02.205 --> 01:04:05.408]  Or you're not even allowed to talk about it in Parliament now.
[01:04:05.408 --> 01:04:08.771]  Yeah, martial law on the street, martial law in the Parliament now.
[01:04:08.771 --> 01:04:10.252]  This even stuns me.
[01:04:10.252 --> 01:04:12.054]  I mean, they are moving so damn quick.
[01:04:12.054 --> 01:04:15.237]  What do they know is about to happen?
[01:04:15.237 --> 01:04:17.018]  Total financial collapse worldwide.
[01:04:17.018 --> 01:04:17.899]  They already engineered it.
[01:04:17.899 --> 01:04:19.401]  They already lit the fuse.
[01:04:19.401 --> 01:04:22.664]  So they lit the fuse, but now they're not in control.
[01:04:22.664 --> 01:04:25.846]  And so, it's about to go boom.
[01:04:25.846 --> 01:04:26.647]  I can just tell you this.
[01:04:26.647 --> 01:04:28.409]  Oh, there's also some other incredible news.
[01:04:29.455 --> 01:04:39.423]  All these big trucker convoys and others that weren't going to go all over Canada are now pissed and they're now all over the country flooding towards Ottawa.
[01:04:39.423 --> 01:04:45.187]  And so the police running that woman over with the horse and then pepper spraying and like
[01:04:45.646 --> 01:04:57.456]  Grabbing a guy that doesn't resist and then huge cops in military outfits, like six foot eight dudes, like literally some little guy that looks his hat was tall is in there, kneeing him in the chest and stomping and hitting him in the head.
[01:04:57.456 --> 01:04:59.017]  People in America don't like that, folks.
[01:04:59.017 --> 01:05:01.459]  People in Canada don't like that.
[01:05:01.459 --> 01:05:06.703]  And so I'm telling you, Trudeau and Klaus Schwab are playing with fire.
[01:05:06.703 --> 01:05:10.547]  Schwab intends to blow everything up.
[01:05:10.547 --> 01:05:12.768]  Schwab intends to cause big crises.
[01:05:12.768 --> 01:05:14.430]  Schwab intends to cause big problems.
[01:05:15.734 --> 01:05:17.875]  But he doesn't want to get the blame.
[01:05:17.875 --> 01:05:21.877]  If he knows, we know, he's behind it, they've got to stop.
[01:05:21.877 --> 01:05:26.559]  But if he can just have a civil war, and he doesn't get any blame for it, well, they're going to do it.
[01:05:26.559 --> 01:05:34.663]  And that's why when Parliament brings it up now, they cut the feeds and admit it.
[01:05:34.663 --> 01:05:35.564]  Unbelievable.
[01:05:35.564 --> 01:05:38.625]  And that's their Achilles heel.
[01:05:38.625 --> 01:05:42.047]  That's smog missing the scales on his belly.
[01:05:42.047 --> 01:05:43.828]  Where the Black Arrow's got to go.
[01:05:43.828 --> 01:05:44.208]  Of truth.
[01:05:46.903 --> 01:05:52.984]  But you've got to be able to climb up on top of a citadel when the dragon's attacking.
[01:05:52.984 --> 01:05:56.025]  You've got to be strong when it's coming in with a fire shooting right at you.
[01:05:56.025 --> 01:05:59.466]  And you've got to fire the black arrow politically right into its heart.
[01:05:59.466 --> 01:06:00.586]  And that's where we are right now.
[01:06:00.586 --> 01:06:03.066]  The dragon is burning down.
[01:06:03.066 --> 01:06:07.407]  We're in a sort of nuclear war.
[01:06:07.407 --> 01:06:10.668]  We've got to realize, if we don't stop it, it's going to burn everything down.
[01:06:10.668 --> 01:06:11.468]  There's nowhere to run.
[01:06:11.468 --> 01:06:14.689]  So they've got a bunch of promos and a bunch of stuff.
[01:06:14.689 --> 01:06:15.309]  I'm going to take a break.
[01:06:15.309 --> 01:06:15.969]  I'm going to reset.
[01:06:16.724 --> 01:06:23.287]  And I'm going to come in here with about 50 minutes of live, uncensored transmission straight ahead.
[01:06:23.287 --> 01:06:24.867]  Have you shared the live link?
[01:06:24.867 --> 01:06:25.888]  Have you shared the articles?
[01:06:25.888 --> 01:06:26.428]  Have you?
[01:06:26.428 --> 01:06:27.528]  Because you are the power.
[01:06:27.528 --> 01:06:28.729]  You are the resistance.
[01:06:28.729 --> 01:06:30.450]  It's like I'm paralyzed, the neck down.
[01:06:30.450 --> 01:06:32.611]  But when you take action, we have victory.
[01:06:32.611 --> 01:06:35.392]  You are everything in this resistance.
[01:06:35.392 --> 01:06:35.852]  We'll be right back.
[01:06:45.174 --> 01:06:54.958]  Certainly for some, Alex Jones can be scary and abrasive.
[01:06:54.958 --> 01:07:10.823]  But if you can get through all that to explore what he has been saying, to see for yourself what it is that the establishment wants to hide from you, then the information you find could be life-changing.
[01:07:10.823 --> 01:07:11.584]  He predicted 9-11.
[01:07:13.200 --> 01:07:20.869]  And if there was an outside threat like a Bin Laden, who was a known CIS in the 80s, he's the boogeyman they need in this Orwellian phony system.
[01:07:20.869 --> 01:07:24.774]  He exposed the cremation of care ceremony at Bohemian Grove.
[01:07:30.396 --> 01:07:40.964]  He educated us about the relationship between the Third Reich and modern globalism.
[01:07:40.964 --> 01:07:48.810]  He helped reveal the so-called Bilderberg Group et al.
[01:07:48.810 --> 01:07:54.294]  He was the loudest voice reporting on the union between the Communist Chinese and Silicon Valley.
[01:07:56.872 --> 01:08:00.655]  They falsely edit him.
[01:08:00.655 --> 01:08:04.657]  They lie about his reporting of Sandy Hook.
[01:08:04.657 --> 01:08:10.741]  They lie that he pushed a child down in a viral video.
[01:08:10.741 --> 01:08:16.765]  And now he is being deplatformed by Facebook, Apple, and Google.
[01:08:16.765 --> 01:08:21.568]  Private companies are being harassed and encouraged to stop doing business with him.
[01:08:21.568 --> 01:08:23.690]  And then we get hit and say, you can no longer use our software.
[01:08:24.915 --> 01:08:28.277]  YouTubers are being censored for talking about him.
[01:08:28.277 --> 01:08:29.918]  We just got taken down by YouTube.
[01:08:29.918 --> 01:08:31.959]  They just killed our stream.
[01:08:31.959 --> 01:08:32.419]  Really?
[01:08:32.419 --> 01:08:32.780]  Yep.
[01:08:32.780 --> 01:08:37.062]  And some Americans are actually celebrating this.
[01:08:37.062 --> 01:08:41.205]  This is America in 2018.
[01:08:41.205 --> 01:08:46.588]  Will you sit by and allow liberty and freedom to be taken away right before your eyes?
[01:08:48.840 --> 01:08:50.982]  Will you do nothing?
[01:08:50.982 --> 01:08:56.648]  While history is being recorded, will you sit and do nothing?
[01:08:56.648 --> 01:09:03.695]  Or will you do your own research, discover the truth, and stand for freedom?
[01:09:03.695 --> 01:09:08.700]  Crashing through the lies and disinformation, it's Alex Jones.
[01:09:35.528 --> 01:09:39.690]  If you are receiving this transmission, you are the resistance.
[01:09:39.690 --> 01:09:40.770]  I want them shut down.
[01:09:40.770 --> 01:09:41.711]  I want them silenced.
[01:09:41.711 --> 01:09:42.551]  I want them muted.
[01:09:42.551 --> 01:09:44.772]  I think they are horrible for our society.
[01:09:44.772 --> 01:09:45.893]  Banning people.
[01:09:45.893 --> 01:09:54.737]  They're dictating the opinions that everyone on the platform is allowed to have.
[01:09:54.737 --> 01:09:58.819]  I'm a conservative Jew, so I guess that makes me such a dangerous person.
[01:10:01.915 --> 01:10:04.116]  Spreading articles, spreading videos, spreading links.
[01:10:04.116 --> 01:10:04.917]  You're going to get demonized.
[01:10:04.917 --> 01:10:05.938]  You're going to get attacked.
[01:10:05.938 --> 01:10:09.421]  You're going to get hate.
[01:10:09.421 --> 01:10:12.483]  It's going to do something terrible like help Trump get re-elected.
[01:10:12.483 --> 01:10:16.146]  That's really what all this is about.
[01:10:16.146 --> 01:10:23.892]  ...said that they deem our content and our brand unsafe.
[01:10:23.892 --> 01:10:26.975]  It is the right to be, do, and say whatever you want.
[01:10:26.975 --> 01:10:28.116]  It's about freedom of expression.
[01:10:30.134 --> 01:10:38.018]  I'm a journalist and the left is not interested in telling the truth about me because I don't fit the stereotype.
[01:10:38.018 --> 01:10:45.421]  They can say whatever they think and I respect their constitutional right to do it and I hope they respect my constitution.
[01:11:00.865 --> 01:11:11.527]  If you are receiving this transmission, you are the resistance.
[01:11:11.527 --> 01:11:18.689]  Here we are, 310, 311 now, Central Standard Time, February 19th, 2022.
[01:11:18.689 --> 01:11:21.629]  Thank you so much for joining us today.
[01:11:21.629 --> 01:11:24.330]  All right, let's talk about what's happening in Canada.
[01:11:24.330 --> 01:11:29.331]  When Black Lives Matter, funded by George Soros and the globalists, almost all white people,
[01:11:30.037 --> 01:11:36.541]  Went around murdering, killing, and burning down two plus billion dollars worth of people's homes, including homeless shelters.
[01:11:36.541 --> 01:11:37.422]  It was wonderful.
[01:11:37.422 --> 01:11:38.342]  It was mostly peaceful.
[01:11:38.342 --> 01:11:39.523]  It was the best thing.
[01:11:39.523 --> 01:11:43.406]  And Trudeau endorsed it and said it was wonderful.
[01:11:43.406 --> 01:11:49.950]  And when leftists took over areas and set up their own autonomous zones in Canada and the U.S., he endorsed it.
[01:11:49.950 --> 01:11:56.094]  But when peaceful truckers came for three weeks and took over the downtown area, the capital of Canada, Ottawa,
[01:11:57.216 --> 01:11:58.277]  He called them terrorists.
[01:11:58.277 --> 01:11:59.517]  He called them racist.
[01:11:59.517 --> 01:12:03.420]  You know what he did.
[01:12:03.420 --> 01:12:20.489]  And now, starting two days ago, he sent in thousands of paramilitary police to target members of the press and to target other peaceful individuals and take them to jail.
[01:12:20.489 --> 01:12:25.192]  I think Tucker Carlson, last night, had the best monologue
[01:12:26.289 --> 01:12:27.009]  on the whole thing.
[01:12:27.009 --> 01:12:33.772]  We're going to play just a couple minutes of what he said last night here in just a moment.
[01:12:33.772 --> 01:12:37.013]  But this is staggering stuff.
[01:12:37.013 --> 01:12:46.036]  But then you go to New Zealand and Australia and Austria and Germany, and they are Billy clubbing women and men in the heads.
[01:12:46.036 --> 01:12:51.338]  They are using microwave cannons and sound cannons to physically attack people.
[01:12:52.519 --> 01:12:53.720]  And it's just so criminal.
[01:12:53.720 --> 01:13:00.362]  And it's all the Davos Group alumni admitting, build back better, great reset, we're doing this for Klaus Schwab.
[01:13:00.362 --> 01:13:10.106]  And then when the Parliament that's been suspended demands, well, we should still be able to teleconference in and give speeches.
[01:13:10.106 --> 01:13:14.948]  But now it's only the Speaker of the Commons there, the Speaker of the Parliament.
[01:13:14.948 --> 01:13:17.189]  And oh, you talked about Klaus Schwab.
[01:13:17.189 --> 01:13:18.370]  Oh, I can't hear your feed.
[01:13:20.663 --> 01:13:22.504]  Oh, someone wants to comment?
[01:13:22.504 --> 01:13:27.427]  Oh, that's a conspiracy theory.
[01:13:27.427 --> 01:13:32.710]  I mean, a dude on a throne literally not letting you say it's Klaus Schwab.
[01:13:32.710 --> 01:13:33.390]  Why is that?
[01:13:33.390 --> 01:13:34.151]  What have I been saying?
[01:13:35.359 --> 01:13:36.439]  for two years.
[01:13:36.439 --> 01:13:51.363]  You expose who runs this, the corporate globalist attack, and that it's above nation states and that it's their program to collapse society and then bring in a global social credit score and a universal basic income tied to the vaccine passport, which they announced again last week.
[01:13:51.363 --> 01:13:53.283]  And then they they conquer the world.
[01:13:53.283 --> 01:13:55.184]  It's a corporate takeover.
[01:13:55.184 --> 01:13:56.924]  So what can they not handle?
[01:13:56.924 --> 01:13:59.625]  That being exposed.
[01:13:59.625 --> 01:14:01.285]  And then he suspends the parliament.
[01:14:03.447 --> 01:14:06.408]  But like the left always does, they give you a little out.
[01:14:06.408 --> 01:14:10.629]  Oh, you can call in on their Canadian C-SPAN.
[01:14:10.629 --> 01:14:12.190]  We'll still have the manager.
[01:14:12.190 --> 01:14:13.070]  He'll still be there.
[01:14:13.070 --> 01:14:17.571]  Oh, you called in?
[01:14:17.571 --> 01:14:18.871]  You're a member of Parliament?
[01:14:18.871 --> 01:14:20.192]  Oh, no, no, no.
[01:14:20.192 --> 01:14:23.553]  Klaus Schwab's not involved in anything.
[01:14:23.553 --> 01:14:24.453]  You're not allowed.
[01:14:24.453 --> 01:14:28.474]  So see, oh, it's just like COVID, but now it's a martial law.
[01:14:28.474 --> 01:14:30.855]  No one's allowed in the Parliament
[01:14:31.556 --> 01:14:41.544]  But the Zoom operators and a few leftists that can jump on the mic when they don't like what you said.
[01:14:41.544 --> 01:14:44.306]  See how not being physically there is so powerful?
[01:14:44.306 --> 01:14:49.210]  See how now most of the courts, even murder trials, are being done over the internet?
[01:14:49.210 --> 01:14:51.572]  Who knows if you're even actually talking to the person?
[01:14:51.572 --> 01:14:57.237]  Could be some internet creation.
[01:14:57.237 --> 01:14:59.198]  Like Mad Dog Ben Richards in 1986 in The Running Man.
[01:15:02.810 --> 01:15:08.293]  Committing all those heinous crimes, but it was all CG.
[01:15:08.293 --> 01:15:12.416]  What's the term they use for all the fake CG stuff?
[01:15:12.416 --> 01:15:14.417]  Deepfake.
[01:15:14.417 --> 01:15:17.139]  Well, we don't need to know about deepfakes, ladies and gentlemen.
[01:15:17.139 --> 01:15:19.780]  We've got them in front of us.
[01:15:19.780 --> 01:15:24.783]  Hey, Klaus Schwab brags he runs Trudeau and has captured our parliament.
[01:15:24.783 --> 01:15:26.364]  I'd like to know who he's captured.
[01:15:26.364 --> 01:15:27.485]  Well, you go look the names up.
[01:15:31.147 --> 01:15:42.810]  He's got people on his board of directors of the Bilderberg Group that's job, they say, is to capture countries for the greater good and to remove the general public from the decision-making process.
[01:15:42.810 --> 01:15:45.310]  That's a quote!
[01:15:45.310 --> 01:15:48.411]  And what happens once the Parliament knows about that?
[01:15:48.411 --> 01:15:53.472]  What happens once they go to his Wikipedia and see links to videos of him saying it?
[01:15:53.472 --> 01:15:55.313]  It's game over!
[01:15:55.313 --> 01:15:56.333]  You piece of filth!
