[00:00.000 --> 00:02.000]  You
[1:52:30.680 --> 1:52:33.560]  stopped President Trump from getting the deal done even though he got the deal
[1:52:33.560 --> 1:52:40.240]  done listen to now clip 10 and ask yourself then what stopped Obama
[1:52:40.240 --> 1:52:44.040]  out to you or any of his people reach out to you the president's people anybody
[1:52:44.040 --> 1:52:47.920]  reach out to you for insight into the other side
[1:52:48.040 --> 1:52:53.680]  well you know what I've talked to those guys last five years which and we talked
[1:52:53.680 --> 1:52:57.960]  to I talked I talked to Kim Jong-un and an administration over there five years
[1:52:57.960 --> 1:53:02.960]  ago and he asked me five years ago we sat down for lunch and he sat down and
[1:53:02.960 --> 1:53:07.800]  asked me hey Dennis I would like to ask you three things if you go back to tell
[1:53:07.800 --> 1:53:10.880]  the president of the United States these three things and I would be willing to
[1:53:10.880 --> 1:53:14.080]  talk to him there was Obama and it's a true story I got my people here that was
[1:53:14.080 --> 1:53:20.080]  there they heard the conversation he said things like if they can move the
[1:53:20.080 --> 1:53:27.120]  shifts back from South Korea I would do what I have to do to listen if you can
[1:53:27.120 --> 1:53:30.920]  move certain things or do certain things you hear what he's saying right here
[1:53:30.920 --> 1:53:35.560]  ladies and gentlemen he's telling you that Kim Jong-un essentially made this
[1:53:35.560 --> 1:53:40.200]  offer to Obama and Obama ignored it so then Trump comes in and actually
[1:53:40.200 --> 1:53:44.120]  listens to Rodman and says hey maybe you got some good intel here let's go into
[1:53:44.120 --> 1:53:48.240]  that gets the deal done let's go back to Rodman here on scene I used to be open
[1:53:48.240 --> 1:53:53.080]  and I tried to do that to Obama and Obama didn't even give me the time of day
[1:53:53.080 --> 1:53:57.440]  I asked him I said I have something to say from our career no why is this he
[1:53:57.440 --> 1:54:03.400]  just brushed me off I still could keep going back I kept going back I kept
[1:54:03.400 --> 1:54:08.280]  going back I showed my loyalty my trustworthy to this country and I said
[1:54:08.280 --> 1:54:13.480]  to everybody I said the door will open I remember you saying it I remember you
[1:54:13.480 --> 1:54:17.000]  saying it let me ask you something there's a huge viral video too no it was
[1:54:17.000 --> 1:54:23.520]  amazing it's amazing it's amazing when I said those things when I said those
[1:54:23.520 --> 1:54:29.720]  damn things when I went back home now I got so many people breaking down I got
[1:54:29.720 --> 1:54:34.240]  so many toughness I was sitting up protecting everything and I believe
[1:54:34.240 --> 1:54:39.000]  the dark career and when I went home I came and go home I came and go home I
[1:54:39.000 --> 1:54:47.080]  had to hide out for 30 days all right I couldn't even go home you know I kept my
[1:54:47.080 --> 1:54:51.960]  head up high brother I knew things were to change here's my theory on why Dennis
[1:54:51.960 --> 1:54:59.800]  Rodman is getting so emotional over this you know here's a guy who look it's kind
[1:54:59.800 --> 1:55:06.600]  of the same thing that burnt me out on sports and sports media it's great it's
[1:55:06.600 --> 1:55:13.520]  fun but it doesn't deliver you it doesn't it doesn't have anything real to it
[1:55:13.520 --> 1:55:18.720]  it's a child's game and so here's Rodman played prize 15 years in the NBA
[1:55:18.720 --> 1:55:25.280]  three-time champion you know Hall of Fame basketball player finishes his career in
[1:55:25.280 --> 1:55:29.280]  the NBA and says I want to actually do something I've got money I've got power
[1:55:29.280 --> 1:55:34.560]  I've got a platform and so he takes up this North Korea challenge becomes
[1:55:34.560 --> 1:55:37.840]  friends with Kim Jong-un has an opportunity to reach a deal has an
[1:55:37.840 --> 1:55:42.360]  opportunity to open a doorway to negotiations and he pours his heart and
[1:55:42.360 --> 1:55:46.800]  his soul into this and he comes back to America Obama sluffs him off multiple
[1:55:46.800 --> 1:55:52.440]  times he gets death threats and so now he's having his moment where all the
[1:55:52.440 --> 1:56:00.720]  effort all of the the the thought that he put into getting a deal potential with
[1:56:00.720 --> 1:56:04.160]  North Korea and the United States on the table finally comes a fruition under
[1:56:04.160 --> 1:56:09.080]  President Trump and it just you can see the emotion hitting him it's like he had
[1:56:09.080 --> 1:56:14.520]  been betrayed every time he came back to try to get a deal done he kept getting
[1:56:14.520 --> 1:56:19.120]  betrayed and betrayed by Obama by everyone in America and finally Trump
[1:56:19.120 --> 1:56:22.240]  comes in and says all right what do you have to say Dennis wow that's good
[1:56:22.240 --> 1:56:25.400]  Intel let's actually look into that and then he gets a deal done and you can see
[1:56:25.400 --> 1:56:30.120]  he's here breaking down peers streaming from his face on CNN that's how real this
[1:56:30.120 --> 1:56:35.920]  is that's the that is this is this is the perfect personification of everything
[1:56:35.920 --> 1:56:40.240]  in America flipping right now folks that's what this is it's all real and
[1:56:40.240 --> 1:56:44.440]  someone like Dennis Rodman who just genuinely wanted to make a positive
[1:56:44.440 --> 1:56:49.080]  impact on the world try to get this done get sluffed off cast off by Obama cast
[1:56:49.080 --> 1:56:53.320]  off by Americans now finally has his deliverance now finally has his moment
[1:56:53.320 --> 1:56:59.240]  where he can say I did something for the world this can be my legacy and you see
[1:56:59.240 --> 1:57:04.240]  it that's where America is at right now folks and it's just incredible and and
[1:57:04.240 --> 1:57:08.320]  you're part of this we're part of this and we're trying to bring this to light
[1:57:08.320 --> 1:57:11.360]  we're trying to ram this home and it's all possible with your support at
[1:57:11.360 --> 1:57:16.000]  infowarstore.com we're doing a live 34-hour broadcast this Thursday and
[1:57:16.000 --> 1:57:18.800]  Friday and then I'll just tell you there's gonna be some bonus material at
[1:57:18.800 --> 1:57:22.800]  night too I won't show my hand but expect that it's all possible with your
[1:57:22.800 --> 1:57:28.120]  support at infowarstore.com free shipping store-wide 50% off top-selling
[1:57:28.120 --> 1:57:31.480]  products like survival shield X2 nascent iodine folks if you haven't tried
[1:57:31.480 --> 1:57:36.040]  survival shield X2 nascent iodine you're crazy it's 20 bucks right now on
[1:57:36.040 --> 1:57:41.200]  infowarstore.com this is a must-have product this is a game-changing
[1:57:41.200 --> 1:57:46.400]  life-saving product you need iodine I bet you're deficient in it infowarstore.com
[1:57:46.400 --> 1:57:51.880]  has it 50% off Patrick in the great nation of Australia you're on the
[1:57:51.880 --> 1:57:57.120]  air worldwide thanks for holding I've been following you since I was 14 I'm
[1:57:57.120 --> 1:58:02.480]  32 now I remember back when info wars and prison planet it was just blue text on
[1:58:02.480 --> 1:58:06.720]  a white screen and I had to load down the page on my dial-up into there and I
[1:58:06.720 --> 1:58:10.480]  thought it was pretty cool and read all the books and seen all the DVDs and
[1:58:10.480 --> 1:58:13.520]  followed all your guests and I've been using your product since the first
[1:58:13.520 --> 1:58:18.000]  iteration of survival shield and since then I'm on the X2 the super male
[1:58:18.000 --> 1:58:23.520]  vitality the caveman the real red pill micro ZX body it's all amazing thank you
[1:58:23.520 --> 1:58:27.960]  brother yeah and I wanted to say that by following you so much it's like you're
[1:58:27.960 --> 1:58:32.720]  just detoxing the mind you detoxing the body you detoxing the spirit and it's
[1:58:32.720 --> 1:58:37.440]  just the more you know God the more you fear God but the more you chase God and
[1:58:37.440 --> 1:58:41.520]  I wanted to say that it's an honor to stand side by side with you the crew and
[1:58:41.520 --> 1:58:46.080]  the listeners out there 1776 worldwide
[1:58:47.760 --> 1:58:53.520]  we can't extend this free shipping sale much longer with our best-selling
[1:58:53.520 --> 1:58:58.400]  items at m4store.com in fact we can only run it a few more days we're also
[1:58:58.400 --> 1:59:01.560]  running out of some of our best-selling items like our amazing neutropic
[1:59:01.560 --> 1:59:07.080]  rainforest it's 1995 leading competitors are $60 and aren't even as good it's a
[1:59:07.080 --> 1:59:11.120]  great deal normally at $39.95 rainforest you've never tried it this is a great
[1:59:11.120 --> 1:59:16.760]  opportunity 1995 also alpha power is 50% off if you don't know what it's done
[1:59:16.760 --> 1:59:21.520]  for me and so many others for stamina focus libido it does so many things at
[1:59:21.520 --> 1:59:25.840]  x2 even though we're having trouble sourcing the deep earth crystals of
[1:59:25.840 --> 1:59:31.960]  the good halogen iodine I am blowing out the stockpile of it we have at least
[1:59:31.960 --> 1:59:36.280]  for another few days at 50% off and then after that it's gonna go back to full
[1:59:36.280 --> 1:59:41.760]  price until we secure more of it m4slife.com m4store.com or triple a
[1:59:41.760 --> 1:59:47.000]  253 3139 and thank you all for helping fund the second American and global
[1:59:47.000 --> 1:59:55.480]  revolution you're listening to the alex jones show
[2:00:00.000 --> 2:00:06.600]  waging war on corruption it's alex jones coming to you live from the front
[2:00:06.600 --> 2:00:32.800]  lines of the info war and now your host Owen Troyer
[2:00:32.800 --> 2:00:40.400]  okay I've got a couple more video clips here first off let's go I mean look
[2:00:40.400 --> 2:00:52.120]  again this is so insane it's I don't understand why MSNBC is CNN I don't get
[2:00:52.120 --> 2:00:58.840]  it anymore they've totally fallen off a cliff just look just just go and look
[2:00:58.840 --> 2:01:05.600]  let's go to clip 13 listen to the Jim Acosta is such a piece of work I mean
[2:01:05.600 --> 2:01:11.080]  this guy his credentials need to be removed immediately listen to Jim Acosta
[2:01:11.080 --> 2:01:20.480]  inserting himself into the Kim Trump summit
[2:01:22.200 --> 2:01:26.960]  only one of the media shouting out Trump looks back some song oh this could
[2:01:26.960 --> 2:01:37.400]  be it this could be it for Acosta the only one shouting at him
[2:01:41.960 --> 2:01:49.840]  Jim Acosta is an unhinged maniac actually now let's go to clip 12 here's Jim
[2:01:49.840 --> 2:01:56.080]  Acosta Jim Acosta again trying to insert himself rudely totally classless
[2:01:56.080 --> 2:01:58.840]  into this summit
[2:02:09.880 --> 2:02:14.040]  so there's Trump and Kim talking
[2:02:14.040 --> 2:02:32.880]  take hands what do you hope to accomplish sir there's Acosta again only
[2:02:32.880 --> 2:02:36.520]  one now there's actually a third clip actually to I don't know if we have it
[2:02:36.520 --> 2:02:43.360]  but there's actually a third clip where even after the signing Acosta is
[2:02:43.360 --> 2:02:47.640]  sitting there is sitting there screaming at Trump asking him a question
[2:02:47.640 --> 2:02:51.880]  asking Kim Jong-un will you denuclearize will you denuclearize and so then you
[2:02:51.880 --> 2:02:57.040]  have a moment where Kim looks at him and he's like what is this guy's deal Kim
[2:02:57.040 --> 2:03:00.240]  Jong-un would have that guy and arrested immediately in North Korea yeah
[2:03:00.240 --> 2:03:03.080]  there's the story right there Acosta shouts at Kim Jong-un will you give up
[2:03:03.080 --> 2:03:08.880]  your nuclear weapons Jim Acosta is so unhinged he's like I don't even know
[2:03:08.880 --> 2:03:11.600]  this guy needs to have his media credential removed immediately he's
[2:03:11.600 --> 2:03:16.840]  rude he's disrespectful he's classless and more than anything he's a stone cold
[2:03:16.840 --> 2:03:25.880]  idiot a total boob now it doesn't stop there let's now go to Ben Rhodes this is
[2:03:25.880 --> 2:03:30.680]  the guy who gets a job at MSNBC after a clip of him unable to even find words
[2:03:30.680 --> 2:03:35.080]  after Hillary Clinton lost the election somehow that lands him a job speaking for
[2:03:35.080 --> 2:03:40.960]  a living listen to the unhinged Ben Rhodes now so that multi national
[2:03:40.960 --> 2:03:45.600]  agreement did not cover missiles it didn't cover other bad behavior by Iran
[2:03:45.600 --> 2:03:50.880]  he has now raised the stakes so that this deal has to cover visits it has to
[2:03:50.880 --> 2:03:57.840]  cover North Korean terrorism with Korean human rights abuses all the things that
[2:03:57.840 --> 2:04:01.720]  he rejected it also has to include a real baseline a real accounting and
[2:04:01.720 --> 2:04:07.640]  verification that extends beyond what was achieved in the Iran deal that's right
[2:04:07.640 --> 2:04:11.440]  Andrea I mean you know first of all my concern with this summit is Kim Young
[2:04:11.440 --> 2:04:14.840]  Moon could make a kind of empty commitment to denuclearize at some point
[2:04:14.840 --> 2:04:18.400]  in the future but there's no clear road map to get that done there's no clear
[2:04:18.400 --> 2:04:21.480]  inspections regime to make sure that they are giving up maybe like Obama the
[2:04:21.480 --> 2:04:25.240]  Iran deal is actually a pretty good template for what they should be trying
[2:04:25.240 --> 2:04:28.720]  to accomplish with the new program because not only did that put strict
[2:04:28.720 --> 2:04:32.680]  constraints on Iran's nuclear program to prevent them from getting a weapon just
[2:04:32.680 --> 2:04:35.480]  take him off I just don't even know what to say
[2:04:35.480 --> 2:04:40.000]  but these people are such liars they're so unhinged they're such phonies that
[2:04:40.000 --> 2:04:45.160]  everything about them is fake there's no there's no basis in truth there's no
[2:04:45.160 --> 2:04:49.080]  foundation in reality man they're just all unhinged and then you have their
[2:04:49.080 --> 2:04:52.640]  little audience that's that goes out in the streets and shows how unhinged they
[2:04:52.640 --> 2:04:55.760]  are
[2:04:55.760 --> 2:05:01.680]  nourish a probiotic friendly environment in your gut with prebiotic fiber by
[2:05:01.680 --> 2:05:07.520]  info wars life help the good bacteria thrive and support overall digestive
[2:05:07.520 --> 2:05:12.760]  health with our specially formulated prebiotic fiber a mixture of clinically
[2:05:12.760 --> 2:05:18.600]  studied and organic acacia fruit and flax fiber prebiotic fiber is soluble
[2:05:18.600 --> 2:05:23.120]  fiber that ferments in the gut to help feed good bacteria which helps you
[2:05:23.120 --> 2:05:28.520]  digest food absorb nutrients and even support your immune system info wars
[2:05:28.520 --> 2:05:33.000]  life's cutting-edge formula only brings you the highest quality organic and
[2:05:33.000 --> 2:05:37.960]  clinically studied ingredients cheap prebiotic fibers are used up only at the
[2:05:37.960 --> 2:05:43.560]  beginning of the colon but our premium organic acacia fiber is slowly digested
[2:05:43.560 --> 2:05:49.280]  by the good bacteria throughout the entire colon for maximum prebiotic effect
[2:05:49.280 --> 2:06:01.840]  head to info wars life.com or call 1-888-253-3139
[2:06:01.840 --> 2:06:13.840]  the answer to 1984 is 1776 you're listening to the Alex Jones show and now your host Owen Shroyer
[2:06:13.840 --> 2:06:23.880]  you know it's funny because there was a story out last week seven and ten
[2:06:23.880 --> 2:06:32.840]  Americans have news fatigue do you see why because news isn't news anymore all
[2:06:32.840 --> 2:06:40.680]  it is is a cold civil this is a cold civil war that mainline leftist news
[2:06:40.680 --> 2:06:46.560]  outlets are pushing and fomenting every day that's all this is there is no news
[2:06:46.560 --> 2:06:52.520]  anymore the only news is like actual news developments what Trump is doing
[2:06:52.520 --> 2:06:56.640]  volcanoes happening earthquakes happening the arrest of all these
[2:06:56.640 --> 2:07:01.680]  pedophiles the shutting down of the sex trafficking Hollywood being exposed for
[2:07:01.680 --> 2:07:06.280]  all the rape culture that they've created that's news that is actual news
[2:07:06.280 --> 2:07:12.240]  that is news and developments but that's not what you see when you tune into the
[2:07:12.240 --> 2:07:17.800]  quote-unquote news anymore you get a bunch of nonsense and I gotta tell you
[2:07:17.800 --> 2:07:24.760]  I'm I'm now hitting this threshold of news fatigue and I don't really know
[2:07:24.760 --> 2:07:30.560]  what I'm gonna do here but I can't I can't I can't do CNN and MSNBC and a I
[2:07:30.560 --> 2:07:35.320]  can't do it anymore man I can't do it these people are so fake there's such
[2:07:35.320 --> 2:07:40.280]  liars I don't know what's driving them anymore is it insanity is it madness are
[2:07:40.280 --> 2:07:43.720]  they truly mentally deranged are they really that stupid are they bought and
[2:07:43.720 --> 2:07:47.000]  paid for they just read off a teleprompter are they so filled with hate
[2:07:47.000 --> 2:07:51.160]  what is wrong with these people I can't deal with it anymore and now I
[2:07:51.160 --> 2:07:55.040]  understand why seven and ten people in this country have news fatigue but
[2:07:55.040 --> 2:08:04.040]  there's a silver lining to this every day when CNN and MSNBC and ABC news and
[2:08:04.040 --> 2:08:11.200]  CBS news and NBC news and the rest of the global news conglomerate comes out as
[2:08:11.200 --> 2:08:15.400]  anti-American anti-Trump totally unhinged every day they get worse and
[2:08:15.400 --> 2:08:22.680]  worse they're killing themselves why would they do that think about that
[2:08:22.680 --> 2:08:29.880]  they're so committed to their agenda that they would destroy themselves to
[2:08:29.880 --> 2:08:34.680]  try to save it you ever heard the old cliche cutting off your nose to spite
[2:08:34.680 --> 2:08:43.640]  your face it's just crazy it's just unbelievable and they're trying to tear
[2:08:43.640 --> 2:08:48.680]  this country apart at the seams with their fake news reporting their cold war
[2:08:48.680 --> 2:08:51.600]  of the news yeah there's Chris Hayes I mean could you believe the Chris Hayes
[2:08:51.600 --> 2:08:58.360]  clip I mean this is let's just go back you know what this one saying if I go
[2:08:58.360 --> 2:09:03.120]  back to this I'm just gonna go insane again Trump doesn't care about the
[2:09:03.120 --> 2:09:08.520]  outcome of the North Korea summit what planet does Chris Hayes live on that's
[2:09:08.520 --> 2:09:15.080]  what I'm saying these people don't even live on earth anymore they're gone they're
[2:09:15.080 --> 2:09:26.080]  lost they're hopeless but but but but look look at Barack Obama today the
[2:09:26.080 --> 2:09:31.680]  story from Kit Daniels is at info wars.com Obama praises hockey team but
[2:09:31.680 --> 2:09:36.720]  not Trump amid North Korea summit now President Obama tweets this out this
[2:09:36.720 --> 2:09:42.480]  morning congratulations to the capitals for winning the Stanley Cup first
[2:09:42.480 --> 2:09:47.160]  tweet in four or five days from Obama nothing on the North Korean deal and by
[2:09:47.160 --> 2:09:53.200]  the way the capitals won the Stanley Cup a week ago if you don't think for one
[2:09:53.200 --> 2:10:02.120]  second this is a slime ball Hussein Obama totally trying to take a jab at
[2:10:02.120 --> 2:10:06.520]  Trump I don't even know what this is this shows you this guy hates America man a
[2:10:06.520 --> 2:10:11.480]  week after the capitals win the Stanley Cup he congratulates them on Twitter the
[2:10:11.480 --> 2:10:16.240]  morning of Donald Trump reaching a deal with Kim Jong-un having the Korean
[2:10:16.240 --> 2:10:21.080]  summit what does Obama do? Congratulates the capitals a week after they win the
[2:10:21.080 --> 2:10:25.720]  Stanley Cup if you don't understand how that is a direct shot at Trump this is
[2:10:25.720 --> 2:10:32.720]  Obama slinging feces on social media that's what this is this is a rejected
[2:10:32.720 --> 2:10:38.120]  loser failed president whose legacy has not only now been politically destroyed
[2:10:38.120 --> 2:10:43.480]  but once the IG report comes out and the spy gate is all exposed his entire
[2:10:43.480 --> 2:10:48.200]  legacy not just politically but as a human a scandal-free president both
[2:10:48.200 --> 2:10:53.160]  Barack Obama will go down in history as the biggest criminal that ever occupied
[2:10:53.160 --> 2:10:58.320]  the White House and he knows it so what does he do? He goes on social media and
[2:10:58.320 --> 2:11:04.240]  he slings the proverbial you-know-what all over the fan just to get people
[2:11:04.240 --> 2:11:09.400]  riled up just to anger real Americans
[2:11:09.400 --> 2:11:20.080]  what's Obama's excuse? Why didn't Obama reach a deal with Kim Jong-un? Why didn't
[2:11:20.080 --> 2:11:24.080]  Obama have the North Korean summit? He had the opportunity Dennis Rodman came
[2:11:24.080 --> 2:11:28.000]  to him multiple times saying I've got a door open here I've got negotiations on
[2:11:28.000 --> 2:11:36.200]  the table what did Obama do? Nothing oh don't you see Obama I mean you want to
[2:11:36.200 --> 2:11:42.760]  talk about agents assets? How is Obama not an Iranian asset? How is Obama not
[2:11:42.760 --> 2:11:51.360]  an Iranian agent? Completely ignores what would be a real thing to move the
[2:11:51.360 --> 2:11:55.560]  world forward with North Korea and he ignores that what does he do? He goes
[2:11:55.560 --> 2:12:01.520]  into Iran gives them access to our financial system gives them billions of
[2:12:01.520 --> 2:12:13.080]  dollars releases Taliban leaders I mean it's unbelievable and then Trump gets
[2:12:13.080 --> 2:12:19.520]  this out of the Iran deal what's been the difference? The Iran deal was a fake
[2:12:19.520 --> 2:12:27.440]  deal the Iran deal was us Obama taking a wire from America's prosperity and just
[2:12:27.440 --> 2:12:34.440]  plugging it into Iran and saying go for it baby rob us dry and it's like I don't
[2:12:34.440 --> 2:12:37.600]  want to sit here and hate on Iran but then you see the rhetoric that comes out
[2:12:37.600 --> 2:12:42.040]  of their government anti-American every day you're like well screw you then
[2:12:42.040 --> 2:12:49.200]  sorry sorry that Obama you know lets you suck us dry but we're not doing that
[2:12:49.200 --> 2:12:56.520]  anymore and so now Iran's pissed yeah we have an American president now not an
[2:12:56.520 --> 2:13:01.160]  Iranian president not a jihadi president not a communist president an
[2:13:01.160 --> 2:13:09.360]  American president and this is what it looks like and John Kerry and John
[2:13:09.360 --> 2:13:16.800]  McCain and Barack Obama and Valerie Jarrett and all their side deals all
[2:13:16.800 --> 2:13:24.080]  their corruption and their deal with Iran all gets exposed I mean think about
[2:13:24.080 --> 2:13:32.440]  some of these names Valerie Jarrett Loretta Lynch Susan Rice Ben Rhodes
[2:13:32.440 --> 2:13:36.520]  all from the Obama administration James Clapper John Brennan all from the
[2:13:36.520 --> 2:13:45.120]  Obama administration a bunch of scum a bunch of two-timing scum or just look
[2:13:45.120 --> 2:13:50.960]  into Loretta Lynch and a Susan Rice just total dingbats total nitwits total
[2:13:50.960 --> 2:13:55.720]  nothings you know I don't know too much about their history but I would be I
[2:13:55.720 --> 2:14:01.400]  wouldn't be surprised if they both went to Harvard University they always come
[2:14:01.400 --> 2:14:05.200]  out of Harvard folks you think Harvard is an Ivy League school for higher
[2:14:05.200 --> 2:14:13.720]  education Harvard is a CIA FBI NSA deep-state recruitment grounds and a
[2:14:13.720 --> 2:14:24.440]  Monday money laundering operation to the tune of billions of dollars okay oh oh
[2:14:24.440 --> 2:14:27.960]  shocking Loretta Lynch went to Harvard I don't even need to look this stuff up
[2:14:27.960 --> 2:14:33.080]  folks once you have gone into this and you know the system and you know how it
[2:14:33.080 --> 2:14:37.800]  works and you know how it's fed you see everything it's like the old Lego movie
[2:14:37.800 --> 2:14:42.360]  with the master builders at first the character has no idea he can't see
[2:14:42.360 --> 2:14:45.440]  anything you don't nothing makes sense to him nothing that makes sense and then
[2:14:45.440 --> 2:14:49.200]  boom he becomes a master builder and you see everything you see all the parts
[2:14:49.200 --> 2:14:54.480]  you see how they fit you see how it builds you see how you create things and
[2:14:54.480 --> 2:15:00.760]  it's all falling apart right now and so aside from the deep state being exposed
[2:15:00.760 --> 2:15:04.800]  and falling apart you also have President Trump actually getting things done
[2:15:04.800 --> 2:15:10.800]  and it shows you all it took was a little will how did how did President
[2:15:10.800 --> 2:15:15.480]  Trump get the GDP up over 3% he wanted to how did President Trump get black
[2:15:15.480 --> 2:15:21.000]  unemployment to a record low he wanted to how did President Trump save the US
[2:15:21.000 --> 2:15:26.640]  economy from from going into a deeper recession because he wanted to how did
[2:15:26.640 --> 2:15:31.160]  President Trump get a deal done with Kim Jong-un at a summit because he wanted
[2:15:31.160 --> 2:15:36.720]  to why did President Trump make Jerusalem the capital of Israel even
[2:15:36.720 --> 2:15:39.920]  though every other president said they would do it because he wanted to folks
[2:15:39.920 --> 2:15:44.200]  he wants to be president he wants to make America great again everyone else in my
[2:15:44.200 --> 2:15:48.560]  lifetime has been a two-timing trader whether it was Obama whether it was
[2:15:48.560 --> 2:15:52.520]  Bush whether it was Clinton they all were traders Trump is the first one
[2:15:52.520 --> 2:15:57.960]  that's actually doing something we call it the crapper water closet outhouse or
[2:15:57.960 --> 2:16:02.600]  bathroom but where do you go when there's nowhere to go the answer is the
[2:16:02.600 --> 2:16:06.960]  biffy bag the biffy bag is a pocket-sized disposable toilet that fits in
[2:16:06.960 --> 2:16:11.120]  your glove box tackle box toolbox backpack or purse the biffy bag has
[2:16:11.120 --> 2:16:15.120]  everything you need for a sanitary and comfortable relief experience it's
[2:16:15.120 --> 2:16:18.440]  ready to use in just seconds and just toss it in the trash when you're done
[2:16:18.440 --> 2:16:26.640]  it's your biffy in a jiffy biffy bag.com if you or anyone you love has been
[2:16:26.640 --> 2:16:31.440]  diagnosed with lung cancer asbestosis or mesothelioma your diagnosis may be the
[2:16:31.440 --> 2:16:35.080]  result of job-related exposure to asbestos and you may be entitled to
[2:16:35.080 --> 2:16:39.040]  compensation over 30 billion in trusts have been set aside for individuals who
[2:16:39.040 --> 2:16:42.760]  have been affected by asbestos exposure how do you protect your rights and get
[2:16:42.760 --> 2:16:46.960]  the compensation you deserve call capital legal group now at 800 400 lung
[2:16:46.960 --> 2:16:50.200]  capital legal group is one of the nation's resources for settlement of
[2:16:50.200 --> 2:16:53.960]  lung cancer and mesothelioma cases law firms have successfully recovered over
[2:16:53.960 --> 2:16:58.440]  2.7 billion dollars for their clients in all 50 states and claims have been paid
[2:16:58.440 --> 2:17:02.280]  in as little as 60 days if you or a family member were diagnosed with lung
[2:17:02.280 --> 2:17:07.520]  cancer asbestosis or mesothelioma call capital legal group now at 800 400
[2:17:07.520 --> 2:17:12.120]  lung will open a no-cost case review on your behalf a history of tobacco use or
[2:17:12.120 --> 2:17:17.840]  cigarette smoking will not disqualify your case visit 800 400 lung com or call
[2:17:17.840 --> 2:17:26.040]  800 400 lung call 800 400 5864 now that's 800 400 lung want revenge on the
[2:17:26.040 --> 2:17:31.040]  common house fly well after 10,000 years someone has finally come up with a
[2:17:31.040 --> 2:17:36.280]  better way the bug assault a miniaturized shotgun which utilizes ordinary
[2:17:36.280 --> 2:17:41.280]  table salt as ammunition non-toxic and no batteries required so much fun you'll
[2:17:41.280 --> 2:17:46.560]  forget you have a wife and kids 39 95 and free economy shipping use discount code
[2:17:46.560 --> 2:17:51.480]  GCN and get an extra 10% off your purchase at bug assault calm fire your
[2:17:51.480 --> 2:17:58.240]  fly swatter get your bug assault today do you realize that when you spread the
[2:17:58.240 --> 2:18:02.440]  links from info wars dot com when you spread the videos you are changing the
[2:18:02.440 --> 2:18:08.640]  world it's you that has defeated Hillary and the globalist it is you the
[2:18:08.640 --> 2:18:12.200]  info warriors across the planet that stood against the bullying that stood
[2:18:12.200 --> 2:18:15.360]  against the peer pressure that stood against the threats that have now
[2:18:15.360 --> 2:18:19.600]  changed the world that's why you've been on the team supporting us praying for us
[2:18:19.600 --> 2:18:23.080]  and spreading the word you are the info war and now because of their
[2:18:23.080 --> 2:18:27.240]  intensifying censorship it's more important than ever that everyone go to
[2:18:27.240 --> 2:18:31.880]  info wars dot com forward slash newsletter and sign up via email so there's no
[2:18:31.880 --> 2:18:36.520]  way the sensors can get between us with critical videos articles breaking news
[2:18:36.520 --> 2:18:41.240]  intel you name it and so now I ask you more than ever to share the info wars
[2:18:41.240 --> 2:18:45.080]  dot com articles to share the videos to tell people by the local stations you're
[2:18:45.080 --> 2:18:49.080]  listening to the bare minimum you can do is sign up for the free newsletter at
[2:18:49.080 --> 2:18:54.800]  info wars dot com forward slash newsletter we are the renaissance and we
[2:18:54.800 --> 2:18:59.000]  are winning guaranteeing your food independence is a crucial part of
[2:18:59.000 --> 2:19:04.160]  prepping between debt crisis natural disasters or even simple power outages
[2:19:04.160 --> 2:19:09.480]  having a supply of storable meals is crucial with info wars life select
[2:19:09.480 --> 2:19:14.040]  storable food you can make sure you and your family are ready for any emergency
[2:19:14.040 --> 2:19:19.400]  with drinks snacks and meals in amounts ranging from 72 hours to a full year
[2:19:19.400 --> 2:19:24.880]  there's no better place to look for healthy easy and incredible meals including
[2:19:24.880 --> 2:19:29.160]  meals such as traveler stew home style potato soup and a variety of other
[2:19:29.160 --> 2:19:33.800]  meals for breakfast lunch and dinner info wars life selects storable food will
[2:19:33.800 --> 2:19:38.200]  help you eat comfortably in a time of need they even work great for camping
[2:19:38.200 --> 2:19:43.520]  simply pack a 72-hour kit to go and you have easy to cook and transport food for
[2:19:43.520 --> 2:19:48.080]  you and your loved ones trip don't be caught surprised by an emergency make
[2:19:48.080 --> 2:19:51.680]  sure you're stocked up today with all the food you need for an affordable price
[2:19:51.680 --> 2:19:56.240]  with info wars life selects storable foods
[2:19:58.960 --> 2:20:04.320]  you're listening to the alex jones show
[2:20:04.320 --> 2:20:24.960]  you found it the tip of the spear it is the alex jones show with Owen Troyer you
[2:20:24.960 --> 2:20:30.400]  know my biggest frustration is not that Barack Hussein Obama is a total phony a
[2:20:30.400 --> 2:20:35.380]  total liar my biggest frustration is not that Hillary Clinton hates people my
[2:20:35.380 --> 2:20:41.480]  biggest frustration is not that MSNBC CNN ABC and the corporate news conglomerate
[2:20:41.480 --> 2:20:50.000]  lies all day those are not my biggest frustrations those are a source of my
[2:20:50.000 --> 2:20:55.480]  biggest frustration which is that people don't see it that is my biggest
[2:20:55.480 --> 2:21:01.800]  frustration people don't see how big of a phony Barack Hussein Obama is people
[2:21:01.800 --> 2:21:07.520]  don't see the truth behind agenda driven corporate globalist news media
[2:21:07.520 --> 2:21:16.040]  corporations people don't see all of the phoniness in the reporting against
