[00:00.000 --> 00:02.060]  you
[2:02:24.500 --> 2:02:29.220]  and ask him if he had heard about the the voting fraud that's been going on with the
[2:02:29.220 --> 2:02:30.020]  uh
[2:02:30.020 --> 2:02:32.580]  electronic voting machines and he had not which
[2:02:33.460 --> 2:02:38.660]  I'm not surprised because the mainstream media failed to cover this the story and we know the reason for that
[2:02:38.820 --> 2:02:40.820]  You know that this is that
[2:02:41.780 --> 2:02:43.060]  uh
[2:02:43.060 --> 2:02:45.620]  team that's aligned against us freedom seekers that
[2:02:46.420 --> 2:02:47.540]  Control the message
[2:02:47.540 --> 2:02:53.460]  But yeah, I was really neat to be able to introduce that to the governor because he's in a position to actually do something about it here in texas
[2:02:53.700 --> 2:02:57.700]  And by the way, I looked it up. It was a nine percent advantage to hillary
[2:02:57.700 --> 2:03:00.660]  Uh, uh any time they use electronic voting machines
[2:03:00.660 --> 2:03:05.860]  And if you look at the owners of the companies that uh that operate these electronic voting machines
[2:03:06.340 --> 2:03:10.580]  Many of them affiliated with the democratic donors and george horris himself. So
[2:03:11.300 --> 2:03:16.420]  But we're not doing it. We're allowing our votes to be counted by probable rigged
[2:03:18.500 --> 2:03:21.940]  Electronic machines. So hopefully the governor is going to do something about this
[2:03:21.940 --> 2:03:27.380]  As a matter of fact, he's I sent him your article and he's going to send it to the secretary state whose job is to uh,
[2:03:27.940 --> 2:03:33.380]  Uh, uh, to make sure voting in the state is we have tried to interview him multiple times big issue in texas
[2:03:33.460 --> 2:03:39.700]  Law does on that they're breaking the law shut down the ability to do a paper trail backup of that which breaks the law
[2:03:39.860 --> 2:03:43.140]  Yeah, he broke the law to shut that down. So he's specifically
[2:03:43.700 --> 2:03:48.340]  Uh, you the texas said we're not going to have electronic voting unless we can have this paper trail
[2:03:48.340 --> 2:03:54.820]  And he shut that down. So he needs to be aware of that. Well, I bet you now that he's seeing the Stanford study, which is
[2:03:55.780 --> 2:04:01.540]  Conclusive, uh, these machines cheat and they cheat to the benefit of the people that own the companies
[2:04:01.860 --> 2:04:07.140]  And we live in what we call a free society. This is insane. So this takes us back to sith rich
[2:04:07.540 --> 2:04:14.660]  Uh, his job with the dnc was to to uh, support, uh, voting sites and drive people in there
[2:04:14.660 --> 2:04:20.660]  And of course, he was a big barney sanders fan and uh, uh, and it's evident that he discovered that
[2:04:21.300 --> 2:04:23.300]  Hillary was cheating
[2:04:23.540 --> 2:04:30.340]  To the disadvantage of his chosen candidate and he was a passionate young man a man with integrity
[2:04:30.820 --> 2:04:33.540]  Uh, uh, and then suddenly in the middle of the night, uh
[2:04:34.740 --> 2:04:37.140]  He's murdered. I think he was shot in the back twice
[2:04:37.700 --> 2:04:39.060]  and uh
[2:04:39.060 --> 2:04:44.260]  And he still has his uh jewelry and his watches and died at the hospital though that we don't know which one
[2:04:44.260 --> 2:04:50.020]  He was at. Yeah, and after the the police, uh, he had taken him there with him talking and alert
[2:04:50.340 --> 2:04:54.740]  A lot of suspicion around this. They called it armed robbery. Yeah, usually you rob something after
[2:04:55.460 --> 2:04:57.460]  Afterwards and we know that other than life
[2:04:57.460 --> 2:05:00.100]  We know that it was not an armed robbery because he wasn't robbed
[2:05:00.420 --> 2:05:04.420]  Uh, but what came out today and you can find this on I think it's on dredge dredge report
[2:05:04.820 --> 2:05:09.540]  Uh, is a is a study that was done by a group of grad students in in washington dc
[2:05:10.020 --> 2:05:13.700]  At one of the universities there and they wanted to go back and look at the evidence
[2:05:13.700 --> 2:05:15.700]  And they uh without any
[2:05:16.740 --> 2:05:18.660]  lack of objectivity
[2:05:18.660 --> 2:05:22.420]  They determined uh several things that he was murdered. It was not a robbery
[2:05:22.820 --> 2:05:31.540]  Uh that he was uh either murdered by a professional because the the cleanup at the crime crime scene was so so clear
[2:05:32.100 --> 2:05:34.500]  Uh, uh, so it's not a random homicide
[2:05:35.060 --> 2:05:42.660]  Uh, uh, the the third thing is that uh, uh, it was either done by an individual professional or by a serial killer
[2:05:42.660 --> 2:05:49.060]  Now I didn't think much of that but joe you had a comment on that. I I I do believe the uh, the serial killer uh story because
[2:05:49.780 --> 2:05:55.380]  You know, uh, hillary clinton vince foster. I mean she is there's a clinton body count
[2:05:55.460 --> 2:05:57.540]  I think she's a serial killer quite frankly
[2:05:57.540 --> 2:06:03.220]  So I do kind of go with that whole that whole scenario that a serial killer did in fact stop it the clinton body count
[2:06:03.300 --> 2:06:06.500]  That's just a coincidence. Yeah, let me finish with one more quick point
[2:06:06.500 --> 2:06:14.820]  Uh, uh, the the brad bowman who was hired by this by the seth rich family is a democratic hitman who goes out and
[2:06:15.380 --> 2:06:16.420]  covers messes
[2:06:16.420 --> 2:06:21.620]  Now they don't want us talking about this because it's not sensitive to the rich family. Well guys, I'm sorry
[2:06:21.700 --> 2:06:25.060]  Leftist and Europe carried out 27 terror attacks in 2016
[2:06:25.220 --> 2:06:29.380]  Which debunks a claim that conservatives and libertarians represent a bigger extremist threat
[2:06:29.460 --> 2:06:35.220]  Over 140 terrorist attacks occurred in Europe last year and 27 of them were blamed on leftist in comparison
[2:06:35.220 --> 2:06:38.420]  Just one right-wing terror attack was recorded for the entire year
[2:06:38.500 --> 2:06:43.780]  13 attacks were blamed on jihadis while the majority of the attacks nearly 100 were by separatist movements
[2:06:44.020 --> 2:06:51.460]  terrorist attacks which led to deaths and injuries are almost exclusively islamic and gets who advocates open borders and radical islam
[2:06:51.700 --> 2:06:57.140]  It's the left the statistics disprove the narrative that conservatives and libertarians represent a major terrorist threat
[2:06:57.300 --> 2:07:01.220]  I claim the major media was pushing it through the recent attack on muslims near moscow london
[2:07:01.220 --> 2:07:06.820]  The study came from europe hole law enforcement agency of the european union tasked with combating organized crime and terrorism
[2:07:06.980 --> 2:07:12.740]  Additionally terror experts in the u.s. Are also warning that left-wing terror represents a far bigger concern than ever before
[2:07:12.900 --> 2:07:19.700]  Which isn't surprising given how the establishment keeps promoting violence against president trump. You can find out more at info wars dot com
[2:07:19.940 --> 2:07:21.540]  This is kit daniels reporting
[2:07:21.540 --> 2:07:26.260]  We've taken thousands of years of known research and put it together with our own four years of
[2:07:26.260 --> 2:07:32.020]  Seeking and testing to find the very best systems that god gave us through mother nature to detoxify the body
[2:07:32.100 --> 2:07:38.260]  That's why i'm introducing z shield toxic metal and chemical defense support. It's made in the usa
[2:07:38.500 --> 2:07:45.220]  It's filled with known compounds from nature that are absolutely associated with detoxifying the body and it supports the info war
[2:07:45.300 --> 2:07:47.300]  It is a classical 360 win
[2:07:47.460 --> 2:07:54.180]  This is the formula that i personally have been taking for over a year and now we believe we have come as close to perfection
[2:07:54.180 --> 2:07:57.940]  When it comes to a detoxifier as you can possibly get you want to yourself
[2:07:58.020 --> 2:08:01.940]  You owe it to your family and you owe it to the future of this country in the world
[2:08:02.100 --> 2:08:09.540]  That patriots stay as healthy and as clean and as focused as you can be because we need you the remnant of america
[2:08:09.620 --> 2:08:16.100]  To reignite those rush fires the next level and to be healthy and as focused as you can be thanks to your support and your prayers together
[2:08:16.180 --> 2:08:20.900]  We're changing the world now. It's time to change our bodies with z shield and info wars live dot com
[2:08:20.900 --> 2:08:25.220]  A new shipment of bio true selenium is now available at info wars live dot com
[2:08:25.380 --> 2:08:31.460]  We've been sold out for months are one of a kind info wars life bio true selenium formula is now back in stock in info wars life
[2:08:31.460 --> 2:08:31.940]  Dot com
[2:08:31.940 --> 2:08:38.500]  This is the true selenium formula that has rocked the pharmaceutical industry to its core nearly every other selenium supplement on the market
[2:08:38.580 --> 2:08:40.580]  Is produced with synthetic selenium
[2:08:40.580 --> 2:08:49.060]  But bio true selenium is made from a source of 100 organic mustard seed the effects of the essential trace mineral selenium are well known
[2:08:49.060 --> 2:08:56.020]  From supporting the thyroid gland and immune system to dna production and eyesight bio true selenium is also the perfect supercharger
[2:08:56.100 --> 2:09:01.300]  To survival shield x2 nascent iodine as both help support a healthy thyroid and many other systems
[2:09:01.380 --> 2:09:06.180]  Visit info wars life dot com to order your bottle of bio true selenium before we sell it again
[2:09:06.340 --> 2:09:11.620]  That's info wars life dot com to secure your selenium and other key products that don't only help yourself and your family
[2:09:11.620 --> 2:09:17.380]  But also fund our operation against the globalist a 360 wind we didn't ask for this fight, but we're in this fight
[2:09:17.380 --> 2:09:20.500]  This is the time to support info wars. That's info wars life dot com
[2:09:26.500 --> 2:09:28.900]  And now the tip of the spear
[2:09:29.540 --> 2:09:34.740]  Leading the fight to take back the nation. It's olyn shroyer
[2:09:34.740 --> 2:09:48.740]  You're listening to the alex joneshow
[2:09:48.980 --> 2:09:53.940]  Welcome back to the alex joneshow olyn shroyer filling in gary haven david night joe biggs alongside
[2:09:54.820 --> 2:10:00.260]  And we were just talking about a lot of the red flags that are going up around the dnc the democrat party
[2:10:00.260 --> 2:10:06.180]  Seth rich and the murder investigation and gary you were just breaking down the brad bowman angle
[2:10:07.060 --> 2:10:11.700]  Yeah, you know the media is not covering the seth rich and they're actually shaming people
[2:10:12.340 --> 2:10:16.580]  Like you guys that are covering it. They're saying it's insensitive to the family
[2:10:17.380 --> 2:10:18.500]  but
[2:10:18.500 --> 2:10:20.260]  Why did the family
[2:10:20.260 --> 2:10:25.620]  Who by the way claims they have no money to hire a private investigator somebody paid for that private investigator by the way
[2:10:26.260 --> 2:10:28.420]  uh, but they also have a spokesperson
[2:10:28.420 --> 2:10:33.620]  And brad bowman is a spokesperson and if you google him, you'll find that he has run a
[2:10:34.340 --> 2:10:36.340]  a democratic
[2:10:36.660 --> 2:10:39.380]  Kind of a hitman to to cover up media
[2:10:39.940 --> 2:10:41.940]  Issues around the democratic party
[2:10:42.500 --> 2:10:45.060]  Of all people to hire is a spokesperson
[2:10:45.700 --> 2:10:49.140]  Why would you go to the dnc hitman and that's very very suspicious?
[2:10:49.780 --> 2:10:52.820]  And without being insensitive to the seth rich family
[2:10:52.820 --> 2:11:00.100]  Uh, I would say look if you're gonna hire a professional dnc hitman then you need to be prepared to to
[2:11:00.500 --> 2:11:05.380]  Have people take a closer look at this and and uh, you know, I'm sorry about the loss of your son
[2:11:05.380 --> 2:11:09.140]  in fact, uh, uh, I feel great sympathy because I think he was a
[2:11:09.700 --> 2:11:10.980]  truth seeker
[2:11:10.980 --> 2:11:16.260]  Uh, and and it you know who had means motive and opportunity. I've gone through this before
[2:11:17.060 --> 2:11:20.980]  Yeah, and exactly when those turn buddy Michael Hastings was killed and all of a sudden the
[2:11:20.980 --> 2:11:25.700]  The the narrative change in the family that wanted to look into it all of a sudden new people were answering the phone
[2:11:26.100 --> 2:11:27.060]  Leave it alone
[2:11:27.060 --> 2:11:32.580]  And then when he talked about it, megan kelly goes, oh, you're just a kooky conspiracy theory, uh, theorists bigs and you know
[2:11:32.580 --> 2:11:37.140]  This is just ridiculous say he hit a tree and then the engine flew down the road the other way 100
[2:11:37.220 --> 2:11:43.620]  Totally natural, you know, and there was there was another lady. I can't think of her name, but she had uh her her son
[2:11:43.620 --> 2:11:49.620]  I think it was what she believes her son was murdered for walking into a cocaine drug deal in
[2:11:49.620 --> 2:11:54.820]  Arkansas that she thinks bill clinton's people had something to do with and she reached out to the seth rich family
[2:11:54.820 --> 2:11:56.660]  Because she was in the similar place
[2:11:56.660 --> 2:12:00.580]  She thought that her son was witness to something bigger and that's why they had to kill her son
[2:12:00.820 --> 2:12:05.860]  But all of a sudden there was waves of people saying we're gonna help you waves of people saying we'll handle this for you
[2:12:05.860 --> 2:12:09.220]  Waves of people they trusted them. They thought that they were in it for the right reasons
[2:12:09.540 --> 2:12:13.940]  Well, she quickly realized that wasn't the case and she reached out to the rich family said look
[2:12:14.260 --> 2:12:16.900]  I know that there's a bunch of people coming out you saying they're gonna help
[2:12:16.900 --> 2:12:21.380]  I know that you're in a very vulnerable situation. I realize that you need all the help you can get
[2:12:21.380 --> 2:12:25.060]  But do not trust these people they do not have your best interests in mind
[2:12:25.140 --> 2:12:29.780]  And I think that you're saying that brad bowman is the exact type of person she was talking about
[2:12:29.860 --> 2:12:34.580]  Yeah, and unfortunately they've uh signed him up is is the family spokesperson
[2:12:34.980 --> 2:12:42.020]  And of course what he's doing is saying this is insensitive and uh, you know, you shouldn't be subjecting the family to this
[2:12:42.020 --> 2:12:43.860]  You know let the police handle it
[2:12:43.860 --> 2:12:46.980]  Well, the the problem with that is first of all who he is
[2:12:47.460 --> 2:12:50.900]  Uh, I I have no intention of trusting his his wisdom
[2:12:51.380 --> 2:12:55.540]  Uh, you know, we don't want to speculate on why the family complied and took him on
[2:12:56.020 --> 2:13:00.180]  Uh, uh, whether it's fear or or whatever. Maybe they've convinced him of something
[2:13:00.580 --> 2:13:07.620]  Maybe they hadn't said anything. It's he's been given the opportunity to use that as a strategy to shut the media reports down
[2:13:07.700 --> 2:13:12.660]  He's like the harvey kytel the guy that like the sopranos use it. Hey, I got this. Uh, we got a body
[2:13:12.660 --> 2:13:15.780]  I need you to come in and clean it up. Hey, and and keep in mind too
[2:13:15.860 --> 2:13:20.820]  The only mainstream media that was touching this at all was Sean Hannity and yeah
[2:13:21.060 --> 2:13:25.060]  And so Sean Hannity covers it asks the questions that need to be asked Sean Hannity
[2:13:25.140 --> 2:13:31.140]  I think day in day out just comes out as more of an honest, uh, a person a real a real individual in the media
[2:13:31.940 --> 2:13:33.460]  And he's talking about it
[2:13:33.460 --> 2:13:38.020]  And then he gets actually contacted by the rich family asking to shut it down
[2:13:38.420 --> 2:13:40.260]  And now he hasn't talked about it ever again
[2:13:40.260 --> 2:13:46.180]  So that's another weird aspect about this to me because that was one thing that meg and kelly was I think trying to uh
[2:13:46.740 --> 2:13:54.420]  To to to get me on was the seth rich thing and I said to her I was like look seth riches family has not contacted me
[2:13:54.820 --> 2:13:59.940]  Nobody has said stop looking into this the last time I heard from seth riches family was in a video
[2:13:59.940 --> 2:14:05.380]  They put out on twitter saying we appreciate the people doing the independent investigations. Well, I tell you there's still
[2:14:05.620 --> 2:14:08.820]  There's still a lot of big-name journalists out there working angles
[2:14:08.820 --> 2:14:12.100]  They're just doing it all they can't give it up because it's because it's so huge
[2:14:12.260 --> 2:14:17.460]  It's so obvious. Yeah any journalist worth their weight and salt would be digging into this thing
[2:14:17.620 --> 2:14:21.460]  Oh, they are they're doing it off-camera because like you said you do it on the mainstream
[2:14:22.340 --> 2:14:26.740]  They get shut down. They get sued all that stuff, but these guys i'm telling you there's some big-name people out there
[2:14:27.060 --> 2:14:29.940]  I've talked to emailed they're doing it on their own
[2:14:30.180 --> 2:14:34.500]  They've got collaboration of people and people from all different times
[2:14:34.500 --> 2:14:39.620]  You know why you you really know why despite what the they tried to do with the fake election results
[2:14:39.620 --> 2:14:42.980]  With the with the fake voters and the illegal voters and hillary clinton getting
[2:14:43.380 --> 2:14:46.900]  Three million in the popular vote just because of california and new york alone
[2:14:48.020 --> 2:14:49.700]  That's all a lie
[2:14:49.700 --> 2:14:51.700]  america hates hillary clinton
[2:14:52.340 --> 2:14:58.980]  I think america hates hillary clinton and that's why everybody is actually looking into this stuff except the people on cn
[2:14:58.980 --> 2:15:03.380]  That's my favorite wiki leaks thing was one of the emails where like the staff guy that's with hillary
[2:15:03.380 --> 2:15:08.260]  They go to like a fast food chain place and and they're all filming her and everyone's like
[2:15:08.900 --> 2:15:12.260]  Why are you guys filming this old lady? No one likes her. No one knows who she was
[2:15:12.820 --> 2:15:17.460]  And she just sits down quietly and like there no one's coming over and asking for pictures or autographs or anything
[2:15:17.620 --> 2:15:22.660]  It's just like who is this random old lady with a giant entourage of people. It's literally all fake. It's all fake
[2:15:22.820 --> 2:15:25.780]  The guy's email. He's like it was the most awkward situation i've ever been in like
[2:15:26.180 --> 2:15:29.860]  You know hillary clinton here. She comes into this place and no one even notices her it was think about it
[2:15:29.860 --> 2:15:35.860]  Think about how fake this woman is they tell you she's healthy. She literally can't go through a 30 minute speech without hacking up along
[2:15:36.660 --> 2:15:40.900]  They have to cordon off rooms and to make the cameras angles look like she has a big audience
[2:15:41.060 --> 2:15:43.060]  She couldn't get a big audience for one of her rallies
[2:15:43.620 --> 2:15:48.740]  Uh, I mean that was the funniest thing is when I was in long beach california covering all the different races out there
[2:15:49.140 --> 2:15:52.660]  There was this giant sports coliseum an outdoor football arena
[2:15:52.900 --> 2:15:56.420]  They could have had you know like 30 40 000 it was a you know a smaller one
[2:15:56.420 --> 2:16:02.180]  But she could have filled that up apparently from what the mainstream media says because she's got a 90 chance of winning
[2:16:02.580 --> 2:16:06.260]  Instead fake across the street. There's this tiny little elementary
[2:16:06.820 --> 2:16:09.540]  recess area that she could barely even feel
[2:16:10.180 --> 2:16:16.420]  So again her support fake the polls fake their votes for her fake. This is entirely fake
[2:16:16.580 --> 2:16:20.660]  It's all it's all literally a facade. It's unbelievable. The matrix is real
[2:16:20.820 --> 2:16:25.300]  Well, this intimidation shut people down because it's going to hurt the feelings of the family if the family
[2:16:25.300 --> 2:16:32.180]  I can't believe that a family would not want to know unless somebody like brad bowman is telling them to say that exactly
[2:16:32.340 --> 2:16:35.940]  Exactly, and you know, uh, I with with with them hiring brad bowman
[2:16:36.180 --> 2:16:39.540]  I think it gives us permission to go to the truth. Yeah
[2:16:39.700 --> 2:16:43.620]  Uh in in spite of the family's feelings and and I think we have to do this, you know, uh
[2:16:44.180 --> 2:16:51.460]  Something that was missed in the media was a few weeks ago when when the uh, uh, Seth rich story his connection to weekly licks came out
[2:16:51.460 --> 2:16:56.100]  Uh, uh, that was also the day that they went uh full bore
[2:16:56.740 --> 2:17:00.500]  On the comey story and they it was the wag the dog week
[2:17:01.380 --> 2:17:08.980]  We didn't see any anybody that might have uh, uh, bothered to cover the Seth rich, which not many mainstream medias are willing to do
[2:17:09.540 --> 2:17:10.980]  Uh, uh
[2:17:10.980 --> 2:17:15.940]  Had it had an option to go with the comey story, which was all nonsense about the the russian collusion
[2:17:16.260 --> 2:17:19.300]  So we saw a real wag the dog moment and
[2:17:19.300 --> 2:17:21.300]  Uh, uh
[2:17:21.460 --> 2:17:26.420]  That week was I think an important week. I started to call you guys because we needed to talk about it
[2:17:26.420 --> 2:17:29.460]  You know, what's funny about that on a separate issue, but the similar story
[2:17:29.860 --> 2:17:34.420]  Jay johnson today in his testimony said that they kept asking about well
[2:17:34.420 --> 2:17:38.180]  When did you open the rusher thing and he said well actually we opened the rusher thing?
[2:17:38.180 --> 2:17:42.340]  I think he said october 6th or it was something october 7th, maybe
[2:17:43.220 --> 2:17:46.180]  The same day the billy bush tape were released
[2:17:46.180 --> 2:17:50.820]  This is it's a wag the dog. This is a tactic. Yeah, it's the same deal
[2:17:51.460 --> 2:17:53.460]  So the biggest story of the week
[2:17:53.460 --> 2:17:58.740]  Perhaps the biggest story of the year was that means motive and opportunity the dnc
[2:17:59.460 --> 2:18:06.740]  Very likely killed one of the run uh to punish him and we looked at the pedestal email where they said you punish this guy
[2:18:06.900 --> 2:18:10.180]  You know, whoever the leak is right? Yep, then he shows up dead a week later
[2:18:10.180 --> 2:18:17.140]  So the biggest story of the year gets buried by this nonsense comey and in russia collusion and and now
[2:18:17.460 --> 2:18:23.540]  Uh, if you mention it, you're you know, you're you're ridiculed and uh, we should be talking about look at this
[2:18:23.540 --> 2:18:25.620]  That's what i'm saying the biggest story of the year
[2:18:25.620 --> 2:18:31.540]  They have never denied that the content of the wiki leaks is legitimate. You notice how they've never denied that
[2:18:31.780 --> 2:18:36.260]  Why don't we have an investigation in an email that talks about having kids at a pool for entertainment?
[2:18:36.260 --> 2:18:41.300]  I'm sorry. Has there been a hearing on that? Haven't seen a hearing on that. What about a hearing on john podesta saying?
[2:18:41.300 --> 2:18:44.820]  He'll make an example of the leaker. What about the wetworks in these
[2:18:45.540 --> 2:18:51.460]  Emails that again, they admit are real the emails are real though that content is real just nothing look at them
[2:18:51.940 --> 2:18:58.500]  They always use of russians to misdirect away from their own crimes and that's what they're doing today in the jay johnson hearings
[2:18:58.900 --> 2:19:03.300]  They're misdirecting the public's attention away from the fact that jay johnson and homeland security
[2:19:03.300 --> 2:19:07.060]  Hacked into these state boards of elections. They wanted to get into the voter rolls
[2:19:07.140 --> 2:19:11.300]  They wanted to create a situation where they could take it over calling it critical infrastructure
[2:19:11.620 --> 2:19:12.740]  And so what do they do they say?
[2:19:12.740 --> 2:19:17.940]  Well, it's the russians and they did this all after the fact after everything had escalated for months
[2:19:18.260 --> 2:19:21.060]  After congressmen had written them for an explanation
[2:19:21.460 --> 2:19:23.060]  They wanted a special
[2:19:23.060 --> 2:19:27.220]  Independent prosecutor to look into this because they didn't believe homeland security was going to investigate themselves
[2:19:27.460 --> 2:19:30.740]  I don't either and so after all of this happens now
[2:19:30.740 --> 2:19:34.180]  They're bringing this stuff up saying well, we just now discovered that my favorite thing
[2:19:34.420 --> 2:19:39.220]  My favorite revelation the entire comey hearings was when marco rubio goes all these leaks are coming out
[2:19:39.380 --> 2:19:42.180]  But not one time was it ever leaked that president
[2:19:43.060 --> 2:19:44.820]  Trump was not
[2:19:44.820 --> 2:19:49.700]  Being investigated because I found that very odd everybody in the senate knew everything and then he even comes out later
[2:19:49.780 --> 2:19:52.740]  I'm goes. Oh, I'm I'm the one to leak the memos to my buddy right
[2:19:52.900 --> 2:19:56.260]  And I'm kind of a coward and I'm kind of really not good at what I do
[2:19:56.260 --> 2:20:01.380]  He's a cowardly leaker by his own admission. I posted the picture of the cowardly line from the wizard of awe
[2:20:03.140 --> 2:20:05.140]  Cowardly comey. He's leaking too
[2:20:05.860 --> 2:20:09.860]  Well, gary, you're about to uh, you're about to lead the set any final words from gary haven
[2:20:10.180 --> 2:20:13.300]  Yeah, you know, I want to say thank god for alex jones and you guys
[2:20:14.020 --> 2:20:17.140]  And thank god that the president of the united states is getting some of his
[2:20:17.700 --> 2:20:22.980]  Information from you. Well, thank god the president of the united states isn't hillary clinton, but at least trump is a true american
[2:20:22.980 --> 2:20:28.020]  Well, you know, he's struggling. Uh, but I think he is a pursuer of truth
[2:20:28.340 --> 2:20:34.340]  He just got a heck of a job to do. He is surrounded by the enemy. Yeah, you don't want this thing the deep state
[2:20:34.500 --> 2:20:38.420]  Okay, uh, we've all been talking about the deep state for a long time
[2:20:39.220 --> 2:20:43.780]  I don't know if you guys have noticed it or not, uh, but in the last uh, probably four or five months
[2:20:44.420 --> 2:20:48.740]  They have taken the term deep state and then he's modified it
[2:20:48.740 --> 2:20:55.620]  The deep state now means according to them those leftovers from the obama administration
[2:20:56.100 --> 2:20:57.940]  That are there and implanted
[2:20:57.940 --> 2:21:02.980]  In and they write names of the meaning from those people who are really in power
[2:21:03.140 --> 2:21:08.500]  Yes, and see that's that's the exact type of thing just by trump existing
[2:21:08.820 --> 2:21:13.860]  That's the kind of stuff that's just been exposed the swamp has exposed itself the fake news has exposed itself
[2:21:14.100 --> 2:21:17.140]  That's the trump effect gary haven't thank you so much for your time
[2:21:17.140 --> 2:21:20.820]  We'll be right back with more on the alex joneshow infowarstore.com free shipping
[2:21:21.620 --> 2:21:26.100]  Are you happy washing your hands with harsh chemicals? Are you happy doing laundry with detergents?
[2:21:26.340 --> 2:21:28.340]  Are you happy paying high prices?
[2:21:28.340 --> 2:21:34.980]  Find your happiness with pure soap these all natural earth friendly pure soaps are the very best you've ever used
[2:21:35.220 --> 2:21:41.540]  Buy in bulk get a 12 36 or 48 months to plot or get items individually and still save big
[2:21:41.540 --> 2:21:48.740]  You're getting soap products twice as good as what you're using now earth friendly and natural soaps your family deserves the best
[2:21:49.220 --> 2:21:54.180]  Happiness is five star soap.com. Why not put your money up the drain for a change?
[2:21:54.500 --> 2:21:57.060]  See them at five star soap.com or call
[2:21:57.860 --> 2:22:03.700]  1-800-340-7091 for a catalog calben soap company can save you thousands of dollars
[2:22:03.860 --> 2:22:10.260]  And give you good old-fashioned real soaps that are triple concentrated soaps made from vegetable and coconut oils
[2:22:10.260 --> 2:22:16.660]  See their full selection of soaps at five star soap.com. That's f i v e star soap.com
[2:22:16.900 --> 2:22:20.660]  We're called 1 800-340-7091 for a catalog
[2:22:20.980 --> 2:22:27.060]  Embricks essentials. That's my middle name. I've spent seven years off and on trying to get a big
[2:22:27.780 --> 2:22:33.780]  National brand that's already trusted to let us private label an entire line of personal care products
[2:22:33.780 --> 2:22:40.340]  That's organic my quality. This is one of the top three selling organic brands in the country
[2:22:40.500 --> 2:22:45.780]  That puts out high quality organic shampoo mouthwash. You name it and they're such patriots
[2:22:45.780 --> 2:22:48.820]  They have led us basically keep their well-known packaging
[2:22:48.980 --> 2:22:54.500]  It is an answer to prayer and because we're cutting out the middleman 20 off retail sign a ferrero ship an additional
[2:22:55.220 --> 2:23:02.500]  25 off it's all there the body wash the shampoo the deodorant the mouthwash all of is truly game changing
[2:23:02.500 --> 2:23:05.540]  It is the exact same product. Just the name is different
[2:23:05.700 --> 2:23:13.060]  Embricks essentials and it's on average 20 off what it would be in stores buying it directly from info or store dot com
[2:23:13.300 --> 2:23:20.100]  Help us win the info war while getting products everybody needs info wars life dot com where you'll find the entire line of embricks essentials
[2:23:20.500 --> 2:23:24.100]  Be prepared for the next disaster with the shelter pod
[2:23:24.260 --> 2:23:28.180]  The shelter pod is a large all season heavy duty quick deploy shelter
[2:23:28.180 --> 2:23:35.620]  The shelter pod system can be set up in 30 seconds and includes an emergency medical kit water filters survival tools and more
[2:23:35.860 --> 2:23:37.860]  Are you prepared to take care of your family?
[2:23:38.020 --> 2:23:44.740]  Do you have everything in one place ready to go get it now or enter to win a complete shelter pod system at shelter pod dot com
[2:23:44.900 --> 2:23:49.140]  The shelter pod at shelter pod dot com shelter when you need it most
[2:23:50.260 --> 2:23:57.060]  Hunters anglers campers and survivalists get back to nature expand your horizons with the highest quality most versatile
[2:23:57.060 --> 2:24:04.740]  Unique slingshots and sling bows on the market at sling bow dot com sling bow products are compact and models start from just 1798
[2:24:04.900 --> 2:24:07.780]  They're perfect for your bug out bag or storing in your vehicle
[2:24:07.940 --> 2:24:15.060]  Give yourself and your loved ones the excitement and tradition of sling bow a new frontier in archery and truly modern twist on this
[2:24:15.220 --> 2:24:19.220]  Primitive survival tool feel the thrill only at sling bow dot com
[2:24:19.940 --> 2:24:26.740]  By now you know that wireless technology like cell phones do in fact pose dangers to the health and privacy of everyone
[2:24:26.740 --> 2:24:31.700]  Blocket pockets wide range of products are unmatched in providing the protection you deserve
[2:24:31.860 --> 2:24:40.660]  No scare tactics just common sense blocket pocket dot com offers quality american made options to alleviate and eliminate these invisible dangers
[2:24:40.820 --> 2:24:49.060]  Learn more at blocket pocket dot com or call 888-315-9618 blocket pocket dot com enhancing health and privacy
[2:24:49.940 --> 2:24:52.820]  Love or loathe him donald jade trump is our 45th president
[2:24:52.820 --> 2:24:57.380]  There is no denying now that trump will go down in history both despised and admired
[2:24:57.460 --> 2:25:02.420]  Commemorate trump's presidency with your very own trump silver busts from trumpsilverstatue.com
[2:25:02.580 --> 2:25:10.420]  This museum quality heirloom trump silver statue bust is handcast from 20 troy ounces of silver a great investment from trumpsilverstatue.com
[2:25:10.420 --> 2:25:23.220]  Loathed or loved own a valuable piece of trump's legacy get your solid silver trump bust today at trumpsilverstatue.com
[2:25:33.220 --> 2:25:37.700]  Do you guys ever wake up and feel like you're the last sane person on earth?
[2:25:37.700 --> 2:25:42.900]  That's how I feel every time when I'm watching these russian hearings this russia investigation
[2:25:43.060 --> 2:25:47.220]  I'm sitting here scratch mats like nothing burger. There's nothing there. This is unbelievable. We're wasting all this time and money
[2:25:47.460 --> 2:25:53.540]  Meanwhile, you've got these huge, you know, there needs to be an investigation to set the rich huge hearings on the wiki leaks all that
[2:25:53.540 --> 2:25:54.900]  We don't get any of that
[2:25:54.900 --> 2:26:01.380]  Just like how how is this the reality? I really can't even believe it. Yeah, there's plenty of things that should be investigated that are being
