[00:00:04.906 --> 00:00:06.447]  Ladies and gentlemen,
[02:15:17.906 --> 02:15:19.427]  It's revelation of the method.
[02:15:19.427 --> 02:15:22.770]  This stuff's going to come out anyway, so so what if I'm exposing it?
[02:15:22.770 --> 02:15:26.833]  But I've gotten death threats and been beat up and other things, and so I know they don't like it.
[02:15:27.153 --> 02:15:28.934]  You know, that much.
[02:15:28.934 --> 02:15:37.020]  But I've had more problems, say, when I'm exposing a federal judge, like Walter E. Smith, pointing out he was having a fraudulent civil trial.
[02:15:37.020 --> 02:15:39.542]  He was being basically sued for the criminal trial.
[02:15:39.542 --> 02:15:42.805]  And then there he was, the head of the civil trial.
[02:15:42.805 --> 02:15:43.885]  I said, what a fraud!
[02:15:43.885 --> 02:15:52.872]  You know, the Davidians were found not guilty of murder, but then they were found guilty of using weapons in the commission of a murder.
[02:15:52.872 --> 02:15:54.774]  And that was a mandatory federal sentencing.
[02:15:54.774 --> 02:15:55.694]  He put him there for 47 years apiece.
[02:15:57.731 --> 02:16:04.117]  And so I was bullhorning the judge, I was making a big deal in the news, and I got beat up for it pretty bad.
[02:16:04.117 --> 02:16:05.379]  And my dad told me that growing up.
[02:16:05.379 --> 02:16:06.920]  He said, you gotta watch the little thugs.
[02:16:06.920 --> 02:16:09.963]  You gotta watch the little local boss hogs.
[02:16:09.963 --> 02:16:10.724]  And that's true.
[02:16:10.724 --> 02:16:12.506]  They're the ones that are scared of you.
[02:16:12.506 --> 02:16:16.570]  See, because I can take on Hays County and probably get a lot of them in jail.
[02:16:16.570 --> 02:16:17.311]  So they're dangerous.
[02:16:17.831 --> 02:16:19.934]  I can take on Travis County and Austin.
[02:16:19.934 --> 02:16:23.438]  That's why in my own backyard I don't mess with the locals too much.
[02:16:23.438 --> 02:16:30.427]  I still expose them and things, but I'm not out charging in to mess with the locals because they're the type that will give you cement shoes.
[02:16:30.427 --> 02:16:32.630]  Does that make sense?
[02:16:32.630 --> 02:16:32.850]  Right.
[02:16:33.291 --> 02:16:51.025]  Let me ask you, like, I heard you mention it back during the flu thing, that there was an episode of Alec Baldwin's show that came out in January entitled Flu Shot, that was all about flu shots and, you know, making you think you needed to get one and all this stuff.
[02:16:51.025 --> 02:17:02.594]  And you recently had posted the old Archie Bunker from 72 talking about gun control and all this conditioning and predictive programming coming out in shows and movies.
[02:17:03.482 --> 02:17:07.445]  How do you think they insert so many things like that into shows?
[02:17:13.519 --> 02:17:15.380]  Without it, you know, people know.
[02:17:15.380 --> 02:17:22.046]  Well, I mean, especially back in the 70s and 80s, there might have been a hundred major or less TV producers.
[02:17:22.046 --> 02:17:27.590]  I mean, each producer would, you know, have like 20, 30 shows, and they're 20, 30 years in the business.
[02:17:27.590 --> 02:17:31.353]  And they had a handful of writers they use, and they have a worldview.
[02:17:31.353 --> 02:17:36.797]  And the CIA admits, going back to the 30s, when they were OSS, they were there planning stories.
[02:17:36.797 --> 02:17:41.701]  And I've, I've had a Lone Gunman star, Dean Hagelin on, saying the CIA planted stories on them.
[02:17:42.642 --> 02:17:46.326]  Planted the fly hijack jets in the World Trade Center.
[02:17:46.326 --> 02:17:48.708]  Use a government drill to make NORAD stand down.
[02:17:48.708 --> 02:17:49.689]  The government's going to do it.
[02:17:49.689 --> 02:17:51.671]  They're going to use an anti-terror drill as the cover.
[02:17:51.671 --> 02:17:53.112]  That's how they really launch attacks.
[02:17:53.112 --> 02:17:55.054]  7-7, 9-11, 1993 World Trade Center bombing.
[02:17:59.277 --> 02:18:01.659]  But they don't have total control or total dominance.
[02:18:01.659 --> 02:18:03.199]  I know I'm good.
[02:18:03.199 --> 02:18:04.680]  I know I'm for real.
[02:18:04.680 --> 02:18:06.441]  I know I'm affecting change.
[02:18:06.441 --> 02:18:08.762]  And you know, as a lone wolf, you're good.
[02:18:08.762 --> 02:18:11.083]  And so you need to become a leader and take action.
[02:18:11.083 --> 02:18:14.104]  And in that, you know that you're having an effect.
[02:18:14.104 --> 02:18:23.129]  And then, as we wake up the elite, and as we wake up the middle class, as we wake up, and as we become the dominant force in society, we have to be ready for victory as well.
[02:18:24.149 --> 02:18:25.370]  People think we can't have victory.
[02:18:25.370 --> 02:18:28.373]  They think if we ever have success, it must be staged.
[02:18:28.373 --> 02:18:34.578]  The truth is, the elite want to make you think everything's staged and we have no power, because they know how much power we really got.
[02:18:34.578 --> 02:18:36.239]  I mean, I appreciate your call, sir.
[02:18:36.239 --> 02:18:39.762]  I'm not exactly sure where you're going, but it brought up some interesting points.
[02:18:39.762 --> 02:18:40.842]  Let's go to another caller here.
[02:18:40.842 --> 02:18:42.744]  Let's talk to Derek in Texas.
[02:18:42.744 --> 02:18:43.565]  Derek, you're on the air.
[02:18:43.565 --> 02:18:44.685]  Welcome.
[02:18:44.685 --> 02:18:45.246]  Hey, Alex.
[02:18:45.246 --> 02:18:45.666]  Thank you.
[02:18:45.666 --> 02:18:46.487]  Thanks for taking my call.
[02:18:47.518 --> 02:18:55.845]  I'm obligated to plug northtexas911truth.com because they're having a great event and they've invited me to speak.
[02:18:55.845 --> 02:18:57.306]  Oh good!
[02:18:57.306 --> 02:19:02.671]  Yeah, I know one of the members and he knows that I'm a registered engineer and he wants me to come talk to the press.
[02:19:03.627 --> 02:19:11.332]  And answer some questions and give a presentation on what I think would be a reasonable solution to getting to the bottom of 9-11.
[02:19:11.332 --> 02:19:11.672]  Good!
[02:19:11.672 --> 02:19:15.614]  See, and you know you're a good person, so you're taking action, getting on the road.
[02:19:15.614 --> 02:19:19.577]  You know, the road to victory against tyranny isn't open forever.
[02:19:19.577 --> 02:19:26.501]  Everybody's got to take that road, get off the road of slavery we're on, off the road of apathy, and get on the road of liberty and freedom.
[02:19:28.044 --> 02:19:36.406]  Yeah, exactly, and I've had other engineers call me a nutjob in the whole nine yards, and then they'll come back a year later and say, doggone it, you know, you were right.
[02:19:36.406 --> 02:19:37.907]  This is just too much.
[02:19:37.907 --> 02:19:38.447]  Exactly.
[02:19:38.447 --> 02:19:41.007]  Tell me more about it on the other side, then I'm going to go to everybody else here.
[02:19:41.007 --> 02:19:43.668]  And then about 40 after, Burmese is going to pop in.
[02:19:43.668 --> 02:19:46.909]  He walked in and said, did you see the Supreme Court said no more lawyers?
[02:19:46.909 --> 02:19:50.510]  And I said, yeah, I saw that last night.
[02:19:50.510 --> 02:19:51.290]  It's in my stack.
[02:19:52.571 --> 02:19:53.371]  I mean, that's my point.
[02:19:53.371 --> 02:19:54.632]  Folks, I've got stacks of news here.
[02:19:54.632 --> 02:19:55.973]  I've got to go over it all.
[02:19:55.973 --> 02:19:57.914]  It's all just coming in too fast.
[02:19:57.914 --> 02:19:58.595]  We'll be right back.
[02:19:58.595 --> 02:19:59.315]  I'm Alex Jones.
[02:19:59.315 --> 02:20:02.677]  This is the one and the only DCN Radio Network.
[02:20:02.677 --> 02:20:05.039]  Are you wondering about your retirement portfolio?
[02:20:05.039 --> 02:20:11.282]  Are you confident that the financial advisor is experienced enough to combat climbing interest rates, taxes, and inflation?
[02:20:11.282 --> 02:20:15.405]  Stop guessing and go to the expert, Robert Chapman of the International Forecaster.
[02:20:15.405 --> 02:20:22.249]  When you subscribe to the International Forecaster, you get Robert Chapman's 45 years of experience and concise investment recommendations.
[02:20:22.569 --> 02:20:28.471]  Who needs sugar-coated excuses when you can get the cold hard facts and proven investment leads you can't get anywhere else?
[02:20:28.471 --> 02:20:35.833]  For a free introductory copy to Robert Chapman's International Forecaster, subscribe now at TheInternationalForecaster.com or call 877-479-8178.
[02:20:39.378 --> 02:20:43.299]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[02:21:07.672 --> 02:21:13.556]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[02:21:13.556 --> 02:21:19.980]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[02:21:19.980 --> 02:21:22.021]  Well, Obama's already fudging.
[02:21:22.021 --> 02:21:24.482]  He's fudged since day one in this election.
[02:21:24.482 --> 02:21:35.369]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[02:21:37.674 --> 02:21:39.334]  It's not about left or right.
[02:21:39.334 --> 02:21:41.195]  It's about a one world government.
[02:21:41.195 --> 02:21:48.097]  This film documents who Obama works for, the lies he is told, and his real agenda.
[02:21:48.097 --> 02:21:56.359]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[02:21:56.359 --> 02:21:57.940]  The Obama Deception.
[02:21:57.940 --> 02:21:59.120]  The people strike back.
[02:22:00.885 --> 02:22:03.547]  Are you concerned for the safety of your loved ones?
[02:22:03.547 --> 02:22:07.170]  Listen closely to this message from Pepperspray.com.
[02:22:07.170 --> 02:22:10.332]  Every 22 seconds a violent crime is committed.
[02:22:10.332 --> 02:22:14.756]  America has changed and your personal safety is your first priority.
[02:22:14.756 --> 02:22:15.576]  Be smart.
[02:22:15.576 --> 02:22:16.177]  Be safe.
[02:22:16.522 --> 02:22:19.123]  Trust Pepper Spray instead of your luck.
[02:22:19.123 --> 02:22:25.707]  Pepperspray.com is the only website you'll ever need for all of your non-lethal self-defense supplies.
[02:22:25.707 --> 02:22:31.690]  Pepperspray.com carries one of the largest assortments of pepper spray and personal safety products on the web.
[02:22:31.690 --> 02:22:34.391]  From big to small, we have it all.
[02:22:34.391 --> 02:22:38.153]  Pepper Spray, mace, animal repellents, stun guns, and tasers.
[02:22:38.413 --> 02:22:45.140]  Pepperspray.com also carries a large assortment of products for personal, home, child, and pet safety.
[02:22:45.140 --> 02:22:50.045]  Enter SAFE in the coupon box and you'll receive a special discount off of your order.
[02:22:50.045 --> 02:22:51.706]  So what are you waiting for?
[02:22:51.706 --> 02:22:53.648]  Go to Pepperspray.com.
[02:22:53.648 --> 02:22:55.790]  That's Pepperspray.com.
[02:22:55.790 --> 02:22:56.691]  Or call 1-800-908-9988 today!
[02:23:00.689 --> 02:23:03.030]  This is Alex Jones for American Tax Settlement.
[02:23:03.030 --> 02:23:12.556]  We have received news that the IRS is currently accepting reduced settlements on back taxes, and millions of consumers may be eligible for this reduction to save thousands of dollars.
[02:23:12.556 --> 02:23:20.561]  If any of you out there owe $10,000 or more in back taxes to the IRS, we have created an open phone line with American Tax Settlement.
[02:23:20.561 --> 02:23:26.505]  For all Alex Jones listeners to see if you qualify for a settlement with the IRS to save thousands, the number to call is 1-800.
[02:23:27.365 --> 02:23:27.925]  We're good to go.
[02:23:48.956 --> 02:23:52.981]  If you owe 10,000 or more in taxes to the IRS, the number to call is 1-800-506-5904.
[02:23:52.981 --> 02:23:53.322]  That's 1-800-506-5904.
[02:23:53.322 --> 02:23:53.522]  Call today!
[02:24:37.426 --> 02:24:38.826]  John, who was it I was just talking to?
[02:24:38.826 --> 02:24:41.907]  That's what I thought.
[02:24:41.907 --> 02:24:50.009]  Okay, Derek in Texas, you're going up to, as an architect or an engineer, you're going up to give a presentation.
[02:24:50.009 --> 02:24:52.290]  What else were you going to add?
[02:24:52.290 --> 02:24:58.331]  Well, just the central part of my presentation is to demand for the plans, especially WTC7.
[02:24:58.331 --> 02:25:04.613]  I know there were some early plans for WTC1 and 2 that were released, but those weren't final plans.
[02:25:05.120 --> 02:25:06.680]  Signed and stamped by an engineer.
[02:25:06.680 --> 02:25:12.302]  Those were preliminary plans which left a lot of critical dimensions unspecific at that time.
[02:25:12.302 --> 02:25:19.063]  Also, they're being very secretive about building 7's plans after FEMA took it over and built the command bunker within it.
[02:25:19.063 --> 02:25:22.484]  That was a spook house they blew up that day.
[02:25:22.484 --> 02:25:23.164]  Oh yeah, yeah.
[02:25:23.164 --> 02:25:25.105]  It was loaded with all kinds of stuff.
[02:25:25.105 --> 02:25:31.326]  Laundry list of stuff to... Department of Defense, NSA, FBI, CIA, IRS.
[02:25:31.326 --> 02:25:32.187]  The whole thing.
[02:25:32.187 --> 02:25:33.807]  Giant spook command base.
[02:25:35.051 --> 02:25:35.792]  Yeah, that's right.
[02:25:35.792 --> 02:25:37.413]  Well, let me get to this event.
[02:25:37.413 --> 02:25:39.355]  It is going to be in Plano, Texas.
[02:25:39.355 --> 02:25:44.580]  It's Saturday, July 11th, and it's going to be at a campus.
[02:25:44.580 --> 02:25:48.103]  You can get more information at northtexas911truth.com.
[02:25:48.103 --> 02:25:51.086]  I'm going to open up the point of finite element analysis.
[02:25:51.661 --> 02:26:10.572]  With the plans or without the plans, we can still recreate the situation and kind of highlight the unviability of a free-fall collapse, symmetrical, gravity-driven collapse that pulverized up and let molten metal sit for six weeks or so.
[02:26:10.572 --> 02:26:11.012]  It's ridiculous.
[02:26:11.012 --> 02:26:11.613]  Absolutely.
[02:26:11.613 --> 02:26:12.533]  I've got to jump, man.
[02:26:12.533 --> 02:26:14.074]  Good to hear from you, Derek.
[02:26:14.074 --> 02:26:15.915]  Fred in Philly, you're on the air.
[02:26:15.915 --> 02:26:16.956]  Welcome.
[02:26:16.956 --> 02:26:17.156]  Hi.
[02:26:17.156 --> 02:26:20.758]  I wanted to talk about the economic cartel.
[02:26:22.002 --> 02:26:39.386]  You have, as Kevin was mentioning, you have the agricultural cartel, you have all the other ones he mentioned, but there's a monetary cartel that has to do with the gold.
[02:26:39.386 --> 02:26:50.149]  We know that the markets are manipulated by the use of planted stories on the sentiment of the traders.
[02:26:50.149 --> 02:26:50.989]  People are told
[02:26:51.468 --> 02:27:03.152]  That there is no reason for panic in a particular event, and therefore the price of gold may drift downward.
[02:27:03.152 --> 02:27:18.957]  If no one is participating in these markets except a few powerful people, then that allows for the social psychology to come in, and that, in addition to the selling of gold, suppresses the price of gold.
[02:27:18.957 --> 02:27:20.738]  So we have an economic cartel.
[02:27:21.988 --> 02:27:28.510]  And you have a long-term phasing out of the dollar.
[02:27:28.510 --> 02:27:50.218]  My question to you, Alex, is what do you think the reaction of the American people will be when they're told that they're going to have to get out of the dollar, they're going to be phasing in a new currency, and as a result, they're going to be basically governed from abroad?
[02:27:51.567 --> 02:28:12.072]  Well, they're already telling them that in Time Magazine and Newsweek and everywhere else, so that's the process, but they frame it as this is the solution to the economic crisis, is to accept these international bankers that engineered the crisis, but they're the experts that know how to fix it, give them unlimited power over your nation-state and they'll fix it, and then there's several different plans they're debating and pushing.
[02:28:12.072 --> 02:28:17.333]  They always give you a few false choices, but it all comes from the same group, so either way they win.
[02:28:19.225 --> 02:28:21.700]  And, you know, we cover this actually in the Obama deception.
[02:28:22.987 --> 02:28:27.111]  But how they're laying it out is really simple.
[02:28:27.111 --> 02:28:35.778]  They're saying they're going to have a world authority that sets currency rates, sets currency values, that sets interest rates with complete control by this private group.
[02:28:35.778 --> 02:28:44.485]  They're already steering things and bending the world to their will, but they've got to keep control of counties, cities, the feds, the states, the Association of Governors.
[02:28:44.485 --> 02:28:49.149]  I mean, it's quite a balancing act, a juggling act they're doing.
[02:28:49.149 --> 02:28:50.831]  That's why with this new global authority,
[02:28:51.471 --> 02:29:02.614]  For their, quote, administrative convenience, as David Rockefeller has said, a global government for their administrative convenience, this will allow them a lot more control.
[02:29:02.614 --> 02:29:11.836]  And so, at first they're just going to be dictating the regional currencies, so you'll already have a global currency because they're going to be in control of it.
[02:29:11.836 --> 02:29:16.077]  They're going to be in a centralized global level, planning it and setting it all up.
[02:29:17.298 --> 02:29:41.117]  But then they are debating whether to phase it in with different regional currencies, like the Amaro, the Euro, the Asian Phoenix and others, and that's even in Money Magazine, or bypass all that completely, and even if you have cash, it'll be digitally marked to your face scan and your thumbprint, and the new global cashless society is the biometric identifier.
[02:29:41.117 --> 02:29:43.258]  And so everybody's kind of worried about global currencies,
[02:29:44.019 --> 02:29:46.000]  That's really a red herring.
[02:29:46.000 --> 02:29:51.802]  They're planning to leapfrog past that to a new global standardized cashless society.
[02:29:51.802 --> 02:29:55.723]  We're on the march, the empire's on the run.
[02:29:55.723 --> 02:30:01.105]  Alex Jones and the GCN Radio Network.
[02:30:01.105 --> 02:30:02.806]  Hello friends, this is Alex Jones.
[02:30:02.806 --> 02:30:03.746]  I've told you for a long
[02:30:13.553 --> 02:30:19.635]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency if you simply prepare.
[02:30:19.635 --> 02:30:22.876]  No one is going to take care of your family in the final equation with you.
[02:30:22.876 --> 02:30:29.858]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[02:30:29.858 --> 02:30:30.998]  And they do it at almost half the cost.
[02:30:36.012 --> 02:30:38.613]  In the New World Order's war against humanity,
[02:31:04.355 --> 02:31:06.980]  Barack Obama is the tip of the spear.
[02:31:06.980 --> 02:31:14.014]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[02:31:14.554 --> 02:31:21.137]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[02:31:21.137 --> 02:31:23.118]  Well, Obama's already fudging.
[02:31:23.118 --> 02:31:25.619]  He's fudged since day one in this election.
[02:31:25.619 --> 02:31:36.564]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[02:31:37.199 --> 02:31:38.860]  It's not about left or right.
[02:31:38.860 --> 02:31:40.721]  It's about a one world government.
[02:31:40.721 --> 02:31:47.623]  This film documents who Obama works for, the lies he is told, and his real agenda.
[02:31:47.623 --> 02:31:55.887]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[02:31:55.887 --> 02:31:57.467]  The Obama Deception.
[02:31:57.467 --> 02:31:58.648]  The people strike back.
[02:32:00.555 --> 02:32:07.760]  You already know that drinking pure high alkaline pH water is the most important factor in maintaining high energy and vibrant health.
[02:32:07.760 --> 02:32:12.323]  Most experts agree that the water you drink should be at a pH level of 8 or higher.
[02:32:12.323 --> 02:32:17.927]  AlkaVision Plasma pH Drops combine a unique formula of the most alkaline ingredients.
[02:32:17.927 --> 02:32:25.472]  Using Plasma pH Drops is one of the best ways to make your water alkaline, to help you get rid of acid and regain your health and energy.
[02:32:25.472 --> 02:32:30.355]  Simply put 10 drops per liter of water you drink to raise the pH to the ultimate level.
[02:32:30.835 --> 02:32:36.679]  Alkalizing water helps your body rid itself of acidic waste and increases the oxygen content of your body.
[02:32:36.679 --> 02:32:42.483]  Disease organisms like bacteria and cancer cannot survive in an alkaline, high pH environment.
[02:32:42.483 --> 02:32:48.447]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to AlkaVision.com.
[02:32:48.447 --> 02:32:51.208]  That's A-L-K-A Vision dot com.
[02:32:51.208 --> 02:32:51.949]  Or by calling 269-216-9767.
[02:32:51.949 --> 02:32:52.169]  269-216-9767 today!
[02:33:13.595 --> 02:33:24.401]  You know, I've been so busy covering North Korea, breaking the armistice, saying they're basically in a state of war, so busy covering the economy, I haven't even gotten to Soda Mayor.
[02:33:27.543 --> 02:33:31.045]  Who is a Hispanic supremacist.
[02:33:31.045 --> 02:33:35.348]  You know, whites have got white supremacists, blacks have got black nationalist supremacists.
[02:33:35.348 --> 02:33:43.373]  She is on record saying that a Hispanic woman can make better decisions than old white males in 2001, but we'll get to that clip later.
[02:33:43.373 --> 02:33:44.274]  That's mainstream news.
[02:33:44.274 --> 02:33:47.396]  I'm sure you've all heard about it a million times.
[02:33:47.396 --> 02:33:51.038]  She's anti-gun.
[02:33:51.038 --> 02:33:53.980]  And it just never ends, you know?
[02:33:55.083 --> 02:34:00.844]  We shouldn't be hearing about race from a judge.
[02:34:00.844 --> 02:34:02.705]  But that's who the global bankers hire.
[02:34:02.705 --> 02:34:05.785]  They just hire anybody that hates this country.
[02:34:05.785 --> 02:34:09.466]  And then they love it.
[02:34:09.466 --> 02:34:14.267]  They love it that Obama creates all this racial tension and creates a racial debate.
[02:34:14.267 --> 02:34:17.848]  And then, you know, he has his attorney general come out and say Americans are racist cowards.
[02:34:18.968 --> 02:34:19.969]  You know, they pimp it.
[02:34:19.969 --> 02:34:22.631]  They use it to divide and conquer the population.
[02:34:22.631 --> 02:34:23.372]  They love it.
[02:34:23.372 --> 02:34:25.954]  You know, they know she made all these racist comments.
[02:34:25.954 --> 02:34:26.774]  They know that.
[02:34:26.774 --> 02:34:28.035]  That's why they want her there.
[02:34:28.035 --> 02:34:30.117]  They want to freak everybody out, everybody fighting.
[02:34:30.117 --> 02:34:37.283]  Now, we can't have a Hispanic American man or woman or a white guy or a black guy who's actually a constitutionalist.
[02:34:37.283 --> 02:34:39.244]  Just everything is about what color somebody is.
[02:34:39.244 --> 02:34:40.926]  I mean, this country is in deep trouble.
[02:34:40.926 --> 02:34:43.087]  It's just going to get worse and worse.
[02:34:43.087 --> 02:34:45.650]  Let's continue with your phone calls here.
[02:34:45.650 --> 02:34:47.351]  Let's talk to Dave in Michigan.
[02:34:47.351 --> 02:34:48.192]  Dave, you're on the air.
[02:34:48.192 --> 02:34:48.492]  Welcome.
[02:34:49.537 --> 02:34:50.218]  Yeah, hi Alex.
[02:34:50.218 --> 02:35:07.071]  I was calling about last night's Jason Berman show when he came on air and was literally almost having a heart attack about this Supreme Court decision about no lawyers, no Miranda rights, and I was kind of surprised not to see any headlines on in-fours or PrisonPlanet.com this morning about that.
[02:35:07.071 --> 02:35:09.653]  I was really hoping that you could go into that.
[02:35:09.653 --> 02:35:13.776]  Yeah, like I said, people don't understand how small we are.
[02:35:13.776 --> 02:35:16.198]  I've got Aaron Dykes, Kurt Nemo,
[02:35:17.997 --> 02:35:21.721]  Paul Watson and Steve Watson are the four people we've got that right.
[02:35:21.721 --> 02:35:24.284]  They've got to update websites, do customer service.
[02:35:24.284 --> 02:35:28.568]  I mean, we're a small... I mean, I've got 20 employees and I can barely pay them.
[02:35:28.568 --> 02:35:39.618]  I mean, it takes a lot of money to do that and pay for the bandwidth and everything else that we do and people just keep asking me to do this and do that and I... You know, I did mention the Supreme Court and I did say that was coming up.
[02:35:40.619 --> 02:35:51.524]  But Paul Watson and Kurt both wrote stories on Monday about the nuclear test by North Korea and about how things were escalating and then they wrote more stories yesterday and we covered that.
[02:35:51.524 --> 02:35:54.005]  We kind of got distracted by the 1953
[02:35:57.961 --> 02:36:03.705]  Armistice being broken, so a state of war being between those two countries, on paper.
[02:36:03.705 --> 02:36:12.792]  And what's happening in Pakistan and Iran and Israel saying they're getting ready to hit Iran and the United States and NATO and Israel launching a sneak attack on Russia on 888.
[02:36:12.792 --> 02:36:16.635]  I mean, we're in and GM saying they're about to go bankrupt.
[02:36:16.635 --> 02:36:22.038]  You know, I also wanted some time when I saw this last night to research it.
[02:36:22.038 --> 02:36:26.662]  And so I happen to have Cornell University Law School
[02:36:28.163 --> 02:36:41.771]  Sixth Amendment right to counsel, police interrogation, Miranda rights, and it's dealing with this ruling, and it's saying that's not exactly what it does, so that was in my stack.
[02:36:41.771 --> 02:36:43.112]  But you're on air, sir.
[02:36:43.112 --> 02:36:44.273]  Do you have any comments about this?
[02:36:45.259 --> 02:36:48.601]  Yeah, well that's good news and I didn't mean to complain about...
[02:37:15.679 --> 02:37:17.639]  Craig Roberts told me I can post his stuff.
[02:37:17.639 --> 02:37:23.420]  Ron Paul told me we can post his stuff under our name, though my webmasters don't ever do that for some reason.
[02:37:23.420 --> 02:37:25.621]  We need more writers.
[02:37:25.621 --> 02:37:26.821]  We're a small organization.
[02:37:26.821 --> 02:37:28.581]  And listen, I'm not bitching at you.
[02:37:28.581 --> 02:37:30.222]  I'm trying to explain.
[02:37:30.222 --> 02:37:32.502]  I'm frustrated, too.
[02:37:32.502 --> 02:37:35.362]  I didn't know there was 180 plus sponsors.
[02:37:35.362 --> 02:37:36.963]  It was 179 last week.
[02:37:36.963 --> 02:37:40.863]  Now it's over 180 for the Audit the Fed bill.
[02:37:40.863 --> 02:37:42.984]  People had to call up and say, didn't you know it went up to 179?
[02:37:45.914 --> 02:37:48.996]  Everybody thinks I'm omnipresent, and I'm not.
[02:37:48.996 --> 02:37:51.258]  I'm a regular guy, man.
[02:37:51.258 --> 02:37:52.639]  I'm a regular guy.
[02:37:52.639 --> 02:37:56.181]  But go ahead, your points.
[02:37:56.181 --> 02:37:57.422]  Well, that was basically it.
[02:37:57.422 --> 02:38:03.186]  I mean, I did some, I tried to find it on Google News, did some searching myself, and I couldn't come up with the article.
[02:38:03.186 --> 02:38:07.049]  But I'm looking forward to, you know, Jason coming on and discussing it with you.
[02:38:07.049 --> 02:38:13.173]  And also, all the other points that you're hitting on today are just mind-blowing and very informative.
[02:38:13.173 --> 02:38:15.215]  So, appreciate all your hard work, Alex.
[02:38:16.032 --> 02:38:16.853]  Thank you, sir.
[02:38:16.853 --> 02:38:19.314]  Yeah, no, I wasn't whining back at the listener.
[02:38:19.314 --> 02:38:25.038]  I'm just saying we got a money bomb coming up June 11th, and I haven't even really plugged this thing.
[02:38:25.038 --> 02:38:26.219]  I haven't even talked about it.
[02:38:26.219 --> 02:38:30.602]  We need people to go sign up with the email to pledge that you're going to give.
[02:38:30.602 --> 02:38:32.783]  Go to InfoWars.com, PrisonPlanet.com.
[02:38:32.783 --> 02:38:33.864]  There's big banners.
[02:38:33.864 --> 02:38:35.805]  The website's InfoWarsMoneyBomb.com.
[02:38:35.805 --> 02:38:38.647]  Let's put that up on screen for folks, please.
[02:38:38.647 --> 02:38:40.108]  InfoWarsMoneyBomb.com.
[02:38:40.108 --> 02:38:45.552]  If you just go back to InfoWars.com, you can click on the banner right there, guys, and just punch that up for people.
[02:38:46.792 --> 02:38:51.354]  But, yeah, there it is.
[02:38:51.354 --> 02:38:52.695]  And we've raised $25,000.
[02:38:52.695 --> 02:38:59.298]  We said if people want to just go ahead and give now, go ahead and do it, but we're going to try to raise a quarter million dollars.
[02:38:59.298 --> 02:39:00.378]  Sounds like a lot.
[02:39:00.378 --> 02:39:02.079]  That's nothing.
[02:39:02.079 --> 02:39:04.480]  That barely pays for our bandwidth in a year.
[02:39:04.480 --> 02:39:10.382]  And I don't like having to get up here and spend all my time, even though I have great sponsors, you know, talking about sponsors, pushing it.
[02:39:10.382 --> 02:39:12.843]  But do you know what radio stations have to raise to be on the air?
[02:39:12.843 --> 02:39:14.184]  You know what networks have to raise?
[02:39:14.684 --> 02:39:15.145]  I don't know.
[02:39:24.076 --> 02:39:36.839]  I gotta be honest, though, I almost didn't do this money bomb, because I thought, do I even want to get that money, and then try to hire a couple more people, because it creeps me out having to find out who's an agent, who isn't, going through the infiltrators, you know?
[02:39:36.839 --> 02:39:40.420]  And I'm not scared of them coming in here and setting me up and doing something.
[02:39:40.420 --> 02:39:42.641]  I'm scared of not being able to finish my work.
[02:39:42.641 --> 02:39:45.301]  I mean, I'm in real cloak and dagger type stuff, folks.
[02:39:45.301 --> 02:39:46.762]  I'm living in the real world.
[02:39:46.762 --> 02:39:48.222]  Let me tell you, it isn't pretty.
[02:39:48.222 --> 02:39:51.943]  I mean, it's pretty outside, there's a lot of great things in life, but the new world order isn't pretty.
[02:39:52.663 --> 02:39:57.584]  And so, go sign up to donate on June 11th, or you can donate now.
[02:39:57.584 --> 02:39:59.205]  We have a PayPal and credit card right there.
[02:39:59.205 --> 02:40:01.525]  You can also call the toll-free number.
[02:40:01.525 --> 02:40:04.346]  Is the toll-free number listed up there?
[02:40:04.346 --> 02:40:04.886]  888-253-3139.
[02:40:04.886 --> 02:40:08.387]  Or go buy the books, the videos, the materials.
[02:40:08.387 --> 02:40:11.488]  I mean, I tell people, make copies of my films, give them to people.
[02:40:11.488 --> 02:40:13.988]  PrisonPlanet.tv, 15 cents a day.
[02:40:13.988 --> 02:40:17.729]  We just keep upgrading it, making it better and better.
[02:40:17.729 --> 02:40:20.050]  You can download all the films, burn them to disk.
[02:40:20.050 --> 02:40:20.630]  PrisonPlanet.tv.
