[00:00:09.119 --> 00:00:10.480]  Kissed a renegade.
[00:56:32.970 --> 00:56:35.113]  I mean, how serious of a situation is that?
[00:56:36.224 --> 00:56:44.167]  It is, and if we believe Obama, you know, he did make an outreach, was including the Iranians in some talks, and hopefully that is helpful.
[00:56:44.167 --> 00:56:57.651]  It also might be his cover to say that, okay, they came in and they didn't do what we said, so therefore we did our very best, and now we'll have to use some other tactics and maybe, you know, acknowledge what Israel might do.
[00:56:57.651 --> 00:56:59.252]  I have no idea what's going to happen.
[00:56:59.252 --> 00:57:05.794]  I think the fact that we talked a whole lot about that in the last two years of the Bush administration helped have him back on
[00:57:05.894 --> 00:57:06.294]  All right.
[00:57:30.624 --> 00:57:35.288]  Spread this war which of course I consider the real real threat to us all.
[00:57:35.288 --> 00:57:39.792]  Well the same time you've been out there front and center people now know the alternative of liberty.
[00:57:39.792 --> 00:57:44.777]  Folks can visit the Liberty Committee and get involved or just Google the name Ron Paul.
[00:57:44.777 --> 00:57:49.641]  In closing fire out a few of the key websites people can visit to get behind your bill to audit the Federal Reserve.
[00:57:49.641 --> 00:57:57.448]  The best one is campaignforliberty.com and you can go from there and support us on that issue because the members of Congress and our senators need to know.
[00:57:57.989 --> 00:58:00.053]  Congressman, we'll talk to you coming up in a month or so.
[00:58:00.053 --> 00:58:01.938]  God bless you and say hi to the family for me.
[00:58:01.938 --> 00:58:02.599]  Thank you very much.
[00:58:02.599 --> 00:58:03.020]  Bye-bye.
[00:58:03.020 --> 00:58:03.983]  All right, fantastic.
[00:58:03.983 --> 00:58:05.165]  There was Congressman Ron Paul.
[00:58:24.255 --> 00:58:28.338]  Hi, this is Ted Anderson introducing a new way to listen to GCN on your cell phone.
[00:58:28.338 --> 00:58:34.342]  If you own a smartphone like Blackberry, iPhone, or Arnold G1, there's a free application called Flycast.
[00:58:34.342 --> 00:58:40.405]  Simply download, install, and within minutes you'll be listening to your favorite GCN shows from the convenience of your phone.
[00:58:40.405 --> 00:58:45.769]  Go to GCNlive.com, download the Flycast application, and begin listening in a whole new way.
[00:58:45.769 --> 00:58:48.371]  The place to go to is GCNlive.com.
[00:58:48.371 --> 00:58:51.893]  Again, that's GCNlive.com, application, Flycast.
[00:58:53.323 --> 00:58:54.564]  Hi, this is Ted Anderson.
[00:58:54.564 --> 00:58:59.147]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:58:59.147 --> 00:59:04.951]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:59:04.951 --> 00:59:08.593]  Gold has outperformed paper investments, yet no word about IRAs.
[00:59:08.593 --> 00:59:11.415]  If you would like to have gold for your retirement, call 800-686-2237.
[00:59:11.415 --> 00:59:16.358]  Don't get left behind by rising inflation and low returns.
[00:59:16.358 --> 00:59:16.659]  Call 800-686-2237.
[00:59:16.659 --> 00:59:18.000]  Secure your future and call 1-800-686-2237.
[00:59:24.727 --> 00:59:26.588]  Hello, this is Steve Schenck.
[00:59:26.588 --> 00:59:31.410]  You might not be able to spell Constitution, but you sure know how important it is.
[00:59:31.410 --> 00:59:37.553]  You might not be missing any shirts from your closet, but you have given the shirt off your back hundreds of times.
[00:59:37.553 --> 00:59:42.836]  You might not understand the thousands of laws that exist, but you do live by the Ten Commandments.
[00:59:42.836 --> 00:59:49.139]  You might not know who the bad guys are, or what you should be complaining about, but you do know what to be thankful for.
[00:59:49.139 --> 00:59:53.381]  You might not be looking for a government handout, but you do know how to lend a helping hand.
[00:59:56.269 --> 01:00:00.792]  We're thankful for the chance to lend a hand with food for you and your family.
[01:00:00.792 --> 01:00:02.573]  On the web, efoodsdirect.com or call 800-409-5633.
[01:00:23.334 --> 01:00:26.377]  And change is taking place out at Lake Travis this Easter.
[01:00:26.377 --> 01:00:29.080]  This is the GCN Radio Network.
[01:00:29.080 --> 01:00:31.483]  Home to hard-hitting talk radio.
[01:00:31.483 --> 01:00:33.085]  Austin, check your watch.
[01:00:33.085 --> 01:00:38.531]  It's 5 o'clock.
[01:00:38.531 --> 01:00:40.333]  IRN USA Radio News.
[01:00:40.333 --> 01:00:41.094]  I'm Jody Jordan.
[01:00:42.114 --> 01:00:49.936]  Pope Benedict is celebrating Mass for Easter Sunday, the most joyous day on the church calendar, commemorating Christ's resurrection.
[01:00:49.936 --> 01:00:52.017]  Tens of thousands of people packed St.
[01:00:52.017 --> 01:00:58.139]  Peter's Square, where the piazza is decorated with yellow tulips, blossoms, and other spring flowers.
[01:00:59.036 --> 01:01:04.985]  And no one's saying where President Barack Obama and his family are going for Easter church services?
[01:01:04.985 --> 01:01:06.427]  Here's Jerry Bonelander.
[01:01:06.427 --> 01:01:11.816]  As the president attends Easter services today, his spokesman cautions against jumping to conclusions.
[01:01:12.483 --> 01:01:21.833]  Robert Gibbs says that while the president continues to look for a church he can join, the one he attends today won't necessarily be the one the president will continue to attend.
[01:01:21.833 --> 01:01:26.738]  Obama hasn't attended public church services in Washington since taking office.
[01:01:26.738 --> 01:01:31.322]  Obama has sent aides to scout more than a dozen churches.
[01:01:31.322 --> 01:01:33.585]  This is IRN USA Radio News.
[01:01:35.217 --> 01:01:38.599]  Men and women, if you've got 10 to 30 pounds or more to lose, please listen carefully.
[01:01:38.599 --> 01:01:40.180]  Guys, many of us tend to overeat.
[01:01:40.180 --> 01:01:42.601]  We eat too much red meat, fast foods, and processed foods.
[01:01:42.601 --> 01:01:45.222]  This keeps the belly flabby and keeps our bodies overweight.
[01:01:45.222 --> 01:01:47.323]  Ladies, have you ever said, I feel fat today?
[01:01:47.323 --> 01:01:48.644]  Or do you have this bloated feeling?
[01:01:48.644 --> 01:01:51.926]  And how many of you have been trying to lose the same 10 to 20 pounds for years?
[01:01:51.926 --> 01:01:54.627]  There's a healthy and faster way to lose weight than any diet pill.
[01:01:54.907 --> 01:02:04.597]  It's called EverCleanse, a clinically proven weight loss and detox formula that helps you lose weight and get rid of the 5 to 25 pounds of waste that some experts say is trapped to the colon walls like spackle or paste.
[01:02:04.597 --> 01:02:06.959]  Two weeks of EverCleanse may be equal to months of dieting.
[01:02:06.959 --> 01:02:07.820]  It's simple too.
[01:02:07.820 --> 01:02:10.102]  Natural, tasteless crystals that dissolve in any food or beverage.
[01:02:10.322 --> 01:02:15.186]  Evercleanse will flatten out your midsection, reduce love handles, and bellies and bloating have been disappearing in just days.
[01:02:15.186 --> 01:02:19.709]  You see, Evercleanse gets rid of the weight you can't take off by exercising or starving yourself on a diet.
[01:02:19.709 --> 01:02:21.811]  And it's not something you have to take for the rest of your life.
[01:02:21.811 --> 01:02:23.692]  Call now to receive a very special offer.
[01:02:23.692 --> 01:02:24.052]  Call 800-567-5598.
[01:02:24.052 --> 01:02:24.733]  Ask about a free supply.
[01:02:24.733 --> 01:02:24.813]  800-567-5598.
[01:02:24.813 --> 01:02:25.073]  That's 800-567-5598.
[01:02:35.385 --> 01:02:39.028]  Millions of pounds of Chinese-made drywall was used in the U.S.
[01:02:39.028 --> 01:02:42.652]  during the housing boom because it was abundant and cheap.
[01:02:42.652 --> 01:02:52.140]  Now people are concerned that the wallboard gives off fumes that can corrode copper pipes, blacken jewelry and silverware, and possibly sicken people.
[01:02:52.140 --> 01:02:54.942]  Mike Linden is the owner of HomePro Systems.
[01:02:54.942 --> 01:02:59.526]  It has some sulfur products in it, and it off-gases
[01:03:00.720 --> 01:03:01.880]  Rotten egg, sulfur smell.
[01:03:01.880 --> 01:03:09.984]  And the mood is more somber this Easter Sunday in central Italy, where earthquake survivors gathered for mass in a covered mass tent.
[01:03:09.984 --> 01:03:15.586]  Rescue workers handed out traditional dove-shaped Easter cake to survivors of Monday's quake.
[01:03:15.586 --> 01:03:21.628]  The death toll is at 293, with more than 40,000 people displaced.
[01:03:21.628 --> 01:03:27.951]  And the government says Afghan soldiers and police killed 22 militants in another clash in southern Afghanistan.
[01:03:28.792 --> 01:03:33.525]  For the latest news and analysis, log on to IRNUSANews.com.
[01:03:35.146 --> 01:03:38.808]  You could be financially independent and never have to worry about money again.
[01:03:38.808 --> 01:03:41.009]  Hi, how in the world are you anyway?
[01:03:41.009 --> 01:03:44.030]  This is Andy Willoughby speaking for the 3-Step Plan.
[01:03:44.030 --> 01:03:48.932]  The 3-Step Plan is a business system designed to help families start their own home-based business.
[01:03:48.932 --> 01:03:53.715]  If you like working with people with similar family values, you'll love the 3-Step Plan.
[01:03:53.715 --> 01:03:57.416]  For information, go to 3stepplan.com or call toll-free 800-393-6184 800-393-6184
[01:04:05.399 --> 01:04:11.383]  He's not getting an honorary degree, but the president is getting a scholarship program named for him.
[01:04:11.383 --> 01:04:12.864]  Here's Carlotta Bradley.
[01:04:12.864 --> 01:04:21.870]  Stung by its decision not to award President Barack Obama an honorary degree when he speaks at commencement next month, Arizona State University says it will name a scholarship program after him.
[01:04:22.370 --> 01:04:30.119]  ASU President Michael O. has issued a statement apologizing for the confusion surrounding the decision and says the plan always was to honor Obama.
[01:04:30.119 --> 01:04:37.807]  Since the decision not to award Obama a degree was first reported early last week, the school has been criticized and mocked in various forums.
[01:04:37.807 --> 01:04:38.828]  I'm Carlotta Bradley.
[01:04:38.948 --> 01:04:44.372]  And negotiations continue as a hostage crisis on the Indian Ocean enters its fifth day.
[01:04:44.372 --> 01:04:45.233]  U.S.
[01:04:45.233 --> 01:04:54.599]  warships are closely monitoring a lifeboat where an American captain is being held by Somali pirates who had attempted to hijack his cargo ship.
[01:04:54.599 --> 01:04:59.723]  The ship has safely reached port in Kenya with its crew, but the crew hasn't been allowed off yet.
[01:05:00.922 --> 01:05:06.170]  Officials say that the ship from Alabama is being treated as a crime scene.
[01:05:14.415 --> 01:05:22.221]  And the CEO of Mersick Line Limited, John Reinhardt, says the crew of the Mersick Alabama remains focused on Captain Richard Phillips.
[01:05:22.221 --> 01:05:25.984]  When I spoke to the crew, they won't consider it done when they board a plane and come home.
[01:05:25.984 --> 01:05:28.686]  They won't consider it done until the captain's back.
[01:05:28.686 --> 01:05:29.506]  Nor will we.
[01:05:29.506 --> 01:05:32.609]  I'm Jody Jordan for IRN USA Radio News.
[01:05:33.789 --> 01:05:35.690]  We all need to prepare ourselves.
[01:05:35.690 --> 01:05:40.873]  You might have the food, water, gold, and silver, but ask yourself, are you truly prepared?
[01:05:40.873 --> 01:05:43.694]  That's why you need to visit MainMilitary.com.
[01:05:43.694 --> 01:05:46.235]  MainMilitary.com carries everything you need.
[01:05:46.235 --> 01:05:53.998]  Gas masks, wool blankets, fire starter kits, high-capacity magazines, chemical suits, military surplus items, and much more.
[01:05:53.998 --> 01:05:55.379]  Do you own a firearm?
[01:05:55.379 --> 01:05:59.421]  MainMilitary.com has a large selection of pistols and rifles suited for your needs.
[01:05:59.881 --> 01:06:02.263]  Are your local stores sold out of ammunition?
[01:06:02.263 --> 01:06:06.606]  Call or visit them today for prices on hard-to-find ammo and bulk ammo orders.
[01:06:06.606 --> 01:06:15.753]  You don't need to worry about having a military surplus store in your area, because MaineMilitary.com is the only store you'll ever need, all from the comfort of your computer.
[01:06:15.753 --> 01:06:18.735]  Visit them online today at MaineMilitary.com.
[01:06:18.735 --> 01:06:21.076]  That's Maine, like the state, Military.com.
[01:06:22.017 --> 01:06:23.078]  Or call them at 1-877-608-0179.
[01:06:23.078 --> 01:06:23.418]  That's 1-877-608-0179.
[01:06:23.418 --> 01:06:24.859]  He stands for truth.
[01:06:24.859 --> 01:06:26.301]  He stands for justice.
[01:06:26.301 --> 01:06:27.682]  He stands for what's right.
[01:06:50.287 --> 01:06:52.890]  This is the Alex Jones Show.
[01:06:52.890 --> 01:06:55.994]  Call Alex now, toll free at 877-590-5525.
[01:06:55.994 --> 01:06:59.900]  Now live from Austin, Texas, here's Alex Jones.
[01:07:34.605 --> 01:07:38.468]  Ladies and gentlemen, and I appreciate our next guest holding the last few minutes.
[01:07:38.468 --> 01:07:42.371]  He's all over national television, VH1, you name it.
[01:07:42.371 --> 01:07:47.114]  One of the top comedians out there today, Patrice O'Neill.
[01:07:47.114 --> 01:07:55.280]  And the reason I wanted to get him on is I started getting reports and video clips sent to us, audio clips, from some of the biggest radio shows in the country.
[01:07:56.040 --> 01:07:56.681]  Thank you, sir.
[01:07:56.681 --> 01:07:57.181]  How are you?
[01:07:57.181 --> 01:07:57.562]  You know what?
[01:07:57.562 --> 01:07:59.664]  Right before you call me, I got a ring at my doorbell.
[01:08:20.658 --> 01:08:34.174]  Uh, and it was very unusual and I got a little nervous because I was on the Alex Jones Show and a strange ring at my doorbell happened right at the time when you called so I have to get my fear
[01:08:34.930 --> 01:08:37.131]  Level down a little bit.
[01:08:37.131 --> 01:08:37.651]  Oh, don't worry.
[01:08:37.651 --> 01:08:40.432]  The New World Order is not coming after you for that.
[01:08:40.432 --> 01:08:41.492]  We outnumbered him.
[01:08:41.492 --> 01:08:43.473]  We outnumbered him a thousand to one.
[01:08:43.473 --> 01:08:47.374]  First off, for folks who may not know who you are, I mean, they saw you, but this is radio.
[01:08:47.374 --> 01:08:50.275]  They would recognize you from all the different television programs you're on.
[01:08:50.275 --> 01:08:57.837]  Tell us a little bit about yourself, your awakening to this whole globalist system, the elite, and why you're out there promoting the Obama deception.
[01:08:57.837 --> 01:09:03.819]  Um, well, you know, it was, um, well, you got to be careful, uh, in terms of,
[01:09:05.374 --> 01:09:13.320]  Like, how I bumped into it, I was watching something else on, and it kind of, the ad came up for the Obama Deception.
[01:09:13.320 --> 01:09:18.363]  You know, I'm really into, thank God for documentaries, you know what I mean?
[01:09:18.363 --> 01:09:29.672]  And thank God for the internet, because if I had to go to these libraries and stuff and just grab a book and try to, like, cross-reference and learn about this, it would be kind of impossible, right?
[01:09:29.672 --> 01:09:32.414]  So, when I went to the Obama Deception,
[01:09:33.214 --> 01:09:38.021]  The reason why I said you gotta be careful, I guess, is like being black and...
[01:09:39.005 --> 01:09:45.427]  Having anything to say that might be wrong in terms of Obama is dangerous.
[01:09:45.427 --> 01:09:51.770]  You know, you walk around and you go, well, watch this, this, I saw this, this, this documentary, man, the Obama deception.
[01:09:51.770 --> 01:09:54.090]  And, and, you know, as soon as you say that, aw, what is it?
[01:09:54.090 --> 01:09:54.871]  Aw, say it, Obama.
[01:09:54.871 --> 01:09:58.372]  I go, nah, it's really not even about him.
[01:09:58.372 --> 01:10:02.273]  It's about the presidency altogether.
[01:10:02.273 --> 01:10:04.254]  It's about, it's about, like,
[01:10:05.242 --> 01:10:27.475]  The, this, this, this New World Order, and here's the problem, I believe in most things I hear about the New World Order, most things I hear about the Bilderberg Group, most things I hear about the Illuminati, but I try to come at it because, I try to come at it in a way where, if, is that me?
[01:10:27.475 --> 01:10:28.096]  Woodrock and Morgan?
[01:10:29.079 --> 01:10:30.200]  We're about to go to break, sir.
[01:10:30.200 --> 01:10:30.700]  Stay there.
[01:10:30.700 --> 01:10:31.761]  Well, we're going to come back.
[01:10:31.761 --> 01:10:32.522]  Plenty of time to talk.
[01:10:32.522 --> 01:10:36.765]  We really appreciate Patrice O'Neal being our guest on with us.
[01:10:36.765 --> 01:10:37.326]  We'll be right back.
[01:10:37.326 --> 01:10:38.126]  Stay with us.
[01:10:38.126 --> 01:10:38.607]  Okay.
[01:10:38.607 --> 01:10:43.751]  Very popular comedian Patrice O'Neal is online with us.
[01:10:43.751 --> 01:10:45.232]  Very gracious to spend his time with us.
[01:10:45.232 --> 01:10:49.456]  I'm going to play a clip of him on opening and Anthony coming into the next segment.
[01:10:49.456 --> 01:10:54.640]  One of the most popular shock jock shows and we just appreciate him getting the word out and having the courage because
[01:10:55.834 --> 01:11:01.581]  I saw all these Republicans worshipping Bush, just investing everything in their identities with him.
[01:11:01.581 --> 01:11:09.491]  Didn't matter that he tortured kids, didn't matter if they lied about WMDs, didn't matter if they destroyed the Bill of Rights, they were committed to him.
[01:11:09.491 --> 01:11:13.696]  Well then you get the first black president, he's sharp, he's nice, he says all the right things.
[01:11:14.523 --> 01:11:14.744]  I saw
[01:11:29.343 --> 01:11:31.264]  Yeah, I mean, like, okay, when I was watching
[01:11:59.487 --> 01:12:11.155]  The other day, I had watched the Obama Deception, and then I watched Obama pick the 64 team for the basketball, for college basketball.
[01:12:11.155 --> 01:12:12.236]  The brackets.
[01:12:12.236 --> 01:12:14.597]  And I'm like, this dude is such a dude.
[01:12:14.597 --> 01:12:18.880]  Like, you can't not like the guy.
[01:12:18.880 --> 01:12:22.043]  He's like, you go, I like this dude.
[01:12:22.043 --> 01:12:23.143]  You know what I mean?
[01:12:23.143 --> 01:12:25.105]  And not saying, okay,
[01:12:27.364 --> 01:12:34.029]  I watched your thing and now I completely believe that Obama's the, you know, he's down with the New World Order.
[01:12:34.029 --> 01:12:50.641]  But what your video did, is what I like to do, is able to put another thought process in my head, and another way to not only put another thought in my head, but to actually have a place to think, because I would have never thought
[01:13:09.887 --> 01:13:17.992]  Some of the things that I think now, in terms of, I didn't see that video, but what a different level to all of this in terms of the people.
[01:13:17.992 --> 01:13:34.941]  And one of it is, I think that you operate, and this is not a criticism, this is just, for me, in this short time trying to learn about this stuff, that you operate at the same thinking level as, say, the Bilderberg Group.
[01:13:34.941 --> 01:13:38.043]  And what I mean by that is at the same intellectual level.
[01:13:38.820 --> 01:13:40.742]  at the same understanding.
[01:13:40.742 --> 01:14:03.400]  It's just that you're on the opposite side of these guys, but you have the understanding of the revolution and why that started, and the understanding of why World War I went on, why World War II went on, the conspiracies behind the banking system, and a lot of the things that, dude, my brain had the capacity to know,
[01:14:04.040 --> 01:14:06.223]  But just never thought to know.
[01:14:06.223 --> 01:14:14.053]  My mind never thought to know that the federal banking system was not a federal system at all.
[01:14:14.053 --> 01:14:15.635]  It's a privately owned bank.
[01:14:15.635 --> 01:14:17.437]  That seems very
[01:14:19.219 --> 01:14:20.360]  Typical to people.
[01:14:20.360 --> 01:14:24.481]  I guarantee that people that listen to your show every day, and you, that's just nothing.
[01:14:24.481 --> 01:14:28.663]  But to me, when I found that out, my brain started to hurt.
[01:14:28.663 --> 01:14:34.426]  And then I started to look, I started to look at a, like, a give to give act.
[01:14:34.426 --> 01:14:36.327]  You know, HR 1388.
[01:14:36.327 --> 01:14:39.348]  And I'm, and I went to InfoWars, and I'm looking for that.
[01:14:39.348 --> 01:14:41.329]  And I'm reading through this manifesto
[01:14:41.969 --> 01:14:48.612]  And it might be that one little part that says they have to look into mandatory service.
[01:14:48.612 --> 01:15:00.218]  And I guess this whole little speech I'm making now is to say the difficulty, Alex, is how do you get people who don't
[01:15:01.292 --> 01:15:04.733]  No, don't even want to know, because you've only got two things to do.
[01:15:04.733 --> 01:15:08.214]  Read a bill or go get some ice cream.
[01:15:08.214 --> 01:15:18.857]  It's either you put your both feet in and learn about this entire system about, like, watching the Obama deception led me to eugenics.
[01:15:18.857 --> 01:15:19.517]  Like, what?
[01:15:19.517 --> 01:15:20.157]  Eugenics?
[01:15:20.157 --> 01:15:20.837]  What?
[01:15:20.837 --> 01:15:23.258]  And then lead me to, you know...
[01:15:23.598 --> 01:15:25.320]  Stay there, stay there, Patrice.
[01:15:25.320 --> 01:15:26.501]  We got a long segment coming up.
[01:15:26.501 --> 01:15:28.263]  We won't be interrupting for about 15 minutes.
[01:15:28.263 --> 01:15:29.264]  This is riveting stuff.
[01:15:29.264 --> 01:15:31.145]  I gotta have you as a regular guest if you'll do it.
[01:15:31.145 --> 01:15:33.568]  We'll also fire out some of your websites and contact.
[01:15:33.568 --> 01:15:38.733]  Stay there because what you were just saying had my brain making all these connections.
[01:15:38.733 --> 01:15:40.134]  That's how this works.
[01:15:40.134 --> 01:15:40.735]  Stay there, sir.
[01:16:15.464 --> 01:16:23.730]  This year, many of us will have to make the tough decision on what to cut back on and what's essential as we prepare for an uncertain future.
[01:16:23.730 --> 01:16:28.273]  In these troubled times, one of the most important things your family can have is good health.
[01:16:28.273 --> 01:16:32.956]  Some of the contributors to poor health are parasites, viruses, toxins, and heavy metals.
[01:16:32.956 --> 01:16:34.357]  It's a documented fact.
[01:16:35.237 --> 01:16:42.001]  80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic infection.
[01:16:42.001 --> 01:16:54.086]  Now, you can fight internal parasites, heavy metals, and high cholesterol naturally and safely by mixing fossilized phytoplankton powder, also known as FPP, with your favorite beverage once a day.
[01:16:54.086 --> 01:16:57.768]  FPP is now available to you from FreshwaterOrganics.com.
[01:16:58.368 --> 01:17:01.490]  A two-month supply starts at just $17.
[01:17:01.490 --> 01:17:05.233]  FPP is so affordable you can't afford to do without.
[01:17:05.233 --> 01:17:08.535]  Visit FreshwaterOrganics.com or call them toll-free at 888-949-3570.
[01:17:08.535 --> 01:17:08.735]  That's 888-949-3570.
[01:17:16.781 --> 01:17:19.122]  Are you wondering about your retirement portfolio?
[01:17:19.122 --> 01:17:25.364]  Are you confident that the financial advisor is experienced enough to combat climbing interest rates, taxes, and inflation?
[01:17:25.364 --> 01:17:29.505]  Stop guessing and go to the expert, Robert Chapman of The International Forecaster.
[01:17:29.505 --> 01:17:36.327]  When you subscribe to The International Forecaster, you get Robert Chapman's 45 years of experience and concise investment recommendations.
[01:17:36.667 --> 01:17:42.572]  Who needs sugar-coated excuses when you can get the cold hard facts and proven investment leads you can't get anywhere else?
[01:17:42.572 --> 01:17:49.938]  For a free introductory copy to Robert Chapman's International Forecaster, subscribe now at TheInternationalForecaster.com or call 877-479-8178.
[01:17:53.479 --> 01:17:54.941]  Experience the difference.
[01:17:54.941 --> 01:18:00.187]  When you subscribe, you can email Robert Chapman directly to obtain investment advice tailored just for you.
[01:18:00.187 --> 01:18:01.409]  Don't wait another minute.
[01:18:01.409 --> 01:18:05.113]  Subscribe today at theinternationalforecaster.com or call 877-479-8178.
[01:18:05.113 --> 01:18:05.313]  That's 877-479-8178.
[01:18:15.505 --> 01:18:20.588]  Don't be a victim of sudden cardiac arrest due to inflammation of the arterial walls.
[01:18:20.588 --> 01:18:27.671]  Our hemp foods are anti-inflammatory and gluten-free and can greatly benefit the health of the human body.
[01:18:27.671 --> 01:18:36.036]  By calling 908-691-2608 or visiting hempusa.org, you can benefit from this wonderful natural food source.
[01:18:36.696 --> 01:18:44.621]  Our customers are also purchasing this natural food for long-term storage, camping, survival and emergency food rations.
[01:18:44.621 --> 01:18:50.845]  Call 908-691-2608 or visit hempusa.org today.
[01:18:50.845 --> 01:18:58.730]  Hempusa.org believes that now is the time to plan for the future and food will be your greatest asset.
[01:18:58.730 --> 01:19:05.514]  People spend money on all kinds of things, but our warning is prepare now for food shortages in the future.
[01:19:06.351 --> 01:19:08.412]  So don't delay, call today!
[01:19:08.412 --> 01:19:20.058]  908-691-2608 and see what our powder, seeds and oil can do for you!
[01:19:20.058 --> 01:19:23.340]  Times are tough right now and people are unsure about our future.
[01:19:23.340 --> 01:19:27.602]  The economy is hurting, even though there are powers that would make us believe differently.
[01:19:27.602 --> 01:19:30.703]  Banks are failing and the gold buyers are buying.
[01:19:30.703 --> 01:19:33.545]  Question, with all the chemicals being put into our air,
[01:19:34.329 --> 01:19:38.852]  How do you use gold when you're very sick or dead?
[01:19:38.852 --> 01:19:40.973]  Investing in precious metals is smart.
[01:19:40.973 --> 01:19:43.555]  Investing in your health could be smarter.
[01:19:43.555 --> 01:19:47.957]  Life Change Tea changes your life just by drinking our tea.
[01:19:47.957 --> 01:19:49.778]  Detox from deadly chemicals.
[01:19:49.778 --> 01:19:52.560]  Flush poisons that cause harm to your organs.
[01:19:52.560 --> 01:19:55.922]  And lose unwanted pounds that bog you down.
[01:19:55.922 --> 01:19:56.402]  Call us!
[01:19:56.402 --> 01:19:56.442]  928-308-9283.
[01:20:00.005 --> 01:20:01.026]  0408.
[01:20:01.026 --> 01:20:04.309]  Again, 928-308-0408.
[01:20:04.309 --> 01:20:07.952]  Or you can order online at GetTheTea.com.
[01:20:07.952 --> 01:20:10.614]  That's GetTheTea.com.
[01:20:10.614 --> 01:20:11.815]  Life change tea.
[01:20:11.815 --> 01:20:15.959]  We're changing lives.
[01:20:15.959 --> 01:20:19.642]  Are you tired of searching for great talk radio?
[01:20:19.642 --> 01:20:21.143]  Search no more.
[01:20:21.143 --> 01:20:24.126]  We are the GCN Radio Network.
[01:20:26.172 --> 01:20:34.175]  From the capital of Texas, broadcasting the truth coast to coast and worldwide, this is the Alex Jones Show.
[01:20:35.504 --> 01:20:37.845]  Final segment with our guest.
[01:20:37.845 --> 01:20:39.726]  Really appreciate Patrice O'Neill joining us.
[01:20:39.726 --> 01:20:41.206]  He's on with Jason Burmish.
[01:20:41.206 --> 01:20:41.587]  Uh, what?
[01:20:41.587 --> 01:20:43.267]  I think tomorrow night or is it the next night?
[01:20:43.267 --> 01:20:44.988]  Yeah, tomorrow night.
[01:20:44.988 --> 01:20:46.428]  Uh, The Info Warrior from 9 to Midnight.
[01:20:46.428 --> 01:20:47.589]  It'll be on for an hour then.
[01:20:47.589 --> 01:20:49.110]  And to hear more from him.
[01:20:49.110 --> 01:20:50.450]  And this is his awakening.
[01:20:50.450 --> 01:20:53.091]  He's got the courage, guts is enough, smart guy.
[01:20:53.091 --> 01:20:55.672]  He's looking at this and he's asking the same question I'm asking.
[01:20:55.672 --> 01:20:59.694]  How do you reach out to these white yuppies or, uh, you know, black folks, whoever?
[01:21:00.354 --> 01:21:02.375]  Because they're gonna think you're saying, no, I want McCain.
[01:21:02.375 --> 01:21:02.756]  No!
[01:21:02.756 --> 01:21:07.378]  We're saying, it's like a used car salesman trying to sell you two lemons.
[01:21:07.378 --> 01:21:08.699]  And one of them's got a better paint job.
[01:21:10.205 --> 01:21:13.526]  And all we're saying is, you don't want to buy any car off this lot.
[01:21:13.526 --> 01:21:15.346]  You want to get to the real issues.
[01:21:15.346 --> 01:21:20.687]  And black folks, I've always found, have been the biggest hardcore fans of this radio show, because they've been screwed a lot.
[01:21:20.687 --> 01:21:21.548]  They know about the man.
[01:21:21.548 --> 01:21:22.908]  They know about corruption.
[01:21:22.908 --> 01:21:27.109]  And now, a lot of black fans I have are saying, yeah, Alex, we know you're right.
[01:21:27.109 --> 01:21:28.349]  And he is lying about stuff.
[01:21:28.349 --> 01:21:29.729]  But still, he's not bad, Alex.
[01:21:29.729 --> 01:21:30.569]  He's not bad.
[01:21:30.569 --> 01:21:31.110]  Fine.
[01:21:31.110 --> 01:21:32.770]  Obama, let's just say, is a wonderful guy.
[01:21:32.770 --> 01:21:33.310]  Which he's not.
[01:21:33.310 --> 01:21:34.310]  He's very evil.
[01:21:34.310 --> 01:21:35.550]  I'll tell you right now, I've studied him.
[01:21:35.550 --> 01:21:36.971]  Very slick, very wicked.
[01:21:36.971 --> 01:21:37.911]  And he's betraying people.
[01:21:38.471 --> 01:21:39.972]  But how do we then reach out?
[01:21:39.972 --> 01:21:49.415]  But finish up the point because I think what I got from you earlier is you're saying you're just going to plant seeds with people and get them to start thinking so as they get betrayed more and more they wake up.
[01:21:49.415 --> 01:21:53.096]  Say that in your own words and finish up what you were saying about black folks understanding betrayal.
[01:21:54.054 --> 01:21:55.935]  Yeah, but that's the thing.
[01:21:55.935 --> 01:22:04.700]  Right now, can you imagine all this time where you feel like you're in some kind of fight and you've never had a representative for your fight?
[01:22:04.700 --> 01:22:05.940]  Now you have one.
[01:22:05.940 --> 01:22:11.783]  It was easy to say that the government was this and that when it wasn't your own anyway.
[01:22:11.783 --> 01:22:13.564]  We never felt a part of it.
[01:22:13.564 --> 01:22:20.488]  Now, for some way, you gotta understand, you know, you gotta have the understanding of the fact that if you don't know politics and you don't know
[01:22:21.028 --> 01:22:21.749]  Things like that.
[01:22:21.749 --> 01:22:25.152]  You may think that now it's the black president, now it's on.
[01:22:25.152 --> 01:22:27.053]  There's some white people who think that too.
[01:22:27.053 --> 01:22:40.165]  But ultimately, black people, the toughest thing in terms of being a black person is to actually have a different opinion than the predominant black community.
