[00:00.000 --> 00:27.900] ...
[00:57.900 --> 00:59.900]  You
[58:04.740 --> 58:08.740]  Now, I don't think that was realistic.
[58:08.740 --> 58:11.740]  In fact, it's such an Alice in Wonderland kind of thing to say
[58:11.740 --> 58:13.740]  that I don't really have a response to it.
[58:13.740 --> 58:16.740]  I am very upset that my civil rights were suspended
[58:16.740 --> 58:20.740]  by Mayor Paul Schell so that WTO delegates could convene in our city.
[58:20.740 --> 58:22.740]  My freedom of movement was restricted
[58:22.740 --> 58:25.740]  and I was subjected to harassment and arrest by the police.
[58:25.740 --> 58:29.740]  I was also subject to an excessive fine and 180 days in jail
[58:29.740 --> 58:33.740]  just for trying to protect myself from chemical poisoning by owning a gas mask.
[58:33.740 --> 58:36.740]  This private property was subject to confiscation by the police.
[58:36.740 --> 58:40.740]  A no-protest zone was created which made it impossible for citizens
[58:40.740 --> 58:42.740]  to peaceably assemble an exercise-free speech.
[58:42.740 --> 58:45.740]  I do not appreciate being gassed when I'm trying to get home from work
[58:45.740 --> 58:47.740]  or when I'm trying to shop downtown.
[58:47.740 --> 58:50.740]  I was nowhere near any of the demonstrations, both times I was tear-gassed.
[58:50.740 --> 58:53.740]  I suffered headaches and sinus pain for days afterwards
[58:53.740 --> 58:55.740]  and I was forced to seek a physician's care.
[58:55.740 --> 58:58.740]  I also witnessed clouds of tear gas wafting out over the reservoir
[58:58.740 --> 59:01.740]  on Capitol Hill where our drinking water comes from.
[59:01.740 --> 59:05.740]  I would like the city council to look into the effects of chemical poisoning of our water.
[59:05.740 --> 59:10.740]  Just because a small group of vandals caused property damage downtown on one night,
[59:10.740 --> 59:14.740]  it does not give the city government or Governor Locke the right to deny
[59:14.740 --> 59:18.740]  my personal liberties and to gas law-abiding citizens.
[59:18.740 --> 59:21.740]  Every time there is a Super Bowl victory party, a world soccer championship,
[59:21.740 --> 59:25.740]  or Halloween in Detroit, much more property damage results.
[59:25.740 --> 59:27.740]  This has nothing to do with politics.
[59:27.740 --> 59:31.740]  Nonviolent civil disobedience is a very American tradition.
[59:31.740 --> 59:35.740]  Martin Luther King Jr., Henry David Thoreau, Harriet Tubman, Rosa Parks,
[59:35.740 --> 59:38.740]  without public protest, we would still have slavery
[59:38.740 --> 59:41.740]  and even white women would not have the right to vote.
[59:41.740 --> 59:45.740]  I would want the city council to look into the federal government's role in these events as well.
[59:45.740 --> 59:49.740]  These protests were held at a FEMA installation at Sandpoint
[59:49.740 --> 59:52.740]  and I'd like to know what happened to the foreign nationals who were arrested
[59:52.740 --> 59:55.740]  and are they in trouble with the INS? Thank you.
[59:55.740 --> 59:58.740]  There were people who were willing to get arrested
[59:58.740 --> 01:00:01.740]  because they knew what they were intending to do might be illegal.
[01:00:01.740 --> 01:00:03.740]  They might intend to block an area.
[01:00:03.740 --> 01:00:09.740]  But instead of arresting those people, an entire community was assaulted.
[01:00:09.740 --> 01:00:13.740]  We did chemical substance abuse.
[01:00:13.740 --> 01:00:17.740]  Those here claim riot police attacked people on the street indiscriminately.
[01:00:17.740 --> 01:00:21.740]  Whether they were a protestor or a resident living nearby, it didn't matter.
[01:00:21.740 --> 01:00:31.740]  Riot police attacked people on the street indiscriminately.
[01:00:31.740 --> 01:00:36.740]  The medical bills are going to be enormous for me.
[01:00:36.740 --> 01:00:39.740]  I attempted to get help.
[01:00:39.740 --> 01:00:42.740]  The gentleman who said that there were people guarding the windows.
[01:00:42.740 --> 01:00:45.740]  There were workings for demonstrators guarding the windows.
[01:00:45.740 --> 01:00:48.740]  There were also those of us who broke off from them.
[01:00:48.740 --> 01:00:50.740]  Attempted to get a police officer.
[01:00:50.740 --> 01:00:52.740]  Mind you, the police officers.
[01:00:52.740 --> 01:00:56.740]  So let me begin with a pop quiz for you.
[01:00:56.740 --> 01:01:02.740]  How many of you can name five of the Democratic presidential candidates?
[01:01:02.740 --> 01:01:05.740]  There's one for me, don't we?
[01:01:05.740 --> 01:01:07.740]  How many can you name?
[01:01:07.740 --> 01:01:09.740]  Nine.
[01:01:09.740 --> 01:01:11.740]  Nine?
[01:01:11.740 --> 01:01:15.740]  Well, that's pretty good.
[01:01:15.740 --> 01:01:21.740]  How many of you know who is second in the number of contributors in the Democratic Party
[01:01:21.740 --> 01:01:27.740]  as the second most contributors for their campaign?
[01:01:27.740 --> 01:01:32.740]  Would you be surprised if I told you it's Lyndon LaRouche?
[01:01:32.740 --> 01:01:37.740]  The FEC, the Federal Election Commission, just released their reports today.
[01:01:37.740 --> 01:01:45.740]  And the person with the second largest number of contributors is the one person who's never in the media.
[01:01:45.740 --> 01:01:47.740]  And that's Lyndon LaRouche.
[01:01:47.740 --> 01:01:50.740]  LaRouche is fifth in total money raised.
[01:01:50.740 --> 01:01:53.740]  Now, that should tell you something.
[01:01:53.740 --> 01:02:03.740]  And why is the media not...
