[00:00.000 --> 00:02.000]  now
[02:17:13.640 --> 02:17:16.640]  and only available at TheUltimateKnife.com.
[02:17:16.640 --> 02:17:19.640]  Use promo code radio at checkout for free shipping.
[02:17:19.640 --> 02:17:24.640]  Get TheUltimateKnife at TheUltimatePrice at TheUltimateKnife.com.
[02:17:49.640 --> 02:17:54.640]  Fire your fly swatter. Get your bug assault today.
[02:18:20.640 --> 02:18:22.640]  You are the info ward.
[02:18:22.640 --> 02:18:26.640]  And now because of their intensifying censorship, it's more important than ever
[02:18:26.640 --> 02:18:31.640]  that everyone go to infowars.com forward slash newsletter and sign up via email
[02:18:31.640 --> 02:18:35.640]  so there's no way the censors can get between us with critical videos, articles,
[02:18:35.640 --> 02:18:38.640]  breaking news, intel, you name it.
[02:18:38.640 --> 02:18:42.640]  And so now I ask you more than ever to share the infowars.com articles,
[02:18:42.640 --> 02:18:45.640]  to share the videos, to tell people about the local stations you're listening to.
[02:18:45.640 --> 02:18:50.640]  But the bare minimum you can do is sign up for the free newsletter at infowars.com
[02:18:50.640 --> 02:18:52.640]  forward slash newsletter.
[02:18:52.640 --> 02:19:18.640]  We are the Renaissance, and we are winning.
[02:19:23.640 --> 02:19:26.640]  This new product is going to end up being the number one best selling product
[02:19:26.640 --> 02:19:29.640]  at infowarslife.com because it works so well.
[02:19:29.640 --> 02:19:31.640]  This is a gift you want to give yourself.
[02:19:31.640 --> 02:19:36.640]  And then rest assured you're finding the info war so it's a total absolute sure win,
[02:19:36.640 --> 02:19:37.640]  no lose equation.
[02:19:37.640 --> 02:19:42.640]  Try alpha power exclusively available at infowarslife.com for yourself.
[02:19:42.640 --> 02:19:44.640]  Ladies and gentlemen, it's non-GMO.
[02:19:44.640 --> 02:19:45.640]  It's for your brain.
[02:19:45.640 --> 02:19:46.640]  It's for sports.
[02:19:46.640 --> 02:19:47.640]  It's for activities.
[02:19:47.640 --> 02:19:48.640]  And it's made in the USA.
[02:19:48.640 --> 02:19:51.640]  Get your alpha power today at infowarslife.com.
[02:19:51.640 --> 02:19:55.640]  Everybody needs to try alpha power today.
[02:20:21.640 --> 02:20:49.640]  Well, there's a good chance there's going to be a violent civil war in this country.
[02:20:49.640 --> 02:20:59.640]  And crushing the minions of the globalists is the least of our problems.
[02:20:59.640 --> 02:21:05.640]  It's really sad that they have raised the bosom of freedom and liberty in this country,
[02:21:05.640 --> 02:21:18.640]  a bunch of authoritarians who believe that they are the instruments of cultural fairness.
[02:21:18.640 --> 02:21:24.640]  When they are the most dishonest, lying, stupid people the world's ever seen.
[02:21:24.640 --> 02:21:29.640]  Oh yeah, the left wants to abort every baby they can.
[02:21:29.640 --> 02:21:32.640]  Hate families, hate God, hate Christians.
[02:21:32.640 --> 02:21:34.640]  Tell you they want to get rid of the nuclear family.
[02:21:34.640 --> 02:21:36.640]  Tell you nobody wants these kids.
[02:21:36.640 --> 02:21:43.640]  Well, when it comes to deporting people who they've invited to come, so it's 300% higher
[02:21:43.640 --> 02:21:49.640]  than when Obama was in, because the UN has literally staged this operation.
[02:21:49.640 --> 02:21:52.640]  And now we're going to have to have military bases keeping these people,
[02:21:52.640 --> 02:21:56.640]  because if you actually totally open the borders, you'll have 300 million people,
[02:21:56.640 --> 02:21:59.640]  you'll have 300 million come in, literally.
[02:21:59.640 --> 02:22:04.640]  That's why Macron, this is the globalist invasion plan, said we want 200 million
[02:22:04.640 --> 02:22:07.640]  in the next 10 years into Europe.
[02:22:07.640 --> 02:22:10.640]  10 million in the last five has wrecked it.
[02:22:10.640 --> 02:22:13.640]  The terrorism's down 80-something percent, you name it.
[02:22:13.640 --> 02:22:19.640]  They don't care because it's part of a military conquering operation.
[02:22:19.640 --> 02:22:22.640]  And when I say that, I'm not just saying it.
[02:22:22.640 --> 02:22:26.640]  They admit it, do you understand?
[02:22:26.640 --> 02:22:32.640]  This is the real deal.
[02:22:32.640 --> 02:22:34.640]  And it's just crazy.
[02:22:34.640 --> 02:22:37.640]  The third world is collapsing.
[02:22:37.640 --> 02:22:40.640]  The population of the third world is massively ballooning.
[02:22:40.640 --> 02:22:49.640]  Africa's population is set to double in the next 20 years.
[02:22:49.640 --> 02:22:53.640]  And then the left has set it up where it'll just collapse the infrastructure in the west
[02:22:53.640 --> 02:22:56.640]  and not even help the people that come in.
[02:22:56.640 --> 02:23:00.640]  It is an anti-human plan to collapse civilization,
[02:23:00.640 --> 02:23:03.640]  and then the globalists are going to come in with a global police state and mop it up
[02:23:03.640 --> 02:23:07.640]  with bioweapons, you name it, in their own admissions.
[02:23:07.640 --> 02:23:10.640]  That's what's so diabolical about all this.
[02:23:10.640 --> 02:23:16.640]  And they'll have the remnants of the western world all kind of quietly knowing what's going on
[02:23:16.640 --> 02:23:25.640]  while billions die and saying, well, thank God the earth had reached its carrying capacity.
[02:23:25.640 --> 02:23:28.640]  So I guess Mother Nature took action.
[02:23:28.640 --> 02:23:32.640]  No, that's not what's about to happen.
[02:23:32.640 --> 02:23:47.640]  And that's why it's frustrating to see just how wicked and just how evil the globalist minions are themselves.
[02:23:47.640 --> 02:23:51.640]  So we can sit here and eat around the edges of this all day.
[02:23:51.640 --> 02:23:55.640]  We can talk about, hey, they lied, that little kid, the poster girl was with her mom.
[02:23:55.640 --> 02:23:58.640]  Hey, 83% of the people are unaccompanied.
[02:23:58.640 --> 02:24:03.640]  But for those that really are with parents and they got IDs, we can prove it, or the kid looks like them
[02:24:03.640 --> 02:24:09.640]  and we put them in a family center.
[02:24:09.640 --> 02:24:14.640]  But when you got some 18-year-old guy going, that's my mommy, that's my daddy, you'll let me in.
[02:24:14.640 --> 02:24:16.640]  I'm an asylum seeker, I'm a child.
[02:24:16.640 --> 02:24:18.640]  They go, no, you're not.
[02:24:18.640 --> 02:24:19.640]  We're deporting you.
[02:24:19.640 --> 02:24:22.640]  The media goes, oh, you've got a child in a detention center.
[02:24:22.640 --> 02:24:29.640]  Just like in Europe, you'll read the Sweden or Germany, where they've got 25-year-old men with beards
[02:24:29.640 --> 02:24:36.640]  who fought for al-Qaeda and ISIS going to middle schools, not even high schools.
[02:24:36.640 --> 02:24:44.640]  And then on German TV, it shows the 25-year-old guy, in that case, 24, with his 14-year-old bride
[02:24:44.640 --> 02:24:57.640]  in after-school TV telling the young German girls, get your adult man.
[02:24:57.640 --> 02:24:59.640]  I mean, I've played the newscast here.
[02:24:59.640 --> 02:25:02.640]  I mean, I've shown you this.
[02:25:02.640 --> 02:25:09.640]  I've got newscasts of them taking microchips for bus fare and train fare.
[02:25:09.640 --> 02:25:12.640]  You take the chip, it's free.
[02:25:12.640 --> 02:25:14.640]  God, I heard of that before in a thing called the Bible.
[02:25:14.640 --> 02:25:17.640]  You take your chip and you get discounts, or it's free.
[02:25:17.640 --> 02:25:20.640]  There's a pretty Swedish girl telling you.
[02:25:20.640 --> 02:25:21.640]  And another pretty Swedish girl.
[02:25:21.640 --> 02:25:25.640]  It's just pretty Swedish blonde, ever pretty Swedish blonde.
[02:25:25.640 --> 02:25:29.640]  And it's so high-tech and you come right into their center, you just get it right in your hand.
[02:25:29.640 --> 02:25:31.640]  Oh, it's so much fun.
[02:25:31.640 --> 02:25:34.640]  Is there nothing the Swedes won't put up with?
[02:25:34.640 --> 02:25:36.640]  That's why Stockholm syndrome comes from that.
[02:25:36.640 --> 02:25:38.640]  That's what I mean.
[02:25:38.640 --> 02:25:39.640]  We're here.
[02:25:39.640 --> 02:25:44.640]  You have all these dirty, corrupt, high-level CIA people.
[02:25:44.640 --> 02:25:51.640]  And I'm not defending the FBI, but almost all the guys at the FBI that are actually deep-state are really CIA.
[02:25:51.640 --> 02:25:54.640]  Phil Mudd and all these guys.
[02:25:54.640 --> 02:25:56.640]  Because they're an intelligence operation.
[02:25:56.640 --> 02:25:59.640]  They're taking over the FBI under Clinton.
[02:25:59.640 --> 02:26:01.640]  That's when it started.
[02:26:01.640 --> 02:26:04.640]  And they're saying, we're going to overthrow the president, get ready.
[02:26:04.640 --> 02:26:05.640]  It's all going to happen.
[02:26:05.640 --> 02:26:06.640]  He's a traitor.
[02:26:06.640 --> 02:26:07.640]  He's a Nazi.
[02:26:07.640 --> 02:26:08.640]  His constituents are Nazis.
[02:26:08.640 --> 02:26:10.640]  Attack them in the streets.
[02:26:10.640 --> 02:26:14.640]  They're actually trying to get everyone ready for a real civil war.
[02:26:14.640 --> 02:26:20.640]  And right on time, the Washington Post, USA Today, the New York Times, Shesh, we're in a civil war.
[02:26:20.640 --> 02:26:26.640]  And so they're beta testing to see if they can get away with it.
[02:26:26.640 --> 02:26:31.640]  And the president must brand it for what it is.
[02:26:31.640 --> 02:26:39.640]  Powerful global banks, the chai comms and others with media, targeting their constituents that are mainly academics,
[02:26:39.640 --> 02:26:42.640]  people that think they're part of the ruling class, and then people on welfare under them.
[02:26:42.640 --> 02:26:47.640]  They're dependent class, but they milk.
[02:26:47.640 --> 02:26:58.640]  And they are confirmed in their plans to start physical attacks.
[02:26:58.640 --> 02:27:01.640]  And everything they do is by deception.
[02:27:01.640 --> 02:27:09.640]  So you know false flags are going to follow where they will attack their own installations to blame it on us.
[02:27:09.640 --> 02:27:12.640]  And it is about to get hysterical.
[02:27:12.640 --> 02:27:17.640]  And it's about to be their main push because they have been trying to get Trump out for a year and a half.
[02:27:17.640 --> 02:27:22.640]  And now with all the peace deals and all the economy coming back and everything turning around,
[02:27:22.640 --> 02:27:31.640]  they are panicking and they now know they've got to accelerate their timetable because what they thought to get rid of Trump hasn't materialized yet.
[02:27:31.640 --> 02:27:36.640]  And so now Bill Maher said a few weeks ago he wants a depression to kick Trump out.
[02:27:36.640 --> 02:27:38.640]  He wants an economic collapse is the quote.
[02:27:38.640 --> 02:27:44.640]  Now he just said F you Alex Jones and I hope you die Mike Cernovich and then everybody laughs.
[02:27:44.640 --> 02:27:46.640]  You're like, where's the joke?
[02:27:46.640 --> 02:27:54.640]  No, he just says how dare you Mike Cernovich say that people commit more suicide during economic collapses.
[02:27:54.640 --> 02:27:57.640]  Well, I just hope you commit suicide.
[02:27:57.640 --> 02:28:04.640]  Then I want to say Bill Maher with $100 billion according to his own press releases crashed the US economy to stop Trump.
[02:28:04.640 --> 02:28:05.640]  That's quote by the way.
[02:28:05.640 --> 02:28:08.640]  And he said, Jones, you're you're you're a liar.
[02:28:08.640 --> 02:28:09.640]  That's not true.
[02:28:09.640 --> 02:28:15.640]  I have the clip, but he has such disdain that he thinks his audience two weeks ago doesn't remember what he did.
[02:28:15.640 --> 02:28:16.640]  I mean, that's what I mean.
[02:28:16.640 --> 02:28:21.640]  It's like it's all lies.
[02:28:21.640 --> 02:28:25.640]  It's all total, complete conscious lies.
[02:28:25.640 --> 02:28:29.640]  I want to get your take on how we counter this and what we do because I know we're going to win.
[02:28:29.640 --> 02:28:31.640]  I just don't want to be really, really messy.
[02:28:31.640 --> 02:28:32.640]  But I mean, how do we deal with this?
[02:28:32.640 --> 02:28:34.640]  Where do you think they're going next?
[02:28:34.640 --> 02:28:41.640]  877-789 Alex 877-789-2539 877-789-2539.
[02:28:41.640 --> 02:28:47.640]  I mean, my mind is really pregnant and thought about the next big battle plan, which I'm going to be announcing soon.
[02:28:47.640 --> 02:29:12.640]  But I just I'm in a moment of peak frustration right now.
[02:29:12.640 --> 02:29:24.640]  It's a no brainer.
[02:29:24.640 --> 02:29:27.640]  A big Berkey water filter is the one you need, period.
[02:29:27.640 --> 02:29:32.640]  You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA and other endocrine disruptors,
[02:29:32.640 --> 02:29:35.640]  pesticides, bacteria, viruses and much more, right?
[02:29:35.640 --> 02:29:37.640]  And does it all at only two cents per gallon.
[02:29:37.640 --> 02:29:41.640]  Get the original most trusted name in gravity water filtration, Big Berkey.
[02:29:41.640 --> 02:29:46.640]  And now GCN listeners receive 5% off ceramic filter systems using code GCN.
[02:29:46.640 --> 02:29:50.640]  Call or click 1-877-99 Berkey or bigberkeywaterfilters.com.
[02:29:50.640 --> 02:29:55.640]  That's 1-877-99-B-E-R-K-E-Y.
[02:29:55.640 --> 02:29:59.640]  Guaranteeing your food independence is a crucial part of prepping.
[02:29:59.640 --> 02:30:07.640]  Between debt crisis, natural disasters or even simple power outages, having a supply of storable meals is crucial.
[02:30:07.640 --> 02:30:14.640]  With InfoWars life-selects storable food, you can make sure you and your family are ready for any emergency.
[02:30:14.640 --> 02:30:24.640]  With drinks, snacks and meals in amounts ranging from 72 hours to a full year, there's no better place to look for healthy, easy and incredible meals.
[02:30:24.640 --> 02:30:31.640]  Including meals such as traveler's stew, homestyle potato soup and a variety of other meals for breakfast, lunch and dinner.
[02:30:31.640 --> 02:30:36.640]  InfoWars life-selects storable food will help you eat comfortably in a time of need.
[02:30:36.640 --> 02:30:38.640]  They even work great for camping.
[02:30:38.640 --> 02:30:45.640]  Simply pack a 72 hour kit to go and you have easy to cook and transport food for you and your loved ones trip.
[02:30:45.640 --> 02:30:47.640]  Don't be caught surprised by an emergency.
[02:30:47.640 --> 02:31:07.640]  Make sure you're stocked up today with all the food you need for an affordable price with InfoWars life-selects storable foods.
[02:31:18.640 --> 02:31:23.640]  It's completely free of toxins and allergens. Simply put, if you want the best at an extremely low price, this is it.
[02:31:23.640 --> 02:31:27.640]  Winner's Sun is the result of our pursuit of the best source of Vitamin D3.
[02:31:27.640 --> 02:31:36.640]  The research and development took over two years, but the result, as verified by independent laboratories, is the best vegan Vitamin D3 product in the world.
[02:31:36.640 --> 02:31:47.640]  Read the facts at infowarslife.com about Winner's Sun Vitamin D3. Not only does Vitamin D3 promote a healthy mood, but Vitamin D supports our memory and brain function.
[02:31:47.640 --> 02:31:49.640]  Something the globalists are targeting.
[02:31:49.640 --> 02:31:55.640]  Visit infowars.com today or call 888-253-3139.
[02:31:55.640 --> 02:32:00.640]  The Real Red Pill Plus
[02:32:00.640 --> 02:32:06.640]  The Real Red Pill Plus, ladies and gentlemen, our team is constantly on the lookout for newer and better ways to improve our products.
[02:32:06.640 --> 02:32:13.640]  That's why we're bringing you a brand new version of one of the newest fan-favorite products, the Real Red Pill Plus.
[02:32:13.640 --> 02:32:18.640]  The Real Red Pill Plus is an all-new version of the Powerhouse pregnant-owned product.
[02:32:18.640 --> 02:32:26.640]  The Real Red Pill Plus is the same great formula that supports your heart, brain, and healthy aging process with an all-new natural caffeine boost included.
[02:32:26.640 --> 02:32:32.640]  A powerful, pregnant-owned base, the Real Red Pill, has become one of our fellow InfoWars' favorite products.
[02:32:32.640 --> 02:32:43.640]  Now, with an extra proprietary energy blend inside, including green tea extract, your Ramate leaf extract, and more, you can get that extra pick-me-up while supporting your mind and body in a healthy way.
[02:32:43.640 --> 02:32:51.640]  It's got all the great stuff that Real Red Pill has, but it's also got the boost added. Get the Real Red Pill Plus at infowarsstore.com.
[02:33:13.640 --> 02:33:38.640]  In 1946, the Rockefeller family donated the money to found the United Nations in Presidio Military Base, Naval Base in San Francisco.
[02:33:38.640 --> 02:33:49.640]  It was then officially moved a few years later when they built the UN Center there in New York City, there in Manhattan.
[02:33:49.640 --> 02:34:03.640]  And their stated goal was to get control of third-world populations, exploit them to vertically integrate Western cultures, to make Western cultures poor, to keep third-world populations poor,
[02:34:03.640 --> 02:34:21.640]  but then, at a future date, form a world government and use third-world populations that they would have policies to balloon their populations at first as a political weapon to then come in and take over the first world in all competition to vertical integration.
[02:34:21.640 --> 02:34:45.640]  Use the global crisis that came out of that as the pretext to then bring in a world-fascist order and forced depopulation, planetary one-child population, and a planetary microchip population based on the IBM Hollerith machine system, but with a chip instead of a tattoo.
[02:34:45.640 --> 02:34:57.640]  By the 60s, they wrote books admitting the plan that we've reviewed and covered here, and now we're here. And nation states are trying to say no.
[02:34:57.640 --> 02:35:18.640]  And so the controlled corporate media in Hollywood is doing nothing but race war and division and America hating every Netflix, every movie, every show. And it's killing Hollywood, and it's killing the NFL, and it's killing TV ratings because you can't watch anything without a bunch of unwholesome, hateful messages.
[02:35:18.640 --> 02:35:30.640]  You're like, why would they hurt themselves? Why would the NFL lose 45% of its viewers the last two years? Because they were all just entertainment owned by the big banks who have unlimited money.
[02:35:30.640 --> 02:35:41.640]  They don't care if it hurts their ratings as long as they get full control. So now globally, they're making their move to censor the web. They're making their move to massively finance anti-populous candidates.
[02:35:41.640 --> 02:35:54.640]  They're making their move to cause cultural division, civil war. And now we've gone, vindicated again, from info wars being the only place saying Democrats are going to plan a civil war to overturn Trump and civil emergency.
[02:35:54.640 --> 02:36:08.640]  I've been saying that since he was president-elect. Now it's in the New York Times, USA today, it's everywhere today. With Maxine Waters saying go to their houses, go to their car, go to the gas stations, go to the restaurants, throw them out.
[02:36:08.640 --> 02:36:27.640]  And these bullies, it starts with throwing Milo out of a restaurant or calling him a Nazi, calling me a Nazi, throwing coffee on me. Credit card companies saying, oh, we're not going to work with you.
[02:36:27.640 --> 02:36:38.640]  We're not going to work with gun companies, running to the going bankrupt, being sued by the very same people, same law firms suing me and Connecticut. I mean, these people mean business.
[02:36:38.640 --> 02:36:53.640]  And so we have to understand, capitulating to them doesn't get us out of this. They're accelerating their timetable of total control because they know we're beginning to win.
[02:36:53.640 --> 02:36:58.640]  So if you give in to them and if you're bullied by them, they will succeed.
[02:36:58.640 --> 02:37:04.640]  But if you stand up and say no and let them know you're never backing down, you're never giving in, you will succeed.
[02:37:04.640 --> 02:37:18.640]  But you've got to now search engines in any restaurant you eat at, any hotel you stay at, and find out if they're even any level connected with the establishment or the left, you cannot support them.
[02:37:18.640 --> 02:37:31.640]  You can't send your children to establishment colleges. You can't buy food at the establishment grocery store. You can't buy a car from somebody because, you know, as libertarians as patriots where we just come in and are nice and, you know, whatever, okay, you're left.
[02:37:31.640 --> 02:37:45.640]  No, we have to cut them off. Their blue states are already collapsing. They're collapsing worldwide. They need to bully us. They realize because we're their food.
[02:37:45.640 --> 02:37:52.640]  Quite literally, if there was a societal collapse, the left would try to organize us into pens and eat us.
[02:37:52.640 --> 02:37:59.640]  They're pro-abortion, anti-human dogs. And that's mean to dogs, excuse me.
[02:37:59.640 --> 02:38:06.640]  And you've got to understand, they're the bad guys. And they mean business.
[02:38:06.640 --> 02:38:15.640]  Everything they touch, every city, every state turns to hell. Every country turns to hell. And they know it. They've all got Swiss bank accounts.
[02:38:15.640 --> 02:38:23.640]  They're not. They know what they're part of. Why would Jerry Brown legalize giving blood if you have HIV?
[02:38:23.640 --> 02:38:32.640]  Why would they try to block people who are terminally ill from getting experimental medicine but they want you to pay for assisted suicide with people that aren't even sick?
[02:38:32.640 --> 02:38:43.640]  Because they're sick in the head. Think like the devil and then you'll think like them. Think about how you could hurt people the most and make them poor and try to kill them.
[02:38:43.640 --> 02:38:52.640]  But first suck their soul and then you'll get Brown and Clinton and all these people. They are evil.
[02:38:52.640 --> 02:38:57.640]  And I only the last few years realized that I thought the very top was super evil.
[02:38:57.640 --> 02:39:10.640]  No, they've now got it down to lower level people, have been given over to great delusion. They're like zombies now and they'll do anything because they have nothing inside them.
[02:39:10.640 --> 02:39:22.640]  And so they just want to grasp and get more and more and they want to run this, they want to run that and they see how Christians and conservatives and patriots have the light of God in our hearts and they can't stand it.
[02:39:22.640 --> 02:39:30.640]  It's metaphysical. Why in the allegory of the zombie does it always want what? Brains. Because it doesn't have brains.
[02:39:30.640 --> 02:39:39.640]  And no matter how many brains it eats, it's still spiritually dead.
[02:39:39.640 --> 02:39:46.640]  And when you look at people and they look so empty now and then you see somebody that looks awake or alive like, well, that's a person.
[02:39:46.640 --> 02:39:56.640]  You see other people are like just kind of because they're in a haze. They're almost dead now. A lot of their souls are already gone.
[02:39:56.640 --> 02:40:06.640]  And they just want to hurt you as many babies as they can. Doesn't matter. They're not going to stop.
[02:40:06.640 --> 02:40:14.640]  And so that's really the fight we've got up in front of us is the realization that the left didn't want to really get rid of poverty.
[02:40:14.640 --> 02:40:19.640]  They didn't really want to get rid of racism. They didn't really want to go to the stars. No, no.
[02:40:19.640 --> 02:40:26.640]  Like Bill Mar says, I want more abortion. I want more suicide. I want Mike Cernovich to kill himself.
[02:40:26.640 --> 02:40:35.640]  They made a joke later and it didn't even make any sense. He goes, I want to put you in an oven, Mike Cernovich.
[02:40:35.640 --> 02:40:40.640]  And it's like you can do a whole college course just on that eight minute rant. They write up a teleprompter because he shows.
[02:40:40.640 --> 02:40:48.640]  He goes, and I don't even know who you are, Mike Cernovich. See?
[02:40:48.640 --> 02:40:53.640]  Because somebody else wrote that for you, didn't they? They want to put the enemies up there and say, don't listen to what he says.
[02:40:53.640 --> 02:41:00.640]  It's a fact you said you want economic collapse. It's a fact that suicides double under those.
[02:41:00.640 --> 02:41:06.640]  And it's a fact that you love suicide and you love death, but you love little children so much.
[02:41:06.640 --> 02:41:14.640]  And you hope we kill ourselves in the same breath.
[02:41:14.640 --> 02:41:22.640]  And then you turn around, though, and say, I'm fake news when I was quoting what you said two weeks before.
[02:41:22.640 --> 02:41:27.640]  Yeah, yeah, let's back that up on the part with me because it's incredible.
[02:41:27.640 --> 02:41:32.640]  You could teach a college course on the inversion of reality on purpose.
[02:41:32.640 --> 02:41:36.640]  He explains why he wants to crash the economy to stop Trump.
[02:41:36.640 --> 02:41:40.640]  Then he shows me saying Bill Maher wants to crash it and he says I'm wrong.
[02:41:40.640 --> 02:41:44.640]  And when he says that I'm wrong about it, it's $100 million.
[02:41:44.640 --> 02:41:51.640]  But the same piece he brags that he makes $10 million a year and then he gave $1 million to Obama.
[02:41:51.640 --> 02:41:56.640]  Well, I mean, you've been doing the HBO show for almost 10 years.
[02:41:56.640 --> 02:42:00.640]  You get $10 million a year on that. You poorly make $5 million a year on your comedy.
[02:42:00.640 --> 02:42:05.640]  You had all the other TV shows. You've made $100 million just with your HBO deal.
[02:42:05.640 --> 02:42:09.640]  The point is you're saying I'm a fraud when you're the fraud. Here he is.
[02:42:09.640 --> 02:42:16.640]  Alex Jones tweeted Bill Maher is worth $100 million, but he says we should crash the U.S. economy to stop Trump.
[02:42:16.640 --> 02:42:20.640]  And when is he ever strayed from the facts?
[02:42:20.640 --> 02:42:24.640]  And then everyone on the right said I had $100 million.
[02:42:24.640 --> 02:42:30.640]  And all I have to say about that is I do.
[02:42:30.640 --> 02:42:32.640]  Are you sure his help made it on that contract?
[02:42:32.640 --> 02:42:34.640]  Trust me, I'm out of here.
[02:42:34.640 --> 02:42:39.640]  Oh, yeah, you're out of here.
[02:42:39.640 --> 02:42:45.640]  No, I wouldn't leave you.
[02:42:45.640 --> 02:42:46.640]  Just all lies.
[02:42:46.640 --> 02:42:48.640]  Sarah Palin tweeted to her follower.
[02:42:48.640 --> 02:42:51.640]  And then he comes back to stern of it. She says, I hope you do kill yourself.
[02:42:51.640 --> 02:42:54.640]  He goes, but no, no, don't get some help.
[02:42:54.640 --> 02:43:01.640]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing
[02:43:01.640 --> 02:43:05.640]  to find the very best systems that God gave us through Mother Nature to detoxify the body.
[02:43:05.640 --> 02:43:07.640]  That's why I'm introducing Z Shield.
[02:43:07.640 --> 02:43:10.640]  Toxic, metal, and chemical defense support.
[02:43:10.640 --> 02:43:11.640]  It's made in the USA.
[02:43:11.640 --> 02:43:17.640]  It's filled with known compounds from nature that are absolutely associated with detoxifying the body
[02:43:17.640 --> 02:43:21.640]  and it supports the info war. It is a classical 360 win.
[02:43:21.640 --> 02:43:24.640]  This is the formula that I personally have been taking for over a year.
[02:43:24.640 --> 02:43:30.640]  And now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[02:43:30.640 --> 02:43:35.640]  You owe it to yourself, you owe it to your family, and you owe it to the future of this country in the world
[02:43:35.640 --> 02:43:40.640]  that patriots stay as healthy and as clean and as focused as you can be
[02:43:40.640 --> 02:43:45.640]  because we need you, the remnant of America, to reignite those brush fires the next level
[02:43:45.640 --> 02:43:47.640]  and to be healthy and as focused as you can be.
[02:43:47.640 --> 02:43:50.640]  Thanks to your support and your prayers together, we're changing the world.
[02:43:50.640 --> 02:43:54.640]  Now it's time to change our bodies with Z Shield and infowarslife.com
[02:43:54.640 --> 02:43:58.640]  Living in volcano may sound more dramatic than it really is.
[02:43:58.640 --> 02:44:01.640]  The real drama can be found here in Leilani Estates.
[02:44:01.640 --> 02:44:04.640]  But a lot of us on the big island rely on rain water
[02:44:04.640 --> 02:44:07.640]  and we need to be concerned about ash and acid rain.
[02:44:07.640 --> 02:44:11.640]  Volcanic ash may contain heavy metal particles
[02:44:11.640 --> 02:44:15.640]  and acid rain could lower the pH of the water to unhealthy levels.
[02:44:15.640 --> 02:44:21.640]  To find out, we employed a series of tests for heavy metals, alkalinity and pH.
[02:44:21.640 --> 02:44:27.640]  What we learned was that there was in fact unhealthy levels of heavy metals and acidity in the rain water.
[02:44:27.640 --> 02:44:31.640]  Next, we tested the water from our Alexa pure gravity filter
[02:44:31.640 --> 02:44:35.640]  and not only were the heavy metal levels within safe measure,
[02:44:35.640 --> 02:44:38.640]  but the pH was also restored to optimal levels.
[02:44:38.640 --> 02:44:43.640]  As it turns out, the filter on the Alexa pure raises the pH of the water.
[02:44:43.640 --> 02:44:49.640]  So what we've learned is that volcanic ash and acid rain can contaminate a rain water supply.
[02:44:49.640 --> 02:45:12.640]  But more importantly, a good water filtration system will purify it.
[02:45:20.640 --> 02:45:22.640]  Deep earth iodine crystals.
[02:45:22.640 --> 02:45:26.640]  This essential mineral is necessary in order to produce thyroid hormones
[02:45:26.640 --> 02:45:30.640]  which influence every cell, tissue and organ in the body.
[02:45:30.640 --> 02:45:33.640]  With inadequate thyroid hormones, you may experience slow metabolism,
[02:45:33.640 --> 02:45:37.640]  lethargy, weight gain and overall brain fog.
[02:45:37.640 --> 02:45:43.640]  Survival Shield X2 and Biotrue Selenium work together to support the systems in your body.
[02:45:43.640 --> 02:45:47.640]  Take control of your chemistry today with this super combo.
[02:45:47.640 --> 02:45:55.640]  Discover the power of Survival Shield X2 and Biotrue Selenium at infowarslife.com.
[02:46:18.640 --> 02:46:20.640]  Supporting us, praying for us and spreading the word.
[02:46:20.640 --> 02:46:21.640]  You are the InfoWars.
[02:46:21.640 --> 02:46:25.640]  And now because of their intensifying censorship, it's more important than ever
[02:46:25.640 --> 02:46:30.640]  that everyone go to infowars.com forward slash newsletter and sign up via email
[02:46:30.640 --> 02:46:37.640]  so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[02:46:37.640 --> 02:46:42.640]  And so now I ask you more than ever to share the infowars.com articles, to share the videos,
[02:46:42.640 --> 02:46:45.640]  to tell people about the local stations you're listening to.
[02:46:45.640 --> 02:46:52.640]  So bare minimum you can do is sign up for the free newsletter at infowars.com forward slash newsletter.
[02:46:52.640 --> 02:47:16.640]  We are the Renaissance and we are winning.
[02:47:16.640 --> 02:47:24.640]  I hear people talking bad about the way we have to live here in this country.
[02:47:24.640 --> 02:47:26.640]  I'm going to take a bunch of your phone calls right now.
[02:47:26.640 --> 02:47:29.640]  I had a Gerald Salente coming on and I'm just cogitating.
[02:47:29.640 --> 02:47:35.640]  I'm formulating what I think should be the responses to all of this in the next few days.
[02:47:35.640 --> 02:47:40.640]  But I think we should all be loud and proud about freedom and talk about the positive things that are happening.
[02:47:40.640 --> 02:47:46.640]  Point out that former corrupt individuals at the CIA and FBI and NSA are trying to throw Trump out.
[02:47:46.640 --> 02:47:50.640]  Show what they're saying that. Support the president. Be bold about what's happening.
[02:47:50.640 --> 02:47:53.640]  Withdraw our support from these anti-American universities.
[02:47:53.640 --> 02:47:57.640]  And challenge leftist groups to advertise that they don't want us in their businesses.
[02:47:57.640 --> 02:47:59.640]  God, I don't want to go in your businesses.
[02:47:59.640 --> 02:48:04.640]  In fact, I want you to stay in your blue states and, you know, just keep sucking off each other.
[02:48:04.640 --> 02:48:06.640]  But we know that's not the case.
