[00:00:02.040 --> 00:00:02.720]  Is the U.S.
[02:08:52.051 --> 02:09:02.115]  I participated in the investigation of the terrorist bombing of Pan Am 103, and I saw him on an RT piece, because we're all Russian agents after all, including Rand Paul, just two days ago.
[02:09:02.115 --> 02:09:09.578]  He's a Russian agent because he doesn't want to send NATO into Montenegro and Ukraine and openly have a war with Russia.
[02:09:09.578 --> 02:09:11.559]  Just a crazy time to be alive, folks.
[02:09:11.559 --> 02:09:12.600]  But this article,
[02:09:13.994 --> 02:09:18.155]  On our Facebook, got 4,000 shares in 20 minutes and was deleted.
[02:09:18.155 --> 02:09:23.356]  They then subsequently deleted more than a hundred articles in the next week and a half.
[02:09:23.356 --> 02:09:24.537]  I mean, this is just unprecedented.
[02:09:24.537 --> 02:09:26.057]  And they said they're fake.
[02:09:26.057 --> 02:09:29.958]  So, he's an admitted, seen this guy over on national TV, written books.
[02:09:29.958 --> 02:09:31.938]  I mean, the guy's well known.
[02:09:31.938 --> 02:09:33.859]  Super credible.
[02:09:33.859 --> 02:09:38.040]  Was an intelligence section chief on analysis.
[02:09:39.272 --> 02:09:43.497]  Over a whole sector for the CIA and, you know, got medals for it.
[02:09:43.497 --> 02:09:44.959]  But that's fake news, folks.
[02:09:44.959 --> 02:09:49.604]  Remember, if you don't believe Rand Paul's a Russian agent, he said you work for Vladimir Putin.
[02:09:49.604 --> 02:09:51.186]  Insane McCain you are.
[02:09:51.186 --> 02:09:52.407]  So that's the new level.
[02:09:52.407 --> 02:09:53.389]  I love how Trump just...
[02:09:55.310 --> 02:09:58.893]  Ruined the whole Russian gas market by bringing coal back on.
[02:09:58.893 --> 02:10:01.315]  Boy, I tell you, Trump's not standing up for America.
[02:10:01.315 --> 02:10:02.195]  Yes, he is.
[02:10:02.195 --> 02:10:03.556]  He's standing up for our interest.
[02:10:03.556 --> 02:10:05.458]  Not against anybody, but for our interest.
[02:10:05.458 --> 02:10:06.638]  That's why you see a roaring economy.
[02:10:06.638 --> 02:10:08.880]  But I'll stop babbling about that.
[02:10:08.880 --> 02:10:10.441]  It's just so surreal.
[02:10:10.441 --> 02:10:17.366]  Ted Anderson Cooper last night said Trump got his idea that the New York Times said they were surveilling him from me.
[02:10:17.366 --> 02:10:19.028]  No, we can put it on screen and go to our guest.
[02:10:20.216 --> 02:10:25.198]  Mr. Rosen wrote not one but two articles January 19th and 20th saying they intercepted.
[02:10:25.198 --> 02:10:26.039]  These are words.
[02:10:26.039 --> 02:10:28.280]  They wiretapped the Trump communications.
[02:10:28.280 --> 02:10:30.721]  But they did it by people they were contacting.
[02:10:30.721 --> 02:10:33.282]  So now they're saying the president has all this egg on his face.
[02:10:33.282 --> 02:10:33.622]  It's crazy.
[02:10:33.622 --> 02:10:36.183]  I want to play because it's so censored.
[02:10:36.183 --> 02:10:44.527]  Just a one-minute clip from the larger 10-minute interview of Larry C. Johnson on RT that they do not want you to see.
[02:10:44.527 --> 02:10:44.907]  Here it is.
[02:10:47.264 --> 02:10:56.589]  John Brennan at CIA were intimately involved in trying to derail the candidacy of Donald Trump.
[02:10:56.589 --> 02:11:02.832]  That there was some collusion overseas with Britain's own GHCQ.
[02:11:02.832 --> 02:11:11.356]  That information that was gathered from GHCQ was actually passed to John Brennan and it was disseminated within the U.S.
[02:11:11.356 --> 02:11:11.696]  government.
[02:11:11.696 --> 02:11:13.197]  This dissemination was illegal.
[02:11:14.157 --> 02:11:32.691]  Donald Trump is in essence correct that the intelligence agencies and some in the law enforcement community on the side of the FBI were in fact illegally trying to access, monitor his communications with his aides and with other people.
[02:11:33.471 --> 02:11:38.233]  All of this with an end to trying to destroy and discredit his presidency.
[02:11:38.233 --> 02:11:40.013]  I don't think there will be any doubt of that.
[02:11:40.013 --> 02:11:52.297]  I think it's worth noting that the head of the National Security Agency, Admiral Rogers, made a journey to Trump Tower shortly after Trump had won.
[02:11:52.297 --> 02:12:01.520]  And in the immediate aftermath of his visit, Jim Clapper and others in the intelligence community called for him to be fired.
[02:12:02.401 --> 02:12:05.682]  Now, why did Rogers go to Trump Tower?
[02:12:05.682 --> 02:12:17.626]  My understanding is, let's call it, it was to cover himself because he was aware that the NSA had been, the authorities had been misused and abused with respect to Donald Trump.
[02:12:17.626 --> 02:12:28.709]  So I think Trump's decision to go out this morning and tweet this was fully intended to send a notice and send word that I don't think he's doing this without evidence.
[02:12:28.709 --> 02:12:29.910]  He does have evidence.
[02:12:30.690 --> 02:12:33.431]  I think it was just inartfully expressed in the tweet.
[02:12:33.431 --> 02:12:42.496]  Alright, now notice, Trump then comes out a week later and says, look, they call it, I call it wiretap, it just means intercept, listening to exactly what Larry C. Johnson's saying.
[02:12:42.496 --> 02:12:49.779]  But I've had all the whistleblowers, Thomas Dracon, Benny, the former head of Technical NSA, of course it's all surveilled.
[02:12:49.779 --> 02:12:57.603]  They're just using the public's ignorance of this to lie to people, but now they're coming out saying Larry C. Johnson's wrong, Judge Napolitano's wrong, they picked up on it.
[02:12:58.283 --> 02:13:02.405]  When I wasn't in the CIA, and I've not been in it, but I've read the news for 20-something years.
[02:13:02.405 --> 02:13:03.685]  This is admitted.
[02:13:03.685 --> 02:13:07.747]  Everything a president-elect does on the phone to foreign leaders is being recorded.
[02:13:07.747 --> 02:13:13.650]  So, wow, to have CNN come out and say, we're crazy, they never said wiretap when they did.
[02:13:13.650 --> 02:13:15.511]  But as our guest said, that's inartful.
[02:13:15.511 --> 02:13:17.772]  The proper term, I guess, is intercept.
[02:13:17.772 --> 02:13:25.595]  Let's talk to Larry C. Johnson now, so he's got at least 15 minutes to the bottom of the hour to really have the floor and break down this whole controversy.
[02:13:25.595 --> 02:13:26.756]  Thank you for coming on, Mr. Johnson.
[02:13:27.336 --> 02:13:28.517]  Hi Alex, how are you?
[02:13:28.517 --> 02:13:29.038]  Good, good.
[02:13:29.038 --> 02:13:31.020]  So you've heard my breakdown of this.
[02:13:31.020 --> 02:13:35.264]  I mean, how accurate is that from your educated standpoint?
[02:13:35.264 --> 02:13:38.247]  Well, yeah, it's the essence of the story.
[02:13:38.247 --> 02:13:40.329]  We've got a lot of things going on here.
[02:13:41.895 --> 02:13:59.184]  I guess the real fundamental thing that ought to alarm all Americans, regardless of their political party, their political affiliation, is what has been going on with former leaders of the Central Intelligence Agency and in the director of National Intelligence Agency's office.
[02:14:00.043 --> 02:14:04.586]  is direct interference in the domestic politics.
[02:14:04.586 --> 02:14:07.307]  If we're going to talk about Russian meddling in U.S.
[02:14:07.307 --> 02:14:15.632]  politics, then it needs to be acknowledged that these intelligence agencies, or the principals at the top, were involved with meddling.
[02:14:15.632 --> 02:14:18.654]  Now, do I have first-hand knowledge that John Brennan was doing this?
[02:14:18.654 --> 02:14:19.194]  No, I do not.
[02:14:20.537 --> 02:14:29.225]  I have been told, though, by someone who is in a position to know, who's still within the intelligence community, that absolutely that's what was going on.
[02:14:29.225 --> 02:14:36.132]  That Brennan, and that there are shenanigans going on between the GHCQ and U.S.
[02:14:36.132 --> 02:14:37.113]  intelligence.
[02:14:37.113 --> 02:14:38.254]  How does that work?
[02:14:38.254 --> 02:14:42.618]  Your listeners should understand that it is illegal
[02:14:43.098 --> 02:14:44.678]  We all spy on each other then.
[02:15:12.421 --> 02:15:27.827]  Yeah, I mean, you know, if anybody's so naive as to think that the Brits aren't spying on Americans and Americans aren't spying on Brits, well, you know, I hate to burst your bubble, but the reality is that's what spy agencies do.
[02:15:27.827 --> 02:15:31.228]  They collect and gather intelligence on other entities.
[02:15:31.228 --> 02:15:32.188]  That's one of their purposes.
[02:15:32.188 --> 02:15:39.051]  Well, remember the scandal just four years ago where the CIA was spying on Republicans and Democrats in the Senate, the Intelligence Committee heads.
[02:15:39.778 --> 02:15:49.164]  Right, and that was, you know, John Brennan again had his fingerprints all over that because they didn't want the information about the torture report to come out.
[02:15:49.164 --> 02:15:55.547]  And Brennan initially denied that that was going on and then later had to admit that it had in fact happened.
[02:15:55.547 --> 02:15:59.930]  So it's not, you know, we're not raising these allegations without precedent.
[02:16:00.592 --> 02:16:12.999]  And, you know, my concern here is that involving intelligence agencies in domestic politics takes us down a very, very dangerous road.
[02:16:12.999 --> 02:16:13.439]  Exactly.
[02:16:13.439 --> 02:16:15.380]  I mean, we have laws since 1947.
[02:16:15.380 --> 02:16:17.081]  The CIA is like the MI6.
[02:16:17.081 --> 02:16:18.562]  It's outside the country.
[02:16:18.562 --> 02:16:19.402]  The FBI is within.
[02:16:19.402 --> 02:16:27.907]  But we all know that, I mean, I think the CIA is probably even more involved than the FBI domestically with just the numbers of actual people because it's covert by nature.
[02:16:27.907 --> 02:16:28.928]  You can't help but get
[02:16:29.508 --> 02:16:30.348]  Well, they're not supposed to.
[02:16:30.348 --> 02:16:31.749]  And there are rules that have been set up.
[02:16:31.749 --> 02:16:33.890]  But again, this goes back to the question of leadership.
[02:16:59.162 --> 02:17:07.984]  At both the head of the Director of National Intelligence under the Obama administration, Jim Clapper, you had someone who went and lied under oath before Congress.
[02:17:08.786 --> 02:17:12.107]  When you lie under oath before Congress, there should be some sanction.
[02:17:12.107 --> 02:17:13.507]  There was no sanction.
[02:17:13.507 --> 02:17:14.888]  He was not punished.
[02:17:14.888 --> 02:17:25.411]  He finished out his tour tenure with getting awards at the end and a pat on the back, and he's probably out with some nice fat consulting agreement right now.
[02:17:25.411 --> 02:17:30.953]  Similarly, John Brennan got caught lying about what they were doing, spying on the Senate.
[02:17:31.894 --> 02:17:33.634]  Again, was there any sanction?
[02:17:33.634 --> 02:17:46.337]  So, when the people who are in the trenches look at their leaders and see the leaders getting by with lying, then it sends a message that, okay, it's okay for us to do it too.
[02:17:46.337 --> 02:17:47.837]  Let me boil that down then.
[02:17:47.837 --> 02:17:48.337]  It's simple.
[02:17:48.337 --> 02:17:54.439]  These are known liars who've been caught lying, who've been caught spying on the Senate and their bosses in the Intelligence Committee.
[02:17:54.439 --> 02:17:55.379]  That's undebatable.
[02:17:55.899 --> 02:18:01.361]  The president reads in the newspaper that he's been spied on by the intelligence agencies in the New York Times.
[02:18:01.361 --> 02:18:02.261]  It's all over the news.
[02:18:02.261 --> 02:18:03.361]  We've got the intercepts.
[02:18:03.361 --> 02:18:06.642]  We caught, you know, Michael Flynn.
[02:18:06.642 --> 02:18:09.143]  And then it turns out they didn't really catch him doing anything.
[02:18:09.143 --> 02:18:11.164]  Trump turns around and says, that's illegal.
[02:18:11.164 --> 02:18:13.545]  Then they say, we never did that.
[02:18:13.545 --> 02:18:14.865]  I mean, talk about gaslighting.
[02:18:15.933 --> 02:18:16.553]  Well, right.
[02:18:16.553 --> 02:18:23.315]  And there was the article, I think it appeared, yeah, March 1st in the New York Times.
[02:18:23.315 --> 02:18:26.576]  Now, this is just over about two weeks ago.
[02:18:26.576 --> 02:18:28.817]  And here's what it says.
[02:18:28.817 --> 02:18:44.162]  American allies, including the British and Dutch, had provided information describing meetings in European cities between Russian officials and others close to Russia's President Putin and associates of President-elect Trump.
[02:18:45.211 --> 02:18:48.833]  Okay, let me translate that for your listeners.
[02:18:48.833 --> 02:18:53.055]  There's only two types of information those countries are going to have.
[02:18:53.055 --> 02:19:03.121]  Either they've got human intelligence, they had a spy who was there, who was part of the meeting and could report on it, or they had an intercept, a wiretap if you will.
[02:19:03.121 --> 02:19:08.604]  But, you know, wiretaps, it goes back to the days when all communication went over a phone wire.
[02:19:08.604 --> 02:19:12.826]  It's really more correct to call this electronic surveillance.
[02:19:15.134 --> 02:19:21.618]  What do you just make of CNN with Anderson Cooper who won't tell people he was an intern at the CIA and then got out of it?
[02:19:21.618 --> 02:19:22.799]  Yeah, right.
[02:19:22.799 --> 02:19:36.088]  And now he's up here telling us that, you know, nobody's spying on Trump and trying to sell us a preposterous line when even someone that's not politically informed about what's happening, you know, with the NSA or surveillance knows they were all over the news bragging.
[02:19:36.088 --> 02:19:39.450]  We have the intercepts of Trump and his people talking to the Russians.
[02:19:39.450 --> 02:19:41.532]  And then now, a month and a half later, they want us to forget.
[02:19:41.532 --> 02:19:44.694]  And then they're saying you're wrong, Napolitano's wrong, Trump's wrong.
[02:19:46.055 --> 02:19:54.846]  Speak to that and then why do you think your interview, because it's not just here, other places, YouTube, Google, it's being blocked everywhere, being delisted.
[02:19:54.846 --> 02:19:57.169]  They really didn't like you speaking out.
[02:19:59.446 --> 02:20:01.148]  Well, I'm used to being censored.
[02:20:01.148 --> 02:20:04.311]  Look, I got fired as a Fox News analyst.
[02:20:04.311 --> 02:20:13.340]  They didn't renew my contract because I went on Hannity and Combs in November of 2002 and said that going in Iraq would be a diversion in the war on terror.
[02:20:13.340 --> 02:20:18.886]  And I was told later that Roger Ailes directed that I was not to be allowed back on air because they didn't want that point of view.
[02:20:18.886 --> 02:20:21.549]  By the way, you were the deputy head of counterterrorism, so you'd know.
[02:20:21.829 --> 02:20:27.654]  Well, I was the deputy director, and I had a real long title, so I was not really the number two guy.
[02:20:27.654 --> 02:20:29.935]  The point is, you're an expert on it, and you were really being honest.
[02:20:29.935 --> 02:20:31.697]  And by the way, Donald Trump agreed with you back then.
[02:20:32.711 --> 02:20:34.872]  Yeah, you know, that's the fact.
[02:20:34.872 --> 02:20:49.062]  Look, what's going on here is the media has invested itself in a particular narrative, and they're not going to give it up, and they won't allow anybody to come on and actually have a debate about it and talk about it in substance.
[02:20:49.062 --> 02:20:50.383]  I remember seeing you on Fox.
[02:20:50.383 --> 02:20:58.288]  I mean, you used to really make great points that I actually agreed with, but again, because you didn't totally tow the line, we're taking out the wrong Muslims if they're the non-radicals.
[02:20:58.288 --> 02:21:00.169]  Wouldn't it be Saudi Arabia or somebody?
[02:21:00.169 --> 02:21:02.471]  We wouldn't be taking out, you know, Saddam, right?
[02:21:03.452 --> 02:21:13.399]  Look, we've yet to come to grips with the reality that when we removed Saddam Hussein, we essentially lit a fuse on a giant bomb that's blown up in our face.
[02:21:13.399 --> 02:21:17.682]  And that's where this spread of ISIS and Al-Qaeda that has taken place.
[02:21:17.682 --> 02:21:20.243]  And you warned of that back in the time, because I remember seeing the news articles.
[02:21:21.084 --> 02:21:26.007]  So, you know, it's really not that complicated, but we get other things going on.
[02:21:26.007 --> 02:21:40.294]  And so now that I have the audacity to suggest that Russia may actually be a victim in some of these activities and that we, on the United States side, are doing things that, when viewed from a Russian perspective, would alarm them.
[02:21:40.294 --> 02:21:42.355]  I mean, let me just give you a very simple example.
[02:21:43.089 --> 02:21:46.270]  Two weeks ago, and earlier this week, you get reports in the U.S.
[02:21:46.270 --> 02:21:50.372]  news media about a Russian spy ship off our east coast.
[02:21:50.372 --> 02:21:55.614]  And the news media reports it breathlessly as a look at what those dastardly Russians are doing.
[02:21:55.614 --> 02:21:58.896]  Yet nobody in the media is reporting that the U.S.
[02:21:58.896 --> 02:22:02.337]  military is conducting military exercises.
[02:22:02.337 --> 02:22:10.461]  Two weeks ago, we were conducting a naval exercise in the Black Sea that was simulating a war with Russia.
[02:22:11.121 --> 02:22:20.379]  Now, if Russia was conducting military exercises off our shores, simulating an attack on us... Off the coast of, say, Houston?
[02:22:20.987 --> 02:22:23.750]  Yeah, or had troops in Mexico and Canada.
[02:22:23.750 --> 02:22:25.932]  Right now we have troops in Poland.
[02:22:25.932 --> 02:22:29.675]  Two weeks ago we had troops in Romania that were carrying out military exercises.
[02:22:29.675 --> 02:22:36.201]  So my only point, I'm not to excuse the Russians, but I'm simply saying let's recognize there's a context for this.
[02:22:36.201 --> 02:22:38.203]  They're not reacting in a vacuum.
[02:22:38.203 --> 02:22:42.828]  And by the simple fact that I bring that up, I've been accused as being a propagandist
[02:22:43.468 --> 02:22:58.177]  A puppet of Putin, a Russian stooge, and... Well, since you raised that, did you see the clip where McCain says, like four times, he repeats it, he says, you are an agent of Putin violating, what is it, Rule 19 of the Senate?
[02:22:58.177 --> 02:23:08.324]  But just crazy, no one could ever claim that Rand Paul's a Russian agent because he doesn't want to start a war with Russia while China is in the South China Sea, North Korea's threatening to nuke people.
[02:23:08.624 --> 02:23:10.466]  We may have to have a war any day.
[02:23:10.466 --> 02:23:12.268]  I mean this is one of the most dangerous times ever.
[02:23:12.268 --> 02:23:13.430]  I want to see if you agree.
[02:23:13.430 --> 02:23:18.696]  Rex Tillerson says military options on the table and then meanwhile we're worried about Russia that's not expanding.
[02:23:20.078 --> 02:23:37.373]  Well, and Senator Paul made an excellent, I mean, he made a substantive argument later, I think the following day on Morning Joe on MSNBC, where he laid out the fact Montenegro is such a poor country, they're so weak militarily, they add nothing to NATO and they're not going to be able to pay their full weight.
[02:23:37.373 --> 02:23:45.120]  So why in the world would we want to bring them into NATO, because there's nothing to be gained from a strategic... Unless you want to use it as a trigger for another crisis.
[02:23:45.967 --> 02:23:46.447]  Say what?
[02:23:46.447 --> 02:23:48.528]  Unless you want to use it as a trigger for another crisis.
[02:23:48.528 --> 02:23:50.028]  No, and that's exactly right.
[02:23:50.028 --> 02:23:54.090]  This is, you know, what most Americans fail to understand.
[02:23:54.090 --> 02:24:02.613]  We take great pride in the greatest generation who fought World War II and everything that they endured and our great sacrifices.
[02:24:02.613 --> 02:24:10.496]  You know, we lost the total number of soldiers, sailors, airmen, marines that died in World War II in both the Pacific and European theater.
[02:24:11.869 --> 02:24:14.370]  There are 470,000.
[02:24:14.370 --> 02:24:21.933]  The Russians at the Battle of Stalingrad, one battle over a six-month period, lost one million soldiers.
[02:24:21.933 --> 02:24:28.635]  My point in this is they're a lot more sensitive to threats on their border than we are.
[02:24:28.635 --> 02:24:34.497]  And they view the military activities such as the ones we're conducting as provocative.
[02:24:35.342 --> 02:24:41.223]  And the last time they had that kind of military activity on their borders was in May of 1941.
[02:24:41.223 --> 02:24:43.344]  It was Operation Barbarossa.
[02:24:43.344 --> 02:24:44.004]  By the Nazis.
[02:24:44.004 --> 02:24:47.045]  It was Operation Barbarossa was about to kick off.
[02:24:47.045 --> 02:24:50.745]  Yeah, so I'm just, it's not to apologize for Putin.
[02:24:50.745 --> 02:24:53.366]  You know, Putin's a bad guy and does some bad things.
[02:24:53.366 --> 02:24:56.207]  But, hello, he's not the only one in the world.
[02:24:56.207 --> 02:25:00.408]  Well, sure, but wouldn't you agree that China is probably right now ten times the threat that Russia is?
[02:25:00.408 --> 02:25:01.488]  They're just running wild.
[02:25:02.369 --> 02:25:09.132]  Yeah, no, China is a much more organized threat to the United States, particularly on the economic side.
[02:25:09.132 --> 02:25:11.313]  I mean, I could take you through case after case.
[02:25:11.313 --> 02:25:12.593]  If you have time, let's do it.
[02:25:12.593 --> 02:25:15.374]  You probably got to go, so if you stay a little bit after the break, in a few minutes, please do.
[02:25:15.374 --> 02:25:16.255]  But just getting back to...
[02:25:17.615 --> 02:25:24.582]  This New York Times writer, I want to play a short clip where he claims Trump got the idea from me that there was wiretapping.
[02:25:24.582 --> 02:25:26.483]  No, it was in the New York Times.
[02:25:26.483 --> 02:25:32.449]  I mean, I've never seen such attempts at just bizarre, you know, the sun isn't in the sky at noon.
[02:25:32.449 --> 02:25:37.213]  I don't know as a CIA guy what you'd call this, but it's just like the worst gaslighting I've ever seen.
[02:25:37.213 --> 02:25:37.814]  Let's play this clip.
[02:25:39.274 --> 02:25:44.756]  What do you make of the White House citing your article as part of the evidence?
[02:25:44.756 --> 02:25:52.658]  I mean, it's getting bizarre at this point because we've said it very clearly, and I said on your show, that that's not what the story said.
[02:25:52.658 --> 02:25:55.739]  Anybody can read the story and see that's not what it said.
[02:25:55.739 --> 02:26:04.822]  And so there's this bizarre circular thing happening where the president cites a theory that he was wiretapped, which developed on this kind of fringe right-wing media.
[02:26:06.311 --> 02:26:29.080]  There it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is, there it is,
[02:26:29.720 --> 02:26:42.737]  And just to be clear, there is, and correct me if I'm wrong, there's absolutely nothing whatsoever in your reporting in the New York Times that indicates President Obama wiretapped or ordered wiretapping of then-candidate Trump, correct?
[02:26:42.737 --> 02:26:43.137]  Nothing.
[02:26:43.137 --> 02:26:45.440]  I mean, if we knew that, that is a fantastic story.
[02:26:46.397 --> 02:26:48.759]  That's a fantastic story.
[02:26:48.759 --> 02:26:50.119]  It was all over CNN everywhere.
[02:26:50.119 --> 02:26:50.980]  We have the intercepts.
[02:26:50.980 --> 02:26:52.181]  We've caught General Flynn.
[02:26:52.181 --> 02:26:53.081]  He better resign.
[02:26:53.081 --> 02:26:54.222]  We have the transcript.
[02:26:54.222 --> 02:26:56.163]  Then they wouldn't release it because there was nothing there.
[02:26:56.163 --> 02:26:57.744]  He was lining up a phone call.
[02:26:57.744 --> 02:27:00.146]  We're showing you the articles of your radio listener.
[02:27:00.146 --> 02:27:02.567]  Intercept Russian communications.
[02:27:02.567 --> 02:27:04.549]  Part of inquiry into Trump.
[02:27:04.549 --> 02:27:08.831]  Matthew Rosenberg and phone calls from Trump Tower being intercepted.
[02:27:08.831 --> 02:27:10.672]  Man, that guy.
[02:27:10.672 --> 02:27:12.994]  What would you call Mr. Rosenberg politically?
[02:27:12.994 --> 02:27:14.415]  I mean, what is he doing there?
[02:27:15.723 --> 02:27:18.807]  A disinformation specialist.
[02:27:18.807 --> 02:27:22.351]  Look, he faults Donald Trump for being able to read.
[02:27:22.351 --> 02:27:29.959]  I mean, your listeners and those who are watching, the headline simply states, wiretapped data.
[02:27:30.720 --> 02:27:33.722]  Used an inquiry of Trump aides.
[02:27:33.722 --> 02:27:36.924]  It wasn't Donald Trump didn't write that headline.
[02:27:36.924 --> 02:27:39.445]  Alex Jones didn't write that headline.
[02:27:39.445 --> 02:27:40.806]  That was written by this guy.
[02:27:40.806 --> 02:27:47.250]  And then the guy who writes it has the audacity to claim, well, there's somebody else's fault.
[02:27:47.250 --> 02:27:48.351]  I mean, you know.
[02:27:49.626 --> 02:27:54.447]  We are living in such a surreal, dangerous time.
[02:27:54.447 --> 02:28:02.049]  It's literally the world that we read about as children in Alice in Wonderland that was a fictional world.
[02:28:02.049 --> 02:28:12.531]  We're now seeing it in real time, where objective facts are suddenly dismissed as being right-wing conspiracy theories.
[02:28:12.531 --> 02:28:13.771]  And it's just...
[02:28:15.172 --> 02:28:20.596]  You know, to me it's alarming because it really threatens the foundation of our republic.
[02:28:20.596 --> 02:28:21.057]  It does.
[02:28:21.057 --> 02:28:22.538]  Can you elaborate on that again?
[02:28:22.538 --> 02:28:28.864]  NoQuarterUSA.net, Larry C. Johnson, on why you're saying we're in such a dangerous place for our republic.
[02:28:30.571 --> 02:28:33.552]  This is supposed to be a nation of laws.
[02:28:33.552 --> 02:28:37.534]  And look, we can't just blame it on Obama.
[02:28:37.534 --> 02:28:39.675]  Because it actually goes back.
[02:28:39.675 --> 02:28:46.538]  It goes back really to the foundations, let's say with Bill Clinton is really where we started seeing the worm turn.
[02:28:46.538 --> 02:28:48.519]  But it continued on through George W. Bush.
[02:28:49.332 --> 02:29:00.781]  And when you essentially lie a country into a war, in Iraq, and you raise that and all of a sudden you become, you're either a leftist nut or whatever.
[02:29:00.781 --> 02:29:03.383]  You lose your moral high ground and then the sky's the limit.
[02:29:04.164 --> 02:29:12.331]  Yeah, well, there's no, right now we have, you know, I fully support destroying ISIS.
[02:29:12.331 --> 02:29:20.299]  However, what's not being debated in this country is the fact that under Obama and now under President Trump, we've put U.S.
[02:29:20.299 --> 02:29:24.602]  troops in a foreign country without a declaration of war.
[02:29:24.602 --> 02:29:27.785]  Larry C. Johnson, you'd only said you'd come on for until the half hour.
[02:29:27.785 --> 02:29:30.308]  Can you do a few more minutes and finish up on the geopolitical provokes?
[02:29:30.888 --> 02:29:31.729]  Sure, I can do that.
[02:29:31.729 --> 02:29:32.729]  Alright, we'll be right back.
[02:29:32.729 --> 02:29:34.371]  Well, we gotta get this guy on more often.
[02:29:34.371 --> 02:29:43.257]  I remember seeing him on Fox for so long, read a lot of his writings, and then there's these great guys you don't see anymore because they're censoring him, and then when he does an interview, they block it on Facebook!
[02:29:43.257 --> 02:29:47.380]  And then Gizmodo writes an article going, yeah, ban it, good!
[02:29:47.380 --> 02:29:50.322]  That's Univision saying, ban American press!
[02:29:50.322 --> 02:29:54.225]  We're on the march, the empire's on the run.
[02:29:54.225 --> 02:29:56.907]  Alex Jones and the GCN Radio Network.
[02:30:01.460 --> 02:30:04.601]  You've heard of lab-grown beef in a petri dish.
[02:30:04.601 --> 02:30:09.322]  You've heard of chickoids that are kept secure, force-fed, and have their beaks removed.
[02:30:09.322 --> 02:30:12.844]  Well, now get ready for finger-lickin' lab-grown chicken.
[02:30:12.844 --> 02:30:13.524]  That's right.
[02:30:13.524 --> 02:30:19.045]  Memphis Meats is one of a cadre of startups racing to create meat that doesn't involve killing animals.
[02:30:19.045 --> 02:30:27.108]  The firm's approach to what it calls clean meat is to culture animal cells in a lab, feed them nutrients until they grow into pieces large enough to cook and eat.
[02:30:27.108 --> 02:30:30.229]  You've probably seen where companies like this have grown beef in petri dishes.
[02:30:30.489 --> 02:30:32.250]  Well, now it's gonna be chicken strips.
[02:30:32.250 --> 02:30:37.052]  And I know the question on everybody's mind is, does the lab-grown chicken taste like chicken?
[02:30:37.052 --> 02:30:44.716]  According to the Wall Street Journal, it was reported spongier than a whole chicken breast, but they nearly nailed the flavor of the traditional variety.
[02:30:44.716 --> 02:30:57.022]  This is all part of the globalist plan to remove you from the natural world and place you into an artificially created, VR-induced world where they control everything you see, smell, taste, think, and touch.
[02:30:57.342 --> 02:31:02.327]  Rob Dew reporting for InfoWars.com and InfoWars Nightly News.
[02:31:02.327 --> 02:31:07.832]  The reason InfoWars Live has five-star ratings on major third-party sites is because I want products I'm gonna use for my family.
[02:31:07.832 --> 02:31:14.099]  I take this, my family takes this, and then it funds the operation with the most hardcore, truthful information you're gonna find anywhere.
[02:31:14.099 --> 02:31:18.543]  So what you find in our news is the same thing you find in our products at InfoWarsLive.com.
[02:31:18.683 --> 02:31:23.326]  If I ever forget to take them, I have a noticeable difference.
[02:31:23.326 --> 02:31:24.446]  I don't feel good.
[02:31:24.446 --> 02:31:28.209]  The nascent iodine is one of the ones that was life-changing for me.
[02:31:28.209 --> 02:31:30.910]  Yeah, I actually have just run out of my Super Female.
[02:31:30.910 --> 02:31:36.694]  I had a few bottles at my house and I've been taking it again, hitting the gym once again.
[02:31:36.694 --> 02:31:39.655]  Very exciting, feeling great, looking good.
[02:31:39.655 --> 02:31:43.197]  And I know my hair is luxurious once again.
[02:31:43.197 --> 02:31:45.439]  So, obviously, the Super Female is amazing.
[02:31:45.439 --> 02:31:45.799]  I love it.
[02:31:45.939 --> 02:31:48.742]  Nascent Iodine is essential.
[02:31:48.742 --> 02:31:49.763]  Survival Shield X2.
[02:31:49.763 --> 02:31:55.409]  If there's one product that I would say is life-changing that I would suggest, it's Nascent Iodine Survival Shield X2.
[02:31:55.409 --> 02:31:57.591]  It's got a five-star rating.
[02:31:57.591 --> 02:31:58.833]  It's a win-win.
[02:31:58.833 --> 02:31:59.613]  Infowarslife.com.
[02:32:02.082 --> 02:32:03.643]  This is Alex Jones.
[02:32:03.643 --> 02:32:09.549]  I want to tell you about a way to save a lot of money on one of the best new off-the-grid products of 2017.
[02:32:09.549 --> 02:32:12.111]  And seriously, I really think everyone should have one of these.
[02:32:12.111 --> 02:32:17.917]  I'm talking about the PPX solar generator system from our friends at Solutions from Science, one of our oldest sponsors.
[02:32:17.917 --> 02:32:23.622]  The PPX is so small you can put it in your pocket, but so powerful you can run some 110 appliances at your house.
