[00:00.000 --> 00:12.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:10:02.240 --> 02:10:05.280]  mandatory carried throughout all the city and so we thought this is a great
[02:10:05.280 --> 02:10:10.280]  place to advertise our tough on crime easy on taxpayer sort of message very
[02:10:10.280 --> 02:10:15.520]  milk toast innocuous innocent almost adorable sort of advertisement that we
[02:10:15.520 --> 02:10:20.680]  put together we had a contract we signed it Alex I cut them a certified check to
[02:10:20.680 --> 02:10:26.920]  the tune of three thousand one hundred and twenty five or sorry thirteen thousand one hundred and twenty five dollars
[02:10:26.920 --> 02:10:33.160]  everything was good to go then 48 hours to go time we get this Orwellian call
[02:10:33.160 --> 02:10:38.840]  from a Bell Media sales representative who says we can't advertise your ads
[02:10:38.840 --> 02:10:41.920]  anymore we're not going to run them I said okay fine give me the reason why
[02:10:41.920 --> 02:10:44.960]  well we can't we just we were your money's not good here they don't give us
[02:10:44.960 --> 02:10:50.040]  any sort of reason kibosh our ads send us back our money and of course we know
[02:10:50.040 --> 02:10:56.840]  that there is a host of legal structures basically and and various
[02:10:56.840 --> 02:10:59.960]  statutes that we can appeal to they basically say this is against the law
[02:10:59.960 --> 02:11:04.160]  here in Canada if you afford advertising to one political campaign you have to
[02:11:04.160 --> 02:11:07.560]  do it to all of them so long as they can pay so long as they're you know legitimate
[02:11:07.560 --> 02:11:11.640]  candidates you have to do that so we have the same law here it's fair play so
[02:11:11.640 --> 02:11:15.240]  the fact that they took other people's ads but not yours is a clear violation
[02:11:15.240 --> 02:11:20.640]  that's exactly right the the media is playing judge and jury the unelected
[02:11:20.640 --> 02:11:26.840]  media is playing judge and jury of who Canadians in this case can listen to when
[02:11:26.840 --> 02:11:32.040]  it comes to what is a valid political opinion now what we decided to do was
[02:11:32.040 --> 02:11:36.360]  not roll over but stand up and so what we decided to do was take these guys to
[02:11:36.360 --> 02:11:42.400]  court so we filed a lawsuit yesterday was our first day in court and today we get
[02:11:42.400 --> 02:11:47.120]  the ruling the Ontario Superior Court justice says that while he has the
[02:11:47.120 --> 02:11:52.960]  jurisdiction to rule on this that he's quote decided not to exercise that
[02:11:52.960 --> 02:11:58.760]  jurisdiction in this particular case and then goes on to give a diet tribe of my
[02:11:58.760 --> 02:12:02.640]  political opinions when I asked my legal counsel why is this happening is it
[02:12:02.640 --> 02:12:06.360]  fair to cite prejudice they said absolutely you are being targeted now
[02:12:06.360 --> 02:12:10.240]  by the legal system and I'm being very very choosy about which words I'm using
[02:12:10.240 --> 02:12:14.800]  not the justice system but the legal system right now is edging you out of
[02:12:14.800 --> 02:12:20.560]  even being able to proceed with in the courts I put fifty thousand dollars of
[02:12:20.560 --> 02:12:26.200]  donors money down to retain the top legal team in the country and even they
[02:12:26.200 --> 02:12:35.200]  were swatted away by these Marxist frankly anti-free speech just monsters
[02:12:35.200 --> 02:12:40.900]  let's be clear let's be clear if he does a document came shut and there's
[02:12:40.900 --> 02:12:44.640]  actual real articles that show this and computer algorithms censorship kind of
[02:12:44.640 --> 02:12:48.320]  gone along like this over the years and now it's gone straight up this is
[02:12:48.320 --> 02:12:52.640]  exponential this is hundreds of times and it's not just here it's all over the
[02:12:52.640 --> 02:12:56.080]  world the left the corporates whatever you want to call them the power structure
[02:12:56.080 --> 02:13:01.280]  posing as liberals they are banning everyone they are they are acting in
[02:13:01.280 --> 02:13:07.160]  mass in a total swarm I mean we've been banned off advertising on any platform
[02:13:07.160 --> 02:13:11.400]  online and then people said oh watch Alex Jones and then they do it to
[02:13:11.400 --> 02:13:15.400]  everybody else it's now thousands of Facebook and Twitter sites on the same
[02:13:15.400 --> 02:13:20.000]  days at the same time they have lists just every day 800 this day a thousand
[02:13:20.000 --> 02:13:24.000]  that day 900 that day some have 2.5 million followers and now they don't
[02:13:24.000 --> 02:13:28.600]  even call it racist they go spam we decide this is frivolous because
[02:13:28.600 --> 02:13:33.580]  nationalism is frivolous this is a scandal absolutely and your hundred
[02:13:33.580 --> 02:13:37.560]  percent right to say that it's completely become exponential and on all
[02:13:37.560 --> 02:13:41.320]  fronts our campaign despite our determination motivation and high
[02:13:41.320 --> 02:13:47.000]  levels of energy has been assaulted on all fronts banned from debates banned
[02:13:47.000 --> 02:13:52.400]  from television and now we've been banned from the courts I mean what legitimate
[02:13:52.400 --> 02:14:00.080]  course of just recourse is there what legitimate action can we take now you
[02:14:00.080 --> 02:14:03.600]  actually have to think about it we've tried using our words we've tried using
[02:14:03.600 --> 02:14:07.960]  our arguments we've tried using the structure of the law what else is there
[02:14:07.960 --> 02:14:11.720]  at this point I don't believe in violence I want to go about things
[02:14:11.720 --> 02:14:15.480]  peacefully I just want to run a legitimate campaign and participate in
[02:14:15.480 --> 02:14:19.000]  democracy and let the good people of this city determine for themselves who has
[02:14:19.000 --> 02:14:23.400]  the best vision for this city a sanctuary city by the way higher taxes
[02:14:23.400 --> 02:14:29.960]  than ever higher murder rate the New York City gun crime up 200% in the past year
[02:14:29.960 --> 02:14:37.640]  alone refugees refugees illegal migrants you're becoming the
[02:14:37.640 --> 02:14:41.760]  east coast of San Francisco that's a hundred percent right and our
[02:14:41.760 --> 02:14:45.240]  politicians are the reason for those changes the people never consented to
[02:14:45.240 --> 02:14:48.760]  this we were never asked and so I'm out here trying to be a voice of the people
[02:14:48.760 --> 02:14:52.360]  and I'm very humbled and honored that so many people see me as just that but the
[02:14:52.360 --> 02:14:55.400]  thing is that's why you're that's why you're being banned is because you're
[02:14:55.400 --> 02:14:59.720]  smart you're effective my god you're not using a teleprompter I mean in the US
[02:14:59.720 --> 02:15:02.840]  you could run for president if you were a US citizen I mean you're smart you're
[02:15:02.840 --> 02:15:06.880]  good-looking you're well-spoken they're scared of you because if you ended up
[02:15:06.880 --> 02:15:11.880]  becoming mayor you'd fix the city and in a few years they'd have a real Canadian
[02:15:11.880 --> 02:15:16.640]  you know prime minister who's a sexy woman the left is scared of that I'm not
[02:15:16.640 --> 02:15:21.000]  I like it thanks Alex I appreciate that but you're a hundred percent right look
[02:15:21.000 --> 02:15:24.200]  censorship happens when powerful people feel threatened that's exactly what's
[02:15:24.200 --> 02:15:27.800]  happened look we're a little mayoral race here in Toronto and we've got Justin
[02:15:27.800 --> 02:15:32.560]  Trudeau's puppeteers now weighing in on my candidacy there's a lot stay there
[02:15:32.560 --> 02:15:36.080]  let's talk about that and and you're smart you said exponential I could have
[02:15:36.080 --> 02:15:38.800]  just said that word that's what I was breaking down it's just going straight
[02:15:38.800 --> 02:15:43.280]  up it's it's exponential it's logarithmic and when we come back we're gonna ask
[02:15:43.280 --> 02:15:47.080]  where do they go next and how do we respond because I'm telling you folks
[02:15:47.080 --> 02:15:50.400]  this is the main assault they're not playing games they're coming for
[02:15:50.400 --> 02:15:52.840]  everybody
[02:15:54.280 --> 02:15:58.560]  it's a no-brainer a big Berkey water filter is the one you need period you
[02:15:58.560 --> 02:16:02.400]  need a water filter that removes chlorine fluoride pharmaceuticals BPA and
[02:16:02.400 --> 02:16:06.600]  other endocrine disruptors pesticides bacteria viruses and much more right and
[02:16:06.600 --> 02:16:10.080]  does it all at only two cents per gallon get the original most trusted name in
[02:16:10.080 --> 02:16:14.200]  gravity water filtration big Berkey and now GCN listeners receive 5% off
[02:16:14.200 --> 02:16:19.680]  ceramic filter systems using code GCN call or click 1-877-99 Berkey or big
[02:16:19.680 --> 02:16:27.480]  Berkey water filters calm that's 1-877-99 BERKEY hear that that's the sound of a
[02:16:27.480 --> 02:16:32.240]  house being trashed while a gang of thieves ransacked the place and what
[02:16:32.240 --> 02:16:37.160]  they don't steal will be destroyed this year resolved not to be the next
[02:16:37.160 --> 02:16:41.840]  victim of a break in go to fake TV calm and discover a device that creates the
[02:16:41.840 --> 02:16:46.760]  illusion someone inside is watching TV even when your miles away security is a
[02:16:46.760 --> 02:16:51.760]  mindset and fake TV should be part of your security solution be vigilant but
[02:16:51.760 --> 02:16:57.160]  not fearful fake TV calm most of you know that heart disease is the number
[02:16:57.160 --> 02:17:01.800]  one silent killer in the US what if I told you for just 54 95 a month you
[02:17:01.800 --> 02:17:05.840]  could fight against heart disease naturally at heart and body extract we've
[02:17:05.840 --> 02:17:09.280]  been helping thousands of people get back to a healthier heart don't just take
[02:17:09.280 --> 02:17:13.960]  my word for it check out all of the success stories at HB extract calm or
[02:17:13.960 --> 02:17:23.240]  to order call 866 295 5305 that's 866 295 5305 HB extract calm don't risk it
[02:17:23.240 --> 02:17:27.600]  when you can take charge of it hunters anglers campers and survivalists get
[02:17:27.600 --> 02:17:31.760]  back to nature expand your horizons with the highest quality most versatile
[02:17:31.760 --> 02:17:36.240]  unique sling shots and sling bows on the market at sling bow dot com sling bow
[02:17:36.240 --> 02:17:40.720]  products are compact and models start from just 1798 they're perfect for your
[02:17:40.720 --> 02:17:44.680]  bug out bag or storing in your vehicle give yourself and your loved ones the
[02:17:44.680 --> 02:17:49.480]  excitement and tradition of sling bow a new frontier in archery and truly modern
[02:17:49.480 --> 02:17:53.920]  twist on this primitive survival tool feel the thrill only at sling bow dot
[02:17:53.920 --> 02:18:01.120]  com stress is a natural part of life work family friends and everyday
[02:18:01.120 --> 02:18:06.240]  accidents can put a lot of strain on the body and your mood don't let life weigh
[02:18:06.240 --> 02:18:11.040]  you down happy is a powerful mood and stress support formula that has your
[02:18:11.040 --> 02:18:15.880]  back against life's daily inconveniences made with ancient ingredients used for
[02:18:15.880 --> 02:18:21.080]  thousands of years happy's can help you take back the day with our powerhouse
[02:18:21.080 --> 02:18:26.160]  formula happy's can be an important part of your daily supplement routine with
[02:18:26.160 --> 02:18:30.600]  poor diet and the constant on and off of your work life it's more important than
[02:18:30.600 --> 02:18:35.640]  ever to support your body in the fight against stress with powerful ingredients
[02:18:35.640 --> 02:18:41.160]  combined to help support the mind and body happy's helps support during stress
[02:18:41.160 --> 02:18:46.040]  promotes overall well-being and helps support your mood don't live your life
[02:18:46.040 --> 02:18:50.520]  bogged down help your body overcome the effects of daily stress and pressure
[02:18:50.520 --> 02:18:58.160]  today with happy's from info wars store dot com Alex Jones here with an
[02:18:58.160 --> 02:19:02.480]  extremely exciting announcement that will be a gift to yourself and a gift to
[02:19:02.480 --> 02:19:06.600]  the info war to fight the globalist limited free society several years ago I
[02:19:06.600 --> 02:19:11.240]  set out with top formulators in the u.s. to create the strongest most
[02:19:11.240 --> 02:19:18.400]  concentrated over-the-top stamina libido workout brain formula that is safe I
[02:19:18.400 --> 02:19:22.280]  know from using this myself the last few months and from seeing my friends and
[02:19:22.280 --> 02:19:25.720]  family use it that this new product is going to end up being the number one
[02:19:25.720 --> 02:19:29.920]  best-selling product info wars life dot com because it works so well this is a
[02:19:29.920 --> 02:19:33.440]  gift you want to give yourself and then rest assured you're finding the info war
[02:19:33.440 --> 02:19:39.920]  so it's a total absolute sure win no lose equation try alpha power exclusively
[02:19:39.920 --> 02:19:43.680]  available info wars life dot com for yourself ladies and gentlemen it's non
[02:19:43.680 --> 02:19:47.520]  GMO it's for your brain it's for sports it's for activities and it's made in the
[02:19:47.520 --> 02:19:52.920]  u.s. day get your alpha power today at info wars life dot com everybody needs to
[02:19:52.920 --> 02:20:03.920]  try alpha power today you're listening to the alex jones show
[02:20:10.920 --> 02:20:16.800]  you thought the lead in winter would bring you down forever but you rode
[02:20:16.800 --> 02:20:23.560]  upon a steamer to the violence of the sun from the front lines of the
[02:20:23.560 --> 02:20:29.080]  information war it's alex jones
[02:20:29.080 --> 02:20:45.720]  you can just open the estimate question good morning sorry I must have missed my
[02:20:45.720 --> 02:21:01.560]  invitation mail my name is big
[02:21:01.560 --> 02:21:20.000]  let's face me let's face me let's face speak let's face me
[02:21:20.000 --> 02:21:23.960]  this is the whole culture of the authoritarian left is they want to
[02:21:23.960 --> 02:21:27.320]  shut down free speech they want to shut down competition they want to have
[02:21:27.320 --> 02:21:31.640]  reg systems they they should all be voted out but see they know you're trying to
[02:21:31.640 --> 02:21:35.640]  vote them out so faith Goldie running for mayor in Toronto I'll take a few calls
[02:21:35.640 --> 02:21:40.200]  that tie into what you're dealing with but what's coming next because you were
[02:21:40.200 --> 02:21:45.160]  talking about that this exponential acceleration and now your your own
[02:21:45.160 --> 02:21:51.480]  prime minister's crew is now commenting on you yeah well I think what comes next
[02:21:51.480 --> 02:21:56.160]  is first of all their pool of who they decide to prey on expanse you know this
[02:21:56.160 --> 02:22:00.320]  is a classic case of first they came from reform at first they came for faith
[02:22:00.320 --> 02:22:05.640]  Goldie and next who are they coming for in this country and besides that I think
[02:22:05.640 --> 02:22:10.560]  that full on personing is what's in store keep in mind I've already been banned
[02:22:10.560 --> 02:22:15.480]  from places like PayPal, Patreon and now I'm being censored from a legitimate
[02:22:15.480 --> 02:22:22.400]  democratic process so I think what would be I think becoming of any sort of
[02:22:22.400 --> 02:22:26.360]  political institution in America I have tremendous tremendous more hope in the
[02:22:26.360 --> 02:22:31.840]  interim and near term than I do for Canada at least for a couple more years
[02:22:31.840 --> 02:22:37.080]  President Donald Trump has to begin regulating some of these online
[02:22:37.080 --> 02:22:42.680]  monopolies at the very least as public utilities so that they cannot discriminate
[02:22:42.680 --> 02:22:48.640]  against people based on their their political ideology which is to say you
[02:22:48.640 --> 02:22:51.680]  know it doesn't matter if you're right left or center your tax they're still
[02:22:51.680 --> 02:22:55.240]  gonna turn on and your toilet's still gonna flush it should be the same for
[02:22:55.240 --> 02:22:59.440]  the internet because I'll tell you right now the mainstream media there is no
[02:22:59.440 --> 02:23:04.120]  hope or future for right-wingers and nationalists and common-sense conservatives
[02:23:04.120 --> 02:23:09.680]  on those streams our only hope is through the true democratization of data in
[02:23:09.680 --> 02:23:14.680]  the internet if we lose that battle and we see Google moving more and more
[02:23:14.680 --> 02:23:19.000]  towards essentially becoming the puppets of the Chinese as opposed to you
[02:23:19.000 --> 02:23:22.240]  know that even the puppets of the Pentagon never mind the actual American
[02:23:22.240 --> 02:23:29.320]  people we will lose this war which you are so accurate to point this is a war
[02:23:29.320 --> 02:23:32.600]  yes we are winning battles here there and everywhere and I'm actually very
[02:23:32.600 --> 02:23:36.920]  optimistic about how well the nationalistic movement is doing across
[02:23:36.920 --> 02:23:42.600]  the entire Western world however it is precisely because of our success that
[02:23:42.600 --> 02:23:50.280]  our enemies have now been sensitive become sensitive to our ambitions and
[02:23:50.280 --> 02:23:57.040]  our abilities to succeed even more because of course as it was with Nigel
[02:23:57.040 --> 02:24:02.760]  Farage Donald Trump Marine Le Pen to a lesser degree these nationalistic
[02:24:02.760 --> 02:24:07.920]  messages once they get any oxygen they spread like wildfire because the common
[02:24:07.920 --> 02:24:13.200]  person has said we've tried it your way socialist and it doesn't work our lives
[02:24:13.200 --> 02:24:19.560]  are far worse off for it and and so the only way we can get out and let people
[02:24:19.560 --> 02:24:24.640]  know that hey our guys are running hey there are there's an alternative out
[02:24:24.640 --> 02:24:29.720]  there is really through the internet and so I feel very fortunate that I do have
[02:24:29.720 --> 02:24:35.600]  somewhat of a platform and a I don't even want to say it out loud because God
[02:24:35.600 --> 02:24:38.880]  forbid that they do the same thing to me Alex that they've done to you kick me
[02:24:38.880 --> 02:24:41.880]  off Twitter and the rest of it you know that's the plan and they're just setting
[02:24:41.880 --> 02:24:45.400]  the precedent so they'll get to you and that's why we have to act against these
[02:24:45.400 --> 02:24:48.600]  groups we also have to create our own systems to counter it but when we do that
[02:24:48.600 --> 02:24:52.440]  like gab.com and info wars they try to actually physically shut down our
[02:24:52.440 --> 02:24:58.680]  sites themselves a new NPC meme crash SJW a programming strikes fear into lives
[02:24:58.680 --> 02:25:06.000]  and it shows the video game image of a non-player or a conformist and if you
[02:25:06.000 --> 02:25:11.160]  look at it it's right out of THX 1138 that will come out of break and play and
[02:25:11.160 --> 02:25:14.640]  then go to some phone calls but I mean this is really who they are they are a
[02:25:14.640 --> 02:25:18.600]  bunch of followers run by big mega corporations that work with authoritarian
[02:25:18.600 --> 02:25:23.080]  China and others to literally kill dissidents and so we ask why are they
[02:25:23.080 --> 02:25:26.280]  being so tyrannical because they've done it around the world and they're
[02:25:26.280 --> 02:25:33.400]  making their move on us and the compact the cultural and spiritual
[02:25:33.400 --> 02:25:39.520]  agreement the social compact that the West had was let people be free let them
[02:25:39.520 --> 02:25:44.120]  be open have a level playing field that will create renaissance and it does but
[02:25:44.120 --> 02:25:48.480]  now we're having the renaissance and culture stolen by the new authoritarians
[02:25:48.480 --> 02:25:52.880]  who don't play by the rules and we're sitting here being abused by them we've
[02:25:52.880 --> 02:25:57.840]  come from this egalitarian open society and they are destroying us because we're
[02:25:57.840 --> 02:26:03.360]  not standing up against them absolutely I this is why I love the NPC meme to be
[02:26:03.360 --> 02:26:06.680]  honest and I think it's pretty cool to be able to talk about the NPC meme with
[02:26:06.680 --> 02:26:10.600]  Alex Jones right now I have to say I feel very privileged at this moment but
[02:26:10.600 --> 02:26:15.520]  look humans have gone from the Western world which was home to never mind the
[02:26:15.520 --> 02:26:19.960]  reformation but the renaissance the peak of all arts philosophy even
[02:26:19.960 --> 02:26:27.440]  mathematics culture trade commerce just civilization has now essentially begun
[02:26:27.440 --> 02:26:33.160]  to breed these human automatons you're unable to use basic tenants of free
[02:26:33.160 --> 02:26:38.240]  speech and critical thinking let alone to be creative in the process let alone
[02:26:38.240 --> 02:26:43.040]  to stir any sort of inspiration in the soul of man while doing so so so that's
[02:26:43.040 --> 02:26:47.480]  why I think the NPC meme is just so salient for those who have been you
[02:26:47.480 --> 02:26:53.640]  know for lack of a better term Redfield who have emerged from the matrix of this
[02:26:53.640 --> 02:26:58.520]  chorus this this this socialist chorus that is rammed down our throats from
[02:26:58.520 --> 02:27:05.480]  every pulpit in academia media and what have you and and I got into a little bit
[02:27:05.480 --> 02:27:09.400]  of a debate last night when I was trying to make my way into another one of the
[02:27:09.400 --> 02:27:14.280]  debates I wasn't invited to and talking to this soy boy and this absolute cat
[02:27:14.280 --> 02:27:20.600]  lady it was like two NPC memes these people are just regurgitating old tropes
[02:27:20.600 --> 02:27:25.520]  and are completely lifeless and spiritless and don't understand the
[02:27:25.520 --> 02:27:31.000]  depths to which they their arguments are nonsensical but this is the thing is
[02:27:31.000 --> 02:27:35.440]  that because we have brought we've taken free speech out of the equation these
[02:27:35.440 --> 02:27:41.480]  people are not equipped to engage with our arguments and that's why they have
[02:27:41.480 --> 02:27:45.120]  to censor us they don't have another that's right there's an exponential in
[02:27:45.120 --> 02:27:48.640]  envy of you're a moron idiot in the system they got three degrees that are
[02:27:48.640 --> 02:27:53.280]  worthless it's not your fault it's it's it's faith Goldie's fault it's Donald
[02:27:53.280 --> 02:27:58.160]  Trump's fault and so they can just pull us down then they could be somebody so
[02:27:58.160 --> 02:28:03.560]  our mere existence is what sends them into fits of rage right absolutely and
[02:28:03.560 --> 02:28:07.160]  that's why I pray for this continual illumination of conscious for so many
[02:28:07.160 --> 02:28:11.960]  folks because of course these these NPCs and really the ringleaders who are at
[02:28:11.960 --> 02:28:16.200]  the top right here who are leading these sheep to the slaughter they are so
[02:28:16.200 --> 02:28:21.600]  effective in deploying the solid linsky textbook rules for radicals this
[02:28:21.600 --> 02:28:26.280]  business of ridicule being man's most potent weapon labeling you all sorts of
[02:28:26.280 --> 02:28:30.720]  evils under the sun and same goes for me that's for certain but people have to
[02:28:30.720 --> 02:28:33.880]  wake up and realize they're only calling us those names they don't want you to
[02:28:33.880 --> 02:28:38.400]  hear our actual message we're gonna take phone calls with fake Goldie straight
[02:28:38.400 --> 02:28:43.280]  ahead and look at NYPD looks to charge nine Proud Boys with salt in Manhattan
[02:28:43.280 --> 02:28:47.120]  for fighting back against people attacking them with bottles and fest the
[02:28:47.120 --> 02:28:51.640]  ultimate crime standing up against a pencil neck professor who wants to kill
[02:28:51.640 --> 02:28:54.560]  you with a bottle over your head
[02:28:54.560 --> 02:28:58.600]  healthcare reform is confusing but whether it's finding an affordable
[02:28:58.600 --> 02:29:02.400]  insurance plan keeping your doctor or being able to afford needed prescriptions
[02:29:02.400 --> 02:29:06.560]  navigating the health care system has become a challenge control your own
[02:29:06.560 --> 02:29:10.080]  health care costs and choices with Liberty Health Share Liberty Health Share
[02:29:10.080 --> 02:29:14.120]  is not insurance it is an association of self-pay patients who unite with
[02:29:14.120 --> 02:29:17.640]  like-minded people to share the cost of each other's medical needs neighbor
[02:29:17.640 --> 02:29:22.200]  helping neighbor learn more now by going to liberty on call org that's liberty
[02:29:22.200 --> 02:29:27.320]  on call dot org never wonder how Bitcoin and Ethereum were created
[02:29:27.320 --> 02:29:31.200]  Versaille media has helped hundreds of companies and individuals make their own
[02:29:31.200 --> 02:29:35.160]  cryptocurrency decentralized blockchain solutions are making the world more
[02:29:35.160 --> 02:29:39.240]  transparent and giving power back to the people Versaille media has helped
[02:29:39.240 --> 02:29:42.960]  companies raised tens of millions in the past year alone structuring and
[02:29:42.960 --> 02:29:47.120]  marketing ICOs to the thirsty crypto public worldwide don't miss the
[02:29:47.120 --> 02:29:53.240]  cryptocurrency revolution visit Versaille media dot com V-E-R-C-E-L media dot
[02:29:53.240 --> 02:29:59.800]  com it's really hard to have the energy at the end of the day to still get to
[02:29:59.800 --> 02:30:04.240]  the gym or to go for a run or go to the park or heck even take your dogs or walk
[02:30:04.240 --> 02:30:08.800]  believe me I know I spend hours in front of a screen and then hours in front of
[02:30:08.800 --> 02:30:13.720]  bright lights every day but thanks to supermail vitality at infowarstore.com
[02:30:13.720 --> 02:30:18.480]  I still have that energy there's no way I could have the energy at the end of a
[02:30:18.480 --> 02:30:22.200]  long day to fight back against the chemicals and the food and water to
[02:30:22.200 --> 02:30:25.520]  fight back against the modern-day lifestyle with the screen time and the
[02:30:25.520 --> 02:30:30.920]  extended hours to still have the stamina and endurance energy and drive to get to
[02:30:30.920 --> 02:30:36.880]  the gym get to the park and get exercise that you need for your health so go to
[02:30:36.880 --> 02:30:40.800]  infowarstore.com and get supermail vitality before it's gone this is
[02:30:40.800 --> 02:30:46.240]  actually our last run of supermail vitality so I want you to experience
[02:30:46.240 --> 02:30:52.480]  supermail vitality before it's too late unleash the supermail in you supermail
[02:30:52.480 --> 02:30:59.200]  vitality.com. As the years go by it gets harder and harder to keep up with your
[02:30:59.200 --> 02:31:04.160]  body's nutritional needs with changes in diet unnatural ingredients and stress
[02:31:04.160 --> 02:31:08.560]  you may not be able to get all the necessary nutrients amino acids vitamins
[02:31:08.560 --> 02:31:13.200]  and minerals needed daily that's why info wars life created the powerful
[02:31:13.200 --> 02:31:17.600]  vitamin mineral fusion formula the new platinum standard of advanced multi
[02:31:17.600 --> 02:31:22.440]  vitamin formulation vitamin mineral fusion uses a unique delivery system to
[02:31:22.440 --> 02:31:26.160]  maximize the effects and give your body the tools it needs to support your body
[02:31:26.160 --> 02:31:31.120]  using a proprietary process we've managed to make this powerhouse formula into a
[02:31:31.120 --> 02:31:35.400]  delicious concentrated drink mix that's loaded with high quality ingredients
[02:31:35.400 --> 02:31:40.040]  perfect for a hot summer day or relaxing at home vitamin mineral fusion is
[02:31:40.040 --> 02:31:44.080]  loaded with 34 different essential vitamins minerals amino acids and more
[02:31:44.080 --> 02:31:48.360]  start supporting your body's needs in a great tasting natural and affordable
[02:31:48.360 --> 02:31:55.280]  drink mix with vitamin mineral fusion today available at infowarstore.com
[02:31:55.280 --> 02:31:59.680]  the scientists at info wars life have created a powerful formula for
[02:31:59.680 --> 02:32:04.320]  inflammatory support and joint support discover the power of ancient medicine
[02:32:04.320 --> 02:32:09.080]  with bodies bodies contains one of the most potent forms of turmeric available
[02:32:09.080 --> 02:32:12.760]  turmeric has been used for thousands of years and is one of the most studied
[02:32:12.760 --> 02:32:16.720]  herbals today it is well known in traditional medicine for its soothing
[02:32:16.720 --> 02:32:21.480]  properties our pure turmeric extract plus peppering from black pepper makes for
[02:32:21.480 --> 02:32:26.040]  optimal absorption to help boost and support your flexibility mobility joint
[02:32:26.040 --> 02:32:30.760]  function immune system and so much more regular turmeric root from the store
[02:32:30.760 --> 02:32:35.200]  only contains 1 to 5 percent of active ingredients but our turmeric root
[02:32:35.200 --> 02:32:40.240]  extract contains over 95 percent of the active ingredients bodies combines
[02:32:40.240 --> 02:32:45.800]  turmeric with organic herbs such as spearmint sage lemon balm and thyme to
[02:32:45.800 --> 02:32:50.240]  work synergistically for full-body support try bodies today at info wars
[02:32:50.240 --> 02:32:57.240]  life.com or call us at 1-88-253-3139
[02:32:57.240 --> 02:33:20.080]  you're listening to the alex jones show resistance to tyrants is obedience to
[02:33:20.080 --> 02:33:27.720]  god it's alex jones hey listen I'm not complaining I knew we were up against a
[02:33:27.720 --> 02:33:32.560]  bunch of knuckle dragon tyrants and authoritarians funded by big giant
[02:33:32.560 --> 02:33:35.600]  med corporations with people worth hundreds of billions running them that
[02:33:35.600 --> 02:33:40.600]  are above the law where were the authoritarian China but they banned us
[02:33:40.600 --> 02:33:45.600]  from online advertising almost everywhere they've tried to ban us from
[02:33:45.600 --> 02:33:49.000]  using computer programs they've they've had George Soros and Hillary Clinton
[02:33:49.000 --> 02:33:54.400]  funding groups Sumi they've paid people to tell huge lies they've gone after and
[02:33:54.400 --> 02:33:58.560]  gotten five of our payment processors and then they harassed the ones we've
[02:33:58.560 --> 02:34:03.080]  got left trying to shut in full wars down we know we're dealing with bad
[02:34:03.080 --> 02:34:07.120]  people and we're not gonna roll over to them you know the average slave of the
[02:34:07.120 --> 02:34:10.700]  political system gets nothing from it but they feel like they're part of the
[02:34:10.700 --> 02:34:14.560]  power structure they know we're not Nazis they know we're not all these
[02:34:14.560 --> 02:34:20.480]  things they call us they want power and their followers not trailblazers and the
[02:34:20.480 --> 02:34:24.760]  West has been so free and so open we've allowed mainly weird crazy leftists
[02:34:24.760 --> 02:34:28.800]  cat ladies and other people that have real problems with folks nothing is
[02:34:28.800 --> 02:34:33.040]  people that have cats I got cats to go out and it's just it's a stereotypes real
[02:34:33.040 --> 02:34:37.000]  though to go out and literally try to take over society so they've taken our
[02:34:37.000 --> 02:34:41.680]  tolerance as a way to try to attack us because we've lost our instinct to fight
[02:34:41.680 --> 02:34:46.640]  back that's why they're not letting Faith Goldie run her ad you're about to
[02:34:46.640 --> 02:34:49.040]  see the censored ad right now I'm gonna run it for a few weeks here on there
[02:34:49.040 --> 02:34:51.880]  just because they're trying to stop us in an act of defiance because whatever
[02:34:51.880 --> 02:34:55.360]  they're trying to ban you better believe is the answer to what they're doing and
[02:34:55.360 --> 02:35:00.600]  it is the wholesomeness of her ad it's like members of Congress and stuff
[02:35:00.600 --> 02:35:04.600]  running for reelection where it's a mom going here's my son and my daughter and
[02:35:04.600 --> 02:35:08.000]  here's our horse ranch and we go to church on Sunday believe in America
[02:35:08.000 --> 02:35:13.040]  boom that's banned on Twitter because it is wholesome it's not a five-year-old
[02:35:13.040 --> 02:35:18.440]  getting a sex change or you know all the stuff the globalists are into so don't
[02:35:18.440 --> 02:35:21.600]  forget info or store.com and forestlife.com the biggest sales in our
[02:35:21.600 --> 02:35:26.600]  history 50% off store-wide on the supplements 35% off on high-quality
[02:35:26.600 --> 02:35:30.200]  storeable foods water filtration and oil filtration have big deals free
[02:35:30.200 --> 02:35:34.720]  shipping and 50% off of the supplements it's Christmas Black Friday and of
[02:35:34.720 --> 02:35:39.000]  course Cyber Monday all rolled into one in case they do get our last processor
[02:35:39.000 --> 02:35:43.360]  little secret it was our last until last few days and now it's a lot more
[02:35:43.360 --> 02:35:47.080]  processors but we know it's a lack of mold situation so just get your orders
[02:35:47.080 --> 02:35:51.160]  in now the big sales there even though we're gonna sell out of X2 and Brain
[02:35:51.160 --> 02:35:55.560]  Force well before December because I was gonna dole these out in sales it's all
[02:35:55.560 --> 02:36:00.680]  going now so bodies ultimate turmeric formula you name it get it today show
[02:36:00.680 --> 02:36:04.400]  faith I want to get to a few calls while you're with us ties into anti-fun
