[00:00:01.000 --> 00:00:16.000]  Intro Music
[02:05:53.430 --> 02:06:02.430]  More power, more strength, more energy.
[02:06:02.430 --> 02:06:08.430]  You are listening to an Infowars.com frontline report.
[02:06:08.430 --> 02:06:20.430]  If you are receiving this transmission, you are the resistance.
[02:06:20.430 --> 02:06:29.430]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[02:06:29.430 --> 02:06:30.430]  All right.
[02:06:30.430 --> 02:06:32.430]  Dr. Rima Lebo is here with us.
[02:06:32.430 --> 02:06:34.430]  She's about to lay out what's coming next.
[02:06:34.430 --> 02:06:40.430]  She already predicted what was coming with absolute accuracy back in 2009 here on this show,
[02:06:40.430 --> 02:06:44.430]  on a show we produced together with Jesse Ventura that has been super viral since,
[02:06:44.430 --> 02:06:49.430]  despite the fact that Deep State literally tried to suppress it.
[02:06:49.430 --> 02:06:52.430]  And I'm not supposed to get into this because I signed a non-disclosure agreement,
[02:06:52.430 --> 02:06:55.430]  but people on the set got killed after this came out.
[02:06:55.430 --> 02:06:59.430]  They got threatened never to do it again, and they pulled it off the DVRs.
[02:06:59.430 --> 02:07:05.430]  The episode she's in, they went completely ape over because it slipped out, had top ratings,
[02:07:05.430 --> 02:07:07.430]  and we all know what happened after that.
[02:07:07.430 --> 02:07:08.430]  But she was getting into it.
[02:07:08.430 --> 02:07:12.430]  Albert Settlebein, who headed up all these important top military agencies,
[02:07:12.430 --> 02:07:17.430]  we can put his bio up on screen, but he knew what was going on.
[02:07:17.430 --> 02:07:19.430]  He was fighting the tyrants worldwide.
[02:07:19.430 --> 02:07:22.430]  She was breaking down when they visited the U.S.
[02:07:22.430 --> 02:07:24.430]  She believes she's a medical doctor.
[02:07:24.430 --> 02:07:25.430]  He got poisoned.
[02:07:25.430 --> 02:07:28.430]  But she knows once he got in the system, they were trying to basically euthanize him.
[02:07:28.430 --> 02:07:31.430]  Please continue with what happened.
[02:07:31.430 --> 02:07:39.430]  So after the doctor waltzed into his room and put something into his femoral artery,
[02:07:39.430 --> 02:07:44.430]  he collapsed, or femoral vein, I can't say which.
[02:07:44.430 --> 02:07:47.430]  He collapsed and was taken to the ICU.
[02:07:47.430 --> 02:07:51.430]  Now, when a patient goes to the ICU, they do tests.
[02:07:51.430 --> 02:07:53.430]  They do blood gases.
[02:07:53.430 --> 02:07:59.430]  They do all kinds of tests on their physiology to figure out what's wrong,
[02:07:59.430 --> 02:08:01.430]  what's working, what's not working.
[02:08:01.430 --> 02:08:07.430]  Otherwise, they can't really guide any kind of treatment that's designed to save their life,
[02:08:07.430 --> 02:08:10.430]  reverse the reason that they got to the ICU.
[02:08:10.430 --> 02:08:12.430]  It's kind of logical.
[02:08:12.430 --> 02:08:15.430]  What they did, and we have the medical records to prove it,
[02:08:15.430 --> 02:08:20.430]  is they canceled all the tests that were ordered on this comatose patient
[02:08:20.430 --> 02:08:24.430]  who was wheeled in an emergency into the ICU.
[02:08:24.430 --> 02:08:29.430]  Those tests were later ordered again by the ICU doctor,
[02:08:29.430 --> 02:08:33.430]  who obviously hadn't been read into the program.
[02:08:33.430 --> 02:08:37.430]  She said, I can't treat him without having the laboratory values.
[02:08:37.430 --> 02:08:39.430]  What do I do?
[02:08:39.430 --> 02:08:41.430]  The tests were canceled again.
[02:08:41.430 --> 02:08:44.430]  According to the medical records, which I have,
[02:08:44.430 --> 02:08:49.430]  and which were introduced into court in the wrongful death civil suit that I brought
[02:08:49.430 --> 02:08:55.430]  and was screwed entirely by the lawyer that I hired,
[02:08:55.430 --> 02:09:02.430]  according to the medical records, the tests were canceled with the notation patient deceased,
[02:09:02.430 --> 02:09:05.430]  only he wasn't dead yet.
[02:09:05.430 --> 02:09:08.430]  It took a number of hours for him to actually die.
[02:09:08.430 --> 02:09:10.430]  He died in my arms.
[02:09:10.430 --> 02:09:13.430]  I did not know that the tests had been canceled at that time.
[02:09:13.430 --> 02:09:16.430]  I didn't know that until I got the medical records.
[02:09:16.430 --> 02:09:21.430]  I saw that there was a specific attempt to kill him
[02:09:21.430 --> 02:09:27.430]  by making sure that no treatment could be guided that might possibly save his life.
[02:09:27.430 --> 02:09:29.430]  I would call this murder.
[02:09:29.430 --> 02:09:31.430]  I would too, but we know why they want to get him.
[02:09:31.430 --> 02:09:34.430]  Why don't you talk a little bit before you get into the presentation about Burt,
[02:09:34.430 --> 02:09:39.430]  because they admit this guy basically wrote so much of the modern doctrine,
[02:09:39.430 --> 02:09:44.430]  ran the secret operations worldwide, was like the most highly respected guy up there,
[02:09:44.430 --> 02:09:49.430]  running special operations for decades and just everything else, basically secret projects.
[02:09:49.430 --> 02:09:53.430]  They were really scared of what he knew because I know he wouldn't tell us on air.
[02:09:53.430 --> 02:09:55.430]  He would just say you were dead on.
[02:09:55.430 --> 02:09:57.430]  He knew it from his intel in the military.
[02:09:57.430 --> 02:10:00.430]  Did he ever – I know people aren't supposed to talk about classified stuff,
[02:10:00.430 --> 02:10:01.430]  but we're well past that now.
[02:10:01.430 --> 02:10:04.430]  Did he ever confide in you more information?
[02:10:04.430 --> 02:10:05.430]  Never.
[02:10:05.430 --> 02:10:06.430]  Never.
[02:10:06.430 --> 02:10:14.430]  He never confided anything in me or anyone else that he believed was covered by security secrecy requirements.
[02:10:14.430 --> 02:10:15.430]  Never.
[02:10:15.430 --> 02:10:22.430]  He was a man of absolute conviction and total ethical centeredness.
[02:10:22.430 --> 02:10:26.430]  But he did say on air you were dead on and that you'd already figured it out.
[02:10:26.430 --> 02:10:27.430]  Absolutely.
[02:10:27.430 --> 02:10:29.430]  So did you know you were married to a guy that knew all this,
[02:10:29.430 --> 02:10:31.430]  and then once you figured it out he goes, yeah, honey, that's all true.
[02:10:31.430 --> 02:10:35.430]  Actually, he learned most of what was going on about the deep state from me.
[02:10:35.430 --> 02:10:36.430]  Wow.
[02:10:36.430 --> 02:10:38.430]  Because he had drunk the Kool-Aid.
[02:10:38.430 --> 02:10:40.430]  His father was a West Point graduate.
[02:10:40.430 --> 02:10:41.430]  He was a West Point graduate.
[02:10:41.430 --> 02:10:47.430]  He believed he was fighting for good and truth and democracy and all that.
[02:10:47.430 --> 02:10:51.430]  Sure, but once he shifted his perspective, then he could see what he was really seeing.
[02:10:51.430 --> 02:10:52.430]  Exactly.
[02:10:52.430 --> 02:10:53.430]  Exactly.
[02:10:53.430 --> 02:10:58.430]  And that happened because I refused to stop providing him with information.
[02:10:58.430 --> 02:11:07.430]  And finally got him a piece of information that was so compelling to him that he said, wait, what?
[02:11:07.430 --> 02:11:10.430]  If this is true, what the hell else is true?
[02:11:10.430 --> 02:11:14.430]  And he opened up this can of huge and hideous worms,
[02:11:14.430 --> 02:11:22.430]  and he basically entered into what one must call a dark night of the soul and reformatted his entire world,
[02:11:22.430 --> 02:11:24.430]  his entire belief system.
[02:11:24.430 --> 02:11:31.430]  And it turned out that his incredibly brilliant analysis supported what I'd been saying all along,
[02:11:31.430 --> 02:11:36.430]  but he didn't believe me because that couldn't possibly be true until it was true.
[02:11:36.430 --> 02:11:40.430]  Well, that happened with my mom's brother who worked in special operations once he woke up.
[02:11:40.430 --> 02:11:41.430]  That was when I was a little kid.
[02:11:41.430 --> 02:11:42.430]  I didn't wake him up.
[02:11:42.430 --> 02:11:46.430]  And then I had another family member that wasn't an evil person but believed in the globalist plan,
[02:11:46.430 --> 02:11:51.430]  and then watching my show when I was younger he had that same epiphany and shifted and woke up
[02:11:51.430 --> 02:11:55.430]  because you believe you're doing good, you're compartmentalized, but once you see the bigger plan,
[02:11:55.430 --> 02:11:57.430]  now you see what you're really involved in.
[02:11:57.430 --> 02:12:02.430]  So let's continue and then get into your big breakdown.
[02:12:02.430 --> 02:12:12.430]  So when General Burt understood that although I may be insane, I was all correct,
[02:12:12.430 --> 02:12:17.430]  I mean, you know, being right and being sane are really orthogonal to one another.
[02:12:17.430 --> 02:12:18.430]  They're not the same thing.
[02:12:18.430 --> 02:12:26.430]  But he realized that he had to take his warrior mentality, presence, and heart
[02:12:26.430 --> 02:12:31.430]  and put it into the battle that had to be fought to save humanity.
[02:12:31.430 --> 02:12:32.430]  It's that simple.
[02:12:32.430 --> 02:12:37.430]  And we are now at an end point, the end game, one might say.
[02:12:37.430 --> 02:12:43.430]  You see, the Fabian socialists or the globalists before the 20th century began
[02:12:43.430 --> 02:12:46.430]  and during the entire 20th century had their plans laid out.
[02:12:46.430 --> 02:12:48.430]  What they didn't have was the science.
[02:12:48.430 --> 02:12:53.430]  And so they paid for the science and they directed the science
[02:12:53.430 --> 02:12:57.430]  and they used philanthropy and government influence which they bought
[02:12:57.430 --> 02:13:03.430]  and which they created over decades and decades worldwide.
[02:13:03.430 --> 02:13:06.430]  They penetrated every government on the planet
[02:13:06.430 --> 02:13:12.430]  and they created the science that would allow them to take control of our DNA,
[02:13:12.430 --> 02:13:18.430]  to turn us into parts of the Internet of Things, their servants, their underclass,
[02:13:18.430 --> 02:13:23.430]  their intermension, and leave them at the top, the neo-aristocrats.
[02:13:23.430 --> 02:13:29.430]  This plan has been in operation waiting only the science of genetic manipulation,
[02:13:29.430 --> 02:13:34.430]  post-microwave transmission, nanotechnology, et cetera.
[02:13:34.430 --> 02:13:38.430]  And now they have the science and they're ready to go.
[02:13:38.430 --> 02:13:45.430]  Yuval Harari tells us what they're ready to do to which I say, don't you dare.
[02:13:45.430 --> 02:13:47.430]  We're going to go to break in a few minutes.
[02:13:47.430 --> 02:13:48.430]  We'll have plenty of time.
[02:13:48.430 --> 02:13:52.430]  But I would not call you crazy at all, obviously an eccentric,
[02:13:52.430 --> 02:13:54.430]  but anybody that's smart is an eccentric.
[02:13:54.430 --> 02:13:56.430]  But you've been totally proven right.
[02:13:56.430 --> 02:14:00.430]  Everything you said in thousands of shows 20 years ago, 15 years ago,
[02:14:00.430 --> 02:14:01.430]  it's all come true.
[02:14:02.430 --> 02:14:04.430]  But that doesn't feel like vindication, does it,
[02:14:04.430 --> 02:14:06.430]  because I've predicted a lot of this as well,
[02:14:06.430 --> 02:14:08.430]  and it makes me sick that we couldn't stop it.
[02:14:08.430 --> 02:14:11.430]  It's irritating as hell, but we can stop it.
[02:14:11.430 --> 02:14:16.430]  And the way we stop it is through my very favorite law firm in the world,
[02:14:16.430 --> 02:14:17.430]  Hubbub and Uproar.
[02:14:17.430 --> 02:14:19.430]  They operate in every country.
[02:14:19.430 --> 02:14:23.430]  And when enough of us, and you know this, Alex, you believe it in your gut
[02:14:23.430 --> 02:14:27.430]  and you've been working for it all these many lonely, difficult years,
[02:14:28.430 --> 02:14:30.430]  when enough people say,
[02:14:30.430 --> 02:14:36.430]  don't you dare, the three most important words of the free human being,
[02:14:36.430 --> 02:14:39.430]  when enough people say that effectively,
[02:14:39.430 --> 02:14:42.430]  what happens is that the globalists step back.
[02:14:42.430 --> 02:14:44.430]  Now, they will come around again.
[02:14:44.430 --> 02:14:47.430]  They will try it again, but we're smarter
[02:14:47.430 --> 02:14:50.430]  and we're more organized when they come back.
[02:14:50.430 --> 02:14:56.430]  And the way we do that has been set up to get out of the World Health Organization,
[02:14:56.430 --> 02:15:00.430]  the death star that's coming over the horizon toward us,
[02:15:00.430 --> 02:15:04.430]  to get out first of the World Health Organization
[02:15:04.430 --> 02:15:07.430]  by going to preventgenocide2030.org
[02:15:07.430 --> 02:15:15.430]  and bombarding your politicians with millions of emails and demands saying,
[02:15:15.430 --> 02:15:17.430]  get us out of the World Health Organization.
[02:15:17.430 --> 02:15:18.430]  All right, I totally agree.
[02:15:18.430 --> 02:15:19.430]  Stay there.
[02:15:19.430 --> 02:15:20.430]  We have the floor and we come back for the rest of the hour.
[02:15:20.430 --> 02:15:21.430]  I'm going to shut up and just let you go,
[02:15:21.430 --> 02:15:22.430]  but here's the thing that's riveting.
[02:15:22.430 --> 02:15:23.430]  There's four words, too.
[02:15:23.430 --> 02:15:29.430]  I do not submit and I do not accept your lies.
[02:15:29.430 --> 02:15:31.430]  And we just have to do that.
[02:15:31.430 --> 02:15:37.430]  So we've got all airtime worth in this hour, about 31 minutes of show left.
[02:15:37.430 --> 02:15:39.430]  So I'm going to try to shut up and come back
[02:15:39.430 --> 02:15:41.430]  and just go into your presentation we're going to see in California.
[02:15:41.430 --> 02:15:44.430]  Dr. Rima Labo, everybody needs to go to your website,
[02:15:44.430 --> 02:15:47.430]  needs to share it, preventgenocide2030.org.
[02:15:47.430 --> 02:15:51.430]  And soon we should have a commercial-free podcast that millions will see.
[02:15:52.430 --> 02:15:53.430]  And I'm going to try to get you on Joe Rogan.
[02:15:53.430 --> 02:15:54.430]  We'll be right back.
[02:15:54.430 --> 02:15:55.430]  Stay with us.
[02:15:57.030 --> 02:16:01.030]  1776 testosterone boost is back in stock.
[02:16:01.030 --> 02:16:07.030]  It is a private label of the number one best-selling natural testosterone booster on the market.
[02:16:07.030 --> 02:16:11.030]  It does incredible things for men, but women also love it.
[02:16:11.030 --> 02:16:15.030]  Ladies and gentlemen, you need to experience this product for yourself.
[02:16:15.030 --> 02:16:19.030]  I never have any issues in the libido department,
[02:16:19.030 --> 02:16:24.030]  but it's always good to supercharge it and take it to the next level.
[02:16:24.030 --> 02:16:29.030]  And I'm just going to tell you, bottom line, my wife is blown away.
[02:16:29.030 --> 02:16:32.029]  I am a Tyrannosaurus Rex in the sheets.
[02:16:32.029 --> 02:16:39.029]  And I'm telling you, at 49, I've got more energy in that department than I had when I was 18.
[02:16:39.029 --> 02:16:47.029]  And I owe it all to 1776 testosterone boost, now back in stock at infowarstorer.com.
[02:16:47.029 --> 02:16:51.029]  It's also great for your muscles, your body, your energy, your workouts.
[02:16:51.029 --> 02:16:55.029]  Get 1776 testosterone boost at infowarstorer.com.
[02:16:58.029 --> 02:17:07.029]  I intend to take the InfoWars armored truck out, or the InfoWars tank as it's so lovingly called.
[02:17:07.029 --> 02:17:11.029]  You came through yesterday and shopped at infowarstorer.com, so I'm going to be able to take the truck out.
[02:17:21.029 --> 02:17:22.029]  Let's go.
[02:17:52.029 --> 02:17:53.029]  Let's go.
[02:18:00.029 --> 02:18:03.029]  Humanity is in a fight for its very life.
[02:18:03.029 --> 02:18:09.029]  And InfoWars, for decades, has been at the very forefront of the fight for a pro-human future.
[02:18:09.029 --> 02:18:13.029]  We can't stay on air without your help, and I want to thank you all for your past support.
[02:18:13.029 --> 02:18:17.029]  And I want to encourage those of you that have never bought products at infowarstorer.com
[02:18:17.029 --> 02:18:20.029]  to go there and experience how amazing these products really are.
[02:18:20.029 --> 02:18:24.029]  Ultimate Bone Broth, finally sold out for over two years, back in stock.
[02:18:24.029 --> 02:18:27.029]  Real Red Pill Plus, simply amazing.
[02:18:27.029 --> 02:18:29.029]  Nitric boosts what it does for your heart.
[02:18:29.029 --> 02:18:31.029]  Cardiovascular, critical.
[02:18:31.029 --> 02:18:35.029]  All these products, like Ultimate Krill Oil, Ultimate Fish Oil, Supermelt Vitality,
[02:18:35.029 --> 02:18:39.029]  they're all available and in stock, ready to ship to you, right now at infowarstorer.com.
[02:18:39.029 --> 02:18:44.029]  And the final 1,200 signed copies of my book, The Great Reset and the War for the World,
[02:18:44.029 --> 02:18:48.029]  and I'm not going to sign any more after that, are exclusively available at infowarstorer.com as well.
[02:18:48.029 --> 02:18:52.029]  And the last month, I got a little busy, so I didn't sign the books, we didn't have them for sale.
[02:18:52.029 --> 02:18:54.029]  But now, I signed the last books, you can get them right now.
[02:18:59.029 --> 02:19:02.029]  Humanity is in a fight for its very life.
[02:19:02.029 --> 02:19:09.029]  And InfoWars, for decades, has been at the very forefront of the fight for a pro-human future.
[02:19:09.029 --> 02:19:13.029]  We can't stay on air without your help, and I want to thank you all for your past support.
[02:19:13.029 --> 02:19:16.029]  And I want to encourage those of you that have never bought products at infowarstorer.com
[02:19:16.029 --> 02:19:20.029]  to go there and experience how amazing these products really are.
[02:19:20.029 --> 02:19:24.029]  Ultimate Bone Broth, finally sold out for over two years, back in stock.
[02:19:24.029 --> 02:19:27.029]  Real Red Pill Plus, simply amazing.
[02:19:27.029 --> 02:19:31.029]  Nitric, boosts what it does for your heart, cardiovascular, critical.
[02:19:31.029 --> 02:19:35.029]  All these products, like Ultimate Krill Oil, Ultimate Fish Oil, Supermelt Vitality,
[02:19:35.029 --> 02:19:39.029]  they're all available and in stock, ready to ship to you, right now at infowarstorer.com.
[02:19:39.029 --> 02:19:44.029]  And the final 1,200 signed copies of my book, The Great Reset and the War for the World,
[02:19:44.029 --> 02:19:48.029]  I'm not going to sign any more after that, are exclusively available at infowarstorer.com as well.
[02:19:48.029 --> 02:19:52.029]  In the last month, I got a little busy, so I didn't sign the books, we didn't have them for sale.
[02:19:52.029 --> 02:19:55.029]  But now, I signed the last books, you can get them right now.
[02:19:59.029 --> 02:20:06.029]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:20:07.370 --> 02:20:20.410]  They've done their test run, they've done their beta test, and they tell you a new more
[02:20:20.410 --> 02:20:24.850]  deadly virus is coming, Bill Gates says it'll kill our children, and they've got Marburg
[02:20:24.850 --> 02:20:26.850]  ready.
[02:20:26.850 --> 02:20:28.210]  How do we stop them?
[02:20:28.210 --> 02:20:29.210]  This is real.
[02:20:29.210 --> 02:20:30.210]  This is happening.
[02:20:30.210 --> 02:20:35.530]  The lady that nailed it more than anybody else other than like Dr. Francis Boyle is
[02:20:35.530 --> 02:20:36.530]  Dr. Rima Labo.
[02:20:36.530 --> 02:20:39.890]  Doctor, I'm going to just let you host the rest of this segment.
[02:20:39.890 --> 02:20:41.170]  You're also going to continue hosting.
[02:20:41.170 --> 02:20:42.170]  I'll be here.
[02:20:42.170 --> 02:20:43.170]  PreventGenocide2030.org.
[02:20:43.170 --> 02:20:45.610]  Please continue.
[02:20:45.610 --> 02:20:49.570]  Thank you so much, Alex.
[02:20:49.570 --> 02:20:57.250]  It's really important to understand that, as Krishnamurti said, it is no measure of
[02:20:57.250 --> 02:21:04.610]  health to be well-adjusted to a profoundly sick society.
[02:21:04.690 --> 02:21:11.170]  We have, indeed, a profoundly sick society that has been made profoundly sick for a couple
[02:21:11.170 --> 02:21:12.490]  of objectives.
[02:21:12.490 --> 02:21:16.130]  One objective is to kill most of us.
[02:21:16.130 --> 02:21:23.130]  Another objective is to control the absolute inner workings of who and what we are, our
[02:21:23.130 --> 02:21:29.570]  DNA, which is a whole lot more basic than even our immune system, to control our DNA,
[02:21:29.570 --> 02:21:35.330]  to control our neurological system, our thoughts, our feelings, our emotions, our beliefs, and
[02:21:35.330 --> 02:21:41.650]  to enslave a few of us who are allowed to survive to serve the masters.
[02:21:41.650 --> 02:21:47.530]  Now, if that's the future you want, then don't do anything.
[02:21:47.530 --> 02:21:52.470]  If it's not the future you want, and I don't believe it is the future that any sane human
[02:21:52.470 --> 02:21:58.170]  being could want, then you have to take action.
[02:21:58.170 --> 02:22:01.370]  It's very easy to say, oh, it's all so big.
[02:22:01.370 --> 02:22:03.650]  It's too big for my little head.
[02:22:03.650 --> 02:22:06.490]  The great ones surely will figure it out.
[02:22:06.490 --> 02:22:11.610]  No, the great ones have figured out that they want to be part of the ruling class, and they
[02:22:11.610 --> 02:22:16.050]  don't give a damn about you, because to them, you're a cockroach.
[02:22:16.050 --> 02:22:21.650]  Let me digress for a moment and talk about the horrifying videos that you've seen of
[02:22:21.650 --> 02:22:30.690]  people who suddenly die by planking, by just falling over in one piece.
[02:22:30.690 --> 02:22:37.730]  Typically, they either look around in perplexity, because they're obviously hearing and experiencing
[02:22:37.730 --> 02:22:43.330]  something and they're looking for the source, or they don't do that, but they just suddenly
[02:22:43.330 --> 02:22:45.890]  die in one piece.
[02:22:45.890 --> 02:22:49.170]  It's the mother walking the baby in the baby stroller.
[02:22:49.170 --> 02:22:52.490]  It's the guy buying food at the fast food window.
[02:22:52.490 --> 02:22:56.290]  It's the person walking down the street.
[02:22:56.290 --> 02:23:02.930]  It's the Arab diplomat speaking to a bunch of pubas, and as he turns around to celebrate
[02:23:02.930 --> 02:23:06.170]  somebody, he simply falls over backwards in one piece.
[02:23:06.170 --> 02:23:13.970]  Well, I'm a doctor, and let me tell you that people don't die by falling over in one piece.
[02:23:13.970 --> 02:23:18.970]  There's only one way for that to happen, and I've made a video called A New Way to Die
[02:23:19.770 --> 02:23:26.930]  speculating, and we're talking about people who die of blood clots and heart attacks and
[02:23:26.930 --> 02:23:27.930]  so on.
[02:23:27.930 --> 02:23:32.690]  These are the people who die this way, in one solid piece.
[02:23:32.690 --> 02:23:40.130]  Now, my speculation is that they are experiments, because we are just cockroaches or lab rats
[02:23:40.130 --> 02:23:44.770]  to the great ones who see themselves as the elite.
[02:23:44.770 --> 02:23:46.310]  They are not the elite.
[02:23:46.310 --> 02:23:47.930]  They are scum.
[02:23:47.930 --> 02:23:54.210]  They are less than pond scum, because pond scum has a place in the ecosystem.
[02:23:54.210 --> 02:23:55.210]  They do not.
[02:23:55.210 --> 02:24:04.450]  These are the psychopaths who see us as nothing to be respected, only to be used and disposed
[02:24:04.450 --> 02:24:05.450]  of.
[02:24:05.450 --> 02:24:10.330]  So, what I believe is that they, having been injected, and many of these people that you
[02:24:10.330 --> 02:24:15.410]  see in the videos are in China, but not all of them, and China has a very, very high rate
[02:24:15.410 --> 02:24:23.450]  of vaccination, as we know, mandatory vaccination, I believe that the nanotechnology that has
[02:24:23.450 --> 02:24:30.890]  been injected into them causes the voluntary muscles, the striated muscles, to go into
[02:24:30.890 --> 02:24:36.210]  a spasm when they're hit with a pulsed microwave 5G signal.
[02:24:36.210 --> 02:24:37.210]  Exactly.
[02:24:37.210 --> 02:24:38.890]  That's the kind of death we're talking about.
[02:24:38.890 --> 02:24:43.370]  You notice that the arms and legs go out stiffly.
[02:24:43.370 --> 02:24:50.370]  The muscles that move your body are striated muscles, voluntary muscles, but you have another
[02:24:50.370 --> 02:24:52.010]  striated muscle.
[02:24:52.010 --> 02:24:53.450]  It's your heart.
[02:24:53.450 --> 02:24:59.730]  If you're hit with an energy pulse that causes you to go into total spasm, as this boy on
[02:24:59.730 --> 02:25:05.410]  the screen has gone into total spasm, your heart is also going into total spasm.
[02:25:05.410 --> 02:25:12.490]  I believe that these are experimental deaths to see if the pulsed microwave 5G system soon
[02:25:12.610 --> 02:25:19.650]  to be replaced by the 6G system is effective in eliminating those who are targeted for
[02:25:19.650 --> 02:25:26.450]  that elimination, and you will watch as this man goes into a complete spasm.
[02:25:26.450 --> 02:25:30.050]  This is not how people ordinarily die.
[02:25:30.050 --> 02:25:32.810]  This is induced death.
[02:25:32.810 --> 02:25:38.170]  This is part of the experimental program to which you notice her arm is extended.
[02:25:38.170 --> 02:25:39.370]  She's in spasm.
[02:25:39.370 --> 02:25:43.730]  Her heart, I believe, has been placed into spasm as well.
[02:25:43.730 --> 02:25:48.570]  If they're willing to do this to us, what else are they willing to do to us?
[02:25:48.570 --> 02:25:55.270]  You saw how people were locked into their homes and welded into their homes in China.
[02:25:55.270 --> 02:25:56.930]  That's only the beginning.
[02:25:56.930 --> 02:25:59.170]  That's only the beginning.
[02:25:59.170 --> 02:26:00.690]  What can we do?
[02:26:00.690 --> 02:26:06.330]  The very first thing we could do is instead of looking at the tentacles of the octopus
[02:26:06.490 --> 02:26:13.250]  that is coming toward us, to mix metaphors, the Death Star, which is also an octopus.
[02:26:13.250 --> 02:26:19.410]  Instead of doing that, we need to go for the very heart of the system that is intending
[02:26:19.410 --> 02:26:25.290]  to harm and enslave us, kill and enslave us.
[02:26:25.290 --> 02:26:31.610]  Right now, that Death Star has a very, very clear, observable name.
[02:26:31.610 --> 02:26:36.450]  It's called the World Health Organization, which should be called the World Holocaust
[02:26:36.450 --> 02:26:37.770]  Organization.
[02:26:37.770 --> 02:26:44.730]  The World Health Organization is the direct linear descendant of a Rockefeller organization
[02:26:44.730 --> 02:26:50.450]  called the Institute for Health.
[02:26:50.450 --> 02:26:55.310]  The Institute for Health is exactly what the WHO was modeled on.
[02:26:55.310 --> 02:27:00.550]  It was intended, when it was created, to become the world dictatorship on the health
[02:27:00.550 --> 02:27:01.550]  side.
[02:27:01.550 --> 02:27:07.470]  Now, as you know, the international health regulations, which are being amended at the
[02:27:07.470 --> 02:27:16.870]  World Health Assembly in late May in Geneva, the world health regulation, the international
[02:27:16.870 --> 02:27:17.870]  health regulations...
[02:27:17.870 --> 02:27:18.870]  They have a world treaty.
[02:27:18.870 --> 02:27:22.470]  They admit, takes over all the local governments, national governments publicly right now.
[02:27:22.470 --> 02:27:23.470]  Yes.
[02:27:23.470 --> 02:27:25.150]  And that can be stopped.
[02:27:25.990 --> 02:27:26.990]  How can it be stopped?
[02:27:26.990 --> 02:27:29.590]  It can be stopped by getting us the hell out of WHO.
[02:27:29.590 --> 02:27:35.830]  So Prevent Genocide 2030 is designed to help as many nations as possible generate the hubbub
[02:27:35.830 --> 02:27:42.070]  and uproar, generate the outrage, generate the demand to say to politicians, the gatekeepers,
[02:27:42.070 --> 02:27:46.230]  and I don't care if they're honest or dishonest or on our side or not on our side.
[02:27:46.230 --> 02:27:47.230]  Let's put the pressure on them.
[02:27:47.230 --> 02:27:51.470]  Let me ask you just a quick aside here, and then we'll come back and have the floor for
[02:27:51.470 --> 02:27:53.630]  the next two segments.
[02:27:53.630 --> 02:27:54.630]  What do you think of Trump?
[02:27:55.110 --> 02:27:57.390]  To be completely honest, because I don't know what to make of him.
[02:27:57.390 --> 02:27:58.390]  He went along with the shots.
[02:27:58.390 --> 02:28:00.230]  They're after him in other ways.
[02:28:00.230 --> 02:28:03.310]  What do you think is really going on with Trump?
[02:28:03.310 --> 02:28:05.150]  Not much.
[02:28:05.150 --> 02:28:11.990]  My evaluation of Trump, to be very frank, is that he is a self-interested, unprincipled
[02:28:11.990 --> 02:28:16.990]  manipulator who will do anything in order to have power, who will say anything, who
[02:28:16.990 --> 02:28:21.710]  will support any cause that he is advised is useful to him.
[02:28:21.710 --> 02:28:23.150]  I mean, I tend to agree with you.
[02:28:24.150 --> 02:28:27.790]  But if he's siding with America, he thinks we're going to win, or is he trying to lead
[02:28:27.790 --> 02:28:28.790]  the opposition?
[02:28:28.790 --> 02:28:31.270]  I mean, do you think he's in on it, though?
[02:28:31.270 --> 02:28:36.830]  He's the most pro-vaccine president we've ever had, allegedly with a vaccine-injured
[02:28:36.830 --> 02:28:37.830]  child.
[02:28:37.830 --> 02:28:38.830]  What does that tell you?
[02:28:38.830 --> 02:28:41.830]  Tells us a lot.
[02:28:41.830 --> 02:28:44.190]  Tells you everything you need to know.
[02:28:44.190 --> 02:28:47.110]  Dr. Reno Lemos, stay right there.
[02:28:47.110 --> 02:28:50.550]  And by indicting him, they ensure he gets the nomination.
[02:28:50.550 --> 02:28:51.550]  Jesus gives you a headache.
[02:28:51.550 --> 02:28:52.550]  But it's reality.
[02:28:52.550 --> 02:28:53.550]  What a smart lady.
[02:28:53.550 --> 02:28:54.550]  Dr. Reno Lemos, preventgenocide2030.org.
[02:28:54.550 --> 02:28:55.550]  I'm Alex Jones.
[02:28:55.550 --> 02:29:02.910]  They decided to not perp walking, not put him in handcuffs, not do a mugshot, because they
[02:29:02.910 --> 02:29:04.390]  knew that that would help Trump.
[02:29:04.390 --> 02:29:06.630]  Didn't they know this would backfire?
[02:29:06.630 --> 02:29:08.150]  We were waiting for the mugshot.
[02:29:08.150 --> 02:29:09.350]  We learned today they wouldn't have it.
[02:29:09.350 --> 02:29:10.590]  So we've made our own.
[02:29:10.590 --> 02:29:15.670]  And it says political prisoner with an image of President Trump.
[02:29:15.670 --> 02:29:18.150]  The shirt is being printed now in Texas.
[02:29:18.150 --> 02:29:20.710]  It'll be shipping out to you in one week.
[02:29:20.710 --> 02:29:26.910]  Political prisoner with Trump on the front there in a mugshot jail background.
[02:29:26.910 --> 02:29:27.910]  It's a fundraiser shirt.
