[00:00.000 --> 00:10.000]  Defending the Republic from enemies, foreign and domestic, it's Alex Jones.
[01:04:04.000 --> 01:04:13.000]  Like he goes, sorry, it's 1974 admitting the whole plan of what they did to us, how they brain damaged us and why we're so stupid now and can barely fight back.
[01:04:13.000 --> 01:04:17.000]  We got hit with chemical weapons.
[01:04:17.000 --> 01:04:22.000]  And I started the show with this earlier and it's the most important thing I can say.
[01:04:22.000 --> 01:04:23.000]  It really is.
[01:04:23.000 --> 01:04:25.000]  We're in a 21st century war.
[01:04:25.000 --> 01:04:26.000]  It's beyond info war.
[01:04:26.000 --> 01:04:29.000]  It's a physical creeping death soft kill war.
[01:04:29.000 --> 01:04:31.000]  And I only know about a fraction of it.
[01:04:31.000 --> 01:04:36.000]  What I know is so over the top, I have trouble dealing with it nightmares money.
[01:04:36.000 --> 01:04:38.000]  I mean, this stuff's real folks.
[01:04:38.000 --> 01:04:39.000]  We're gonna open the phones up.
[01:04:39.000 --> 01:04:41.000]  What do you think of Star Wars?
[01:04:41.000 --> 01:04:44.000]  Oh, I mean, I'll tell you what the plot's really all about.
[01:04:44.000 --> 01:04:46.000]  It's about getting women in combat.
[01:04:46.000 --> 01:04:48.000]  That's that's been the current meme lately, not just gun controls.
[01:04:48.000 --> 01:04:50.000]  Every movie only women are the heroes.
[01:04:50.000 --> 01:04:57.000]  I'll explain why on the other side 877-789 Alex 877-789-2539 stay with us.
[01:05:20.000 --> 01:05:22.000]  First place cash prize of $5,000.
[01:05:22.000 --> 01:05:27.000]  We want the funniest, most outrageous satire and comedy videos guaranteed to make Hillary's blood boil.
[01:05:27.000 --> 01:05:34.000]  To enter, read the contest rules at infowars.com forward slash contest and then shoot a comedy or satire video making fun of Hillary Clinton.
[01:05:34.000 --> 01:05:40.000]  All entries must be uploaded to YouTube in a linked email to Hillary contest at infowars.com.
[01:05:40.000 --> 01:05:47.000]  Enter your video before the contest deadline at 1159 p.m. Pacific Standard Time on Tuesday, December 22, 2015.
[01:05:47.000 --> 01:05:52.000]  Once again, the contest rules and information can be found at infowars.com forward slash contest.
[01:05:52.000 --> 01:05:54.000]  This is Kit Daniels at infowars.com.
[01:05:54.000 --> 01:06:17.000]  We look forward to your video making fun of Hillary Clinton.
[01:06:25.000 --> 01:06:29.000]  Welcome back. I just opened the phones up.
[01:06:29.000 --> 01:06:34.000]  The toll free numbers 877-789-2539, 877-789 Alex.
[01:06:34.000 --> 01:06:37.000]  Again, we do the Sunday show 4 to 6 p.m. every Sunday.
[01:06:37.000 --> 01:06:40.000]  It's completely produced out of Austin, Texas.
[01:06:40.000 --> 01:06:47.000]  The weekday show, of course, comes out of Austin, but I still have some links and connections to the network in Minnesota.
[01:06:47.000 --> 01:06:53.000]  So that's a network phone number that we use weekdays 11 a.m. to 3 p.m. central.
[01:06:53.000 --> 01:06:56.000]  And then, of course, there's also the nightly news.
[01:06:56.000 --> 01:06:59.000]  The nightly news 7 o'clock central as well.
[01:06:59.000 --> 01:07:06.000]  And a lot of our AM and FM affiliates are picking up the nightly news now, especially our special coverage.
[01:07:06.000 --> 01:07:10.000]  And I never expected that. You know, I try to innovate things.
[01:07:10.000 --> 01:07:13.000]  And then usually it gets really successful.
[01:07:13.000 --> 01:07:17.000]  It's always somewhat successful, but not in how I thought it would be.
[01:07:17.000 --> 01:07:23.000]  It's strange how innovation works, but necessity is the mother of invention.
[01:07:23.000 --> 01:07:26.000]  And I've always just wanted to reach audiences anywhere I could.
[01:07:26.000 --> 01:07:30.000]  I started out 21 years ago on access television.
[01:07:30.000 --> 01:07:35.000]  And within six months, I was on local radio on the weekend.
[01:07:35.000 --> 01:07:39.000]  And within a year, I was on weeknights.
[01:07:39.000 --> 01:07:44.000]  And within a couple of years, I had the highest rated show at night for talk radio.
[01:07:44.000 --> 01:07:47.000]  And I was syndicated.
[01:07:47.000 --> 01:07:53.000]  Limited syndication. Here we are today.
[01:07:53.000 --> 01:07:59.000]  And I wish there were other shows that were more eloquent, more focused and reach more people.
[01:07:59.000 --> 01:08:03.000]  See, I'm not in competition with folks over how many listeners I have.
[01:08:03.000 --> 01:08:11.000]  I'm in competition with the globalists that are trying to end competition and shut down freedom and end any type of upward mobility for the population.
[01:08:11.000 --> 01:08:17.000]  They want to create stagnant caste systems under global governance.
[01:08:17.000 --> 01:08:26.000]  And then forced medical tyranny, forced inoculation, you name it, dictate the terms to the capitulated surrendered world population.
[01:08:26.000 --> 01:08:30.000]  This is a science fiction movie. You're living it.
[01:08:30.000 --> 01:08:38.000]  I want to go to your phone calls, Julio and Brad and John and Project Liberty and others.
[01:08:38.000 --> 01:08:42.000]  Then we're going to talk Star Wars. I'm coming up, enters first with news.
[01:08:42.000 --> 01:08:47.000]  And again, before I get emails going, you always criticize entertainment. What do you do covering it?
[01:08:47.000 --> 01:08:51.000]  There's nothing wrong with rest and relaxation. There's nothing wrong with seeing a good movie.
[01:08:51.000 --> 01:08:55.000]  There's nothing wrong with going and watching a football game if that's not all you care about.
[01:08:55.000 --> 01:09:02.000]  But that's not why I'm covering Star Wars. I'm covering it because it is the cultural meme in their own words.
[01:09:02.000 --> 01:09:13.000]  Towards Lucas' own words. Now the anti-gun crew, Disney owns it and it is a production to push women in the military.
[01:09:13.000 --> 01:09:20.000]  And that women can fix the tractor, mow the yard, fight better and have babies and that men are obsolete and aren't needed.
[01:09:20.000 --> 01:09:24.000]  People go, why are you against women being the hero in every movie? Because it's an admitted directive.
[01:09:24.000 --> 01:09:28.000]  They have directors that we quote brainwash people against the Second Amendment in Hollywood.
[01:09:28.000 --> 01:09:34.000]  Should I play the Attorney General saying that on video to the RTF National Convention on C-SPAN?
[01:09:34.000 --> 01:09:37.000]  I want you to be repetitive. I want you to brainwash people against guns.
[01:09:37.000 --> 01:09:40.000]  In fact, let's just cue it up. Some new listeners won't believe me.
[01:09:40.000 --> 01:09:50.000]  Well, they've had Gamergate come out with Sony and Disney and all of them with the directives that you will put women in command.
[01:09:50.000 --> 01:09:56.000]  And then every movie I go see, the new NASA movie, like all the bosses are women, Mars.
[01:09:56.000 --> 01:10:00.000]  It's like, and then every shit comes since the 70s.
[01:10:00.000 --> 01:10:04.000]  The men are inadequate, idiot morons, scratching their rear ends.
[01:10:04.000 --> 01:10:08.000]  And then look what it made men act like and the roles and women don't respect men.
[01:10:08.000 --> 01:10:12.000]  They think it's real cool to look down on their men. I mean, it's sick.
[01:10:12.000 --> 01:10:18.000]  And the family's gone and we're falling apart, mission accomplished.
[01:10:18.000 --> 01:10:22.000]  I'll play that George Carlin piece coming in the star of the next segment.
[01:10:22.000 --> 01:10:28.000]  George Carlin. And man, I'd say a feminist, they program with this.
[01:10:28.000 --> 01:10:31.000]  They just can't understand what's happening. They just can't wake up.
[01:10:31.000 --> 01:10:36.000]  By the way, Kurt Russell, who is one of my favorite actors of all time, came out for the Second Amendment last week.
[01:10:36.000 --> 01:10:40.000]  And then he was on the view a few days ago and defended himself.
[01:10:40.000 --> 01:10:46.000]  I want to play that clip and go to your phone calls. I mean, I'm really proud of Kurt Russell.
[01:10:46.000 --> 01:10:52.000]  I mean, he's so good and it escaped from New York and the thing, but even his comedies are great.
[01:10:52.000 --> 01:10:58.000]  Tarantino put out that Grindhouse movie, even though it was so bad.
[01:10:58.000 --> 01:11:02.000]  I mean, I couldn't, you know, not watch the Kurt Russell part.
[01:11:02.000 --> 01:11:06.000]  And Kurt Russell.
[01:11:06.000 --> 01:11:08.000]  Very exciting folks.
[01:11:08.000 --> 01:11:10.000]  Pro Second Amendment.
[01:11:10.000 --> 01:11:15.000]  That is so exciting. And look, I've been told he was and I've been told other people were.
[01:11:15.000 --> 01:11:20.000]  And listeners of the show, I've been told, but they didn't have the will to go public.
[01:11:20.000 --> 01:11:25.000]  And to have him do this and now defend himself and not backtrack, it's beautiful.
[01:11:25.000 --> 01:11:27.000]  And people say, oh, who cares about Hollywood?
[01:11:27.000 --> 01:11:32.000]  Well, the globalist literally ordered Hollywood people to put out these anti-gun messages or they get blackballed.
[01:11:32.000 --> 01:11:36.000]  He's having a lot of courage because he knows how much trouble this country's in.
[01:11:36.000 --> 01:11:39.000]  And you won't know how bad it is till it gets really, really dark, folks.
[01:11:39.000 --> 01:11:41.000]  And we're now at that crossroads.
[01:11:41.000 --> 01:11:49.000]  I'm very, very, very excited about things like this because I know a lot of other big actors are not just pro-gun.
[01:11:49.000 --> 01:11:52.000]  They know about the New World Order, everything.
[01:11:52.000 --> 01:11:55.000]  And let me tell you, you start getting a bunch of them to go public.
[01:11:55.000 --> 01:11:59.000]  It is going to devastate the globalist agenda because they're not going to be left or right.
[01:11:59.000 --> 01:12:00.000]  They're going to be patriot.
[01:12:00.000 --> 01:12:01.000]  That's what I've been telling you.
[01:12:01.000 --> 01:12:10.000]  Hollywood's on fire with not wanting to be Republican or Democrat, but like libertarian patriot, anti-vaccine, pro-gun, anti-Monsanto.
[01:12:10.000 --> 01:12:16.000]  But pro-sovereignty, I mean, they're just really smart people.
[01:12:16.000 --> 01:12:17.000]  They get it.
[01:12:17.000 --> 01:12:22.000]  They've done their research.
[01:12:22.000 --> 01:12:25.000]  And it's just an exciting time to be alive, folks.
[01:12:25.000 --> 01:12:28.000]  You get excited about the animating contest of football.
[01:12:28.000 --> 01:12:31.000]  What about the animating contest of the future of humanity?
[01:12:31.000 --> 01:12:33.000]  Here is Kurt Russell.
[01:12:33.000 --> 01:12:38.000]  The last thing I like to watch is entertainers or actors get political.
[01:12:38.000 --> 01:12:40.000]  It's just something I can't stand watching.
[01:12:40.000 --> 01:12:48.000]  So having said that, no, I was asked to put it in context somehow with this movie.
[01:12:48.000 --> 01:12:53.000]  My personal feeling is that there's a big difference between fantasy land and reality.
[01:12:53.000 --> 01:12:55.000]  Fantasy land is what we do.
[01:12:55.000 --> 01:13:01.000]  We're either writing something, writing a song, writing a book, doing a movie, doing a television show.
[01:13:01.000 --> 01:13:02.000]  That's fantasy land.
[01:13:02.000 --> 01:13:04.000]  And that's where that stuff belongs.
[01:13:04.000 --> 01:13:13.000]  In reality, when we're dealing with things like terrorism, we're all going to have different opinions on how to deal with it.
[01:13:13.000 --> 01:13:20.000]  Mine happens to be that I think there's a very strong reason founding fathers had for the Second Amendment.
[01:13:20.000 --> 01:13:25.000]  And that is that no government ever hasn't had to fight its own people.
[01:13:25.000 --> 01:13:28.000]  And its own people hasn't had to fight its own government.
[01:13:28.000 --> 01:13:30.000]  We had our civil war.
[01:13:30.000 --> 01:13:41.000]  If that Second Amendment hadn't been there, those people would not have had the opportunity to do what they considered was defending their life, their way, their style of living.
[01:13:41.000 --> 01:13:43.000]  So I agree with that.
[01:13:43.000 --> 01:13:47.000]  I think that's an important part of our existence and it's basically that simple.
[01:13:47.000 --> 01:13:49.000]  And he's talking about 1776.
[01:13:49.000 --> 01:13:51.000]  Later the media thought he was talking about the 1860s.
[01:13:51.000 --> 01:13:52.000]  That's how dumb they are.
[01:13:52.000 --> 01:13:55.000]  1776 was over the attempt to take the guns.
[01:13:55.000 --> 01:13:56.000]  Who's up first here?
[01:13:56.000 --> 01:14:00.000]  We have loaded phone lines here.
[01:14:00.000 --> 01:14:02.000]  Brad and PA, you're on the air.
[01:14:02.000 --> 01:14:03.000]  Thanks for holding.
[01:14:03.000 --> 01:14:04.000]  Hey, Alex.
[01:14:04.000 --> 01:14:05.000]  Happy Sunday to you, man.
[01:14:05.000 --> 01:14:07.000]  And great show as usual.
[01:14:07.000 --> 01:14:08.000]  Thank you.
[01:14:08.000 --> 01:14:10.000]  Just wanted to comment on something you were talking about with Trump.
[01:14:10.000 --> 01:14:15.000]  And, you know, the guys, it's awesome to see him stand up and just everything he says.
[01:14:15.000 --> 01:14:21.000]  He doesn't back down from it, which is, you know, blowing their mind as far as the mainstream media.
[01:14:21.000 --> 01:14:25.000]  Because it's an illusion that these are con artists trying to sell us, you know, time shares on the market.
[01:14:25.000 --> 01:14:27.000]  You know, time shares on the moon.
[01:14:27.000 --> 01:14:34.000]  We just call their bluff and laugh at them just like the CNBC Republican debate, where they all just basically laugh at the commentators
[01:14:34.000 --> 01:14:38.000]  and they ran off like dogs with tails between their legs.
[01:14:38.000 --> 01:14:40.000]  Yeah, you're right about Hillary.
[01:14:40.000 --> 01:14:41.000]  Just a lie.
[01:14:41.000 --> 01:14:45.000]  If you just study it and listen, it just, one lie is bigger than the next.
[01:14:45.000 --> 01:14:47.000]  The Clintons are pathological liars.
[01:14:47.000 --> 01:14:50.000]  You didn't hear she beat Muhammad Ali back in 1969?
[01:14:50.000 --> 01:14:52.000]  I can't believe what they get away with.
[01:14:52.000 --> 01:14:54.000]  Every time you point it out, it's sort of ridiculous.
[01:14:54.000 --> 01:14:57.000]  You didn't know she went to the Internet with Al Gore? You didn't know?
[01:14:57.000 --> 01:15:04.000]  And, you know, with Gore and all the global warming, I think they told him, look, you're taking a fall.
[01:15:04.000 --> 01:15:05.000]  Bush is going to win.
[01:15:05.000 --> 01:15:09.000]  We're going to give you global warming and all this money later on down the road if you just take...
[01:15:09.000 --> 01:15:10.000]  Absolutely.
[01:15:10.000 --> 01:15:11.000]  Absolutely.
[01:15:11.000 --> 01:15:12.000]  It's all...
[01:15:12.000 --> 01:15:14.000]  They want him as Secretary General.
[01:15:14.000 --> 01:15:16.000]  That's the word down the road is Gore.
[01:15:16.000 --> 01:15:17.000]  If he can get all this through.
[01:15:17.000 --> 01:15:23.000]  I mean, it's just, he actually owns the main carbon company you buy the credits from.
[01:15:23.000 --> 01:15:27.000]  I mean, it's like Hillary gets money from dictators for weapons that are illegal.
[01:15:27.000 --> 01:15:29.000]  I mean, it's just ridiculous.
[01:15:29.000 --> 01:15:32.000]  And then she blames Trump for ISIS.
[01:15:32.000 --> 01:15:34.000]  I'd bless your brother anything else.
[01:15:34.000 --> 01:15:36.000]  Keep up the great work, man.
[01:15:36.000 --> 01:15:38.000]  Man, I'm just trying to defend my family.
[01:15:38.000 --> 01:15:39.000]  You keep it up. Thank you.
[01:15:39.000 --> 01:15:41.000]  Folks, you're just as good as me or better.
[01:15:41.000 --> 01:15:43.000]  That's why don't tell me I'm doing a great job.
[01:15:43.000 --> 01:15:44.000]  I'm trying to survive.
[01:15:44.000 --> 01:15:46.000]  People need to understand something.
[01:15:46.000 --> 01:15:49.000]  If you're not fighting the New World Order, you're crazy.
[01:15:49.000 --> 01:15:51.000]  They are coming for everything you've got in your family.
[01:15:51.000 --> 01:15:53.000]  They want to conquer and usurp you.
[01:15:53.000 --> 01:15:54.000]  Let's stand up to them.
[01:15:54.000 --> 01:16:23.000]  More calls coming up.
[01:16:54.000 --> 01:16:57.000]  Call 8253-3139.
[01:17:24.000 --> 01:17:26.000]  Free shipping when you sign up for auto-ship.
[01:17:26.000 --> 01:17:30.000]  And you're able to promote the products to friends and family and neighbors in your community
[01:17:30.000 --> 01:17:33.000]  and make money while helping people at the same time.
[01:17:33.000 --> 01:17:34.000]  Another win-win.
[01:17:34.000 --> 01:17:37.000]  That's why I'm a member of the young Jebedy team at InfowarsTeam.com.
[01:17:37.000 --> 01:17:39.000]  And you can be too.
[01:17:39.000 --> 01:17:42.000]  It's simple. Just go to InfowarsTeam.com today.
[01:17:42.000 --> 01:17:44.000]  Complete a short sign up and you're part of the team.
[01:17:44.000 --> 01:17:47.000]  That's InfowarsTeam.com or InfowarsHealth.com.
[01:17:47.000 --> 01:17:53.000]  So many people calling to my radio show and tell me how young Jebedy and the products at InfowarsTeam.com have changed their lives.
[01:17:53.000 --> 01:17:55.000]  Check it out for yourself today.
[01:18:23.000 --> 01:18:26.000]  You don't just get six months free when you sign up from Christmas through New Year's.
[01:18:26.000 --> 01:18:33.000]  You also get to share that membership with up to 20 people simultaneously using your username.
[01:18:33.000 --> 01:18:36.000]  You can also sign up for a trial month and only pay $5.95.
[01:18:36.000 --> 01:18:41.000]  And then 20 of you and your friends and family can watch PrisonPlanet.tv.
[01:18:41.000 --> 01:18:45.000]  Yet 20 memberships at half price be the Paul Revere in your community.
[01:18:45.000 --> 01:18:47.000]  That's six months free.
[01:18:47.000 --> 01:18:54.000]  When you sign up for a year at PrisonPlanet.tv.
[01:18:54.000 --> 01:18:58.000]  When cells become toxic, they die early and aging sets in.
[01:18:58.000 --> 01:19:03.000]  No one has put together a formula that focuses directly on brain health, nerve growth factors,
[01:19:03.000 --> 01:19:06.000]  and optimizing your cellular energy at the same time.
[01:19:06.000 --> 01:19:12.000]  Just one of the key compounds, BiopQQ, is backed by major clinical studies.
[01:19:12.000 --> 01:19:17.000]  You want the best that's out there at the lowest price anywhere?
[01:19:17.000 --> 01:19:19.000]  We now have the synergistic solution.
[01:19:19.000 --> 01:19:46.000]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:19:49.000 --> 01:19:53.000]  Come now available in our limited first run at InfoWarsLife.com.
[01:19:53.000 --> 01:20:21.000]  Or call 888-253-3139.
[01:20:21.000 --> 01:20:26.000]  Big Brother, mainstream media, government cover-ups.
[01:20:26.000 --> 01:20:29.000]  You want to stop tyranny? Well, so does he.
[01:20:29.000 --> 01:20:35.000]  Live from the InfoWars.com studios, it's Alex Jones.
[01:20:35.000 --> 01:20:38.000]  Julio's calls up next when we start the next segment.
[01:20:38.000 --> 01:20:44.000]  John Christopher, Charles, Judy, Greg, Chris in Kentucky, Project Liberty, we'll get to everybody.
[01:20:44.000 --> 01:20:47.000]  But I appreciate you guys coming in on the Sunday broadcast.
[01:20:47.000 --> 01:20:53.000]  We've got Kit Daniels, InfoWars.com writer, and we've got the InfoWars Natalie News director, Rob Dew.
[01:20:53.000 --> 01:20:55.000]  You guys have both gone and seen the films.
[01:20:55.000 --> 01:21:01.000]  You were going to go with my son and I, my son was under the weather Saturday evening, dude.
[01:21:01.000 --> 01:21:05.000]  You've seen the film, you were telling me kind of back off at Star Wars.
[01:21:05.000 --> 01:21:07.000]  Come on, we all have fun with it. Don't be so serious.
[01:21:07.000 --> 01:21:09.000]  You just walked in, I said, what's your review?
[01:21:09.000 --> 01:21:12.000]  I haven't seen it. I've read the online spoiler.
[01:21:12.000 --> 01:21:16.000]  It's like 50 pages long, you know, blow by blow, which I've talked to you and others.
[01:21:16.000 --> 01:21:18.000]  You know, that is accurate.
[01:21:18.000 --> 01:21:22.000]  It looks like feminist propaganda to get them in the military right as the Pentagon announces that.
[01:21:22.000 --> 01:21:24.000]  But you're saying it's even worse than that.
[01:21:24.000 --> 01:21:30.000]  In your own words, you just told me that it's a horrible movie, maybe worse than the Phantom Menace,
[01:21:30.000 --> 01:21:40.000]  maybe worse than Jar Jar Binks, that Jar Jar Binks may be the screenwriter on this Disney leaving that was Star Wars.
[01:21:40.000 --> 01:21:41.000]  Go ahead.
[01:21:41.000 --> 01:21:42.000]  Yeah, exactly right.
[01:21:42.000 --> 01:21:47.000]  I had that same feeling. I remember back in like 99 when Phantom Menace came out and you're watching Jar Jar Binks
[01:21:47.000 --> 01:21:49.000]  and it's just giving me that horrible feeling.
[01:21:49.000 --> 01:21:51.000]  Me liking, me from Caribbean?
[01:21:51.000 --> 01:21:56.000]  Yeah, and then I'm watching this movie and it feels like, okay, this is how a Star Wars movie is.
[01:21:56.000 --> 01:22:01.000]  We have Millennium Falcon and we have Lightsaber, but they didn't, nothing made sense in the movie.
[01:22:01.000 --> 01:22:07.000]  It's like all of a sudden they have the Lightsaber and then everybody who touches the Lightsaber is just a awesome Lightsaber warrior.
[01:22:07.000 --> 01:22:10.000]  Even though they've never held a Lightsaber, they're suddenly able to defend themselves.
[01:22:10.000 --> 01:22:11.000]  It's like super dumbed out.
[01:22:11.000 --> 01:22:12.000]  Ridiculous.
[01:22:12.000 --> 01:22:14.000]  Yeah, it's like, well, now that the Lightsaber's here, everybody's a bad guy.
[01:22:14.000 --> 01:22:23.000]  Because I mean, Star Wars the original is an excellent film, evergreen, art-type, you know, designed to bring back, you know, these epic space operas,
[01:22:23.000 --> 01:22:26.000]  meets nights at the round table, they admit that was the plan.
[01:22:26.000 --> 01:22:30.000]  Darth Vader, Dark Father, the whole nine yards, the Emperor's great, Empire Strikes Back's great.
[01:22:30.000 --> 01:22:35.000]  Sure, we know Return of the Jedi, they had a plan to sell five million dollars worth of teddy bears.
[01:22:35.000 --> 01:22:36.000]  That failed.
[01:22:36.000 --> 01:22:38.000]  I mean, really, it is exploitive.
[01:22:38.000 --> 01:22:42.000]  There's nothing wrong with making money, but you gotta put some good art out that then makes money.
[01:22:42.000 --> 01:22:43.000]  You know, the art comes first.
[01:22:43.000 --> 01:22:46.000]  No, I mean, it is exploitive, it is a joke, it is anti-gun.
[01:22:46.000 --> 01:22:47.000]  But please continue.
[01:22:47.000 --> 01:22:49.000]  Well, you know, the effects were great.
[01:22:49.000 --> 01:22:53.000]  Other than that, it was just, I'm watching the script and the story, the bad jokes.
[01:22:53.000 --> 01:22:57.000]  Bad joke after, at least the jokes in all the other movies were really good, especially Empire.
[01:22:57.000 --> 01:22:59.000]  And Harrison Ford does die.
[01:22:59.000 --> 01:23:00.000]  Works great.
[01:23:00.000 --> 01:23:02.000]  Yeah, he's killed by his moron son.
[01:23:02.000 --> 01:23:03.000]  Right, exactly.
[01:23:03.000 --> 01:23:05.000]  Who's the worst villain, I think, of all time?
[01:23:05.000 --> 01:23:07.000]  You're looking at this guy like, this is the villain.
[01:23:07.000 --> 01:23:08.000]  I'm not afraid of this guy.
[01:23:08.000 --> 01:23:13.000]  And he's got this mask, but then he takes it off, he puts it on, he takes it off, makes up your mind.
[01:23:13.000 --> 01:23:14.000]  Well, that's about selling that toy.
[01:23:14.000 --> 01:23:15.000]  Yeah, exactly.
[01:23:15.000 --> 01:23:19.000]  And he's, of course, the evil white guy.
[01:23:19.000 --> 01:23:22.000]  That's right, but all the heroes are women.
[01:23:22.000 --> 01:23:23.000]  Yeah.
[01:23:23.000 --> 01:23:25.000]  And but also bad guys are women too.
[01:23:25.000 --> 01:23:29.000]  The women is, the main girl in their rey, I believe her name is, is a total badass.
[01:23:29.000 --> 01:23:32.000]  She can fix everything, she can beat guys up that are trying.
[01:23:32.000 --> 01:23:35.000]  She takes two on one with a staff and beats these guys.
[01:23:35.000 --> 01:23:38.000]  And meanwhile, guys are all sitting on the sitcom scratching their rear end.
[01:23:38.000 --> 01:23:39.000]  It's a little bumbling.
[01:23:39.000 --> 01:23:41.000]  Yeah, they kind of bumble around a lot.
[01:23:41.000 --> 01:23:46.000]  And it's just watching this, it just felt like they're going to show you old pieces.
[01:23:46.000 --> 01:23:47.000]  Like here's Star Wars.
[01:23:47.000 --> 01:23:48.000]  See, look, remember this thing?
[01:23:48.000 --> 01:23:51.000]  This was a good news about propaganda with all the propaganda placement.
[01:23:51.000 --> 01:23:53.000]  All these special interests come in.
[01:23:53.000 --> 01:23:54.000]  They pay for it.
[01:23:54.000 --> 01:23:55.000]  The Pentagon's involved mentally.
[01:23:55.000 --> 01:23:58.000]  And then nobody really cares about it and secretly sabotages it.
[01:23:58.000 --> 01:24:04.000]  And that's the word I've been given from Hollywood is they're able to get like a cap to America out the last one where it's really a good message.
[01:24:04.000 --> 01:24:05.000]  100 soldiers is really good.
[01:24:05.000 --> 01:24:06.000]  Yeah.
[01:24:06.000 --> 01:24:07.000]  But that's under the radar.
[01:24:07.000 --> 01:24:09.000]  But it's good because the folks involved like it.
[01:24:09.000 --> 01:24:10.000]  Yeah.
[01:24:10.000 --> 01:24:12.000]  When they're told to put out propaganda, they just sabotage it.
[01:24:12.000 --> 01:24:13.000]  I think so.
[01:24:13.000 --> 01:24:14.000]  I mean, because Star Wars, you look at it.
[01:24:14.000 --> 01:24:15.000]  Oh, I've been told.
[01:24:15.000 --> 01:24:17.000]  When those guys did that movie, they were barely funded.
[01:24:17.000 --> 01:24:20.000]  It was like ragtag, we're going to make the best movie we can.
[01:24:20.000 --> 01:24:24.000]  And then what they've come in 30 years later, I don't know what, what, what I just saw yesterday.
[01:24:24.000 --> 01:24:26.000]  Now, I like Max Von Sydow.
[01:24:26.000 --> 01:24:27.000]  He's a great actor.
[01:24:27.000 --> 01:24:29.000]  He's dead within minutes.
[01:24:29.000 --> 01:24:31.000]  That's all I'll say.
[01:24:31.000 --> 01:24:32.000]  He's dead within minutes.
[01:24:32.000 --> 01:24:33.000]  They kill him.
[01:24:33.000 --> 01:24:35.000]  I mean, it's just like, why is he even in the movie?
[01:24:35.000 --> 01:24:37.000]  Why even bring a good actor like that in there?
[01:24:37.000 --> 01:24:38.000]  He's bam.
[01:24:38.000 --> 01:24:44.000]  So, I mean, Alec Guinness and Peter Cushing and all these great actors in the first Star Wars,
[01:24:44.000 --> 01:24:46.000]  and they just get worse and worse.
[01:24:46.000 --> 01:24:48.000]  Episode three is excellent.
[01:24:48.000 --> 01:24:49.000]  I mean, here's my word.
[01:24:49.000 --> 01:24:50.000]  Because of the false flag.
[01:24:50.000 --> 01:24:51.000]  Yeah.
[01:24:51.000 --> 01:24:52.000]  Yeah.
[01:24:52.000 --> 01:24:55.000]  Star Wars, episode four, episode five, Empire Strikes Back.
[01:24:55.000 --> 01:25:00.000]  And then, and then episode three, those are all excellent movies other than the horrible,
[01:25:00.000 --> 01:25:01.000]  wimpy lead actors.
[01:25:01.000 --> 01:25:02.000]  Right.
[01:25:02.000 --> 01:25:04.000]  How do they get like, like this black stormtrooper?
[01:25:04.000 --> 01:25:05.000]  People go, oh, he's black.
[01:25:05.000 --> 01:25:06.000]  No.
[01:25:06.000 --> 01:25:07.000]  He has no gravitas.
[01:25:07.000 --> 01:25:08.000]  He's really not exactly.
[01:25:08.000 --> 01:25:10.000]  Just like that, the white Darth Vader kid.
[01:25:10.000 --> 01:25:11.000]  What's that guy's name?
[01:25:11.000 --> 01:25:12.000]  Yeah.
[01:25:12.000 --> 01:25:13.000]  The guy who played Anakin.
[01:25:13.000 --> 01:25:14.000]  I mean, he's just radio age.
[01:25:14.000 --> 01:25:15.000]  I'm a big wimp, you know?
[01:25:15.000 --> 01:25:16.000]  Yeah.
[01:25:16.000 --> 01:25:18.000]  He didn't, he did really bad casting in those areas.
[01:25:18.000 --> 01:25:23.000]  And that the black stormtrooper guy had nothing against his color, but he just really wasn't
[01:25:23.000 --> 01:25:24.000]  a good, I didn't think he was a good guy.
[01:25:24.000 --> 01:25:25.000]  But notice how we have to say that.
[01:25:25.000 --> 01:25:26.000]  I know.
[01:25:26.000 --> 01:25:27.000]  Obvious.
[01:25:27.000 --> 01:25:28.000]  Oh, I know.
[01:25:28.000 --> 01:25:29.000]  Yeah.
[01:25:29.000 --> 01:25:30.000]  It was Samuel L. Jackson.
[01:25:30.000 --> 01:25:31.000]  It'd be great.
[01:25:31.000 --> 01:25:32.000]  He's a good guy.
[01:25:32.000 --> 01:25:34.000]  I mean, it's just a joke.
[01:25:34.000 --> 01:25:36.000]  And, you know, that whole thing was he.
[01:25:36.000 --> 01:25:40.000]  Well, let's say Harris Perry says Darth Vader is black because he's racist.
[01:25:40.000 --> 01:25:41.000]  Right.
[01:25:41.000 --> 01:25:43.000]  And then he becomes white after he accepts his kids.
[01:25:43.000 --> 01:25:47.000]  This whole weird sort of paradigm, like all black people do is abandon their children
[01:25:47.000 --> 01:25:48.000]  and run away.
[01:25:48.000 --> 01:25:51.000]  And the only reason they do do it is because they're black and they'll stay with their
[01:25:51.000 --> 01:25:52.000]  kids as they're white.
[01:25:52.000 --> 01:25:53.000]  That whole mind.
[01:25:53.000 --> 01:25:54.000]  That's not even true.
[01:25:54.000 --> 01:25:55.000]  Darth Vader had his kids stolen.
[01:25:55.000 --> 01:25:56.000]  Right.
[01:25:56.000 --> 01:25:57.000]  Exactly.
[01:25:57.000 --> 01:25:58.000]  And we see his white and imparsed race back.
[01:25:58.000 --> 01:25:59.000]  None of it's true.
[01:25:59.000 --> 01:26:00.000]  Yeah.
