[00:00.000 --> 00:05.000]  You're listening to the Alex Jones show.
[02:13:25.000 --> 02:13:27.000]  Now Trump's threatening it himself.
[02:13:27.000 --> 02:13:30.000]  Trump still won't stop Obamacare looting scheme.
[02:13:30.000 --> 02:13:32.000]  That's back in April.
[02:13:32.000 --> 02:13:36.000]  Confirmed, Treasury says Obama stole from Fannie and Freddie investors to fund Obamacare.
[02:13:36.000 --> 02:13:38.000]  March 13th.
[02:13:38.000 --> 02:13:40.000]  I'm going from the newest to the oldest.
[02:13:40.000 --> 02:13:44.000]  Exclusive, Obama illegally robbed Fannie and Freddie to fund Obamacare.
[02:13:44.000 --> 02:13:48.000]  That's from February.
[02:13:48.000 --> 02:13:51.000]  He first began to talk about it in January.
[02:13:51.000 --> 02:13:54.000]  Going back six months, now all confirmed.
[02:13:54.000 --> 02:13:57.000]  He's saying he has the power to do it.
[02:13:57.000 --> 02:13:59.000]  He has him in checkmate.
[02:13:59.000 --> 02:14:02.000]  Just like he did with the open borders.
[02:14:02.000 --> 02:14:05.000]  Just like he did with people coming in from unvetted radical Islamic countries.
[02:14:05.000 --> 02:14:09.000]  With the imams issuing the passports from crackerjack boxes.
[02:14:09.000 --> 02:14:12.000]  So this is a big deal.
[02:14:12.000 --> 02:14:14.000]  And it's why they hate us.
[02:14:14.000 --> 02:14:20.000]  And you notice no media covered this the first three months until the head of the Treasury said it was accurate.
[02:14:20.000 --> 02:14:26.000]  Damn broke and now the president with the public educated can stop the looting.
[02:14:26.000 --> 02:14:31.000]  And stop one of the other decent programs to empower Americans for first time home ownership.
[02:14:31.000 --> 02:14:35.000]  Again, Obama dynamiting and trying to get rid of Fannie man Freddie Mac,
[02:14:35.000 --> 02:14:39.000]  which he admitted he wanted to do because they don't want a middle class.
[02:14:39.000 --> 02:14:45.000]  They want renters in 200 square foot coffin apartments.
[02:14:45.000 --> 02:14:47.000]  It's so parasitic.
[02:14:47.000 --> 02:14:53.000]  Very satisfying for me. I know for you to see this bearing fruit from your White House sources.
[02:14:53.000 --> 02:14:55.000]  What's the next shoe to drop?
[02:14:55.000 --> 02:14:57.000]  Well, and thanks Alex.
[02:14:57.000 --> 02:15:02.000]  I think we clearly broke the story and it has been validated.
[02:15:02.000 --> 02:15:11.000]  And now that the next shoe is that Chuck Schumer and the Democrats in Congress think that now they've got President Trump where they want him,
[02:15:11.000 --> 02:15:15.000]  that no health care reform or repeal is going to be passed.
[02:15:15.000 --> 02:15:23.000]  So they think they're just going to be able now to go back in and increase the giveaways and increase the insurance subsidies.
[02:15:23.000 --> 02:15:30.000]  Democrats will have to come running in order to prevent a disaster of Obamacare just imploding.
[02:15:30.000 --> 02:15:33.000]  President Obama set this up this way.
[02:15:33.000 --> 02:15:44.000]  I mean, this was the whole thieving out of Fannie and Freddie and using it to prop up Obamacare that for funds that Congress did not appropriate on the insurance subsidies.
[02:15:44.000 --> 02:15:54.000]  President Trump has realized this and he's saying, look, I'm just going to pull those insurance subsidies and Obamacare would implode within about 60 days.
[02:15:54.000 --> 02:15:56.000]  And President Trump knows it.
[02:15:56.000 --> 02:16:00.000]  And he's saying, OK, I gave you the chance to fix it.
[02:16:00.000 --> 02:16:03.000]  Now the fix is going to be it's going to implode.
[02:16:03.000 --> 02:16:08.000]  Obamacare is going to crash of its own weight and we're not going to fix it with more government money.
[02:16:08.000 --> 02:16:09.000]  Why did the White House?
[02:16:09.000 --> 02:16:14.000]  Why? Because you've written three articles with similar headlines, we'll pull some of them up.
[02:16:14.000 --> 02:16:16.000]  You know, Trump can kill Obamacare with one action.
[02:16:16.000 --> 02:16:19.000]  How President Trump can end Obamacare with the struggle of a pen.
[02:16:19.000 --> 02:16:23.000]  You've written three articles in the last few months going back to April where you've said exactly that.
[02:16:23.000 --> 02:16:27.000]  Now word for word, he's saying that, but it's not like he's getting that from us.
[02:16:27.000 --> 02:16:30.000]  You talked to White House sources that alerted you to this.
[02:16:30.000 --> 02:16:33.000]  I guess going back to right after he got inaugurated, we've been on it.
[02:16:33.000 --> 02:16:41.000]  Why did the White House work in that way in reverse, basically putting us on it and then letting it develop that way,
[02:16:41.000 --> 02:16:46.000]  then having the Treasury Secretary come out and say it's true and then now the President say this?
[02:16:46.000 --> 02:16:48.000]  Well, it's a combination of things.
[02:16:48.000 --> 02:16:54.000]  First of all, we've got very good sources in Washington in general and not for illegal leaks.
[02:16:54.000 --> 02:17:01.000]  This is for simply the sharing of information that the administration does with journalists who will listen.
[02:17:01.000 --> 02:17:04.000]  Secondly, we had very good sources.
[02:17:04.000 --> 02:17:07.000]  There's just public lawsuits that no one dare touch.
[02:17:07.000 --> 02:17:08.000]  Right, exactly.
[02:17:08.000 --> 02:17:10.000]  Misinformation is available.
[02:17:10.000 --> 02:17:14.000]  The journalists, typically the mainstream media just won't pick it up and won't investigate it.
[02:17:14.000 --> 02:17:20.000]  Secondly, we had excellent sources all through Washington that were confirming this for us.
[02:17:20.000 --> 02:17:23.000]  People were very close to Fannie and Freddie.
[02:17:23.000 --> 02:17:26.000]  Some of the shareholders, once they published our first articles,
[02:17:26.000 --> 02:17:31.000]  what happens is people who have new information begin providing it to me
[02:17:31.000 --> 02:17:37.000]  and I begin getting sources that I didn't know I had coming forward with internal documents that they've had.
[02:17:37.000 --> 02:17:40.000]  By the way, I'm not trying to take credit away from you or myself or anybody.
[02:17:40.000 --> 02:17:45.000]  I'm just pointing out this is how informed the White House is.
[02:17:45.000 --> 02:17:50.000]  And what the White House is going to do, see the White House is setting it up now that on Fannie and Freddie,
[02:17:50.000 --> 02:17:57.000]  there was a very subtle change in one of the federal home finance agencies' communications.
[02:17:57.000 --> 02:18:04.000]  We're being told that before the end of the year, Fannie and Freddie are going to be allowed to keep their earnings
[02:18:04.000 --> 02:18:10.000]  and that the Trump administration is going to recap, recapitalize Fannie and Freddie
[02:18:10.000 --> 02:18:15.000]  to preserve the 30-year mortgage and first-time home buying.
[02:18:15.000 --> 02:18:20.000]  Trump is dedicated to home buying. Another incredible gift to the American people,
[02:18:20.000 --> 02:18:28.000]  a free market entrepreneurship and a basis of our economy that the globalists were removing.
[02:18:28.000 --> 02:18:34.000]  And Senator Corker and others in Congress, I attended one of the hearings very recently,
[02:18:34.000 --> 02:18:37.000]  reported on it in Washington.
[02:18:37.000 --> 02:18:43.000]  The big banks in Wall Street desperately want to grab ahold of the mortgage finance market
[02:18:43.000 --> 02:18:47.000]  so they can push it towards big value properties and rental.
[02:18:47.000 --> 02:18:50.000]  That's where the Obama administration was going to go.
[02:18:50.000 --> 02:18:57.000]  We now are told, we're being told, before the end of the year, Fannie and Freddie are going to begin recapitalizing
[02:18:57.000 --> 02:18:59.000]  and the Trump administration is going to save them.
[02:18:59.000 --> 02:19:08.000]  And at the same time, President Trump understands that Congress didn't stop Obama
[02:19:08.000 --> 02:19:13.000]  from using the Fannie and Freddie stolen money to fund Obamacare, but he can.
[02:19:13.000 --> 02:19:17.000]  President Trump threw just a stroke of the pen through saying,
[02:19:17.000 --> 02:19:22.000]  we are no longer going to do these illegal payments to prop up Obamacare.
[02:19:22.000 --> 02:19:24.000]  He said virtually those same words.
[02:19:24.000 --> 02:19:28.000]  I mean, it's coming right out of what we're writing, but additionally,
[02:19:28.000 --> 02:19:33.000]  the administration's headed down this path and they're allowing us to telegraph it
[02:19:33.000 --> 02:19:37.000]  by giving us information, this public record, it just needs to be researched,
[02:19:37.000 --> 02:19:38.000]  needs to be worked over.
[02:19:38.000 --> 02:19:44.000]  Sure, just like we broke that previous would be out and that General Kelly would be in,
[02:19:44.000 --> 02:19:47.000]  we broke that on Tuesday three days before it broke.
[02:19:47.000 --> 02:19:50.000]  I mean, it's just amazing. We'll be right back. Stay there.
[02:19:50.000 --> 02:19:53.000]  Let's talk about the next shoe to drop with this straight ahead.
[02:19:53.000 --> 02:19:55.000]  But this is what a JFK would do.
[02:19:55.000 --> 02:19:59.000]  A classic Democrat would do something through free market to empower people economically.
[02:19:59.000 --> 02:20:03.000]  The modern Democrats are dynamiting it and want to give it to the big banks.
[02:20:03.000 --> 02:20:05.000]  Evil, evil, evil.
[02:20:05.000 --> 02:20:10.000]  By now you know that wireless technology like cell phones do in fact pose dangers
[02:20:10.000 --> 02:20:12.000]  to the health and privacy of everyone.
[02:20:12.000 --> 02:20:17.000]  Blockit Pocket's wide range of products are unmatched in providing the protection you deserve.
[02:20:17.000 --> 02:20:19.000]  No scare tactics, just common sense.
[02:20:19.000 --> 02:20:26.000]  BlockitPocket.com offers quality American made options to alleviate and eliminate these invisible dangers.
[02:20:26.000 --> 02:20:31.000]  Learn more at BlockitPocket.com or call 888-315-9618.
[02:20:31.000 --> 02:20:35.000]  BlockitPocket.com, enhancing health and privacy.
[02:21:02.000 --> 02:21:08.000]  Water is the single most important thing your body needs.
[02:21:08.000 --> 02:21:11.000]  So you want to be sure it's the best for you and your family.
[02:21:11.000 --> 02:21:16.000]  Since 2005, thousands have depended on Berkey purified water.
[02:21:16.000 --> 02:21:20.000]  The Berkey guy provides the lowest price filtration systems in every size.
[02:21:20.000 --> 02:21:26.000]  For incredibly delicious water now and in an emergency, get to goberkey.com
[02:21:26.000 --> 02:21:35.000]  or call 877-886-3653. 877-886-3653. Goberkey.com
[02:21:35.000 --> 02:21:38.000]  This is Dan Pilla. Do you have the IRS money you can't pay?
[02:21:38.000 --> 02:21:40.000]  Are tax debts crippling you?
[02:21:40.000 --> 02:21:42.000]  I've defended people from the IRS for over 30 years.
[02:21:42.000 --> 02:21:44.000]  I've helped thousands and I can help you too.
[02:21:44.000 --> 02:21:49.000]  I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[02:21:49.000 --> 02:21:53.000]  Call 800-34-NO-TAX to finally get free of IRS debt.
[02:21:53.000 --> 02:21:57.000]  With the IRS's new programs, there's never been a better time to solve your problem.
[02:21:57.000 --> 02:22:24.000]  Call 800-34-NO-TAX. That's 800-34-NO-TAX or my website, danpilla.com.
[02:22:27.000 --> 02:22:38.000]  It's time to get greedy. A real zinc shortage is upon us.
[02:22:38.000 --> 02:22:41.000]  The Wall Street Journal says zinc supplies are down to three weeks.
[02:22:41.000 --> 02:22:46.000]  Mine supplies struggling to meet demand and no major discoveries in the last 22 years.
[02:22:46.000 --> 02:22:47.000]  What's it mean for you?
[02:22:47.000 --> 02:22:51.000]  Keith Neumeier, who's made hundreds of millions investing in hard asset mining clays,
[02:22:51.000 --> 02:22:53.000]  is making his biggest call yet.
[02:22:53.000 --> 02:22:58.000]  Download a special zinc report at futuremoneytrends.com forward slash Z.
[02:22:58.000 --> 02:23:27.000]  Wait, get your special zinc report today at futuremoneytrends.com forward slash Z.
[02:23:27.000 --> 02:23:46.000]  Wait, get your special zinc report today at futuremoneytrends.com forward slash Z.
[02:23:46.000 --> 02:23:51.000]  Order your two-month supply today by calling 866-295-5305.
[02:23:51.000 --> 02:23:57.000]  That's 866-295-5305 or order online hbextract.com.
[02:23:57.000 --> 02:24:05.000]  Heart and Body Extract 866-295-5305 or hbextract.com.
[02:24:05.000 --> 02:24:21.000]  Crashing the lies and disinformation, waging war on corruption, coming to you live from deep in the heart of Texas.
[02:24:21.000 --> 02:24:25.000]  I'm your host Alex Jones, infowars.com is the news site.
[02:24:25.000 --> 02:24:28.000]  This is the broadcast of Transmission.
[02:24:28.000 --> 02:24:38.000]  Think of the evil looting Fannie Mae and Freddie Mac and admitting it was a plan to end entry-level home ownership,
[02:24:38.000 --> 02:24:43.000]  to kill the American dream, to make it insolvent, just like they did General Motors,
[02:24:43.000 --> 02:24:48.000]  to then come in and federalize it and further loot it.
[02:24:48.000 --> 02:24:52.000]  The Democratic Party, talk about evil.
[02:24:52.000 --> 02:24:59.000]  And then you've got Obama and Soros and Bloomberg all over the news saying, home ownership's bad.
[02:24:59.000 --> 02:25:03.000]  We want you to live in coffin apartments that you pay more for.
[02:25:03.000 --> 02:25:05.000]  And then you look at who the top Democrats are.
[02:25:05.000 --> 02:25:10.000]  There are a bunch of people that own these rat hole apartments they're coming out with, where they write laws locally,
[02:25:10.000 --> 02:25:17.000]  where you basically can incentivize to live in a 250 square foot coffin.
[02:25:17.000 --> 02:25:24.000]  This is the plan, Trump is dynamiting it as he moves forward, shearing up our economy.
[02:25:24.000 --> 02:25:29.000]  When you really study the economy in things, it's incredible how good Trump is.
[02:25:29.000 --> 02:25:33.000]  But the big question, my crew was even asking during the break,
[02:25:33.000 --> 02:25:39.000]  why then is he getting rid of his friends so often and bringing in more establishment people?
[02:25:39.000 --> 02:25:44.000]  Well, I think the answer is that's who there is from the establishment, is the establishment.
[02:25:44.000 --> 02:25:47.000]  And Trump thinks like an executive and thinks they'll follow his orders.
[02:25:47.000 --> 02:25:55.000]  Stocks are soaring, Trump's scoreboard holds it 39% increase in the stock market since he got in.
[02:25:55.000 --> 02:25:57.000]  Small businesses and others are the engine of that.
[02:25:57.000 --> 02:26:02.000]  They believe America is open for business, but can the federal reserve by raising interest rates
[02:26:02.000 --> 02:26:06.000]  and by other news they've been putting out beat the Trump recovery.
[02:26:06.000 --> 02:26:10.000]  Dr. Corsi, your degree is in finance and the economy from Harvard.
[02:26:10.000 --> 02:26:12.000]  That's what you've done most of your life under journalists.
[02:26:12.000 --> 02:26:15.000]  What is your prognosis for the economy?
[02:26:15.000 --> 02:26:19.000]  I think the economy is going to continue to be strong, robust.
[02:26:19.000 --> 02:26:26.000]  Already we're seeing the impact of the regulations that Trump has reversed, the Obama regulations.
[02:26:26.000 --> 02:26:28.000]  That's been a huge boost.
[02:26:28.000 --> 02:26:32.000]  And what you're going to see is I think there will be a tax cut legislation.
[02:26:32.000 --> 02:26:39.000]  I think this is something that Trump will get through and you're going to see a huge burst in the economy.
[02:26:39.000 --> 02:26:44.000]  By the way, I also want to make sure we cover one more point on the...
[02:26:44.000 --> 02:26:48.000]  We're doing the breaking advanced news already.
[02:26:48.000 --> 02:26:50.000]  The series of stories I'm writing on Mueller.
[02:26:50.000 --> 02:26:53.000]  I've written two on Mueller.
[02:26:53.000 --> 02:26:56.000]  The total Democrat deep state operative.
[02:26:56.000 --> 02:27:01.000]  How is there ongoing witch hunt, drag net fishing expedition of all time going?
[02:27:01.000 --> 02:27:11.000]  Mueller was a bag man. He took uranium to Russia on a secret mission in 2009.
[02:27:11.000 --> 02:27:13.000]  Russia already had samples of that.
[02:27:13.000 --> 02:27:16.000]  That came from 2006 heist.
[02:27:16.000 --> 02:27:18.000]  At least that's what they said.
[02:27:18.000 --> 02:27:22.000]  One of the WikiLeaks cables revealed this mission to us.
[02:27:22.000 --> 02:27:25.000]  But I think it had nothing to do with that.
[02:27:25.000 --> 02:27:30.000]  I think it was Mueller was doing advanced work for Hillary on this uranium one deal.
[02:27:30.000 --> 02:27:33.000]  We know he's been a Clinton operative all along.
[02:27:33.000 --> 02:27:38.000]  That's why it's such a joke that Rosenstein ever appointed him.
[02:27:38.000 --> 02:27:47.000]  But we're going to do over the next few days, maybe take two, three weeks, maybe the same series like I wrote on the Fannie Freddie.
[02:27:47.000 --> 02:27:56.000]  I'm going to expose various aspects of Mueller's career where we're going to make it absolutely clear to the American public that Mueller is a Clinton fixer.
[02:27:56.000 --> 02:28:00.000]  He's in there to go after Trump.
[02:28:00.000 --> 02:28:07.000]  This is the basis on which Trump is going to be able to eventually convince the American people that Mueller needs to go.
[02:28:07.000 --> 02:28:14.000]  Mueller should be under investigation for colluding with Russia with Hillary in this uranium deal.
[02:28:14.000 --> 02:28:24.000]  Before we're done, the American people can understand that Mueller himself needs to be the target of a grand jury called by the Department of Justice.
[02:28:24.000 --> 02:28:28.000]  And if he's the target of a grand jury, he can't be special counselor.
[02:28:28.000 --> 02:28:38.000]  Trump intends to remove Mueller, and we're going to publish enough information to make it absolutely clear that Mueller has no business being special counsel.
[02:28:38.000 --> 02:28:41.000]  And now we have top Republican Congressmen saying the same thing.
[02:28:41.000 --> 02:28:43.000]  There's been criminal investigations of all of them.
[02:28:43.000 --> 02:28:50.000]  That's why they keep saying Russia, Russia, Russia is because they've all been making a little money on the side in there with the old riskies.
[02:28:50.000 --> 02:28:52.000]  A lot of money.
[02:28:52.000 --> 02:29:00.000]  In fact, Podesta and Hillary, the reset, was to sell U.S. military technology to Russia.
[02:29:00.000 --> 02:29:04.000]  And Hillary and Podesta got well-paid for it.
[02:29:04.000 --> 02:29:09.000]  This Joe Lee stock, J-O-U-L-E, comes from a that Podesta was getting paid for.
[02:29:09.000 --> 02:29:14.000]  Again, the WikiLeaks made it clear that Podesta was getting the stock under the table.
[02:29:14.000 --> 02:29:18.000]  And they were investing money in his U.S. ventures.
[02:29:18.000 --> 02:29:22.000]  This was a payback.
[02:29:22.000 --> 02:29:23.000]  Stay there.
[02:29:23.000 --> 02:29:27.000]  I want to come back briefly and finish up with this information, Dr. Corsi.
[02:29:27.000 --> 02:29:41.000]  And then I want to get into the whole Seth Rich case with these brothers and Imran Awan and trying to flee the country and Schultz threatening the police to give back the laptops.
[02:29:41.000 --> 02:29:44.000]  And now they're saying don't even question the murder of Seth Rich.
[02:29:44.000 --> 02:29:46.000]  In fact, the media is acting like he was never even killed.
[02:29:46.000 --> 02:29:48.000]  It's a conspiracy theory to even say he existed.
[02:29:48.000 --> 02:29:51.000]  That's the next level of this information.
[02:29:51.000 --> 02:29:53.000]  They are so scared on this topic.
[02:29:53.000 --> 02:30:18.000]  Stay with us.
[02:30:18.000 --> 02:30:21.000]  Is there any question that we have in excess of power in Washington?
[02:30:21.000 --> 02:30:23.000]  The only question is how do we contain it?
[02:30:23.000 --> 02:30:29.000]  And how do we remove that power from Washington to our local communities to the individual?
[02:30:29.000 --> 02:30:31.000]  That is the ultimate concern.
[02:30:31.000 --> 02:30:37.000]  The concentration of power, the excess of power, was always the chief concern of the founders of this country.
[02:30:37.000 --> 02:30:39.000]  It was why the anti-Fedalists opposed the Constitution.
[02:30:39.000 --> 02:30:44.000]  They believed they put safeguards in the Constitution to abuse that concentration of power.
[02:30:44.000 --> 02:30:48.000]  But as James Madison also pointed out, knowledge will forever govern ignorance.
[02:30:48.000 --> 02:30:54.000]  People who mean to be their own governors must arm themselves with the power that knowledge gives.
[02:30:54.000 --> 02:30:59.000]  Arm yourself with the information of what your rulers are doing, of what the real constraints upon them are.
[02:30:59.000 --> 02:31:03.000]  Only then will you have the courage to nullify their actions.
[02:31:03.000 --> 02:31:29.000]  Printforwars.com, I'm David Knight.
[02:31:33.000 --> 02:31:35.000]  This job you can to purify your air.
[02:31:35.000 --> 02:31:43.000]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most toxic effects for themselves.
[02:31:43.000 --> 02:31:45.000]  The general public doesn't.
[02:31:45.000 --> 02:31:49.000]  The elects of pure breeze would be a steel at $300, $400, $500.
[02:31:49.000 --> 02:31:53.000]  One of these systems can keep 800 square feet incredibly clean.
[02:31:53.000 --> 02:31:59.000]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[02:31:59.000 --> 02:32:04.000]  Find out why this system is so revolutionary today.
[02:32:04.000 --> 02:32:10.000]  As most of you already know, I am a voracious consumer of news and information.
[02:32:10.000 --> 02:32:23.000]  And in the last four or five years doing more and more research, I came across the fact that the elite establishment is fully aware of the fact that our ancient ancestors in many cases had much better nutrition than we do today.
[02:32:23.000 --> 02:32:30.000]  And our ancient ancestors sought out the bones of the animals that they were hunting, killing, and then processing.
[02:32:30.000 --> 02:32:43.000]  And so I set out to develop caveman, but to not just have concentrated bone broth from chicken, but seven other superfood ingredients known for cleansing and supercharging the body at the same time.
[02:32:43.000 --> 02:32:53.000]  Info wars isn't just fighting the globalist. We're getting results and we're expanding in the face of the complete media assault and winning because of your support.
[02:32:53.000 --> 02:32:56.000]  Caveman is finally back at the info war store.
[02:32:56.000 --> 02:33:16.000]  You can get 25% off the regular price for a limited time only at infowarslife.com or by calling toll free triple a two five three three one three nine.
[02:33:16.000 --> 02:33:23.000]  Defending the Republic from enemies, foreign and domestic. It's Alex Jones.
[02:33:23.000 --> 02:33:30.000]  Of course, he's leaving us here in a few minutes. Then I'm going to take your phone calls. Here's the number. It's 800-259-9231.
[02:33:30.000 --> 02:33:33.000]  That's the weekday number different than the Sunday show.
[02:33:33.000 --> 02:33:40.000]  800-259-9231 first time callers on any of the subjects that we've raised today.
[02:33:40.000 --> 02:33:52.000]  We're taking first time callers. Please honor that folks because I want to give first time callers a chance to call in 800-259-9231 on any of these big issues that we've raised or covered here today.
[02:33:52.000 --> 02:34:00.000]  The headline of the London Independent, Robert Mueller must design a special counsel overseeing the Republican investigation, says top Republican congressman.
[02:34:00.000 --> 02:34:06.000]  The president has warned the prosecutor would cross a red line if he probes his finances.
[02:34:06.000 --> 02:34:10.000]  Well, now he's doing it to his family, his associates and non Russia related.
[02:34:10.000 --> 02:34:21.000]  That's Trent Franks of Arizona has said that Mr. Mueller, who is currently overseeing a federal probe, the possible links between the Trump campaign and Russia alleged attempt to interfere in the 2016 election should resign because of what he claimed.
[02:34:21.000 --> 02:34:28.000]  It was a conflict of interest. And then it gets into him and the grips of Russia, the uranium and all the rest of it.
[02:34:28.000 --> 02:34:34.000]  I mean, it's just incredible how these people, everything they've said Trump has done, they've done in spades.
[02:34:34.000 --> 02:34:39.000]  His whole law firm is Democrat. His whole witch hunt crew is Democrat.
[02:34:39.000 --> 02:34:46.000]  They ate 99.8% of their money at Hillary campaign contributions. That's all coming up.
[02:34:46.000 --> 02:34:48.000]  That's what the whole fake Russian narrative is about.
[02:34:48.000 --> 02:34:55.000]  But briefly, we're ending the free shipping tomorrow quite frankly, because I haven't gotten around to coming up with the new specials.
[02:34:55.000 --> 02:35:01.000]  We've run free shipping for a month. We normally run free shipping for one week, a couple times a year.
[02:35:01.000 --> 02:35:06.000]  But I said, you know what, let's just run free shipping for an entire month. I did it. Folks have really loved it.
[02:35:06.000 --> 02:35:09.000]  And we're going to end the biggest specials we've ever had.
[02:35:09.000 --> 02:35:16.000]  And I keep having the biggest specials ever because I keep increasing the amount of the specials because folks really take advantage of it.
[02:35:16.000 --> 02:35:28.000]  You know, we have the new true way protein for 25% off now available super high quality made by one of the biggest manufacturers of grass fed way in the country coming from cows.
[02:35:28.000 --> 02:35:37.000]  Just the ultimate amino acid, ultimate system of the glutathione and so much more info wars life.com.
[02:35:37.000 --> 02:35:51.000]  We've got a bunch of other specials as well a whole laundry list of specials that again are unprecedented.
[02:35:51.000 --> 02:36:03.000]  We have 46% off the myco ZX that again is the other side of the equation for probiotics that goes after the mold, the fungus, the yeast.
[02:36:03.000 --> 02:36:11.000]  We have 46% off on that. We have 66% off on colloidal silver.
[02:36:11.000 --> 02:36:18.000]  We have 20% off on DNA force though that is about to sell out.
[02:36:18.000 --> 02:36:24.000]  So that's silver bullet 66% off strawberry caveman 25% off.
[02:36:24.000 --> 02:36:37.000]  We have silver special super silver special that's the electric toothbrush that has colloidal silver in it so that you don't reinfect yourself every time you brush your teeth with any microbes that are there and helps get deeper into the gums.
[02:36:37.000 --> 02:36:45.000]  I mean it's just well known what silver does with a bottle of silver bullet colloidal silver and the super blue fluoride free toothpaste 50% off that is an amazing deal.
[02:36:45.000 --> 02:36:51.000]  Pro pure traveler. This is going to end again tomorrow 30% off retail.
[02:36:51.000 --> 02:36:57.000]  Leading competitors aren't even as good and cost 250 bucks for a stainless steel system that isn't even as good.
[02:36:57.000 --> 02:36:59.000]  This is the best deal ever on the best system.
[02:36:59.000 --> 02:37:07.000]  Pro pure traveler that's their smaller unit $132 Alexa pure breeze comparable units are $600 to $400.
[02:37:07.000 --> 02:37:14.000]  It's a steel at 219 but right now it's 25% off $149 incredible.
[02:37:14.000 --> 02:37:23.000]  Vitamin mineral fusion with all the amino acids a very powerful formula great for your children to actually absorb their multivitamins and minerals and amino acids.
[02:37:23.000 --> 02:37:25.000]  But it's great for adults as well tastes great.
[02:37:25.000 --> 02:37:30.000]  It's 33% off knockout 50% off the sleep aid prostate guard 33% off.
[02:37:30.000 --> 02:37:33.000]  Leading competitors are 50 bucks and they're not even a strong soft pomato.
[02:37:33.000 --> 02:37:35.000]  It's recognized be good for your prostate.
[02:37:35.000 --> 02:37:36.000]  We have other ingredients as well.
[02:37:36.000 --> 02:37:42.000]  This is $1495 right now at 50% off but even a regular price it's a great deal.
[02:37:42.000 --> 02:37:46.000]  So again we have conservatism is the new counterculture coffee mug.
[02:37:46.000 --> 02:37:48.000]  That is 33% off.
[02:37:48.000 --> 02:37:54.000]  Myco ZX I said 46% off DNA force 20% off that is about to sell out.
[02:37:54.000 --> 02:38:01.000]  So we're ending the July specials tomorrow because tomorrow is August 2nd and we're ending the free shipping.
[02:38:01.000 --> 02:38:05.000]  We'll have some new specials on Wednesday but it won't be as widespread.
[02:38:05.000 --> 02:38:11.000]  It won't be as deep because we just cannot continue to always discount stuff where many of the products are lost leaders or we make like five bucks on it or whatever.
[02:38:11.000 --> 02:38:15.000]  Yes we sell an impressive amount of storeable food too.
[02:38:15.000 --> 02:38:21.000]  But when we're giving 40% off already the lowest price you're going to find out there with my patriot.
[02:38:21.000 --> 02:38:27.000]  At 40% off we're making like 5% or something.
[02:38:27.000 --> 02:38:29.000]  That's why we sell so much.
[02:38:29.000 --> 02:38:36.000]  But yeah it's like when Ted Anderson when the gold market was hot would sell $100 million worth of gold a year sometimes.
[02:38:36.000 --> 02:38:40.000]  But when he was making 1% on it you could go bankrupt doing that.
[02:38:40.000 --> 02:38:41.000]  It's a big number.
[02:38:41.000 --> 02:38:43.000]  Wow $100 million.
[02:38:43.000 --> 02:38:49.000]  And you charge you know I mean your better deals maybe 2% on it or something you know 3% you don't make money.
[02:38:49.000 --> 02:38:51.000]  And that's what I'm saying.
[02:38:51.000 --> 02:38:55.000]  We have these massive discounts but we have to sell a lot of it to do it.
[02:38:55.000 --> 02:39:01.000]  So yes big impressive numbers because we're cutting the prices and it's undercutting Amazon.
[02:39:01.000 --> 02:39:02.000]  I don't like Amazon folks.
[02:39:02.000 --> 02:39:03.000]  Everybody knows that they're globalists.
[02:39:03.000 --> 02:39:04.000]  They're anti-American.
[02:39:04.000 --> 02:39:05.000]  Anti-Nine.
[02:39:05.000 --> 02:39:06.000]  That's why I did free shipping for a month.
[02:39:06.000 --> 02:39:12.000]  They get a subsidy of $1.48 on every package they ship from the US Postal Service.
[02:39:12.000 --> 02:39:13.000]  We don't get that.
[02:39:13.000 --> 02:39:17.000]  That's the deals they've made with Congress and the Democrats that needs to be taken away.
[02:39:17.000 --> 02:39:22.000]  So our average shipping is about $7 with USPS.
[02:39:22.000 --> 02:39:25.000]  So understand when I do free shipping it costs us $7.
[02:39:25.000 --> 02:39:29.000]  When he does free shipping he makes money.
[02:39:29.000 --> 02:39:32.000]  That's what Bezos has done.
[02:39:32.000 --> 02:39:33.000]  He's not free market.
[02:39:33.000 --> 02:39:38.000]  So understand you fund him and get better deals you're slitting your own throat.
[02:39:38.000 --> 02:39:39.000]  Just saying.
[02:39:39.000 --> 02:39:40.000]  And I tell my wife.
[02:39:40.000 --> 02:39:43.000]  I'm like why do I say and I'm not mad at her about tell her why are there more Amazon packages.
[02:39:43.000 --> 02:39:46.000]  She goes it's so easy they got everything and I said yeah.
[02:39:46.000 --> 02:39:49.000]  I said go buy it from the source of all these places.
[02:39:49.000 --> 02:39:54.000]  And I said if you can't do it there then you know just go get it at a store.
[02:39:54.000 --> 02:39:57.000]  I even had them two years ago stop our Amazon shops.
[02:39:57.000 --> 02:40:01.000]  You know we were selling a lot with them because I just do not want to be associated with them.
[02:40:01.000 --> 02:40:03.000]  They're destroying the country.
[02:40:03.000 --> 02:40:07.000]  They're funding the Washington Post trying to destroy the president and us.
[02:40:07.000 --> 02:40:13.000]  They have Washington Post article saying I sell snake oil when he owns Whole Foods that sells the exact same products.
