[00:00:00.149 --> 00:00:01.549]  EANS.
[01:28:31.601 --> 01:28:35.643]  But I would just like to say, Alex, you sound so confused and upset all the time.
[01:28:35.643 --> 01:28:37.964]  How come you tell me not to be militant?
[01:28:37.964 --> 01:28:42.407]  Everybody's dying, everybody's being poisoned, and I can't go out there and find an enemy?
[01:28:42.407 --> 01:28:51.551]  I can't attack a police station or an army station, Alex, but I can get 20 of my friends and we can go kill 60 old men sitting in a room laughing at both their strings.
[01:28:51.551 --> 01:28:53.792]  Sorry, I'll let you go on.
[01:28:53.792 --> 01:28:56.094]  Jonas, I appreciate your call.
[01:28:56.094 --> 01:29:00.656]  What I told you on the ground out there, what I told you in a phone conversation,
[01:29:03.281 --> 01:29:19.967]  Is that the New World Order has to stage terror attacks against their own people, and then blame it on anti-New World Order movements, and that they want violence, and they want a bunch of predominantly innocent old men to be killed.
[01:29:19.967 --> 01:29:28.770]  Sir, it's more complex, and I understand your anger, but I would caution you and tell you not to engage in offensive violence.
[01:29:28.770 --> 01:29:30.090]  Defensive, defend yourself.
[01:29:31.836 --> 01:29:36.740]  Most Masons, in fact I meant to talk about this coming up in my analysis.
[01:29:36.740 --> 01:29:38.541]  Such a big subject though.
[01:29:38.541 --> 01:29:40.723]  Don't know how much time I can dedicate to it.
[01:29:40.723 --> 01:29:43.405]  That most Masons don't know what they're part of.
[01:29:43.405 --> 01:29:47.949]  Just like most people at the CIA or the FBI think they're working for a good organization.
[01:29:47.949 --> 01:29:50.731]  The New World Order symbol is a pyramid for a reason.
[01:29:50.731 --> 01:29:53.233]  It's a symbol of compartmentalization.
[01:29:53.233 --> 01:29:56.956]  Only the very tip knows what's going on.
[01:29:56.956 --> 01:29:59.218]  Okay?
[01:29:59.218 --> 01:30:00.659]  I'm gonna explain this on the other side.
[01:30:02.184 --> 01:30:04.445]  It's perfect that you called just now.
[01:30:04.445 --> 01:30:08.105]  That was fortuitous, synchronicity, serendipity, whatever you call it.
[01:30:08.105 --> 01:30:12.386]  Because it really fits into everything I'm about to say.
[01:30:12.386 --> 01:30:16.767]  We'll get to all your calls, key analysis, tons of news, Dylan Avery, it's all coming up.
[01:30:16.767 --> 01:30:23.028]  We've reached the waypoint, stay with us.
[01:30:23.028 --> 01:30:26.948]  We're on the march, the empire's on the run.
[01:30:26.948 --> 01:30:29.629]  Alex Jones and the GCN Radio Network.
[01:30:32.919 --> 01:30:35.401]  Attention, attention everyone!
[01:30:35.401 --> 01:30:37.943]  A brand new invention just released.
[01:30:37.943 --> 01:30:42.627]  It's called Wrist Ease, the new patented portable ergonomic wrist support.
[01:30:43.308 --> 01:30:50.652]  Wristease comforts your wrists from the sometimes painful tasks of typing, writing, using a mouse or adding machine.
[01:30:50.652 --> 01:31:03.539]  Unlike most conventional wrist pads that are either attached to a mouse pad or lay flat in front of your keyboard, Wristease is totally portable and ideal for laptop users and technicians who are constantly on the go.
[01:31:03.539 --> 01:31:04.940]  Wristease is perfect
[01:31:04.940 --> 01:31:05.220]  I think so.
[01:31:32.722 --> 01:31:33.503]  It's a fact.
[01:31:33.503 --> 01:31:38.386]  You can legally eliminate credit card debt, which has been fraudulently created by the banks.
[01:31:38.386 --> 01:31:43.869]  Since its creation in 1913, the Federal Reserve has not been held responsible for its own debt.
[01:31:43.869 --> 01:31:47.331]  So why should you, the hardworking American, be harassed for yours?
[01:31:47.331 --> 01:31:54.436]  There's a double standard when it comes to being responsible for debt, and unlike the Federal Reserve, the people of this country can't print more money when needed.
[01:31:54.796 --> 01:32:02.418]  Day of Jubilee has created a successful program designed for people that want to stop harassing calls and threatening letters from bill collectors.
[01:32:02.418 --> 01:32:04.718]  We also do credit restoration.
[01:32:04.718 --> 01:32:11.260]  Join the thousands of Americans who now breathe a sigh of relief because they've legally eliminated their credit card debt.
[01:32:11.260 --> 01:32:15.381]  Instead of living each day in fear, it's time to turn your life around.
[01:32:15.381 --> 01:32:17.061]  Call Day of Jubilee.
[01:32:17.061 --> 01:32:18.002]  Open 9 a.m.
[01:32:18.002 --> 01:32:18.882]  to 5 p.m.
[01:32:18.882 --> 01:32:20.302]  Central Standard Time at 920-293-8024.
[01:32:23.923 --> 01:32:28.987]  That's 920-293-8024 and ask for Robert.
[01:32:28.987 --> 01:32:32.590]  Don't wait any longer to get your life back in order.
[01:32:32.590 --> 01:32:34.412]  What is the secret of the sea?
[01:32:34.412 --> 01:32:40.276]  It's the exciting food from the sea and it can be yours with nature's original superfood from Wachter's.
[01:32:40.276 --> 01:32:47.162]  This excellent exclusive blend of Wachter's sea vegetation is bursting with over 65 trace minerals and vitamins.
[01:32:47.162 --> 01:32:52.346]  Our sea vegetation contains 40 times more nutrients than any land grown vegetation.
[01:32:52.526 --> 01:33:04.200]  You would need almost 20 pounds of alfalfa, 10 pounds of spirulina, and 40 pounds of wheat to get the same nutritional value found in only one pound of Wachter's exclusive blend of sea plants.
[01:33:04.200 --> 01:33:09.286]  Over 75 years of experience has made Wachter's the leader in sea vegetation nutrition.
[01:33:10.367 --> 01:33:10.847]  I think so.
[01:33:47.363 --> 01:33:47.604]  Ooh!
[01:33:57.802 --> 01:34:04.946]  And when the band plays, hell to the chief Lord knows, they point the cannon at you.
[01:34:04.946 --> 01:34:07.887]  It's out there!
[01:34:07.887 --> 01:34:09.388]  God, it ain't me.
[01:34:09.388 --> 01:34:10.709]  It ain't me, no.
[01:34:10.709 --> 01:34:14.330]  I ain't no sinner, that's fine.
[01:34:18.635 --> 01:34:20.355]  It ain't me, love.
[01:34:20.355 --> 01:34:22.336]  It ain't me.
[01:34:22.336 --> 01:34:27.317]  I ain't the fortunate one.
[01:34:27.317 --> 01:34:29.037]  Let's go.
[01:34:29.037 --> 01:34:33.118]  Some folks are born filled with spoons in their hands.
[01:34:33.118 --> 01:34:36.579]  Love knows they help themselves.
[01:34:36.579 --> 01:34:40.379]  The taxman gives them the key to the land.
[01:34:43.540 --> 01:34:47.444]  It was a party, nothing left but school and hell.
[01:34:47.444 --> 01:34:49.966]  Yeah.
[01:34:49.966 --> 01:34:50.586]  Check it.
[01:34:50.586 --> 01:34:52.468]  It ain't me, no.
[01:34:52.468 --> 01:34:54.009]  It ain't me, no.
[01:34:54.009 --> 01:34:57.872]  I ain't no millionaire son.
[01:34:57.872 --> 01:35:00.434]  Yeah.
[01:35:00.434 --> 01:35:01.875]  It ain't me, no.
[01:35:01.875 --> 01:35:05.158]  It ain't me, no.
[01:35:05.158 --> 01:35:08.000]  I ain't no fortunate one.
[01:35:08.000 --> 01:35:12.764]  Some folks I know, inherit from Bangalore.
[01:35:13.384 --> 01:35:18.386]  And more and more sacrifice of our troops.
[01:35:44.298 --> 01:35:47.559]  Alright, my friends, thank you for joining us.
[01:35:47.559 --> 01:35:54.200]  I will now get into some basic analysis and basic history of the New World Order, of the Illuminati.
[01:35:54.200 --> 01:36:04.682]  Understand that in any look at history, history is so complex, so wide, so many different versions and views of it, that it's impossible to, you know, give you a complete picture.
[01:36:04.682 --> 01:36:08.843]  But I'm just going to give some of the basics.
[01:36:08.843 --> 01:36:09.984]  Knowledge is power.
[01:36:09.984 --> 01:36:11.924]  The people perish for lack of knowledge.
[01:36:13.169 --> 01:36:26.599]  And whether it was the ancient Mayan cultures in Mesoamerica, or the ancient Babylonian or Roman cultures, and before that even the Egyptian, on through to modern times, there were mystery schools.
[01:36:26.599 --> 01:36:39.029]  And there was a lot of mumbo-jumbo and occultism, that just means hidden, associated with it, because they believed mathematics was magical, and they believed numbers and information was power, because it was.
[01:36:40.934 --> 01:36:46.260]  And if you look at the technology of today, you show somebody that a hundred years ago they would think it was magic.
[01:36:46.260 --> 01:36:49.723]  The technology we have today is indistinguishable from magic.
[01:36:49.723 --> 01:36:52.086]  It is amazing.
[01:36:52.086 --> 01:37:02.036]  And so because knowledge is power, secret organizations of witch doctors, of shaman, of priest class formed in every society separate from each other.
[01:37:02.478 --> 01:37:05.681]  This is the way humans interact and behave.
[01:37:05.681 --> 01:37:08.244]  The more things change, the more they stay the same.
[01:37:08.244 --> 01:37:09.785]  There's nothing new under the sun.
[01:37:09.785 --> 01:37:11.347]  Truth is stranger than fiction.
[01:37:11.347 --> 01:37:15.931]  All of that pertains to this.
[01:37:15.931 --> 01:37:21.857]  So, using basically different tricks, they would manipulate the general public.
[01:37:22.637 --> 01:37:28.362]  They would be able to astrologically calculate mathematically when a solar or lunar eclipse was coming.
[01:37:28.362 --> 01:37:41.094]  They would tell the people, give us offerings, let us run the society, let us run the city, let us run the tribe, or the titan is going to eat the sun and we will all live in darkness.
[01:37:41.494 --> 01:37:59.928]  Yes, and then they would know the date of the Titan eating the Sun, or the Snake God eating the Sun, in the case of the Aztecs, and the people would all be out there around the pyramid, or around the temple, and the Titan, or the Snake God, or whatever God they were worshipping, would attack the Sun.
[01:37:59.928 --> 01:38:06.633]  The priests would do some incantations, and the people would believe that the Sun was regurgitated.
[01:38:06.633 --> 01:38:09.415]  It's the same in every society.
[01:38:09.415 --> 01:38:10.436]  So this is how
[01:38:12.145 --> 01:38:28.009]  The scam really began of the Illuminati using mysticism, mumbo-jumbo, you know, the whole knock-on-wood mentality on the public with superstition to control them.
[01:38:28.009 --> 01:38:37.431]  Meanwhile, they had real technologies of architecture, of agriculture, and Egypt really formed some of the first mystery schools
[01:38:38.570 --> 01:38:40.133]  The West loves to only look at itself.
[01:38:40.133 --> 01:38:42.779]  China really predates that.
[01:38:42.779 --> 01:38:49.973]  But looking at Western cultures and the Mediterranean area, in the Middle East, and they had a priest class
[01:38:51.178 --> 01:39:10.799]  Who kept the building technologies and the agricultural technologies, but also the social architecture technologies, the social engineering technologies of how to manipulate and control and how to tax and how to regulate and basically a cash society, we see the first more sophisticated civilizations and governments forming.
[01:39:11.957 --> 01:39:17.386]  And they don't want the general public learning this, so they formed the first intelligence agencies.
[01:39:17.386 --> 01:39:25.340]  What we call our CIA, or FSB, KGB, Shin Bet, Mossad, MI6, of today.
[01:39:27.123 --> 01:39:34.727]  But surrounding that was all this occult mumbo-jumbo, because they had to keep secret how to plant crops, and when to plant crops.
[01:39:34.727 --> 01:39:39.709]  And they had to keep secret how to build pyramids, and how to build ziggurats, and how to build obelisks.
[01:39:39.709 --> 01:39:42.890]  And they had to keep secret when there was going to be an eclipse.
[01:39:42.890 --> 01:39:50.814]  And the priest class even manipulated most of the royalty to where they just became titular figureheads, because they believed the mumbo-jumbo.
[01:39:50.814 --> 01:39:52.855]  Then the priest class, of course, they didn't know what was
[01:39:55.577 --> 01:40:01.883]  And that is the Illuminati.
[01:40:01.883 --> 01:40:17.177]  It predates Christianity, it predates every major religion that we know today, Islam, Judaism, all the stuff in the Talmud, all the stuff in the Zohar,
[01:40:20.331 --> 01:40:37.680]  All of that is just regurgitations, and all these mystery religions and the whole Kabbalic system are just regurgitations of the mystery schools that also flourished and worked together between Babylon and Egypt and Greece, and then of course Rome.
[01:40:40.084 --> 01:40:43.066]  And so these secret guilds and societies were always there.
[01:40:43.066 --> 01:41:01.554]  It was the Masons who were the Stone Mason Guild, or the Stone Mason Union, who built the cathedrals in the Dark Ages and into the Remaissance all over Europe, from Germany to England to France, to Spain, and of course right there in Rome.
[01:41:01.554 --> 01:41:04.956]  And so they were very powerful, they had a lot of wealth,
[01:41:06.688 --> 01:41:27.402]  And going back to the 1700s, they were able to then get more political and reach for more power because a renaissance had developed just because of the printing press and more international travel and shipping.
[01:41:27.402 --> 01:41:35.127]  And so new middle classes had developed and people wanted revolution and people wanted liberty and freedom.
[01:41:36.093 --> 01:41:41.176]  And so the Illuminati came along and they really wanted to be the aristocrats.
[01:41:41.176 --> 01:42:04.871]  They wanted to supplant the royalty and just set themselves up as kings, but in their pyramidal structure they went out and recruited the best and brightest revolutionaries, the best and brightest musicians, writers, the wealthiest independent people, the merchant class, the ultra-rich merchant class, the shipping class, the banking class, and they teamed up and using that secret
[01:42:05.912 --> 01:42:06.332]  We're good to go.
[01:42:17.700 --> 01:42:35.635]  But in reality, they actually made some deals with royalty to knock off other royalty, and they made deals when they ran out of France, in Scotland and England, with the royalty there, to then move against the royalty in the continent, and to overthrow them.
[01:42:35.635 --> 01:42:37.757]  But then there was the French Revolution.
[01:42:37.757 --> 01:42:41.420]  Then there was blowback with that same movement.
[01:42:41.420 --> 01:42:45.043]  It's true that a lot of our founding fathers were Illuminati.
[01:42:45.043 --> 01:42:46.384]  To set that up here.
[01:42:48.906 --> 01:42:51.527]  But understand, it's pyramidal.
[01:42:51.527 --> 01:42:59.210]  They would go out and recruit people who were already wanting revolution, who were already revolting, all over Europe and in the colonies.
[01:42:59.210 --> 01:43:12.455]  And they would tell them, oh, peace on earth, no more wars, the industries and the mechanics and the builders, we'll create a new society, no more war, freedom, liberty, it's going to be great.
[01:43:12.455 --> 01:43:13.355]  But in reality,
[01:43:14.264 --> 01:43:16.044]  Meet the new boss same as the old boss.
[01:43:16.044 --> 01:43:28.047]  They actually just wanted to set up a world dictatorship, a world empire that was so sadistic and so cold-blooded it would knock out all opposition totally and completely.
[01:43:28.047 --> 01:43:31.727]  And that is indeed what they were able to do.
[01:43:31.727 --> 01:43:36.068]  And they did do that to great effect.
[01:43:36.068 --> 01:43:38.888]  They had a problem though.
[01:43:38.888 --> 01:43:41.589]  Thomas Jefferson, George Washington,
[01:43:43.544 --> 01:43:44.365]  It's not hard to find.
[01:43:44.365 --> 01:43:46.288]  This is mainstream history.
[01:43:46.288 --> 01:43:48.651]  Discovered!
[01:43:48.651 --> 01:43:50.132]  They weren't masons.
[01:43:50.132 --> 01:43:53.977]  Discovered what they called black masonry.
[01:43:53.977 --> 01:43:57.141]  That had nothing to do with black people.
[01:43:57.141 --> 01:44:00.606]  That a, quote, evil force was, quote, taking it over.
[01:44:00.606 --> 01:44:02.328]  No, it had always been in control.
[01:44:03.576 --> 01:44:19.485]  But they had broken through the compartments and had discovered that really they wanted to take people's freedoms, make George Washington a king, and then make this the center of the empire, and then take over, basically, and use us to knock out the British.
[01:44:19.485 --> 01:44:29.891]  So immediately, as soon as the Illuminati got the U.S., they said, OK, now we're going to build this up, and it was a long-term plan, it was like a hundred-year plan, and it's going to be the goddess Columbia.
[01:44:29.891 --> 01:44:31.752]  So we're called Columbia.
[01:44:32.921 --> 01:44:36.484]  And then they worship over in that other branch, the goddess Diana.
[01:44:36.484 --> 01:44:38.746]  And then that gets off into all their occult stuff.
[01:44:38.746 --> 01:44:39.646]  You spend hours on it.
[01:44:39.646 --> 01:44:42.028]  They've got more gods than the Indians over in India.
[01:44:42.028 --> 01:44:44.010]  It's just unbelievable.
[01:44:44.010 --> 01:44:46.012]  And so all of that started unfolding.
[01:44:46.012 --> 01:44:47.293]  And George Washington wrote letters.
[01:44:47.293 --> 01:44:49.054]  He said, an evil group's taken over.
[01:44:49.054 --> 01:44:50.075]  I'm not going to be part of it.
[01:44:50.075 --> 01:44:51.376]  I'm not going to be king.
[01:44:51.376 --> 01:44:56.260]  I'm not going to be part of this whole order.
[01:44:56.260 --> 01:45:00.643]  You know, an evil group out of France and Germany has taken our lodges over.
[01:45:00.643 --> 01:45:02.425]  In Europe, they're now taking over here.
[01:45:03.701 --> 01:45:08.567]  He then discovered that Benjamin Franklin was a double agent with the British and working for the dark side.
[01:45:08.567 --> 01:45:17.938]  So you have to understand, I mean, Davy Crockett, let's fast forward, Davy Crockett was a Mason.
[01:45:17.938 --> 01:45:21.402]  Sam Houston was a Mason.
[01:45:21.402 --> 01:45:22.604]  My family, the Ayers,
[01:45:24.605 --> 01:45:27.047]  You know, they raised Colonel Travis's son.
[01:45:27.047 --> 01:45:30.369]  You see him in the movie The Alamo, the new one.
[01:45:30.369 --> 01:45:32.550]  It's a big scene in the film.
[01:45:32.550 --> 01:45:36.672]  My family on the other side, the Joneses, the Johnsons, they were all involved in the Revolutionary War.
[01:45:36.672 --> 01:45:38.794]  They were involved in Spanish land grants before that.
[01:45:38.794 --> 01:45:42.456]  All nations, all high level.
[01:45:42.456 --> 01:45:46.399]  And undoubtedly into the occult.
[01:45:46.399 --> 01:45:48.460]  I mean, undoubtedly.
[01:45:48.460 --> 01:45:51.862]  But still, they believed that it was about something good.
[01:45:55.316 --> 01:46:04.363]  But then, you know, you follow things down through history, and my dad's 10 years old on a hunting trip with his great-uncle, who was a, what was he, a 33rd degree mason.
[01:46:04.363 --> 01:46:15.351]  And, you know, of course, been involved in prohibition, all sorts of stuff with, you know, what went on in Houston, and just Al Capone, all that stuff.
[01:46:15.351 --> 01:46:18.594]  Killed people, and gone in and flashed the Masonic sign, and gotten off.
[01:46:21.952 --> 01:46:24.654]  And he told my dad, don't ever join the Masons.
[01:46:24.654 --> 01:46:25.074]  It's bad.
[01:46:25.074 --> 01:46:30.017]  You know, as an old man with heart trouble, you know, he's telling my dad, don't get involved in this.
[01:46:30.017 --> 01:46:34.860]  So, we get on air and start bashing Masons.
[01:46:34.860 --> 01:46:38.882]  Ninety-seven percent of them or more, they get them in.
[01:46:38.882 --> 01:46:39.582]  It's brotherhood.
[01:46:39.582 --> 01:46:40.483]  It's about Jesus.
[01:46:40.483 --> 01:46:41.443]  It's about God.
[01:46:41.443 --> 01:46:43.625]  We're standing up for liberty, the Constitution.
[01:46:43.625 --> 01:46:47.167]  The Founding Fathers were almost sixty-something percent were Masons.
[01:46:47.167 --> 01:46:48.067]  Sam Houston was.
[01:46:48.067 --> 01:46:48.728]  We're for liberty.
[01:46:48.728 --> 01:46:49.328]  We're for freedom.
[01:46:50.994 --> 01:46:52.295]  And they really believe that.
[01:46:52.295 --> 01:46:53.596]  You know, a lot of cops are Masons.
[01:46:53.596 --> 01:46:54.557]  A lot of firemen are Masons.
[01:46:54.557 --> 01:46:58.760]  They hear us bash Masons, they're like, well that's a lie, I'm a Mason!
[01:46:58.760 --> 01:47:01.442]  So we do damage.
[01:47:01.442 --> 01:47:07.286]  When we get on air, and we say that all Masons are bad.
[01:47:07.286 --> 01:47:10.028]  No, they're definitely involved in something that is bad.
[01:47:10.028 --> 01:47:15.052]  And they're definitely involved in something that at it's top is run by good ol' Beelzebub.
[01:47:15.052 --> 01:47:19.155]  But, you know, Andrew Jackson was a Mason.
[01:47:20.356 --> 01:47:22.177]  An incredible individual.
[01:47:22.177 --> 01:47:23.558]  He was not bad.
[01:47:23.558 --> 01:47:27.219]  I've studied him.
[01:47:27.219 --> 01:47:28.740]  So you have to understand that.
[01:47:28.740 --> 01:47:31.041]  You have to realize that.
[01:47:33.502 --> 01:47:36.525]  Then you can get a wider perspective.
[01:47:36.525 --> 01:47:38.326]  They infiltrate the Catholic Church.
[01:47:38.326 --> 01:47:40.328]  They infiltrate the Protestant Church.
[01:47:40.328 --> 01:47:44.472]  They infiltrate every major movement that's got any power behind it.
[01:47:44.472 --> 01:47:46.073]  They take the groups over.
[01:47:46.073 --> 01:47:52.298]  So we can argue and debate all day about who runs the New World Order, who's in control of it, who the masters of it are.
[01:47:52.298 --> 01:47:54.340]  And then people all want to finger this group or that group.
[01:47:54.340 --> 01:47:54.661]  No, no, no.
[01:47:54.661 --> 01:47:57.203]  It's every group is run by these
[01:47:58.010 --> 01:48:06.716]  Four-plus thousand-year-old private intelligence agencies that the old name of them was Secret Society.
[01:48:06.716 --> 01:48:08.357]  So people say, well who runs it?
[01:48:08.357 --> 01:48:09.438]  You know, is it the Illuminati?
[01:48:09.438 --> 01:48:10.519]  Is it Skull and Bones?
[01:48:10.519 --> 01:48:11.500]  Is it Bohemian Grove?
[01:48:11.500 --> 01:48:12.540]  Is it the CFR?
[01:48:12.540 --> 01:48:14.262]  You know, the mainstream reporters always say, who is it?
[01:48:14.262 --> 01:48:14.882]  Who is it?
[01:48:14.882 --> 01:48:21.047]  Those are all just chapters and subgroups of different management groups and think tanks of the same idea.
[01:48:21.047 --> 01:48:22.047]  Like George Bush Sr.
[01:48:22.047 --> 01:48:24.729]  said in 1991, it's a big idea.
[01:48:24.729 --> 01:48:25.750]  A new world order.
[01:48:29.654 --> 01:48:30.534]  It's an idea.
[01:48:30.534 --> 01:48:31.395]  It's a process.
[01:48:31.395 --> 01:48:32.535]  It's a program.
[01:48:32.535 --> 01:48:34.836]  That's why they put their symbol, the All-Seeing Eye, on everything.
[01:48:34.836 --> 01:48:35.816]  It's a gang sign.
[01:48:35.816 --> 01:48:36.896]  It's a tag.
[01:48:36.896 --> 01:48:41.098]  It's to let all the brotherhood know, we're in control.
[01:48:41.098 --> 01:48:41.978]  It's their flag.
[01:48:41.978 --> 01:48:42.558]  Their flag.
[01:48:42.558 --> 01:48:50.041]  There's more Illuminati All-Seeing Eyes on buildings, and on TV, and on the money, and on the credit cards.
[01:48:50.041 --> 01:48:53.422]  Our American flag's flying over used car dealerships.
[01:48:53.422 --> 01:48:54.282]  It's everywhere!
[01:48:56.448 --> 01:49:02.012]  It's their language, their hidden language that's hidden in plain view.
[01:49:02.012 --> 01:49:04.134]  But let me just go back.
[01:49:04.134 --> 01:49:05.795]  Let me just go back.
[01:49:05.795 --> 01:49:13.201]  The mystery schools always believed that you progress spiritually through these different levels up into Godhood.
[01:49:13.201 --> 01:49:21.868]  And so they took Darwin, who just repackaged ideas they already had, and he came up with the theory of evolution.
[01:49:22.717 --> 01:49:25.559]  And we're not here debating that today, we're just stating the facts.
[01:49:25.559 --> 01:49:30.343]  And they were married in, and only married in, to a couple families.
[01:49:30.343 --> 01:49:37.568]  The Huxleys, later the Wells, and others.
[01:49:37.568 --> 01:49:40.771]  And we're going to get into that in a few minutes.
[01:49:40.771 --> 01:49:50.378]  And you had futurist families who developed and codified these Babylon Ministry School religious ideas into scientific
[01:49:51.887 --> 01:49:55.070]  Sales pitches.
[01:49:55.070 --> 01:50:03.636]  And so you go back about a hundred and thirty, forty years ago, you've got Cecil Rhodes, you've got HG Wells, you've got all these different individuals.
[01:50:03.636 --> 01:50:05.418]  Cecil Rhodes controlled the world.
[01:50:05.418 --> 01:50:07.279]  Diamond Monopoly out of Rhodesia.
[01:50:07.279 --> 01:50:10.502]  Rhodesia, north of South Africa, named after him.
[01:50:10.502 --> 01:50:13.644]  And that's power.
[01:50:13.644 --> 01:50:15.846]  And he was advisor to the Queen.
[01:50:17.345 --> 01:50:20.848]  Order of the Garter, all these laurels, H.G.
[01:50:20.848 --> 01:50:34.057]  Wells became the advisor, was that about a hundred years ago, to the Queen, her futurist, and basically you already had a world empire, and it was Illuminati controlled, and the British
[01:50:35.626 --> 01:50:53.033]  Figured out that it was really hard to hold India, really hard to hold areas of Africa, really hard to hold areas in the Caribbean, and areas in Asia and China, if they had an open white guy sitting there at a palace as a Viceroy, or as a Duke, or as a Viscount, running things.
[01:50:53.033 --> 01:50:55.454]  Or the East India Company running things.
[01:50:55.454 --> 01:50:56.894]  The British East India.
[01:50:56.894 --> 01:51:02.516]  So they learned how to put puppets in.
[01:51:02.516 --> 01:51:04.217]  And they began to develop a plan
[01:51:04.929 --> 01:51:06.850]  When we get back, I'll break it down for you.
[01:51:06.850 --> 01:51:18.214]  And this is how they operate, and then they wedded it with the ideas of the father of science fiction.
[01:51:18.214 --> 01:51:19.915]  It's unbelievable.
[01:51:19.915 --> 01:51:22.496]  Wait until I go over this with you.
[01:51:22.496 --> 01:51:23.537]  Just wait.
[01:51:23.537 --> 01:51:24.797]  We'll be right back.
[01:51:24.797 --> 01:51:25.597]  I'm Alex Jones.
[01:51:35.871 --> 01:51:36.551]  It's here.
[01:51:36.551 --> 01:51:41.694]  After a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:51:41.694 --> 01:51:49.337]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:51:50.020 --> 01:51:57.484]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:51:57.484 --> 01:52:09.209]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:52:09.209 --> 01:52:13.191]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:52:13.191 --> 01:52:15.452]  It's an anthology of government crimes.
[01:52:15.452 --> 01:52:19.294]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:52:19.875 --> 01:52:27.347]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:52:32.919 --> 01:52:36.142]  Are terrorist cells or prime terror targets located near you?
[01:52:36.142 --> 01:52:39.245]  Where are military bases and hazardous waste sites located?
[01:52:39.245 --> 01:52:45.812]  How do you find the best area for solar, average rainfalls, fish contamination advisories, and major transportation routes?
[01:52:45.812 --> 01:52:53.319]  In the new interactive CD book, Prudent Places USA, you will find the information you want with over 50 interactive parameters that you control.
[01:52:53.319 --> 01:52:57.403]  Find everything from housing prices and taxes to brewing environmental catastrophes.
[01:52:57.663 --> 01:53:03.408]  Locate billion-dollar disaster-prone areas, the safest cities, ideal solar locations, and much, much more.
[01:53:03.408 --> 01:53:16.720]  Complete with over 3 gigabytes of detailed information on each of the 3,000-plus counties in the U.S., including 550 high-resolution, full-color maps and full-color photographs, as well as detailed information and analysis that you need.
[01:53:16.720 --> 01:53:25.247]  Get this hard-to-find information by ordering Fruit and Places USA now for only $29, plus shipping and handling, by calling New Millennium at
[01:53:25.247 --> 01:53:27.696]  Call 888-803-4438 or order on the web at Berkeywater.com
[01:53:32.478 --> 01:53:40.863]  For years you've been hearing about Herbal Healer Academy and how it's remained the leader in effective alternative and natural medicine and education.
[01:53:40.863 --> 01:53:44.405]  But how can they continue to hold that title for years on end?
[01:53:44.405 --> 01:53:47.847]  The answer is high quality and huge selection.
[01:53:47.847 --> 01:53:53.089]  Just visit HerbalHealer.com and shop online or request a free catalog.
[01:53:53.089 --> 01:53:55.431]  You're bound to find the alternative you're looking for.
[01:53:56.171 --> 01:54:01.355]  Did you know that Herbal Healer carries the latest, safest and effective weight loss products?
[01:54:01.355 --> 01:54:07.560]  You can also count on Herbal Healer for the largest selection of safe and natural supplements just for children.
[01:54:07.560 --> 01:54:09.182]  And don't forget your pets.
[01:54:09.182 --> 01:54:15.307]  Herbal Healer even has natural mineral supplements for all your animals, including horses, cows and birds.
[01:54:15.307 --> 01:54:21.652]  Take a peek at their online calendar and you're sure to find everything you need and maybe something you didn't realize you need.
[01:54:22.212 --> 01:54:27.560]  Visit HerbalHealer.com and don't forget to sign up for the free Herbal Healer newsletter.
[01:54:27.560 --> 01:54:30.964]  HerbalHealer.com, working with the power of nature.
[01:55:07.944 --> 01:55:10.126]  Welcome back!
[01:55:10.126 --> 01:55:15.290]  Alright, continuing with the history of these individuals.
[01:55:15.290 --> 01:55:35.265]  So, by the year 1900, a large majority of the world's countries were either completely dominated and occupied by the British alone, or they were heavily influenced and puppeteered.
[01:55:35.265 --> 01:55:37.067]  And then most of the other countries of the world
[01:55:38.183 --> 01:55:51.793]  That is, in what we call the Third World today, were dominated, or completely controlled, by the Dutch, or the French, or the Germans, or the Spanish, or the Italians.
[01:55:51.793 --> 01:55:52.934]  It was a colonial world.
[01:55:52.934 --> 01:55:55.616]  It was under several different empires.
[01:55:55.616 --> 01:56:00.219]  But the royalty of England had intermarried with all of them.
[01:56:00.219 --> 01:56:02.801]  And they had intermarried with them.
[01:56:02.801 --> 01:56:06.244]  And since then, you had a merger and a deal
[01:56:07.253 --> 01:56:12.256]  With the Illuminati, and the British Royalty, and an intermarrying there.
[01:56:12.256 --> 01:56:31.125]  The Rothschilds and some of the other big rich families married in to the British, slash predominantly, they were already Saxon, Norman, but then they had married in right before the Revolutionary War, fully with the Germans, but all of that gets into pedigree, who we're exactly talking about here.
[01:56:34.910 --> 01:56:40.831]  They had knocked off then, of course, later in 1917, their cousins, their first cousins, the Czars.
