[00:00.000 --> 00:15.000]  Jesse Peters is right.
[55:55.040 --> 56:01.680]  intelligence assets as you do and some of the options are pretty unpleasant whether it's another
[56:01.680 --> 56:08.560]  bioterrorism attack like the smallpox or mob or virus or other weapons of mass destruction
[56:08.560 --> 56:16.160]  and that can cause uh further destabilization and these people have no problem wasting uh wasting
[56:16.160 --> 56:23.680]  away billions of people so um but the reality is i i don't worry about that what i and i have no
[56:24.400 --> 56:29.760]  promises or guarantees to myself or to anyone else that you rise up and storm the beaches of
[56:29.760 --> 56:33.920]  normandy of this generation that you'll survive especially in the first wave there's a very good
[56:33.920 --> 56:39.840]  chance that you may fall but but so what it you know this is a finite life but you have an opportunity
[56:39.840 --> 56:44.640]  to now to to connect with the infinite then the eternal and you have to fall in battle this is
[56:44.640 --> 56:50.720]  a hill worth dying on and and and so it takes courage we grow up with some degree of freedom
[56:50.720 --> 56:55.520]  not because of us but because our parents and grandparents support for it the question is will
[56:55.520 --> 56:59.760]  our kids be free well the answer is are we ready to fight for it that we were ready no that's right
[56:59.760 --> 57:07.040]  we're living off gas they put in the tank so how about next generation our kids i i hope they
[57:07.040 --> 57:12.320]  grow up with the ability to thrive in a society of god consciousness but it depends on are we
[57:12.320 --> 57:17.200]  ready to to create the environment for that to happen stay there one more segment dr zelenko
[57:17.200 --> 57:21.600]  you're absolutely right the the catalyst this year to go to the next level we have to decide
[57:21.600 --> 57:25.200]  whether we're gonna do it or not dr zelenko is our guest we're gonna come back to the final
[57:25.200 --> 57:29.840]  second with him most powerful interview yet wow and i'm not kidding i woke up this morning i had a
[57:29.840 --> 57:32.960]  dream about him couldn't remember what it was like get zelenko on usually he can't come on
[57:32.960 --> 57:41.120]  short notice he could today so this is meant to happen we'll be right back stay with us
[57:49.680 --> 57:54.800]  let's go ahead take another call let's talk to malcom in tennessee welcome hello alex yes malcom
[57:54.800 --> 57:59.200]  all right i will make this quick and real short where the other patreons can get on the line
[57:59.200 --> 58:04.240]  alex i have to promote one thing from one of your co-host oan shroyer super male
[58:04.240 --> 58:09.920]  volatility and brain force plus mix those two together you're an unstoppable tank super male
[58:09.920 --> 58:15.520]  volatility really really works it's cold pressed herbs and natural compounds that have never been
[58:15.520 --> 58:21.920]  heated up and so it has a dramatic effect compared to powdered versions they also work quite well
[58:21.920 --> 58:26.960]  but just aren't as strong this is like a very fine wine it's it's it's in fact each batch is different
[58:26.960 --> 58:30.880]  sometimes it's super strong sometimes it's just okay people like why are you selling something and
[58:30.880 --> 58:36.560]  admitting sometimes the batch isn't strong that's just how it is it's how it works uh so it's always
[58:36.560 --> 58:41.520]  good it's just sometimes it's like super strong but yeah if you want the rolls royce at a decent
[58:41.520 --> 58:54.160]  price then this is it i've been fighting as hard as i can for almost 28 years against the globalist
[58:54.160 --> 59:00.000]  i wanted to stop their agenda i wanted to wake up the world and stop them dead in their tracks
[59:00.000 --> 59:05.280]  before they went operational but we failed yes a lot of people are awake yes we're not getting
[59:05.280 --> 59:11.680]  caught flat footed but they are going ahead with their full operational deindustrialization great
[59:11.680 --> 59:16.880]  reset and that's why it's more important than ever that all viewers and all listeners tell everybody
[59:16.880 --> 59:21.760]  they know about the show because people are ready to wake up and ready to hear the truth so we've got
[59:21.760 --> 59:26.080]  an information warfare of the enemy and trying to stop their agenda we've also got to get personally
[59:26.080 --> 59:30.080]  prepared and one of the number one things to do is high quality storeable food we've got the best
[59:30.080 --> 59:35.600]  food ready to ship at very affordable prices at infowarstore.com so whether it's a month or six
[59:35.600 --> 59:41.200]  month or a year supply or specialty diets it's ready to ship right now lock your orders in before
[59:41.200 --> 59:46.480]  food prices go up and before there are long lines and waits because believe me serious times are
[59:46.480 --> 1:00:03.120]  coming get ready at infowarstore.com if you are receiving this transmission you are the resistance
[1:00:03.120 --> 1:00:10.080]  after decades of intense research our quest to discover the key to breaking the globalist bonds
[1:00:10.080 --> 1:00:18.240]  is now live the reset wars have begun start your journey at resetwars.com today
[1:00:23.680 --> 1:00:27.200]  ladies and gentlemen reset wars is now live you can see the course
[1:00:29.280 --> 1:00:36.800]  mind wars spirit wars now game changing most powerful info ever at resetwars.com
[1:00:36.800 --> 1:00:42.960]  all right ladies and gentlemen we have a very very special guest that's going to be joining us
[1:00:43.760 --> 1:00:49.600]  coming up in the next segment to deal with COVID-19 and everything that has been unfolding
[1:00:50.400 --> 1:00:58.480]  since then but i wanted to spend a few minutes here in in this segment speaking to you about
[1:00:58.480 --> 1:01:04.400]  what i'm going to cover in the third hour today and that deals with the january 6 committee
[1:01:04.400 --> 1:01:10.400]  and what's happening there and how they're trying to act like republican congress people
[1:01:10.400 --> 1:01:17.200]  sending text messages to trump saying ask the people to stop attacking the building cnn abc
[1:01:17.200 --> 1:01:24.000]  and nbc they're all saying this is proof that trump ordered an attack on the capital no most
[1:01:24.000 --> 1:01:29.520]  people were following him on twitter he had 80 million plus twitter followers and so people
[1:01:29.520 --> 1:01:35.280]  were telling him once it started he was speaking when it started it was going on for an hour
[1:01:35.280 --> 1:01:40.000]  while he spoke they started it right while he was speaking so they could claim they had provocateurs
[1:01:40.000 --> 1:01:45.040]  there we now know that he didn't try to help as soon as he gets off drives to the white house
[1:01:45.920 --> 1:01:51.920]  a few minutes away he's getting the phone calls and he then put out tweets saying be peaceful
[1:01:51.920 --> 1:01:58.000]  leave the building don't be there but they're acting like because his son don jr and a bunch of
[1:01:58.000 --> 1:02:03.360]  republican congressmen and others were telling his chief of staff hey tell the president tell
[1:02:03.360 --> 1:02:07.440]  people get out of the building this is really going to hurt everything we've done we want a
[1:02:07.440 --> 1:02:10.560]  10-day investigation by the senate we had the votes this is horrible
[1:02:13.200 --> 1:02:17.920]  which again ladies and gentlemen is the motive you don't have a motive when you're about to have
[1:02:17.920 --> 1:02:22.640]  a 10-day investigation by the senate to go attack the capital and make yourself look bad so they're
[1:02:22.640 --> 1:02:32.320]  trying to spin this right now they're trying to spin all of this right now as if it's proof
[1:02:32.320 --> 1:02:35.680]  so so that's what they do with every piece of information they get oh my gosh there's text
[1:02:35.680 --> 1:02:44.560]  messages uh on mark meadows the chief of staff's phone that they got that he gave them where the
[1:02:44.560 --> 1:02:53.360]  republicans are trying to stop everything and then they turn that around and act like oh see
[1:02:53.360 --> 1:02:57.680]  it's proof that trump was in command because why would you ask him to stop it if he wasn't
[1:02:57.680 --> 1:03:01.600]  in command that's ridiculous it's like calling the fire department to come put a fire out they
[1:03:01.600 --> 1:03:06.080]  didn't start the fire but you call the fire department who had a better chance to electronically
[1:03:06.080 --> 1:03:12.560]  tell the 600 people out of a million that were foolish enough to go inside to turn back only
[1:03:12.560 --> 1:03:20.560]  donald trump had that megaphone and it took him 30 minutes from the time he was asked to do it and
[1:03:20.560 --> 1:03:24.320]  he definitely wanted to watch it wanted to know what's happening a little bit of a slow response
[1:03:24.320 --> 1:03:29.840]  i'll i'll i'll give you that but that's it obviously he wouldn't blow his feet off obviously he
[1:03:29.840 --> 1:03:34.320]  wouldn't want this this this this destroyed trump at that level it totally hurt him so i'll be talking
[1:03:34.320 --> 1:03:40.720]  about that some more because i've gotten these subpoenas not subpoena subpoenas it's three subpoenas
[1:03:40.720 --> 1:03:50.160]  now uh from the house to me on un-american activities part two and i know that whatever i
[1:03:50.160 --> 1:03:56.080]  turn over i turn stuff over to him will be twisted and misrepresented now i got there and within
[1:03:56.640 --> 1:04:02.400]  five minutes of me being there and seeing flash bangs and attacks and smoke and people climbing
[1:04:02.400 --> 1:04:08.720]  on the capital and going in i was on top of big pallet of chairs that hadn't been you know unfolded
[1:04:08.720 --> 1:04:14.000]  yet i was up on a big pallet the highest place i could find saying get down stop come down and
[1:04:14.000 --> 1:04:17.760]  that was the five minutes it took me to get through the crowd of hundreds of thousands up closer to
[1:04:17.760 --> 1:04:21.840]  the capital and then our guys are trying to get cell service going what's going on well they say
[1:04:21.840 --> 1:04:26.480]  they've reached the capital that might get up get out of there don't don't do it don't don't be part
[1:04:26.480 --> 1:04:34.320]  of this mpr is running pieces so is the new york times saying that i was cowardly there commanding
[1:04:34.320 --> 1:04:39.360]  people to break in they're still doing that despite the video because they don't care because they're
[1:04:39.360 --> 1:04:44.800]  criminal organizations working with the great reset and claus Schwab to bring down this country
[1:04:44.800 --> 1:04:48.560]  all right ladies and gentlemen we have a very special surprise guest coming up next segment
[1:04:48.560 --> 1:04:54.320]  you'll definitely want to stay with us we'll be right back in full wars dot com
[1:04:54.320 --> 1:05:06.800]  it's a major issue amongst the left it can be very stressful dealing with facts you refuse to
[1:05:06.800 --> 1:05:12.560]  accept if you have a family member suffering from this degenerative mental condition buy them a
[1:05:12.560 --> 1:05:18.880]  bottle of ultimate fish oil from info wars store dot com studies have suggested that fish oils and
[1:05:18.880 --> 1:05:25.520]  fish oil supplementation can slightly lower blood pressure decrease triglyceride levels decrease the
[1:05:25.520 --> 1:05:31.440]  growth rate of plaque and provide a soothing reduction in inflammatory responses and joints
[1:05:31.440 --> 1:05:38.320]  and the digestive system recent studies have suggested that high epa and dha fish oil can
[1:05:38.320 --> 1:05:44.560]  stimulate immune function by increasing the concentration and activity of immune cells
[1:05:44.560 --> 1:05:51.120]  it worked for my family and now i can have a logical and calm discussion about actual facts
[1:05:51.120 --> 1:05:57.440]  that pertain to reality get your ultimate fish oil for a friend family member or yourself at info
[1:05:57.440 --> 1:06:18.400]  wars store dot com live from austin texas broadcasting worldwide it's alex jones
[1:06:28.160 --> 1:06:34.240]  well i really appreciate our next guest because out of the hundreds of amazing doctors and
[1:06:34.240 --> 1:06:40.240]  scientists that we've interviewed she is right up there in the top three or so probably number one
[1:06:40.240 --> 1:06:47.680]  and she's so prodigiously successful at at waking people up and and traveling around and and doing
[1:06:47.680 --> 1:06:53.760]  interviews on top of the hard work she does dr lee merit i'm not going to go over her whole medical
[1:06:53.760 --> 1:07:01.520]  doctor background but we really appreciate her coming on the broadcast today to go over what's
[1:07:01.520 --> 1:07:08.800]  happening the medical rebel dot com and there are so many big developments obviously biden
[1:07:08.800 --> 1:07:14.880]  officials warned covet explosion imminent that's the same pr by the bill deberg group
[1:07:14.880 --> 1:07:19.840]  debos group around the world new lockdowns coming in january i'm told by my fema and military
[1:07:19.840 --> 1:07:26.400]  connections covet is a deadly pandemic it killed science logic evidence based medicine
[1:07:26.400 --> 1:07:34.560]  and common sense says dr elie david who warns of covet tsunami before christmas california
[1:07:34.560 --> 1:07:40.960]  brings back statewide mass main date in all indoor spaces after covet cases skyrocket or is it really
[1:07:40.960 --> 1:07:46.640]  cases of people that have had the shot that are sick we now know that thoughts you're safe if you
[1:07:46.640 --> 1:07:52.000]  cut if you have the shot we'll need to get covet 19 vaccine boosters forever that's in the globe
[1:07:52.000 --> 1:07:59.280]  and mail and that's in cnn and that's in today dot com nbc it's just everywhere now it's forever
[1:07:59.280 --> 1:08:06.240]  the worst part of the first 15 days to flatten the curve is the first two years osi prime minister
[1:08:06.240 --> 1:08:12.800]  compares the vaccinated sheep calls them good sheep helan must says i am against forcing people to
[1:08:12.800 --> 1:08:18.320]  be vaccinated not something we should do in america info wars has the article elon must person
[1:08:18.320 --> 1:08:26.800]  the year radicalized by lockdowns maybe somebody else reports fda accused of colluding with usps
[1:08:26.800 --> 1:08:31.840]  to stop and destroy packages of iver mechton mailed the patients that's now confirmed criminal
[1:08:32.880 --> 1:08:38.480]  beyond nuremberg crimes on the vaccinated people shouldn't reproduce declares winner
[1:08:38.480 --> 1:08:45.280]  fest announcer build back better a game changer for early childhood education got some news
[1:08:45.280 --> 1:08:52.880]  on that uk government refuses to reveal details about first omnicron death oh it goes on and on
[1:08:52.880 --> 1:08:59.040]  and on but dr lee merit joins us to cover a host of issues she's going to give us a preview of
[1:08:59.040 --> 1:09:03.920]  those and then dive right into them doctor thank you so much for coming back with us thanks for
[1:09:03.920 --> 1:09:09.360]  having me it's probably been six months since you were on seems like a million years so much
[1:09:09.360 --> 1:09:13.520]  has happened but also five seconds ago at the same time where do you want to start first
[1:09:15.360 --> 1:09:20.720]  i don't know we're living in such a theater of the absurd it's a target rich environment you know
[1:09:20.720 --> 1:09:26.720]  i mean you know your point about iver mechton keep in mind the fda has told the postal service
[1:09:26.720 --> 1:09:32.880]  to interdict iver mechton at the border destroy the packages this is a drug that the who has on
[1:09:32.880 --> 1:09:39.680]  its list of most essential drugs are you kidding me and it's and it's clearly one of the largest
[1:09:39.680 --> 1:09:46.960]  studies or the largest study i think was just published from brazil 220 000 adults and it decreased
[1:09:47.520 --> 1:09:54.160]  iver mechton decreased the risk of of going down with this by i think depth and and going to hospital
[1:09:54.160 --> 1:09:59.680]  by 50 percent so it just goes on and on i mean there's lots of people that don't think there's
[1:09:59.680 --> 1:10:04.560]  there's peer reviewed studies there's peer reviewed studies there's unpure reviewed studies it's
[1:10:04.560 --> 1:10:09.680]  everywhere so i mean i wish that i wish the usps would try to stop the fentanyl killing
[1:10:09.680 --> 1:10:13.360]  millions of people but i guess they're not going to do that a totally safe drug they're not going
[1:10:13.360 --> 1:10:19.440]  to let evil americans order that from outside countries even if a doctor prescribes it right
[1:10:19.440 --> 1:10:24.400]  and and i told somebody jokingly but it's actually kind of true because they can't get it anywhere
[1:10:24.400 --> 1:10:29.200]  else it's hard to order it from overseas pharmacies i've been contacted by one of them and they said
[1:10:29.200 --> 1:10:33.760]  all of their packages have been stopped they can't bring them in so this is confirmed multiple ways
[1:10:33.760 --> 1:10:38.720]  but you know we think of meals bringing cocaine across the border now you can bring iver mechton
[1:10:38.720 --> 1:10:44.320]  and probably make a fortune isn't that sad absolutely that is i mean that's a great example doc and
[1:10:45.120 --> 1:10:49.520]  please continue well i was going to say that it doesn't stop here i was just speaking in
[1:10:49.520 --> 1:10:56.800]  ohio in the great state of ohio doctors cannot prescribe uh azithromycin and doxycycline without
[1:10:56.800 --> 1:11:01.440]  worried about somebody looking at their license so they they don't give more than one or two days
[1:11:01.440 --> 1:11:07.280]  for people i said to a doctor there i said are you telling me we can't treat acne anymore with
[1:11:07.280 --> 1:11:13.120]  doxycycline or azithromycin for a sinus infection are you kidding me and that's where they've gone
[1:11:13.120 --> 1:11:19.600]  because so it isn't about the drug it's about they don't want us to save people apparently i can't
[1:11:19.600 --> 1:11:24.320]  come up with another reason why would you prohibit drugs that we've used for literally for 60 years
[1:11:24.320 --> 1:11:30.000]  because suddenly they've been shown to be useful for this well that's right i mean claus
[1:11:30.000 --> 1:11:34.560]  throb and milgate said they want to depopulate us and it doesn't matter what all the science shows
[1:11:34.560 --> 1:11:39.440]  doesn't matter what the facts show this is about these corporations through big tech and through
[1:11:39.440 --> 1:11:44.160]  the media and through agencies of government having total control so doc slow down and repeat
[1:11:44.160 --> 1:11:48.080]  that that's the big news and i know i've seen that in the news confirming what you're saying
[1:11:48.080 --> 1:11:54.320]  that some areas of the united states are now trying to block basic antibiotics for people that have
[1:11:54.320 --> 1:12:01.120]  lung infections i mean this is beyond criminal right and it's in ohio it was azithromycin
[1:12:01.120 --> 1:12:08.720]  and doxycycline now we've used doxycycline for a lot of things so it's a very safe drug and it's
[1:12:08.720 --> 1:12:14.800]  been used for like dermatology used it i took it multiple times for acne rosacea in my you know
[1:12:14.800 --> 1:12:21.680]  life come on it's not it's not a this isn't a controversial but there's a there's a hold on
[1:12:21.680 --> 1:12:26.480]  it now i will say this for people out there going to pharmacies this is the reason to use independent
[1:12:26.480 --> 1:12:30.880]  pharmacies the good news about independent pharmacies where the government's not getting
[1:12:30.880 --> 1:12:37.360]  too involved they still will they still will give out ivermectin and hydroxychloric one and
[1:12:37.360 --> 1:12:42.480]  these things but you go to one of the chains and they've been told from on high not to prescribe
[1:12:42.480 --> 1:12:50.240]  but even in states like mine uh where i practice where uh there's no prohibition on using ivermectin
[1:12:51.120 --> 1:12:56.880]  so time to support your local pharmacies that's a big deal right now and again it's claus schwaub
[1:12:56.880 --> 1:13:02.160]  and bill gates and the un whenever medical doctors are us senators who are medical doctors like
[1:13:02.160 --> 1:13:07.600]  ran paul try to give a speech about natural immunity being 27 times better than this fizer shot
[1:13:07.600 --> 1:13:12.960]  they censor him on google and youtube and the senate just puts up with that i mean imagine
[1:13:12.960 --> 1:13:18.160]  the level of this control of telling doctors what they can prescribe and telling senators what they
[1:13:18.160 --> 1:13:28.560]  can say yeah i mean the censorship isn't science and so we need to realize that it's been you know
[1:13:28.560 --> 1:13:33.280]  i i started reading more about the tab of stock than about medicine these days because what we're
[1:13:33.280 --> 1:13:39.280]  dealing with is a huge mass mind control propaganda outbreak we're not really dealing with a viral
[1:13:39.280 --> 1:13:44.960]  outbreak it's it's taking us down it's been acting we've been we've been under the the
[1:13:44.960 --> 1:13:48.880]  impression that we could speak freely about medicine for a long time but it turns out it
[1:13:48.880 --> 1:13:54.400]  hasn't been true for a long time the the notion i'll just point out that one of the couple things
[1:13:54.400 --> 1:14:01.680]  got us here one was obamacare which made it so difficult for private physicians to act you know
[1:14:01.680 --> 1:14:06.560]  as independent physicians that because of all the regulation that they sold out to hospital so now
[1:14:07.280 --> 1:14:11.280]  when it was seven before that seventy some percent of doctors were independent
[1:14:11.280 --> 1:14:15.840]  now they all work for hospitals and the hospitals are controlled but the other thing that we've
[1:14:15.840 --> 1:14:20.960]  been victim of is this idea that the only thing to listen to we've taught all the new new medical
[1:14:20.960 --> 1:14:26.240]  students and everybody the only thing we can listen to is a 30-year double blind peer reviewed
[1:14:26.240 --> 1:14:33.200]  study you know peer review is the Politburo attached to medicine and science you have three or five
[1:14:33.200 --> 1:14:40.720]  people on the top of some journal i have my own experience with this in in my profession and they
[1:14:40.720 --> 1:14:45.920]  decide whether or not something gets published or not now admittedly there should be some kind of
[1:14:45.920 --> 1:14:51.760]  screening for some quality of you know language or whatever but when you have a few people that
[1:14:51.760 --> 1:14:56.320]  decides on the basis of for example i had at one time i had a publication that was submitted and
[1:14:56.320 --> 1:15:00.320]  the response i got from one of the reviewers was everyone knows you can't do this it was
[1:15:00.320 --> 1:15:05.280]  about a surgical procedure but i thought that was a funny review after i spent a lot of time and
[1:15:05.280 --> 1:15:11.120]  money and energy putting together a very quality paper everyone knows you can't do this um if you
[1:15:11.120 --> 1:15:16.880]  don't follow the narrative then the peer reviewers don't publish and if and the narrative can be
[1:15:16.880 --> 1:15:22.800]  controlled by funding the peer reviewers that's pretty easy you know look at what Pfizer if you
[1:15:22.800 --> 1:15:28.240]  probably seen that video that all these news reports funded by Pfizer you know brought to you by
[1:15:28.240 --> 1:15:33.360]  Pfizer it's just on and on so that's a total conflict of interest on its face but they just
[1:15:33.360 --> 1:15:37.360]  ignore that now dr. merit stay there we're going to come back in the next segment and and speaking
[1:15:37.360 --> 1:15:43.520]  of them manipulating uh reviews and studies we now know that Pfizer did indeed do that and they
[1:15:43.520 --> 1:15:49.120]  tried to block and now they want 75 years till it gets released but the first uh group of that
[1:15:49.120 --> 1:15:54.320]  or tranche came out and it was confirming everything you and others warned about over a year ago we'll
[1:15:54.320 --> 1:16:02.240]  be right back with dr. lee merit stay with us it's only been in the last 60 years that we've had
[1:16:02.240 --> 1:16:07.840]  satellites that can decently measure what's happening in the atmosphere but if you look at all
[1:16:07.840 --> 1:16:13.040]  the different studies reports about my nasa and other governments other agencies they all disagree
[1:16:13.040 --> 1:16:19.200]  once really happened with the climate the only constant the only great truth is change is the
[1:16:19.200 --> 1:16:25.360]  only constant so yes climate change is totally real but notice first they called it global freezing
[1:16:25.360 --> 1:16:29.120]  back in the 70s 80s and then it's gonna be global warming and when that didn't really happen the
[1:16:29.120 --> 1:16:34.240]  way they wanted to okay now it's just climate change but did you know that man-made climate change
[1:16:34.960 --> 1:16:40.480]  is a real thing when it comes to the united nations and the department of energy and bill
[1:16:40.480 --> 1:16:46.480]  gates and the un they have weather control trees from 1979 and bill gates has been manipulating
[1:16:46.480 --> 1:16:51.920]  the weather for a very long time in fact back in 1994 two scientists won a Nobel prize for an idea
[1:16:51.920 --> 1:16:56.480]  of spring different particles out of jet engines to control the weather so yes man-made climate
[1:16:56.480 --> 1:17:03.840]  change is real ultimate bone broth is back and better than ever and 20 off plus free shipping
[1:17:03.840 --> 1:17:08.560]  and double patriot points for our new sale after years of being off the shelves or bringing back
[1:17:08.560 --> 1:17:13.520]  one of the biggest fan favorite formulas ever and it's now been reformulated as even stronger
[1:17:13.520 --> 1:17:20.080]  it's ultimate bone broth plus it's got concentrated high quality chicken broth protein turmeric
[1:17:20.080 --> 1:17:26.080]  root that's so amazing chaga mushroom bee pollen goji berry alfalfa herb powder then it's got added
[1:17:26.080 --> 1:17:32.640]  magnesium and potassium for electrolytes it's got real organic cocoa bean powder with natural
[1:17:32.640 --> 1:17:37.760]  chocolate flavor and a touch of sea salt it even tastes better than last formula and what it does for
[1:17:37.760 --> 1:17:44.800]  your body is simply amazing again it has that cutting edge chicken broth protein isolate powder
[1:17:44.800 --> 1:17:49.280]  for better flavor and dissolvability you're going to love this and what it does for your joints what
[1:17:49.280 --> 1:17:54.000]  it does for your body it does for your bones it's simply amazing and it helps funding info war
[1:17:54.000 --> 1:18:00.080]  this is really the best bone broth out there so get yours at infowarstore.com today rarely in life
[1:18:00.080 --> 1:18:09.680]  you come upon something that is an absolute 360 win and this is a 360 win situation for everybody
[1:18:09.680 --> 1:18:15.200]  that loves liberty that loves health that loves being informed and loves being free
[1:18:16.000 --> 1:18:21.280]  ladies and gentlemen when you buy amazing high quality supplements at infowarstore.com
[1:18:21.280 --> 1:18:27.040]  where you get books or films or water filtration or air filtration all of that makes you healthier
[1:18:27.040 --> 1:18:32.240]  all of that makes you wiser and your purchase keeps info wars on the air at a time when it's
[1:18:32.240 --> 1:18:38.240]  so critical and the world is finally waking up helps supercharge the great awakening even more
[1:18:38.240 --> 1:18:44.800]  into the year 2022 please make the resolution to get vitamin mineral fusion dna force plus
[1:18:44.800 --> 1:18:50.240]  ultimate bone broth our great vitamin d3 product winner son and others hit up to 60 percent off
[1:18:50.240 --> 1:18:56.560]  at infowarstore.com it is a 360 win the only way to fail is if you don't take action please visit
[1:18:56.560 --> 1:19:05.280]  infowarstore.com now history is happening now as we close out the year 2021 and accelerate into
[1:19:05.280 --> 1:19:12.320]  the critical year of 2022 it is so important to really meditate on the fact and let it sink in
[1:19:12.320 --> 1:19:18.400]  that we are in the middle of a globalist world government takeover whose end game is forced
[1:19:18.400 --> 1:19:25.200]  the population the death the disease the horror being caused by these gmo gene therapy shots
[1:19:25.200 --> 1:19:33.360]  is just the beginning they are now accelerating a program that will collapse civilization there's
[1:19:33.360 --> 1:19:38.720]  not much time left to turn this around the globals are now getting a big cyber attack ready that
[1:19:38.720 --> 1:19:43.280]  they're going to launch and again blame on terrorist and uses a pretext to further collapse
[1:19:43.280 --> 1:19:49.360]  civilization only being aware of this and only rally against it now can back them off please
[1:19:49.360 --> 1:19:54.400]  ladies and gentlemen continue to spread the word about info wars.com and news wars.com and the live
[1:19:54.400 --> 1:20:00.960]  show because you are the modern paul reveres without you we're going to lose leading a frontal
[1:20:00.960 --> 1:20:23.520]  assault on the lies of the new world order it's alex jones all right dr. lee merit is our guest
[1:20:23.520 --> 1:20:28.880]  here and i really appreciate coming on the alex jones show on this tuesday december 14th broadcast
[1:20:29.520 --> 1:20:33.600]  and it reminded me of why i think she's one of the most articulate best people we've got out there
[1:20:33.600 --> 1:20:38.640]  fighting this tyranny is she goes to the big picture and i wanted to get the nuts and bolts of
[1:20:38.640 --> 1:20:43.840]  where we are and what's coming next and omnicron and the rest of it but but you talked about tabas
[1:20:43.840 --> 1:20:49.520]  talk institute but those that don't know mi6 connected behavioral psychology outfit and the
[1:20:49.520 --> 1:20:54.480]  fact that they admit they hired militaries around the world with the tabas talk institute to engage
[1:20:54.480 --> 1:20:59.520]  in fear mongering and even use terms like rain washing this isn't our opinion this is mk ultra
[1:20:59.520 --> 1:21:04.800]  stuff on the mass scale and so you're a medical doctor speaking about that what is the big picture
[1:21:05.360 --> 1:21:10.960]  and and is it the way to beat this not to argue every point of their lies and you every new variant
[1:21:10.960 --> 1:21:16.880]  but to argue uh the fact of their using this for their global government takeover the build back
[1:21:16.880 --> 1:21:24.080]  better great reset i think so you can get down in the weeds and then you get lost and i think the
[1:21:24.080 --> 1:21:30.240]  point here is i mean just look just looking at these variants the guy without being prejudiced
[1:21:30.240 --> 1:21:36.000]  and confused by an inadequate medical or scientific education that we were all given you just look at
[1:21:36.000 --> 1:21:41.760]  this and you say is this really crazy i mean come on can they make up this sounds like a made up
[1:21:41.760 --> 1:21:47.040]  story we've got all these countries that are highly vaccinated that are having the highest
[1:21:47.040 --> 1:21:52.400]  rate of outbreak on the other on the other hand the lowest countries like they come out with a news
[1:21:52.400 --> 1:21:57.840]  story saying um south africa surprisingly low number of cases even though they only have six
[1:21:57.840 --> 1:22:03.360]  percent people people vaccinated or something like that i mean the average guy would would make the
[1:22:03.360 --> 1:22:09.360]  conclusion that if more vaccination means more disease then maybe we should stop vaccinating
[1:22:09.360 --> 1:22:15.840]  that the vaccine may be causing the disease but no we have to come out with variants i mean it's
[1:22:15.840 --> 1:22:22.720]  just too it's just too obvious it you can't make this stuff up as they've thought this out i will
[1:22:22.720 --> 1:22:27.760]  tell you the other thing i looked at i looked at the 1918 history of the pandemic back then
[1:22:28.320 --> 1:22:33.120]  and you know there were really four things that that happened then and most people don't realize
[1:22:33.120 --> 1:22:39.120]  this i was never taught this in medical school that they could not prove transmission of influenza
[1:22:39.840 --> 1:22:45.760]  you know we've we've had all this stuff come out now that just makes it you realize that there's
[1:22:45.760 --> 1:22:50.000]  i'm not saying there's nothing there there's something that's killing people but there is a huge
[1:22:50.000 --> 1:22:57.760]  psychological operation that's that's that's driving kind of overlay over that and we and even
[1:22:57.760 --> 1:23:02.720]  when you look at what's killing people we don't know a lot about it why we've been told not to
[1:23:02.720 --> 1:23:07.840]  do autopsies there are very few autopsies out there i pulled all the autopsies i could find
[1:23:08.480 --> 1:23:13.600]  since last year and there were 74 from around the world of covid deaths and you know they're
[1:23:13.600 --> 1:23:18.160]  telling us we have a horrible virus that's giving us this viral pneumonia we're dying right guess what
[1:23:18.160 --> 1:23:24.720]  the one diagnosis is i didn't find in any of those autopsies viral pneumonia you would think it would
[1:23:24.720 --> 1:23:31.280]  be there no but the one thing that is there is microvascular clotting in every one so something
[1:23:31.280 --> 1:23:36.720]  is happening we've been prohibited from scientifically evaluating it we've been prohibited from treating
[1:23:36.720 --> 1:23:43.600]  it correctly we've been censored i mean does that sound like a nation or a medical system that really
[1:23:43.600 --> 1:23:49.120]  wants to help us figure this out and treat people oh i should i should meant they're they're killing
[1:23:49.120 --> 1:23:54.640]  people with protocols that they don't change in the in the icu that's right they know sending sick
[1:23:54.640 --> 1:23:59.680]  people to nursing homes kills they know put people on innovators and not giving them any type of
[1:23:59.680 --> 1:24:05.520]  treatment kills them and they still are doing it now is prepared to enter year three right and and
[1:24:05.520 --> 1:24:12.080]  listen to what michael yedden just said about the medazolam in his mind uh the medazolam and i
[1:24:12.080 --> 1:24:16.720]  i can't check all the things he has at his you know he's but it's on record it makes you or you
[1:24:16.720 --> 1:24:22.640]  can't breathe that's an assisted suicide drug right the medazolam and the his point was they
[1:24:22.640 --> 1:24:29.440]  stockpiled it before 2020 and then they strategically released it and started using it at a time to
[1:24:29.440 --> 1:24:33.280]  boost the death numbers that's right this is a giant so what you're getting at is it's what claus
[1:24:33.280 --> 1:24:37.680]  robin bill gates want depopulation and and this is their rollout the murder of western medicine the
[1:24:37.680 --> 1:24:42.400]  murder of logic the murder of free speech getting all their minions in place purging the military
[1:24:42.400 --> 1:24:47.520]  and police and in hospitals of people that'll ask questions before they roll out something far
[1:24:47.520 --> 1:24:54.000]  deadlier that's if i war game it that's the main scenario i see dr right it's and it's fear that's
[1:24:54.000 --> 1:24:59.280]  driving people to do things they would not do in a normal situation i mean look most people
