[00:00:01.000 --> 00:00:16.000]  Intro
[02:04:51.510 --> 02:04:57.510]  because we get little credits and little prizes up front to be the first suckers to grease this.
[02:04:58.510 --> 02:05:03.510]  For everything the globalists hit us with, God through Mother Nature has given us the answer.
[02:05:03.510 --> 02:05:07.510]  I don't have to sell you on CBD oil, full spectrum CBD oil,
[02:05:07.510 --> 02:05:10.510]  the incredible things it does for your nerves, your brain,
[02:05:10.510 --> 02:05:14.510]  your entire physiological system for your nervous system particularly.
[02:05:14.510 --> 02:05:16.510]  Everybody knows it's incredible it works.
[02:05:16.510 --> 02:05:21.510]  We have the strongest, best CBD oil you're going to find anywhere at the lowest price.
[02:05:21.510 --> 02:05:28.510]  Yes, you can find this same CBD oil for 30% more because that's who we're getting it from.
[02:05:28.510 --> 02:05:30.510]  Made right here in Central Texas.
[02:05:30.510 --> 02:05:34.510]  Our private label name is Rebel Zen.
[02:05:35.510 --> 02:05:40.510]  Rebel Zen is a private label of one of the top three or four CBD makers in the country.
[02:05:40.510 --> 02:05:43.510]  It's based right here in Texas and we're giving it to you at 30% off.
[02:05:43.510 --> 02:05:47.510]  And here's what's even crazier, 30% off of what they're selling it for.
[02:05:47.510 --> 02:05:50.510]  They're selling theirs for 30% off what their competitors are.
[02:05:50.510 --> 02:05:54.510]  So this is the highest rated, already at the lowest price, now even a lower price.
[02:05:54.510 --> 02:05:58.510]  Rebel Zen, get yours at InfoWareStore.com now.
[02:06:04.510 --> 02:06:09.510]  From the front lines of the information war, it's Alex Jones.
[02:06:13.510 --> 02:06:16.510]  Listen to me carefully and listen good.
[02:06:16.510 --> 02:06:18.510]  We're all in this together.
[02:06:18.510 --> 02:06:21.510]  Two key words, Alpha Gal.
[02:06:21.510 --> 02:06:26.510]  Write it down, put it on your refrigerator door as George Trait would say.
[02:06:26.510 --> 02:06:28.510]  Alpha Gal.
[02:06:28.510 --> 02:06:31.510]  Alpha Gal.
[02:06:31.510 --> 02:06:33.510]  Let me say it five more times.
[02:06:33.510 --> 02:06:38.510]  Alpha Gal.
[02:06:38.510 --> 02:06:39.510]  Five more times.
[02:06:39.510 --> 02:06:43.510]  Alpha Gal.
[02:06:43.510 --> 02:06:44.510]  Let me say it 10 more times.
[02:06:44.510 --> 02:06:51.510]  Alpha Gal.
[02:06:51.510 --> 02:06:59.510]  My greatest frustration is that I can talk to the public in the streets of the grocery store
[02:06:59.510 --> 02:07:04.510]  or at the gym or at church or at an airport.
[02:07:04.510 --> 02:07:06.510]  And they say, oh my gosh, you predicted everything.
[02:07:06.510 --> 02:07:07.510]  It's incredible.
[02:07:07.510 --> 02:07:10.510]  I can have Tucker Carlson, not named dropping, call me.
[02:07:10.510 --> 02:07:12.510]  Joe Rogan, have dinner with him Saturday.
[02:07:12.510 --> 02:07:14.510]  Oh my God, you're right about everything.
[02:07:14.510 --> 02:07:17.510]  And when I looked at Joe, I said, we're eating steaks at Eddie V's.
[02:07:17.510 --> 02:07:21.510]  I said, listen, what I really want to do is tell you the next thing that's coming to stop it.
[02:07:21.510 --> 02:07:24.510]  I don't want to tell you what's coming next and then have it happen.
[02:07:24.510 --> 02:07:26.510]  Oh my gosh, this guy knows everything.
[02:07:26.510 --> 02:07:29.510]  Enemy tells you what they're going to do.
[02:07:29.510 --> 02:07:35.510]  So when I say Alpha Gal, Alpha Gal, Alpha Gal, Alpha Gal, Alpha Gal, Alpha Gal,
[02:07:35.510 --> 02:07:37.510]  I'm not trying to be obnoxious.
[02:07:37.510 --> 02:07:41.510]  I want you to write it down and put it on your refrigerator door.
[02:07:41.510 --> 02:07:44.510]  That's how we say it in Texas.
[02:07:44.510 --> 02:07:47.510]  Your refrigerator door.
[02:07:47.510 --> 02:07:50.510]  Because they say you're not going to eat meat anymore.
[02:07:50.510 --> 02:07:53.510]  It's all over the news.
[02:07:53.510 --> 02:07:55.510]  Everywhere.
[02:07:55.510 --> 02:07:58.510]  Suddenly all these people can't eat meat.
[02:07:58.510 --> 02:08:00.510]  I talked about this a few weeks ago.
[02:08:00.510 --> 02:08:04.510]  The crew was like, oh, my mom, my dad, my brother, my sister, my cousin can't eat meat anymore.
[02:08:04.510 --> 02:08:05.510]  Can't eat beef anymore.
[02:08:05.510 --> 02:08:07.510]  They get violently allergic.
[02:08:07.510 --> 02:08:08.510]  Mouth swells up.
[02:08:08.510 --> 02:08:10.510]  Eyes swell up like a beast on them.
[02:08:10.510 --> 02:08:14.510]  And then when I talked about it yesterday and filed our first big report on it with documents,
[02:08:14.510 --> 02:08:16.510]  I told you it was coming.
[02:08:16.510 --> 02:08:18.510]  Flooded on Twitter.
[02:08:18.510 --> 02:08:19.510]  Millions of views.
[02:08:19.510 --> 02:08:21.510]  Flooded it in full force with emails.
[02:08:21.510 --> 02:08:24.510]  Flooded with calls going by the crew.
[02:08:25.510 --> 02:08:28.510]  I mean, we have six people in the control room.
[02:08:28.510 --> 02:08:29.510]  Six people.
[02:08:29.510 --> 02:08:33.510]  Three of them have family members can't eat meat after taking the Pfizer shot.
[02:08:33.510 --> 02:08:34.510]  Or Moderna.
[02:08:34.510 --> 02:08:38.510]  Which when we have studies showing you take that, it triggers the alpha-gal in you.
[02:08:38.510 --> 02:08:43.510]  That a bunch of vaccines have the alpha-gal triggering protein crystal in it.
[02:08:43.510 --> 02:08:45.510]  But we're not going to just tell you that.
[02:08:45.510 --> 02:08:46.510]  Like, oh, what are you, a scientist?
[02:08:46.510 --> 02:08:48.510]  No, I just read the scientist reports.
[02:08:48.510 --> 02:08:50.510]  This is what's going on.
[02:08:50.510 --> 02:08:51.510]  And they tell you all over the news.
[02:08:51.510 --> 02:08:52.510]  Everywhere.
[02:08:52.510 --> 02:08:56.510]  About a month ago, Scott and Thomas, two of the producers, came in.
[02:08:56.510 --> 02:08:59.510]  They said, hey, they're saying this tick does it.
[02:08:59.510 --> 02:09:02.510]  But the tick is even in areas of the country.
[02:09:02.510 --> 02:09:04.510]  It's only like half the country.
[02:09:04.510 --> 02:09:07.510]  To the south, to Texas.
[02:09:07.510 --> 02:09:08.510]  It's up in the east coast.
[02:09:08.510 --> 02:09:10.510]  But it's not in like half the country.
[02:09:10.510 --> 02:09:12.510]  They're getting alpha-gal.
[02:09:12.510 --> 02:09:13.510]  They're getting where they can.
[02:09:13.510 --> 02:09:15.510]  They've been bit by a tick.
[02:09:15.510 --> 02:09:18.510]  Like they said, oh, LeBron James' son had a heart attack.
[02:09:18.510 --> 02:09:21.510]  And everybody's having problems from COVID.
[02:09:21.510 --> 02:09:23.510]  And the shot protected him.
[02:09:23.510 --> 02:09:24.510]  They don't have proof it's COVID.
[02:09:24.510 --> 02:09:25.510]  They say, well, we think it's COVID.
[02:09:25.510 --> 02:09:27.510]  It's not because you took a shot.
[02:09:27.510 --> 02:09:29.510]  Those statistics show those that took the shot, you know,
[02:09:29.510 --> 02:09:33.510]  or had myocarditis and all the other problems.
[02:09:33.510 --> 02:09:35.510]  So this is a big deal.
[02:09:35.510 --> 02:09:37.510]  So we're here to give you tomorrow's news today.
[02:09:37.510 --> 02:09:39.510]  This has already begun.
[02:09:39.510 --> 02:09:41.510]  We put out a big report yesterday.
[02:09:41.510 --> 02:09:43.510]  And enlisters didn't seem to get it.
[02:09:43.510 --> 02:09:47.510]  There are studies saying the COVID shot triggers the protein in you.
[02:09:47.510 --> 02:09:50.510]  But a bunch of so-called vaccines they've been given actually cause it.
[02:09:50.510 --> 02:09:53.510]  So there's no debate that a bunch of people,
[02:09:53.510 --> 02:09:56.510]  according to the CDC and the FDA's own websites,
[02:09:56.510 --> 02:09:58.510]  we're going to put on screen for you.
[02:09:58.510 --> 02:10:00.510]  Say it again.
[02:10:00.510 --> 02:10:02.510]  They admit, kind of like in October of 2000,
[02:10:02.510 --> 02:10:05.510]  before any shots were given, they said it'll cause myocarditis, strokes,
[02:10:05.510 --> 02:10:07.510]  heart attacks, blood clots, blah, blah, blah.
[02:10:07.510 --> 02:10:09.510]  Infertility.
[02:10:09.510 --> 02:10:10.510]  They know.
[02:10:10.510 --> 02:10:11.510]  It's the same thing.
[02:10:11.510 --> 02:10:12.510]  So they're telling you a tick's doing this.
[02:10:12.510 --> 02:10:14.510]  People are like, well, I didn't bat in the woods.
[02:10:14.510 --> 02:10:15.510]  I haven't been to the park.
[02:10:15.510 --> 02:10:17.510]  Why the hell can I not eat beef now?
[02:10:17.510 --> 02:10:19.510]  Oh, I took a shot.
[02:10:20.510 --> 02:10:23.510]  When they say you will eat the bugs, folks, you will eat the cockroach milk.
[02:10:23.510 --> 02:10:25.510]  For babies now, it's cockroach protein.
[02:10:25.510 --> 02:10:27.510]  This is all a sick joke on us.
[02:10:27.510 --> 02:10:34.510]  They're giving you this cow protein, this crystal, this bad cow protein,
[02:10:34.510 --> 02:10:36.510]  so that then you get violently sick.
[02:10:36.510 --> 02:10:38.510]  That's how they're doing it.
[02:10:38.510 --> 02:10:41.510]  Just like glyphosate was because they were spraying it on the wheat,
[02:10:41.510 --> 02:10:44.510]  not just to kill the baby plants growing up with corn or soybean,
[02:10:44.510 --> 02:10:46.510]  but on the wheat to stop fungus.
[02:10:46.510 --> 02:10:50.510]  You're now ingesting wheat sprayed with this, and they go,
[02:10:50.510 --> 02:10:52.510]  oh, suddenly no one can eat wheat.
[02:10:52.510 --> 02:10:53.510]  No, folks, you can eat wheat.
[02:10:53.510 --> 02:10:56.510]  You can't eat Roundup.
[02:10:56.510 --> 02:10:58.510]  Remember the famous Roundup executive wouldn't drink it?
[02:10:58.510 --> 02:10:59.510]  Said, I'll drink it.
[02:10:59.510 --> 02:11:00.510]  It's good for you.
[02:11:00.510 --> 02:11:01.510]  Oh, well, drink it.
[02:11:01.510 --> 02:11:02.510]  Well, I'm not crazy.
[02:11:02.510 --> 02:11:03.510]  Cue that clip up.
[02:11:03.510 --> 02:11:06.510]  Roundup lobbyist refuses to drink Roundup.
[02:11:06.510 --> 02:11:08.510]  Well, we'll play that because we don't just –
[02:11:08.510 --> 02:11:10.510]  we've only played that clip probably 500 times in the last 20 years.
[02:11:10.510 --> 02:11:15.510]  We won't tell you about something unless we show it to you.
[02:11:15.510 --> 02:11:19.510]  We're going to show you the documents, but here's the big takeaway.
[02:11:19.510 --> 02:11:20.510]  We have the studies.
[02:11:20.510 --> 02:11:22.510]  We have it, but humans don't work that way.
[02:11:22.510 --> 02:11:23.510]  We'll show you studies.
[02:11:23.510 --> 02:11:28.510]  We'll show you CDC, FDA, PubMed, British Medical Journal.
[02:11:28.510 --> 02:11:29.510]  We're going to show you all that.
[02:11:29.510 --> 02:11:33.510]  You can look it up for yourself, but you know what you really go off of.
[02:11:33.510 --> 02:11:35.510]  Did you get food poisoning at that restaurant?
[02:11:35.510 --> 02:11:37.510]  Was a movie good?
[02:11:37.510 --> 02:11:40.510]  You go off word of mouth, which is the best intel.
[02:11:40.510 --> 02:11:42.510]  I say it's the worst intel.
[02:11:42.510 --> 02:11:44.510]  It's the best intel.
[02:11:44.510 --> 02:11:47.510]  We're going to show like, hey, did that drug work?
[02:11:47.510 --> 02:11:48.510]  Yeah, it worked great.
[02:11:48.510 --> 02:11:49.510]  Did it not work?
[02:11:49.510 --> 02:11:50.510]  It made me sick.
[02:11:50.510 --> 02:11:53.510]  So we have been flooded and inundated.
[02:11:53.510 --> 02:11:55.510]  So when I get back tomorrow in the studio, I'm driving back,
[02:11:55.510 --> 02:12:01.510]  as soon as we end the show here, with people, including the crew,
[02:12:01.510 --> 02:12:03.510]  who may be on the show tomorrow if they're willing to do it,
[02:12:03.510 --> 02:12:06.510]  in the control room because they're all private, and I get that,
[02:12:06.510 --> 02:12:08.510]  that their own family members and they themselves,
[02:12:08.510 --> 02:12:11.510]  some of them have ever taken the shot, cannot eat beef,
[02:12:11.510 --> 02:12:13.510]  which is their main target first.
[02:12:13.510 --> 02:12:14.510]  So you're like, oh, I'm not going to quit eating beef.
[02:12:14.510 --> 02:12:15.510]  Oh, really?
[02:12:15.510 --> 02:12:16.510]  You're not going to quit eating beef?
[02:12:16.510 --> 02:12:17.510]  We'll show you.
[02:12:17.510 --> 02:12:22.510]  We already got half the people not to eat flour or wheat.
[02:12:22.510 --> 02:12:24.510]  So this is a big deal, folks.
[02:12:24.510 --> 02:12:25.510]  This is a big deal.
[02:12:25.510 --> 02:12:26.510]  This is the next big thing.
[02:12:26.510 --> 02:12:30.510]  So please don't let me, once it gets super bad, go, God, he was right.
[02:12:30.510 --> 02:12:31.510]  They're now admitting this.
[02:12:31.510 --> 02:12:36.510]  Let's stop it now together because we're all watching each other's backs here.
[02:12:36.510 --> 02:12:39.510]  So Rob Dew is here to break this down.
[02:12:39.510 --> 02:12:41.510]  I've got a whole folder dealing with it.
[02:12:42.510 --> 02:12:45.510]  Like, oh, my gosh, everybody's allergic to meat now, to beef.
[02:12:45.510 --> 02:12:46.510]  It's because of the tick.
[02:12:46.510 --> 02:12:47.510]  Yeah, yeah.
[02:12:47.510 --> 02:12:50.510]  People in Canada can't eat beef now, and the tick isn't there.
[02:12:50.510 --> 02:12:51.510]  People in Germany can't eat it.
[02:12:51.510 --> 02:12:52.510]  The tick's not there.
[02:12:52.510 --> 02:12:53.510]  People in Australia can't eat it.
[02:12:53.510 --> 02:12:54.510]  The tick's not there.
[02:12:54.510 --> 02:12:55.510]  The tick is the cover.
[02:12:55.510 --> 02:13:01.510]  Like, oh, Rodney James had a heart attack because he got COVID.
[02:13:01.510 --> 02:13:03.510]  No, it's the shot.
[02:13:03.510 --> 02:13:06.510]  So you've got a bunch of text messages, a bunch of tweets, a bunch of emails.
[02:13:06.510 --> 02:13:11.510]  Rob Dew on top of this first breakdown, the details of it, what the syndrome is,
[02:13:11.510 --> 02:13:14.510]  and then get into just the huge response we've gotten.
[02:13:14.510 --> 02:13:17.510]  We're going to open the phones up tomorrow for folks to say, hey,
[02:13:17.510 --> 02:13:19.510]  maybe you took the shot, and it's great.
[02:13:19.510 --> 02:13:21.510]  But I've got a sneaking suspicion.
[02:13:21.510 --> 02:13:22.510]  We're going to open the phones up.
[02:13:22.510 --> 02:13:25.510]  It's going to be nothing but callers that can't eat beef now
[02:13:25.510 --> 02:13:27.510]  because they took the shot.
[02:13:27.510 --> 02:13:30.510]  Well, alpha-gal syndrome, thanks, Alex, is from the Mayo Clinic.
[02:13:30.510 --> 02:13:32.510]  It's a type of food allergy.
[02:13:33.510 --> 02:13:37.510]  And so this alpha-gal is a protein, and they're putting it in.
[02:13:37.510 --> 02:13:38.510]  You can look this up.
[02:13:38.510 --> 02:13:39.510]  This is a Mayo Clinic document.
[02:13:39.510 --> 02:13:41.510]  It talks about alpha-gal.
[02:13:41.510 --> 02:13:45.510]  Then we showed yesterday a CDC document, products that may contain alpha-gal,
[02:13:45.510 --> 02:13:47.510]  which you guys have that one.
[02:13:47.510 --> 02:13:48.510]  You know what?
[02:13:48.510 --> 02:13:50.510]  I'll show it to this little camera over here so people can see it.
[02:13:50.510 --> 02:13:52.510]  They believe it's a CDC document right there.
[02:13:52.510 --> 02:13:53.510]  We can pull it up too.
[02:13:53.510 --> 02:13:54.510]  Right there.
[02:13:54.510 --> 02:13:59.510]  And if you go to the end of this, it has a link to another CDC PDF,
[02:13:59.510 --> 02:14:02.510]  and it tells you non-food products that may contain alpha-gal.
[02:14:02.510 --> 02:14:06.510]  You have gelatin, glycerin, magnesium stearate, and bovine extract.
[02:14:06.510 --> 02:14:09.510]  Bovine extract is basically when they liquefy a baby cow
[02:14:09.510 --> 02:14:11.510]  and use that as the medium for those vaccines.
[02:14:11.510 --> 02:14:13.510]  And by the way, you sent this to the network.
[02:14:13.510 --> 02:14:16.510]  We're going to skip this break, but it's in the video we posted yesterday.
[02:14:16.510 --> 02:14:17.510]  It's in the video, yes.
[02:14:17.510 --> 02:14:18.510]  So we'll put all of it on screen.
[02:14:18.510 --> 02:14:19.510]  Keep going.
[02:14:19.510 --> 02:14:21.510]  All that reference.
[02:14:21.510 --> 02:14:24.510]  And there's a link that takes you to a list of vaccines.
[02:14:24.510 --> 02:14:30.510]  And I just cross-referenced those items in the vaccines
[02:14:30.510 --> 02:14:31.510]  and just did a search.
[02:14:31.510 --> 02:14:34.510]  And you can see there's about 15 different vaccines
[02:14:34.510 --> 02:14:36.510]  that contain these products in one form or another.
[02:14:36.510 --> 02:14:39.510]  And this is what's triggering.
[02:14:39.510 --> 02:14:40.510]  That may cause the allergy.
[02:14:40.510 --> 02:14:41.510]  That will cause the allergy.
[02:14:41.510 --> 02:14:42.510]  And there's studies.
[02:14:42.510 --> 02:14:43.510]  You can just do studies.
[02:14:43.510 --> 02:14:44.510]  Look up alpha-gal.
[02:14:44.510 --> 02:14:45.510]  And here's the interesting thing.
[02:14:45.510 --> 02:14:48.510]  They sometimes use the alpha symbol, which it looks like an A,
[02:14:48.510 --> 02:14:50.510]  but it's got a weird side on it.
[02:14:50.510 --> 02:14:53.510]  But it's A-gal, and it's the same thing.
[02:14:53.510 --> 02:14:55.510]  So some people say alpha-gal, some people say A-gal.
[02:14:55.510 --> 02:14:58.510]  So when you're using your searches, notice that.
[02:14:58.510 --> 02:14:59.510]  Sometimes you won't find.
[02:14:59.510 --> 02:15:03.510]  You have to almost copy the A-gal and put it into a search engine,
[02:15:03.510 --> 02:15:05.510]  and then you'll find even more things about it.
[02:15:05.510 --> 02:15:07.510]  And it's amazing stuff looking at all this.
[02:15:07.510 --> 02:15:10.510]  Basically, this protein is in a lot of vaccines.
[02:15:10.510 --> 02:15:13.510]  And you look at the comments we got on Twitter.
[02:15:13.510 --> 02:15:16.510]  I developed a beef allergy shortly after my four-year-old shots.
[02:15:16.510 --> 02:15:17.510]  I can't eat meat.
[02:15:17.510 --> 02:15:18.510]  Had my first steak two years ago.
[02:15:18.510 --> 02:15:19.510]  Made me sick.
[02:15:19.510 --> 02:15:23.510]  Yeah, so somebody, great patriots, posted the full 15-minute report.
[02:15:23.510 --> 02:15:24.510]  Oh, exactly.
[02:15:24.510 --> 02:15:26.510]  Got thousands of comments, like half of them.
[02:15:26.510 --> 02:15:27.510]  I can't eat meat anymore.
[02:15:27.510 --> 02:15:30.510]  I've been hypersensitive since my last pneumonia vaccine.
[02:15:30.510 --> 02:15:33.510]  So it's in a lot of the vaccines that people are taking,
[02:15:33.510 --> 02:15:37.510]  and then your immune system is getting hit after you take the COVID shot.
[02:15:37.510 --> 02:15:38.510]  So it could be activating it.
[02:15:38.510 --> 02:15:42.510]  I don't believe them when they say it's not in there, because you can search.
[02:15:42.510 --> 02:15:43.510]  It's like, oh, alpha-gal.
[02:15:43.510 --> 02:15:44.510]  There's studies saying it's triggering it.
[02:15:44.510 --> 02:15:49.510]  Well, they also said there was no green monkey cells in the COVID vaccine,
[02:15:49.510 --> 02:15:51.510]  yet the guy who was doing the Human Genome Project,
[02:15:51.510 --> 02:15:54.510]  one of the people who worked on it, found it in the vials,
[02:15:54.510 --> 02:15:55.510]  clean vials of the vaccine.
[02:15:55.510 --> 02:15:59.510]  He discovered it himself, the DNA and RNA fragments of the green monkey.
[02:15:59.510 --> 02:16:00.510]  And Jenny Megibus exposed it.
[02:16:00.510 --> 02:16:01.510]  Exactly.
[02:16:01.510 --> 02:16:02.510]  Dr. Megibus.
[02:16:02.510 --> 02:16:04.510]  So you can't believe anything they say.
[02:16:04.510 --> 02:16:07.510]  And they'll have an army of fact-checkers when you search for things saying,
[02:16:07.510 --> 02:16:08.510]  oh, no, it doesn't exist.
[02:16:08.510 --> 02:16:09.510]  It's fine.
[02:16:09.510 --> 02:16:10.510]  Just keep doing it.
[02:16:10.510 --> 02:16:11.510]  As you see people drop dead around you,
[02:16:11.510 --> 02:16:14.510]  as you read the comments of people having food allergies after taking these
[02:16:14.510 --> 02:16:17.510]  vaccines, and then as you take the COVID shot,
[02:16:17.510 --> 02:16:19.510]  your immune system gets even more suppressed, and boom,
[02:16:19.510 --> 02:16:21.510]  it allows this gene to go forward.
[02:16:21.510 --> 02:16:25.510]  I know several people got the COVID-19 shot that can now not eat beef.
[02:16:25.510 --> 02:16:26.510]  Interesting connection.
[02:16:26.510 --> 02:16:27.510]  Weird.
[02:16:27.510 --> 02:16:28.510]  I know two people who took the jab.
[02:16:28.510 --> 02:16:29.510]  This happened to them.
[02:16:29.510 --> 02:16:30.510]  Every time they eat meat, it makes them sick.
[02:16:30.510 --> 02:16:33.510]  You can go read the comments for yourself in that tweet.
[02:16:33.510 --> 02:16:34.510]  It's amazing.
[02:16:34.510 --> 02:16:37.510]  And I would trust these people more than I trust the CDC at this point,
[02:16:37.510 --> 02:16:39.510]  because they've been caught lying over and over again.
[02:16:40.510 --> 02:16:41.510]  And we know the peanut allergy.
[02:16:41.510 --> 02:16:43.510]  They grew vaccines on peanuts.
[02:16:43.510 --> 02:16:44.510]  I mean, this is crazy.
[02:16:44.510 --> 02:16:45.510]  Yeah.
[02:16:45.510 --> 02:16:46.510]  And that's the thing.
[02:16:46.510 --> 02:16:50.510]  They put these things in the vaccine to stimulate a response to your immune
[02:16:50.510 --> 02:16:52.510]  system, but then your immune system goes, oh,
[02:16:52.510 --> 02:16:53.510]  anytime we see that, we're going to attack it.
[02:16:53.510 --> 02:16:56.510]  It's like when the UN got caught adding a female hormone to the second
[02:16:56.510 --> 02:16:58.510]  trimester to tetanus to sterilize a woman.
[02:16:58.510 --> 02:17:02.510]  Yeah, that article is in the report we did there, too.
[02:17:02.510 --> 02:17:04.510]  And that's kind of a blast from the past.
[02:17:04.510 --> 02:17:06.510]  That was from the 90s and early 2000s.
[02:17:06.510 --> 02:17:08.510]  Yeah, let's put yesterday's report we followed up on screen.
[02:17:08.510 --> 02:17:09.510]  What was the exact headline?
[02:17:09.510 --> 02:17:10.510]  I forget.
[02:17:10.510 --> 02:17:15.510]  COVID vaccines contain cow protein that triggers toxic meat allergies.
[02:17:15.510 --> 02:17:17.510]  And we talk about the weaponization of the food supply,
[02:17:17.510 --> 02:17:18.510]  because that's what's going on.
[02:17:18.510 --> 02:17:22.510]  They want you allergic to the basic things that are good for you.
[02:17:22.510 --> 02:17:23.510]  Meat is good for you.
[02:17:23.510 --> 02:17:24.510]  Eggs are good for you.
[02:17:24.510 --> 02:17:26.510]  That's some of the best food you could be eating.
[02:17:26.510 --> 02:17:27.510]  Butter is good for you.
[02:17:27.510 --> 02:17:28.510]  Regular pure butter, not that.
[02:17:28.510 --> 02:17:29.510]  Milds your brain.
[02:17:29.510 --> 02:17:30.510]  Yeah.
[02:17:30.510 --> 02:17:31.510]  As long as you don't burn it.
[02:17:31.510 --> 02:17:36.510]  Your body and your brain run on these fats and oils that are not the seed
[02:17:37.510 --> 02:17:39.510]  oils, the good oils that come from animals.
[02:17:39.510 --> 02:17:41.510]  And so they don't want you eating that anymore.
[02:17:41.510 --> 02:17:43.510]  They want you on this lab-grown stuff.
[02:17:43.510 --> 02:17:45.510]  They'll probably say, oh, the new lab-grown meat doesn't have alpha.
[02:17:45.510 --> 02:17:47.510]  That's why they're rolling out the lab meat.
[02:17:47.510 --> 02:17:48.510]  Yes, which is grown on cancer tumors.
[02:17:48.510 --> 02:17:51.510]  I mean, it's disgusting what they want to do to our bodies.
[02:17:51.510 --> 02:17:52.510]  That's right.
[02:17:52.510 --> 02:17:54.510]  They grow Bill Gates on record on his own website.
[02:17:54.510 --> 02:17:58.510]  They grow the lab-grown meat from immortal cell-line cancer tumors.
[02:17:58.510 --> 02:17:59.510]  Yes.
[02:17:59.510 --> 02:18:00.510]  Because it grows well.
[02:18:00.510 --> 02:18:01.510]  That's the food, yeah.
[02:18:01.510 --> 02:18:02.510]  It grows quickly.
[02:18:02.510 --> 02:18:03.510]  You're eating cancer tumors.
[02:18:03.510 --> 02:18:05.510]  Folks, you can't make this up.
[02:18:05.510 --> 02:18:06.510]  It's totally disgusting.
[02:18:06.510 --> 02:18:08.510]  And so that's why you have to do your own research.
[02:18:08.510 --> 02:18:10.510]  There's a lot of studies out there.
[02:18:10.510 --> 02:18:13.510]  They're talking about different blood types with the alpha-gal.
[02:18:13.510 --> 02:18:16.510]  Some people will show the alpha-gal response after COVID.
[02:18:16.510 --> 02:18:17.510]  Some people won't.
[02:18:17.510 --> 02:18:21.510]  They did a study of employees at, I don't know if it was CDC, but it was
[02:18:21.510 --> 02:18:27.510]  prevalence of alpha-gal in mammalian meat in COVID-19 vaccine employee cohort.
[02:18:27.510 --> 02:18:32.510]  So they were tracking this in some people, and the ones who had COVID-19
[02:18:32.510 --> 02:18:35.510]  showed a higher incidence of this alpha-gal in their system.
[02:18:35.510 --> 02:18:38.510]  So I'm not saying it's in there.
[02:18:38.510 --> 02:18:41.510]  I haven't found these smoking guns saying this alpha-gal is in there.
[02:18:41.510 --> 02:18:43.510]  But I do not trust these guys one bit.
[02:18:43.510 --> 02:18:45.510]  But that's the cover shot that triggers it.
[02:18:45.510 --> 02:18:46.510]  It is in a bunch of the vaccines.
[02:18:46.510 --> 02:18:47.510]  It's in a bunch of the vaccines.
[02:18:47.510 --> 02:18:48.510]  List the vaccines it's in.
[02:18:48.510 --> 02:18:51.510]  I'll pull that out in one second because I'll have to go to that.
[02:18:51.510 --> 02:18:52.510]  It's a small writing here.
[02:18:52.510 --> 02:18:53.510]  But here it is.
[02:18:53.510 --> 02:18:54.510]  Okay.
[02:18:54.510 --> 02:18:57.510]  So, yeah, I'll just list the ones that have these items in there.
[02:18:57.510 --> 02:19:02.510]  So the adenovirus vaccine, the TICE vaccine, the DTAP,
[02:19:02.510 --> 02:19:05.510]  three different types of TDAPs, hepatitis A.
[02:19:05.510 --> 02:19:07.510]  Let's go to the next page.
[02:19:07.510 --> 02:19:13.510]  Influenza, the flu mist, IPV, the Japanese encephalitis, MMR,
[02:19:13.510 --> 02:19:15.510]  the MMR quadvalent.
[02:19:15.510 --> 02:19:18.510]  So they're growing it on beef cells instead of dead babies,
[02:19:18.510 --> 02:19:21.510]  which we think is good, but it's actually causing a beef allergy.
[02:19:21.510 --> 02:19:22.510]  Exactly.
[02:19:22.510 --> 02:19:25.510]  And then it may not be enough in your system,
[02:19:25.510 --> 02:19:27.510]  or you were able to work through it.
[02:19:27.510 --> 02:19:28.510]  But then when you take that COVID shot,
[02:19:28.510 --> 02:19:30.510]  that thing is crushing your immune system.
[02:19:30.510 --> 02:19:31.510]  And that's what it's designed to do.
[02:19:31.510 --> 02:19:33.510]  It's designed to crush your immune system.
[02:19:33.510 --> 02:19:34.510]  And it's a spike protein too.
[02:19:34.510 --> 02:19:35.510]  Exactly.
[02:19:35.510 --> 02:19:36.510]  And all these things are proteins.
[02:19:36.510 --> 02:19:39.510]  I think they're getting down to the science of if we can manipulate proteins,
[02:19:39.510 --> 02:19:43.510]  it's hard to pinpoint how these things work because it's kind of hard.
[02:19:43.510 --> 02:19:44.510]  This is new science.
[02:19:44.510 --> 02:19:47.510]  This is new within the last, you know, 20, 30 years.
[02:19:47.510 --> 02:19:50.510]  But they've been working on mRNA vaccines for about 20 years now,
[02:19:50.510 --> 02:19:54.510]  and they've kind of perfected it in the term of a bioweapon.
[02:19:54.510 --> 02:19:56.510]  And they can never roll them out because they always kill people.
[02:19:56.510 --> 02:19:57.510]  Exactly.
[02:19:57.510 --> 02:20:00.510]  But then once COVID happened, they're like, oh, now we have the test case.
[02:20:00.510 --> 02:20:04.510]  We're going to do a worldwide test and see if we put this much in it.
[02:20:04.510 --> 02:20:06.510]  That's why you saw the different batches of vials.
[02:20:06.510 --> 02:20:08.510]  You had some that were saline, some that were like half strength,
[02:20:08.510 --> 02:20:10.510]  and then some that were full strength that were killing people.
[02:20:10.510 --> 02:20:13.510]  So the bottom line is they told us they're coming out with the food supply.
[02:20:13.510 --> 02:20:15.510]  They told us we won't eat beef, and they're doing it.
[02:20:15.510 --> 02:20:16.510]  Yeah, that's it.
