[00:00:01.000 --> 00:00:16.000]  Intro
[02:13:36.870 --> 02:13:42.870]  or is it better the fifth, sixth time you've been told do not go out and play in the damn street?
[02:13:42.870 --> 02:13:44.870]  Do not cross the street.
[02:13:44.870 --> 02:13:47.870]  If you do it again, I'm going to punish you.
[02:13:47.870 --> 02:13:51.870]  Now, again, you can watch seals do this.
[02:13:51.870 --> 02:13:53.870]  You can watch deer do this.
[02:13:53.870 --> 02:13:55.870]  You can watch lions do this.
[02:13:55.870 --> 02:13:58.870]  You can watch bears do this, and there's famous videos.
[02:13:58.870 --> 02:14:00.870]  I was able to find them a few years ago on YouTube,
[02:14:00.870 --> 02:14:02.870]  but I saw them back when I used to watch Animal Planet and stuff,
[02:14:02.870 --> 02:14:09.870]  and it was a baby seal kept going over to a hole in the ice the seals were using to go in and out,
[02:14:09.870 --> 02:14:13.870]  which also killer whales hunt by and wait by,
[02:14:13.870 --> 02:14:16.870]  and the baby seal keeps not listening.
[02:14:16.870 --> 02:14:20.870]  He's just gotten a lot bigger now, and he keeps going over by the hole,
[02:14:21.870 --> 02:14:25.870]  and the mother comes over and literally bites him on the hindquarter,
[02:14:25.870 --> 02:14:29.870]  and a little bit of blood comes out, bites him,
[02:14:29.870 --> 02:14:33.870]  and I've seen an older fawn that doesn't have spots anymore,
[02:14:33.870 --> 02:14:37.870]  when it runs out and the mother runs out and tries to push it back in the woods,
[02:14:37.870 --> 02:14:41.870]  and I've seen the mother deer turn around and kick it,
[02:14:41.870 --> 02:14:43.870]  and I've seen horses do that to colts.
[02:14:43.870 --> 02:14:45.870]  It's not a full-power kick, but it's like boom.
[02:14:45.870 --> 02:14:47.870]  We think there's something dangerous out here.
[02:14:47.870 --> 02:14:48.870]  You shouldn't be out in this field.
[02:14:48.870 --> 02:14:51.870]  I'm going to kick you, or the seal doesn't have hands.
[02:14:51.870 --> 02:14:57.870]  It's got flippers, so it bites its baby to tell it you're about to be killed,
[02:14:57.870 --> 02:15:05.870]  and in the same show, it shows another baby seal go over, and boom.
[02:15:05.870 --> 02:15:08.870]  Killer whale gets it.
[02:15:08.870 --> 02:15:12.870]  Killer whale gets it, and it's the same thing.
[02:15:12.870 --> 02:15:17.870]  There's footage I've seen of a bunch of walruses with their babies,
[02:15:17.870 --> 02:15:20.870]  and a polar bear is coming in trying to get one of the babies and eat it
[02:15:20.870 --> 02:15:26.870]  because it's wandering off, and you see the walruses running around in a circle,
[02:15:26.870 --> 02:15:31.870]  pushing the baby penipeds, the baby walruses, back into the group,
[02:15:31.870 --> 02:15:34.870]  and they're aggressively ramming into them to get them behind the line
[02:15:34.870 --> 02:15:39.870]  of the male walruses that then sit there and try to hold off the polar bear.
[02:15:39.870 --> 02:15:42.870]  That's what you have to do when they're not listening.
[02:15:42.870 --> 02:15:45.870]  Do you want the polar bear to eat the baby walrus,
[02:15:45.870 --> 02:15:50.870]  or do you want the walruses to run into it and say, get your ass over here?
[02:15:50.870 --> 02:15:52.870]  I mean, it's really that simple.
[02:15:52.870 --> 02:15:54.870]  We can probably find the videos of it to show it to you.
[02:15:54.870 --> 02:15:56.870]  We'll be right back.
[02:15:58.870 --> 02:16:01.870]  I talk a lot about the great successes InfoWars has had.
[02:16:01.870 --> 02:16:07.870]  I don't think anybody can deny it, and it is because of listeners and viewers supporting us.
[02:16:07.870 --> 02:16:10.870]  But when we talk about the crew at InfoWars, people behind the scenes,
[02:16:10.870 --> 02:16:16.870]  the researchers, the writers, they really have been the MVPs in this fight.
[02:16:16.870 --> 02:16:21.870]  And when you look at Harrison Smith and Owen Schroer and the hard work they engage in every day,
[02:16:21.870 --> 02:16:25.870]  five, six, seven days a week, it's really just incredible.
[02:16:25.870 --> 02:16:29.870]  So for myself and the whole InfoWars crew, I thank you for your past support.
[02:16:29.870 --> 02:16:34.870]  I want to encourage you now to realize that InfoWars cannot stay on air if you do not support us.
[02:16:34.870 --> 02:16:38.870]  I know you spread the word. I know you pray for us, and that's wonderful. Keep doing it.
[02:16:38.870 --> 02:16:41.870]  Most viewers and listeners never go to InfoWarsStore.com,
[02:16:41.870 --> 02:16:44.870]  and you never buy great products that enrich and empower your life,
[02:16:44.870 --> 02:16:46.870]  all at the same time keeping us on air.
[02:16:46.870 --> 02:16:50.870]  I know that less than 1% of our listeners actually go buy products at InfoWarsStore.com.
[02:16:50.870 --> 02:16:54.870]  If just 1% more of you took action and went to InfoWarsStore.com,
[02:16:54.870 --> 02:16:57.870]  our funding problems will be over. Please take action now.
[02:16:57.870 --> 02:17:02.870]  Every time I talk to you, you're either on the border exposing the cartels and coming under fire,
[02:17:02.870 --> 02:17:06.870]  or you're on the streets of some American city hanging out with drug addicts and criminals.
[02:17:06.870 --> 02:17:09.870]  And now you've gone to ground zero of a massive chemical spill.
[02:17:09.870 --> 02:17:13.870]  Are you addicted to the danger, Savannah? Have you ever considered that for a second?
[02:17:13.870 --> 02:17:18.870]  No, I'm addicted to helping my fellow Americans. I'm addicted to spreading the truth.
[02:17:18.870 --> 02:17:20.870]  And again, I have InfoWars to thank for that.
[02:17:20.870 --> 02:17:24.870]  Looking back on the day I was able to ask President Donald Trump two questions,
[02:17:24.870 --> 02:17:30.870]  I was so grateful because I truly was classically trained under Alex Jones and under the InfoWars team,
[02:17:30.870 --> 02:17:35.870]  and I really do credit that as to why I'm able to get these types of clips,
[02:17:35.870 --> 02:17:39.870]  because Alex's whole mentality was, you know, go where the story is.
[02:17:39.870 --> 02:17:44.870]  Go where the mainstream media refuses to. So it's not that I'm addicted to the insanity.
[02:17:44.870 --> 02:17:47.870]  I'm just addicted to telling the truth and helping the American people.
[02:17:47.870 --> 02:17:52.870]  And I really do credit Alex for, you know, really instilling that within me early on in my career.
[02:17:52.870 --> 02:18:05.870]  Hydrofluorosilicic acid is the third most deadly acid on Earth, and they've got our children drinking that.
[02:18:05.870 --> 02:18:11.870]  This is a psychotic death cult. Period. Case closed. Out to get you and your family.
[02:18:11.870 --> 02:18:16.870]  We sell the Alexa Pure Breeze made by the My Patriot Supply Ready Hour group.
[02:18:16.870 --> 02:18:19.870]  It's been around about 15 years, became the biggest company in the last six.
[02:18:19.870 --> 02:18:25.870]  They went out, hired engineers, reverse engineered the fancy best water filter system out there that sells for twice the price.
[02:18:25.870 --> 02:18:32.870]  And they made it as good in all the studies. It reduces things to non detectable levels, thousands of chemicals.
[02:18:32.870 --> 02:18:36.870]  But you can go pay two or three times. There's four or five other filters out there that are just as good.
[02:18:36.870 --> 02:18:41.870]  We sell the very best, highest grade water filtration system for half the price of leading competitor.
[02:18:41.870 --> 02:18:47.870]  And the media says we're bad and a cult for telling you you should filter your water.
[02:18:47.870 --> 02:18:50.870]  You should also filter your shower water. That's another way you absorb this crap.
[02:18:50.870 --> 02:18:54.870]  But I'm done talking about that. The point is, you get the filters at Infowarsstore.com.
[02:18:54.870 --> 02:18:57.870]  They're discounted right now. Finally back in stock.
[02:18:57.870 --> 02:19:03.870]  Right now, I'm not talking to the viewers and listeners that have gone to Infowarsstore.com
[02:19:03.870 --> 02:19:09.870]  and gotten the great products that enrich your life, that empower your immune system in your body and keep us on air.
[02:19:09.870 --> 02:19:15.870]  I am humbly, hand in hand, talking to the viewers and listeners that have tuned in, many of you for years,
[02:19:15.870 --> 02:19:20.870]  and never gone to Infowarsstore.com. We know the vast, vast, vast, vast majority of you
[02:19:20.870 --> 02:19:26.870]  never actually go to Infowarsstore.com and never experienced these great products and never found the operation.
[02:19:26.870 --> 02:19:30.870]  Sure, you share a link, you share an article, you tell folks about the show. That's great and I thank you.
[02:19:30.870 --> 02:19:35.870]  But we need funds to operate. Plus, we've got really great products that do amazing things for people
[02:19:35.870 --> 02:19:40.870]  like our CBD oil and our fizzy magnesium and our sweet bait and our nitric oxide and our real red pill.
[02:19:40.870 --> 02:19:43.870]  Plus, all of these are really great products that keep us on air.
[02:19:43.870 --> 02:19:48.870]  Plus, you're missing out on these products. So get off the bench, get in the game, step to the plate
[02:19:48.870 --> 02:19:54.870]  and go to Infowarsstore.com right now and get these great Infowars products at Infowarsstore.com.
[02:19:57.870 --> 02:20:04.870]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:20:06.350 --> 02:20:29.350]  I'm no stranger to the rain. I'm a friend of thunder. Friend, is it any wonder lightning strikes me?
[02:20:29.350 --> 02:20:40.350]  I fought with the devil. I fought with the devil. Got down on his level. But I never gave in, so he gave in more.
[02:20:40.350 --> 02:20:44.350]  I said I was taking phone calls, but I spent that last segment talking about basic discipline.
[02:20:44.350 --> 02:20:49.350]  It's better just to train children, and I'm not the best at this, but I know it works.
[02:20:49.350 --> 02:20:55.350]  To get them up early, make them do chores, love them, and just correct them and be there with them as much as you can.
[02:20:55.350 --> 02:21:02.350]  And then you won't need a lot of really serious discipline with most boys or girls, but some boys are more aggressive.
[02:21:02.350 --> 02:21:08.350]  And quite frankly, the more the leader, the more aggressive, the better a male will be when he's an adult.
[02:21:08.350 --> 02:21:12.350]  The worse they're going to be when they're little, but they need that guidance.
[02:21:12.350 --> 02:21:20.350]  And girls are statistically twice as likely to be more malleable, and that means they can get abused even worse by the system
[02:21:20.350 --> 02:21:23.350]  because they want to comply and, quote, work together.
[02:21:23.350 --> 02:21:27.350]  And they're the ones being targeted by the globalists the most is the women,
[02:21:27.350 --> 02:21:29.350]  and they think they're going along with a system that cares about them.
[02:21:29.350 --> 02:21:32.350]  It's a system designed to destroy them that's targeting them.
[02:21:32.350 --> 02:21:37.350]  Let's go back to your calls to Trevor in New York. Thanks for calling. Thanks for holding.
[02:21:37.350 --> 02:21:40.350]  Hey, Alex. Great finally talking to you.
[02:21:40.350 --> 02:21:41.350]  Good to talk to you.
[02:21:41.350 --> 02:21:47.350]  I live in New York, and I own a gas stove that they're passing legislation to get rid of.
[02:21:47.350 --> 02:21:48.350]  Yes.
[02:21:48.350 --> 02:21:56.350]  And I use my gas stove to cook, and when my friends come over, we all just get high off it.
[02:21:56.350 --> 02:22:01.350]  Are they taking away my American right to get high off my gas stove?
[02:22:01.350 --> 02:22:04.350]  Yeah, that's really a good, rational—that's funny.
[02:22:04.350 --> 02:22:07.350]  Are you going to post this to the Internet as a joke? I appreciate your call.
[02:22:07.350 --> 02:22:09.350]  And let me tell you how funny it is.
[02:22:09.350 --> 02:22:13.350]  They're moving to ban all the gasoline-powered cars.
[02:22:14.350 --> 02:22:18.350]  Natural gas is totally clean, and they said replace the coal-powered plants with gas.
[02:22:18.350 --> 02:22:20.350]  So we did that.
[02:22:20.350 --> 02:22:24.350]  They don't work as well, and so the prices went way up, and they don't work in cold weather.
[02:22:24.350 --> 02:22:27.350]  And so now they've announced a plan to get rid of those too.
[02:22:27.350 --> 02:22:31.350]  So if you like paying double or triple your power bill and being rationed for power,
[02:22:31.350 --> 02:22:35.350]  there won't be enough power for electric cars, and if you like being poor and people freezing to death,
[02:22:35.350 --> 02:22:38.350]  then it's so funny getting high off your gas stove.
[02:22:38.350 --> 02:22:42.350]  Never heard of such a thing. Doesn't get you high.
[02:22:42.350 --> 02:22:47.350]  What it is is cheap, clean energy that people depend on, and that's not funny.
[02:22:49.350 --> 02:22:53.350]  You'll be laughing when we're in a total depression, you damn idiot.
[02:22:54.350 --> 02:22:58.350]  Cutting the energy off's not a joke, it's a death sentence.
[02:22:58.350 --> 02:23:02.350]  The UN's announced a plan to ban rice because it's grown in swamp water,
[02:23:02.350 --> 02:23:06.350]  and they claim methane's bad, and ban the damn cows.
[02:23:06.350 --> 02:23:11.350]  Half the planet gets 80 percent of its damn calories from rice.
[02:23:11.350 --> 02:23:14.350]  You think billions of people's dead? Funny?
[02:23:15.350 --> 02:23:17.350]  Dumbass.
[02:23:17.350 --> 02:23:20.350]  Dodo Bird in Texas, you're on the air. Go ahead.
[02:23:21.350 --> 02:23:24.350]  Hey, you know, you're talking about how to bring down this cold.
[02:23:24.350 --> 02:23:26.350]  We've got to get to the root cause of this cold.
[02:23:26.350 --> 02:23:28.350]  You know, we had Jeffrey Epstein.
[02:23:28.350 --> 02:23:33.350]  His client list still hasn't been released, and his lawyer came on your show,
[02:23:33.350 --> 02:23:37.350]  and I read the agreed statement between him and Virginia and their lawyer,
[02:23:37.350 --> 02:23:40.350]  and it seems like a Mexican standoff.
[02:23:40.350 --> 02:23:42.350]  I'm confused by what you're saying.
[02:23:42.350 --> 02:23:46.350]  I know that one of the lawyers that did do work for him was Alan Dershowitz,
[02:23:46.350 --> 02:23:48.350]  and he's been cleared of anything.
[02:23:48.350 --> 02:23:52.350]  He didn't go to the island like they said, but lawyers are a different bird
[02:23:52.350 --> 02:23:55.350]  because they go out and they represent people, they advise people.
[02:23:55.350 --> 02:23:58.350]  I know Dershowitz at one point was even talking about consulting us
[02:23:58.350 --> 02:24:02.350]  on the rig cases I was in, and so that doesn't mean he's Alex Jones
[02:24:02.350 --> 02:24:04.350]  because he talks to Alex Jones, but I hear you.
[02:24:04.350 --> 02:24:07.350]  We investigated Trump. He didn't do anything with Epstein either.
[02:24:07.350 --> 02:24:09.350]  If he did, I'd totally be against him on that,
[02:24:09.350 --> 02:24:12.350]  like I'm against Trump on the shots, but you sink into the heart of it.
[02:24:12.350 --> 02:24:14.350]  I don't think Epstein's the heart of it.
[02:24:14.350 --> 02:24:18.350]  I think he's a big arm of it, and we just exposed that last hour,
[02:24:18.350 --> 02:24:22.350]  but the big thing is the CIA director is saying he never met with Epstein,
[02:24:22.350 --> 02:24:26.350]  and now it's confirmed he did, and that's an article on Infowars.com.
[02:24:26.350 --> 02:24:30.350]  Epstein private calendar emerges among prominent names listed are Biden,
[02:24:30.350 --> 02:24:33.350]  CIA chief, and Goldman Topp lawyer. Anything else?
[02:24:33.350 --> 02:24:35.350]  Yeah, I think this plays in there.
[02:24:35.350 --> 02:24:37.350]  It's all tied together with House Bill 269.
[02:24:37.350 --> 02:24:40.350]  It just was signed into law in Israel by the governor.
[02:24:40.350 --> 02:24:44.350]  Well, yes, I do not like the bill that DeSantis signed.
[02:24:44.350 --> 02:24:49.350]  It's anti-free speech. It's very dangerous, and it's just terrible,
[02:24:49.350 --> 02:24:52.350]  and we saw Greg Abbott push similar legislation here in Texas.
[02:24:52.350 --> 02:24:57.350]  I don't like people saying mean things about any group, but they have a right to do it,
[02:24:57.350 --> 02:25:00.350]  and Ireland's passing a law where you even have any, quote,
[02:25:00.350 --> 02:25:04.350]  extremist material that's anything they say, anti-lockdown, anti-open border,
[02:25:04.350 --> 02:25:09.350]  anti-open border. You get jail time. You're guilty until proven innocent.
[02:25:09.350 --> 02:25:13.350]  So you're absolutely right. What DeSantis did was terrible. I appreciate your call.
[02:25:13.350 --> 02:25:16.350]  Let's go to John in Florida. John, you're on the air.
[02:25:16.350 --> 02:25:18.350]  Hey, Alex. You there?
[02:25:18.350 --> 02:25:20.350]  Yes, sir. Go ahead.
[02:25:20.350 --> 02:25:23.350]  Yeah, I want to talk about the border real quick.
[02:25:23.350 --> 02:25:30.350]  So on that border, the oldest cartel in Mexico is called the Gulf Cartel,
[02:25:30.350 --> 02:25:35.350]  and they made their first billions of dollars during the alcohol prohibition
[02:25:35.350 --> 02:25:39.350]  with the Catholic side of it, which is part of the reason I really don't trust
[02:25:39.350 --> 02:25:41.350]  any of the Catholic Kennedy.
[02:25:41.350 --> 02:25:45.350]  Even though Robert is, like, over here telling some serious truth,
[02:25:45.350 --> 02:25:51.350]  I just wonder if it's all just another intel plot, you know, like the rest of them.
[02:25:51.350 --> 02:25:56.350]  Well, I mean, sure, sure. His grandfather, Joseph Kennedy,
[02:25:56.350 --> 02:25:59.350]  was one of the main gangsters and big Wall Street guys
[02:25:59.350 --> 02:26:02.350]  shipping in massive amounts of alcohol during prohibition,
[02:26:02.350 --> 02:26:05.350]  and that's where they made their money.
[02:26:05.350 --> 02:26:11.350]  But I see RFK Jr. legitimately taking on the globalists and really angering them,
[02:26:11.350 --> 02:26:14.350]  and you can't say that what he's saying isn't true,
[02:26:14.350 --> 02:26:16.350]  and he's saying it in prominent places.
[02:26:16.350 --> 02:26:22.350]  So I go by the fruit of the tree. So that's where I stand.
[02:26:22.350 --> 02:26:27.350]  But obviously, trust but verify, I openly don't agree with some of his policies.
[02:26:27.350 --> 02:26:30.350]  So that's where I'm at with RFK.
[02:26:30.350 --> 02:26:36.350]  Well, I honestly think that our intelligence agents have some sort of contract
[02:26:36.350 --> 02:26:41.350]  with this cartel, because I think they're the ones doing basic...
[02:26:41.350 --> 02:26:44.350]  Sorry, your phone's broken up. I appreciate your call,
[02:26:44.350 --> 02:26:47.350]  but I did get some of your good points. Thank you very much.
[02:26:47.350 --> 02:26:50.350]  Brian in New York, you're on the air. Go ahead.
[02:26:51.350 --> 02:26:54.350]  Hi, Alex. Welcome.
[02:26:54.350 --> 02:26:57.350]  Great supplements. I've just been buying them recently.
[02:26:57.350 --> 02:27:01.350]  They're all excellent.
[02:27:01.350 --> 02:27:08.350]  I was going to talk on the prions in the vaccines.
[02:27:08.350 --> 02:27:14.350]  Yes. For those that don't know, the spike protein is basically a prion
[02:27:14.350 --> 02:27:17.350]  similar to what causes spongiform encephalopathy or mad cow disease,
[02:27:17.350 --> 02:27:20.350]  and it continues replicating in the body. Yes, go ahead.
[02:27:20.350 --> 02:27:25.350]  So there's a wasting disorder that basically deer and elk get
[02:27:25.350 --> 02:27:28.350]  where they produce the prions in their body.
[02:27:28.350 --> 02:27:30.350]  Yes.
[02:27:30.350 --> 02:27:35.350]  And then the mad cow disease, it says on Wikipedia that that self-replicates,
[02:27:35.350 --> 02:27:42.350]  but I remember the original story was they were squeezing the brains to get the oils
[02:27:42.350 --> 02:27:46.350]  because they got the oil from the corn for corn oil.
[02:27:46.350 --> 02:27:49.350]  Then they'd put the brain oil basically into the corn,
[02:27:49.350 --> 02:27:53.350]  and it was bioaccumulating in the cows,
[02:27:53.350 --> 02:27:57.350]  and that's what was causing all the mad cow disease.
[02:27:57.350 --> 02:28:03.350]  So what seems to be, if they're giving these shots to the, which the shots,
[02:28:03.350 --> 02:28:09.350]  not only can spike proteins act like prions, the part of the,
[02:28:09.350 --> 02:28:14.350]  they had a map, all the spikes on the coronavirus,
[02:28:14.350 --> 02:28:16.350]  well, they couldn't do all of it.
[02:28:16.350 --> 02:28:19.350]  The section they chose the map contained a prion.
[02:28:19.350 --> 02:28:23.350]  So these spike proteins are definitely prions.
[02:28:23.350 --> 02:28:29.350]  No, they are protein prions of the HIV virus.
[02:28:29.350 --> 02:28:31.350]  Well, they're giving them the livestock now.
[02:28:31.350 --> 02:28:34.350]  They're basically giving the same shots they would have given to people
[02:28:34.350 --> 02:28:35.350]  because they're not taking them.
[02:28:35.350 --> 02:28:37.350]  They're putting it in the livestock.
[02:28:37.350 --> 02:28:42.350]  We've confirmed they've been doing it since 2018 to pigs.
[02:28:42.350 --> 02:28:43.350]  You can't eat this.
[02:28:43.350 --> 02:28:45.350]  It's going to bioaccumulate.
[02:28:45.350 --> 02:28:46.350]  It's going to be in the manure.
[02:28:46.350 --> 02:28:50.350]  Sir, they're poisoning the entire planet, the air, the water, the fluoride,
[02:28:50.350 --> 02:28:52.350]  the electromagnetic 5G.
[02:28:52.350 --> 02:28:53.350]  You got it.
[02:28:53.350 --> 02:28:55.350]  And all the different diseases and disorders are exploding.
[02:28:57.350 --> 02:29:00.350]  Just weeks ago, I warned the world
[02:29:00.350 --> 02:29:02.350]  that the globalists were going to move against Tucker Carlson
[02:29:02.350 --> 02:29:03.350]  and take him off the air.
[02:29:03.350 --> 02:29:04.350]  People said, no way.
[02:29:04.350 --> 02:29:06.350]  He's the most powerful thing that ever happened.
[02:29:06.350 --> 02:29:08.350]  They've got quadrillions of stolen money.
[02:29:08.350 --> 02:29:11.350]  They only had Tucker Carlson on the air because they believed they could control him.
[02:29:11.350 --> 02:29:14.350]  But as soon as they figured out they couldn't, he was taken off the air.
[02:29:14.350 --> 02:29:16.350]  It's the same thing with Infowars.
[02:29:16.350 --> 02:29:20.350]  But Infowars is not owned by Fox or controlled by George Soros
[02:29:20.350 --> 02:29:23.350]  or owned by Spotify like Joe Rogan.
[02:29:23.350 --> 02:29:26.350]  We are only beholden to our viewers and our listeners.
[02:29:26.350 --> 02:29:28.350]  And when you support us, we're unstoppable.
[02:29:28.350 --> 02:29:33.350]  I'm not underwritten by Rupert Murdoch or by George Soros.
[02:29:33.350 --> 02:29:37.350]  I'm underwritten by you, which is we the people.
[02:29:37.350 --> 02:29:39.350]  So I want to thank you for your support and encourage viewers and listeners
[02:29:39.350 --> 02:29:42.350]  to understand, please don't take Infowars for granted.
[02:29:42.350 --> 02:29:44.350]  We're barely hanging on.
[02:29:44.350 --> 02:29:47.350]  We need your word of mouth, your prayer, your financial support.
[02:29:47.350 --> 02:29:50.350]  We're all getting great products at the same time at Infowarsstore.com.
[02:29:50.350 --> 02:29:51.350]  So don't procrastinate.
[02:29:51.350 --> 02:29:54.350]  Go to Infowarsstore.com, get amazing products that keep us on the air
[02:29:54.350 --> 02:29:57.350]  and never submit to these tyrants.
[02:29:57.350 --> 02:30:01.350]  The most banned man in America, Alex Jones.
[02:30:05.350 --> 02:30:08.350]  I want you all to know something, Alex Jones was right.
[02:30:08.350 --> 02:30:12.350]  Alex is right about far more than is wrong.
[02:30:12.350 --> 02:30:15.350]  Alex has been right on for over a decade.
[02:30:15.350 --> 02:30:19.350]  I don't care how you slice it, dice it, flip it up or rub it down.
[02:30:19.350 --> 02:30:21.350]  Alex Jones was right.
[02:30:21.350 --> 02:30:25.350]  Think about how frustrated we are if you've been awake for a year or two.
[02:30:25.350 --> 02:30:29.350]  Imagine being like an Alex Jones or those guys who've been awake for like decades.
[02:30:29.350 --> 02:30:33.350]  Alex Jones called this years ago, years ago.
[02:30:33.350 --> 02:30:36.350]  Alex Jones never bought the Russia hoax, not for a second.
[02:30:37.350 --> 02:30:39.350]  You are one of the great thinkers of this.
[02:30:39.350 --> 02:30:42.350]  You are a martyr to the First Amendment.
[02:30:42.350 --> 02:30:45.350]  The government fears Alex Jones.
[02:30:45.350 --> 02:30:50.350]  That's why the globalists hate me is because I'm exposing their corporate worldwide tyranny.
[02:30:57.350 --> 02:31:02.350]  They decided to not perp walking, not put him in handcuffs, not do a mugshot
[02:31:02.350 --> 02:31:04.350]  because they knew that that would help Trump.
[02:31:04.350 --> 02:31:06.350]  Didn't they know this would backfire?
[02:31:06.350 --> 02:31:07.350]  We were waiting for the mugshot.
[02:31:07.350 --> 02:31:10.350]  We learned today they wouldn't have it, so we've made our own.
[02:31:10.350 --> 02:31:15.350]  And it says political prisoner with an image of President Trump.
[02:31:15.350 --> 02:31:17.350]  The shirt is being printed now in Texas.
[02:31:17.350 --> 02:31:19.350]  It'll be shipping out to you in one week.
[02:31:19.350 --> 02:31:26.350]  Political prisoner with Trump on the front there in a mugshot jail background.
[02:31:26.350 --> 02:31:27.350]  It's a fundraiser shirt.
[02:31:27.350 --> 02:31:31.350]  It says InfoWars.com on the back of the shirt.
[02:31:31.350 --> 02:31:33.350]  We also have Alex Jones for president.
[02:31:33.350 --> 02:31:34.350]  No, I'm not running for president.
[02:31:34.350 --> 02:31:36.350]  It's a really nice navy blue, high-quality shirt.
[02:31:36.350 --> 02:31:37.350]  Red, white, and blue.
[02:31:37.350 --> 02:31:38.350]  Alex Jones for president.
[02:31:38.350 --> 02:31:39.350]  2024.
[02:31:39.350 --> 02:31:42.350]  It's a fun conversational piece and a limited edition shirt.
[02:31:42.350 --> 02:31:44.350]  Great way to fund the operation.
[02:31:44.350 --> 02:31:52.350]  So get your Alex Jones for president and Trump mugshot shirts at InfoWarsStore.com
[02:31:52.350 --> 02:31:57.350]  or by calling toll free 888-253-3139.
[02:31:57.350 --> 02:32:01.350]  I want to thank all of you over the years who have supported InfoWars financially
[02:32:01.350 --> 02:32:02.350]  with word of mouth and prayer.
[02:32:02.350 --> 02:32:05.350]  All the success that we've had together against the globalists
[02:32:05.350 --> 02:32:09.350]  and the fact that we're not caught flat-footed during their major takeover
[02:32:09.350 --> 02:32:10.350]  is because of you.
[02:32:10.350 --> 02:32:13.350]  Humanity has a real fighting chance.
[02:32:13.350 --> 02:32:16.350]  I just want to thank you all for buying products at InfoWarsStore.com
[02:32:16.350 --> 02:32:20.350]  like books and films and supplements and water filtration, air filtration, so much more.
[02:32:20.350 --> 02:32:23.350]  But for those of you that want to actually give us a straight donation
[02:32:23.350 --> 02:32:27.350]  so we get almost 100% of the money to fund our operation during this critical time,
[02:32:27.350 --> 02:32:33.350]  go to InfoWarsStore.com and right at the top you'll see a link to make a straight donation.
[02:32:33.350 --> 02:32:39.350]  A one-time donation of $5, $10, $50 or a recurring donation you can cancel any time.
[02:32:39.350 --> 02:32:41.350]  I want to thank all of you that have donated.
[02:32:41.350 --> 02:32:45.350]  I want to encourage those of you out there that want to support freedom to take action now
[02:32:45.350 --> 02:32:50.350]  and be part of the global awakening, the new renaissance that's counting the great reset
[02:32:50.350 --> 02:32:54.350]  by going to InfoWarsStore.com and clicking on the donate button and giving today.
[02:32:54.350 --> 02:32:56.350]  Thank you so much for your support.
[02:32:56.350 --> 02:32:57.350]  Please take action.
[02:32:59.350 --> 02:33:05.350]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:33:08.330 --> 02:33:21.330]  Taking your phone calls, live on the Tuesday Edition, May 2nd, 923.
[02:33:21.330 --> 02:33:27.330]  From the front lines of the Information War, it's Alex Jones.
[02:33:27.330 --> 02:33:31.330]  I want to talk Tucker Carlson to Building 7 next segment. We'll continue on with your calls.
[02:33:32.330 --> 02:33:40.330]  And Media Matters had a mole inside his operation that has leaked supposedly damning information on Tucker Carlson.
[02:33:40.330 --> 02:33:43.330]  We've watched the videos. It makes me love him even more.
[02:33:43.330 --> 02:33:48.330]  I mean, it's him trying to maximize the reach of his show.
[02:33:48.330 --> 02:33:52.330]  It's him bitching about technical problems and telling them, get their asses together.
[02:33:52.330 --> 02:33:56.330]  And it's him saying, fuck, excuse me, delete that.
[02:33:56.330 --> 02:33:59.330]  It's him saying F you to Media Matters.
[02:33:59.330 --> 02:34:02.330]  And, of course, they had a mole inside his operation.
[02:34:02.330 --> 02:34:04.330]  Similar groups have done the same thing here.
[02:34:04.330 --> 02:34:07.330]  They go around for years. They record. They creep around.
[02:34:07.330 --> 02:34:11.330]  And then when they can't find anything, they go make stuff up.
[02:34:11.330 --> 02:34:13.330]  And they get paid to do this.
[02:34:13.330 --> 02:34:15.330]  I mean, this is what these groups do.
[02:34:15.330 --> 02:34:18.330]  And, oh, such and such quit.
[02:34:18.330 --> 02:34:23.330]  Yeah, the last few weeks, they were going around talking bad about black people and saying the N word, trying to get us to do it.
[02:34:23.330 --> 02:34:25.330]  We were going to come to you and blah, blah, blah.
[02:34:25.330 --> 02:34:27.330]  But, you know, we didn't want to stir up trouble.
[02:34:27.330 --> 02:34:30.330]  I'm like, no, you immediately come to me when that's going on.
[02:34:30.330 --> 02:34:36.330]  And then you get to see the folks, you know, in the newspaper putting out stories about you telling absolute lies.
[02:34:36.330 --> 02:34:39.330]  That's how desperate these people are.
[02:34:39.330 --> 02:34:41.330]  And that's how dangerous this is.
[02:34:41.330 --> 02:34:48.330]  But what happens is when you mess with an Alex Jones or Tucker Carlson or Joe Rogan, it doesn't make us bend over and grovel to you.
[02:34:48.330 --> 02:34:50.330]  It makes us fight you harder.
[02:34:50.330 --> 02:34:52.330]  And it certainly made me more aggressive.
[02:34:52.330 --> 02:34:55.330]  And it certainly made Tucker Carlson wake up.
[02:34:55.330 --> 02:34:58.330]  Okay, so that's the type of stuff that was going on.
[02:34:58.330 --> 02:35:04.330]  I told you when Tucker got fired, I said, you know, I know the stuff he goes through, the same stuff we've gone through,
[02:35:04.330 --> 02:35:07.330]  where you can't ever be in a room alone with somebody.
