[00:00.000 --> 00:28.000]  Info wars. Tomorrow's news. Today.
[01:59:07.000 --> 01:59:26.000]  And God gave us through Mother Nature incredible compounds that will supercharge our body, stamina, libido, energy and immune systems. And we came out many years ago with real red pill plus that has all the documented compounds like preglonone and so much more to supercharge your body.
[01:59:26.000 --> 01:59:33.000]  And to give your body the key elements and the key ingredients it needs to function at a proper level.
[01:59:33.000 --> 01:59:49.000]  This is the answer to the New World Order's tyranny. This is real red pill plus sold out for two years, 50% off at infowarstore.com. Get the red pill plus exclusively infowarstore.com.
[02:00:03.000 --> 02:00:06.000]  As some viewers may find disturbing.
[02:00:34.000 --> 02:00:38.000]  The function of all life is survival.
[02:00:38.000 --> 02:00:43.000]  Sleep. Sleep. Sleep.
[02:00:43.000 --> 02:01:07.000]  They're coming. They're coming. Listen to me. Listen to me. Your next please. Your next they're in danger. Please listen to me. Something terrible. Please. Your next here they are. They're already here. Help. Your next. They're coming. Your next.
[02:01:07.000 --> 02:01:14.000]  Sleep. The seed is planted. Sleep. Batter.
[02:01:14.000 --> 02:01:19.000]  Wake up. When you sleep.
[02:01:19.000 --> 02:01:21.000]  EnveSimve of the body snatchys.
[02:01:21.000 --> 02:01:32.000]  All of a sudden they're growing like parsley.
[02:01:32.000 --> 02:01:42.500]  not human. Now, the classic fear begins to grow. We're being cornered. In a modern masterpiece
[02:01:42.500 --> 02:01:54.000]  of science fiction. The barricading street. Invasion of the bodysadges. The land of the
[02:01:54.000 --> 02:02:17.000]  dead. If you are receiving this transmission, you are the resistance. It's Alex Jones.
[02:02:24.000 --> 02:02:39.000]  Terrorists in the US say they are seeing increasing numbers of patients with what they call Donald
[02:02:39.000 --> 02:02:48.500]  Trump Anxiety Disorder. Trump Anxiety Disorder. Trump Derangement Syndrome. Trump Derangement
[02:02:48.500 --> 02:02:55.000]  Syndrome is clinically real. It doesn't merely affect individuals, but entire political parties
[02:02:55.000 --> 02:03:05.000]  rendering them unrecognizable. One minute, they're perfectly normal. The next. Rapid.
[02:03:05.000 --> 02:03:11.840]  The veneer of civilization is evaporating quickly. Families and culture are collapsing. And godless
[02:03:11.840 --> 02:03:20.840]  leftists are behaving just like zombies of modern law. You can't trust your mother. Get
[02:03:20.840 --> 02:03:28.840]  the hell out of here. Get the fuck out of here. Your best friend. The neighbor next door.
[02:03:28.840 --> 02:03:34.840]  Psychologist Dr. Stuart Bassman says for his clients, it started the morning after the election.
[02:03:34.840 --> 02:03:39.840]  Doctors are seeing patients suffering from Trump Anxiety Disorder. The number of people
[02:03:39.840 --> 02:03:46.840]  manifesting what I would call post-Trumpmatic stress disorder. An overpowering fear that
[02:03:46.840 --> 02:03:57.840]  President Trump represents the end of the world. Pray, it doesn't happen to you.
[02:03:57.840 --> 02:04:12.840]  Let them get dead. Rapid. White males.
[02:04:12.840 --> 02:04:30.840]  All right, folks. Mike Adams is about to join us coming up in the next segment. He's been
[02:04:30.840 --> 02:04:35.840]  watching the Debo script very closely and has a key article, Globalist Following Planetary
[02:04:35.840 --> 02:04:42.840]  Script, to replace humans with AI systems. You are now obsolete. We're going to talk about
[02:04:42.840 --> 02:04:48.840]  how we defeat this Mark of the Beast system with the great health ranger, Mike Adams,
[02:04:48.840 --> 02:04:54.840]  straight ahead. Remember, our sites are backup sites that bypass these sensors. Our conspiracy
[02:04:54.840 --> 02:05:01.100]  mission is to lautficate along with our
[02:05:24.840 --> 02:05:32.840]  last coins in a 4 coin series, the Teddy Roosevelt Manly Arena Coin, exclusively at 1776coin.com.
[02:05:32.840 --> 02:05:44.800]  And you can get $30 off this historic pure silver coin with promo code 1776 at 1776coin.com.
[02:05:44.800 --> 02:05:45.800]  No more of these will be made.
[02:05:45.800 --> 02:05:51.800]  If you want the coin, it's exclusively available right now for limited time at 1776coin.com.
[02:05:51.800 --> 02:05:55.800]  $30 off, you use promo code 1776.
[02:05:55.800 --> 02:06:18.800]  Thank you for your support.
[02:06:18.800 --> 02:06:25.800]  Well, info wars in all the rest of the great patriots in the last 50, 60 years, warring in the New World Order, have been totally vindicated.
[02:06:25.800 --> 02:06:30.800]  But the Davos group says they're in deep trouble and their minions are having to resign all over the world.
[02:06:30.800 --> 02:06:37.800]  As all the news of the poison shots comes out and confirms it myself that Mike Adams told you years ago.
[02:06:37.800 --> 02:06:47.800]  We'll be getting to the latest poison shot news that is literally pouring out, that is just exploding everywhere.
[02:06:47.800 --> 02:06:53.800]  Coming up at the bottom of the hour, but I wanted to get to the 35,000 foot view first with Mike Adams,
[02:06:53.800 --> 02:06:56.800]  because he's an engineer and a really smart guy that's been tracking this.
[02:06:56.800 --> 02:06:58.800]  Got a new article at naturalnews.com.
[02:06:58.800 --> 02:07:02.800]  Global is following planetary script to replace humans with AI systems.
[02:07:02.800 --> 02:07:04.800]  You are now on saline.
[02:07:04.800 --> 02:07:06.800]  So let's tackle that first.
[02:07:06.800 --> 02:07:08.800]  Mike Adams, thanks for joining us.
[02:07:08.800 --> 02:07:10.800]  Well, thank you, Alex, for having me on.
[02:07:10.800 --> 02:07:15.800]  And yes, for most of human history until this current inflection point,
[02:07:15.800 --> 02:07:20.800]  the people have been exploited for the products of their labor, their ideas, their creativity,
[02:07:20.800 --> 02:07:27.800]  solely for the purpose from the point of view of globalists of giving rise to AI and making humans obsolete.
[02:07:27.800 --> 02:07:30.800]  So they needed to have a certain level of technology.
[02:07:30.800 --> 02:07:33.800]  We needed the transistor to be invented.
[02:07:33.800 --> 02:07:34.800]  We needed high tech.
[02:07:34.800 --> 02:07:36.800]  We needed an internet of things and so on.
[02:07:36.800 --> 02:07:42.800]  We needed the connectivity 5G and 6G and humans were necessary to get to that point.
[02:07:42.800 --> 02:07:47.800]  Now that we are there, the inflection point, the orders given to the globalists,
[02:07:47.800 --> 02:07:52.800]  as John Kerry said, I'm paraphrasing, but he said at the WEF in Davos,
[02:07:52.800 --> 02:08:00.800]  he said that there's an extraterrestrial force that has selected certain humans like him to save the planet.
[02:08:00.800 --> 02:08:03.800]  And he doesn't mean to save the planet for humanity.
[02:08:03.800 --> 02:08:06.800]  He means to save the planet from humanity.
[02:08:06.800 --> 02:08:08.800]  In other words, to save the planet by destroying humanity.
[02:08:08.800 --> 02:08:14.800]  So from now forward, actually from the release of COVID and the pandemic forward,
[02:08:14.800 --> 02:08:20.800]  this is the human extermination phase of the script of human civilization.
[02:08:20.800 --> 02:08:28.800]  It's all been scripted, as you well know, as your audience knows, fake news, fake science, fake history, fake education,
[02:08:28.800 --> 02:08:32.800]  fake cultural pushing that men can be women and so on.
[02:08:32.800 --> 02:08:33.800]  It's all been faked.
[02:08:33.800 --> 02:08:34.800]  It's all been scripted.
[02:08:34.800 --> 02:08:36.800]  Our planet is a giant Truman Show.
[02:08:36.800 --> 02:08:43.800]  And now this inflection point means the desire by the globalists to achieve the end of humanity.
[02:08:43.800 --> 02:08:45.800]  So that's where we are right now in the script.
[02:08:45.800 --> 02:08:51.800]  Give us more of the $35,000 for you from their own writings and where they want to take us.
[02:08:51.800 --> 02:08:53.800]  Yeah, absolutely.
[02:08:53.800 --> 02:08:57.800]  And we're all familiar with OpenAI System Chat GPT.
[02:08:57.800 --> 02:09:06.800]  And we know that within about two years, something like 70 to 80% of all the writing online will be carried out by AI systems.
[02:09:06.800 --> 02:09:13.800]  AI systems will very soon replace most conventional doctors because being a robotic pill pusher,
[02:09:13.800 --> 02:09:18.800]  a sort of an exotic vending machine for big pharma, doesn't take a human being.
[02:09:18.800 --> 02:09:22.800]  So most of modern medicine is already obsolete to be replaced by AI.
[02:09:22.800 --> 02:09:28.800]  Now that doesn't mean that naturopaths or complementary medicine or alternative doctors are obsolete.
[02:09:28.800 --> 02:09:30.800]  They are not because they are still human.
[02:09:30.800 --> 02:09:31.800]  They understand compassion.
[02:09:31.800 --> 02:09:32.800]  They can connect the dots.
[02:09:32.800 --> 02:09:37.800]  They can see the big picture of what's causing sickness or dis-ease in other human beings.
[02:09:37.800 --> 02:09:42.800]  So naturopathy will always be relevant, but pill-pushing doctors will be obsolete.
[02:09:42.800 --> 02:09:48.800]  The next phase that is desperately needed by the globalists is to tie AI systems into bipedal,
[02:09:48.800 --> 02:09:52.800]  humanoid robotic exoskeletons or robotic systems.
[02:09:52.800 --> 02:09:56.800]  That's being worked on diligently by Amazon and by Google.
[02:09:56.800 --> 02:10:02.800]  You know, you've seen the robotic dogs, the combat robots that are under development around the world,
[02:10:02.800 --> 02:10:08.800]  the arming of robots, but also at Amazon they're trying to replace human workers with warehouse robots
[02:10:08.800 --> 02:10:11.800]  so they can then lay off hundreds of thousands of human workers.
[02:10:11.800 --> 02:10:16.800]  And it turns out that packing items into boxes is a very difficult thing
[02:10:16.800 --> 02:10:21.800]  that is easy to achieve from a human point of view with hands and fingers and dexterity
[02:10:21.800 --> 02:10:26.800]  and eyesight and object recognition and so on, but it's very difficult from a robotic point of view.
[02:10:26.800 --> 02:10:28.800]  But that is about to be achieved.
[02:10:28.800 --> 02:10:35.800]  Over the next 10 years, Alex, we will see these humanoid robots tied to cloud-based AI systems.
[02:10:35.800 --> 02:10:41.800]  This is why they need 5G and even 6G systems with a very high bandwidth data communication
[02:10:41.800 --> 02:10:45.800]  so that the robots don't have to have the brains in their own bodies.
[02:10:45.800 --> 02:10:50.800]  The robots are going to be communicating with cloud AI systems that will tell the robots what to do,
[02:10:50.800 --> 02:10:56.800]  that will do the vision recognition, that will make the decisions and control the limbs of the robots.
[02:10:56.800 --> 02:11:00.800]  So we're looking at something kind of out of that, what was the movie?
[02:11:00.800 --> 02:11:04.800]  iRobot with Will Smith, I believe, not too many years ago.
[02:11:04.800 --> 02:11:06.800]  That is absolutely coming.
[02:11:06.800 --> 02:11:08.800]  It's going to be here in probably less than 10 years.
[02:11:08.800 --> 02:11:13.800]  Humans are already considered obsolete and that's why they are deliberately killing us off.
[02:11:13.800 --> 02:11:16.800]  And this is a very important point to add to this.
[02:11:16.800 --> 02:11:20.800]  Whether it's not eating beef or making a seed mugs or cutting up our power,
[02:11:20.800 --> 02:11:27.800]  giving us windmills, electric cars that are not doable for the general public and we don't even have the material for.
[02:11:27.800 --> 02:11:32.800]  They are forcing this anti-human, post-human revolution.
[02:11:32.800 --> 02:11:35.800]  It's not the natural way we're going.
[02:11:35.800 --> 02:11:40.800]  And there's major wins against this and a lot of resistance.
[02:11:40.800 --> 02:11:44.800]  I think if people realize that, hey, a self-checkout is not bad in and of itself,
[02:11:44.800 --> 02:11:48.800]  except in the larger global plan, there won't be any waitresses, there won't be any waiters.
[02:11:48.800 --> 02:11:50.800]  McDonald's and Dallas is all a robot.
[02:11:50.800 --> 02:11:54.800]  And this is designed to where humans don't have jobs anymore.
[02:11:54.800 --> 02:11:57.800]  We'll be put on social credit score, universal basic income,
[02:11:57.800 --> 02:12:02.800]  to further domesticate us where we make ourselves obsolete by not knowing how to farm,
[02:12:02.800 --> 02:12:06.800]  not knowing how to be a carpenter, not knowing how to be a machinist.
[02:12:06.800 --> 02:12:12.800]  And then with all the green laws to where any type of machine not made by just a few companies is outlawed,
[02:12:12.800 --> 02:12:13.800]  that's their admitted plan.
[02:12:13.800 --> 02:12:19.800]  So this is a vertical integrated, total post-human monopoly being formed in front of us.
[02:12:19.800 --> 02:12:20.800]  Absolutely.
[02:12:20.800 --> 02:12:24.800]  And understand that the deliberate takedowns of the food infrastructure,
[02:12:24.800 --> 02:12:30.800]  fertilizer infrastructure and energy infrastructure is all designed to crush human economies,
[02:12:30.800 --> 02:12:35.800]  to cause mass, famine, starvation, and of course with more outbreaks being planned,
[02:12:35.800 --> 02:12:40.800]  more vaccines being pushed, more boosters, which as you said earlier, the evidence is coming out.
[02:12:40.800 --> 02:12:45.800]  It's irrefutable mass infertility, mass disability, maiming, and death.
[02:12:45.800 --> 02:12:49.800]  The end of the human race for those who are taking the multiple booster shots.
[02:12:49.800 --> 02:12:51.800]  I mean, that's not an exaggeration.
[02:12:51.800 --> 02:12:54.800]  For people who keep taking the boosters, your family tree is done.
[02:12:54.800 --> 02:12:56.800]  Your history, your family is done, okay?
[02:12:56.800 --> 02:13:01.800]  And it's only going to be the purebloods who are the future of the human race,
[02:13:01.800 --> 02:13:04.800]  because the good news here, and I hope we can talk about this,
[02:13:04.800 --> 02:13:07.800]  is that I think that the globalists will only partially succeed,
[02:13:07.800 --> 02:13:10.800]  which means I think they'll fail in their larger goal.
[02:13:10.800 --> 02:13:12.800]  They won't be able to kill off 7 billion of us.
[02:13:12.800 --> 02:13:14.800]  They may kill off a couple of billion.
[02:13:14.800 --> 02:13:18.800]  That is a very realistic outcome over the next decade or so.
[02:13:18.800 --> 02:13:22.800]  But they won't kill all 7 billion of us because there are purebloods.
[02:13:22.800 --> 02:13:26.800]  There are people who are awake, who are alive, who are connected to God and faith.
[02:13:26.800 --> 02:13:28.800]  People who are fully human.
[02:13:28.800 --> 02:13:31.800]  And fully human people are hard to kill.
[02:13:31.800 --> 02:13:33.800]  Now, they're going to try through many methods.
[02:13:33.800 --> 02:13:37.800]  They're pushing mRNA into the cattle, into the food supply,
[02:13:37.800 --> 02:13:42.800]  so that they can expose you to spike protein in your hamburgers or your conventional meat products.
[02:13:42.800 --> 02:13:47.800]  What this is going to do is it's going to force the pureblood people to source locally,
[02:13:47.800 --> 02:13:51.800]  which will actually create more food redundancy and resiliency.
[02:13:51.800 --> 02:13:54.800]  People will buy their beef from local farmers, local ranchers.
[02:13:54.800 --> 02:13:59.800]  People will get their vegetables, non-GMO, heirloom seeds from local sources.
[02:13:59.800 --> 02:14:03.800]  And obviously, you've been pushing this trend for a long time to live on your own farm,
[02:14:03.800 --> 02:14:05.800]  and are sustainable, but now the instincts everywhere.
[02:14:05.800 --> 02:14:09.800]  It's the most popular trend globally to get out of the city, get back to nature.
[02:14:09.800 --> 02:14:13.800]  People instinctively realize these big cities are prisons.
[02:14:13.800 --> 02:14:15.800]  These are parasitic kill grids.
[02:14:15.800 --> 02:14:19.800]  Well, absolutely. You probably saw the article, the story out of Scotland,
[02:14:19.800 --> 02:14:21.800]  I believe, the 20-minute city plan,
[02:14:21.800 --> 02:14:25.800]  which you will only be allowed to operate within a 20-minute walk of where you live.
[02:14:25.800 --> 02:14:28.800]  No cars for you, no transportation out of your sector.
[02:14:28.800 --> 02:14:32.800]  You're going to have a 20-minute diameter of the life that you're allowed to have.
[02:14:32.800 --> 02:14:35.800]  So again, this is the Truman Show scripting.
[02:14:35.800 --> 02:14:37.800]  You're being fed an artificial reality.
[02:14:37.800 --> 02:14:43.800]  You're being given all these artificial limits to isolate you from your true potential as a human being
[02:14:43.800 --> 02:14:46.800]  as a gift of God, the gift of life from God.
[02:14:46.800 --> 02:14:49.800]  You are designed to be more than what the globalists want from you,
[02:14:49.800 --> 02:14:51.800]  because the globalists want you dead.
[02:14:51.800 --> 02:14:57.800]  And by the way, Canada is now the number one organ harvesting nation in the world
[02:14:57.800 --> 02:15:00.800]  in terms of post-Euthanasia organ harvesting.
[02:15:00.800 --> 02:15:03.800]  So they're pushing people to agree to commit suicide
[02:15:03.800 --> 02:15:07.800]  and then taking their organs in order to benefit the medical establishment.
[02:15:07.800 --> 02:15:09.800]  Canada is looking a lot like China.
[02:15:09.800 --> 02:15:12.800]  The difference is in China, they organ harvest you at gunpoint
[02:15:12.800 --> 02:15:15.800]  after arresting you for being a Falun Gong member.
[02:15:15.800 --> 02:15:18.800]  In Canada, they coerce you, they talk you into it
[02:15:18.800 --> 02:15:21.800]  when you're in your weakest moment as an elderly sick person, let's say,
[02:15:21.800 --> 02:15:24.800]  and they say, oh, we want your organs, why don't you just agree this time?
[02:15:24.800 --> 02:15:28.800]  Well, the mentally ill have the state as their ward that has been announced in Canada
[02:15:28.800 --> 02:15:31.800]  and then now the state's going to say, oh, you wanted to die.
[02:15:31.800 --> 02:15:34.800]  I mean, that is criminal mind control right there.
[02:15:34.800 --> 02:15:36.800]  Absolutely, we're entering a very dark time,
[02:15:36.800 --> 02:15:39.800]  but those of us who are awake and informed, such as your viewers,
[02:15:39.800 --> 02:15:43.800]  we can navigate this, we can survive, we can rebuild after the collapse.
[02:15:43.800 --> 02:15:45.800]  Mike Adams, stay right there.
[02:15:45.800 --> 02:15:48.800]  Let's look at the Davos Group and those big developments there
[02:15:48.800 --> 02:15:52.800]  and the resignation of the Prime Minister of New Zealand.
[02:15:52.800 --> 02:15:55.800]  Let's look at the Davos Group.
[02:16:23.800 --> 02:16:25.800]  Mushroom Max, Powerful Neutropic,
[02:16:25.800 --> 02:16:29.800]  Eggles Vitality Collagen, Superfood Greens, and more.
[02:16:29.800 --> 02:16:35.800]  Our turmeric formula is 95% of humanoid, the strongest and best on the market.
[02:16:35.800 --> 02:16:41.800]  These formulas and more under the InfoWars MD banner are at InfoWarsStore.com.
[02:16:41.800 --> 02:16:45.800]  They are private labeled clones of the top brands in the country
[02:16:45.800 --> 02:16:50.800]  for up to 50% off where you're going to find them in stores and other online stores.
[02:16:50.800 --> 02:16:54.800]  This is our new InfoWars MD credible line.
[02:17:21.800 --> 02:17:26.800]  So they're giving them to us at 40% off what they're sold on stores,
[02:17:26.800 --> 02:17:32.800]  over 20% off what they're sold online under the InfoWars Platinum brand name.
[02:17:32.800 --> 02:17:33.800]  These are incredible.
[02:17:33.800 --> 02:17:40.800]  Pain MD, HGH Max Boost, and of course 1776 testosterone boost.
[02:17:40.800 --> 02:17:44.800]  Read about them at InfoWarsStore.com, learn about them, and then try them out for yourself.
[02:17:44.800 --> 02:17:48.800]  And I know you will be a repeat customer, which is awesome.
[02:17:48.800 --> 02:17:53.800]  It will empower your life, make your life more amazing, and it will keep us on the air a 360 win.
[02:17:53.800 --> 02:18:18.800]  InfoWars Platinum, now available at InfoWarsStore.com.
[02:18:24.800 --> 02:18:30.800]  All of these compounds are documented on record to help give you deeper, cleaner, healthier sleep.
[02:18:30.800 --> 02:18:35.800]  And that is one of the biggest game changers out there with all the stress we have in this world.
[02:18:35.800 --> 02:18:38.800]  And we've got some other great sleep aids as well, and they're excellent.
[02:18:38.800 --> 02:18:39.800]  They're all different formulas.
[02:18:39.800 --> 02:18:43.800]  But this one is particularly the strongest one we have.
[02:18:43.800 --> 02:18:54.800]  So John and Al sold out for more than five months, is now back available at InfoWarsStore.com to get better, deeper rest, boost your immune system, and support the InfoWars.
[02:18:54.800 --> 02:19:13.800]  Mark Twain, one of America's greatest writers and satirist in Mies, famously said more than 150 years ago, rumors of his demise had been greatly exaggerated, because the newspapers kept saying he died decades before he did die.
[02:19:13.800 --> 02:19:16.800]  And it's the same PSYOP today.
[02:19:16.800 --> 02:19:23.800]  InfoWars is more influential and more powerful than ever because of your support and because of the facts of what we've covered is coming true.
[02:19:23.800 --> 02:19:32.800]  But if they can convince you we've been shut down, if they can convince you that we're going away, and you stop supporting, you stop spreading the word, then they do win.
[02:19:32.800 --> 02:19:38.800]  Ladies and gentlemen, there's only one group of people that can shut down InfoWars, and that's you, the viewers and listeners.
[02:19:38.800 --> 02:19:40.800]  If you decide we're done, we're done.
[02:19:40.800 --> 02:19:47.800]  If you decide to go to InfoWarsStore.com and get supplements and books and films and t-shirts and so much more, we will stay on the air indefinitely.
[02:19:47.800 --> 02:19:49.800]  It is all in your hands.
[02:19:49.800 --> 02:19:55.800]  So thanks for your support, stand up against the globalists, go to InfoWarsStore.com right now and keep us on air.
[02:19:55.800 --> 02:20:19.800]  It's up to you.
[02:20:19.800 --> 02:20:29.800]  You are listening to an InfoWars.com frontline report. If you are receiving this transmission, you are the resistance.
[02:20:29.800 --> 02:20:37.800]  Well, there's no doubt now of the transfuminous predatory nature of the globalists and the fact that they really mean to do all the things they said they were going to do.
[02:20:37.800 --> 02:20:41.800]  For decades in preparation, now the technology's there, they're making their move.
[02:20:41.800 --> 02:20:45.800]  And I don't want to be over-optimistic, but I want to be honest with people.
[02:20:45.800 --> 02:20:50.800]  I see massive rejection of their programs worldwide. I see an accelerated awakening.
[02:20:50.800 --> 02:20:57.800]  There's so many examples of that I won't go back over today, but look at all the people that are pushing the DeBose UN globalist agenda,
[02:20:57.800 --> 02:21:00.800]  being the most unpopular, being absolutely hated.
[02:21:00.800 --> 02:21:03.800]  Look at all these populist parties moving forward against the globalist.
[02:21:03.800 --> 02:21:09.800]  And yeah, then the State Department runs in and removes them from office with fraud, but that only then wakes up more people.
[02:21:09.800 --> 02:21:15.800]  Mike, what do you make? I'm going to play a little bit of this. I'm sure you've seen it. Full videos on InfoWars.com.
[02:21:15.800 --> 02:21:19.800]  There are wonderful folks over at Rebel Media, Ezra Levant and Avi Yamini.
[02:21:19.800 --> 02:21:22.800]  I think it's how you say his name. He's been on the show, but on his show, great guy, follow his work.
[02:21:22.800 --> 02:21:28.800]  I mean, getting Borla, and he won't answer the question, and for five minutes, they just tag team, tag team, tag team.
[02:21:28.800 --> 02:21:33.800]  And the thing's got tens of millions of views less than 24 hours later. Here is some of that footage.
[02:21:33.800 --> 02:21:39.800]  Mr. Borla, can I ask you, when did you know that the vaccines didn't stop transmission?
[02:21:39.800 --> 02:21:42.800]  How long did you know that without saying it publicly?
[02:21:42.800 --> 02:21:43.800]  Thank you very much.
[02:21:43.800 --> 02:21:44.800]  I'm sorry.
[02:21:44.800 --> 02:21:52.800]  Answer that question. I mean, we now know that the vaccines didn't stop transmission, but why did you keep it secret?
[02:21:52.800 --> 02:21:58.800]  You said it was 100% effective, then 90%, then 80%, then 70%.
[02:21:58.800 --> 02:22:03.800]  But we now know that the vaccines do not stop transmission. Why did you keep that secret?
[02:22:03.800 --> 02:22:04.800]  Have a nice day.
[02:22:04.800 --> 02:22:14.800]  I won't have a nice day until I know the answer. Why did you keep it a secret that your vaccine did not stop transmission?
[02:22:14.800 --> 02:22:22.800]  Is it time to apologize to the world, sir, to give refunds back to the countries that poured all their money into your vaccine that doesn't work?
[02:22:22.800 --> 02:22:23.800]  Your ineffective vaccine?
[02:22:23.800 --> 02:22:25.800]  Yeah, you have a good day around here.
[02:22:25.800 --> 02:22:28.800]  Are you not ashamed of what you've done in the last couple of years?
[02:22:28.800 --> 02:22:33.800]  Do you have any apologies to the public, sir?
[02:22:33.800 --> 02:22:39.800]  Are you proud of it? You've made millions on the backs of people's tire livelihoods.
[02:22:39.800 --> 02:22:47.800]  How does that feel to walk the streets of a millionaire on the backs of the regular person at home in Australia, in England, in Canada?
[02:22:47.800 --> 02:22:52.800]  What do you think about on your yacht, sir? What do you think about on your private jet?
[02:22:52.800 --> 02:22:57.800]  Are you worried about product liability? Are you worried about myocarditis?
[02:22:57.800 --> 02:23:00.800]  What about the sudden deaths?
[02:23:00.800 --> 02:23:02.800]  And it just goes on and on.
[02:23:02.800 --> 02:23:03.800]  What do you have to say about that?
[02:23:03.800 --> 02:23:09.800]  Costwob got caught, too, by another Japanese reporter who ran away in fear, scurrying around into an aqueduct.
[02:23:09.800 --> 02:23:15.800]  Mike Adams, I respect a lot of people, but I really respect your 35,000-foot view.
[02:23:15.800 --> 02:23:18.800]  I mean, it's basically the same as mine, but with different nuances.
[02:23:18.800 --> 02:23:21.800]  What would you call this moment in history we're at?
[02:23:21.800 --> 02:23:29.800]  Well, first of all, Rebel News just demonstrated an extraordinary act of real journalism, and they are to be applauded for that.
[02:23:29.800 --> 02:23:35.800]  And notice that both the Pfizer CEOs, as well as Klaus Schwab, you know, try to flee these journalists.
[02:23:35.800 --> 02:23:39.800]  As you said, that Japanese independent media journalists was trying to ask a question.
[02:23:39.800 --> 02:23:41.800]  And Klaus Schwab said, well, who are you with?
[02:23:41.800 --> 02:23:43.800]  And she said, well, I'm an independent journalist.
[02:23:43.800 --> 02:23:45.800]  And he said, oh, no, thanks. We're not going to talk to you.
[02:23:45.800 --> 02:23:48.800]  They will only talk to the media that they control.
[02:23:48.800 --> 02:23:57.800]  And as you know, at the WEF right now, the meetings there, they're trying to push for global criminalization of any kind of dissenting speech.
[02:23:57.800 --> 02:24:04.800]  So this actually gets back to what I kind of opened with, that we are living in a scripted Truman Show false reality,
[02:24:04.800 --> 02:24:13.800]  and the narrative makers are the globalists who push everything false, you know, through science, through media, through science journals, and so on.
[02:24:13.800 --> 02:24:22.800]  If you disagree with their false reality, you are soon going to be deemed a criminal, not merely silence, which is already the case in the UK and many other countries,
[02:24:22.800 --> 02:24:25.800]  but then charged and arrested.
[02:24:25.800 --> 02:24:27.800]  By the way, that was my next point. We have the clips.
[02:24:27.800 --> 02:24:34.800]  They've got the deputy head of the EU saying, we know you're about to outlaw speech in America, starts giggling and talking to Republican congressman about it.
[02:24:34.800 --> 02:24:37.800]  I mean, they're really announcing this.
[02:24:37.800 --> 02:24:45.800]  Well, indeed they are, and this is going to set those new laws on a collision course, of course, with the Supreme Court and the First Amendment.
[02:24:45.800 --> 02:24:53.800]  And thank God that we have Trump's Supreme Court choices in place right now, not only for the First Amendment, but also for the Second Amendment.
[02:24:53.800 --> 02:24:54.800]  I know you've heard it.
[02:24:54.800 --> 02:24:59.800]  Well, that's right. Every time I'm mad at you, I remember at least you've got a better Supreme Court than that, yeah.
[02:24:59.800 --> 02:25:00.800]  Yeah, yeah, exactly.
[02:25:00.800 --> 02:25:07.800]  You know, Trump did a lot of good things, even though we disagree with him on his vaccine position currently, but he can still correct that, by the way.
[02:25:07.800 --> 02:25:19.800]  Nevertheless, the ATF, I believe, is going to get smacked down by the Supreme Court over this arm brace or stabilizing brace overreach attempt, just as the EPA was smacked down previously in a previous case.
[02:25:19.800 --> 02:25:22.800]  And the Supreme Circuit just smacked down the bump stocks.
[02:25:22.800 --> 02:25:35.800]  The bump stock ban, exactly, which, you know, notably, that was something that Trump supported, and a lot of us raised red flags about that and said, you know, hey, Trump, if you support the bump stock ban, then what might the ATF do with it next?
[02:25:35.800 --> 02:25:40.800]  Well, we found out now it's the arm brace ban, and next it might be, you know, an enhanced trigger.
[02:25:40.800 --> 02:25:41.800]  It might be a pistol grip.
[02:25:41.800 --> 02:25:42.800]  It might be anything.
[02:25:42.800 --> 02:25:46.800]  So, or it might be a magazine that holds over three rounds or something, right?
[02:25:46.800 --> 02:25:49.800]  So we have a Supreme Court in place.
[02:25:49.800 --> 02:25:50.800]  We still have a Constitution.
[02:25:50.800 --> 02:25:51.800]  We've got to fight to defend it.
[02:25:51.800 --> 02:25:57.800]  I thank God for people in Congress, like Matt Gaetz, for example, and Jim Jordan, people who are fighting for this.
[02:25:57.800 --> 02:26:02.800]  And the fact that the GOP now holds a majority in the House, it really is meaningful.
[02:26:02.800 --> 02:26:08.800]  And I fully understand, folks, I fully understand there are plenty of rhinos who have infiltrated the whole system.
[02:26:08.800 --> 02:26:17.800]  I know there are establishment Republicans that are not working in our interest, but there are at least 20 plus pro-America, pro-liberty, pro-freedom members of the House.
[02:26:17.800 --> 02:26:23.800]  And they can spotlight and bring forward all the key info, and they're that sliver vote, just like Manchin has so much power.
[02:26:23.800 --> 02:26:29.800]  He's not a good guy, but has so much power because there's a sliver majority for Democrats in the Senate, same way in the House.
[02:26:29.800 --> 02:26:38.800]  But I think what you're saying is that things are trending globally towards more and more awake pro-humans being in government, not just here.
[02:26:38.800 --> 02:26:39.800]  In fact, they say the debos.
[02:26:39.800 --> 02:26:41.800]  They say the world's trending against us.
[02:26:41.800 --> 02:26:43.800]  We've got to hurry up and arrest them all.
[02:26:43.800 --> 02:26:45.800]  I mean, it's crazy.
[02:26:45.800 --> 02:26:47.800]  They're so nakedly authoritarian.
[02:26:47.800 --> 02:26:49.800]  They are so bad.
[02:26:49.800 --> 02:26:50.800]  Right.
[02:26:50.800 --> 02:26:57.800]  Isn't it funny that things that you said 10 years ago that were called a conspiracy theory are now openly admitted just publicly.
[02:26:57.800 --> 02:26:59.800]  Even they brag about it now at these meetings.
[02:26:59.800 --> 02:27:00.800]  It's really extraordinary.
