[00:00.000 --> 00:16.000]  Music
[1:14:46.000 --> 1:14:59.000]  Restating. Honestly, I mean, I'm sure the fireworks over Harrisburg were great too, but it's just nice to see that there are real Americans left in this fight, brother.
[1:14:59.000 --> 1:15:10.000]  Yeah, and you know, we're so splintered and just naturally independent just by by our creature that we tend to forget we are the vast majority.
[1:15:10.000 --> 1:15:16.000]  And so I think that kind of was a representation on the 4th of July just to remember.
[1:15:16.000 --> 1:15:25.000]  I mean, look, I didn't deal with any protesters. I mean, I saw in the news I covered it here today, but I mean, outside from the, I guess, police or the people that had to deal with them.
[1:15:25.000 --> 1:15:39.000]  I mean, I don't think anybody's 4th of July was stopped by a mask ordinance or fireworks are illegal or anything like that. Sounds me like everybody pretty much went harder than ever.
[1:15:39.000 --> 1:15:45.000]  All right, James, thank you for the call. All right, when we come back, it'll be Pete.
[1:15:45.000 --> 1:15:48.000]  It'll be Rob.
[1:15:48.000 --> 1:16:10.000]  It'll be Kenny on the other side of this short break. Remember infowarstore.com.
[1:16:18.000 --> 1:16:27.000]  Or who has been in contact with someone COVID-19 is then added into the database as having a case that is counted as a case of COVID-19.
[1:16:27.000 --> 1:16:33.000]  It's in the NIH documents. It's at the state level. We confirmed it in Texas. We're now confirming it's in other states.
[1:16:33.000 --> 1:16:41.000]  This is beyond the other smoking guns of them putting people with a shotgun shot wounds and stuff in the COVID column and the false positive test.
[1:16:41.000 --> 1:16:52.000]  It's all huge. This is beyond that mega criminal activity. And we've got these ever kind of commission videos where they're just freaking out over it saying, what in the world is this?
[1:16:52.000 --> 1:17:13.000]  The full video is supposed to be banned on video. Get it out and expose the hoax.
[1:17:22.000 --> 1:17:29.000]  It's not a science. It's not a plan. It's just the way to do it. It's just common sense. And if you get one product, it's bodies.
[1:17:29.000 --> 1:17:36.000]  Now, our big Fourth of July Supercell is going right now through Fourth of July and bodies have been sold out for over three months.
[1:17:36.000 --> 1:17:42.000]  It's now back in stock. It is the strongest turmeric concentrate we can find out there. It may be the strongest on the market.
[1:17:42.000 --> 1:17:47.000]  Somebody might have one stronger. We don't know about it or we doubt it. It is back in stock at 50% off.
[1:17:47.000 --> 1:17:54.000]  I encourage you all to get bodies, ultimate turmeric formula while you still can, 50% off for the Fourth of July and find the info or the infowarestore.com.
[1:17:54.000 --> 1:17:56.000]  My salute and thank you all.
[1:17:56.000 --> 1:18:12.000]  The Fourth of July, 2020. We are here. And despite all the globalist attacks, you, the viewers and listeners of this transmission have supported us by prayer, by word of mouth, by buying the products, and you have done all of this.
[1:18:12.000 --> 1:18:27.000]  So when you look at the huge effect info wars has had, I want you to understand that it's because of what you have done and myself and the whole crew salute you on this July 4th, 2020.
[1:18:27.000 --> 1:18:38.000]  We've got a lot of our best selling products that were sold out, DNA Force Plus, bodies, Ultra 12 and others that have been sold out for months back in stock, 50% off for the Fourth of July.
[1:18:38.000 --> 1:18:45.000]  We're running a special. I want to encourage you to get these products because they have enriched my life so much. I know they'll enrich your life.
[1:18:45.000 --> 1:19:08.000]  And regardless, it's a total 360 win because it funds the info. Only way we fail is when you don't take action. I don't need to tell you that. You already took action. And I salute and thank you.
[1:19:16.000 --> 1:19:27.000]  The new platinum standard of advanced multivitamin formulation. Vitamin mineral fusion uses a unique delivery system to maximize the effects and give your body the tools it needs to support your body.
[1:19:27.000 --> 1:19:45.000]  Using a proprietary process, we've managed to make this powerhouse formula into a delicious concentrated drink mix that's loaded with high quality ingredients. Perfect for a hot summer day or relaxing at home, vitamin mineral fusion is loaded with 34 different essential vitamins, minerals, amino acids and more.
[1:19:45.000 --> 1:19:59.000]  Start supporting your body's needs in a great tasting, natural and affordable drink mix with vitamin mineral fusion today available at infowarstore.com.
[1:19:59.000 --> 1:20:26.000]  You're listening to the Alex Jones show.
[1:20:26.000 --> 1:20:33.000]  Let's get right back to the phone lines.
[1:20:33.000 --> 1:20:40.000]  And we go to Pete calling in from Utah. Pete, you're on the Alex Jones show. Go ahead.
[1:20:40.000 --> 1:20:47.000]  Hey, how are you doing? Good. Thank you. Excellent. Excellent. Hey, I've got some good news to give everyone.
[1:20:47.000 --> 1:20:58.000]  The first is now I live in a large county in Utah. It's a rural county. It's called Duchain French spelling. I'm not going to spell it for you.
[1:20:58.000 --> 1:21:10.000]  I live in the U.N. mountains totally off grid. My grandkids, some of my grandkids and my one daughter live in small town of Duchain. She's about 2,500 people.
[1:21:10.000 --> 1:21:23.000]  Now, we had planned a huge Fourth of July celebration. I want to preface this with that everyone else in the state of Utah shut down their stuff and stopped it.
[1:21:23.000 --> 1:21:33.000]  We didn't stop anything. We started at 7 in the morning with breakfast done by the veterans.
[1:21:33.000 --> 1:21:46.000]  Then you had the farmers doing things. We went out and made gigantic slippery slides for the kids. I could go on and on with everything we did.
[1:21:46.000 --> 1:21:54.000]  The point is we had our parade start at 10 o'clock. The town's got about 2,500 people in it. There's probably 5,000 people going in the streets.
[1:21:54.000 --> 1:22:03.000]  Not one mask going. Not one damn mask. Understand how beautiful that was?
[1:22:03.000 --> 1:22:13.000]  And again, it's crazy because it sounds insane like something you'd read in some odd dystopian scientific novel.
[1:22:13.000 --> 1:22:20.000]  But that's it. You're like, what? What do you mean no masks? Yeah, we didn't wear masks. That's revolutionary.
[1:22:20.000 --> 1:22:29.000]  Now, we have what's called Tri-County because they take your health department and it's having one free county. They take three counties.
[1:22:29.000 --> 1:22:39.000]  So we got Tri-County Health trying to shut us down. Our city board, they told them to pump sand literally. Wouldn't even allow me. We're nearest.
[1:22:39.000 --> 1:22:45.000]  So there are patriots and there's patriot cities and towns all around.
[1:22:45.000 --> 1:22:53.000]  Now, I might get yelled at for saying and causing some attention, but people need to realize they got to stand up.
[1:22:53.000 --> 1:22:59.000]  And if you don't mind, I'd like to preface this whole thing with a couple other things that I'm not taking too much time.
[1:22:59.000 --> 1:23:07.000]  First of all, I've been listening to Alex Jones since he started for over 23 years. I never called in. I loved Alex Jones.
[1:23:07.000 --> 1:23:16.000]  The only time I ever had any doubt about him was it was pretty much a little bit before 9-11 when they really did a trash campaign on him
[1:23:16.000 --> 1:23:23.000]  that he was bringing in over hyping things. You weren't around at that time, but Alex will know what I'm talking about.
[1:23:23.000 --> 1:23:31.000]  And I had a little bit of doubt of him then. But then everything he did, he ever did, came true and it kept coming true.
[1:23:31.000 --> 1:23:40.000]  So there's no doubt where the tip is, but people got to realize that Alex Jones has always been fighting for what's right.
[1:23:40.000 --> 1:23:47.000]  He fought against the Republicans for years when he thought the Democrats were at least trying to do something right.
[1:23:47.000 --> 1:23:56.000]  He doesn't. This isn't a Democrat Republican thing. I think that's the really big, there's two points I'd like to make to everyone listening to you today.
[1:23:56.000 --> 1:24:10.000]  And that is number one, we got to quit talking about Republicans and Democrats and we got to talk about the globalist communists against American patriots.
[1:24:10.000 --> 1:24:19.000]  Because that's the fight that's going on. It's not on party lines. And as long as they get us looking at these party lines, we keep getting fooled.
[1:24:19.000 --> 1:24:31.000]  We got to know them by their fruits. Either your fruit is for the United States of America and for freedom, all of our rights, not tearing down damn statues, not wearing masks, not being told what to do and standing up.
[1:24:31.000 --> 1:24:40.000]  Or we're not going to, we're not going to make it. But it's not that hard. It's just a refining fire.
[1:24:40.000 --> 1:24:49.000]  And I'll tell you, I started this fight a long time ago. I was very successful. Businessmen started lots of businesses, made a lot of money.
[1:24:49.000 --> 1:24:57.000]  Back in 2006, I actually was running an organization. Trump came to us to do his university. We told him he was going to do this.
[1:24:57.000 --> 1:25:07.000]  This is not going to work. It's not the right way to do it. They taught people for years how to actually make money and be a good capitalist.
[1:25:07.000 --> 1:25:17.000]  However, as soon as I saw what happened when we gave corporations the rights of human beings, and I could go down that line forever, I got away from that.
[1:25:17.000 --> 1:25:25.000]  Walked away from $400,000 a year job and spent two and a half years finding my connection to the higher power.
[1:25:25.000 --> 1:25:37.000]  Well, and that's what's so key when Trump does these speeches and calls on God as well, because that's been so lost, you know, just as a cultural thing in this country, specifically from positions of leadership.
[1:25:37.000 --> 1:25:52.000]  Pete, thank you so much for the call. And, you know, he brings up two things. And because I was thinking about this, too, they always put infowars, like, on the farthest right of the map.
[1:25:52.000 --> 1:26:04.000]  They never explained their reasoning for any of this. But it's like, if you listened to Alex Jones in the Bush administration, you would have probably put him on the left because he was just anti-Bush.
[1:26:04.000 --> 1:26:13.000]  Of course, he was never on the right or the left. It was always just truth, reality, freedom, America. Those were the values.
[1:26:13.000 --> 1:26:24.000]  But, you know, just to go back to the mask and I'll take another call before the break, I mean, not wearing a mask is like, you know, no, no crap Sherlock territory.
[1:26:24.000 --> 1:26:38.000]  Okay. The reason why it's revolutionary is because it's the simple act of not wearing a mask, which is the total rejection of mainstream news, the total rejection of the establishment,
[1:26:38.000 --> 1:26:49.000]  the total rejection of being told what to do, being told to live in fear, being told not to think. It's the total rejection of that.
[1:26:49.000 --> 1:26:59.000]  Let's squeeze one more caller in here. Rob in New York, you're on the Alex Jones show. Go ahead.
[1:26:59.000 --> 1:27:08.000]  I'm in New York here. I'm a firm believer. You guys actually give us a horse in the race by what you do.
[1:27:08.000 --> 1:27:20.000]  One thing I wanted to talk about was that President Trump, he did a lot of talking over this week and he was talking about doing an executive order for monuments to, you know, all these people.
[1:27:20.000 --> 1:27:29.000]  So what about propping up the Patriots that are fighting right now? What about pardoning Roger Stone? What about, you know, what about the things that are prevalent to us?
[1:27:29.000 --> 1:27:42.000]  That's great. We're going to honor the past. But right now we're in such a fight for the future that to look back, I know it's to know your future at the same time, but to look back and not prop up these people who are fighting for you on a daily basis.
[1:27:42.000 --> 1:27:50.000]  Rob, I'm sorry. We have a bad phone connection with you here. You keep going in and out. I wanted to give you as much time as possible, at least to make your point. I think you did here.
[1:27:50.000 --> 1:28:04.000]  And so, you know, this is tough. I get what you're saying. I don't really care. I don't think people fighting for America right now really care about being memorialized or anything like that.
[1:28:04.000 --> 1:28:17.000]  I think we just want results. And I think that's what you're talking about when you say pardoning Roger Stone. I'd like to see the people guilty of treason for the prior administration that illegally spied on President Trump and others.
[1:28:17.000 --> 1:28:23.000]  I'd like to see them face real justice system, not a rigged justice system.
[1:28:23.000 --> 1:28:42.000]  Because, yeah, the patriots that are fighting for America now, we're the ones that get tormented and tortured by the corrupted left wing government establishment system, which is just communism, which naturally always goes after its political dissidents first.
[1:28:42.000 --> 1:28:55.000]  But I do think it was a brilliant thing to say he's going to build a national park with monuments to say, no, we're going to have these in the face of this left wing terror mob tearing all these statues down.
[1:28:55.000 --> 1:29:13.000]  It just happened on Tuesday morning driving into work about to break the big Roger Stone news and the big COVID-19 hoax news. And I met a red light at the corner of Brody and 290 and an old Mercedes pulls up next to me and a Hispanic man and two white women start flipping me off.
[1:29:13.000 --> 1:29:25.000]  And I thought they recognized who I was. So I rolled down my window and I said, what, COVID-19 is a hoax. And they were going, FU, FU, FU, FU, FU. And I said, is that your IQ? One finger? So they got put up two fingers.
[1:29:25.000 --> 1:29:33.000]  I said, oh, it's 11. And I was like, do you know who I am? They're like shaking their heads. They go, where your mask? Where your mask? And they're pointing at the mask.
[1:29:33.000 --> 1:29:43.000]  So I guess Joy Bay Harbour, she says she goes around and does this with her husband. This is a thing, man. Their cult is going crazy. Their control freaks, their attacking language, borders, everything.
[1:29:43.000 --> 1:30:04.000]  Because they all bet on leftist garbage and it hasn't delivered to them. So they're totally going completely insane. This is crazy.
[1:30:13.000 --> 1:30:26.000]  Turn it on and off at any time they want by putting handcuffs on someone and then add new demands that people take force inoculations, that they have contact tracing on their phones and that every aspect of our lives be controlled.
[1:30:26.000 --> 1:30:35.000]  This is all complete and total preparation for world government, forced inoculation and complete enslavement of the human population. This is medical tyranny.
[1:30:35.000 --> 1:30:44.000]  This is a little more indicates UN takeover. This is the end of civilization. As you know it, living in denial only empowers the enemy.
[1:30:44.000 --> 1:31:13.000]  If you want to break free from this trance, there's not much time. Warn everyone you know that it's a giant hoax. Show them the numbers. Show them the facts and explain that it's the end of the world as we know it if we don't wake up and resist.
[1:31:13.000 --> 1:31:15.000]  InfoWarsStore.com
[1:31:43.000 --> 1:31:55.000]  Other systems just don't compare.
[1:32:13.000 --> 1:32:22.000]  Your son's been sold out for over three months. It's back in stock. Pure, high quality vitamin D3, taken out of the tongue, greater absorption, so good for your whole body, so essential.
[1:32:22.000 --> 1:32:32.000]  That's back in stock Ultra 12, super high quality V12, again taken out of the tongue. That is back in stock. Survival still X2, nascent iodine spray 33% off and so much more.
[1:32:32.000 --> 1:32:43.000]  So I want to thank you all that you live for coming up for standing with us and I want to invite you to take advantage of these great deals and great products that enrich yourself and your family's lives and also fund hardcore truth.
[1:32:43.000 --> 1:32:55.000]  Again, take action, big fortress you live sells right now. InfoWarsStore.com. We could not have done this without you. I thank you for your continued prayer, your focus and your support. Again, I salute you all.
[1:32:55.000 --> 1:33:00.000]  You're listening to the Alex Jones show.
[1:33:25.000 --> 1:33:53.000]  And I want to go back to your phone calls. We've been asking people what President Trump's speech is this weekend meant to them.
[1:33:53.000 --> 1:34:07.000]  What memories they will hold dear or stories they will tell about the 4th of July in 2020. Let's go to Kenny in Ohio. Kenny you're on the Alex Jones show. Go ahead.
[1:34:07.000 --> 1:34:27.000]  Good. Thanks. So what I want to take away from this week is this weekend that even though Trump and his speeches were talking about unity and the countries for everybody, the media, other than the mainstream media is still trying to push the vision through Black Lives Matter.
[1:34:27.000 --> 1:34:33.000]  And there's a new Black militant group that's starting up is trying to take over Texas. They want Texas for themselves.
[1:34:33.000 --> 1:34:49.000]  Yeah, they're actually going around with guns. In fact, I'll forward this to you guys right now. They're going around with guns, demanding reparations. This is in Texas.
[1:34:49.000 --> 1:35:04.000]  But even with all that stuff going on, nothing popped off. And everybody was celebrating, having a good time. That's supposed to be supposed to be unity, supposed to be about America, even though there's still a little bit of people trying to protect from all that.
[1:35:04.000 --> 1:35:14.000]  So right on point with people remaining, you know, faithful to the United States and faithful to each other. That's what I'll take away from this weekend.
[1:35:14.000 --> 1:35:24.000]  Well, and that's what's so sad about this. The left is just this cyclone of hatred. It's like a twister of hatred, a tornado of hatred.
[1:35:24.000 --> 1:35:33.000]  And so we go out, we have a great time. We don't care what your skin color is. We don't care about your religion, your sexual orientation, any of that garbage.
[1:35:33.000 --> 1:35:45.000]  You like barbecue, you like fireworks, you like good music, you like the sun, you like the moon, you like the lake, you like a boat, a jet ski, you like freedom, you like being alive. It's like, hey, you're with us, man.
[1:35:45.000 --> 1:35:57.000]  But anything we like, they just hate. So then they hate freedom. They hate unity. They hate America. They'll say barbecue's racist. They probably already do.
[1:35:57.000 --> 1:36:08.000]  They'll tear down all the things that we celebrate. And so that was just the footage, though, that's the b-roll of this group that the caller was talking about.
[1:36:08.000 --> 1:36:20.000]  It's a group of black men, mostly men. So unlike Black Lives Matter, which is like 90% white liberals now, this is a group that is all black men, mostly black men.
[1:36:20.000 --> 1:36:31.000]  Maybe there's some women in there. They carry around some of them multiple guns and they walk around on the streets in a military formation and they go to your car and demand reparations.
[1:36:31.000 --> 1:36:38.000]  Now, how long do you think that's going to go on before someone gets shot? So it's just like, this is what the left wants, though.
[1:36:38.000 --> 1:36:48.000]  They're knocking on the door, begging us to fight them. And we're like, hey, man, we're trying to enjoy life here. Can you leave us alone? And they just keep pounding louder and then more show up.
[1:36:48.000 --> 1:36:57.000]  So, I mean, eventually someone's going to answer the door. It's probably not going to be the one they want, but someone's going to eventually answer that door. Anything else, Kenny?
[1:36:57.000 --> 1:37:04.000]  I just want to say it was a great weekend and I had an impromptu party with a couple of people I'd known for years. I had some fireworks.
[1:37:04.000 --> 1:37:12.000]  You know, just another good time. Have a beer, smoke a couple cigars. That was it. So hopefully everybody else had a great weekend like I did.
[1:37:12.000 --> 1:37:24.000]  I was so, I thank God for such a great weekend. Kenny, thanks for the call. You know, and he also, his point was that Trump gave a great speech and the media was playing division.
[1:37:24.000 --> 1:37:31.000]  Folks, I was sitting at home Friday night. I just got finished hosting the war room.
[1:37:31.000 --> 1:37:42.000]  And, and usually on Fridays, unlike Monday through Thursday, I don't, I don't jump right back into my preparation for the next day show.
[1:37:42.000 --> 1:37:52.000]  Like I normally do on Fridays, I tend to decompress sometimes and actually worked out perfectly. What happened was I get home from the gym and I turn on the TV and Trump is speaking.
[1:37:52.000 --> 1:37:58.000]  So I was like, oh, okay, I'm going to listen to Trump speak. And I don't remember how long the speech was. All right, so he's speaking.
[1:37:58.000 --> 1:38:08.000]  And then I'm like, all right, well, let me go see the media reaction because normally I have all like four of my TVs on and I'm watching it all in live time to kind of just gauge it.
[1:38:08.000 --> 1:38:13.000]  It's just normal show prep. Well, I was just kind of relaxing on a Friday. So I'm watching the speech. I'm like, oh, okay.
[1:38:13.000 --> 1:38:17.000]  I'm going to go see what the media is talking about.
[1:38:17.000 --> 1:38:22.000]  Well, I was stunned at what I learned, folks.
[1:38:22.000 --> 1:38:32.000]  The only network is I went back and checked the only news network that aired President Trump's Mount Rushmore speech at all was Fox News and they didn't even give it full coverage.
[1:38:32.000 --> 1:38:39.000]  They were going in and out, cutting back and forth, people going on air talking and then going on to things.
[1:38:39.000 --> 1:38:42.000]  No news network aired.
[1:38:42.000 --> 1:38:47.000]  President Trump's full Mount Rushmore speech. None. None.
[1:38:47.000 --> 1:38:50.000]  Think about that.
[1:38:50.000 --> 1:39:04.000]  And just the one comparison I would make is if Anthony Fauci was sitting on the toilet taking a dump, telling you about COVID, there would be CNN cameras, MSNBC cameras, NBC cameras, CBS.
[1:39:04.000 --> 1:39:12.000]  All the cameras, they'd have a camera up Fauci's rear end, seeing if his poop comes out with a mask on it.
[1:39:12.000 --> 1:39:17.000]  And it would be 24 seven around the clock with the death numbers right there.
[1:39:17.000 --> 1:39:30.000]  But when President Trump is in front of Mount Rushmore, giving one of the most historic speeches on July 4th Eve, they don't even cover it.
[1:39:30.000 --> 1:39:39.000]  And then I figured, well, I'm sure that they'll be running coverage of it just to insult it.
[1:39:39.000 --> 1:39:41.000]  They didn't even do that.
[1:39:41.000 --> 1:39:46.000]  It was like it never happened.
[1:39:46.000 --> 1:39:55.000]  Pathetic. And then everybody notices too, Hillary Clinton goes to Mount Rushmore. It's celebrated on mainstream media. Barack Obama goes to Mount Rushmore. It's celebrated on mainstream media.
[1:39:55.000 --> 1:39:59.000]  Bernie Sanders goes to Mount Rushmore. It's celebrated on mainstream media.
[1:39:59.000 --> 1:40:06.000]  Trump goes to Mount Rushmore. He's racist. He's a bigot. He's a misogynist. He might as well own slaves.
[1:40:06.000 --> 1:40:10.000]  And we're not going to cover it.
[1:40:10.000 --> 1:40:21.000]  So look, that just wakes up thousands of more people when they just continue to be so fake and bias and anti-truth and anti-American.
[1:40:21.000 --> 1:40:31.000]  Because, you know, because that's the other thing, at least for me, my real red pill was just tuning into the news for the first time realizing it was fake.
[1:40:31.000 --> 1:40:38.000]  It's like a piece of fake fruit that's like been sitting there for years. You didn't really think about it. Is it real? Is it fake?
[1:40:38.000 --> 1:40:41.000]  You never even thought about it. It's just sitting in a bowl. And then one day you're like, I'm going to go try that fruit.
[1:40:41.000 --> 1:40:47.000]  But you've got, you're like, oh, wait a second. That's totally fake. I'm not going to eat that.
[1:40:47.000 --> 1:40:56.000]  So now that the news is just becoming more fake and fake and fake and bias and untruthful and just legendary lies, legendary cover-ups.
[1:40:56.000 --> 1:41:04.000]  I mean, the cover-up of the COVID hoax where they say if you've been around someone with COVID, now you have COVID.
[1:41:04.000 --> 1:41:09.000]  And if you are in the same room as someone that has COVID, well, you have COVID.
[1:41:09.000 --> 1:41:14.000]  And so we're just taking one case of COVID and then making it 20 cases of COVID.
[1:41:14.000 --> 1:41:29.000]  And we're going to make, we're going to make sure we get some death because we in Democrat cities with Democrat governors like murderous Mayor Cuomo and Gretchen Wichmer send COVID intentionally into nursing homes.
[1:41:29.000 --> 1:41:31.000]  And folks, here's the incredible thing.
[1:41:31.000 --> 1:41:39.000]  Again, you know what? Honestly, it's not even a thing about bragging. It's like patting ourselves in the back. We really should more often.
[1:41:39.000 --> 1:41:48.000]  I mean, I doubt you could find anybody else out there before me that said they're intentionally sending people into nursing homes and killing them.
[1:41:48.000 --> 1:41:51.000]  It's the biggest story nobody's talking about. I have been saying that for months.
[1:41:51.000 --> 1:42:02.000]  Now guests are going on Fox News. They still haven't set, they still haven't gone far enough because they still say, well, it was an accident.
[1:42:02.000 --> 1:42:07.000]  It was a mistake. It was unintentional. But why did we send COVID patients into nursing homes?
[1:42:07.000 --> 1:42:15.000]  So it's like everyone's realizing that's what happened now, but they haven't really jumped that fence yet.
[1:42:15.000 --> 1:42:20.000]  I jumped that fence and I've hopped 30 fences since I can't even see that fence anymore.
[1:42:20.000 --> 1:42:25.000]  But that's why Info Wars is next year's news today. That's why Info Wars is tomorrow's news today.
[1:42:25.000 --> 1:42:33.000]  By the way, the news networks that refused to televised President Trump's historic Mount Rushmore speech.
[1:42:33.000 --> 1:42:44.000]  Forget about them. Don't worry about them. You can go to band.video and watch the entire speech in HD in its entirety.
[1:42:44.000 --> 1:42:51.000]  We have it at band.video. So they won't air it. We'll put it up there for you at band.video.
[1:42:51.000 --> 1:43:18.000]  All right, we're going to come back final segment and we're going to get some more calls in.
[1:43:21.000 --> 1:43:33.000]  Iodine technology allows us to harness the full power of ancient iodine crystals from 7000 feet below the Earth's surface into the ultimate spray formula.
[1:43:33.000 --> 1:43:42.000]  Iodine is an essential mineral that helps support thyroid health, healthy metabolism and healthy cognitive function.
[1:43:42.000 --> 1:43:55.000]  Get the new Survival Shield X2 spray for 33% off intro pricing at InfoWarsStore.com. That's Survival Shield X2 spray at InfoWarsStore.com.
[1:44:13.000 --> 1:44:18.000]  It's in great containers that are great to be mobile. They have wide selection, special diets, you name it.
[1:44:18.000 --> 1:44:23.000]  It's the best price you're going to find, but you need to get the orders in now in the lull before the storm.
[1:44:23.000 --> 1:44:31.000]  I told you lockdown 2 was coming. The new world order is making its move. Whether Trump loses or wins, things are just going to get more crazy.
[1:44:31.000 --> 1:44:42.000]  This food lasts 25 years inside the containers, so it's something you can hide, something you can bury, something you know is the ace in the hole for you and your family in the future.
[1:44:42.000 --> 1:44:47.000]  And the little bit of profit that comes in, funds the InfoWars to continue to warn the people.
[1:44:47.000 --> 1:44:57.000]  So you're also funding InfoWars, the most powerful polyvir organization in the world, and it's powered by you.
[1:44:57.000 --> 1:45:06.000]  Allergies, Dander, Asthma, Germs, Toxins. There are many reasons why we need to think about what is really in the air around us.
[1:45:06.000 --> 1:45:11.000]  We may not be able to stop breathing, but we can control what's in the air we breathe.
[1:45:11.000 --> 1:45:19.000]  The revolutionary Alexa Pure Breeze air filtration system is a powerful ally in the fight against the dangerous toxins and viruses in the air.
[1:45:19.000 --> 1:45:27.000]  Powerful, quiet, and effective, the breeze uses a four-step purification process to help you breathe easier and cleaner.
[1:45:27.000 --> 1:45:36.000]  Similar systems could cost hundreds to even thousands of dollars, but the Alexa Pure Breeze air purification is the best and most affordable bar none.
[1:45:36.000 --> 1:45:44.000]  The breeze in the ion cluster patented technology used in the system, eliminate up to 99.97% of airborne contaminants.
[1:45:44.000 --> 1:45:50.000]  Get the Alexa Pure Breeze today and save big on a world-class air filtration system for your home.
[1:45:50.000 --> 1:45:55.000]  Don't keep breathing toxic or dangerous air. Get this special today at InfoWarsStore.com.
[1:45:55.000 --> 1:46:03.000]  2020 is a very special year to the globalists, to the occultists, to those that are into esoteric mysticism,
[1:46:03.000 --> 1:46:10.000]  and they believe this is the air they're going to totally overthrow America and the world and bring in their anti-God, anti-human tyranny.
[1:46:10.000 --> 1:46:15.000]  Well, we're here on air, and we just ask you all to realize that we're in opposition to this evil,
[1:46:15.000 --> 1:46:20.000]  and that only your word of mouth helps us reach new people, and I want to salute you all and thank you for your support.
[1:46:20.000 --> 1:46:28.000]  And I also want you to know that our 4th of July, once a year, mega sale is here, and we've got a bunch of stuff at 50% to 60% off right now,
[1:46:28.000 --> 1:46:34.000]  but bodies are ultimate turmeric formula. This is a turmeric extract, one of the strongest ones out there.
[1:46:34.000 --> 1:46:40.000]  It's good for your body, so good for your joints, so good for your cells. It is now back in stock, sold out for over three months,
[1:46:40.000 --> 1:46:49.000]  and it is at 50% off. DNA Force Plus is back in stock. It's 50% off as well. Check it all out at InfoWarsStore.com.
[1:46:49.000 --> 1:46:55.000]  And remember, your funding of our operation makes it all possible. Plus, these are great things that God designed for you and your family's bodies.
[1:46:55.000 --> 1:47:07.000]  Take action.
[1:47:26.000 --> 1:47:37.000]  Final segment. Let's take some calls before we sign off. Remember, InfoWarsStore.com is how it's all possible.
[1:47:37.000 --> 1:47:42.000]  The July 4th specials are live right now at InfoWarsStore.com.
[1:47:42.000 --> 1:47:47.000]  Pastor Sam calling in from New Mexico. You're on the Alex Jones show. Go ahead.
[1:47:47.000 --> 1:47:56.000]  I'm in old Mexico. Oh, and the bad news for the day is I went through the airport in Mexico City and they jacked me for my last tuba super blue.
[1:47:56.000 --> 1:48:06.000]  Oh man, I'm hurt and bad. So my big memory for the 4th of July is the message of the El Salvadorian Christian President of Solidarity
[1:48:06.000 --> 1:48:12.000]  that he sent to the United States and to President Trump. Just a reminder that we're not alone. We have allies in the world.
[1:48:12.000 --> 1:48:21.000]  We have other presidents that are trying to drain their swamp and make their countries great. And hopefully, hopefully, this week, Mexico will become one of them.
[1:48:21.000 --> 1:48:29.000]  When the Mexican president, known as AMLO, Lopez Obrador, comes to Washington, D.C. to meet with President Trump.
[1:48:29.000 --> 1:48:37.000]  This is a major crack in the dam as far as the media narrative that all brown people hate Trump and that Trump hates brown people.
[1:48:37.000 --> 1:48:46.000]  This has been a major rift in all of the Americas, but it could all turn around in one day on Wednesday and Thursday when they meet together.
[1:48:46.000 --> 1:48:55.000]  So it's something to really keep an eye on. I believe that Trump delayed the Venezuelan invasion for this meeting because we were really set up hardcore,
[1:48:55.000 --> 1:49:03.000]  encourage out just right off the coast of Venezuela to run in, take care of all their little boats and everything and liberate that nation.
[1:49:03.000 --> 1:49:17.000]  And today, President Trump also issued a message of solidarity with the Venezuelans, the 5th of July, being their independence day when they first declared independence from Spain in 1811.
[1:49:17.000 --> 1:49:24.000]  You know, and it's so incredible, these leftists that want to tear down America and not understanding what's on the other side.
[1:49:24.000 --> 1:49:34.000]  It is Venezuela collapse. It is the Venezuelan style collapse with worthless money, no structure left at all.
[1:49:34.000 --> 1:49:41.000]  You're lucky if you can afford three meals a day. But see, they don't care. They want to see you suffer.
[1:49:41.000 --> 1:49:46.000]  Even if they die like that, they would rather see you die like that than actually live like that themselves.
[1:49:46.000 --> 1:49:56.000]  That's just the sickness of the left. But, Pastor Sam, thank you so much for this update. Next week, President Trump and the President of Mexico meeting will keep a close eye on that.
[1:49:56.000 --> 1:50:07.000]  Let's jump to Jay in Panama City Beach. Or did we lose him, guys? Well, you know what? We got another Jay on, so let's do a flip-flop to Jay in Alabama. Go ahead, Jay.
[1:50:07.000 --> 1:50:18.000]  Hey, oh, and actually live on the Panhandle and that's the home of the Blue Angels. And I take them for granted living there because I can see them in October when they're home and flying over the coast.
[1:50:18.000 --> 1:50:29.000]  And it's an amazing thing, but seeing them fly over Mount Rushmore with our president giving that speech gives me chills. Absolutely amazing.
[1:50:29.000 --> 1:50:38.000]  Yeah, there's no doubt this Mount Rushmore speech is one that's being touted is, for many Trump supporters, their favorite. I don't know if I would say it's my favorite.
[1:50:38.000 --> 1:50:46.000]  I would even say I think the State of the Union speech from 2020 was probably my favorite above that. That would, I guess, be number two.
[1:50:46.000 --> 1:50:54.000]  He hasn't really given too many speeches this year with that epic magnitude and gravity.
[1:50:54.000 --> 1:51:00.000]  But people loved it. It was definitely, for historians, a mile marker, a memorable one.
