[00:00:11.617 --> 00:00:13.498]  Sorry folks, park's closed.
[00:49:01.047 --> 00:49:04.869]  Including Joe Biden used the full authority of the U.S.
[00:49:04.869 --> 00:49:27.102]  government and the extraordinary capabilities for surveillance of our intelligence agencies for the strictly political purpose of spying on the Republican candidate for president, and then used the fruits of what they knew as fabricated evidence to defraud the FISA courts in an effort to take out the president in a coup d'etat.
[00:49:27.102 --> 00:49:28.643]  It is nothing less than that.
[00:49:29.816 --> 00:49:35.862]  But I would point out to you that the week that I was unjustly convicted in a D.C.
[00:49:35.862 --> 00:49:39.146]  court, the prosecutor in my case, J.P.
[00:49:39.146 --> 00:49:49.797]  Cooney, the new prosecutor who reports to Bill Barr, announced that very week that there would be no prosecution for Andrew McCabe, the number two man at the FBI.
[00:49:50.819 --> 00:49:59.245]  Who could have and should have been charged with crimes far more serious than the fabricated charges that they posted.
[00:49:59.245 --> 00:50:00.586]  So you're not holding your breath?
[00:50:00.586 --> 00:50:05.129]  You think they may burn some low-level people but none of the kingpins?
[00:50:05.129 --> 00:50:08.831]  And not only that, but my prediction is this will come after the election.
[00:50:08.831 --> 00:50:09.552]  Now, I think
[00:50:10.146 --> 00:50:17.171]  I know you're not supposed to say this, that the results of the investigation could be greatly affected by who is elected.
[00:50:17.171 --> 00:50:25.056]  Does anybody doubt that Joe Biden would pardon all of his co-conspirators in Russiagate?
[00:50:25.056 --> 00:50:25.937]  Let's be very clear.
[00:50:26.597 --> 00:50:31.021]  The Vice President talks about being in the room when all the big decisions were made.
[00:50:31.021 --> 00:50:32.322]  He's absolutely right!
[00:50:32.322 --> 00:50:34.604]  And let's be clear, nobody talks about that.
[00:50:34.604 --> 00:50:36.605]  Their back's against the wall.
[00:50:36.605 --> 00:50:38.367]  They're coming in with all her baggage.
[00:50:38.367 --> 00:50:39.868]  Kamala Harris, why have they picked her?
[00:50:41.311 --> 00:50:43.512]  Well, I think for several reasons.
[00:50:43.512 --> 00:50:47.715]  First of all, Biden, I think politically backed himself into a corner.
[00:50:47.715 --> 00:50:55.539]  He not only pledged to select a woman, but he committed to select a woman of color.
[00:50:55.539 --> 00:51:03.984]  That left him with a very small pool of women who from a public point of view would be perceived as having the stature to be president.
[00:51:04.602 --> 00:51:11.285]  It doesn't mean that he didn't have some quality people from a left-wing point of view, but it's not credible.
[00:51:11.285 --> 00:51:14.246]  Kamala Harris is a reliable deep stater.
[00:51:14.246 --> 00:51:15.426]  Here's the irony.
[00:51:15.426 --> 00:51:21.049]  At the same time they're talking about defending the cops, they have nominated the ultimate cop.
[00:51:21.049 --> 00:51:23.210]  She's a cop for the deep state.
[00:51:23.210 --> 00:51:26.431]  Let's look at her record as the district attorney in Oakland.
[00:51:26.431 --> 00:51:27.872]  Let's look at her record as attorney general.
[00:51:27.872 --> 00:51:32.233]  When she knew people were innocent and they had the DNA test, she'd block it.
[00:51:32.233 --> 00:51:33.234]  I mean, she's a monster.
[00:51:34.076 --> 00:51:37.780]  Yes, but the question is, Alex, where's the Trump campaign?
[00:51:37.780 --> 00:51:39.841]  I'm not hearing them.
[00:51:39.841 --> 00:51:41.883]  And that's why you really wanted to come on today.
[00:51:41.883 --> 00:51:45.447]  You wanted to talk about Robert Trump, but also your friend and how great he was.
[00:51:45.447 --> 00:51:49.190]  But also, you think the Trump campaign's got big problems.
[00:51:49.190 --> 00:51:50.772]  I mean, not the president, but the campaign.
[00:51:50.772 --> 00:51:51.973]  So lay it on the president.
[00:51:51.973 --> 00:51:52.834]  I know he's listening to you.
[00:51:53.933 --> 00:52:03.716]  Well, look, I think that the President is the greatest communicator in Republican history, given the ammunition, and he knows better than anyone else how to use it.
[00:52:03.716 --> 00:52:10.178]  But Kamala Harris is a public policy disaster if you're any kind of civil libertarian.
[00:52:10.178 --> 00:52:12.619]  She's not a liberal, she's a statist.
[00:52:12.799 --> 00:52:15.261]  And you're the guy that worked with Trump, not Jared Kushner.
[00:52:15.261 --> 00:52:22.408]  You were on record 20 years ago for the decriminalization of marijuana and not having these minimum sentences and getting nonviolent black folks out of jail.
[00:52:22.408 --> 00:52:25.551]  So Trump's actually gotten black folks out of jail.
[00:52:25.551 --> 00:52:29.695]  Kamala Harris keeps innocent black people and white people in jail when she knows there's innocent.
[00:52:29.695 --> 00:52:33.238]  He should just be blowing the living snot out of her politically with that, right?
[00:52:33.238 --> 00:52:37.923]  He should have all guns, boom, boom, boom, but we're not seeing a BB gun fired at her politically.
[00:52:38.903 --> 00:52:39.383]  That's it.
[00:52:39.383 --> 00:52:41.225]  Look, I give Jared Kushner credit.
[00:52:41.225 --> 00:52:46.969]  I mean, he followed through on an issue that I felt strongly about for a long time, both he and Kim Kardashian.
[00:52:46.969 --> 00:52:48.310]  It doesn't matter about credit.
[00:52:48.310 --> 00:52:49.771]  The president has done the right thing.
[00:52:50.487 --> 00:52:53.570]  You just summed it up better than I could have.
[00:52:53.570 --> 00:52:55.913]  This comparison needs to be now.
[00:52:55.913 --> 00:53:00.177]  When they chose Kamala Harris, my reaction was, yes!
[00:53:00.177 --> 00:53:00.898]  I was delighted.
[00:53:00.898 --> 00:53:01.798]  She's perfect.
[00:53:01.798 --> 00:53:10.107]  She's exactly like Joe Biden, incarcerating innocent black people or black people who are convicted of minor nonviolent crimes.
[00:53:10.888 --> 00:53:12.811]  This is an outrageous policy.
[00:53:12.811 --> 00:53:15.917]  She has supported it without reservation.
[00:53:15.917 --> 00:53:20.064]  And now she's trying to cause a race war and saying white people are inherently bad.
[00:53:20.064 --> 00:53:21.326]  What she is is a total phony.
[00:53:22.332 --> 00:53:34.916]  Well, chuckling about when she was smoking dope and listening, you know, to Snoop Dogg, when in fact, if you check the dates, Snoop Dogg wasn't even out when she was in college.
[00:53:34.916 --> 00:53:47.940]  But how come it's okay for her to snicker about smoking marijuana at the same time she's locking up four defenseless black people who are not violent criminals and don't deserve long-term incarceration?
[00:53:48.440 --> 00:53:54.983]  This is a key issue to this campaign, and the President needs to hit it very hard.
[00:53:54.983 --> 00:54:07.808]  No, I agree, but even though he's not, for whatever reason, when it's so obvious, wow, I see the polls, even the skewed ones, this 30, 40, 50% of black folks are saying they're going to vote for Trump now because of Kamala.
[00:54:07.808 --> 00:54:08.568]  Why did they?
[00:54:08.568 --> 00:54:12.770]  They know that she was polling at 1% with black people when she was in the primary.
[00:54:12.770 --> 00:54:17.272]  Why the hell would they pick the most unpopular person that black people reject as a phony?
[00:54:18.183 --> 00:54:20.787]  Because she's a dependable member of the Deep State.
[00:54:20.787 --> 00:54:24.893]  Because she will deliver whatever it is the Soros has won.
[00:54:24.893 --> 00:54:28.959]  I'm sure you saw the photograph of she and Alexander.
[00:54:29.765 --> 00:54:31.626]  Son, yeah, exactly.
[00:54:31.626 --> 00:54:34.667]  Public enemy number two, as far as I'm concerned.
[00:54:34.667 --> 00:54:52.996]  He's already stepped in, as you know, he's already running the whole show, so basically they're saying, and he endorsed her, he said this is who we wanted, we've got her, and so they just think, here's the thing, even CNN said, the word is Biden will step down, as we've been saying for months, he's been saying, as a placeholder, he will step down a few months if he's elected, and she will be our president, my goodness.
[00:54:54.430 --> 00:55:03.193]  I don't necessarily agree with that scenario, other than to say that he's in such frail health, you'll never convince him to step away.
[00:55:03.193 --> 00:55:05.154]  He's wanted this his whole life.
[00:55:05.154 --> 00:55:12.397]  It's now dropped into his lap, but he clearly does not have the stamina or the fortitude to finish the job.
[00:55:12.397 --> 00:55:18.819]  I would not be shocked if they tell us, you know, several months into his term that the president died in his sleep or the stroke.
[00:55:19.830 --> 00:55:20.995]  That he has to resign.
[00:55:20.995 --> 00:55:23.083]  He'll never voluntarily- No, you're right.
[00:55:23.083 --> 00:55:24.729]  They're gonna Woodrow Wilson his ass.
[00:55:25.831 --> 00:55:27.152]  That's entirely possible.
[00:55:27.152 --> 00:55:40.158]  Most folks don't understand that, but Woodrow Wilson suffered a debilitating stroke, which his chief of staff and his wife kept a secret from all the members of his cabinet, all the members of the Supreme Court, and the American public.
[00:55:40.158 --> 00:55:44.200]  And Edith Galt Wilson was your first woman president.
[00:55:44.200 --> 00:55:47.062]  She ran the country for the balance of his term.
[00:55:47.062 --> 00:55:52.364]  The media was very different in those days, so you could conceal a secret like this.
[00:55:52.364 --> 00:55:55.286]  My friends who are Democrats, and believe it or not, I have many of them,
[00:55:56.107 --> 00:55:59.770]  They know Joe Biden is inherently weak as a candidate.
[00:55:59.770 --> 00:56:03.954]  They needed somebody, anybody to block Bernie Sanders.
[00:56:03.954 --> 00:56:07.897]  They knew Sanders was another McGovern, that he was an electoral disaster.
[00:56:08.539 --> 00:56:08.659]  Uh,
[00:56:27.082 --> 00:56:28.082]  All right, Roger.
[00:56:28.082 --> 00:56:32.303]  Our sites are band.video and infowars.com and newswars.com.
[00:56:32.303 --> 00:56:38.085]  Now on Twitter, when we send out a band.video link, when anybody does, when you do, they put a little link saying, this may be dangerous, don't click it.
[00:56:38.085 --> 00:56:39.465]  That's actually increasing the clicks.
[00:56:39.465 --> 00:56:40.966]  So I want to thank Twitter for that.
[00:56:40.966 --> 00:56:42.406]  But where's the best site for people?
[00:56:42.406 --> 00:56:43.786]  Because you've been banned everywhere as well.
[00:56:43.786 --> 00:56:44.767]  You're on Parler.
[00:56:44.767 --> 00:56:48.908]  But where can people go find the authentic Roger Stone when they see a story against you?
[00:56:48.908 --> 00:56:51.208]  You're not allowed to respond to them in places like this.
[00:56:51.208 --> 00:56:53.969]  So it's more important than ever that people actually go to the URL.
[00:56:55.074 --> 00:56:57.937]  StoneColdTruth.com is still the best place to go.
[00:56:57.937 --> 00:57:04.963]  Now remember, I was banned from posting anything whatsoever there, even restaurant reviews, during my trial.
[00:57:04.963 --> 00:57:18.775]  But now that the president, in an act of both mercy and justice, commuted my sentence, I am back to StoneColdTruth.com, where I'm giving weekly political commentary.
[00:57:18.775 --> 00:57:19.615]  And here's the deal.
[00:57:20.256 --> 00:57:25.201]  You're giving interviews every day, you're giving speeches, you're back in the game for the American people in the world 2020.
[00:57:25.201 --> 00:57:27.204]  People can find all of it right there.
[00:57:27.204 --> 00:57:32.189]  We'll do five more minutes on Millie Weaver's arrest and Shadowgate, the film that you're in.
[00:57:32.189 --> 00:57:33.711]  We'll talk about that when we come back.
[00:57:33.711 --> 00:57:41.058]  Then we have a lady that's in the film, I think she's a great lady, exposed to the deep state, and when she's been talking to Millie in jail today in Ohio, she'll have the latest.
[00:57:41.058 --> 00:57:42.220]  Hour number two, straight ahead.
[00:57:49.278 --> 00:57:52.401]  I'm cutting this ad on Wednesday, August 12, 2020.
[00:57:52.401 --> 00:57:53.942]  Drive is coming Sunday.
[00:57:53.942 --> 00:57:56.965]  This huge sale we've been running for last week will have to end.
[00:57:56.965 --> 00:58:06.694]  The ReOpen America Back to School Special, 50% off to 60% off all of our top bestsellers and double Patriot points.
[00:58:06.994 --> 00:58:16.787]  I have to end the sale, because we're selling out of bodies at 50% off, Living Defense at 50% off, Bazovi 50% off, Turbo Force at 50% off, Vitaminal G 50% off.
[00:58:16.787 --> 00:58:18.950]  Those are all very close to selling out.
[00:58:18.950 --> 00:58:23.956]  A bunch of other bestsellers we still have, but I will end this special on Sunday.
[00:58:24.437 --> 00:58:30.359]  We have a new great special coming up next week, but it's not as extensive or expansive.
[00:58:30.359 --> 00:58:32.680]  X2, the original, will be back in stock.
[00:58:32.680 --> 00:58:34.941]  It will be discounted, but it's not available yet.
[00:58:34.941 --> 00:58:36.421]  So, this is a great sale.
[00:58:36.421 --> 00:58:37.462]  It funds the operation.
[00:58:37.462 --> 00:58:38.602]  They're great items.
[00:58:38.602 --> 00:58:44.904]  In crazy times like this, it's good to stock up, but whatever you do, keep spreading the word about InfoWars, because you are the modern voice.
[00:58:44.904 --> 00:58:46.785]  You are Paul Revere, and I salute you and thank you.
[00:58:51.237 --> 00:58:51.697]  I think so.
[00:59:16.061 --> 00:59:24.024]  Joe Biden, and they're saying, oh, we think we're going to lose, but we're going to have the Democrat states secede, claiming that Joe Biden's won the popular vote.
[00:59:24.024 --> 00:59:28.506]  And we are then going to set up our own country and ask the military to remove Trump.
[00:59:28.506 --> 00:59:30.807]  This is officially in the New York Times.
[00:59:31.107 --> 00:59:32.387]  I don't just believe the New York Times.
[00:59:32.387 --> 00:59:41.650]  I've been telling you for over a year this is their plan from other statements they've made and then Atlantic Monthly, the Washington Post, the Financial Times of London, the Council on Farm Relations.
[00:59:41.650 --> 00:59:42.810]  This is their plan.
[00:59:42.810 --> 00:59:44.450]  We've got 80 days left to stop it.
[00:59:44.450 --> 00:59:45.551]  What are you going to do?
[00:59:45.551 --> 00:59:46.411]  I'm serious, folks.
[00:59:46.411 --> 00:59:52.092]  This is the time to save the country.
[00:59:52.092 --> 00:59:54.773]  You're listening to the Alex Jones Show.
[01:00:16.963 --> 01:00:17.784]  All right, folks.
[01:00:17.784 --> 01:00:23.008]  So, Friday, Millie Weaver's like, hey, I want you to get this guy in studio that's in my film.
[01:00:23.008 --> 01:00:25.169]  I hadn't seen her film called Shadowgate.
[01:00:25.169 --> 01:00:27.311]  She's a... I sponsor them.
[01:00:27.311 --> 01:00:30.453]  So when I say they're a contractor, I'm not dissing myself from them.
[01:00:30.453 --> 01:00:31.534]  They do their own thing.
[01:00:31.534 --> 01:00:37.498]  I mean, I might talk to Millie once a week, or she sends me an article, I send her articles that I'd like her to tweet out.
[01:00:37.498 --> 01:00:38.499]  And I think she does a great job.
[01:00:38.499 --> 01:00:38.919]  I like Millie.
[01:00:38.919 --> 01:00:39.760]  I've known Millie eight years.
[01:00:41.943 --> 01:00:52.248]  Then they put out this movie, Shadowgate, that I don't know about until she's been arrested and charged with family violence and destroying a cell phone, which is way overblown.
[01:00:52.248 --> 01:00:56.711]  So then it looks like, oh my God, they're trying to cover up what's happened with their film.
[01:00:56.711 --> 01:00:57.031]  And then...
[01:00:58.424 --> 01:01:01.787]  The last thing she said is, this guy's in town, he's in my film, he wants to be on.
[01:01:01.787 --> 01:01:06.110]  So the guy's at the door, he comes in, and he goes, yeah.
[01:01:06.110 --> 01:01:09.032]  And so I've got him here in studio, and I go, okay, who runs it?
[01:01:09.032 --> 01:01:11.394]  And during the break, he goes, Roger Stone.
[01:01:11.394 --> 01:01:14.656]  I go, sorry, Roger Stone can't hardly make his Skype work.
[01:01:14.656 --> 01:01:17.459]  Now, I like Roger, but he's about as technical as I am.
[01:01:17.459 --> 01:01:20.561]  Well, he works with Manafort and General Jones.
[01:01:20.561 --> 01:01:22.643]  I go, he hasn't worked for Manafort in 20 plus years.
[01:01:23.550 --> 01:01:26.211]  I said, I know I was trying to get him to get Manafort on during the campaign.
[01:01:26.211 --> 01:01:30.252]  He said, well, I talked to her once while we're still friends, but I haven't done business with him in decades.
[01:01:30.252 --> 01:01:33.373]  So we're not attacking the film and I want to get her out of jail.
[01:01:33.373 --> 01:01:35.374]  And we got Tori, who's her friend in the film.
[01:01:35.374 --> 01:01:38.215]  Very nice lady who's been on before and exposed election fraud, Kentucky.
[01:01:38.215 --> 01:01:39.455]  We're going to have them on.
[01:01:39.455 --> 01:01:40.796]  But you know, when you're in a film.
[01:01:41.596 --> 01:01:45.639]  And the guy's there and he goes, yeah, your partner, Roger Stone, he runs it all.
[01:01:45.639 --> 01:01:48.161]  So, Roger, you had to let me in on the secret here.
[01:01:48.161 --> 01:01:52.423]  But then I said this morning, talking to some of these folks, I said, I want to see him with General Jones.
[01:01:52.423 --> 01:01:53.824]  I want to see him with Hayden.
[01:01:53.824 --> 01:01:56.686]  I want to see him running Shadownet.
[01:01:56.686 --> 01:01:57.807]  It's not true.
[01:01:57.807 --> 01:01:59.408]  So we're not attacking the film.
[01:01:59.408 --> 01:02:01.129]  It's a small part of it.
[01:02:01.129 --> 01:02:04.131]  But I mean, my God, Roger, I didn't know you ran everything.
[01:02:04.131 --> 01:02:04.612]  Tell me about it.
[01:02:05.620 --> 01:02:08.142]  No, look, Alex, I get blamed when it rains.
[01:02:08.142 --> 01:02:09.923]  When it rains, oh, that's Roger Stone.
[01:02:09.923 --> 01:02:11.183]  Let's be very clear.
[01:02:11.183 --> 01:02:11.924]  I like Millie.
[01:02:11.924 --> 01:02:14.365]  I've always had a good relationship with Millie.
[01:02:14.365 --> 01:02:16.507]  I think she's a great reporter.
[01:02:16.507 --> 01:02:23.831]  This fellow, Patrick Berge, approached me several times regarding this story, which I can tell you nothing about.
[01:02:23.831 --> 01:02:27.273]  Yes, I was partners with Paul Manafort 30 years ago.
[01:02:27.273 --> 01:02:30.756]  I haven't done business with he or Rick Davis in 30 years.
[01:02:32.042 --> 01:02:43.188]  The allegation is that Paul Manafort, Rick Davis, and John McCain were somehow investors in some surveillance tool that Bergey knows about.
[01:02:43.188 --> 01:02:47.290]  You know, that even may be true, but it has nothing to do with me.
[01:02:47.290 --> 01:02:56.615]  To say that I'm manipulating surveillance for the deep state, I would suggest to you that the experience I've just been through kind of disproves all of that.
[01:02:57.253 --> 01:03:00.394]  So, Patrick Murray seemed like a good guy to me.
[01:03:00.394 --> 01:03:02.474]  He had an intelligence background.
[01:03:02.474 --> 01:03:04.094]  He seemed like a patriot.
[01:03:04.094 --> 01:03:07.655]  But in this case, he's barking up the wrong tree.
[01:03:07.655 --> 01:03:11.696]  This is McCarthyite-type association.
[01:03:11.696 --> 01:03:13.296]  Sure, I know Manafort.
[01:03:13.296 --> 01:03:16.076]  I recommended him to run the convention.
[01:03:16.076 --> 01:03:16.616]  Why?
[01:03:16.616 --> 01:03:21.017]  Because he's the best single national Republican convention operative.
[01:03:21.017 --> 01:03:22.678]  And he got rewarded with prison!
[01:03:22.678 --> 01:03:24.938]  I love this whole QLIS-type deal.
[01:03:25.478 --> 01:03:31.180]  Where it's all these shadowy groups connected to Brennan, and we just listen to them, because they're wearing a leather jacket with 45 on it.
[01:03:31.180 --> 01:03:33.841]  We're like, oh, oh God, oh God, you came off the street!
[01:03:33.841 --> 01:03:37.802]  And then meanwhile, oh, Alex Jones, Roger Stone, even Trump, they're all bad.
[01:03:37.802 --> 01:03:38.882]  But we're good.
[01:03:38.882 --> 01:03:40.423]  And again, I'm not even attacking the film.
[01:03:41.483 --> 01:03:42.764]  It does some good work in it.
[01:03:42.764 --> 01:03:46.785]  It's just to not see something and then learn, hey, your partner runs it all.
[01:03:46.785 --> 01:03:48.485]  Well, that's asinine, Roger.
[01:03:48.485 --> 01:03:51.106]  And you're not my partner, but I'm not distancing myself from you.
[01:03:51.106 --> 01:03:52.066]  It's just not true.
[01:03:52.066 --> 01:03:56.528]  And I'm told you told this guy when he came to your events that you hadn't worked with Manafort in forever.
[01:03:56.528 --> 01:03:58.068]  You didn't know General Jones.
[01:03:58.068 --> 01:03:59.229]  Oh, tell me about Hayden.
[01:03:59.229 --> 01:04:02.310]  You supposedly work for Hayden, too.
[01:04:02.310 --> 01:04:09.112]  I mean, Mike Hayden, first of all, I think Mike Hayden is one of the most evil villains in the deep state.
[01:04:09.833 --> 01:04:17.022]  I met the guy one time in my life because he was on the same show as I was with Bill Maher.
[01:04:17.022 --> 01:04:22.469]  And basically we had words in the green room and they weren't friendly words.
[01:04:22.469 --> 01:04:25.312]  Maybe you've read my book, The Bush Crime Family.
[01:04:25.312 --> 01:04:26.714]  I'm not down with the
[01:04:27.133 --> 01:04:31.737]  Bush criminals stayed as criminals and Hayden is among the worst of them.
[01:04:31.737 --> 01:04:42.026]  I think Hayden's company was actually involved in selecting the jurors for the larger juror pool in my recent lynching in the D.C.
[01:04:42.026 --> 01:04:42.226]  courts.
[01:04:42.226 --> 01:04:42.707]  Well, that's right.
[01:04:42.707 --> 01:04:44.568]  I mean, bottom line, we're not mad at any of these people.
[01:04:44.568 --> 01:04:47.311]  Maybe they just believe delusional stuff.
[01:04:47.311 --> 01:04:49.373]  The problem is, is that you're the big target.
[01:04:49.373 --> 01:04:52.215]  And to say you're the king of the deep space is a total joke.
[01:04:52.215 --> 01:04:52.696]  Stay right there.
[01:04:52.696 --> 01:04:53.857]  We're going to do a few more minutes on this.
[01:04:57.605 --> 01:05:13.460]  The United Nations and the National Institutes of Health with the CDC are publicly conducting a 4,000 person study, spending tens of millions of dollars at Yale on 15 ways to brainwash the public into taking inoculations.
[01:05:13.460 --> 01:05:16.042]  Basically squeezing you and forcing you to take them.
[01:05:16.042 --> 01:05:21.748]  Through guilt, through fines, through not being able to go into stores, not being able to get on airplanes or have jobs.
[01:05:22.128 --> 01:05:24.713]  This is forced inoculations.
[01:05:24.713 --> 01:05:25.694]  It's public.
[01:05:25.694 --> 01:05:27.738]  Gateway Pundit wrote about it last week.
[01:05:27.738 --> 01:05:29.641]  David Knight wrote about it this week.
[01:05:29.641 --> 01:05:31.163]  Stories up on InfoWars.com.
[01:05:31.163 --> 01:05:33.347]  Some people say, oh, I'll just wear a mask.
[01:05:34.289 --> 01:05:35.831]  It's never gonna end.
[01:05:35.831 --> 01:05:38.533]  That's just the sign of submission.
[01:05:38.533 --> 01:05:39.554]  Fauci admits that.
[01:05:39.554 --> 01:05:44.279]  Next is the contact tracing of the apps on your phones and the inoculations.
[01:05:44.279 --> 01:05:47.683]  That is a DNA vaccine that changes your DNA.
[01:05:47.683 --> 01:05:49.585]  This isn't a science fiction movie.
[01:05:49.585 --> 01:05:51.507]  It's happening right now.
[01:05:51.507 --> 01:05:53.068]  Compliance is death.
[01:05:53.068 --> 01:05:54.870]  Compliance is annihilation.
[01:05:54.870 --> 01:05:55.811]  Wake up!
[01:05:55.811 --> 01:05:56.372]  Wake up!
[01:06:07.984 --> 01:06:09.265]  I'm Alex Jones, your host.
[01:06:09.265 --> 01:06:11.927]  Roger Stone is our guest.
[01:06:11.927 --> 01:06:16.131]  And one of the biggest stories since Friday is Millie Weaver, who's a great person.
[01:06:16.131 --> 01:06:20.754]  We've been funding and supporting her journalism with no strings attached for eight years.
[01:06:20.754 --> 01:06:24.778]  And she said she's making this film Shadowgate about some of the ways they manipulate the media.
[01:06:24.778 --> 01:06:30.763]  And I was aware of some of that particular system, though I was telling her about larger apparatuses that we were exposing, like Obama's
[01:06:31.623 --> 01:06:38.429]  Uh, act he put into law before he left office, countering foreign disinformation propaganda act that they use to call everybody Russians.
[01:06:38.429 --> 01:06:55.443]  And so then, she's trying to come on the show Friday, she gets arrested in Ohio, the police are very unprofessional, they don't even know who they're arresting, people think that's fake, they think I staged it for a film, I have not seen, I don't own, I'm not part of, again, then they go, hey, there's a guy at the door that's in it!
[01:06:56.246 --> 01:06:57.809]  Wow, at my door.
[01:06:57.809 --> 01:07:00.855]  He comes in, I go, okay, I guess if you know what's going on, I'll have you on.
[01:07:00.855 --> 01:07:04.162]  And I learned Roger Stone is the kingpin.
[01:07:04.162 --> 01:07:07.949]  So, I've never had something make me think I'm in an alternate dimension like this.
[01:07:09.264 --> 01:07:10.425]  This is done.
[01:07:10.425 --> 01:07:13.027]  Millie's a good person, a good mom, okay?
[01:07:13.027 --> 01:07:14.048]  She's got two children.
[01:07:14.048 --> 01:07:15.208]  They went, they grabbed her.
[01:07:15.208 --> 01:07:17.110]  The CPS is trying to take her kids at 10 a.m.
[01:07:17.110 --> 01:07:17.951]  tomorrow.
[01:07:17.951 --> 01:07:20.012]  They've got an arraignment at 11 a.m.
[01:07:20.012 --> 01:07:24.255]  over an argument with her mom and a broken cell phone three months ago and her mom admits that.
[01:07:24.255 --> 01:07:29.860]  So I don't know why they're grabbing them and doing this other than they may have been conned by the deep state.
[01:07:30.640 --> 01:07:32.541]  They kept trying to, like, they wouldn't release it.
[01:07:32.541 --> 01:07:34.682]  They said, you gotta have this guy in your office first.
[01:07:34.682 --> 01:07:36.163]  You gotta have this guy in your office first.
[01:07:36.163 --> 01:07:38.745]  As soon as he gets in, we'll show you the film.
[01:07:38.745 --> 01:07:41.947]  And then we get him in here, we're like, okay, and it's like, Roger Stone!
[01:07:41.947 --> 01:07:43.628]  Roger Stone!
[01:07:43.628 --> 01:07:47.170]  And I'm not saying the police were part of this to hype it up.
[01:07:47.170 --> 01:07:51.693]  I just don't know, because maybe it's a coincidence that the cops on a three-month-old complaint
[01:07:52.293 --> 01:08:02.395]  Well, I want to reiterate.
[01:08:02.395 --> 01:08:04.036]  I like Millie.
[01:08:04.036 --> 01:08:05.636]  I think she's an honest person.
[01:08:05.636 --> 01:08:07.196]  I'm concerned about her in prison.
[01:08:07.196 --> 01:08:07.957]  I'm praying for her.
[01:08:07.957 --> 01:08:09.537]  I hope it all works out.
[01:08:09.537 --> 01:08:10.917]  I have no animus for her.
[01:08:10.917 --> 01:08:16.158]  I think perhaps she and her husband bought into some incorrect information.
[01:08:16.158 --> 01:08:18.939]  I don't know General Jones from Adam's Cat.
[01:08:19.423 --> 01:08:20.364]  I've never met him.
[01:08:20.364 --> 01:08:23.007]  I've never done business with him.
[01:08:23.007 --> 01:08:25.751]  For all I know, he's your cousin because you have the same last name.
[01:08:25.751 --> 01:08:27.993]  There's a new conspiracy theory.
[01:08:27.993 --> 01:08:31.197]  And I've never had any stock or interest or involvement.
[01:08:31.556 --> 01:08:36.218]  In this company that, frankly, I never heard of or really focused on until today.
[01:08:36.218 --> 01:08:40.921]  And while I do know Paul Manafort, we've been partners or done business together for over 30 years.
[01:08:40.921 --> 01:08:41.841]  And explain why.
[01:08:41.841 --> 01:08:45.523]  You got up this morning, you're on Parler now, got a lot of followers, plug that.
[01:08:45.523 --> 01:08:49.285]  You should get over a hundred messages saying, oh, you run the Deep State.
[01:08:49.285 --> 01:08:51.487]  It's just, it's crazy.
[01:08:51.487 --> 01:08:52.467]  I ran the Deep State.
[01:08:52.467 --> 01:08:55.429]  Why did they try to send me to a COVID-19 infested prison?
[01:08:57.292 --> 01:09:00.736]  A month ago now, where I would face certain death.
[01:09:00.736 --> 01:09:12.871]  I think people understand that I'm deeply committed to Donald Trump and to his presidency and to reelecting him, which is still entirely doable while the country club Republicans run off for the high grass.
[01:09:13.693 --> 01:09:15.695]  Uh, and, uh, they're wringing their hands.
[01:09:15.695 --> 01:09:17.537]  There's nothing to be concerned about.
[01:09:17.537 --> 01:09:18.358]  He can win.
[01:09:18.358 --> 01:09:19.039]  He will win.
[01:09:19.039 --> 01:09:29.691]  Uh, certain things have to happen, but my faith is in the president, and I think I've established my credentials as an anti-globalist, anti-establishment.
[01:09:29.691 --> 01:09:31.713]  Your bones, your bona fides are 100%.
[01:09:33.505 --> 01:09:38.011]  So, I think this is a distraction, but I'm worried about Millie.
[01:09:38.011 --> 01:09:38.731]  I like Millie.
[01:09:38.731 --> 01:09:40.013]  She's a good person.
[01:09:40.013 --> 01:09:40.874]  She's a patriot.
[01:09:40.874 --> 01:09:47.382]  I think she may have been misled in this case, but I can assure you I know nothing whatsoever about this.
[01:09:47.382 --> 01:09:51.667]  And Michael Hayden and General Jones, these guys are deep state criminals.
[01:09:51.667 --> 01:09:53.248]  I know, but look at what Trump said about me.
[01:09:53.869 --> 01:09:55.530]  Your reputation is amazing.
[01:09:55.530 --> 01:09:57.791]  I will not let you or your audience down.
[01:09:57.791 --> 01:09:58.731]  And what did he say?
[01:09:58.731 --> 01:10:00.372]  I came on because of Roger Stone.
[01:10:00.372 --> 01:10:01.873]  I trust Roger Stone.
[01:10:01.873 --> 01:10:03.334]  I know you're both doing a great job.
[01:10:03.334 --> 01:10:13.839]  We have the president's endorsement, but we're not trustworthy according to the internet operation that's run by the deep state to discredit us because they know our message is key with swing state voters.
[01:10:13.839 --> 01:10:16.080]  That's why we're targeted continually
[01:10:16.460 --> 01:10:24.502]  As supposedly, to the point of, I'm sponsoring content that I give people total freedom on, and then I wake up and we're the bad guys in it.
[01:10:24.502 --> 01:10:28.943]  I mean, I've been totally chumped, and I'll admit it.
[01:10:28.943 --> 01:10:31.043]  I mean, I gotta really think about this.
[01:10:31.043 --> 01:10:32.663]  I want Millie to get out of jail.
