[00:00.000 --> 00:28.000]  this Wednesday.
[55:44.000 --> 55:47.760]  showed no symptoms of fever, no respiratory symptoms.
[55:47.760 --> 55:53.720]  Instead, they showed digestive symptoms, diarrhea, vomiting, loss of appetite, digestive upset,
[55:53.720 --> 55:54.720]  things like that.
[55:54.720 --> 55:56.080]  So no fever.
[55:56.080 --> 56:00.960]  So if you have an outbreak and you're scanning travelers at airports and two out of a hundred
[56:00.960 --> 56:06.000]  are slipping through when they are multiplying the virus and they're incubating it, then
[56:06.000 --> 56:08.720]  you have a non-contained situation.
[56:08.720 --> 56:15.840]  Right now, today, President Trump should absolutely ban all flights from the Wuhan region of China
[56:15.840 --> 56:19.240]  into the United States of America, especially Hawaii.
[56:19.240 --> 56:20.720]  And yet that is not happening.
[56:20.720 --> 56:26.720]  The WHO is sitting on its hands saying we will not declare this to be a global pandemic
[56:26.720 --> 56:30.680]  until we have outbreaks in other countries beyond China.
[56:30.680 --> 56:35.560]  So you've got this bureaucracy that's delaying things while the labs are backed up with tissue
[56:35.560 --> 56:39.000]  samples trying to confirm how many cases there are.
[56:39.000 --> 56:43.080]  At this point, the labs are probably two or three weeks backed up on their samples.
[56:43.080 --> 56:44.080]  That was my next question.
[56:44.080 --> 56:48.640]  I mean, there's no way to know, but all hell's breaking loose in China.
[56:48.640 --> 56:51.800]  Is the government using this as an excuse to crack down?
[56:51.800 --> 56:54.200]  Or is this because it's only hurting their stock market?
[56:54.200 --> 56:57.080]  Or is this really a real crisis?
[56:57.080 --> 56:59.800]  Well, it's clearly a real crisis.
[56:59.800 --> 57:04.600]  And there are financial implications for China and the United States that are worthy of an
[57:04.600 --> 57:06.640]  entire full discussion.
[57:06.640 --> 57:09.960]  But China is already in a bubble market in many ways itself.
[57:09.960 --> 57:13.400]  It's had bank failures that it's tried to cover up with its own central bank bailouts,
[57:13.400 --> 57:14.400]  for example.
[57:14.400 --> 57:15.800]  You know, it's in a real estate bubble.
[57:15.800 --> 57:20.480]  It's in the same kind of bubble that in many ways the United States and other countries
[57:20.480 --> 57:21.560]  are in.
[57:21.560 --> 57:22.960]  This could be devastating.
[57:22.960 --> 57:26.880]  When you look at, you know, you take that 15 percent times 83 percent, and it means
[57:26.880 --> 57:31.680]  12 out of every 100 people who are exposed could be expected to die.
[57:31.680 --> 57:36.520]  If you lose 12 percent of your population, what happens to your financial markets?
[57:36.520 --> 57:41.240]  What happens to faith in the financial markets when you have a faith-driven market that is
[57:41.240 --> 57:42.240]  already irrational?
[57:42.240 --> 57:43.240]  You know, irrational.
[57:43.240 --> 57:44.240]  That's right.
[57:44.240 --> 57:45.240]  Stay there.
[57:45.240 --> 57:46.240]  Mike Adams of Natural News.
[57:46.240 --> 57:49.720]  I'm Alex Jones of Info Wars, hour two straight ahead.
[57:49.720 --> 57:51.400]  I love watching David Knight in the morning.
[57:51.400 --> 57:53.560]  I love tuning in to Owen Schreuer.
[57:53.560 --> 57:58.000]  I love all the other shows we do here, but I'll be honest with you, we run during the
[57:58.000 --> 58:03.480]  breaks a lot of news reports because I'm sick of hearing the ads, so you think you don't
[58:03.480 --> 58:04.480]  want to hear an ad?
[58:04.480 --> 58:05.480]  I don't want to hear an ad.
[58:05.480 --> 58:07.480]  But here's the bottom line.
[58:07.480 --> 58:10.720]  We're barely paying the bills here, and I want to expand the face the globalists not
[58:10.720 --> 58:11.720]  contract.
[58:11.720 --> 58:12.720]  I don't want them to win.
[58:12.720 --> 58:15.680]  So listen, you've got this guarantee from me.
[58:15.680 --> 58:20.240]  We sell enough product, we'll have less ads and less plugs, and we'll expand and really
[58:20.240 --> 58:21.960]  give the globalists a run for their money.
[58:21.960 --> 58:26.560]  But we've got products you already really need, like DNA Force Plus, X2, these will change
[58:26.560 --> 58:27.560]  your life.
[58:27.560 --> 58:30.800]  Check out the turmeric products, check out the water filtration, air filtration, check
[58:30.800 --> 58:31.800]  it all out.
[58:31.800 --> 58:35.360]  Whatever you do, take action and know, be part of the Second American Revolution, be part
[58:35.360 --> 58:38.360]  of crushing the globalist, and get great products at the same time.
[58:38.360 --> 58:42.840]  InfoWarsStore.com is the umbrella site, InfoWarsLife.com is the supplements.
[58:42.840 --> 58:50.400]  Take action now and fund the Info War for your own future.
[58:50.400 --> 58:54.680]  I would thank you for everything you've done for the Info War, but I know you're like me.
[58:54.680 --> 58:56.600]  You don't want my thanks.
[58:56.600 --> 59:00.480]  You want victory over the globalist and these devil worship and child molesters, and you
[59:00.480 --> 59:02.920]  want them off your back and off your children's back.
[59:02.920 --> 59:03.920]  You know what?
[59:03.920 --> 59:07.800]  I'm the same way, and that's why we're on the same damn team, and it's why InfoWars
[59:07.800 --> 59:14.680]  has been delivering time and time again when it clutched time to focus the people on taking
[59:14.680 --> 59:20.160]  action against the globalist, because I'm committed to a future for humanity, and I
[59:20.160 --> 59:21.720]  know you are as well.
[59:21.720 --> 59:25.520]  So thank you in 2019 for standing with us, because you are the Info War, and I want to
[59:25.520 --> 59:29.480]  thank you for committing to stand with us in 2020 however you can.
[59:29.480 --> 59:33.720]  For the bottom of my heart, for my family, and for the great crew at InfoWars, I want
[59:33.720 --> 59:37.880]  to thank you all because you are the Info War, and you know that's not just words, that's
[59:37.880 --> 59:39.600]  reality.
[59:39.600 --> 59:41.200]  You have made history.
[59:41.200 --> 59:43.640]  We have made history together.
[59:43.640 --> 59:53.080]  InfoWars.com only has power because of you, and I suggest you use it.
[59:53.080 --> 1:00:09.960]  You're listening to the Alex Jones Show.
[1:00:09.960 --> 1:00:14.080]  InfoWars.com is tomorrow's news.
[1:00:14.080 --> 1:00:19.080]  Today, you're listening to the Alex Jones Show.
[1:00:19.080 --> 1:00:29.360]  We know the globalists believe they're the social Darwinists that are about to cleanse
[1:00:29.360 --> 1:00:33.960]  the earth of the human scourge, so they can have all the resources, and that's what they're
[1:00:33.960 --> 1:00:34.960]  into.
[1:00:34.960 --> 1:00:39.960]  And when I got up here Friday when The Wall Street Journal had a big article about in-game
[1:00:39.960 --> 1:00:47.480]  being banned off of Amazon, I wasn't trying to sell a DVD, I mean this film breaks down
[1:00:47.480 --> 1:00:48.480]  their own admissions.
[1:00:48.480 --> 1:00:49.480]  I'm very proud of this.
[1:00:49.480 --> 1:00:58.160]  It's very professionally done.
[1:00:58.160 --> 1:01:02.560]  This is really what they're doing, and so we have natural outbreaks, we have natural
[1:01:02.560 --> 1:01:08.560]  things going on, but you've got a big powerful elite that don't need humans anymore.
[1:01:08.560 --> 1:01:13.920]  They've got robots to do it, and they want to get rid of the population.
[1:01:13.920 --> 1:01:18.640]  So people are calling this the 12th monkey scenario, Mike Adams has written an article
[1:01:18.640 --> 1:01:28.400]  about it, but you've got to understand it's not fiction.
[1:01:28.400 --> 1:01:31.440]  This is really their plan, and you can sit around and go, well there are too many people,
[1:01:31.440 --> 1:01:32.440]  or this or that.
[1:01:32.440 --> 1:01:36.440]  Well, let me just tell you, you're not part of the elect that they think are going to
[1:01:36.440 --> 1:01:40.040]  be down the bunkers, they're going to be protected.
[1:01:40.040 --> 1:01:44.080]  So here's the trailer from that movie back in the 1990's, 12 Monkeys, but it's not some
[1:01:44.080 --> 1:01:47.720]  lone scientist stealing a bio-weapon out of a lab, folks, because you know those people
[1:01:47.720 --> 1:01:48.720]  exist as well.
[1:01:48.720 --> 1:01:51.080]  This is a coordinated preparation.
[1:01:51.080 --> 1:01:54.040]  I don't think this one's the big one, I think it's going to be bad.
[1:01:54.040 --> 1:01:58.760]  But Bill Gates says this will be used to train us for the world government that will be in
[1:01:58.760 --> 1:02:01.240]  place when they really do the main attacks.
[1:02:01.240 --> 1:02:05.640]  They'll be in control, be able to control it, and have economic and scientific control
[1:02:05.640 --> 1:02:34.440]  be able to cover up who was behind it, so here's 12 Monkeys.
[1:02:34.440 --> 1:02:35.760]  What year is this?
[1:02:35.760 --> 1:02:37.560]  What year do you think it is?
[1:02:37.560 --> 1:02:38.560]  1996.
[1:02:38.560 --> 1:02:39.560]  That's the future, James.
[1:02:39.560 --> 1:02:42.680]  Do you think you're living in the future?
[1:02:42.680 --> 1:02:46.880]  I am simply trying to gather information to help the people in the present trace the
[1:02:46.880 --> 1:02:48.440]  path of the virus.
[1:02:48.440 --> 1:02:51.400]  We're not in the present now.
[1:02:51.400 --> 1:02:52.920]  This is a place for crazy people.
[1:02:52.920 --> 1:02:57.520]  I'm not saying you're not mentally ill, I'm for all I know you're crazy as a loon.
[1:02:57.520 --> 1:03:00.200]  You're army of 12 Monkeys, they're the ones that spread the virus.
[1:03:00.200 --> 1:03:01.200]  Monkeys.
[1:03:01.200 --> 1:03:04.520]  You're living in a meticulously constructed fantasy world and that world is starting to
[1:03:04.520 --> 1:03:05.520]  disintegrate.
[1:03:05.520 --> 1:03:06.520]  You haven't become addicted to that dying world?
[1:03:06.520 --> 1:03:07.520]  No, sir.
[1:03:07.520 --> 1:03:08.520]  He needs help.
[1:03:08.520 --> 1:03:09.520]  I think I'm crazy when people start dying next month.
[1:03:09.520 --> 1:03:10.520]  I don't belong here.
[1:03:10.520 --> 1:03:11.520]  You're here because of the system.
[1:03:11.520 --> 1:03:12.520]  I know some things that you don't know.
[1:03:12.520 --> 1:03:13.520]  Yes, my son.
[1:03:13.520 --> 1:03:14.520]  You sent me to the wrong year.
[1:03:14.520 --> 1:03:15.520]  You're certain of that?
[1:03:15.520 --> 1:03:16.520]  Science ain't an exact science.
[1:03:16.520 --> 1:03:17.520]  You had a bullet from World War I in your leg, James.
[1:03:17.520 --> 1:03:18.520]  How did it get there?
[1:03:18.520 --> 1:03:19.520]  I don't know.
[1:03:19.520 --> 1:03:20.520]  You're a giant psychiatrist.
[1:03:20.520 --> 1:03:21.520]  You know the difference between the two.
[1:03:21.520 --> 1:03:46.480]  You said that I had delusions if you said you could explain it.
[1:03:46.480 --> 1:03:47.480]  I'm trying to.
[1:03:47.480 --> 1:03:48.480]  I want the future to be unknown.
[1:03:48.480 --> 1:03:49.480]  I can help you.
[1:03:49.480 --> 1:03:50.480]  Get you out of here.
[1:03:50.480 --> 1:03:52.480]  They're watching you.
[1:03:52.480 --> 1:03:57.480]  I just want to do my part to get us back on top in charge of the planet.
[1:04:04.480 --> 1:04:10.480]  I just want to do my part to get us back on top in charge of the planet.
[1:04:12.480 --> 1:04:15.480]  So who is it that's trying to build this thing?
[1:04:15.480 --> 1:04:21.480]  We're going to break them back into one more segment and go through all this, but this is big.
[1:04:21.480 --> 1:04:26.480]  The martial law response in China, the hysteria, what's happening here,
[1:04:26.480 --> 1:04:30.480]  the fact that there's economic war going on, the trial of the president happening at the same time.
[1:04:30.480 --> 1:04:35.480]  This is a very special time that we're alive in right now.
[1:04:35.480 --> 1:04:41.480]  I'm trying to figure out the best ways to protect ourselves and our families, but make no mistake.
[1:04:41.480 --> 1:04:46.480]  This is the historical crossroads that we've reached.
[1:04:46.480 --> 1:04:58.480]  There's no other way to put it. We'll be back, stay with us.
[1:05:16.480 --> 1:05:24.480]  Your people are beginning to awaken. That's why Kobra is launching operations to trigger race war,
[1:05:24.480 --> 1:05:30.480]  mass shootings and bombings, which will be blamed on those loyal to America.
[1:05:30.480 --> 1:05:35.480]  Anyone wants to be staved since attacks that does not blame it on Trump,
[1:05:35.480 --> 1:05:40.480]  will also be targeted by Kobra in the future.
[1:05:40.480 --> 1:05:46.480]  You see, when you expose our false flags and fake media,
[1:05:46.480 --> 1:05:52.480]  I will carry out attacks and then blame you like we've done with Alex Jones,
[1:05:52.480 --> 1:05:56.480]  blaming him for mass shootings we committed.
[1:05:56.480 --> 1:06:11.480]  Hail Kobra!
[1:06:26.480 --> 1:06:30.480]  Welcome to your lives.
[1:06:56.480 --> 1:07:08.480]  We've never seen anything like this since the Spanish flu that killed between 20 and 50 million people in 1918.
[1:07:08.480 --> 1:07:14.480]  Well, the only notable weakness of that study published in the Lancet is that it was a relatively small sample size
[1:07:14.480 --> 1:07:19.480]  because this hasn't caused the number of casualties yet that it may in the days ahead.
[1:07:19.480 --> 1:07:26.480]  So let us pray that those numbers are overzealous and may settle. However, epidemiologists all around the world
[1:07:26.480 --> 1:07:32.480]  seeing those numbers, no doubt, are absolutely freaking out because they've never seen these kinds of numbers
[1:07:32.480 --> 1:07:37.480]  with the ability for this disease to be transmitted to other people in near proximity.
[1:07:37.480 --> 1:07:45.480]  It means that this will become, well, it will not just be squared the number of infections
[1:07:45.480 --> 1:07:51.480]  but cubed every few days if it gets unleashed in a metropolitan area based on those numbers.
[1:07:51.480 --> 1:07:54.480]  So there's really no way to control this.
[1:07:54.480 --> 1:07:57.480]  Explain what cubed means instead of an exponential growth.
[1:07:57.480 --> 1:08:01.480]  Well, no, it's an exponential growth but to the power of three.
[1:08:01.480 --> 1:08:08.480]  So one person infects three, three infect nine, nine infect 27 and 81 and so on.
[1:08:08.480 --> 1:08:12.480]  That's how it goes. So it's not just doubling two, four, eight, sixteen.
[1:08:12.480 --> 1:08:18.480]  It's actually tripling every time. Those are the numbers that are actually being reported for this virus
[1:08:18.480 --> 1:08:22.480]  which causes many people to correctly believe that this is weaponized.
[1:08:22.480 --> 1:08:25.480]  It's been engineered as a weapon against human beings.
[1:08:25.480 --> 1:08:29.480]  Look, I think the seafood market story is a cover story.
[1:08:29.480 --> 1:08:33.480]  There's a strategy, but I'm watching as a person.
[1:08:33.480 --> 1:08:36.480]  I've never seen such panicked medical videos.
[1:08:36.480 --> 1:08:39.480]  The Chinese could be like, people are being mowed down, they're calm about it.
[1:08:39.480 --> 1:08:42.480]  They're running around like it's the end of the world.
[1:08:42.480 --> 1:08:45.480]  You watch these videos dropping dead, the doctors panicking.
[1:08:45.480 --> 1:08:48.480]  Doctors don't normally act like that. China sees all sorts of stuff.
[1:08:48.480 --> 1:08:51.480]  What the hell is going on?
[1:08:51.480 --> 1:08:56.480]  Well, clearly the Chinese government is not being very open with us about the severity of this.
[1:08:56.480 --> 1:09:02.480]  But if you look at their actions, why are they building an emergency 10,000-bed hospital in one week
[1:09:02.480 --> 1:09:05.480]  which is unheard of, by the way, in the history of the world?
[1:09:05.480 --> 1:09:10.480]  Clearly they expect 10,000 people to need hospital beds, probably many more.
[1:09:10.480 --> 1:09:16.480]  And if that's the case, then no doubt maybe 100,000 people are already infected there.
[1:09:16.480 --> 1:09:18.480]  And clearly, you know, we did a story on this.
[1:09:18.480 --> 1:09:22.480]  We know 300,000 people escaped Wuhan province by road
[1:09:22.480 --> 1:09:26.480]  as they were bringing the quarantine down in the railways and the airports.
[1:09:26.480 --> 1:09:31.480]  You know, you can't contain a city, a region of millions of people
[1:09:31.480 --> 1:09:36.480]  who really have other options to get out and no one wants to be stuck in a quarantine, by the way.
[1:09:36.480 --> 1:09:39.480]  I mean, would you, you know, would anybody who's watching,
[1:09:39.480 --> 1:09:42.480]  if your city was under quarantine, wouldn't you try to get out?
[1:09:42.480 --> 1:09:47.480]  You don't want to be locked in there with people who have this deadly disease with a 15% fatality rate.
[1:09:47.480 --> 1:09:50.480]  Oh, and there's one more thing I forgot to mention.
[1:09:50.480 --> 1:09:58.480]  According to the Landsat study, the survivors have a 12% rate of permanent severe heart injury.
[1:09:58.480 --> 1:10:01.480]  So we're talking about this thing attacks the heart.
[1:10:01.480 --> 1:10:04.480]  It attacks the lungs. It attacks the digestive tract.
[1:10:04.480 --> 1:10:07.480]  And if you survive it, you're going to have heart damage for the rest of your life.
[1:10:07.480 --> 1:10:10.480]  I mean, imagine, this is weaponized.
[1:10:10.480 --> 1:10:16.480]  This is engineered to attack the human genome, to attack human organs.
[1:10:16.480 --> 1:10:21.480]  This is not from some snake, from some pig, you know, cross pig, cross snake, cross bat.
[1:10:21.480 --> 1:10:23.480]  You know, they're eating bats over there.
[1:10:23.480 --> 1:10:26.480]  They now admit it didn't come out of a hospital.
[1:10:26.480 --> 1:10:31.480]  It didn't come out of a, it didn't come out of some grocery store.
[1:10:31.480 --> 1:10:34.480]  It didn't come out of some weird animal sales place.
[1:10:34.480 --> 1:10:36.480]  They're saying it's a bioweapon.
[1:10:36.480 --> 1:10:41.480]  No, this is clearly engineered because, again, epidemiologists and virologists themselves
[1:10:41.480 --> 1:10:46.480]  have never seen anything like this, that's this aggressive and this quote successful
[1:10:46.480 --> 1:10:49.480]  at infecting human beings.
[1:10:49.480 --> 1:10:54.480]  And we've got to cover, look, I mean, I don't want to cause panic here,
[1:10:54.480 --> 1:10:59.480]  but we need to think ahead more than one step if this spreads in Los Angeles,
[1:10:59.480 --> 1:11:02.480]  which is one of the flight destinations of people from China,
[1:11:02.480 --> 1:11:05.480]  one of the most common destinations in Seattle as well.
[1:11:05.480 --> 1:11:08.480]  What will happen if Los Angeles is put under quarantine?
[1:11:08.480 --> 1:11:10.480]  What will happen?
[1:11:10.480 --> 1:11:12.480]  You need to think ahead about logistics.
[1:11:12.480 --> 1:11:14.480]  What will happen to grocery stores?
[1:11:14.480 --> 1:11:16.480]  Well, they're wiped out in Wuhan province.
[1:11:16.480 --> 1:11:18.480]  What will happen to fuel supplies?
[1:11:18.480 --> 1:11:21.480]  What will happen to social chaos in America?
[1:11:21.480 --> 1:11:24.480]  In China, they just deploy the military.
[1:11:24.480 --> 1:11:26.480]  They don't have Posse commentators there.
[1:11:26.480 --> 1:11:29.480]  In Los Angeles, the gangs will run the city.
[1:11:29.480 --> 1:11:32.480]  The police will go home to protect their families.
[1:11:32.480 --> 1:11:35.480]  Again, I don't want to overpredict this.
[1:11:35.480 --> 1:11:39.480]  I hope it doesn't happen, but the Wall Street Journal today is already reporting
[1:11:39.480 --> 1:11:44.480]  diagnosed cases in California and Washington state and other places across America.
[1:11:44.480 --> 1:11:46.480]  And those are the ones they know of.
[1:11:46.480 --> 1:11:50.480]  What about the ones they don't know?
[1:11:50.480 --> 1:11:52.480]  Let's go back to the origin of it.
[1:11:52.480 --> 1:11:55.480]  Let's go back to the Bill and Melinda Gates,
[1:11:55.480 --> 1:12:01.480]  and let's go back to the companies creating and patenting the coronavirus
[1:12:01.480 --> 1:12:07.480]  and the tabletop exercise three months ago of 65 million dead they conducted.
[1:12:07.480 --> 1:12:11.480]  Well, that software simulation did not even use these numbers of fatalities
[1:12:11.480 --> 1:12:14.480]  and transmission rates because these had never been seen before.
[1:12:14.480 --> 1:12:18.480]  So that 65 million predicted dead globally from that pandemic.
[1:12:18.480 --> 1:12:21.480]  That's a low ball figure compared to this.
[1:12:21.480 --> 1:12:25.480]  If they were to rerun that simulation using these new numbers,
[1:12:25.480 --> 1:12:28.480]  it would be a couple hundred million.
[1:12:28.480 --> 1:12:32.480]  We have a normalcy bias where we live here in a so-called free country.
[1:12:32.480 --> 1:12:36.480]  He still has a lot of freedoms, and we see other countries that aren't living in freedom.
[1:12:36.480 --> 1:12:38.480]  We think, oh, we're okay. Your neighbor dies.
[1:12:38.480 --> 1:12:39.480]  Well, your neighbor dies.
[1:12:39.480 --> 1:12:42.480]  But you really pull back and look at this.
[1:12:42.480 --> 1:12:43.480]  This is scary.
[1:12:43.480 --> 1:12:45.480]  You look at the political stuff going on.
[1:12:45.480 --> 1:12:46.480]  What's the big picture?
[1:12:46.480 --> 1:12:51.480]  Why would deep state specter or why would a globalist group
[1:12:51.480 --> 1:12:55.480]  that had this thing cooked up, why would they release it now if that's the case?
[1:12:55.480 --> 1:12:57.480]  Well, they've been building these for a long time,
[1:12:57.480 --> 1:13:01.480]  planning on a strategic release at a certain time in a certain region,
[1:13:01.480 --> 1:13:05.480]  and understand Bill Gates and his efforts have focused on depopulation in Africa
[1:13:05.480 --> 1:13:08.480]  and third world nations such as Central and South America.
[1:13:08.480 --> 1:13:14.480]  Guess where coronavirus is the most successful in equatorial regions?
[1:13:14.480 --> 1:13:17.480]  This is going to devastate, if it gets out, it's going to devastate India,
[1:13:17.480 --> 1:13:19.480]  the second most populous nation in the world.
[1:13:19.480 --> 1:13:23.480]  It's going to devastate the Middle East, Africa, Central and South America,
[1:13:23.480 --> 1:13:29.480]  and parts of Mexico, even parts of the southern United States, such as Florida, Los Angeles, Houston, Texas, even.
[1:13:29.480 --> 1:13:34.480]  Anywhere that's warm and that's humid is going to be very strongly impacted by this.
[1:13:34.480 --> 1:13:40.480]  Now, the regions that are going to be safer will be, you know, Canada, northern Europe, Boston,
[1:13:40.480 --> 1:13:44.480]  you know, the colder regions, but the west coast of America, Seattle,
[1:13:44.480 --> 1:13:49.480]  even though it's more north in terms of its latitude, it's still more of a temperate climate,
[1:13:49.480 --> 1:13:51.480]  and it could be subjected to this.
[1:13:51.480 --> 1:13:58.480]  So this is a weapon, Alex, to answer your question, that's fine-tuned to kill third world populations.
[1:13:58.480 --> 1:14:03.480]  This is going to devastate developing nations, third world nations, all those that I just mentioned.
[1:14:03.480 --> 1:14:08.480]  That was my next question. I mean, the race-specific bioweapon, if it's that and it looks like that,
[1:14:08.480 --> 1:14:11.480]  who would be releasing this?
[1:14:11.480 --> 1:14:15.480]  Well, any number of globalists would be releasing it. This has been their goal.
[1:14:15.480 --> 1:14:22.480]  You've covered it so many times, the virologists who wish they could be reincarnated as a deadly virus to devastate humankind.
[1:14:22.480 --> 1:14:25.480]  This is not just limited to one country. I don't think this is America.
[1:14:25.480 --> 1:14:31.480]  This is a global effort to build a bioweapon to depopulate humanity,
[1:14:31.480 --> 1:14:34.480]  and I think they accidentally let it out before they totally perfected it.
[1:14:34.480 --> 1:14:38.480]  And that's why we may be safe. We may be able to stop this.
[1:14:38.480 --> 1:14:43.480]  I don't think this is the final doomsday weapon. I think this is sort of version 4,
[1:14:43.480 --> 1:14:47.480]  and they want to have version 12, and they're not there yet, but this got out.
[1:14:47.480 --> 1:14:51.480]  That's my best guess based on current information.
[1:14:51.480 --> 1:14:58.480]  Well, we know that they've worked with China on one child policies,
[1:14:58.480 --> 1:15:01.480]  and that China is controlled by the globalists.
[1:15:01.480 --> 1:15:05.480]  And so if they don't depopulate their people, they have their money cut off.
[1:15:05.480 --> 1:15:08.480]  People say, well, why would China do this themselves? You're right.
[1:15:08.480 --> 1:15:16.480]  I remember the dictator after Mao said, have a nuclear war. We want to get rid of our people.
[1:15:16.480 --> 1:15:19.480]  There's too many. That's China's problem. There's too many people.
[1:15:19.480 --> 1:15:23.480]  So they have this weird, sick relationship, but you're right.
[1:15:23.480 --> 1:15:25.480]  They don't seem ready for this. It just seems really crazy.
[1:15:25.480 --> 1:15:28.480]  Mike Adams, I really appreciate you spending time with us tonight.
[1:15:28.480 --> 1:15:33.480]  You've done an amazing job with the reportage you've been doing over at Natural News.
[1:15:33.480 --> 1:15:39.480]  Pray for humanity, and I pray for the safety of all your listeners and all of you there at InfoWars.
[1:15:39.480 --> 1:15:41.480]  We'll give you more updates in the days ahead.
[1:15:41.480 --> 1:15:47.480]  Thank you, guys. It's insane. Everything is insane.
[1:15:47.480 --> 1:15:50.480]  All right, I've got some other news I'm going to hit when we come back,
[1:15:50.480 --> 1:15:53.480]  and then we've got when Troyer is to you with us.
[1:15:53.480 --> 1:16:02.480]  We've got three big sales going right now, and one of them has to end within a week,
[1:16:02.480 --> 1:16:08.480]  and that's ultimate fish oil for 33% off.
[1:16:08.480 --> 1:16:10.480]  It's amazing. Go check it out for yourself.
[1:16:10.480 --> 1:16:16.480]  Then we've got back in stock X2, our best-selling deep earth crystals iodine,
[1:16:16.480 --> 1:16:19.480]  the good halogen that is the building block to everything in the body.
[1:16:19.480 --> 1:16:24.480]  I just can't tell you enough how important it is. The UN admits two billion people have low IQ
[1:16:24.480 --> 1:16:26.480]  or mental disability because they never got enough iodine.
[1:16:26.480 --> 1:16:31.480]  So just check it out for yourself, 40% off, InfoWarsStore.com, and it funds the M4,
[1:16:31.480 --> 1:16:38.480]  and then vitamin D3 with vitamin K that fuses it together, super high quality, winter sun.
[1:16:38.480 --> 1:16:40.480]  You don't have sun during the winter.
[1:16:40.480 --> 1:16:44.480]  Sun helps your body produce the vitamin D3. That's why people get so sick.
[1:16:44.480 --> 1:16:45.480]  That's the main reason.
[1:16:45.480 --> 1:16:48.480]  Well, you can supplement with this under the tongue at higher absorption.
[1:16:48.480 --> 1:16:54.480]  It's amazing. All three of these are on sale, but only for a limited time at InfoWarsStore.com.
[1:16:54.480 --> 1:16:57.480]  Protect yourself and fund the M4. 360 win.
[1:16:57.480 --> 1:17:01.480]  I wanted to talk about super silver whitening toothpaste because I hadn't tried it
[1:17:01.480 --> 1:17:05.480]  except for maybe the last week and a half, and I told Alex.
[1:17:05.480 --> 1:17:07.480]  I said, man, this is the best toothpaste I've ever tried.
[1:17:07.480 --> 1:17:09.480]  He's like, well, what are you doing just sitting in here telling me?
[1:17:09.480 --> 1:17:11.480]  You got to get up there and tell people.
[1:17:11.480 --> 1:17:17.480]  So here I am telling people, super silver whitening toothpaste is by far the best toothpaste
[1:17:17.480 --> 1:17:21.480]  I've ever tried, and I'm 45 years old and I've tried a lot of different toothpaste.
[1:17:21.480 --> 1:17:23.480]  And it's fluoride free.
[1:17:23.480 --> 1:17:29.480]  I think the big difference the game changer in this is the coral calcium because after I brush my teeth with this,
[1:17:29.480 --> 1:17:35.480]  they feel so clean and the toothpaste that I don't even like rinse out my mouth after I brush my teeth with this.
[1:17:35.480 --> 1:17:40.480]  It feels so good. It feels like it feels like good things are happening in my mouth.
[1:17:40.480 --> 1:17:46.480]  In fact, I find myself brushing my teeth three to four times a day rather than just twice a day now
[1:17:46.480 --> 1:17:49.480]  because I like the way it feels.
[1:18:16.480 --> 1:18:20.480]  We either private label it or we develop our own with top developers.
[1:18:20.480 --> 1:18:25.480]  And folks, I'm telling you, you can see the difference in me, my energy, my focus.
[1:18:25.480 --> 1:18:29.480]  I've lost almost 40 pounds in less than four months. It's incredible.
[1:18:29.480 --> 1:18:33.480]  So do yourself a favor. Try out the products if you've been on the fence.
[1:18:33.480 --> 1:18:37.480]  You can't lose except if you don't take action because when you buy the products,
[1:18:37.480 --> 1:18:43.480]  you're funding the operation that is always delivering thanks to your support and God's grace and our action.
[1:18:43.480 --> 1:18:47.480]  But you need these products. That's the real reason you want to get them is because they're amazing.
[1:18:47.480 --> 1:18:51.480]  And then when you get great results, please tell others about it word of mouth.
[1:18:51.480 --> 1:18:55.480]  That's how we expand in the face of the NWO instead of imploding.
[1:18:55.480 --> 1:18:59.480]  We're fighting to win and we are winning. Thanks to you.
[1:18:59.480 --> 1:19:02.480]  This should really be easier than it is.
[1:19:02.480 --> 1:19:08.480]  I'm not here giving you a sales pitch. I'm pointing out the way forward things that I've discovered
[1:19:08.480 --> 1:19:14.480]  that I absolutely know work that if you will listen to me and try them out for yourself,
[1:19:14.480 --> 1:19:16.480]  you will see how amazing it is.
[1:19:16.480 --> 1:19:22.480]  And then your support of the product we're selling will help you and will help us.
[1:19:22.480 --> 1:19:24.480]  And it's symbiotic.
[1:19:24.480 --> 1:19:30.480]  My friends, I harp and harp and harp about iodine because it's the good halogen, fluoride's the bad halogen.
[1:19:30.480 --> 1:19:33.480]  And people told me about it for years and I didn't listen.
[1:19:33.480 --> 1:19:38.480]  And I'm so thankful that finally I listened to Dr. Grip like eight years ago.
[1:19:38.480 --> 1:19:42.480]  I started taking true iodine, atomic iodine.
[1:19:42.480 --> 1:19:48.480]  We've got it back in stock X2, 40% off right now at infowarstore.com.
[1:19:48.480 --> 1:19:51.480]  And I'm telling you folks, get it. It's amazing.
[1:19:51.480 --> 1:19:55.480]  Discover the benefits and it funds the info war a 360 win.
[1:19:55.480 --> 1:19:57.480]  You can't lose unless you don't take action.
[1:19:57.480 --> 1:20:04.480]  You're listening to the Alex Jones show.
[1:20:10.480 --> 1:20:13.480]  Waging war on corruption.
[1:20:13.480 --> 1:20:19.480]  It's Alex Jones coming to you live from the front lines of the info war.
[1:20:19.480 --> 1:20:28.480]  China was under attack for five years before World War II started.
