[00:00:17.441 --> 00:00:18.583]  Things are bad.
[02:08:08.118 --> 02:08:11.241]  Absolute degenerate scumbags!
[02:08:11.241 --> 02:08:20.767]  And I think, you know, you also saw this weekend, I think it was in Vancouver, Washington, a bunch of people got together and just defended City Hall.
[02:08:20.767 --> 02:08:24.270]  They weren't Proud Boys, they weren't Patriot Prayer, they were just regular Joes.
[02:08:24.270 --> 02:08:29.794]  I think that we're starting to see a movement now where people are saying, I'm mad as hell and I'm not going to take it anymore.
[02:08:31.360 --> 02:08:34.182]  What do you make of Jorge Masvidal saying he likes what you guys are doing?
[02:08:34.182 --> 02:08:35.402]  He's ready to come out there and join you.
[02:08:35.402 --> 02:08:39.144]  I think the men are starting to see this and say, we can't put up with this.
[02:08:39.144 --> 02:08:45.788]  Well, he's in South Florida, so he needs to contact me.
[02:08:45.788 --> 02:08:46.188]  Absolutely.
[02:08:46.188 --> 02:08:47.829]  He needs to come to Georgia tomorrow.
[02:08:47.829 --> 02:08:48.590]  But keep going.
[02:08:48.590 --> 02:08:50.070]  What do you think of that, Enrique?
[02:08:50.070 --> 02:08:53.813]  Alexis de Tocqueville said... Go ahead.
[02:08:53.813 --> 02:08:54.313]  Go ahead, Gav.
[02:08:54.313 --> 02:08:54.593]  Go ahead.
[02:08:55.805 --> 02:09:04.715]  Alexis de Tocqueville said democracy is slow and sluggish and inefficient, but once the wheels start turning, nothing can stop it.
[02:09:04.715 --> 02:09:10.080]  And I think we're at that point in Indiana Jones where he takes the sand off and that boulder starts rolling.
[02:09:10.080 --> 02:09:14.625]  Now the mega boulder is rolling and you better get out of the way or you're going to get crushed.
[02:09:14.625 --> 02:09:15.366]  Yeah, but I'm not.
[02:09:15.586 --> 02:09:18.047]  I'm not an optimist, I'm a realist, and I agree with you.
[02:09:18.047 --> 02:09:19.508]  I can feel the wheels have been triggered.
[02:09:19.508 --> 02:09:22.430]  I feel it now, and I've never felt this much energy.
[02:09:22.430 --> 02:09:24.311]  But let's talk about that.
[02:09:24.311 --> 02:09:25.532]  The wheels are rolling.
[02:09:25.532 --> 02:09:28.473]  Gavin McGinnis and Ricky Attario, I'll get some final comments from him.
[02:09:28.473 --> 02:09:29.954]  Gavin will roll with us two more segments.
[02:09:29.954 --> 02:09:31.795]  Owen Schroer is coming in studio.
[02:09:31.795 --> 02:09:33.616]  And we've got so much more coming up today.
[02:09:33.616 --> 02:09:36.158]  I'll host part of the third hour, fourth hour.
[02:09:36.158 --> 02:09:40.180]  And then we've got the Great War Room coming up with Owen Schroer.
[02:09:40.180 --> 02:09:40.660]  Incredible.
[02:09:40.660 --> 02:09:43.602]  And I'm back on an airplane to Georgia to stop the steal.
[02:09:55.632 --> 02:09:59.914]  Now it's easier than ever to have Band.Video on your iPhone.
[02:09:59.914 --> 02:10:03.416]  Simply go to Band.Video with your Safari browser.
[02:10:03.416 --> 02:10:06.678]  Then you click the Share button at the bottom of the screen.
[02:10:06.678 --> 02:10:10.220]  When the menu comes up, you simply click Add to Home Screen.
[02:10:10.220 --> 02:10:12.481]  It will then ask you to name the app.
[02:10:12.481 --> 02:10:13.882]  I suggest Band.Video.
[02:10:14.562 --> 02:10:20.026]  You will now have BAN.VIDEO app on your home screen, despite the fact that Tim Cook tried to stop it.
[02:10:20.026 --> 02:10:28.511]  The globalists think you're lazy, but by taking a little bit of action, you can override them, have the app, and then tell others about it so they can get the app.
[02:10:28.511 --> 02:10:35.215]  So it's up to you whether you want to defy big tech and click the share buttons below on your email, on Facebook, on Twitter, on YouTube.
[02:10:35.215 --> 02:10:38.017]  However you want, be sure and share BAN.VIDEO.
[02:10:44.426 --> 02:10:47.009]  Alex Jones here with an important message to all of our listeners and viewers.
[02:10:47.009 --> 02:10:48.410]  I want to thank you for your support over the years.
[02:10:48.410 --> 02:10:50.953]  I want to thank you for having skin in the game.
[02:10:50.953 --> 02:10:54.276]  And no one has had more skin in the game than our president.
[02:10:54.276 --> 02:10:55.297]  And he needs our prayers.
[02:10:55.297 --> 02:10:56.238]  He needs our support.
[02:10:56.238 --> 02:10:58.080]  He is the president.
[02:10:58.080 --> 02:10:59.842]  Secretary of State Pompeo understands.
[02:10:59.842 --> 02:11:05.488]  That's why he said yesterday there will be a smooth transition from this Trump administration into the next.
[02:11:05.868 --> 02:11:06.068]  I think?
[02:11:26.980 --> 02:11:28.821]  Keep calling Biden president-elect.
[02:11:28.821 --> 02:11:29.121]  He's not.
[02:11:29.121 --> 02:11:34.985]  The president has to concede and or all of the states have to certify the vote, which hasn't happened yet.
[02:11:34.985 --> 02:11:39.248]  And then you have to have the electors seek who is going to be the president.
[02:11:39.248 --> 02:11:41.369]  And this may be a dispute that goes back to the states.
[02:11:41.369 --> 02:11:47.573]  That's why it's in the Constitution and the Constitution is kicking in.
[02:11:47.573 --> 02:11:50.235]  You're listening to the Alex Jones Show.
[02:12:06.986 --> 02:12:11.067]  You're listening to an InfoWars.com Frontline Report.
[02:12:11.067 --> 02:12:12.568]  It's Alex Jones.
[02:12:24.992 --> 02:12:26.493]  We're at Infowars.com.
[02:12:26.493 --> 02:12:27.614]  We're at Band.Video.
[02:12:27.614 --> 02:12:29.436]  We have record audiences right now.
[02:12:29.436 --> 02:12:30.457]  It's huge.
[02:12:30.457 --> 02:12:35.941]  Just like Gavin McGinnis has been banned most places for founding the Proud Boys and Vice TV they took over.
[02:12:35.941 --> 02:12:37.623]  Censored.TV.
[02:12:37.623 --> 02:12:38.624]  Bunch of great shows.
[02:12:38.624 --> 02:12:39.845]  Amazing job.
[02:12:39.845 --> 02:12:45.370]  Censored.TV with Gavin McGinnis, Enrique Tarrio, head of the Proud Boys is here, founder Gavin McGinnis here.
[02:12:45.370 --> 02:12:45.670]  Gavin!
[02:12:47.304 --> 02:12:48.785]  I got a lot of questions for you.
[02:12:48.785 --> 02:12:52.747]  Before I get to what happens if they're able to steal it from Trump, what comes next?
[02:12:52.747 --> 02:12:54.268]  What do you predict with Biden?
[02:12:54.268 --> 02:12:57.150]  How do we fight now to stop it?
[02:12:57.150 --> 02:12:59.431]  What would you call this historical time we're in right now?
[02:12:59.431 --> 02:13:02.073]  Because you gave a great answer, it's totally true.
[02:13:02.073 --> 02:13:08.077]  Proud Boys, American pride on display, unity, beautiful, versus a bunch of meth heads attacking women and children.
[02:13:08.077 --> 02:13:10.218]  But what would you call this current historical time we're in, Gavin?
[02:13:11.621 --> 02:13:15.145]  I would call it a 90 degree turn in American history.
[02:13:15.145 --> 02:13:18.548]  If we mess this up, there's no turning back.
[02:13:18.548 --> 02:13:27.698]  If we get four more years of Trump, we permanently drain the swamp, we solidify the Supreme Court forever, we get the gynos out of there, the rhinos out of there.
[02:13:27.698 --> 02:13:29.300]  I meant to say rhinos.
[02:13:30.401 --> 02:13:34.646]  And eventually we solidify what America can be.
[02:13:34.646 --> 02:13:43.756]  If we don't get that, we go on an irrevocable course of corruption, of China taking over our dollar.
[02:13:43.756 --> 02:13:45.638]  We get permanently in debt.
[02:13:45.638 --> 02:13:49.222]  We refill the swamp permanently.
[02:13:49.942 --> 02:13:51.764]  And they've already done it with this election.
[02:13:51.764 --> 02:13:54.005]  They've had unprecedented cheating.
[02:13:54.005 --> 02:13:57.427]  The radical left is designing the software.
[02:13:57.427 --> 02:14:01.510]  We've got George Soros' buddy making the machines.
[02:14:01.510 --> 02:14:04.032]  And then we have Biden saying, I like mail-in voting.
[02:14:04.032 --> 02:14:05.633]  Let's do it next time.
[02:14:05.633 --> 02:14:07.954]  That's a precedent being set right there.
[02:14:07.954 --> 02:14:12.878]  So we have to fight back and not allow the Astros to get the World Series.
[02:14:12.878 --> 02:14:14.579]  Sorry, guys, you cheated.
[02:14:14.579 --> 02:14:16.020]  You don't deserve the trophy.
[02:14:18.416 --> 02:14:28.812]  What if, God forbid, because there's clear fraud, it's overwhelming, they just certified that Newsom had illegal voting and shouldn't have ordered the ballots, but they're just moving ahead with certification.
[02:14:28.812 --> 02:14:33.179]  What would the left's self-destruction of America look like, Gavin?
[02:14:35.183 --> 02:14:38.626]  It would look like Obama's presidency, but a lot worse.
[02:14:38.626 --> 02:14:40.688]  All of this radical AOC stuff.
[02:14:40.688 --> 02:14:43.350]  The Goon Squad would become mainstream.
[02:14:43.350 --> 02:14:45.191]  All of their insane politics.
[02:14:45.191 --> 02:14:46.192]  Green New Deal.
[02:14:46.192 --> 02:14:50.455]  We're back with Paris in the climate change BS.
[02:14:50.455 --> 02:14:52.157]  We've got open borders.
[02:14:52.157 --> 02:14:53.978]  We would just chip away at America.
[02:14:53.978 --> 02:14:57.321]  Like before Trump, Antifa was known as radical.
[02:14:57.321 --> 02:15:00.984]  Now you have the President of the United States elect, whatever the hell that means,
[02:15:01.364 --> 02:15:02.965]  Saying, no, it's just an idea.
[02:15:02.965 --> 02:15:04.386]  Antifa is just an idea.
[02:15:04.386 --> 02:15:08.589]  In other words, the radical left is normal and mainstream.
[02:15:08.589 --> 02:15:18.516]  And once they get their way, we have basically, we're going to become Pakistan in the sense that radical Islam is never satisfied and the radical left is never satisfied.
[02:15:18.516 --> 02:15:20.697]  You can't appease them.
[02:15:20.697 --> 02:15:22.158]  No taxes are big enough.
[02:15:22.158 --> 02:15:23.939]  No borders are open enough.
[02:15:23.939 --> 02:15:27.382]  They just keep pushing and pushing it until they've destroyed the place.
[02:15:27.382 --> 02:15:29.663]  And then they go, well, you should have given me more money.
[02:15:29.663 --> 02:15:31.044]  I needed more programs.
[02:15:32.845 --> 02:15:38.309]  I want to ask you both, but first Enrique Tarrio, again the current head of Proud Boys.
[02:15:38.309 --> 02:15:40.391]  What do we do to make sure this fraud doesn't happen?
[02:15:40.391 --> 02:15:42.252]  I'm going to Georgia tomorrow.
[02:15:42.252 --> 02:15:44.233]  That's where they're trying to do a fraudulent certification.
[02:15:44.233 --> 02:15:46.495]  The governor from the payroll, the Clintons.
[02:15:46.495 --> 02:15:49.557]  We need him to order the legislature to have an emergency session.
[02:15:49.557 --> 02:15:51.198]  They want it, but the governor's got to call it.
[02:15:51.198 --> 02:15:56.462]  What do we do?
[02:15:56.462 --> 02:15:57.923]  Hey Enrique, hit your mute button again.
[02:16:00.440 --> 02:16:02.782]  I'll be joining you tomorrow in Georgia.
[02:16:02.782 --> 02:16:03.443]  I'll be there.
[02:16:03.443 --> 02:16:13.092]  But the way that we solve this is as we get off our phones and get off our asses and get out there and do what we did this weekend.
[02:16:13.092 --> 02:16:14.012]  Show our numbers.
[02:16:14.012 --> 02:16:15.994]  Show our anger for this.
[02:16:15.994 --> 02:16:19.157]  Because this is too radical past for the country.
[02:16:19.157 --> 02:16:21.359]  Like Gavin said, this is going to be permanent.
[02:16:22.046 --> 02:16:23.567]  One of these choices is going to be permanent.
[02:16:23.567 --> 02:16:26.510]  I mean, I'm not going to tell you that we're going to be like, OK, well, you know what?
[02:16:26.510 --> 02:16:27.911]  We're calling it quits.
[02:16:27.911 --> 02:16:30.493]  You know, we're going to keep fighting no matter what.
[02:16:30.493 --> 02:16:33.835]  But we need we need everybody all hands on deck.
[02:16:33.835 --> 02:16:39.780]  Everything that we're making America great again, it can't be done from from your couch.
[02:16:39.780 --> 02:16:40.541]  OK.
[02:16:40.541 --> 02:16:42.542]  And we showed that this weekend.
[02:16:42.542 --> 02:16:43.503]  We need to keep showing it.
[02:16:43.503 --> 02:16:44.824]  You guys need to go to Atlanta.
[02:16:44.824 --> 02:16:46.505]  You to keep going to Phoenix.
[02:16:46.505 --> 02:16:50.869]  You guys need to keep going to Wisconsin, Michigan and all these.
[02:16:51.738 --> 02:16:55.849]  These states that there has been fraud.
[02:16:55.849 --> 02:16:57.133]  I've never seen 90% turnout rate.
[02:16:59.122 --> 02:17:03.863]  And like we saw in Wisconsin, when they're historic, it's 63% average.
[02:17:03.863 --> 02:17:05.523]  Well, that's the good news and the bad news.
[02:17:05.523 --> 02:17:07.524]  There was a historic landslide for Trump.
[02:17:07.524 --> 02:17:08.544]  All the real metrics showed it.
[02:17:08.544 --> 02:17:10.004]  They engaged a fraud to hide that.
[02:17:10.004 --> 02:17:11.084]  They're really scared.
[02:17:11.084 --> 02:17:12.364]  They don't have the support of the people.
[02:17:12.364 --> 02:17:13.685]  Enrique, we love you.
[02:17:13.685 --> 02:17:16.205]  We'll see you in Georgia.
[02:17:16.205 --> 02:17:17.145]  I'll get there tomorrow night.
[02:17:17.145 --> 02:17:18.566]  Then we'll be doing this on Wednesday.
[02:17:18.566 --> 02:17:24.767]  They're trying to certify on Thursday with everybody to go there to surround the governor's mansion and make a huge issue and demand this now.
[02:17:24.767 --> 02:17:26.127]  How do people, again, find Proud Boys?
[02:17:27.519 --> 02:17:31.780]  You could find us on Parler at The Proud Boys on Parler.
[02:17:31.780 --> 02:17:36.022]  You could find us at me at at Noble Lead on Parler.
[02:17:36.022 --> 02:17:39.843]  Also, you could also find us on Telegram at Proud Boys USA.
[02:17:39.843 --> 02:17:40.123]  All right.
[02:17:40.123 --> 02:17:40.603]  Thank you, sir.
[02:17:40.603 --> 02:17:41.784]  We really appreciate you.
[02:17:41.784 --> 02:17:43.044]  What a great job you're doing.
[02:17:43.044 --> 02:17:45.085]  And remember, folks, Big Tech blocks all these people.
[02:17:45.085 --> 02:17:45.765]  They block us.
[02:17:45.765 --> 02:17:48.686]  Word of mouth with Band.Video, with Censored.TV.
[02:17:48.686 --> 02:17:49.706]  That's how you overwrite them.
[02:17:49.706 --> 02:17:52.607]  Gavin, I got a thousand questions next segment.
[02:17:52.607 --> 02:17:53.807]  What's on your mind right now?
[02:17:53.807 --> 02:17:54.808]  Your main radar screen.
[02:17:54.808 --> 02:17:55.308]  Gavin McGinnis.
[02:17:56.161 --> 02:18:01.422]  I just want to say, like, Enrique was handed the Proud Boys when their name was Mud.
[02:18:01.422 --> 02:18:05.644]  He keeps getting bombarded with this BS Nazi crap, white supremacist crap.
[02:18:05.644 --> 02:18:08.864]  He lets it roll off his back like water off a duck's back.
[02:18:08.864 --> 02:18:10.965]  And then he does these rallies.
[02:18:10.965 --> 02:18:15.566]  Like, the Proud Boys have done three or four amazing rallies that went off without a hitch.
[02:18:15.566 --> 02:18:19.807]  They got permits, no danger, no violence, no stabbings.
[02:18:19.807 --> 02:18:22.168]  I mean, what he's done with that men's club is
[02:18:22.789 --> 02:18:25.077]  Greater than my wildest hopes and dreams.
[02:18:25.077 --> 02:18:26.120]  I'm so impressed by him.
[02:18:26.120 --> 02:18:27.264]  I agree.
[02:18:27.264 --> 02:18:28.227]  He's a great leader, isn't he?
[02:18:28.227 --> 02:18:28.568]  Good leader.
[02:18:30.040 --> 02:18:30.640]  Yes.
[02:18:30.640 --> 02:18:31.501]  And that's what we need.
[02:18:31.501 --> 02:18:32.801]  And you too!
[02:18:32.801 --> 02:18:37.983]  It was the Infowars convoy going up the East Coast that got all this hype going.
[02:18:37.983 --> 02:18:42.444]  And that's the kind of thing that sticks in a judge's craw when he's making decisions.
[02:18:42.444 --> 02:18:47.226]  Max and John are in prison right now as Proud Boys for the same fights that were going on the other night.
[02:18:47.226 --> 02:18:48.886]  They were protecting people.
[02:18:48.886 --> 02:18:53.568]  But because the left controlled the narrative, it was two Nazis were roaming the streets.
[02:18:53.568 --> 02:18:55.969]  We have to change the narrative and get the truth out there.
[02:18:55.969 --> 02:18:59.130]  And the way you do that is by taking to the streets like you and Enrique do.
[02:18:59.890 --> 02:19:01.692]  Absolutely, it's what it comes down to.
[02:19:01.692 --> 02:19:06.295]  And Antifa, again, are funded by George Soros.
[02:19:06.295 --> 02:19:07.076]  What about this, Kevin?
[02:19:07.076 --> 02:19:09.357]  We're going to break it up with other news with you.
[02:19:09.357 --> 02:19:10.858]  How about how they claim they're the resistance?
[02:19:10.858 --> 02:19:13.821]  They got all the banks, all the media, all the big tech.
[02:19:13.821 --> 02:19:15.422]  Hollywood is on their side.
[02:19:15.422 --> 02:19:19.685]  The police are usually in a leftist area standing down and they call themselves the resistance.
[02:19:19.685 --> 02:19:23.167]  And online are always whining about how the right wing's beating them up.
[02:19:23.167 --> 02:19:24.568]  It's all BS.
[02:19:24.568 --> 02:19:26.290]  It's a bunch of rich trust fund kids.
[02:19:27.816 --> 02:19:32.161]  They are the majority, and they use the media like a PR firm.
[02:19:32.161 --> 02:19:38.268]  Anything, even this weekend, they were saying Nazi Proud Boys were out there stabbing people.
[02:19:38.268 --> 02:19:43.975]  They always accuse us of exactly what they're doing, and the media says, yes, I'll take this ball and run with it.
[02:19:44.815 --> 02:20:04.150]  When Enrique went out with his friend Bevelyn, they're walking home, they see a kid getting murdered, they intervene, the black woman gets stabbed, and this one guy, Chris Carlos, Will Carlos, does an article in USA Today saying, the way the police responded to that stabbing attack shows how the police give Proud Boys preferential treatment.
[02:20:04.150 --> 02:20:05.411]  You're like, what?
[02:20:05.411 --> 02:20:06.552]  A woman was stabbed!
[02:20:07.168 --> 02:20:11.170]  She's in the hospital for five days, and that's the media's takeaway?
[02:20:11.170 --> 02:20:25.499]  We need to fight back against our enemies, and our enemies are the teachers brainwashing our kids, the media, the top brass all over this country, the elites are destroying America on purpose because they want to rebuild it in their own image.
[02:20:26.299 --> 02:20:26.760]  That's right.
[02:20:26.760 --> 02:20:28.100]  And now the Great Reset.
[02:20:28.100 --> 02:20:29.421]  They've come out and announced.
[02:20:29.421 --> 02:20:30.622]  Oh, we're doing this on purpose.
[02:20:30.622 --> 02:20:32.643]  We're using COVID to shut everything down.
[02:20:32.643 --> 02:20:33.704]  Gavin McGinnis is our guest.
[02:20:33.704 --> 02:20:34.084]  Stay with us.
[02:20:34.084 --> 02:20:39.388]  We'll talk about the Great Reset and how Trump's COVID response guy says it's time to revolt.
[02:20:39.388 --> 02:20:39.788]  Stay with us.
[02:20:42.150 --> 02:20:43.331]  Remember Hillary Clinton?
[02:20:43.331 --> 02:20:44.252]  Remember Pelosi?
[02:20:44.252 --> 02:20:45.213]  Remember Bill Clinton?
[02:20:45.213 --> 02:20:46.615]  Remember Obama?
[02:20:46.615 --> 02:20:51.419]  All of them said we are not going to concede if there's a red mirage.
[02:20:51.419 --> 02:20:55.323]  We believe it's going to look like Trump's going to win in a landslide if they have the internal polls.
[02:20:55.323 --> 02:20:56.544]  And indeed, Trump won.
[02:20:57.305 --> 02:21:00.147]  Most of the states he won last time by an even bigger margin.
[02:21:00.147 --> 02:21:06.693]  And when he was set to win the other ones, they froze the seven states on election night.
[02:21:06.693 --> 02:21:09.235]  And then they brought in all of the reserve ballots they had.
[02:21:09.235 --> 02:21:10.156]  This is completely transparent.
[02:21:10.156 --> 02:21:13.258]  So when they say that he is president-elect, he's not.
[02:21:13.258 --> 02:21:14.179]  Trump has not conceded.
[02:21:14.179 --> 02:21:16.281]  None of the states have certified the vote.
[02:21:16.281 --> 02:21:18.483]  And now all these investigations have been opened up.
[02:21:18.483 --> 02:21:24.087]  And avalanches, mountains, oceans of election fraud has come out and already been documented.
[02:21:24.087 --> 02:21:24.688]  And in Georgia,
[02:21:25.408 --> 02:21:27.909]  Officials are on record saying we've already found fraud.
[02:21:27.909 --> 02:21:30.171]  So ladies and gentlemen, the fix is in.
[02:21:30.171 --> 02:21:34.113]  They've run bigger and bigger hoaxes every time, because the last hoax failed.
[02:21:34.113 --> 02:21:38.255]  But now, this is the mother of all hoaxes, and if they get away with this, it's the end of America.
[02:21:38.255 --> 02:21:40.416]  As we know it, we will beat Venezuela.
[02:21:40.416 --> 02:21:41.197]  InfoWars.com
[02:21:41.997 --> 02:21:44.478]  America is in crisis.
[02:21:44.478 --> 02:21:49.321]  Emergency lockdown 2 is coming under Biden.
[02:21:49.321 --> 02:21:55.584]  Support InfoWars to fight against total economic collapse and Biden's martial law disguised as lockdown 2.
[02:21:55.584 --> 02:22:04.148]  Up to 60% off, plus free shipping and triple Patriot points and more at InfoWarsStore.com, DNA Force, plus Alpha Power back in stock.
[02:22:04.508 --> 02:22:13.395]  Body's Ultimate Turmeric Formula, Ultra 12, Vitamin Mineral Fusion, Cava Chill, Super Metal Vitality, Super Female, and so many other amazing products.
[02:22:13.395 --> 02:22:17.679]  These are game-changing things that the globalists don't need to have.
[02:22:17.679 --> 02:22:22.723]  These are things that are absolutely elemental to what you and your body have to have to live.
[02:22:22.723 --> 02:22:27.087]  But regardless, buying these products from us funds the Info Wars, so it's a 360 win.
[02:22:27.287 --> 02:22:28.569]  I want to thank you all for your support.
[02:22:28.569 --> 02:22:30.452]  I want to ask you to redouble your efforts to spread the word.
[02:22:30.452 --> 02:22:35.158]  I want to ask you to buy the products at MidForestStore.com today, because without you, we won't be on the air.
[02:22:35.158 --> 02:22:36.340]  Again, I salute you and thank you all.
[02:22:36.340 --> 02:22:37.301]  The toll-free number is 888-253-3139.
[02:22:37.301 --> 02:22:39.164]  Please take action today in our emergency center.
[02:22:42.662 --> 02:22:44.943]  Talk about tomorrow's news today.
[02:22:44.943 --> 02:22:48.104]  This is all very transparent when you war game it out.
[02:22:48.104 --> 02:22:53.766]  Six months ago, InfoWars predicted that the mail-in ballots would be used to steal the election from Trump.
[02:22:53.766 --> 02:23:01.808]  They would simply pause the voting at night and then have an unlimited number that they had in reserve to bring forward in battleground states to secure the victory.
[02:23:01.808 --> 02:23:02.948]  And now that happened.
[02:23:02.948 --> 02:23:07.970]  Now what else did I predict a few months ago and again last week and again last night, all on record?
[02:23:07.970 --> 02:23:10.071]  That when Joe Biden was president-elect,
[02:23:10.851 --> 02:23:11.391]  We're good to go.
[02:23:45.219 --> 02:23:47.844]  You're listening to the Alex Jones Show!
[02:24:11.351 --> 02:24:13.056]  You want to stop tyranny?
[02:24:13.056 --> 02:24:14.700]  Well, so does he.
[02:24:14.700 --> 02:24:19.452]  Live from the InfoWars.com studios, it's Alex Jones.
[02:24:36.667 --> 02:24:38.508]  More power!
[02:25:08.075 --> 02:25:12.236]  I don't know, I'm sure you're right.
[02:25:12.236 --> 02:25:13.757]  Shotgun with me.
[02:25:13.757 --> 02:25:17.318]  15 minutes to the next hour, then the great Gerald Celente takes over.
[02:25:17.318 --> 02:25:18.578]  Owen is here.
[02:25:18.578 --> 02:25:20.419]  Gavin McGinnis, talk about a patriot.
[02:25:20.419 --> 02:25:21.819]  He's here as well.
[02:25:21.819 --> 02:25:27.321]  What do you make of the great reset, them admitting COVID-19 is to create this new depression where we all have a universal
[02:25:28.712 --> 02:25:37.696]  Income, we have the head of the EU saying it, the head of Davos saying it, the head of Canada saying it, Justin Trudeau, Gavin McGinnis.
[02:25:37.696 --> 02:25:42.178]  I mean, this is really their takeover and they're announcing martial law in all these states.
[02:25:42.178 --> 02:25:47.901]  But meanwhile, Trump COVID advisor, Dr. Atlas says the only way to stop this is people rise up.
[02:25:47.901 --> 02:25:49.942]  Where are we right now, Gavin McGinnis?
[02:25:49.942 --> 02:25:54.044]  I mean, even when the president's talking like this and he's trying to tell us something here, Gavin.
[02:25:55.629 --> 02:26:07.899]  When I saw Justin Trudeau talk about this being a great opportunity for a reset, it sounded like a Project Veritas video where he was caught on hidden camera saying exactly what the globalists think.
[02:26:07.899 --> 02:26:12.422]  I couldn't believe he said it publicly like that and just gave it all up.
[02:26:12.422 --> 02:26:15.565]  Like, it's not a conspiracy theory anymore, you just said it!
[02:26:16.085 --> 02:26:20.250]  It's profoundly disturbing and we do have to fight back about this.
[02:26:20.250 --> 02:26:21.992]  This is what the left has always wanted, by the way.
[02:26:21.992 --> 02:26:22.813]  They are communists.
[02:26:22.813 --> 02:26:30.442]  I remember Thomas Friedman, this is maybe 10 years ago now, with Obama, he said, I just wish we could make America China for
[02:26:30.862 --> 02:26:36.645]  For one year, and then we could complete all these programs we need to complete, and then we could go back to America.
[02:26:36.645 --> 02:26:39.206]  And of course, you know what would happen if he got his fantasy.
[02:26:39.206 --> 02:26:42.388]  We'd be China for one year, then two years, then three years.
[02:26:42.388 --> 02:26:45.989]  Just like when Castro took over Cuba and he said, I changed my mind about elections.
[02:26:45.989 --> 02:26:47.610]  We're not doing elections anymore.
[02:26:47.610 --> 02:26:49.991]  These people want to control us.
[02:26:49.991 --> 02:26:51.632]  And we want liberty.
[02:26:51.632 --> 02:26:53.593]  We want everyone to be free.
[02:26:53.593 --> 02:26:57.315]  And we're right at the cliff edge of losing that.
[02:26:57.315 --> 02:26:57.635]  Right now.
[02:26:58.473 --> 02:26:59.594]  I totally agree with you.
[02:26:59.594 --> 02:27:03.397]  Look, again, I have a million questions, Kevin, but what else is on your radar?
[02:27:03.397 --> 02:27:05.038]  What do you think Trump should be doing right now?
[02:27:05.038 --> 02:27:08.981]  I think he should be going to Georgia himself and banging on the governor's mansion.
[02:27:08.981 --> 02:27:13.425]  I think he should be leading the charge against the fraud, not just sitting back and letting the lawyers handle it.
[02:27:13.425 --> 02:27:14.846]  I think it's a major miscalculation.
[02:27:16.255 --> 02:27:17.156]  I agree.
[02:27:17.156 --> 02:27:21.620]  Everyone says he's got this big Trump card up his sleeve and he was just waiting.
[02:27:21.620 --> 02:27:24.962]  He's playing 4D chess and he's waiting to blow our minds.
[02:27:24.962 --> 02:27:26.724]  We're running out of time, dude.
[02:27:26.724 --> 02:27:33.169]  If you have something up your sleeve, time to pull it out because we're losing this country right now.
[02:27:33.169 --> 02:27:34.891]  This is more than just tweets where you say,
[02:27:35.311 --> 02:27:35.891]  And we do know that
[02:27:56.058 --> 02:27:58.121]  They certified all this voting illegally.
[02:27:58.121 --> 02:28:00.244]  We do know they let them do all this.
[02:28:00.244 --> 02:28:02.126]  We do know that they have all the witnesses of the fraud.
[02:28:02.126 --> 02:28:03.768]  We do know about the Dominion software.
[02:28:03.768 --> 02:28:04.710]  So we just need action.
[02:28:04.710 --> 02:28:08.455]  But notice the Justice Department is, let's just say, cash-traded.
[02:28:10.270 --> 02:28:12.951]  Yeah, and you know, I don't know who to blame.
[02:28:12.951 --> 02:28:20.055]  I mean, the DC police this weekend were funneling MAGA people through BLM where they knew there would be conflict.
[02:28:20.055 --> 02:28:22.196]  They were clearly told to do that.
[02:28:22.196 --> 02:28:25.518]  But why didn't Trump, you know, enforce Big Tech?
[02:28:25.518 --> 02:28:26.678]  Tucker brought up a great point.
[02:28:26.678 --> 02:28:35.243]  He said, this election has been stolen for the past four years via Big Tech controlling the American conversation and making it anti-Trump.
[02:28:36.264 --> 02:28:40.108]  So we go to parlor and now CNN is saying that's a threat to democracy.
[02:28:40.108 --> 02:28:43.312]  These people having open minds and being able to use free speech.
[02:28:43.312 --> 02:28:49.259]  By the way, Mark Geist did like a 10 minute video and I can't play it all, but we actually have a short clip of Skelter with a straight face.
[02:28:49.259 --> 02:28:52.403]  He goes, we can't let them have their own media.
[02:28:52.403 --> 02:28:54.185]  It'll hurt things in our democracy.
[02:28:54.525 --> 02:28:58.827]  And then Obama gives all these speeches saying, oh, there's a thousand channels now.
[02:28:58.827 --> 02:29:01.087]  So they're done censoring the Internet.
[02:29:01.087 --> 02:29:03.808]  Now they want to move on to Newsmax and OAN.
[02:29:03.808 --> 02:29:12.611]  I mean, this is so Cuban-esque, Venezuelan-esque, Stalin-esque, North Korean-esque, Communist China-esque, Gavin.
[02:29:12.611 --> 02:29:16.793]  Well, remember when CNN said, it's illegal for you to look at Hillary's emails.
[02:29:16.793 --> 02:29:18.253]  We are the arbiters of news.
[02:29:18.253 --> 02:29:21.214]  We'll look at them and we'll tell you which ones you need to see.
[02:29:21.214 --> 02:29:22.715]  CNN thinks they're Stalin.
[02:29:23.496 --> 02:29:25.097]  I don't know where they get that idea.
[02:29:25.097 --> 02:29:26.859]  They're dunces.
[02:29:26.859 --> 02:29:33.525]  Well, because they're like, no one likes us, so we better make them all not have shows, so we'll be popular again.
[02:29:33.525 --> 02:29:35.527]  Here's part of what Brian Stelter had to say.
[02:29:38.072 --> 02:29:44.197]  People are going more and more into their own echo chambers, more and more into their own bubbles, especially Trump voters.
