[00:00:17.922 --> 00:00:20.244]  It's Tuesday, July 6th.
[01:53:31.520 --> 01:53:35.202]  A lot of these sales in tomorrow, but the free shipping and stuff is extended through the weekend.
[01:53:35.202 --> 01:53:39.205]  Get your X2 at 40% off with free shipping while you still can.
[01:53:39.205 --> 01:53:40.466]  Infowarstore.com.
[01:53:45.154 --> 01:53:50.638]  The globalists are having their revolution, but free humanity has to have its revolution.
[01:53:50.638 --> 01:54:07.912]  We have to first recognize this anti-human takeovers trying to enslave the entire biological processes of humans and turn us into these artificial, corporate, controlled slaves.
[01:54:07.912 --> 01:54:11.535]  Worse than slaves, they're just property from cradle to grave of the system.
[01:54:12.691 --> 01:54:20.235]  Rendered down to be servile minions of a system and a ritual of dominance and satanic control.
[01:54:20.235 --> 01:54:30.259]  We have to recognize the Great Reset post-industrial world, which realizes a nightmare dystopia, and we have to promote liberty and freedom that is the opposite of their dystopia.
[01:54:30.259 --> 01:54:34.441]  It's that choice, it's that realization that's going to change the world.
[01:54:34.441 --> 01:54:36.622]  And it's the only choice we've got.
[01:54:36.622 --> 01:54:38.903]  Freedom or slavery, good or evil.
[01:54:38.903 --> 01:54:41.885]  It is a spiritual battle, and M4 is at the tip of the spear fighting it.
[01:54:44.151 --> 01:54:45.712]  Gerald in South Carolina.
[01:54:45.712 --> 01:54:46.452]  Go ahead, you're on the air.
[01:54:46.452 --> 01:54:47.212]  Trying to move quicker.
[01:54:47.212 --> 01:54:48.053]  Hey, Alex.
[01:54:48.053 --> 01:54:48.473]  Welcome.
[01:54:48.473 --> 01:54:53.635]  Would like to say, first off, thanks for being the voice of reason in amongst all this stupidity.
[01:54:53.635 --> 01:54:57.016]  Wanted to warn people, I've been trying to get ahold of you for a year, okay?
[01:54:57.016 --> 01:55:03.479]  I'm a double amputee and I have bacteria infection on my lung that'll never go away.
[01:55:03.479 --> 01:55:05.140]  Living Defense saved my life.
[01:55:05.140 --> 01:55:09.301]  They had me on antibiotics for two years that almost killed me.
[01:55:09.301 --> 01:55:10.742]  Living Defense brought me back.
[01:55:11.022 --> 01:55:16.543]  I wanted to just quote from the Bible Jesus' saying as to where we are right now.
[01:55:16.543 --> 01:55:17.343]  This is Matthew 24, verse 9.
[01:55:17.343 --> 01:55:19.384]  That's right where we're at, brother.
[01:55:35.407 --> 01:55:46.978]  And that's because God's name is on the founding of this country no matter what they say, and that's why the enemy hates it, because God created this country.
[01:55:46.978 --> 01:55:53.504]  You're listening to the Alex Jones Show.
[01:55:53.504 --> 01:55:56.867]  I could see for miles and miles.
[01:55:56.867 --> 01:55:58.949]  I could see for miles and miles.
[01:55:59.677 --> 01:56:14.605]  Ladies and gentlemen, we are back live, opening the phones up for first-time callers today on any subject you want to talk about, but the whole transgender invasion, the vaccines killing so many people, the attempts to make it forced in the military.
[01:56:14.605 --> 01:56:16.225]  How do we fight back against this?
[01:56:16.225 --> 01:56:19.607]  What are your pro-vaccine stories, your anti-vaccine stories?
[01:56:19.607 --> 01:56:20.968]  You agree, you disagree.
[01:56:20.968 --> 01:56:22.268]  Open phones.
[01:56:22.268 --> 01:56:23.749]  All we ask is a clean phone line.
[01:56:23.749 --> 01:56:23.889]  877-789-2539.
[01:56:23.889 --> 01:56:24.109]  877-789-Alex...
[01:56:29.855 --> 01:56:31.436]  877-789-2539.
[01:56:31.436 --> 01:56:34.397]  Your call's coming up next segment.
[01:56:34.397 --> 01:56:44.603]  But a very important report dealing with the New World Order's endgame, the final moves of the New World Order.
[01:56:44.603 --> 01:56:48.925]  One communist on the faculty of one university is one communist too many.
[01:56:48.925 --> 01:56:55.389]  Even if there were only one communist in the State Department, that would still be one communist too many.
[01:56:57.970 --> 01:57:03.856]  Dr. Henry Kissinger sits in on the talks that are animated, constructive, and frank.
[01:57:03.856 --> 01:57:10.643]  At the summit, face-to-face, two leaders who direct the destiny of one out of three persons on the earth.
[01:57:10.643 --> 01:57:14.987]  The gate to friendly contact, says Joe and Lye, has finally been opened.
[01:57:15.507 --> 01:57:22.913]  Former CIA Director John Brennan also revealing he was once a communist sympathizer during the Cold War, for crying out loud.
[01:57:22.913 --> 01:57:24.073]  Are you kidding me?
[01:57:24.073 --> 01:57:32.199]  I saw an article in 2003 where Comey was bragging that, yeah, I was a communist until I became whatever I am now.
[01:57:32.199 --> 01:57:33.180]  I never heard that.
[01:57:33.180 --> 01:57:34.341]  Comey the communist.
[01:57:34.341 --> 01:57:34.841]  How about it?
[01:57:34.841 --> 01:57:35.662]  Who knew that?
[01:57:35.662 --> 01:57:37.003]  That is amazing.
[01:57:37.003 --> 01:57:37.263]  Folks,
[01:57:37.896 --> 01:57:43.240]  We've got communists and globalists breathing down the neck of the United States.
[01:57:43.240 --> 01:57:46.002]  China threatened war against us in a huge speech today.
[01:57:46.002 --> 01:57:50.845]  The weapons technology has developed
[01:58:05.419 --> 01:58:19.586]  In such a manner, not only with the destructiveness of weapons, but with the artificial intelligence to unleash the full capabilities of either side on the other.
[01:58:19.586 --> 01:58:25.049]  Let's set it some basis for some cooperative action.
[01:58:25.049 --> 01:58:34.154]  The world will slide into a catastrophe comparable to World War I with the technology
[01:58:40.383 --> 01:58:51.416]  The analogy of the flame of liberty, you know, the people, half the people going to it, or I don't know, whatever the numbers are, the communists going towards the light of liberty, the torch... They're going to extinguish it!
[01:58:51.416 --> 01:58:52.697]  Exactly, they want to put it out.
[01:58:52.697 --> 01:58:53.418]  We're about to be under...
[01:58:53.618 --> 01:58:56.959]  Total communist takeover, re-education.
[01:58:56.959 --> 01:58:58.280]  That's their plan.
[01:58:58.280 --> 01:58:59.900]  They don't want to just take the U.S.
[01:58:59.900 --> 01:59:00.120]  over.
[01:59:00.120 --> 01:59:05.302]  They want to butcher it, chop it in pieces for maybe 80, 90 years, like the Russians.
[01:59:05.302 --> 01:59:08.123]  I mean, they want to break our spirit.
[01:59:08.123 --> 01:59:11.925]  Out of these troubled times, our fifth objective.
[01:59:11.925 --> 01:59:15.286]  A new world order can emerge.
[01:59:15.286 --> 01:59:17.087]  A new world order.
[01:59:17.087 --> 01:59:20.548]  A world where the rule of law, not the law of the jungle,
[01:59:21.247 --> 01:59:23.708]  Governs the conduct of nations.
[01:59:23.708 --> 01:59:27.670]  A world in which there is the very real prospect of a new world order.
[01:59:27.670 --> 01:59:34.072]  Defense Secretary Dick Cheney has approved a revised draft of a policy document on the new world order.
[01:59:34.072 --> 01:59:42.916]  This would be the time because you really need to bring China into the creation of a new world order.
[01:59:43.456 --> 01:59:46.960]  You know, I don't like to think in terms of opportunities at this point.
[01:59:46.960 --> 01:59:51.504]  I would put it, at least in my area, more in terms of the biggest challenge that we face.
[01:59:51.504 --> 02:00:00.433]  And we are in the midst of one of the historic global transformations that is going to eventually lead to a new world order.
[02:00:00.433 --> 02:00:04.817]  The affirmative task we have now is to actually
[02:00:05.778 --> 02:00:10.844]  The juxtaposition of this with Hunter Biden is extraordinary.
[02:00:10.844 --> 02:00:12.065]  Hunter Biden still has a $200 million stake.
[02:00:27.599 --> 02:00:34.801]  We need to really understand this could be the last July 4th ever in this country.
[02:00:34.801 --> 02:00:37.081]  In fact, you could say last year was.
[02:00:37.081 --> 02:00:39.162]  We really are a conquered nation.
[02:00:39.162 --> 02:00:43.803]  If we're not honest with ourselves about how much trouble we're in, we have no hope.
[02:00:43.803 --> 02:00:47.623]  So I'm just asking listeners to realize that this is the moment of truth.
[02:00:47.623 --> 02:00:51.444]  Because if people realize this is a globalist takeover at every level and reject it,
[02:00:52.398 --> 02:01:03.214]  Well, all the big box stores are making record profits, so is Amazon, because they designed the global shutdown to destroy small and medium-sized businesses.
[02:01:03.214 --> 02:01:06.359]  And it is wreaking havoc in the supply chain.
[02:01:07.658 --> 02:01:22.305]  Thousands and thousands of small companies have completely shut down and others are struggling to stay open because they can't get raw materials, whether it's for food, whether it's for medicine, whether it's for supplements, whether it's for textiles, whatever the product is.
[02:01:23.085 --> 02:01:24.146]  You see it in the news.
[02:01:24.146 --> 02:01:29.911]  It is record-level supply chain breakdowns because the globalists shut down the world economy for more than a year.
[02:01:29.911 --> 02:01:32.053]  And now they're trying to bring the shutdown back again.
[02:01:32.053 --> 02:01:36.877]  In fact, in areas like India and areas of Africa, the shutdown is ongoing.
[02:01:36.877 --> 02:01:39.819]  It's killing those people in massive numbers.
[02:01:39.819 --> 02:01:45.444]  So, InfoWars doesn't have a lot of our best-selling products anymore for six, seven, eight months because of this.
[02:01:45.444 --> 02:01:51.509]  So, to make up a shortfall, please buy t-shirts, books, films, things like that at InfoWarsTour.com, and please try to keep us on the air.
[02:02:00.370 --> 02:02:02.331]  Gin and sake do not mix.
[02:02:02.331 --> 02:02:03.391]  That's a pun.
[02:02:03.391 --> 02:02:07.393]  Who has the name of liquor or alcohol in both first and last names?
[02:02:27.031 --> 02:02:29.573]  It'd be like if your name was Willie Johnson or something.
[02:02:29.573 --> 02:02:34.177]  It's kind of cute, it's kind of funny in that case, but I mean with her, Jen Psaki!
[02:02:34.177 --> 02:02:41.183]  I think her parents were engaged in a joke, but she doesn't look too, she doesn't look too happy about that in the world she lives in.
[02:02:41.183 --> 02:02:44.866]  She's got a tough job gaslighting the American people, the people of the world.
[02:02:44.866 --> 02:02:54.734]  So I was just about to come to this segment and open the phones up and go to your calls and talk about communism and how the globalist big megabanks are using communism
[02:02:56.585 --> 02:03:00.066]  As their operating system.
[02:03:00.066 --> 02:03:01.586]  And that's really how it's always been.
[02:03:01.586 --> 02:03:15.429]  I remember, like, 15 years ago, the head of the Communist Party in China, right before he stepped down and Xi Jinping took over, said, China is the ultimate example of capitalism and communism merging.
[02:03:15.429 --> 02:03:20.030]  And that our communist experiment is the ultimate form of capitalism.
[02:03:20.030 --> 02:03:21.211]  People said, that doesn't make sense.
[02:03:21.211 --> 02:03:23.051]  But then, remember Obama, before he left office,
[02:03:24.477 --> 02:03:32.659]  Five years ago, did a big tour in Latin America, in Chile, and a bunch of places, he gave the same speech to graduate students.
[02:03:32.659 --> 02:03:37.901]  One of the law school, gotta pull this up, because he said it in English, we played it many times years ago.
[02:03:37.901 --> 02:03:50.705]  He said, oh listen, we need a communist country like China that works with multinational corporations that are capitalist, and that's the system we're building where one country's communist, and then one country's capitalist, and then they work together.
[02:03:50.705 --> 02:03:54.146]  Which means you're slaves in one country, we exploit you out over here.
[02:03:55.791 --> 02:03:59.276]  Now, when he went to Africa the same year, he didn't give him that speech.
[02:03:59.276 --> 02:04:03.483]  He said, you can't have cars or air conditioning or the Earth's gonna burn up.
[02:04:04.071 --> 02:04:19.361]  Even though they've got totally clean cars and air conditioning now, and it's been proven the Earth was starved for carbon until the Industrial Revolution, and then the temperature did go up a few degrees, a new ice age was due, and now it's already trending towards flattening out now, but it doesn't matter.
[02:04:19.361 --> 02:04:26.665]  Carbon dioxide and trace gas like oxygen, they're both very, very low and have been much higher in the planet's history.
[02:04:26.665 --> 02:04:30.688]  That's why plants and animals used to be bigger, because there was more oxygen, more carbon dioxide.
[02:04:32.682 --> 02:04:34.363]  By the way, that's mainline science.
[02:04:34.363 --> 02:04:38.147]  They don't want you to know that.
[02:04:38.147 --> 02:04:48.976]  And so just while I was about to come on and play, one of the health minister spokespersons in the UK, who's an avowed communist, when Comey's a communist, he admits it.
[02:04:48.976 --> 02:04:51.057]  Do you know he's in the Communist Party?
[02:04:51.057 --> 02:04:53.379]  James Comey.
[02:04:53.379 --> 02:04:55.621]  Brennan, member of the Communist Party.
[02:04:55.621 --> 02:05:00.125]  Because you didn't get into government in the 60s and 70s and things if you weren't a communist by that point.
[02:05:02.452 --> 02:05:22.665]  I know a lot of people, folks, who had family that had done a good job at the State Department and other areas, but because they were conservative, by the time they were in the 80s and 90s and they tried to get jobs, even though they had straight A's, didn't matter if it was from Yale, Harvard, Vanderbilt, where it was, they couldn't get a job because, well, you come from conservatives.
[02:05:22.665 --> 02:05:23.946]  We're done with you.
[02:05:25.296 --> 02:05:27.037]  The folks that actually built the country.
[02:05:27.037 --> 02:05:28.617]  We want John Brennan.
[02:05:28.617 --> 02:05:30.358]  We want James Comey.
[02:05:30.358 --> 02:05:33.319]  We want people that say they're communist.
[02:05:33.319 --> 02:05:34.679]  John Bowne did an excellent report on it.
[02:05:34.679 --> 02:05:35.499]  We just aired.
[02:05:35.499 --> 02:05:37.020]  Some stations just joined us.
[02:05:37.020 --> 02:05:38.180]  Everybody should go check it out.
[02:05:38.180 --> 02:05:38.981]  It's at Bandock Video.
[02:05:38.981 --> 02:05:42.682]  In fact, I'm going to ask that it's posted in the live show feed today.
[02:05:42.682 --> 02:05:45.623]  We always have a headline for the show every day.
[02:05:45.623 --> 02:05:46.543]  And we can put that headline up.
[02:05:46.543 --> 02:05:48.524]  I want to read that to folks here in a moment.
[02:05:48.524 --> 02:05:53.125]  But the final moves of the New World Order.
[02:05:53.125 --> 02:05:53.986]  John Bowne.
[02:05:53.986 --> 02:05:54.726]  Four-minute report.
[02:05:56.497 --> 02:06:03.860]  164,000 views, and it absolutely needs to get out.
[02:06:03.860 --> 02:06:07.521]  The final moves of the New World Order.
[02:06:07.521 --> 02:06:14.604]  And again, if you go to the front page of InfoWars.com, and you see today's live show feed, I'm going to have it added into that.
[02:06:14.604 --> 02:06:19.986]  Every day we give the live show a particular name of the broadcast.
[02:06:19.986 --> 02:06:20.986]  And again, it's very easy.
[02:06:20.986 --> 02:06:23.927]  I'll just go there myself, and I'll pull it up for you.
[02:06:25.106 --> 02:06:29.928]  Tuesday live, Tucker Carlson is not the new Alex Jones.
[02:06:29.928 --> 02:06:35.469]  The world is simply waking up and seeing the same thing as Jones.
[02:06:35.469 --> 02:06:47.713]  There's been a huge battle on Twitter, Instagram, everywhere, where people are defending me, people are attacking me, and we just keep winning the debates because what we actually say is one thing versus what the corporate media says we're saying.
[02:06:47.713 --> 02:06:51.714]  But, let me get back to where I was, I'm digressing.
[02:06:51.714 --> 02:06:53.995]  I was about to play this British health minister,
[02:06:57.088 --> 02:07:01.790]  When they ask, well do you like permanent lockdowns and permanent masks because you're an authoritarian communist?
[02:07:01.790 --> 02:07:04.472]  She says, how dare you question the science!
[02:07:04.472 --> 02:07:05.712]  I am a scientist!
[02:07:05.712 --> 02:07:07.774]  My party affiliation means nothing!
[02:07:07.774 --> 02:07:09.494]  When that's a sick joke!
[02:07:09.494 --> 02:07:13.797]  The whole EU got made up with former communist bureaucrats.
[02:07:13.797 --> 02:07:17.579]  This is a communist authoritarian takeover by mega banks that are tax exempt.
[02:07:17.579 --> 02:07:20.120]  Remember what Charlie Munger?
[02:07:20.120 --> 02:07:22.121]  Business partners with Bill Gates and Warren Buffett?
[02:07:22.941 --> 02:07:24.781]  Bill Gates' personal lawyer?
[02:07:24.781 --> 02:07:27.462]  Another eugenicist said, he said, I love Communist China!
[02:07:27.462 --> 02:07:29.802]  I want to be like them!
[02:07:29.802 --> 02:07:30.742]  Justin Trudeau!
[02:07:30.742 --> 02:07:32.023]  I love Communist China!
[02:07:32.023 --> 02:07:33.743]  I want to be a dictator like Xi Jinping!
[02:07:33.743 --> 02:07:38.104]  These are real quotes!
[02:07:38.104 --> 02:07:40.404]  Oh, you want me to play them again?
[02:07:40.404 --> 02:07:45.185]  In fact, we'll take some calls next segment.
[02:07:45.185 --> 02:07:45.365]  877-789-2539.
[02:07:45.365 --> 02:07:46.105]  877-789-Alex.
[02:07:46.105 --> 02:07:50.946]  But, at the bottom of the hour, I'll play Charlie Munger for you again, and then I'll play
[02:07:52.176 --> 02:07:53.898]  Trudeau for you, because we're not making any of this up.
[02:07:53.898 --> 02:07:54.919]  You know, that's the difference.
[02:07:54.919 --> 02:08:00.544]  When Brian Stelter calls me a white supremacist, he doesn't show where I say whites should be supreme over everybody.
[02:08:00.544 --> 02:08:01.905]  He doesn't have it.
[02:08:01.905 --> 02:08:09.232]  But when I tell you that Fiona Hill writes articles about how we need world government, I show you where she wrote it.
[02:08:09.232 --> 02:08:10.373]  See how that works?
[02:08:10.373 --> 02:08:13.996]  You read a mainstream news article, where are the links showing what I said?
[02:08:13.996 --> 02:08:16.258]  They don't show them.
[02:08:16.258 --> 02:08:17.840]  Because it's not true.
[02:08:21.730 --> 02:08:27.051]  So, here is the latest.
[02:08:27.051 --> 02:08:33.453]  Saki, as I told you, says the contact tracers are coming to your house to make sure you've had your inoculations in the future.
[02:08:33.453 --> 02:08:34.654]  Oh, you had a sniffle.
[02:08:34.654 --> 02:08:35.714]  Oh, you look sick.
[02:08:35.714 --> 02:08:37.454]  We're taking you to a facility.
[02:08:37.454 --> 02:08:41.315]  Already have them in Australia, have them in Europe, have them in the UK, have them in Canada.
[02:08:41.315 --> 02:08:42.636]  It's the same UN-run program.
[02:08:42.636 --> 02:08:47.557]  And the end goal, the UN says, is coming to your house and taking you out of it.
[02:08:47.557 --> 02:08:50.878]  And it's run by the Clinton Global Initiative, who's gotten billions of dollars to run it.
[02:08:51.488 --> 02:08:56.353]  So it's private corporate groups paid for to come harass you to take their poison shot.
[02:08:56.353 --> 02:08:56.714]  Here it is.
[02:08:58.303 --> 02:09:01.085]  Health care settings and respond to hotspots.
[02:09:01.085 --> 02:09:07.130]  The President will outline five areas his team is focused on to get more Americans vaccinated.
[02:09:07.130 --> 02:09:17.658]  One, targeted community by community door-to-door outreach to get remaining Americans vaccinated by ensuring they have the information they need on how both safe and accessible the vaccine is.
[02:09:17.658 --> 02:09:23.162]  Two, a renewed emphasis on getting the vaccines to more primary care doctors and physicians something that we've seen
[02:09:24.884 --> 02:09:25.404]  There you go.
[02:09:25.404 --> 02:09:32.766]  So they're just rolling out, the feds are coming to check on your health, but it's all about being able to arrest whoever they want with a fake PCR test, even that.
[02:09:32.766 --> 02:09:36.947]  Or if you're even in contact with someone they think had a variant, which is a cold virus.
[02:09:36.947 --> 02:09:39.368]  It's a perfect way to make us all suspects, all criminals.
[02:09:39.368 --> 02:09:49.191]  Here's Susan Michie expressing outrage when asked if her 40-year membership in the Communist Party might inform her policies towards authoritarianism.
[02:09:49.191 --> 02:09:53.932]  She's an advisor to the government and a communist who wants a permanent lockdown, permanent mask, or she is.
[02:09:56.164 --> 02:09:58.825]  We shouldn't lift restrictions at all on the 19th.
[02:09:58.825 --> 02:10:00.365]  We should carry on exactly as we are.
[02:10:00.365 --> 02:10:00.825]  Am I right?
[02:10:00.825 --> 02:10:03.165]  Is that what you're suggesting?
[02:10:03.165 --> 02:10:06.546]  Well, lifting restrictions will increase transmission.
[02:10:06.546 --> 02:10:13.407]  And with all the problems that I've just talked about, it doesn't seem to me the best time to do that.
[02:10:13.407 --> 02:10:21.049]  In fact, if you remember a few weeks ago, we actually postponed lifting restrictions because the situation was so serious.
[02:10:21.636 --> 02:10:24.497]  But the situation's even more serious now, isn't it, was there?
[02:10:24.497 --> 02:10:32.461]  Listen, there's a point I really have to put to you, and you'll be aware of this, because there's been a lot of commentary about this in the British media about you.
[02:10:32.461 --> 02:10:34.102]  And it's to do with your politics.
[02:10:34.102 --> 02:10:35.402]  And you know what I'm going to ask you.
[02:10:35.402 --> 02:10:38.864]  You've been a member of the Communist Party for about 40 years now.
[02:10:38.864 --> 02:10:39.864]  You're still a member.
[02:10:39.864 --> 02:10:43.066]  And we know that communism is basically statist.
[02:10:43.066 --> 02:10:50.389]  We look at communist countries around the world and we see that they are tremendously top-down dominant and controlled societies that they rule over.
[02:10:51.109 --> 02:10:58.533]  I just wonder, and I'm putting this question on behalf of those who wonder about your politics, if your politics actually informs your sense of control.
[02:10:58.533 --> 02:11:07.657]  It's not just the medical arguments, but you have a kind of a political bent to want the state to tell people what to do.
[02:11:07.657 --> 02:11:14.079]  I've come on your programme as a scientist, as do all people who come on to your programme as scientists.
[02:11:14.079 --> 02:11:17.841]  They come on to talk about the evidence, relevant theories,
[02:11:18.476 --> 02:11:18.957]  I think so.
[02:11:31.198 --> 02:11:33.700]  Um, and to limit it to that.
[02:11:33.700 --> 02:11:34.621]  Oh, that's enough.
[02:11:34.621 --> 02:11:35.161]  It goes on.
[02:11:35.161 --> 02:11:36.802]  It's on InfoWars.com.
[02:11:36.802 --> 02:11:38.063]  She's totally political.
[02:11:38.063 --> 02:11:38.844]  It's all lies.
[02:11:38.844 --> 02:11:40.185]  The numbers are all lies.
[02:11:40.185 --> 02:11:41.465]  They want total control.
[02:11:41.465 --> 02:11:45.428]  They're working for the big megabanks to shut down all their competition and make you non-essential.
[02:11:45.428 --> 02:11:47.130]  And she should live under permanent martial law.
[02:11:47.130 --> 02:11:48.671]  She's a dirty freaking commie.
[02:11:48.671 --> 02:11:54.635]  We'll be right back.
[02:11:54.635 --> 02:11:55.796]  Rani Do-Right.
[02:11:55.796 --> 02:11:56.556]  Rani Do-Right.
[02:11:56.556 --> 02:11:57.617]  Thanks for holding her on the air.
[02:11:59.961 --> 02:12:01.342]  I love your products.
[02:12:01.342 --> 02:12:12.047]  I am a granny, and for all the senior citizens out there that may have spent a lifetime in the sun like me, I was loaded up with sunspots, or age spots, as they're lovingly called.
[02:12:12.047 --> 02:12:18.070]  But since taking Urex 2 for the last couple of years, my skin is just really gorgeous, actually.
[02:12:18.070 --> 02:12:19.070]  People think I'm 55 years old.
[02:12:21.331 --> 02:12:29.078]  And I was already taking your other supplements, but I thought, you know, well, maybe that's what I need to do, because I just thought it was a hopeless situation.
[02:12:29.078 --> 02:12:37.825]  But when I started taking it, I mean, it doesn't happen immediately, but, you know, over a period of time, I started noticing, okay, you know, this is a ticket.
[02:12:37.825 --> 02:12:38.646]  This is working.
[02:12:38.646 --> 02:12:39.647]  This is wonderful.
[02:12:39.647 --> 02:12:44.191]  You know, I don't, I don't have to put on Dermablend anymore, you know.
[02:12:44.191 --> 02:12:48.835]  So anyway, it worked wonderfully, and it really has totally cleared up my skin.
[02:12:50.643 --> 02:12:53.407]  I'm up here working on a Thursday night in mid-April 2021.
[02:12:54.930 --> 02:12:56.031]  And I just want to say something.
[02:12:56.031 --> 02:13:02.216]  I am so blessed and honored to work with this incredible crew that has come together over the years and is truly an answer to prayer.
[02:13:02.216 --> 02:13:05.759]  And I am so blessed and thankful for all of you, the listeners of this show.
[02:13:05.759 --> 02:13:08.661]  I want you to know that I love you and I appreciate you.
[02:13:08.661 --> 02:13:12.004]  Whether you are old, whether you are Hispanic, white, black, it doesn't matter.
[02:13:12.004 --> 02:13:13.225]  You've got red blood.
[02:13:13.225 --> 02:13:19.390]  And if you love freedom and justice, and if you love our innocent children, we are brothers and sisters together.
[02:13:19.390 --> 02:13:23.013]  And it has just been an incredible experience to work with you over the years.
[02:13:23.693 --> 02:13:27.555]  And as crazy as things are, I want to keep working into the future.
[02:13:27.555 --> 02:13:30.437]  But again, that's really up to you and up to God.
[02:13:30.437 --> 02:13:36.040]  So please, I hope God works through you and puts a message in your heart to support us.
[02:13:36.040 --> 02:13:37.901]  Again, that's up to you and your relationship with God.
[02:13:37.901 --> 02:13:42.364]  I just want to thank you all for the years of support you've given us and what you've done.
[02:13:42.364 --> 02:13:46.466]  And just ask you again to pray to God and ask what God's vision is for you.
[02:13:46.466 --> 02:13:49.428]  And hopefully God will touch your heart to continue to support him for worse.
[02:13:49.428 --> 02:13:49.808]  God bless.
[02:13:53.055 --> 02:14:09.020]  You're listening to The Alex Jones Show.
[02:14:09.020 --> 02:14:09.640]  Welcome back.
[02:14:09.640 --> 02:14:11.480]  Alex Jones here, broadcasting worldwide.
[02:14:11.480 --> 02:14:13.341]  Paul Joseph Watson from London, England.
[02:14:14.161 --> 02:14:20.746]  For the left and the communists who are trying to keep the lockdown permanently in place to collapse society, so they can quote, remake it in their own authoritarian image.
[02:14:20.746 --> 02:14:22.368]  I'll be hosting the fourth hour ahead of the war.
[02:14:22.368 --> 02:14:24.029]  I'm Owen Schroer, 3 to 6 p.m.
[02:14:24.029 --> 02:14:24.369]  Central.
[02:14:24.369 --> 02:14:26.871]  Don't forget, Aaronson Smith, weekday mornings, 8 a.m.
[02:14:26.871 --> 02:14:27.692]  with American Journal.
[02:14:27.692 --> 02:14:32.536]  A lot of great guests, a lot of great callers, and Harrison does an excellent job as well hosting, 8 a.m.
[02:14:32.536 --> 02:14:33.316]  Central.
[02:14:33.316 --> 02:14:35.938]  Find it all at FreeWorldNews.tv.
[02:14:35.938 --> 02:14:41.142]  FreeWorldNews.tv leads you to Band.Video, but Band.Video has been banned off Twitter and Facebook.
[02:14:41.142 --> 02:14:41.623]  Share the link.
[02:14:42.003 --> 02:14:44.585]  So you need to share freeworldnews.tv.
[02:14:44.585 --> 02:14:55.053]  When they ban that URL, we'll simply create a new URL that redirects to all the same articles and videos that are at band.video or freeworldnews.tv.
[02:14:55.053 --> 02:15:02.179]  I want to go to Mark and Michael and Paul and Anonymous and Shelby and Thomas and Tony and Kristen.
[02:15:02.179 --> 02:15:08.984]  In fact, we're going to go to Shelby and Michael first here in just a moment because that's the next subject I was going back into.
[02:15:09.668 --> 02:15:27.957]  Charlie Munger, Bill Gates' personal lawyer, another eugenicist, another parasite, he came out and said, Communist China arresting Jack Ma for trying to run his own company and do things like that?
[02:15:27.957 --> 02:15:29.979]  He was a swinger!
[02:15:29.979 --> 02:15:35.501]  Meaning he was having sex financially with multiple financial institutions.
[02:15:35.501 --> 02:15:38.383]  He wasn't working with the monopoly, with the insiders.
[02:15:39.631 --> 02:15:40.693]  And so he's been disappeared.
[02:15:40.693 --> 02:15:42.956]  They admit to a work camp.
[02:15:42.956 --> 02:15:48.806]  We got some 90-something year old man up here, who's the kingpin of the Globalist, by the way.
[02:15:48.806 --> 02:15:51.189]  He runs the whole show.
[02:15:51.189 --> 02:15:51.310]  And...
[02:15:52.589 --> 02:16:00.693]  He's sitting there, just, yo, missy, that's it, they said, sonny boy, that's it, you're going to a labor camp.
[02:16:00.693 --> 02:16:10.697]  But here's Justin Trudeau, whose father was involved with Munger and Buffett and David Rockefeller, opening China up to exploit their people as slaves.
[02:16:10.697 --> 02:16:20.181]  And all the big tech loving the Uyghur slaves and the Christian slaves and the Buddhist slaves and the death camps, the organ harvesting, while they lecture us about how we're bad because we're white.
[02:16:20.868 --> 02:16:23.669]  It's all Munger and them funding the whole thing.
[02:16:23.669 --> 02:16:31.793]  But here first is Justin Trudeau, in case you think I made it up earlier, saying the Prime Minister of Canada, he likes dictatorship.
[02:16:31.793 --> 02:16:33.293]  He admires dictatorship.
[02:16:33.293 --> 02:16:34.734]  And Charlie Munger says the same thing.
[02:16:34.734 --> 02:16:36.995]  Here it is.
[02:16:36.995 --> 02:16:40.056]  ...of admiration I actually have for China.
[02:16:42.242 --> 02:16:53.826]  Because their, you know, basic dictatorship is allowing them to actually turn their economy around on a dime and say, we need to go green as fast as we need to start, you know, investing in solar.
[02:16:53.826 --> 02:17:00.288]  I mean, there is a flexibility that I know Stephen Harper must dream about of having a dictatorship that he could do everything he wanted.
[02:17:00.288 --> 02:17:02.789]  That I find quite interesting.
[02:17:03.599 --> 02:17:05.261]  Oh, you just do whatever you want.
[02:17:05.261 --> 02:17:07.703]  Oh, arrest whoever you want.
[02:17:07.703 --> 02:17:08.765]  Lock up whoever you want.
[02:17:08.765 --> 02:17:12.709]  Oh, like you've done with the virus, training us to all live under a communist system.
[02:17:12.709 --> 02:17:14.491]  And so here's Charlie Munger one more time.
[02:17:14.491 --> 02:17:22.038]  He said this last week, last Friday, just, oh, I wish we had what they could do in their economy where they just arrest people for not being in a monopoly.
[02:17:22.038 --> 02:17:22.399]  Here it is.
[02:17:23.137 --> 02:17:29.758]  He said, Communist China is doing all the things that we should be doing right now, and I can't help but think of what they've done to Jack Ma.
[02:17:29.758 --> 02:17:31.219]  That amuses me, you know.
[02:17:31.219 --> 02:17:32.579]  What about what they've done to Jack Ma?
[02:17:32.579 --> 02:17:34.819]  He's kind of disappeared.
