[00:00.000 --> 00:13.360]  That's 928-308-0408, or you can order online at GetTheT.com.
[58:52.520 --> 59:09.520]  We the people grow cotton, we fabric, engrave ink, embed strips and fibers to protect from counterfeit, and carting to a private bank, having it led back at interest, forcing taxes to service debt. This capitalism, or was Jefferson correct when stating a central bank issuing the public currency, is a greater menace to the liberties of the people than a standing army.
[59:09.520 --> 59:23.520]  Hi, Ted Anderson, I'm placing a free silver dollar in a book that explains our monetary system. Call for your copy 800-686-2237. It's time to understand the system. Call 800-686-2237, that's 800-686-2237.
[59:39.520 --> 59:52.520]  You need DPS pepper spray from MrDefense.com. DPS is the strongest pepper spray on the market and is the same spray used by hundreds of law enforcement agencies from around the world. Need something more?
[59:52.520 --> 1:00:04.520]  The Stinger Keychain is a great way to surprise a potential attacker. MrDefense carries the largest selection of stun guns, air tasers, knives, swords, batons, survival spy, and tactical gear.
[1:00:04.520 --> 1:00:21.520]  Mention this ad and receive 10% off your order. Visit MrDefense.com, that's MRDefense.com, or call 1-800-313-6400, 1-800-313-6400, that's 1-800-313-6400 today.
[1:00:35.520 --> 1:00:49.520]  Hi, RNUSA Radio News. I'm Jody Jordan. Congressional Democrats and Republicans remain sharply divided over what kind of economic stimulus is needed to pull the country out of a recession. Here's Tim McGuire.
[1:00:49.520 --> 1:00:55.520]  Nevada GOP Senator John Ensign tells NBC's Meet the Press Congress has only one shot to get it right.
[1:00:55.520 --> 1:00:57.520]  You don't get do-overs with a trillion dollars.
[1:00:57.520 --> 1:01:06.520]  Missouri Democrat Claire McCaskill, also on Meet the Press, says too many people in Congress seem stuck on the process rather than getting the bill out and the money into the economy.
[1:01:06.520 --> 1:01:13.520]  The building is on fire, and what we typically do in Washington is argue what color of fire truck do we send to the scene.
[1:01:13.520 --> 1:01:20.520]  White House officials are also worried that the $100 billion in changes made to the Senate bailout bill may do more harm than good.
[1:01:20.520 --> 1:01:22.520]  Tim McGuire, Washington.
[1:01:22.520 --> 1:01:30.520]  In Lawrence Summers, one of President Barack Obama's top economic advisors says local and state governments need infusion of federal dollars.
[1:01:30.520 --> 1:01:33.520]  This is IRNUSA Radio News.
[1:01:33.520 --> 1:01:40.520]  My name is Michael Delozier. We live in West Georgia. I've been with Andy Willoughby's three-step plan for the past three months.
[1:01:40.520 --> 1:01:46.520]  I love that Andy Willoughby's three-step plan has some credibility because I find that people are asking me, how can I get there?
[1:01:46.520 --> 1:01:54.520]  I thought, wow, if all these people want to actually build a business and they're all coming into Andy Willoughby's three-step plan, I thought, well, this is really great.
[1:01:54.520 --> 1:01:57.520]  I got to do it, and the Lord blessed it, and it's just been wonderful.
[1:01:57.520 --> 1:02:00.520]  With Andy Willoughby's three-step plan, I make a friend and a business partner.
[1:02:00.520 --> 1:02:07.520]  I want to build a business that can minister to my family and I can minister to others and have some flexibility to go on mission strips.
[1:02:07.520 --> 1:02:12.520]  It's just a great program. It's really been a blessing to me. It's been fun. It's brilliant.
[1:02:12.520 --> 1:02:21.520]  The way it's all put together, especially with the credibility there, if you enjoy people and giving people an opportunity to change their life, then why wouldn't you like this?
[1:02:21.520 --> 1:02:33.520]  Hi. How in the world are you anyway? I'm Andy Willoughby. Go to threestepplan.com or call 800-480-2102.
[1:02:33.520 --> 1:02:40.520]  A handful of survivors are describing their escape from a plane that crashed in a muddy river in the Amazon rainforest.
[1:02:40.520 --> 1:02:45.520]  They say they only managed to get out because they were seated near an emergency door in the back.
[1:02:45.520 --> 1:02:51.520]  They swam to safety as the plane sank, dragging at least 24 others to their deaths.
[1:02:51.520 --> 1:02:59.520]  Here's to Les Zazzoni. Among the 24 people who died, there were seven children, nine women, and eight men.
[1:02:59.520 --> 1:03:06.520]  Pennsylvania Governor Ed Rendell has been subpoenaed to testify tomorrow at the federal corruption trial of a former state senator.
[1:03:06.520 --> 1:03:12.520]  Lawyers for Vincent Fumo plan to ask Rendell about how the two powerful Philadelphia Democrats work together.
[1:03:12.520 --> 1:03:20.520]  Fumo is accused of misusing millions of dollars that belong to the state, the Maritime Museum, and the nonprofit community group.
[1:03:20.520 --> 1:03:25.520]  And he's just not that into you. He's been drawing people into theaters this weekend.
[1:03:25.520 --> 1:03:28.520]  The ensemble romance is tops at the box office.
[1:03:28.520 --> 1:03:33.520]  For more news and analysis, log on to IRNews.com.
[1:03:33.520 --> 1:03:37.520]  Did you know the average household owes over 25,000 in credit card debt?
[1:03:37.520 --> 1:03:40.520]  And 65% of those households can only afford the minimum monthly payment.
[1:03:40.520 --> 1:03:42.520]  Are you in a debt trap? You can't get out of.
[1:03:42.520 --> 1:03:44.520]  I can't keep this up. I need relief.
[1:03:44.520 --> 1:03:45.520]  Now you can rest easy.
[1:03:45.520 --> 1:03:48.520]  Debt Relief USA has helped thousands of people just like you.
[1:03:48.520 --> 1:03:55.520]  If you owe more than $10,000 in credit card debt, call the debt specialist at Debt Relief USA 866-452-5550.
[1:03:55.520 --> 1:03:58.520]  Get debt free now. Call 866-452-5550.
[1:03:58.520 --> 1:04:03.520]  That's 866-452-5550 for Debt Relief USA.
[1:04:03.520 --> 1:04:13.520]  Republican Senator John McCain is accusing Democrats of doing the same thing he says Republicans did during the Bush administration, not listening to the opposition.
[1:04:13.520 --> 1:04:19.520]  McCain, on CBS, criticized the way Democratic lawmakers are putting together an economic stimulus plan.
[1:04:19.520 --> 1:04:29.520]  We're going to mask the largest debt in the history of this country by any measurement and we're going to ask our kids and grandkids to pay for it.
[1:04:29.520 --> 1:04:34.520]  More from the Sunday talk shows on the stimulus plan was Missouri Democratic Senator Claire McCaskill.
[1:04:34.520 --> 1:04:38.520]  She says Washington must spark the nation's banks to increase their lending.
[1:04:38.520 --> 1:04:45.520]  We cannot have this economy recover if we can't figure out a way for these banks to start making more loans.
[1:04:45.520 --> 1:04:55.520]  We're beginning to make more loans because of what we did last year but we've got to have more and we've got to characterize this not as saving the banks but saving the economy.
[1:04:55.520 --> 1:04:59.520]  Gaza militants have fired rockets at southern Israel. Here's Mark Levy.
[1:04:59.520 --> 1:05:05.520]  Palestinian militants fired two rockets at southern Israel. They didn't hurt anyone but it's triggering an Israeli response.
[1:05:05.520 --> 1:05:09.520]  Israel has determined it will always head back for rocket fire now.
[1:05:09.520 --> 1:05:13.520]  The rocket fire violates an informal truce with Palestinian militants.
[1:05:13.520 --> 1:05:22.520]  Israel and Gaza's Hamas rulers meanwhile are working through intermediaries on a long term ceasefire deal two days before Israeli elections.
[1:05:22.520 --> 1:05:29.520]  And in today's Orlando signal, a eulogy of Kayleigh Anthony has prompted donations to a number of organizations.
[1:05:29.520 --> 1:05:43.520]  I'm Jody Jordan for IRN USA Radio News.
[1:05:59.520 --> 1:06:14.520]  I'm Mark Levy for IRN USA Radio News.
[1:06:14.520 --> 1:06:33.520]  When you receive a free LED flashlight with your order, visit southsummit.com or call toll-free 1-800-234-8654.
[1:06:33.520 --> 1:06:42.520]  Prepare yourself for a top radio experience like no other.
[1:06:42.520 --> 1:06:54.520]  He stands for truth. He stands for justice. He stands for what's right. This is the Alex Jones show.
[1:06:54.520 --> 1:07:03.520]  Call Alex now toll-free at 877-590-5525.
[1:07:03.520 --> 1:07:10.520]  Now live from Austin, Texas. Here's Alex Jones.
[1:07:10.520 --> 1:07:19.520]  We are now into our number two. Your phone call is coming up here in just a few minutes and a ton of other vital news I haven't gotten to yet.
[1:07:19.520 --> 1:07:25.520]  You know, George Bush tripled the size of government. Bill Clinton before him expanded the size.
[1:07:25.520 --> 1:07:31.520]  Ronald Reagan made it bigger. George Bush Sr. made it bigger. Kennedy made it bigger. Nixon made it bigger. It doesn't matter.
[1:07:31.520 --> 1:07:38.520]  It's bigger and bigger because big financial interests, corporations, the big elite corporations, they like the corporate welfare.
[1:07:38.520 --> 1:07:43.520]  They like using government to go shut down their smaller competition with regulation.
[1:07:43.520 --> 1:07:52.520]  A very small part of overall government is actually welfare. Most of its interest to offshore banks on our debt and corporate welfare.
[1:07:52.520 --> 1:07:58.520]  So you hear the Republicans talk about the Democrats wanting to expand government right now. You bet they are.
[1:07:58.520 --> 1:08:05.520]  And the Republicans just now claim they're coming to their senses. That's because they're out of power now and they can play that game.
[1:08:05.520 --> 1:08:08.520]  They are bought and paid for by the very same people.
[1:08:08.520 --> 1:08:17.520]  So we have to address that and understand that or they'll keep just switching the two parties up on us at each election and fooling the population.
[1:08:17.520 --> 1:08:23.520]  You know, last hour I covered some pretty scary news about how they built FEMA camps for the American people.
[1:08:23.520 --> 1:08:29.520]  It's openly announced. The North Comm and the military is announcing they're preparing to fight the American people.
[1:08:29.520 --> 1:08:34.520]  They're announcing that the governors have basically been turned into federal viceroys or front men.
[1:08:34.520 --> 1:08:41.520]  They're announcing that Congress more and more is being removed from the decision making process via PDD 51.
[1:08:41.520 --> 1:08:47.520]  And the Washington Post is announcing it like it's a good thing.
[1:08:47.520 --> 1:08:55.520]  And a lot of people are emailing me and calling and saying, yeah, Alex, you did talk about how they're building FEMA camps and how they use the financial collapse all these years to sell it.
[1:08:55.520 --> 1:09:03.520]  But, you know, they're just now announcing all this. They're just now building it. No, they've been building it quietly for decades and training police and military
[1:09:03.520 --> 1:09:09.520]  people to go along with it and finding out what counties and cities and states weren't going to go along with it.
[1:09:09.520 --> 1:09:19.520]  And now the entire military buildup is designed and openly announcing that it is to take over the states, the counties, the cities, the courthouses, the schools.
[1:09:19.520 --> 1:09:27.520]  This is high treason. This is outrageous. But the globalists are smart.
[1:09:27.520 --> 1:09:32.520]  They're in power for a reason. They're going to sell this to you through crises.
[1:09:32.520 --> 1:09:35.520]  Oh, we've got to take your rights because terrorists attacked us.
[1:09:35.520 --> 1:09:39.520]  Oh, we've got to give the banks unlimited power and let them steal trillions to save the economy.
[1:09:39.520 --> 1:09:42.520]  Or a depression will come.
[1:09:42.520 --> 1:09:47.520]  Oh, we've got to have North Commonwealth streets of America because people are going to riot and crimes going to explode.
[1:09:47.520 --> 1:09:56.520]  When they knew the entire time putting millions and millions of Americans in prison would train them how to be hardcore criminals and then they would go out and train others to be criminals.
[1:09:56.520 --> 1:10:00.520]  They know putting a lot of people in prison actually increases crime.
[1:10:00.520 --> 1:10:04.520]  They're social engineers. They did the studies that we quote.
[1:10:04.520 --> 1:10:12.520]  They knew that by imploding the economy and getting everybody in debt that it would end in riots and destabilization and economy falling apart.
[1:10:12.520 --> 1:10:16.520]  That's why all these leaders run around and say we're going into a depression. We're going into a depression.
[1:10:16.520 --> 1:10:21.520]  They want to destroy confidence to implode things so they can buy up all the infrastructure.
[1:10:21.520 --> 1:10:26.520]  And then if you politically don't like it, they'll just sit Northcom on you.
[1:10:26.520 --> 1:10:30.520]  So we have to reach out to the police, the military now and tell them this story.
[1:10:30.520 --> 1:10:42.520]  Show them the documents. Show them my films, my police state series, in game terror storm, all of them so that they know the big picture.
[1:10:42.520 --> 1:10:44.520]  And so they understand.
[1:10:44.520 --> 1:10:47.520]  And the proofs in the pudding. I mean, you can see films I made a decade ago.
[1:10:47.520 --> 1:10:52.520]  It's all accurate. It all came through. We were 100%.
[1:10:52.520 --> 1:10:57.520]  Why is that? Because we read their own documents. Here's just one snapshot.
[1:10:57.520 --> 1:11:07.520]  IMF World Bank documents, a couple thousand pages get leaked right around the time Joseph Stiglitz, the chief economist, World Bank, leaves in 2001 in December.
[1:11:07.520 --> 1:11:10.520]  2002, they come out in the BBC.
[1:11:10.520 --> 1:11:13.520]  We had other documents and other congressional hearings and others.
[1:11:13.520 --> 1:11:17.520]  And it was the internal IMF World Bank agreements, how they take our tax money.
[1:11:17.520 --> 1:11:20.520]  They go pay off politicians. They buy off third world governments.
[1:11:20.520 --> 1:11:23.520]  They tell them to run up big debts and not pay them back.
[1:11:23.520 --> 1:11:33.520]  The politicians that sell the country out, retire to Spain or Switzerland or the Cook Islands or wherever they go, the Bahamas.
[1:11:33.520 --> 1:11:41.520]  And then the nation implodes and then martial law is brought in and the people are literally enslaved and everything's taken from them.
[1:11:41.520 --> 1:11:48.520]  That's what they're doing here because the IMF documents state that they're planning to do it in Europe and the U.S.
[1:11:48.520 --> 1:11:53.520]  And I told you folks that it would look like 2008 to 2010 was the time.
[1:11:53.520 --> 1:12:00.520]  I wrote that in my book, The Sentent to Terony, published in February of 2002.
[1:12:00.520 --> 1:12:05.520]  I mean, I've written books on this. I've made films on this.
[1:12:05.520 --> 1:12:10.520]  And so a lot of cops are all hopped up on roids or power trips.
[1:12:10.520 --> 1:12:16.520]  A lot of them are good, but the directorship they're under, the leadership they're under is corrupt and they feel like they're on the winning team.
[1:12:16.520 --> 1:12:19.520]  They feel like it's the state maintaining order.
[1:12:19.520 --> 1:12:21.520]  No, you're being set up as well.
[1:12:21.520 --> 1:12:24.520]  Your pension funds are going to be taken as well.
[1:12:24.520 --> 1:12:32.520]  And to the military, read the Declaration of Independence and then compare that to what the federal government's doing today and ask me, who is the enemy?
[1:12:32.520 --> 1:12:34.520]  Is this a legitimate government?
[1:12:34.520 --> 1:12:39.520]  Now, they know most of the troops in questionnaires they've given them, like 29 Palms is the best known.
[1:12:39.520 --> 1:12:46.520]  1994, would they fire on US citizens in order to confiscate guns under a presidential decision directive?
[1:12:46.520 --> 1:12:49.520]  76% said no.
[1:12:49.520 --> 1:12:54.520]  They were sent overseas. They were given deadly inoculations. They were kicked out of the military.
[1:12:54.520 --> 1:12:59.520]  Now they've been put on a list of people that can't own guns under the PTSD designation.
[1:12:59.520 --> 1:13:02.520]  But the 24% that said yes.
[1:13:02.520 --> 1:13:05.520]  And they gave the questionnaire over and over again.
[1:13:05.520 --> 1:13:08.520]  They get promoted. They become police commanders.
[1:13:08.520 --> 1:13:12.520]  They get put in black ops all around you.
[1:13:12.520 --> 1:13:21.520]  And now they're openly announcing it in the fusion centers, the FEMA camps, the command bases that are federalizing our local cities and counties.
[1:13:21.520 --> 1:13:28.520]  And everything we told you they would do is now happening word for word.
[1:13:28.520 --> 1:13:31.520]  Now, let me tell you what's coming in the future.
[1:13:31.520 --> 1:13:37.520]  They are going to stage more terror attacks in Europe, the Middle East, the United States in the next two years, unless we get the word out.
[1:13:37.520 --> 1:13:39.520]  They are going to continue to steal trillion after trillion.
[1:13:39.520 --> 1:13:42.520]  They're going to pass a new banker quote bailout.
[1:13:42.520 --> 1:13:50.520]  The first one gave them unlimited power and allowed offshore banks to have unlimited treasury money and no review by Congress or any court in the land.
[1:13:50.520 --> 1:13:53.520]  So why would they need a new bill if they were given unlimited power before?
[1:13:53.520 --> 1:14:01.520]  Well, because they're abolishing Congress's last link of control in the House and Senate banking committees over the banks.
[1:14:01.520 --> 1:14:10.520]  And it's going to be transferred to a new international bank that will globally set interest rates and that will set the value of currencies daily.
[1:14:10.520 --> 1:14:11.520]  This is now being announced.
[1:14:11.520 --> 1:14:13.520]  We told you a decade ago what happened.
[1:14:13.520 --> 1:14:17.520]  We had the trilateral commission documents.
[1:14:17.520 --> 1:14:25.520]  Now it's mainstream news, but they're putting spin on it saying it's the solution to the crisis.
[1:14:25.520 --> 1:14:32.520]  We've got about 15% real inflation right now across the board, except in a few commodities like oil and natural gas.
[1:14:32.520 --> 1:14:33.520]  All the others are up.
[1:14:33.520 --> 1:14:38.520]  It will be 20% by the end of the year and probably 25% by the middle of next year.
[1:14:38.520 --> 1:14:42.520]  That will erode those of you that didn't get into debt and had savings.
[1:14:42.520 --> 1:14:51.520]  Riots will start breaking out in the next year and a half in the United States and they'll have beta test where the army goes out and stores order, does a good job, isn't abusive.
[1:14:51.520 --> 1:14:55.520]  And they'll say, see the precedent set to use the army.
[1:14:55.520 --> 1:15:04.520]  And they'll have case after case where the army goes into people, helps them, does a good job, north com, the threat integration centers.
[1:15:04.520 --> 1:15:08.520]  They'll have starving inner city people begging to be led into the FEMA camps.
[1:15:08.520 --> 1:15:12.520]  They'll show news image of rock bands in their plan for them.
[1:15:12.520 --> 1:15:16.520]  But then they'll talk about riots and problems and crime in the camp.
[1:15:16.520 --> 1:15:20.520]  They'll say, don't worry, we've got stockades in the camp.
[1:15:20.520 --> 1:15:32.520]  And then, of course, they have all their other quasi-secret camps like the civilian inmate labor camp program, but they'll only advertise the public camps.
[1:15:32.520 --> 1:15:34.520]  This is happening everywhere.
[1:15:34.520 --> 1:15:40.520]  They'll use any ice storm, any disaster to put in permanent FEMA centers like they have at the old Highland Mall here in Austin, Texas.
[1:15:40.520 --> 1:15:42.520]  Then it'll stay in place.
[1:15:42.520 --> 1:15:44.520]  And again, this isn't Alex Jones.
[1:15:44.520 --> 1:15:45.520]  How did you know?
[1:15:45.520 --> 1:15:47.520]  How did you guess it all exactly?
[1:15:47.520 --> 1:15:53.520]  And you said they'd have preachers there and it's in the bill to tell their flocks to go to the camps and turn in their guns.
[1:15:53.520 --> 1:15:54.520]  It's in the documents.
[1:15:54.520 --> 1:15:55.520]  It's in the documents.
[1:15:55.520 --> 1:15:56.520]  That's the only reason I knew.
[1:15:56.520 --> 1:16:02.520]  I, in 1996, started reading about urban warfare drills in local papers.
[1:16:02.520 --> 1:16:09.520]  It would say in newspapers that Delta Force was there bribing people and CIA were buying off the town and they were building weird camps.
[1:16:09.520 --> 1:16:16.520]  And I'd cover it and get laughed at because it was never in the national news or regional news, just local news.
[1:16:16.520 --> 1:16:22.520]  Folks, all the bankers have to do is get control of the government, then they can steal everything.
[1:16:22.520 --> 1:16:24.520]  This is a criminal hijacking.
[1:16:24.520 --> 1:16:25.520]  It's a heist.
[1:16:25.520 --> 1:16:27.520]  It's a Wall Street takeover.
[1:16:27.520 --> 1:16:30.520]  That's what the neural order is, is banks taking over your government.
[1:16:30.520 --> 1:16:32.520]  Stay with us.
[1:16:32.520 --> 1:16:38.520]  Doctors around the world claim that cancer and other diseases cannot live in a pH-balanced alkaline environment.
[1:16:38.520 --> 1:16:43.520]  But as you know, most people are overly acidic due to stress, acidic diet, and lack of exercise.
[1:16:43.520 --> 1:16:49.520]  pH balance is the foundation of energy abundance and perfect health, as well as prevention of disease.
[1:16:49.520 --> 1:16:55.520]  People who alkalize the water they drink experience normalized blood sugar, mental clarity, and loss of weight.
[1:16:55.520 --> 1:16:58.520]  It was intended for human beings to drink alkaline water.
[1:16:58.520 --> 1:17:01.520]  But due to modern way of life, most people are overly acidic.
[1:17:01.520 --> 1:17:05.520]  The fact is that disease simply cannot exist in an alkaline environment.
[1:17:05.520 --> 1:17:10.520]  Fat accumulates if a person consumes too much acid on a regular basis and doesn't neutralize it.
[1:17:10.520 --> 1:17:14.520]  Do your part, alkalize, and supercharge your body now.
[1:17:14.520 --> 1:17:23.520]  Alkavision plasma pH drops contain a special mineral salt concentrate that raises the pH of the water you drink up to the pH of 10 with only 10 drops.
[1:17:23.520 --> 1:17:29.520]  Order your bottle of Alkavision plasma pH drops now by going directly to alkavision.com.
[1:17:29.520 --> 1:17:32.520]  Again, that's alkavision.com.
[1:17:34.520 --> 1:17:37.520]  Stop wasting your time with everything you are trying to learn.
[1:17:37.520 --> 1:17:39.520]  Learning should be a pleasure, not torture.
[1:17:39.520 --> 1:17:46.520]  The School of Phenomenal Memory gives you the training and tools you need to memorize any type of information quickly and efficiently.
[1:17:46.520 --> 1:17:51.520]  Just as you need to exercise to get your body into shape, you need to exercise mentally to improve your memory.
[1:17:51.520 --> 1:17:57.520]  The School of Phenomenal Memory will act as your personal trainer, guiding you through a series of 60 lessons.
[1:17:57.520 --> 1:18:02.520]  Once completed, you'll be able to memorize any type of information, including entire books guaranteed.
[1:18:02.520 --> 1:18:07.520]  Our course is not based on classic mnemonic techniques or other tricks that you simply can't apply in real life.
[1:18:07.520 --> 1:18:13.520]  Instead, the School of Phenomenal Memory uses the latest breakthrough in scientific understanding of how memory works,
[1:18:13.520 --> 1:18:17.520]  applying techniques based on natural mechanisms of your brain and memory.
[1:18:17.520 --> 1:18:22.520]  Start exercising your brain today at pmemory.net and receive secrets of a phenomenal memory.
[1:18:22.520 --> 1:18:24.520]  The amazing ebook, absolutely free.
[1:18:24.520 --> 1:18:26.520]  Visit pmemory.net.
[1:18:26.520 --> 1:18:27.520]  The time is now.
[1:18:27.520 --> 1:18:30.520]  Learn how to memorize entire books today.
[1:18:30.520 --> 1:18:38.520]  As many people know, ever since President Nixon took us off the gold standard, the U.S. dollar has been evaluating.
[1:18:38.520 --> 1:18:42.520]  What people don't know, however, is how this directly affects your personal finances.
[1:18:42.520 --> 1:18:45.520]  Is there a way to prevent your portfolios from losing value?
[1:18:45.520 --> 1:18:47.520]  The answer to all of this is gold and silver.
[1:18:47.520 --> 1:18:50.520]  They have both maintained their purchasing power for 6,000 years.
[1:18:50.520 --> 1:18:59.520]  If you had had $100,000 in cash and $100,000 in gold and silver back in 1913 and kept them both until now,
[1:18:59.520 --> 1:19:03.520]  your cash would actually have the buying power of only $4,800,
[1:19:03.520 --> 1:19:07.520]  but your gold and silver would have the buying power of $3 million.
[1:19:07.520 --> 1:19:09.520]  The answer to protecting your assets is simple.
[1:19:09.520 --> 1:19:16.520]  Call me, John Ballman, today at 1-800-686-2237, extension 169.
[1:19:16.520 --> 1:19:19.520]  Get all your questions answered before your money is worth zero.
[1:19:19.520 --> 1:19:24.520]  Call 1-800-686-2237, extension 169.
[1:19:24.520 --> 1:19:27.520]  Take action today while we still accept paper dollars for gold.
[1:19:27.520 --> 1:19:32.520]  That's 1-800-686-2237, extension 169.
[1:19:57.520 --> 1:20:00.520]  China has also served in either white or yellow gold, will never wither and never die.
[1:20:00.520 --> 1:20:04.520]  Unlike traditional roses, they will endure as a timeless symbol of your love.
[1:20:04.520 --> 1:20:08.520]  These roses, either singles or bouquets are sensible and affordable Valentine's Day gifts
[1:20:08.520 --> 1:20:12.520]  that will impress and deeply touch that special someone in your life.
[1:20:12.520 --> 1:20:17.520]  Show her that your love will weather the storm by giving her a gold-dipped rose from Enduring Rose.
[1:20:17.520 --> 1:20:19.520]  We offer military discounts and free shipping on qualified orders.
[1:20:19.520 --> 1:20:29.320]  Cipping Unqualified Orders, that's E-N-D-U-R-I-N-G Rose, Enduring Rose Dot Com, or call 702-453-7455.
[1:20:29.320 --> 1:20:50.720]  Thank you for listening to GCN. Be sure to visit GCNLive.com today.
[1:20:50.720 --> 1:21:07.720]  What did presidential candidate Barry Goldwater have to say in his book with no apologies, 1964, when he was running against Lyndon Baines Johnson for president?
[1:21:07.720 --> 1:21:14.720]  Now this is who Obama has filled his cabinet with. This is who General James L. Jones is with.
[1:21:14.720 --> 1:21:29.720]  Mr. Berg, CFR Tri-Lateral Commission. The Tri-Lateral Commission is intended to be the vehicle for multinational consolidation of the commercial and banking interest by seizing control of the political government of the United States.
[1:21:29.720 --> 1:21:40.720]  The Tri-Lateral Commission represents a skillful, coordinated effort to seize control and consolidate the four centers of power, political, monetary, intellectual and ecclesiastical.
[1:21:40.720 --> 1:21:49.720]  What the Tri-Lateral Commission intends to do is to create a worldwide economic power superior to the political governments of the nation states involved.
[1:21:49.720 --> 1:21:53.720]  As managers and creators of the system, they will rule the future.
[1:21:53.720 --> 1:22:00.720]  Now that's exactly what's happening. Foreign offshore banks have spent decades buying off the government.
[1:22:00.720 --> 1:22:11.720]  They're now declaring martial law within the government under PDD 51 and others and the National Security Council. And every president they've had for decades has been their servant.
[1:22:11.720 --> 1:22:15.720]  It's happening. You can't live in denial. I know a lot of you won't listen.
[1:22:15.720 --> 1:22:24.720]  But when they take your pension funds and you're being issued out of the back of an army truck, your new National ID card that has the new digital creds so you can eat.
[1:22:24.720 --> 1:22:32.720]  When they take everything you've got, then you can fight, then you can spread the word, then you will remember that you were warned and told.
[1:22:32.720 --> 1:22:42.720]  Or people can spread the information we're putting out virally and they won't be able to get away with this because it's so outrageous and so criminal.
[1:22:42.720 --> 1:22:47.720]  Let's go ahead and talk to Kevin in Canada. I'm going to move to these calls quickly. Kevin, you're on the air.
[1:22:47.720 --> 1:22:48.720]  Hey, how's it going, Alex?
[1:22:48.720 --> 1:22:49.720]  Good, sir.
[1:22:49.720 --> 1:22:59.720]  I just want to ask, I just came across an information about the Queen cancelling her trip to Dubai and something about an illegal transfer to Citibank or from Citibank.
[1:22:59.720 --> 1:23:15.720]  I don't know about the Queen of England cancelling her trip to Dubai, but I do know that the Queen of England a few months ago when the parliament was about to throw out their puppet, she had her governor general declare the parliament had no power because then truth, she still runs it.
[1:23:15.720 --> 1:23:25.720]  Another thing too, I had watched a video of yours because someone had uploaded on YouTube about guillotine and I could never come back across it again, but I just didn't believe that was my video.
[1:23:25.720 --> 1:23:27.720]  I've never put a video out about guillotines.
[1:23:27.720 --> 1:23:46.720]  Well, no, you just mentioned an order for 30,000 that America had taken order of and you're just impassing on one of those videos where you're just reading the papers, but now I've come across the information that HP 1274 in Georgia is basically legislation in order to have it so that using the guillotine is now a method of execution.
[1:23:46.720 --> 1:23:48.720]  This has been passed in law since 19...
[1:23:48.720 --> 1:23:56.720]  Oh, yes, I mean, I know they passed laws to use that as a method of execution, yes. Julian, in Montana, you're on the air.
[1:23:56.720 --> 1:23:57.720]  Hi, Alex.
[1:23:57.720 --> 1:23:58.720]  Hi.
[1:23:58.720 --> 1:24:08.720]  I just wanted to say that the Robert Winnick kid was just so awesome because I was kind of in the same position as him back when I was in 11th and 12th grade.
[1:24:08.720 --> 1:24:13.720]  I was a kid who came with the Constitution to class and shown everybody these things fluoride.
[1:24:13.720 --> 1:24:18.720]  And they told you, they called you to the principal's office like him and said he wasn't allowed to talk about the Constitution?
[1:24:18.720 --> 1:24:28.720]  Well, not exactly, but I did get an entire classroom just to get... they got into that group thing and they just...
[1:24:28.720 --> 1:24:31.720]  like the whole classroom was trying to just put me down and debate.
[1:24:31.720 --> 1:24:36.720]  It was like they were a group of body snatchers and you were the last human. They were pointing and hissing, yes.
[1:24:36.720 --> 1:24:38.720]  Well, they liked being slaves. It's fun to be slaves.
[1:24:38.720 --> 1:24:39.720]  Oh, I was so sick.
[1:24:39.720 --> 1:24:41.720]  It's fun to be bamboozled and be conned.
[1:24:41.720 --> 1:24:48.720]  But after that, I kind of stopped being so open with it because I felt so alone, you know?
[1:24:48.720 --> 1:24:53.720]  Well, you had to keep getting the info to them and down the road they will wake up.
[1:24:53.720 --> 1:24:59.720]  Yeah, and well, now I go down to the grocery store and I see all kinds of...
[1:24:59.720 --> 1:25:08.720]  I see guys with 9-11 inside job stickers on their cars and I was on a plane the other day going to Virginia.
[1:25:08.720 --> 1:25:13.720]  I moved a few seats behind me. Some guy was talking about the founders and true conservatism.
[1:25:13.720 --> 1:25:17.720]  And then I moved to the back because the guy next to me was just like an evil little guy.
[1:25:17.720 --> 1:25:19.720]  I just didn't like it because he...
[1:25:19.720 --> 1:25:24.720]  Now, everywhere. Sir, we've got different polls and market research we've seen,
[1:25:24.720 --> 1:25:28.720]  but more than half the country now knows about the New World Order and hates the government.
[1:25:28.720 --> 1:25:31.720]  They're just hoping some of them that Obama would do what he said,
[1:25:31.720 --> 1:25:34.720]  but it's becoming apparent he's a liar and a puppet too.
[1:25:34.720 --> 1:25:39.720]  So we've got a good chance of beating this if we spread the word now about what's really happening.
[1:25:39.720 --> 1:25:47.720]  By the way, my Obama film is coming out March 15th. Check it out at TheObamaDeception.net.
[1:25:47.720 --> 1:25:51.720]  There's a big banner on the right-hand side of infowars.com. Go watch the trailer for that.
[1:25:51.720 --> 1:25:55.720]  Anthony N. Georgian. By the way, we don't get into where he was really born
[1:25:55.720 --> 1:25:59.720]  and the stupid communist background stuff. That's just his foundation front.
[1:25:59.720 --> 1:26:06.720]  We get into what his policies are, who really runs him, and what his agenda is, and it's hardcore.
[1:26:06.720 --> 1:26:09.720]  Anthony N. Georgia, you're on the air.
[1:26:09.720 --> 1:26:11.720]  Hey, Alex, since we're taking a call.
[1:26:11.720 --> 1:26:12.720]  Yes, sir.
[1:26:12.720 --> 1:26:15.720]  I just want to report a few things, so much going on inside to tell what to say.
