[00:00:02.927 --> 00:00:03.608]  Is the U.S.
[02:09:43.676 --> 02:09:44.617]  Show it to your church.
[02:09:44.617 --> 02:09:47.038]  Show it to your local library.
[02:09:47.038 --> 02:09:48.139]  Donate a copy to the library.
[02:09:48.139 --> 02:09:49.200]  It'll be watched hundreds of times.
[02:09:50.742 --> 02:09:55.666]  There's no reviews yet because it just went on sale today, but the reviews from other critics have been astounding.
[02:09:55.666 --> 02:10:05.755]  And again, working with Lord Monks and others, they got it where they pulled the whole Inconvenient Fraud movie, Inconvenient Truth by Al Gore out of British schools because it was all lies.
[02:10:05.755 --> 02:10:07.476]  You know, polar bears can't swim and all this other crap.
[02:10:08.493 --> 02:10:14.500]  This is what they do, ladies and gentlemen, to create this guilt and then take over the entire environmental movement and distract it.
[02:10:14.500 --> 02:10:15.561]  But, tremendous.
[02:10:15.561 --> 02:10:18.925]  Cal Thomas, Dynamite, Breitbart News, National Review.
[02:10:18.925 --> 02:10:21.689]  Brutal and extremely funny.
[02:10:21.689 --> 02:10:22.470]  Climate hustle.
[02:10:23.874 --> 02:10:25.676]  Are they trying to control climate?
[02:10:25.676 --> 02:10:26.597]  Or you?
[02:10:26.597 --> 02:10:29.559]  You've got to get it now at InfoWarsTore.com.
[02:10:29.559 --> 02:10:32.362]  That way you're supporting the great work of Mark Moreno.
[02:10:32.362 --> 02:10:33.483]  You're supporting the InfoWars.
[02:10:33.483 --> 02:10:34.604]  It's a 360 win.
[02:10:34.604 --> 02:10:36.246]  Joe Biggs is riding shotgun with me for the hour.
[02:10:36.246 --> 02:10:38.147]  I just add commentary anytime he likes.
[02:10:38.147 --> 02:10:39.969]  Working on a bunch of investigative reports right now.
[02:10:39.969 --> 02:10:46.615]  We have Roger Stone, former head of the Trump campaign, and the media's figured out one of his only advisors he listens to.
[02:10:46.615 --> 02:10:49.017]  That's the great part about Trump, to listen to anybody.
[02:10:49.898 --> 02:10:50.918]  Unless you straight shoot him.
[02:10:50.918 --> 02:10:53.479]  That's the big secret.
[02:10:53.479 --> 02:10:55.159]  It's just like a pitch to a boss.
[02:10:55.159 --> 02:10:58.260]  If he gets the pitch, then you got Trump's here.
[02:10:58.260 --> 02:10:59.580]  Everybody else he doesn't listen to.
[02:10:59.580 --> 02:11:01.201]  But they're totally flipping out.
[02:11:01.201 --> 02:11:02.921]  He's way ahead in real polls.
[02:11:02.921 --> 02:11:04.501]  That's why they're getting ready to try to steal it.
[02:11:04.501 --> 02:11:06.562]  We'll talk about everything with Mark Moreno.
[02:11:06.562 --> 02:11:09.102]  ClimateDepot.com.
[02:11:09.102 --> 02:11:11.403]  Mr. Moreno, thank you so much for joining us.
[02:11:12.403 --> 02:11:13.444]  Thank you, Alex and Joe.
[02:11:13.444 --> 02:11:14.384]  Happy to be here today.
[02:11:14.384 --> 02:11:15.025]  Thank you.
[02:11:15.025 --> 02:11:16.366]  Well, so much going on.
[02:11:16.366 --> 02:11:18.347]  I mean, let's talk about the film, obviously.
[02:11:18.347 --> 02:11:19.728]  Our listeners are informed.
[02:11:19.728 --> 02:11:22.229]  They need to now get this out there.
[02:11:22.229 --> 02:11:27.513]  Let's talk about the film, what you went through to put it out, why it's so powerful, and then let's get into the current attacks we're witnessing.
[02:11:28.717 --> 02:11:29.278]  Sure, okay.
[02:11:29.278 --> 02:11:35.245]  The film came out, actually, as you mentioned, Alex, we had our premiere back in Paris last December.
[02:11:35.245 --> 02:11:42.693]  And the morning of our premiere, we had it in a hundred-year-old theater in downtown Paris, right during the United Nations Climate Summit.
[02:11:42.693 --> 02:11:45.357]  They had wanted posters of me all over the city.
[02:11:45.357 --> 02:11:48.921]  Wanted for being a, quote, climate criminal, the local environmental groups.
[02:11:49.221 --> 02:11:50.683]  Yeah, this isn't tongue-in-cheek.
[02:11:50.683 --> 02:11:51.644]  This isn't tongue-in-cheek.
[02:11:51.644 --> 02:11:52.845]  They may want you arrested.
[02:12:03.476 --> 02:12:03.916]  They do.
[02:12:03.916 --> 02:12:08.918]  In fact, we have United States Senators pushing racketeering charges against global warming skeptics.
[02:12:08.918 --> 02:12:12.719]  In the film, Alex, Climate Hustle, you get to see Robert F. Kennedy Jr.
[02:12:12.719 --> 02:12:19.242]  say, we need to put climate skeptics at the Hague with three square meals and a cop with all the other war criminals.
[02:12:19.762 --> 02:12:27.266]  And we have NASA's lead global warming scientist talk about trying skeptics for, quote, crimes against humanity, unquote.
[02:12:27.266 --> 02:12:29.807]  Does that phrase sound familiar?
[02:12:29.807 --> 02:12:34.149]  This is what they want to do to skeptics because we're in their way.
[02:12:34.149 --> 02:12:37.631]  And you're making the analogy, you open up about talking about Donald Trump.
[02:12:38.402 --> 02:12:45.546]  In a way, it's almost identical type belittling and trashing and mainstream media attacks on skeptics.
[02:12:45.546 --> 02:12:52.710]  They're trying to make us toxic, put us in jail, minimize us, ridicule, make everyone afraid.
[02:12:52.710 --> 02:12:58.553]  Sure, everybody overuses Nazi analogies, but this is what the Nazis did for five, six years before they started the roundup of Jews.
[02:13:00.026 --> 02:13:10.869]  Well, in fact, in our film, they actually compare climate skeptics to holocaust deniers, and they'll say a holocaust denier, climate skeptic, there is no difference between them.
[02:13:10.869 --> 02:13:12.349]  And they go through a whole bunch of stuff.
[02:13:12.349 --> 02:13:13.629]  They want us in jail.
[02:13:13.629 --> 02:13:18.651]  They try to tie us to any negative thing in their minds that they can think of.
[02:13:18.651 --> 02:13:19.271]  And so this is
[02:13:20.000 --> 02:13:21.421]  This is where we are right now.
[02:13:21.421 --> 02:13:25.882]  I just got back from Brussels last week and I premiered the film at the EU Parliament.
[02:13:25.882 --> 02:13:31.725]  And we had some global warming activists show up and try to challenge us in the Q&A.
[02:13:31.725 --> 02:13:37.167]  But I was very excited that a lot of members of Parliament showed up from Germany, from the UK.
[02:13:37.167 --> 02:13:41.689]  That's the positive news is, just like Wikileaks, we have the emails.
[02:13:41.689 --> 02:13:43.710]  People forget where they admit it's all a fraud.
[02:13:43.710 --> 02:13:44.650]  I mean, we have them.
[02:13:45.714 --> 02:13:58.968]  Yeah, we have in the emails, called the Climategate Scandal, we have the top scientists of the United Nations essentially admitting in these emails that they are colluding to create a narrative on global warming.
[02:13:58.968 --> 02:14:00.810]  And they openly talk about it in the emails.
[02:14:00.810 --> 02:14:05.695]  If any scientists disagree, they go after the journal editors that would publish their work.
[02:14:05.695 --> 02:14:07.897]  They go after ruining these scientists' careers.
[02:14:08.257 --> 02:14:08.377]  True.
[02:14:24.033 --> 02:14:27.014]  I mean, it's just such a paradox where the media is in such lockstep
[02:14:43.980 --> 02:14:53.507]  As they implode, but then I wonder, will they get across the finish line and bring in authoritarianism as they're calling for to shut down Drudge, to shut down you, to shut down us?
[02:14:53.507 --> 02:14:56.989]  I mean, they all say, you know, I'm a dark heart, I don't have a right to exist.
[02:14:56.989 --> 02:15:02.173]  I mean, now I have Hillary saying my name, her surrogate saying, shut him down, he's evil.
[02:15:02.173 --> 02:15:08.597]  I mean, and you read the newspaper, I'm racist, and then they don't say why I'm racist, or you're a criminal, you need to be hit with racketeering.
[02:15:08.597 --> 02:15:12.320]  They name you by name because you dare, I mean, these people are crazy.
[02:15:15.073 --> 02:15:24.798]  It's gotten to such a point where they honestly believe that they cannot tolerate any debate and the only solution is to shut us down and shut us down completely.
[02:15:24.798 --> 02:15:37.003]  Now, one of the ways they're going to do that now, and they're going after energy, our sources of energy, we at Al Gore attend a New York City press conference with the state's Attorney General, several of them, back in March of this year.
[02:15:37.003 --> 02:15:38.804]  I actually made it to the press conference at the very end.
[02:15:39.444 --> 02:15:41.087]  And they laid out their plan.
[02:15:41.087 --> 02:15:48.117]  What they're going to do, Alex, is they're going to essentially call every weather event now, fossil fuel poisoned weather.
[02:15:48.117 --> 02:15:49.198]  You know, every hurricane.
[02:15:49.198 --> 02:15:50.140]  They're already doing that.
[02:15:50.140 --> 02:15:51.422]  I've seen them beta test.
[02:15:51.422 --> 02:15:52.163]  Anything happens.
[02:15:52.163 --> 02:15:53.184]  I mean, you saw them.
[02:15:53.184 --> 02:15:55.568]  They said the latest hurricane was caused by humans.
[02:15:56.454 --> 02:16:04.441]  And first thing I want to do, the Washington Post, a former reporter for the Washington Post actually came out, they're calling for a new metric now, a new way to measure hurricanes.
[02:16:04.441 --> 02:16:05.061]  Why?
[02:16:05.061 --> 02:16:08.064]  Because we're in a historic record low hurricane.
[02:16:08.064 --> 02:16:09.225]  That's right, the main U.S.
[02:16:09.225 --> 02:16:13.368]  has not been hit in nine years directly by one, the lowest ever recorded in modern history.
[02:16:13.368 --> 02:16:15.050]  That's even the Weather Channel.
[02:16:15.050 --> 02:16:20.815]  But meanwhile, I saw NBC News, ABC and others say, this is why Obama needs the climate deal, because of this hurricane.
[02:16:22.162 --> 02:16:22.602]  Exactly.
[02:16:22.602 --> 02:16:27.083]  So every time, they basically said many bad things will happen with global warming.
[02:16:27.083 --> 02:16:40.126]  So now, every time a bad thing happens, and I mean any time a bad thing, in fact, the New York Times yesterday or this morning actually had an article about child marriage, forced child marriages are going to go up because of global warming.
[02:16:40.126 --> 02:16:42.907]  They actually said a, quote, surge in forced child marriages.
[02:16:42.907 --> 02:16:48.028]  Oh, they say war is going to cause, actually studies show war goes down during global warming because there's more food.
[02:16:48.028 --> 02:16:51.229]  The problem is cooling actually causes more war because there's less damn food.
[02:16:51.229 --> 02:16:51.589]  Excuse me.
[02:16:52.677 --> 02:16:59.738]  Yes, so essentially on hurricanes, tornadoes, floods, droughts, on every single measure, there's either declining or no trend in it.
[02:16:59.738 --> 02:17:04.299]  But the only way they can get this unprecedented is they want a new way to measure it.
[02:17:04.299 --> 02:17:13.241]  We already know they've altered past temperatures, they've cooled the 1930s, they've made to basically show warming trends that didn't previously exist.
[02:17:13.241 --> 02:17:16.861]  It's like a company losing money and you hire a new accountant, he redoes all the forces.
[02:17:16.861 --> 02:17:20.322]  Sure, for those who don't know, we just put mainline headlines up, New York Times, you name it.
[02:17:21.311 --> 02:17:23.972]  They're now going to redefine hurricanes to make more of them.
[02:17:23.972 --> 02:17:25.713]  So, oh, the record lows?
[02:17:25.713 --> 02:17:28.535]  We'll just say, because the Earth's cooling, you're going to have less of them.
[02:17:28.535 --> 02:17:30.116]  So now they'll just redefine them.
[02:17:31.061 --> 02:17:37.444]  And what they're going to do with that redefinition now, again, we have climate activists like Brad Johnson who call it fossil fuel poison weather.
[02:17:37.444 --> 02:17:44.267]  Every time there's a bad storm, they are now going, say New Jersey gets flooded by the remnants of a tropical storm or hurricane.
[02:17:44.267 --> 02:17:46.208]  They're now going to go after Exxon Mobil.
[02:17:46.208 --> 02:17:55.573]  They're going to go after any other corporation, any energy source, and the attorney generals are going to say, you created this by your fossil fuel production.
[02:17:55.573 --> 02:17:57.534]  Therefore, you owe millions.
[02:17:57.714 --> 02:18:01.777]  Sure, so it's a total shakedown, and then General Electric and others will be exempt.
[02:18:01.777 --> 02:18:04.499]  So, Mark Moreno, let's get back to this, because you're a stalwart guy.
[02:18:04.499 --> 02:18:05.960]  You're probably the number one, number two guy.
[02:18:05.960 --> 02:18:07.322]  It's either you or Moncton.
[02:18:07.322 --> 02:18:08.322]  Worldwide fighting this.
[02:18:08.322 --> 02:18:09.543]  You travel the planet.
[02:18:09.543 --> 02:18:10.264]  You've gone through hell.
[02:18:10.264 --> 02:18:12.706]  I'm not trying to lionize you, but you're a hero for all of us.
[02:18:12.706 --> 02:18:14.627]  This is the global government taxing mechanism.
[02:18:14.627 --> 02:18:15.728]  You're the champion.
[02:18:15.728 --> 02:18:24.535]  I read the news and I say, people like Mark Moreno need to be looked at for indictment for racketeering, because he's lying about this threat to humanity.
[02:18:24.535 --> 02:18:25.656]  I mean, this is so crazy.
[02:18:26.096 --> 02:18:33.265]  So speaking of that, where is this going with 15 Attorney Generals meeting in secret, we learned three months ago, trying to figure out how to indict you and others.
[02:18:33.265 --> 02:18:35.928]  In fact, I've been told I'm now on the list as well.
[02:18:35.928 --> 02:18:41.314]  So hold on, are you saying that they're going to reclassify so a tropical storm would now be a hurricane?
[02:18:41.314 --> 02:18:41.454]  Yes.
[02:18:41.454 --> 02:18:42.996]  And they're just going to go all the way down?
[02:18:42.996 --> 02:18:46.040]  So what's going to be a tropical storm, like a flood or something?
[02:18:46.040 --> 02:18:46.180]  Yeah.
[02:18:47.933 --> 02:18:49.536]  This is ridiculous.
[02:18:49.536 --> 02:18:50.458]  You did it Joe!
[02:18:50.458 --> 02:18:51.660]  You need to pay money!
[02:18:51.660 --> 02:18:53.283]  But separately they want to arrest him!
[02:18:53.283 --> 02:18:54.705]  It's not talk now!
[02:18:54.705 --> 02:18:58.552]  This is the most ridiculous thing that these people can actually sit here and actually...
[02:18:59.545 --> 02:19:07.267]  Alter how we've been doing this, you know, scientifically monitoring and classifying these hurricanes, and now they want to drop it down to go ahead and fit this agenda.
[02:19:07.267 --> 02:19:10.748]  I mean, that's just... Well, they're telling us they're going to redefine mother and father and marriage.
[02:19:10.748 --> 02:19:16.890]  It's all about... They're a cult of bean-counting pinheads that want to control reality.
[02:19:16.890 --> 02:19:20.651]  These people are the biggest control freaks because, listen, those that teach have never done.
[02:19:20.651 --> 02:19:24.873]  And I'm not bashing all teachers and professors, but they've never done anything.
[02:19:24.873 --> 02:19:28.374]  All they want to do is make us do stuff to build it the way they want.
[02:19:28.374 --> 02:19:28.914]  Mark Moreno.
[02:19:30.255 --> 02:19:38.562]  In the film Climate Hustle, Alex, you'll see Al Gore talk about there's too many, Africa is projected to have too many people, essentially.
[02:19:38.562 --> 02:19:43.125]  And he actually says we need to make fertility management ubiquitous.
[02:19:43.125 --> 02:19:45.668]  Now here we have a white, wealthy, western politician.
[02:19:45.668 --> 02:19:46.889]  Let's get rid of black people.
[02:19:46.889 --> 02:19:48.530]  Oh, I know, exactly.
[02:19:48.530 --> 02:19:54.155]  You can't have cars, you can't have air conditioning, and we've got to kill your babies, but it's okay because we're liberal.
[02:19:54.155 --> 02:19:55.276]  Specifically talk about that.
[02:19:55.276 --> 02:19:56.777]  Let me talk about that because this is incredible.
[02:19:58.257 --> 02:19:59.318]  Yes, and that's a huge one.
[02:19:59.318 --> 02:20:07.882]  The Sierra Club has come out with whole proposals to limit the one child, essentially one child per family policy, what many environmental groups are calling for.
[02:20:07.882 --> 02:20:14.946]  We have people going around college campuses preaching against having any children because the earth can't handle it.
[02:20:14.946 --> 02:20:20.809]  Jude Appenau, the big Hollywood producer, recently came out and did a probe over population control.
[02:20:20.809 --> 02:20:24.291]  Overpopulation is as big a part of global warming as a lot of the other
[02:20:24.431 --> 02:20:26.512]  That's their excuse to turn the energy off.
[02:20:26.512 --> 02:20:30.014]  When the truth is, if you just leave stuff alone, it's going to crest at $9 billion.
[02:20:30.014 --> 02:20:31.675]  If you don't then stabilize, things will collapse.
[02:20:31.675 --> 02:20:34.216]  You've got to have two kids to take care of two parents.
[02:20:34.216 --> 02:20:36.237]  All the actuaries are 100%.
[02:20:36.237 --> 02:20:37.238]  No one's denying that.
[02:20:37.238 --> 02:20:39.319]  So what's the larger agenda?
[02:20:39.319 --> 02:20:41.400]  A. B. How is it going for them right now?
[02:20:41.400 --> 02:20:43.461]  Because it seems like we're winning the information war.
[02:20:43.461 --> 02:20:45.262]  Correct me if I'm wrong, but they just don't care.
[02:20:45.262 --> 02:20:46.143]  They're just moving forward.
[02:20:47.267 --> 02:20:48.668]  Here's the problem.
[02:20:48.668 --> 02:20:54.431]  Skeptics, we have absolutely not only won the information war, previously we've won the political battles.
[02:20:54.431 --> 02:20:55.191]  Again, 2003, 2005, 2007, 2008, 2010.
[02:20:55.191 --> 02:20:57.733]  Every year climate bills came up before the United States Congress.
[02:20:57.733 --> 02:20:58.413]  They were defeated soundly.
[02:21:03.716 --> 02:21:04.457]  Switchboards!
[02:21:04.457 --> 02:21:07.000]  I worked on the Senate Environment and Public Works Committee.
[02:21:07.000 --> 02:21:11.504]  Switchboards would come in overwhelmingly, 10 to 1, against climate bills.
[02:21:11.504 --> 02:21:12.545]  So what happened?
[02:21:12.545 --> 02:21:15.789]  President Obama said, I don't need no stinking Congress.
[02:21:15.789 --> 02:21:21.975]  He did, through executive order, he did what Congress would never have done because the people would never have allowed him.
[02:21:21.975 --> 02:21:24.698]  He passed, essentially, domestic climate legislation.
[02:21:25.078 --> 02:21:32.504]  Through the EPA, he's declared what we exhale from our mouth, human breath, is now toxic, according to the United States Federal Government.
[02:21:32.504 --> 02:21:33.625]  Carbon Dioxide.
[02:21:33.625 --> 02:21:36.027]  We inhale oxygen, we exhale carbon dioxide.
[02:21:36.027 --> 02:21:37.629]  We are now a pollutant.
[02:21:37.629 --> 02:21:42.853]  Human beings are breathing out a pollutant which is now regulated by the government.
[02:21:42.853 --> 02:21:44.595]  The public isn't even aware of this.
[02:21:44.595 --> 02:21:46.396]  The Congress had no vote on it.
[02:21:46.396 --> 02:21:53.282]  And good luck in the courts trying to get Obama and Clinton judges to over- Frankly- I was about to say, because of the Supreme Court just-
[02:21:53.522 --> 02:21:59.612]  The EPA can actually determine whether carbon dioxide is a pollutant which is all they needed to hear.
[02:22:07.427 --> 02:22:08.768]  Skeptics have lost that battle.
[02:22:08.768 --> 02:22:12.952]  We have domestic climate legislation without a single vote of Congress and without the public being aware.
[02:22:12.952 --> 02:22:15.554]  And I tell leftists, I go, China has no controls.
[02:22:15.554 --> 02:22:16.415]  All our jobs are moving there.
[02:22:16.415 --> 02:22:17.976]  They have dirty plants.
[02:22:17.976 --> 02:22:19.257]  Ours are clean.
[02:22:19.257 --> 02:22:21.219]  You understand that the energy there is three times cheaper.
[02:22:21.219 --> 02:22:22.219]  We'll never have a job.
[02:22:22.219 --> 02:22:23.761]  And they just go, shut up.
[02:22:23.761 --> 02:22:24.481]  I'm saving the earth.
[02:22:24.481 --> 02:22:26.543]  And I'm like, they've got dirty plants.
[02:22:26.543 --> 02:22:28.024]  Mexico has dirty plants.
[02:22:28.024 --> 02:22:29.325]  This just doesn't even make sense.
[02:22:30.649 --> 02:22:33.350]  Yeah, I was just in Brussels last week.
[02:22:33.350 --> 02:22:46.737]  All of the European, what's left of European manufacturing, what's left of any semblance of European economic growth is literally being choked out by the central planners in Brussels and it's going everywhere else.
[02:22:47.297 --> 02:22:53.440]  I was about to say, clearly how the West was conquered by globalists was doing these trade deals, energy deals to shut us off.
[02:22:53.440 --> 02:23:00.103]  So, that's why we have Brexit, that's why Russia's pulling out of the New World Order, we're pulling out, I think that's what the whole Trump phenomenon is about.
[02:23:00.103 --> 02:23:07.686]  Marc Moreno, the new film, it's award winning, came out last December, now available on DVD, Climate Hustle at Infowarsstore.com.
[02:23:07.686 --> 02:23:13.169]  Such a powerful film, so key, very entertaining, very funny, way better than a Michael Moore film.
[02:23:13.729 --> 02:23:14.830]  Folks, get aggressive.
[02:23:14.830 --> 02:23:15.751]  Show it to your church.
[02:23:15.751 --> 02:23:16.992]  Show it to your Sunday school.
[02:23:16.992 --> 02:23:18.693]  Show it to your neighbors.
[02:23:18.693 --> 02:23:19.754]  This is an info war.
[02:23:19.754 --> 02:23:21.615]  People are now hungry for the truth.
[02:23:21.615 --> 02:23:26.959]  We're winning the info war, but we're not winning because, centrally, the controllers are still there.
[02:23:26.959 --> 02:23:28.981]  But we're at that tipping point.
[02:23:28.981 --> 02:23:31.983]  Get ClimateHustle, infowarestore.com.
[02:23:31.983 --> 02:23:33.784]  Get it at climatehustle.com from Mark Moreno.
[02:23:33.784 --> 02:23:34.265]  I don't care.
[02:23:34.265 --> 02:23:36.626]  Just get it and get it out.
[02:23:36.626 --> 02:23:39.489]  And jump at any time, Joe, because I got you here as you're hot on the subject.
[02:23:39.489 --> 02:23:41.951]  Mark Moreno, one of the chief fighters of this fraud worldwide,
[02:23:42.591 --> 02:23:45.972]  When I talk to actual liberals, most of them now admit this is a fraud.
[02:23:45.972 --> 02:23:48.973]  They just admit, though, this is their global government funding mechanism.
[02:23:48.973 --> 02:23:50.713]  So they just want a planned economy.
[02:23:50.713 --> 02:23:53.394]  They see themselves as living in coffin apartments.
[02:23:53.394 --> 02:23:57.355]  They see themselves as, like, flagellating, beating themselves with whips.
[02:23:57.355 --> 02:23:59.036]  This is some type of austerity.
[02:23:59.036 --> 02:24:00.656]  It's a beautiful, pious thing to do.
[02:24:00.656 --> 02:24:04.237]  Well, it's only going to be a matter of time before people see that this is BS as well.
[02:24:04.637 --> 02:24:07.079]  No, a lot of these people, those liberals, don't see that yet.
[02:24:07.079 --> 02:24:12.623]  But you're starting to see a Great Awakening happening on Twitter, on social media, especially with these Podesta emails coming out.
[02:24:12.623 --> 02:24:14.024]  Because people are starting to see that collusion.
[02:24:14.024 --> 02:24:17.987]  People are starting to see how the DNC, the Democrats, are lying about everything.
[02:24:17.987 --> 02:24:23.551]  And it's only going to be a matter of time before that rolls over onto where people start going, well, what else are they lying about?
[02:24:23.551 --> 02:24:25.192]  Well, what else have I been lied about, too?
[02:24:25.192 --> 02:24:29.736]  And eventually they're going to see this movie, or they're going to hear about it, and they're going to go, well, you know, maybe this entire time,
[02:24:30.376 --> 02:24:35.278]  I did have a bunch of BS pumped into my head, and maybe the people on the right aren't so crazy.
[02:24:35.278 --> 02:24:37.078]  Maybe this is ridiculous.
[02:24:37.078 --> 02:24:37.879]  Sure, Mark.
[02:24:37.879 --> 02:24:39.359]  Great point, Mark.
[02:24:39.359 --> 02:24:40.379]  Yeah, Joe, absolutely.
[02:24:40.379 --> 02:24:51.523]  In fact, one of the things about Climate Hustle that we did, we interviewed a French socialist scientist, Dr. Claude Allegre, who originally screamed the alarm about global warming in the 1990s.
[02:24:51.523 --> 02:24:57.285]  He has now reversed himself as one of the leading skeptical scientists in Europe right now.
[02:24:57.785 --> 02:25:00.408]  We have Dr. Robert Giegengack, University of Pennsylvania.
[02:25:00.408 --> 02:25:11.299]  He voted for Al Gore, thinks he's a smart man, but he thinks that global warming is, they have it completely wrong, and he talks about the historic levels of CO2 and says CO2 is not the control knob.
[02:25:11.299 --> 02:25:16.364]  We interview Dr. Caleb Rossiter, a climate statistician from American University, an anti-
[02:25:16.864 --> 02:25:21.488]  Essentially an anti-war liberal Democrat, all the things that a Republican would say.
[02:25:21.488 --> 02:25:32.035]  He has now reversed himself on global warming and he talks about once he came out as a skeptic, all of his partners in the Democratic left, he was stripped of his role in organizations.
[02:25:32.035 --> 02:25:33.957]  He wouldn't let them publish his material.
[02:25:33.957 --> 02:25:36.819]  We interviewed other scientists, Dr. Dennis Rancourt, a man of the
[02:25:38.261 --> 02:25:43.368]  Let me ask you this, isn't it the persecution we're seeing is accelerating the resistance though?
[02:25:43.368 --> 02:25:46.772]  Because they thought people were just going along with this because of intimidation.
[02:25:46.772 --> 02:25:50.738]  Now that intimidation is actually open and naked, it seems like opposition is only forming more.
[02:25:52.190 --> 02:25:52.710]  Absolutely.
[02:25:52.710 --> 02:25:59.135]  In fact, the more and more opposition to these scientists speaking out, it has forced other scientists to come out.
[02:25:59.135 --> 02:26:00.736]  Well, you'll see that in the film.
[02:26:00.736 --> 02:26:02.017]  It actually has backfired.
[02:26:02.017 --> 02:26:09.843]  We actually feature Lord Monckton talking about how this anti-free speech and intimidation has backfired and forced other scientists.
[02:26:09.843 --> 02:26:10.784]  We interview a scientist
[02:26:11.464 --> 02:26:21.753]  A statistician from Cornell who literally says the only reason he finally spoke out was because Al Gore and the United Nations chief were smearing skeptics and ridiculing and belittling them.
[02:26:21.753 --> 02:26:23.495]  So in that regard they're coming out.
[02:26:23.495 --> 02:26:26.057]  Unfortunately they all admit it hasn't helped their careers.
[02:26:26.533 --> 02:26:30.935]  We have the first woman PhD meteorologist, Dr. Joanne Simpson.
[02:26:30.935 --> 02:26:33.357]  Worked at NASA for 50 years.
[02:26:33.357 --> 02:26:35.058]  She's a practicing meteorologist.
[02:26:35.058 --> 02:26:37.519]  Didn't say a word about skepticism.
[02:26:37.519 --> 02:26:41.581]  She retires from NASA and says, now that I'm retired, I can say I'm a skeptic.
[02:26:42.102 --> 02:26:47.968]  That is how powerful the, I guess you'd call it, the narrative is for scientists.
[02:26:47.968 --> 02:26:51.952]  The first woman PhD scientist was beaten into silence until after she retired.
[02:26:51.952 --> 02:26:52.052]  Sure.
[02:26:52.052 --> 02:27:03.663]  Well, I'll tell you what's frustrating, Mark, and you know all this because you've been on the committee in the Senate that has all the science, but just to basically put a gestalt out there, they know if you go back millions of years ago,
[02:27:04.850 --> 02:27:09.251]  I mean, CO2 was hundreds of times higher, now it's this tiny trace gas.
[02:27:09.251 --> 02:27:16.133]  A lot of evidence shows Mars had an atmosphere, lost its CO2, it collapsed, and the planet died.
[02:27:16.133 --> 02:27:21.735]  Okay, and that's what mainline science believes now Mars was, we're probably from there, but the whole point is, is that
[02:27:22.654 --> 02:27:36.993]  Is that we know it's super low, we know it's all a lie, we know that it's not correlated to the temperature at the ways they're saying, so why the hell are they trying to do this if the planet's losing its atmosphere?
[02:27:38.294 --> 02:27:48.025]  Well, the very simple reason is that, in fact, the EU Climate Commission, again, I was in Brussels, has actually on record a few years ago as saying, even if we're wrong in the science, we're doing right by policy.
[02:27:48.025 --> 02:27:53.252]  In other words, they admit, the leaders of this admit, it's not about science, it's all about
[02:27:54.052 --> 02:27:58.835]  Essentially planning our economy and using whatever the latest environmental scare is.
[02:27:58.835 --> 02:28:02.197]  Amazon rainforest, overpopulation, and now global warming.
[02:28:02.197 --> 02:28:06.080]  And it's always, no matter what the scare is, the solution is always the same.
[02:28:06.080 --> 02:28:12.724]  More central planning, more command and control, and more... We've only got a minute and a half left, Mark Moreno.
[02:28:12.724 --> 02:28:15.105]  ClimateDepot.com is obviously your big news site.
[02:28:15.105 --> 02:28:17.747]  Climate Hustle, the new film available at InfoWareStore.com.
[02:28:17.747 --> 02:28:18.467]  Folks, powerful.
[02:28:18.467 --> 02:28:19.168]  Get it out to everybody.
[02:28:21.868 --> 02:28:23.613]  Just a summation of one minute.
[02:28:23.613 --> 02:28:25.178]  Where is the fight right now?
[02:28:25.178 --> 02:28:27.024]  Clearly they want to tax the carbon cycle.
[02:28:27.024 --> 02:28:27.546]  Where is the fight?
[02:28:28.407 --> 02:28:31.188]  Well the biggest fight right now is this election.
[02:28:31.188 --> 02:28:44.530]  Donald Trump is the first Republican presidential nominee to declare himself a bold skeptic and can actually have a plan to defund the United Nations Climate Panel, to withdraw from the UN treaty, and to overturn the executive orders.
[02:28:44.530 --> 02:28:46.611]  Donald Trump compared to George H.W.
[02:28:46.611 --> 02:28:51.472]  Bush, Bob Dole, George W. Bush, McCain, and Romney, there is no
[02:28:52.132 --> 02:28:56.474]  I don't understand how some conservatives say, oh, I can't vote for Trump because he's not conservative.
[02:28:56.474 --> 02:29:01.715]  There has never been a Republican nominee that has ever staked out a position on climate like this, ever.
[02:29:01.715 --> 02:29:05.196]  Mitt Romney hung out and used Obama's advisors on climate.
[02:29:05.196 --> 02:29:07.317]  John McCain supported climate bills.
[02:29:07.317 --> 02:29:11.358]  George W. Bush rubber stamped and accepted every United Nations report.
[02:29:11.358 --> 02:29:12.379]  And George H.W.
[02:29:12.379 --> 02:29:14.099]  Bush got us into this mess.
[02:29:14.099 --> 02:29:17.681]  What Republican can you compare Donald Trump to unfavorably?
[02:29:17.681 --> 02:29:18.581]  It makes no sense.
[02:29:19.201 --> 02:29:23.045]  You have to go back to Reagan to find out maybe a president of equal to Donald Trump.
[02:29:23.045 --> 02:29:24.666]  And that's who he models himself after.
[02:29:24.666 --> 02:29:25.207]  Absolutely.
[02:29:25.207 --> 02:29:27.930]  If China doesn't have carbon taxes, we don't.
[02:29:27.930 --> 02:29:28.650]  Debate's over.
[02:29:28.650 --> 02:29:29.731]  We don't do it till you do it.
[02:29:29.731 --> 02:29:31.033]  Forget even debating whether it's good or not.
