[00:00.000 --> 00:11.800]  Waging war on corruption.
[50:25.560 --> 50:28.360]  By the way, no one will pull it up, cuz I guess everybody's stupid.
[50:28.360 --> 50:32.840]  I remember three years ago, Rachel Maddow saying, we need to take their tax exemption.
[50:32.840 --> 50:34.480]  Go after these groups.
[50:34.480 --> 50:35.480]  They're on record.
[50:35.480 --> 50:36.480]  Absolutely.
[50:36.480 --> 50:37.480]  Who's gonna pull that up?
[50:37.480 --> 50:38.480]  Go ahead.
[50:38.480 --> 50:40.840]  Well, as we mentioned before, they've been doing this to churches for a long time.
[50:40.840 --> 50:45.480]  Now they're branching this out to pro-life organizations, even to Billy Graham's organization,
[50:45.480 --> 50:46.480]  Samaritan's Purse.
[50:46.480 --> 50:48.000]  But there was no order.
[50:48.000 --> 50:49.240]  Right, right, right.
[50:49.240 --> 50:53.640]  But now that was done after these groups were politically active on the other side.
[50:53.640 --> 50:56.080]  And as you mentioned before, they're not doing it to the groups on the left.
[50:56.080 --> 50:57.680]  They're not asking them these kinds of questions.
[50:57.680 --> 51:01.000]  And I've gotta say, I've never seen, and I'm not a Republican, it's just the Democrats
[51:01.000 --> 51:03.080]  are kind of the vanguard of the takeover.
[51:03.080 --> 51:06.960]  The Republicans are like the placeholder just to make us think we're doing okay, and that
[51:06.960 --> 51:07.960]  there's an opposition.
[51:07.960 --> 51:10.000]  I've never seen Republicans do stuff like this.
[51:10.000 --> 51:11.000]  Yeah.
[51:11.000 --> 51:12.000]  I mean, I've gotta say that.
[51:12.000 --> 51:16.120]  As much as I said against Bush and them, they never really persecuted me.
[51:16.120 --> 51:17.400]  It's been under Obama.
[51:17.400 --> 51:21.300]  Right, the pervasiveness of it, the extent of it is what's really new.
[51:21.300 --> 51:25.160]  When we look at groups like, again, Samaritan's Purse, the things that they're involved in
[51:25.160 --> 51:27.560]  are disaster relief, domestic and foreign.
[51:27.560 --> 51:32.120]  They have Operation Christmas Child where you take shoeboxes full of toys and give it
[51:32.120 --> 51:34.120]  to them and they distribute it overseas.
[51:34.120 --> 51:36.040]  Even innocuous groups are being targeted.
[51:36.040 --> 51:37.760]  That's the point.
[51:37.760 --> 51:41.040]  Selling out to this and appeasing won't get it off your back.
[51:41.040 --> 51:44.760]  And what I wanna do is I wanna talk to the evangelical Christians out there who, for
[51:44.760 --> 51:49.320]  the most part, they understand what needs to be done, but they're really not paying
[51:49.320 --> 51:50.320]  attention.
[51:50.320 --> 51:52.840]  They may be with their potluck dinners, that sort of thing.
[51:52.840 --> 51:56.440]  If they're going to get involved with supporting things like disaster relief and Operation
[51:56.440 --> 52:00.480]  Christmas Child, the reason those are there, the reason he's got Samaritan's Purse is because
[52:00.480 --> 52:04.040]  it really rings hollow to share God's love with somebody when you're not willing to go
[52:04.040 --> 52:06.760]  out and take care of them physically.
[52:06.760 --> 52:07.760]  That's the whole idea.
[52:07.760 --> 52:10.320]  I give a lot of money to groups that take care of children.
[52:10.320 --> 52:11.320]  Exactly.
[52:11.320 --> 52:16.000]  So why don't Christians get worried about what's going on here in this country?
[52:16.000 --> 52:20.060]  Why don't they get involved politically as their children are being enslaved and poisoned?
[52:20.060 --> 52:21.760]  Why don't they pay attention to this?
[52:21.760 --> 52:23.720]  Why don't they get angry and do something about it?
[52:23.720 --> 52:29.160]  Well, I mean, I take care of kids in Africa and the Philippines through some of the group's
[52:29.160 --> 52:30.160]  monthly payments.
[52:30.160 --> 52:34.040]  But I also have given a lot more money to, I'm not bragging, I never said this on air,
[52:34.040 --> 52:36.720]  to need here in the US.
[52:36.720 --> 52:37.720]  Exactly.
[52:37.720 --> 52:41.160]  But I don't give money to, quote, find mentally ill children so they can grab your kids that
[52:41.160 --> 52:42.480]  are mentally ill to get money.
[52:42.480 --> 52:43.480]  Most of it's fake charities.
[52:43.480 --> 52:46.160]  I give money for hospital beds or food.
[52:46.160 --> 52:50.840]  Well, what I'm saying is with what we're seeing now with these audits, asking people what
[52:50.840 --> 52:52.480]  the content of their prayer is.
[52:52.480 --> 52:54.600]  That's just nothing but deliberate intimidation.
[52:54.600 --> 52:57.760]  You're not gonna ask people for reams and reams of information that is gonna take a
[52:57.760 --> 52:58.760]  you holler.
[52:58.760 --> 53:00.640]  And now it's tell us your thoughts.
[53:00.640 --> 53:01.640]  Exactly.
[53:01.640 --> 53:04.020]  Can they look at this and see where this is headed?
[53:04.020 --> 53:05.020]  See the tyranny?
[53:05.020 --> 53:06.020]  See where it's headed?
[53:06.020 --> 53:07.020]  I think it's already there.
[53:07.020 --> 53:08.020]  Exactly.
[53:08.020 --> 53:11.880]  But I mean, extrapolate this out and see how much worse it's going to get in all aspects
[53:11.880 --> 53:12.880]  of the world.
[53:12.880 --> 53:14.760]  Well, they're having the hearings and changing the law to take your bank account.
[53:14.760 --> 53:15.760]  Europe's already done it.
[53:15.760 --> 53:18.280]  They already admit that's why they're getting ready for civil unrest.
[53:18.280 --> 53:20.600]  Folks, they're gonna take everything you've got, you idiots.
[53:20.600 --> 53:25.520]  I mean, bending over is the way to make them attack harder.
[53:25.520 --> 53:27.480]  Hopefully some of these Christians are gonna wake up.
[53:27.480 --> 53:32.000]  We've already had, like I said, with the Pulpit Freedom Sunday, it's exploded in the last
[53:32.000 --> 53:37.880]  year from 500 to 1500, wrote letters in defiance of the IRS rules, which are not laws, they're
[53:37.880 --> 53:39.760]  just rules that were put in.
[53:39.760 --> 53:42.960]  And they defied that and the IRS is not coming back after them.
[53:42.960 --> 53:47.800]  The IRS basically backed off and is totally silent about this.
[53:47.800 --> 53:49.320]  It's a criminal organization.
[53:49.320 --> 53:54.840]  By intimidation, and Christians have got to see this and even see the broader picture.
[53:54.840 --> 53:55.920]  As you said, it's already here.
[53:55.920 --> 53:58.760]  This kind of intimidation has been here for a long time.
[53:58.760 --> 54:03.680]  And Christian churches have gotten so passive about politics and about current events here
[54:03.680 --> 54:08.440]  in the United States that they're losing their freedoms, they're losing their economy.
[54:08.440 --> 54:11.200]  They're having all kinds of things put upon them.
[54:11.200 --> 54:13.360]  And maybe this will be the wake-up call where they can see-
[54:13.360 --> 54:19.120]  Yeah, because exactly, Christ and all the prophets before him never submitted a tyranny.
[54:19.120 --> 54:21.960]  That's a lying modern doctrine that you submit to it.
[54:21.960 --> 54:26.000]  He submitted at the end of the sacrifice but said, sell your cloak, sell your script, go
[54:26.000 --> 54:27.620]  get a sword.
[54:27.620 --> 54:31.200]  But all of them said no, they said no to the corrupt authority.
[54:31.200 --> 54:32.200]  That's right.
[54:32.200 --> 54:35.680]  I mean, I guess they should have followed orders, not gone in the lion's den, followed
[54:35.680 --> 54:38.240]  orders, not gone in the furnace.
[54:38.240 --> 54:40.880]  All of the Pauls shouldn't have been locked up in jail.
[54:40.880 --> 54:43.840]  People understand when they look at things like this Operation Christmas Child-
[54:43.840 --> 54:46.280]  Why didn't Moses not submit to Pharaoh?
[54:46.280 --> 54:47.280]  He should have.
[54:47.280 --> 54:48.280]  That's right.
[54:48.280 --> 54:49.280]  He was evil.
[54:49.280 --> 54:50.280]  That's right.
[54:50.280 --> 54:52.120]  It ought to instantly grate against them.
[54:52.120 --> 54:54.080]  He should have rendered to Pharaoh.
[54:54.080 --> 54:57.600]  Just as it did William Wilberforce when he fought against slavery for his entire life
[54:57.600 --> 54:59.440]  and- Well, he was evil, he should have supported
[54:59.440 --> 55:00.440]  the law.
[55:00.440 --> 55:01.440]  Right.
[55:01.440 --> 55:07.600]  They ought to have a fundamental anger about this kind of tyranny and they ought to do
[55:07.600 --> 55:08.600]  something about it.
[55:08.600 --> 55:12.640]  But they've been pacified and largely spent by the IRS over several decades.
[55:12.640 --> 55:15.600]  Listen, I've tried to go, I'm going to keep you in the next hour to continue on this,
[55:15.600 --> 55:20.400]  but I've tried to go, let's not exaggerate, I don't know, 20 churches over the last 15
[55:20.400 --> 55:21.400]  years in Austin.
[55:21.400 --> 55:25.660]  And it may even be a good overall, but you can see them get in the mode of every other
[55:25.660 --> 55:30.040]  sermon to deliver a government worship session, knowing they're doing that for the government
[55:30.040 --> 55:33.480]  spies they on record put in all the big churches, even the small ones.
[55:33.480 --> 55:36.320]  And I just go, that's it, I'm out of here.
[55:36.320 --> 55:38.460]  Because that is devilish.
[55:38.460 --> 55:44.400]  And to give your support to a church that's consciously a government agency, I mean, you
[55:44.400 --> 55:46.600]  might as well just go sell out to the New World Order.
[55:46.600 --> 55:50.400]  Well, maybe they can finally wake up when they see the absurd extremes that this has
[55:50.400 --> 55:53.560]  come into, where they ask for the contents of people's prayer, where they go to pro-life
[55:53.560 --> 55:56.080]  organizations and say, tell us what you put on your signs.
[55:56.080 --> 55:59.880]  When they go to a pro-life organization and say, are you presenting both sides of the
[55:59.880 --> 56:00.880]  abortion argument?
[56:00.880 --> 56:02.800]  Well, by definition, of course they're not.
[56:02.800 --> 56:03.920]  That's not what they're about.
[56:03.920 --> 56:08.040]  They're not there to- There's not a fairness doctrine in free speech.
[56:08.040 --> 56:09.040]  Exactly.
[56:09.040 --> 56:12.720]  When they've got a guy from NAMBLA out there saying he should be able to date your five-year-old
[56:12.720 --> 56:17.720]  daughter or son, they don't go to NAMBLA who's tax-free and say, did you hold up signs saying
[56:17.720 --> 56:19.280]  pedophilia is wrong?
[56:19.280 --> 56:22.600]  But if you speak out for traditional marriage, then you're put on the Southern Poverty Law
[56:22.600 --> 56:26.960]  Center's hate group, and they've got the Pentagon- Well, yeah, here's the deal.
[56:26.960 --> 56:31.960]  I don't hate people for what they're doing sexually in their own life, but they're trying,
[56:31.960 --> 56:35.480]  some of those groups, to get into schools to teach five-year-old stuff.
[56:35.480 --> 56:37.200]  It's like, stay away from my kids, man.
[56:37.200 --> 56:38.200]  Right.
[56:38.200 --> 56:39.300]  It's real simple.
[56:39.300 --> 56:43.660]  But they put mainstream Christian organizations like the Family Research Council and Focus
[56:43.660 --> 56:47.200]  on the Family, they put them on hate lists- And then they get shot up, then they get shot
[56:47.200 --> 56:48.200]  up.
[56:48.200 --> 56:49.200]  Yeah, they actually did.
[56:49.200 --> 56:52.320]  They incited that kind of, they actually did incite hate, Southern Poverty Law Center.
[56:52.320 --> 56:55.960]  They put them on these lists to intimidate them, and we've seen that happening.
[56:55.960 --> 56:58.880]  Just a month ago, we saw all these things coming out from the Pentagon, and now we see
[56:58.880 --> 57:00.840]  the IRS doing this with prayers.
[57:00.840 --> 57:05.280]  By the way, I hope only you selling this evil thing is great because when some pervert attacks
[57:05.280 --> 57:07.240]  your daughter or son, you ask for it.
[57:07.240 --> 57:11.240]  I mean, let me tell you, folks, every society when it's about to fall does this.
[57:11.240 --> 57:15.300]  And the people out there claiming they want equality in all this, the truth is they want
[57:15.300 --> 57:19.600]  to pull down marriage, not all of them, but the main groups driving it, because they don't
[57:19.600 --> 57:21.240]  like us.
[57:21.240 --> 57:22.240]  That's the issue.
[57:22.240 --> 57:26.040]  I'm here to tell you right now, I've studied it, I've looked at it, Planned Parenthood
[57:26.040 --> 57:28.160]  is a eugenics death cult.
[57:28.160 --> 57:33.940]  And they're calling the shots, that's mainstream news, at the IRS saying I want you to go out
[57:33.940 --> 57:34.940]  and shut these people down.
[57:34.940 --> 57:38.120]  David Knight, stay with us for another 15, 20 minutes, I'm going to get some more congressional
[57:38.120 --> 57:43.720]  clips where the IRS got grilled last Friday, Benghazi gate and a ton more coming up.
[57:43.720 --> 57:47.200]  And we'll look at billionaires that are tax free, but want to raise your taxes coming
[57:47.200 --> 57:51.040]  up next hour.
[57:51.040 --> 57:56.640]  With health threats on the rise such as West Nile virus, MRSA, CRE, and now the new bird
[57:56.640 --> 58:01.260]  flu recently discovered in China, there has never been a more crucial time to support
[58:01.260 --> 58:02.680]  your immune system.
[58:02.680 --> 58:07.800]  Supernatural Silver is a revolutionary new silver solution that is clinically shown to
[58:07.800 --> 58:13.280]  be several hundred times more effective than colloidal or ionic silver and is powerful
[58:13.280 --> 58:16.080]  enough to help protect you and your family.
[58:16.080 --> 58:21.160]  Supernatural Silver is scientifically supported, highly effective, and perfect for everyday
[58:21.160 --> 58:23.560]  use inside the body as well as out.
[58:23.560 --> 58:27.600]  The Science Digest Journal says silver is our mightiest germ fighter.
[58:27.600 --> 58:32.640]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[58:32.640 --> 58:37.480]  Supernatural Silver is the number one choice of thousands for improved health and immune
[58:37.480 --> 58:38.580]  system support.
[58:38.580 --> 58:44.440]  To find out how Supernatural Silver can change your life, go to SupernaturalSilver.com and
[58:44.440 --> 58:50.240]  use the promo code SPRING2013 for 20% off and like us on Facebook.
[58:50.240 --> 58:55.400]  Cal Bend Soap Company can save you thousands of dollars and give you good old fashioned
[58:55.400 --> 59:00.540]  real soap that is triple concentrated and made from the highest quality vegetable and
[59:00.540 --> 59:02.060]  coconut oils.
[59:02.060 --> 59:11.600]  See them on the web at www.5starsoap.com or call 1-800-340-7091 for a free catalog and
[59:11.600 --> 59:13.360]  buy American made products.
[59:13.360 --> 59:18.600]  Order the sampler, a one to two month supply or get a one to two year supply of soaps for
[59:18.600 --> 59:20.200]  all your cleaning needs.
[59:20.200 --> 59:23.720]  You're getting soap products twice as good as what you're using now.
[59:23.720 --> 59:28.440]  This is an amazing deal and you will love the way real soap makes your skin feel.
[59:28.440 --> 59:35.520]  Call 1-800-340-7091 or visit www.5starsoap.com.
[59:35.520 --> 59:40.360]  Alex and his staff have used these earth friendly pure soaps for years.
[59:40.360 --> 59:51.680]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[59:51.680 --> 59:55.160]  Coast to coast direct from Austin.
[59:55.160 --> 01:00:02.040]  You're listening to the Alex Jones Broadcasting Network.
[01:00:02.040 --> 01:00:08.600]  From his Central Texas command center deep behind enemy lines, the information war continues.
[01:00:08.600 --> 01:00:13.500]  It's Alex Jones and the GCN Radio Network.
[01:00:13.500 --> 01:00:16.360]  You know, wild horses could not drag me away.
[01:00:16.360 --> 01:00:19.800]  I get David Knight, my reporter in here with all these video clips we're going to play
[01:00:19.800 --> 01:00:20.800]  in the next segment.
[01:00:20.800 --> 01:00:25.440]  He starts talking about how they're telling pro-life groups you can't protest.
[01:00:25.440 --> 01:00:28.660]  They're telling people, well, you got to go out and be pro-abortion half the time.
[01:00:28.660 --> 01:00:31.440]  Your free speech, they can't tell you what to do.
[01:00:31.440 --> 01:00:34.360]  Anytime I try to demonstrate around the country, the cops come up and go, where's your permit?
[01:00:34.360 --> 01:00:35.640]  And I go, it's the first amendment.
[01:00:35.640 --> 01:00:38.880]  You know, this city, this county's lost lawsuits over this.
[01:00:38.880 --> 01:00:41.440]  The free speech zones have been thrown out.
[01:00:41.440 --> 01:00:45.160]  Paul Watson has been contacted by the police in Watford.
[01:00:45.160 --> 01:00:49.120]  He lives like 70 miles away on the other side of London, a suburb Southern.
[01:00:49.120 --> 01:00:51.080]  This is suburb Northern, Northwestern.
[01:00:51.080 --> 01:00:53.760]  They want to drop by his house and talk to him.
[01:00:53.760 --> 01:00:54.760]  And they want to talk to me.
[01:00:54.760 --> 01:00:58.360]  And so I guess I'll call them up this week about what are you planning in England?
[01:00:58.360 --> 01:01:01.480]  They know, but it's like acting like we're doing something wrong.
[01:01:01.480 --> 01:01:05.440]  A bunch of global crooks meeting in secret to decide policy.
[01:01:05.440 --> 01:01:06.440]  It's come out.
[01:01:06.440 --> 01:01:10.360]  They've been indicted before over Lockheed Martin scams, you name it.
[01:01:10.360 --> 01:01:13.800]  We want to cover a mafia event and then it's like we're bad.
[01:01:13.800 --> 01:01:14.800]  It's intimidation.
[01:01:14.800 --> 01:01:15.980]  Well, yeah, it doesn't intimidate us.
[01:01:15.980 --> 01:01:19.440]  So I'm going to call tomorrow for a massive demonstration, folks.
[01:01:19.440 --> 01:01:22.720]  You've got to go to London, even if they try to block me getting there, I'm going to have
[01:01:22.720 --> 01:01:23.720]  my people there.
[01:01:23.720 --> 01:01:24.720]  They're not going to stop.
[01:01:24.720 --> 01:01:27.600]  I mean, it's like, how do these people sell their families out?
[01:01:27.600 --> 01:01:29.860]  Well, they're hired guns.
[01:01:29.860 --> 01:01:34.320]  But let me tell you, hired guns, when everybody sells out the bottom falls and you become
[01:01:34.320 --> 01:01:38.040]  North Korea, you're going to wish all of you that serve evil.
[01:01:38.040 --> 01:01:41.960]  That's one thing I've noticed in history and life, David, people that serve evil always
[01:01:41.960 --> 01:01:42.960]  have a comeback on them.
[01:01:42.960 --> 01:01:46.520]  So I start ranting and hyperventilating and I invited you up here.
[01:01:46.520 --> 01:01:50.240]  You can't even get to your points, but people I think understand it's because I am just
[01:01:50.240 --> 01:01:52.400]  so blown away by this.
[01:01:52.400 --> 01:01:53.960]  And I think the outrage is beginning.
[01:01:53.960 --> 01:01:57.200]  I want to come back with all the news on the immigration bill, the rest of it, the next
[01:01:57.200 --> 01:01:58.200]  segment.
[01:01:58.200 --> 01:02:03.080]  But do you think this because I've been feeling the tipping point and seeing it, I think either
[01:02:03.080 --> 01:02:09.000]  it tips and we reverse or we just accept it like Mexico or Russia, that we're living under
[01:02:09.000 --> 01:02:11.600]  corruption and it's a fate worse than death.
[01:02:11.600 --> 01:02:12.600]  Well, that's exactly it.
[01:02:12.600 --> 01:02:16.600]  I hope we have reached the tipping point and there's hope that it's gotten to such an absurd
[01:02:16.600 --> 01:02:19.000]  point when they ask for the contents of your prayers.
[01:02:19.000 --> 01:02:21.800]  I mean, how much more absurd does it have to get?
[01:02:21.800 --> 01:02:24.440]  How much more intimidating and the question is-
[01:02:24.440 --> 01:02:25.720]  Where's the Fifth Amendment?
[01:02:25.720 --> 01:02:26.720]  Exactly.
[01:02:26.720 --> 01:02:29.000]  They say, well, we don't have to worry about tyranny.
[01:02:29.000 --> 01:02:34.400]  Isn't intimidation, prior constraint, denial of due process, isn't all that stuff?
[01:02:34.400 --> 01:02:36.380]  That's how it always begins.
[01:02:36.380 --> 01:02:40.280]  That's why demonstrations aren't big anymore because they'll try to put you in jail for
[01:02:40.280 --> 01:02:41.280]  it.
[01:02:41.280 --> 01:02:42.280]  Oh, absolutely, yeah.
[01:02:42.280 --> 01:02:45.080]  They'll constrict you to one little free speech corner that's far away from-
[01:02:45.080 --> 01:02:49.040]  And by the way, police, when you're part of this, you literally are burning down your
[01:02:49.040 --> 01:02:51.040]  own future.
[01:02:51.040 --> 01:02:52.040]  That's right.
[01:02:52.040 --> 01:02:53.040]  That's right.
[01:02:53.040 --> 01:02:54.040]  They intimidate people.
[01:02:54.040 --> 01:02:59.320]  When I hear this, I think about the words from the Simon and Garfunkel song, we'd like
[01:02:59.320 --> 01:03:01.800]  to know a little bit about you for our files.
[01:03:01.800 --> 01:03:03.440]  We'd like to help you learn to help yourself.
[01:03:03.440 --> 01:03:07.480]  I mean, it's gotten to the point though that when they ask this kind of stuff and when
[01:03:07.480 --> 01:03:12.800]  they single out groups that are opposed to them, people who have been passive, who have
[01:03:12.800 --> 01:03:16.920]  been a part of this, who just acquiesced to this just to get along so they could keep
[01:03:16.920 --> 01:03:21.620]  their tax deduction for their church or whatever, they've got to understand where this is headed.
[01:03:21.620 --> 01:03:26.160]  They've got to see where we are now, and they've got to do something for their children's future.
[01:03:26.160 --> 01:03:28.640]  This is the sort of thing that they have to wake up for.
[01:03:28.640 --> 01:03:33.220]  The Bible says that when there's a period of restoration, God will turn the father's
[01:03:33.220 --> 01:03:35.000]  hearts towards their children.
[01:03:35.000 --> 01:03:36.000]  Now's the time.
[01:03:36.000 --> 01:03:42.680]  Well, it is now the time, and people have gotten into religion of being cowards.
[01:03:42.680 --> 01:03:47.600]  And well, we just wanna win souls instead of rocking the boat.
[01:03:47.600 --> 01:03:52.500]  You're not gonna win any souls preaching what you're preaching, and your children aren't
[01:03:52.500 --> 01:03:53.920]  gonna be safe, you fools.
[01:03:53.920 --> 01:03:54.920]  That's right.
[01:03:54.920 --> 01:03:57.520]  You are destroying yourself by your acquiescence.
[01:03:57.520 --> 01:03:59.500]  You are opening the gate.
[01:03:59.500 --> 01:04:05.040]  When you're totally divorced from the realities of what's going on in society, when you let
[01:04:05.040 --> 01:04:10.920]  everybody, when you let them steal your freedoms, when you let them establish this kind of tyranny,
[01:04:10.920 --> 01:04:13.960]  that's when you have to wake up at this point.
[01:04:13.960 --> 01:04:17.620]  Let's take a clip from Representative Mike Kelly, and I hope that he's really serious
[01:04:17.620 --> 01:04:18.620]  about that.
[01:04:18.620 --> 01:04:21.200]  So I hope he's not just grandstanding to get a standing ovation, he got a standing ovation
[01:04:21.200 --> 01:04:22.200]  from this.
[01:04:22.200 --> 01:04:24.120]  I hope he really sincerely believes this.
[01:04:24.120 --> 01:04:25.640]  I hope he's gonna do something about it.
[01:04:25.640 --> 01:04:27.480]  Well, no, no, he seems- We can't just wait for the congressman to
[01:04:27.480 --> 01:04:28.480]  do something about it.
[01:04:28.480 --> 01:04:29.480]  We've got to do something about it.
[01:04:29.480 --> 01:04:30.480]  Absolutely, we're going to break.
[01:04:30.480 --> 01:04:33.120]  We're gonna come back and play that in your final segment and get more into the immigration
[01:04:33.120 --> 01:04:34.120]  bill.
[01:04:34.120 --> 01:04:39.800]  Let's get into all the other clips where they're now saying on HBO with Bill Maher and the
[01:04:39.800 --> 01:04:44.740]  self-propelled stomach that, Michael Moore, that if you do not do everything they say
[01:04:44.740 --> 01:04:45.740]  it's treason.
[01:04:45.740 --> 01:04:48.760]  I mean, that is the essence of authoritarianism.
[01:04:48.760 --> 01:04:51.080]  And again, these people are conscious authoritarians.
[01:04:51.080 --> 01:04:52.080]  They're not liberals.
[01:04:52.080 --> 01:04:56.880]  There's a lot of well-meaning liberals that are like, let's teach equality to your five-year-old
[01:04:56.880 --> 01:04:59.880]  so people don't get bullied, but it's not meant for that.
[01:04:59.880 --> 01:05:04.640]  You prepare by purchasing gold, food, and firearms, but if you don't have a home security
[01:05:04.640 --> 01:05:09.400]  system, then you're missing a critical weapon in your arsenal for home protection.
[01:05:09.400 --> 01:05:13.320]  When you're sleeping or away from home, who's watching out for intruders?
[01:05:13.320 --> 01:05:14.840]  Check out SimpliSafe.
[01:05:14.840 --> 01:05:19.260]  It's a new do-it-yourself home security system that is completely wireless.
[01:05:19.260 --> 01:05:22.520]  Go to getsimplisafe.com.
[01:05:22.520 --> 01:05:24.680]  SimpliSafe is independent and off the grid.
[01:05:24.680 --> 01:05:29.120]  It runs on battery power, so even if the grid goes down, you're protected.
[01:05:29.120 --> 01:05:33.900]  It's completely customizable, so you can use it in your home, business, boat, trailer,
[01:05:33.900 --> 01:05:35.840]  storage unit, or shed.
[01:05:35.840 --> 01:05:38.280]  Getsimplisafe.com.
[01:05:38.280 --> 01:05:43.060]  SimpliSafe is also ridiculously easy to install yourself in under 20 minutes, so there's no
[01:05:43.060 --> 01:05:45.440]  need to let a stranger into your home.
[01:05:45.440 --> 01:05:49.540]  If you move or need to relocate, you can take the system with you wherever you go.
[01:05:49.540 --> 01:05:53.480]  You aren't always at home, but SimpliSafe will stand guard, protecting your property
[01:05:53.480 --> 01:05:56.360]  24 hours a day, seven days a week.
[01:05:56.360 --> 01:05:59.480]  Again, that's getsimplisafe.com.
[01:05:59.480 --> 01:06:12.960]  Hello, this is Hank Hill, and I'm telling you what you need to listen to Alex Jones.
[01:06:12.960 --> 01:06:14.960]  Infoworth.com.
[01:06:14.960 --> 01:06:24.960]  Live from Austin, Texas, broadcasting worldwide.
[01:06:24.960 --> 01:06:31.960]  It's Alex Jones.
[01:06:31.960 --> 01:07:01.940]  By the way, I did a big in-depth video interview with Mike Judge last week, who is no longer
[01:07:01.940 --> 01:07:02.940]  a longtime listener to the show.
[01:07:02.940 --> 01:07:04.160]  We've been a longtime fan of his.
[01:07:04.160 --> 01:07:11.160]  King of the Hill, Beavis and Butthead, Extract, Office Space, Idiocracy.
[01:07:11.160 --> 01:07:13.000]  And he even got Political, which he never does.
[01:07:13.000 --> 01:07:18.280]  That's gonna be airing Thursday on the weekday show, 11 AM to 2 PM.
[01:07:18.280 --> 01:07:21.240]  It's about a 50-minute interview, but we'll cut it down to about an hour.
[01:07:21.240 --> 01:07:24.760]  That will premiere Thursday here on the syndicated radio broadcast.
[01:07:24.760 --> 01:07:29.560]  Now, if you just joined us, I got a bunch of other Benghazi news, police state news.
[01:07:29.560 --> 01:07:32.440]  I'm gonna get into this, cancer rates exploding.
[01:07:32.440 --> 01:07:39.560]  So why don't we talk about why it's increasing instead of everybody, we might get brain cancer,
[01:07:39.560 --> 01:07:40.800]  let's remove our brains.
[01:07:40.800 --> 01:07:44.080]  Eye cancer is up, retina cancer, let's remove our eyes.
[01:07:44.080 --> 01:07:46.280]  Breast cancer is up, let's just remove our breast.
[01:07:46.280 --> 01:07:49.000]  Colon cancer is up, let's remove our colon.
[01:07:49.000 --> 01:07:52.400]  I guess for government officials, that might be good.
[01:07:52.400 --> 01:07:54.520]  What do you call having your brain removed for your health?
[01:07:54.520 --> 01:07:57.320]  I guess they're coming out with vaccines.
[01:07:57.320 --> 01:08:02.080]  Now, we've been bantering back and forth in the last 30 minutes, but the other points
[01:08:02.080 --> 01:08:05.660]  before we shift gears out of the IRS situation.
[01:08:05.660 --> 01:08:10.280]  With this clip that you are talking about, Representative Mike Kelly, tell folks about
[01:08:10.280 --> 01:08:11.280]  this.
[01:08:11.280 --> 01:08:13.160]  Yeah, hopefully, I want people to listen to this.
[01:08:13.160 --> 01:08:15.240]  He got a standing ovation with this, and he's talking to them.
[01:08:15.240 --> 01:08:18.040]  He basically says, is there anything that you can't ask?
[01:08:18.040 --> 01:08:21.900]  In other words, trying to get a sense from the IRS official there.
[01:08:21.900 --> 01:08:26.440]  Is there anything that you think that the law prohibits you from doing?
[01:08:26.440 --> 01:08:29.600]  It's pretty amazing to hear what the guy says, so let's take a look at that.
[01:08:29.600 --> 01:08:31.040]  Yeah, let's see this clip.
[01:08:31.040 --> 01:08:35.040]  Is there any limit to the scope of where you folks can go?
[01:08:35.040 --> 01:08:36.080]  Is there anything at all?
[01:08:36.080 --> 01:08:39.440]  Is there any way that we could ask you, is there any question that you shouldn't have
[01:08:39.440 --> 01:08:40.440]  asked?
[01:08:40.440 --> 01:08:42.320]  My goodness, how much money do you have in your wallet?
[01:08:42.320 --> 01:08:44.480]  Who do you get emails from?
[01:08:44.480 --> 01:08:46.080]  Who signed you put up in your front yard?
[01:08:46.080 --> 01:08:47.520]  This is a tax question.
[01:08:47.520 --> 01:08:53.960]  I am more concerned today than I was before, and the fact that you all can do just about
[01:08:53.960 --> 01:08:59.000]  anything you want to anybody, you know you can put anybody out of business that you want
[01:08:59.000 --> 01:09:00.000]  any time you want.
[01:09:00.000 --> 01:09:02.880]  And I got to tell you, you talked about you're a horribly run organization.
[01:09:02.880 --> 01:09:09.160]  If you're on the other side of the fence, you're not given that excuse.
[01:09:09.160 --> 01:09:12.920]  And when the IRS comes in to you, you're not allowed to be shoddy, you're not allowed to
[01:09:12.920 --> 01:09:17.600]  be run horribly, you're not allowed to make mistakes, you're not allowed to do one damn
[01:09:17.600 --> 01:09:19.520]  thing that doesn't come in compliance.
[01:09:19.520 --> 01:09:22.360]  If you do, you're held responsible right then.
[01:09:22.360 --> 01:09:25.560]  I just think the American people have seen what's going on right now in their government.
[01:09:25.560 --> 01:09:29.240]  This is absolutely an overreach, and this is an outrage for all America.
[01:09:29.240 --> 01:09:30.240]  I yield back.
[01:09:30.240 --> 01:09:31.880]  All right.
[01:09:31.880 --> 01:09:38.280]  So Infowars.com reporter David Knight, I mean the IRS takes your house, your bank accounts
[01:09:38.280 --> 01:09:44.480]  without even the fake IRS court saying so, and it's a kangaroo court, not a real constitutional
[01:09:44.480 --> 01:09:45.480]  court.
[01:09:45.480 --> 01:09:47.800]  So when it's criminal, and they actually bring a case against you, at least there's a puppet
