[00:00.000 --> 00:05.000]  The
[54:46.880 --> 54:53.360]  taken down. I just thought that was pretty funny. That's right. The NRA is a pro gun control group,
[54:53.920 --> 54:58.960]  and more and more of that's coming out. They pushed the 68 Gun Control Act and got it passed.
[54:58.960 --> 55:04.560]  They were set up by the federal government in 1870. They're there to neutralize and control gun
[55:04.560 --> 55:09.920]  owners. And now gunners of America is now on record. The NRA is a pro gun control group,
[55:09.920 --> 55:16.160]  but they pose like their pro gun. Look, bottom line, the criminals in government are criminals.
[55:16.160 --> 55:20.800]  They're looting. They're robbing you. We're in offshore bank receivership. One of the first
[55:20.800 --> 55:25.200]  things the IMF and World Bank do when they take over third world nation is order them to confiscate
[55:25.200 --> 55:30.640]  the guns if they want more loans. That's what's happening here in the United States. It's happening.
[55:30.640 --> 55:36.640]  They've introduced bills to ban all semi-automatic rifles, all semi-automatic handguns. It's
[55:36.640 --> 55:41.680]  introduced. It's happening. Let's go ahead and talk to Bill in Pennsylvania. Bill, you're on the air.
[55:42.800 --> 55:48.320]  How are you doing, Alex? You're a great American. Hey, I wanted to tell you two things. I've been
[55:48.320 --> 55:56.160]  changing a lot of people's minds about 9-11 just by showing them now the articles about NIST
[55:56.720 --> 56:02.320]  and building number seven versus the Beijing Hotel that burned. And if you've been watching CNN,
[56:02.320 --> 56:07.200]  they've been showing really, really close pictures of the ground of the plane that fell in Buffalo.
[56:07.200 --> 56:13.440]  And you can see the tail section. The NTSB guy came out and said that we found the engines,
[56:13.440 --> 56:18.960]  the wings, and everything. And they showed it when it was on fire and how it all flamed up.
[56:18.960 --> 56:25.200]  Well, I'm showing people that picture and that video, and then I show them the video in Pennsylvania
[56:25.200 --> 56:28.960]  that the plane hit the ground. And obviously, it was nothing but a hole when all that is wood
[56:28.960 --> 56:34.400]  should have been torched. Well, let me add something. It's up on infowars.com right now.
[56:34.960 --> 56:39.200]  I interviewed the firefighters four years ago when they were in the Philadelphia Daily News
[56:39.200 --> 56:45.040]  saying they found three of the four black boxes from the planes that hit tower one and two.
[56:45.040 --> 56:50.160]  The FBI grabbed the boxes, declared national security. That was in the news. Now several
[56:50.160 --> 56:54.800]  federal agencies have come out and said, yes, we found the boxes and we don't know why the FBI
[56:54.800 --> 56:59.680]  won't release them. That was mainstream news on Friday. Steve Watson did a story about it. Paul
[56:59.680 --> 57:04.960]  Watson did a story about it at prisonplanet.com. So the point is, it is an inside job, folks.
[57:04.960 --> 57:11.520]  Most definitely, Alex. And I tell you right now, you have one of the greatest shows and you have
[57:11.520 --> 57:17.680]  the greatest listening group out there. And I think it's time that we organize and march to
[57:17.680 --> 57:22.880]  Washington and sit on their porch and say, hey, it's time for answers. Thanks a lot.
[57:22.880 --> 57:26.640]  Hey, I appreciate your call. Well, the American people can't march. They're savior,
[57:26.640 --> 57:31.600]  Obama's here. He's going to save us for everything Bush did. Meanwhile, I've never seen this many
[57:31.600 --> 57:37.360]  lobbyists put into power. He swore, he pledged no lobbyists or no one that's given me donations
[57:37.360 --> 57:42.640]  and power positions. And I'm making the Obama deception film right now and I had too many
[57:42.640 --> 57:48.800]  examples. I only give like 10, every major cabinet position, not just lobbyists, top lobbyists,
[57:48.800 --> 57:56.160]  top Raytheon, top Goldman Sachs. If they're over health care, health and human services,
[57:56.160 --> 58:00.880]  they're the former top lobbyists for the big hospitals or the big drug companies. And it'll
[58:00.880 --> 58:06.000]  be 10, 20, 30, 40 deep where every position is lobbyist. He said he was going to get us out of
[58:06.000 --> 58:11.280]  Iraq in six months, then 16. Now it's 23. Now he says maybe never. Doubling the troops in Afghanistan.
[58:11.280 --> 58:15.760]  Why about that? Said he didn't nap, didn't get. Now says he's going to expand nap, didn't get.
[58:15.760 --> 58:21.920]  I mean, the lies go on and on and on and on. But he smiles nice. He tells you he loves you.
[58:22.800 --> 58:28.000]  Oh my goodness. Hi, this is Ted Anderson introducing a new way to listen to GCN on
[58:28.000 --> 58:32.800]  your cell phone. If you own a smartphone like Blackberry iPhone or Arnold G1, there's a free
[58:32.800 --> 58:37.600]  application called Flycast. Simply download, install, and within minutes you'll be listening
[58:37.600 --> 58:43.600]  to your favorite GCN shows from the convenience of your phone. Go to GCNLive.com, download the Flycast
[58:43.600 --> 58:49.040]  application and begin listening in a whole new way. The place to go to is GCNLive.com. Again,
[58:49.040 --> 58:55.840]  that's GCNLive.com application Flycast. Our taxes, food, energy, housing, medical,
[58:55.840 --> 59:00.640]  forcing Americans into poverty, is free enterprise, flawed, or is our monetary system forcing us into
[59:00.640 --> 59:04.720]  perpetual debt, ensuring inflation and higher taxes. The answers are in Griffin's book,
[59:04.720 --> 59:08.240]  The Creature from Jekyll Island. Ron Paul states it's what every American needs to know about
[59:08.240 --> 59:12.320]  the Fed and central banking. Hi, Ted Anderson, I will give a US silver dollar to everyone who
[59:12.320 --> 59:17.840]  purchases this book. Call 800-686-2237. It's critical to be made aware of the system. Get
[59:17.840 --> 59:27.760]  your copy today, 800-686-2237. That's 800-686-2237. Silver is mankind's oldest natural antibiotic.
[59:27.760 --> 59:31.920]  This very special mineral has been used for centuries by most cultures throughout the world.
[59:31.920 --> 59:37.360]  Utopia, Texas is home to a small but mighty supplement company called Utopia Silver,
[59:37.360 --> 59:41.920]  who offers colloidal products produced in distilled water without use of animal protein,
[59:41.920 --> 59:47.120]  nitrates, or saline solutions. Because our colloidal silver is made up of nano-sized particles,
[59:47.120 --> 59:52.320]  it can be better utilized at the cellular level, and germs can't mutate to be resistant like they
[59:52.320 --> 59:57.200]  can to modern-day antibiotics. Utopia Silver has a broad range of health supplements,
[59:57.200 --> 1:00:01.440]  including colloidal silver, gold, and copper, with a money-bag guarantee on the colloidal
[1:00:01.440 --> 1:00:05.920]  products we produce. For four years, Utopia Silver has been fighting in the Texas courts
[1:00:05.920 --> 1:00:10.800]  against agencies that would steal our God-given rights of health care and freedom of speech.
[1:00:10.800 --> 1:00:19.760]  Visit us today at utopiasilver.com, that's utopiasilver.com, or call 888-213-4338.
[1:00:19.760 --> 1:00:26.720]  888-213-4338, and help us win this battle. The council approves a ban on feeding deer within...
[1:00:26.720 --> 1:00:38.720]  Thank you for listening to GCS. E.K.L.B.J. Alston, it's 5 o'clock.
[1:00:38.720 --> 1:00:44.560]  I.R.N. USA Radio News. I'm Jody Jordan. President Barack Obama will sign his 787
[1:00:44.560 --> 1:00:48.400]  billion economic stimulus bill into law this Tuesday in Denver.
[1:00:48.400 --> 1:00:52.720]  This morning, I'm pleased to say that after a loggily debate, full of healthy differences of
[1:00:52.720 --> 1:00:56.960]  opinion, we've delivered real and tangible progress for the American people.
[1:00:56.960 --> 1:01:01.280]  It's a big victory for the new president. Democrats say the money will create millions
[1:01:01.280 --> 1:01:05.120]  of good-paying jobs and help keep families in crisis afloat.
[1:01:05.920 --> 1:01:11.360]  China isn't too happy about parts of the U.S. stimulus package that favors the use of American
[1:01:11.360 --> 1:01:17.600]  goods to help rebuild the economy. An editorial by China's official news agency calls the bill
[1:01:17.600 --> 1:01:24.800]  poison that will hurt efforts to solve the global financial crisis. And the grim task of removing
[1:01:24.800 --> 1:01:30.560]  the bodies of the victims killed in Thursday's plane crash outside Buffalo, New York continues today.
[1:01:31.120 --> 1:01:37.680]  This is I.R.N. USA Radio News. Men and women, if you've got 10 to 30 pounds or more to lose,
[1:01:37.680 --> 1:01:41.600]  please listen carefully. Guys, many of us tend to overeat. We eat too much red meat,
[1:01:41.600 --> 1:01:45.440]  fast foods and processed foods. This keeps the belly flabby and keeps our bodies overweight.
[1:01:45.440 --> 1:01:49.520]  Ladies, have you ever said, I feel fat today? Or do you have this bloated feeling? And how many of
[1:01:49.520 --> 1:01:53.200]  you have been trying to lose the same 10 to 20 pounds for years? There's a healthy and faster
[1:01:53.200 --> 1:01:57.040]  way to lose weight than any diet pill. It's called Evercleans, a clinically proven weight loss and
[1:01:57.040 --> 1:02:01.840]  detox formula that helps you lose weight and get rid of the 5 to 25 pounds of waste that some experts
[1:02:01.840 --> 1:02:06.000]  say is trapped to the colon walls like spackle or paste. Two weeks of Evercleans may be equal to
[1:02:06.000 --> 1:02:09.600]  months of dieting. It's simple too. Natural, tasteless crystals that dissolve in any food
[1:02:09.600 --> 1:02:13.200]  or beverage. Evercleans will flatten out your midsection, reduce love handles, and bellies and
[1:02:13.200 --> 1:02:16.960]  bloating have been disappearing in just days. You see, Evercleans gets rid of the weight you can't
[1:02:16.960 --> 1:02:20.640]  take off by exercising or starving yourself on a diet. And it's not something you have to take
[1:02:20.640 --> 1:02:25.040]  for the rest of your life. Visit us at Evercleans.com or call now to receive a very special offer.
[1:02:25.040 --> 1:02:34.160]  That number is 800-567-5598. Call for your special offer. 800-567-5598. 800-567-5598.
[1:02:35.360 --> 1:02:40.800]  People at church services across Australia today mourn the victims of the deadly wildfires.
[1:02:40.800 --> 1:02:45.840]  More than 180 people were killed in some 1,800 homes destroyed.
[1:02:46.560 --> 1:02:51.520]  U.S. National Park Service spokesman Doug Alexander tells the Australian counterparts
[1:02:51.520 --> 1:02:56.080]  that American firefighters want to help. I've heard that they're extremely bad. You've had a
[1:02:56.080 --> 1:03:07.840]  terrible loss of light, a fantastic fire spread, cities burned. We've heard a lot in the last two
[1:03:07.840 --> 1:03:14.160]  weeks, so it's been good and I can understand your folks are fatigued. So that's why we're here to help.
[1:03:14.160 --> 1:03:18.880]  And leftover damage from Hurricane Ike didn't keep hundreds of revelers from gathering in
[1:03:18.880 --> 1:03:25.200]  Galveston, Texas yesterday to celebrate an annual Mardi Gras tradition. It's parade. We're open for
[1:03:25.200 --> 1:03:30.720]  a good party, pay back all our bills. We didn't get nothing from REMA. For more news and analysis,
[1:03:30.720 --> 1:03:38.800]  log on to IRNNews.com. You could be financially independent and never have to worry about money
[1:03:38.800 --> 1:03:44.320]  again. Hi, how in the world are you anyway? This is Andy Willoughby speaking for the Three Step Plan.
[1:03:44.320 --> 1:03:49.360]  The Three Step Plan is a business system designed to help families start their own home-based business.
[1:03:49.360 --> 1:03:54.160]  If you like working with people with similar family values, you'll love the Three Step Plan.
[1:03:54.160 --> 1:04:03.280]  Go to threestepplan.com or call 800-658-0459. 800-658-0459.
[1:04:05.200 --> 1:04:11.120]  Northern Illinois University has held a candlelight vigil to mark one year since a suicidal
[1:04:11.120 --> 1:04:17.280]  gunman shot and killed five students before turning the gun on himself. Here's Rupa Chenoy.
[1:04:17.280 --> 1:04:23.520]  It began with the memorial service and it was kind of in the darkened auditorium and there were hundreds
[1:04:23.520 --> 1:04:28.400]  of people there and it was very interesting to see this kind of community that was formed from the
[1:04:28.400 --> 1:04:34.560]  tragedy kind of reunite. NIU is also planning a commemoration and a wreathling for the one-year
[1:04:34.560 --> 1:04:40.640]  anniversary. Some Republicans in the Illinois House want Democratic U.S. Senator Roland Burras
[1:04:40.640 --> 1:04:47.680]  investigated for perjury. Here's John O'Connor. Senator Burras now says that he was approached by
[1:04:47.680 --> 1:04:53.920]  Robert Blagojevich, the former governor's brother and campaign chairman to host a fundraiser for
[1:04:53.920 --> 1:04:59.120]  the governor. The disclosure yesterday is at odds with Burras's testimony to a state house
[1:04:59.120 --> 1:05:05.040]  impeachment committee in January. And negotiators for the United Auto Workers have walked out of
[1:05:05.040 --> 1:05:11.200]  concession talks with General Murs. Here's Tom Krishna. The GM talks broke off because of a
[1:05:11.200 --> 1:05:16.800]  dispute over this retiree health care trust that the company is required to pay into. The contract
[1:05:16.800 --> 1:05:22.880]  requires that GM pay billions of dollars into this trust fund. GM wants to swap those cash payments
[1:05:22.880 --> 1:05:28.800]  out for GM stock. GM has until Tuesday to submit a plan to the government showing how it can become
[1:05:28.800 --> 1:05:37.200]  viable. I'm Jody Jordan for IRN USA Radio News. SouthSummit.com is the place for top name brand
[1:05:37.200 --> 1:05:44.240]  knives such as Kershaw, Spyderco, Cold Steel, Gerber, K-Bar, Boker, Leatherman and more. South
[1:05:44.240 --> 1:05:49.280]  Summit has one of the largest selections of self-defense products on the web. Knives, stun guns,
[1:05:49.280 --> 1:05:54.640]  police batons, pepper spray, LED flashlights, emergency kits, binoculars and tactical gear are
[1:05:54.640 --> 1:05:59.600]  just some of the great products found on SouthSummit.com. Receive discounted prices on camping
[1:05:59.600 --> 1:06:04.320]  and preparedness products from Camelback, Kelty and Eureka. Check out our water storage barrels,
[1:06:04.320 --> 1:06:09.040]  water purification systems and mountain house freeze dried foods that have a 30-year shelf life.
[1:06:09.040 --> 1:06:13.600]  Keep an eye on your family and keep them safe with our do-it-yourself spy camera systems.
[1:06:13.600 --> 1:06:17.200]  Mention that you heard this ad on the radio and you'll receive a free LED flashlight with your
[1:06:17.200 --> 1:06:26.560]  order. Visit SouthSummit.com, that's SouthSummit, S-U-M-M-I-T, SouthSummit.com or call toll-free,
[1:06:26.560 --> 1:06:44.320]  1-800-234-8654. That's 1-800-234-8654. K-L-D-J. Prepare yourself for a talk radio experience.
[1:06:45.440 --> 1:06:55.920]  He stands for truth. He stands for justice. He stands for what's right. This is the Alex Jones
[1:06:55.920 --> 1:07:10.480]  show. Call Alex now toll-free at 877-590-5525. Now live from Austin, Texas, here's Alex Jones.
[1:07:15.680 --> 1:07:22.160]  It is hour number two of this abbreviated Sunday transmission. I'm live four hours a day, 11 a.m.
[1:07:22.160 --> 1:07:27.040]  to 3 p.m. central standard time. I come back on Sunday for an abbreviated four to six p.m.
[1:07:27.040 --> 1:07:33.920]  central standard time. Thank you for joining us. You know, normally I don't go with stories that
[1:07:33.920 --> 1:07:39.680]  aren't completely documented out in the open, but when I am aware separately that everything
[1:07:39.680 --> 1:07:44.960]  in the story has already been proven and admitted in other mainstream or government documents,
[1:07:44.960 --> 1:07:49.600]  then I cover it. Again, a year and a half, this is now three years ago, but a year and a half
[1:07:49.600 --> 1:07:54.080]  before it became mainstream news, I was sent secret FEMA documents from a pastor. Then I got
[1:07:54.080 --> 1:07:59.600]  a second group of them. FEMA found out which particular pastor had sent it to me, went and
[1:07:59.600 --> 1:08:05.600]  threatened them, and it said that they were paying preachers, now 26,000 of them. This ties in with
[1:08:05.600 --> 1:08:10.640]  InfraGuard. You can Google that with 20 plus thousand executives that have shoot-to-kill orders,
[1:08:10.640 --> 1:08:15.040]  martial law powers, and they're expanding that. It's part of continuity of government
[1:08:15.040 --> 1:08:18.960]  infrastructure protection. And in the documents it says, this is how you teach your flock to
[1:08:18.960 --> 1:08:24.720]  take force inoculations, to go to the FEMA camp, to follow the orders of troops, to turn their
[1:08:24.720 --> 1:08:30.320]  firearms in. Now that's been on mainstream TV and radio and in government documents, and FEMA
[1:08:30.320 --> 1:08:34.560]  now admits it because we exposed it and they had to put their spin on it. But it's now mainstream
[1:08:34.560 --> 1:08:39.040]  news, and it's mainstream news. They're going to put our putting 20,000 regular army troops to
[1:08:39.040 --> 1:08:42.880]  patrol American streets, and they're going to use Marines, and that's now in the news that they're
[1:08:42.880 --> 1:08:48.160]  suddenly at DUI checkpoints and car wrecks for PR. They're unveiling it under PR. You know,
[1:08:48.160 --> 1:08:51.840]  you're not against getting people out of wrecked cars, are you on the highway? The Marines are
[1:08:51.840 --> 1:08:58.880]  here to help. You're not for drunk drivers, are you? Now I remember a Rocky Mountain news story
[1:08:58.880 --> 1:09:04.480]  out of Colorado in 2002 with the headline, Governor prepares mass graves and incinerators for
[1:09:04.480 --> 1:09:10.880]  bio weapons release. And FEMA and the CDC now admit that they're prepared for this. Now when
[1:09:10.880 --> 1:09:16.800]  county officials get shocked by it, they don't know where to go look for the original backstory.
[1:09:16.800 --> 1:09:22.000]  Also, FEMA lies to them, even though it's open source documented and they could find out if they
[1:09:22.000 --> 1:09:27.040]  knew where to look. That's like towns where they see an army base that have thousands of federal
[1:09:27.040 --> 1:09:33.040]  and state prisoners on it in, quote, forced labor. They sign a waiver to get a shorter sentence to
[1:09:33.040 --> 1:09:38.320]  then be under labor, but then they're basically slaves. They don't know how to Google civilian
[1:09:38.320 --> 1:09:44.320]  inmate labor camp program. Civilian inmate labor camp program. It was secret in 86 when they started
[1:09:44.320 --> 1:09:48.800]  it. The feds were doing it to train military how to keep U.S. prisoners that were non-military
[1:09:48.800 --> 1:09:55.760]  related. And they declassified it in 97 and we've covered it ever since. But neighbors who were
[1:09:55.760 --> 1:10:01.280]  by these camps all over the country, like Aniston, Alabama, there's 24 of them now. There was 12
[1:10:01.280 --> 1:10:06.160]  when they first started it back in the 90s when it first leaked out. It started in the 80s. So
[1:10:06.160 --> 1:10:12.160]  there's some backstory that FEMA indeed with these integration centers, with these threat
[1:10:12.160 --> 1:10:18.400]  integration centers, fusion centers are federalizing everything. And there's now executive orders out
[1:10:18.400 --> 1:10:23.840]  in PDD 51 and John Warren Defense Authorization Act and Pentagon Directives saying they're going to
[1:10:23.840 --> 1:10:27.600]  have camps and put people in them and they've built the camps and it's been in the Houston
[1:10:27.600 --> 1:10:32.080]  Chronicles. So all that's public. But then city officials and county officials, when they know
[1:10:32.080 --> 1:10:38.320]  about it, they're then scared to talk to the public. Now a reporter has done the full interview.
[1:10:38.320 --> 1:10:41.920]  This reporter we're about to talk to has heard the full interview. He knows the county official.
[1:10:41.920 --> 1:10:46.160]  He's in Indiana on the Illinois border, but we're not going to release the official's name
[1:10:46.160 --> 1:10:51.760]  and emergency management because the person, I guess, is scared and we'll find out. But the
[1:10:51.760 --> 1:10:56.960]  point is it's documented. We'll just leave it at that. And so I want to go ahead and bring up now
[1:10:57.680 --> 1:11:03.520]  Doug Williams and Doug Williams writes for Daily Newscaster. The headline is,
[1:11:03.520 --> 1:11:09.200]  is FEMA and DHS preparing for mass graves in Marshall Law near Chicago? And sir, thanks for
[1:11:09.200 --> 1:11:13.760]  joining us. Well, thank you for having me on today, Mr. Jones. I did that little bit of background
[1:11:13.760 --> 1:11:18.160]  for folks to understand. Everything that's in your article is already public. Just this particular
[1:11:18.160 --> 1:11:22.880]  case isn't because the individual won't go public. Yeah, that's correct. You know, the people in
[1:11:22.880 --> 1:11:28.720]  this position, they worry about retribution and possible responses to them coming out into the
[1:11:28.720 --> 1:11:35.600]  open. Give us your, I mean, you know the official year near the county. I mean, give us any your
[1:11:35.600 --> 1:11:39.360]  concerns why you wrote the story. Well, I'm concerned for a couple reasons. One, I've been
[1:11:39.360 --> 1:11:43.760]  following the Marshall Law story for quite a while. I've been doing the research on it. I've
[1:11:43.760 --> 1:11:52.800]  looked into NSPD 51 into the other documents they have setting up FEMA camps, setting up the legalities
[1:11:52.800 --> 1:12:00.560]  to make it possible for the federal government to co-op local county officials to execute national
[1:12:00.560 --> 1:12:07.680]  plans and programs. And one of those programs is, you know, setting up a police apparatus
[1:12:08.320 --> 1:12:21.840]  for controlling the population. Yes, sir, do we lose your phone? I'm back. There was a hiccup
[1:12:21.840 --> 1:12:27.440]  right there. I understand. These are, this is an important issue. These are real issues. These are
[1:12:27.440 --> 1:12:32.000]  things that are happening right now. And when someone's willing to come out and speak about
[1:12:32.000 --> 1:12:38.160]  their experiences with DHS and with FEMA employees, I think it's important for people to find out
[1:12:38.160 --> 1:12:43.760]  about that. So we wanted to put that out and share that with the public. Now, again, when I say every
[1:12:43.760 --> 1:12:47.440]  part of this article, I've separately confirmed for years, we've talked about how they order
[1:12:47.440 --> 1:12:54.960]  county and city officials to send police, firemen, medical workers to these FEMA meetings that that
[1:12:54.960 --> 1:12:59.520]  it's unfunded mandate. They order them to go to these classes where they scare the daylights out of
[1:12:59.520 --> 1:13:04.160]  them, but then are also very deceptive with them and tell them, oh, this is for earthquakes and
[1:13:04.160 --> 1:13:09.120]  hurricanes and then say, well, it's for terrorism. Then they start demonizing gun owners. They ask,
[1:13:09.120 --> 1:13:14.000]  who are the local troublemakers? And then the ears go up on the locals. In fact, I had a fireman
[1:13:14.000 --> 1:13:20.000]  shoot video of FEMA in Kansas City saying the founding fathers are bad. You know, we're setting
[1:13:20.000 --> 1:13:24.560]  this up for the people's own good. So I mean, I've got a lot of this stuff. It's really creepy.
[1:13:24.560 --> 1:13:28.960]  The problem is I'm tired of these county officials being scared to go public. They need to go public
[1:13:28.960 --> 1:13:35.040]  now like Thomas Sanchez did with me in 1999, the Kingsville emergency manager, when they told him
[1:13:35.040 --> 1:13:38.720]  we're getting ready for gun confiscation. That's what these military drills are for. Well, you
[1:13:38.720 --> 1:13:43.840]  know, part of the process is, you know, people are scared. They're intimidated. They're brought
[1:13:43.840 --> 1:13:48.320]  into these, these conference rooms. They're brought into these situations with these federal
[1:13:48.320 --> 1:13:55.360]  authorities. And, you know, they're either through oath and sometimes through contract. They are
[1:13:55.360 --> 1:14:00.480]  not permitted to discuss certain things. They will actually classify some of these meetings.
[1:14:01.520 --> 1:14:05.120]  Now, yeah, these federalization meetings, tell folks about this particular clip. We're going to
[1:14:05.120 --> 1:14:08.880]  play after the break. And then you've heard the full clip, but this is edited for you. I've heard
[1:14:08.880 --> 1:14:14.800]  the unedited clip. This is a municipal official. I vetted out the, I'm not on the tape myself.
[1:14:14.800 --> 1:14:21.840]  I vetted out the individual in a Northwestern county here in Indiana, not too far from Chicago.
[1:14:21.840 --> 1:14:26.720]  And they were required by law to have six, to actually have more conversations and meetings,
[1:14:26.720 --> 1:14:32.400]  but they had to have a minimum of six meetings with federal authorities, particularly DHS and FEMA,
[1:14:32.400 --> 1:14:38.480]  to basically answer their questions. And at first it was about instituting a hazard mitigation
[1:14:38.480 --> 1:14:42.720]  program. And that was explained as something to prepare for tornadoes. Yeah, they always use
[1:14:42.720 --> 1:14:47.040]  something reasonable. Like the army's going to help stop drunks on the streets and then it's,
[1:14:47.040 --> 1:14:51.280]  and take guns. But go ahead. And that's exactly how they got them involved and got them started in
[1:14:51.280 --> 1:14:56.960]  it. And then the questions, the verbal questions, the written questionnaires, the information they
[1:14:56.960 --> 1:15:03.280]  wanted to know about infrastructure, telling them to plan for just unbelievable disaster scenarios
[1:15:03.280 --> 1:15:08.240]  that are just unrealistic for the area. You know, they were, it caused concern, you know, what were
[1:15:08.240 --> 1:15:13.280]  these meetings really about? Because they didn't actually seem to be about preparing for tornadoes.
[1:15:13.840 --> 1:15:20.080]  And then they said, oh, it's mass graves. Oh, it's martial law. Oh, it's for 400,000 people
[1:15:20.080 --> 1:15:24.240]  flooding your county. Oh, you need hardened bunkers. And they said, why? And they said, oh,
[1:15:24.240 --> 1:15:28.800]  in case jets fly into them, they said, no, jets were in the countryside in cornfields. Well,
[1:15:28.800 --> 1:15:33.200]  we all know it's really to fight the American people. Yeah, they looked, they had a map and they
[1:15:33.200 --> 1:15:38.560]  had it out on the table in one of the conferences and asked the people there from the county said,
[1:15:38.560 --> 1:15:43.280]  you know, if we need to locate mass graves, where, point us, point a good area out, where would we
[1:15:43.280 --> 1:15:49.360]  do that? And that was odd enough on its own. And then they asked them, would they accept bodies
[1:15:49.360 --> 1:15:55.600]  from other counties? Well, you know, this is the incredible thing. FEMA, we found the purchase
[1:15:55.600 --> 1:16:00.080]  orders where they bought millions in different locations around the country, these plastic
[1:16:00.080 --> 1:16:06.960]  coffins for mass death. And then when you try to ask FEMA about it, they deny that they're really
[1:16:06.960 --> 1:16:11.040]  coffins. And then we can call the company up that makes them and find the purchase order for them.
[1:16:11.040 --> 1:16:15.680]  So they're gearing up for something really big, ladies and gentlemen. We're going to talk about
[1:16:15.680 --> 1:16:20.480]  it more and play this clip and break it down and analyze it with a head emergency manager in a major
[1:16:20.480 --> 1:16:26.800]  county in Indiana on the border with Illinois and Chicago. It's all coming up after the break.
[1:16:26.800 --> 1:16:30.880]  Please stay with us. He's Doug Williams and he writes for the Daily Newscaster.
[1:16:35.120 --> 1:16:40.640]  What will happen when the grocery stores are empty? What are you going to do once your food is gone?
[1:16:41.200 --> 1:16:46.640]  What will you do when the dollar is worthless and your family needs to eat? Growing your own food
[1:16:46.640 --> 1:16:53.360]  is the only way to have real self-sufficiency and peace of mind. Getseeds.net is offering an amazing
[1:16:53.360 --> 1:16:59.040]  special on 100 different varieties of heirloom vegetable seeds with a complete range of crops.
[1:16:59.040 --> 1:17:05.760]  That's 100 packets of non-hybrid seeds for only $49 with free shipping. You will have the comfort
[1:17:05.760 --> 1:17:11.040]  of knowing that you are truly prepared. These affordable prices are our way to pay it forward.
[1:17:11.040 --> 1:17:18.080]  So in turn, Getseeds.net asks you to share these seeds of life with a less fortunate. Go to Getseeds.net
[1:17:18.080 --> 1:17:31.200]  and get 100 seed packets for only $49 with free shipping or call 877-394-6657. That's 877-394-6657
[1:17:31.200 --> 1:17:37.120]  or go to Getseeds.net. When making important financial decisions, you should always know the
[1:17:37.120 --> 1:17:42.480]  facts. That's why Midas Resources is willing to pay you to read the facts. Midas Resources,
[1:17:42.480 --> 1:17:47.200]  a team of handpicked financial specialists with decades of financial experience who are ready
[1:17:47.200 --> 1:17:52.080]  to provide you with state-of-the-art up-to-date financial services. Midas Resources offers a
[1:17:52.080 --> 1:17:57.120]  host of services and stands behind their products. In fact, if you call and order their free Midas
[1:17:57.120 --> 1:18:02.640]  Report, Midas Resources will pay you. This detailed report will provide you with financial history
[1:18:02.640 --> 1:18:08.000]  on the safest and most profitable areas to invest in. If you read the report, Midas Resources will
[1:18:08.000 --> 1:18:13.360]  send you a free Walking Liberty Silver Half Dollar. So what are you waiting for? Get the facts and
[1:18:13.360 --> 1:18:22.800]  call Midas Resources toll-free at 888-292-2709. That's 888-292-2709. And remember, if you read the
[1:18:22.800 --> 1:18:26.880]  Midas Report, you'll receive a free Walking Liberty Silver Half Dollar.
[1:18:33.840 --> 1:18:38.640]  Of the 3 million plus edible food plants that grow on earth, no other single plant can compare with
[1:18:38.640 --> 1:18:44.400]  the nutritional value of the powder, seeds, and oil of the hemp plant. At hempusa.org, we ship
[1:18:44.400 --> 1:18:49.760]  worldwide these nutritional products with free shipping to the U.S. and Canada. At hempusa.org,
[1:18:49.760 --> 1:18:55.600]  we want to educate our listeners that edible hemp is not marijuana and is certified THC-free.
[1:18:55.600 --> 1:19:00.800]  Our powder is 50% protein and does not contain gluten. Gluten impairs the cells from absorbing
[1:19:00.800 --> 1:19:05.840]  nutrients. This nutrient-dense food can be stored up to five years when vacuum-packed and is priced
[1:19:05.840 --> 1:19:11.360]  affordably to be used as a storable food. Hempusa.org is a bulk shipper starting with five pounds and
[1:19:11.360 --> 1:19:18.640]  up. To allow this food to work for you, call 908-691-2608 or go to hempusa.org and order today.
[1:19:18.640 --> 1:19:23.520]  The body will react and heal itself given the proper nutrition. This superfood will be your greatest
[1:19:23.520 --> 1:19:36.080]  asset. So try it today, store it today, and change your life. Call 908-691-2608 or order from hempusa.org.
[1:19:36.080 --> 1:19:42.640]  Welcome to America. It's time for change. The new president is talking about change. Are you
[1:19:42.640 --> 1:19:47.920]  talking about change? You know, changing your lifestyle to become more healthy? Well, here's
[1:19:47.920 --> 1:19:55.280]  how the staff at Life Change T feels. Make the change to be healthy before your body forces
[1:19:55.280 --> 1:20:04.000]  you to change. Organ failure, sickness, chemical poisoning, toxins, and much more. They'll force
[1:20:04.000 --> 1:20:10.880]  you to change for the worse. A willing change is much better than a change by force. Call Life
[1:20:10.880 --> 1:20:23.040]  Change T now. 928-308-0408. 928-308-0408. Or you can order online at GetTheT.com. You've heard
[1:20:23.040 --> 1:20:31.280]  it. GetTheT.com. Make an investment in your life. Life Change T. Oh, and PS, you'll lose some weight.
[1:20:31.280 --> 1:20:41.200]  Thank you for listening to GCN. Be sure to visit GCNLive.com today.
[1:20:49.920 --> 1:20:54.400]  All right, we're back live. Anything else you want to say before we play this clip,
[1:20:54.400 --> 1:21:02.160]  if you can come back and comment on it, Doug Williams with the Daily Newscaster. I'm sorry,
[1:21:02.160 --> 1:21:05.520]  Mr. Jones, what was that? Anything you'd like to say before we play this clip?
[1:21:05.520 --> 1:21:09.760]  You know, it's just people need to realize that these preparations are going on and when
