[00:00.000 --> 00:29.000]  Music
[51:54.040 --> 52:00.280]  now we've got to have a government that endorses child sex rings
[52:00.280 --> 52:04.280]  how many homeland security deputy directors have been caught in in in
[52:04.280 --> 52:08.480]  child molestation stings but it's always state and local government bumps into
[52:08.480 --> 52:09.520]  them and bust them
[52:09.520 --> 52:11.480]  because the all government isn't bad yet
[52:11.480 --> 52:12.640]  we're in a race
[52:12.640 --> 52:16.120]  they're kicking all the good guys out they're moving the evil in they have to
[52:16.120 --> 52:18.680]  openly promote torture and secret arrest
[52:18.680 --> 52:22.360]  and have congress try to pass retroactive laws to get rid of the fourth
[52:22.360 --> 52:26.520]  amendment so they don't go to jail for illegally spying on us
[52:26.520 --> 52:31.080]  you understand folks we're in a life and death battle here
[52:31.080 --> 52:35.560]  we have a child molestation cult that runs the new world order that is totally
[52:35.560 --> 52:42.120]  sick and in bread in control and they're ruthless and they enjoy killing people
[52:42.120 --> 52:46.900]  why would the justice department in the attorney general and john you as deputy
[52:46.900 --> 52:50.720]  order the military to sexually torture children
[52:50.720 --> 52:55.240]  we've played the clips of john you at a cfr meeting saying yes we do that
[52:55.240 --> 52:57.440]  yes that's authorized
[52:57.440 --> 53:00.080]  there is no way you can say
[53:00.080 --> 53:03.960]  right the children is good
[53:03.960 --> 53:06.320]  i can't believe that
[53:06.320 --> 53:10.160]  i can't believe that on the radical because i'll come on there and talk
[53:10.160 --> 53:14.440]  about this and say it's bad
[53:14.440 --> 53:18.200]  don't you know you're the targets you thumb suckin weaklings out there
[53:18.200 --> 53:19.740]  you cowardly
[53:19.740 --> 53:21.240]  uh... decadent
[53:21.240 --> 53:24.960]  people who think you're part of the power structure on these ego power trips
[53:24.960 --> 53:28.680]  with your democratic and republican parties like your part of the system
[53:28.680 --> 53:31.880]  why do you think scott mclellan so scared he went public why do you think
[53:31.880 --> 53:33.360]  we've got generals
[53:33.360 --> 53:35.680]  coming public and saying they tortured kids
[53:35.680 --> 53:40.040]  why do you think we have the top cia briefers and cia section chiefs coming
[53:40.040 --> 53:42.960]  out and saying the government carried out the attacks because they're scared
[53:42.960 --> 53:47.840]  folks they know this is deadly serious
[53:47.840 --> 53:50.760]  you understand that they're filling the ranks of the government with psychopathic
[53:50.760 --> 53:53.440]  killers who love evil right now
[53:53.440 --> 53:58.880]  you understand this isn't a game
[53:58.880 --> 54:01.240]  i read this article makes me so sick
[54:01.240 --> 54:05.200]  i could talk hours about the subtle nuances of scott shane's evil psiop
[54:05.200 --> 54:08.840]  cia interrogations mix force and finesse
[54:08.840 --> 54:11.000]  so instead of calling it brutal torture and
[54:11.000 --> 54:12.760]  mingle a nazi evil
[54:12.760 --> 54:15.480]  it's so force and finesse
[54:15.480 --> 54:18.760]  collegiate mohammeds
[54:18.760 --> 54:22.080]  illuminates hidden tactics now it's admitted
[54:22.080 --> 54:27.520]  that they tortured this guy and then threatened to go after his children
[54:27.520 --> 54:30.360]  they admitted they threatened to imprison his kids
[54:30.360 --> 54:32.040]  small children
[54:32.040 --> 54:34.760]  you can bet it was more than that
[54:34.760 --> 54:38.800]  this guy was a cia operative and by the way they just staged a break in to
[54:38.800 --> 54:41.560]  release three thousand al-qaeda members
[54:41.560 --> 54:44.560]  in afghanistan and as soon as i heard it on vacation
[54:44.560 --> 54:47.720]  bermas called me about it filling in i said watch it's going to be u.s. aided
[54:47.720 --> 54:51.240]  and then it came out in the foreign press at the u.s. did aid them
[54:51.240 --> 54:52.960]  uh... that's their favorite deal
[54:52.960 --> 54:57.600]  every time they bust al-qaeda in saudi arabia they quote have a jailbreak
[54:57.600 --> 55:01.240]  and the guys jump on u.s. aircraft and take off i mean it is so
[55:01.240 --> 55:05.280]  the saudis you understand folks they work for the new world order that's where
[55:05.280 --> 55:09.760]  the supposed hijackers came from they were u.s. government agents that's been
[55:09.760 --> 55:11.120]  admitted
[55:11.120 --> 55:13.880]  you know it's like knowing the truth
[55:13.880 --> 55:16.240]  uh... i read this sick article
[55:16.240 --> 55:19.520]  in a makeshift prison in poland al-qaeda professor
[55:19.520 --> 55:21.880]  professed engineer
[55:21.880 --> 55:25.720]  those of us in a makeshift prison in poland al-qaeda's professed engineer of
[55:25.720 --> 55:26.760]  mass murder
[55:26.760 --> 55:31.360]  faces off against his out his cia interrogator
[55:31.360 --> 55:33.280]  wait a minute
[55:33.280 --> 55:36.120]  they admit he's been tortured to say this
[55:36.120 --> 55:39.920]  and they and his children have been threatened
[55:39.920 --> 55:41.440]  they admit here
[55:41.440 --> 55:44.960]  after but but they start out with all but he's confessed
[55:44.960 --> 55:46.720]  so see he deserves it
[55:46.720 --> 55:49.600]  by the way he confessed to bombing buildings
[55:49.600 --> 55:51.600]  that weren't built and
[55:51.600 --> 55:54.680]  he's been in custody for six-plus years
[55:54.680 --> 55:57.440]  he confessed to bombing buildings
[55:57.440 --> 56:00.760]  after being held for five years by the way now it's been six
[56:00.760 --> 56:04.760]  to the didn't exist he confessed to things
[56:04.760 --> 56:07.760]  we've written articles about it presently dot com all my god
[56:07.760 --> 56:10.120]  the city average person sitting on the ground coffee
[56:10.120 --> 56:12.320]  all over the country they were in the new york times things
[56:12.320 --> 56:16.480]  all finesse i like finesse force i'm a forceful guy
[56:16.480 --> 56:19.320]  this is all behavioral psychologist written
[56:19.320 --> 56:22.840]  in a makeshift prison in poland al-qaeda professed engineer of mass murder
[56:22.840 --> 56:25.280]  faced off against his cia interrogator
[56:25.280 --> 56:27.800]  it was eighteen months after september eleventh attacks
[56:27.800 --> 56:31.920]  and the invasion of iraq was giving extremist new motives for havoc
[56:31.920 --> 56:34.400]  you read actual pentagon documents and they say they wanted to go in there to
[56:34.400 --> 56:36.220]  actually create resistance
[56:36.220 --> 56:38.720]  like here's an example their real terrorist
[56:38.720 --> 56:42.040]  but the big spectacular ones are u.s. government ops okay
[56:42.040 --> 56:45.720]  like like in nigeria they've been having civil war for decades
[56:45.720 --> 56:48.800]  well they call the group there for that that's that's fighting with the
[56:48.800 --> 56:50.000]  government terrorist
[56:50.000 --> 56:57.000]  see here on the news terrorist attack oil pipelines
[56:57.040 --> 56:59.960]  so there are rebel groups from the world they just call them terrorists now so
[56:59.960 --> 57:02.000]  you hear that yeah that's a real terror group
[57:02.000 --> 57:05.360]  but it's really a rebel group whether you're former against them
[57:05.360 --> 57:10.400]  but when you get to quote al-qaeda that's an admitted cia creation
[57:10.400 --> 57:14.040]  it's a catch-all for your simple minds and they admit that
[57:14.040 --> 57:18.160]  it was collegiate mohammed the interrogator deuce martinis a soft
[57:18.160 --> 57:20.080]  spoken analyst who spoke no arabic
[57:20.080 --> 57:23.240]  had turned down cia offered to be trained in waterboarding
[57:23.240 --> 57:28.440]  he left the inflection of pain and panic to others all
[57:28.440 --> 57:32.440]  so that's kind of psychological ring that all he isn't for torture but he does
[57:32.440 --> 57:34.080]  let him bring them to them
[57:34.080 --> 57:38.360]  the gung-ho paramilitary types who the more cerebral interrogators call
[57:38.360 --> 57:42.640]  knuckle draggers oh see they keep their hands clean but then they're
[57:42.640 --> 57:45.560]  the but they the people under them are ordered to the torture
[57:45.560 --> 57:48.880]  martinis came in after a
[57:48.880 --> 57:53.200]  after the rough stuff the ultimate good cop with the classic skills
[57:53.200 --> 57:56.600]  and see that's what government is oh they're gonna help you on this side oh
[57:56.600 --> 57:57.160]  but they're gonna
[57:57.160 --> 58:01.400]  get you on that side we're all under torture we're all under mind control
[58:01.400 --> 58:04.560]  we're all under their bull they have pain compliance every police department
[58:04.560 --> 58:08.600]  torture citizens every day with pleasure tortures legal in the u.s.
[58:08.600 --> 58:12.560]  we're gonna come back start the next hour I'm gonna go to your calls
[58:12.560 --> 58:15.440]  immediately then into the energy what's really happening there
[58:15.440 --> 58:21.320]  I'm gonna finish up a torture later stay with us
[58:21.320 --> 58:24.520]  it's no secret that genesis communications network depends on
[58:24.520 --> 58:25.680]  listeners like you
[58:25.680 --> 58:29.240]  now you can do even more to hear Genesis shows in your area simply call your
[58:29.240 --> 58:33.800]  local radio stations and tell them about your favorite GCN programs it's easy
[58:33.800 --> 58:37.520]  log on to GCN live dot com or call us toll-free
[58:37.520 --> 58:42.440]  877-807-4048 make a difference call your local stations
[58:42.440 --> 58:46.280]  and contact us through affiliate relations at GCN live dot com
[58:46.280 --> 58:49.880]  or call 877-807-4048
[58:49.880 --> 58:54.800]  call today are your federal reserve notes looking for a safe haven
[58:54.800 --> 58:59.000]  mine found it in precious metals not paper promises
[58:59.000 --> 59:02.360]  but actual gold in my possession it is liquid
[59:02.360 --> 59:05.880]  is private it owes no one cannot go bankrupt
[59:05.880 --> 59:09.840]  and it maintains its purchasing power find your answer
[59:09.840 --> 59:13.760]  that might as resources that's one eight hundred six eight six
[59:13.760 --> 59:17.080]  two two three seven the answer is at one eight hundred
[59:17.080 --> 59:23.600]  six eight six two two three seven if you need real relief from chronic pain due
[59:23.600 --> 59:25.920]  to arthritis back neck or leg pain
[59:25.920 --> 59:30.400]  chemtrails in the air genetically modified clone process food poison water
[59:30.400 --> 59:31.760]  radiation and stress
[59:31.760 --> 59:36.640]  have reduced many of you into toxic cyber blogs you can't go on like this
[59:36.640 --> 59:40.640]  and I know you don't want to do yourself a favor your country a favor be the best
[59:40.640 --> 59:41.280]  you can be
[59:41.280 --> 59:46.320]  and start taking enter food now enter food is easy to prepare and cheaper than a
[59:46.320 --> 59:47.920]  cup of coffee to take every day
[59:47.920 --> 59:52.520]  and speaking of coffee enter food dot com has the best all organic fresh coffee
[59:52.520 --> 59:57.720]  ever it's fair trade coffee infused with rainforest polysaccharides to
[59:57.720 --> 1:00:01.560]  destroy it if coffee's not your thing try the all organic
[1:00:01.560 --> 1:00:07.840]  cocoa mojo enter food is spelled E N E R enter food dot com or give them a call
[1:00:07.840 --> 1:00:11.640]  at eight six six seven six two ninety two thirty eight
[1:00:11.640 --> 1:00:18.240]  mention WGPRM and save ten percent try enter food because you can't be away
[1:00:18.240 --> 1:00:25.240]  when you're always falling asleep
[1:00:27.520 --> 1:00:34.520]  online and on demand this is we the people radio network
[1:00:36.920 --> 1:00:38.800]  hello
[1:00:38.800 --> 1:00:40.360]  yes george
[1:00:40.360 --> 1:00:43.960]  how good of you to call
[1:00:43.960 --> 1:00:48.080]  we had dinner with the Chinese last week
[1:00:48.080 --> 1:00:49.680]  we had a great time
[1:00:49.680 --> 1:00:53.160]  sitting around talking about politics
[1:00:53.160 --> 1:00:55.000]  and I saw when
[1:00:55.000 --> 1:00:58.240]  Mr. Cheney was paying for the tab
[1:00:58.240 --> 1:01:02.560]  I saw a big red stain on his wallet
[1:01:02.560 --> 1:01:04.960]  and I was thinking to myself
[1:01:04.960 --> 1:01:06.360]  heavens you know
[1:01:06.360 --> 1:01:11.360]  the war must be going splendid
[1:01:11.360 --> 1:01:16.000]  see the red money
[1:01:16.000 --> 1:01:23.000]  the red money is here it's worth its weight in fear red money
[1:01:23.800 --> 1:01:30.800]  out on the soul just dead cause the money's so red it's red money
[1:01:31.880 --> 1:01:38.880]  it's all soaked up in blood but jack boots in the mud it's red money
[1:01:39.880 --> 1:01:43.120]  it used to be so green
[1:01:43.120 --> 1:01:46.920]  green as money that I ever see
[1:01:46.920 --> 1:01:51.440]  they used to back it up with silver and gold
[1:01:51.440 --> 1:01:55.720]  way back in the days of old
[1:01:55.720 --> 1:01:59.200]  oh mommy oh mommy
[1:01:59.200 --> 1:02:03.240]  please protect us from the bloody commies
[1:02:03.240 --> 1:02:06.960]  free republic that I used to know
[1:02:06.960 --> 1:02:11.000]  starting to look just like the manifesto
[1:02:11.000 --> 1:02:14.000]  oh look at all that red money
[1:02:19.000 --> 1:02:21.000]  red money
[1:02:27.000 --> 1:02:31.000]  red money at the point of the baddest gun
[1:02:31.000 --> 1:02:34.000]  everybody gets some red money
[1:02:34.000 --> 1:02:41.000]  red money in a team called SWAT and prop up the fiat red money
[1:02:44.000 --> 1:02:50.000]  two billion a day just to keep afloat red china's got us right by the throat with red money
[1:02:52.000 --> 1:02:58.000]  way back's get the gold plus a free ride funding wars from both sides with red money
[1:02:59.000 --> 1:03:03.000]  red money used to be so green
[1:03:03.000 --> 1:03:07.000]  green as money that I ever see
[1:03:07.000 --> 1:03:11.000]  they used to back it up with silver and gold
[1:03:11.000 --> 1:03:15.000]  way back in the days of old
[1:03:15.000 --> 1:03:19.000]  oh mommy oh mommy
[1:03:19.000 --> 1:03:23.000]  please protect us from the bloody commies
[1:03:23.000 --> 1:03:27.000]  a free republic that I used to know
[1:03:27.000 --> 1:03:31.000]  starting to look just like the manifesto
[1:03:31.000 --> 1:03:35.000]  oh look at all that red money
[1:03:39.000 --> 1:03:41.000]  red money
[1:03:47.000 --> 1:03:52.000]  red money manifesto plank is a private central bank
[1:03:52.000 --> 1:03:54.000]  printin' red money
[1:03:55.000 --> 1:04:00.000]  red money really got some nerve down at the federal reserve
[1:04:00.000 --> 1:04:02.000]  printin' red money
[1:04:03.000 --> 1:04:05.000]  red money
[1:04:05.000 --> 1:04:07.000]  that's the federal fractional reserve
[1:04:07.000 --> 1:04:10.000]  the private bank was really who they served with red money
[1:04:11.000 --> 1:04:13.000]  red money
[1:04:13.000 --> 1:04:15.000]  red banks make up that money for free
[1:04:15.000 --> 1:04:17.000]  then load it back to us for a fee
[1:04:17.000 --> 1:04:19.000]  I'm seein' red ink money
[1:04:19.000 --> 1:04:21.000]  red money
[1:04:21.000 --> 1:04:23.000]  ain't no law creating income tax
[1:04:23.000 --> 1:04:25.000]  just a heap of guns cocked behind our backs
[1:04:25.000 --> 1:04:27.000]  gettin' all red money
[1:04:27.000 --> 1:04:29.000]  red money
[1:04:29.000 --> 1:04:31.000]  like the mob they make us pay
[1:04:31.000 --> 1:04:33.000]  so maybe nothin' bad happens to us today
[1:04:33.000 --> 1:04:35.000]  it's strictly red money
[1:04:35.000 --> 1:04:37.000]  red money
[1:04:37.000 --> 1:04:39.000]  so let's get a month's run for treason
[1:04:39.000 --> 1:04:41.000]  cause we got the real voice and reason
[1:04:41.000 --> 1:04:43.000]  but we still got that red money
[1:04:43.000 --> 1:04:45.000]  red money
[1:04:45.000 --> 1:04:54.000]  red money
[1:04:59.000 --> 1:05:01.000]  red money
[1:05:01.000 --> 1:05:10.000]  red money
[1:05:16.000 --> 1:05:18.000]  red money
[1:05:18.000 --> 1:05:26.000]  red money
[1:05:31.000 --> 1:05:34.000]  red money
[1:05:39.000 --> 1:05:42.000]  red money
[1:05:42.000 --> 1:05:44.000]  red money
[1:05:48.000 --> 1:05:50.000]  red money
[1:05:56.000 --> 1:05:58.000]  red money
[1:05:58.000 --> 1:06:07.000]  red money
[1:06:12.000 --> 1:06:14.000]  red money
[1:06:23.000 --> 1:06:26.000]  You're listening to the Three Shoes Posse Band
[1:06:26.000 --> 1:06:29.000]  Three Shoes Posse dot com
[1:06:34.000 --> 1:06:36.000]  I-I-I've no other
[1:06:36.000 --> 1:06:38.000]  strap yourselves in, hold on
[1:06:38.000 --> 1:06:41.000]  He stands for truth
[1:06:41.000 --> 1:06:44.000]  He stands for justice
[1:06:44.000 --> 1:06:47.000]  He stands for what's right
[1:06:47.000 --> 1:06:50.000]  This is the Alex Jones show
[1:06:50.000 --> 1:06:53.000]  Call Alex now toll free
[1:06:53.000 --> 1:06:58.000]  877-590-5525
[1:06:58.000 --> 1:07:01.000]  Now live from Austin, Texas
[1:07:01.000 --> 1:07:04.000]  Here's Alex Jones
[1:07:04.000 --> 1:07:06.000]  This is the Michael Wrecking Talk Show
[1:07:06.000 --> 1:07:08.000]  our phone number 1-800-468-MIC
[1:07:08.000 --> 1:07:12.000]  1-800-468-6453
[1:07:12.000 --> 1:07:15.000]  Naming their children as below
[1:07:15.000 --> 1:07:18.000]  You know what I get them for a first birthday?
[1:07:18.000 --> 1:07:21.000]  I put a grenade up their butts and light it
[1:07:21.000 --> 1:07:23.000]  Happy birthday, baby
[1:07:23.000 --> 1:07:25.000]  Bye bye
[1:07:25.000 --> 1:07:27.000]  You can just type in
[1:07:27.000 --> 1:07:29.000]  Mike Reagan kill babies into Google
[1:07:29.000 --> 1:07:31.000]  and it goes on for like 10 minutes
[1:07:31.000 --> 1:07:33.000]  saying yes, I want to murder children
[1:07:33.000 --> 1:07:35.000]  yes, I want to kill them
[1:07:35.000 --> 1:07:37.000]  Pastor Hagie down in San Antonio has said
[1:07:37.000 --> 1:07:41.000]  he praises God every time another Muslim child is killed
[1:07:41.000 --> 1:07:44.000]  and let's just get one thing straight
[1:07:44.000 --> 1:07:47.000]  I'm a Christian, I think we've got too many foreigners in this country
[1:07:47.000 --> 1:07:49.000]  it's diluting the culture
[1:07:49.000 --> 1:07:54.000]  and I am not even a fan of many factions of Islam
[1:07:54.000 --> 1:07:56.000]  especially the Wahhabis that the British entail
[1:07:56.000 --> 1:07:58.000]  and our government are in love with
[1:07:58.000 --> 1:08:00.000]  that's the al-Qaeda group
[1:08:00.000 --> 1:08:05.000]  but the Muslims do not talk like that about us
[1:08:05.000 --> 1:08:07.000]  and it makes us look really bad
[1:08:07.000 --> 1:08:09.000]  and we lose the high ground
[1:08:09.000 --> 1:08:11.000]  and people behave like this
[1:08:11.000 --> 1:08:13.000]  but the point is, Dincor and Halliburton
[1:08:13.000 --> 1:08:15.000]  aren't getting the precious Muslim children
[1:08:15.000 --> 1:08:18.000]  it's Christian children out of Central Europe
[1:08:18.000 --> 1:08:20.000]  that are taken to the slave camps
[1:08:20.000 --> 1:08:22.000]  in Saudi Arabia, Israel, Thailand and others
[1:08:22.000 --> 1:08:24.000]  and if you don't believe me, there's frontline specials
[1:08:24.000 --> 1:08:28.000]  about the sex slave trade
[1:08:28.000 --> 1:08:31.000]  I mean, it's mainstream news
[1:08:31.000 --> 1:08:33.000]  and that's what I mean
[1:08:33.000 --> 1:08:37.000]  just the incredible institutionalized evil
[1:08:37.000 --> 1:08:40.000]  that is going on all around us
[1:08:40.000 --> 1:08:42.000]  I mean, the governor of Illinois last year came out
[1:08:42.000 --> 1:08:45.000]  and said, I have that constituents bringing the documents
[1:08:45.000 --> 1:08:47.000]  and I've seen congressional testimony
[1:08:47.000 --> 1:08:49.000]  about Halliburton and Dincor
[1:08:49.000 --> 1:08:52.000]  kidnapping a million women and children
[1:08:52.000 --> 1:08:55.000]  and how they have offshore islands all over the world
[1:08:55.000 --> 1:08:57.000]  where most of them are used not in sex slavery
[1:08:57.000 --> 1:08:59.000]  but they actually kidnap them and then chain them
[1:08:59.000 --> 1:09:01.000]  to sewing machines
[1:09:01.000 --> 1:09:04.000]  I don't mean living in China and basically being a slave
[1:09:04.000 --> 1:09:06.000]  having to go live and work in a factory
[1:09:06.000 --> 1:09:07.000]  that's bad enough
[1:09:07.000 --> 1:09:09.000]  I mean, they're grabbed, they're put on US aircraft
[1:09:09.000 --> 1:09:13.000]  they're flown out by the military to literal slave camps
[1:09:13.000 --> 1:09:16.000]  you think I like fighting with these people?
[1:09:16.000 --> 1:09:17.000]  these are killers, folks
[1:09:17.000 --> 1:09:19.000]  you think I like getting up here
[1:09:19.000 --> 1:09:20.000]  when they're already calling my house
[1:09:20.000 --> 1:09:23.000]  saying they'll go out for my kids next?
[1:09:23.000 --> 1:09:25.000]  but I'm past the point of return
[1:09:25.000 --> 1:09:27.000]  I'm committed
[1:09:27.000 --> 1:09:29.000]  I mean, you have no idea how evil it is
[1:09:29.000 --> 1:09:31.000]  so that's why we now hear them say
[1:09:31.000 --> 1:09:33.000]  take all 9-11 truthers to camps
[1:09:33.000 --> 1:09:34.000]  torture us, kill us
[1:09:34.000 --> 1:09:36.000]  take us out, shoot us
[1:09:36.000 --> 1:09:38.000]  he'll pay for the bullets
[1:09:38.000 --> 1:09:39.000]  they're all saying that
[1:09:39.000 --> 1:09:41.000]  we've got the morning Joe saying it
[1:09:41.000 --> 1:09:43.000]  on MSNBC, we've got Glenn Beck saying it
[1:09:43.000 --> 1:09:44.000]  you're like, wait a minute
[1:09:44.000 --> 1:09:45.000]  Glenn Beck talks about the New World Order
[1:09:45.000 --> 1:09:47.000]  yeah, they'll say I'm against the New World Order
[1:09:47.000 --> 1:09:49.000]  but then they'll be for all the policies
[1:09:49.000 --> 1:09:51.000]  that create the New World Order
[1:09:51.000 --> 1:09:53.000]  they're doing that because they know the majority of you
[1:09:53.000 --> 1:09:55.000]  have woken up to some extent now
[1:09:55.000 --> 1:09:57.000]  that there is a global government
[1:09:57.000 --> 1:09:58.000]  there is this tyranny happening
[1:09:58.000 --> 1:09:59.000]  now, I said I'd go to your calls
[1:09:59.000 --> 1:10:02.000]  the numbers 877-590-5525
[1:10:02.000 --> 1:10:04.000]  but on the subject of torture
[1:10:04.000 --> 1:10:06.000]  go read the Army's own reports
[1:10:06.000 --> 1:10:09.000]  this is illegal, this is murderous, this is horrible
[1:10:09.000 --> 1:10:11.000]  this has been done to innocent people
[1:10:11.000 --> 1:10:12.000]  remember they lied and said
[1:10:12.000 --> 1:10:15.000]  oh, that's a fake puppy video Alex Jones
[1:10:15.000 --> 1:10:16.000]  put up on his website
[1:10:16.000 --> 1:10:18.000]  Michelle Malcolm, the fake conservative
[1:10:18.000 --> 1:10:19.000]  not a real conservative
[1:10:19.000 --> 1:10:21.000]  writes books about how wonderful
[1:10:21.000 --> 1:10:22.000]  putting people in camps are
[1:10:22.000 --> 1:10:23.000]  that's even the name of the book
[1:10:23.000 --> 1:10:26.000]  the case for internment
[1:10:26.000 --> 1:10:30.000]  and big CFR husband
[1:10:30.000 --> 1:10:31.000]  once big government
[1:10:31.000 --> 1:10:32.000]  but they'll give you torture
[1:10:32.000 --> 1:10:34.000]  and you think that's conservative
[1:10:34.000 --> 1:10:38.000]  she said I was a liar
[1:10:38.000 --> 1:10:40.000]  and that video of throwing the puppy
[1:10:40.000 --> 1:10:41.000]  off the cliff wasn't real
[1:10:41.000 --> 1:10:42.000]  nobody cares about humans
[1:10:42.000 --> 1:10:44.000]  people got upset about the puppy
[1:10:44.000 --> 1:10:45.000]  and I just said
[1:10:45.000 --> 1:10:49.000]  these guys are coming back here to be cops
[1:10:49.000 --> 1:10:51.000]  and I gave the fact that
[1:10:51.000 --> 1:10:52.000]  on many big city forces
[1:10:52.000 --> 1:10:54.000]  over 80% of the new recruits
[1:10:54.000 --> 1:10:57.000]  are Iraq and Afghanistan veterans
[1:10:57.000 --> 1:10:59.000]  and then I give you the Ithaca Times
[1:10:59.000 --> 1:11:02.000]  with a positive report with
[1:11:02.000 --> 1:11:04.000]  Gruckheimer, the private Gruckheimer
[1:11:04.000 --> 1:11:05.000]  about how they go into villages
[1:11:05.000 --> 1:11:07.000]  and kill every baby, every woman
[1:11:07.000 --> 1:11:08.000]  in Afghanistan and the Army came out
[1:11:08.000 --> 1:11:10.000]  on Fox News with a clarification
[1:11:10.000 --> 1:11:12.000]  two days later saying well yes
[1:11:12.000 --> 1:11:17.000]  in some areas we kill everyone
[1:11:17.000 --> 1:11:18.000]  don't you understand
[1:11:18.000 --> 1:11:19.000]  if they're going to torture them
[1:11:19.000 --> 1:11:24.000]  they're going to torture us
[1:11:24.000 --> 1:11:28.000]  and so now the military
[1:11:28.000 --> 1:11:30.000]  most of the World War II vets
[1:11:30.000 --> 1:11:32.000]  that I got a chance to know
[1:11:32.000 --> 1:11:34.000]  growing up, deer hunting with them
[1:11:34.000 --> 1:11:36.000]  fishing with them, camping with them
[1:11:36.000 --> 1:11:38.000]  a lot of people who've been in Germany
[1:11:38.000 --> 1:11:40.000]  been in Italy, been in the Pacific
[1:11:40.000 --> 1:11:43.000]  they had most of them served a year or two
[1:11:43.000 --> 1:11:46.000]  Audi Murphy only served a year and a half
[1:11:46.000 --> 1:11:50.000]  in country
[1:11:50.000 --> 1:11:52.000]  after his last incident
[1:11:52.000 --> 1:11:54.000]  where he was up on top of the tank
[1:11:54.000 --> 1:11:55.000]  and shot all the Nazis
[1:11:55.000 --> 1:11:56.000]  and the rest of them
[1:11:56.000 --> 1:11:57.000]  they finally pulled him out
[1:11:57.000 --> 1:11:59.000]  after he'd been shot a whole bunch
[1:11:59.000 --> 1:12:00.000]  repeatedly the point is
[1:12:00.000 --> 1:12:02.000]  is that from Texas
[1:12:02.000 --> 1:12:04.000]  is that these guys
[1:12:04.000 --> 1:12:05.000]  after they all died
[1:12:05.000 --> 1:12:06.000]  we got a chance to see
[1:12:06.000 --> 1:12:08.000]  what was in their trunks
[1:12:08.000 --> 1:12:09.000]  we got a chance to see
[1:12:09.000 --> 1:12:10.000]  all the combat they'd been in
[1:12:10.000 --> 1:12:11.000]  what they'd gone through
[1:12:11.000 --> 1:12:12.000]  and they all had problems
[1:12:12.000 --> 1:12:13.000]  throughout their lives
[1:12:13.000 --> 1:12:14.000]  whether they owned construction
[1:12:14.000 --> 1:12:15.000]  companies or businesses
[1:12:15.000 --> 1:12:16.000]  or were successful
[1:12:16.000 --> 1:12:17.000]  or were county sheriffs
[1:12:17.000 --> 1:12:19.000]  or county tax assessors
[1:12:19.000 --> 1:12:21.000]  they had heart attacks young
[1:12:21.000 --> 1:12:22.000]  they were aggressive
[1:12:22.000 --> 1:12:24.000]  they got in fights a lot
[1:12:24.000 --> 1:12:26.000]  they would fly off the handle
[1:12:26.000 --> 1:12:27.000]  because they'd seen a lot
[1:12:27.000 --> 1:12:28.000]  of horrible things
[1:12:28.000 --> 1:12:29.000]  and a few times I could get them
[1:12:29.000 --> 1:12:30.000]  to tell stories
[1:12:30.000 --> 1:12:31.000]  okay you want to hear a war story
[1:12:31.000 --> 1:12:32.000]  we'd go into Germany
[1:12:32.000 --> 1:12:33.000]  and we'd fight through the troops
[1:12:33.000 --> 1:12:35.000]  and then imagine a beautiful
[1:12:35.000 --> 1:12:36.000]  beautiful woman
[1:12:36.000 --> 1:12:37.000]  looks like Marilyn Monroe
[1:12:37.000 --> 1:12:38.000]  and red lipstick
[1:12:38.000 --> 1:12:40.000]  running out with a buzz rocket
[1:12:40.000 --> 1:12:41.000]  a phosphorus tipped rocket
[1:12:41.000 --> 1:12:42.000]  trying to kill you
[1:12:42.000 --> 1:12:43.000]  and you got a shooter
[1:12:43.000 --> 1:12:44.000]  that messes you up son
[1:12:44.000 --> 1:12:48.000]  war isn't a good thing
[1:12:48.000 --> 1:12:49.000]  my point is these heroes
[1:12:49.000 --> 1:12:50.000]  who had to do these
[1:12:50.000 --> 1:12:51.000]  really horrible things
[1:12:51.000 --> 1:12:52.000]  because they were being shot at
[1:12:52.000 --> 1:12:54.000]  they were screwed up for life
[1:12:54.000 --> 1:12:57.000]  they had major problems
[1:12:57.000 --> 1:13:03.000]  for life from this
[1:13:03.000 --> 1:13:05.000]  serious post-traumatic stress
[1:13:05.000 --> 1:13:06.000]  from one tour on average
[1:13:06.000 --> 1:13:07.000]  11 and a half months
[1:13:07.000 --> 1:13:11.000]  now the average tour now
[1:13:11.000 --> 1:13:13.000]  is three and a half tours
[1:13:13.000 --> 1:13:15.000]  this war is six years old
[1:13:15.000 --> 1:13:19.000]  plus five years plus in Iraq
[1:13:19.000 --> 1:13:20.000]  they are in hardcore combat
[1:13:20.000 --> 1:13:22.000]  door to door police duty
[1:13:22.000 --> 1:13:26.000]  searching people
[1:13:26.000 --> 1:13:27.000]  and a lot of them
[1:13:27.000 --> 1:13:28.000]  are just converting to evil
[1:13:28.000 --> 1:13:29.000]  they're putting human skulls
[1:13:29.000 --> 1:13:30.000]  on their tanks
[1:13:30.000 --> 1:13:31.000]  they're raping
[1:13:31.000 --> 1:13:32.000]  they're killing children
[1:13:32.000 --> 1:13:33.000]  they're sitting there drinking whiskey
[1:13:33.000 --> 1:13:35.000]  shooting families out in the street
[1:13:35.000 --> 1:13:36.000]  laughing
[1:13:36.000 --> 1:13:37.000]  go and watch me blow this lady
[1:13:37.000 --> 1:13:40.000]  have you seen the videos online?
