[00:00:03.863 --> 00:00:06.544]  First, congratulations.
[02:06:05.754 --> 02:06:12.199]  Of course, I talked to you down in Georgia for a little bit the first day of the Stop the Steal rally down there in Atlanta.
[02:06:14.111 --> 02:06:16.274]  It's a lot of crazy stuff going on.
[02:06:16.274 --> 02:06:28.969]  My group, DC Under Siege, that I talked to you about in front of the Lincoln Memorial the other day after the Jericho march earlier this month, we're hosting the Won't Back Down rally January 2nd in front of Mitch McConnell's local Kentucky home.
[02:06:29.549 --> 02:06:29.669]  Yeah.
[02:06:59.764 --> 02:07:07.448]  And they can't overcome the fraudulent voting machines set up that keeps them from being to oust the establishment from their seats for probably the last 15 years.
[02:07:07.448 --> 02:07:14.811]  And the Obama's Lola Lerner IRS scandal that prevents them from legally declaring their candidacy that's never been addressed.
[02:07:14.811 --> 02:07:22.735]  We're sick and tired of them giving everyone around the world a leg up while they squash American citizens, so it's time for us to put some fear into McConnell.
[02:07:22.735 --> 02:07:26.097]  He sets the globalist agenda in the Senate, so
[02:07:27.203 --> 02:07:34.126]  We won't back down a rally, January 2nd, hosted by DC Under Siege in Louisville, Kentucky on Saturday, January 2nd.
[02:07:34.126 --> 02:07:36.828]  Well brother, I'll be watching for that and I appreciate your call.
[02:07:36.828 --> 02:07:37.408]  Absolutely.
[02:07:37.408 --> 02:07:47.052]  And I know you won't be like Andy Fowler, threatening to kill Evil Turtle, as he's called, but definitely letting him know that his wife's a Chinese Communist agent and we know that he went along with the election fraud.
[02:07:47.052 --> 02:07:48.973]  The good news is Pence is going to be there now.
[02:07:48.973 --> 02:07:50.434]  He was going to be in Israel.
[02:07:50.434 --> 02:07:52.215]  The good news is Senator
[02:07:53.195 --> 02:07:59.380]  Hawley is gonna try to block all this, so it's on January 5th and 6th.
[02:07:59.380 --> 02:08:02.782]  The 5th is big, the 6th is even more important.
[02:08:02.782 --> 02:08:10.208]  It's raw numbers we need, so people see millions upon millions upon millions of people.
[02:08:10.208 --> 02:08:12.850]  And they control the airspace, or I'd run a helicopter to show you.
[02:08:12.850 --> 02:08:15.111]  They only show that one square full of people.
[02:08:15.111 --> 02:08:17.373]  That's about 200,000.
[02:08:17.373 --> 02:08:20.876]  The one back right after the election,
[02:08:22.149 --> 02:08:33.156]  The first big rally, that thing had, I mean, the streets full, down five, six streets, going three plus miles to Supreme Court, all the way to Freedom Plaza.
[02:08:33.156 --> 02:08:35.637]  It was crazy.
[02:08:35.637 --> 02:08:39.019]  I mean, the DC police estimated almost a million people.
[02:08:39.019 --> 02:08:40.820]  The media said a couple hundred thousand.
[02:08:40.820 --> 02:08:43.622]  I don't know, but it was absolutely crazy.
[02:08:43.622 --> 02:08:45.423]  All right, we're going to go to break.
[02:08:45.423 --> 02:08:48.845]  And I'm going to come back with, Ron's been holding the longest.
[02:08:49.753 --> 02:08:51.955]  And then we will go to everybody else.
[02:08:51.955 --> 02:08:57.220]  We're going to ring in the New Year here, taking phone calls on the Alex Jones Show.
[02:08:57.220 --> 02:09:06.189]  And I'm just, again, very, very, very, very honored to be here and very, very blessed to be here.
[02:09:06.189 --> 02:09:09.872]  And I just want to see humanity turn the corner.
[02:09:09.872 --> 02:09:10.673]  We've been decadent.
[02:09:10.673 --> 02:09:11.313]  We've been corrupt.
[02:09:11.313 --> 02:09:12.334]  We've gotten away from God.
[02:09:12.334 --> 02:09:13.756]  We're going to go through some hell now.
[02:09:14.775 --> 02:09:18.358]  But that's what gets God's people back in line.
[02:09:18.358 --> 02:09:21.201]  So every time Israel became corrupt, God put them into bondage.
[02:09:21.201 --> 02:09:23.643]  And we are going into very serious bondage.
[02:09:23.643 --> 02:09:26.005]  But this, if you think people are awake now, you wait.
[02:09:26.005 --> 02:09:29.688]  I mean, you're going to have people dying on every street you know of the COVID vaccine.
[02:09:29.688 --> 02:09:32.250]  It's already killing people everywhere.
[02:09:32.250 --> 02:09:33.471]  When they take it, it's killing people.
[02:09:33.471 --> 02:09:35.673]  It's meant to kill you in a couple of years.
[02:09:35.673 --> 02:09:37.415]  It takes over every cell in your body.
[02:09:37.415 --> 02:09:39.256]  It's just unbelievable.
[02:09:39.256 --> 02:09:39.737]  Wow.
[02:09:39.737 --> 02:09:40.377]  We'll be right back.
[02:09:40.377 --> 02:09:40.738]  Stay with us.
[02:09:45.902 --> 02:09:48.324]  The Resistance dot video.
[02:09:48.324 --> 02:09:50.726]  The Resistance dot video.
[02:09:50.726 --> 02:09:52.968]  The Resistance dot video.
[02:09:52.968 --> 02:09:55.130]  The Resistance dot video.
[02:09:55.130 --> 02:09:57.311]  The Resistance dot video.
[02:09:57.311 --> 02:10:00.154]  The Resistance dot video.
[02:10:00.154 --> 02:10:02.155]  Infowars dot com.
[02:10:02.155 --> 02:10:04.297]  Newswars dot com.
[02:10:04.297 --> 02:10:05.638]  Ban dot video.
[02:10:05.638 --> 02:10:09.161]  And hundreds of other URLs we've launched have been banned.
[02:10:09.161 --> 02:10:14.145]  That's why every month we launch a new URL before they ban it.
[02:10:15.306 --> 02:10:19.088]  Soros and Bill Gates and the globalists are on our tail.
[02:10:19.088 --> 02:10:23.750]  But the new website is theresistance.video.
[02:10:23.750 --> 02:10:25.670]  Theresistance.video.
[02:10:25.670 --> 02:10:30.132]  They're trying to block us because the truth is powerful and can defeat them.
[02:10:30.132 --> 02:10:40.736]  So the new URL that links right to band.video and all of our videos and all of our documentaries and all the special reports and all the suppressed information is at theresistance.video.
[02:10:40.736 --> 02:10:41.637]  Share the link.
[02:10:41.637 --> 02:10:43.237]  Theresistance.video.
[02:10:43.237 --> 02:10:44.278]  Theresistance.video.
[02:10:45.319 --> 02:10:52.667]  The year 2021 is almost here, and so we're launching our New Year's specials right now.
[02:10:52.667 --> 02:10:54.109]  We've got two different big sales.
[02:10:54.109 --> 02:11:01.336]  We've got Super Metal Vitality Turbo Force and Ultra 12, part of the New Year's Resolution Energize Pack, 40% off.
[02:11:01.336 --> 02:11:06.562]  We've got Bodies, Vazo Beats, and Knockout, part of the New Year's Resolution Revitalize Pack, at 40% off.
[02:11:07.483 --> 02:11:14.625]  But if you get both of these packs together, they are 60% off with free shipping and double Patriot points.
[02:11:14.625 --> 02:11:15.906]  The best deal ever.
[02:11:15.906 --> 02:11:21.328]  I want to thank you all for your support and encourage you to go to InfoWarsTore.com today and take advantage of this.
[02:11:21.328 --> 02:11:24.069]  And you can't lose because it funds the InfoWar.
[02:11:24.069 --> 02:11:31.011]  Again, get the great products at InfoWarsTore.com and fund the Second American Revolution worldwide at a time that it's more critical than ever.
[02:11:31.531 --> 02:11:38.033]  Again, the year 2021 is here, and I am committed to you to fight against the globalists harder than ever.
[02:11:38.033 --> 02:11:40.653]  So thank you so much for keeping InfoWars in the fight.
[02:11:40.653 --> 02:11:48.495]  Without your support, we couldn't do any of it.
[02:11:48.495 --> 02:11:51.176]  You're listening to the Alex Jones Show.
[02:12:12.080 --> 02:12:16.303]  Imagine someday it'll be the year 2021 will be the 21st century.
[02:12:16.303 --> 02:12:18.465]  Imagine someday it'll be the year 2021.
[02:12:18.465 --> 02:12:20.726]  The 21st year of the 21st century.
[02:12:20.726 --> 02:12:22.808]  I remember being about four years old.
[02:12:41.254 --> 02:12:51.685]  When my mom was braising a rump roast, she made roast about once a week, with potatoes and carrots, you know, classic thing, especially in the winter.
[02:12:51.685 --> 02:13:02.656]  I still remember going, cooking it before she roasted it, and going, Alex, think, you'll be this old in the year 2021, in the new century, or the year 2020.
[02:13:06.032 --> 02:13:06.872]  Or the year 2000.
[02:13:06.872 --> 02:13:09.194]  And then, you know, she was just talking about different dates coming up.
[02:13:09.194 --> 02:13:11.015]  The year 2000, the year 2001.
[02:13:11.015 --> 02:13:17.178]  I remember her talking about, you know, it's not really the new millennium until it's 2001.
[02:13:17.178 --> 02:13:19.359]  But some say 2000.
[02:13:19.359 --> 02:13:22.061]  She was like, just imagine the year 2021.
[02:13:22.061 --> 02:13:26.063]  I still remember that.
[02:13:26.063 --> 02:13:28.624]  Like imagining back in the late 1970s.
[02:13:28.624 --> 02:13:29.645]  Oh, the year 2000, the year 2020, 2021.
[02:13:29.645 --> 02:13:30.145]  And here we are.
[02:13:37.310 --> 02:13:38.010]  And guess what?
[02:13:38.010 --> 02:13:40.511]  It's wild science fiction.
[02:13:40.511 --> 02:13:41.812]  World government.
[02:13:41.812 --> 02:13:42.812]  Lockdown of the West.
[02:13:42.812 --> 02:13:45.293]  Communist China taking over.
[02:13:45.293 --> 02:13:47.493]  Inoculations to buy and sell.
[02:13:47.493 --> 02:13:48.474]  They're preparing us for.
[02:13:48.474 --> 02:13:51.515]  And the inoculation takes over our DNA.
[02:13:52.645 --> 02:13:58.170]  And top scientists look at the vaccine and say, this will cause horrible autoimmune responses, or it'll shut your immune system off.
[02:13:58.170 --> 02:13:59.791]  And it's got jellyfish DNA in it.
[02:13:59.791 --> 02:14:03.874]  And it's got the whole cloned genomes of dead children.
[02:14:03.874 --> 02:14:08.298]  And they look at it and go, this won't protect you from COVID.
[02:14:08.298 --> 02:14:13.682]  This will attack protein that's in your body and cause an autoimmune disorder.
[02:14:13.682 --> 02:14:15.043]  And sure enough, people are sick.
[02:14:15.043 --> 02:14:16.244]  They're dying.
[02:14:16.244 --> 02:14:18.386]  And they just go, be tough.
[02:14:18.386 --> 02:14:20.408]  We'll never open the economy till you take it.
[02:14:21.789 --> 02:14:23.809]  And they're just normalizing killing us.
[02:14:23.809 --> 02:14:25.290]  They had to get to this point.
[02:14:25.290 --> 02:14:26.870]  You always wonder what it would look like.
[02:14:26.870 --> 02:14:29.451]  Here it is.
[02:14:29.451 --> 02:14:35.812]  That's one reason our credibility's gone supernova is everybody knows I would harp on Bill Gates in my films going back 20 years.
[02:14:35.812 --> 02:14:37.072]  They go, why are you obsessed with Bill Gates?
[02:14:37.072 --> 02:14:39.353]  Because I study this stuff.
[02:14:39.353 --> 02:14:41.953]  And Bill Gates is as powerful as they get.
[02:14:41.953 --> 02:14:47.914]  Klaus Schwab headed up the United Nations Operation for Sustainability.
[02:14:47.914 --> 02:14:50.395]  When you hear sustainability, that means mass extermination, world government.
[02:14:53.174 --> 02:14:57.478]  And so, he's like the Mater D at a restaurant.
[02:14:57.478 --> 02:15:00.781]  He's in charge of it.
[02:15:00.781 --> 02:15:11.211]  So when the dinner's incredible, they have a great night, they thank the Mater D, they celebrate the Mater D. He's the chief actual scientist in command of operations.
[02:15:11.211 --> 02:15:13.272]  He's a scientist engineer.
[02:15:13.272 --> 02:15:16.956]  Gates, though, is like the owner of the restaurant.
[02:15:18.476 --> 02:15:31.984]  Because there was, again, more than 50 large robber baron foundations that had gotten together to carry out world government and eugenics, headed up by IBM, that financed Hitler and all the rest of it, the UN.
[02:15:31.984 --> 02:15:34.906]  And he is the officer in charge of that.
[02:15:34.906 --> 02:15:38.267]  He chairs the global eugenics board.
[02:15:38.267 --> 02:15:41.649]  They have awards, they give them awards.
[02:15:41.649 --> 02:15:44.171]  And he's the big daddy.
[02:15:45.851 --> 02:15:51.976]  I'm not saying he's the Antichrist, but like, let's use the Christian allegory of Lord of the Rings.
[02:15:51.976 --> 02:15:52.476]  J.R.R.
[02:15:52.476 --> 02:15:53.537]  Tolkien was a big Christian.
[02:15:53.537 --> 02:15:55.659]  He did this as an allegory.
[02:15:55.659 --> 02:16:00.062]  And so you've got Sauron that's the devil.
[02:16:00.062 --> 02:16:09.289]  Well, technically in that lore, there was another older Satan that got destroyed and then Lucifer was now Sauron.
[02:16:09.289 --> 02:16:12.072]  So he was kind of like the next wave of Satan.
[02:16:12.072 --> 02:16:13.453]  And then under him,
[02:16:14.653 --> 02:16:21.898]  He had the kings of the earth that had sold out their power unto him, and then he gave them power, but bound them to him to be living dead.
[02:16:21.898 --> 02:16:23.619]  That shows spiritually who they are.
[02:16:23.619 --> 02:16:26.821]  They physically died, but the spirit in them continues on.
[02:16:26.821 --> 02:16:31.945]  And so Bill Gates is like the king of the Nazgul.
[02:16:31.945 --> 02:16:33.226]  We had to describe Bill Gates.
[02:16:33.226 --> 02:16:34.467]  He's the witch king.
[02:16:36.204 --> 02:16:39.088]  Ruler of the Nazgul, ladies and gentlemen.
[02:16:39.088 --> 02:16:41.591]  And I mean, I'm serious and I'm dead serious about this.
[02:16:41.591 --> 02:16:46.637]  He will kill you deader than a hammer if he gets away with it.
[02:16:46.637 --> 02:16:52.644]  And then you've got his little goblin minion, Fauci.
[02:16:52.644 --> 02:16:54.307]  These are very serious people.
[02:16:54.841 --> 02:16:58.945]  They're like, the Earth is overpopulated, we don't enjoy what we do, but we have to do it.
[02:16:58.945 --> 02:17:00.627]  But they love it!
[02:17:00.627 --> 02:17:01.668]  They love it!
[02:17:01.668 --> 02:17:03.750]  Hey, Fauci, how about you and Gates go first?
[02:17:03.750 --> 02:17:12.058]  I'd really respect you more, Fauci, if you walked out on TV with a big, razor-sharp butcher knife, and you went, there's too many of us, and went, blech!
[02:17:12.058 --> 02:17:14.180]  And you started just jabbing at your carotids.
[02:17:14.180 --> 02:17:14.501]  Blech!
[02:17:14.501 --> 02:17:15.001]  Blech!
[02:17:15.001 --> 02:17:17.203]  I mean, I would respect you, just blech!
[02:17:19.653 --> 02:17:29.416]  Or like a samurai have your second help you like maybe commit seppuku, take a short sword and go into your right side of your liver and pull it right up into your soul.
[02:17:29.416 --> 02:17:35.357]  Then maybe a Bill Gates shoved a 12 gauge shotgun in his mouth and just said, there's too many people.
[02:17:35.357 --> 02:17:36.978]  Blew the top of his brains out.
[02:17:36.978 --> 02:17:40.699]  I'd say, well, yeah, I don't agree with him, but I respect him.
[02:17:40.699 --> 02:17:42.939]  But you don't expect that to happen, Fauci.
[02:17:42.939 --> 02:17:48.301]  You're not going to take ice picks and run them into your eyes, huh?
[02:17:48.301 --> 02:17:48.381]  No.
[02:17:51.308 --> 02:17:57.152]  You're gonna put poison in our kids that give them debilitating disorders that sterilize them, and then weigh down society.
[02:17:57.152 --> 02:18:08.980]  Because you're not even cool enough, like Bertrand Russell, who wanted to drop neutron bombs, theoritized, on all the major cities that he'd populate the Earth.
[02:18:08.980 --> 02:18:13.463]  You know, at least Bertrand Russell wanted to kill everybody in five minutes, you jerk!
[02:18:17.810 --> 02:18:27.135]  But you're gonna kill us real slow and real sweet, cause you're Dr. Fauci, Dr. Fauci, my name is Fauci.
[02:18:27.135 --> 02:18:32.578]  Oh, don't talk about vitamins and minerals, nothing will help you.
[02:18:32.578 --> 02:18:33.659]  They're under major pressure.
[02:18:33.659 --> 02:18:39.262]  Okay, maybe vitamins will help.
[02:18:39.262 --> 02:18:44.344]  So, they get to a point where they gotta hit us with the weapons.
[02:18:44.344 --> 02:18:45.425]  And we've now reached the point
[02:18:46.647 --> 02:18:56.751]  Where they're hitting us with the weapons, and they have to, again, normalize us getting sick, normalize us being told to shut up, normalize the liability protection.
[02:18:56.751 --> 02:18:58.051]  It's ambient.
[02:18:58.051 --> 02:19:01.852]  Imagine putting a baby in a microwave, and you just put it on low at first.
[02:19:01.852 --> 02:19:03.633]  Then you kind of turn it up more.
[02:19:03.633 --> 02:19:05.694]  And see, that's what this is.
[02:19:05.694 --> 02:19:07.474]  The frog in the pot.
[02:19:07.474 --> 02:19:09.415]  Turn it up slow so it's kind of warm and comfortable.
[02:19:09.415 --> 02:19:10.315]  He doesn't get out.
[02:19:10.315 --> 02:19:12.796]  He doesn't feel incrementalism.
[02:19:12.796 --> 02:19:14.037]  Successive approximation.
[02:19:15.094 --> 02:19:15.514]  We're good to go.
[02:19:46.061 --> 02:19:50.785]  They really love the Spanish flu and went and dug it up out of the North Pole and stuff where whalers died during 1917.
[02:19:50.785 --> 02:19:54.007]  They dug them up like 15 years ago.
[02:19:54.007 --> 02:20:01.253]  Because they're like, why do regular flus not even kill a million people worldwide, but this one killed 50, 60, 70 million, we're not sure.
[02:20:01.253 --> 02:20:03.875]  And they found out it was the autoimmune response.
[02:20:03.875 --> 02:20:15.064]  People that had a flu similar that caused a super reaction, not just an antibody reaction, but a huge anaphylactic shock, you know, just total shutdown, dying.
[02:20:16.738 --> 02:20:18.379]  See how it works?
[02:20:18.379 --> 02:20:23.722]  So that's what, I figured out that one of the deployments, it's got a lot of little special weapons.
[02:20:23.722 --> 02:20:26.303]  See, you don't want everybody dying of one thing, so it's five viruses.
[02:20:26.303 --> 02:20:31.166]  You're gonna die of this, you're gonna die of that, you're gonna die of this, die of that, die of this, die of complications of that.
[02:20:31.166 --> 02:20:35.068]  But they hit you and it causes an autoimmune response to any cold virus.
[02:20:35.068 --> 02:20:38.890]  So watch, everybody that takes this shot will then almost die or die from colds.
[02:20:38.890 --> 02:20:40.711]  The common cold will now kill you.
[02:20:40.711 --> 02:20:41.971]  Thank you Bill Gates!
[02:20:41.971 --> 02:20:42.532]  Thank you!
[02:20:44.360 --> 02:20:54.988]  It's not a secret why in leftist-controlled cities all over the world, not just the U.S., they encourage people to live in tent cities as homeless and to use drugs and alcohol and engage in petty crime.
[02:20:54.988 --> 02:21:02.754]  It's because the globalists admit under Agenda 21, Agenda 2030, of course the Great Reset, they want to lower expectations.
[02:21:02.754 --> 02:21:05.155]  They don't want you to think of having sanitary systems everywhere.
[02:21:05.155 --> 02:21:07.898]  They don't want you to think of a civilization that gets better.
[02:21:07.898 --> 02:21:10.600]  They want you to think of a civilization that gets progressively worse.
[02:21:11.360 --> 02:21:13.141]  The globalists fly around in private jets.
[02:21:13.141 --> 02:21:15.262]  They have huge private estates.
[02:21:15.262 --> 02:21:16.842]  They are separate from us.
[02:21:16.842 --> 02:21:18.703]  Their children go to private tutors.
[02:21:18.703 --> 02:21:19.924]  They admit this.
[02:21:19.924 --> 02:21:28.047]  And now they want us locked down, telecommunicating with each other, so that we are not actually out physically building a pro-human infrastructure.
[02:21:28.507 --> 02:21:34.029]  The infrastructure that's left under 5G is meant to control robot autonomous cars and trucks.
[02:21:34.029 --> 02:21:35.749]  This is all their admitted plan.
[02:21:35.749 --> 02:21:40.210]  The public's finally listening because the plan is no longer in beta, it's gone operational.
[02:21:40.210 --> 02:21:41.651]  It's the post-human future.
[02:21:41.651 --> 02:21:43.931]  You better find out about it right now.
[02:21:43.931 --> 02:21:48.652]  Fight for Trump on January 6th in Washington, D.C.
[02:21:48.652 --> 02:21:55.454]  Our fight to drain the Washington swamp and reclaim America's destiny has just begun.
[02:21:55.454 --> 02:21:55.974]  It's 1776 time!
[02:22:00.126 --> 02:22:07.853]  On November 14th, hundreds of thousands of American patriots gathered in the nation's capital to stop the biggest election steal in American history.
[02:22:07.853 --> 02:22:10.835]  America is going under leftist martial law!
[02:22:10.835 --> 02:22:12.477]  And the Communist Chinese agent...
[02:22:13.815 --> 02:22:14.976]  He's able to get in there.
[02:22:14.976 --> 02:22:17.518]  He will put America under permanent lockdown.
[02:22:17.518 --> 02:22:21.820]  Siege until we're brought to our knees.
[02:22:21.820 --> 02:22:24.782]  Hundreds of thousands return to DC in December.
[02:22:24.782 --> 02:22:26.103]  We will never give up.
[02:22:26.103 --> 02:22:27.444]  We will never surrender.
[02:22:27.444 --> 02:22:32.648]  We will never back down to the satanic, pedophile, globalist, new world order.
[02:22:32.648 --> 02:22:34.109]  January 6th.
[02:22:34.109 --> 02:22:36.190]  Fight for Trump, DC.
[02:22:36.190 --> 02:22:36.790]  Be there.
[02:22:36.790 --> 02:22:37.931]  We will never give in.
[02:22:37.931 --> 02:22:40.753]  We will never give up and we will never back down.
[02:22:40.753 --> 02:22:43.195]  We will never, ever surrender.
[02:22:43.695 --> 02:22:45.976]  Three, two, one, here we go!
[02:22:58.900 --> 02:22:59.841]  We're good to go.
[02:23:14.998 --> 02:23:17.058]  It's available in this one-minute ad.
[02:23:17.058 --> 02:23:28.101]  I don't have time to tell you all about it, but believe me, I have really wanted it back in because it works naturally, unlike some of the stuff that's over-the-counter that makes you all be speedy and irritable and gives you a headache.
[02:23:28.101 --> 02:23:29.721]  This is naturally occurring.
[02:23:29.721 --> 02:23:36.002]  It's the secret of how the quail don't have the seasonal distress, and it's passed on somehow through their eggs to us.
[02:23:36.002 --> 02:23:37.543]  You chew up the pills.
[02:23:37.543 --> 02:23:38.323]  They taste great.
[02:23:38.323 --> 02:23:39.103]  It's available again.
[02:23:39.103 --> 02:23:40.383]  InfoWareStore.com.
[02:23:46.900 --> 02:24:03.528]  You're listening to the Alex Jones Show.
[02:24:03.528 --> 02:24:06.510]  Owen Schreier's coming up with me the first 30 minutes of the next hour.
[02:24:06.510 --> 02:24:11.392]  He's got big breaking news about a rebellion against the Globals.
[02:24:11.392 --> 02:24:15.274]  If you are receiving this transmission, you are the resistance.
[02:24:16.881 --> 02:24:21.603]  Live from the InfoWars.com studios, it's Alex Jones.
[02:24:46.912 --> 02:24:51.255]  They can't say there's a curfew even though he's announcing illegal curfew.
[02:24:51.255 --> 02:24:54.416]  Hell, we're allowed to burn buildings down and kill people, but we're not going to do that.
[02:24:54.416 --> 02:25:03.242]  Just because we're Black Lives Matter, or and if it doesn't mean we're going to shoot or kill anybody, we're going to be totally peaceful because we're being sarcastic.
[02:25:03.242 --> 02:25:04.663]  We're not sponsored by Black Lives Matter.
[02:25:04.663 --> 02:25:07.804]  And those guys, what does it matter?
[02:25:07.804 --> 02:25:10.146]  Because we're not going to be burning anything down.
[02:25:10.146 --> 02:25:12.447]  But the mayor has announced a curfew illegally.
[02:25:12.447 --> 02:25:13.528]  The governor said it's illegal.
[02:25:15.802 --> 02:25:17.663]  So is the Attorney General.
[02:25:17.663 --> 02:25:21.325]  It's big national news, and everybody should just start disregarding this crap.
[02:25:21.325 --> 02:25:27.208]  But what you saw in New York, what you saw in other globalist-controlled areas are now trying to duplicate across the country.
[02:25:27.208 --> 02:25:29.769]  And now they're saying, oh, sorry, the lockdown's never gonna end.
[02:25:29.769 --> 02:25:31.010]  We always knew that was coming.
[02:25:31.010 --> 02:25:33.251]  This is disgusting, and it's all a fraud.
[02:25:33.251 --> 02:25:34.592]  The hospitals are empty.
[02:25:34.592 --> 02:25:37.053]  It's all lies.
[02:25:37.053 --> 02:25:39.534]  Some emergency rooms are full of other stuff.
[02:25:39.534 --> 02:25:42.035]  Okay, who's been holding the longest now?
[02:25:42.035 --> 02:25:43.756]  Let's go ahead and go to Ron in Ohio.
[02:25:43.756 --> 02:25:44.537]  Ron, thanks for holding.
[02:25:44.537 --> 02:25:44.797]  Go ahead.
[02:25:45.287 --> 02:25:48.848]  Hey Alex, I've been listening to you since 2005.
[02:25:48.848 --> 02:25:52.368]  It's the first time I've ever been able to get in touch with you.
[02:25:52.368 --> 02:25:57.469]  I've just got two quick points and then I'll hang up and wait for your response, please.
[02:25:57.469 --> 02:26:04.310]  I just want to give, I live in Butler County, Ohio, and I want to give prompts out to our sheriff, Sheriff Jones.
[02:26:04.310 --> 02:26:13.032]  When our wacky governor started coming out with these crazy edicts back in April, May, March, April, May, our sheriff basically
[02:26:14.022 --> 02:26:18.265]  He said, you know what, I'm not going to enforce these mask rules.
[02:26:18.265 --> 02:26:22.307]  You know, he, there was no antifa riding, anything like that.
[02:26:22.307 --> 02:26:30.212]  So I want to give a shout out to our sheriff because that's, I believe, the only thing standing between tyranny here where I'm at.
[02:26:30.212 --> 02:26:39.397]  But my main point is I do not understand why Trump is not at the Resolute Desk, like you're saying.
[02:26:39.397 --> 02:26:42.559]  I believe that you're giving him keys to keep
[02:26:43.782 --> 02:26:56.700]  Uh, keep people informed, keep people updated, and he's not doing that, and it just infuriates me, and also I don't understand why he's not dropping the hammer on the deep state.
[02:26:56.700 --> 02:26:59.143]  He's got all the corruption.
[02:27:01.492 --> 02:27:04.013]  He doesn't understand the power of the executive.
[02:27:04.013 --> 02:27:05.494]  He's trying to work for the Justice Department.
[02:27:05.494 --> 02:27:08.336]  It's filled with a bunch of cowardly lawyers at the top.
[02:27:08.336 --> 02:27:11.097]  You know, scum rises to the top there in D.C.
[02:27:11.097 --> 02:27:13.599]  And so he's been waiting for the evidence of fraud to come in.
[02:27:13.599 --> 02:27:15.740]  Now the fraud's evidence has come in.
[02:27:15.740 --> 02:27:18.962]  And he's going to be at the January 6th rally at the Ellipse.
[02:27:19.682 --> 02:27:19.842]  Right.
[02:27:38.701 --> 02:27:40.423]  And I know he was really elected.
[02:27:40.423 --> 02:27:42.284]  People go, well, Trump's done this and that, and it's wrong.
[02:27:42.284 --> 02:27:43.045]  Yeah.
[02:27:43.045 --> 02:27:44.306]  Red flag laws are terrible.
[02:27:44.306 --> 02:27:46.427]  He at least gave Cassidy support for that.
[02:27:46.427 --> 02:27:48.089]  Yeah, I don't agree with him going along with the vaccine.
[02:27:48.089 --> 02:27:49.009]  That's terrible.
[02:27:49.009 --> 02:27:49.830]  I get why he did it.
[02:27:49.830 --> 02:27:51.311]  Doesn't mean I support it.
[02:27:51.311 --> 02:27:52.012]  But it doesn't matter.
[02:27:52.012 --> 02:27:52.873]  He got elected.
[02:27:52.873 --> 02:27:54.734]  He's not the globalist CHICOM agent.
[02:27:54.734 --> 02:27:56.315]  He's light years better than Biden.
[02:27:56.315 --> 02:27:56.596]  And so...
[02:27:57.912 --> 02:28:02.937]  We have to stand with President Trump because the globalists are never going to take their foot off our neck if we don't.
[02:28:02.937 --> 02:28:04.338]  Thank you so much, Ron.
[02:28:04.338 --> 02:28:08.602]  Everyone who wants Trump to take action, you've got to go to D.C.
[02:28:08.602 --> 02:28:09.843]  by the 5th.
[02:28:09.843 --> 02:28:11.804]  The 5th and the 6th are critical.
[02:28:11.804 --> 02:28:13.146]  We need a million people on the 5th.
[02:28:13.146 --> 02:28:14.667]  We need two million on the 6th.
[02:28:15.808 --> 02:28:17.948]  We need to fill everywhere.
[02:28:17.948 --> 02:28:23.990]  And we need everyone to shoot footage of it on their phones and upload it to Parler, Twitter, Facebook, email it to friends.
[02:28:23.990 --> 02:28:25.410]  Just tape everything yourselves.
[02:28:25.410 --> 02:28:26.570]  Just flood social media.
[02:28:26.570 --> 02:28:28.171]  Just show the world.
[02:28:28.171 --> 02:28:33.512]  And while you're there, get up in the morning and call into C-SPAN.
[02:28:33.512 --> 02:28:34.652]  And call and talk radio.
[02:28:34.652 --> 02:28:36.112]  And tell folks what's going on.
[02:28:36.112 --> 02:28:37.652]  All of you are in the info war.
[02:28:37.652 --> 02:28:39.733]  All of you are critical.
[02:28:39.733 --> 02:28:40.093]  All right.
[02:28:41.630 --> 02:28:42.490]  Who's up now?
[02:28:42.490 --> 02:28:43.490]  Let me see.
[02:28:43.490 --> 02:28:46.191]  That would be Anthony in Oklahoma.
[02:28:46.191 --> 02:28:46.551]  Go ahead.
[02:28:46.551 --> 02:28:51.712]  Go back to Anthony in a minute.
[02:28:51.712 --> 02:28:54.652]  He is on the radio, so it's delayed.
[02:28:54.652 --> 02:28:57.113]  Let's go ahead now and go to John in Virginia.
[02:28:57.113 --> 02:28:58.693]  Go ahead.
[02:28:58.693 --> 02:28:59.973]  Hey, Alex.
[02:28:59.973 --> 02:29:00.993]  First-time caller.
[02:29:00.993 --> 02:29:02.754]  I've been watching since high school.
[02:29:02.754 --> 02:29:05.534]  I just wanted to say I thank you for everything you do.
[02:29:05.534 --> 02:29:07.894]  I want to do a quick shout-out to BrainForce.
[02:29:07.894 --> 02:29:10.335]  Quick shout-out to Sigma Chi and Alpha C4eon.
[02:29:11.542 --> 02:29:17.145]  I'm an Appalachian boy, and I really just called you because we're just getting sick and tired of it, man.
[02:29:17.145 --> 02:29:22.969]  I had to go to my girlfriend's Christmas celebration with masks on to stay away from everybody.
[02:29:22.969 --> 02:29:28.552]  And I really think this area is ready to not have a federal government anymore.
[02:29:28.552 --> 02:29:36.777]  I agree, but I mean, I would speak out at that Christmas party and show people the evidence of fraud and how masks cause bacterial pneumonia.
[02:29:36.777 --> 02:29:40.679]  I've tried, man, and just because they think they're nurses, they think they know everything.
