[00:00:09.150 --> 00:00:13.339]  All right.
[02:04:42.070 --> 02:04:43.251]  It's now.
[02:04:43.251 --> 02:04:43.772]  It's here.
[02:04:43.772 --> 02:04:45.354]  We're talking total sterilization.
[02:04:45.354 --> 02:04:47.957]  You know, in Austin, I was talking to a medical doctor.
[02:04:47.957 --> 02:04:49.098]  Austin has the highest rate.
[02:04:49.098 --> 02:04:50.400]  They have their own statistics.
[02:04:50.400 --> 02:04:51.321]  This is not a public number.
[02:04:51.321 --> 02:04:52.842]  67% of births are cesarean.
[02:04:56.611 --> 02:05:01.035]  They make more money, they get it done quicker, they're taking control of the reproductive thing.
[02:05:01.035 --> 02:05:04.998]  It'll be a conspiracy soon that women ever had birth vaginally.
[02:05:04.998 --> 02:05:08.241]  They're making it a conspiracy that women ever breastfed their children.
[02:05:08.241 --> 02:05:18.249]  Well, they make a woman wait for a few days, don't give the baby the milk, so that then the baby has a problem with their blood sugar, so they go on formula, then their brain is literally a third smaller.
[02:05:18.249 --> 02:05:20.792]  This is a weaponized program.
[02:05:20.792 --> 02:05:24.234]  The average nurse, the average doctor just follows orders, but the good news is,
[02:05:25.094 --> 02:05:30.182]  There's an awakening to this happening as folks begin to figure all this out.
[02:05:30.182 --> 02:05:32.225]  So it's a very, very exciting moment.
[02:05:32.225 --> 02:05:36.611]  I want to get into Trump and how huge things are and the big march tomorrow.
[02:05:36.611 --> 02:05:37.472]  Next segment with you.
[02:05:37.472 --> 02:05:38.895]  But I just want listeners to understand something.
[02:05:40.563 --> 02:05:42.085]  It's exactly what you just said.
[02:05:42.085 --> 02:05:46.049]  They have to normalize people getting sick from the vaccines.
[02:05:46.049 --> 02:05:48.651]  They have to normalize all this tyranny.
[02:05:48.651 --> 02:05:56.599]  They have to get us accustomed to getting sick and having autoimmune disorders or having convulsions or dying because that's what it's supposed to do.
[02:05:56.599 --> 02:06:00.803]  This is the new big nasty vaccine, worse than all the others before.
[02:06:00.803 --> 02:06:03.126]  But imagine big tech now censoring people.
[02:06:03.846 --> 02:06:09.290]  As they expose this, as medical doctors talk about it, that's why InfoWars is more critical than ever.
[02:06:09.290 --> 02:06:14.955]  So this is all a normalization of a sterilization, soft kill operation being carried out, Owen.
[02:06:14.955 --> 02:06:16.776]  Yeah, and think about it, Alex.
[02:06:16.776 --> 02:06:17.937]  Here's the analogy.
[02:06:17.937 --> 02:06:20.079]  It's like, you know, two, three generations ago,
[02:06:21.227 --> 02:06:21.787]  What would you do?
[02:06:21.787 --> 02:06:23.027]  You wanted to get a nice steak?
[02:06:23.027 --> 02:06:24.328]  You want to get a nice burger?
[02:06:24.328 --> 02:06:26.688]  Well, you might even know the guy that had the cow.
[02:06:26.688 --> 02:06:28.889]  You might know the guy that butchered the cow, cut the cow.
[02:06:28.889 --> 02:06:30.509]  You may even be the guy that did that.
[02:06:30.509 --> 02:06:33.610]  Now, you know, kids these days think about a cheeseburger or steak.
[02:06:33.610 --> 02:06:34.550]  Oh, just go to McDonald's.
[02:06:34.550 --> 02:06:35.550]  Just go to the restaurant.
[02:06:35.550 --> 02:06:41.252]  So that's that changing of the guard where hunting or, you know, getting your own food is just completely removed.
[02:06:41.252 --> 02:06:44.353]  It'll be the same thing with your immune system.
[02:06:44.353 --> 02:06:46.453]  Oh, you don't even have an immune system anymore.
[02:06:46.453 --> 02:06:48.333]  Just go to the doctor and get a shot.
[02:06:48.333 --> 02:06:49.634]  There's no immune system.
[02:06:49.634 --> 02:06:50.674]  You say, hey, you know, you used to
[02:06:50.774 --> 02:06:54.978]  We're being made totally domesticated, and we don't even live as long now.
[02:06:54.978 --> 02:06:55.838]  None of this is working.
[02:06:55.838 --> 02:06:57.199]  It's killing us.
[02:06:57.199 --> 02:06:59.121]  Totally controlled.
[02:06:59.121 --> 02:07:07.528]  When you're completely reliant on one system, when you're completely reliant on a system that's outside of your body, which used to be, we were all self-reliant in America.
[02:07:07.528 --> 02:07:09.770]  That's the culture that they're removing for us.
[02:07:09.770 --> 02:07:12.332]  Oh, you're no longer self-reliant, you don't get any of your own food.
[02:07:12.332 --> 02:07:13.673]  Oh, I totally agree, but how are they?
[02:07:13.673 --> 02:07:16.676]  I want you to host the next segment yourself.
[02:07:17.785 --> 02:07:18.826]  Because I want to hear what you have to say.
[02:07:18.826 --> 02:07:21.187]  I want you to give us a tour of the stage.
[02:07:21.187 --> 02:07:22.467]  Explain why that's so big.
[02:07:22.467 --> 02:07:24.128]  Why is there a Trump stage?
[02:07:24.128 --> 02:07:25.769]  Biden's not going to have a stage.
[02:07:25.769 --> 02:07:28.250]  Why are they building a stage if it's going to be Biden?
[02:07:28.250 --> 02:07:29.350]  This is big, the E-Point.
[02:07:29.350 --> 02:07:30.631]  It's hiding in plain view.
[02:07:30.631 --> 02:07:32.032]  You made this major discovery.
[02:07:32.032 --> 02:07:33.712]  2 plus 2 equals 4.
[02:07:33.712 --> 02:07:35.253]  I'm not being condescending.
[02:07:35.253 --> 02:07:36.114]  I didn't think of that.
[02:07:36.114 --> 02:07:38.555]  Next segment, you're going to take over and host Owen.
[02:07:39.454 --> 02:07:45.420]  And give folks a tour of Trump's 2021 inauguration, January 20th event.
[02:07:45.420 --> 02:07:46.861]  So you'll take over next segment.
[02:07:46.861 --> 02:07:51.045]  But just remember, listeners, it costs money to do these demonstrations.
[02:07:51.045 --> 02:07:54.608]  We're paying for some of the stages and some of the permits.
[02:07:54.608 --> 02:07:58.772]  It takes money to rip this rooftop and be here in front of the Capitol.
[02:07:58.772 --> 02:08:00.454]  It takes money to put Owen out there on the street.
[02:08:01.581 --> 02:08:02.122]  We're good to go.
[02:08:24.025 --> 02:08:25.366]  Products are the best.
[02:08:25.366 --> 02:08:28.568]  Our Saw Palmetto Prostagard is the best back in stock.
[02:08:28.568 --> 02:08:30.129]  Our Alpha Power is amazing.
[02:08:30.129 --> 02:08:32.251]  Our Super Bowl Vitality is amazing.
[02:08:32.251 --> 02:08:33.452]  It's all there.
[02:08:33.452 --> 02:08:42.498]  So go to m4warrestore.com and know you're getting great products and you're putting money to fund people at the very tip of the spear who don't have fear.
[02:08:42.498 --> 02:08:43.559]  We only have fear of failure.
[02:08:43.559 --> 02:08:45.340]  We only have fear of laying down.
[02:08:45.340 --> 02:08:47.342]  We're pissed off we're not stronger.
[02:08:47.342 --> 02:08:49.303]  We're pissed off we're not fighting harder.
[02:08:49.303 --> 02:08:49.683]  You understand?
[02:08:49.683 --> 02:08:51.465]  We have total commitment to you.
[02:08:52.688 --> 02:08:53.669]  Absolutely.
[02:08:53.669 --> 02:08:56.892]  And the more money pours in, the more we're going to fight.
[02:08:56.892 --> 02:08:57.572]  And I don't care.
[02:08:57.572 --> 02:08:58.973]  I know this is the big fight.
[02:08:58.973 --> 02:09:01.576]  So I've just mortgaged my house, escalated.
[02:09:01.576 --> 02:09:02.476]  I'm not worried about money.
[02:09:02.476 --> 02:09:03.437]  I don't give a damn.
[02:09:03.437 --> 02:09:03.998]  I believe in you.
[02:09:03.998 --> 02:09:04.958]  I believe in God.
[02:09:04.958 --> 02:09:06.099]  But God has to work through you.
[02:09:06.099 --> 02:09:10.243]  Go to m4store.com right now and get your fish oil.
[02:09:10.243 --> 02:09:11.424]  Get your Turbo Force.
[02:09:11.424 --> 02:09:13.225]  Get your Brain Force.
[02:09:13.225 --> 02:09:14.967]  Get your DNA Force Plus.
[02:09:14.967 --> 02:09:16.008]  That's the most important one to get.
[02:09:16.528 --> 02:09:18.089]  Other than X2 or X3.
[02:09:18.089 --> 02:09:21.552]  Find out about how most people are Ionine deficient.
[02:09:21.552 --> 02:09:24.014]  How they lowered the levels so that you don't know what's happening.
[02:09:24.014 --> 02:09:28.137]  How 2 billion people are mentally retarded basically on the planet right now from lack of Ionine.
[02:09:28.137 --> 02:09:31.800]  Find out why we've got so much energy and so energized.
[02:09:31.800 --> 02:09:33.862]  Infowarstore.com or AAA253-3139.
[02:09:33.862 --> 02:09:35.463]  Owen Troyer takes over for a segment.
[02:09:38.345 --> 02:09:40.286]  Then I'm gonna come back, I'll be listening to him.
[02:09:40.286 --> 02:09:42.127]  Straight ahead on the other side from D.C.
[02:09:42.127 --> 02:09:43.347]  We are live.
[02:09:43.347 --> 02:09:45.728]  Spread the word or roll over and die.
[02:09:45.728 --> 02:09:49.590]  Globalists are taking control of the entire human genome.
[02:09:49.590 --> 02:09:52.171]  They are forcing mutations.
[02:09:52.171 --> 02:09:55.152]  This is forced evolution or de-evolution.
[02:09:55.752 --> 02:10:04.296]  When you look at all the major research, all the major programs they're carrying out, they are not to produce people that are smarter, or folks that live longer, or more moral.
[02:10:04.296 --> 02:10:04.696]  No.
[02:10:04.696 --> 02:10:07.418]  It's turning humanity into a commodity.
[02:10:07.418 --> 02:10:15.001]  Now we see some propaganda, like communist China bragging, Hey, we've done mRNA vaccines that make our soldiers supermen.
[02:10:15.001 --> 02:10:18.423]  That's a way to make it sexy that, hey, we're experimenting on our troops.
[02:10:19.023 --> 02:10:25.067]  Well, the same thing's been happening to our troops, and thousands and thousands have died each time they tried a new experimental vaccine.
[02:10:25.067 --> 02:10:29.970]  And I'm talking to high-level folks inside the federal government and the state of Texas Health Department.
[02:10:29.970 --> 02:10:33.573]  They say, Alex, we know it hurts a lot of people, but it's for a greater good.
[02:10:33.573 --> 02:10:34.673]  But that's not even true.
[02:10:34.673 --> 02:10:39.136]  And it violates the Geneva Convention, the Nuremberg Code, federal and state law.
[02:10:39.136 --> 02:10:44.480]  This is violence being carried out against us by military, and we have a right to resist it with any means necessary.
[02:10:46.431 --> 02:10:46.871]  The U.S.
[02:10:46.871 --> 02:10:57.198]  Postal Service tells InfoWars that as long as you get your order in by December 18th, and we're able to ship it out by that date, you will get it anywhere in the United States before Christmas.
[02:10:57.198 --> 02:10:58.358]  But listen, don't wait.
[02:10:58.358 --> 02:11:00.700]  Do your shopping at InfoWarsStore.com.
[02:11:00.700 --> 02:11:03.741]  Get great products and fund the InfoWars.
[02:11:03.741 --> 02:11:07.924]  Now at the most critical time, not just in InfoWars history, but this country's history.
[02:11:07.924 --> 02:11:09.405]  You have invested in InfoWars.
[02:11:09.745 --> 02:11:18.534]  You've prayed for us, you've spread the word, you've bought the products, and you've gotten the benefits of the information warfare, of the truth, in the fight against the globalists.
[02:11:18.534 --> 02:11:26.963]  But now is the time to redouble all our efforts in praying for a Great Awakening, which is starting to happen, and spreading the word about InfoWars.com, NewsWars.com.
[02:11:28.044 --> 02:11:29.765]  You're listening to the Alex Jones Show!
[02:12:04.664 --> 02:12:11.930]  Ladies and gentlemen, Owen Royer here live from Washington, D.C.
[02:12:11.930 --> 02:12:14.553]  We are standing in front of the U.S.
[02:12:14.553 --> 02:12:16.975]  Capitol building where I've had some fun here before.
[02:12:17.575 --> 02:12:18.796]  Haven't I?
[02:12:18.796 --> 02:12:34.188]  In fact, we were trying to get you a closer shot of the construction of the inauguration stage, or shall I say re-inauguration stage, when I believe that, let's just say the Democrats have put a ping on my location here in D.C.
[02:12:34.188 --> 02:12:40.434]  and they told the Metro Police to make sure I'm not doing anything, or if I am doing anything that they can arrest me for to just bring me in.
[02:12:40.434 --> 02:12:44.737]  So they harassed us a little bit for walking around, so we came out back here to the front here.
[02:12:44.737 --> 02:12:45.818]  But as you can see, now,
[02:12:46.544 --> 02:12:49.086]  I want you guys to understand something here.
[02:12:49.086 --> 02:12:52.388]  I just call things as I see things.
[02:12:52.388 --> 02:12:56.691]  And it's crazy that that's, you know, such a revolutionary act in media these days.
[02:12:56.691 --> 02:12:57.872]  You know, call it telling the truth.
[02:12:58.391 --> 02:12:59.752]  Or forecasting, whatever.
[02:12:59.752 --> 02:13:01.494]  I just call it as I see it.
[02:13:01.494 --> 02:13:02.695]  I go with my gut.
[02:13:02.695 --> 02:13:03.996]  No holds barred.
[02:13:03.996 --> 02:13:06.018]  And so when I get in D.C.
[02:13:06.018 --> 02:13:07.440]  and I'm not seeing anybody cover this.
[02:13:07.440 --> 02:13:10.622]  I mean, you're not you're not hearing people talk about the inauguration stage.
[02:13:10.622 --> 02:13:17.389]  You're not hearing people even talk about really an inauguration, except for the Biden team saying they're going to do a virtual inauguration.
[02:13:17.389 --> 02:13:19.150]  There'll be no inauguration this year.
[02:13:19.150 --> 02:13:20.311]  That's what they said.
[02:13:20.311 --> 02:13:22.213]  So when I got to D.C.
[02:13:22.213 --> 02:13:23.975]  and I saw the Capitol and I came down here,
[02:13:24.315 --> 02:13:30.758]  And I saw the big beautiful Christmas tree, and I saw them building, constructing the inauguration stage.
[02:13:30.758 --> 02:13:34.520]  The first thing that came to my head would be, well, why are they doing that?
[02:13:34.520 --> 02:13:37.501]  If Biden won, they wouldn't be building this stage.
[02:13:37.501 --> 02:13:40.363]  Biden said he's not doing an inauguration.
[02:13:40.363 --> 02:13:44.044]  The Biden transition team said they're not doing an inauguration.
[02:13:44.044 --> 02:13:47.566]  And the office of the president-elect said they're not doing an inauguration.
[02:13:47.566 --> 02:13:51.328]  They said they're going to do a virtual inauguration because of COVID.
[02:13:51.328 --> 02:13:51.768]  And remember,
[02:13:52.988 --> 02:13:57.489]  A few months ago, Nancy Pelosi actually already had this game planned out.
[02:13:57.489 --> 02:14:01.030]  She said, well, it doesn't matter where the inauguration takes place.
[02:14:01.030 --> 02:14:01.491]  D.C.
[02:14:01.491 --> 02:14:03.311]  is just a geographic location.
[02:14:03.311 --> 02:14:04.871]  We can have the inauguration anywhere.
[02:14:04.871 --> 02:14:06.952]  And in fact, we're going to do it digitally.
[02:14:06.952 --> 02:14:11.733]  So they already had their parallel construction planned for when Trump wins.
[02:14:11.733 --> 02:14:15.254]  And they have a fake inauguration of Joe Biden.
[02:14:15.254 --> 02:14:16.215]  But not only is
[02:14:17.941 --> 02:14:27.905]  The inauguration stage being constructed, perhaps a hint, a wink, a nod from President Trump that, yeah, I won and yes, I will be re-inaugurated in January.
[02:14:27.905 --> 02:14:33.267]  Perhaps the biggest tell of them all, folks, is notice on top of the scenic
[02:14:34.125 --> 02:14:38.366]  Inauguration stage here is a United States flag.
[02:14:38.366 --> 02:14:42.887]  Now everybody knows if it was Biden that would be inaugurated here, that would be a Chinese flag.
[02:14:42.887 --> 02:14:43.568]  Okay?
[02:14:43.568 --> 02:14:48.109]  So as you can see, this is going to be Trump's re-inauguration stage.
[02:14:48.109 --> 02:14:50.549]  Biden isn't going to do an inauguration in D.C.
[02:14:50.549 --> 02:14:54.931]  He wants to do it digitally, you know, so they can put on the makeup, put on the little puppet strings.
[02:14:54.931 --> 02:15:00.232]  He's probably got little strings on his mouth that they pull and they can get the right lighting so he doesn't look like a rotting corpse.
[02:15:01.007 --> 02:15:01.847]  A total fake event.
[02:15:01.847 --> 02:15:03.368]  But, I mean, folks, the tell-all.
[02:15:03.368 --> 02:15:09.950]  Not only are they building Trump's inauguration stage, the United States of America flag flies above it.
[02:15:09.950 --> 02:15:17.992]  And everybody knows, if it was a Biden inauguration, that would be the Chinese Communist flag that would be waving right now.
[02:15:17.992 --> 02:15:22.634]  So perhaps another tell that this is going to be President Trump's re-inauguration stage.
[02:15:23.554 --> 02:15:30.397]  Again, I just landed in D.C., saw the stage being built, and said, hmm, this is kind of a big news story.
[02:15:30.397 --> 02:15:32.098]  How is nobody reporting it?
[02:15:32.098 --> 02:15:37.901]  But that's the crazy thing about InfoWars is all we do is tell you the truth that nobody else will tell you.
[02:15:37.901 --> 02:15:40.762]  And so it seems like it's some sort of big revelation.
[02:15:40.762 --> 02:15:42.843]  Like we just had Dr. Francis Boyle on.
[02:15:42.843 --> 02:15:51.007]  In fact, he's been coming on for months, years now, talking about this, how they merged this COVID virus in a lab with HIV.
[02:15:51.847 --> 02:15:59.869]  Now it's all coming out, and how they want to have an RNA vaccine that will rewrite the human genome.
[02:15:59.869 --> 02:16:05.691]  And so then, you won't even have a human genome anymore, and it's already been signed off by the Supreme Court, actually.
[02:16:05.691 --> 02:16:20.815]  Clarence Thomas said, well, if you look at a human genome or a DNA sequence that is not from nature, in other words, if you create an alien genome that's not from nature, it can be patented.
[02:16:21.315 --> 02:16:27.100]  And you've already seen people do this with certain, like, people that do mastectomies.
[02:16:27.100 --> 02:16:29.863]  There's a cell in the breast that they say, oh, we own that.
[02:16:29.863 --> 02:16:32.145]  Now we own mastectomies and stuff like that.
[02:16:32.145 --> 02:16:33.726]  So there's all kinds of weird stuff.
[02:16:33.726 --> 02:16:37.910]  But if they do this, if Bill Gates gets away with this, it will rewrite the human genome.
[02:16:37.910 --> 02:16:39.571]  It won't be a human genome.
[02:16:39.571 --> 02:16:45.276]  It'll be an alien DNA sequence genome that they can then patent and claim they own you.
[02:16:45.276 --> 02:16:47.018]  But that's not what we're here to talk about in this segment.
[02:16:48.007 --> 02:16:51.629]  Think about the fact nobody's covering the inauguration stage being built.
[02:16:51.629 --> 02:16:58.273]  The Biden fake president-elect team hasn't called up and said, wait a second, hold on, we're energy efficient here.
[02:16:58.951 --> 02:17:00.592]  Why are you wasting energy?
[02:17:00.592 --> 02:17:05.575]  Why are you wasting all the gas and electricity and everything it takes to build this stage?
[02:17:05.575 --> 02:17:10.538]  Why are you using police that should be defunded to protect the stage that's being built?
[02:17:10.538 --> 02:17:11.759]  Why would you be doing this?
[02:17:11.759 --> 02:17:17.903]  Why would you be having a planned event where people will be coming to gather when there's this deadly COVID going around?
[02:17:17.903 --> 02:17:19.764]  Why are they not doing it?
[02:17:19.764 --> 02:17:21.605]  Because they know it's all fake.
[02:17:21.605 --> 02:17:26.188]  And they planned on doing a virtual inauguration no matter what.
[02:17:26.188 --> 02:17:27.889]  And I actually suspect
[02:17:28.815 --> 02:17:42.642]  If the Supreme Court throws out the fake result, the illegal result from Georgia, Pennsylvania, Wisconsin, and Michigan, which if Trump wins those electoral votes, he does win the election, just on the numbers.
[02:17:42.642 --> 02:17:45.783]  He doesn't need to worry about getting Nevada back or getting Arizona back.
[02:17:45.783 --> 02:17:47.044]  He can win with those four states.
[02:17:47.044 --> 02:17:48.224]  That's why they're going after them.
[02:17:48.224 --> 02:17:50.585]  They clearly broke the law.
[02:17:50.585 --> 02:17:55.708]  It'll put Trump over 270, and they'll still have a fake inauguration for Biden.
[02:17:55.708 --> 02:17:56.148]  Here's why.
[02:17:57.096 --> 02:18:01.119]  Biden is a Chinese communist asset.
[02:18:01.119 --> 02:18:04.382]  So they say, look Joe, you have to project power.
[02:18:04.382 --> 02:18:09.927]  Even though you have none, you have to project power because we have to project power.
[02:18:09.927 --> 02:18:13.730]  So they'll say, do the fake inauguration, do the virtual inauguration.
[02:18:13.730 --> 02:18:15.711]  All the mainstream media will go along with it.
[02:18:15.711 --> 02:18:18.694]  They probably won't even show Trump out on this stage in a month.
[02:18:19.358 --> 02:18:21.279]  Giving an inauguration speech.
[02:18:21.279 --> 02:18:22.739]  They probably wouldn't even show.
[02:18:22.739 --> 02:18:24.159]  In fact, they didn't show.
[02:18:24.159 --> 02:18:28.380]  Last month, we had millions, over a million people in Washington, D.C.
[02:18:28.380 --> 02:18:29.841]  marching in D.C.
[02:18:29.841 --> 02:18:31.381]  all kinds of different rallies and events.
[02:18:31.381 --> 02:18:33.162]  The media didn't even cover it, folks.
[02:18:33.162 --> 02:18:34.822]  The media did not even cover it.
[02:18:34.822 --> 02:18:36.523]  It's like it didn't even happen.
[02:18:36.523 --> 02:18:45.145]  Even Rush Limbaugh, who is considered the godfather of conservative media and talk radio, even Rush Limbaugh did not know that it happened.
[02:18:45.145 --> 02:18:45.645]  He didn't know.
[02:18:46.678 --> 02:18:50.201]  Now granted, he's going through some cancer treatment right now and he can't possibly see everything.
[02:18:50.201 --> 02:18:51.902]  He watches mainstream news.
[02:18:51.902 --> 02:18:57.867]  So he was stunned when someone called into his show and said, Hey Rush, didn't you see what happened in D.C.
[02:18:57.867 --> 02:18:59.188]  last weekend with millions of people?
[02:18:59.188 --> 02:18:59.769]  He said, What?
[02:18:59.769 --> 02:19:00.389]  I don't know anything.
[02:19:00.389 --> 02:19:02.111]  I never heard of that.
[02:19:02.111 --> 02:19:03.872]  Folks, they didn't even cover it.
[02:19:03.872 --> 02:19:04.613]  They didn't even cover it.
[02:19:05.856 --> 02:19:12.057]  So they'll do the same thing for Trump's re-inauguration, but they couldn't have a Biden inauguration here anyway.
[02:19:12.057 --> 02:19:15.718]  Whether there was COVID or not, they couldn't have a Biden inauguration here.
[02:19:15.718 --> 02:19:18.099]  I have more people watching this segment right now.
[02:19:18.099 --> 02:19:19.279]  I didn't promote I would be here.
[02:19:19.279 --> 02:19:26.200]  I have more people watching this segment right now, live in person, than Biden had at any rally all year.
[02:19:26.200 --> 02:19:26.940]  All year.
[02:19:26.940 --> 02:19:27.761]  Look at this.
[02:19:27.761 --> 02:19:28.161]  And look at this.
[02:19:28.161 --> 02:19:30.101]  They're not standing in the hula hoops.
[02:19:30.101 --> 02:19:33.502]  Maybe if they were standing in the Biden hula hoops, it might look like a Biden rally.
[02:19:33.502 --> 02:19:34.282]  So think about that.
[02:19:35.214 --> 02:19:49.888]  Of course they're not going to have a Biden inauguration that is going to have an empty field, a rotting corpse, a corrupt politician of 50 plus years, a rotting husk of a former human standing up there addressing an empty field.
[02:19:49.888 --> 02:19:50.929]  They can't have that folks.
[02:19:50.929 --> 02:19:51.990]  Plus he might pass out.
[02:19:53.005 --> 02:19:54.687]  There's a solid breeze.
[02:19:54.687 --> 02:19:56.888]  They could blow Joe Biden right off the stage.
[02:19:56.888 --> 02:19:58.009]  You go, whoa!
[02:19:58.009 --> 02:19:59.330]  There goes Joe!
[02:19:59.330 --> 02:20:01.852]  So they would never have an inauguration for Biden out here.
[02:20:01.852 --> 02:20:04.414]  So that's why they projected it early saying, no, no, no.
[02:20:04.414 --> 02:20:06.115]  That's just a geographic location.
[02:20:06.115 --> 02:20:07.556]  We don't really care about that.
[02:20:07.556 --> 02:20:09.278]  We'll have a virtual inauguration for Joe.
[02:20:09.278 --> 02:20:13.701]  Plus, there's a COVID going around that we just killed the US economy, freaking you out about.
[02:20:13.701 --> 02:20:15.682]  So we're not going to have an inauguration.
[02:20:15.682 --> 02:20:16.983]  We'll have a digital inauguration.
[02:20:16.983 --> 02:20:18.785]  So they're really planning this, folks.
[02:20:19.577 --> 02:20:22.620]  And they ran the war games with John Podesta and Hillary Clinton.
[02:20:22.620 --> 02:20:25.662]  They're really planning this separatist movement.
[02:20:25.662 --> 02:20:27.384]  So there's two separatist movements.
[02:20:27.384 --> 02:20:35.511]  There's the Chinese-controlled Democrat Party and some Republicans that are controlled by China, China assets like Eric Swalwell.
[02:20:36.058 --> 02:20:37.779]  That are going to try to break away from the U.S.
[02:20:37.779 --> 02:20:38.739]  to take it over.
[02:20:38.739 --> 02:20:42.942]  And then there's the Bill Gates technotronic separatists that want to make us slaves.
[02:20:42.942 --> 02:20:44.762]  We'll be right back on the Alex Jones Show.
[02:20:44.762 --> 02:20:45.683]  This is Owen Troyer.
[02:20:45.683 --> 02:20:52.306]  COVID rollout has been extremely well planned, very well thought out, and is being incrementally orchestrated.
[02:20:52.306 --> 02:20:54.688]  First, it's 15 days to keep the hospitals empty.
[02:20:54.688 --> 02:20:55.368]  That's all.
[02:20:55.368 --> 02:20:56.489]  Then it's two months.
[02:20:56.489 --> 02:20:57.229]  Then it's six months.
[02:20:57.229 --> 02:20:57.889]  Then it's a year.
[02:20:57.889 --> 02:20:59.730]  Now Bill Gates says 10 years.
[02:20:59.730 --> 02:21:02.031]  And people are now saying, I like my mask.
[02:21:02.031 --> 02:21:03.632]  I like my face diaper.
[02:21:03.632 --> 02:21:04.553]  I like my binky.
[02:21:05.373 --> 02:21:16.236]  And so, getting into the fear, getting into the hysteria, getting into all the exaggerated death numbers, this is our new neurotic control freak society.
[02:21:16.236 --> 02:21:18.257]  Overseen by robots.
[02:21:18.257 --> 02:21:19.897]  Overseen by AI.
[02:21:19.897 --> 02:21:24.719]  And all of it is designed to make humans non-essential.
[02:21:24.719 --> 02:21:28.760]  That's why out of the gates they tell us, you are non-essential.
[02:21:28.760 --> 02:21:30.800]  You are non-essential.
[02:21:30.800 --> 02:21:32.401]  Your company, your restaurant,
[02:21:33.359 --> 02:21:36.421]  Your job, your profession is not essential.
[02:21:36.421 --> 02:21:42.105]  This is so incredibly authoritarian, premeditated, and Bill Gates sits on top of it.
[02:21:42.105 --> 02:21:43.426]  Come on, folks, let's reject this.
[02:21:45.765 --> 02:21:49.847]  Webster's Dictionary has a very simple definition of terrorism.
[02:21:49.847 --> 02:21:52.228]  Other dictionaries have similar ones.
[02:21:52.228 --> 02:21:59.852]  Terrorism is the threat of force, or actually carrying out force, for a political or financial reason.
[02:21:59.852 --> 02:22:03.754]  It's basically scaring the hell out of people until you submit to them.
[02:22:03.754 --> 02:22:07.236]  That's exactly what all this overblown COVID-19 garbage is.
[02:22:07.236 --> 02:22:09.657]  You see the headlines from CNN, ABC News.
[02:22:09.657 --> 02:22:12.059]  Doctors say it's worse than they ever thought!
[02:22:12.059 --> 02:22:13.860]  COVID more devastating than they could ever imagine!
[02:22:14.620 --> 02:22:20.263]  They told us that two and a half million people would be dead just eight months ago, within three months.
[02:22:20.263 --> 02:22:21.804]  Okay?
[02:22:21.804 --> 02:22:26.386]  It's a quarter million if you count all of the people that died of other things.
[02:22:26.386 --> 02:22:28.688]  We're talking 96% had comorbidity.
[02:22:28.688 --> 02:22:29.508]  These are real numbers.
[02:22:29.508 --> 02:22:30.769]  These are real facts.
[02:22:30.769 --> 02:22:38.173]  This is the chicken little event where we all run in our houses, never come out, and are taught we're not essential, while the big box stores and Amazon take over the planet.
[02:22:38.673 --> 02:22:39.435]  Rebuke it.
[02:22:39.435 --> 02:22:40.616]  Stand up against it.
[02:22:40.616 --> 02:22:42.379]  This is slavery.
[02:22:42.379 --> 02:22:44.603]  It is not something you can put up with and survive.
[02:22:45.900 --> 02:22:53.045]  Most of the world submitted to the unconstitutional criminal lockdowns directed by the Communist Chinese and the United Nations.
[02:22:53.045 --> 02:23:04.014]  And now because the slaves have proven themselves to be subservient, the worst Australian models of complete lockdowns where you can't even leave your house for months and months are being announced.
[02:23:04.014 --> 02:23:13.801]  And in Germany, the police are using giant armored tanks with water cannons to blast men, women, and children that protest the fact that Merkel, the dictator, has put them under her control.
[02:23:14.341 --> 02:23:17.602]  That's right, she's been rigging elections for years and years.
[02:23:17.602 --> 02:23:20.523]  And the same thing is coming here to the United States.
[02:23:20.523 --> 02:23:22.083]  This is world government.
[02:23:22.083 --> 02:23:26.765]  In Philadelphia, they've announced four people or more seen together will be arrested.
[02:23:26.765 --> 02:23:28.785]  They're announcing that Christmas is canceled.
[02:23:28.785 --> 02:23:31.226]  This is what the communist takeover looks like.
[02:23:31.226 --> 02:23:35.107]  To bankrupt you, to take rid of all your due process, and absolutely
[02:23:35.507 --> 02:23:38.609]  Transform the world into a prison planet.
[02:23:38.609 --> 02:23:40.690]  How long have we warned you about this?
[02:23:40.690 --> 02:23:42.171]  But you can fight back.
[02:23:42.171 --> 02:23:44.072]  America is the last bastion.
[02:23:44.072 --> 02:23:44.873]  Stop submitting!
[02:23:47.091 --> 02:23:51.715]  Our entire modern system has been built to track and trace us.
[02:23:51.715 --> 02:23:55.437]  Not because we're doing anything wrong, but so we can be socially engineered and controlled.
[02:23:55.437 --> 02:23:57.479]  And now, that's out in the open.
[02:23:57.479 --> 02:24:04.024]  One way to take back a lot of your power is to put your so-called smartphone in a privacy pocket when you're not using it that way.
[02:24:04.024 --> 02:24:12.250]  Hackers, Bill and Melinda Gates, and the Clintons, contact tracers, and all these big corporations that are setting up this tracking and control grid in the name of fighting COVID.
[02:24:12.250 --> 02:24:13.831]  They admit their internal documents are truly about that.
[02:24:14.011 --> 02:24:18.453]  A tax society control system don't have that power over you.
[02:24:18.453 --> 02:24:20.493]  They protect their locations.
