[00:00.000 --> 00:26.000]  You want to stop tyranny? Well so does he. Live from the Infowars.com studios, it's Alex Jones.
[53:53.840 --> 53:55.280]  that happened back in 2001
[53:55.280 --> 53:57.320]  that our own military told us about,
[53:57.320 --> 54:00.240]  they didn't really attack the real Al Qaeda or Taliban.
[54:00.240 --> 54:03.760]  They would bomb conscript 12, 14 year olds
[54:03.760 --> 54:06.680]  out in bunkers and in ditches
[54:06.680 --> 54:11.680]  in front of the advancing NATO and US coalition forces.
[54:11.680 --> 54:14.560]  Then the real Al Qaeda Taliban would be waiting,
[54:14.560 --> 54:16.760]  turn themselves in to be paid in gold,
[54:16.760 --> 54:20.000]  load on C-130s, 40,000 of them,
[54:20.000 --> 54:22.520]  and flown to safety in Pakistan.
[54:22.520 --> 54:26.880]  So again, Obama is doing this to distract the public
[54:26.880 --> 54:29.240]  from the fact that the West is actually bankrolling
[54:29.240 --> 54:31.960]  and protecting ISIS and they're doing it
[54:31.960 --> 54:34.760]  to let them know who's boss and keep them in line
[54:34.760 --> 54:36.760]  because all these groups hate each other.
[54:37.840 --> 54:39.920]  This is just like what Clinton did when it came out.
[54:39.920 --> 54:42.280]  He was lying about Monica Lewinsky and other scandals,
[54:42.280 --> 54:45.080]  bombing an African aspirin factory
[54:45.080 --> 54:47.400]  that turned out had no connection to terrorists.
[54:47.400 --> 54:49.680]  So it's also a wag the dog scenario.
[54:49.680 --> 54:51.560]  And I mentioned that airlift of evil.
[54:51.560 --> 54:53.720]  There's the NBC news article on it.
[54:53.720 --> 54:57.440]  The Times of London reported on it and many, many others.
[54:57.440 --> 55:00.040]  Where again, they took the real Taliban Al Qaeda force,
[55:00.040 --> 55:04.080]  brought them into Pakistan just two months into the Afghan war
[55:04.080 --> 55:07.840]  back in 2001 to start the terror networks up again
[55:07.840 --> 55:11.480]  and then move that proxy army to the next area.
[55:11.480 --> 55:13.360]  I wanna get Leanne McAdoo's take on this
[55:13.360 --> 55:14.840]  before she continues with the news.
[55:14.840 --> 55:16.280]  And then we're gonna go to a clip
[55:16.280 --> 55:20.320]  of a piece we did last year by Rex Jones and Rob Do,
[55:20.320 --> 55:23.560]  terrorist 101 to explain how this works.
[55:23.560 --> 55:26.400]  But Leanne, I get so excited when I talk about this
[55:26.400 --> 55:29.480]  because I've been studying it for more than a decade.
[55:29.480 --> 55:31.360]  And it's hiding in plain view,
[55:31.360 --> 55:34.120]  but the media uses the relative complexity
[55:34.120 --> 55:36.240]  to confuse the public.
[55:36.240 --> 55:38.720]  Right, well, we're funding them, training them
[55:38.720 --> 55:40.880]  at secret training bases in Jordan.
[55:40.880 --> 55:42.840]  And then like you said, they're kind of slapping that,
[55:42.840 --> 55:46.800]  no, no, no, Obama comes out yesterday almost gently saying,
[55:46.800 --> 55:49.920]  well, we're gonna airstrike you if you move too close,
[55:49.920 --> 55:52.400]  you know, just, it's like, no, you're talking to terrorists.
[55:52.400 --> 55:54.520]  This is when you should actually be a president
[55:54.520 --> 55:56.200]  and talk tough, but he's like,
[55:56.200 --> 55:59.200]  well, we're gonna do this humanitarian strike.
[55:59.200 --> 56:02.560]  And it's like, this is the one time people say, drone them.
[56:02.560 --> 56:04.400]  You know, they're sitting here basically saying
[56:04.400 --> 56:07.360]  they're gonna be flying the flag of al-Qaeda
[56:07.360 --> 56:08.480]  at the White House.
[56:08.480 --> 56:10.680]  That's right, they said they're gonna blow the White House up,
[56:10.680 --> 56:12.560]  hoist their flag, all this.
[56:12.560 --> 56:15.560]  And Obama's like, I'm gonna nicely stop some of you
[56:15.560 --> 56:17.280]  because they are his allies
[56:17.280 --> 56:20.720]  and he's forced to basically do this to his own minions
[56:20.720 --> 56:23.560]  because so much exposure is coming on this.
[56:23.560 --> 56:25.160]  And there's a lot of sick people out there
[56:25.160 --> 56:27.200]  that says the end justifies the means.
[56:27.200 --> 56:28.880]  We've gotta control these countries.
[56:28.880 --> 56:30.920]  No, they're bringing them back to the Stone Age
[56:30.920 --> 56:33.800]  and putting people in charge that murder Christians and mass
[56:33.800 --> 56:35.520]  publicly eat hearts
[56:35.520 --> 56:38.560]  and are now cutting the heads off of babies
[56:38.560 --> 56:40.600]  and releasing the videos themselves.
[56:40.600 --> 56:43.760]  So this is the worst scum of the earth
[56:43.760 --> 56:47.120]  who is used as the threat to take our rights in America
[56:47.120 --> 56:50.560]  and our scumbag government is funding these people.
[56:50.560 --> 56:52.480]  This is outrageous.
[56:52.480 --> 56:54.520]  And we've gotta get the word out on it.
[56:54.520 --> 56:56.440]  That can stop this crime.
[56:56.440 --> 56:59.440]  And they're killing nonviolent, nonradical Muslims
[56:59.440 --> 57:01.840]  and mass blowing up their mosques, blowing up churches,
[57:01.840 --> 57:04.520]  killing hundreds of thousands of Christians
[57:04.520 --> 57:06.680]  and nothing is being done.
[57:06.680 --> 57:08.440]  And the system thinks we're so stupid.
[57:08.440 --> 57:10.280]  And as you said, they have bases in Jordan.
[57:10.280 --> 57:12.560]  They have bases in Western Iraq
[57:12.560 --> 57:13.960]  that the Pentagon let them have.
[57:13.960 --> 57:15.480]  They have bases in Turkey.
[57:15.480 --> 57:18.160]  It's come out and now they're even starting to attack
[57:18.160 --> 57:20.480]  places like Jordan that are their allies.
[57:20.480 --> 57:22.160]  That's how out of control they are
[57:22.160 --> 57:24.240]  but see the Jordanian government
[57:24.240 --> 57:26.520]  can now use these guys as an excuse
[57:26.520 --> 57:28.880]  as a pretext to take Jordanian liberties
[57:28.880 --> 57:31.040]  just like they can take our liberties here as well.
[57:31.040 --> 57:34.400]  Let's go to that report, Terrorism 101.
[57:34.400 --> 57:36.880]  I'm gonna be right back after the break
[57:36.880 --> 57:39.000]  and we're going to have your calls as well
[57:39.000 --> 57:40.640]  as we're gonna talk about, get your opinions
[57:40.640 --> 57:41.840]  on what Alex just said
[57:41.840 --> 57:44.000]  about what's going on with ISIS in Iraq.
[57:44.000 --> 57:45.480]  Where did this threat come from?
[57:45.480 --> 57:47.000]  What should we do about it?
[57:47.000 --> 57:48.240]  If anything, and of course,
[57:48.240 --> 57:50.320]  yesterday was the 40th anniversary of...
[57:50.320 --> 57:51.800]  City of Austin tap water
[57:51.800 --> 57:54.160]  versus filtered City of Austin tap water.
[57:54.160 --> 57:55.440]  I didn't, I tasted dirt in it.
[57:55.440 --> 57:56.760]  God knows what's in this.
[57:56.760 --> 57:59.760]  These people just sampled City of Austin tap water
[57:59.760 --> 58:00.960]  straight from the faucet.
[58:00.960 --> 58:03.440]  Next, we had them try a sample of tap water
[58:03.440 --> 58:06.960]  filtered for the Pro Pure G2.0 filtration system.
[58:06.960 --> 58:08.000]  Now when it is better.
[58:08.000 --> 58:09.280]  Tastes like nothing.
[58:09.280 --> 58:11.280]  Yep, I know what it tastes like, it's good water.
[58:11.280 --> 58:13.920]  Most tap water contains added substances
[58:13.920 --> 58:17.240]  like fluoride, chlorine, glyphosate, and many others.
[58:17.240 --> 58:19.080]  Studies prove that these substances
[58:19.080 --> 58:21.360]  are linked to an assortment of major health issues
[58:21.360 --> 58:24.520]  including tooth decay, lower IQ, and even cancer.
[58:24.520 --> 58:25.880]  It tastes like you're drinking out of the lake
[58:25.880 --> 58:27.240]  when you're in the tap water.
[58:27.240 --> 58:30.320]  The Pro Pure G2.0 filtration system
[58:30.320 --> 58:32.320]  removes these deadly substances
[58:32.320 --> 58:35.320]  leaving only fresh tasting, deliciously clean water.
[58:35.320 --> 58:36.880]  Okay, this is very tasty.
[58:36.880 --> 58:38.080]  It's good water, refreshing.
[58:38.080 --> 58:38.920]  It's good.
[58:38.920 --> 58:41.160]  Go to infowarsstore.com today.
[58:41.160 --> 58:45.200]  Use promo code water and save 10% off your Pro Pure Purchase.
[58:45.200 --> 58:50.320]  Or call 1-888-253-3139.
[58:50.320 --> 58:52.280]  I began to get into iodine a few years ago
[58:52.280 --> 58:54.360]  because it was helping me and my family so much
[58:54.360 --> 58:56.480]  get healthy and detoxify.
[58:56.480 --> 58:59.080]  Most people know that iodine deficiency
[58:59.080 --> 59:01.000]  has been a crisis around the world.
[59:01.000 --> 59:04.480]  Iodine is key to so many of the body's functions,
[59:04.480 --> 59:05.880]  especially the thyroid.
[59:05.880 --> 59:08.960]  I discovered a product being developed by Dr. Group.
[59:08.960 --> 59:11.280]  You now know it as survival shield,
[59:11.280 --> 59:14.360]  true nascent iodine that your body can really absorb.
[59:14.360 --> 59:15.960]  Then, about a year ago, he said,
[59:15.960 --> 59:17.680]  listen, if you think this is powerful,
[59:17.680 --> 59:19.880]  I'm going to come out with rare earth,
[59:19.880 --> 59:21.680]  deep earth crystals.
[59:21.680 --> 59:24.200]  And the results that I personally have had
[59:24.200 --> 59:25.800]  have been life changing.
[59:25.800 --> 59:30.120]  Nobody else has got iodine based on these pure crystals,
[59:30.120 --> 59:31.000]  ladies and gentlemen.
[59:31.000 --> 59:32.160]  This is innovating.
[59:32.160 --> 59:35.240]  And the best part is it helps fund infowars.com,
[59:35.240 --> 59:37.920]  the radio show, the TV show, the whole media operation,
[59:37.920 --> 59:39.640]  promoting true libertarian ideas.
[59:39.640 --> 59:42.160]  For a limited time, experience the ancient power
[59:42.160 --> 59:43.920]  of survival shield X2.
[59:43.920 --> 59:47.160]  Take advantage of this unprecedented 30% off super
[59:47.160 --> 59:51.120]  detox special at infowarslife.com.
[59:51.120 --> 59:54.720]  Coast to coast, direct from Austin.
[59:54.720 --> 59:58.200]  You're listening to the Alex Jones Broadcasting Network.
[01:00:01.800 --> 01:00:03.960]  From his Central Texas Command Center,
[01:00:03.960 --> 01:00:08.400]  deep behind enemy lines, the information war continues.
[01:00:08.400 --> 01:00:11.600]  It's Alex Jones and the GCN radio network.
[01:00:15.080 --> 01:00:16.840]  Welcome back to the Alex Jones show
[01:00:16.840 --> 01:00:21.320]  on the second hour of Sunday, August 10, 2014.
[01:00:21.320 --> 01:00:22.880]  And we're going to go back to your calls
[01:00:22.880 --> 01:00:25.160]  in the next segment on ISIS.
[01:00:25.160 --> 01:00:27.240]  We just had special report from Alex Jones,
[01:00:27.240 --> 01:00:29.760]  as well as he joined us at the beginning of the last hour,
[01:00:29.760 --> 01:00:33.040]  talking about the escalation now that we see going back
[01:00:33.040 --> 01:00:33.560]  in Iraq.
[01:00:33.560 --> 01:00:34.880]  What's really behind this?
[01:00:34.880 --> 01:00:37.600]  Why is it necessary for us to do it now?
[01:00:37.600 --> 01:00:39.960]  Why didn't they do something earlier?
[01:00:39.960 --> 01:00:45.680]  What was going on in Syria as we saw Al Qaeda being rebranded,
[01:00:45.680 --> 01:00:49.160]  being re-equipped, being retrained as ISIS?
[01:00:49.160 --> 01:00:50.320]  All that's in the special report.
[01:00:50.320 --> 01:00:52.600]  You can find that on infowars.com.
[01:00:52.600 --> 01:00:54.840]  But I wanted to go over some breaking news in this segment
[01:00:54.840 --> 01:00:56.920]  about what's happening today on Dredge Report.
[01:00:56.920 --> 01:00:58.440]  We have a Missouri crowd.
[01:00:58.440 --> 01:01:01.800]  We had a shooting going on there yesterday.
[01:01:01.800 --> 01:01:04.680]  There was a black teenager who was killed by the police.
[01:01:04.680 --> 01:01:05.760]  He was shot 10 times.
[01:01:05.760 --> 01:01:08.800]  Now, the police are saying that they suspected him
[01:01:08.800 --> 01:01:09.720]  of shoplifting.
[01:01:09.720 --> 01:01:11.560]  This is a guy that his family said
[01:01:11.560 --> 01:01:13.280]  had never been involved in a fight,
[01:01:13.280 --> 01:01:16.520]  so he's not a part of any gang, had never been in any trouble.
[01:01:16.520 --> 01:01:18.200]  He was being arrested.
[01:01:18.200 --> 01:01:20.320]  And according to the police, there
[01:01:20.320 --> 01:01:23.520]  was a struggle as they were putting him in the police car.
[01:01:23.520 --> 01:01:27.000]  A single shot was fired, and then he ran with his hands up.
[01:01:27.000 --> 01:01:29.520]  Now, a witness, and then he was shot 10 times
[01:01:29.520 --> 01:01:30.680]  and died in the streets.
[01:01:30.680 --> 01:01:33.440]  In the aftermath of that, there were hundreds of people
[01:01:33.440 --> 01:01:36.320]  that took to the streets, and they were shouting,
[01:01:36.320 --> 01:01:38.320]  kill the police, very angry.
[01:01:38.320 --> 01:01:41.480]  As this grandmother who was nearby,
[01:01:41.480 --> 01:01:43.080]  he was on his way to her house.
[01:01:43.080 --> 01:01:46.280]  She said, my grandson never got into a fight.
[01:01:46.280 --> 01:01:48.760]  Even he was looking forward to getting on with his life.
[01:01:48.760 --> 01:01:49.480]  He was on his way.
[01:01:49.480 --> 01:01:50.280]  He was ready.
[01:01:50.280 --> 01:01:51.440]  He graduated from high school.
[01:01:51.440 --> 01:01:54.440]  He was beginning college in just a couple of weeks.
[01:01:54.440 --> 01:01:55.920]  The question is, when you look at this,
[01:01:55.920 --> 01:01:57.560]  when you look at the rules of engagement,
[01:01:57.560 --> 01:01:59.400]  of course, there was a story on Friday
[01:01:59.400 --> 01:02:01.880]  that was on Infowars.com, picked up by Drudge.
[01:02:01.880 --> 01:02:04.400]  Walmart shopper was shot dead by cops
[01:02:04.400 --> 01:02:06.560]  after he picked up a BB gun.
[01:02:06.560 --> 01:02:09.080]  This is a guy picking up a BB gun in Walmart
[01:02:09.080 --> 01:02:10.200]  that is sold by Walmart.
[01:02:10.200 --> 01:02:11.880]  He's walking around in Walmart.
[01:02:11.880 --> 01:02:15.400]  And of course, this soldier, I think it was a Marine
[01:02:15.400 --> 01:02:18.520]  that saw him, thought something was up, called the police.
[01:02:18.520 --> 01:02:20.440]  The police come in and shoot him dead,
[01:02:20.440 --> 01:02:21.920]  right there in the store.
[01:02:21.920 --> 01:02:23.600]  That's what we're seeing now.
[01:02:23.600 --> 01:02:26.360]  This kind of zero tolerance of citizens,
[01:02:26.360 --> 01:02:30.080]  almost kind of a judge-dread kind of violence,
[01:02:30.080 --> 01:02:33.000]  where, hey, this guy is walking around with a gun.
[01:02:33.000 --> 01:02:34.040]  I'll shoot him dead.
[01:02:34.040 --> 01:02:35.360]  This guy is running from us.
[01:02:35.360 --> 01:02:36.480]  He shouldn't be running.
[01:02:36.480 --> 01:02:39.160]  As the police chief in Ferguson,
[01:02:39.160 --> 01:02:41.040]  this is Ferguson, Missouri, said,
[01:02:41.040 --> 01:02:43.320]  I wouldn't think anybody would run away from the police
[01:02:43.320 --> 01:02:45.200]  if they didn't have anything to hide.
[01:02:45.200 --> 01:02:46.760]  And of course, we've heard that here
[01:02:46.760 --> 01:02:49.080]  from our own police chief who says, hey,
[01:02:49.080 --> 01:02:50.960]  just don't ever run from the police.
[01:02:50.960 --> 01:02:53.920]  Well, when we see this kind of violence happening
[01:02:53.920 --> 01:02:57.240]  in the streets, especially when young people who know
[01:02:57.240 --> 01:02:58.520]  what's going on in their neighborhood
[01:02:58.520 --> 01:03:01.200]  see this kind of thing happening over and over again,
[01:03:01.200 --> 01:03:03.360]  the question is, what did happen there?
[01:03:03.360 --> 01:03:05.560]  Well, we're not going to know for quite some time.
[01:03:05.560 --> 01:03:07.920]  Photography is not a crime, got involved in this.
[01:03:07.920 --> 01:03:08.920]  Of course, Carlos Miller.
[01:03:08.920 --> 01:03:10.200]  And the reason he got involved in it
[01:03:10.200 --> 01:03:13.680]  was because the primary witness who got this on film
[01:03:13.680 --> 01:03:16.960]  on her camera had her camera confiscated.
[01:03:16.960 --> 01:03:18.480]  And then the police have said,
[01:03:18.480 --> 01:03:21.720]  this is going to take us a very long time
[01:03:21.720 --> 01:03:22.840]  to do this investigation.
[01:03:22.840 --> 01:03:24.720]  It's going to take weeks for them to,
[01:03:24.720 --> 01:03:26.960]  as long as six weeks to determine whether or not
[01:03:26.960 --> 01:03:30.040]  this young man had alcohol or drugs in his system.
[01:03:30.040 --> 01:03:31.640]  Why would it take that long?
[01:03:31.640 --> 01:03:33.600]  I don't think it takes that long to do an investigation.
[01:03:33.600 --> 01:03:36.640]  I think they're waiting for the people to die down,
[01:03:36.640 --> 01:03:38.040]  the anger to die down.
[01:03:38.040 --> 01:03:39.960]  And there's also a report that's up on Drudge Day.
[01:03:39.960 --> 01:03:43.840]  The report says that robots will take over more jobs
[01:03:43.840 --> 01:03:44.720]  than they create.
[01:03:44.720 --> 01:03:48.120]  Now, this is a conference that's being held in Elon University
[01:03:48.120 --> 01:03:49.800]  in Charlotte, North Carolina.
[01:03:49.800 --> 01:03:52.400]  And they asked the people there who are experts
[01:03:52.400 --> 01:03:54.520]  in robotics technology, did they think
[01:03:54.520 --> 01:03:57.160]  that there would be more jobs created by these robots,
[01:03:57.160 --> 01:03:59.240]  or would they take jobs away from us?
[01:03:59.240 --> 01:04:01.720]  And they were pretty much split 50-50.
[01:04:01.720 --> 01:04:04.920]  52% said that they thought they would create more jobs,
[01:04:04.920 --> 01:04:08.760]  but 48% feared that the role of artificial workers
[01:04:08.760 --> 01:04:10.320]  would be unstoppable.
[01:04:10.320 --> 01:04:12.760]  That humans would not be able to adjust in time
[01:04:12.760 --> 01:04:16.440]  to avoid massive unemployment and social disruption.
[01:04:16.440 --> 01:04:18.320]  And they point out that the experts are saying
[01:04:18.320 --> 01:04:22.280]  that by 2025, notice that number,
[01:04:22.280 --> 01:04:24.800]  you keep hearing 2020, 2025,
[01:04:24.800 --> 01:04:28.960]  that has been on the calendar of the globalists
[01:04:28.960 --> 01:04:30.840]  for a very, very long time.
[01:04:30.840 --> 01:04:31.800]  They keep sticking to that number.
[01:04:31.800 --> 01:04:33.920]  They're saying you're gonna have driverless cars,
[01:04:33.920 --> 01:04:35.680]  robotic doctors and nurses,
[01:04:35.680 --> 01:04:37.600]  and intelligent digital agents
[01:04:37.600 --> 01:04:39.920]  that are gonna be part of your daily life.
[01:04:39.920 --> 01:04:42.360]  They're going to have some radical change by then.
[01:04:42.360 --> 01:04:44.040]  They've been playing that for a long time.
[01:04:44.040 --> 01:04:46.880]  That is why they are stepping up the police state
[01:04:46.880 --> 01:04:48.000]  internally in this country,
[01:04:48.000 --> 01:04:49.480]  because they're concerned about the unrest.
[01:04:49.480 --> 01:04:52.440]  Stay with us, we'll be right back with your calls.
[01:04:52.440 --> 01:04:55.680]  That number again is 877-789-ALIX.
[01:04:59.480 --> 01:05:02.520]  This is Alex Jones for InfoWarsLife.com.
[01:05:02.520 --> 01:05:04.640]  The latest in preparedness is now here,
[01:05:04.640 --> 01:05:07.320]  an electrically stabilized colloidal silver solution
[01:05:07.320 --> 01:05:09.240]  that can be added to both your home cabinet
[01:05:09.240 --> 01:05:10.800]  and preparedness pack alike,
[01:05:10.800 --> 01:05:13.120]  concentrated to 30 parts per million.
[01:05:13.120 --> 01:05:15.920]  In what has been dubbed the Survival Silver Solution,
[01:05:15.920 --> 01:05:18.960]  the new InfoWarsLife Silver Bullet Colloidal Silver
[01:05:18.960 --> 01:05:20.760]  is the answer for you and your family.
[01:05:20.760 --> 01:05:23.840]  And it's entirely free of toxic artificial additives
[01:05:23.840 --> 01:05:25.640]  that are loaded into many products.
[01:05:25.640 --> 01:05:28.920]  The InfoWarsLife Silver Bullet Silver is so powerful
[01:05:28.920 --> 01:05:31.360]  that it is concentrated into a two ounce bottle
[01:05:31.360 --> 01:05:34.240]  and it's not recommended for extended continual use.
[01:05:34.240 --> 01:05:36.360]  This is not a low grade formula.
[01:05:36.360 --> 01:05:39.440]  We're working with one of the top laboratory manufacturers
[01:05:39.440 --> 01:05:41.440]  in the United States to bring you
[01:05:41.440 --> 01:05:43.640]  the best form of colloidal silver,
[01:05:43.640 --> 01:05:47.520]  using electrical processes within a base of deionized water
[01:05:47.520 --> 01:05:49.280]  for your preparedness storage.
[01:05:49.280 --> 01:05:51.360]  For your home kitchen, purchase your bottle
[01:05:51.360 --> 01:05:55.160]  of InfoWarsLife.com Silver Bullet Colloidal Silver today
[01:05:55.160 --> 01:05:59.120]  and find other amazing supplements at InfoWarsLife.com.
[01:05:59.120 --> 01:06:08.120]  When you grab it, that's when you bring it in.
[01:06:08.120 --> 01:06:11.120]  Silver Vacuum.
[01:06:11.120 --> 01:06:13.120]  More noise than the tune.
[01:06:13.120 --> 01:06:15.120]  For what's good for you?
[01:06:15.120 --> 01:06:17.120]  K.F.L.
[01:06:17.120 --> 01:06:18.120]  Los Angeles.
[01:06:18.120 --> 01:06:19.120]  Clone Radio.
[01:06:19.120 --> 01:06:22.120]  We play the songs that sound more like everyone else
[01:06:22.120 --> 01:06:23.120]  than anyone else.
[01:06:23.120 --> 01:06:24.120]  Clone.
[01:06:26.120 --> 01:06:28.120]  Hitler took the guns.
[01:06:28.120 --> 01:06:29.120]  Stalin took the guns.
[01:06:29.120 --> 01:06:30.120]  Mal took the guns.
[01:06:30.120 --> 01:06:32.120]  Fidel Castro took the guns.
[01:06:32.120 --> 01:06:33.120]  Dominique.
[01:06:33.120 --> 01:06:35.120]  Hugo Chavez took the guns.
[01:06:35.120 --> 01:06:36.120]  1776.
[01:06:36.120 --> 01:06:41.120]  We'll commence again if you try to take our firearms.
[01:06:41.120 --> 01:06:46.120]  The Republic will rise again when you attempt to take our guns.
[01:06:46.120 --> 01:06:58.120]  I am sworn upon the author of God, internal hostility against every form of tyranny over the mind of man.
[01:06:58.120 --> 01:07:03.120]  The answer to 1984 is 1776.
[01:07:03.120 --> 01:07:09.120]  You're listening to the Alex Jones Show.
[01:07:09.120 --> 01:07:10.120]  Welcome back to the Alex Jones Show.
[01:07:10.120 --> 01:07:12.120]  I'm David Knight, live here in studio.
[01:07:12.120 --> 01:07:15.120]  We had Alex Jones, who's on the road, join us on the last hour.
[01:07:15.120 --> 01:07:19.120]  Break down what he sees behind what's going on in Iraq with ISIS.
[01:07:19.120 --> 01:07:21.120]  And we wanted to get your calls.
[01:07:21.120 --> 01:07:22.120]  Let you weigh in on that.
[01:07:22.120 --> 01:07:26.120]  We also wanted to get you to weigh in on what you think about corruption in our country today.
[01:07:26.120 --> 01:07:31.120]  Now, 40 years after the resignation of Richard Nixon yesterday, what do you think about corruption?
[01:07:31.120 --> 01:07:33.120]  What do you think about impeachment?
[01:07:33.120 --> 01:07:35.120]  Is that something we should be pursuing?
[01:07:35.120 --> 01:07:39.120]  Of course, Boehner announced that he was not going to pursue impeachment.
[01:07:39.120 --> 01:07:40.120]  He had no intention of doing that.
[01:07:40.120 --> 01:07:45.120]  As a matter of fact, that was all just a plot from the Democrats that was hatched in the White House.
[01:07:45.120 --> 01:07:48.120]  They really want the Republicans to impeach them.
[01:07:48.120 --> 01:07:49.120]  So what do you think about that?
[01:07:49.120 --> 01:07:53.120]  Should we give amnesty to the undocumented worker in the White House?
[01:07:53.120 --> 01:07:57.120]  Or should we go after corruption and breaking the law wherever we see it?
[01:07:57.120 --> 01:07:58.120]  So I want to take your calls on that.
[01:07:58.120 --> 01:08:01.120]  And of course, the Sunday number is 877-789-ALAX.
[01:08:01.120 --> 01:08:04.120]  I'm going to go to RJ in Oklahoma in just one second.
[01:08:04.120 --> 01:08:10.120]  But before I do, I want to let you know that this hour of the Alex Jones show was brought to you by Survival Shield X2.
[01:08:10.120 --> 01:08:15.120]  Harvested more than 7,000 feet below the Earth, escaping Fukushima's ground effects.
[01:08:15.120 --> 01:08:19.120]  It's 50% stronger for the same price as Survival Shield.
[01:08:19.120 --> 01:08:22.120]  And that's the original iodine supplement that we had for our listeners.
[01:08:22.120 --> 01:08:26.120]  It's a high-purity source of 99.99% pure grade.
[01:08:26.120 --> 01:08:30.120]  We're the only one in the world extremely hard to achieve this.
[01:08:30.120 --> 01:08:33.120]  It's great for a survival kit due to its extra strength.
[01:08:33.120 --> 01:08:36.120]  And you can get it in 5 and 10 packs.
[01:08:36.120 --> 01:08:40.120]  That's at infowarsstore.com. That's Survival Shield X2.
[01:08:40.120 --> 01:08:42.120]  Let's go to RJ in Oklahoma.
[01:08:42.120 --> 01:08:46.120]  RJ, you want to weigh in on ISIS and what's going on in Iraq?
[01:08:46.120 --> 01:08:50.120]  What's your thoughts on this?
[01:08:50.120 --> 01:08:51.120]  Okay, I think he's gone.
[01:08:51.120 --> 01:08:53.120]  Now let's go to Brad in Louisiana.
[01:08:53.120 --> 01:08:57.120]  Brad.
[01:08:57.120 --> 01:08:58.120]  Hello, guys.
[01:08:58.120 --> 01:09:01.120]  I'm having some phone problems here.
[01:09:01.120 --> 01:09:05.120]  I'm not getting in there.
[01:09:05.120 --> 01:09:08.120]  Okay, let's go to David in Austin.
[01:09:08.120 --> 01:09:12.120]  David.
[01:09:12.120 --> 01:09:15.120]  Okay, it looks like the phones are not working.
[01:09:15.120 --> 01:09:20.120]  So let's give you some news about what's going on with Ebola.
[01:09:20.120 --> 01:09:25.120]  We've got warnings, panic, and all over the country.
[01:09:25.120 --> 01:09:27.120]  We've got all over the world, I should say.
[01:09:27.120 --> 01:09:33.120]  It was just a week or so ago that we had someone get off of a plane in the UK at Gatwick Airport.
[01:09:33.120 --> 01:09:35.120]  She'd been vomiting on the plane.
[01:09:35.120 --> 01:09:36.120]  As she got off, she collapsed.
[01:09:36.120 --> 01:09:40.120]  Everybody was concerned that perhaps it might be Ebola even though they didn't see blood.
[01:09:40.120 --> 01:09:41.120]  So everybody was panicked.
[01:09:41.120 --> 01:09:45.120]  We see that in Saudi Arabia they had a suspected Ebola victim.
[01:09:45.120 --> 01:09:46.120]  They tested them.
[01:09:46.120 --> 01:09:47.120]  They did not have the virus.
[01:09:47.120 --> 01:09:49.120]  We see the same thing happening in Hong Kong.
[01:09:49.120 --> 01:09:52.120]  Somebody was suspected of having Ebola.
[01:09:52.120 --> 01:09:53.120]  They took them away.
[01:09:53.120 --> 01:09:59.120]  However, these incidents show just how easy it would be for someone who did have Ebola
[01:09:59.120 --> 01:10:02.120]  to enter the country via the airplanes.
[01:10:02.120 --> 01:10:07.120]  And so workers in the UK who are manning the border, who are at the airports,
[01:10:07.120 --> 01:10:10.120]  are very concerned about this because they're the ones on the front line.
[01:10:10.120 --> 01:10:12.120]  They're the ones who are going to be exposed first.
[01:10:12.120 --> 01:10:15.120]  They're essentially, you could say, the canaries in the coal mine.
[01:10:15.120 --> 01:10:20.120]  When you start seeing the border staff dropping over, dying in the airport,
[01:10:20.120 --> 01:10:23.120]  then you start quarantining that area.
[01:10:23.120 --> 01:10:25.120]  But they don't like being the canaries in the coal mine.
[01:10:25.120 --> 01:10:26.120]  They said they're terrified.
[01:10:26.120 --> 01:10:27.120]  They're threatening to strike.
[01:10:27.120 --> 01:10:32.120]  They said that these are staffers at London's Heathrow and Gatwick Airport.
[01:10:32.120 --> 01:10:36.120]  They're furious that no measures have been put in place to preserve their health.
[01:10:36.120 --> 01:10:37.120]  Well, guess what?
[01:10:37.120 --> 01:10:40.120]  No measures have been put in place to preserve our health either.
[01:10:40.120 --> 01:10:45.120]  And they're bringing in people into this country who are sick rather than sending the treatments to them.
[01:10:45.120 --> 01:10:52.120]  If you remember when John Bowne went to the border and reported on that, what is falterious, was the area.
[01:10:52.120 --> 01:10:58.120]  He shot, had pictures of people that had died on this ranchers large ranch there,
[01:10:58.120 --> 01:11:01.120]  decaying bodies, various states of decomposition.
[01:11:01.120 --> 01:11:06.120]  They were talking about how it was breaking the budget of that city to even bury everyone.
[01:11:06.120 --> 01:11:09.120]  Let alone provide medical treatment.
[01:11:09.120 --> 01:11:12.120]  They had a lot of people who were bitten by rattlesnakes as they were coming across.
[01:11:12.120 --> 01:11:19.120]  And they said it was costing them a fortune because they were having to fly in antivenom from another location
[01:11:19.120 --> 01:11:23.120]  because in the small town they don't have a hospital that has rattlesnake antivenom there.
[01:11:23.120 --> 01:11:27.120]  So the antivenom itself is expensive and they had to fly it in.
[01:11:27.120 --> 01:11:31.120]  But of course that was cheaper than flying these people to wherever they would get that treatment.
[01:11:31.120 --> 01:11:36.120]  And of course it is much easier if you've got some kind of a treatment you thank for Ebola.
[01:11:36.120 --> 01:11:43.120]  There you can see if you're watching this live on infowars.com you can see some of the slides,
