[00:00:01.350 --> 00:00:03.072]  News moves fast here.
[01:12:15.221 --> 01:12:17.083]  Get ready!
[01:12:17.083 --> 01:12:23.929]  I'll add more of my comments to the articles that are being put together when the transmission ends today in one hour and twenty-four minutes.
[01:12:25.623 --> 01:12:28.844]  Before this broadcast ends, it's going to be up on PrisonPlanet.com.
[01:12:28.844 --> 01:12:32.906]  Judicial Watch, through a Freedom of Information Act request, has gotten this latest video.
[01:12:32.906 --> 01:12:33.906]  Will it be staged?
[01:12:33.906 --> 01:12:34.446]  I don't know.
[01:12:34.446 --> 01:12:36.407]  Will it be a manufactured video?
[01:12:36.407 --> 01:12:37.187]  I don't know.
[01:12:37.187 --> 01:12:38.528]  Will it be foggy again?
[01:12:38.528 --> 01:12:42.069]  I predict it will be, and we're hearing preliminarily that it will be.
[01:12:42.069 --> 01:12:48.492]  To even heighten the debate even more, until within six months to a year, between that time frame, I believe six months,
[01:12:49.172 --> 01:12:57.079]  That is the point where it'll be released most likely, and then the next six months after that, unless we expose that this is a giant honeypot operation.
[01:12:57.079 --> 01:13:06.767]  A honeypot is where you put bad intelligence out, you put out bad trails that then lead to things that blow up in your face, to discredit movements.
[01:13:06.767 --> 01:13:15.114]  An example of this is General Janice Karpinski, head of the 14 camps, now over 30, in Iraq.
[01:13:15.114 --> 01:13:16.776]  She wasn't even allowed
[01:13:17.637 --> 01:13:21.087]  To go into the wings of Abu Ghraib and other torture centers.
[01:13:21.087 --> 01:13:23.735]  The CIA and private contractors fully controlled it.
[01:13:23.735 --> 01:13:25.079]  That was verified and admitted.
[01:13:26.036 --> 01:13:31.521]  So when she refused to go along with it, they decided to burn her, and go after an innocent person.
[01:13:31.521 --> 01:13:32.862]  This does multiple things.
[01:13:32.862 --> 01:13:43.771]  It punishes someone who wouldn't play ball, but most importantly, the press then sees her as the bad guy, and then when she's investigated, it's found that she's completely innocent, because she didn't do anything wrong.
[01:13:43.771 --> 01:13:53.699]  Then in the minds of people, it wasn't high-level brass running it, when we have the memos from Alberto Gonzalez, the memos from the brass above General Janusz Karpinski, and others.
[01:13:53.699 --> 01:13:54.700]  This is how they work.
[01:13:58.007 --> 01:13:59.389]  Let's go ahead and go to the calls.
[01:13:59.389 --> 01:14:00.271]  Dan in Texas.
[01:14:00.271 --> 01:14:01.513]  You're on the air, Dan.
[01:14:01.513 --> 01:14:03.035]  God bless you, Alex.
[01:14:03.035 --> 01:14:04.177]  You should have been a preacher.
[01:14:06.627 --> 01:14:12.791]  I'd like to say first off hand thank you to the sheriff that you just had on for being down there and putting his life on the line.
[01:14:12.791 --> 01:14:13.532]  Did you hear him?
[01:14:13.532 --> 01:14:30.062]  Foreign troops, Chinese troops, Chinese bases, Czechoslovakian Republic troops, rocket attacks, mass murder, total war zone, drug dealing, killing, the Mexicans saying this is Mexico, they hate us.
[01:14:30.062 --> 01:14:31.963]  This is what's really going on.
[01:14:31.963 --> 01:14:34.125]  We're not making this stuff up, people!
[01:14:36.573 --> 01:14:41.134]  And also, thank you to the Minute Man down there for doing their job as well.
[01:14:41.134 --> 01:14:55.417]  Alex, this weekend on the History Channel, they were showing all sorts of disasters on there, which included Oklahoma City as well as the so-called planes hitting the buildings and hitting the Pentagon.
[01:14:55.417 --> 01:15:02.439]  However, one independent witness that they interviewed on there about the so-called plane hitting the Pentagon
[01:15:03.260 --> 01:15:09.665]  Clearly stated the following that he saw something that looked like something they used in Germany.
[01:15:09.665 --> 01:15:14.689]  One of those cruise missiles with wings on it go into the Pentagon.
[01:15:16.690 --> 01:15:26.377]  A lot of other people said they saw small passenger planes, commuter planes, medium passenger carriers, large passenger carriers, and then the Feds grab all the videotapes.
[01:15:26.377 --> 01:15:28.359]  It makes it very, very suspicious.
[01:15:28.359 --> 01:15:31.741]  Why the Zacharias Moussaoui trial?
[01:15:31.741 --> 01:15:32.522]  That's a red herring.
[01:15:32.522 --> 01:15:36.065]  That has nothing to do with them, you know, releasing it or not releasing it.
[01:15:36.065 --> 01:15:43.190]  They've covered something up, whether they wanted to make everybody focus on this to then disprove it, or whether there is a cover-up of what really happened.
[01:15:43.510 --> 01:15:58.303]  The point is, it's an endless debate that's so sexy that it's a whodunit mystery that everyone will obsess on this instead of all the jewels that are 110% red-handed, proving the New World Order did it.
[01:15:58.303 --> 01:15:59.384]  I mean, listen, listen.
[01:15:59.384 --> 01:16:00.625]  If I just wanted to make money,
[01:16:01.517 --> 01:16:05.140]  I could easily have made a big film about the Pentagon, okay?
[01:16:05.140 --> 01:16:08.183]  But I didn't, because I know it's a trap.
[01:16:08.183 --> 01:16:10.485]  And I'm not criticizing those that made films about it.
[01:16:10.485 --> 01:16:12.646]  I think it needs to be looked at, needs to be discussed.
[01:16:12.646 --> 01:16:17.230]  But I think if I made a film about it, I would point out that it'll probably end up being some type of trap.
[01:16:17.230 --> 01:16:19.332]  And that's something people didn't do.
[01:16:19.332 --> 01:16:24.176]  And then they attack me, some of them, because I don't roll the red carpet out to them.
[01:16:24.176 --> 01:16:27.379]  A lot of them I don't roll the red carpet out to, because they're obnoxious ego maniacs.
[01:16:28.883 --> 01:16:43.665]  Also Alex, I'd like to say that thanks to the Minutemen and the fine job that they're doing down there on our border, the President finally had to do something with the National Guard, but however, the Guard is only going to be put down there in a support measure
[01:16:44.878 --> 01:16:51.680]  And I'm just wondering, does this mean if the guard members are fired upon, will they have permission to shoot?
[01:16:51.680 --> 01:16:51.941]  No!
[01:16:51.941 --> 01:16:53.881]  They're not even going to have ammo, sir.
[01:16:53.881 --> 01:16:54.461]  They're not?
[01:16:54.461 --> 01:16:56.762]  The troops have already run out of ammo in most camps in Iraq.
[01:16:56.762 --> 01:16:58.083]  That's associated for us.
[01:16:58.083 --> 01:16:58.623]  Well, I'll be darned.
[01:16:58.623 --> 01:17:03.345]  They've got defective level 2 body armor that won't stop a 22 at close range.
[01:17:03.345 --> 01:17:06.986]  And lastly, Alex, I'd like to make a plea.
[01:17:06.986 --> 01:17:12.588]  If anybody has any of your tapes and stuff that they'd like to share with other people that can't afford it,
[01:17:13.375 --> 01:17:14.259]  Uh, please call 903-691-...
[01:17:18.109 --> 01:17:23.191]  5-3-4-1 and help those that can't afford the tapes, and let's get the word out, please.
[01:17:23.191 --> 01:17:24.491]  Alright, I appreciate your call.
[01:17:24.491 --> 01:17:29.713]  I try to give out people's personal numbers because somebody can call in, not you, and give out somebody else's number.
[01:17:29.713 --> 01:17:33.974]  Just to be mean, that happened to me once about eight years ago, and I learned my lesson, so let's, please.
[01:17:33.974 --> 01:17:44.417]  That's why websites are good, because a website is where people choose to go to it, and then if we send people to a website where the folks didn't ask for it, a website's public, so it doesn't hurt them.
[01:17:45.223 --> 01:17:46.585]  Okay.
[01:17:46.585 --> 01:17:48.287]  People ask, well, why can't I give numbers out?
[01:17:48.287 --> 01:17:51.251]  Because if I don't know who you are, I mean, obviously you sound like a genuine person.
[01:17:51.251 --> 01:17:52.593]  I'm sure it's a real number.
[01:17:52.593 --> 01:17:54.876]  I'm sure it's good, but just, just, folks, don't do it.
[01:17:58.317 --> 01:18:01.538]  I'm really fired up right now because I knew this was going to happen in my mind's eye.
[01:18:01.538 --> 01:18:04.099]  I've seen it happening from all the analysis I've done.
[01:18:04.099 --> 01:18:11.762]  What I do is I study stuff, I look at it, I research past activities, past things, the Global Crime Syndicate does, their propaganda, how they work.
[01:18:11.762 --> 01:18:15.004]  I've read books written by their top propagandists, Bernays and others.
[01:18:15.004 --> 01:18:20.266]  And so I know how they operate and so I sit back and study it for years and then come to my conclusion.
[01:18:20.886 --> 01:18:23.307]  And come on, folks, you know I give you good info.
[01:18:23.307 --> 01:18:24.728]  Many of you have been listening over ten years.
[01:18:24.728 --> 01:18:26.229]  You know it's good.
[01:18:26.229 --> 01:18:27.509]  That's why you listen.
[01:18:27.509 --> 01:18:28.870]  Because this is real, folks.
[01:18:28.870 --> 01:18:32.191]  What we do here, we got our heads screwed on straight, okay?
[01:18:32.191 --> 01:18:35.793]  We know what we're doing.
[01:18:35.793 --> 01:18:37.334]  Because we've been through a lot of fights.
[01:18:37.334 --> 01:18:38.715]  We've been put through our paces.
[01:18:38.715 --> 01:18:39.515]  We've paid our dues.
[01:18:41.178 --> 01:18:44.582]  And I am just blown away right now by what's happening, all the things that are happening.
[01:18:44.582 --> 01:18:52.369]  But the good news is with these illegal aliens is Bush's perfume on this propaganda isn't going to work.
[01:18:52.369 --> 01:18:55.252]  I mean, I told you before a speech what you'd hear.
[01:18:55.252 --> 01:19:01.158]  You'd hear we're going to put troops on the border, support role, to just report crimes to the Border Patrol.
[01:19:01.158 --> 01:19:01.799]  Same thing.
[01:19:01.799 --> 01:19:01.979]  Boom.
[01:19:02.580 --> 01:19:11.945]  Exactly what Bush said, and he's pairing that with his amnesty plan that he calls a guest worker program, which is total legalization of whoever's here for six years, whoever can get here for six years.
[01:19:11.945 --> 01:19:13.645]  Let me repeat this.
[01:19:13.645 --> 01:19:19.568]  And it allows them to pay to bring in unlimited unskilled and skilled.
[01:19:19.568 --> 01:19:25.951]  Now we've only got, what, 19-20% of our computer programming and software jobs left that we had ten years ago.
[01:19:25.951 --> 01:19:28.012]  Those will all be gone too.
[01:19:28.012 --> 01:19:28.853]  I mean, this is sick.
[01:19:30.515 --> 01:19:33.956]  This is totally and completely sick.
[01:19:33.956 --> 01:19:40.218]  And you just heard the last sheriff who we had on from Zapata County, Sheriff Sigfrido Gonzalez, Jr.
[01:19:40.218 --> 01:19:41.958]  about the foreign troops.
[01:19:41.958 --> 01:19:42.839]  I don't mean Mexican.
[01:19:42.839 --> 01:19:44.879]  I'm talking about Chinese.
[01:19:44.879 --> 01:19:46.600]  They've been videotaped, photographed.
[01:19:46.600 --> 01:19:48.120]  I'm talking about Eastern Bloc.
[01:19:48.120 --> 01:19:50.001]  I'm talking about rocket attacks.
[01:19:50.001 --> 01:19:51.461]  I'm talking about insanity.
[01:19:52.250 --> 01:19:54.452]  We're going to go to more of your calls here in just a few minutes.
[01:19:54.452 --> 01:19:57.053]  Congressman Bonilla is scheduled coming up in the next hour.
[01:19:57.053 --> 01:20:01.857]  We will track and cover this Pentagon supposed video being released to Judicial Watch.
[01:20:01.857 --> 01:20:09.742]  It was released 44 minutes ago by the Department of Defense, and Judicial Watch is reviewing it and about to release it in the next 30 minutes to an hour.
[01:20:09.742 --> 01:20:10.643]  We will be covering it.
[01:20:10.643 --> 01:20:12.684]  We will play the audio here when that happens.
[01:20:12.684 --> 01:20:17.968]  We will post the video on InfoWars.com and PrisonPlanet.com immediately upon getting it.
[01:20:17.968 --> 01:20:21.390]  Paul Watson is doing a huge report on it as we speak, so watch
[01:20:21.891 --> 01:20:24.917]  Watch that space for that to come out very, very soon.
[01:20:24.917 --> 01:20:31.670]  All right, Sheriff Rick Flores, Webb County, Texas, is down in Laredo joins us in the eye of the storm.
[01:20:33.639 --> 01:20:37.060]  And, uh, I've got mainstream media reports here, ABC News.
[01:20:37.060 --> 01:20:39.640]  I put a report out with almost the same title six months before.
[01:20:39.640 --> 01:20:41.500]  Drug War Zone rattles U.S.
[01:20:41.500 --> 01:20:42.561]  Border Patrol.
[01:20:42.561 --> 01:20:47.882]  Drug groups are said to be fighting for primacy at Laredo and Nuevo Laredo.
[01:20:47.882 --> 01:20:49.842]  I used to go down there as a college student.
[01:20:49.842 --> 01:20:51.662]  I'd gone down with my parents as a kid.
[01:20:51.662 --> 01:20:52.962]  Oh, let's go to Mexico.
[01:20:52.962 --> 01:20:53.863]  Go to the bazaars.
[01:20:53.863 --> 01:20:55.243]  Buy some goodies.
[01:20:55.243 --> 01:20:56.503]  Buy some sombreros.
[01:20:56.503 --> 01:20:58.023]  Buy some beef jerky, whatever.
[01:20:58.023 --> 01:21:00.384]  Go eat some enchiladas.
[01:21:00.384 --> 01:21:02.044]  Not anymore, ladies and gentlemen.
[01:21:03.015 --> 01:21:12.147]  I mean, it is a ghost town down there because it is hellish and the State Department has said it's more dangerous in many areas than the West Bank of Israel.
[01:21:12.147 --> 01:21:14.350]  Sheriff Rick Flores, thank you for joining us, sir.
[01:21:14.350 --> 01:21:14.810]  Thank you.
[01:21:14.810 --> 01:21:15.892]  Thank you for the invitation.
[01:21:16.832 --> 01:21:23.978]  We had one of your colleagues on, part of the Texas Border Sheriff's Coalition, with us the last 30 minutes.
[01:21:23.978 --> 01:21:27.521]  In a nutshell, if you don't live on the border, you don't know what it's like.
[01:21:27.521 --> 01:21:29.422]  Even those in Central Texas don't know.
[01:21:29.422 --> 01:21:32.364]  Those in San Antonio and North-South Texas don't know.
[01:21:32.364 --> 01:21:34.686]  What are you facing, Sheriff?
[01:21:34.686 --> 01:21:43.974]  Well, right now we're facing a drug war between two cartels fighting for the territory just across the border, probably 300 yards from my office.
[01:21:45.942 --> 01:21:50.463]  The violence is intensifying between those two cartels.
[01:21:50.463 --> 01:21:55.265]  We've got one cartel who's fighting for the whole territory from Brownsville all the way to California.
[01:21:55.265 --> 01:22:04.587]  And then you've got other cartels that are standing their ground and are not willing to give up, you know, their area.
[01:22:04.587 --> 01:22:08.968]  So we've got massive drug wars going on in Nuevo Laredo.
[01:22:08.968 --> 01:22:14.570]  We had a battle that went on three weeks ago for two hours in Nuevo Laredo.
[01:22:15.635 --> 01:22:21.557]  Which was not reported because the media has been told not to report any of this.
[01:22:21.557 --> 01:22:33.520]  They've been completely muzzled and apparently this gun battle lasted two hours and there was more than 25 bodies that were actually murdered.
[01:22:34.356 --> 01:22:40.959]  And by the way, even American media is now intimidated and there's almost a total news blackout here.
[01:22:40.959 --> 01:22:44.201]  Multiple newspapers have been bombed with hand grenades.
[01:22:44.201 --> 01:22:45.442]  That is correct.
[01:22:45.442 --> 01:22:57.488]  And now the interesting thing about this gun battle was that apparently the drug cartels picked up their own bodies and took them after the gun battle because these are bodies that they didn't want to be recorded.
[01:22:57.488 --> 01:23:03.751]  So we've had people on the other side, through intelligence, tell us that
[01:23:04.594 --> 01:23:06.699]  The police did not show up.
[01:23:06.699 --> 01:23:11.632]  The military didn't show up until the gun battle was completely over.
[01:23:11.632 --> 01:23:13.958]  So that in essence is telling you that
[01:23:14.750 --> 01:23:16.291]  They don't have control over the border.
[01:23:16.291 --> 01:23:17.612]  Why is this?
[01:23:17.612 --> 01:23:21.554]  I mean, we know they've paid off a lot of the police commanders on that side.
[01:23:21.554 --> 01:23:23.035]  We know a lot of other ones are scared.
[01:23:23.035 --> 01:23:35.402]  I mean, I'm sure you saw, and this is all over Latin America, over 20 officers killed in two cities in Brazil over the weekend, hundreds of attacks, and the criminal gangs may actually take over the government.
[01:23:35.402 --> 01:23:38.104]  I don't think people realize this is coming to Texas.
[01:23:38.104 --> 01:23:42.587]  Oh, this is serious, you know, and the thing is that we already have sleeper cells on this side,
[01:23:43.107 --> 01:23:49.512]  You know, they commit the crimes on the other side, and then, of course, we are seeing some spillover on this side.
[01:23:49.512 --> 01:23:59.580]  And we're trying to keep a handle on it, and of course, collaboratively with other law enforcement agencies, we're able to share intelligence and try to stay on top of it.
[01:23:59.580 --> 01:24:02.483]  However, it's still very difficult.
[01:24:02.483 --> 01:24:07.727]  And I know that the President is going to send 6,000 troops to the border.
[01:24:08.277 --> 01:24:10.378]  You know, it's something that is very difficult.
[01:24:10.378 --> 01:24:13.739]  It's still ambiguous as to what they're going to do.
[01:24:13.739 --> 01:24:16.260]  They're not going to have any enforcement powers.
[01:24:16.260 --> 01:24:23.042]  So, ultimately, we're still back at square one where we're going to have to be taking control of some of the incidents that occur along the border.
[01:24:23.042 --> 01:24:32.786]  And what we want is for them to understand that there was a bill initiated by Congressman John Culberson from Houston
[01:24:33.579 --> 01:24:41.065]  And all we're asking for is for that bill to be passed by the Senate as filed by the Congressmen.
[01:24:41.065 --> 01:24:46.408]  But Bush, I don't know if you saw the Dallas Morning News, Sheriff, Bush and Fox secretly hired Rob Allen and Co.
[01:24:46.408 --> 01:24:48.710]  that ran Bush's election and Fox's election.
[01:24:48.710 --> 01:24:50.812]  They staged the illegal alien demonstrations.
[01:24:50.812 --> 01:24:52.213]  That is mainstream news.
[01:24:52.213 --> 01:24:56.956]  But again, it got reported and then no one even picked up on it, so it's almost a public secret.
[01:24:56.956 --> 01:24:58.377]  Bush wants blanket amnesty.
[01:24:58.377 --> 01:25:00.539]  His guest worker program is total amnesty.
[01:25:01.199 --> 01:25:02.881]  And all of this is going on.
[01:25:02.881 --> 01:25:05.964]  I mean, I don't see an end to this.
[01:25:05.964 --> 01:25:08.046]  Sheriff, where do you see all this going?
[01:25:08.046 --> 01:25:10.028]  Well, you're absolutely correct.
[01:25:10.028 --> 01:25:17.656]  And the only way that we're going to have to put a stop to this is for the Mexican government to take responsibility of what's going on in their country.
[01:25:17.656 --> 01:25:18.277]  They love it!
[01:25:18.277 --> 01:25:18.737]  They love it!
[01:25:18.737 --> 01:25:21.140]  I mean, we know their government's on the narco payroll.
[01:25:22.034 --> 01:25:23.034]  Yes, we do.
[01:25:23.034 --> 01:25:30.077]  And again, that's something that our president needs to be very firm in speaking to the Mexican president.
[01:25:30.077 --> 01:25:34.779]  And again, I don't think it's going to make too much of a difference because he's already outgoing.
[01:25:34.779 --> 01:25:40.062]  In the next few weeks, we're going to have a new president in Mexico.
[01:25:40.062 --> 01:25:45.384]  So it's going to be interesting to see what's going to unfold when this new president is elected.
[01:25:45.384 --> 01:25:49.125]  Do you think the PRI will win or do you think it's going to be Fox's coalition?
[01:25:49.125 --> 01:25:50.266]  No, I think it's going to be the PRI.
[01:25:52.105 --> 01:25:55.547]  Will that be better or worse for the border?
[01:25:55.547 --> 01:25:57.468]  Well, it depends.
[01:25:57.468 --> 01:26:05.033]  If these people are interested in stopping the violence and trying to control the drug cartels, it's going to be interesting.
[01:26:05.033 --> 01:26:06.334]  Well, they better be concerned.
[01:26:06.334 --> 01:26:12.118]  I mean, look at Shining Path in areas of South America with what happened in Peru.
[01:26:12.118 --> 01:26:12.898]  Look at what's happening.
[01:26:12.898 --> 01:26:13.799]  I mean, literally, folks,
[01:26:14.299 --> 01:26:24.907]  Major cities are on the verge of total anarchy, with the drug cartels on the verge, and in Brazil, the most populous nation in South America, they're on the verge of taking over!
[01:26:24.907 --> 01:26:42.141]  That's absolutely correct, and you know, our biggest concern is that we as first responders, and we've been going to Washington already many times to explain to Washington as to why we need what we need,
[01:26:43.059 --> 01:26:45.320]  And it seems like it's been falling on deaf ears.
[01:26:45.320 --> 01:26:47.540]  You need... Sheriff, stay there.
[01:26:47.540 --> 01:26:48.060]  We've got a break.
[01:26:48.060 --> 01:26:49.421]  You need A-10 warthogs.
[01:26:49.421 --> 01:26:50.881]  I'm serious, folks.
[01:26:50.881 --> 01:26:57.042]  And when somebody opens fire on the police, those gunships unload on those Mexican armored vehicles.
[01:26:57.042 --> 01:27:01.563]  Alex Jones here, announcing the release of my new film, Police State 3 Total Enslavement.
[01:27:01.563 --> 01:27:06.145]  Police State 3 details the architecture, goals, and operations of the New World Order.
[01:27:06.145 --> 01:27:10.546]  There is a chance to use this disaster for the New World Order.
[01:27:10.546 --> 01:27:11.886]  The New World Order.
[01:27:13.687 --> 01:27:17.969]  The film documents dozens of confirmed cases of government-sponsored terrorism worldwide.
[01:27:17.969 --> 01:27:25.013]  We rip the sinister Patriot Act legislation 1 and 2 apart, piece by piece, and reveal the arrogance of what Ashcroft has to say about your liberty.
[01:27:25.013 --> 01:27:27.415]  You will lose your liberty.
[01:27:27.415 --> 01:27:36.800]  Homeland Security, executive orders, forced vaccinations, the new prison economy, the Total Information Society, the Pan-American Union, federal gun grabs, government-run white slavery rings.
[01:27:36.920 --> 01:27:38.021]  And much, much more.
[01:27:38.021 --> 01:27:43.904]  If you want to understand what the New World Order really is, then my new two and a half hour video, Police State 3, is for you.
[01:27:43.904 --> 01:27:47.146]  Visit InfoWars.com or PrisonPlanet.com to order or call toll free 1-888-253-3139.
[01:27:47.146 --> 01:27:47.687]  That's 888-253-3139.
[01:27:47.687 --> 01:27:48.968]  Order today and spread the word!
[01:27:57.017 --> 01:28:01.139]  Black Berkey Replacement Elements are ideal for use in any gravity filter.
[01:28:01.139 --> 01:28:06.861]  These self-sterilizing filters can transform raw pond and lake water into delicious crystal clear drinking water.
[01:28:06.861 --> 01:28:17.384]  Ideal for travel or outdoor events and perfect in the event of hostile filtration environments such as local or national emergencies because they remove both harmful chemicals and pathogenic bacteria from water.
[01:28:17.384 --> 01:28:21.726]  So powerful they can remove pathogenic bacteria, cysts, parasites to non-detectable levels.
[01:28:21.926 --> 01:28:30.558]  Trihalomethanes and volatile organic chemicals such as Atrazine, Benzene, Chlorine, Chloroform and NTBE are removed to below detectable limits.
[01:28:30.558 --> 01:28:36.866]  They reduce nitrates and unwanted metals such as leads, mercury, aluminum, copper and foul tastes like chlorine and sulfur odors.
[01:28:37.006 --> 01:28:37.346]  We're good to go.
[01:28:58.411 --> 01:28:58.652]  I'm good.
[01:29:13.653 --> 01:29:14.294]  We're good to go!
[01:29:43.172 --> 01:29:46.414]  We have been working hard since 1988 to save the remnant.
[01:29:46.414 --> 01:29:52.279]  That's HerbalHealer.com, your website for safe, effective natural alternatives and education.
[01:30:01.491 --> 01:30:09.217]  In major polls, 70 plus percent of Hispanics, it was 67, now it's 70 plus percent, are against the open borders.
[01:30:09.217 --> 01:30:13.560]  You average whites, blacks, Hispanics in together, all Americans, Asians.
[01:30:13.560 --> 01:30:17.123]  It's a whopping 91 percent in a Gallup poll from just two weeks ago.
[01:30:17.123 --> 01:30:24.228]  Americans want to be American, but a large portion of these illegal aliens have been brainwashed that this is Mexico, that America's bad,
[01:30:25.289 --> 01:30:32.637]  And last night up in the Carolinas, we had a Waffle House shot up because people had an argument inside about the open borders.
[01:30:32.637 --> 01:30:35.960]  And the media's spinning that and trying to keep that quiet.
[01:30:35.960 --> 01:30:39.144]  And again, folks, I protested the Klan, I protested everybody.
[01:30:39.144 --> 01:30:42.207]  I'm really getting sick of Mecha and the rest of them.
[01:30:42.207 --> 01:30:48.153]  This is a powder keg, and right here in Austin they have big placards downtown saying, violent revolution is needed.
[01:30:48.908 --> 01:31:01.242]  And they're talking about burning America down, and I just can't believe that it's come to this, and we're talking to Sheriff Rick Flores down in Laredo, Texas, a war zone which people can't even visit now, it's so bad in many cases.
[01:31:02.163 --> 01:31:09.229]  And, you know, the SWAT team here in Austin has an armored vehicle, you know, to go after old vets that drink too much whiskey.
[01:31:09.229 --> 01:31:12.211]  Why don't we have armored vehicles with heavy machine guns?
[01:31:12.211 --> 01:31:13.832]  What's the Mexicans have?
[01:31:13.832 --> 01:31:17.415]  Why are the 6,000 troops not going to have guns?
[01:31:17.415 --> 01:31:21.178]  I mean, it's constitutional to have tanks on the border.
[01:31:21.178 --> 01:31:24.160]  I want foreign armies, when they attack, to be killed!
[01:31:24.160 --> 01:31:25.621]  Now, that's not a radical statement.
[01:31:25.621 --> 01:31:27.723]  Sheriff, do you have comments to what I've just said?
[01:31:27.723 --> 01:31:28.303]  No, I don't.
[01:31:28.303 --> 01:31:31.426]  You know, actually, we've had our fair share of incidents where
[01:31:32.066 --> 01:31:37.892]  Our deputies have been shot at from the other side of the border and border patrol likewise.
[01:31:37.892 --> 01:31:44.359]  You know, we don't want to put up with none of this, you know, where there's people on the other side shooting at us.
[01:31:44.359 --> 01:31:46.541]  You know, I feel the same way about
[01:31:47.447 --> 01:31:49.268]  Protecting our borders.
[01:31:49.268 --> 01:31:53.091]  We need to be given the resources to be able to protect our borders.
[01:31:53.091 --> 01:32:04.340]  How about a heavy .50 caliber and 15 armored vehicles and a state grant to arm those with six-man crews and every time they pop off, open fire on them with .50 cals?
[01:32:04.340 --> 01:32:06.381]  Well, that would be ideal, you know.
[01:32:06.381 --> 01:32:09.523]  But I'll tell you one thing, that's what they're using on the other side.
[01:32:09.523 --> 01:32:10.664]  No, I know, I know, yeah.
[01:32:13.652 --> 01:32:16.693]  They've got the resources and the weaponry.
[01:32:16.693 --> 01:32:20.555]  Heckler and Koch, HK91s.
[01:32:20.555 --> 01:32:21.315]  That's right.
[01:32:21.315 --> 01:32:26.537]  You know that we communicate, and my cell phones are, you know, our provider's singular.
[01:32:26.537 --> 01:32:31.519]  They're walking around with satellite cell phones with GPS.
[01:32:31.519 --> 01:32:32.799]  They can keep track of each other.
[01:32:32.799 --> 01:32:36.141]  They know where they're at, where they're situated.
[01:32:36.141 --> 01:32:41.563]  And let me tell you also that they're also using in their gunfights, RPGs.
[01:32:42.367 --> 01:32:42.787]  I know.
[01:32:42.787 --> 01:32:46.270]  I've seen the local footage, but it never gets on national news.
[01:32:46.270 --> 01:32:51.095]  I mean, isn't that newsworthy that you and others are under rocket attack?
[01:32:51.095 --> 01:33:00.563]  Oh yeah, but the only thing is that I guess now it seems like we're getting the attention that we deserve, but this has been going on for quite some time.
[01:33:00.563 --> 01:33:05.847]  Well, when somebody in the West Bank shoots an RPG at Israel, it's national news.
[01:33:05.847 --> 01:33:06.808]  But it's not news here.
[01:33:07.580 --> 01:33:08.000]  That's right.
[01:33:08.000 --> 01:33:10.982]  We've got our own war going on on the border.
[01:33:10.982 --> 01:33:12.022]  What about the kidnappings?
[01:33:12.022 --> 01:33:22.687]  I know you and other sheriffs have gotten on TV and said you feel sorry for the girl in Aruba, but I mean, what was it, last year they kidnapped 54 people, a bunch of them Americans, and it was hardly even news?
[01:33:22.687 --> 01:33:23.247]  That's correct.
[01:33:23.840 --> 01:33:39.851]  That is correct, and my heart goes out for the girl in Aruba, but we've got our fair share of women that have been kidnapped on this side that are Americans, and they haven't gotten the national attention that the girl from Aruba has gotten.
[01:33:39.851 --> 01:33:46.256]  So yeah, we've got our own problems, and you're right, you're absolutely correct, the media has not
[01:33:46.937 --> 01:34:00.062]  You know, given the attention on those issues... Well, further away from you, Sheriff, in Boquillas, and uh... uh... there, I mean, uh... they found hundreds of dead bodies of people over the years, and it's not a joke, they were satanically murdered.
[01:34:00.062 --> 01:34:01.802]  Uh, Sheriff, can you confirm that?
[01:34:01.802 --> 01:34:02.782]  I don't know about that.
[01:34:02.782 --> 01:34:06.664]  Do you remember the famous cases of the... of the Satan cult and all the dead bodies?
[01:34:06.664 --> 01:34:09.105]  I remember... that was in Matamoros.
[01:34:09.105 --> 01:34:15.747]  Yeah, but see how that's not... that's... that's so little known that you're like, yeah, I remember it, but you... Yeah, that was actually, uh...
[01:34:16.357 --> 01:34:28.639]  A young man that had gone over across the border who was a spring breaker and was out there celebrating and it happened to use him as a sacrifice in a cult.
[01:34:28.639 --> 01:34:29.419]  Yeah, I remember that.
[01:34:29.419 --> 01:34:32.000]  But then they found all the dead bodies.
[01:34:32.000 --> 01:34:33.840]  They dug up all those dead bodies.
[01:34:33.840 --> 01:34:37.201]  Sheriff, stay with us.
[01:34:37.201 --> 01:34:41.441]  If you would like a copy of this show, come to GCNlive.com and reserve it today.
[01:34:41.441 --> 01:34:42.302]  Or call toll free 877-376-45.
[01:34:48.618 --> 01:34:53.481]  Through the years of providing water filters to America, you've come to us and we've listened.
[01:34:53.481 --> 01:34:57.844]  You asked us to make the water level visible to eliminate the guesswork when refilling the water.
[01:34:57.844 --> 01:34:58.725]  We listened.
[01:34:58.725 --> 01:35:03.968]  You asked for an elevated base so the system could be used in places beside on the edge of a counter.
[01:35:03.968 --> 01:35:04.849]  We listened.
[01:35:04.849 --> 01:35:08.291]  You asked us to develop a filter that was made in the USA.
[01:35:08.291 --> 01:35:09.312]  We listened.
[01:35:09.312 --> 01:35:12.454]  You asked us to include an emergency light for camping and during
[01:35:12.674 --> 01:35:12.994]  I don't know.
[01:35:39.926 --> 01:35:40.787]  Big Brother.
[01:35:40.787 --> 01:35:41.527]  Mainstream media.
[01:35:41.527 --> 01:35:42.087]  Government cover-ups.
[01:35:42.087 --> 01:35:42.768]  You want answers?
