[00:00.000 --> 00:20.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN radio network.
[01:07:57.280 --> 01:07:59.280]  Wow, sounds like everything is fine.
[01:07:59.280 --> 01:08:05.280]  The only problem is that they just need some time to ramp up production and sell a lot of these to us.
[01:08:05.280 --> 01:08:10.280]  But then on the other hand, there's another treatment that's out there that you may not have heard them talking about very much.
[01:08:10.280 --> 01:08:15.280]  And that is blood transfusions, or as they call it, convalescent serum.
[01:08:15.280 --> 01:08:20.280]  And of course, it's from patients who are convalescing and they take their blood plasma, their serum.
[01:08:20.280 --> 01:08:27.280]  They make sure that it doesn't have any Ebola in it, but it does have antibodies because they successfully fought off the disease.
[01:08:27.280 --> 01:08:32.280]  And they do a transfusion into the other patients.
[01:08:32.280 --> 01:08:35.280]  Listen, however, to the way they describe that.
[01:08:35.280 --> 01:08:41.280]  This headline from the Daily News, World Health Organization says blood from Ebola survivors found on the black market.
[01:08:41.280 --> 01:08:51.280]  Margaret Chan, director of the WHO, says patients who buy serum illegally run the risk of contracting HIV or going into anaphylactic shock and dying.
[01:08:51.280 --> 01:08:55.280]  Well, of course, that would be because you didn't match the blood type.
[01:08:55.280 --> 01:08:57.280]  That's a very easy test to do.
[01:08:57.280 --> 01:09:04.280]  For $10, you can get a kit retail, single quantity, to test the blood type and make sure you don't get the wrong type of blood.
[01:09:04.280 --> 01:09:08.280]  But of course, they want to put that out there, HIV, hepatitis.
[01:09:08.280 --> 01:09:13.280]  You can test for those at $100 combined cost for the two kits, single quantity retail.
[01:09:13.280 --> 01:09:16.280]  That's something that could easily be addressed, but they want to scare you about it.
[01:09:16.280 --> 01:09:17.280]  Here's another one.
[01:09:17.280 --> 01:09:25.280]  Black market blood, desperate Ebola patients turn to illicit means for potential serum, risk of AIDS, and other blood-borne diseases, skyrocket.
[01:09:25.280 --> 01:09:30.280]  Another one, black market sale of Ebola blood survivors raises concerns.
[01:09:30.280 --> 01:09:32.280]  So I guess we should be very concerned about that.
[01:09:32.280 --> 01:09:40.280]  The only problem is, is that the people who have come down with it, the people who have been in country, value that very highly.
[01:09:40.280 --> 01:09:44.280]  They value the convalescent serum, the blood transfusions very highly.
[01:09:44.280 --> 01:09:51.280]  As a matter of fact, one of the things that Eric Duncan's, or Thomas Eric Duncan's family is complaining about is that he didn't receive a blood transfusion.
[01:09:51.280 --> 01:09:56.280]  They say that the family is outraged as he was refused a blood transfusion.
[01:09:56.280 --> 01:10:00.280]  Well, he wasn't so much refused one as they didn't have one of the correct type.
[01:10:00.280 --> 01:10:08.280]  We've seen blood transfusions given over and over again by Westerners, by doctors who come back into this country.
[01:10:08.280 --> 01:10:16.280]  Healthcare providers, nurses who survived and they want to help other people, the first thing they want to do is give them a blood transfusion from their blood.
[01:10:16.280 --> 01:10:19.280]  We see this report from Business Insider.
[01:10:19.280 --> 01:10:24.280]  Why the NBC cameraman who contracted Ebola will receive the blood of an Ebola survivor.
[01:10:24.280 --> 01:10:26.280]  Of course, that's Dr. Kent Brantley.
[01:10:26.280 --> 01:10:35.280]  He's going to donate blood to this cameraman, Ashoka Mukpo, who was filming for NBC and country came down with Ebola.
[01:10:35.280 --> 01:10:39.280]  He's going to get a blood transfusion from Dr. Kent Brantley and he's not the first one.
[01:10:39.280 --> 01:10:45.280]  We also had another doctor who came back and he was treated with TMK Ebola, an experimental drug.
[01:10:45.280 --> 01:10:47.280]  That's all you'll hear them talk about.
[01:10:47.280 --> 01:10:52.280]  But he also received several blood transfusions from Dr. Kent Brantley.
[01:10:52.280 --> 01:10:55.280]  He was very keen to give it to him as well.
[01:10:55.280 --> 01:11:03.280]  And of course, Dr. Kent Brantley himself, a survivor, was treated with a blood transfusion from someone that he treated that was very grateful to him.
[01:11:03.280 --> 01:11:05.280]  They said he wanted to pay it forward.
[01:11:05.280 --> 01:11:08.280]  He wanted to repay him for the treatment that he had gotten so.
[01:11:08.280 --> 01:11:13.280]  He sent a blood donation to Dr. Kent Brantley.
[01:11:13.280 --> 01:11:16.280]  We don't see that being reported in the media.
[01:11:16.280 --> 01:11:22.280]  What we see them reporting is that ZMAP is a miracle drug that people are recovering from.
[01:11:22.280 --> 01:11:26.280]  In actuality, the people that we've been hearing about who've been coming back,
[01:11:26.280 --> 01:11:32.280]  most of them have received a blood transfusion and some experimental drug.
[01:11:32.280 --> 01:11:38.280]  Like TMK or Brincedofovir, which is what the cameraman is going to be getting as well.
[01:11:38.280 --> 01:11:43.280]  They're getting these experimental drugs, but nobody is talking about the blood transfusion.
[01:11:43.280 --> 01:11:48.280]  Now, what's really interesting about this to me is the hypocrisy at the center of this.
[01:11:48.280 --> 01:11:56.280]  Because if you look at the mechanism for ZMAP, it actually uses the same mechanism as a blood transfusion.
[01:11:56.280 --> 01:12:02.280]  The idea of both of these is that as somebody is fighting this, you give them reinforcements,
[01:12:02.280 --> 01:12:05.280]  or you give them an early injection of antibodies directly into their body.
[01:12:05.280 --> 01:12:10.280]  You don't wait for their body's immune system to respond and build its own antibodies.
[01:12:10.280 --> 01:12:13.280]  You give them reinforcements, essentially.
[01:12:13.280 --> 01:12:15.280]  That's the idea behind the blood transfusions.
[01:12:15.280 --> 01:12:17.280]  It's not a new idea.
[01:12:17.280 --> 01:12:21.280]  It's something that's been around for quite a while, but it's something that they're not talking about.
[01:12:21.280 --> 01:12:26.280]  Actually, it goes back all the way to 2003.
[01:12:26.280 --> 01:12:35.280]  In 2003, it was reported by the telegraph that a doctor in Hong Kong was treating patients who were suffering from SARS,
[01:12:35.280 --> 01:12:37.280]  sudden acute respiratory syndrome.
[01:12:37.280 --> 01:12:39.280]  You remember that was a massive epidemic in China.
[01:12:39.280 --> 01:12:42.280]  He was doing the same kind of convalescent serum.
[01:12:42.280 --> 01:12:47.280]  He claimed that he had a success rate of more than 60% for the experimental treatment.
[01:12:47.280 --> 01:12:53.280]  He also said that although not all those treated with a serum had recovered, none had died so far.
[01:12:53.280 --> 01:12:58.280]  He said they just take longer to recover or they're still in the hospital.
[01:12:58.280 --> 01:13:04.280]  Now, there was also a study about Ebola back in 1996.
[01:13:04.280 --> 01:13:07.280]  We've had several outbreaks of Ebola over the years.
[01:13:07.280 --> 01:13:12.280]  In most of the previous outbreaks, it was really just tens of people who got it.
[01:13:12.280 --> 01:13:19.280]  The worst ones, other than that, where there was a couple where they had about 300 people that came down with Ebola,
[01:13:19.280 --> 01:13:25.280]  one where there was 425, we've never seen anything where there are thousands of people who have contracted it,
[01:13:25.280 --> 01:13:27.280]  thousands of people who have died.
[01:13:27.280 --> 01:13:31.280]  This is so much beyond anything that we've previously seen.
[01:13:31.280 --> 01:13:38.280]  But during this 1996 outbreak where there was 312 people who came down with Ebola, 80% of them died,
[01:13:38.280 --> 01:13:42.280]  but they did a study that actually looked at this with 8 people,
[01:13:42.280 --> 01:13:47.280]  which I find is kind of interesting because as we've looked at these Westerners who've been given ZMAP,
[01:13:47.280 --> 01:13:50.280]  the miracle drug, that's also about 7 people.
[01:13:50.280 --> 01:13:52.280]  So it's about the same size population.
[01:13:52.280 --> 01:13:56.280]  Now, what they found with this study that they did back in 1996,
[01:13:56.280 --> 01:14:00.280]  they were very careful to screen the blood to make sure that it didn't have any other diseases,
[01:14:00.280 --> 01:14:02.280]  that it didn't have any Ebola in it.
[01:14:02.280 --> 01:14:08.280]  And they found in these patients who ranged from ages 12 to 54 with an average of 33 years,
[01:14:08.280 --> 01:14:13.280]  they found that they had 7 out of the 8 patients recover.
[01:14:13.280 --> 01:14:17.280]  This was in an outbreak where they had an 80% casualty rate.
[01:14:17.280 --> 01:14:20.280]  So 7 out of 8 patients recovered.
[01:14:20.280 --> 01:14:24.280]  Now, in these patients, it was a very carefully controlled environment.
[01:14:24.280 --> 01:14:26.280]  They were given very good palliative care.
[01:14:26.280 --> 01:14:28.280]  And that's something we haven't really talked about a lot.
[01:14:28.280 --> 01:14:32.280]  When you come down with Ebola, you are losing a lot of fluids.
[01:14:32.280 --> 01:14:35.280]  You're vomiting violently, massive diarrhea.
[01:14:35.280 --> 01:14:38.280]  People are losing the bodily fluids, so you have to keep them hydrated.
[01:14:38.280 --> 01:14:40.280]  You have to keep their electrolytes in balance,
[01:14:40.280 --> 01:14:44.280]  and that means that they have to carefully monitor their electrolytes.
[01:14:44.280 --> 01:14:48.280]  But in this controlled situation where they knew that they were getting good blood,
[01:14:48.280 --> 01:14:51.280]  they had 7 out of 8 patients survive.
[01:14:51.280 --> 01:14:54.280]  The 8th patient actually had broken her fever,
[01:14:54.280 --> 01:14:57.280]  then had an epileptic seizure, fell out of the bed.
[01:14:57.280 --> 01:15:00.280]  They found her on the floor with a massive bruise on her head,
[01:15:00.280 --> 01:15:03.280]  so it's not clear whether she was cured or not.
[01:15:03.280 --> 01:15:05.280]  But they're not counting that.
[01:15:05.280 --> 01:15:08.280]  I find it interesting that the bottom of that study,
[01:15:08.280 --> 01:15:12.280]  they pushed back and throw in a lot of anecdotal evidence about westerners
[01:15:12.280 --> 01:15:16.280]  that they knew who had transfusions and then recovered or didn't recover.
[01:15:16.280 --> 01:15:19.280]  But there was no control over those situations.
[01:15:19.280 --> 01:15:21.280]  Those are strictly anecdotal.
[01:15:21.280 --> 01:15:26.280]  I think it's really interesting that they would throw in anecdotal studies like that
[01:15:26.280 --> 01:15:30.280]  when they had a very carefully controlled population that they were looking at
[01:15:30.280 --> 01:15:35.280]  that had an 88% survival rate at a time where they were having 80% casualties.
[01:15:35.280 --> 01:15:41.280]  Now, after the break, we're going to talk about the timing of investments in this outbreak,
[01:15:41.280 --> 01:15:45.280]  and we're going to look at the companies that are investing in these strategies.
[01:15:45.280 --> 01:15:48.280]  This is a strategy that if they didn't understand that it worked,
[01:15:48.280 --> 01:15:51.280]  why would they spend millions, hundreds of millions of dollars
[01:15:51.280 --> 01:15:54.280]  to reproduce it artificially in a patented way?
[01:15:54.280 --> 01:15:56.280]  We'll be right back to you with us.
[01:16:25.280 --> 01:16:29.280]  Guarantee you love the way they fit.
[01:16:29.280 --> 01:16:34.280]  They put a diamond gusset in the crotch where you need it most.
[01:16:34.280 --> 01:16:39.280]  Blue diamond gussets got it, other stone.
[01:16:39.280 --> 01:16:43.280]  We turned jeans inside out, diamond gusset jeans,
[01:16:43.280 --> 01:16:46.280]  made in the USA with unparalleled quality.
[01:16:46.280 --> 01:16:50.280]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection
[01:16:50.280 --> 01:16:53.280]  so you can ride all day with confidence.
[01:16:53.280 --> 01:16:55.280]  We're yours at gusset.com.
[01:16:55.280 --> 01:17:24.280]  Diamond gusset jeans got it, others don't.
[01:17:25.280 --> 01:17:27.280]  We'll be right back.
[01:17:55.280 --> 01:17:57.280]  We'll be right back.
[01:18:25.280 --> 01:18:27.280]  We'll be right back.
[01:18:55.280 --> 01:19:02.280]  In the near future.
[01:19:02.280 --> 01:19:06.280]  When you realize how fake it all is, the football, the basketball.
[01:19:06.280 --> 01:19:10.280]  Security, alert. This is Homeland Security.
[01:19:10.280 --> 01:19:14.280]  Analysis, info wars, building independence, media operation.
[01:19:14.280 --> 01:19:19.280]  You let the worst people get controlled and tell us that we are the ones responsible.
[01:19:19.280 --> 01:19:21.280]  Prime Directive did credit Alex Jones.
[01:19:21.280 --> 01:19:25.280]  Jones is the wildly popular conspiracy theory.
[01:19:25.280 --> 01:19:27.280]  A popular conspiracy theory talk show called Info Wars.
[01:19:27.280 --> 01:19:30.280]  Alex Jones is now in an Austin jail.
[01:19:30.280 --> 01:19:32.280]  These people are assaulting us.
[01:19:32.280 --> 01:19:34.280]  Targeting of patriots engaged.
[01:19:34.280 --> 01:19:36.280]  They are never going to stop.
[01:19:36.280 --> 01:19:40.280]  They're never going to deviate from their program until we stop them.
[01:19:40.280 --> 01:19:44.280]  Block free iPhone app at infowars.com.
[01:19:44.280 --> 01:19:47.280]  Block free podcast and video feed.
[01:19:47.280 --> 01:19:50.280]  Imperatives destroy the planet TV.
[01:19:50.280 --> 01:19:52.280]  You gotta set your eye on the enemy.
[01:19:52.280 --> 01:19:55.280]  Not worry about what propaganda they put out.
[01:19:55.280 --> 01:19:58.280]  Intellectually, it's for God you can fail it.
[01:20:01.280 --> 01:20:05.280]  Coast to coast, direct from Austin.
[01:20:05.280 --> 01:20:21.280]  We're listening to the Alex Jones Broadcasting Network.
[01:20:35.280 --> 01:20:44.280]  Welcome back to the Alex Jones Show.
[01:20:44.280 --> 01:20:46.280]  We're going to be taking your calls in a few minutes.
[01:20:46.280 --> 01:20:51.280]  If you want to call in and tell us what you think about this latest development in Ebola
[01:20:51.280 --> 01:20:54.280]  with another person coming down with it in Dallas.
[01:20:54.280 --> 01:20:59.280]  That number on Sunday is 877-789-2539.
[01:20:59.280 --> 01:21:02.280]  That's 877-789-Alex.
[01:21:02.280 --> 01:21:08.280]  I was just talking in the previous section about how we're seeing blood transfusions
[01:21:08.280 --> 01:21:16.280]  which are highly valued in the countries where Ebola has reached pandemic episodes
[01:21:16.280 --> 01:21:20.280]  and highly valued by the medical professionals who come back into this country.
[01:21:20.280 --> 01:21:23.280]  It's not just Dr. Kent Brantley who is doing everything he can to make sure
[01:21:23.280 --> 01:21:28.280]  that he donates blood to the people who have the same blood type that he does.
[01:21:28.280 --> 01:21:33.280]  We also had a British nurse, Will Pooley, fly in the United States to offer his blood.
[01:21:33.280 --> 01:21:39.280]  We had a Spanish nurse who flew back to Spain to try to give a blood transfusion to a Spanish priest.
[01:21:39.280 --> 01:21:41.280]  She had survived in country.
[01:21:41.280 --> 01:21:46.280]  The whole idea is that giving this blood transfusion, this convalescent serum as they call it,
[01:21:46.280 --> 01:21:54.280]  is a way to transfer antibodies from someone who survived via blood transfusion into a patient who is struggling with this.
[01:21:54.280 --> 01:22:01.280]  What we see happening is we see the World Health Organization and others come out and say one of two things.
[01:22:01.280 --> 01:22:04.280]  Either they talk about how dangerous it is to have a black market in blood,
[01:22:04.280 --> 01:22:11.280]  and yes, there is a risk in that, but it's something that they could help with very cheaply if it wasn't for, I believe, a money trail.
[01:22:11.280 --> 01:22:15.280]  The other thing they want to do is say, well, we don't really know if this is effective.
[01:22:15.280 --> 01:22:17.280]  We haven't done enough studies on it.
[01:22:17.280 --> 01:22:20.280]  They don't have any incentives to do a study on it.
[01:22:20.280 --> 01:22:24.280]  It's just as we've seen with so many natural medicines.
[01:22:24.280 --> 01:22:26.280]  There have been studies.
[01:22:26.280 --> 01:22:32.280]  As I mentioned, the 1996 Ebola study where they had eight patients, seven out of the eight of them recovered.
[01:22:32.280 --> 01:22:38.280]  One of those patients had broken the fever, but had an epileptic seizure, fell out of the bed, had a hematoma on her head,
[01:22:38.280 --> 01:22:40.280]  and perhaps that was the reason that she died.
[01:22:40.280 --> 01:22:43.280]  We've had seven people get ZMAP.
[01:22:43.280 --> 01:22:45.280]  We've had most of them recover.
[01:22:45.280 --> 01:22:47.280]  We've had two deaths from it.
[01:22:47.280 --> 01:22:54.280]  We've had three people in Liberia who were healthcare workers, and we don't really know if they received blood transfusions or not.
[01:22:54.280 --> 01:23:00.280]  So if we remove those and look at the remaining four, we see that out of the three people who survived with ZMAP,
[01:23:00.280 --> 01:23:03.280]  they all three had blood transfusions.
[01:23:03.280 --> 01:23:07.280]  The one who did not survive did not get a blood transfusion.
[01:23:07.280 --> 01:23:11.280]  I find that to be very interesting, but why, and this is the question,
[01:23:11.280 --> 01:23:18.280]  why would DARPA and Big Tobacco and the U.S. Army's bio weapons people,
[01:23:18.280 --> 01:23:25.280]  why would they work so hard to come up with an artificial version of human antibodies?
[01:23:25.280 --> 01:23:30.280]  We've had a situation in the African countries where 30% of the people have survived in this outbreak.
[01:23:30.280 --> 01:23:34.280]  That means that they literally have thousands of possible donors over there.
[01:23:34.280 --> 01:23:38.280]  If the Melinda Gates and Bill Gates Foundation wants to help people,
[01:23:38.280 --> 01:23:45.280]  if the Walcom Trust wants to help people, why couldn't they do the simple thing and set up a blood donor registry,
[01:23:45.280 --> 01:23:48.280]  help people to test the blood for purity?
[01:23:48.280 --> 01:23:50.280]  That could be done right now.
[01:23:50.280 --> 01:23:52.280]  That could be done to prevent this from getting out of hand.
[01:23:52.280 --> 01:23:57.280]  Yet we see in the New York Times, and we've reported on this in the nightly news,
[01:23:57.280 --> 01:24:01.280]  that as the Gates Foundation is getting into this in the Walcom Trust,
[01:24:01.280 --> 01:24:05.280]  they're ranging for mass production of ZMAP in animal cells.
[01:24:05.280 --> 01:24:09.280]  It's a more conventional method. Right now, they're growing them in plant cells.
[01:24:09.280 --> 01:24:12.280]  Let me just describe this process to you briefly.
[01:24:12.280 --> 01:24:15.280]  What they do is they infect a mouse with Ebola.
[01:24:15.280 --> 01:24:19.280]  When the mouse starts to produce antibodies, they take those antibodies out.
[01:24:19.280 --> 01:24:24.280]  They genetically modify those, hopefully to make them more acceptable to the human body.
[01:24:24.280 --> 01:24:30.280]  Then they take those genetically modified mouse antibodies and they put them in a plant.
[01:24:30.280 --> 01:24:33.280]  The plant then reproduces that.
[01:24:33.280 --> 01:24:37.280]  That's what they call plant bodies. That's what they're injecting into people.
[01:24:37.280 --> 01:24:40.280]  Hey, what could possibly go wrong with that?
[01:24:40.280 --> 01:24:43.280]  But that is the artificial, patented version of it.
[01:24:43.280 --> 01:24:47.280]  They've already got human antibodies that they could use.
[01:24:47.280 --> 01:24:49.280]  But of course, they can't make any money out of that.
[01:24:49.280 --> 01:24:52.280]  And listen to this line from the New York Times story.
[01:24:52.280 --> 01:25:00.280]  They say, supplies of the drug are expected to be limited to hundreds or maybe even thousands of treatment courses by early next year.
[01:25:00.280 --> 01:25:05.280]  Now, early next year, they're talking about anywhere from a half million to one and a half million people having it
[01:25:05.280 --> 01:25:10.280]  just in the African countries if they don't stop the upward curve of this.
[01:25:10.280 --> 01:25:12.280]  So they say they're going to have hundreds or thousands of it.
[01:25:12.280 --> 01:25:16.280]  Meanwhile, they're going to have hundreds of thousands or millions of people with it.
[01:25:16.280 --> 01:25:21.280]  They say it wouldn't be nearly enough if the epidemic continues to spiral out of control.
[01:25:21.280 --> 01:25:26.280]  But they're not about to go in and start really doing something seriously with an alternative treatment.
[01:25:26.280 --> 01:25:28.280]  We've seen that over and over again.
[01:25:28.280 --> 01:25:32.280]  And there's also a lot of questions about, of course, the profit of this.
[01:25:32.280 --> 01:25:34.280]  We know that that's why they're not doing anything with it.
[01:25:34.280 --> 01:25:42.280]  And we've already seen that chimerics, which made Brinsedofovir, which is the drug that Mr. Duncan was given.
[01:25:42.280 --> 01:25:43.280]  He did not survive.
[01:25:43.280 --> 01:25:47.280]  We've seen that their stock went way up when they gave it to him as a trial.
[01:25:47.280 --> 01:25:51.280]  And then when it didn't have any success, in his case, their stock tanked.
[01:25:51.280 --> 01:25:58.280]  We've also seen now that TechMira's drug, TMK Ebola, is being used that their stock is going way up.
[01:25:58.280 --> 01:26:00.280]  So they rise and fall with this stuff.
[01:26:00.280 --> 01:26:02.280]  But there's some interesting timing on this.
[01:26:02.280 --> 01:26:11.280]  Back in January of this year, we had an investment from Monsanto into TechMira, the people who were making TMK Ebola.
[01:26:11.280 --> 01:26:14.280]  They invested a one and a half million dollars.
[01:26:14.280 --> 01:26:19.280]  This was Monsanto invested one and a half million dollars into TechMira.
[01:26:19.280 --> 01:26:23.280]  Back in January 13, 2014, and it was a stock option.
[01:26:23.280 --> 01:26:28.280]  If the stock option was exercised, they would make about a 5,700% return on investment.
[01:26:28.280 --> 01:26:37.280]  I believe they probably realized that because 12 days before anyone received news of the outbreak in Guinea,
[01:26:37.280 --> 01:26:42.280]  where apparently it started, the first announcement of it anyway, they announced 49 people have it,
[01:26:42.280 --> 01:26:48.280]  then 12 days before that, this particular stock spiked.
[01:26:48.280 --> 01:26:50.280]  So follow the money.
[01:26:50.280 --> 01:26:53.280]  Ask yourself why it is that we have such a massive outbreak.
[01:26:53.280 --> 01:26:57.280]  Again, as I mentioned, they've had several outbreaks, or just a couple of dozen people.
[01:26:57.280 --> 01:27:03.280]  They've had a few outbreaks where it was, two of them where it was about 300 people, one about 400 people.
[01:27:03.280 --> 01:27:06.280]  Now we've got thousands of people that are coming down with this.
[01:27:06.280 --> 01:27:14.280]  And of course, isn't it convenient that big pharmaceuticals have a lot of different things that they're working on at the time?
[01:27:14.280 --> 01:27:18.280]  And of course, DARPA is behind the one that Gates is getting behind.
[01:27:18.280 --> 01:27:24.280]  They're putting all their money into that, but nobody is looking at the cheaper alternatives.
[01:27:24.280 --> 01:27:25.280]  And let me say this.
[01:27:25.280 --> 01:27:28.280]  I'm not saying that everybody's going to get cured from blood transfusions.
[01:27:28.280 --> 01:27:29.280]  That's not the point.
[01:27:29.280 --> 01:27:35.280]  The point is, why would they pursue a policy that, A, they didn't know if it was effective,
[01:27:35.280 --> 01:27:38.280]  and B, that they're trashing as a black market?
[01:27:38.280 --> 01:27:44.280]  Here in America, we transfer semen for artificial insemination between people privately.
[01:27:44.280 --> 01:27:48.280]  And we allow breast milk to be transferred in many cases.
[01:27:48.280 --> 01:27:50.280]  And I believe that that should be allowed.
[01:27:50.280 --> 01:27:56.280]  Why should the people in Africa not be allowed to have a market in something that would help them?
[01:27:56.280 --> 01:27:57.280]  Can't we assist that along?
[01:27:57.280 --> 01:28:00.280]  Wouldn't that be an effective thing to try?
[01:28:00.280 --> 01:28:03.280]  We're kind of desperate at this point, looking for solutions.
[01:28:03.280 --> 01:28:05.280]  Why would they not allow that?
[01:28:05.280 --> 01:28:11.280]  Well, of course, it's the money. And we've seen this again over and over again with medical marijuana.
[01:28:11.280 --> 01:28:15.280]  And there's an interesting story coming out of Italy.
[01:28:15.280 --> 01:28:20.280]  And they're talking about how they just made medical marijuana legal.
[01:28:20.280 --> 01:28:22.280]  They realized that it was very expensive for people.
[01:28:22.280 --> 01:28:26.280]  They were paying about 10 times the street price at the pharmacies.
[01:28:26.280 --> 01:28:31.280]  So what they're going to do is use the Italian army to grow medical marijuana.
[01:28:31.280 --> 01:28:34.280]  That's the kind of compassionate use we should see.
[01:28:34.280 --> 01:28:41.280]  And let me point out that one of the key things in recovering is not necessarily going to be your blood transfusion,
[01:28:41.280 --> 01:28:47.280]  but having the right kind of palliative care, making sure you're in good condition, especially your immune system.
[01:28:47.280 --> 01:29:08.280]  Stay with us. We'll be right back.
[01:29:18.280 --> 01:29:22.280]  I just received my male vitality about three days ago, and I must say that was good stuff.
[01:29:22.280 --> 01:29:26.280]  After consulting top doctors, nutritionists, pharmacists, and others,
[01:29:26.280 --> 01:29:33.280]  we have developed what I believe is the ultimate non-GMO organic super male vitality formula.
[01:29:33.280 --> 01:29:39.280]  Super male vitality by InfoWarsLife is so powerful that I only take half the recommended dose.
[01:29:39.280 --> 01:29:42.280]  I jump out of bed ready to fight these criminals every day.
[01:29:42.280 --> 01:29:46.280]  I look forward to waking up and taking my super male vitality and get the day started.
[01:29:46.280 --> 01:29:48.280]  It's not just the super male vitality.
[01:29:48.280 --> 01:29:52.280]  All the products in InfoWarsLife.com are simply amazing.
[01:29:52.280 --> 01:30:17.280]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWarsLife.
[01:30:23.280 --> 01:30:27.280]  Well over a thousand types of mold in mildew linked to numerous conditions.
[01:30:27.280 --> 01:30:31.280]  And don't forget the fact that six million Americans live with pets they're allergic to as well.
[01:30:31.280 --> 01:30:37.280]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs
[01:30:37.280 --> 01:30:41.280]  in order to combat the toxic environment that we cannot escape until we can fight back against.
[01:30:41.280 --> 01:30:46.280]  Made with organic and wild cultivated herbs and manufactured in the USA.
[01:30:46.280 --> 01:30:52.280]  The new InfoWarsLife lung cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[01:30:52.280 --> 01:30:59.280]  Now available exclusively at InfoWarsLife.com or by calling toll-free 888-253-339.
[01:30:59.280 --> 01:31:06.280]  What do you think about the FBI saying that there's a terror alert on Monday about a potential cord hood situation?
[01:31:06.280 --> 01:31:09.280]  The police are shoving people, shoving Alex, shoving the crowd.
[01:31:09.280 --> 01:31:17.280]  Whether it's the radio show, the news websites, documentary films or the nightly news, InfoWars is the tip of the spear.
[01:31:17.280 --> 01:31:23.280]  Is this another false-flight stage attack to take our civil liberties and promote homelink security by sticking a hand down our pants on the streets?
[01:31:23.280 --> 01:31:27.280]  It's up to us to set brush fires in the minds of men and women everywhere.
[01:31:27.280 --> 01:31:30.280]  And that's what prisonplanet.tv is designed to do.
[01:31:30.280 --> 01:31:38.280]  You watch the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[01:31:38.280 --> 01:31:42.280]  What we see now is a war against reality. It's a war against the truth.
[01:31:42.280 --> 01:31:51.280]  It's more vital than ever that supporters of freedom become members of prisonplanet.tv and share their membership with up to 11 friends and family.
[01:31:51.280 --> 01:32:13.280]  Visit infowarsnews.com today, become a member, share your membership and help take the InfoWars to the next level.
[01:32:22.280 --> 01:32:26.280]  When cells become toxic, they die early and aging sets in.
[01:32:26.280 --> 01:32:34.280]  No one has put together a formula that focuses directly on brain health, nerve growth factors and optimizing your cellular energy at the same time.
[01:32:34.280 --> 01:32:40.280]  Just one of the key compounds, BiopQQ, is backed by major clinical studies.
[01:32:40.280 --> 01:32:48.280]  You want the best that's out there at the lowest price anywhere? We now have the synergistic solution.
[01:32:48.280 --> 01:32:58.280]  Secure your DNA force today at infowarslive.com or call toll-free 888-253-3139.
[01:32:58.280 --> 01:33:08.280]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[01:33:08.280 --> 01:33:30.280]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the InfoWars.
[01:33:30.280 --> 01:33:42.280]  Welcome back to the Alex Jones Show. I'm David Knight and we're going to go back to your calls in just a few minutes, but I haven't done a plug for the whole show.
[01:33:42.280 --> 01:33:51.280]  Let me tell you about X2, Survival X2, Survival Shield X2. With everything that's going on in the world, especially with what we're seeing with Ebola,
[01:33:51.280 --> 01:34:00.280]  this is make sure you have your supply of Ultra Strength Survival Shield X2. A few drops and you receive a powerful dose of Key nascent iodine,
[01:34:00.280 --> 01:34:07.280]  and instead of drinking excessive amounts of bad tasting iodine, it's time to get prepared with Survival Shield X2 from InfoWars Life.
[01:34:07.280 --> 01:34:15.280]  Secure yours at infowarslife.com and store it in your preparedness pack or your home cabinet.
[01:34:15.280 --> 01:34:22.280]  The key thing with these viruses is really your physical condition and of course the condition of your immune system.
[01:34:22.280 --> 01:34:29.280]  It's very important to have good palliative care to make sure that you stay hydrated, to make sure that your electrolytes are in balance.
[01:34:29.280 --> 01:34:37.280]  That's one of the key things that people get at the hospitals, but really the indicators as to whether or not people are going to survive or not
[01:34:37.280 --> 01:34:45.280]  is highly dependent on their age, on their health care, on their health condition. It's something that you need to take a look at.
[01:34:45.280 --> 01:34:55.280]  As we were just talking about, they're trying to offer miracle cures to people and of course my concern about miracle cures is whether or not they're going to require it.
[01:34:55.280 --> 01:35:03.280]  Are you going to be required to get the vaccine that DARPA and Monsanto and Bill Gates have been working on?
[01:35:03.280 --> 01:35:11.280]  Are they going to quarantine you into a FEMA camp if you don't take that? That's my concern about it is that they're going to let this thing get out of hand.
[01:35:11.280 --> 01:35:21.280]  They say they want to mass produce these artificial genetically modified plant bodies and yet if that strategy is one that's going to work, we already have that strategy there.
[01:35:21.280 --> 01:35:30.280]  Instead what we see is the World Health Organization saying, well, this is a black market. We need to work with governments to shut it down or we really don't know about it yet.
[01:35:30.280 --> 01:35:40.280]  We do. Actually they've had cases going back to the SARS epidemic as well as many others where they have found that antibodies have been very helpful in terms of treating people
[01:35:40.280 --> 01:35:48.280]  but they won't do the simple thing like even set up a blood donor registry and test for the purity of the blood. That's what we can't get them to do.
