[00:00.000 --> 00:05.000]  Government cover-ups. You want answers? Well, so does he.
[1:33:42.000 --> 1:33:54.000]  Too many people do not know. One inch is all a human race. Many believe flames are a juice.
[1:33:54.000 --> 1:34:14.000]  And they feel heathen down. Watch them down. They're going to break the chain. No, you can't stop them. They're coming to get you again.
[1:34:14.000 --> 1:34:24.000]  We're back live, ladies and gentlemen. Yeah, it's a German band telling the East German communists, you can't stop them.
[1:34:24.000 --> 1:34:30.000]  And some will say, well, that was staged bringing down the Berlin Wall. It was. And Jim Tucker reported on it a year before it happened.
[1:34:30.000 --> 1:34:37.000]  But Milberg said that there was total rebellion in the East. It was collapsing. They couldn't keep control of East Germany anymore.
[1:34:37.000 --> 1:34:45.000]  So they would stage the collapse rather than have it be a real collapse. So in a way, they just went with the flow and then tried to go underground with it.
[1:34:45.000 --> 1:34:50.000]  But it's not a communist conspiracy. It's a New World Order conspiracy and they use it as one arm.
[1:34:50.000 --> 1:34:56.000]  But my point is that's the power of activism. And that's a German band that became popular in the West.
[1:34:56.000 --> 1:35:02.000]  And that song was the anthem of people wanting to break down those walls. So take the balls to the walls, ladies and gentlemen.
[1:35:02.000 --> 1:35:08.000]  And bring down the Berlin Wall. Another example of what activism can do.
[1:35:08.000 --> 1:35:15.000]  Now, Robert Galen Ross has been, I guess, many times on this show. Good friend of mine. I've known him, I guess, about 12 years now.
[1:35:15.000 --> 1:35:21.000]  Since he would come down and do the local TV show here in Austin with me in 1996, 1995.
[1:35:21.000 --> 1:35:28.000]  And he's written a bunch of books. They're just amazing. They're Research Husser, The Elite, The Elite Serial Killers.
[1:35:28.000 --> 1:35:35.000]  And we carry all of those at the bookstore at infowars.com. You can also go to his website and get some.
[1:35:35.000 --> 1:35:39.000]  And of course, he interviewed Madeleine Duncan Brown, the admitted mistress of LBJ.
[1:35:39.000 --> 1:35:45.000]  She talked about how LBJ bragged about killing Kennedy. Now Kennedy's lawyers come out and said he bragged about it.
[1:35:45.000 --> 1:35:50.000]  Now we've interviewed E. Howard Hunt's son, St. John Hunt. I've even got the video. It's going to be in a film.
[1:35:50.000 --> 1:35:56.000]  Hadn't been seen yet. I'm going to get some of it on YouTube before for our safety. In fact, I've been meaning to do that.
[1:35:56.000 --> 1:36:07.000]  Coming out, admitting it. And then now we had some of the CIA hit men from JFK and RFK bragging to their lawyers about how they killed Kennedy.
[1:36:07.000 --> 1:36:12.000]  Like Frank Morales. That's now been on the BBC. That aired last weekend.
[1:36:12.000 --> 1:36:16.000]  And they brought out old film footage of the three CIA operatives there.
[1:36:16.000 --> 1:36:20.000]  Their former partners and people saying, oh yeah, that's Frank. That's this guy. That's that guy.
[1:36:20.000 --> 1:36:27.000]  And all three together, not just separately. Hey, that looks just like him. But all three together when they killed Bobby at the ambassador hotel.
[1:36:27.000 --> 1:36:31.000]  But we're going to get into Bobby later. We've got Galen for an hour here in studio.
[1:36:31.000 --> 1:36:35.000]  First, I want to get into what he's really researched. He's researched it all.
[1:36:35.000 --> 1:36:43.000]  But the MLK murder, and he met quite a bit before he died with the Patsy Germs.
[1:36:43.000 --> 1:36:46.000]  He's got photos of himself with him. Those are up on his website.
[1:36:46.000 --> 1:36:53.000]  So we're going to put some time on MLK. And that dovetails with what Jesse Ventura, former governor of Minnesota said on the show yesterday,
[1:36:53.000 --> 1:36:58.000]  not just that 9-11's an inside job. Huge breaking news. He went all the way public with it.
[1:36:58.000 --> 1:37:01.000]  We're asking your help on getting that story out. Not just that.
[1:37:01.000 --> 1:37:10.000]  He said that Barack Obama would be assassinated or probably would be assassinated if he truly looked like he was going to get in there because he is anti-war.
[1:37:10.000 --> 1:37:18.000]  Now, you can argue that and say he's got Zbigniew Brzezinski behind him and it's going to be staged. But these globalists have not showed a liking towards black folks.
[1:37:18.000 --> 1:37:25.000]  So we'll get Robert Galen-Ross' take on that. Robert Galen-Ross, of course, was in military intelligence with the Army, with the NSA.
[1:37:25.000 --> 1:37:31.000]  He then did petroleum consulting all over the world and as an engineer and an inventor.
[1:37:31.000 --> 1:37:38.000]  And we are honored to have him here in studio with us today. Robert Galen-Ross, thanks for being here.
[1:37:38.000 --> 1:37:40.000]  Robert- Well, it's a pleasure to be with you, Alex.
[1:37:40.000 --> 1:37:41.000]  Alex- You bet.
[1:37:41.000 --> 1:37:43.000]  Robert- I always enjoy being with you because you're well informed.
[1:37:43.000 --> 1:37:47.000]  Alex- Well, I try to be. There's so much going on in the world. Information is exciting.
[1:37:47.000 --> 1:37:54.000]  You've got the floor. Tell us about the latest info as all three of these assassinations pretty much become public knowledge.
[1:37:54.000 --> 1:38:03.000]  It's pretty much tacitly admitted now that all three men, RFK, JFK, MLK, were killed by the New World Order and then why they were killed.
[1:38:03.000 --> 1:38:05.000]  But you've got the floor. Break it down.
[1:38:05.000 --> 1:38:18.000]  OK. On April 4, 1968, Martin Luther King was in Memphis to support the sanitation workers in a strike.
[1:38:18.000 --> 1:38:29.000]  The sanitation workers were upset because there was a rain out one day and they sent all the black workers home but left all the white workers there.
[1:38:29.000 --> 1:38:35.000]  So they went on strike and Martin Luther King came in there to support them.
[1:38:35.000 --> 1:38:41.000]  He checked into the holiday inn that day and one of his advisors said,
[1:38:41.000 --> 1:38:49.000]  well, now you really need to be effective. You need to stay in a local black-owned hotel or motel.
[1:38:49.000 --> 1:38:53.000]  King said, well, that's all right. What do you suggest?
[1:38:53.000 --> 1:39:00.000]  He said, well, what about the Lorraine Motel at 450 Mulberry Avenue there in Memphis?
[1:39:00.000 --> 1:39:04.000]  And so King said, that's fine with me. So that's where they went.
[1:39:04.000 --> 1:39:11.000]  And then after he checked in, he was put in a room on the first floor.
[1:39:11.000 --> 1:39:15.000]  But shortly after that, one of his advisors came in and said,
[1:39:15.000 --> 1:39:18.000]  we really need to move you up to the second floor.
[1:39:18.000 --> 1:39:23.000]  So they moved him up to the second floor and not long after he was in that room,
[1:39:23.000 --> 1:39:31.000]  he was standing out on the balcony talking to someone down on the ground and a shot rang out and he fell to his death.
[1:39:31.000 --> 1:39:43.000]  And now, fast forward a little bit, the convicted killer of Martin Luther King was a fellow named James Earl Ray.
[1:39:43.000 --> 1:39:51.000]  Ray and his father and his brother and several other of his relatives were just habitual criminals.
[1:39:51.000 --> 1:39:59.000]  In fact, his father, Jerry William Ray, was in the Argan prison and escaped.
[1:39:59.000 --> 1:40:04.000]  And they knew where he was, but didn't bother to go looking for him.
[1:40:04.000 --> 1:40:17.000]  But I interviewed James Earl Ray in the Nashville Prison Hospital about 10 days before he died.
[1:40:17.000 --> 1:40:26.000]  He died of cancer of the liver and I was up there for a conference in the Memphis.
[1:40:26.000 --> 1:40:35.000]  And Jerry Ray asked him if he would arrange for an interview for me. He said, sure, if you'll drive me to Nashville.
[1:40:35.000 --> 1:40:39.000]  So I drove his brother Jerry all the way to Nashville.
[1:40:39.000 --> 1:40:42.000]  I'm going for a memory here, but weren't you the last person interviewing?
[1:40:42.000 --> 1:40:45.000]  The last one to interview him before he died.
[1:40:45.000 --> 1:40:56.000]  But anyway, I had an opportunity for two hours to speak intimately with his brother, Jerry Ray, about the whole deal.
[1:40:56.000 --> 1:41:03.000]  And so when we got there, I did have an hour's interview with James Earl Ray.
[1:41:03.000 --> 1:41:09.000]  I had one of the prison guards take a photograph of me with Jerry and James.
[1:41:09.000 --> 1:41:12.000]  I've got the photo right here, quite a photo.
[1:41:12.000 --> 1:41:20.000]  But anyway, I asked James, how come he confessed?
[1:41:20.000 --> 1:41:30.000]  He said, well, they told me that, by the way, his attorney was a Percy Foreman from Houston.
[1:41:30.000 --> 1:41:38.000]  And he said Percy told him that if he didn't confess to the murder, that they knew where his father was
[1:41:38.000 --> 1:41:43.000]  and they were going to pick him up and put him back in prison and solitary for the rest of his life.
[1:41:43.000 --> 1:41:52.000]  And that there was a fellow name, he's actually an undercover FBI agent named Raoul Codename.
[1:41:52.000 --> 1:41:59.000]  They were going to accuse his brother Jerry Ray of being Raoul and would put him in prison.
[1:41:59.000 --> 1:42:08.000]  And that they would convict James for the murder and he would be executed.
[1:42:08.000 --> 1:42:16.000]  But if he confessed, that the Percy Foreman would see that he just spent the rest of his life in prison.
[1:42:16.000 --> 1:42:24.000]  However, he said, if he will confess within two weeks, I'll insist on a retrial and I'll get you out of it.
[1:42:24.000 --> 1:42:32.000]  So James did confess and Percy Foreman went back to Houston and James Earl right there never saw him again.
[1:42:32.000 --> 1:42:36.000]  And of course, there's a whole story to how they set Ray up, how they got him there.
[1:42:36.000 --> 1:42:52.000]  Yeah, this FBI undercover fellow named Raoul had contacted James and told him to meet him in Memphis in front of Jim's Grill across from the Lorraine Motel.
[1:42:52.000 --> 1:43:05.000]  And the purpose of the meeting was Raoul told James that he had a gun deal going down and wanted James to help him out in because he had some experience in that area.
[1:43:05.000 --> 1:43:15.000]  And so James did meet him there in front of Jim's Grill and Raoul told James to go to local gun shop and buy a rifle with a scope on it.
[1:43:15.000 --> 1:43:27.000]  So he got in his car and drove over to the local gun shop, bought a.243 caliber rifle with a scope on it, brought it back and showed it to Raoul.
[1:43:27.000 --> 1:43:30.000]  And Raoul says, you idiot, it's the wrong caliber.
[1:43:30.000 --> 1:43:33.000]  You take it back and exchange it for a.306.
[1:43:33.000 --> 1:43:38.000]  Well, a.243 and a.306 are just as deadly at that range.
[1:43:38.000 --> 1:43:46.000]  So, but the reason he had to change it was because the real shooter was firing a.306 rifle.
[1:43:46.000 --> 1:43:48.000]  That's the reason that he had to exchange.
[1:43:48.000 --> 1:43:50.000]  So he did exchange the rifle.
[1:43:50.000 --> 1:43:52.000]  And you bet the.243 is deadly.
[1:43:52.000 --> 1:43:57.000]  The late father of Woody Harrelson, Charles Harrelson just died.
[1:43:57.000 --> 1:44:06.000]  What last year in prison was a two years ago here in Texas for shooting a federal judge in San Antonio at 400 yards with a.243 in the throat.
[1:44:06.000 --> 1:44:09.000]  So there's really no difference.
[1:44:09.000 --> 1:44:13.000]  Here in Texas, with the size of the deer and the hogs, I usually hunt with a.243.
[1:44:13.000 --> 1:44:15.000]  It's a nice flat shooting round.
[1:44:15.000 --> 1:44:20.000]  It's in between a.223 and a.30 caliber round.
[1:44:20.000 --> 1:44:22.000]  Not quite as much recoil.
[1:44:22.000 --> 1:44:24.000]  It's a nice little gun.
[1:44:24.000 --> 1:44:26.000]  But it'll certainly kill somebody big time.
[1:44:26.000 --> 1:44:29.000]  It's a high energy round.
[1:44:29.000 --> 1:44:30.000]  That's right.
[1:44:30.000 --> 1:44:38.000]  But anyway, James checked into the flop house, which was above Jim's Grill.
[1:44:38.000 --> 1:44:47.000]  And there was a fellow named Jim Green that was hired by the FBI to kill Ray after the shooting was over.
[1:44:47.000 --> 1:45:01.000]  So I also interviewed a lady, a black lady named Betty Space, who was Lloyd Jowers Waitress in Jim's Grill.
[1:45:01.000 --> 1:45:03.000]  And I interviewed her for about 30 minutes.
[1:45:03.000 --> 1:45:07.000]  She wouldn't do it on camera, but she did tell me the facts.
[1:45:07.000 --> 1:45:15.000]  She said that she was in front of the grill and she heard a loud noise in the back and she thought maybe the stove exploded or something like that.
[1:45:15.000 --> 1:45:23.000]  The kitchen, as she entered the kitchen, Lloyd Jowers came through the back door carrying a rifle with a scope on it.
[1:45:23.000 --> 1:45:27.000]  He looked up and he says, woman, get back up front and wait on the customer.
[1:45:27.000 --> 1:45:30.000]  So she went back up front.
[1:45:30.000 --> 1:45:43.000]  But I also interviewed a fellow in Death Row Prison at the innest unit about 12 miles north of Huntsville.
[1:45:43.000 --> 1:45:49.000]  This fellow was named Willie Lewis Acons.
[1:45:49.000 --> 1:45:59.000]  Now, a good friend of mine, John Billings, who was a private investigator in Memphis, I was at this convention.
[1:45:59.000 --> 1:46:03.000]  Billings asked me to spend the night with him.
[1:46:03.000 --> 1:46:08.000]  So I spent three days with he and his family in their home.
[1:46:08.000 --> 1:46:18.000]  So we had a lot of chance to visit and during the visit, he said, this fellow that no one has ever interviewed.
[1:46:18.000 --> 1:46:24.000]  And so you might see if you can run him down and he may have something for you.
[1:46:24.000 --> 1:46:26.000]  So I said, well, who is it?
[1:46:26.000 --> 1:46:30.000]  And he said, his name is Willie Acons.
[1:46:30.000 --> 1:46:33.000]  And I think he's in prison somewhere in Texas.
[1:46:33.000 --> 1:46:44.000]  So when I got back home, I started doing some research and I located him in this Death Row Prison there in Walker County.
[1:46:44.000 --> 1:46:49.000]  And got permission from the authorities there in Huntsville to interview him.
[1:46:49.000 --> 1:46:55.000]  In fact, I interviewed him four times there in the prison interview area.
[1:46:55.000 --> 1:47:01.000]  But each time he wanted to talk about me getting him out of prison.
[1:47:01.000 --> 1:47:07.000]  And as I said, well, I'm here to talk about the killing of Martin Luther King.
[1:47:07.000 --> 1:47:11.000]  And he said, well, I won't do that on camera.
[1:47:11.000 --> 1:47:15.000]  And I said, well, I don't really think you know anything about it.
[1:47:15.000 --> 1:47:17.000]  So I said, well, just to prove it to you.
[1:47:17.000 --> 1:47:19.000]  And he loaded it all on me.
[1:47:19.000 --> 1:47:25.000]  He said that he and Jowers got drunk one night.
[1:47:25.000 --> 1:47:37.000]  And right after the day after King was killed, Willie Acons came into Memphis and got a job as a cab driver for Lloyd Jowers.
[1:47:37.000 --> 1:47:39.000]  They became close friends.
[1:47:39.000 --> 1:47:45.000]  And in fact, they teamed up as a hit man in the Memphis area.
[1:47:45.000 --> 1:47:49.000]  The two of them had killed a number of people in the Memphis area together.
[1:47:49.000 --> 1:48:01.000]  But one night they got drunk and Jowers started bragging about being the killer of Martin Luther King to Willie Acons.
[1:48:01.000 --> 1:48:07.000]  In fact, he told him all the details and then he told him where the rifle was.
[1:48:07.000 --> 1:48:11.000]  And so Willie told me all of this.
[1:48:11.000 --> 1:48:13.000]  And I said, well, will you do it on camera?
[1:48:13.000 --> 1:48:15.000]  He said, no, you get me out of prison.
[1:48:15.000 --> 1:48:16.000]  I'll do it on camera.
[1:48:16.000 --> 1:48:18.000]  In fact, I'll show you where the rifle is.
[1:48:18.000 --> 1:48:32.000]  Well, there's no way I could get him out of prison because he was in there for possession of a kilo of cocaine and was found guilty before jury and was given 30 years in prison.
[1:48:32.000 --> 1:48:34.000]  And there's no way I could get him out.
[1:48:34.000 --> 1:48:41.000]  But anyway, after four interviews, he still wouldn't do it on camera.
[1:48:41.000 --> 1:48:49.000]  But a strange thing happened in the last interview, I left my interview notes there in the interview room.
[1:48:49.000 --> 1:48:52.000]  I just overlooked it and left them there.
[1:48:52.000 --> 1:48:59.000]  And when I got back home, I got looking for them and I remembered they were there on the shelf.
[1:48:59.000 --> 1:49:05.000]  And it wasn't long after that that Willie was killed in the prison.
[1:49:05.000 --> 1:49:06.000]  So they...
[1:49:06.000 --> 1:49:08.000]  How was he killed in the prison?
[1:49:08.000 --> 1:49:12.000]  Well, they probably... they will never tell you the truth because they don't...
[1:49:12.000 --> 1:49:13.000]  How did they say he died?
[1:49:13.000 --> 1:49:15.000]  Natural causes.
[1:49:15.000 --> 1:49:28.000]  Now, we've gotten... I mean, it's pretty much mainstream news now that the people that supposedly killed Martin Luther King aren't the folks that killed Martin Luther King.
[1:49:28.000 --> 1:49:39.000]  But why did the same crew that wanted Kennedy's, both the Kennedy's dead, one Martin Luther King dead? I mean, they killed King just a few months before they killed Bobby.
[1:49:39.000 --> 1:49:49.000]  Well, King, first of all, he was stirring up the South for demanding civil rights for the blacks.
[1:49:49.000 --> 1:50:03.000]  And that got them all upset and they were marching in the streets and there was danger that all this commotion would ruin Johnson's chances of becoming the next president.
[1:50:03.000 --> 1:50:04.000]  Also...
[1:50:04.000 --> 1:50:10.000]  Again, it's all about Johnson and it's all about... it's all about the Nixon. It's all about the same players.
[1:50:10.000 --> 1:50:18.000]  That's right. The same people were involved in the JFK, RFK, and MLK killings.
[1:50:18.000 --> 1:50:21.000]  J. Eric Hoover and Johnson were the leaders of the pack.
[1:50:21.000 --> 1:50:22.000]  But...
[1:50:22.000 --> 1:50:36.000]  We'll stay there. We've got to break. Robert Galin-Ross, investigative journalist, reporter, worked in intelligence and the military, lived all over the world in petroleum geology as an engineer, as a consultant.
[1:50:36.000 --> 1:50:49.000]  We're going to come back and I want to get into Bobby then and any other areas of the Martin Luther King murder as well that you'd like to get into. We'll do right by it.
[1:51:09.000 --> 1:51:20.000]  When you visit prisonplanet.com, you can connect to our amazing online store, whether you're looking for survival and wellness products like Berkey water filters, or you would like a book on the history of the Federal Reserve.
[1:51:20.000 --> 1:51:25.000]  We've got the most well researched and documented titles all available at prisonplanet.com.
[1:51:25.000 --> 1:51:37.000]  Or, if you'd like, you can give the InfoWare store a call at 888-253-3139, or you can view more than a thousand titles in super high quality right now at prisonplanet.tv.
[1:51:37.000 --> 1:51:48.000]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[1:51:48.000 --> 1:51:50.000]  Join the InfoWare today.
[1:51:50.000 --> 1:51:55.000]  Gasoline prices are out of control. Are you tired of giving your hard-earned dollars to the major oil companies?
[1:51:55.000 --> 1:52:00.000]  Did you know that the oil companies have developed special products to increase mileage in their own vehicles?
[1:52:00.000 --> 1:52:03.000]  Very few consumers even know such products exist.
[1:52:03.000 --> 1:52:10.000]  SFR has obtained this technology that is backed by testing that the major oil companies have run, yet they don't want you to know about them.
[1:52:10.000 --> 1:52:16.000]  This product is made right here in the United States and is not a typical gas treatment found at your local store.
[1:52:16.000 --> 1:52:22.000]  SFR lasts up to six months. SFR works so well that it even improves mileage on new cars.
[1:52:22.000 --> 1:52:34.000]  SFR recently ran this ad, and the response from all over the United States was so strong that they are allowing my listeners to buy one at their regular price of $9.95 and get another one free of charge.
[1:52:34.000 --> 1:52:42.000]  If you are not completely delighted with the savings, SFR will refund the purchase price and shipping, share in the oil company's secret, and get SFR now.
[1:52:42.000 --> 1:52:49.000]  Call 888-USE-SFR-1. That's 888-USE-SFR-1 today.
[1:52:49.000 --> 1:52:54.000]  It's progressing, and it's only a short time until it's completely taken over every aspect of your life.
[1:52:54.000 --> 1:53:01.000]  We are entering martial law. There are 10 telling signs of martial law. America has them all.
[1:53:01.000 --> 1:53:05.000]  Use the short time left to protect you and your family with the vital information in this book.
[1:53:05.000 --> 1:53:14.000]  Find this info bomb online in book form at survivemartiallaw.com. This book will tell you everything you need to know and how to prepare.
[1:53:14.000 --> 1:53:19.000]  Know exactly what you'll need to have hidden to live and how to survive under severe martial law.
[1:53:19.000 --> 1:53:22.000]  The worst part of martial law is in the beginning stages.
[1:53:22.000 --> 1:53:29.000]  Survivemartiallaw.com will show you how to act around controlling troops, where to store life-saving supplies, and what to look for.
[1:53:29.000 --> 1:53:37.000]  Surviving can be difficult, but possible. Arm yourself with the knowledge, as this is the only weapon you will have to protect your family.
[1:53:37.000 --> 1:54:03.000]  Go to S-U-R-V-I-V-E-M-A-R-T-I-A-L-L-A-W.com or call 608-819-8011. Act today, as there will be no warning.
[1:54:03.000 --> 1:54:10.000]  Robert Galen Ross, worked with the NSA, again as a international that's holding for oil companies, lived in the Middle East, Iran, you name it.
[1:54:10.000 --> 1:54:15.000]  Quite a traveled person, always enjoy having him on. He's investigated so many facets of the New World Order.
[1:54:15.000 --> 1:54:18.000]  I want to get his take on what the banking system is doing right now.
[1:54:18.000 --> 1:54:22.000]  We'll get into the next hour, also talk about Bobby Kennedy and those big revelations.
[1:54:22.000 --> 1:54:28.000]  Just as the BBC comes right out and says our government killed him and shows the three CIA operatives, commanders.
[1:54:28.000 --> 1:54:35.000]  We'll be talking about that with Robert Galen Ross as well, but a few other key points on the MLK murder.
[1:54:35.000 --> 1:54:57.000]  Sam Donaldson was ABC's primetime live host and on April 22, 1998 interviewed Lloyd Jowers on TV and gave him a polygraph test administered by one of the FBI's best polygraph people.
[1:54:57.000 --> 1:55:23.000]  Jowers did flunk the polygraph and also on another ABC station, 93, Lloyd Jowers was interviewed and on that interview he said he was hired to kill Martin Luther King and was paid $125,000.
[1:55:23.000 --> 1:55:39.000]  Paid by Memphis produce merchant Frank Liberto. Frank Liberto was head of the mafia in Memphis area and he reported directly to Carlos Marchello in New Orleans.
[1:55:39.000 --> 1:55:43.000]  And now I also...
[1:55:43.000 --> 1:55:47.000]  Well, let's go back here. Why did he suddenly go on television and admit all this?
[1:55:47.000 --> 1:55:58.000]  I don't know. I guess he just felt like he wanted to brag a little bit, but he didn't go to prison. They had their killer. James R. Ray was their killer.
[1:55:58.000 --> 1:56:03.000]  And so there wasn't any danger over there being a retrial.
[1:56:03.000 --> 1:56:06.000]  And so he could just prance around saying he'd edit and it was just fine.
[1:56:06.000 --> 1:56:11.000]  Yeah, and that's quite typical of that era.
[1:56:11.000 --> 1:56:12.000]  Sure, continue.
[1:56:12.000 --> 1:56:39.000]  Yeah, but also a dear friend of mine, you mentioned earlier, Madeleine Duncan Brown, wrote a book about the JFK killing and in the book, she included Xerox copies of four checks that were written on HL Hunt's escrow account number 78
[1:56:39.000 --> 1:56:45.000]  for to pay off the killers of the Martin Luther King.
[1:56:45.000 --> 1:56:57.000]  Now that's the oil man out of Houston and Dallas to be clear for listeners and not relation to the head hitman commander CIA black op commander E Howard Hunt on the JFK off. Please continue.
[1:56:57.000 --> 1:56:58.000]  That's correct.
[1:56:58.000 --> 1:57:15.000]  But the one of the checks was for 25,000, another one for 75,000, one for 125,000. That's the one that went to Boa Jours. And other than for 225,000, probably went to Carlos Mochello.
[1:57:15.000 --> 1:57:28.000]  Now, the names on checks that are made out to were redacted on the copies that I have. But I know the fellow that has the these cancer checks in his possession.
[1:57:28.000 --> 1:57:40.000]  Now, people always get confused by this. They say now, is it the mafia, the CIA? Well, going back to World War Two when it was OSS, they work with the mafia in the country therein as a go between to have degrees of separation.
[1:57:40.000 --> 1:58:03.000]  That's right. And in fact, we won't get heavily into JFK unless you want to. But there's a secret meeting and night for JFK was killed. And you had Jed Hoover and his playmate setting at the same table with three members of the mafia, including Carlos Mochello.
[1:58:03.000 --> 1:58:16.000]  And they all were talking about the cover up of the killings going to take place the next day. So the mafia and the organized crime and the FBI work together on a lot of deals.
[1:58:16.000 --> 1:58:24.000]  And in fact, in several congressional hearings, Jed Hoover said there was no such thing as Coastal Nostra or the mafia.
[1:58:24.000 --> 1:58:27.000]  That's right. Stay there. We're going to be back in 70 seconds.
[1:58:27.000 --> 1:58:40.000]  Thank you for listening to GCN. Be sure to visit GCNLive.com today.
[1:58:40.000 --> 1:58:45.000]  It is a big idea. A new world order.
[1:58:45.000 --> 1:58:50.000]  In the near future, Earth is dominated by a powerful world government.
[1:58:50.000 --> 1:58:58.000]  It's known as the Builder Bird. Both their objective being world domination. For thousands of years, their dark order grew.
[1:58:58.000 --> 1:59:09.000]  Now as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[1:59:09.000 --> 1:59:18.000]  For the first time in history, the elite's plan for world government is blown wide open. You will learn the secret that drives the entire New World Order agenda.
[1:59:18.000 --> 1:59:21.000]  Builders make great progress for the world government.
[1:59:21.000 --> 1:59:26.000]  Most people have no idea. They're not after money. They have all the money they need. They're after power. That's their after easy.
[1:59:26.000 --> 1:59:35.000]  Order in-game on DVD at prisonplanet.com or infowars.com or watch it online right now at prisonplanet.tv.
[1:59:35.000 --> 1:59:50.000]  In-game blueprint for global enslaved. You have been warned.
[1:59:50.000 --> 2:00:09.000]  Government cover-ups. You want answers? Well, so does he. He's Alex Jones on the GCN Radio Network. And now, live from Austin, Texas, Alex Jones.
[2:00:20.000 --> 2:00:27.000]  We're back live, ladies and gentlemen. We've got 30 minutes left with Robert Galen Ross, good friend of mine, author.
[2:00:27.000 --> 2:00:36.000]  You can get all of the books he's written at infowars.com right now. We're also at amazon.com or on his website.
[2:00:36.000 --> 2:00:47.000]  We're talking about the MLK assassination, but backing up now and getting into Robert Kennedy because that 40th anniversary is coming up here in just a little while.
[2:00:47.000 --> 2:00:53.000]  In just a few months, the BBC comes out, the NBC comes out, ABC comes out.
[2:00:53.000 --> 2:00:59.000]  Separately, it's saying the LA Coroner said he was shot in the back, not in the front, 14 bullets, not eight.
[2:00:59.000 --> 2:01:09.000]  And separately, here's the three CIA operatives and they're on film and then they show their colleagues from the CIA going, yeah, that's them.
[2:01:09.000 --> 2:01:24.000]  And why is the establishment having to admit this now, respectively, 44 years after JFK and 40 years after MLK and RFK, Robert Galen Ross?
[2:01:24.000 --> 2:01:34.000]  That's difficult to understand why things are let out. They're never let out by accident. They're let out on purpose.
[2:01:34.000 --> 2:01:41.000]  I seem to think it's a threat to everybody. Well, the JFK killing was absolutely a threat.
[2:01:41.000 --> 2:01:51.000]  They killed the president of the United States in front of thousands of people right on D.D. Plaza and they got away with it and they knew they were going to get away with it.
[2:01:51.000 --> 2:01:56.000]  So that was a direct threat at that time. Yeah, they could have poisoned him. They could have done it in the middle of the night.
[2:01:56.000 --> 2:02:04.000]  Well, they chose to even have the police see the shooters and ride up on the hill and just had hundreds of witnesses saying shots came from there.
[2:02:04.000 --> 2:02:06.000]  And they just said, no, it didn't. That's right.
[2:02:06.000 --> 2:02:14.000]  But the CIA had conducted a lot of experiments on how to kill people without leaving evidence.
[2:02:14.000 --> 2:02:22.000]  So you're right. They could put it in his food. They could put it in anything and killed him in private somewhere, but they didn't want to do that.
[2:02:22.000 --> 2:02:29.000]  They wanted to do it before the world and just to show that they could do it and get away with it. So leave him alone.
[2:02:29.000 --> 2:02:34.000]  It was a massive exercise of power, wasn't it? Exactly. Perfectly.
[2:02:34.000 --> 2:02:42.000]  I believe 9-11 is the same. They know they're not stupid, but they did war games. They tested it. You know, they had done other false flag events.
[2:02:42.000 --> 2:02:46.000]  They knew that we had exposed them on Oklahoma City and that's now come out that it was an inside job.
[2:02:46.000 --> 2:02:55.000]  It's basically admitted it's even been in the major papers like the Salt Lake City paper and the Daily Oklahoma and that, you know, it's come out that it was a government op, basically.
[2:02:55.000 --> 2:03:03.000]  But with 9-11, it's so ridiculous as they blow Building 7 up in front of everybody. You're an engineer. I mean, your take on that.
[2:03:03.000 --> 2:03:14.000]  Well, Building 7 was absolutely a controlled demolition. I mean, you can go on the Internet and you find lots of examples of buildings being dropped in their tracks.
[2:03:14.000 --> 2:03:27.000]  And they look exactly the way Building 7 dropped. But the reason they do this is they knew that they could get away with JFK killing and they did it in the open.
[2:03:27.000 --> 2:03:36.000]  And they do it for reasons. They did 9-11 for a reason. They wanted an excuse to attack Afghanistan and Iraq, primarily Iraq.
[2:03:36.000 --> 2:03:38.000]  And turn us into a police state.
[2:03:38.000 --> 2:03:46.000]  Well, and then lots of other things. They've taken away our rights. And if you want to, we can get into that.
[2:03:46.000 --> 2:03:54.000]  Why are they so arrogant? I mean, if they were smart, they wouldn't be so arrogant and just flaunt it. But I guess if you got the power, just flaunt it.
[2:03:54.000 --> 2:04:09.000]  Well, fear is a major motivator. If you take away the jobs of the American people, drive their wages down, bankrupt them, take away their homes, then they'll do nothing.
[2:04:09.000 --> 2:04:20.000]  But worry about how they're going to get the next place to sleep, something to eat, and how to protect their families. And they don't care what the big boys do.
[2:04:20.000 --> 2:04:26.000]  If they just leave them alone, they just need to survive. That's essentially what they're after.
[2:04:26.000 --> 2:04:30.000]  No, that's really it. You're right. It's economic warfare.
[2:04:30.000 --> 2:04:35.000]  It's exactly. It's absolute warfare by the international banking cabal.
[2:04:35.000 --> 2:04:41.000]  Let's talk about them and Bobby first and then what the bankers are doing right now with the Federal Reserve and what's happened with the economy.
[2:04:41.000 --> 2:04:48.000]  Robert Galen Ross, well-traveled, well-schooled, and we're honored to have him.
[2:04:48.000 --> 2:05:01.000]  Now, from the makers of Loose Change, the most downloaded film in Internet history comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
