[00:00:07.705 --> 00:00:10.966]  From the front lines of the information war, it's Alex Jones.
[00:47:56.178 --> 00:48:02.504]  We were talking to dad in the last few weeks and he didn't want to show up.
[00:48:05.014 --> 00:48:07.535]  The globalists operate just like they're an alien force.
[00:48:07.535 --> 00:48:18.077]  I'm not saying they're aliens, but they're changing the genetics of the planet, they're re-engineering the plants, the animals, they're playing every group off against each other scientifically while trying to dumb the population down.
[00:48:18.077 --> 00:48:26.779]  They act... I mean, I don't need to go see a movie like 10 Cloverfield with John Goodman that is excellent, by the way, you know, to get spooked out by stuff.
[00:48:26.779 --> 00:48:29.620]  I'm living in the real thing right now.
[00:48:31.223 --> 00:48:39.872]  I'll be talking more about this cosmology in the future, because I know the elite's actual blueprint and admitted plan, it's all public, but no one's really put it all together for people.
[00:48:39.872 --> 00:48:52.365]  I've tried it in-game, and I've talked about it on there, but I want to do an updated short film, maybe 20 minutes, that just, hey, this is it, here they are, here's where they're going, here's why, you might want to just know this is going on.
[00:48:53.345 --> 00:48:59.110]  By the way, if you want to keep in contact with us, there's more and more censorship, more and more systems trying to block us online.
[00:48:59.110 --> 00:49:09.659]  It is imperative that you create an email or sign up with your regular email, whatever the case may be, at InfoWars.com forward slash newsletter.
[00:49:09.659 --> 00:49:18.666]  There's also a block on the right hand side of InfoWars.com where you just put in your email and then we can send you exclusive videos, articles, and more.
[00:49:18.666 --> 00:49:19.947]  I'm getting hooked up on my phone.
[00:49:20.933 --> 00:49:23.494]  Where I just sit there and send videos directly to you.
[00:49:23.494 --> 00:49:26.016]  We're setting that up in the next few weeks.
[00:49:26.016 --> 00:49:28.357]  Where it's just directly to whoever's on the newsletter.
[00:49:28.357 --> 00:49:31.019]  Like Facebook mentions, but to you.
[00:49:31.019 --> 00:49:32.760]  To the InfoWars insiders.
[00:49:32.760 --> 00:49:34.040]  So sign up for that.
[00:49:34.040 --> 00:49:36.102]  Super Metal Vitality is back in stock.
[00:49:36.102 --> 00:49:37.222]  Sold out for several months.
[00:49:37.222 --> 00:49:38.203]  Anthroplex is back.
[00:49:39.244 --> 00:49:40.105]  I don't know.
[00:49:58.237 --> 00:50:03.859]  What we need for folks that are signed up for AutoShip and a little extra for new signups with all products.
[00:50:03.859 --> 00:50:13.381]  So, never be sold out of Oxy-Powder, or Super Metal Vitality, or Brain Force, or Silver Bullet, or any of the products at m4store.com again.
[00:50:13.381 --> 00:50:23.364]  What I'm going to do is when I start the next hour, I'm going to go to Chris, Katie, Wyatt, Sam, Roseanne, Jeff, Raymond, and many others.
[00:50:23.364 --> 00:50:25.004]  Because I want to give you plenty of time, all of you.
[00:50:25.004 --> 00:50:27.445]  The whole second hour will be calls, clips, and news.
[00:50:30.575 --> 00:50:33.518]  But right now, let me go to this Roger Stone interview.
[00:50:33.518 --> 00:50:40.004]  Again, I don't normally have a guest on twice a week or so, but Roger Stone is the admitted 40-plus year confidant of Donald Trump.
[00:50:40.004 --> 00:50:47.771]  He's worked inside four administrations, been in nine campaigns, and one of, you know, Nixon's best friends.
[00:50:47.771 --> 00:50:49.172]  I'm not saying Nixon was a great guy.
[00:50:49.172 --> 00:50:50.434]  Stones even said that himself.
[00:50:51.937 --> 00:50:54.458]  You know, Reagan, White House, you name it.
[00:50:54.458 --> 00:50:58.741]  But he's really hardcore and everything he's told us the last six months has just come true.
[00:50:58.741 --> 00:51:04.784]  So I had him on a few times six months ago and everything he said happened months later and I went, wow, I better have him on every week instead of every month.
[00:51:04.784 --> 00:51:08.426]  Then it's every few days because it just keeps all coming true.
[00:51:08.426 --> 00:51:16.710]  The Koch Brothers secret meetings, the Silicon Valley meetings, the open saying we're going to take it away from them at the convention and steal the popular vote on the nomination.
[00:51:18.117 --> 00:51:23.686]  We have major papers come out and counter him every time he comes on and then a week later it's admitted.
[00:51:23.686 --> 00:51:26.230]  So I interviewed him in a live Facebook mentions.
[00:51:26.230 --> 00:51:27.031]  I was on the road.
[00:51:27.031 --> 00:51:28.012]  He called me.
[00:51:28.012 --> 00:51:32.740]  He said, I just confirmed insiders inside the meeting with
[00:51:34.517 --> 00:51:39.661]  Hillary and MoveOn and David Brock of the White House, these are not Sanders supporters.
[00:51:39.661 --> 00:51:43.543]  Not that Sanders is good, but he has the big crowds, he doesn't have the organization.
[00:51:43.543 --> 00:51:53.210]  It's Hillary people going after Trump, after free speech, but also then knowing there'll be major blame against Sanders with more mainline Democrats for shutting down free speech.
[00:51:53.210 --> 00:51:55.112]  So it's a way to take out both their enemies.
[00:51:55.112 --> 00:51:59.395]  Now, Trump's been told this, but Trump understands they're shouting Bernie, Bernie, Bernie.
[00:51:59.875 --> 00:52:02.257]  Because their leaders are inside the Hillary meeting.
[00:52:02.257 --> 00:52:05.780]  So Trump may be getting set to come out and say Hillary's involved as well.
[00:52:05.780 --> 00:52:15.208]  But right after I had Stone on, I saw last night Soros funded MoveOn.org takes credit for violence in Chicago, a Curt Nemo article.
[00:52:15.208 --> 00:52:16.710]  So ships passing in the night.
[00:52:16.710 --> 00:52:22.415]  As I'm interviewing Stone, literally MoveOn comes out and says, we ran the thing.
[00:52:22.415 --> 00:52:24.276]  MoveOn and Soros
[00:52:25.339 --> 00:52:27.724]  ...have given almost 90% of their funding to Hillary.
[00:52:27.724 --> 00:52:31.912]  They've given about 10% to Sanders to have some control, in case he beats her.
[00:52:31.912 --> 00:52:35.198]  But they're all in, basically, 90% for her.
[00:52:35.198 --> 00:52:36.881]  So that's confirmation.
[00:52:38.530 --> 00:52:48.640]  So this is a big deal, folks, that they would be trying to shut down free speech and the Washington Post would be saying, could Donald Trump be held legally responsible for violence at his rallies for his speech?
[00:52:48.640 --> 00:52:53.024]  So I say, I don't like your corruption or I don't like our border being open.
[00:52:53.024 --> 00:52:56.967]  The Mexican mafia shoots me and then it's my fault they shot me.
[00:52:56.967 --> 00:52:58.569]  I mean, this is tyranny.
[00:52:58.569 --> 00:52:59.210]  This is
[00:53:00.558 --> 00:53:03.261]  Why they want to ban free speech saying, oh, you upset people.
[00:53:03.261 --> 00:53:06.544]  And then they encourage them to attack with violence and then it's okay.
[00:53:06.544 --> 00:53:10.187]  Let's go to this powerful, exclusive, now being aired.
[00:53:10.187 --> 00:53:19.977]  Taped it yesterday, put it on Facebook Mentions there first, but exclusively now airing InfoWars.com on the syndicated radio slash TV transmission, The Inside Baseball.
[00:53:19.977 --> 00:53:23.200]  We'll also put up on screen some of his tweets on this last night as well.
[00:53:23.200 --> 00:53:23.520]  Here it is.
[00:53:24.561 --> 00:53:30.946]  Roger Stone, StoneZone.com, The Constant Insider, Breitbart Writer.
[00:53:30.946 --> 00:53:31.406]  Here we go.
[00:53:31.406 --> 00:53:33.128]  Let's see if he answers now.
[00:53:33.128 --> 00:53:34.829]  Calling Roger Stone.
[00:53:34.829 --> 00:53:35.830]  Hello?
[00:53:35.830 --> 00:53:36.450]  Yes, Roger.
[00:53:36.450 --> 00:53:38.251]  Sorry, just got off the road.
[00:53:38.251 --> 00:53:39.873]  Sorry I'm late.
[00:53:39.873 --> 00:53:42.174]  Please give us this breaking info.
[00:53:42.174 --> 00:53:46.057]  It's even more amazing than the last data dump you gave us three weeks ago.
[00:53:46.057 --> 00:53:47.098]  We're on Facebook Mentions.
[00:53:47.098 --> 00:53:49.680]  I'm going to hold the phone up so the audio can be picked up, Roger.
[00:53:51.031 --> 00:54:00.177]  I think everybody in the country has now heard about these violent protests in Chicago, which are being blamed on supporters of Bernie Sanders.
[00:54:00.177 --> 00:54:02.339]  Alex, this is a false flag.
[00:54:02.339 --> 00:54:06.982]  These demonstrators are flying under a false banner.
[00:54:06.982 --> 00:54:10.525]  They are not Sanders supporters by and large.
[00:54:10.525 --> 00:54:18.150]  This is an operation directed by supporters of Hillary Clinton, paid for by George Soros, and move on.
[00:54:18.830 --> 00:54:20.071]  We're good to go.
[00:54:40.101 --> 00:54:40.861]  We're good to go.
[00:54:59.407 --> 00:55:03.788]  is to divide the Sanders economic voters from Trump.
[00:55:03.788 --> 00:55:21.813]  In other words, those voters who've lost their jobs because of NAFTA and all of the other globalist international trade deals that have screwed this country, they now realize these votes are potentially, when Sanders is out of the race, Trump votes, and therefore this is an effort to make Trump toxic.
[00:55:21.813 --> 00:55:25.094]  To make a Trump vote, uh, to disqualify him.
[00:55:25.094 --> 00:55:26.194]  Racist, bitchin'.
[00:55:26.755 --> 00:55:29.200]  The whole thing is essentially a hoax.
[00:55:30.511 --> 00:55:33.334]  It's a gambit directed, by the way, by Brock.
[00:55:33.334 --> 00:55:39.018]  Now, David Brock was once a friend of mine, and that was a comrade in the fight for freedom.
[00:55:39.018 --> 00:55:42.901]  But he went over the dark side to the Clintons for money.
[00:55:42.901 --> 00:55:45.863]  Big, big, big money.
[00:55:45.863 --> 00:55:47.865]  And this is his little dirty trick.
[00:55:47.865 --> 00:55:51.428]  Unfortunately, they have leaks within their operation.
[00:55:51.428 --> 00:55:53.710]  My sources are the very best.
[00:55:53.710 --> 00:55:56.372]  The entire conflagration in Chicago
[00:55:57.305 --> 00:55:58.186]  I was about to say, he's...
[00:56:13.823 --> 00:56:16.685]  Roger, you've been in nine administrations, worked inside four of them.
[00:56:16.685 --> 00:56:19.468]  You are the inconstant insider of the last decade.
[00:56:19.468 --> 00:56:21.730]  Fifteen years has turned against them.
[00:56:21.730 --> 00:56:24.834]  And everything you've reported for us the last six months has turned out to be solid gold.
[00:56:24.834 --> 00:56:28.277]  Your articles are almost daily on DrugsReport.com from Breitbart.
[00:56:28.277 --> 00:56:28.918]  You literally
[00:56:29.538 --> 00:56:38.162]  For new viewers, I just wanted to know, lead the breaking news cycle with your inside sources in the Democrat, Republican Party, Trump camp, you name it.
[00:56:38.162 --> 00:56:52.868]  There's a reason Trump's called you tough, brave, loyal, you know, in his tweets that we're going to add to these articles just for new viewers to know who you are and your bonafides, but not bragging, just laying out some of the background here for new viewers, new listeners.
[00:56:53.448 --> 00:56:53.868]  All right.
[00:57:22.116 --> 00:57:22.877]  Go ahead and fade it down there.
[00:57:22.877 --> 00:57:26.300]  We're going to come back with three more minutes where he goes into what I was just saying.
[00:57:26.300 --> 00:57:28.362]  We're going to end it there and then go right to your calls.
[00:57:28.362 --> 00:57:39.171]  As we start the second hour in just a few minutes, tell your neighbors, your friends, your co-workers, your family, tune into this live right now on these stations you're listening to.
[00:57:39.171 --> 00:57:40.332]  Stop on the side of the road.
[00:57:40.332 --> 00:57:42.134]  Tell people to tune into the local station.
[00:57:42.134 --> 00:57:45.296]  Send out the links to InfoWars.com forward slash show.
[00:57:45.296 --> 00:57:46.497]  Just raise the alarm.
[00:57:46.497 --> 00:57:47.959]  You are the modern Paul Reveres.
[00:57:49.315 --> 00:57:53.039]  Tell folks how you got introduced to super male and then when super female came out.
[00:57:53.039 --> 00:57:53.940]  Tell us what happened.
[00:57:53.940 --> 00:57:58.704]  After I saw such a huge positive change in my husband, I had to try it for myself.
[00:57:58.704 --> 00:58:00.046]  Talk about the effects.
[00:58:00.046 --> 00:58:01.547]  I feel great when I wake up in the morning.
[00:58:01.547 --> 00:58:03.489]  I have drive to go to the gym.
[00:58:03.489 --> 00:58:04.590]  I feel like I look better.
[00:58:04.590 --> 00:58:05.311]  I feel better.
[00:58:05.311 --> 00:58:06.713]  I feel sexier.
[00:58:06.713 --> 00:58:07.073]  I love it.
[00:58:07.333 --> 00:58:10.296]  Even if you don't believe in supplements, take the challenge.
[00:58:10.296 --> 00:58:13.238]  Get a bottle of Super Male, a bottle of Super Female.
[00:58:13.238 --> 00:58:14.319]  Check it out for yourself.
[00:58:14.319 --> 00:58:15.500]  Consult your physician.
[00:58:15.500 --> 00:58:17.863]  Visit Infowarslife.com today.
[00:58:17.863 --> 00:58:19.184]  This is life-changing.
[00:58:19.184 --> 00:58:20.105]  Shower filters.
[00:58:20.105 --> 00:58:21.826]  We're introducing the best yet.
[00:58:21.826 --> 00:58:22.667]  The brand new
[00:58:22.867 --> 00:58:25.869]  ProPure ProMax High Performance Shower Filter.
[00:58:25.869 --> 00:58:30.692]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[00:58:30.692 --> 00:58:37.777]  This new 4-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[00:58:37.777 --> 00:58:44.742]  You can find more details on this amazing new filter and free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax Shower Filter from ProPure today!
[00:58:50.009 --> 00:58:53.210]  A clean, toxic-free body is the foundation of true health.
[00:58:53.210 --> 00:58:55.570]  Deep Cleanse by Infowarslife.com.
[00:58:55.570 --> 00:59:02.572]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:59:02.572 --> 00:59:07.894]  Using our proprietary multi-step extraction technology, Deep Cleanse is our most affordable all-in-one cleanser.
[00:59:07.894 --> 00:59:16.896]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanse doesn't hold back.
[00:59:17.316 --> 00:59:26.183]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:59:26.183 --> 00:59:33.289]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary SpiteGerex herbal processing technique.
[00:59:33.289 --> 00:59:38.674]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you the best.
[00:59:39.054 --> 00:59:40.516]  You're listening to the Alex Jones Show!
[01:00:03.214 --> 01:00:09.836]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:09.836 --> 01:00:16.958]  It's Alex Jones and the GCN Radio Network.
[01:00:16.958 --> 01:00:21.839]  This really is an emergency transmission.
[01:00:21.839 --> 01:00:23.540]  We really are the resistance.
[01:00:24.838 --> 01:00:30.322]  We just want to have low taxes, personal rights, and basic family values.
[01:00:30.322 --> 01:00:33.625]  Doesn't mean we hate anybody, we just know we're under attack.
[01:00:33.625 --> 01:00:35.486]  The better clingers.
[01:00:35.486 --> 01:00:39.109]  And we're not just going to go quietly into the night and roll over.
[01:00:39.109 --> 01:00:43.813]  We see the armies of dumbed-down, domesticated fools, and all their giant...
[01:00:45.560 --> 01:00:47.801]  Corporate funding and it really is sick.
[01:00:47.801 --> 01:00:49.983]  Your calls are coming up in the next segment.
[01:00:49.983 --> 01:00:54.306]  Chris and Katie and Wyatt and Sam and Roseanne and Jeff and Raymond and others.
[01:00:54.306 --> 01:00:58.088]  Toll free number to join us is 877-789-ALEX.
[01:00:58.088 --> 01:00:59.609]  First time callers today 877-789-2539.
[01:00:59.609 --> 01:01:03.892]  Be ready because I'm going right to you and moving to the next person.
[01:01:03.892 --> 01:01:06.633]  Let's finish up the Roger Stone interview.
[01:01:06.633 --> 01:01:13.337]  The full interview is on our Facebook mentions and on InfoWars.com and PrisonPlanet.com.
[01:01:13.337 --> 01:01:13.898]  It's titled
[01:01:15.979 --> 01:01:29.432]  Breaking, Hillary is funding, let's click and give the actual headline, breaking anti-Trump protest funded and directed by Hillary.
[01:01:29.432 --> 01:01:35.158]  You can hear the whole 18 minute interview right there, but here's three more minutes of the most choice tidbits.
[01:01:37.069 --> 01:01:43.775]  I saw all these Bernie shirts and Bernie people saying we attacked, you know, people shooting guns in the air saying we support Bernie.
[01:01:43.775 --> 01:01:56.045]  That is so clearly a way to attack him, make him look like a radical revolutionary, and to make Hillary look good, and then to also make Trump look like the racist when the media plays this up.
[01:01:56.045 --> 01:01:57.026]  This is amazing.
[01:01:57.026 --> 01:01:58.587]  But this isn't your opinion.
[01:01:58.587 --> 01:02:01.170]  Again, to be clear, you have sources inside
[01:02:01.810 --> 01:02:07.035]  Saying this is a Soros slash Brock media matters, which they admit is run by the White House.
[01:02:07.035 --> 01:02:08.096]  They have weekly meetings.
[01:02:08.096 --> 01:02:11.399]  His former transition chief, Obama's former transition chief.
[01:02:11.399 --> 01:02:13.080]  You're saying this is a false flag.
[01:02:13.080 --> 01:02:21.368]  I agree, you have the inside knowledge, but we've seen the buildup towards race war this summer, this fall, to try to cloud the entire election.
[01:02:21.368 --> 01:02:22.429]  Is that what you're getting at?
[01:02:22.429 --> 01:02:25.612]  Is this the opening salvo in these attempts?
[01:02:27.910 --> 01:02:33.754]  I think he understands that Trump would lose the votes of certain establishment Republicans if he is the nominee.
[01:02:33.754 --> 01:02:37.737]  On the other hand, it doesn't matter because of his crossover outreach.
[01:02:37.737 --> 01:02:54.509]  Right now in Ohio, Democrats and Independents in the Mahoning Valley, people who have lost their jobs because of these great globalist trade deals, are lining up to vote for Donald Trump in the Republican primary, which is legal in Ohio with some paperwork.
[01:02:55.189 --> 01:02:58.351]  This is, and we saw this same crossover in Michigan.
[01:02:58.351 --> 01:03:04.514]  So it's occurred to the Clinton people that Bernie's economic voters, not his hard left voters, you're never going to get them.
[01:03:04.514 --> 01:03:06.035]  They'll end up going for Hillary.
[01:03:06.035 --> 01:03:12.479]  But Bernie's economic voters, blue collar folks who have just figured out they've been left out of the New World Order economy.
[01:03:13.039 --> 01:03:15.100]  Uh, are a ripe target for Trump.
[01:03:15.100 --> 01:03:16.980]  He's already getting a crossover.
[01:03:16.980 --> 01:03:18.601]  They are petrified of that.
[01:03:18.601 --> 01:03:24.682]  So, this little maneuver, this David Brock dirty trick, solves two problems with one stone.
[01:03:24.682 --> 01:03:36.646]  It helps knock down Bernie, because after all, he's deeply involved in violence, and it also disqualifies Trump as a future vote, uh, by trying to brand him as a racist or a bigot.
[01:03:37.306 --> 01:03:43.389]  Alright, so he doesn't just have sources, he has impeccable sources and that's been proven over and over again.
[01:04:09.056 --> 01:04:15.180]  When I come back, I'm going to take your calls, and we're going to talk about Donald Trump, political correctness, you name it.
[01:04:15.180 --> 01:04:20.404]  Talk about bills they've introduced to ban semi-autos in the Congress.
[01:04:20.404 --> 01:04:22.165]  It is all coming up today.
[01:04:22.165 --> 01:04:23.726]  We'll get into antibiotic resistance.
[01:04:23.726 --> 01:04:24.987]  It's not theoretical.
[01:04:24.987 --> 01:04:26.728]  It's here.
[01:04:26.728 --> 01:04:30.770]  ISIS crimes against Christians detailed in new report.
[01:04:30.770 --> 01:04:33.312]  Obama came to Austin last Friday.
[01:04:33.312 --> 01:04:36.014]  It was truly disgusting and pathetic.
[01:04:37.731 --> 01:04:41.895]  To feed on all the South by Southwest idiots here to have their dreams stolen.
[01:04:41.895 --> 01:04:51.884]  A giant corporate force feeding event of mindless propaganda where you pay thousands of dollars to hear a Google executive or an Apple executive give you a speech.
[01:04:51.884 --> 01:04:55.087]  All these poor folks with all their college degrees are so desperate.
[01:04:55.087 --> 01:04:59.551]  They just fork over more money like somebody at a casino who's already got their house in Hawk.
[01:05:00.455 --> 01:05:04.340]  Thanks to the Federal Reserve System, America's economy is in a terminal decline.
[01:05:04.340 --> 01:05:09.647]  And according to economic expert Michael Snyder, here's 8 facts that reveal just how bad the economy really is.
[01:05:09.647 --> 01:05:10.048]  Number 1.
[01:05:10.048 --> 01:05:13.212]  The majority of all American workers bring home less than $30,000 a year in wages.
[01:05:13.212 --> 01:05:13.352]  Number 2.
[01:05:15.455 --> 01:05:20.739]  The poorest 40% of all Americans now spend most of their incomes just on food and housing.
[01:05:20.739 --> 01:05:26.203]  At least 50% of Americans who rent their homes spend more than a third of their incomes on the rent.
[01:05:26.203 --> 01:05:28.805]  Incomes keep declining for a large majority of the U.S.
[01:05:28.805 --> 01:05:30.526]  population.
[01:05:30.526 --> 01:05:34.770]  The price of ground beef has more than doubled since 2009.
[01:05:34.770 --> 01:05:36.411]  The rate of homeownership in the U.S.
[01:05:36.411 --> 01:05:38.773]  has been declining for at least 7 years in a row.
[01:05:38.773 --> 01:05:42.155]  It's now the lowest that it's been in 20 years.
[01:05:42.155 --> 01:05:44.417]  Almost half of all Americans are not saving their money.
[01:05:44.557 --> 01:05:50.623]  And it's been estimated that 62% of Americans are living paycheck to paycheck.
[01:05:50.623 --> 01:05:58.772]  Check out InfoWars.com for more economic news and also our new YouTube channel, Resistance News.
[01:05:58.772 --> 01:06:00.013]  This is Kit Daniels reporting.
[01:06:12.239 --> 01:06:15.801]  Crashing Through the Lies and Disinformation.
[01:06:15.801 --> 01:06:22.264]  It's Alex Jones on the GCN Radio Network.
[01:06:22.264 --> 01:06:23.224]  I came to fight.
[01:06:23.224 --> 01:06:24.985]  Been on air 21 years.
[01:06:24.985 --> 01:06:28.727]  Next month.
[01:06:28.727 --> 01:06:30.928]  We do crash through the lies and disinformation.
[01:06:30.928 --> 01:06:33.829]  We do wage war on corruption.
[01:06:34.915 --> 01:06:45.239]  You notice we've made good on our threats to fight the tyrants with all of our combined strength and will.
[01:06:45.239 --> 01:06:48.201]  And we've just begun to fight.
[01:06:48.201 --> 01:06:54.663]  So know that no matter what happens to me in this battle or other patriots, we win.
[01:06:54.663 --> 01:07:02.807]  Because our hearts, our souls, our guts, our wills, our very intellect, our very essence, our very spirit
[01:07:06.585 --> 01:07:11.849]  Is committed.
[01:07:11.849 --> 01:07:14.130]  And we'll never surrender.
[01:07:14.130 --> 01:07:17.373]  Whatever the cost may be, we will defend humanity.
[01:07:17.373 --> 01:07:22.917]  We shall go on to the end.
[01:07:22.917 --> 01:07:27.980]  We will fight with growing strength and confidence.
[01:07:27.980 --> 01:07:29.001]  Quote Winston Churchill.
[01:07:35.080 --> 01:07:36.341]  Look at this headline.
[01:07:36.341 --> 01:07:41.646]  Could Donald Trump be held legally responsible for violence at his rallies?
[01:07:41.646 --> 01:07:56.699]  The globalists, the big mega bankers, Soros has overthrown governments, screwed over countless countries, funded the radical Muslim Arab Spring, a Nazi collaborator when he was 14 years old, and he's here trying to savage our free speech today.
[01:07:56.699 --> 01:08:01.262]  And he's got all these politically correct weirdos bullied in high school and college
[01:08:02.142 --> 01:08:08.706]  Into cults trying to bully our speech and tell us to sit down and shut up.
[01:08:08.706 --> 01:08:09.886]  They can't produce anything.
[01:08:09.886 --> 01:08:15.429]  Their only hope is to make us, the producers, their milk cows.
[01:08:15.429 --> 01:08:18.691]  Not gonna happen.
[01:08:18.691 --> 01:08:28.617]  The producers, those that have the Promethean fire of creativity, are slow to anger and slow to action.
[01:08:28.617 --> 01:08:30.798]  But once their will is kindled,
[01:08:32.586 --> 01:08:43.491]  Once the giant rises, nothing on earth will stop it.
[01:08:43.491 --> 01:08:56.737]  Because we don't serve the God of this world, the God of poverty, the God of disease, the God of lies, the God of bullies.
[01:08:56.737 --> 01:08:59.618]  We serve the God that created it all.
[01:09:01.249 --> 01:09:03.050]  And you know that, don't you?
[01:09:03.050 --> 01:09:08.294]  It's why you hate us.
[01:09:08.294 --> 01:09:10.255]  You knew from the beginning you were a failure.
[01:09:10.255 --> 01:09:16.399]  It's why you tried to overturn the chessboard.
[01:09:16.399 --> 01:09:18.600]  It's why you hate life.
[01:09:18.600 --> 01:09:21.802]  It's why you poison the public in general.
[01:09:21.802 --> 01:09:30.568]  It's your pathetic, tempered tantrum as you roll off the edge of the cliff into the abyss you dug for yourselves forever.
[01:09:32.759 --> 01:09:35.481]  Let's go ahead and go to the phone calls broadcasting worldwide.
[01:09:35.481 --> 01:09:39.164]  I want to go to Roseanne first.
[01:09:39.164 --> 01:09:41.906]  Roseanne's calling from North Carolina.
[01:09:41.906 --> 01:09:44.148]  Roseanne, thank you for calling and holding today.
[01:09:44.148 --> 01:09:45.729]  It's good to have you on with us.
[01:09:45.729 --> 01:09:47.590]  Hey Alex, how the heck are you?
[01:09:47.590 --> 01:09:48.731]  I am doing good talking to you.
[01:09:48.731 --> 01:09:50.812]  So what's your view on all this craziness?
[01:09:50.812 --> 01:09:53.995]  What are you calling about this evening?
[01:09:53.995 --> 01:09:58.698]  I happen to be American and I also happen to be Hispanic and I'm for Trump.
[01:09:58.698 --> 01:10:02.121]  I have been for Trump ever since he started talking about that wall.
[01:10:02.819 --> 01:10:06.003]  Because I want the sovereignty of my country.
[01:10:06.003 --> 01:10:07.485]  I believe in that.
[01:10:07.485 --> 01:10:08.306]  I'm an American.
[01:10:08.306 --> 01:10:09.227]  That's what I believe in.
[01:10:09.227 --> 01:10:12.892]  And so I've been to three rallies so far of Trump.
[01:10:14.009 --> 01:10:16.130]  And they were really fun.
[01:10:16.130 --> 01:10:18.690]  I couldn't believe how much fun I had going to a rally.
[01:10:18.690 --> 01:10:21.671]  You mean all the supposed Ku Klux Klan members shouldn't attack you?
[01:10:21.671 --> 01:10:32.755]  See, that's what they're really afraid of, because they know demographically, depending on the Latin American country, or people that have been here, people that want to come here legally, that are free market, 60, 70, 80 percent, depending on the Gallup poll, want to control our borders.
[01:10:32.755 --> 01:10:33.315]  Duh!
[01:10:33.315 --> 01:10:36.796]  You lock your door at night, it just means there's some basic security on the borders.
[01:10:37.276 --> 01:10:39.797]  You know, not inside the country, that's a police state.
[01:10:39.797 --> 01:10:50.863]  They spin it like that so that Hispanics and others don't feel comfortable to go to a tea party or a Trump event so it's 90% white to continue the illusion.
[01:10:50.863 --> 01:10:52.344]  That's what they want, so thank God
[01:10:53.749 --> 01:10:54.930]  You're trying to break that paradigm.
[01:10:54.930 --> 01:11:03.214]  We have articles on Infowars.com right now, Roseanne, that show all the people hugging, black, white, Hispanic.
[01:11:03.214 --> 01:11:14.421]  In fact, it's kind of almost pathetic on the other side, where if you're black or Hispanic, everyone's hugging you and squeezing, and I'm seeing those videos and photos, and it's almost a euphoric event because these people just want their jobs back.
[01:11:14.421 --> 01:11:15.762]  They just want their guns back.
[01:11:15.762 --> 01:11:17.062]  They want their families back.
[01:11:17.062 --> 01:11:20.444]  The people are at the Trump rallies because they hate brown-skinned people.
[01:11:20.444 --> 01:11:22.666]  There's probably, you know, 5% there that are like that.
[01:11:23.306 --> 01:11:23.987]  Experience at the rally?
[01:11:39.846 --> 01:11:41.827]  I've made friends.
[01:11:41.827 --> 01:11:43.047]  We've taken phone numbers.
[01:11:43.047 --> 01:11:44.368]  We've texted each other.
[01:11:44.368 --> 01:11:45.248]  We get together.
[01:11:45.248 --> 01:11:47.289]  I mean, I've made a ton of friends.
[01:11:47.289 --> 01:11:56.992]  In the last rally that was here in Fayetteville, I made friends with a little five-year-old girl that I kind of hung out for three hours before Trump came on.
[01:11:56.992 --> 01:11:58.253]  And what color is that little girl?
[01:11:59.122 --> 01:12:00.643]  Uh, she was a little white girl.
[01:12:00.643 --> 01:12:03.245]  Oh my gosh, she'll grow up liking Hispanic people.
[01:12:03.245 --> 01:12:04.446]  How horrible is this?
[01:12:04.446 --> 01:12:06.507]  She'll grow up having kinship with you as a human.
[01:12:06.507 --> 01:12:07.447]  How horrible.
[01:12:07.447 --> 01:12:11.890]  Can you not see how the left is social engineering and are the ones creating the division?
[01:12:11.890 --> 01:12:13.171]  I mean, they really are out of control.
[01:12:13.171 --> 01:12:15.012]  Sweetheart, I know the game.
[01:12:15.012 --> 01:12:16.894]  Trust me, I know the game.
[01:12:16.894 --> 01:12:18.955]  And all I care about is Americans.
[01:12:19.454 --> 01:12:20.215]  That's all I care about.
[01:12:20.215 --> 01:12:21.375]  If you love our country, guess what?
[01:12:21.375 --> 01:12:22.376]  I don't care about you.
[01:12:22.376 --> 01:12:28.240]  But if you're just trying to cause strife and take our country down, then no, you're going to have to pull it from my cold, dead hand.
[01:12:28.240 --> 01:12:30.321]  Because that's not going to happen on my watch.
[01:12:30.321 --> 01:12:31.122]  That's beautiful.
[01:12:31.122 --> 01:12:34.564]  What do you think about the Democrats openly being caught running?
[01:12:34.564 --> 01:12:39.628]  Hillary, move on, admit they're doing it, but they're blaming Bernie because they got their own operatives to chant Bernie.
[01:12:39.628 --> 01:12:41.129]  I mean, that's really a dirty trick.
[01:12:41.129 --> 01:12:42.430]  Trump needs to get on that right now.
[01:12:43.427 --> 01:12:47.429]  Well, I did see, um, I was messing off on Facebook last night.
