[00:02.400 --> 00:10.200]  Crashing through the lies and disinformation it's Alex Jones on the GCN radio network
[1:05:27.520 --> 1:05:31.520]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[1:05:31.520 --> 1:05:37.520]  When I began to research these statistics it was clear to me it was time to start cleansing my lungs
[1:05:37.520 --> 1:05:42.520]  in order to combat the toxic environment that we cannot escape but that we can fight back against.
[1:05:42.520 --> 1:05:46.520]  Made with organic and wild cultivated herbs and manufactured in the USA.
[1:05:46.520 --> 1:05:53.520]  The new Info War's Life Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[1:05:53.520 --> 1:06:00.520]  Available exclusively at infowarslife.com or by calling toll-free 888-253-3139.
[1:06:00.520 --> 1:06:09.520]  Live from Austin, Texas. Broadcasting worldwide. It's Alex Jones.
[1:06:09.520 --> 1:06:13.520]  Don't tread on me. Love it or leave it.
[1:06:13.520 --> 1:06:20.520]  Well now more and more they're saying don't show the American flag anywhere because it's politically incorrect.
[1:06:20.520 --> 1:06:24.520]  And people say well that's over the top that makes no sense. That's the point.
[1:06:24.520 --> 1:06:31.520]  Training you that if Obama says so that well Obamacare lowered your premiums and doesn't have death panels
[1:06:31.520 --> 1:06:35.520]  and isn't an income tax even though the Supreme Court has ruled it is.
[1:06:35.520 --> 1:06:39.520]  These are the type of games they play. In fact here's a headline.
[1:06:39.520 --> 1:06:42.520]  USA Today I'm going to cover this coming up in the next segment.
[1:06:42.520 --> 1:06:48.520]  Tax refunds will be cut for American care recipients.
[1:06:48.520 --> 1:06:55.520]  That's right and they're going to then pull money out of your bank account if you don't go get the Obamacare.
[1:06:55.520 --> 1:07:06.520]  It's in the bill. We know what it does and their denials show just how criminal these people are that are running the system now.
[1:07:06.520 --> 1:07:11.520]  And I mentioned political correctness. Look at this headline from Breitbart.
[1:07:11.520 --> 1:07:18.520]  College student forced to remove American flag from balcony could offend foreign people.
[1:07:18.520 --> 1:07:22.520]  Apartment managers said foreigners could find the display offensive.
[1:07:22.520 --> 1:07:30.520]  Remember two weeks ago when they wouldn't let firefighters in Chicago and they suspended them have American flags on their lockers.
[1:07:30.520 --> 1:07:35.520]  But people could put pent up girls up there. That was OK. Just don't have American flags.
[1:07:35.520 --> 1:07:44.520]  It's about telling you you have no rights and that any of your views that the establishment doesn't agree with are offensive.
[1:07:44.520 --> 1:07:48.520]  Political correctness is tyranny 101. We're going to break that down.
[1:07:48.520 --> 1:07:52.520]  Also coming up quarantine and martial law.
[1:07:52.520 --> 1:08:00.520]  We have operational documents that are public that those quote afflicted will be incarcerated and isolated against their will.
[1:08:00.520 --> 1:08:05.520]  And now they've been telling hospitals the last two weeks get ready for Ebola here in America.
[1:08:05.520 --> 1:08:13.520]  I don't know that's happening. But here's another headline Ebola warning CDC tells airlines to treat all bodily fluids as infectious.
[1:08:13.520 --> 1:08:30.520]  Here's a report dealing with media manipulation and control.
[1:08:30.520 --> 1:08:34.520]  Prepare yourself for a perfectly outrageous motion picture.
[1:08:34.520 --> 1:08:38.520]  Howard Biel went up there last night and said what every American feels that he's tired of all the books.
[1:08:38.520 --> 1:08:44.520]  Thanks Diana. We're talking about putting a manifestly irresponsible man on national television.
[1:08:44.520 --> 1:08:50.520]  1776 will commence again if you try to take our firearms.
[1:08:50.520 --> 1:08:54.520]  There is no America. There is no democracy.
[1:08:54.520 --> 1:09:06.520]  There is only IBM and ITT and AT&T and DuPont, Dow, Union Carbide and Exxon.
[1:09:06.520 --> 1:09:09.520]  Those are the nations of the world today.
[1:09:09.520 --> 1:09:15.520]  And you have meddled with the primal forces of nature.
[1:09:15.520 --> 1:09:22.520]  And you will atone.
[1:09:22.520 --> 1:09:24.520]  Am I getting through to you Mr. Biel?
[1:09:24.520 --> 1:09:26.520]  Why me?
[1:09:26.520 --> 1:09:28.520]  Was your own television dummy?
[1:09:28.520 --> 1:09:44.520]  Ladies and gentlemen, the network news hour with Howard Biel.
[1:09:44.520 --> 1:09:48.520]  I can't do it. We'll do it live.
[1:09:48.520 --> 1:09:52.520]  We'll do it live.
[1:09:52.520 --> 1:09:57.520]  Do it live. I'll write it and we'll do it live.
[1:09:57.520 --> 1:10:03.520]  What the hell is going on?
[1:10:03.520 --> 1:10:05.520]  That's tomorrow and that is it for us today.
[1:10:05.520 --> 1:10:07.520]  I'm Bill O'Reilly. Thanks again for watching.
[1:10:07.520 --> 1:10:11.520]  We'll leave you with Sting and a cut off his new album. Take it away.
[1:10:11.520 --> 1:10:13.520]  Congressman, let me interrupt you just for a moment.
[1:10:13.520 --> 1:10:15.520]  We've got some breaking news out of Miami.
[1:10:15.520 --> 1:10:17.520]  Stand by if you will.
[1:10:17.520 --> 1:10:21.520]  Right now in Miami, Justin Bieber has been arrested on a number of charges.
[1:10:21.520 --> 1:10:27.520]  The judge is reading the charges including resisting arrest and driving under the influence.
[1:10:27.520 --> 1:10:31.520]  He's appearing now before the judge for his volunteering.
[1:10:31.520 --> 1:10:37.520]  I want a show developed based on the activities of a terrorist group.
[1:10:37.520 --> 1:10:41.520]  Well, I mean, I want to make a TV star.
[1:10:41.520 --> 1:10:43.520]  Are you going to be a household word?
[1:10:43.520 --> 1:10:46.520]  Osama bin Laden is just one person.
[1:10:46.520 --> 1:10:50.520]  He is representative of networks of people
[1:10:50.520 --> 1:10:57.520]  who absolutely have made their cause to defeat the freedoms that we understand.
[1:10:57.520 --> 1:10:59.520]  And we will not allow him to do so.
[1:10:59.520 --> 1:11:02.520]  Death of bin Laden marks the most significant achievement to date
[1:11:02.520 --> 1:11:05.520]  in our nation's effort to defeat Al Qaeda.
[1:11:05.520 --> 1:11:09.520]  The Taliban is taking responsibility for shooting down a US helicopter.
[1:11:09.520 --> 1:11:12.520]  More than 30 people were killed and there are reports this morning
[1:11:12.520 --> 1:11:14.520]  that most of them are US Navy SEALs.
[1:11:14.520 --> 1:11:17.520]  It is the international system of currency
[1:11:17.520 --> 1:11:22.520]  which determines the totality of life on this planet.
[1:11:22.520 --> 1:11:26.520]  NATO is in command of the entire US military publicly.
[1:11:26.520 --> 1:11:29.520]  Homeland Security now says their mission has nothing to do with Al Qaeda.
[1:11:29.520 --> 1:11:32.520]  Our Muslim extremist and has to do with the Tea Party
[1:11:32.520 --> 1:11:36.520]  who will launch police killing terror attacks any minute.
[1:11:36.520 --> 1:11:39.520]  With no evidence of that, now it's beginning.
[1:11:39.520 --> 1:11:42.520]  The borders are completely wide open.
[1:11:42.520 --> 1:11:46.520]  Tens of millions of people are flooding here as we speak.
[1:11:46.520 --> 1:11:49.520]  Hundreds of thousands a month pouring over the borders
[1:11:49.520 --> 1:11:53.520]  being given driver's license in California to pull the lever to ban guns.
[1:11:53.520 --> 1:11:58.520]  We are in the middle of a globalist revolution against this country right now.
[1:11:58.520 --> 1:12:00.520]  I don't have to tell you things are bad.
[1:12:00.520 --> 1:12:02.520]  Everybody knows things are bad.
[1:12:02.520 --> 1:12:04.520]  It's a depression.
[1:12:04.520 --> 1:12:08.520]  Everybody's out of work or scared of losing their job.
[1:12:08.520 --> 1:12:10.520]  The dollar buys a nickel's worth.
[1:12:10.520 --> 1:12:13.520]  Banks are going bust, shopkeepers keep a gun.
[1:12:13.520 --> 1:12:16.520]  Al Qaeda, punks are running wild in the street.
[1:12:16.520 --> 1:12:19.520]  There's nobody anywhere who seems to know what to do and there's no end to it.
[1:12:19.520 --> 1:12:23.520]  We know the air is unfit to breathe and our food is unfit to eat.
[1:12:23.520 --> 1:12:27.520]  We sit watching our TVs while some local newscaster tells us
[1:12:27.520 --> 1:12:30.520]  that today we had 15 homicides and 63 violent crimes
[1:12:30.520 --> 1:12:32.520]  as if that's the way it's supposed to be.
[1:12:32.520 --> 1:12:35.520]  We know things are bad, worse than bad.
[1:12:35.520 --> 1:12:38.520]  They're crazy. It's like everything everywhere is going crazy
[1:12:38.520 --> 1:12:40.520]  so we don't go out anymore.
[1:12:40.520 --> 1:12:43.520]  The house and slowly the world we're living in is getting smaller
[1:12:43.520 --> 1:12:46.520]  and all we say is please at least leave us alone in our living rooms.
[1:12:46.520 --> 1:12:50.520]  Let me have my toaster and my TV and my steel-built and radios
[1:12:50.520 --> 1:12:52.520]  and I won't say anything. Just leave us alone.
[1:12:52.520 --> 1:12:54.520]  Well, I'm not going to leave you alone.
[1:12:54.520 --> 1:12:56.520]  I want you to get mad.
[1:12:58.520 --> 1:13:02.520]  Network television will never be the same.
[1:13:02.520 --> 1:13:04.520]  Go ahead.
[1:13:04.520 --> 1:13:06.520]  Go! Go to the ground!
[1:13:06.520 --> 1:13:08.520]  Go to the ground now!
[1:13:08.520 --> 1:13:10.520]  Get on the ground!
[1:13:10.520 --> 1:13:12.520]  Get on the ground!
[1:13:12.520 --> 1:13:15.520]  Oh, I love this country so much.
[1:13:17.520 --> 1:13:19.520]  The Department of Homeland Security
[1:13:19.520 --> 1:13:22.520]  is apparently on a huge ammo buying spree.
[1:13:22.520 --> 1:13:26.520]  It comes out to like 1.6 billion rounds of ammunition.
[1:13:26.520 --> 1:13:29.520]  Who are they going to fight a war against?
[1:13:29.520 --> 1:13:32.520]  And just really brainwash people into thinking about guns
[1:13:32.520 --> 1:13:34.520]  in a vastly different way.
[1:13:34.520 --> 1:13:38.520]  Multiple sources tell CNN as many as 40 veterans died
[1:13:38.520 --> 1:13:41.520]  while they were waiting for medical care at this VA facility.
[1:13:41.520 --> 1:13:43.520]  Alex Jones may sound crazy,
[1:13:43.520 --> 1:13:46.520]  but still has 300 million YouTube...
[1:13:46.520 --> 1:13:49.520]  well, he has 300 million people that have watched him on YouTube
[1:13:49.520 --> 1:13:52.520]  and this sort of fringe, arch-conservative...
[1:13:52.520 --> 1:13:55.520]  deeply, I think, rapist stream.
[1:13:55.520 --> 1:13:57.520]  Challenge Alex Jones through a boxing match.
[1:13:57.520 --> 1:14:00.520]  Show up with a semi-automatic that you got legally
[1:14:00.520 --> 1:14:05.520]  and pop on the porch just recently.
[1:14:05.520 --> 1:14:07.520]  Hey, listen, I'm here to warn people.
[1:14:07.520 --> 1:14:10.520]  You keep telling me to shut up. This isn't a game.
[1:14:10.520 --> 1:14:13.520]  I want you to get up now.
[1:14:13.520 --> 1:14:16.520]  I want all of you to get up out of your chairs.
[1:14:16.520 --> 1:14:20.520]  I want you to get up right now and go to the window,
[1:14:20.520 --> 1:14:23.520]  open it and stick your head out and yell,
[1:14:23.520 --> 1:14:28.520]  I'm as mad as hell and I'm not going to take this anymore.
[1:14:28.520 --> 1:14:31.520]  Just get up from your chairs right now.
[1:14:31.520 --> 1:14:34.520]  Where are you going? I want to see if anybody is yelling.
[1:14:34.520 --> 1:14:38.520]  Open it and stick your head out and yell and keep yelling.
[1:14:38.520 --> 1:14:40.520]  I'm not going to take it anymore.
[1:14:40.520 --> 1:14:42.520]  I want you to get up right now.
[1:14:42.520 --> 1:14:46.520]  Stick your head out of the window, open it and keep yelling.
[1:14:46.520 --> 1:14:49.520]  I'm not going to take this anymore.
[1:14:49.520 --> 1:14:52.520]  I'm not going to take it anymore.
[1:14:52.520 --> 1:14:54.520]  I'm not going to take it anymore.
[1:14:54.520 --> 1:14:58.520]  I'm not, I'm not going to take it anymore.
[1:14:58.520 --> 1:15:01.520]  I'm mad as hell and I'm not going to take it anymore.
[1:15:01.520 --> 1:15:05.520]  I'm mad as hell and I'm not going to take it anymore.
[1:15:05.520 --> 1:15:08.520]  I'm mad as hell and I'm not going to take it anymore.
[1:15:08.520 --> 1:15:12.520]  I'm mad as hell.
[1:15:12.520 --> 1:15:17.520]  Waging War on Corruption it's Alex Jones
[1:15:17.520 --> 1:15:21.520]  coming to you live from the front lines of the Info War.
[1:15:34.520 --> 1:15:40.520]  Alright, when we come back, we're going to look at the White House in absolute panic
[1:15:40.520 --> 1:15:45.520]  as a second person scales the walls. This time, an Army veteran.
[1:15:45.520 --> 1:15:50.520]  The Wicked Flea When None Pursued. I'm Alex Jones, stay with us.
[1:16:29.520 --> 1:16:33.520]  Tell folks how you got introduced to Super Male and then when Super Female came out.
[1:16:33.520 --> 1:16:34.520]  Tell us what happened.
[1:16:34.520 --> 1:16:39.520]  After I saw such a huge positive change in my husband, I had to try it for myself.
[1:16:39.520 --> 1:16:40.520]  Talk about the effects.
[1:16:40.520 --> 1:16:43.520]  I feel great when I wake up in the morning. I have drive to go to the gym.
[1:16:43.520 --> 1:16:47.520]  I feel like I look better. I feel better. I feel sexier. I love it.
[1:16:47.520 --> 1:16:52.520]  Even if you don't believe in supplements, take the challenge. Get a bottle of Super Male,
[1:16:52.520 --> 1:16:56.520]  a bottle of Super Female. Check it out for yourself. Consult your physician.
[1:16:56.520 --> 1:16:59.520]  Visit infowarslife.com today. This is life changing.
[1:16:59.520 --> 1:17:04.520]  Another major health threat. This one in Toledo, Ohio, where everybody in the entire city
[1:17:04.520 --> 1:17:06.520]  has been told not to drink the water.
[1:17:06.520 --> 1:17:08.520]  Ohio's governor declaring a state of emergency.
[1:17:08.520 --> 1:17:15.520]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[1:17:15.520 --> 1:17:18.520]  If there's a water emergency, will you be prepared?
[1:17:18.520 --> 1:17:21.520]  Panicked residents forming long lines throughout the day.
[1:17:21.520 --> 1:17:26.520]  Well, here at a supermarket in Toledo, you can see the shelves empty where water once was.
[1:17:26.520 --> 1:17:32.520]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[1:17:32.520 --> 1:17:35.520]  Water which will not be available at your local grocery store.
[1:17:35.520 --> 1:17:38.520]  There's a mad dash on right now to stock up on supplies.
[1:17:38.520 --> 1:17:45.520]  The Pro Pure Pro 1 G2.0 water filtration system is a must have for every modern, independently minded household.
[1:17:45.520 --> 1:17:49.520]  Protect your family's safety during an emergency.
[1:17:49.520 --> 1:17:55.520]  Go to infowarsstore.com today to purchase your Pro Pure Pro 1 G2.0 water filtration system
[1:17:55.520 --> 1:17:59.520]  or call 1-88-253-3139.
[1:17:59.520 --> 1:18:03.520]  You've heard about the essential qualities of iodine when it comes to your well-being
[1:18:03.520 --> 1:18:08.520]  and you've read the opinions of top experts regarding this good member of the halogen family.
[1:18:08.520 --> 1:18:14.520]  Still, reports indicate that iodine is absent in sufficient amounts from the daily lives of countless people worldwide.
[1:18:14.520 --> 1:18:18.520]  Now, our extra-strength new nascent iodine formula is here.
[1:18:18.520 --> 1:18:20.520]  Survival Shield X2.
[1:18:20.520 --> 1:18:24.520]  Leading the way into the next generation of super-high-quality nascent iodine,
[1:18:24.520 --> 1:18:30.520]  InfoWars Life Survival Shield X2 is derived from 200-plus million-year-old salt solutions
[1:18:30.520 --> 1:18:33.520]  found more than 7,000 feet below the Earth's surface.
[1:18:33.520 --> 1:18:38.520]  The result is a unique nascent iodine that is both concentrated and free of unwanted additives,
[1:18:38.520 --> 1:18:41.520]  genetically modified ingredients, and completely vegan.
[1:18:41.520 --> 1:18:45.520]  We even pre-screen our Survival Shield X2 iodine for radiation.
[1:18:45.520 --> 1:18:48.520]  Pure, clean, and sourced from deep within the Earth.
[1:18:48.520 --> 1:18:54.520]  X2 nascent iodine is available exclusively at infowarslife.com, infowarstore.com,
[1:18:54.520 --> 1:18:59.520]  or call 1-888-253-3139.
[1:18:59.520 --> 1:19:03.520]  Joe, what do you think about the FBI saying that there is a terror alert on Monday
[1:19:03.520 --> 1:19:05.520]  about a potential for-hood situation?
[1:19:05.520 --> 1:19:08.520]  The police are shoving people, shoving Alex, shoving the crowd.
[1:19:08.520 --> 1:19:10.520]  Here we go, folks. I'm being a sergeant.
[1:19:10.520 --> 1:19:14.520]  Whether it's the radio show, the news websites, documentary films, or the nightly news,
[1:19:14.520 --> 1:19:16.520]  InfoWars is the tip of the spear.
[1:19:16.520 --> 1:19:19.520]  Is this another false-flight-stage attack to take off civil liberties
[1:19:19.520 --> 1:19:22.520]  and put more homeland security by sticking a hand down on the fence on the streets?
[1:19:22.520 --> 1:19:26.520]  It's up to us to set brush fires in the minds of men and women everywhere,
[1:19:26.520 --> 1:19:29.520]  and that's what prisonplanet.tv is designed to do.
[1:19:29.520 --> 1:19:35.520]  You watch the Assad regime is going to be blamed or accused of using chemical weapons
[1:19:35.520 --> 1:19:37.520]  against the so-called rebels.
[1:19:37.520 --> 1:19:41.520]  What we see now is a war against reality. It's a war against the truth.
[1:19:41.520 --> 1:19:47.520]  It's more vital than ever that supporters of freedom become members of prisonplanet.tv
[1:19:47.520 --> 1:19:50.520]  and share their membership with up to 11 friends and family.
[1:19:50.520 --> 1:19:53.520]  Visit infowarsnews.com today.
[1:19:53.520 --> 1:19:58.520]  Become a member, share your membership, and help take the InfoWars to the next level.
[1:20:26.520 --> 1:20:32.520]  All right, in the middle third of the transmission today, we heard a lot of special reports,
[1:20:32.520 --> 1:20:38.520]  because I'd like to showcase really the important analysis and news
[1:20:38.520 --> 1:20:42.520]  from a wide variety of different angles and topics that's covered weeknight,
[1:20:42.520 --> 1:20:46.520]  7 o'clock central, with InfoWars Nightly News.
[1:20:46.520 --> 1:20:48.520]  Again, that's 7 o'clock central.
[1:20:48.520 --> 1:20:53.520]  Prisonplanet.tv is the website you can go there and subscribe. It's $5.95 a month.
[1:20:53.520 --> 1:20:58.520]  11 people can use the same membership, the same passcode.
[1:20:58.520 --> 1:21:00.520]  So share it with your friends and family.
[1:21:00.520 --> 1:21:05.520]  If you are a member, it is so essential to get your friends and family watching the Nightly News.
[1:21:05.520 --> 1:21:12.520]  If you have not become a member, hey, all my films and HD, 19 years of material up on the site.
[1:21:12.520 --> 1:21:16.520]  The site's 14 years old, but we've got stuff that predates it on there.
[1:21:16.520 --> 1:21:22.520]  Ebooks, other documentaries, it's so important to subscribe and support the tip of the spear
[1:21:22.520 --> 1:21:26.520]  when it comes promoting liberty and the First Amendment to vote with your dollars.
[1:21:26.520 --> 1:21:32.520]  So I want to thank all the members of Prisonplanet.tv and all the supporters of InfoWars.com
[1:21:32.520 --> 1:21:35.520]  and Prisonplanet.com and everything we do here.
[1:21:35.520 --> 1:21:41.520]  But now, you're stuck with me here, ladies and gentlemen, this evening,
[1:21:41.520 --> 1:21:49.520]  here in the last few segments, the last three segments, the last 45 minutes of this worldwide broadcast.
[1:21:49.520 --> 1:21:53.520]  And then I'll be back tomorrow, Lord willing, we don't take anything for granted.
[1:21:53.520 --> 1:21:59.520]  We'll be back tomorrow, 11 a.m. Central with the weekday transmission.
[1:21:59.520 --> 1:22:04.520]  First, let me tell you some of the news that is coming up.
[1:22:04.520 --> 1:22:09.520]  And then I want to get to the situation with two different people in the last four days,
[1:22:09.520 --> 1:22:13.520]  scaling the fence at the White House, one of them making it through the front door,
[1:22:13.520 --> 1:22:17.520]  another, an army veteran making it over the fence.
[1:22:17.520 --> 1:22:23.520]  And this is really illustrating what a paper tiger the establishment is
[1:22:23.520 --> 1:22:28.520]  and how they're an absolute abject panic and fear right now,
[1:22:28.520 --> 1:22:34.520]  evacuating the White House over two people scaling the walls.
[1:22:34.520 --> 1:22:39.520]  So I'm going to try to cover that from a bunch of different angles here in just a moment.
[1:22:39.520 --> 1:22:43.520]  And then I'm going to get into this report.
[1:22:43.520 --> 1:22:47.520]  Obama administration blocking information from the press.
[1:22:47.520 --> 1:22:52.520]  That's a big deal because the Associated Press is now complaining and that's the establishment.
[1:22:52.520 --> 1:22:59.520]  And you see an exodus as a socialist and collectivist wanting to get their agenda across
[1:22:59.520 --> 1:23:04.520]  and completed now abandon their Lord and Savior is as Jamie Foxx called him,
[1:23:04.520 --> 1:23:07.520]  Barack Hussein Obama, then Australia.
[1:23:07.520 --> 1:23:09.520]  But this also happened.
[1:23:09.520 --> 1:23:16.520]  We're seeing this happen in Chicago and in Honolulu a few years ago, you can look it up where
[1:23:16.520 --> 1:23:26.520]  the cops and the snitches, poor things in some cases have sex with as many as 60 prostitutes
[1:23:26.520 --> 1:23:36.520]  in one year on their 12 hour shifts as part of then busting the johns that go and use the services.
[1:23:36.520 --> 1:23:38.520]  Look, I'm a libertarian folks.
[1:23:38.520 --> 1:23:42.520]  It's time to decriminalize all this because all you do is let the government get involved
[1:23:42.520 --> 1:23:44.520]  and make it that much more seedy and corrupt.
[1:23:44.520 --> 1:23:45.520]  It's just ridiculous.
[1:23:45.520 --> 1:23:50.520]  But Australia snitch has sex with 60 prostitutes.
[1:23:50.520 --> 1:23:59.520]  It's a taxpayer expense. Approximately 10 Sydney councils have called on his services.
[1:23:59.520 --> 1:24:05.520]  Yeah, then they use it to blackmail the city council people and others that are using the hookers.
[1:24:05.520 --> 1:24:08.520]  And from what I've read in these reports, most of the time they don't even know it's a hooker,
[1:24:08.520 --> 1:24:09.520]  ladies and gentlemen.
[1:24:09.520 --> 1:24:14.520]  I mean, this is all about blackmail, the NSA, they've got similar systems in Europe.
[1:24:14.520 --> 1:24:17.520]  How do you stop this?
[1:24:17.520 --> 1:24:22.520]  You decriminalize it all and you stop getting in people's business.
[1:24:22.520 --> 1:24:28.520]  And then you go after the private federal reserve that engineered over a thousand trillion dollars
[1:24:28.520 --> 1:24:31.520]  of fake derivatives that we've all been signed on to.
[1:24:31.520 --> 1:24:33.520]  That's a crime.
[1:24:33.520 --> 1:24:38.520]  Our government funding Al Qaeda and ISIS, that's a crime.
[1:24:38.520 --> 1:24:46.520]  Not people visiting prostitutes, regardless of what you or I or anybody else may think of it.
[1:24:46.520 --> 1:24:56.520]  And they use the fake Pharisee morality to just create whole new reasons to blackmail and control populations.
[1:24:56.520 --> 1:24:58.520]  That's what all of this is about.
[1:24:58.520 --> 1:25:00.520]  It's what it's always been about.
[1:25:00.520 --> 1:25:04.520]  You've got our government funding Al Qaeda known as ISIS to chop heads off all over the world
[1:25:04.520 --> 1:25:09.520]  and destabilize as we've proved in the first half hour of the last hour.
[1:25:09.520 --> 1:25:12.520]  And you've got the government shipping in narcotics.
[1:25:12.520 --> 1:25:13.520]  You've got all of it.
[1:25:13.520 --> 1:25:14.520]  It's like drugs.
[1:25:14.520 --> 1:25:16.520]  I don't agree with the drug culture.
[1:25:16.520 --> 1:25:18.520]  I'm well known for criticizing it.
[1:25:18.520 --> 1:25:23.520]  But I am for decriminalization because it only lets the government become corrupt.
[1:25:23.520 --> 1:25:25.520]  It's like prohibition.
[1:25:25.520 --> 1:25:26.520]  They made alcohol illegal.
[1:25:26.520 --> 1:25:27.520]  Look it up.
[1:25:27.520 --> 1:25:30.520]  Alcohol use in that ten-year period tripled.
[1:25:30.520 --> 1:25:32.520]  And guess what else tripled?
[1:25:32.520 --> 1:25:34.520]  The mafia exploded in size.
[1:25:34.520 --> 1:25:35.520]  The police became corrupt.
[1:25:35.520 --> 1:25:39.520]  And then when that got done with, they went, oh, let's have drug prohibition now.
[1:25:39.520 --> 1:25:41.520]  And then nobody was really using hard drugs then.
[1:25:41.520 --> 1:25:44.520]  You could buy them at the drug store.
[1:25:44.520 --> 1:25:46.520]  Drug use was much lower statistically.
[1:25:46.520 --> 1:25:49.520]  And so what did they do?
[1:25:49.520 --> 1:25:52.520]  The government, the agency started pushing it.
[1:25:52.520 --> 1:25:53.520]  Oh, yeah.
[1:25:53.520 --> 1:25:58.520]  It was narcotics detectives in New Jersey and New York and other areas of the country.
[1:25:58.520 --> 1:25:59.520]  Look it up.
[1:25:59.520 --> 1:26:01.520]  Who began to push hard drugs on the street.
[1:26:01.520 --> 1:26:03.520]  There wasn't a market, ladies and gentlemen.
[1:26:03.520 --> 1:26:07.520]  People weren't using it.
[1:26:07.520 --> 1:26:08.520]  It's so sick.
[1:26:08.520 --> 1:26:15.520]  It's also government agencies can have a business on the side and corrupt police departments
[1:26:15.520 --> 1:26:18.520]  and the lawyers and the rest of it can have a different.
[1:26:18.520 --> 1:26:20.520]  I'm telling you, that's what gay marriage is all about.
[1:26:20.520 --> 1:26:23.520]  I don't get people's business, what they're doing in their bedroom.
[1:26:23.520 --> 1:26:27.520]  But I'm telling you, folks, this whole gay marriage thing is being pushed by the lawyers
[1:26:27.520 --> 1:26:30.520]  because they want to be able to start getting everybody getting married
[1:26:30.520 --> 1:26:32.520]  so they can get a cut all that money.
[1:26:32.520 --> 1:26:35.520]  I'm telling you, that's what's going on here.
[1:26:35.520 --> 1:26:37.520]  And it makes me want to throw up.
[1:26:37.520 --> 1:26:39.520]  So I guess I've already kind of covered this story.
[1:26:39.520 --> 1:26:44.520]  But I remember reading, they tried to pass a state law two years ago in Hawaii
[1:26:44.520 --> 1:26:49.520]  where cops could have sex with the prostitutes because they were getting caught doing it.
[1:26:49.520 --> 1:26:53.520]  And they tried to say they had to do it as part of investigations.
[1:26:53.520 --> 1:26:58.520]  Do you know what that is when you make UN officials and other people above the law
[1:26:58.520 --> 1:27:01.520]  or feds think they're above the law and try to pass laws to do it
[1:27:01.520 --> 1:27:06.520]  or Congress passes laws to be above the law on insider trading and stuff like that, which they've done.
[1:27:06.520 --> 1:27:08.520]  I mean, how corrupt is that?
[1:27:08.520 --> 1:27:10.520]  Just type into a search engine.
[1:27:10.520 --> 1:27:12.520]  Congress makes themselves exempt from insider trading.
[1:27:12.520 --> 1:27:14.520]  CBS News four years ago.
[1:27:14.520 --> 1:27:17.520]  It's called titles of nobility.
[1:27:17.520 --> 1:27:20.520]  And it's illegal inside the United States.
[1:27:20.520 --> 1:27:23.520]  It's in the Constitution that no titles of nobility can be conferred.
[1:27:23.520 --> 1:27:27.520]  Of course, we got a lot of politicians that get knighted, don't they?
[1:27:27.520 --> 1:27:30.520]  And they get money and they get houses and they get things in England.
[1:27:30.520 --> 1:27:32.520]  Colin Powell and others, it's disgusting.
[1:27:32.520 --> 1:27:39.520]  But modern titles of nobility are the police and others being above the law and being exempt.
[1:27:39.520 --> 1:27:46.520]  In California, over a million state workers, including police, local or considered state as well,
[1:27:46.520 --> 1:27:51.520]  are exempt from the red light cameras and the license plate scanners so that their names aren't in the database
[1:27:51.520 --> 1:27:53.520]  so folks can't stalk them.
[1:27:53.520 --> 1:27:56.520]  Hey, how about my name shouldn't be in a database so I can't get stalked?
[1:27:56.520 --> 1:27:59.520]  How about I get to have a little privacy too?
[1:27:59.520 --> 1:28:03.520]  You guys want to have a big police state where we all live in glass houses,
[1:28:03.520 --> 1:28:05.520]  but you don't want to live in a glass house.
[1:28:05.520 --> 1:28:12.520]  See, they want us all debating black, white, Hispanic, Asian, racism, Christian, Muslim, Jew in fighting,
[1:28:12.520 --> 1:28:14.520]  atheist in fighting.
[1:28:14.520 --> 1:28:18.520]  How about we all just agree that we all live by the same laws and the same rules
[1:28:18.520 --> 1:28:20.520]  and we promote a culture of liberty?
[1:28:20.520 --> 1:28:22.520]  How about that? How about that?
[1:28:22.520 --> 1:28:25.520]  I'm going to go to break, come back with a secret service news.
[1:28:25.520 --> 1:28:29.520]  Ladies and gentlemen, and we're going to get into what's happening at the White House now.
[1:28:29.520 --> 1:28:35.520]  This is a microcosm of the fear that is in the tottering state.
[1:28:35.520 --> 1:28:37.520]  All this and more coming up.
[1:28:37.520 --> 1:28:39.520]  We'll also look at the latest on Ebola.
[1:28:39.520 --> 1:28:44.520]  We'll look at the latest on antidepressants and oh yeah, USA Today.
[1:28:44.520 --> 1:28:46.520]  You got Obamacare?
[1:28:46.520 --> 1:28:48.520]  They're not going to give you your tax refund.
[1:28:48.520 --> 1:28:50.520]  I told you that a few years ago.
[1:28:50.520 --> 1:28:54.520]  Now it's in USA Today.
[1:28:54.520 --> 1:28:56.520]  We'll be right back.
[1:28:56.520 --> 1:29:25.520]  We'll be right back.
[1:29:26.520 --> 1:29:55.520]  We'll be right back.
[1:29:59.520 --> 1:30:04.520]  Using unparalleled research in the development of a synergistic formulation
[1:30:04.520 --> 1:30:09.520]  based around the key concepts of super oxygenation, the next level in cleansing is here.
[1:30:09.520 --> 1:30:12.520]  With key ingredients backed by real clinical studies,
