[00:00:00.189 --> 00:00:02.573]  I think so.
[00:54:57.778 --> 00:55:04.883]  They may be different, but I want to ask the audience to use its comparative logic to come to an intelligent conclusion.
[00:55:05.640 --> 00:55:11.223]  First off, the doctor had mentioned that they're waiting for another event to occur.
[00:55:11.223 --> 00:55:16.606]  Well, we all know if we've been watching TV this weekend that the heat has been turned up on Iran.
[00:55:16.606 --> 00:55:22.390]  I watch news reports in which all of a sudden Iran is supposed to have this missile torpedo.
[00:55:22.390 --> 00:55:28.774]  The unembedded press reports that there are rumors coming out of 10 Downing Street of the United States.
[00:55:29.514 --> 00:55:33.215]  No, I mean, they're saying that Iran is going to be attacked.
[00:55:33.215 --> 00:55:36.517]  It may be this month or next year, but it's going to come.
[00:55:36.517 --> 00:55:38.017]  200 sites are going to get slammed.
[00:55:38.017 --> 00:55:45.580]  And they're claiming they have super EMP bombs like Saddam's rail gun, just more Buck Rogers bull.
[00:55:45.580 --> 00:55:48.401]  Do you have a comment or question for Dr. Bowman?
[00:55:48.965 --> 00:55:56.232]  Well, I would like to solicit the doctor's comment, but I also would like to get on to some other points that are very important.
[00:55:56.232 --> 00:55:57.533]  Okay, well that's one question on that.
[00:55:57.533 --> 00:55:58.514]  What's the next point?
[00:55:58.514 --> 00:56:00.516]  Okay, the next point is this.
[00:56:00.516 --> 00:56:06.761]  As reported in the New York Times Magazine on March the 12th, six degrees of separation.
[00:56:06.761 --> 00:56:10.445]  The government is coming up very soon with a new matrix database system.
[00:56:11.107 --> 00:56:16.288]  In which basically the standard set for it is that everybody will appear culpable in being there.
[00:56:16.288 --> 00:56:23.109]  Now the amazing thing about it, and I ask your audience to consider on the face of it how preposterous this is.
[00:56:23.109 --> 00:56:31.331]  The NSA has a database in which they say 325,000 people in this country are potential terrorists.
[00:56:31.331 --> 00:56:38.932]  Now if you were to believe that 325,000 people in the United States are terrorists, then you would have to buy into a preposterous belief
[00:56:39.492 --> 00:56:49.900]  That we have an army of terrorists on American soil that is almost three times or more than three times the size of the American army on the ground in Iraq.
[00:56:49.900 --> 00:56:51.882]  And for four and a half years they haven't struck us.
[00:56:51.882 --> 00:56:55.244]  And then you look at the London bombing and that was clearly MI5, MI6.
[00:56:55.244 --> 00:56:57.366]  That's now been confirmed conclusively.
[00:56:57.366 --> 00:56:58.487]  Dr. Bowman, thanks for the call.
[00:56:58.487 --> 00:57:00.889]  Ron, can you comment on both those points?
[00:57:00.889 --> 00:57:05.792]  Well, I believe that they want very much to attack Iran and
[00:57:07.439 --> 00:57:10.301]  We've got to prevent that.
[00:57:10.301 --> 00:57:25.288]  I would like, with some of the time that we have left, to comment on what is going on now in Iraq and what we should do about that and how that dovetails into preventing an attack against Iran.
[00:57:25.288 --> 00:57:30.651]  What do you think about all these databases tracking Americans, the Real ID Act?
[00:57:30.651 --> 00:57:35.334]  Well, that goes along with the whole Patriot Act and trying to
[00:57:36.845 --> 00:57:43.168]  Limit the freedoms of the American people and it's the kind of thing that we should not allow.
[00:57:43.168 --> 00:57:46.889]  Ron Paul, many others have said we're in danger of a dictatorship and a total takeover.
[00:57:46.889 --> 00:57:47.969]  Do you agree?
[00:57:47.969 --> 00:57:49.330]  I do indeed.
[00:57:49.330 --> 00:57:58.834]  I think there's been nothing closer to fascism than what we've seen lately from this government.
[00:57:58.834 --> 00:58:03.975]  Do you believe they're attempting to perfect a literal dictatorship?
[00:58:03.975 --> 00:58:05.116]  It certainly appears that way.
[00:58:06.045 --> 00:58:06.685]  All right, Doctor.
[00:58:06.685 --> 00:58:06.985]  Stay there.
[00:58:06.985 --> 00:58:07.826]  We'll get into Iraq.
[00:58:07.826 --> 00:58:08.786]  We'll get into Iran.
[00:58:08.786 --> 00:58:11.047]  We'll get in before you leave to Star Wars.
[00:58:11.047 --> 00:58:13.148]  I've got a few questions for you on that.
[00:58:13.148 --> 00:58:14.428]  We've got him for 20 more minutes.
[00:58:14.428 --> 00:58:18.610]  Third hour starts in 70 seconds.
[00:58:18.610 --> 00:58:22.851]  Order a copy of this show for your friends and family at GCNlive.com or call 877-300-7645.
[00:58:28.522 --> 00:58:32.264]  Hello folks, Alex Jones here introducing you to the Black Berkey Replacement Elements.
[00:58:32.264 --> 00:58:35.865]  They're new and they're more powerful than any gravity filter element on the market.
[00:58:35.865 --> 00:58:40.027]  These powerful filters fit most gravity filter systems and can be installed in minutes.
[00:58:40.027 --> 00:58:46.590]  Black Berkey Replacement Elements are so powerful they remove pathogenic bacteria, cysts, parasites to non-detectable levels.
[00:58:46.590 --> 00:58:54.493]  The trihalomethanes and volatile organic chemicals such as atrazine, styrene, chloroform, and MTBE are removed below detectable limits.
[00:58:54.913 --> 00:59:00.416]  Black Berkey Filter Elements also reduce nitrates and unwanted metals such as lead, mercury, and aluminum.
[00:59:00.416 --> 00:59:04.559]  Get the Black Berkey Filter Elements, leave in the nutritional minerals that your body needs.
[00:59:04.559 --> 00:59:06.460]  And the Black Berkey Filters are recleanable.
[00:59:06.460 --> 00:59:08.881]  Simply brush them up with Scotch-Brite pads.
[00:59:08.881 --> 00:59:13.564]  Normally $48 each, you get a 2-pack for only $91 or a 4-pack for only $173.
[00:59:13.564 --> 00:59:19.307]  Get the powerful Black Berkey Replacement Filters now by calling New Millennium at 888-803-4438 and tell them Alex Jones sent you.
[00:59:19.307 --> 00:59:19.647]  That's 888-803-4438.
[00:59:25.190 --> 00:59:30.992]  4438, protect your family.
[00:59:30.992 --> 00:59:33.372]  Waging war on corruption.
[00:59:33.372 --> 00:59:38.034]  Alex Jones, on the GCN Radio Network.
[00:59:38.034 --> 00:59:39.094]  Big Brother.
[00:59:44.093 --> 00:59:45.854]  Mainstream media.
[00:59:45.854 --> 00:59:47.615]  Government cover-ups.
[00:59:47.615 --> 00:59:49.196]  You want answers?
[00:59:49.196 --> 00:59:50.117]  Well, so does he.
[00:59:50.117 --> 00:59:54.940]  He's Alex Jones on the GCN Radio Network.
[00:59:54.940 --> 01:00:00.444]  And now, live from Austin, Texas, Alex Jones.
[01:00:00.444 --> 01:00:08.389]  We're now to the third and final hour of this live Monday, April 3rd, 2006 edition, first broadcast of the new month.
[01:00:10.211 --> 01:00:15.316]  And the former head of the Star Wars program, Dr. Robert M. Bowman, joins us.
[01:00:15.316 --> 01:00:18.338]  He's been a presidential candidate on the reform ticket.
[01:00:18.338 --> 01:00:21.341]  He is also running for Congress right now in Florida.
[01:00:21.341 --> 01:00:26.745]  All of his websites, Bowman2006 and others, are up on Infowars.com right now.
[01:00:26.745 --> 01:00:28.047]  He'll be with us now for the next 20 minutes.
[01:00:29.156 --> 01:00:34.777]  Getting into his views on Iraq, Iran, and what's really happening over in Iraq.
[01:00:34.777 --> 01:00:38.358]  And then before he leaves us, I've also got a few questions about Inside Star Wars.
[01:00:38.358 --> 01:00:46.060]  And then we've got Bob Dacey joining us in the last 30 minutes of the broadcast to talk about his confrontation with Chairman Keene last Friday with my crew as well.
[01:00:46.060 --> 01:00:52.061]  We'll have some audio clips of part of his speech, the question and answer, all of it, the press conference, it's just amazing stuff.
[01:00:52.061 --> 01:00:53.882]  So that's coming up in T-minus 29 minutes.
[01:00:55.882 --> 01:00:58.144]  Right now, going back to Dr. Bowman, you've got the floor, sir.
[01:00:58.144 --> 01:01:02.468]  Give us your view on Iraq, where it's going, where Iran's going.
[01:01:02.468 --> 01:01:04.990]  Okay.
[01:01:04.990 --> 01:01:13.357]  I joined the Air Force to protect our borders and our people, not the financial interests of Folgers, Chiquita Banana, Exxon, and Halliburton.
[01:01:13.357 --> 01:01:16.119]  I think we've had enough corporate wars.
[01:01:16.119 --> 01:01:17.741]  That's what Iraq is.
[01:01:17.741 --> 01:01:24.146]  I say no more Iraqs, no more El Salvador's, no more Kosovo's, no more Columbia's, and no Iran.
[01:01:24.986 --> 01:01:29.328]  You know, these are not isolated incidents of stupidity.
[01:01:29.328 --> 01:01:37.393]  They're part of a long, bloody history of foreign policy being conducted for the financial interests of the wealthy few.
[01:01:37.393 --> 01:01:39.914]  And it's a new form of colonialism.
[01:01:39.914 --> 01:01:41.735]  It violates our Constitution.
[01:01:41.735 --> 01:01:43.556]  It endangers our people.
[01:01:43.556 --> 01:01:44.977]  It mortgages our future.
[01:01:44.977 --> 01:01:46.758]  It wastes our youth.
[01:01:46.758 --> 01:01:48.478]  And it is treason.
[01:01:48.478 --> 01:01:49.499]  And it must be stopped.
[01:01:49.913 --> 01:01:52.195]  And it destroys the good name of America.
[01:01:52.195 --> 01:01:53.516]  Absolutely.
[01:01:53.516 --> 01:01:54.337]  Absolutely.
[01:01:54.337 --> 01:01:56.679]  We're being isolated in the world.
[01:01:56.679 --> 01:01:59.101]  We're an outcast among the nations.
[01:01:59.101 --> 01:02:04.405]  We're the number one rogue nation on Earth.
[01:02:04.405 --> 01:02:14.653]  Well, people ask me, you know, why on Earth I'm running for Congress, Democrat, down here in Florida.
[01:02:14.653 --> 01:02:18.196]  As a pilot who flew 101 combat missions in Vietnam,
[01:02:18.820 --> 01:02:26.886]  I swear to uphold the Constitution of the United States against all enemies, foreign and domestic, and that includes a renegade president.
[01:02:26.886 --> 01:02:38.174]  I think it's time for George W. Bush, Dick Cheney, Donald Rumsfeld, Condoleezza Rice, and the whole oil mafia to be removed from office and indicted for treason.
[01:02:38.174 --> 01:02:42.117]  And if I get elected to Congress, I'm going to go in that direction.
[01:02:42.873 --> 01:02:50.738]  We owe it to the men and women serving in Iraq to end our occupation, restore our credibility and honor, and bring them home.
[01:02:50.738 --> 01:02:57.983]  And the only way to do that is to give up control of the Iraqi oil, give up control of the rebuilding contracts,
[01:02:58.729 --> 01:03:02.792]  And give up the 14 permanent military bases we're building in Iraq.
[01:03:02.792 --> 01:03:08.096]  Those are the three reasons that we went into Iraq in the first place.
[01:03:08.096 --> 01:03:09.397]  Why are they so arrogant?
[01:03:09.397 --> 01:03:14.960]  I mean, they know that 70 plus percent are now against them and they just seem to have more hubris than ever.
[01:03:14.960 --> 01:03:19.404]  Well, you know, those things are what they really went to war for in the first place.
[01:03:19.404 --> 01:03:24.927]  It was the reason for 9-11 is to give them an excuse to go into Iraq.
[01:03:24.927 --> 01:03:25.608]  It was their
[01:03:26.215 --> 01:03:28.376]  You know, New Pearl Harbor.
[01:03:28.376 --> 01:03:34.538]  And they're not going to get out unless they're forced out.
[01:03:34.538 --> 01:03:55.645]  If we had a Congress that served the needs of the American people and served the Constitution of the United States, instead of giving an appointed president a blank check to go in there, the members of Congress would say, hell no, and they would refuse any money to continue that war.
[01:03:56.112 --> 01:04:12.675]  What they can do now is say, we will provide money for armor for our troops, we'll provide money for safely extracting them from that quagmire while they're still alive, but we will not appropriate another dime
[01:04:13.951 --> 01:04:18.515]  To go over there and get our troops killed for your oil.
[01:04:18.515 --> 01:04:19.115]  Bravo!
[01:04:19.115 --> 01:04:19.716]  We got a break.
[01:04:19.716 --> 01:04:23.699]  We'll come back with our final segment with Dr. Bowman.
[01:04:23.699 --> 01:04:30.644]  We'll get more into Iraq, more into Iran, and how to stop these neocons and their democratic accomplices on the other side.
[01:04:30.644 --> 01:04:35.288]  The websites are InfoWars.com, PrisonPlanet.tv, and InfoWars.net.
[01:04:35.288 --> 01:04:35.708]  Check them out.
[01:04:39.597 --> 01:04:42.698]  There is a secret that holds the world's destiny in its grasp.
[01:04:42.698 --> 01:04:44.619]  Hello my friends, Alex Jones here.
[01:04:44.619 --> 01:04:49.620]  Learn that secret with my new film, Martial Law 9-11 Rise of the Police State.
[01:04:49.620 --> 01:04:54.481]  Martial Law plumbs the depths of the New World Order's ideology, their philosophy.
[01:04:54.481 --> 01:04:58.883]  Out of the ashes of the September 11th tragedy, a dark empire of war and tyranny has risen.
[01:04:58.883 --> 01:05:01.804]  The Constitution has been shredded, and America is now a police state.
[01:05:01.804 --> 01:05:06.425]  This film exposes not just who was behind the 9-11 attacks, but the roots and history of its orchestrators.
[01:05:06.425 --> 01:05:06.905]  We're good to go.
[01:05:26.516 --> 01:05:29.357]  Or visit InfoWars.com and the secure shopping cart.
[01:05:29.357 --> 01:05:32.777]  That's InfoWars.com or 888-253-3139.
[01:05:32.777 --> 01:05:38.919]  Or watch the film right now online at PrisonPlanet.tv.
[01:05:38.919 --> 01:05:40.659]  Hello folks, Alex Jones here.
[01:05:40.659 --> 01:05:44.920]  You know, Berkey water filters have been removing pathogenic bacteria for years.
[01:05:44.920 --> 01:05:47.861]  But what about those unhealthy chemicals and heavy metals in your water?
[01:05:47.861 --> 01:05:54.542]  The powerful black Berkey purification elements fit most gravity filters and dramatically increase their power to extract waterborne contaminants.
[01:05:54.642 --> 01:05:55.082]  I think so.
[01:06:10.452 --> 01:06:11.173]  We're good to go.
[01:06:38.493 --> 01:06:40.955]  David J. Smith for Newswatch Magazine.
[01:06:40.955 --> 01:06:53.263]  Did you know that a semi-secret organization called the Council on Foreign Relations was founded in 1921 by Marxist Colonel Edward Mandel House, who was the personal advisor to President Woodrow Wilson?
[01:06:53.263 --> 01:06:58.667]  Its objective was to capture the foreign policy section of the State Department to help direct U.S.
[01:06:58.667 --> 01:07:02.450]  influence in the overthrow of targeted nations for communism.
[01:07:03.330 --> 01:07:08.314]  They were successful in the overthrow of Cuba and the Union of South Africa and many others.
[01:07:08.314 --> 01:07:12.458]  They control foreign policy in America this very moment in time.
[01:07:12.458 --> 01:07:22.526]  We'd like to help you understand how these things are coming to pass and how they'll affect you by offering you an absolutely free one-year subscription to Newswatch Magazine.
[01:07:22.526 --> 01:07:23.987]  Just call our toll-free number 1-800-516-8736.
[01:07:23.987 --> 01:07:24.327]  That's 1-800-516-8736.
[01:07:30.872 --> 01:07:35.054]  516-8736.
[01:07:35.054 --> 01:07:43.058]  Operators are standing by to receive your call.
[01:07:43.058 --> 01:07:44.359]  Big Brother.
[01:07:44.359 --> 01:07:46.140]  Mainstream media.
[01:07:46.140 --> 01:07:47.901]  Government cover-ups.
[01:07:47.901 --> 01:07:49.482]  You want answers?
[01:07:49.482 --> 01:07:50.442]  Well, so does he.
[01:07:50.442 --> 01:07:55.225]  He's Alex Jones on the GCN Radio Network.
[01:07:55.225 --> 01:07:59.287]  And now, live from Austin, Texas, Alex Jones.
[01:08:04.171 --> 01:08:12.216]  Engaging the global control freaks, the corporatists, the global fascists that fund both sides of the political paradigm.
[01:08:12.216 --> 01:08:16.098]  Engaging them at point-blank range in the info war.
[01:08:16.098 --> 01:08:21.661]  Smashing their capital ships that pump out the lies, discrediting their frauds.
[01:08:21.661 --> 01:08:27.885]  More and more people coming forward, speaking out, calling for treason charges, calling for the arrest of these criminals.
[01:08:28.524 --> 01:08:36.211]  We're trying to derail an attempt at a Nazi Germany slash Sovietized style takeover of the planet.
[01:08:36.211 --> 01:08:39.675]  Make no mistake, that's all those were in the past were other examples of empire.
[01:08:40.601 --> 01:08:44.863]  And we are here with this neo-colonialism where we're being colonized as well.
[01:08:44.863 --> 01:08:47.363]  So many Americans think, oh yeah, we are getting our oil.
[01:08:47.363 --> 01:08:50.044]  I hear them on talk radio, but good, we're the empire.
[01:08:50.044 --> 01:08:51.185]  As if you're part of that.
[01:08:51.185 --> 01:08:51.845]  No!
[01:08:51.845 --> 01:08:53.405]  You're going to have your pension funds taken.
[01:08:53.405 --> 01:08:59.788]  You're going to have your taxes taken to pay for multinational corporations to go around raping everyone.
[01:08:59.788 --> 01:09:09.111]  It's our final segment with Dr. Bob Bowman, former head of Star Wars program, and he's running for Congress right now.
[01:09:10.382 --> 01:09:15.644]  He's exposed 9-11, talking about the inside job and all the evidence that points at that in the last hour.
[01:09:15.644 --> 01:09:17.625]  Powerful revelations.
[01:09:17.625 --> 01:09:21.387]  We've got links to his different websites at InfoWars.com right now.
[01:09:22.934 --> 01:09:37.081]  Sir, talking about global empire, talking about these global corporations, they've got to know that they're endangering the entire stability of the planet and our very civilization by their wild gambles for more power and control.
[01:09:37.081 --> 01:09:38.862]  Do you think they'll be able to attack Iran?
[01:09:38.862 --> 01:09:42.143]  Do you think they're going to be able to get that launched?
[01:09:42.143 --> 01:09:51.828]  Well, I sure hope not, but at this point I'm not sure how we can stop them, except I have
[01:09:52.418 --> 01:09:58.380]  Great hopes that the people in the military can put a stop to it.
[01:09:58.380 --> 01:10:00.421]  Got a little story for you.
[01:10:00.421 --> 01:10:13.807]  At least twice in our recent history, the military chain of command within the White House has essentially prevented World War III.
[01:10:13.807 --> 01:10:17.548]  They took the button out of the hands of the President.
[01:10:17.548 --> 01:10:21.890]  One time was under Richard Nixon when he was
[01:10:22.469 --> 01:10:29.213]  Under threat of impeachment, and he was very unstable at that point.
[01:10:29.213 --> 01:10:46.202]  And the people within the White House, I know because they're friends of mine, the people who had the football and could initiate nuclear war, talked to each other and said, what are we going to do, you know, if he says nuke the Russians?
[01:10:46.202 --> 01:10:47.923]  And this happened again under Reagan.
[01:10:49.798 --> 01:10:56.124]  They made up the, they decided that, you know, first there'd be the question, why sir?
[01:10:56.124 --> 01:11:00.248]  And unless there was a damn good answer, nothing was going to happen.
[01:11:00.248 --> 01:11:10.538]  Because they took the same oath I did to defend the Constitution of the United States and protect it against all enemies, foreign and domestic.
[01:11:10.538 --> 01:11:13.261]  That's right, you follow that, you don't follow the Fuhrer.
[01:11:13.968 --> 01:11:14.928]  That's right.
[01:11:14.928 --> 01:11:34.211]  So I am hopeful that there will be enough people in the Pentagon and generals willing to be fired like General Shinseki was, who dared tell the truth about what it would take to pacify Iraq.
[01:11:34.211 --> 01:11:43.333]  Willing to be fired to say the truth and not do something which is illegal, immoral, unconstitutional,
[01:11:43.960 --> 01:11:46.883]  Against the Nuremberg Principles and a war crime.
[01:11:46.883 --> 01:11:49.826]  Well, let me raise that point that you just brought up.
[01:11:49.826 --> 01:11:57.312]  Even Secretary White, who was a crook involved with Enron and the fake trading and the rest of it, they appointed their own crony as Secretary of the Army.
[01:11:57.312 --> 01:12:01.536]  He said, look, all my generals say 400,000 troops and will still probably fail.
[01:12:01.536 --> 01:12:04.619]  And they said, I want your resignation tomorrow.
[01:12:04.619 --> 01:12:07.522]  It's the same thing with the Shinseki and others canning him.
[01:12:07.522 --> 01:12:08.623]  I mean, even people that are
[01:12:13.394 --> 01:12:37.264]  Well, I'm just hoping that there are enough people in the military, and I know a lot of them, and I have great respect for them, that are willing to get themselves fired before getting this country into another quagmire, another war of aggression.
[01:12:39.338 --> 01:12:44.281]  God help us and God grant us regime change in Washington, D.C.
[01:12:44.281 --> 01:12:55.808]  Did your sources back during Nixon and Reagan say that, I mean, certainly Nixon has come out with planning to bomb his own convention to blame it on his political enemies.
[01:12:55.808 --> 01:12:57.469]  That's admitted.
[01:12:57.469 --> 01:13:03.793]  And I know that he was in some danger of starting a war in the Middle East just to get himself extricated from all of this.
[01:13:03.793 --> 01:13:08.136]  Are you saying that from your sources when you were, you know, later the head of
[01:13:09.275 --> 01:13:13.878]  Well, I guess the Space Command and the whole, uh, Star Wars secret project at the time.
[01:13:13.878 --> 01:13:25.547]  You're saying you've been told by high-level sources that, I mean, was there a concern he'd do it because he was on all those meds going crazy, talking to himself, or was there some type of inkling that he might attack somebody to get out of hot water?
[01:13:25.547 --> 01:13:28.889]  Uh, a little of both.
[01:13:28.889 --> 01:13:29.890]  Well, see, that's what I'm afraid of.
[01:13:29.890 --> 01:13:32.652]  I don't, I think the neocons have decided they're gonna do whatever it takes.
[01:13:33.448 --> 01:13:40.172]  Well, I'm pleading with our military chain of command to defend the Constitution of the United States and our people and their own troops by disobeying any
[01:14:03.488 --> 01:14:14.920]  Order which is illegal and God knows the order to do an aggressive war is an illegal order.
[01:14:14.920 --> 01:14:21.046]  Well, Dr. Bellman, it's almost like we're in Nazi Germany and we're having to hope the high command does something.
[01:14:21.046 --> 01:14:23.008]  I mean, we've gotten into a situation.
[01:14:23.008 --> 01:14:25.491]  And 9-11 was our Reichstag fire.
[01:14:28.906 --> 01:14:38.033]  So, I mean, we're here in this Twilight Zone-type atmosphere where we're having to beg people to not do it.
[01:14:38.033 --> 01:14:49.442]  Let me bring up Star Wars, because I was reading some accounts about when you were the head of the Star Wars program, you even had the top brass say, look, when you leave here, go warn everybody and stop this.
[01:14:49.442 --> 01:14:50.763]  Tell us that story.
[01:14:50.763 --> 01:14:56.647]  Of course, nothing classified, but whatever you can tell us that you've already said before, and then anything new you can tell us.
[01:15:00.547 --> 01:15:04.008]  When I retired, I felt good about what we had done.
[01:15:04.008 --> 01:15:21.334]  The Star Wars program was a quiet, super-secret research program to understand the technology and develop countermeasures and know what the Russians might be able to do and to develop the bits and pieces, just in case the answer changed.
[01:15:21.334 --> 01:15:28.477]  But the answer we got from our strategic studies was, forget the technology.
[01:15:29.435 --> 01:15:44.584]  Uh, if you were successful technically in building this thing, it would be against our national security interests because it's useless in the hands of an innocent party sitting back trying to protect himself because it's so vulnerable.
[01:15:44.584 --> 01:15:47.345]  It's only useful in the hands of an aggressor.
[01:15:47.345 --> 01:15:49.086]  It's only good in snake attacks.
[01:15:49.086 --> 01:15:50.147]  Yeah.
[01:15:50.147 --> 01:15:55.030]  And so, uh, I reported that to our government in 1977 and
[01:15:58.244 --> 01:16:13.321]  Uh, what happened was that after I retired at 78, all of a sudden Reagan gets elected and with him pulling his strings are the people that we in the military used to call the lunatic fringe.
[01:16:13.321 --> 01:16:17.986]  Crazy George Keegan, General Danny Graham, Edward Teller.
[01:16:19.123 --> 01:16:30.270]  And these folks got him to do Star Wars, and I think convinced him that he invented the idea, which he, of course, claimed in his March 23rd, 1983 speech.
[01:16:30.270 --> 01:16:39.815]  Well, yeah, 1979 at Bohemian Grove, Time Magazine reported they came to him and said, we've already got this program, call it Star Wars.
[01:16:39.815 --> 01:16:45.218]  Well, I called it Star Wars in 1977 in my secret report to the government.
[01:16:45.218 --> 01:16:46.399]  So you're the guy that coined it?
[01:16:46.969 --> 01:16:59.176]  But it was independently coined, I'm sure, later by critics after Reagan's speech, because he didn't call it Star Wars.
[01:16:59.176 --> 01:17:07.881]  But the fact of the matter is that after his Star Wars speech, I continued to speak out.
[01:17:07.881 --> 01:17:13.785]  I was speaking out very cautiously in 81 and 82 about the dangers of weapons in space.
[01:17:14.822 --> 01:17:23.786]  After Star Wars 3, I really got busy and Reagan's own Joint Chiefs of Staff called me in and said, we can't say anything.
[01:17:23.786 --> 01:17:30.868]  There's a gag order on everybody on active duty and even anybody who retired after Reagan took office.
[01:17:30.868 --> 01:17:31.849]  We can't say a thing.
[01:17:31.849 --> 01:17:32.869]  We can't write anything.
[01:17:33.502 --> 01:17:35.043]  You retired in time.
[01:17:35.043 --> 01:17:38.386]  You've got to warn the American people about this military lunacy.
[01:17:38.386 --> 01:17:39.267]  So I did.
[01:17:39.267 --> 01:17:46.854]  Now they were worried because, and correct me if I'm wrong, Doctor, because this would just cause a weapons race in space, something that hadn't been weaponized yet.
[01:17:46.854 --> 01:17:55.341]  And as you said, it would allow the Russians then to have a sneak attack capability and it was only good for us in a sneak attack offensive capability.
[01:17:55.341 --> 01:17:55.861]  That's right.
[01:17:55.861 --> 01:17:56.222]  And of course,
[01:17:57.943 --> 01:18:06.905]  We always believed, we in the military believed, that we were the good guys, that we weren't going to start a nuclear war, that we wouldn't be the aggressors.
[01:18:06.905 --> 01:18:10.506]  And so, these weapons were useless to us.
[01:18:10.506 --> 01:18:13.547]  They were only valuable to an aggressor.
[01:18:13.547 --> 01:18:21.468]  And we know that the people that were pulling Reagan's strings, that's exactly what they wanted.
[01:18:21.468 --> 01:18:22.989]  They wanted to be the aggressor.
[01:18:22.989 --> 01:18:24.789]  They wanted to start a nuclear war.
[01:18:26.176 --> 01:18:26.877]  I think so.
[01:18:41.710 --> 01:18:43.712]  Uh, anyway, I did speak out.
[01:18:43.712 --> 01:18:49.519]  I gave over 5,000 speeches around the country about Reagan's Star Wars scheme.
[01:18:49.519 --> 01:19:00.531]  And that really got me, of course, it got me out of industry, it got me out of, you know, the mainstream, and I became a
[01:19:01.425 --> 01:19:04.106]  I'm a permanent whistleblower and troublemaker.
[01:19:04.106 --> 01:19:05.727]  And that's what I still am.
[01:19:05.727 --> 01:19:06.908]  How far can you go?
[01:19:06.908 --> 01:19:11.990]  And if I can, I want to hold you for five more minutes, sir, to the other side, because we've got Bob Daisy coming up, because I want to be able to answer this question.
[01:19:11.990 --> 01:19:17.793]  But when we get back, I want to know just how much you can tell us about what we know is up there right now.
[01:19:17.793 --> 01:19:20.154]  X-ray lasers?
[01:19:20.154 --> 01:19:21.195]  Hydrogen bombs?
[01:19:21.195 --> 01:19:22.955]  Or are they planning to put that in space?
[01:19:22.955 --> 01:19:26.377]  Or is it just missile killers or particle beams?
[01:19:26.377 --> 01:19:28.198]  You know, what have they put up there?
[01:19:28.198 --> 01:19:29.118]  We'll be right back.
[01:19:29.118 --> 01:19:30.139]  Final segment with
[01:19:31.255 --> 01:19:32.338]  Dr. Bob Bowman.
[01:19:32.338 --> 01:19:34.864]  We can link through to his website at m4wars.com.
[01:19:34.864 --> 01:19:35.265]  Stay with us.
[01:19:39.093 --> 01:19:50.000]  The Berkey Light's unique design combines the age-old process of microporous filtration coupled with modern state-of-the-art technology and the highest quality materials bringing you the finest water filter available anywhere.
[01:19:50.000 --> 01:19:57.844]  The revolutionary Berkey Light with its exclusive black Berkey filter elements remove pathogenic bacteria, cysts, and parasites to non-detectable levels.
[01:19:57.844 --> 01:20:01.246]  Harmful or unwanted chemicals are reduced to below detectable levels.
[01:20:01.246 --> 01:20:06.930]  And it reduces nitrates and unhealthy minerals like lead and mercury while leaving the nutritional minerals your body needs.
[01:20:07.250 --> 01:20:13.776]  Made of durable lexan, the material used in making bulletproof glass, the system is durable, rugged, and yet attractive.
[01:20:13.776 --> 01:20:17.719]  The Berkey Light is transparent, so there is no guesswork when refilling the system.
[01:20:17.719 --> 01:20:19.801]  The water level is always visible.
[01:20:19.801 --> 01:20:25.986]  The rechargeable LED lighting system is beautiful as a night light, and as necessary in emergency situations.
[01:20:25.986 --> 01:20:29.709]  Get the Berkey Light, the transparent water filter, for only $259 by calling New Millennium at 888-803-4438.
[01:20:34.974 --> 01:20:35.674]  It's toll-free, 888-803-4438.
[01:21:05.374 --> 01:21:11.018]  This detailed report will provide you with financial history on the safest and most profitable areas to invest in.
[01:21:11.018 --> 01:21:16.601]  If you read the report, Midas Resources will send you a free Walking Liberty Silver Half Dollar.
[01:21:16.601 --> 01:21:17.942]  So, what are you waiting for?
[01:21:17.942 --> 01:21:24.106]  Get the facts and call Midas Resources toll-free at 888-292-2709.
[01:21:24.106 --> 01:21:27.008]  That's 888-292-2709.
[01:21:27.008 --> 01:21:32.371]  And remember, if you read the Midas Report, you'll receive a free Walking Liberty Silver Half Dollar.
[01:21:39.375 --> 01:21:44.101]  If you think your engine is safe by having the oil changed every 3,000 miles, think again.
[01:21:44.101 --> 01:21:47.845]  Every time you start your car, your engine creates friction between the moving parts.
[01:21:47.845 --> 01:21:55.935]  These moving parts wear against each other, and the result is small metal particles circulating through your oil, causing premature wear and damage to your engine.
[01:21:56.195 --> 01:22:02.140]  Oil filters do a good job of trapping the large metal particles, but they will not trap the most harmful tiny particles.
[01:22:02.140 --> 01:22:07.664]  These tiny particles circulate constantly through your oil, and over time your engine begins to show signs of wear.
[01:22:07.664 --> 01:22:10.006]  This is why you need the Filter Mag.
[01:22:10.006 --> 01:22:22.155]  The Filter Mag is a powerful magnet that holds itself to the outside of your oil filter, trapping the tiny metal particles to the inside wall of the filter, extending the life of your oil and ultimately extending the life of your engine.
[01:22:22.375 --> 01:22:27.017]  The reusable FilterMag is maintenance-free, installs in two seconds, and lasts forever.
[01:22:27.017 --> 01:22:28.157]  So what are you waiting for?
[01:22:28.157 --> 01:22:29.898]  Go to FilterMag.com.
[01:22:29.898 --> 01:22:31.959]  That's FilterMag.com.
