[00:00.000 --> 00:20.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN radio network.
[01:03:05.000 --> 01:03:09.000]  He'd be a moderate in 1920.
[01:03:09.000 --> 01:03:15.000]  It's just that the, I mean, Jack Kennedy cut taxes in the major bracket by 50%.
[01:03:15.000 --> 01:03:19.000]  The other brackets, 30%.
[01:03:19.000 --> 01:03:22.000]  Can you imagine if Rand Paul called for cutting taxes, 50%.
[01:03:22.000 --> 01:03:27.000]  He's called for abolishing the IRS and auditing the Federal Reserve and stuff like that.
[01:03:27.000 --> 01:03:31.000]  But I mean, he's just basically called for not raising taxes.
[01:03:31.000 --> 01:03:33.000]  And that's like, oh my gosh.
[01:03:33.000 --> 01:03:37.000]  And we caught the Democrats dressing up only in hay seat outfits with overhauls.
[01:03:37.000 --> 01:03:38.000]  I could tell it was fake.
[01:03:38.000 --> 01:03:42.000]  People did image searches and found out Democratic Party operatives in Kentucky
[01:03:42.000 --> 01:03:44.000]  dressed up would come out and say, I don't like blacks.
[01:03:44.000 --> 01:03:46.000]  I like Rand Paul.
[01:03:46.000 --> 01:03:48.000]  I mean, and we caught him in Houston doing it.
[01:03:48.000 --> 01:03:50.000]  This is what they do.
[01:03:50.000 --> 01:03:51.000]  They false flag.
[01:03:51.000 --> 01:04:00.000]  A lot worse than fictitious characters like Francis Underwood.
[01:04:00.000 --> 01:04:04.000]  I mean, the only problem with that show is it acts like there's just a bunch of lobbyists in power interest.
[01:04:04.000 --> 01:04:09.000]  No, it's centralized mega banks around the show Goldman Sachs and JP Morgan.
[01:04:09.000 --> 01:04:11.000]  They fund the gun control groups.
[01:04:11.000 --> 01:04:12.000]  They fund the open borders.
[01:04:12.000 --> 01:04:15.000]  They fund your five year old being taught.
[01:04:15.000 --> 01:04:19.000]  Not how to add two plus two, but how to.
[01:04:19.000 --> 01:04:24.000]  Well, you know what he says to him when he first lines up full metal jacket.
[01:04:24.000 --> 01:04:28.000]  Now they got drill sergeants in there saying the opposite.
[01:04:28.000 --> 01:04:33.000]  And all I'm saying is, is that's not the place in these schools.
[01:04:33.000 --> 01:04:35.000]  It's just reached crazy town.
[01:04:35.000 --> 01:04:39.000]  We're going to come back and take your phone calls and get to this video audio clip.
[01:04:39.000 --> 01:04:42.000]  A Tony Blair.
[01:04:42.000 --> 01:04:44.000]  It's pretty shocking, but it's far for the course.
[01:04:44.000 --> 01:04:46.000]  It's all coming up.
[01:04:46.000 --> 01:04:51.000]  I'm Alex Jones and you're listening to the Alex Jones show.
[01:04:51.000 --> 01:04:53.000]  We're live this Sunday, four to six.
[01:04:53.000 --> 01:04:54.000]  I'll be back tomorrow.
[01:04:54.000 --> 01:04:59.000]  We're willing live 11 a.m. Central.
[01:04:59.000 --> 01:05:00.000]  Hey, how you doing?
[01:05:00.000 --> 01:05:01.000]  Good brother.
[01:05:01.000 --> 01:05:03.000]  Just recently start using your products.
[01:05:03.000 --> 01:05:05.000]  Everything you said about him is correct.
[01:05:05.000 --> 01:05:09.000]  Me and my wife both use a lot of them and it's made a lot of changes in our lives here.
[01:05:09.000 --> 01:05:10.000]  Well, thank you, brother.
[01:05:10.000 --> 01:05:14.000]  It's because it also funds our operation, but doing that, I know I'm going to have the highest quality.
[01:05:14.000 --> 01:05:22.000]  Super male vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[01:05:22.000 --> 01:05:27.000]  We do the super male and the super female vitality, big changes, a lot of energy.
[01:05:27.000 --> 01:05:31.000]  We've gotten off to the cheap energy drinks, energy shots, they've got a ton of money there.
[01:05:31.000 --> 01:05:39.000]  Sourced from powerful organic herbs, harvested around the planet and then concentrated or maximum potency.
[01:05:39.000 --> 01:05:45.000]  They want to stun and dumb down and energy drinks and stuff, just cover that up for a while, but then burn you out in my experience.
[01:05:45.000 --> 01:05:49.000]  Whereas stuff that gets your glands naturally going goes right to the source.
[01:05:49.000 --> 01:05:51.000]  So it's pretty exciting and I love it.
[01:05:51.000 --> 01:06:11.000]  Visit infowarsalife.com today to secure your super male vitality and other powerful products from InfoWars Life.
[01:06:22.000 --> 01:06:31.000]  Well, Hillary Clinton's come out and said, quote, the deck is still stacked in favor of those at the top.
[01:06:31.000 --> 01:06:39.000]  And since the Clinton's got in power, you see an acceleration of the elite having most the money.
[01:06:39.000 --> 01:06:47.000]  And that very elite are busy trying to blame the middle class as much as they can for the inequity.
[01:06:47.000 --> 01:06:55.000]  When it's the middle class that is the known ladder for the working class into prosperity and the bigger your middle class, the more prosperous your country is.
[01:06:55.000 --> 01:07:03.000]  In our middle class, the last 30 years has constricted at a very accelerated rate by every metric.
[01:07:03.000 --> 01:07:05.000]  She comes out and says she wants to be the champion.
[01:07:05.000 --> 01:07:13.000]  I've got her disgusting quotes right on last hour of the little person and wants to expand the middle class.
[01:07:13.000 --> 01:07:19.000]  All you're going to hear is vote for her here against women, just like vote for Obama or your racist.
[01:07:19.000 --> 01:07:26.000]  And if they can, they'll run some shill like Jeb Bush against her, just like they ran McCain and others against Obama.
[01:07:26.000 --> 01:07:29.000]  But this time we have real candidate in Rand Paul.
[01:07:29.000 --> 01:07:31.000]  I mean, I know he's a good man. I've known him for 20 years.
[01:07:31.000 --> 01:07:37.000]  They make a big deal about that in the news like I'm some horrible person and they say he's a horrible person.
[01:07:37.000 --> 01:07:42.000]  They say Ted Cruz is a horrible person because he said there were death panels in Obamacare, which they admit there are.
[01:07:42.000 --> 01:07:47.000]  It's like they're horrible. They say fish live in the ocean. Oh, how discredited.
[01:07:47.000 --> 01:07:53.000]  When Obama gets up on TV and says you didn't build your business and if you raise the debt limit, it doesn't raise the debt.
[01:07:53.000 --> 01:07:55.000]  I mean, it's just a confidence game.
[01:07:55.000 --> 01:08:00.000]  And I look at infowars.com and a photo of Hillary Clinton that her campaign put out.
[01:08:00.000 --> 01:08:03.000]  Chuck's deposed with a quote by Glenn Greenwald.
[01:08:03.000 --> 01:08:08.000]  Opposition to her, Hillary, is going to be depicted as misogynistic.
[01:08:08.000 --> 01:08:17.000]  It's going to be this completely symbolic messaging that's going to overshadow the fact that she'll do nothing but continue everything in pursuit of her own power.
[01:08:17.000 --> 01:08:30.000]  And you look at that pretentious predatory narcissistic rage that that that Jezebel look in her eyes that I've seen in other women's eyes that are just on these delusions.
[01:08:30.000 --> 01:08:36.000]  I mean, they just believe they're invincible. They believe they're unstoppable and they just go around attacking whoever they want.
[01:08:36.000 --> 01:08:42.000]  This is the woman involved in sickening the IRS. She's really running the White House on on on the Christians.
[01:08:42.000 --> 01:08:45.000]  And this is this is a despot.
[01:08:45.000 --> 01:08:53.000]  And I opposed Bush and the despotism he was involved in. This is way beyond that.
[01:08:53.000 --> 01:08:58.000]  Way beyond that.
[01:08:58.000 --> 01:09:05.000]  I think how long do we put up with these predators? How much will we go along with?
[01:09:05.000 --> 01:09:12.000]  I don't even want to say if there was a woman that had the qualifications and it was a patriot I'd vote for. Of course I would.
[01:09:12.000 --> 01:09:17.000]  I don't even need to say that. I don't need to say I'm not racist because I don't like Obamacare.
[01:09:17.000 --> 01:09:19.000]  It's a giant screw job written by insurance companies.
[01:09:19.000 --> 01:09:23.000]  There's profits are up almost 50% in the last two years globally globally.
[01:09:23.000 --> 01:09:34.000]  Look to search insurance companies profits up almost 50% globally just on the roasting and feasting on America that is Obamacare.
[01:09:34.000 --> 01:09:47.000]  I mean our country is unsustainable with a $19 trillion debt and we've been signed on to half of the 2.2 quadrillion global debt that isn't ours.
[01:09:47.000 --> 01:09:54.000]  And instead of being educated on that school kids are educated on the plight of the poor gay people.
[01:09:54.000 --> 01:09:57.000]  And don't you want to be gay?
[01:09:57.000 --> 01:10:02.000]  I mean I wouldn't want heterosexuals in the schools recruiting my kids. It's called pedophilia.
[01:10:02.000 --> 01:10:10.000]  But see as long as you put something out there as educational or as anti-racist or anti-misogynistic or whatever it's okay.
[01:10:10.000 --> 01:10:16.000]  Like Jocelyn Elders. We find the tapes of her saying you'll reach down and help a masturbate.
[01:10:16.000 --> 01:10:22.000]  The elementary, I mean a creepy woman in a general outfit talking about kids masturbating.
[01:10:22.000 --> 01:10:25.000]  I mean what planet did I wake up on?
[01:10:25.000 --> 01:10:28.000]  A creepy woman in a general outfit.
[01:10:28.000 --> 01:10:34.000]  I mean I just see people, you're creepy. Hillary Clinton is creepy.
[01:10:34.000 --> 01:10:39.000]  Obama is creepy. Michael Moore is creepy.
[01:10:39.000 --> 01:10:45.000]  With his six armed Nellie security guards. I mean this is what I'm dominated by.
[01:10:45.000 --> 01:10:48.000]  This is who rules the country and the world.
[01:10:48.000 --> 01:10:51.000]  Yes because good men and women are too prideful to be involved.
[01:10:51.000 --> 01:10:57.000]  We run our own lives, our own businesses, we have our own friends and we hide.
[01:10:57.000 --> 01:11:01.000]  Patriots and true liberty lovers have been in the closet too long.
[01:11:01.000 --> 01:11:06.000]  And it's time we point out what these people are who dictate reality to us.
[01:11:06.000 --> 01:11:13.000]  I mean I'm so sick of having reality dictated to me by these authoritarian dirt bags.
[01:11:13.000 --> 01:11:20.000]  I mean everyone should be what? All over the country they're trying to say that
[01:11:20.000 --> 01:11:24.000]  the colors of things are racist or to say Chinese food is racist.
[01:11:24.000 --> 01:11:28.000]  It's just totally turning us into basket cases.
[01:11:28.000 --> 01:11:34.000]  Alright I said I'd go to your phone calls.
[01:11:34.000 --> 01:11:36.000]  I don't even know who to go to first.
[01:11:36.000 --> 01:11:40.000]  Let's go to Emily in Illinois, you're on the air, welcome.
[01:11:40.000 --> 01:11:43.000]  I cannot believe I'm on the phone with you.
[01:11:43.000 --> 01:11:46.000]  Well you are, you're on the air with pumpkin head himself.
[01:11:46.000 --> 01:11:48.000]  I'm nobody, just an average guy.
[01:11:48.000 --> 01:11:51.000]  What's on your mind today about her lord and savior Hillary?
[01:11:51.000 --> 01:11:55.000]  That's exactly it. She is not Jesus Christ.
[01:11:55.000 --> 01:11:59.000]  Why is she crusading? It is supposed to be campaigning.
[01:11:59.000 --> 01:12:02.000]  He already died for me on the cross. Thank you.
[01:12:02.000 --> 01:12:04.000]  Hell yeah, I came for you.
[01:12:04.000 --> 01:12:08.000]  Emily are you against women? Are you against women because you don't like Hillary?
[01:12:08.000 --> 01:12:12.000]  No, I'm a white blooded, red and white and blue American.
[01:12:12.000 --> 01:12:15.000]  There you go, now you're a racist white person. Good Freudian slug.
[01:12:15.000 --> 01:12:20.000]  Let's just, hey, let's just, let's have all the white people commit suicide, that'll fix the problems.
[01:12:20.000 --> 01:12:24.000]  Wait, Alex, before you go for me, can I tell you how awesome you are?
[01:12:24.000 --> 01:12:28.000]  Well, you know that's not my favorite topic, but we don't screen your calls.
[01:12:28.000 --> 01:12:30.000]  Go ahead and tell me how awesome I am.
[01:12:30.000 --> 01:12:34.000]  Okay, listen, this is out now. Miracle from Heaven, I got on the line with you.
[01:12:34.000 --> 01:12:39.000]  It's always full, it's always busy. It's because the American public is talking.
[01:12:39.000 --> 01:12:42.000]  My brother-in-law and sister used to work in D.C.
[01:12:42.000 --> 01:12:45.000]  My brother-in-law passed from cancer, he was totally healthy.
[01:12:45.000 --> 01:12:53.000]  I had a dream that he was to the left side of me and our whole family extended and in front of us.
[01:12:53.000 --> 01:12:58.000]  I mean, this nation is turning into corruption. Look at the YouTube's dreams of Obama.
[01:12:58.000 --> 01:13:04.000]  It's just ridiculous. The American people do not want this. You truly are a crusader.
[01:13:04.000 --> 01:13:06.000]  You're not racist. That's the only reason why this is happening.
[01:13:06.000 --> 01:13:12.000]  Yes, I'm very bad. No, no, no. I'm against aborting 52% of black people, ma'am, so, so I am racist.
[01:13:12.000 --> 01:13:16.000]  If you're not for Planned Parenthood that gave awards to Hitler and got awards from Hitler, you are racist.
[01:13:16.000 --> 01:13:18.000]  I appreciate your call. Good to hear from you.
[01:13:18.000 --> 01:13:21.000]  I'm going to move quick. Robert, then Washington, you're on the air.
[01:13:21.000 --> 01:13:24.000]  Can you hear me? Yes, sir. Go ahead.
[01:13:24.000 --> 01:13:29.000]  I wanted to share an idea. I didn't want to talk about, you know, the brightest state in there.
[01:13:29.000 --> 01:13:32.000]  I wanted to talk about an idea I had. I wanted to share with you,
[01:13:32.000 --> 01:13:35.000]  and I think it might put a financial broadsword in your hand.
[01:13:35.000 --> 01:13:38.000]  Sure. Yeah, we're not screening the calls. You're on air right now.
[01:13:38.000 --> 01:13:42.000]  It's a financial, it's called a financial minuteman.
[01:13:42.000 --> 01:13:51.000]  The idea is you could organize one million financial minutemen that would sign up to a webpage that you have with a thermometer,
[01:13:51.000 --> 01:13:59.000]  and then when they sign up, they would pledge a maximum of $10 a month for one year.
[01:13:59.000 --> 01:14:04.000]  So what you could do, but their money would be spent by you saying,
[01:14:04.000 --> 01:14:13.000]  let's say this month I want to call up my financial minutemen and have them send a check to Rand Paul's campaign.
[01:14:13.000 --> 01:14:21.000]  So they would send their check up to $10 to whomever you direct, and then they go back onto the webpage.
[01:14:21.000 --> 01:14:25.000]  No, that's a super idea, because I've always been afraid of growing and want the responsibility.
[01:14:25.000 --> 01:14:29.000]  I didn't want to be the tip of the spear just because of the responsibility and all the rest of it.
[01:14:29.000 --> 01:14:33.000]  I tried to influence others, but I realized it's up to us to really step up, and that is a great idea.
[01:14:33.000 --> 01:14:36.000]  I'll look into doing it, Robert. Thank you so much.
[01:14:36.000 --> 01:14:40.000]  Let's go ahead and talk to Michael in Florida. You're on the air.
[01:14:40.000 --> 01:14:44.000]  Hey, hi, Alex. I know you wanted to talk to our first-time callers.
[01:14:44.000 --> 01:14:51.000]  I actually was the guy that called the other day on the second-time call there about my father telling me that story about the drug dealing.
[01:14:51.000 --> 01:14:52.000]  But there was one other thing.
[01:14:52.000 --> 01:14:57.000]  You had the family that was in Special Forces and talked about the government drug dealing. Go ahead.
[01:14:57.000 --> 01:15:01.000]  Yeah, there was one other thing I wanted to say, but you were out of time.
[01:15:01.000 --> 01:15:03.000]  Yeah, we're almost out of time again.
[01:15:03.000 --> 01:15:09.000]  In 2012, you remember how the biggest news story was about the fiscal cliff and everything?
[01:15:09.000 --> 01:15:11.000]  Yes.
[01:15:11.000 --> 01:15:16.000]  Okay, well, every New Year's Eve, I usually try to go to a cool place to bring the New Years in.
[01:15:16.000 --> 01:15:24.000]  That year, I happened to be in Washington, D.C., and my hotel was right around the corner from the White House and the capitals.
[01:15:24.000 --> 01:15:29.000]  So, I was in my hotel room after we got done partying or whatever for the night,
[01:15:29.000 --> 01:15:34.000]  and all the mainstream media had broadcasted that it was live,
[01:15:34.000 --> 01:15:39.000]  that the congressmen were in there trying to save the nation because of the deadline.
[01:15:39.000 --> 01:15:43.000]  So, I happened to walk down to the capitals, started talking with the security guard.
[01:15:43.000 --> 01:15:45.000]  He told me there was no one in there.
[01:15:45.000 --> 01:15:51.000]  Yeah, that's what they do routinely is they green screen stuff and just lie to the public just out of hand.
[01:15:51.000 --> 01:15:57.000]  They've set that precedent. You should have shot a video report or something on that with your phone to document it,
[01:15:57.000 --> 01:16:00.000]  but that's where you can stop them is exposing the fraud.
[01:16:27.000 --> 01:16:30.000]  888-253-3139
[01:16:57.000 --> 01:17:00.000]  That's infowarslife.com
[01:17:28.000 --> 01:17:33.000]  Not our iodine, it comes from over 200 million year old crystal salt deposits,
[01:17:33.000 --> 01:17:36.000]  and is tested and proven to be completely pure.
[01:17:36.000 --> 01:17:39.000]  Visit infowarslife.com today, see the informational videos,
[01:17:39.000 --> 01:17:41.000]  read the information they're compiled,
[01:17:41.000 --> 01:17:45.000]  and for a limited time, when you use promo code now at checkout,
[01:17:45.000 --> 01:17:50.000]  you get an additional 5% off the entire family of infowarslife.com products.
[01:17:50.000 --> 01:17:55.000]  Secure your survival shield X2 today at infowarslife.com
[01:17:55.000 --> 01:17:59.000]  Call toll free 888-253-3139
[01:18:26.000 --> 01:18:28.000]  If you want the best at an extremely low price, this is it.
[01:18:28.000 --> 01:18:32.000]  Winner's Son is the result of our pursuit of the best source of Vitamin D3.
[01:18:32.000 --> 01:18:35.000]  The research and development took over two years,
[01:18:35.000 --> 01:18:41.000]  but the result, as verified by independent laboratories, is the best vegan Vitamin D3 product in the world.
[01:18:41.000 --> 01:18:46.000]  Read the facts at infowarslife.com about Winner's Son Vitamin D3.
[01:18:46.000 --> 01:18:49.000]  Not only does Vitamin D3 promote a healthy mood,
[01:18:49.000 --> 01:18:54.000]  but Vitamin D supports our memory and brain function, something the globalists are targeting.
[01:18:54.000 --> 01:19:00.000]  Visit infowars.com today or call 888-253-3139
[01:19:00.000 --> 01:19:07.000]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:19:07.000 --> 01:19:12.000]  At InfoWarslife, our mission is to bring you the highest quality, purest, cleanest,
[01:19:12.000 --> 01:19:17.000]  effective colloidal silver on the market today for the lowest price available.
[01:19:17.000 --> 01:19:19.000]  You don't have to be a doctor to know.
[01:19:19.000 --> 01:19:23.000]  The fall and winter months are the most dangerous time of year in North America
[01:19:23.000 --> 01:19:25.000]  when it comes to you and your family's health.
[01:19:25.000 --> 01:19:31.000]  InfoWarslife.com is very excited to announce our biggest run yet of silver bullet colloidal silver
[01:19:31.000 --> 01:19:34.000]  exclusively available at InfoWarslife.com.
[01:19:34.000 --> 01:19:38.000]  Now, InfoWarslife.com has taken colloidal silver to the next level
[01:19:38.000 --> 01:19:42.000]  using a cutting edge technique that is free of toxic artificial additives.
[01:19:42.000 --> 01:19:47.000]  Now, more than ever, it's important to stock up on high quality silver bullet from InfoWarslife.com.
[01:19:47.000 --> 01:19:50.000]  No survival chest is complete without silver bullet.
[01:19:50.000 --> 01:19:53.000]  Secure your silver bullet today at InfoWarslife.com
[01:19:53.000 --> 01:19:59.000]  or by calling toll-free 888-253-3139 Silver Bullet.
[01:20:03.000 --> 01:20:06.000]  You're listening to the Alex Jones Show.
[01:20:06.000 --> 01:20:11.000]  He aligns himself with the truth and it's time for you to choose a side.
[01:20:11.000 --> 01:20:14.000]  You're listening to Alex Jones.
[01:20:17.000 --> 01:20:20.000]  Democrats don't like Hillary. Liberals don't like her.
[01:20:20.000 --> 01:20:22.000]  Conservatives don't like her. Libertarians don't like her.
[01:20:22.000 --> 01:20:24.000]  But the establishment likes her.
[01:20:24.000 --> 01:20:27.000]  Goldman Sachs and J.P. Morgan like her.
[01:20:27.000 --> 01:20:39.000]  She's getting record funds and they plan to force feed this witch down our throats.
[01:20:39.000 --> 01:20:42.000]  It's just disgusting.
[01:20:42.000 --> 01:20:48.000]  I want to talk to Deborah, Zach, Chris, Renegade, Pete, and countless others that are holding.
[01:20:48.000 --> 01:20:53.000]  I don't see anybody on the 12 phone lines that wants to disagree with me and lacks Hillary Clinton.
[01:20:53.000 --> 01:21:00.000]  I mean, I guess all these men and women calling in, I guess they don't like women.
[01:21:00.000 --> 01:21:07.000]  No, they don't like a known mafia don, Hillary Rodham Clinton.
[01:21:07.000 --> 01:21:12.000]  And we're sick of the Imperial Democratic Party and the Republican Imperial Democratic Party
[01:21:12.000 --> 01:21:16.000]  sharing power and residing over the demise of this republic.
[01:21:16.000 --> 01:21:20.000]  They've already run up debts to the point of no return.
[01:21:20.000 --> 01:21:27.000]  So now they're just maxing them out while they keep the wealth and give us the debt.
[01:21:27.000 --> 01:21:30.000]  The military, part of a precursor of Jade Helm, said,
[01:21:30.000 --> 01:21:33.000]  Info Wars is not welcome at our drills in California.
[01:21:33.000 --> 01:21:39.000]  We still got footage. It's on infowars.com and it's a riot control and mass arrest.
[01:21:39.000 --> 01:21:46.000]  It wasn't a dirty bomb drill. No wonder you didn't want us there.
[01:21:46.000 --> 01:21:54.000]  So that's what's going on at infowars.com is the footage of that and more.
[01:21:54.000 --> 01:21:58.000]  Let's go to Debra in Missouri. You're on the air. Go ahead.
[01:21:58.000 --> 01:22:00.000]  Hi, Alex. Hi.
[01:22:00.000 --> 01:22:03.000]  Boy, what a treat to talk to you. I first want to thank you.
[01:22:03.000 --> 01:22:08.000]  You woke me up about nine years ago in your interview with Aaron Russo about Nick Rockefeller.
[01:22:08.000 --> 01:22:10.000]  And it was a fantastic interview.
[01:22:10.000 --> 01:22:11.000]  Thank you.
[01:22:11.000 --> 01:22:15.000]  And my husband and I have listened for about nine years now.
[01:22:15.000 --> 01:22:24.000]  So anyway, at this point, we're opposing a high voltage power line as part of the national grid that's going through our counties.
[01:22:24.000 --> 01:22:28.000]  They're taking out hundreds of family farms, century farms.
[01:22:28.000 --> 01:22:29.000]  Yes.
[01:22:29.000 --> 01:22:42.000]  And my specific question for you is, are there any official documents that link the national grid to the New World Order agenda and linked it to depopulation?
[01:22:42.000 --> 01:22:49.000]  Well, I mean, they've got so many studies that will make your head spin, even the UN admits it, Landsat admits it, medical journals here in the U.S.
[01:22:49.000 --> 01:22:54.000]  that just low level radiation from cell phones can give you brain cancer.
[01:22:54.000 --> 01:23:00.000]  High powered lines, and that's why your FM radio under one will break up, not to mention AM.
[01:23:00.000 --> 01:23:10.000]  There's so many power lines now with data going down them that creates even more feedback that, you know, AM radio and shortwave is almost inoperable in some areas.
[01:23:10.000 --> 01:23:17.000]  In Europe and other areas, it's illegal to have high powered tension lines close to schools.
[01:23:17.000 --> 01:23:25.000]  And they do use the agenda of the right of ways around them to also grab more land than they need to basically sell it off.
[01:23:25.000 --> 01:23:30.000]  They're using the waterways initiatives to steal land, buffer zones.
[01:23:30.000 --> 01:23:41.000]  They're using the UN programs and UNESCO treaties with World Heritage Sites and bio reserves to grab property, not just here, but worldwide.
[01:23:41.000 --> 01:23:47.000]  So they'll come in with federal and global development packages to say build a dam or put in some infrastructure,
[01:23:47.000 --> 01:23:51.000]  but then they'll steal tens of millions of acres, in some cases just hundreds of thousands of acres.
[01:23:51.000 --> 01:23:55.000]  It varies around that and then give that to select developers.
[01:23:55.000 --> 01:24:01.000]  They'll first claim it's going to be a wildlife reserve. They know you forget five years later they build on it.
[01:24:01.000 --> 01:24:04.000]  I mean, I've watched that here in Austin, Texas.
[01:24:04.000 --> 01:24:14.000]  Wow. Yeah, first behind this, and I appreciate you had Richard Mack on last a couple weeks ago, and I'm reading his book and the EPA is also, of course,
[01:24:14.000 --> 01:24:19.000]  intending this, so just trying to figure out the best approach to opposing this.
[01:24:19.000 --> 01:24:26.000]  Well, you know, people think they can oppose it from environmental perspectives, but environmentalism is only there to shut down their competition.
[01:24:26.000 --> 01:24:33.000]  You connected to Gena 21, or to the fact that they're not paying people the proper amount for what the land's worth,
[01:24:33.000 --> 01:24:41.000]  or lawsuits get threatened in a coalition. If any of these go near houses, it may cause them to move it.
[01:24:41.000 --> 01:24:48.000]  The best thing to do is to bury these things, but that's more expensive because then you don't have as much radiation going out.
[01:24:48.000 --> 01:24:53.000]  The ground shields it. And I'm all for technology. We've got to have a give and take.
[01:24:53.000 --> 01:24:57.000]  It's just that data over power lines. That's really dangerous.
[01:24:57.000 --> 01:25:01.000]  I appreciate your call, Deborah. Zack in Chicago, you're on the air. Go ahead.
[01:25:01.000 --> 01:25:04.000]  Alex, it's a blast getting on here with you.
[01:25:04.000 --> 01:25:06.000]  It's blast having you, brother. Go ahead.
[01:25:06.000 --> 01:25:10.000]  Thanks. Appreciate it. All right. First thing, Hillary, I'll be quick.
[01:25:10.000 --> 01:25:14.000]  She's so new-world order that she might as well be on the back of a dollar bill.
[01:25:14.000 --> 01:25:21.000]  I agree. My two main points, I'll be quick.
[01:25:21.000 --> 01:25:27.000]  Everything, and you say this all the time, we live in a scientific dictatorship.
[01:25:27.000 --> 01:25:33.000]  I've been listening to you since I was 22. I'm now 31. And that's what comes to me to say on the show is that...
[01:25:33.000 --> 01:25:38.000]  By the way, that's their word for it back in the 30s. Aldous Huxley called it that.
[01:25:38.000 --> 01:25:46.000]  His brother was the head of the Eugenesis program, then the world founder of transhumanism and the head of UNESCO that runs the UN programs.
[01:25:46.000 --> 01:25:52.000]  I mean, the problem is that I've read hundreds of books by them saying this. That's why I'm so angry.
[01:25:52.000 --> 01:25:54.000]  It's not my opinion. I'm sorry. Go ahead.
[01:25:54.000 --> 01:25:59.000]  No, it's all right. That's true. And it's like, there's so many ways to prove that.
[01:25:59.000 --> 01:26:03.000]  Just like you said, you read these guys' words. They've been talking about it.
[01:26:03.000 --> 01:26:10.000]  Maybe Blair is all over the news saying it's time for centralized control. Democracy doesn't work, blah, blah, blah.
[01:26:10.000 --> 01:26:13.000]  I mean, they appoint leaders in Europe now. I'm sorry. Go ahead.
[01:26:13.000 --> 01:26:21.000]  Right. It's in plain sight. And so the last point I was going to make was two of your newest listeners.
[01:26:21.000 --> 01:26:27.000]  I mean, there's not probably a lot right now on Sunday, but the message to them is just...
[01:26:27.000 --> 01:26:33.000]  Alex will give you an article and he will say, look it up. Do it once, do it twice.
[01:26:33.000 --> 01:26:36.000]  It's all you have to do and your mind will start to open up.
[01:26:36.000 --> 01:26:44.000]  And then you just see it everywhere, commercials, TV shows, movies. There is psychological attack in every direction.
[01:26:44.000 --> 01:26:48.000]  It's incredible. And then people say, well, what do you mean? I thought mainstream lies.
[01:26:48.000 --> 01:26:52.000]  Well, usually it's driverless cars will tax you by the mile. It's so wonderful.
[01:26:52.000 --> 01:26:58.000]  They're telling you the truth because they're pushing it. I take it and then show you a document from 20 years ago
[01:26:58.000 --> 01:27:04.000]  where they admitted it was for social control. Then I have the former head of the NSA on to explain it's about control.
[01:27:04.000 --> 01:27:09.000]  See, we bring context and it doesn't mean I have the exact right analysis.
[01:27:09.000 --> 01:27:16.000]  In fact, I'm so overwhelmed now that people think I exaggerate nine times out of ten.
[01:27:16.000 --> 01:27:20.000]  It's two or three times worse than I'm even saying. I mean, that's what's frustrating, brother.
[01:27:20.000 --> 01:27:24.000]  I cannot articulate how much deep trouble we're in.
[01:27:24.000 --> 01:27:30.000]  And, I mean, the numbers, as long as it's done incrementally, as long as the media doesn't make a big deal out of it,
[01:27:30.000 --> 01:27:35.000]  because we're too busy, you know, wanting to teach five-year-olds how to be trannies,
[01:27:35.000 --> 01:27:41.000]  that, I mean, the cancer levels, if they keep growing like this, half the public will have cancer.
[01:27:41.000 --> 01:27:44.000]  A British newspaper, when I was there, said this by 2025. That's true.
[01:27:44.000 --> 01:27:50.000]  By 2025, half the kids will have autism. I mean, we're dead already. They've already killed us.
[01:27:50.000 --> 01:27:54.000]  My God! And they'll just have marathons about it.
[01:27:54.000 --> 01:27:59.000]  And don't talk bad about the government being behind almost everyone being in a wheelchair
[01:27:59.000 --> 01:28:06.000]  and the highest IQ being 100 now, not 170, because, oh, now you're against the women with breast cancer.
[01:28:06.000 --> 01:28:13.000]  You know, because you're asking where it came from. Just, I mean, it's so cultic. Sorry, go ahead and finish.
[01:28:13.000 --> 01:28:22.000]  Sure, I'll finish. I'll give a powerful example. You know, like, 1938, Adolf Hitler, we need a New World Order.
[01:28:22.000 --> 01:28:30.000]  In The Times magazine, it was under every picture of when he was the man of the year. Who called for it? George Bush Sr. You know, they all called for it.
[01:28:30.000 --> 01:28:36.000]  I'm going to hold you over here. You're a great caller on topic. Good phone. I want to hear what you'll finish your point.
[01:28:36.000 --> 01:28:49.000]  Hitler was worshipped in America. My grandfather, growing up in Dallas, said on Sundays the big radio stations would play Hitler's peaches and translator.
[01:28:49.000 --> 01:29:00.000]  Life magazine, Time magazine, Hitler, Hitler, Hitler, our government told Hitler to invade Czechoslovakia. They set him up.
[01:29:00.000 --> 01:29:06.000]  Aging starts at the cellular level. When cells become toxic, they die early and aging sets in.
[01:29:06.000 --> 01:29:11.000]  In the past decade, we have witnessed unparalleled scientific discoveries.
[01:29:11.000 --> 01:29:18.000]  During that period, key patented compounds have focused on mitochondrial growth, nerve growth, and rejuvenation.
[01:29:18.000 --> 01:29:28.000]  But no one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
