[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the Information War continues.
[01:02:10.000 --> 01:02:15.000]  This time it's a man facing a jail for recording out of control cop.
[01:02:15.000 --> 01:02:17.000]  This is on YouTube.
[01:02:17.000 --> 01:02:18.000]  Is that on Florida?
[01:02:18.000 --> 01:02:20.000]  It's out of maybe.
[01:02:20.000 --> 01:02:23.000]  But this is a veteran.
[01:02:23.000 --> 01:02:25.000]  He has like a helmet cam.
[01:02:25.000 --> 01:02:26.000]  He's a motorcyclist.
[01:02:26.000 --> 01:02:31.000]  And basically he had his cam on this unmarked car with a police car.
[01:02:31.000 --> 01:02:32.000]  He didn't know.
[01:02:32.000 --> 01:02:38.000]  And an undercover cop comes out with a gun that says you're arrested for recording a police
[01:02:38.000 --> 01:02:39.000]  officer.
[01:02:39.000 --> 01:02:40.000]  Which is incredible.
[01:02:40.000 --> 01:02:41.000]  They film us.
[01:02:41.000 --> 01:02:42.000]  I've seen the video.
[01:02:42.000 --> 01:02:43.000]  They film us in public.
[01:02:43.000 --> 01:02:48.000]  And because there's no perception of privacy, they put cameras up everywhere and that's okay.
[01:02:48.000 --> 01:02:54.000]  But all over the country, I saw a story a few months ago where a family was filming cops
[01:02:54.000 --> 01:02:57.000]  with their radar guns and they arrested them.
[01:02:57.000 --> 01:03:02.000]  I mean, again, just, and I believe the case you're mentioning was in Florida.
[01:03:02.000 --> 01:03:04.000]  But what's the name of the video again?
[01:03:04.000 --> 01:03:07.000]  Man Faces Jail for Filming Out of Control Cop?
[01:03:07.000 --> 01:03:10.000]  Man Faces Jail for Recording Out of Control Cop.
[01:03:10.000 --> 01:03:13.000]  And he may serve five years in jail for recording him.
[01:03:13.000 --> 01:03:17.000]  Yeah, they're claiming it's wiretapping and they've got corrupt enough judges.
[01:03:17.000 --> 01:03:20.000]  But if he appeals that he'll beat him, he doesn't plead bargain.
[01:03:20.000 --> 01:03:26.000]  But just incredible because well, I saw a story yesterday where it said police chief hates
[01:03:26.000 --> 01:03:30.000]  the internet, you know, says get rid of it because the out of control behavior of police
[01:03:30.000 --> 01:03:36.000]  is being shown by the fact that almost everybody who has a cell phone now has a built in video
[01:03:36.000 --> 01:03:38.000]  camera and it's only going to get worse.
[01:03:38.000 --> 01:03:41.000]  They're not going to be able to stop their out of control behavior from being exposed.
[01:03:41.000 --> 01:03:43.000]  I appreciate your call, Jonathan.
[01:03:43.000 --> 01:03:44.000]  Great points.
[01:03:44.000 --> 01:03:47.000]  Joe in Wyoming, you're on the air.
[01:03:47.000 --> 01:03:50.000]  Hi, Alex, thank you for taking my call.
[01:03:50.000 --> 01:03:52.000]  Thanks for calling.
[01:03:52.000 --> 01:03:53.000]  Hey, really quick.
[01:03:53.000 --> 01:03:57.000]  I've just got something that I think you've got a great platform to get this out there
[01:03:57.000 --> 01:03:59.000]  for all the patriots.
[01:03:59.000 --> 01:04:04.000]  One of the things that is concerning me with the language coming out from this Supreme
[01:04:04.000 --> 01:04:12.000]  Court nominee, Kagan, is they're now talking about the right of individuals to keep in their arms.
[01:04:12.000 --> 01:04:16.000]  Now, I think that they're doing this on purpose because if they can get this into court, they
[01:04:16.000 --> 01:04:17.000]  will win.
[01:04:17.000 --> 01:04:22.000]  The definition of an individual can also be a corporation.
[01:04:22.000 --> 01:04:27.000]  What we need to do is people need to be more aware that it is the right of the people to
[01:04:27.000 --> 01:04:29.000]  keep in their arms.
[01:04:29.000 --> 01:04:31.000]  It is not the right of individuals.
[01:04:31.000 --> 01:04:33.000]  Yeah, they're manipulating the language.
[01:04:33.000 --> 01:04:38.000]  Let me talk about Kagan when we come back because, I mean, I've gone over her quotes
[01:04:38.000 --> 01:04:41.000]  on air, but she's anti-free speech.
[01:04:41.000 --> 01:04:43.000]  She's anti-second amendment.
[01:04:43.000 --> 01:04:47.000]  Why don't we just have Mao Zedong as the new Supreme Court justice?
[01:04:47.000 --> 01:04:50.000]  I mean, let's, you know, why not resurrect Vladimir Lenin?
[01:04:50.000 --> 01:04:52.000]  Why not resurrect Adolf Hitler?
[01:04:52.000 --> 01:04:54.000]  Why not resurrect Julius Caesar?
[01:04:54.000 --> 01:04:56.000]  Anything else, Joe?
[01:04:56.000 --> 01:04:58.000]  Yeah, I've got one more thing to do.
[01:04:58.000 --> 01:04:59.000]  All right, stay there.
[01:04:59.000 --> 01:05:03.000]  You may be arrested and or subject to other police action.
[01:05:03.000 --> 01:05:04.000]  tyranny is here.
[01:05:04.000 --> 01:05:08.000]  The grim future foretold in 1984 has become reality.
[01:05:08.000 --> 01:05:11.000]  It really says that the state is God.
[01:05:11.000 --> 01:05:16.000]  The United States has now recognized globally as one of the most impressive police states on
[01:05:16.000 --> 01:05:17.000]  earth.
[01:05:17.000 --> 01:05:22.000]  This film conclusively proves the existence of a secret network of FEMA camps, now being
[01:05:22.000 --> 01:05:23.000]  expanded nationwide.
[01:05:23.000 --> 01:05:28.000]  This documentary exposes how the continuity of government program has established an old
[01:05:28.000 --> 01:05:29.000]  powerful shadow state.
[01:05:29.000 --> 01:05:34.000]  Police State 4 chronicles the sickening depths to which our republic has fallen.
[01:05:34.000 --> 01:05:38.000]  Prepare to enter the secret of world of emergency dictatorship.
[01:05:38.000 --> 01:05:43.000]  Body scammers, sound cameras, citizen spies, staged terror and cameras on every street
[01:05:43.000 --> 01:05:44.000]  corner.
[01:05:44.000 --> 01:05:47.000]  It's only the beginning of the new world order's hellish plan.
[01:05:47.000 --> 01:05:49.000]  The police state isn't coming.
[01:05:49.000 --> 01:05:50.000]  It's here.
[01:05:50.000 --> 01:05:56.000]  Secure your copy today at infowars.com or see it online in the highest quality at
[01:05:56.000 --> 01:06:22.000]  prisonplanet.tv.
[01:06:22.000 --> 01:06:34.000]  I've covered the engineer to collapse of the banking system.
[01:06:34.000 --> 01:07:00.000]  I want to get into some medical tyranny, banning home births and parents being paid to have
[01:07:00.000 --> 01:07:15.000]  children.
[01:07:15.000 --> 01:07:39.000]  I appreciate your call.
[01:07:39.000 --> 01:07:43.000]  It is a beautiful idea, but it's dangerous.
[01:07:43.000 --> 01:07:45.000]  And let me explain why.
[01:07:45.000 --> 01:07:47.000]  Perception is reality.
[01:07:47.000 --> 01:07:51.000]  That's what the spin doctors of the government and big corporate systems believe.
[01:07:51.000 --> 01:07:54.000]  And it's true to a certain extent.
[01:07:54.000 --> 01:07:58.000]  That's why they've put up billboards for the last 15 years all over the country that show
[01:07:58.000 --> 01:08:01.000]  a photo of a revolver pointed at you.
[01:08:01.000 --> 01:08:03.000]  And it says report illegal guns.
[01:08:03.000 --> 01:08:05.000]  And I've seen these in Corpus Christi.
[01:08:05.000 --> 01:08:06.000]  I've seen them in Waco.
[01:08:06.000 --> 01:08:07.000]  I've seen them in Dallas.
[01:08:07.000 --> 01:08:09.000]  I've seen them in LA.
[01:08:09.000 --> 01:08:11.000]  I mean, I've seen them in New York.
[01:08:11.000 --> 01:08:16.000]  And it's the violence policy center and other big federally funded anti-second amendment
[01:08:16.000 --> 01:08:17.000]  groups that do this.
[01:08:17.000 --> 01:08:21.000]  So the general public sees billboards and thinks a revolver is illegal.
[01:08:21.000 --> 01:08:27.000]  Or how many cop shows are based in Chicago or New York or LA, both cops on Fox that is
[01:08:27.000 --> 01:08:33.000]  real and then dramas or fiction shows where they pull somebody over, they've got a gun,
[01:08:33.000 --> 01:08:35.000]  you're going to jail for 10 years from this.
[01:08:35.000 --> 01:08:40.000]  And it's based in only a few cities where that's really the law.
[01:08:40.000 --> 01:08:43.000]  To the point of you got a carpet cleaner in your house.
[01:08:43.000 --> 01:08:45.000]  And I've told the story probably a hundred times, but I'm going to tell it again.
[01:08:45.000 --> 01:08:51.000]  But the carpet cleaner comes in and sees a gun case and freaks out and runs off and leaves
[01:08:51.000 --> 01:08:54.000]  and calls the police on you because guns are illegal.
[01:08:54.000 --> 01:08:56.000]  Well, they're not.
[01:08:56.000 --> 01:09:03.000]  And it's really freaked the media out in Arizona and Texas and many other places that people
[01:09:03.000 --> 01:09:07.000]  are going out to rallies packing loaded firearms.
[01:09:07.000 --> 01:09:10.000]  And at first the cops will try to arrest them.
[01:09:10.000 --> 01:09:11.000]  They'd get sued.
[01:09:11.000 --> 01:09:12.000]  They'd lose.
[01:09:12.000 --> 01:09:17.000]  And now the cops on the news will stand back and go, okay, you don't have to worry about
[01:09:17.000 --> 01:09:19.000]  the guy that's packing a gun on his side.
[01:09:19.000 --> 01:09:22.000]  It's that you got to worry about the guy that's hiding the gun.
[01:09:22.000 --> 01:09:28.000]  You know, criminals don't go to gun rallies carrying a AR 15.
[01:09:28.000 --> 01:09:30.000]  They don't go to a tea party wearing that.
[01:09:30.000 --> 01:09:35.000]  No criminals rob your liquor store at 10 o'clock at night at closing time.
[01:09:35.000 --> 01:09:36.000]  Okay.
[01:09:36.000 --> 01:09:40.000]  So, you know, when the cash register is full and so people are coming out of the closet,
[01:09:40.000 --> 01:09:42.000]  they're saying, I'm not ashamed to own a gun.
[01:09:42.000 --> 01:09:47.000]  I can't tell you how many guests we've had on many of you've heard them over the years,
[01:09:47.000 --> 01:09:49.000]  how many articles we've read.
[01:09:49.000 --> 01:09:54.000]  I mean, it's so past say now that I see it every week and don't even cover it.
[01:09:54.000 --> 01:09:57.000]  And I should.
[01:09:57.000 --> 01:10:00.000]  And this happened to me back in college.
[01:10:00.000 --> 01:10:04.000]  I got my 243 dear rifle.
[01:10:04.000 --> 01:10:08.000]  Don't need a big dear rifle with these little Texas dear and I was driving out to our ranch,
[01:10:08.000 --> 01:10:09.000]  family ranch.
[01:10:09.000 --> 01:10:15.000]  I was going to meet family out there and I walked down, stuck my 243 in the hatchback
[01:10:15.000 --> 01:10:20.000]  of my Mustang, closed it, drove to the store, forgot something, came back and there were
[01:10:20.000 --> 01:10:25.000]  two cop cars walking around and they came over and they said, are you the one with the gun?
[01:10:25.000 --> 01:10:27.000]  And there was the manager saying, yeah, we got calls.
[01:10:27.000 --> 01:10:28.000]  Somebody got a gun.
[01:10:28.000 --> 01:10:31.000]  I said, I'm going deer hunting and the cops went, okay.
[01:10:31.000 --> 01:10:33.000]  And you know, they weren't brainwashed zombies.
[01:10:33.000 --> 01:10:37.000]  That's the one reason cops are pro second amendment in over 90% of the studies they've
[01:10:37.000 --> 01:10:38.000]  done.
[01:10:38.000 --> 01:10:42.000]  I saw one national law enforcement survey where 98% were pro second amendment because
[01:10:42.000 --> 01:10:43.000]  they know guns.
[01:10:43.000 --> 01:10:44.000]  They're not scared of them.
[01:10:44.000 --> 01:10:48.000]  They actually know the laws and they knew I had every right to have a deer rifle in
[01:10:48.000 --> 01:10:52.000]  the back of my car with a box of 243 shells.
[01:10:52.000 --> 01:10:55.000]  One time I got pulled over speeding with some buddies going deer hunting and we had, we
[01:10:55.000 --> 01:10:56.000]  were going to do some target shooting too.
[01:10:56.000 --> 01:11:04.000]  And there were AR 15s, 50 cow, I mean, you know, Mack nineties, 357 magnums.
[01:11:04.000 --> 01:11:08.000]  You know, we were going to have a good time and we're meeting our girlfriends out there
[01:11:08.000 --> 01:11:12.000]  and then the cop gave us a ticket, looked at them and said, what are all these guns
[01:11:12.000 --> 01:11:13.000]  for?
[01:11:13.000 --> 01:11:14.000]  And I just said, it's the second amendment.
[01:11:14.000 --> 01:11:15.000]  We're going deer hunting and shooting.
[01:11:15.000 --> 01:11:18.000]  But the problem is that's Texas.
[01:11:18.000 --> 01:11:24.000]  You know, just 20 years ago, you saw trucks everywhere with guns in the, in the gun rack.
[01:11:24.000 --> 01:11:26.000]  But now you do that.
[01:11:26.000 --> 01:11:28.000]  Even rural areas, they'll pull you over.
[01:11:28.000 --> 01:11:30.000]  We need to start driving around with guns in our gun rack.
[01:11:30.000 --> 01:11:35.000]  We need to start, but see crime got so bad with thieves stealing guns.
[01:11:35.000 --> 01:11:37.000]  That's another reason not to do it.
[01:11:37.000 --> 01:11:41.000]  But we've got to exercise this right or we will lose it.
[01:11:41.000 --> 01:11:47.000]  And if a bunch of cowards are scared by a gun, why is the average domesticated, neutered
[01:11:47.000 --> 01:11:50.000]  yuppie scared to death to see in a citizen with a gun?
[01:11:50.000 --> 01:11:52.000]  I mean, I've seen so many articles.
[01:11:52.000 --> 01:11:55.000]  There's always an old man for some reason because they still think this is America.
[01:11:55.000 --> 01:12:01.000]  They'll be in their garage, tinkering in a neighborhood in LA or in Milwaukee.
[01:12:01.000 --> 01:12:04.000]  Many cases of this in Boston.
[01:12:04.000 --> 01:12:08.000]  They'll be in there putting a scope on their rifle with the garage door open in the summer.
[01:12:08.000 --> 01:12:11.000]  The neighbor walks by and sees somebody with a gun.
[01:12:11.000 --> 01:12:16.000]  The SWAT team shows up, arrest them and you'll see the headline, man arrested for arsenal.
[01:12:16.000 --> 01:12:19.000]  He had nine rifles in 3000 rounds of ammo.
[01:12:19.000 --> 01:12:20.000]  Oh my God.
[01:12:20.000 --> 01:12:25.000]  He bought them in bulk to say there's no law, but the cops still take him in.
[01:12:25.000 --> 01:12:28.000]  Those cops are traders.
[01:12:28.000 --> 01:12:32.000]  I mean, you can't have a carpet cleaner in your house that sees a gun case in America.
[01:12:32.000 --> 01:12:34.000]  I can't have a gun case.
[01:12:34.000 --> 01:12:41.000]  You can't be in your garage with a gun in vice grips, putting a sight on it.
[01:12:41.000 --> 01:12:44.000]  You can't walk out to your car and stick a deer rifle in it.
[01:12:44.000 --> 01:12:46.000]  I mean, what happened to this country?
[01:12:46.000 --> 01:12:51.000]  So yes, I think if you get together in groups, you need to put out press releases
[01:12:51.000 --> 01:12:53.000]  because the cops, people will call panicking the cops.
[01:12:53.000 --> 01:12:55.000]  They'll say, men with guns, men with guns.
[01:12:55.000 --> 01:12:56.000]  The cops don't know.
[01:12:56.000 --> 01:12:58.000]  They just show up and it could be a big scene.
[01:12:58.000 --> 01:13:05.000]  So I say you say, you know, we're going to march in this public parade with our firearms.
[01:13:05.000 --> 01:13:08.000]  And if you don't want to scare the public, you could, you know, even put in there.
[01:13:08.000 --> 01:13:11.000]  It's your right to carry them loaded, but you know, could say they're going to be unloaded or whatever.
[01:13:11.000 --> 01:13:13.000]  But I mean, it's like veterans parades.
[01:13:13.000 --> 01:13:17.000]  They can't even march with guns that are unloaded because it scares the domesticated cattle.
[01:13:17.000 --> 01:13:21.000]  Oh, they love cops and black uniforms and schemas with guns, which would scare them.
[01:13:21.000 --> 01:13:24.000]  But they see veterans and a veterans parade with guns.
[01:13:24.000 --> 01:13:26.000]  Oh my gosh, let's have a heart attack.
[01:13:26.000 --> 01:13:28.000]  Truth patriot in New Jersey.
[01:13:28.000 --> 01:13:29.000]  Go ahead.
[01:13:29.000 --> 01:13:30.000]  You're on the air.
[01:13:30.000 --> 01:13:31.000]  How's it going?
[01:13:31.000 --> 01:13:35.000]  I talked with you on Thursday and we had a good conversation.
[01:13:35.000 --> 01:13:40.000]  I told you I'm a school teacher and the kids did the walk out versus sit in.
[01:13:40.000 --> 01:13:41.000]  Yes, sir.
[01:13:41.000 --> 01:13:45.000]  Yeah, I wanted to ask your advice on my proposal.
[01:13:45.000 --> 01:13:50.000]  First, I want to get into a little bit of background news for your audience because I know I'm speaking to lots of listeners now.
[01:13:50.000 --> 01:13:53.000]  You could check out how well Alex Jones is doing on Google Trends.
[01:13:53.000 --> 01:13:55.000]  Your audience is growing so much.
[01:13:55.000 --> 01:13:58.000]  And that's why I really need your support.
[01:13:58.000 --> 01:14:03.000]  HR 1207 passed the house with a 336 co-sponsors.
[01:14:03.000 --> 01:14:08.000]  However, people like Bernie Sanders and Chris Dodd kind of hijacked in.
[01:14:08.000 --> 01:14:13.000]  You're saying for those that don't know, that was the real audit, the private fellow reserve bill.
[01:14:13.000 --> 01:14:17.000]  And then Ron Paul has said that it was a sellout by Bernie Sanders and the Senate.
[01:14:17.000 --> 01:14:21.000]  They stripped it and passed the bill for a fake audit.
[01:14:21.000 --> 01:14:22.000]  That's correct.
[01:14:22.000 --> 01:14:30.000]  And then they try to reinsert the HR 1207 language into the Vitter Amendment and that was denied.
[01:14:30.000 --> 01:14:31.000]  That was voted down.
[01:14:31.000 --> 01:14:34.000]  So we tried to go within the system.
[01:14:34.000 --> 01:14:42.000]  We tried to go through Congress and the Senate in order to not even abolish the Federal Reserve, but just to audit it.
[01:14:42.000 --> 01:14:44.000]  And we still can't do that.
[01:14:44.000 --> 01:14:46.000]  This is my dilemma.
[01:14:46.000 --> 01:14:48.000]  And this is the solution I have.
[01:14:48.000 --> 01:14:52.000]  I want you to really support it and analyze my ideas here.
[01:14:52.000 --> 01:14:56.000]  If you could take a moment out of the radio show to do this because I think this is the real problem.
[01:14:56.000 --> 01:14:59.000]  And this is the real part of it.
[01:14:59.000 --> 01:15:02.000]  We're going to have Ron Paul on again in the next two weeks.
[01:15:02.000 --> 01:15:04.000]  We've read his statement that it's a fraud.
[01:15:04.000 --> 01:15:06.000]  I mean, what's your idea?
[01:15:06.000 --> 01:15:13.000]  My idea is on the 4th of July because that's an independent day and we could do it either in 2011 or 2012.
[01:15:13.000 --> 01:15:17.000]  I'm not sure how long we need to raise the collective consciousness.
[01:15:17.000 --> 01:15:25.000]  But if we all stop paying our mortgages, our IRS bills, our car loans, our student loans, we just default on everything.
[01:15:25.000 --> 01:15:35.000]  On Facebook, I started a little website just yesterday, facebook.com slash mortgagedefaultrevolution2012.
[01:15:35.000 --> 01:15:37.000]  Well, I'll say this.
[01:15:37.000 --> 01:15:38.000]  I'll say this.
[01:15:38.000 --> 01:15:47.000]  For people that don't believe in this and think it's fraud to not pay, the banks made this money up, the big ones, out of nothing.
[01:15:47.000 --> 01:15:48.000]  Stay there briefly.
[01:15:48.000 --> 01:15:50.000]  I want to come back through the Patriot New Jersey.
[01:15:50.000 --> 01:15:51.000]  Finish up with your points.
[01:15:51.000 --> 01:15:55.000]  But quickly, don't want to go to Alan, Dave, Eddie, Mark, Ronnie, and others.
[01:15:55.000 --> 01:15:57.000]  We'll be back, 888-201-2244.
[01:15:57.000 --> 01:16:24.000]  Stay with us.
[01:16:24.000 --> 01:16:34.000]  Starting immediately, eFoodsDirect.com will take pre-production orders for a buy three get one free program for one week ending May 14th at midnight.
[01:16:34.000 --> 01:16:38.000]  You will receive one free item for every three that you order of the selected products.
[01:16:38.000 --> 01:16:41.000]  These orders will begin shipping the first week of June.
[01:16:41.000 --> 01:17:00.000]  To order on the web, eFoodsDirect.com slash Alex, or call 800-409-5633. That's eFoodsDirect.com slash Alex, 800-409-5633. Again, that's eFoodsDirect.com slash Alex, 800-409-5633.
[01:17:00.000 --> 01:17:04.000]  Let me tell you a little bit about one of our great sponsors, HomeGain.com.
[01:17:04.000 --> 01:17:11.000]  This is the place to get you started buying or selling a home, finding a realtor, and getting any real estate questions answered.
[01:17:11.000 --> 01:17:14.000]  Go to HomeGain.com and see what I'm talking about.
[01:17:14.000 --> 01:17:21.000]  All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[01:17:21.000 --> 01:17:24.000]  This is a great way to be able to monitor the value of your home.
[01:17:24.000 --> 01:17:26.000]  And again, it's absolutely free.
[01:17:26.000 --> 01:17:28.000]  There are tons of tools to help you.
[01:17:28.000 --> 01:17:39.000]  For instance, if you want to remodel your home, go to HomeGain.com. Use their home sale maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[01:17:39.000 --> 01:17:42.000]  For 10 years, these folks have been helping home sellers and buyers.
[01:17:42.000 --> 01:17:45.000]  Visit their link at infowars.com.
[01:17:45.000 --> 01:17:50.000]  Look for Max, the orange home gang gorilla, to help you with any real estate needs you might have.
[01:17:50.000 --> 01:17:53.000]  You'll love this site. It's HomeGain.com.
[01:17:53.000 --> 01:17:58.000]  H-O-M-E-G-A-I-N.com. Check them out today.
[01:18:24.000 --> 01:18:33.000]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[01:18:33.000 --> 01:18:39.000]  I believe, first of all, that we now need nothing short of a world constitution for the global financial system.
[01:18:39.000 --> 01:18:42.000]  Global governance with the establishment of the G20.
[01:18:42.000 --> 01:18:48.000]  So it's going to be an inner ruling elite and then everyone else. And I got news for you. You're everyone else.
[01:18:48.000 --> 01:18:54.000]  Invisible Empire, secure your copy today at infowars.com or prisonplanet.com.
[01:18:54.000 --> 01:19:20.000]  Or watch it online in the highest quality at prisonplanet.tv.
[01:19:20.000 --> 01:19:24.000]  Take my word for it. Once you've used pure soap, you won't buy anything else.
[01:19:24.000 --> 01:19:30.000]  Since 1947, Calben Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[01:19:30.000 --> 01:19:32.000]  Buy American and stay clean.
[01:19:32.000 --> 01:19:38.000]  As well as support infowars, visit 5starsoap.com today or call 1-800-340-7091.
[01:19:38.000 --> 01:19:40.000]  Well, Marty, what do you have to say?
[01:19:40.000 --> 01:19:50.000]  As founder and owner for over 63 years, satisfaction is guaranteed on double your dirt back.
[01:19:50.000 --> 01:20:10.000]  Call 340-7091 for a free catalog or visit our website 5starsoap.com. Thank you.
[01:20:20.000 --> 01:20:42.000]  Our enemy isn't white people, black people, Hispanics or the Easter Bunny.
[01:20:42.000 --> 01:20:50.000]  It is the new world order banking cartel that has created 1.5 quadrillion in fake derivatives.
[01:20:50.000 --> 01:20:54.000]  They then loan the fiat currency to the population.
[01:20:54.000 --> 01:21:00.000]  At a certain level, the people do owe this money. They did take this loan. They were encouraged to do it.
[01:21:00.000 --> 01:21:03.000]  But that's not what caused the banking collapse, and that's now admitted.
[01:21:03.000 --> 01:21:06.000]  And that's not what's happening in Europe or Greece.
[01:21:06.000 --> 01:21:12.000]  And we've got to bring these banks to heal some way, and this is a powerful way to strike.
[01:21:12.000 --> 01:21:16.000]  The problem is not paying your mortgage or your taxes or your bills.
[01:21:16.000 --> 01:21:21.000]  If enough people don't do it, it won't work, and then it's dangerous for those that do it.
[01:21:21.000 --> 01:21:23.000]  But it is an interesting idea.
[01:21:23.000 --> 01:21:47.000]  You've got one more minute.
[01:21:47.000 --> 01:21:56.000]  If we get the word out, and I think if we can bring down the system, if everybody stops paying your mortgage, the IRS or car loans, but we all need to stick together, the Federal Reserve are unelected.
[01:21:56.000 --> 01:22:06.000]  And we have to know it's going to be rough, kind of like when you get a high fever before the fever breaks and you get better.
[01:22:06.000 --> 01:22:13.000]  It's going to be rough kicking them out, but it's going to be even more rough incrementally letting them continue to enslave us.
[01:22:13.000 --> 01:22:23.000]  But I mean, I'll say this, Ron Paul was first in Congress back in the 1980s, and then he got kicked out of Congress after one term and came back in the mid-90s, and I've been interviewing him ever since.
[01:22:23.000 --> 01:22:26.000]  So he passed it in the House.
[01:22:26.000 --> 01:22:28.000]  He said it's a fraud.
[01:22:28.000 --> 01:22:30.000]  The Senate took it over and screwed it up.
[01:22:30.000 --> 01:22:33.000]  So who's to say next year he can't get a real audit through?
[01:22:33.000 --> 01:22:41.000]  I mean, here's the German government, the Greek government, calling for criminal investigations of Goldman Sachs and US-based banks.
[01:22:41.000 --> 01:22:43.000]  These aren't US-based banks.
[01:22:43.000 --> 01:22:45.000]  These are globalists.
[01:22:45.000 --> 01:22:57.000]  I mean, here's another mainstream headline that I read earlier where they've already arrested people in Iceland, the same banker groups that were caught.
[01:22:57.000 --> 01:23:01.000]  Bankers jailed, sued as Iceland seeks culprits for crisis.
[01:23:01.000 --> 01:23:06.000]  But I think your idea should be looked at as a measure down the road, and we should have a debate about it.
[01:23:06.000 --> 01:23:07.000]  Let's go ahead.
[01:23:07.000 --> 01:23:09.000]  I mean, that's just quite a move to call for.
[01:23:09.000 --> 01:23:15.000]  I mean, I don't know if I'm going to – I mean, if I get up here and say, don't pay your mortgage and don't pay taxes, I've got to do it.
[01:23:15.000 --> 01:23:21.000]  And then I've got this operation to run, and they'll use that as a technicality to come after me.
[01:23:21.000 --> 01:23:27.000]  But I guess the Founding Fathers put in more than we're talking about doing militarily.
[01:23:27.000 --> 01:23:28.000]  So who knows?
[01:23:28.000 --> 01:23:29.000]  Allen in Texas, you're on the air.
[01:23:29.000 --> 01:23:30.000]  Go ahead.
[01:23:30.000 --> 01:23:32.000]  Well, good afternoon, Alex.
[01:23:32.000 --> 01:23:34.000]  I like your church there, buddy.
[01:23:34.000 --> 01:23:37.000]  Oh, you're watching this on Prison Planet.tv?
[01:23:37.000 --> 01:23:41.000]  I surely am. I'm a member of the Austin Screenwriters Group in Austin Film Society.
[01:23:41.000 --> 01:23:46.000]  I just moved back here from Phoenix, and I'm a veteran of 101st Airborne.
[01:23:46.000 --> 01:23:55.000]  Well, my name is Allen Jones, and I'll tell you what, we're 27 years apart, but I get a lot of phone calls here in Austin, Texas.
[01:23:55.000 --> 01:23:56.000]  They're meant for you.
[01:23:56.000 --> 01:23:59.000]  But anyway, like I said, I moved here from Phoenix.
[01:23:59.000 --> 01:24:01.000]  My daughter's still back there.
[01:24:01.000 --> 01:24:13.000]  I got a suggestion for people, they can go on the internet to azfamily.com and see what the local news is out there,
[01:24:13.000 --> 01:24:16.000]  which I pick up all the time because I lived up there for a couple years.
[01:24:16.000 --> 01:24:17.000]  Unbelievable crime.
[01:24:17.000 --> 01:24:25.000]  Illegal aliens murdering people, burning buildings down, taking down American flags at post offices, running up Mexican flags.
[01:24:25.000 --> 01:24:28.000]  What do you think is a screenwriter of Robert Rodriguez's script?
[01:24:28.000 --> 01:24:35.000]  I don't know if you've seen the video where I show screenshots of the internal script, which is a race war script.
[01:24:35.000 --> 01:24:37.000]  I mean, I'm really worried about this new film, Machete.
[01:24:37.000 --> 01:24:44.000]  Well, I spent a little bit of time over at Troublemaker Studios in the last months, but I'm not going to embellish on that.
[01:24:44.000 --> 01:24:46.000]  I'm against it.
[01:24:46.000 --> 01:24:50.000]  I think that, well, my sister still lives there, and she's an Anglo.
[01:24:50.000 --> 01:24:52.000]  She's afraid to ride the bus.
[01:24:52.000 --> 01:24:59.000]  She said she feels like a pig in a lion's den. You hit the nail on the head weeks ago.
[01:24:59.000 --> 01:25:03.000]  It's causing a lot of disruption and a lot of panic right out there.
[01:25:03.000 --> 01:25:09.000]  Well, I mean, look, there's been persecution on both sides, but no country's more open than the U.S.
[01:25:09.000 --> 01:25:18.000]  And this is becoming, with certain sectors, certain minorities of the Hispanics who see themselves as Mexicans,
[01:25:18.000 --> 01:25:24.000]  this is becoming an anti-American thing, not just an anti-white thing, to the point of Hispanic students.
[01:25:24.000 --> 01:25:27.000]  That was buried in the MSNBC article.
[01:25:27.000 --> 01:25:37.000]  We played the video here where five of the three of the five Hispanics in San Francisco that were kicked out of school
[01:25:37.000 --> 01:25:43.000]  for wearing American flag shirts, they were Hispanic, and it cut to their parents who were Hispanic going,
[01:25:43.000 --> 01:25:49.000]  look, I'm an American. I'm sick of people running around waving Mexican flags telling me I want to be an American.
[01:25:49.000 --> 01:25:54.000]  I mean, no matter what color you are, why wouldn't you want the Second Amendment and property rights?
[01:25:54.000 --> 01:25:57.000]  Why would you want to be under the corrupt system of Mexico?
[01:25:57.000 --> 01:26:02.000]  The country is collapsing, so as an American, I'm not looking for trouble with anybody.
[01:26:02.000 --> 01:26:13.000]  But, I mean, I see a film which literally makes machete this hero God who's killing the gringos, and I don't want to get off into it.
[01:26:13.000 --> 01:26:20.000]  It's just, I've never, this is more racist than Birth of the Nation, which was made by the Ku Klux Klan, basically.
[01:26:20.000 --> 01:26:25.000]  I agree, and then you go on the other side, you got Arpaio out there just a couple of days ago.
[01:26:25.000 --> 01:26:34.000]  I think on Friday, he passed a cockfighting ring in West Phoenix, 80 Mexicans, and a lot of them were illegals,
[01:26:34.000 --> 01:26:38.000]  and that just, it's just stirring up the pot, Alex, and it's just kind of horrifying.
[01:26:38.000 --> 01:26:44.000]  No, it is horrifying, and I was this weekend looking at a book I'm going to read called God's Middle Finger
