[00:00:00.237 --> 00:00:00.486]  We're good.
[01:55:54.151 --> 01:55:59.912]  He got very bitter at the success that everyone else in the movement was having back, you know, four or five years ago.
[01:55:59.912 --> 01:56:06.954]  Then he joined CNN and devoted his entire career to deplatforming those people who he was bitter about.
[01:56:06.954 --> 01:56:08.675]  So this is the situation.
[01:56:08.675 --> 01:56:09.715]  If you look at the graph,
[01:56:10.464 --> 01:56:12.746]  For CNN, for example, on YouTube.
[01:56:12.746 --> 01:56:22.936]  Let's bear in mind that Google has come out and said, quote, Google has never manipulated or modified the search results or content of any of its products to promote a particular political ideology.
[01:56:22.936 --> 01:56:24.237]  It does it all the time!
[01:56:25.149 --> 01:56:30.953]  It puts, quote, authoritative news sources above everything else on its search results.
[01:56:30.953 --> 01:56:32.213]  What's authoritative?
[01:56:32.213 --> 01:56:36.496]  Oh look, it's CNN, it's ABC, it's Huffington Post.
[01:56:36.496 --> 01:56:39.758]  They lied and they confound their own statement.
[01:56:39.758 --> 01:56:42.759]  You have Robert Epstein, I've mentioned this a bunch of times.
[01:56:42.759 --> 01:56:50.464]  Oh and by the way, if you look at the graph for CNN's subscriptions on YouTube, suddenly when they change their algorithm, they go way up.
[01:56:50.464 --> 01:56:51.905]  Suddenly their views go way up.
[01:56:52.345 --> 01:56:55.992]  They're immune from the policies that everyone else is subject to.
[01:56:55.992 --> 01:56:59.999]  They can put ads on videos which depict violence and war.
[01:56:59.999 --> 01:57:03.085]  Every single one of my videos is demonetized immediately upon upload.
[01:57:03.596 --> 01:57:08.819]  So Robert Epstein has come out and said that this algorithm shift can affect millions of votes.
[01:57:08.819 --> 01:57:14.702]  It affected at least 2 to 3 million votes during the 2016 presidential election in favor of Hillary.
[01:57:14.702 --> 01:57:19.024]  It's going to do that times 10 with all this new censorship for 2020.
[01:57:19.024 --> 01:57:21.206]  So Trump needs to act now.
[01:57:21.206 --> 01:57:22.126]  The tweets are nice.
[01:57:22.126 --> 01:57:23.487]  We need executive action.
[01:57:23.487 --> 01:57:24.067]  We need... They're right!
[01:57:25.990 --> 01:57:26.430]  You're right.
[01:57:26.430 --> 01:57:28.271]  This isn't about us bitching about being censored.
[01:57:28.271 --> 01:57:29.251]  That's bad enough.
[01:57:29.251 --> 01:57:33.653]  This is 2020 being stolen from World Casual Society.
[01:57:33.653 --> 01:57:35.053]  Chinese social credit score.
[01:57:35.053 --> 01:57:36.054]  It's here.
[01:57:36.054 --> 01:57:38.314]  Listing people as terrorists and are patriots.
[01:57:38.314 --> 01:57:39.995]  Five more minutes with Paul Joseph Watson.
[01:57:39.995 --> 01:57:42.256]  Then, Millie Weaver.
[01:57:42.256 --> 01:57:44.977]  And of course, Caitlin Bennett and more straight ahead.
[01:57:44.977 --> 01:57:45.397]  Stay with us.
[01:57:47.512 --> 01:57:52.056]  Stacey in the great state of Texas in FEMA Region 6.
[01:57:52.056 --> 01:57:54.078]  You're on the air worldwide, Stacey.
[01:57:54.078 --> 01:57:55.159]  Good to talk to you.
[01:57:55.159 --> 01:57:59.802]  Before I get into what I want to say, I just want to let you know that I don't normally take vitamins at all.
[01:57:59.802 --> 01:58:01.744]  I was turned on to the ultimate female force.
[01:58:01.744 --> 01:58:06.288]  I looked at all the ingredients and they're all organic, root, things like that, that I trust.
[01:58:06.588 --> 01:58:12.555]  You know, because I've seen a lot of other vitamins that don't have things that they say that they have in them, and they're often not things that are natural.
[01:58:12.555 --> 01:58:13.375]  I appreciate that.
[01:58:13.375 --> 01:58:14.937]  Well, what happened with Ultimate Female Force?
[01:58:14.937 --> 01:58:15.538]  Tell us about it.
[01:58:15.538 --> 01:58:16.319]  Well, it's really great.
[01:58:16.319 --> 01:58:17.600]  You know, it's like a multivitamin.
[01:58:17.600 --> 01:58:18.120]  I take it.
[01:58:18.120 --> 01:58:18.861]  It tastes good.
[01:58:18.861 --> 01:58:20.723]  It doesn't have that nasty aftertaste.
[01:58:20.723 --> 01:58:22.665]  It actually has kind of a pleasant aftertaste.
[01:58:22.665 --> 01:58:26.149]  And, you know, it just gives me energy and fuels me throughout the day, so I really like it.
[01:58:26.169 --> 01:58:29.010]  Well, just so you know, we look at whatever the best herbs are.
[01:58:29.010 --> 01:58:30.750]  They're known to turbocharge women.
[01:58:30.750 --> 01:58:32.831]  And then we get the organic ones and put it in it.
[01:58:32.831 --> 01:58:33.751]  So, yeah.
[01:58:33.751 --> 01:58:36.192]  Stamina, libido, energy.
[01:58:36.192 --> 01:58:39.013]  These are amazing things and ultimate female force.
[01:58:39.013 --> 01:58:40.173]  So I'm glad you plugged it.
[01:58:40.173 --> 01:58:41.974]  Infowarsstore.com or 888-253-3139.
[01:58:47.859 --> 01:58:51.443]  InfoWars Life is bringing you a breakthrough in modern medicine.
[01:58:51.443 --> 01:58:53.226]  Introducing Pollen Block.
[01:58:53.226 --> 01:59:04.499]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[01:59:05.260 --> 01:59:14.327]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[01:59:14.327 --> 01:59:20.412]  They began studying this effect in published trials, and decades later, we now have the fruit of this research.
[01:59:20.412 --> 01:59:25.516]  A fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:59:25.516 --> 01:59:27.758]  Pollen Block is natural and effective.
[01:59:28.118 --> 01:59:29.838]  It is not an antihistamine.
[01:59:29.838 --> 01:59:39.821]  In fact, current research has found that it actually acts by blocking the activity of tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[01:59:39.821 --> 01:59:42.481]  Go outside and enjoy the air you breathe.
[01:59:42.481 --> 01:59:51.723]  Head to Infowarslife.com and grab a pack of our Pollen Block chewable tablets.
[01:59:51.723 --> 01:59:54.404]  You're listening to the Alex Jones Show.
[02:00:02.933 --> 02:00:05.374]  Waging war on corruption.
[02:00:05.374 --> 02:00:11.017]  It's Alex Jones.
[02:00:11.017 --> 02:00:15.879]  Alright, we've got US aircraft carriers being sent to deal with Iran.
[02:00:15.879 --> 02:00:21.682]  We've got China deals breaking down.
[02:00:21.682 --> 02:00:30.067]  But in the midst of this, we have the attempt to absolutely have big tech go beyond anything ever imagined in 1984.
[02:00:33.221 --> 02:00:38.746]  And not allow people to even talk about people that have been banned's names unless it's negative.
[02:00:38.746 --> 02:00:42.009]  Obviously the President tweeted about you, retweeted your support, all that.
[02:00:42.009 --> 02:00:43.910]  Millie Weaver, great.
[02:00:43.910 --> 02:00:46.893]  But as you said in videos, he usually more than tweet.
[02:00:46.893 --> 02:00:51.056]  But it does show, because he knows how they demonize CNN.
[02:00:51.056 --> 02:00:53.639]  Trump knows how CNN demonizes InfoWars.
[02:00:55.504 --> 02:00:59.267]  That Trump is basically aligning himself and saying, I believe in the First Amendment.
[02:00:59.267 --> 02:01:01.108]  So that's a good thing.
[02:01:01.108 --> 02:01:02.790]  But it's just not a free speech issue.
[02:01:02.790 --> 02:01:03.991]  It's a cartel issue.
[02:01:03.991 --> 02:01:05.692]  It's an election meddling issue.
[02:01:05.692 --> 02:01:07.354]  What is your message to President Trump, Paul?
[02:01:09.372 --> 02:01:12.334]  Well, it's best laid out in the article I spoke about before.
[02:01:12.334 --> 02:01:14.215]  Platform access is a civil right.
[02:01:14.215 --> 02:01:16.857]  We need some kind of digital Bill of Rights.
[02:01:16.857 --> 02:01:19.779]  We need people to look at all angles.
[02:01:19.779 --> 02:01:28.324]  If Facebook wants to be a publisher and not a platform, which is how they're behaving, then remove their immunity from lawsuits under Section 230 of the Communications Act.
[02:01:28.764 --> 02:01:34.890]  Make them legally liable for everything that's posted on their website if they want to act as a publisher.
[02:01:34.890 --> 02:01:44.298]  If somebody gets up on InfoWars and writes an article, and we post an article full of death threats and vile defamatory statements, we're going to get sued for that.
[02:01:44.298 --> 02:01:51.244]  Facebook is immune from that because it's a platform, but it no longer acts as a platform, so there are things you can do there.
[02:01:51.244 --> 02:01:54.507]  And then we whine about the double standard because it's just so brazen.
[02:01:55.106 --> 02:02:01.028]  You know, we've got hundreds of rockets raining down on Israel over the past few days, killing and injuring civilians.
[02:02:01.028 --> 02:02:05.810]  Hamas is listed as a terrorist group by the United States, by the European Union.
[02:02:05.810 --> 02:02:09.832]  All over Facebook, there are pro-Hamas pages.
[02:02:09.832 --> 02:02:13.013]  And in fact, the New York Times reported on that last month.
[02:02:13.013 --> 02:02:17.835]  They said, quote, Hamas enjoys a similar widespread presence on Facebook.
[02:02:18.215 --> 02:02:28.242]  So nobody's doing anything about an actual terrorist group, listed as a terrorist group, that is currently raining down missiles on civilians in Israel.
[02:02:28.242 --> 02:02:31.744]  Oh, but PJW needs to be banned for his edgy opinions.
[02:02:31.744 --> 02:02:34.166]  So it's that double standard again, Alex.
[02:02:34.166 --> 02:02:35.566]  Instagram.
[02:02:35.566 --> 02:02:41.350]  Raheem Kassam just reported a video which shows somebody jokingly punching a pregnant woman in the chest.
[02:02:43.286 --> 02:02:45.907]  To try and get a baby aborted as a joke.
[02:02:45.907 --> 02:02:49.328]  He reported the video for, you know, violence or threat of violence.
[02:02:49.328 --> 02:02:50.328]  Thank you for reporting.
[02:02:50.328 --> 02:02:51.728]  This does not violate our terms.
[02:02:51.728 --> 02:02:56.710]  So you can literally post something punching a pregnant woman in the belly on Instagram.
[02:02:56.710 --> 02:02:58.310]  That's completely fine.
[02:02:58.310 --> 02:03:05.152]  Alex Jones, though, he has to get his face blurred because during the two minutes of hate, you're not even allowed to see.
[02:03:05.911 --> 02:03:07.612]  The face of Goldstein.
[02:03:07.612 --> 02:03:08.533]  That's the level we're at.
[02:03:08.533 --> 02:03:09.773]  And I saw the photos this weekend.
[02:03:09.773 --> 02:03:10.474]  I'm going to dig them out.
[02:03:10.474 --> 02:03:11.294]  It's like families.
[02:03:11.294 --> 02:03:13.656]  I remember taking the photos in D.C.
[02:03:13.656 --> 02:03:19.319]  and stuff with families and their kids and they just blur it and say, oh, you're not allowed to do this because they've scanned my face.
[02:03:19.319 --> 02:03:19.899]  The A.I.
[02:03:19.899 --> 02:03:24.282]  recognizes it and treats it like child porn.
[02:03:24.282 --> 02:03:24.802]  Precisely.
[02:03:24.802 --> 02:03:26.623]  We had another article on InfoWars.
[02:03:26.623 --> 02:03:29.585]  Facebook defends call for Trump assassination.
[02:03:29.585 --> 02:03:33.947]  This woman reported a bunch of assassination threats against President Trump.
[02:03:33.947 --> 02:03:34.908]  And how did they respond?
[02:03:35.723 --> 02:03:40.469]  They'd suspended her for reporting the assassination threats.
[02:03:40.469 --> 02:03:43.673]  I should have led the show with that Jamie White article from last night.
[02:03:43.673 --> 02:03:44.774]  Please tweet that out, Paul.
[02:03:44.774 --> 02:03:48.959]  I still have Twitter and still have YouTube.
[02:03:48.959 --> 02:03:51.842]  And again, people have to remember, you started Summit.News.
[02:03:51.842 --> 02:03:54.706]  We have NewsWars.com, InfoWars.com with our own audio, our own video.
[02:03:54.706 --> 02:03:55.406]  I know you're working on...
[02:03:56.809 --> 02:03:57.749]  Getting your own stuff set up.
[02:03:57.749 --> 02:03:58.830]  We're trying to help you.
[02:03:58.830 --> 02:04:00.210]  We have to do what Drudge came here and warned us.
[02:04:00.210 --> 02:04:02.251]  He said, you got to set your own stuff up now.
[02:04:02.251 --> 02:04:05.412]  You got to get off because when Hillary was going to win, she was going to do it right away.
[02:04:05.412 --> 02:04:12.595]  Well, instead, we got like a two and a half year reprieve, but now ahead of the next election, they're doing it regardless, thinking Trump's dumb.
[02:04:12.595 --> 02:04:12.815]  Oh, yeah.
[02:04:12.815 --> 02:04:14.195]  I mean, imagine if Hillary would have won.
[02:04:14.195 --> 02:04:16.276]  It would have happened even sooner, right?
[02:04:16.276 --> 02:04:19.117]  Also, as I said before, you know, get the products from InfoWars.
[02:04:19.117 --> 02:04:19.997]  That is absolutely key.
[02:04:19.997 --> 02:04:21.358]  There's a subscribe store.
[02:04:21.358 --> 02:04:22.638]  It's linked in the article.
[02:04:22.638 --> 02:04:24.999]  Support PJW in the fight back against censorship.
[02:04:25.575 --> 02:04:29.458]  That is my personal page, so go and donate there at Subscribestar.
[02:04:29.458 --> 02:04:36.864]  And again, that's because you're moving out and doing your own thing because, I mean, we're getting to the point where we cannot finance you and your brother and the work you're doing.
[02:04:36.864 --> 02:04:41.287]  Yeah, the enemy, as I told folks, is slowly but surely shutting us down.
[02:04:41.287 --> 02:04:42.668]  That's why we need your financial support, folks.
[02:04:42.668 --> 02:04:44.229]  This is serious.
[02:04:44.229 --> 02:04:47.672]  All right, sign up for the free email as well at summit.news.
[02:04:47.672 --> 02:04:48.853]  All right, Paul, great job.
[02:04:48.853 --> 02:04:53.116]  Please, you're going to be hosting again tomorrow in the fourth hour, correct?
[02:04:54.011 --> 02:04:54.832]  That's right, yeah.
[02:04:54.832 --> 02:04:55.552]  All right, we'll be right back.
[02:04:55.552 --> 02:04:55.872]  Stay with us.
[02:04:55.872 --> 02:04:56.193]  Thanks, Paul.
[02:04:56.193 --> 02:04:58.334]  Infowarsstore.com is how you support us.
[02:04:58.334 --> 02:05:01.376]  And it's not like we're selling stuff you don't need, you don't want.
[02:05:01.376 --> 02:05:09.963]  The air in the average American home is filled with toxins that put it on par with a major city.
[02:05:09.963 --> 02:05:12.945]  Some of the most polluted areas on Earth are major cities.
[02:05:12.945 --> 02:05:14.686]  How can I solve that problem?
[02:05:14.686 --> 02:05:20.951]  So we have air filters at Infowarsstore.com, the Alexa Pure Breeze, which is right now $50 off.
[02:05:23.032 --> 02:05:28.354]  The Alexa Pure Breeze Groundbreaking Ion Cluster Air Filter Technology.
[02:05:28.354 --> 02:05:31.316]  And we've got a limited quantity of these left right now.
[02:05:31.316 --> 02:05:35.257]  We're basically selling these at cost because there was a big overhaul.
[02:05:35.257 --> 02:05:39.239]  Go ahead and read the hundreds of five-star reviews for yourself.
[02:05:39.239 --> 02:05:41.060]  I've got two in my home.
[02:05:41.060 --> 02:05:47.142]  You will notice the difference, ladies and gentlemen, with the Alexa Pure Breeze in your house.
[02:05:47.142 --> 02:05:47.983]  Don't live
[02:05:48.823 --> 02:05:52.888]  In a polluted major city, in your home, have clean air.
[02:05:52.888 --> 02:05:59.255]  Go to Infowarsstore.com.
[02:05:59.255 --> 02:06:05.502]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:06:38.895 --> 02:06:47.686]  Did you ever think you'd grow up and see all the so-called news pundits calling for people that have more viewers than they do and they're just American patriots to be muted, censored, silenced, shut up?
[02:06:48.646 --> 02:06:54.108]  Well, that's what they're doing, and it's been green-lighted by the American people and by Congress and by the President.
[02:06:54.108 --> 02:07:02.050]  This is criminal racketeering to bully and shut up the American people, and now they're saying we're going to list you as terrorist and take your bank accounts away.
[02:07:02.050 --> 02:07:04.771]  I guess a lot of folks are in the land of the cowards, home of the brave.
[02:07:04.771 --> 02:07:06.251]  I guess they'll just then shut up.
[02:07:06.251 --> 02:07:07.252]  You think things will be better then?
[02:07:07.252 --> 02:07:09.172]  No, it'll only get worse.
[02:07:09.172 --> 02:07:14.454]  We have freedom and wealth because we fought and stood up, but we're living off what our forebearers did.
[02:07:14.454 --> 02:07:17.175]  When you go out in public, there's some strong Americans left.
[02:07:18.095 --> 02:07:29.680]  From a race, color, and creed, but most Americans are soft, cowardly people that are just lazy and stupid, and the wolves of the world know it, folks, and this country's going down unless we stand up.
[02:07:32.773 --> 02:07:34.535]  Why are they doing this now?
[02:07:34.535 --> 02:07:39.740]  Well, it's a good question as to why they waited this long, but... Yes, exactly.
[02:07:39.740 --> 02:07:48.369]  I mean, so Alex Jones has been banned from Facebook for a long period of time, but now they banned him, they banned his, like, little underling, Paul Joseph Watson.
[02:07:48.369 --> 02:07:53.355]  Now that they kicked him off the platform, that's great for now, but it doesn't roll back the clock.
[02:07:53.635 --> 02:07:57.558]  Well, you have also excesses in the First Amendment and the Second Amendment right now.
[02:07:57.558 --> 02:08:06.383]  You know, I don't think that the forefathers said, well, you can say, you know, all sorts of hateful things and spread it around the world, literally spread it through the internet.
[02:08:06.383 --> 02:08:07.944]  I have no issue with it at all.
[02:08:07.944 --> 02:08:09.025]  I want them shut down.
[02:08:09.025 --> 02:08:10.006]  I want them silenced.
[02:08:10.006 --> 02:08:10.826]  I want them muted.
[02:08:10.826 --> 02:08:13.968]  I think they are horrible for our society.
[02:08:13.968 --> 02:08:15.369]  I want them shut down!
[02:08:15.369 --> 02:08:16.950]  I want them silenced!
[02:08:16.950 --> 02:08:18.171]  I want them muted!
[02:08:18.171 --> 02:08:19.432]  But don't worry.
[02:08:19.432 --> 02:08:21.153]  These people aren't terrifying or anything.
[02:08:22.130 --> 02:08:23.171]  I want them shut down.
[02:08:23.171 --> 02:08:24.131]  I want them silenced.
[02:08:24.131 --> 02:08:24.972]  I want them muted.
[02:08:24.972 --> 02:08:27.193]  I think they are horrible for our society.
[02:08:27.193 --> 02:08:28.333]  Banning people.
[02:08:28.333 --> 02:08:33.616]  They're dictating the opinions that everyone on the platform is allowed to have.
[02:08:33.616 --> 02:08:44.342]  I'm a conservative Jew, so I guess that makes me such a dangerous person.
[02:08:44.342 --> 02:08:45.183]  Spreading articles.
[02:08:45.183 --> 02:08:46.003]  Spreading videos.
[02:08:46.003 --> 02:08:46.564]  Spreading links.
[02:08:46.564 --> 02:08:47.364]  You're gonna get demonized.
[02:08:47.364 --> 02:08:48.785]  You're gonna get attacked.
[02:08:51.562 --> 02:08:54.905]  That's going to do something terrible like help Trump get re-elected.
[02:08:54.905 --> 02:08:58.568]  That's really what all this is about.
[02:08:58.568 --> 02:09:09.397]  ...said that they deem our content and our brand un... ...is the right to be, do, and say whatever you want.
[02:09:09.397 --> 02:09:11.679]  It's about freedom of expression.
[02:09:11.679 --> 02:09:14.081]  I'm a journalist.
[02:09:14.081 --> 02:09:18.085]  I'm a left not interested in telling the truth about me because I don't fit the stereotype.
[02:09:20.433 --> 02:09:23.855]  They can say whatever they think, and I respect their constitutional right to do it.
[02:09:23.855 --> 02:09:35.040]  I hope they respect my... You're next, folks.
[02:09:35.040 --> 02:09:37.922]  You're arresting everybody.
[02:09:37.922 --> 02:09:44.445]  We've lived in a free society so long that when the tyranny comes, people don't know what to do.
[02:09:44.445 --> 02:09:47.007]  And I've used this allegory a hundred times.
[02:09:47.007 --> 02:09:47.607]  I'll use it again.
[02:09:49.994 --> 02:09:57.279]  There was an island out in the South Pacific, and when the... I forget which island the dodo bird was on.
[02:09:57.279 --> 02:09:57.940]  Was it Galapagos?
[02:09:57.940 --> 02:10:00.601]  I think it was in the Galapagos chain.
[02:10:00.601 --> 02:10:06.826]  And big, fat, juicy, delicious birds the size of a turkey.
[02:10:06.826 --> 02:10:07.966]  They never had a predator.
[02:10:07.966 --> 02:10:11.289]  There weren't any wolves, there weren't any foxes, there weren't any dogs.
[02:10:11.289 --> 02:10:12.450]  There was nothing.
[02:10:12.450 --> 02:10:14.391]  There was nothing but these birds running around on this island.
[02:10:17.273 --> 02:10:22.718]  And within just a few years of sailors finding the island, whaling ships would go and stop there.
[02:10:22.718 --> 02:10:26.362]  They'd just walk up with an oar and just club them in the head and eat them.
[02:10:26.362 --> 02:10:30.526]  Big ol' fat juicy meal.
[02:10:30.526 --> 02:10:39.254]  The dodo, Rapus cocculus, is an extinct featherless bird that was endemic to the island's
[02:10:41.437 --> 02:10:42.897]  of East Madagascar.
[02:10:42.897 --> 02:10:43.958]  I've got the whole wrong ocean.
[02:10:43.958 --> 02:10:45.158]  It's the Indian Ocean.
[02:10:45.158 --> 02:10:46.658]  See, my memory, that's why I said check it.
[02:10:46.658 --> 02:10:49.999]  I guess the Indian Ocean is in the Pacific, but technically it's its own little ocean.
[02:10:49.999 --> 02:11:03.303]  The Dodo's closest genetic relative is the also-extinct, solitaire and forming the sub-family, Rapanae, I think, of the family of pigeons and doves.
[02:11:05.310 --> 02:11:11.795]  So the Dodo, people call people a Dodo, they're stupid and don't care about themselves and fall off the edge of a cliff are stupid.
[02:11:11.795 --> 02:11:17.379]  But it was they'd never seen humans, they never had a predator, they had no fear.
[02:11:17.379 --> 02:11:19.720]  And they had no race memory.
[02:11:19.720 --> 02:11:23.163]  You can take a chicken for six, seven generations.
[02:11:24.480 --> 02:11:28.883]  Indoors, never seeing a hawk, never seeing a predator, and they project a hawk on the ceiling.
[02:11:28.883 --> 02:11:30.564]  They've done university studies.
[02:11:30.564 --> 02:11:32.745]  And the chickens all run to the coop.
[02:11:32.745 --> 02:11:35.627]  Even a dumbass chicken knows what a hawk looks like.
[02:11:35.627 --> 02:11:38.649]  Or an owl.
[02:11:38.649 --> 02:11:46.834]  But see, Americans for generations after generations, except for our fighting men, the farm boys from around the country,
[02:11:47.833 --> 02:11:54.456]  The poor white, black, and Hispanic folks, other than them that the ruling class makes fun of, there's no instincts to fight.
[02:11:54.456 --> 02:11:56.177]  Well, let me tell you something.
[02:11:56.177 --> 02:11:58.938]  If I was a chicken, I'm running around like my head's cut off.
[02:11:58.938 --> 02:12:00.038]  And that's what this is.
[02:12:00.038 --> 02:12:12.584]  World government AI tracking everything right out of Revelations, watching what we're doing in real time, tracking it all, telling people with AI in real time you can't say positive things about Alex Jones, and the AI knows if it's positive or negative.
[02:12:14.272 --> 02:12:22.579]  And saying we're watching you, and then designating me as a terrorist, and then I know it's through Interpol and the banks, and they're getting ready to roll it out worldwide against everybody?
[02:12:22.579 --> 02:12:30.665]  Against Christians, gun owners, forced inoculations, Orthodox Jews are a big target for whatever reason.
[02:12:30.665 --> 02:12:36.350]  Anybody that won't bow down to the world government and turn their kids over to the system.
[02:12:36.350 --> 02:12:42.155]  And yeah, I am... I had half a cup of coffee at home this morning.
[02:12:43.447 --> 02:12:48.752]  And I drank like two sips of one here and I feel like I'm on methamphetamine.
[02:12:48.752 --> 02:12:50.053]  I took that a few times in high school.
[02:12:50.053 --> 02:12:50.594]  I tried it out.
[02:12:50.594 --> 02:12:51.254]  I hated it.
[02:12:51.254 --> 02:12:53.596]  I feel like I'm speeding.
[02:12:53.596 --> 02:12:55.278]  And you know why I feel like that?
[02:12:55.278 --> 02:12:57.260]  Why I'm pissed?
[02:12:57.260 --> 02:12:59.342]  Because my instincts are lined up in normal.
[02:13:01.277 --> 02:13:02.457]  We have world government.
[02:13:02.457 --> 02:13:03.698]  We have a government.
[02:13:03.698 --> 02:13:06.318]  We have Democrats saying they're killing babies after they're born.
[02:13:06.318 --> 02:13:08.639]  We have sex education to five-year-olds.
[02:13:08.639 --> 02:13:14.441]  We have convicted pedophiles being brought in on purpose for little kids to sit on their laps in fifth grade.
[02:13:14.441 --> 02:13:17.601]  We have total evil Hollywood demoralizing us.
[02:13:17.601 --> 02:13:18.882]  They attack on the family.
[02:13:18.882 --> 02:13:21.743]  All these lies.
[02:13:21.743 --> 02:13:26.844]  We have criminal collapse news networks calling anyone that doesn't submit to them Nazis.
[02:13:28.499 --> 02:13:33.741]  And then using their fake claim that you're a Nazi to have your bank accounts taken.
[02:13:33.741 --> 02:13:35.781]  That's what the Nazis did.
[02:13:35.781 --> 02:13:43.603]  And as a man... I become physically angry at this point.
[02:13:43.603 --> 02:13:45.844]  Because at a gut level, I've never been more wound up.
[02:13:48.675 --> 02:13:50.316]  I realize the hammer's about to drop.
[02:13:50.316 --> 02:13:51.176]  They're going to make their move.
[02:13:51.176 --> 02:13:52.877]  They're not going to back off on Russiagate.
[02:13:52.877 --> 02:13:54.777]  They're not going to back off on the failed coup.
[02:13:54.777 --> 02:13:56.358]  They're not going to back off on censorship.
[02:13:56.358 --> 02:13:57.718]  They're not backing off on anything.
[02:13:57.718 --> 02:14:01.220]  If you're Zuckerberg, he's personally got $76 billion.
[02:14:01.220 --> 02:14:03.300]  He owns like 500 and something companies.
[02:14:03.300 --> 02:14:15.465]  He's buying up all the credit card companies, buying up all the apps, buying up... He says, if you're a conservative, because you know, those are talking points he gives CNN, you're not going to have access to telephones.
[02:14:15.465 --> 02:14:17.706]  He's going to rule your ass.
[02:14:20.325 --> 02:14:25.667]  And if you don't fundamentally get pissed at that, you're a dodo bird.
[02:14:25.667 --> 02:14:29.708]  Folks, I'm not a dodo bird, and I'm not going to compare myself to an eagle.
[02:14:29.708 --> 02:14:33.670]  Let me just compare myself to a chicken.
[02:14:33.670 --> 02:14:37.691]  Chicken sees a hawk fly over, that chicken runs for the bushes.
[02:14:37.691 --> 02:14:43.033]  That chicken goes, to tell others, hey, the hawk that eats us, he just flew over.
[02:14:44.534 --> 02:14:48.357]  You see, because there's race memory in all animals.
[02:14:48.357 --> 02:14:58.386]  The Dodos were on that island for probably millions of years and nothing ever ate them, at least hundreds of thousands, so they didn't have a race memory.
[02:14:58.386 --> 02:15:08.055]  But you can take a chicken or any other creature that's ever been around predators and they know about predators, they know what they look like, even though they've never seen them.
[02:15:08.055 --> 02:15:10.057]  Kids are worried about monsters when
[02:15:13.643 --> 02:15:16.704]  They get scared when they go in doorways.
[02:15:16.704 --> 02:15:22.826]  Kids that have really good instincts will be scared when they... Oh, always the high IQ kids are scared when they're little.
[02:15:22.826 --> 02:15:24.827]  You always know you got a winner when they're real scared.
[02:15:24.827 --> 02:15:28.348]  Because they got all the memory.
[02:15:28.348 --> 02:15:34.970]  And when lions and tigers and other predators would wait outside a hut or a cave to eat babies that came out.
[02:15:34.970 --> 02:15:37.991]  That's why children, when they're going in and out of houses, are scared.
[02:15:37.991 --> 02:15:41.892]  A lot of children are scared when they first go in or out.
[02:15:41.892 --> 02:15:43.093]  When they kind of hesitate at a door.
[02:15:44.056 --> 02:15:45.358]  They have instincts.
[02:15:45.358 --> 02:15:46.018]  They have soul.
[02:15:46.018 --> 02:15:47.821]  They have spirit.
[02:15:47.821 --> 02:15:50.344]  It was a transference of the genetic memory.
[02:15:50.344 --> 02:15:53.387]  Those who aren't upset, you do not have soul.
[02:15:55.465 --> 02:15:56.726]  Maybe not today.
[02:15:56.726 --> 02:15:58.006]  Maybe not tomorrow.
[02:15:58.006 --> 02:16:01.748]  But soon, you'll need a plan and place to survive.
[02:16:01.748 --> 02:16:02.828]  Forget bunkers.
[02:16:02.828 --> 02:16:04.669]  You're not a live underground gopher.
[02:16:04.669 --> 02:16:06.370]  You need Survivalist Camps.
[02:16:06.370 --> 02:16:14.173]  The ultimate, fully functional, off-the-grid, mobile survival bug-out house that's well-equipped and custom-built to outlast any other RV or trailer.
[02:16:14.173 --> 02:16:15.174]  Bold statement?
[02:16:15.174 --> 02:16:16.174]  You bet.
[02:16:16.174 --> 02:16:18.655]  See them now at survivalistcamps.com.
[02:16:18.655 --> 02:16:20.876]  That's survivalistcamps.com.
[02:16:20.876 --> 02:16:24.018]  Trust your family's survival to survivalistcamps.com.
[02:16:25.018 --> 02:16:27.620]  Hunters, anglers, campers, and survivalists.
[02:16:27.620 --> 02:16:28.680]  Get back to nature.
[02:16:28.680 --> 02:16:35.844]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[02:16:35.844 --> 02:16:39.206]  Slingbow products are compact and models start from just $17.98.
[02:16:39.206 --> 02:16:42.708]  They're perfect for your bug out bag or storing in your vehicle.
[02:16:42.708 --> 02:16:46.771]  Give yourself and your loved ones the excitement and tradition of slingbow.
[02:16:46.771 --> 02:16:51.273]  A new frontier in archery and truly modern twist on this primitive survival tool.
[02:16:51.273 --> 02:16:53.895]  Feel the thrill only at slingbow.com.
[02:16:55.066 --> 02:16:56.266]  Hi, I'm Dan Pilla.
[02:16:56.266 --> 02:17:00.187]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[02:17:00.187 --> 02:17:01.727]  I sued the IRS and won.
[02:17:01.727 --> 02:17:04.688]  I beat the IRS then, and I've been beating them ever since.
