[00:00:01.033 --> 00:00:10.420]  Prepare yourself for a talk radio experience like no other.
[00:48:20.462 --> 00:48:23.767]  And, uh, Colin Powell of Disgust is going to be on the 21st and the 22nd.
[00:48:23.767 --> 00:48:30.215]  I think that he may just announce the economy's done, that it has to be completely restructured, and maybe it's the death of the dollar.
[00:48:30.215 --> 00:48:33.660]  I mean, I hope that's not it, but, you know, it could very well be it.
[00:48:34.324 --> 00:48:39.746]  Madeline Albright, Colin Powell, you know, and the ever-informed Joe Biden.
[00:48:39.746 --> 00:48:40.906]  Thank goodness for him.
[00:48:40.906 --> 00:48:45.047]  But I'm gonna get off here and hang up, listen to you, and God bless you and Alex for what you do.
[00:48:45.047 --> 00:48:46.608]  All right, thank you so much for the call, Tony.
[00:48:46.608 --> 00:48:49.729]  All right, and speaking of the economy, that's what David wants to talk about next.
[00:48:49.729 --> 00:48:51.249]  Let's go to David.
[00:48:51.249 --> 00:48:53.350]  What's on your mind?
[00:48:53.350 --> 00:48:54.310]  Hello, David?
[00:48:54.310 --> 00:48:55.031]  David?
[00:48:55.031 --> 00:48:56.251]  Yes.
[00:48:56.251 --> 00:48:59.252]  Hey, Jason, I'm gonna pick up speakerphone for a second.
[00:48:59.252 --> 00:49:01.213]  Sure.
[00:49:01.213 --> 00:49:01.533]  Okay.
[00:49:03.338 --> 00:49:10.325]  Last week, actually I think Friday, Alex had on Russell Means from the Lakota tribe.
[00:49:10.325 --> 00:49:11.106]  Yes.
[00:49:11.106 --> 00:49:14.449]  And I was so happy to hear that this guy was being interviewed.
[00:49:14.449 --> 00:49:21.356]  I was expecting him to mention something about the Lakota enterprise that they've got going with the Free Lakota Bank.
[00:49:22.899 --> 00:49:32.270]  The Free Lakota Bank is, in essence, an offshore bank now that the Lakota tribe has declared themselves completely autonomous.
[00:49:33.795 --> 00:49:35.436]  A sovereign state, basically.
[00:49:35.436 --> 00:49:36.276]  Absolutely, yeah.
[00:49:36.276 --> 00:49:37.276]  They are the same.
[00:49:37.276 --> 00:49:40.297]  It would be the same as having a split account, if you open an account at Lakota.
[00:49:40.297 --> 00:49:43.998]  Only thing is, the Lakota Indian is dealing only in silver.
[00:49:43.998 --> 00:49:49.300]  So if you do, and I love this idea, I want you to take on it, and see what you think about it.
[00:49:49.300 --> 00:49:58.243]  If you deposit any amount of cash into their account, I think for the meantime, currently, they'll accept actual fiat paper.
[00:49:58.243 --> 00:50:01.924]  But sometime this next year, they're going to stop, and they're only going to accept silver purchases.
[00:50:02.586 --> 00:50:18.193]  So, the idea is you buy so many ounces of silver, have them hold it for you, you can invest it in the Lakota Tribe itself, and they guarantee an incredible interest rate, an annual rate of 7.24% paid to you in silver.
[00:50:22.029 --> 00:50:24.430]  So, uh, I'd like to get your take on that.
[00:50:24.430 --> 00:50:25.771]  I think it's awesome.
[00:50:25.771 --> 00:50:26.591]  Are you kidding me?
[00:50:26.591 --> 00:50:32.735]  Yeah, I think helping out the Native Americans in any way whatsoever, including their gambling casinos, is a great idea.
[00:50:32.735 --> 00:50:36.096]  I think they've been downtrodden and abused and abused long enough.
[00:50:36.096 --> 00:50:45.241]  This, I would promote to anyone, I would happily suggest this to anyone who's interested in really saving their money.
[00:50:45.241 --> 00:50:46.242]  It's not an investment.
[00:50:46.242 --> 00:50:47.943]  People think, ah, investing in silver is a dead cause.
[00:50:49.059 --> 00:50:55.542]  It's not so much investing in making profit, it's investing in keeping your value and keeping it safe.
[00:50:55.542 --> 00:51:05.346]  Now, these coins that they have minted are minted by an organization which I just found out about called the AOCS, the American Open Currency Standard.
[00:51:05.946 --> 00:51:19.471]  And anyone listening, if you want to go to the AOCS website, I think you just type in AOCS and you get it on any search engine, they have minted Restore the Republic coins with Aaron Russo and Ron Paul.
[00:51:19.471 --> 00:51:23.233]  I would caution people though, because they did go after the Liberty Dollar people at one point.
[00:51:23.652 --> 00:51:24.973]  They did seize a lot of their assets.
[00:51:24.973 --> 00:51:26.755]  Yeah, that was about a year and a half ago.
[00:51:26.755 --> 00:51:28.537]  They went and just took whatever they wanted.
[00:51:28.537 --> 00:51:31.200]  Listen, I encourage people to go and buy silver.
[00:51:31.200 --> 00:51:34.483]  I think it's down around $11 or $12 right now.
[00:51:34.483 --> 00:51:37.166]  But you still can't get a Liberty Dollar for under $20 on eBay.
[00:51:37.166 --> 00:51:37.706]  Why is that?
[00:51:37.706 --> 00:51:39.468]  Because it's a hard currency.
[00:51:39.468 --> 00:51:42.491]  Hard currency is going to keep a value in any economy.
[00:51:42.491 --> 00:51:44.333]  The Alex Jones Show will be back after this.
[00:51:47.768 --> 00:51:52.132]  It's no secret that Genesis Communications Network depends on listeners like you.
[00:51:52.132 --> 00:51:55.034]  Now you can do even more to hear Genesis shows in your area.
[00:51:55.034 --> 00:51:59.578]  Simply call your local radio stations and tell them about your favorite GCN programs.
[00:51:59.578 --> 00:52:00.298]  It's easy.
[00:52:00.298 --> 00:52:06.904]  Log on to GCNLive.com or call us toll free 877-807-4048.
[00:52:06.904 --> 00:52:07.664]  Make a difference.
[00:52:07.664 --> 00:52:13.049]  Call your local stations and contact us through affiliate relations at GCNLive.com or call 877-807-4048.
[00:52:13.049 --> 00:52:13.449]  Call today.
[00:52:17.432 --> 00:52:19.053]  Wondering about your retirement portfolio?
[00:52:19.053 --> 00:52:23.574]  Is your financial advisor experienced enough to combat rising interest rates, taxes, and inflation?
[00:52:23.574 --> 00:52:27.695]  Stop guessing and go to the expert, Robert Chapman of The International Forecaster.
[00:52:27.695 --> 00:52:32.056]  With 45 years of experience and concise investment recommendations, who needs sugar-coated excuses?
[00:52:32.056 --> 00:52:34.477]  Get the cold, hard facts and a proven investment strategy.
[00:52:34.637 --> 00:52:38.702]  For a free introductory copy to The International Forecaster, call 877-479-8178 or go to TheInternationalForecaster.com.
[00:52:38.702 --> 00:52:39.003]  That's 877-479-8178.
[00:52:39.003 --> 00:52:39.063]  877-479-8178.
[00:52:39.063 --> 00:52:40.264]  Special roast hemp coffee from hempusa.org.
[00:52:51.258 --> 00:53:02.645]  Our coffee grows in the dense volcanic rich soil, herbicide and pesticide free, in the high altitudes of Guatemala, in conditions that are ideal for the natural growth of this high quality coffee.
[00:53:02.645 --> 00:53:08.248]  Try our Mellow Cup of Coffee that is ground and roasted with 25% hemp seed from Canada.
[00:53:08.248 --> 00:53:10.589]  With a wonderful nutty flavor that contains 18% protein,
[00:53:12.350 --> 00:53:17.553]  Our roasters bring out a unique flavor that make this the best cup of coffee you'll ever have.
[00:53:17.553 --> 00:53:23.597]  Try our new special roast hemp coffee from hempusa.org and wake up your brain without the jitters.
[00:53:23.597 --> 00:53:27.039]  Our customers look forward to their next cup of hemp coffee.
[00:53:27.039 --> 00:53:28.580]  Visit us at hempusa.org or call 908-691-2608.
[00:53:28.580 --> 00:53:28.800]  That's 908-691-2608.
[00:53:36.220 --> 00:53:42.283]  6-9-1-2-6-0-8 and see if you'll change your mind about drinking coffee again.
[00:53:42.283 --> 00:53:43.663]  Taste the difference.
[00:53:43.663 --> 00:53:47.205]  Feel the difference at hempusa.org today.
[00:53:47.205 --> 00:53:56.229]  ...white smoking ban and one area lawmaker says... You are listening to GCN.
[00:53:56.229 --> 00:54:02.592]  Prepare yourself for a talk radio experience like no other.
[00:54:02.592 --> 00:54:04.433]  Strap yourselves in and hold on.
[00:54:05.600 --> 00:54:08.342]  He stands for truth.
[00:54:08.342 --> 00:54:11.565]  He stands for justice.
[00:54:11.565 --> 00:54:14.007]  He stands for what's right.
[00:54:14.007 --> 00:54:17.290]  This is the Alex Jones Show.
[00:54:17.290 --> 00:54:20.193]  Call Alex now, toll free at 877-590-5525.
[00:54:20.193 --> 00:54:23.876]  Now live from Austin, Texas, here's Alex Jones.
[00:54:32.259 --> 00:54:33.681]  Alright folks, we are back.
[00:54:33.681 --> 00:54:34.902]  It is the Alex Jones Show.
[00:54:34.902 --> 00:54:39.546]  I am Jason Bermas sitting in for the second hour over here at KLBJ.
[00:54:39.546 --> 00:54:47.473]  Remember you can check out all of Alex's documentary films and a lot more by becoming a PrisonPlanet.TV subscriber.
[00:54:47.473 --> 00:54:47.974]  Now we spent
[00:54:48.687 --> 00:54:51.269]  You know, I believe Obama is going to take our guns.
[00:54:51.269 --> 00:54:53.030]  I believe he's going to do something.
[00:55:13.658 --> 00:55:19.819]  So, obviously, I encourage everybody to go out and buy as many as they can, as well as ammo.
[00:55:19.819 --> 00:55:28.101]  Above and beyond that, everybody, we need to learn how to shoot, which brings me to my main point of my main call, or my main reason for calling.
[00:55:28.101 --> 00:55:30.501]  A little nervous, sorry.
[00:55:30.501 --> 00:55:35.722]  Appleseed.org is a grassroots movement.
[00:55:35.722 --> 00:55:37.462]  It's all volunteer.
[00:55:37.462 --> 00:55:40.863]  They're going around the country training citizens.
[00:55:41.713 --> 00:55:43.735]  How to become a rifleman.
[00:55:55.686 --> 00:55:56.847]  Pro-Second Amendment.
[00:55:56.847 --> 00:56:00.269]  I think people should know how to operate a firearm.
[00:56:00.269 --> 00:56:03.752]  Obviously, the Second Amendment was there for well-organized militias.
[00:56:03.752 --> 00:56:12.077]  That meant you and your community, the ones that could handle guns, really males 16 and above, who knew how to fire that and organize.
[00:56:12.077 --> 00:56:18.762]  And we've kind of lost that in this country, mainly because the media has demonized the militia movement, mostly with the
[00:56:19.182 --> 00:56:19.622]  You know what?
[00:56:19.622 --> 00:56:20.903]  People don't know how to use their guns.
[00:56:20.903 --> 00:56:21.224]  That's true.
[00:56:21.224 --> 00:56:21.904]  That's the point.
[00:56:45.701 --> 00:56:48.182]  Appleseedinfo.org.
[00:56:48.182 --> 00:56:50.684]  And, you know, I know you talk to Alex a lot.
[00:56:50.684 --> 00:56:55.486]  And by the way, before I make my point, I just want to say it's very refreshing to have you on occasionally.
[00:56:55.486 --> 00:56:58.927]  Nothing taken away from Alex, but I do enjoy listening to you.
[00:56:58.927 --> 00:57:00.588]  Oh, thank you.
[00:57:00.588 --> 00:57:03.930]  But if you talk to him, you know, ask him.
[00:57:03.930 --> 00:57:04.850]  Plug Appleseed.
[00:57:04.850 --> 00:57:06.231]  Appleseedinfo.org.
[00:57:06.231 --> 00:57:08.212]  These guys are really doing it.
[00:57:08.212 --> 00:57:09.633]  They're getting guys out there.
[00:57:09.633 --> 00:57:13.774]  And it's a way for us to meet like-minded people in our area.
[00:57:13.774 --> 00:57:14.655]  Because, to be honest with you,
[00:57:15.382 --> 00:57:16.023]  Some people.
[00:57:16.023 --> 00:57:16.803]  I'm not one of them.
[00:57:16.803 --> 00:57:21.547]  Some people are a little afraid to talk about what's going on.
[00:57:21.547 --> 00:57:22.247]  Well, I agree.
[00:57:22.247 --> 00:57:23.488]  I thank you for the call, Frank.
[00:57:23.488 --> 00:57:24.729]  It's another way of being prepared.
[00:57:24.729 --> 00:57:30.453]  You know, it's just like if in case one of these executive orders, you know, is about guns.
[00:57:30.453 --> 00:57:35.016]  Well, you have your guns and you're going to fight for your Constitution and Bill of Rights.
[00:57:35.016 --> 00:57:41.261]  If one of these executive orders is about the restriction of food, it wouldn't be a bad idea to have yourself
[00:57:41.841 --> 00:57:46.723]  Some storable food, you know, some canned food, some pasta that you can cook for a while.
[00:57:46.723 --> 00:57:49.683]  I really like that Alex sells the E-Cola Blue System.
[00:57:49.683 --> 00:57:51.944]  It's probably my favorite thing in the office.
[00:57:51.944 --> 00:57:55.125]  The thing pulls water right from the air and it purifies it.
[00:57:55.125 --> 00:57:58.426]  You know, I don't have to worry about drinking salt in my Dasani water.
[00:57:58.426 --> 00:58:00.507]  I mean, they put all sorts of sodium in that.
[00:58:00.507 --> 00:58:10.490]  I don't have to worry about, you know, fluoride or chlorine or some of the other delicious nutrients that are put into the tap water because it all comes through.
[00:58:10.490 --> 00:58:10.810]  It's all
[00:58:11.755 --> 00:58:12.736]  We're good to go!
[00:58:34.657 --> 00:58:37.978]  He's going to be, I think he's the opposite of Cheney.
[00:58:37.978 --> 00:58:40.119]  He's going to be the likable Vice President.
[00:58:40.119 --> 00:58:43.400]  He's like the drunk uncle that you like.
[00:58:43.400 --> 00:58:46.422]  When you go to the holidays, he's the guy you can kick back with.
[00:58:46.422 --> 00:58:51.003]  You can talk about girls and sports and really have a good time.
[00:58:51.003 --> 00:58:53.985]  However, he's not that at all.
[00:58:55.635 --> 00:59:02.216]  He's written an article back in the early 90s for the Wall Street Journal entitled, How I Learned to Love the New World Order.
[00:59:02.216 --> 00:59:07.417]  This is another guy who is a CFR, Council on Foreign Relations, globalist.
[00:59:07.417 --> 00:59:16.839]  And the one thing I will say about Biden is that he is more apt to talk about issues such as the ISI in Pakistan, even though he tries to cover them up.
[00:59:16.839 --> 00:59:24.121]  He actually, when Judge Roberts was elected to, or going through the process of being confirmed for the Supreme Court, he asked him,
[00:59:24.545 --> 00:59:26.086]  About biometrics and the chip.
[00:59:26.086 --> 00:59:28.567]  That might be a clip that we're going to pull up in the next segment.
[00:59:28.567 --> 00:59:39.972]  He asked Roberts how he was going to rule and that basically he was going to rule eventually on whether or not we put a chip in a human being to track them all the time.
[00:59:39.972 --> 00:59:46.934]  Or we scan their brains to see if there's criminal activity or the potential for criminal activity going on through their brains.
[00:59:46.934 --> 00:59:47.615]  You don't believe me?
[00:59:47.615 --> 00:59:48.295]  Well, glad.
[00:59:48.295 --> 00:59:50.276]  I'm glad you don't believe me because we're going to play it in the next segment.
[00:59:50.276 --> 00:59:51.116]  Stick around.
[00:59:51.116 --> 00:59:51.856]  It actually happened.
[00:59:53.542 --> 01:00:02.146]  Biden was very very well aware of this Pakistani element involved in the 9-11 attacks.
[01:00:02.146 --> 01:00:05.768]  We mentioned it before, you know, he was meeting with the head of the ISI.
[01:00:05.768 --> 01:00:08.870]  He got on the floor of the house and talked about Pakistan's role.
[01:00:08.870 --> 01:00:16.674]  He is currently on a diplomatic quote-unquote fact-finding mission to see what's going over there in that crazy land of Pakistan.
[01:00:16.674 --> 01:00:18.975]  Well really it's just a cover-up mission
[01:00:19.400 --> 01:00:26.543]  Where how they're going to be able to explain Pakistan as an ally diplomatically to the rest of the world and bring people together.
[01:00:26.543 --> 01:00:29.825]  That's what this is really about.
[01:00:29.825 --> 01:00:40.749]  I only got a couple minutes left in this segment so we're gonna wait to the next segment to play a section from my film Fabled Enemies in the beginning of the next segment where Joe Biden gets on the House floor.
[01:00:40.749 --> 01:00:42.930]  Oh, we got plenty of time?
[01:00:42.930 --> 01:00:43.571]  Alright, let's play it.
[01:00:43.571 --> 01:00:45.872]  Let's play the Pakistani ISI clip then.
[01:00:45.872 --> 01:00:46.652]  Let's do it right now.
[01:00:47.725 --> 01:00:54.271]  Senator Joe Biden, who had also met with the head of the Pakistani ISI, would have harsh words on the Senate floor.
[01:00:54.271 --> 01:01:10.907]  And the word should go out to those who pretend that they wish to be our friends, that they're going to have to make some very difficult choices, Pakistan in particular.
[01:01:11.775 --> 01:01:16.621]  He's going to have to make a very difficult choice very soon.
[01:01:16.621 --> 01:01:19.225]  Words will not be sufficient.
[01:01:19.225 --> 01:01:22.829]  Actions will be demanded.
[01:01:22.829 --> 01:01:29.698]  When Biden was confronted, he confirmed his meeting with Ahmed, saying Pakistani intelligence was indeed funding the Taliban.
[01:01:30.628 --> 01:01:33.411]  Sir, sir, I have a question.
[01:01:33.411 --> 01:01:37.895]  In the days following 9-11, you met with the head of Pakistani ISI, General Mohammad Ahmed.
[01:01:37.895 --> 01:01:42.679]  It has since come to light that he ordered Saeed Sheikh to wire $100,000 to Mohammad Ata.
[01:01:42.679 --> 01:01:47.724]  Why was he allowed to go back to Pakistan, and why was he questioned, and why were you meeting with him?
[01:01:47.724 --> 01:01:52.448]  I met with him to deliver a message that if he didn't, if he didn't,
[01:01:53.141 --> 01:01:55.763]  Stop supporting the Taliban.
[01:01:55.763 --> 01:01:56.764]  We would take him on.
[01:01:56.764 --> 01:01:57.625]  Why did we let him go?
[01:01:57.625 --> 01:01:58.445]  We let him fly freely.
[01:01:58.445 --> 01:01:59.506]  We never investigated him.
[01:01:59.506 --> 01:02:00.527]  We never even looked into him.
[01:02:00.527 --> 01:02:03.589]  Look, there's a thing called diplomatic passports.
[01:02:03.589 --> 01:02:05.871]  We did not arrest Khrushchev when he came.
[01:02:05.871 --> 01:02:08.513]  But he financed the hijackers and you let him go and he's free.
[01:02:08.513 --> 01:02:09.934]  He hijacked the hijackers.
[01:02:09.934 --> 01:02:11.736]  No one knew he financed the hijackers.
[01:02:11.736 --> 01:02:15.258]  It's a lie.
[01:02:15.258 --> 01:02:18.381]  He would later state that the information was indeed classified.
[01:02:30.088 --> 01:02:38.170]  So we shouldn't be surprised that that remains classified and that Biden is trying to tell anybody who's trying to get to the bottom of these facts to get life.
[01:02:38.170 --> 01:02:43.911]  You know, how dare we ask questions that actually affect our foreign and domestic policy here at home?
[01:02:43.911 --> 01:02:46.672]  You know, real foreign and domestic policy.
[01:02:47.307 --> 01:02:50.589]  And then, you know, in the second encounter, he was smart enough to say it's classified.
[01:02:50.589 --> 01:02:52.390]  Well, I got news for you folks.
[01:02:52.390 --> 01:02:54.292]  A whole lot is classified on 9-11.
[01:02:54.292 --> 01:02:54.692]  A whole lot!
[01:02:57.832 --> 01:03:04.715]  You know, just for starters, the initial congressional investigation, the public one, has 27 redacted pages.
[01:03:04.715 --> 01:03:19.282]  We had Bob Graham, who was the co-chair of that committee, get on PBS, and this is again in Fabled Enemies, and say that there were foreign governments involved in 9-11, and that information is going to be classified for 20 to 30 years.
[01:03:19.282 --> 01:03:20.463]  Here we are, a little over
[01:03:21.562 --> 01:03:23.944]  Seven years after 9-11.
[01:03:23.944 --> 01:03:30.369]  And you can bet that the stuff is going to remain classified for another 15 or 20 years.
[01:03:30.369 --> 01:03:31.730]  Or 25 years.
[01:03:31.730 --> 01:03:33.151]  Or whatever they want!
[01:03:33.151 --> 01:03:34.713]  And they'll spin it.
[01:03:34.713 --> 01:03:38.876]  They'll release a few documents, a little bit of plausible deniability here.
[01:03:38.876 --> 01:03:41.198]  When they want to create an enemy, they'll expose their role in it.
[01:03:41.198 --> 01:03:41.978]  Makes me sick.
[01:03:41.978 --> 01:03:43.820]  This is the Alex Jones Show.
[01:03:43.820 --> 01:03:46.882]  We encourage you to go over to InfoWars.com and PrisonPlanet.tv.
[01:03:46.882 --> 01:03:48.003]  I'm Jason Bermas.
[01:03:48.003 --> 01:03:49.044]  We'll be back after this.
[01:03:55.595 --> 01:03:59.697]  Do you have aches and pains or suffer from indigestion or inflammation?
[01:03:59.697 --> 01:04:02.399]  Are you tired of feeling restless from insomnia?
[01:04:02.399 --> 01:04:09.743]  These symptoms are produced by negative toxins, but with the correct information, understanding, and care, you can cleanse them from your body.
[01:04:09.743 --> 01:04:14.906]  Allomaster.com would like to help you begin the road to recovery with aloe vera.
[01:04:14.906 --> 01:04:23.591]  For over 4,000 years, aloe vera has been known for its therapeutic and healing properties and is widely recognized as the plant that helps alleviate minor burns.
[01:04:24.031 --> 01:04:32.515]  Allomaster.com picks the best aloe leaves and produces the most potent aloe vera concentrated juices and freeze-dried capsules you can find.
[01:04:32.515 --> 01:04:40.178]  Allomaster.com offers products with 10 times the potency of ordinary aloe products, enhancing the benefits of this ancient cleansing plant.
[01:04:40.518 --> 01:04:44.063]  Turn over a new leaf and visit us today at alomaster.com.
[01:04:44.063 --> 01:04:48.048]  That's A-L-O-E master dot com, or call us at 1-800-934-ALLO.
[01:04:48.048 --> 01:04:48.529]  That's 1-800-934-2563 today!
[01:04:56.149 --> 01:04:58.512]  Are you wondering about your retirement portfolio?
[01:04:58.512 --> 01:05:04.740]  Are you confident that the financial advisor is experienced enough to combat climbing interest rates, taxes, and inflation?
[01:05:04.740 --> 01:05:08.885]  Stop guessing and go to the expert, Robert Chapman of The International Forecaster.
[01:05:08.885 --> 01:05:15.713]  When you subscribe to The International Forecaster, you get Robert Chapman's 45 years of experience and concise investment recommendations.
[01:05:16.033 --> 01:05:21.957]  Who needs sugar-coated excuses when you can get the cold hard facts and proven investment leads you can't get anywhere else?
[01:05:21.957 --> 01:05:29.321]  For a free introductory copy to Robert Chapman's International Forecaster, subscribe now at TheInternationalForecaster.com or call 877-479-8178.
[01:05:32.843 --> 01:05:34.305]  Experience the difference.
[01:05:34.305 --> 01:05:39.571]  When you subscribe, you can email Robert Chapman directly to obtain investment advice tailored just for you.
[01:05:39.571 --> 01:05:40.792]  Don't wait another minute.
[01:05:40.792 --> 01:05:44.456]  Subscribe today at TheInternationalForecaster.com or call 877-479-8178.
[01:05:44.456 --> 01:05:44.656]  That's 877-479-8178.
[01:05:55.259 --> 01:05:59.481]  Are you one of the people who think, I have plenty of time, nothing's ever going to happen bad to me.
[01:05:59.481 --> 01:06:04.943]  Do you believe that when your cupboards are bare, our corporate controlled government will jump right in to feed you and yours?
[01:06:04.943 --> 01:06:07.825]  Do you have at least a year's supply of food for your family?
[01:06:07.825 --> 01:06:10.606]  This is Kurt, the armchair survivalist heard on this network.
[01:06:10.606 --> 01:06:12.847]  Survival Enterprises sells real food canned for
[01:06:12.927 --> 01:06:13.207]  Oh my God!
[01:06:43.993 --> 01:06:44.674]  We're good to go.
[01:06:54.986 --> 01:06:56.748]  Hello, I'm Steve Shang.
[01:06:56.748 --> 01:07:03.714]  For the past several months, folks have constantly asked me to give them the date as to when they should be finished stocking up on food.
[01:07:03.714 --> 01:07:13.844]  We've been so beaten up by stock market banking, housing, and unemployment crashes that we're desensitized and frozen inactive like the frog being unknowingly cooked in gradually increasingly hot water.
[01:07:14.324 --> 01:07:15.285]  Well, snap out of it.
[01:07:15.285 --> 01:07:16.766]  We now have a deadline.
[01:07:16.766 --> 01:07:18.808]  Joe Biden said it's going to happen.
[01:07:18.808 --> 01:07:30.717]  Former Secretary of State Colin Powell went on CBS Meet the Press and pointed to about January 22nd as the time a major international incident would force the new president to make unpopular decisions.
[01:07:30.717 --> 01:07:36.862]  Well, I take the general at his word and my best advice is to have your food in your possession prior to the inauguration.
[01:07:36.862 --> 01:07:41.686]  Contact efoodsdirect.com for your supplies prior to this deadline for disaster.
[01:07:42.279 --> 01:07:46.603]  Ask yourself, is it better to have too much too soon, or too little too late?
[01:07:46.603 --> 01:07:58.332]  Call 800-409-5633 or on the web, efoodsdirect.com.
[01:07:58.332 --> 01:08:00.814]  Are you tired of searching for great talk radio?
[01:08:00.814 --> 01:08:02.075]  Well, search no more.
[01:08:02.075 --> 01:08:04.296]  We are the GCN Radio Network.
[01:08:16.855 --> 01:08:18.296]  Alright folks, we're back.
[01:08:18.296 --> 01:08:21.298]  It's the Alex Jones Show.
[01:08:21.298 --> 01:08:24.681]  And you know, I'm gonna finish up my tirade on Joe Biden.
[01:08:24.681 --> 01:08:32.707]  And we're gonna go to some calls in a moment, but not before we play the clip where Joe Biden tells Judge Roberts, Supreme Court Justice,
[01:08:33.379 --> 01:08:44.566]  That he is going to not only rule on human microchips in his tenure, but he's also going to rule on machines that read our minds and find out whether we're bad or we're good.
[01:08:44.566 --> 01:08:48.449]  It's very Minority Report, only this isn't Tom Cruise and Steven Spielberg.
[01:08:48.449 --> 01:08:52.231]  This is something that could come to us within the next 10 to 15 years.
[01:08:52.231 --> 01:08:52.932]  Let's play the clip.
[01:08:53.815 --> 01:08:59.057]  Can a microscopic tag be implanted in a person's body to track his every movement?
[01:08:59.057 --> 01:09:01.178]  There's actual discussion about that.
[01:09:01.178 --> 01:09:05.980]  You will rule on that, mark my words, before your tenure is over.
[01:09:05.980 --> 01:09:12.062]  Can brain scans be used to determine whether a person is inclined toward criminality or violent behavior?
[01:09:12.062 --> 01:09:14.143]  You will rule on that.
[01:09:15.009 --> 01:09:18.371]  Alright, so, you know, Biden is an in-the-know guy.
[01:09:18.371 --> 01:09:20.392]  He's a savvy guy.
[01:09:20.392 --> 01:09:22.653]  He's played the political game for a while.
[01:09:22.653 --> 01:09:25.915]  But I hate to tell you folks, he's on board with globalism.
[01:09:25.915 --> 01:09:28.516]  He's on board with the new world order.
[01:09:28.516 --> 01:09:31.597]  He's there to make you think you have a choice.
[01:09:31.597 --> 01:09:34.939]  He's the good cop in the good cop, bad cop scenario.
[01:09:34.939 --> 01:09:38.741]  Only right now, the establishment is trying to give you good cop, good cop.
[01:09:38.741 --> 01:09:41.883]  You know, everybody, you know, still thinks that there's hope and change.
[01:09:41.883 --> 01:09:44.704]  You know, I got off a plane
[01:09:45.455 --> 01:09:45.855]  I don't
[01:10:04.656 --> 01:10:10.922]  The fake little studs, like all the little studs in it, you know, like rubies into Barack Obama and he looks really cool.
[01:10:10.922 --> 01:10:13.685]  But there's the ones with just like the portrait of the face on there.
[01:10:13.685 --> 01:10:16.167]  It's not vote Barack Obama or Obama 08.
[01:10:16.167 --> 01:10:19.810]  It's actually fashionable to wear Barack Obama wear.
[01:10:19.810 --> 01:10:21.252]  Hey, I got news for you.
[01:10:21.252 --> 01:10:23.374]  The guy ain't Martin Luther King Jr., okay?
[01:10:23.374 --> 01:10:24.375]  He's not.
[01:10:24.375 --> 01:10:25.676]  He's not John F. Kennedy.
[01:10:26.348 --> 01:10:27.588]  Yeah, yes sir, thank you for taking my call.
[01:10:52.438 --> 01:10:53.819]  We're good to go.
[01:11:07.734 --> 01:11:13.897]  Well, I gotta tell you, it's not surprising.
[01:11:13.897 --> 01:11:17.978]  First of all, because Egyptian intelligence and American intelligence have worked closely for years.
[01:11:17.978 --> 01:11:18.739]  It's an ally.
[01:11:18.739 --> 01:11:23.741]  And now that, you know, American imperialism has taken over Iraq, we have no desire to get out of there.
[01:11:23.741 --> 01:11:27.402]  I mean, if you look at those transition plans where we're supposed to be out by 2010,
[01:11:28.823 --> 01:11:34.126]  No, we're supposed to start really withdrawing by 2010 and supposedly by 2012 we're going to be out of there.
[01:11:34.126 --> 01:11:35.006]  I doubt it.
[01:11:35.006 --> 01:11:35.407]  Okay?
[01:11:35.407 --> 01:11:35.827]  Yeah.
[01:11:35.827 --> 01:11:37.608]  We're always going to have a presence there.
[01:11:37.608 --> 01:11:43.451]  What this is is an expansion of what they've wanted all along and that is a Eurasian Union out there.
[01:11:43.451 --> 01:11:50.315]  You know, it is, in all these guys, these top internationalist policy papers in their books, they talk about Eurasia and its importance.
[01:11:50.315 --> 01:11:54.877]  And really the only thing standing in their way of a Eurasian Union right now is Iran.
[01:11:55.433 --> 01:11:58.636]  And possibly, you know, the Palestinian-Israeli situation.
[01:11:58.636 --> 01:12:04.903]  But, you know, Saudi Arabia is pretty on board with the United States, even though we're screwing them on gas right now.
[01:12:04.903 --> 01:12:07.245]  We're kind of undercutting them on the oil bids.
[01:12:07.245 --> 01:12:08.867]  We still have a decent relationship with them.
[01:12:08.867 --> 01:12:11.389]  We've had a decent relationship with Egypt.
[01:12:11.389 --> 01:12:16.154]  You know, Pakistan and India both have to remain somewhat allied with the United States.
[01:12:16.474 --> 01:12:35.285]  We've forcefully taken over both Afghanistan and Iraq, really the only domino to fall before they're able to create this, and obviously before they totally create it, they need to expand, you know, relationships with, you know, people like Iraq and Egypt, giving them roads and such and infrastructure so they can interrelate.
[01:12:35.285 --> 01:12:37.747]  So, it's not a shock to me that they would do that.
[01:12:37.747 --> 01:12:42.650]  I'm surprised that they're not going to try to build something like a superhighway like they're trying to do here for the North American Union.
[01:12:43.177 --> 01:12:48.424]  Well, I thought maybe it might be a bridge in the international waters there in the Red Sea, perhaps.
[01:12:48.424 --> 01:12:49.345]  That's a possibility.
[01:12:49.345 --> 01:12:51.788]  To eliminate any trafficking for Jordan itself.
[01:12:51.788 --> 01:12:57.436]  But one of the preconditions was that Iraq had to be allied with Israel.
[01:12:58.837 --> 01:12:59.757]  Is that a shock again?
[01:12:59.757 --> 01:13:03.298]  I mean, you know, Israel is probably our top ally.
[01:13:03.298 --> 01:13:08.220]  They had a huge role in 9-11, in this international intelligence organization.
