[00:00.000 --> 00:26.000]  You want to stop tyranny well so does he live from the infowars.com studios it's Alex Jones
[1:54:48.000 --> 1:54:56.000]  And that's basically the feedback that I've gotten from him is he doesn't want to touch it with a 10 foot pole because, you know, of the potential.
[1:54:56.000 --> 1:55:02.000]  And now with them shutting down Facebook and your opportunity to be able to promote your music personally, you know.
[1:55:02.000 --> 1:55:09.000]  Oh, absolutely. We got the whole evil mainstream media Hollywood globalist cabal on our back, brother. But here's the deal.
[1:55:09.000 --> 1:55:17.000]  Once we're awake and we know they're on our back, just like a buck in Bronco or a bull, they're not going to stay on our back forever.
[1:55:17.000 --> 1:55:22.000]  They can hold on for dear life, but they're never going to make the full eight seconds they want.
[1:55:22.000 --> 1:55:30.000]  But send me some information at ShowtipsInfoWars.com. I'm more and more. Millie Weaver had this idea. I do have this idea years ago as well.
[1:55:30.000 --> 1:55:38.000]  I mean, you know, smart folks have the same ideas to have some music shows that are specifically to highlight independent new music.
[1:55:38.000 --> 1:55:43.000]  The problem is you run into their producers and then other stuff and it's a minefield.
[1:55:43.000 --> 1:55:48.000]  And so anything that's kind of Hollywood and I appreciate your call, Kenny, just gets a little weird.
[1:55:48.000 --> 1:55:53.000]  And so that's why, you know, it's hard for us to ever promote stuff or get involved, but I'm sure you're great.
[1:55:53.000 --> 1:55:59.000]  But, you know, there's so much great patriot music online and a lot of it gets millions of views, millions of lessons.
[1:55:59.000 --> 1:56:11.000]  It just doesn't get Hollywood recognition, but you don't need that if you're playing to a crowd of 100 people about the truth, you know, and, you know, sell 5,000, you know, songs or DVDs or CDs, you're winning.
[1:56:11.000 --> 1:56:15.000]  But it is about everybody supporting the media that they think is helping the world.
[1:56:15.000 --> 1:56:20.000]  Just like info wars 50% off right now on our great brain pill.
[1:56:20.000 --> 1:56:28.000]  The, of course, brain force plus 20% more now in each bottle 50% off that special is going to happen in very, very soon.
[1:56:28.000 --> 1:56:34.000]  Very, very powerful. Neutropic. It's just the best. Neutropic science out there discounted at 50% off.
[1:56:34.000 --> 1:56:36.000]  It's really discounted. Okay.
[1:56:36.000 --> 1:56:44.000]  So for 1996 instead of 3995, it is an unprecedented high quality product 40% off on survival shield X2.
[1:56:44.000 --> 1:56:48.000]  The good halogen. Find out why that's so important. Such a game changer for most people.
[1:56:48.000 --> 1:56:54.000]  And you can also get bio tricillinium 40% off as well.
[1:56:54.000 --> 1:56:56.000]  And those two go together.
[1:56:56.000 --> 1:57:01.000]  The survival shield X2 and the bio tricillinium are both essential without those. You die.
[1:57:01.000 --> 1:57:05.000]  And there's a lot of deficiency of tricillinium that is organically plant derived.
[1:57:05.000 --> 1:57:14.000]  Selenium and of deep earth crystal source iodine. It's actually absorbable into the body. Read the thousands of five star reviews at info wars live.com.
[1:57:14.000 --> 1:57:22.000]  And just remember, you are the info war. You are doing so much when you spread the links, the articles, videos, the news wars.com stories.
[1:57:22.000 --> 1:57:29.000]  And when you buy the products at info wars store.com or 888-253-3139.
[1:57:29.000 --> 1:57:36.000]  Sign up for auto ship, the additional 10% off, cancel anytime on something you reorder. And there's free shipping on orders $50 or more.
[1:57:36.000 --> 1:57:38.000]  That's free shipping at info wars store.com.
[1:57:38.000 --> 1:58:00.000]  We'll be back directly to your phone calls in the third hour. Stay with us.
[1:58:09.000 --> 1:58:16.000]  Our amazing mouthwash features natural oils and ancient ingredients used since aboriginal and biblical times.
[1:58:16.000 --> 1:58:26.000]  Instead of containing fluoride, our super blue line is loaded with the good halogen iodine and an array of other beneficial compounds that have been hand selected for their oral health benefits.
[1:58:26.000 --> 1:58:33.000]  Super blue fluoride free mouthwash and toothpaste are the first and only to contain all of these natural ingredients.
[1:58:33.000 --> 1:58:40.000]  Pylitol, nano silver and iodine. Notice the difference with our super blue fluoride free products.
[1:58:40.000 --> 1:59:05.000]  Choose to take control of your chemistry with survival shield X2 and bio true selenium. This powerful combo is perfect for supporting your thyroid and health.
[1:59:05.000 --> 1:59:14.000]  Our super high quality nascent iodine is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[1:59:14.000 --> 1:59:22.000]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue and organ in the body.
[1:59:22.000 --> 1:59:29.000]  With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain and overall brain fog.
[1:59:29.000 --> 1:59:35.000]  Survival shield X2 and bio true selenium work together to support the systems in your body.
[1:59:35.000 --> 1:59:39.000]  Take control of your chemistry today with this super combo.
[1:59:39.000 --> 2:00:03.000]  Discover the power of survival shield X2 and bio true selenium at infowarslife.com.
[2:00:03.000 --> 2:00:10.000]  Live from Austin Texas Broadcasting Worldwide, it's Alex Jones.
[2:00:10.000 --> 2:00:18.000]  Man, these calls have been great. We've got to take more calls. We've been doing it.
[2:00:18.000 --> 2:00:26.000]  I got into work a little bit late today dealing with a whole bunch of stuff. The good, the bad and the ugly.
[2:00:26.000 --> 2:00:36.000]  And I just cannot believe that they're now admitting the official Vegas story isn't true.
[2:00:36.000 --> 2:00:42.000]  They're really walking it all back now, aren't they?
[2:00:42.000 --> 2:00:52.000]  And I noticed they went from probably, let's not exaggerate, 100 publications or more a day lying about me saying the shooting never happened
[2:00:52.000 --> 2:01:02.000]  or saying there were multiple shooters or saying, you know, things I did say, things I didn't say, to just basically almost nothing.
[2:01:02.000 --> 2:01:09.000]  They had the New York Times put out something that a bunch of people followed and a bunch of other media folks copied.
[2:01:09.000 --> 2:01:13.000]  But you could tell they are really weak.
[2:01:13.000 --> 2:01:20.000]  And they're waiting for the other shooter drop because they made their own phone calls, their own sources, their own moles.
[2:01:20.000 --> 2:01:25.000]  Like the guy running the FBI in Vegas, our source to say is as bad as it gets.
[2:01:25.000 --> 2:01:32.000]  And they said, yeah, you might want to stop saying that about Jones being a liar because we're not going to be able to contain it.
[2:01:32.000 --> 2:01:40.000]  They may make up some whole new story, but they know. They knew before the body was cold and other bodies were cold, who did it?
[2:01:40.000 --> 2:01:47.000]  And it's heartening to know there's good people in the FBI.
[2:01:47.000 --> 2:01:51.000]  But those are the people that actually live in the real world and pull triggers.
[2:01:51.000 --> 2:02:05.000]  The little political coneheads up on top are just a click of social climbing. Yes, men, and they'll do anything.
[2:02:05.000 --> 2:02:09.000]  So yeah, if you just joined us, I'm going back to your phone calls.
[2:02:09.000 --> 2:02:24.000]  Don Salazar's article is on news wars.com and it links the Associated Press saying the casino owner says the official story is not true.
[2:02:24.000 --> 2:02:29.000]  And he, you know, the guy shot other people beforehand, everything we've been telling you.
[2:02:29.000 --> 2:02:31.000]  And he wants the Middle East just like we first told you.
[2:02:31.000 --> 2:02:34.000]  I mean, everything our sources told you.
[2:02:34.000 --> 2:02:42.000]  We're just crazy enough when the Secret Service says she's got a black ambulance and is having convulsions every 45 minutes just fall.
[2:02:42.000 --> 2:02:47.000]  Well, well, give me the tales what you have. Alex, don't worry about it. Just tell your audience to follow her around.
[2:02:47.000 --> 2:02:49.000]  You'll get her on tape.
[2:02:49.000 --> 2:02:52.000]  And a month later, she fell flat on her face, having a convulsion.
[2:02:52.000 --> 2:02:59.000]  A week before, Millie Weaver and Gavin Wentz caught her collapsing inside a tent for an hour at one of her events with guys with medical scratchers.
[2:02:59.000 --> 2:03:05.000]  I mean, she's got a really tortured life.
[2:03:05.000 --> 2:03:12.000]  I mean, they got to roll her out quick, drugged up, roll her back out.
[2:03:12.000 --> 2:03:15.000]  Our sources don't violate federal law and give you medical records.
[2:03:15.000 --> 2:03:24.000]  They just said, Alex, people get brain tumors and people have them removed in 2013, but a lot of times they come back.
[2:03:24.000 --> 2:03:28.000]  Hell, they might say John McCain doesn't have a brain tumor.
[2:03:28.000 --> 2:03:30.000]  That might be the next thing.
[2:03:30.000 --> 2:03:39.000]  So we broke that.
[2:03:39.000 --> 2:03:41.000]  And yeah, the Secret Service wanted Trump to win.
[2:03:41.000 --> 2:03:49.000]  Because Hillary and everybody treats them like crap.
[2:03:49.000 --> 2:03:53.000]  But it's the same thing. I mean, these are real sources.
[2:03:53.000 --> 2:03:58.000]  And now the sources have been proven super accurate.
[2:03:58.000 --> 2:04:01.000]  It just gets a little creepy when they call up and say, now answer our question.
[2:04:01.000 --> 2:04:05.000]  How did you say they're going to attack at 10 o'clock at night?
[2:04:05.000 --> 2:04:07.000]  And I'm like, I don't remember that.
[2:04:07.000 --> 2:04:14.000]  And they're like, no, here's the, oh, I just meant like that'd be a good time to attack a big crowd, you know, during police shift changes.
[2:04:14.000 --> 2:04:16.000]  And that's, that's how I do it.
[2:04:16.000 --> 2:04:21.000]  And they're like, oh, they don't think I'm involved or anything.
[2:04:21.000 --> 2:04:26.000]  It's just, it's just, this is getting too weird for me.
[2:04:26.000 --> 2:04:30.000]  Okay. I mean, this is getting really weird at this point.
[2:04:30.000 --> 2:04:32.000]  But I just love the media saying we made it up.
[2:04:32.000 --> 2:04:37.000]  What I'm just going to get on air and say, the hostage rescue team told us that they shot him and he didn't do it.
[2:04:37.000 --> 2:04:41.000]  Now that's coming out and that they shot other people before and the official story is not true.
[2:04:41.000 --> 2:04:49.000]  And that there was, he went to the Middle East and there was always paraphernalia there and all the anti-fun Islamic stuff.
[2:04:49.000 --> 2:04:54.000]  And I mean, that really happened.
[2:05:20.000 --> 2:05:24.000]  But the right to keep and bear arms is not an outdated, dusty idea.
[2:05:24.000 --> 2:05:28.000]  Some old dead white guys dreamed up in fear of the Redcoats.
[2:05:28.000 --> 2:05:33.000]  No, it is just as essential to liberty today as it was in 1776.
[2:05:33.000 --> 2:05:40.000]  The original amendments we refer to as the Bill of Rights contain 10 of what the constitutional framers termed unalienable rights.
[2:05:40.000 --> 2:05:43.000]  The Bill of Rights came to us with blinders on.
[2:05:43.000 --> 2:05:46.000]  It doesn't recognize color or class or wealth.
[2:05:46.000 --> 2:05:53.000]  It protects not just the rights of actors or editors or reporters, but extends even to those we love to hate.
[2:05:53.000 --> 2:06:21.000]  This is a small excerpt from Tralton Heston.
[2:06:24.000 --> 2:06:29.000]  I've been watching and I've been waiting.
[2:06:29.000 --> 2:06:36.000]  I'm your host Alex Jones.
[2:06:36.000 --> 2:06:40.000]  We're going to go to Josh, Jesse, Dave, Andy, Kelly and many others.
[2:06:40.000 --> 2:06:54.000]  Toll free number to join us, 877-789-Alex, 877-789-2539.
[2:06:54.000 --> 2:07:09.000]  Hungry's leaders have come out with documents that are public, how the EU and George Soros plan to overthrow the entire European system to make it Islamic as a attack on Christianity.
[2:07:09.000 --> 2:07:18.000]  Because they're Satanists and the government now is issuing emergency reports to the public detailing the Satanism of George Soros, his son and the rest of their family.
[2:07:18.000 --> 2:07:21.000]  And there are photos of his son at Satanic rituals.
[2:07:21.000 --> 2:07:25.000]  So you see, just suddenly everybody's going all the way.
[2:07:25.000 --> 2:07:26.000]  Sounds insane?
[2:07:26.000 --> 2:07:28.000]  Well, they are devil worshipers.
[2:07:28.000 --> 2:07:32.000]  So it's on.
[2:07:32.000 --> 2:07:43.000]  So that article is at newswars.com, Hungry declared Soros an agent of Satan, Hungarian's battling former Nazi asset at spiritual level.
[2:07:43.000 --> 2:07:45.000]  Dan Lyman.
[2:07:45.000 --> 2:07:51.000]  See, as soon as we figure out it's spiritual, we stop losing, we start winning.
[2:07:51.000 --> 2:07:59.000]  The minute we run back to Jesus Christ, for real, not virtually signaling like these fake churches.
[2:07:59.000 --> 2:08:09.000]  But the minute we go back to Christ, the minute the hedge goes back up, the success, the Providence, all of it goes back up.
[2:08:09.000 --> 2:08:18.000]  The globalists are constantly, just drop God and let us teach your kids and go along with us and let Mr. Weinstein be your boss and everything will be okay.
[2:08:18.000 --> 2:08:23.000]  Here's Pennywise the clown, he's going to take care of you, he'll take care of your kids.
[2:08:23.000 --> 2:08:36.000]  The minute you say no to these vampires, they run for the hills screaming back to where they came from.
[2:08:36.000 --> 2:08:44.000]  So we're going to go to your phone calls right now.
[2:08:44.000 --> 2:08:49.000]  And then coming up the start of the next segment, powerful new video.
[2:08:49.000 --> 2:08:54.000]  The Jeremy Green put together, titled Hollywood's Message to Donald Trump.
[2:08:54.000 --> 2:08:58.000]  And remember, when they say Donald Trump, they mean you.
[2:08:58.000 --> 2:09:02.000]  And I'm not trying to get you to identify yourself personally as Trump.
[2:09:02.000 --> 2:09:05.000]  The enemy, when they see NRA, they think gun owner.
[2:09:05.000 --> 2:09:14.000]  When they see Trump, they think average American, black, white, Hispanic, Asian, old, young that wants freedom.
[2:09:14.000 --> 2:09:24.000]  Now I say don't just put all your eggs in Trump's basket or all your eggs in Info Wars basket or all your eggs in the NRA's basket because I could be killed.
[2:09:24.000 --> 2:09:25.000]  Trump could be compromised, killed.
[2:09:25.000 --> 2:09:26.000]  The NRA could be overtaken.
[2:09:26.000 --> 2:09:27.000]  This board destroyed.
[2:09:27.000 --> 2:09:36.000]  Believe me, they've been after him behind the scenes that they've not been successful.
[2:09:36.000 --> 2:09:38.000]  But you got to trust in God.
[2:09:38.000 --> 2:09:40.000]  You got to trust in your gut.
[2:09:40.000 --> 2:09:43.000]  You got to trust yourself.
[2:09:43.000 --> 2:09:50.000]  You start trusting in your own good which and the sense God gave you.
[2:09:50.000 --> 2:09:53.000]  The sense God gave you, that's God.
[2:09:53.000 --> 2:09:56.000]  That discernment.
[2:09:56.000 --> 2:09:58.000]  The enemy's easy to beat at that point.
[2:09:58.000 --> 2:10:07.000]  That's why they hate us so much, folks, because they know we're hundreds of times better, stronger, faster.
[2:10:07.000 --> 2:10:10.000]  We just don't seek power.
[2:10:10.000 --> 2:10:21.000]  That's why these spiritual midgets hate our guts because you're strong.
[2:10:21.000 --> 2:10:24.000]  That's why they target the people that are strong.
[2:10:24.000 --> 2:10:34.000]  Any group you see being oppressed is because they're strong and because they're the next target for take down.
[2:10:34.000 --> 2:10:47.000]  The globalists have taken down most of the groups and now there's one bastion halfway left in the globalist mind, in Hollywood's mind, and that's the Midwest.
[2:10:47.000 --> 2:10:57.000]  And they say it's white because they don't want to get people to fight with each other, but they mean Christian.
[2:10:57.000 --> 2:11:13.000]  They've got a message for you of hate and despair and of curses. Why not just like Mike Pence did, just get up in that cult 49ers game when two guys did their kneeling and all the rest of it and just walk out.
[2:11:13.000 --> 2:11:21.000]  Because you know what, those thugs, those little nobodies, they need you.
[2:11:21.000 --> 2:11:25.000]  You don't need them.
[2:11:25.000 --> 2:11:34.000]  And that simple act of coming out of Babylon brings this system to its knees.
[2:11:34.000 --> 2:11:36.000]  So do it.
[2:11:36.000 --> 2:11:38.000]  Use the power you got.
[2:11:38.000 --> 2:11:40.000]  Shop with the good guys.
[2:11:40.000 --> 2:11:44.000]  Promote the patriots locally and nationally.
[2:11:44.000 --> 2:11:46.000]  Support the good little church, that's all the truth.
[2:11:46.000 --> 2:11:53.000]  Not the big mega one that looks so nice and makes you feel so good and there's all these neat people to meet.
[2:11:53.000 --> 2:11:58.000]  I mean, all these big mega churches are swinger clubs. You know that, right?
[2:11:58.000 --> 2:12:02.000]  You want to go pick a woman up just like that, go to a mega church.
[2:12:02.000 --> 2:12:06.000]  You want to go swinging to where you go.
[2:12:06.000 --> 2:12:11.000]  Folks, I'm not saying that to be mean. Everybody that goes to him knows that.
[2:12:11.000 --> 2:12:14.000]  Or they're stupid.
[2:12:14.000 --> 2:12:17.000]  They're country clubs.
[2:12:17.000 --> 2:12:20.000]  They're not real.
[2:12:20.000 --> 2:12:25.000]  They're people that want to hedge their bets. You know, they say Hillary Clinton goes to Christian church.
[2:12:25.000 --> 2:12:29.000]  Doesn't really pray to God, but just goes and then also goes voodoo stuff, devil worship.
[2:12:29.000 --> 2:12:32.000]  She says she doesn't even know what's real. She's such a robot.
[2:12:32.000 --> 2:12:38.000]  She's just betting. She's just hoping. She just, she's just in the dark.
[2:12:38.000 --> 2:12:45.000]  Aren't you glad you're not that spiritually cut off?
[2:12:45.000 --> 2:12:50.000]  John in New York, you've been holding a long time. Thanks for holding. Go ahead.
[2:12:50.000 --> 2:12:53.000]  You say John or Josh?
[2:12:53.000 --> 2:12:57.000]  Josh, I apologize. I told him to move that screen closer. I can hardly read it. Go ahead.
[2:12:57.000 --> 2:13:00.000]  That's all right. How are you doing, Alex? Good to talk to you.
[2:13:00.000 --> 2:13:01.000]  Good brother. Thanks for holding.
[2:13:01.000 --> 2:13:07.000]  Quick, quick. Before I get to my question, I just want to say that Harvey Weinstein, that is the creepiest thing I've ever heard in my life.
[2:13:07.000 --> 2:13:13.000]  Didn't it sound like get the clown trying to get Georgie into the stick of his arm in the drainage ditch?
[2:13:13.000 --> 2:13:17.000]  It really did. I can't believe how these people would actually talk to somebody like that.
[2:13:17.000 --> 2:13:19.000]  It's just amazing to me.
[2:13:19.000 --> 2:13:27.000]  Well, I had Hollywood, a bunch of big names in the system trying to get me involved, and I was like, no, thank you.
[2:13:27.000 --> 2:13:31.000]  No, it's just really weird out there. I like staying out in the country.
[2:13:31.000 --> 2:13:34.000]  I'm in New York, but I'm in the country too.
[2:13:34.000 --> 2:13:38.000]  Hey, the New York country is beautiful. Some of the prettiest places in the world.
[2:13:38.000 --> 2:13:43.000]  Oh, yeah. So my question for you is, I've noticed when I've been looking around online and stuff, I can't find us.
[2:13:43.000 --> 2:13:48.000]  Right after the shooting, before the bodies were even cold, they started saying it's the biggest mass shooting in the U.S. history.
[2:13:48.000 --> 2:13:52.000]  Do you know yourself? How many people were actually shot of the dead and injured?
[2:13:52.000 --> 2:13:58.000]  Yeah, it was 500 plus, and it was 59 dead. It was 58, not 59 dead.
[2:13:58.000 --> 2:14:04.000]  But truly, I mean, one called mass shooting of people unarmed, it would be wounded knee. That was as high as 300.
[2:14:04.000 --> 2:14:08.000]  So it's the biggest mass shooting in modern history.
[2:14:08.000 --> 2:14:12.000]  Well, what I was asking was, I'll be injured in the dead. Were all of them shootings?
[2:14:12.000 --> 2:14:16.000]  I don't see it all being shootings, but the way the crowd was running out. You know what I mean?
[2:14:16.000 --> 2:14:22.000]  Oh, yeah. I mean, remember the famous Rolling Stones concert?
[2:14:22.000 --> 2:14:28.000]  Where hundreds of people got trampled, a bunch of folks died? One person got stabbed, and somebody got shot.
[2:14:28.000 --> 2:14:33.000]  Then the crowd stay impeded, and that killed. How many folks did that Rolling Stone deal?
[2:14:33.000 --> 2:14:36.000]  Wasn't that out in Nevada too?
[2:14:36.000 --> 2:14:41.000]  It was Altamont, I believe, and the Hells Angels were the security guard. I think that's the one you're referring to.
[2:14:41.000 --> 2:14:45.000]  Yep, the Hells Angels were the security guard. So where is that?
[2:14:45.000 --> 2:14:49.000]  Altamont. I'm not sure what state that was in. I know the name of the concert was Altamont.
[2:14:49.000 --> 2:14:55.000]  Yeah, look up the Rolling Stones. There it is. The Rolling Stones disaster at Altamont.
[2:14:55.000 --> 2:15:02.000]  Let It Bleed was the name of the album, and where is Altamont based? California.
[2:15:02.000 --> 2:15:07.000]  It's high desert, though, isn't it?
[2:15:07.000 --> 2:15:13.000]  All right. Well, thank you. It was California, not that. Really good point, Josh. Anything else?
[2:15:13.000 --> 2:15:16.000]  That's it, man. Keep up the good work, brother.
[2:15:16.000 --> 2:15:30.000]  Thank you. We're going to come back, intro this short video, and then go right to Dave and St. Louis, Andy in Indiana, Kelly in Wisconsin, and then Jesse in Tennessee and others.
[2:15:30.000 --> 2:15:38.000]  I'm Alex Jones. This is the Info War. This is one incredible town to be alive, and you're not a spectator.
[2:15:38.000 --> 2:15:44.000]  You are a soldier on the field, whether you like it or not. So please spread those links.
[2:15:44.000 --> 2:16:02.000]  NewsWars.com, PrisonPlanet.com, and InfoWars.com. You are the Resistance.
[2:16:15.000 --> 2:16:28.000]  In the body, biome defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[2:16:28.000 --> 2:16:35.000]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[2:16:35.000 --> 2:16:44.000]  Secure your biome defense in ultra strength or regular strength at InfoWars.com today and get started supporting your digestive system naturally.
[2:16:44.000 --> 2:16:54.000]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health, and support the Info War.
[2:16:54.000 --> 2:17:03.000]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[2:17:03.000 --> 2:17:09.000]  That's right. Now's the time to build your own food storage with Harvest Rights Freeze Dryers.
[2:17:09.000 --> 2:17:15.000]  Go to InfoWars.com to learn more and check out this innovative and smart technology that's easy to use.
[2:17:15.000 --> 2:17:23.000]  And let me tell you something. It is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[2:17:23.000 --> 2:17:33.000]  That's what I'm talking about. And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[2:17:33.000 --> 2:17:42.000]  Harvest Right Freeze Dryers retain 97% of the food's taste, color, and nutritional value and have a shelf life of up to 25 years.
[2:17:42.000 --> 2:17:50.000]  Now that's what I call the miracle of food preservation. Harvest Right is truly the world's best, most affordable freeze dryer.
[2:17:50.000 --> 2:17:55.000]  So what are you waiting for? Check it out right now at InfoWarsStore.com.
[2:18:20.000 --> 2:18:22.000]  And we do not use nanoparticles.
[2:18:22.000 --> 2:18:25.000]  The larger the particle, the safer it is for your body.
[2:18:25.000 --> 2:18:30.000]  The organic oils help hydrate the skin, leaving it nice and smooth.
[2:18:30.000 --> 2:18:34.000]  The truly natural fragrance-free sunscreen for the most sensitive skin.
[2:18:34.000 --> 2:18:40.000]  Emrex Essentials wants you to enjoy the sun and strives to bring you organic products to enhance your life.
[2:18:40.000 --> 2:18:45.000]  Naturally protect your skin with SPF 30 sunscreen lotion by Emrex Essentials.
[2:18:45.000 --> 2:18:49.000]  Stop exposing yourself and your family to toxic ingredients.
[2:18:49.000 --> 2:18:55.000]  Visit InfowarsStore.com and learn more about the new SPF 30 sunscreen lotion.
[2:18:55.000 --> 2:19:05.000]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[2:19:05.000 --> 2:19:10.000]  That's why I'm introducing ZShield Toxic Metal and Chemical Defense Support.
[2:19:10.000 --> 2:19:18.000]  It's made in the USA. It's filled with known compounds from nature that are absolutely associated with detoxifying the body and it supports the InfoWars.
[2:19:18.000 --> 2:19:20.000]  It is a classical 360 win.
[2:19:20.000 --> 2:19:30.000]  This is the formula that I personally have been taking for over a year and now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[2:19:30.000 --> 2:19:40.000]  You owe it to yourself, you owe it to your family, and you owe it to the future of this country in the world that patriots stay as healthy and as clean and as focused as you can be.
[2:19:40.000 --> 2:19:47.000]  Because we need you, the remnant of America, to reignite those brush fires the next level and to be healthy and as focused as you can be.
[2:19:47.000 --> 2:19:50.000]  Thanks to your support and your prayers together, we're changing the world.
[2:19:50.000 --> 2:20:18.000]  Now it's time to change our bodies with ZShield InfoWarsLive.com.
[2:20:21.000 --> 2:20:26.000]  You're listening to the Alex Jones show or what I call InfoWarsLive.
[2:20:26.000 --> 2:20:29.000]  We're now on air 10 hours a day live.
[2:20:29.000 --> 2:20:36.000]  David Knight, 8 a.m. to 11 a.m. when I go live here at the same studios in Austin, Texas.
[2:20:36.000 --> 2:20:45.000]  And then Owen Schroeder comes on the three o'clock central with the War Room with all the great contributors that are part of that transmission as well.
[2:20:45.000 --> 2:20:57.000]  You know, I think we really should have a Hollywood Rapes America contest.
[2:20:57.000 --> 2:21:14.000]  Mike Cernovich called me last night or texted me and said we should have, just like my Bill Clinton's, a rapist contest that was so successful because of you out there taking action, changed the world, changed this country, changed the planet, changed our future trajectory for the better, clearly.
[2:21:14.000 --> 2:21:34.000]  He said you ought to have a Weinstein's or Rapist, Harvey Weinstein's or Rapist $1,000 prize for anybody that says it to any major Hollywood star, maybe $4,000 or $5,000 for those directly affiliated with Weinstein or on any national television show.
[2:21:34.000 --> 2:21:38.000]  And just how about Hollywood Rapes America?
[2:21:38.000 --> 2:21:52.000]  How about Hollywood Rapes America? Cernovich's got his hashtag boycott Hollywood, that's good. Daria put on a real Alex Jones, Hollywood is dead.
[2:21:52.000 --> 2:22:11.000]  And they've been dead for a long time, but they tried to kill America. They had to tell us how to be moral and let them sexualize our children. And we sat there and went along with it. And the NFL wanted to sit there and lecture everybody and use divisiveness.
[2:22:11.000 --> 2:22:19.000]  Your reign of bullying care is over. And just because you idiots haven't figured it out yet, doesn't mean it isn't the case.
[2:22:19.000 --> 2:22:33.000]  But I'm not like you that just declares things to act like we're in charge. No, I only declare something when it's true. And most of America of every race, color and creed were all one race, red blood created by God.
[2:22:33.000 --> 2:22:39.000]  No, you're of the enemy and are sick of Bill Clinton and all of you people.
[2:22:39.000 --> 2:22:50.000]  Soulless servants of Satan. There you see Weinstein trying to crowd in in a photo with Trump.
[2:22:50.000 --> 2:22:55.000]  And I'm not saying Trump's perfect, but he's at war with Hollywood and they're at war with him. And what should I tell you?
[2:22:55.000 --> 2:23:12.000]  That tell you he may he was Saul of Tarsus on the road to Damascus. Well, he was just bad as Saul, but he's definitely been hit by the Thunderbolt. And the enemy knows it. They know he's a new man on a mission fatalistic.
[2:23:12.000 --> 2:23:22.000]  And that's why they've got this message for Donald J. Trump. Here's Hollywood's message.
[2:23:22.000 --> 2:23:25.000]  He's not a tough guy. He's a bully and he's a bitch.
[2:23:25.000 --> 2:23:29.000]  He's a punk. He's a dog. He's a pig.
[2:23:29.000 --> 2:23:31.000]  And he can suck my ****.
[2:23:31.000 --> 2:23:33.000]  He's a con, a bullshit artist, a mutt.
[2:23:33.000 --> 2:23:37.000]  I'll meet him in the hotel with anyone the **** day of the week and give him a Louisville slugger.
[2:23:37.000 --> 2:23:39.000]  I'd like to punch him in the face.
[2:23:39.000 --> 2:23:44.000]  He's my mother **** as you bitch punk **** sucker.
[2:23:44.000 --> 2:23:52.000]  Died!
[2:23:52.000 --> 2:24:01.000]  Pointing what appears to be a water gun, the image of President Donald Trump projected on a whiteboard, our teacher Pale Modi has not been seen by countless viewers across the internet.
[2:24:01.000 --> 2:24:07.000]  Yes. I have thought an awful lot about blowing up the White House.
[2:24:07.000 --> 2:24:15.000]  It's an actor dressed to look just like President Donald Trump as he's assassinated on stage.
[2:24:15.000 --> 2:24:24.000]  Pictures and video depicting comedian Cathy Griffin holding the bloody, decapitated head of President Trump are no joking matter for the Secret Service.
[2:24:24.000 --> 2:24:30.000]  A rhetoric that has inspired the violence has come from the mainstream of the Democratic Party.
[2:24:30.000 --> 2:24:43.000]  They're involved in the coup, an active attempt to start a bloody, civil war.
[2:24:43.000 --> 2:24:49.000]  You're receiving this transmission.
[2:24:49.000 --> 2:24:55.000]  If you are resuming this transition, you are resistance.
[2:24:55.000 --> 2:25:00.000]  And they're scared. That's why they call themselves the resistance now. Plagiarists, frauds all.
[2:25:00.000 --> 2:25:03.000]  They're going to write back to your calls.
[2:25:03.000 --> 2:25:09.000]  But understand, they're all teleprompter readers. They're all script readers.
[2:25:09.000 --> 2:25:20.000]  So Hollywood reads what the moguls, what the elites that own Hollywood want, what the Communist Chinese and the Islamists that together control Hollywood.
[2:25:20.000 --> 2:25:23.000]  That's right.
[2:25:23.000 --> 2:25:27.000]  The sellout scum in Hollywood completely sold out.
[2:25:27.000 --> 2:25:33.000]  And then Soros even got caught wanting to overthrow Israel itself.
[2:25:33.000 --> 2:25:37.000]  And I only say that because I'm not a defender of Israel. I'm not a hater of Israel.
[2:25:37.000 --> 2:25:41.000]  It's a complex country just like America and decadent just like we are.
[2:25:41.000 --> 2:25:45.000]  Big problems. I don't hate Israel.
[2:25:45.000 --> 2:25:50.000]  But it's so much more complex. You have the Arabs and China controlling Hollywood
[2:25:50.000 --> 2:25:57.000]  and a bunch of rich Israel hating leftist Jews selling out to it.
