[00:00:01.616 --> 00:00:03.397]  We are on the march.
[00:48:39.679 --> 00:48:42.002]  We thought were them, but they were running for cancer or something.
[00:48:42.002 --> 00:48:44.144]  There was like 20 or 30 of them, and we couldn't find them.
[00:48:44.144 --> 00:48:45.225]  We kept saying, where are they?
[00:48:45.765 --> 00:48:48.506]  They said, well, they're like down there a mile or so.
[00:48:48.506 --> 00:48:59.352]  Eventually we get there and there's like three people in a bar tent drinking martinis or something with this huge banner, you know, Moms Against the Guns or whatever it is.
[00:48:59.352 --> 00:49:00.853]  And we ended up talking to them.
[00:49:00.853 --> 00:49:06.536]  And of all the people, we talked to all these open carry people with huge, you know, AR-15s and everything.
[00:49:06.536 --> 00:49:08.317]  They were really nice, excellent people.
[00:49:08.917 --> 00:49:12.798]  Out of all the people we talked to, the moms against guns were the most violent.
[00:49:12.798 --> 00:49:19.680]  If you were able to watch the video online through Infowars.com slash show, you would have seen that guy going up to Alex.
[00:49:19.680 --> 00:49:26.381]  He was like smacking his wife away and everything when she was trying to defuse the situation, trying to fight Alex.
[00:49:26.381 --> 00:49:27.642]  I talked to him a little bit as well.
[00:49:28.522 --> 00:49:37.353]  And asked them if we should have background checks to purchase knives and asked them why they wanted to ban weapons and they kept saying they didn't when number two point on their little pamphlet is ban assault weapons.
[00:49:37.353 --> 00:49:41.839]  Yeah, they want to track the sale of ammunition and guns online.
[00:49:41.839 --> 00:49:47.006]  They want to have child safe gun technology and they want to require background checks for all guns.
[00:49:47.606 --> 00:49:49.067]  And ammunition purchases.
[00:49:49.067 --> 00:49:50.108]  I mean, this is their agenda.
[00:49:50.108 --> 00:49:53.932]  They're really moms demanding confiscation, but it's just a handful of them.
[00:49:53.932 --> 00:50:00.017]  And the sad thing about it was that as angry as this man was and his wife, they were angry.
[00:50:00.017 --> 00:50:04.861]  Their daughter had been killed in a shooting incident, but they were blaming legal gun owners.
[00:50:04.861 --> 00:50:07.143]  And that was the point that Alex was trying to make to them.
[00:50:07.583 --> 00:50:07.843]  Is that
[00:50:25.074 --> 00:50:30.116]  Try to take measures to treat people as if they're innocent until proven guilty in America.
[00:50:30.116 --> 00:50:32.776]  And we have some fundamental rights to protect ourselves.
[00:50:32.776 --> 00:50:36.577]  And just as we were talking about earlier in the last segment, we played the Detroit police chief.
[00:50:36.577 --> 00:50:41.659]  And there have been three incidents in Detroit where citizens have defended themselves.
[00:50:41.659 --> 00:50:44.200]  And he understands that calling 911 is not an option.
[00:50:46.041 --> 00:50:52.928]  You can call 9-1-1 and try to get these guys to catch the bad guys, but that isn't going to protect you in the meantime.
[00:50:52.928 --> 00:50:55.491]  And the police chief in Detroit understands that.
[00:50:55.491 --> 00:50:56.472]  These people don't.
[00:50:57.295 --> 00:51:04.678]  Well, you know, it goes exactly, you did an excellent segue, we didn't even talk about this before, going into exactly what I wanted to talk about.
[00:51:04.678 --> 00:51:18.945]  To give you one example of this, and I want to get into the grand spectrum of it, and also later I want to reveal how I think they're going to attempt to disarm the Second Amendment, not through gun control, but through a new biotechnology option that will go into transhumanism and everything.
[00:51:19.045 --> 00:51:26.991]  But basically, for right now, for the softer end of this, I want to talk about what I call the Hollywood Con that I mentioned earlier.
[00:51:26.991 --> 00:51:30.594]  And the gun control example is perfect fitting for this.
[00:51:30.594 --> 00:51:31.094]  Here's why.
[00:51:31.094 --> 00:51:40.101]  980,000 or so, according to the Journal of Criminology, attacks, potential homicides, are prevented with firearms.
[00:51:40.101 --> 00:51:43.684]  You know, legal firearms within the United States of America.
[00:51:43.684 --> 00:51:46.566]  But then you ask someone, as I did one time on a video,
[00:51:47.327 --> 00:51:48.208]  That went really big.
[00:51:48.208 --> 00:51:53.253]  I asked someone, how many people do you think die each year from assault weapons?
[00:51:53.253 --> 00:51:55.616]  You know, and he said, I think 30,000 people.
[00:51:55.616 --> 00:51:57.238]  He said, I think 30,000.
[00:51:57.238 --> 00:51:58.319]  Some people say, I think 90,000.
[00:51:58.319 --> 00:52:02.203]  It's actually like 300 or something like that.
[00:52:02.203 --> 00:52:03.684]  It's very low.
[00:52:03.684 --> 00:52:06.027]  Actually, knives kill more people.
[00:52:06.027 --> 00:52:07.609]  Bats and hammers kill more people.
[00:52:08.149 --> 00:52:20.654]  But then you ask, you know, why is there not major media attention on knives, hands and fists, and everything like that, going after them, or automobiles, or pharmaceutical drugs, which kill, like, 700,000 people a year?
[00:52:20.654 --> 00:52:29.197]  Well, it's all because of this con system, where it's not based on logic or statistic, but instead it's based on fear and emotion.
[00:52:29.537 --> 00:52:38.381]  And any successful politician throughout history, from Caesar to Obama, has utilized this technique in full force.
[00:52:38.381 --> 00:52:44.043]  Specifically, I'm talking about smart politicians using emotions to trump logic in every single case.
[00:52:44.043 --> 00:52:47.844]  Now, this can be done thanks to Hollywood.
[00:52:47.844 --> 00:52:49.965]  Hollywood reinforces this point.
[00:52:49.965 --> 00:52:54.267]  Now, specifically, what I'm talking about is, take the Occupy Movement, for example.
[00:52:54.787 --> 00:52:56.248]  No real goals.
[00:52:56.248 --> 00:52:58.509]  No real statistic behind what they're doing.
[00:52:58.509 --> 00:52:59.810]  No real logic.
[00:52:59.810 --> 00:53:06.715]  They're frustrated, they're scared, and they're overall just exuding elements of upset.
[00:53:06.715 --> 00:53:08.536]  You know, they're angry.
[00:53:08.536 --> 00:53:10.177]  And what were they trying to accomplish?
[00:53:10.177 --> 00:53:11.278]  Well, who really knows?
[00:53:11.758 --> 00:53:13.559]  They were just out there, just protesting.
[00:53:13.559 --> 00:53:14.839]  And it wasn't a horrible thing.
[00:53:14.839 --> 00:53:16.440]  A lot of them were Obama fans.
[00:53:16.440 --> 00:53:24.903]  But then you have things like the gun control fanatics who obsess over media fear, who obsess over CNN telling them how bad assault weapons are.
[00:53:24.903 --> 00:53:25.963]  And how does that happen?
[00:53:26.803 --> 00:53:34.793]  Well, Obama goes on air, or Caesar at the time would go on air and say, you know, it doesn't matter the statistics, doesn't matter the reality.
[00:53:34.793 --> 00:53:40.179]  Someone killed a bunch of children today, or you know, something happened with an assault weapon today.
[00:53:40.179 --> 00:53:45.406]  And even though it's an isolated, illogical incident that has no relevance to the overall hierarchy of
[00:53:45.746 --> 00:53:51.455]  Real mathematics of what's going on when you consider how many thousands of people are saved, it does not matter.
[00:53:51.455 --> 00:53:54.339]  It's all based on fear and emotion.
[00:53:54.339 --> 00:53:57.624]  And they do that by making a personal story out of it.
[00:53:57.624 --> 00:54:00.869]  They make it visceral, they make it emotional because they tell a personal story.
[00:54:01.349 --> 00:54:07.111]  It's like the expression, I think it was Stalin that said, one death is a tragedy, a million is a statistic.
[00:54:07.111 --> 00:54:07.411]  Yes.
[00:54:07.411 --> 00:54:10.432]  If we throw statistics out there, it doesn't do anything to people.
[00:54:10.432 --> 00:54:19.976]  They very cleverly understand that they can use a story, they can get one person up and say, tell us your story about how you were shot at or somebody that you know that died.
[00:54:20.276 --> 00:54:22.357]  And the show House of Cards does a great job with this.
[00:54:22.357 --> 00:54:34.521]  When Kevin Spacey goes up numerous times in the face of real scandal, in the face of real serious corruption and crime, and he starts crying and everything and just tells this amazing speech and all is forgiven.
[00:54:34.521 --> 00:54:37.222]  That's how it really works in real life.
[00:54:37.222 --> 00:54:39.443]  Or Nixon's checkers speech.
[00:54:39.443 --> 00:54:40.383]  My little dog checkers.
[00:54:40.383 --> 00:54:40.843]  Exactly.
[00:54:40.843 --> 00:54:42.664]  They're desperately afraid of us.
[00:54:42.664 --> 00:54:43.204]  Why?
[00:54:43.204 --> 00:54:45.645]  Because we bring information to the centerfold.
[00:54:45.885 --> 00:54:49.768]  Not logic or fear, just complete information.
[00:54:49.768 --> 00:54:53.811]  All the articles we're doing, all this research, it's all linked up with all these sources and everything.
[00:54:53.811 --> 00:54:55.252]  It's all hard information.
[00:54:55.252 --> 00:54:56.693]  Someone can go in there and prove things.
[00:54:56.693 --> 00:54:58.194]  Someone can go in there and look at it.
[00:54:58.194 --> 00:54:59.995]  That's what Alex is doing here on a daily basis.
[00:54:59.995 --> 00:55:00.696]  That's what we're doing.
[00:55:00.996 --> 00:55:07.099]  We're showing the information as the center point, as the crux of all of it, instead of this fear and illogical madness.
[00:55:07.099 --> 00:55:13.822]  And Hollywood backs up the Hollywood con, because what they do is predictive programming, as we were talking about before.
[00:55:13.822 --> 00:55:22.605]  But specifically, Hollywood likes to paint everything as just this ride of emotion and fear and craziness, instead of reality.
[00:55:22.605 --> 00:55:26.107]  It's just like the movie Contagion, or however you say it.
[00:55:26.627 --> 00:55:36.355]  Where the one guy in the beginning, basically the idea is this is this mass flu breaks out and is killing everyone except for a few people that are resistant to this strain of the flu.
[00:55:36.355 --> 00:55:45.663]  But then there's this guy with horrible teeth because he has to, you know, he has to look evil who presents himself, oh, natural medicine can help, you know, which actually it can.
[00:55:45.663 --> 00:55:49.126]  Over and over again we find that natural medicine like garlic can wipe out superbugs.
[00:55:49.126 --> 00:55:49.426]  Yes.
[00:55:49.426 --> 00:55:50.627]  And he says, you know, I can help you.
[00:55:51.388 --> 00:55:59.412]  And they all, you know, are kind of resistant, but they believe him, and it makes it appear as if he's curing the flu throughout, like, the whole movie.
[00:55:59.412 --> 00:56:07.136]  But then at the very end, like, the very last minute of the whole movie, when this guy is actually helping, it looks like he's helping people, the very last minute.
[00:56:07.856 --> 00:56:09.817]  He's like, yeah, they didn't actually help.
[00:56:09.817 --> 00:56:11.698]  I just wanted money.
[00:56:11.698 --> 00:56:15.459]  And they put him in jail and give everyone a vaccine and they're cured.
[00:56:15.459 --> 00:56:15.959]  Yeah.
[00:56:15.959 --> 00:56:17.600]  I mean, that's the insanity of it.
[00:56:17.600 --> 00:56:19.201]  It's predictive programming.
[00:56:19.201 --> 00:56:21.202]  It's putting a template out there.
[00:56:21.202 --> 00:56:22.922]  And it is very, very powerful.
[00:56:22.922 --> 00:56:30.385]  Even the Batman movie where they show a terrorist attack collapsing the football stadium and the guy is running and everything is collapsing behind him.
[00:56:30.385 --> 00:56:32.766]  You see it collapsing and you're wondering if it's going to suck him down.
[00:56:32.766 --> 00:56:33.326]  He doesn't see it.
[00:56:33.326 --> 00:56:35.347]  He's just running and he stops and turns around.
[00:56:35.347 --> 00:56:36.528]  Now, that's a movie.
[00:56:37.088 --> 00:56:54.079]  But they put that out there, and then when people go to the NFL games and they get treated like slaves, have their hands put all over them, tell them, you can't bring in anything in here unless it's in a transparent little box, and they subconsciously, I think, will go back to, yeah, that's right, yeah, something like that could happen.
[00:56:54.079 --> 00:56:54.679]  You know what I'm saying?
[00:56:54.679 --> 00:56:58.401]  Plants that into your subconscious or even into your conscious.
[00:56:58.401 --> 00:56:59.462]  You consciously think about that.
[00:56:59.502 --> 00:57:01.123]  And it's very, very effective to do that.
[00:57:01.123 --> 00:57:01.923]  It's multi-pronged.
[00:57:01.923 --> 00:57:03.003]  There's a web.
[00:57:03.003 --> 00:57:14.768]  Looking at South by Southwest, a lot of these people there, I was down in Austin actually talking to some of them today, a lot of them are literally conned by Hollywood, by the establishment.
[00:57:14.768 --> 00:57:26.712]  And they believe that they're going to South by Southwest, and if they pay $1,200 for a badge to go to some event function where corporations are trying to sell them the latest gadgets, that they're going to somehow become big.
[00:57:26.712 --> 00:57:28.173]  And they're going to become celebrities.
[00:57:28.573 --> 00:57:42.323]  Or if they can go find out the place where Kevin Bacon went today, which is a huge thing everyone was talking about, and sit next to him and take a picture with their iPhone or something, they could be cool and they could be in proximity to power, which leaves them to believe that they have power.
[00:57:42.323 --> 00:57:44.024]  And that is the whole delusion.
[00:57:44.024 --> 00:57:50.048]  The system deludes people so they don't actually have success, so they don't actually have inspiration and passion.
[00:57:50.048 --> 00:57:53.691]  And instead they follow this Hollywood con from worshipping
[00:57:54.091 --> 00:58:04.537]  Obama and believing that he's actually looking out for our best interest, to listening to the mainstream media, to trying to become the establishment, and not realizing it's all a joke con game.
[00:58:04.537 --> 00:58:13.022]  You're not going to become some big celebrity by going to corporate functions and shilling out tons of dollars to go walk around and, you know, celebrity hunt.
[00:58:13.022 --> 00:58:18.425]  It's kind of like Six Degrees of Separation with Kevin Bacon, you know, just buying a ticket and going to South by Southwest.
[00:58:18.425 --> 00:58:18.846]  You are now.
[00:58:19.566 --> 00:58:21.728]  You are now associated with Kevin Macon.
[00:58:21.728 --> 00:58:23.229]  You might as well be an A-list celebrity.
[00:58:23.229 --> 00:58:26.251]  But a lot of them know the good news is this is a message of victory.
[00:58:26.251 --> 00:58:32.935]  This is a message, a, you know, red alert success message to keep pushing on because a lot of the people I did talk to...
[00:58:49.866 --> 00:58:50.887]  The facts are in.
[00:58:50.887 --> 00:58:52.288]  The studies are legion.
[00:58:52.288 --> 00:58:59.812]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[00:58:59.812 --> 00:59:03.634]  So why are the social engineers adding it to the water?
[00:59:03.634 --> 00:59:04.194]  Simple.
[00:59:04.194 --> 00:59:08.917]  Dumb down the host population that the parasitic technocracy is feeding on.
[00:59:08.917 --> 00:59:14.340]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[00:59:14.620 --> 00:59:20.167]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield formulation.
[00:59:20.167 --> 00:59:30.639]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[00:59:30.959 --> 00:59:35.522]  Let's take a stand against the Globalist by blocking their poisons with Fluoride Shield.
[00:59:35.522 --> 00:59:37.703]  I use Fluoride Shield every day.
[00:59:37.703 --> 00:59:43.246]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[00:59:43.246 --> 00:59:47.649]  Let's start cleansing our bodies now and support the Info War at the same time.
[00:59:47.649 --> 00:59:51.231]  That's InfoWarsLife.com.
[00:59:51.231 --> 00:59:52.752]  Coast to Coast.
[00:59:52.752 --> 00:59:54.813]  Direct from Austin.
[00:59:54.813 --> 00:59:58.015]  You're listening to the Alex Jones Broadcasting Network.
[01:00:01.843 --> 01:00:08.492]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:08.492 --> 01:00:11.456]  It's Alex Jones and the GCN Radio Network.
[01:00:14.141 --> 01:00:15.522]  Welcome back to the Alex Jones Show.
[01:00:15.522 --> 01:00:19.566]  I'm David Knight, filling in for Alex, and I'm here in studio with Anthony Gucciardi.
[01:00:19.566 --> 01:00:23.811]  We've been talking about the big public events that have been happening this last week.
[01:00:23.811 --> 01:00:32.780]  We had CPAC that's just finished, a lot of political news coming out of that, as well as what's going on here in Austin, South by Southwest.
[01:00:33.260 --> 01:00:42.271]  And the way they're using that, we've just been talking about how they use that to control the public, to essentially manufacture consent.
[01:00:42.271 --> 01:00:48.178]  And of course, an important part, Anthony, of manufacturing consent is to make sure that what they're telling us is really working.
[01:00:48.678 --> 01:00:51.599]  And so they have to surveil everything that we do.
[01:00:51.599 --> 01:01:01.442]  Now, one of the people that was at South by Southwest, we've been talking a lot about the gun control groups that were meeting there that really didn't have anybody show up to their presentation.
[01:01:01.442 --> 01:01:05.304]  Even though there's three gun control groups, they couldn't fill up three rows of people, even with the press there.
[01:01:06.044 --> 01:01:12.874]  But we did have Julian Assange speaking via Skype there, and he had an interesting comment about privacy.
[01:01:12.874 --> 01:01:19.985]  What he said here is, what's going on is an unprecedented theft of wealth from the majority of the population by those who already have a lot of power.
[01:01:19.985 --> 01:01:21.146]  And they're doing this in part
[01:01:21.707 --> 01:01:24.409]  By stealing information from all of us.
[01:01:24.409 --> 01:01:27.792]  Knowledge is power, and they're accumulating a lot of power.
[01:01:27.792 --> 01:01:34.537]  When I look at the way that they're trying to manipulate us through social media, and that was what this meeting at South by Southwest on gun control was about.
[01:01:34.537 --> 01:01:37.319]  It was about manipulating the public through social media.
[01:01:37.839 --> 01:01:47.088]  By making sure that people can't say or put anything up about guns on Facebook at the same time that they're going to use it to put their side of the story out.
[01:01:47.088 --> 01:01:48.909]  It's a massive transfer of power.
[01:01:48.909 --> 01:01:53.694]  They're trying to control people and they also want to see if people are buying their message.
[01:01:53.694 --> 01:01:55.836]  That's really what all this metadata is about, isn't it?
[01:01:56.056 --> 01:02:06.819]  Their actions signify a message of victory and success, because we see them scurrying, freaking out, teaming up with Facebook to censor everyone posting pictures of themselves with weapons.
[01:02:06.819 --> 01:02:08.339]  By the way, I did that today.
[01:02:08.339 --> 01:02:09.340]  Great response.
[01:02:09.340 --> 01:02:15.481]  Everyone needs to fight back against Facebook, who's saying you're not allowed to post pictures of firearms, even if you're a gun shop.
[01:02:15.481 --> 01:02:20.142]  You're not allowed to do anything with firearms, because they've teamed up with these moms against guns and everything.
[01:02:20.142 --> 01:02:21.383]  You're not allowed to do that anymore.
[01:02:21.383 --> 01:02:22.183]  I've started doing it.
[01:02:22.623 --> 01:02:23.863]  I'm going to keep doing it.
[01:02:23.863 --> 01:02:25.424]  Everyone needs to do that to fight back.
[01:02:25.424 --> 01:02:26.985]  It's the Streisand effect.
[01:02:26.985 --> 01:02:31.386]  When someone actually tries to censor someone, it ultimately becomes larger.
[01:02:31.386 --> 01:02:47.512]  So ultimately, what's come now is South by Southwest, the owner, as Alex was talking about earlier in the show, in the very beginning, has tried to come down on legal firearm owners by setting up all these events, these anti-gun events, and it's fallen flat on its face.
[01:02:47.512 --> 01:02:50.993]  And one of the groups that was there was Bloomberg's Mayors Against Illegal Guns.
[01:02:51.573 --> 01:03:03.306]  Which a lot of mayors have blown the whistle on as well, but of course he was there at the South by Southwest event, and he is the one who is working with Facebook to try to make sure that they censor any information about guns.
[01:03:03.306 --> 01:03:04.468]  It's just not going to work.
[01:03:04.468 --> 01:03:05.909]  It's going to go the same direction
[01:03:06.570 --> 01:03:08.312]  That's exactly what I was going to say.
[01:03:31.073 --> 01:03:36.254]  Over and over and over and over again so people see the statistics because that's what they're ultimately afraid of.
[01:03:36.254 --> 01:03:39.915]  They don't want to talk about logic or reason or statistics as I talked about earlier.
[01:03:39.915 --> 01:03:43.977]  They want to censor everyone and make everyone afraid of assault weapons because they're scary looking.
[01:03:43.977 --> 01:03:46.977]  But it reminds me now they're losing and they know they're losing.
[01:03:46.977 --> 01:03:48.958]  We're going to get into how the scientists now admit
[01:03:49.318 --> 01:03:52.859]  That Fukushima has already hit the West Coast and it's already coming in waves.
[01:03:52.859 --> 01:03:54.639]  We told you that 2011-2012.
[01:03:54.639 --> 01:03:56.679]  We were called crazy.
[01:03:56.679 --> 01:04:00.060]  And Obama, we're going to play the clip of Obama saying that that would never happen.
[01:04:00.060 --> 01:04:07.702]  But specifically, you were telling me at CPAC, a journalist was detained for just trying to get a book signed?
[01:04:07.702 --> 01:04:08.202]  Yeah.
[01:04:08.202 --> 01:04:09.642]  Tell us about that.
[01:04:09.642 --> 01:04:14.883]  Yeah, this is Dan Dix from Press for Truth and he was in line, he had a book that was written by
[01:04:15.583 --> 01:04:25.910]  Newt Gingrich, and he wanted to get Newt Gingrich to sign his book, and he was going to get a quick question in to Newt Gingrich, because of course, if you're an alternative journalist, you're not going to get an audience with His Majesty.
[01:04:25.910 --> 01:04:28.452]  That's the way they control the press, is through access.
[01:04:28.452 --> 01:04:30.153]  So they had to screen him beforehand.
[01:04:30.153 --> 01:04:32.935]  Well, the interesting thing is, is that as he's waiting to get in...
[01:04:33.675 --> 01:04:37.639]  They pulled him out of line, out of a large crowd of people.
[01:04:37.639 --> 01:04:41.443]  And I've got a big question about that I want to talk about when we come back.
[01:04:41.443 --> 01:04:44.646]  Why did they pull him out of this big crowd of people?
[01:04:44.646 --> 01:04:50.372]  Now he's been talking about things, they would know who he is, but he is not that famous that they would recognize him.
[01:04:50.372 --> 01:04:51.413]  So what's going on with that?
[01:04:51.413 --> 01:04:53.915]  We're going to talk about that right after we come back.
[01:04:53.915 --> 01:04:54.336]  Stay tuned.
[01:04:59.076 --> 01:05:01.918]  Hi folks, Alex Jones here with some important information.
[01:05:01.918 --> 01:05:07.042]  I want to tell you about Matt Redhawk and his team of Patriots over at MyPatriotSupply.
[01:05:07.042 --> 01:05:15.168]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the Charlatans willing to sell us out for a quick buck.
[01:05:15.168 --> 01:05:19.712]  Deciding to take action, a company run by Patriots for Patriots was born.
[01:05:19.712 --> 01:05:23.515]  MyPatriotSupply has never taken a loan or accepted outside funding.
[01:05:23.655 --> 01:05:29.599]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[01:05:29.599 --> 01:05:32.781]  It is rare to find companies who practice what they preach.
[01:05:32.781 --> 01:05:38.165]  And that's why I stock my pantry with high-quality, storable foods from My Patriot Supply.
[01:05:38.165 --> 01:05:46.330]  Go to mypatriotsupply.com forward slash alextoday for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[01:05:46.330 --> 01:05:46.510]  That's 866-229-0927.
[01:05:53.575 --> 01:05:55.495]  With someone who shares your values.
[01:05:55.495 --> 01:05:58.156]  BuyPatriotSupply.com Slash Alex.
[01:06:27.180 --> 01:06:28.400]  Hitler took the guns.
[01:06:28.400 --> 01:06:29.721]  Stalin took the guns.
[01:06:29.721 --> 01:06:30.782]  Mao took the guns.
[01:06:30.782 --> 01:06:32.262]  Fidel Castro took the guns.
[01:06:32.262 --> 01:06:36.224]  Hugo Chavez took the guns.
[01:06:36.224 --> 01:06:41.667]  1776 will commence again if you try to take our firearms.
[01:06:41.667 --> 01:06:44.669]  The Republic will rise again when you attempt to take our guns.
[01:06:48.112 --> 01:06:49.733]  The answer to 1984 is 1776.
[01:06:49.733 --> 01:06:52.713]  You're listening to the Alex Jones Show.
[01:07:08.885 --> 01:07:10.125]  Welcome back to the Alex Jones Show.
[01:07:10.125 --> 01:07:14.087]  I'm David Knight here in studio live with Anthony Gucciardi.
[01:07:14.087 --> 01:07:19.448]  And we were just talking before the break, Anthony, about what happened at CPAC, this journalist that got pulled out.
[01:07:19.448 --> 01:07:23.289]  But I want to read this from the Gridiron dinner last night.
[01:07:23.289 --> 01:07:24.550]  This is a quote from John Kerry.
[01:07:24.550 --> 01:07:31.012]  Now, of course, this is, these are politicians kind of making fun of themselves, okay, and putting things out that
[01:07:31.920 --> 01:07:34.805]  Not necessarily making fun of each other, but making fun of themselves.
[01:07:34.805 --> 01:07:36.628]  Listen to this comment, though, from John Kerry.
[01:07:36.628 --> 01:07:39.413]  He says it's so nice to put faces to the metadata.
[01:07:40.302 --> 01:07:41.122]  Now, people laughed.
[01:07:41.122 --> 01:07:45.023]  I'm sorry, but if I was there, I couldn't laugh about that.
[01:07:45.023 --> 01:07:51.105]  We'll know that we're getting somewhere when people are no longer able to laugh about that kind of surveillance.
[01:07:51.105 --> 01:07:52.585]  They simply get angry.
[01:07:52.585 --> 01:07:55.246]  Maybe they groan, or maybe they hiss, or whatever.
[01:07:55.246 --> 01:07:56.866]  But they should not be laughing about that.
[01:07:56.866 --> 01:08:00.247]  And here's the example that we were talking about just before the break.
[01:08:00.247 --> 01:08:05.588]  At CPAC, we had a journalist, Dan Dix, Press for Truth, a small alternative media.
[01:08:05.588 --> 01:08:08.569]  He's known, but he's not known like
[01:08:09.312 --> 01:08:13.255]  He'll be recognized like somebody that's on Fox News, for example, by face.
[01:08:13.255 --> 01:08:19.621]  He is in a very long line of people to get in a book signing with Newt Gingrich so he can get face-to-face and ask him a question.
[01:08:19.621 --> 01:08:22.543]  Because, of course, Newt Gingrich isn't going to give him an interview.
[01:08:22.543 --> 01:08:23.224]  Okay?
[01:08:23.224 --> 01:08:26.347]  Because that's the way they use access to control the media.
[01:08:26.347 --> 01:08:28.148]  They control the mainstream media through access.
[01:08:28.148 --> 01:08:29.369]  So he's in the line.
[01:08:29.369 --> 01:08:31.151]  He's quite a bit further back.
[01:08:31.151 --> 01:08:37.016]  And they have, all of a sudden, a bunch of security officers descend on him and say, we think you're a threat.
[01:08:37.016 --> 01:08:38.117]  We want to see what you're carrying.
[01:08:38.757 --> 01:08:45.519]  Make him empty all of his pockets, they see that he has no threat, and then they escort him out of CPAC.
[01:08:45.519 --> 01:08:47.940]  And we'll not say anything to him, just take him out of there.
[01:08:47.940 --> 01:08:53.521]  Now my question when I look at this is, how did they recognize Dan and that sea of people?
[01:08:53.521 --> 01:08:55.222]  Did they look at everybody that had bought a CPAC?
[01:08:55.933 --> 01:08:58.916]  Take it, and go down and say, ah, here's a journalist.
[01:08:58.916 --> 01:09:02.679]  Here's a journalist that's going to ask us questions that we might not be familiar with.
[01:09:02.679 --> 01:09:04.461]  Let's keep an eye on him.
[01:09:04.461 --> 01:09:05.922]  Do they have facial recognition?
[01:09:05.922 --> 01:09:09.825]  You know, what's this metadata that they're putting faces to, as John Kerry says?
[01:09:09.825 --> 01:09:12.407]  Well, I think there's no question they're screening people.
[01:09:12.407 --> 01:09:12.808]  Yeah.
[01:09:12.808 --> 01:09:22.216]  And it comes down to the fact that they've lost the information battle, and they can no longer stand the assault of reality that's coming to them when journalists go up and ask them questions.
[01:09:22.216 --> 01:09:23.037]  They just want to censor it.
[01:09:23.037 --> 01:09:23.177]  Exactly.
[01:09:23.477 --> 01:09:25.378]  That's when you know we've really won.
[01:09:25.378 --> 01:09:32.342]  And also at the same time though, it gets really scary because it means they're willing to do anything in case of defending their empire.
[01:09:32.342 --> 01:09:36.564]  So when they cannot even argue anymore, they don't even want to have interviews.
[01:09:36.564 --> 01:09:37.805]  They don't even want to talk to anyone.
[01:09:37.805 --> 01:09:39.285]  They don't even want to put up with it.
[01:09:39.285 --> 01:09:43.308]  They just have you arrested now immediately if you try to even go up to someone.
[01:09:43.308 --> 01:09:45.569]  Isn't it interesting that Newt Gingrich is supposedly
[01:09:46.229 --> 01:09:49.114]  One of the most articulate people in the Republican Party.
[01:09:49.114 --> 01:09:52.580]  He doesn't feel like he can take on an alternative journalist.
[01:09:52.580 --> 01:09:54.223]  He's got to have him thrown out of the event.
[01:09:55.114 --> 01:09:57.816]  And you know, it might not even be specifically him.
[01:09:57.816 --> 01:10:01.738]  It might be the event people going and saying, oh, an alternative journalist.
[01:10:01.738 --> 01:10:02.079]  Yes.
[01:10:02.079 --> 01:10:03.900]  Wow, we need to get rid of him.
[01:10:03.900 --> 01:10:07.242]  You know, it might be the CPAC employees going around.
[01:10:07.242 --> 01:10:17.129]  Because just like the TSA, you know, it's the TSA agents sometimes themselves that are on these immense power trips that are completely absurd and insane and molesting people.
[01:10:17.129 --> 01:10:19.410]  Still, somehow they had to know who he was.
[01:10:19.410 --> 01:10:24.694]  They had to be able to recognize his face or had to single him out in some way out of the crowd.
[01:10:25.214 --> 01:10:26.615]  That's what I find troubling.
[01:10:26.615 --> 01:10:30.976]  Want to take your calls on CPAC and some of these other issues South by Southwest that we're talking about?
[01:10:30.976 --> 01:10:32.637]  Let me give you the number for Sunday.
[01:10:32.637 --> 01:10:35.818]  It's 877-789-ALEX.
[01:10:35.818 --> 01:10:43.860]  That's 877-789-2539 if you want to call in and weigh in on what you think happened with CPAC this last week.
[01:10:43.860 --> 01:10:47.942]  Now of course they had a poll at the end and Rand Paul won that pretty handily.
[01:10:48.562 --> 01:10:52.465]  And the number two was Ted Cruz, but it was a little bit closer on Drudge, wasn't it?
[01:10:52.465 --> 01:10:55.847]  Well, I'm more interested in the Drudge Poll, that's what I was just going to say.
[01:10:55.847 --> 01:11:01.671]  And if we have that on screen, when I checked it just shortly ago, Rand Paul is dominating.
[01:11:01.671 --> 01:11:10.477]  Ted Cruz was close behind, but overall it seems like the whole pulse of the real conservative nation right now is Ted Cruz and Rand Paul.
[01:11:10.477 --> 01:11:13.439]  Yes, they were neck and neck at about 30 percent last I saw it.
[01:11:13.439 --> 01:11:15.821]  Everybody else was about 4, 5, 6 percent.
[01:11:15.821 --> 01:11:17.462]  Well, think about what that signifies, though.
