[00:00:01.596 --> 00:00:02.618]  It's official.
[01:53:43.131 --> 01:53:44.251]  So what does that mean?
[01:53:44.291 --> 01:53:45.492]  I mean, it can mean any number of things.
[01:53:45.572 --> 01:53:46.853]  Yeah, they actually look military.
[01:53:46.873 --> 01:53:47.653]  They look like veterans.
[01:54:09.580 --> 01:54:34.489]  Actually quite horrifying and um... now let's take a step back so let let let's let's explain the route because that's what i promise the audience i really want you to understand how this works so i said that we were in quito then we went to tolkien then we crossed over and one of the first things we saw when we crossed over if the crew could pull up the video of the chinese staging hotel this is another one we actually stayed at this place by accident this is right across if anybody wants to look up the Antonio Nariño airport
[01:54:34.949 --> 01:54:36.491]  This is impasto Colombia.
[01:54:36.771 --> 01:54:38.653]  We stayed at this hotel here, okay?
[01:54:38.833 --> 01:54:43.438]  And like I said, by accident, we show up and the whole place is just Chinese people.
[01:54:43.478 --> 01:54:45.400]  There were some families, mostly military-aged men.
[01:54:46.401 --> 01:54:48.563]  You know, the signs in this hotel are written in Chinese.
[01:54:48.964 --> 01:54:54.750]  I actually snapped pictures of the logbook going back weeks, which I didn't publish because I'm not Antifa and I'm not going to talk about it.
[01:54:54.770 --> 01:54:55.631]  And I was given a copy of that.
[01:54:55.931 --> 01:54:56.311]  You're giving it?
[01:54:56.371 --> 01:54:56.811]  Okay, good.
[01:54:56.931 --> 01:54:58.432]  So you could verify what I'm saying.
[01:54:59.832 --> 01:55:07.855]  Going back weeks, it's just all Chinese people all headed to either the United States, is what they'll say, or they'll say they're headed to Mexico, which just means they're gonna fly to Mexico and march off if they got the appropriate visa.
[01:55:08.216 --> 01:55:09.036]  But this is what's going on.
[01:55:09.056 --> 01:55:13.258]  I mean, these Chinese are so well-funded, they actually have their own, like, staging hubs.
[01:55:13.458 --> 01:55:19.320]  Well, they'll come, and they'll meet, and then they'll continue onwards, either taking an airplane, or they'll take a bus down to
[01:55:20.000 --> 01:55:20.981]  The next stop on the map.
[01:55:21.421 --> 01:55:24.704]  So, I want the crew to show this, because I want to show these groups.
[01:55:24.724 --> 01:55:27.106]  They'll try to deny that they're sending people through the Darien Gap.
[01:55:27.907 --> 01:55:30.309]  And I have here a map that I took a picture of.
[01:55:30.329 --> 01:55:34.812]  They wouldn't actually let me get a hold of the physical one like this, unfortunately, but the picture will do.
[01:55:34.993 --> 01:55:35.733]  This is legitimate.
[01:55:35.753 --> 01:55:36.894]  Yeah, we're not on my stuff, guys.
[01:55:36.934 --> 01:55:37.315]  We're over here.
[01:55:37.355 --> 01:55:37.735]  Yeah, go ahead.
[01:55:38.095 --> 01:55:39.155]  So, I want people to see this.
[01:55:39.175 --> 01:55:43.277]  So, this is a map that I took a picture of at a highest facility in Nokokli.
[01:55:43.317 --> 01:55:46.238]  That's this border coastal town right here.
[01:55:46.558 --> 01:55:47.778]  This red pinpoint.
[01:55:48.279 --> 01:55:51.780]  Basically, after this Chinese hotel, we went to Nokokli.
[01:55:51.800 --> 01:55:54.741]  And this is like this last town that you go to before you actually get to the Gap.
[01:55:55.241 --> 01:56:00.803]  And I took a picture of this map, and you can see here from this map, these organisms, they try to deny that they're sending people to the jungle.
[01:56:00.823 --> 01:56:03.504]  If you look here, you can literally see boat routes.
[01:56:04.224 --> 01:56:05.245]  And that's where it's taking you to.
[01:56:05.305 --> 01:56:08.007]  It's either taking you to Akande or Copper Ganah.
[01:56:08.047 --> 01:56:14.732]  These are the two Colombian entry points and this is basically the mouth of the gap and then from here you end up marching inwards.
[01:56:14.752 --> 01:56:20.476]  But the point is, you can see, they are literally encouraging people and funneling them to the mouth of the gap and then having them go through.
[01:56:21.397 --> 01:56:22.497]  This is not the route that I took.
[01:56:22.937 --> 01:56:30.039]  This is for the poorer illegal aliens, most of the ones that are coming from South America, like Ecuadorians and Venezuelans and Colombians.
[01:56:30.340 --> 01:56:31.260]  They're gonna take these routes.
[01:56:31.340 --> 01:56:32.680]  These routes are incredibly deadly.
[01:56:32.720 --> 01:56:37.782]  Had I taken these routes with my brother, I mean, I might have gotten killed, shot in the head, straight up.
[01:56:37.862 --> 01:56:40.902]  I mean, there's drug mules, all types of bad dudes that are running through here.
[01:56:41.303 --> 01:56:45.664]  Not to say that we didn't see them in the route that we took, but the route that we took is used by special interest aliens.
[01:56:45.784 --> 01:56:45.884]  It's...
[01:56:46.764 --> 01:56:47.384]  Stay there!
[01:56:47.404 --> 01:56:48.225]  This is Mad Max World!
[01:57:15.708 --> 01:57:17.088]  That's why it's MadMaxWorld.tv.
[01:57:17.128 --> 01:57:18.409]  I mean, this is going down.
[01:57:18.469 --> 01:57:19.449]  The end of our country.
[01:57:19.889 --> 01:57:20.929]  Tens of millions in Europe.
[01:57:22.350 --> 01:57:24.030]  Tourism down 80% in France.
[01:57:24.090 --> 01:57:24.851]  They don't care.
[01:57:25.311 --> 01:57:26.331]  This is the tech down.
[01:57:26.371 --> 01:57:27.171]  This is the war.
[01:57:27.551 --> 01:57:28.792]  It's not missiles and bombs, folks.
[01:57:28.852 --> 01:57:30.032]  It's fentanyl and allele aliens.
[01:57:30.692 --> 01:57:31.712]  And they're going to activate them.
[01:57:31.732 --> 01:57:32.973]  They all give them cell phones.
[01:57:33.673 --> 01:57:34.713]  And they'll do whatever they're told.
[01:57:34.753 --> 01:57:35.513]  They'll burn this down.
[01:57:35.533 --> 01:57:35.914]  They do it.
[01:57:36.534 --> 01:57:37.074]  This is it.
[01:57:37.254 --> 01:57:38.814]  This is Red Dawn in slow motion.
[01:57:39.455 --> 01:57:44.336]  We'll be back with Anthony Rubin of Muckraker.com, hour number three, straight ahead.
[01:57:48.673 --> 01:57:57.818]  What would you do if there was a tyrannical totalitarian world government taking over whose plan was to kill 90% of the world population and they were already beginning to do it?
[01:57:58.298 --> 01:57:59.178]  You would rally against it?
[01:57:59.198 --> 01:57:59.739]  You would fight it?
[01:58:00.119 --> 01:58:01.480]  And that's what we're doing.
[01:58:01.940 --> 01:58:03.060]  This is the reality of 2023.
[01:58:04.281 --> 01:58:18.557]  I just want to thank listeners and viewers for your last year's support and want to encourage you now more than ever to spread the word about the broadcast, to pray for the broadcast, to take clips and share it from the broadcast, and to buy products that enrich your life at InfoWarsaw.com.
[01:58:19.318 --> 01:58:25.642]  We have the signed or unsigned copy of my new book, The Great Awakening, The Plan to Defeat the Globalist and Launch the Second Renaissance.
[01:58:26.082 --> 01:58:31.326]  Twice as long as my last book, incredibly powerful, signed or unsigned, InfoWarsTore.com.
[01:58:31.706 --> 01:58:35.809]  And we have X2, finally back in stock after over a year, InfoWarsTore.com.
[01:58:36.029 --> 01:58:41.252]  We have TurboForce, 10-hour clean energy, back in stock, and a bunch of other great products as well.
[01:58:41.532 --> 01:58:45.255]  So please visit InfoWarsTore.com and do your Christmas shopping there.
[01:58:45.555 --> 01:58:48.057]  Fund the InfoWar and get great products all at the same time.
[01:58:49.077 --> 01:58:54.543]  If you ever take one piece of my advice, it's get a bottle of X2.
[01:58:55.284 --> 01:58:59.569]  It's been sold out for over a year because we wouldn't cut corners and because it's so hard to produce.
[01:58:59.969 --> 01:59:04.354]  We finally have a limited run, back in supply, at InfoWarsTore.com.
[01:59:05.775 --> 01:59:08.557]  So many people have serious issues.
[01:59:08.838 --> 01:59:09.959]  Look at the UN's own numbers.
[01:59:10.399 --> 01:59:15.823]  Billions have cognitive disabilities because they do not have true nascent iodine in their bodies.
[01:59:16.364 --> 01:59:21.788]  Most of the other iodine is bound to other heavy metals or bound to other elements so you don't download it.
[01:59:22.388 --> 01:59:25.151]  But this is pure atomic certified
[01:59:27.043 --> 01:59:27.323]  I know.
[01:59:27.964 --> 01:59:31.045]  X2 is now back in stock, discounted.
[01:59:31.365 --> 01:59:34.547]  So I'm giving Thanksgiving right now for this product being here.
[01:59:34.907 --> 01:59:39.990]  It funds the InfoWar, but I guarantee you, you take this for a few weeks, you will feel the difference.
[01:59:40.170 --> 01:59:40.950]  It is amazing.
[01:59:41.290 --> 01:59:47.293]  It's the Missing Link X2, back in stock at the end of 2023 at InfoWarStore.com.
[01:59:47.713 --> 01:59:48.114]  X2.
[01:59:50.435 --> 01:59:56.338]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:59:59.887 --> 02:00:03.292]  Nobody was in charge, and that's a really distressing thing to think about.
[02:00:03.612 --> 02:00:10.341]  At a television network, you want to have stars on screen, you want to have people behind the scenes producing, and executives who are holding everybody responsible.
[02:00:10.661 --> 02:00:12.223]  That just isn't how it works at Fox.
[02:00:12.523 --> 02:00:16.328]  I know at CNN, if I went on the air and I started lying about something, I'd be held accountable.
[02:00:16.989 --> 02:00:23.212]  At CNN you lied about many things and I'm amazed that you can sit here with a straight face and say what you just said.
[02:00:23.713 --> 02:00:26.794]  I mean on your failure of a show you called reliable sources.
[02:00:27.194 --> 02:00:30.216]  You constantly called Trump supporters the cult of Trump.
[02:00:30.496 --> 02:00:32.417]  You spread the Russia hoax for years.
[02:00:32.637 --> 02:00:35.599]  You called the Hunter Biden story a manufactured story.
[02:00:35.839 --> 02:00:39.661]  Basically you called every story that you didn't like wide-wing disinformation.
[02:00:39.901 --> 02:00:41.002]  And I can go on and on.
[02:00:41.383 --> 02:00:43.465]  So have some self-respect in front of these people.
[02:00:43.885 --> 02:00:46.467]  Realize why your ratings went down the toilet.
[02:00:46.888 --> 02:00:49.891]  And I'm not gonna call you a Mr. Potato Head because that's a cheap shot.
[02:00:59.339 --> 02:01:08.163]  If Russia invades, that means tanks or troops crossing the border of Ukraine again.
[02:01:09.783 --> 02:01:14.305]  Then there will be no longer a Nord Stream 2.
[02:01:14.345 --> 02:01:15.765]  We will bring an end to it.
[02:01:15.945 --> 02:01:22.948]  How will you do that exactly, since the project and control of the project is within Germany's control?
[02:01:24.048 --> 02:01:25.409]  I promise you we'll be able to do it.
[02:01:26.095 --> 02:01:27.560]  Tonight, sabotage at sea.
[02:01:27.680 --> 02:01:31.852]  That's what President Biden is calling the leaks and explosions on the Nord Stream pipelines.
[02:01:32.540 --> 02:01:41.103]  Like a boiling cauldron, the busy Baltic Sea bursting with gas from ruptured Russian Nord Stream reinforced pipelines.
[02:01:41.243 --> 02:01:55.308]  First on CNN, sources telling us that European security officials observed Russian Navy ships earlier this week in the vicinity of those leaks in the Nord Stream pipelines that were likely caused by underwater explosions.
[02:01:55.568 --> 02:01:56.068]  Here's what we know.
[02:01:56.288 --> 02:02:03.014]  We know that Russian support ships, Russian Navy support ships were spotted in the vicinity of the leaks on these pipelines.
[02:02:03.035 --> 02:02:09.681]  We were also told by a source familiar with the intelligence that Russian submarines were spotted in the general area last week.
[02:02:09.801 --> 02:02:17.729]  I think this is clearly an act of sabotage of some sort and Russia is certainly the most likely suspect.
[02:02:18.089 --> 02:02:19.751]  It's incredibly alarming.
[02:02:19.912 --> 02:02:27.021]  President Vladimir Putin has blamed the United States and its allies for blowing up the undersea Nord Stream pipelines.
[02:02:27.181 --> 02:02:33.150]  It was a deliberate act of sabotage, and now the Russians are pumping out disinformation and lies.
[02:02:33.690 --> 02:02:36.571]  If Russia wanted to shut off the pipeline, they would flip the button.
[02:02:36.591 --> 02:02:37.591]  They would twist the knob.
[02:02:37.651 --> 02:02:38.912]  They don't need to blow it up.
[02:02:38.972 --> 02:02:39.392]  It's theirs.
[02:02:39.492 --> 02:02:40.853]  It starts in Russia.
[02:02:41.113 --> 02:02:44.134]  So it's pretty obvious to us the Biden administration was involved in this.
[02:02:44.194 --> 02:02:46.414]  They have been lying to us all along about this.
[02:02:46.454 --> 02:02:53.617]  There's no way the United States was not either involved or knew about this or at the very minimum approved it.
[02:02:53.877 --> 02:02:54.938]  Today, a senior U.S.
[02:02:54.978 --> 02:02:58.680]  government official rejected a new claim by Russia's defense minister.
[02:02:59.000 --> 02:03:05.864]  He claimed that Ukraine is preparing to detonate a radioactive dirty bomb with Western help on its own territory.
[02:03:06.204 --> 02:03:11.187]  This is the first time the 101st Airborne Division has deployed to Europe since World War II.
[02:03:11.207 --> 02:03:19.733]  The idea that we're going to send in offensive equipment and have planes and tanks and trains going in with American pilots and American crews
[02:03:20.593 --> 02:03:27.139]  Just understand, and don't kid yourself no matter what you all say, that's called World War 3.
[02:03:27.439 --> 02:03:29.221]  The U.S.
[02:03:29.341 --> 02:03:41.011]  will have to send their sons and daughters exactly the same way as we are sending their sons and daughters to war, and they will have to fight, and they will be dying.
[02:03:44.216 --> 02:03:50.222]  Air sirens blaring across much of central and eastern Ukraine today as Putin's forces ramp up.
[02:03:50.342 --> 02:03:54.947]  Washington has placed more than 8,000 U.S.-based troops on a heightened state of alert.
[02:03:55.187 --> 02:03:56.269]  Today, the U.S.
[02:03:56.329 --> 02:04:01.434]  sent in the cavalry, bound for Romania right along the Ukrainian border.
[02:04:01.634 --> 02:04:05.458]  If we continue down this path, we may end up with a nuclear holocaust.
[02:04:18.328 --> 02:04:19.688]  CNN has learned that the U.S.
[02:04:19.768 --> 02:04:29.271]  is developing contingency plans for possible Russian escalation in its war in Ukraine, including the potential use of tactical nuclear weapons.
[02:04:29.591 --> 02:04:31.911]  Russian President Vladimir Putin today making it official.
[02:04:31.991 --> 02:04:37.612]  He just formally suspended Russia's involvement in its last remaining nuclear arms control treaty with the United States.
[02:04:37.632 --> 02:04:44.334]  The prospect of nuclear conflict, once unthinkable, is now back within the realm of possibility.
[02:04:44.694 --> 02:04:51.181]  Every actuary, every historic war game, every analysis shows this leads to total thermal nuclear war.
[02:04:59.108 --> 02:05:02.030]  Never forget that the answer to 1984 is 1776.
[02:05:02.330 --> 02:05:08.213]  We've come a long way in the fight against tyranny, and it's been listeners and viewers like you that have kept us on air.
[02:05:08.393 --> 02:05:18.159]  That's why we bring you the very best products, so you love them, so you enjoy them, as you come back and get them again and again, so we can stay on the air in the fight against the globalists, because it's viewers like you that keep this operation on air.
[02:05:18.599 --> 02:05:19.200]  And here we are.
[02:05:19.240 --> 02:05:20.120]  Another Christmas is here.
[02:05:20.460 --> 02:05:21.721]  Being the biggest sale of the year.
[02:05:22.162 --> 02:05:23.062]  Storewide free shipping.
[02:05:23.442 --> 02:05:24.483]  Double Patriot points.
[02:05:24.823 --> 02:05:25.984]  Up to 60% off.
[02:05:26.364 --> 02:05:27.065]  Storewide.
[02:05:27.325 --> 02:05:29.046]  My new book, The Great Awakening.
[02:05:29.326 --> 02:05:30.647]  Get a signed or unsigned copy.
[02:05:30.747 --> 02:05:31.388]  It's all there.
[02:05:31.648 --> 02:05:33.589]  X2, finally back in stock.
[02:05:33.910 --> 02:05:36.051]  Turbo Force, finally back in stock.
[02:05:36.191 --> 02:05:38.633]  It's all there at infowarestore.com.
[02:05:38.953 --> 02:05:40.454]  So I want to wish you all a Merry Christmas.
[02:05:40.494 --> 02:05:42.295]  I want to thank you all for your support.
[02:05:42.315 --> 02:05:43.216]  We're in this fight together.
[02:05:43.236 --> 02:05:47.419]  And I want to encourage you now to get storewide free shipping, double Patriot points,
[02:05:48.239 --> 02:05:53.262]  Up to 60% off on all the great products at InfoWarStore.com or 888-253-3139.
[02:05:53.462 --> 02:05:56.684]  InfoWarStore.com.
[02:05:56.824 --> 02:06:13.954]  Crashing through the lies and disinformation, it's Alex Jones coming to you live from the front lines of the InfoWar.
[02:06:32.836 --> 02:06:37.519]  We have millions of new listeners and viewers that are tuned in today.
[02:06:37.539 --> 02:06:39.740]  I want to welcome you all here.
[02:06:39.760 --> 02:06:48.425]  I have got interviews on British TV, Japanese TV, Russian TV, U.S.
[02:06:48.445 --> 02:06:49.606]  television the last few days.
[02:06:50.686 --> 02:06:53.448]  And these live shows, some of them are huge.
[02:06:55.650 --> 02:06:58.572]  Are just like, well, how do we know what you're saying is true?
[02:06:58.592 --> 02:07:06.115]  And I'm like, Klaus Schwab says they're gonna make us eat bugs, and get rid of our borders, and take control of our lives, and they want world government.
[02:07:07.176 --> 02:07:09.577]  You don't need to believe me when I say this stuff, look it up.
[02:07:10.117 --> 02:07:10.858]  Here's a great example.
[02:07:12.118 --> 02:07:13.019]  Insight, Reuters.
[02:07:13.699 --> 02:07:16.900]  Refugees lack COVID shots because drug makers for lawsuits documents show.
[02:07:17.861 --> 02:07:19.762]  They went around and got all the drug makers,
[02:07:22.534 --> 02:07:29.037]  They went out and got all the major governments to sign on to give them liability protection before they even did it.
[02:07:30.178 --> 02:07:31.779]  So they got big plans for these illegals.
[02:07:31.799 --> 02:07:38.622]  They bring them in, they hook them up with lawyers, whether it's in Europe, the US, Canada, Australia, it doesn't matter, it's the same plan, same blueprint.
[02:07:39.923 --> 02:07:46.946]  And they then skim their paychecks, skim their welfare, and farm them like leftists do homeless people.
[02:07:47.487 --> 02:07:48.547]  It's a whole industry.
[02:07:49.388 --> 02:07:50.508]  It's a gold mine.
[02:07:50.588 --> 02:07:52.089]  It's a crop they're farming.
[02:07:54.264 --> 02:08:10.277]  So I want to get back into, with a great investigative journalist, Anthony Rubin of muckraker.com, the rest of what he's breaking down, what he's witnessed, what he's seen, but then the political aspect of this, and Soros and the State Department, the debit cards they give them, I mean, that's been out forever.
[02:08:10.677 --> 02:08:23.408]  I played a clip when you first came on of Jon Stewart going, and this is five, six years ago in the midterm before Trump got the election stolen from him, going, Trump's insane, there's no caravans, there's no illegals, none of this is happening.
[02:08:24.562 --> 02:08:32.006]  Now we've moved past that with Majorca saying, oh, we have heightened terror alert, a heightened terror threat amid war in the Middle East and immigration crisis.
[02:08:32.526 --> 02:08:36.488]  Brace for terror attacks, the FBI director says.
[02:08:37.648 --> 02:08:40.770]  And they think we're dumb when the terror attack comes.
[02:08:40.830 --> 02:08:41.750]  We won't blame them.
[02:08:42.171 --> 02:08:44.272]  So this is an insane moment.
[02:08:44.832 --> 02:08:46.793]  And then we have these documents released in New York.
[02:08:47.895 --> 02:08:51.057]  Where the state legislature is preparing to legalize illegals voting.
[02:08:51.577 --> 02:08:53.319]  I mean, this is very transparent.
[02:08:53.439 --> 02:08:53.679]  Yeah.
[02:08:54.199 --> 02:08:54.920]  Yeah, absolutely.
[02:08:54.980 --> 02:08:57.621]  Well, it is replacement migration.
[02:08:57.662 --> 02:09:01.584]  These people cannot win politically legitimately.
[02:09:01.784 --> 02:09:02.745]  It's impossible at this point.
[02:09:02.765 --> 02:09:03.806]  I think that everybody's waking up.
[02:09:03.846 --> 02:09:05.527]  It is kind of a great awakening that's going on.
[02:09:05.547 --> 02:09:08.989]  We've already seen with your reinstatement on X, thanks to Elon Musk.
[02:09:09.129 --> 02:09:11.991]  I don't think that the powers that be can allow that to stand.
[02:09:12.031 --> 02:09:15.273]  I think there's way too much now, you know, counterforce against them.
[02:09:15.553 --> 02:09:17.575]  And I think, I mean, similar to what you were talking about before,
[02:09:18.395 --> 02:09:28.899]  You know, there's going to be some sort of either cyber attack or major military escalation or something of the like to put up the brakes on this because people are waking up to what's going on.
[02:09:29.199 --> 02:09:30.940]  But yeah, we are being completely invaded.
[02:09:30.980 --> 02:09:42.584]  You take, for example, what's going on, the statement that Senator Dick Durbin made about making these people soldiers in the military and sending them overseas and then for their service we're going to give them citizenship.
[02:09:42.904 --> 02:09:48.347]  You couple that now with all of this, what you were just reporting on, this demonization of white people.
[02:09:48.387 --> 02:09:50.128]  We're all domestic terrorists.
[02:09:50.209 --> 02:09:53.851]  Joe Biden continues to say the greatest threat to our country is white supremacy.
[02:09:54.251 --> 02:09:55.072]  Whatever that even means.
[02:09:55.132 --> 02:09:56.232]  I mean, I don't even know what that means.
[02:09:56.312 --> 02:09:58.233]  How is he defining a white supremacist?
[02:09:58.314 --> 02:09:59.454]  Am I a white supremacist?
[02:09:59.674 --> 02:10:00.635]  Well, what's a white supremacist?
[02:10:00.895 --> 02:10:03.837]  But that's what they continue to say, and it's pre-genocide talk.
[02:10:03.977 --> 02:10:10.101]  If you look at how genocides happen and happen in the preconditioning that takes place, it's the same type of rhetoric, and that's what's going on.
[02:10:10.421 --> 02:10:11.542]  And so now you couple that
[02:10:12.262 --> 02:10:41.326]  With this mass third world army that's coming in and I'm not even saying, I want to make myself explicitly clear so that I cannot be misrepresented by anybody, that I'm not saying that these people are coming in here, I mean some of them are, certainly coming in with sinister intent, but I'm not saying that the masses of these Venezuelans that you see, or these Ecuadorians, or these Haitians, aren't necessarily coming in here to, you know, be death squad members, that's not what I'm saying, but when times get desperate, when the power does get shut off, when the dollar does collapse, when you can't even get a loaf of bread to put on the table,
[02:10:42.006 --> 02:10:44.709]  Well, we know the cartels are already pre-war gaming this.
[02:10:45.009 --> 02:10:46.651]  Pelosi says they're all God's children.
[02:10:46.671 --> 02:10:48.012]  The point is, it's a permanent underclass.
[02:10:48.513 --> 02:10:52.357]  They can exploit and control who they order to vote this way, or you get deported.
[02:10:52.637 --> 02:10:52.978]  Correct.
[02:10:52.998 --> 02:10:58.804]  You see them all chanting for Biden, and the point is that when SHTF, I'm just keeping it appropriate for the radio,
[02:10:59.504 --> 02:11:02.767]  Um, these people are going to be basically a controlled class.
[02:11:03.068 --> 02:11:05.370]  He who pays the piper plays the tune, right?
[02:11:05.610 --> 02:11:06.270]  Who's the piper?
[02:11:06.471 --> 02:11:10.614]  It's all these 10 million people that are probably more that have come under just under Joe Biden.
[02:11:10.674 --> 02:11:11.695]  Who's paying them?
[02:11:11.875 --> 02:11:12.916]  It's Uncle Sam.
[02:11:13.076 --> 02:11:19.322]  It's these, uh, these horrible corrupt politicians that are then going to... Can you even believe how obvious this is?
[02:11:19.903 --> 02:11:21.324]  I mean, this is ridiculous.
[02:11:21.784 --> 02:11:25.127]  If you don't know what's going on at this point, I'm not sure what rock you're living on.
[02:11:25.147 --> 02:11:28.990]  And I'm not trying to sound condescending, but like, I don't, it's so expressly obvious.
[02:11:29.070 --> 02:11:31.352]  Talk about the beef training, you've been on that.
[02:11:31.452 --> 02:11:35.235]  Describe, you know, this is all, Mexico says you can come through here, just don't stay here.
[02:11:35.475 --> 02:11:37.637]  Mexico is, that country is sketchy.
[02:11:37.737 --> 02:11:43.542]  I would rather be in the jungle than in Mexico, at least the areas in Mexico where these quote-unquote migrantes are going through.
[02:11:44.142 --> 02:11:45.703]  Um, let me just take you through Mexico.
[02:11:45.923 --> 02:11:46.823]  Let me just take you back.
[02:11:46.843 --> 02:11:48.044]  By the way, I don't know if I have the clip here.
[02:11:48.084 --> 02:11:49.504]  Do we have the beast train in your list?
[02:11:49.984 --> 02:11:50.865]  Um, there should be a clip.
[02:11:50.885 --> 02:11:52.085]  That was the one clip I wanted.
[02:11:52.105 --> 02:11:53.065]  It was you on the beast train.
[02:11:53.165 --> 02:11:54.046]  Yeah, there should be a clip in there.
[02:11:54.066 --> 02:11:56.307]  So if you go to his Twitter, guys, it's it's Muckraker.
[02:11:56.327 --> 02:11:59.008]  We'll, we'll, we'll have that or we'll add it and post later.
[02:11:59.028 --> 02:11:59.928]  But just describe this.
[02:12:00.148 --> 02:12:04.831]  Yeah, so, so, you know, I rode the Beast train two times, there it is, that was the first time I rode it.
[02:12:04.851 --> 02:12:05.851]  I actually rode it twice.
[02:12:06.392 --> 02:12:10.394]  And there's photos of it, just thousands hanging off.
[02:12:10.474 --> 02:12:11.394]  Thousands hanging off.
[02:12:11.454 --> 02:12:12.235]  It was insane.
[02:12:12.955 --> 02:12:16.017]  Let me explain this, how this operates.
[02:12:16.077 --> 02:12:23.641]  So, we get on the train, we go to this town called Iroquoito, okay, that's in Mexico, and here I have another document.
[02:12:23.681 --> 02:12:26.163]  Like I said, I came with all of the receipts.
[02:12:26.863 --> 02:12:27.163]  Boom!
[02:12:27.663 --> 02:12:30.684]  Here is an NGO, Amigos del Tren, okay?
[02:12:30.824 --> 02:12:35.005]  This is in, they actually, they have different offices, but their big one is in Irapato, Mexico.
[02:12:35.645 --> 02:12:36.405]  And that's right here.
[02:12:36.505 --> 02:12:36.725]  Boom!
[02:12:36.845 --> 02:12:37.786]  This is like their headquarters.
[02:12:38.306 --> 02:12:47.428]  And from here, we ended up, we got these maps, and they straight up, like, hand these things out, and not far from where that, and that NGO is located literally right on the train tracks, okay?
[02:12:48.248 --> 02:12:49.289]  From there, you wait.
[02:12:49.670 --> 02:12:51.331]  And you wait until, like, 1 in the morning.
[02:12:51.451 --> 02:12:53.173]  And then everybody starts walking down the tracks.
[02:12:53.193 --> 02:12:53.433]  Okay?
[02:12:53.493 --> 02:12:55.536]  And you walk down the tracks for maybe a mile.
[02:12:55.976 --> 02:13:05.846]  And then eventually you see, like, even more people that are- that were already down there waiting, and then you're part of- all of a sudden, you've, like, all these different groups combined, and you're part of, like, over, like, multiple thousands of people, possibly.
[02:13:05.866 --> 02:13:08.068]  Guys, just type in photos, Mexico's Beast Train.
[02:13:08.088 --> 02:13:09.510]  Just click images, it'll show it.
[02:13:09.530 --> 02:13:09.750]  Go ahead.
[02:13:09.790 --> 02:13:11.291]  And this is happening in the middle of the night.
[02:13:11.311 --> 02:13:12.451]  This is the first time I wrote it.
[02:13:12.511 --> 02:13:17.133]  I wrote it two times with my brother because the cartel took our Mexican footage.
[02:13:17.153 --> 02:13:19.474]  We actually had to fly back into Mexico and ride this sucker again.
[02:13:20.435 --> 02:13:22.356]  Even more sketchy the second time for different reasons.
[02:13:22.656 --> 02:13:27.898]  But the first time we get on this thing, middle of the night, we're all walking down the tracks now to find this quote-unquote beast train.
[02:13:28.398 --> 02:13:29.959]  And you start to see these men.
[02:13:29.999 --> 02:13:32.040]  And I'm thinking these might be Mexican police officers.
[02:13:32.600 --> 02:13:34.921]  And he realized real quick, these are not Mexican police officers.
[02:13:34.941 --> 02:13:36.021]  These are actually cartel men.
[02:13:36.061 --> 02:13:47.986]  I'm looking at them, and if anybody's ever seen Batman, the one from the early 2000s with the League of Shadows guys, where they're dressed in all black with like the ninja face mask that only shows their eyes and the body armor and the sword tucked behind their back.
[02:13:48.306 --> 02:13:49.266]  Literally, they had all of that.
[02:13:49.286 --> 02:13:51.927]  They literally had swords tucked in their back behind their body armor.
[02:13:52.128 --> 02:13:54.148]  They're all carrying shotguns and AR-15s.
[02:13:54.568 --> 02:13:56.429]  And these are the men that load us up onto the train.
[02:13:57.009 --> 02:13:58.130]  It's totally insane.
[02:13:58.470 --> 02:14:00.991]  And so, I've- And then once you get there, they shake you down.
[02:14:01.692 --> 02:14:07.120]  Well, if you take it to its definitive end, that's right, if you take this thing all the way up to... South Texas.
[02:14:07.380 --> 02:14:07.640]  Yes.
[02:14:07.861 --> 02:14:09.002]  I mean, it goes all along here.
[02:14:10.164 --> 02:14:16.874]  But, you know, anywhere at its definitive end, you will be met by the same men and they'll take you off and they'll haul you to the border and, of course, extort you if you don't pay them.
[02:14:17.574 --> 02:14:18.154]  That's what's going on.
[02:14:18.454 --> 02:14:20.415]  There's so many aspects of this, I don't want to get sidetracked.
[02:14:20.435 --> 02:14:32.758]  Like, one point I do want to make, I just don't want to forget, is that you have the United Nations running this whole thing, and you talk to anybody, and certainly if you talk to any of these leftist politicians or congressmen, they'll be like, oh, it's for humanitarian purposes, you're just a bigot or a racist.
[02:14:32.858 --> 02:14:35.099]  It's on screen, they dress like ninjas from League of S.T.A.T.S.
[02:14:35.119 --> 02:14:37.640]  That is straight up what, I swear to you that's what they look like.
[02:14:38.660 --> 02:14:40.922]  Except they were also carrying shotguns or AR-15s.
[02:14:41.042 --> 02:14:42.482]  I am not exaggerating to you.
[02:14:42.783 --> 02:14:44.183]  Those are the men that loaded us onto the train.
[02:14:44.383 --> 02:14:44.744]  That's that.
[02:14:44.764 --> 02:14:45.584]  You found footage of them.
[02:14:45.984 --> 02:14:47.525]  With the sword tucked in their back as well.
[02:14:48.306 --> 02:14:49.106]  Totally the same sight.
[02:14:49.146 --> 02:14:50.107]  Maybe they got that from there.
[02:14:50.127 --> 02:14:50.507]  I'm not sure.
[02:14:50.567 --> 02:14:52.988]  You were talking before about how movies like it pre-programs people.
