[00:00.000 --> 00:11.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[2:07:45.000 --> 2:07:48.000]  Visit InfowarsStore.com to learn more.
[2:07:48.000 --> 2:08:16.000]  Let's InfowarsStore.com.
[2:08:18.000 --> 2:08:28.000]  Let's InfowarsStore.com.
[2:08:48.000 --> 2:08:58.000]  Let's InfowarsStore.com.
[2:09:18.000 --> 2:09:28.000]  Let's InfowarsStore.com.
[2:09:49.000 --> 2:09:53.000]  I did not believe it at first that geoengineering existed.
[2:09:53.000 --> 2:09:55.000]  It has been going on for a long time.
[2:09:55.000 --> 2:09:57.000]  You can pull up the patents online.
[2:09:57.000 --> 2:09:59.000]  Weather modification systems.
[2:09:59.000 --> 2:10:06.000]  Why do you think it is tied into not only the harp system but also all of the cell phone towers?
[2:10:06.000 --> 2:10:11.000]  The cell phone towers can emit different megahertz frequencies and you can steer storms.
[2:10:11.000 --> 2:10:17.000]  There's been PhD scientists that have came out recently discussing Harvey, how it just stopped and went backwards.
[2:10:17.000 --> 2:10:19.000]  We're seeing global changes.
[2:10:19.000 --> 2:10:23.000]  Earthquakes. Volcanoes. Solar flares.
[2:10:23.000 --> 2:10:26.000]  Massive amounts of chemtrails spraying.
[2:10:26.000 --> 2:10:28.000]  Chemical spraying in the air.
[2:10:28.000 --> 2:10:31.000]  Tons with C-130s. Air Force.
[2:10:31.000 --> 2:10:33.000]  More and more they're admitting it.
[2:10:33.000 --> 2:10:34.000]  What's going on?
[2:10:34.000 --> 2:10:35.000]  What is going on?
[2:10:35.000 --> 2:10:39.000]  Are they trying to convince everybody and manipulate the weather?
[2:10:39.000 --> 2:10:42.000]  Are they doing the big training exercises?
[2:10:42.000 --> 2:10:45.000]  I did notice and I've talked to people with Harvey.
[2:10:45.000 --> 2:10:47.000]  It almost seemed like a big training exercise.
[2:10:47.000 --> 2:10:50.000]  I know it's sick to say, listen, I was affected by Harvey.
[2:10:50.000 --> 2:10:52.000]  I lost my house.
[2:10:52.000 --> 2:10:55.000]  I have a whole new appreciation for life.
[2:10:55.000 --> 2:10:57.000]  It actually was a good thing for me.
[2:10:57.000 --> 2:10:59.000]  I became a better father.
[2:10:59.000 --> 2:11:01.000]  You told me today you said sorry I'm a little bit ragged.
[2:11:01.000 --> 2:11:05.000]  You said you've been living out of your closet for three weeks.
[2:11:05.000 --> 2:11:07.000]  Yeah, I've been living out of my closet.
[2:11:07.000 --> 2:11:08.000]  I mean out of your suitcase.
[2:11:08.000 --> 2:11:11.000]  I appreciate everything so much more.
[2:11:11.000 --> 2:11:16.000]  I mean and I didn't have it nearly as bad as everybody else in Houston.
[2:11:16.000 --> 2:11:18.000]  I saw the photos of your house.
[2:11:18.000 --> 2:11:19.000]  You had like water in your house.
[2:11:19.000 --> 2:11:22.000]  But it's really been a life-changing experience for me
[2:11:22.000 --> 2:11:24.000]  because just a humbling experience.
[2:11:24.000 --> 2:11:27.000]  You can see these disasters on TV all the time,
[2:11:27.000 --> 2:11:29.000]  but until you go through it yourself,
[2:11:29.000 --> 2:11:32.000]  you don't realize how many ways it affects you.
[2:11:32.000 --> 2:11:35.000]  Like not even having water to drink
[2:11:35.000 --> 2:11:37.000]  or like wading through the water with trash bags.
[2:11:37.000 --> 2:11:41.000]  I was literally wading through the water with trash bags on my back.
[2:11:41.000 --> 2:11:46.000]  And you know, it's like you're in this devastation zone.
[2:11:46.000 --> 2:11:49.000]  Of course I'm not going to the psychiatrist
[2:11:49.000 --> 2:11:51.000]  and claiming I have post-traumatic stress.
[2:11:51.000 --> 2:11:52.000]  We're gonna get more into that in a moment,
[2:11:52.000 --> 2:11:53.000]  but getting back to this.
[2:11:53.000 --> 2:11:56.000]  Japan hit with a 6.1 tsunami warning
[2:11:56.000 --> 2:11:58.000]  right off the coast of Fukushima.
[2:11:58.000 --> 2:12:01.000]  I've looked at the Japanese tsunami maps and the earthquake maps.
[2:12:01.000 --> 2:12:05.000]  Why do they seem to build reactors all over the world on fault lines?
[2:12:05.000 --> 2:12:10.000]  Because if you look at global maps of the 446 power-producing reactors
[2:12:10.000 --> 2:12:12.000]  we know of, there's several hundred experimental
[2:12:12.000 --> 2:12:14.000]  and then a bunch of nuclear submarines as well.
[2:12:14.000 --> 2:12:17.000]  So let's say there's probably 800 nuclear reactors in the world.
[2:12:17.000 --> 2:12:20.000]  But most of the big ones, they build on fault lines
[2:12:20.000 --> 2:12:22.000]  like it's some type of joke.
[2:12:22.000 --> 2:12:24.000]  I don't know why they do that.
[2:12:24.000 --> 2:12:27.000]  That's just the worst engineering in the world
[2:12:27.000 --> 2:12:32.000]  because first of all, just having nuclear energy
[2:12:32.000 --> 2:12:34.000]  is, I mean, I know it's beneficial in certain areas,
[2:12:34.000 --> 2:12:36.000]  but why haven't we implemented...
[2:12:36.000 --> 2:12:38.000]  They can't ever do it right.
[2:12:38.000 --> 2:12:40.000]  They're constantly blowing up.
[2:12:40.000 --> 2:12:42.000]  You know the average age of our reactors is 37 years.
[2:12:42.000 --> 2:12:44.000]  They're supposed to be retired at 30.
[2:12:44.000 --> 2:12:45.000]  They don't even care anymore.
[2:12:45.000 --> 2:12:47.000]  They just run until they blow up now.
[2:12:47.000 --> 2:12:51.000]  Right, it's a good thing we have a big stock of X-2 survival shield.
[2:12:51.000 --> 2:12:53.000]  Yeah, I didn't plug any products last hour.
[2:12:53.000 --> 2:12:55.000]  We need to find the operation, but explain.
[2:12:55.000 --> 2:12:58.000]  The bad halogens go into the thyroid and other glands.
[2:12:58.000 --> 2:13:00.000]  When you don't have the good halogens, the cyanide,
[2:13:00.000 --> 2:13:03.000]  the government used to put it a bad version of it,
[2:13:03.000 --> 2:13:05.000]  but it's a cheaper version in the salt,
[2:13:05.000 --> 2:13:07.000]  and it boosted IQs massively.
[2:13:07.000 --> 2:13:09.000]  Oh, and by the way, before we get to that,
[2:13:09.000 --> 2:13:10.000]  what do you make of CNN?
[2:13:10.000 --> 2:13:12.000]  Let me show this to TV viewers.
[2:13:12.000 --> 2:13:16.000]  Coming out yesterday, fluoride exposure in utero.
[2:13:16.000 --> 2:13:18.000]  That means in the uterus.
[2:13:18.000 --> 2:13:21.000]  Link to lower IQs in kids.
[2:13:21.000 --> 2:13:25.000]  Study says, we've always known that.
[2:13:25.000 --> 2:13:28.000]  One of the most early studied things is fluoride.
[2:13:28.000 --> 2:13:29.000]  They know what it does.
[2:13:29.000 --> 2:13:36.000]  The hydrofluorosalistic type, even a 0.5, increases massive reduction in IQ.
[2:13:36.000 --> 2:13:40.000]  Well, they're putting way more than that in the water we're drinking.
[2:13:40.000 --> 2:13:41.000]  It's crazy.
[2:13:41.000 --> 2:13:43.000]  Even the toothpaste says, don't swallow it.
[2:13:43.000 --> 2:13:46.000]  Fluoride's poisonous, but they just keep it in our water.
[2:13:46.000 --> 2:13:50.000]  Group, why is CNN and others finally starting to admit,
[2:13:50.000 --> 2:13:56.000]  okay, serotonin reuptake inhibitors cause you to die 33% earlier.
[2:13:56.000 --> 2:13:59.000]  Okay, fluoride's brain damaging kids.
[2:13:59.000 --> 2:14:02.000]  Why are they like hedging their bet cause they know we're going to win?
[2:14:02.000 --> 2:14:05.000]  They're just shelling as much of it as they can and trying to push it on kids
[2:14:05.000 --> 2:14:09.000]  cause they can't fight back while admitting, yeah, we know it's deadly.
[2:14:09.000 --> 2:14:10.000]  See, you were warned.
[2:14:10.000 --> 2:14:11.000]  What's going on here?
[2:14:11.000 --> 2:14:12.000]  I think it's a great thing.
[2:14:12.000 --> 2:14:15.000]  I mean, if you start having CNN and the mainstream media coming out
[2:14:15.000 --> 2:14:19.000]  and exposing the things that we've been exposing for the last 20 years,
[2:14:19.000 --> 2:14:23.000]  that's obviously means that they're losing their ratings.
[2:14:23.000 --> 2:14:27.000]  People are starting to find out the truth and they're being forced to start
[2:14:27.000 --> 2:14:29.000]  covering true subjects.
[2:14:29.000 --> 2:14:30.000]  I mean, we'll be looking right here.
[2:14:30.000 --> 2:14:34.000]  It says, it says it is a neuro toxin.
[2:14:34.000 --> 2:14:36.000]  That's the same thing a cobra has when it bites you.
[2:14:36.000 --> 2:14:37.000]  Yeah.
[2:14:37.000 --> 2:14:38.000]  So, so is bromine.
[2:14:38.000 --> 2:14:40.000]  And hopefully they'll come out and start talking about bromine and chlorine,
[2:14:40.000 --> 2:14:42.000]  the other toxic halogens that we're.
[2:14:42.000 --> 2:14:45.000]  So, so explain to people why X2 is so, so special.
[2:14:45.000 --> 2:14:46.000]  They tested it.
[2:14:46.000 --> 2:14:50.000]  They had Buzzfeed tested the big Democrat lab in California where if there's
[2:14:50.000 --> 2:14:54.000]  anything in California standards, you know, they sue you because they have laws
[2:14:54.000 --> 2:14:55.000]  out there.
[2:14:55.000 --> 2:14:56.000]  Well, they got pissed.
[2:14:56.000 --> 2:14:57.000]  They tested it all.
[2:14:57.000 --> 2:15:00.000]  It was all California standard, which sometimes we have to test up repeatedly
[2:15:00.000 --> 2:15:03.000]  because we send batches back because it isn't that standard.
[2:15:03.000 --> 2:15:04.000]  It costs us a lot of money.
[2:15:04.000 --> 2:15:05.000]  A lot of the cost of the product.
[2:15:05.000 --> 2:15:07.000]  Is it so neurotically clean?
[2:15:07.000 --> 2:15:09.000]  Because we know what the California scam is.
[2:15:09.000 --> 2:15:10.000]  So we want to defeat them.
[2:15:10.000 --> 2:15:15.000]  And I mean, how big was it when Buzzfeed tried that scam and got defeated?
[2:15:15.000 --> 2:15:19.000]  It was great because it just goes to show you that they're getting defeated
[2:15:19.000 --> 2:15:21.000]  over and over and over and over again.
[2:15:21.000 --> 2:15:25.000]  And it all goes back to the people waking up and the people demanding the truth.
[2:15:25.000 --> 2:15:27.000]  And people are getting smarter.
[2:15:27.000 --> 2:15:30.000]  I mean, I know that we talk about all of these things that dumb people down.
[2:15:30.000 --> 2:15:32.000]  That's why those are the victims.
[2:15:32.000 --> 2:15:36.000]  But for those of us that are aware, let's just face it, we're being boosted.
[2:15:36.000 --> 2:15:37.000]  It's crazy.
[2:15:37.000 --> 2:15:38.000]  It's working both ways.
[2:15:38.000 --> 2:15:40.000]  I mean, you have a certain group of people.
[2:15:40.000 --> 2:15:45.000]  It's really this war on what's going to happen.
[2:15:45.000 --> 2:15:48.000]  And I think that we are moving forward in a positive direction.
[2:15:48.000 --> 2:15:49.000]  Every single day.
[2:15:49.000 --> 2:15:51.000]  I mean, I know that I'm getting calls.
[2:15:51.000 --> 2:15:52.000]  You get calls.
[2:15:52.000 --> 2:15:53.000]  Exactly.
[2:15:53.000 --> 2:15:54.000]  We're not saying all this to be negative.
[2:15:54.000 --> 2:15:55.000]  We're saying it.
[2:15:55.000 --> 2:15:58.000]  So we believe when you get the facts, you're going to take the right action.
[2:15:58.000 --> 2:15:59.000]  And we've proven that.
[2:15:59.000 --> 2:16:00.000]  No, it's awesome.
[2:16:00.000 --> 2:16:01.000]  I mean, it's awesome.
[2:16:01.000 --> 2:16:03.000]  And that's why Google is trying to censor this information.
[2:16:03.000 --> 2:16:07.000]  That's why, you know, all of the mainstream media is trying to censor.
[2:16:07.000 --> 2:16:08.000]  But we're winning.
[2:16:08.000 --> 2:16:09.000]  It's backfiring.
[2:16:09.000 --> 2:16:10.000]  It's backfiring in their face.
[2:16:10.000 --> 2:16:13.000]  Because even the people at CNN care about their kids.
[2:16:13.000 --> 2:16:17.000]  I mean, you know, yeah, I mean, you know, the information is going to get out there.
[2:16:17.000 --> 2:16:18.000]  One way or another.
[2:16:18.000 --> 2:16:21.000]  And you try to censor and take things away from people.
[2:16:21.000 --> 2:16:23.000]  It just makes them more.
[2:16:23.000 --> 2:16:25.000]  And let's explain calcium fluoride.
[2:16:25.000 --> 2:16:27.000]  You need a little bit of it's good for you.
[2:16:27.000 --> 2:16:29.000]  This is hydrofluorosolistic acid.
[2:16:29.000 --> 2:16:31.000]  So when they say fluoride, that's not even true.
[2:16:31.000 --> 2:16:36.000]  Describe the molecule, how they weaponize it, how it's an adjuvant to everything else they do to us.
[2:16:36.000 --> 2:16:38.000]  They admit that government documents.
[2:16:38.000 --> 2:16:39.000]  They do this on purpose.
[2:16:39.000 --> 2:16:45.000]  Explain what hydrofluorosolistic acid is and why it's not just that there's a radiation event to stop the radioactive iodine.
[2:16:45.000 --> 2:16:49.000]  You got to have good iodine in there or you absorb the bad iodine across the board.
[2:16:49.000 --> 2:16:53.000]  If you have the good iodine, this other garbage isn't going to get in there.
[2:16:53.000 --> 2:16:54.000]  Explain it to me.
[2:16:54.000 --> 2:17:00.000]  Well, because iodine is a halogen, so is fluoride, chlorine and bromine.
[2:17:00.000 --> 2:17:05.000]  The hydrofluorosolistic acid is a byproduct of the aluminum industry.
[2:17:05.000 --> 2:17:12.000]  And so this is a toxic, toxic compound, which has an MSDS of a four, which means the most deadly.
[2:17:12.000 --> 2:17:15.000]  You can't handle it in a full suit with a recipe.
[2:17:15.000 --> 2:17:16.000]  Isn't four the most deadly?
[2:17:16.000 --> 2:17:17.000]  Yes, it is.
[2:17:17.000 --> 2:17:18.000]  So what happens?
[2:17:18.000 --> 2:17:23.000]  So it has the most deadly designation.
[2:17:23.000 --> 2:17:25.000]  I mean, only stuff like cyanide has that.
[2:17:25.000 --> 2:17:27.000]  Yes, yes, yes, it does.
[2:17:27.000 --> 2:17:33.000]  The thing is, the aluminum industry and the fertilizer industries, they would have to dispose of this.
[2:17:33.000 --> 2:17:35.000]  And the government is not going to allow you to dispose of it.
[2:17:35.000 --> 2:17:36.000]  So it's a big joke.
[2:17:36.000 --> 2:17:37.000]  Dispose of it in our brains.
[2:17:37.000 --> 2:17:39.000]  So they put it in your brains, you know, tracing fluoride.
[2:17:39.000 --> 2:17:53.000]  Fries sperm, fries DNA, fries, the thyroid gland, all of the reproductive organs, the thyroid causes all different types of the pineal gland, which is your, you know, spiritual connection.
[2:17:53.000 --> 2:17:55.000]  It calcifies the pineal gland.
[2:17:55.000 --> 2:18:02.000]  And the only way that I found to really get fluoride out of the body is you have to have something that's going to go into those cells, bond to it.
[2:18:02.000 --> 2:18:07.000]  And by the way, mainline scientists now agree, the pineal is an electrochemical receiver.
[2:18:07.000 --> 2:18:09.000]  So they're trying to jam the antenna, the third eye.
[2:18:09.000 --> 2:18:10.000]  Yes.
[2:18:10.000 --> 2:18:11.000]  The anxious all know it was there.
[2:18:11.000 --> 2:18:12.000]  They're trying to jam it.
[2:18:12.000 --> 2:18:13.000]  That's not new age stuff.
[2:18:13.000 --> 2:18:16.000]  They are trying to jam your antenna to God.
[2:18:16.000 --> 2:18:22.000]  Well, you can go on Google and you have pictures of individuals that have dissected the pineal gland.
[2:18:22.000 --> 2:18:23.000]  Oh, that's mainline science.
[2:18:23.000 --> 2:18:25.000]  It's totally calcified in Western countries.
[2:18:25.000 --> 2:18:26.000]  Yes.
[2:18:26.000 --> 2:18:28.000]  And there's actually small crystals in the pineal gland.
[2:18:28.000 --> 2:18:30.000]  And they've taken, like, Buddhists and they've looked.
[2:18:30.000 --> 2:18:35.000]  And so there's actually a crystal receiver inside your pineal gland, not the crystals from the fluoride.
[2:18:35.000 --> 2:18:36.000]  What happens with the fluoride?
[2:18:36.000 --> 2:18:37.000]  They block it.
[2:18:37.000 --> 2:18:42.000]  It crystallizes around your own crystal that you have inside your pineal gland.
[2:18:42.000 --> 2:18:43.000]  That's a proven fact.
[2:18:43.000 --> 2:18:44.000]  You can look it up in Medical Docs.
[2:18:44.000 --> 2:18:45.000]  I know.
[2:18:45.000 --> 2:18:46.000]  It's incredible.
[2:18:46.000 --> 2:18:47.000]  They know exactly what they're doing.
[2:18:47.000 --> 2:18:52.000]  So they know that your main receiver, which is a crystal that's inside your pineal gland,
[2:18:52.000 --> 2:18:56.000]  that your main connection to spirituality and that's what keeps you calm and that's what keeps
[2:18:56.000 --> 2:19:02.000]  you spiritual and loving everybody and praising everybody and a good person and not lying and
[2:19:02.000 --> 2:19:05.000]  stealing and cheating and everything like that.
[2:19:05.000 --> 2:19:09.000]  And the Russians and the Germans figured that out a long time ago in the concentration camps
[2:19:09.000 --> 2:19:10.000]  as they gave you...
[2:19:10.000 --> 2:19:11.000]  And that's it.
[2:19:11.000 --> 2:19:12.000]  That's insures.
[2:19:12.000 --> 2:19:13.000]  Rise and fall with Third Reich.
[2:19:13.000 --> 2:19:15.000]  It's in Pulitzer Prize winning books.
[2:19:15.000 --> 2:19:16.000]  They put fluoride in.
[2:19:16.000 --> 2:19:19.000]  Everything is out on the open if you just take your time and do your research.
[2:19:19.000 --> 2:19:24.000]  They know that it's going to cause crystallization and calcification in your pineal gland.
[2:19:24.000 --> 2:19:26.000]  And they know it's going to dumb you down.
[2:19:26.000 --> 2:19:28.000]  They know it's going to reduce your IQ.
[2:19:28.000 --> 2:19:31.000]  That's why they want all these kids drinking the water with the fluoride in it.
[2:19:31.000 --> 2:19:36.000]  That's why they want the kids taking the psychotropic medications which have fluoride compounds in them.
[2:19:36.000 --> 2:19:46.000]  They know that just dumbing the population down, you're easily controllable and they can also...
[2:19:46.000 --> 2:19:48.000]  They're cutting us off from higher consciousness.
[2:19:48.000 --> 2:19:49.000]  Cutting you off from higher consciousness?
[2:19:49.000 --> 2:19:50.000]  We'll be right back.
[2:19:50.000 --> 2:19:51.000]  Stay with us.
[2:19:51.000 --> 2:20:20.000]  We'll be right back.
[2:20:21.000 --> 2:20:27.000]  With nearly 70 years of history engineering bunkers, today Atlas Survival Shelters is still the authority.
[2:20:27.000 --> 2:20:33.000]  Atlas offers 18 different choices from commercial tornado shelters to underground nuclear fallout shelters.
[2:20:33.000 --> 2:20:41.000]  Starting at just $99.99 with 100% financing available, comfortable interiors and state-of-the-art air filtration systems.
[2:20:41.000 --> 2:20:45.000]  Atlas Survival Shelters are the most popular private survival shelters in the world.
[2:20:45.000 --> 2:20:51.000]  Call 1-855-4-Bunker now or visit atlassurvivalshelters.com.
[2:20:51.000 --> 2:20:57.000]  Maybe not today, maybe not tomorrow, but soon you'll need a plan and place to survive.
[2:20:57.000 --> 2:21:00.000]  Forget bunkers, you're not a live underground gopher.
[2:21:00.000 --> 2:21:02.000]  You need survivalist camps.
[2:21:02.000 --> 2:21:10.000]  The ultimate fully functional off-the-grid mobile survival bug outhouse that's well equipped and custom built to outlast any other RV or trailer.
[2:21:10.000 --> 2:21:12.000]  Bold statement, you bet.
[2:21:12.000 --> 2:21:17.000]  See them now at survivalistcamps.com.
[2:21:17.000 --> 2:21:21.000]  Trust your family survival to survivalistcamps.com.
[2:21:21.000 --> 2:21:26.000]  The answer to being in control of your own healthcare is freedom from insurance.
[2:21:26.000 --> 2:21:32.000]  Become part of a group of self-pay patients that come together to share in each other's medical expenses.
[2:21:32.000 --> 2:21:37.000]  Individual share amounts begin at $107 a month and $347 for families.
[2:21:37.000 --> 2:21:39.000]  Choose from three health sharing programs.
[2:21:39.000 --> 2:21:42.000]  Polistic treatment may be eligible for sharing. See guidelines.
[2:21:42.000 --> 2:21:45.000]  Discount programs available for dental, vision, and pharmacy.
[2:21:45.000 --> 2:21:47.000]  Go to libertyoncall.org.
[2:21:47.000 --> 2:21:50.000]  That's libertyoncall.org.
[2:21:52.000 --> 2:21:55.000]  Want revenge on the common housefly?
[2:21:55.000 --> 2:21:59.000]  Well, after 10,000 years, someone has finally come up with a better way.
[2:21:59.000 --> 2:22:05.000]  The bug assault, a miniaturized shotgun, which utilizes ordinary table salt as ammunition.
[2:22:05.000 --> 2:22:08.000]  Non-toxic and no batteries required.
[2:22:08.000 --> 2:22:10.000]  Use $39.95 for shipping and handling.
[2:22:10.000 --> 2:22:16.000]  Use discount code GCN and receive 15% off your purchase at bugassault.com.
[2:22:16.000 --> 2:22:20.000]  Fire your flyswatter and get your bug assault today.
[2:22:20.000 --> 2:22:24.000]  Hunters, anglers, campers, and survivalists, get back to nature.
[2:22:24.000 --> 2:22:31.000]  Expand your horizons with the highest quality, most versatile, unique sling shots and sling bows on the market at slingbow.com.
[2:22:31.000 --> 2:22:38.000]  Slingbow products are compact and models start from just $17.98. They're perfect for your bug out bag or storing in your vehicle.
[2:22:38.000 --> 2:22:42.000]  Give yourself and your loved ones the excitement and tradition of slingbow.
[2:22:42.000 --> 2:22:46.000]  A new frontier in archery and truly modern twist on this primitive survival tool.
[2:22:46.000 --> 2:23:12.000]  Feel the thrill only at slingbow.com.
[2:23:12.000 --> 2:23:22.000]  Feel the thrill only at slingbow.com.
[2:23:22.000 --> 2:23:32.000]  Feel the thrill only at slingbow.com.
[2:23:32.000 --> 2:23:43.000]  Order your two month supply today by calling 866-295-5305 or order online hbextract.com.
[2:23:43.000 --> 2:24:07.000]  Heart and Body Extract 866-295-5305 or hbextract.com.
[2:24:07.000 --> 2:24:17.000]  Get up, Egypt! Let's take from the face of the planet!
[2:24:17.000 --> 2:24:21.000]  Escape from the prison planet!
[2:24:21.000 --> 2:24:27.000]  Here's the deal. I'm sitting here looking at Harvard, CNN, all of it.
[2:24:27.000 --> 2:24:38.000]  It causes massive brain damage, massive infertility, sperm immobility. They did monkey tests and basically killed the monkeys.
[2:24:38.000 --> 2:24:52.000]  Humans are tough, tough, tough. I've seen the studies from veterinary colleges about 1.3 parts per million just of fluoride in water in cows and horses just devastates them.
[2:24:52.000 --> 2:24:57.000]  So many times now they're telling people to run big ranches. Some areas they're getting municipal water when they're low.
[2:24:57.000 --> 2:25:00.000]  They go, don't give municipal water to the horses or cows.
[2:25:00.000 --> 2:25:16.000]  I was talking to somebody the other day and he said, do you think that since you've been so clean for all these years and you've eaten organic food and you've avoided all these chemicals that one day your sperm might be worth a million dollars because no one's going to be able to get pregnant?
[2:25:16.000 --> 2:25:32.000]  I was like, you know what? That actually is kind of a true statement. If you think about what's happening right now with sterility and the next generation of kids and even with GMOs and MSG and all of these exciting...
[2:25:32.000 --> 2:25:42.000]  It's children of men. They say that the average western man has 90 plus percent sperm immobility and half of the men are infertile.
[2:25:42.000 --> 2:25:51.000]  That means in a lab they can't get your sperm and with microscopes pick the ones that have good tails. The sperms are retarded, folks. They're gone.
[2:25:51.000 --> 2:26:03.000]  We are coming into an age that we are in right now where it's not the woman that can't get pregnant, although we do have many different reproductive issues going on with women right now.
[2:26:03.000 --> 2:26:10.000]  They're doing stuff that just kills the woman with cancer, endometriosis, or cyst in all the studies. They're just killing women. They're targeting men's fertility.
[2:26:10.000 --> 2:26:21.000]  They're wiping out the males. They're wiping out the males with the glyphosate, all the endocrine disrupting chemicals. They're killing the sperm. They're killing the reproductive tract in the males and it's not going to be far off.
[2:26:21.000 --> 2:26:33.000]  And by the way, I've interviewed all the chemists. The chemicals running off are hitting the male frogs, the male fish, the male nutria, the rats. Whether it's mammals or fish, it's all targeting males.
[2:26:33.000 --> 2:26:46.000]  They just did a couple studies recently on fish and they looked at their brains and the fish have super high levels of not only all those endocrine disrupting chemicals, but guess what else they had? High levels of antidepressants.
[2:26:46.000 --> 2:26:56.000]  Which makes them all commit suicide. And by that, a big old bass will come right up and hit your line even though he knows you're and shrimp just go up to the birds now and get eaten.
[2:26:56.000 --> 2:27:11.000]  They're just all committing suicide. Exactly. I don't know what exactly it is that's causing a certain percentage. It's obviously a misbalance in the chemicals, but you literally have, you could never have thoughts of committing suicide.
[2:27:11.000 --> 2:27:19.000]  And all of a sudden you get on these medications and you want to just jump off a building. I mean, that's kind of hard to comprehend.
[2:27:19.000 --> 2:27:28.000]  And it says on the insert, well, it's megalomania because you'll do it to others. You'll do it yourself. I've talked to people that said, Alex, I didn't used to believe in you. Successful, wealthy people.
[2:27:28.000 --> 2:27:36.000]  And they said, listen, I got on serotonin rib-take inhibitors and I had like a six-month-old baby. I wanted to throw him off a cliff. I didn't know why and I wanted to kill my wife.
[2:27:36.000 --> 2:27:48.000]  And I wanted to, oh, I'm like, what? But he goes, yeah, I got off of it and I feel fine. You know what it does. You've researched it. It says it puts you into a dream state and sometimes you're going to have violent thoughts and then there's no control.
[2:27:48.000 --> 2:27:57.000]  There's no control. There's no control. There's been, because here's the deal. As a father, you'd automatically think, I better get away from this cliff with my baby. They could fall off.
[2:27:57.000 --> 2:28:07.000]  But on the drugs, you think, well, just go with that thought. Because see, your brain scans all these different options. Your brain's always thinking of different angles. What could happen? What couldn't happen?
[2:28:07.000 --> 2:28:15.000]  And so just because you think, you know, I better stay over because I'm driving down a country road and I could front end one of these cars because there's only like a little yellow line right there.
[2:28:15.000 --> 2:28:23.000]  Well, if you're on a Prozac type drug, you go, you know what? I just want to go ahead and ram one of those cars. It takes compulsion. There's no control.
[2:28:23.000 --> 2:28:31.000]  There's no control. It's just compulsion of like, instead of thinking, oh, I better not have a front end with these cars. You know what? Screw it. Let's do it.
[2:28:31.000 --> 2:28:40.000]  That's why the word is with women makes them very promiscuous on psychotropic because there's no, it just, let's go.
[2:28:40.000 --> 2:28:50.000]  It's a serious situation, but the good news is there are options and people that are searching for natural solutions out there for their, you know, met.
[2:28:50.000 --> 2:28:59.000]  We all go through times. I'm in stressful times right now, especially when you watch the mainstream media. You have a division right now between the left and the right.
[2:28:59.000 --> 2:29:09.000]  But all it does is make me feel stronger, except I get tireder. I have all this energy fighting. I never get down anymore. I'm always focused, except then when I finally sit down and even survey at night, lights out.
[2:29:09.000 --> 2:29:13.000]  Right? There's always a solution to every situation in the solution.
[2:29:13.000 --> 2:29:17.000]  Coffee, nothing works. What do I do to stay up? Because now it's like lights out.
[2:29:17.000 --> 2:29:28.000]  Well, that just means you need to detoxify your body more and clean your liver, keep your intestines clean. I mean, taking all the products, which I know that you do, and probably start meditating a little bit.
[2:29:28.000 --> 2:29:36.000]  I mean, that always helps, too. I mean, actually, meditation now, there's more and more research coming out on it of the fact that it naturally increases your growth hormone.
[2:29:36.000 --> 2:29:40.000]  Yeah, let's talk about that, because what you're doing is learning to take control of your own brain.
[2:29:40.000 --> 2:29:47.000]  We're on the march. The Empire's on the run. Alex Jones and the GCN Radio Network.
[2:29:52.000 --> 2:29:59.000]  You know, someone very profoundly once said many years ago that if fascism ever comes to America, it'll come in the name of liberalism.
[2:29:59.000 --> 2:30:06.000]  You're a white male. You're a white man.
[2:30:06.000 --> 2:30:11.000]  Welcome to The War Room, the latest expansion in InfoWars live broadcasting.
[2:30:11.000 --> 2:30:20.000]  We are live weekdays from 3 to 6 p.m. central at infowars.com.so and this YouTube channel right here that you've landed on.
[2:30:20.000 --> 2:30:27.000]  Please subscribe to the channel for updates and notifications. You can follow us on Twitter at War Room Show.
[2:30:27.000 --> 2:30:30.000]  We are going to have the most powerful guests, the most powerful hosts.
[2:30:30.000 --> 2:30:35.000]  We'll be hearing from Alex Jones regularly as well as taking your phone calls.
[2:30:35.000 --> 2:30:39.000]  The liberal establishment media has controlled the narrative for too long.
[2:30:39.000 --> 2:30:44.000]  The silent majority is no longer silent. This is The War Room.
[2:30:44.000 --> 2:31:02.000]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[2:31:02.000 --> 2:31:14.000]  That's right. Now's the time to build your own food storage with Harvest Rights Freeze Dryers. Go to infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use.
[2:31:14.000 --> 2:31:22.000]  And let me tell you something. It is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[2:31:22.000 --> 2:31:32.000]  That's what I'm talking about. And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[2:31:32.000 --> 2:31:41.000]  Harvest Right Freeze Dryers retain 97% of the food's taste, color, and nutritional value and have a shelf life of up to 25 years.
[2:31:41.000 --> 2:31:49.000]  Now that's what I call the miracle of food preservation. Harvest Right is truly the world's best, most affordable freeze dryer.
[2:31:49.000 --> 2:31:53.000]  So what are you waiting for? Check it out right now at infowarsstore.com.
