[00:00:05.214 --> 00:00:06.834]  Wednesday, October 12, 2016.
[01:50:57.410 --> 01:51:02.612]  I want to talk about your memories with Mama, and the money, and the presence, and, and, which humanizes Bill.
[01:51:02.612 --> 01:51:02.832]  Right.
[01:51:02.832 --> 01:51:03.932]  We're not trying to demonize Hillary.
[01:51:03.932 --> 01:51:07.893]  She was the one, even 20 years ago, before they knew she'd run for President, they were saying, well, shut this down.
[01:51:07.893 --> 01:51:14.014]  So I want to talk about that with Danny Williams, the reported son of Bill Clinton.
[01:51:14.014 --> 01:51:21.716]  Let's go ahead and play this clip here of the protester asking Bill Clinton about, well, not approving the protest.
[01:51:21.716 --> 01:51:22.756]  He's there just at the gate.
[01:51:23.901 --> 01:51:28.421]  As Obama comes by, shaking hands with the Secret Service, saying, what about Danny Williams?
[01:51:28.421 --> 01:51:28.722]  Here it is.
[01:51:29.599 --> 01:51:31.500]  Thank you, Mr. Clinton.
[01:51:31.500 --> 01:51:35.001]  Mr. Clinton, would you like to make a comment to Danny Williams?
[01:51:35.001 --> 01:51:42.224]  Mr. Clinton, can you make a comment about Trump saying about rape allegations?
[01:51:42.224 --> 01:51:44.325]  Hey, I don't want to hear any of that.
[01:51:44.325 --> 01:51:45.345]  Knock it off.
[01:51:45.345 --> 01:51:48.747]  Can you get any comment about anything like that, please?
[01:51:48.747 --> 01:51:49.907]  Come on, stop.
[01:51:49.907 --> 01:51:51.888]  Hey, this is a monumental event for us.
[01:51:51.888 --> 01:51:52.708]  We don't want to hear it.
[01:51:52.708 --> 01:51:58.631]  I know, but we've got a lot of questions that aren't being answered from the American people.
[01:52:00.538 --> 01:52:01.919]  I mean, they acted like Danny.
[01:52:01.919 --> 01:52:03.179]  They knew what was going on.
[01:52:03.179 --> 01:52:06.580]  Bill looked like, yeah, it was a nice day when he looked at that camera.
[01:52:06.580 --> 01:52:12.242]  I don't want to dehumanize him because I know he's got a lot of problems, but he did deliver money to you for how many years?
[01:52:12.242 --> 01:52:13.362]  I mean, how many?
[01:52:13.362 --> 01:52:18.204]  All the way up until 93, he made presents to me.
[01:52:18.204 --> 01:52:23.886]  My mom received $700 and $100 bills in her mailbox every month.
[01:52:23.886 --> 01:52:26.027]  And the Christmas presents on Christmas.
[01:52:27.159 --> 01:52:27.459]  I don't
[01:52:51.823 --> 01:52:55.867]  It's not that, I mean... I mean, I know what my dad looks like, he looks like me a lot.
[01:52:55.867 --> 01:52:57.068]  Exactly.
[01:52:57.068 --> 01:52:57.849]  Exactly.
[01:52:57.849 --> 01:53:00.811]  So, I mean, I just, all I want is the truth out.
[01:53:00.811 --> 01:53:02.213]  That's all I'm reaching for, the truth.
[01:53:02.213 --> 01:53:03.714]  There's not no political scandal.
[01:53:03.714 --> 01:53:06.537]  I mean, I'm just here for the truth.
[01:53:08.806 --> 01:53:09.867]  I mean, here it is right here.
[01:53:09.867 --> 01:53:12.328]  Now, I don't know what's going on.
[01:53:12.328 --> 01:53:13.589]  I mean, we flew you in.
[01:53:13.589 --> 01:53:15.030]  I'm busy, you're busy.
[01:53:15.030 --> 01:53:16.211]  I'm not micromanaging stuff.
[01:53:16.211 --> 01:53:16.951]  Yes, sir.
[01:53:16.951 --> 01:53:22.435]  All of a sudden, I guess, during the break, last hour and a half you were here, you did an interview with the crew and they transcribed it.
[01:53:22.435 --> 01:53:25.657]  Bill Clinton's son tells Hillary, step aside.
[01:53:25.657 --> 01:53:27.338]  This just went up on Infowars.com.
[01:53:27.338 --> 01:53:29.480]  Did you write this before you got here or just today?
[01:53:29.480 --> 01:53:34.023]  Because I'll be honest, they just walked in and- No, I wrote it before I got here and I'm asking her to step aside.
[01:53:34.023 --> 01:53:38.426]  All I want is a sample of his DNA to prove who I am and my story is true today.
[01:53:39.264 --> 01:53:40.265]  We'll put that up on screen.
[01:53:40.265 --> 01:53:44.067]  Okay, well, I'm telling you folks, he's running the show here today.
[01:53:44.067 --> 01:53:46.689]  Danny, and again, why did you choose us to bring this out?
[01:53:46.689 --> 01:53:55.014]  Because we... I mean, I choose y'all, for one, I need the world to know.
[01:53:55.014 --> 01:54:04.680]  And I'm trying to get as many people as I can to let me speak about the truth of my story and why am I doing this today.
[01:54:04.680 --> 01:54:07.482]  I mean, I've been trying all my life to get this out.
[01:54:09.031 --> 01:54:11.232]  That's right, the media spends it like you just popped up now.
[01:54:11.232 --> 01:54:11.852]  Right, no.
[01:54:11.852 --> 01:54:15.074]  I was interviewing your aunt 20 years ago.
[01:54:15.074 --> 01:54:15.374]  No.
[01:54:15.374 --> 01:54:19.936]  There's been articles since 93, 99, 98, 95 when he ran for a second term.
[01:54:19.936 --> 01:54:24.198]  So, I mean, those articles when I was a kid.
[01:54:24.198 --> 01:54:29.601]  And now that I'm grown, they... And let's be clear, your mother said he was the only white man she was with.
[01:54:29.601 --> 01:54:30.201]  Right, correct.
[01:54:31.385 --> 01:54:33.506]  My mother, my mother's friends to me all the time.
[01:54:33.506 --> 01:54:34.946]  Her story never changed.
[01:54:34.946 --> 01:54:36.386]  It's always consisted the same.
[01:54:36.386 --> 01:54:37.107]  How did it start?
[01:54:37.107 --> 01:54:38.007]  You're eight years old.
[01:54:38.007 --> 01:54:39.587]  What does mama tell you?
[01:54:39.587 --> 01:54:47.730]  My mama told me that she dated him and you know, she, she, she dated guys for money, you know, to, to afford to take care of us.
[01:54:47.730 --> 01:54:51.591]  So at the time my mother had two oldest sons besides me.
[01:54:53.038 --> 01:54:59.825]  So, she tell me, you know, how he pick her up, you know, she destroyed his mother's house, you know, everything she destroyed in 93.
[01:54:59.825 --> 01:55:02.207]  I've seen photos of your mother when she was young, very beautiful.
[01:55:02.207 --> 01:55:03.408]  Right, very beautiful.
[01:55:03.408 --> 01:55:08.213]  She's never been always, you know, as people think she is.
[01:55:09.207 --> 01:55:11.588]  Oh, she's a drug addict, she's this, she's that.
[01:55:11.588 --> 01:55:14.789]  No, she always done the best she could to take care of herself.
[01:55:14.789 --> 01:55:16.209]  She's been down a long road.
[01:55:16.209 --> 01:55:17.590]  Right.
[01:55:17.590 --> 01:55:28.854]  And right now, she's at this point in her life right now, she's still alive and she's driven by guilt on how we was brought up and what she could have done better.
[01:55:28.854 --> 01:55:35.756]  And you know, and I feel that she's afraid to speak out public about this situation.
[01:55:35.756 --> 01:55:36.396]  And tell her why.
[01:55:36.396 --> 01:55:37.276]  I mean, tell us why.
[01:55:37.276 --> 01:55:38.017]  We know what Hillary did.
[01:55:38.017 --> 01:55:38.237]  Tell us.
[01:55:39.053 --> 01:55:41.054]  I mean, they try to hush her up.
[01:55:41.054 --> 01:55:44.395]  My mom been pushed out a two-story window.
[01:55:44.395 --> 01:55:45.715]  She got metal plates in her foot.
[01:55:45.715 --> 01:55:47.716]  By the way, nobody's heard this, but there's been threats.
[01:55:47.716 --> 01:55:48.516]  That's why everybody's freaked.
[01:55:48.516 --> 01:55:49.876]  Go ahead and tell people what happened.
[01:55:49.876 --> 01:55:51.377]  I get threats today on Facebook.
[01:55:51.377 --> 01:55:52.497]  They tell me, oh, they cleansed her.
[01:55:52.497 --> 01:55:53.598]  Tell people what happened to your mother.
[01:55:53.598 --> 01:55:54.278]  Tell them what the police did.
[01:55:54.278 --> 01:55:56.138]  Tell them what the state police did.
[01:55:56.138 --> 01:55:58.059]  They're famous for breaking people's arms and legs.
[01:55:58.059 --> 01:55:58.919]  Right.
[01:55:58.919 --> 01:55:59.659]  Jennifer Flowers.
[01:55:59.659 --> 01:56:03.801]  I was told that she was pushed out a two-story window, and this was told by my mom.
[01:56:03.801 --> 01:56:07.562]  She got a metal plate from the bottom of her toes up to her ankle.
[01:56:08.422 --> 01:56:15.425]  And I was told that, you know, people were trying to kill her because of her claim of her having a son by Bill Clinton.
[01:56:15.425 --> 01:56:17.906]  Now, bottom line, we're all risking our lives here, so please continue.
[01:56:17.906 --> 01:56:19.166]  Talk to Bill.
[01:56:19.166 --> 01:56:21.407]  I mean, this is what she gets.
[01:56:21.407 --> 01:56:21.847]  Tell him.
[01:56:21.847 --> 01:56:22.507]  Right.
[01:56:22.507 --> 01:56:30.391]  And today, Bill, all I want to do is to get the truth out behind who I am and that I am your son.
[01:56:30.391 --> 01:56:33.912]  And I would like for my kids, your grandkids, to meet you.
[01:56:37.153 --> 01:56:39.314]  I mean it's more I can say right now.
[01:56:39.314 --> 01:56:41.374]  I mean I'm really emotional.
[01:56:41.374 --> 01:56:42.395]  Say it, it's alright.
[01:56:42.395 --> 01:56:46.476]  I know you broke down crying today before and I know you've thought about suicide.
[01:56:46.476 --> 01:56:47.917]  Tell people to be honest.
[01:56:47.917 --> 01:56:52.038]  I have thought about suicide before because I mean you go through this you know people
[01:56:52.927 --> 01:56:54.327]  People don't believe you, you know?
[01:56:54.327 --> 01:56:56.168]  You go through this, you're trying to beat your story out.
[01:56:56.168 --> 01:56:58.348]  People are like, oh, he's just a scam.
[01:56:58.348 --> 01:56:59.569]  He's this, he's helping Trump.
[01:56:59.569 --> 01:57:00.609]  Trump never paid.
[01:57:00.609 --> 01:57:01.649]  I don't work for Trump.
[01:57:01.649 --> 01:57:02.509]  I work for myself.
[01:57:02.509 --> 01:57:05.950]  I done this two years ago before she even started running.
[01:57:05.950 --> 01:57:08.151]  She supposed to run in 2008 and made president.
[01:57:08.151 --> 01:57:10.331]  I interviewed your aunt 19 years ago.
[01:57:10.331 --> 01:57:12.212]  That's nothing to do with Trump.
[01:57:12.212 --> 01:57:13.292]  Right.
[01:57:13.292 --> 01:57:18.774]  So, like I say, it's the truth on who I am and where I'm trying to go in my life.
[01:57:18.774 --> 01:57:19.714]  I know that
[01:57:21.144 --> 01:57:29.049]  With me getting my story out and helping my kids and raising, I raise my kids and I help raise my little sisters and brothers.
[01:57:29.049 --> 01:57:36.253]  I know that one day it is someone out there that might need my help and that'll go through the same thing I went through in my life.
[01:57:36.253 --> 01:57:38.915]  So, no, it's a destiny for me to get my story out.
[01:57:38.915 --> 01:57:46.599]  I know you've talked about this privately, but if he behind the scenes just help out and be with the kids and recognize you, it's like, you want to meet your dad.
[01:57:46.599 --> 01:57:48.841]  And then you got grandkids, these grandkids are like,
[01:57:50.435 --> 01:57:53.498]  I mean, let me tell you, if I had black grandkids, I'd want to know them.
[01:57:53.498 --> 01:57:54.239]  Right, correct.
[01:57:54.239 --> 01:57:56.982]  I mean, I don't care what color they are, I love them.
[01:57:56.982 --> 01:57:58.623]  I had my first child at 16.
[01:57:58.623 --> 01:58:05.970]  I dropped out of school in 11th grade, working full-time in a donut shop to raise my child and my little sisters and brothers.
[01:58:05.970 --> 01:58:12.377]  So, like I said, it's been hard and rough for me, traveling this road, but I'll never give up and I will not give up.
[01:58:13.431 --> 01:58:16.692]  Until, you know, he step up and say, yes, I'm willing to give you a sample.
[01:58:16.692 --> 01:58:18.933]  I'm willing to put this behind us.
[01:58:18.933 --> 01:58:20.954]  So Bill Clinton give the sample and prove it wrong.
[01:58:20.954 --> 01:58:22.614]  The third party's watching.
[01:58:22.614 --> 01:58:24.715]  Right.
[01:58:24.715 --> 01:58:25.836]  He got into it, folks.
[01:58:25.836 --> 01:58:28.977]  But his mother got threatened by the state police and Hillary in person.
[01:58:28.977 --> 01:58:30.377]  Put her in prison or kill her.
[01:58:30.377 --> 01:58:33.118]  Then she got thrown out a window a month later.
[01:58:33.118 --> 01:58:36.560]  And we've already been threatened over this interview today, just so you know.
[01:58:36.560 --> 01:58:39.401]  And when I had his ant on, I got beat up a week later.
[01:58:39.401 --> 01:58:42.442]  Thank you for listening to GCS.
[01:58:43.911 --> 01:58:46.098]  Visit GCNlive.com today!
[01:58:49.915 --> 01:58:51.816]  It's not just our water we need to filter.
[01:58:51.816 --> 01:58:53.837]  It's not just our food that needs to be cleaned.
[01:58:53.837 --> 01:58:56.738]  It's the air we're breathing, especially for our children.
[01:58:56.738 --> 01:59:02.821]  The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[01:59:02.821 --> 01:59:12.006]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed Alexa Pure Breathe.
[01:59:12.006 --> 01:59:16.848]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children.
[01:59:17.068 --> 01:59:19.529]  Do the best job you can to purify your air.
[01:59:19.529 --> 01:59:27.552]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[01:59:27.552 --> 01:59:28.513]  The general public doesn't.
[01:59:29.737 --> 01:59:33.678]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
[01:59:33.678 --> 01:59:37.239]  One of these systems can keep 800 square feet incredibly clean.
[01:59:37.239 --> 01:59:43.960]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[01:59:43.960 --> 01:59:52.482]  Find out why this system is so revolutionary today at m4wrestore.com.
[01:59:52.482 --> 01:59:55.143]  You're listening to the Alex Jones Show.
[02:00:07.262 --> 02:00:11.343]  Resistance to tyrants is obedience to God.
[02:00:11.343 --> 02:00:20.385]  It's Alex Jones.
[02:00:20.385 --> 02:00:25.266]  He made his living in cheap hotels.
[02:00:25.266 --> 02:00:28.887]  The desert's quiet, Cleveland's cold.
[02:00:28.887 --> 02:00:31.948]  And so the story ends, we're told.
[02:00:31.948 --> 02:00:35.669]  You know, I'm right there about... I'm a very romantic person.
[02:00:37.006 --> 02:00:41.555]  Whether I'm 50 when I die or 100, when they stick me in that ground, everybody's proud of me.
[02:00:41.555 --> 02:00:44.821]  Everybody knows I stood up for the average person.
[02:00:44.821 --> 02:00:47.526]  I wasn't a coward.
[02:00:47.526 --> 02:00:49.189]  And Denny Williams, I believe your story because...
[02:00:50.376 --> 02:01:17.237]  I remember, and I wanted to go check on it before I talked about it a few weeks ago, your aunt on the phone, and it was you or some other person, Danny be quiet, running around, you're like 10 years old, 7 years old, whatever it was, 8 years old, I don't remember, in like the late 90s, while she's on the phone just trying to talk about the fact that, you know, her sister had told her this happened and Bill Clinton did this and they were covering it up, and we know about Clinton, we know what he does, and they're so scared of this story
[02:01:18.578 --> 02:01:20.900]  And now Drudge is also linked, and Forbes hasn't.
[02:01:20.900 --> 02:01:23.903]  Bill Clinton's son tells Hillary, step aside.
[02:01:23.903 --> 02:01:25.864]  Let's talk about this, but I want to give you the floor.
[02:01:25.864 --> 02:01:26.905]  Don't be nervous.
[02:01:26.905 --> 02:01:30.749]  Just let it all out, because in person back there, you're, just like me, you're very talkative.
[02:01:30.749 --> 02:01:32.630]  Once you get on air, you're a little bit more reserved.
[02:01:32.630 --> 02:01:42.239]  This is your chance to talk to your man you believe is your father, to talk to Hillary, who's just such a selfish, borderline personality disorder psycho.
[02:01:42.239 --> 02:01:43.520]  I mean, this is your chance to talk to him.
[02:01:44.369 --> 02:01:56.097]  Right, and I would like to just ask Hillary to please not get in the way of me taking this chance and asking my father for a DNA sample.
[02:01:56.097 --> 02:01:57.818]  Show my words of ludicrous.
[02:01:57.818 --> 02:01:59.219]  Move out the way.
[02:01:59.219 --> 02:02:00.881]  Move.
[02:02:00.881 --> 02:02:08.206]  But, you know, it's just been a difficult road and I'm just ready to, you know, get down to the bottom of it.
[02:02:08.206 --> 02:02:09.747]  Get down to the truth.
[02:02:09.747 --> 02:02:11.628]  I want to know who I am.
[02:02:14.309 --> 02:02:24.697]  My ancestors, where I come from, I mean, I love my mama and her side of my family.
[02:02:24.697 --> 02:02:26.178]  They're all black.
[02:02:26.178 --> 02:02:27.699]  They all raised me.
[02:02:27.699 --> 02:02:31.061]  They tried their best with me.
[02:02:31.061 --> 02:02:32.562]  And I turned out a good person.
[02:02:32.562 --> 02:02:35.725]  So at the end of the day, it's no lie.
[02:02:35.725 --> 02:02:37.166]  It's the truth.
[02:02:37.166 --> 02:02:39.447]  And all I want is the truth out.
[02:02:39.447 --> 02:02:41.589]  I'm not here for no political gang or nothing.
[02:02:43.690 --> 02:02:51.934]  In 1999-2000, Hillary and President Clinton helped with this false DNA test.
[02:02:51.934 --> 02:02:58.516]  And I think it was put out to discredit my story for her running up Senate to the state.
[02:02:58.516 --> 02:03:01.058]  And we've looked at it.
[02:03:01.058 --> 02:03:05.379]  The star owned by top Clinton donors did a test that wasn't even a DNA test.
[02:03:05.379 --> 02:03:06.640]  So no wonder.
[02:03:06.640 --> 02:03:07.460]  The test showed it wasn't.
[02:03:09.941 --> 02:03:14.224]  Blood test for, you know, hepatitis for maternity isn't going to work.
[02:03:14.224 --> 02:03:16.146]  Right.
[02:03:16.146 --> 02:03:20.549]  And just... What would your mother say to you when the Christmas presents came?
[02:03:20.549 --> 02:03:21.790]  I mean, did you ever see the state troopers?
[02:03:21.790 --> 02:03:22.750]  I mean, describe that.
[02:03:22.750 --> 02:03:23.010]  Right.
[02:03:23.010 --> 02:03:24.331]  I was outside playing.
[02:03:24.331 --> 02:03:25.252]  I seen them leave.
[02:03:25.252 --> 02:03:28.354]  They didn't pull up in the state trooper police car.
[02:03:28.354 --> 02:03:29.255]  I seen them leave.
[02:03:29.255 --> 02:03:35.519]  You know, he get out with his police state trooper outfit on and I see them leave and I can read the tags and it say, you know,
[02:03:37.046 --> 02:03:39.948]  State government tags on the bag.
[02:03:39.948 --> 02:03:42.349]  And as soon as they left, they brought in bags.
[02:03:42.349 --> 02:03:46.272]  As soon as they left, my aunt come get us from outside playing.
[02:03:46.272 --> 02:03:48.453]  She was like, come in.
[02:03:48.453 --> 02:03:51.395]  She's like, I got these gifts that was brought in by your dad.
[02:03:51.395 --> 02:03:53.356]  I said, brought in by my dad?
[02:03:53.356 --> 02:03:54.136]  She's like, yeah.
[02:03:54.136 --> 02:03:55.938]  I said, he brought me gifts?
[02:03:55.938 --> 02:03:56.878]  She's like, yeah.
[02:03:56.878 --> 02:04:01.361]  So me and my little brothers and sisters, we went through the gifts and split them between each other.
[02:04:01.361 --> 02:04:03.442]  And there was this one gift that stood out.
[02:04:03.442 --> 02:04:04.283]  It was a G.I.
[02:04:04.283 --> 02:04:04.743]  Joe man.
[02:04:05.777 --> 02:04:07.679]  So I took the G.I.
[02:04:07.679 --> 02:04:12.743]  Joe man and I gave the hula hoops and the other gifts to him, my little sister and him.
[02:04:12.743 --> 02:04:21.970]  But it just had me thinking, you know, at the time we was kids, so we didn't too much, you know, we went off straight to playing with the toys.
[02:04:21.970 --> 02:04:24.973]  But over the years, you know, I just think about that.
[02:04:24.973 --> 02:04:29.737]  I just I just go back into that day of when they dropped the gifts off.
[02:04:29.737 --> 02:04:34.421]  I just wonder why, if he feel that he wasn't my daddy, why even assist on
[02:04:35.805 --> 02:04:36.525]  Wasting the time.
[02:04:36.525 --> 02:04:37.106]  I'll be honest.
[02:04:37.106 --> 02:04:39.347]  I don't want to give Bill Clinton a pass, but I've always picked up on this.
[02:04:39.347 --> 02:04:41.668]  He's like a twisted, sad character who's used.
[02:04:41.668 --> 02:04:43.529]  Hillary's pure evil.
[02:04:43.529 --> 02:04:44.990]  And you see that.
[02:04:44.990 --> 02:04:46.611]  You see the fact that he wanted to do the right thing.
[02:04:46.611 --> 02:04:48.111]  Let's talk about the report.
[02:04:48.111 --> 02:04:49.092]  How she shut it down.
[02:04:49.092 --> 02:04:52.874]  How your aunt tried to get you and your baby later when you tried to climb the fence to meet your father.
[02:04:52.874 --> 02:04:55.815]  Because this is the stuff that legend's made of.
[02:04:55.815 --> 02:04:56.716]  Lonely reality.
[02:04:56.716 --> 02:04:57.416]  Is this amazing?
[02:04:57.416 --> 02:04:58.577]  Danny Williams, straight ahead.
[02:04:59.972 --> 02:05:05.115]  There's an unprecedented crackdown underway against Christians worshipping in secret in Iran.
[02:05:05.115 --> 02:05:10.499]  Iranian police enter family parties and weddings in an effort to find those who've turned their backs on Islam.
[02:05:10.499 --> 02:05:22.047]  Iranian Christian news source Mojave News reports that a house raid on September 30th resulted in the arrest of five men who were taken to an unknown location and charged with evangelism, a crime that could mean death in Iran.
[02:05:22.047 --> 02:05:29.792]  In a 2016 report, the United States Commission on International Religious Freedom said that Christians and other minorities in Iran continue to experience severe
[02:05:29.912 --> 02:05:30.472]  We're good to go.
[02:06:00.044 --> 02:06:00.705]  Uh, yeah.
[02:06:00.705 --> 02:06:06.530]  First of all, I want to say, Secret 12, X2, Supermail, Brain Force, Prostagart, Silver Bullet.
[02:06:06.530 --> 02:06:07.491]  I use them all.
[02:06:07.491 --> 02:06:08.472]  They're phenomenal.
[02:06:08.472 --> 02:06:09.213]  They work.
[02:06:09.213 --> 02:06:10.053]  Buy them, folks.
[02:06:10.053 --> 02:06:10.434]  Thank you, brother.
[02:06:10.434 --> 02:06:12.455]  I really thank you guys for putting those out there.
[02:06:12.455 --> 02:06:18.701]  I am a relatively short-time listener, and I'm quite a supporter of your fine, fine products.
[02:06:18.701 --> 02:06:20.683]  Welcome to the InfoWar.
[02:06:20.683 --> 02:06:26.068]  It's so easy to get these incredible nutraceuticals that support your health and the InfoWar at the same time.
[02:06:26.388 --> 02:06:27.229]  I'm a nine-year listener.
[02:06:27.229 --> 02:06:30.651]  I buy all the nutraceuticals, Pacu FX, uh, nascent iodine.
[02:06:30.651 --> 02:06:31.151]  Right!
[02:06:31.151 --> 02:06:31.912]  Let me ask you a question.
[02:06:31.912 --> 02:06:32.952]  Have they worked for you?
[02:06:32.952 --> 02:06:35.814]  They're the most unbelievable products I've ever had in my life.
[02:06:35.814 --> 02:06:37.155]  What products are you taking?
[02:06:37.155 --> 02:06:43.179]  Everything from, uh, Super Male to, uh, Brain Force to Winter Sun, uh, X2.
[02:06:43.179 --> 02:06:45.181]  Even got a little, uh, DNA Force.
[02:06:45.181 --> 02:06:48.643]  So, and I just re-upped everything and I just went to Autofill.
[02:06:48.803 --> 02:06:53.850]  Visit Infowarslives.com to read the information and research and to see the reviews for yourself.
[02:06:53.850 --> 02:06:55.893]  That's Infowarslives.com or call 888-253-3139.
[02:06:59.767 --> 02:07:08.033]  Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the info war.
[02:07:08.033 --> 02:07:09.254]  A 360 win.
[02:07:09.254 --> 02:07:15.819]  Number one, when you choose AutoShip before checkout, we give you 10% off on your order at InfoWarshore.com.
[02:07:15.819 --> 02:07:23.344]  Number two, you're also able to get items that are out of stock when you sign up for AutoShip because we hold back a surplus for AutoShip customers.
[02:07:23.744 --> 02:07:28.827]  Number three, we're giving you free shipping on all orders above $50.
[02:07:28.827 --> 02:07:34.932]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[02:07:34.932 --> 02:07:42.717]  Just go to InfoWarsTore.com, select your favorite product or products, click on auto ship, and choose how often you want us to send you another order.
[02:07:42.717 --> 02:07:49.921]  As you know, I coined the term 360 win, and with the new auto ship feature at InfoWarsLife.com, this is a sure win.
[02:07:49.921 --> 02:07:50.722]  10% off on auto ship.
[02:07:50.882 --> 02:07:53.325]  Win-win-win at InfoWarsLife.com.
[02:07:53.325 --> 02:07:55.308]  Free shipping on orders above 50 bucks.
[02:07:55.308 --> 02:08:04.581]  And all out-of-stock items are never out-of-stock when you sign up for AutoShip.
[02:08:04.581 --> 02:08:05.903]  It's Wednesday, October 12th, 2016.
[02:08:08.599 --> 02:08:12.620]  Only 26 days left in the final countdown.
[02:08:12.620 --> 02:08:15.161]  Election 2016.
[02:08:15.161 --> 02:08:17.902]  Americanism vs. Globalism.
[02:08:17.902 --> 02:08:20.023]  You're listening to the Alex Jones Show.
[02:08:20.023 --> 02:08:21.943]  Broadcasting from Austin, Texas.
[02:08:21.943 --> 02:08:22.584]  Worldwide.
[02:08:37.583 --> 02:08:38.984]  Danny Williams is our guest.
[02:08:38.984 --> 02:08:49.248]  I just had one of our writers, Raquel Thelen, showing me a personal Drudge Tweet talking about all the deception that went on, the people lying to him back when all these quote DNA tests came out.
[02:08:49.248 --> 02:08:52.370]  We can probably put that up on screen and bring that up for Danny Williams.
[02:08:53.010 --> 02:08:53.531]  There it is.
[02:08:53.531 --> 02:09:01.119]  I was lied to directly by Walter Isington at the Time Magazine over DNA tests on Danny Williams, Clinton's alleged son.
[02:09:01.119 --> 02:09:02.401]  There wasn't one.
[02:09:02.401 --> 02:09:03.242]  And that's what we've proven.
[02:09:03.242 --> 02:09:05.724]  They did a test that wasn't a DNA test.
[02:09:05.724 --> 02:09:12.572]  Now, you wrote, just in your own thoughts today, questions that were probably good for me to bring up.
[02:09:12.572 --> 02:09:14.034]  But speaking of so many of these,
[02:09:16.112 --> 02:09:19.253]  Again, I go back to the beginning, addressing Bill Clinton.
[02:09:19.253 --> 02:09:27.035]  I mean, you've already said a lot, but you say, oh, I'm nervous, and I get it, you're on live radio and TV, but specifically, again, you're not political.
[02:09:27.035 --> 02:09:28.316]  I mean, you've told me this privately.
[02:09:28.316 --> 02:09:29.376]  I'm not for Trump.
[02:09:29.376 --> 02:09:30.237]  I'm not getting into Trump.
[02:09:30.237 --> 02:09:30.917]  I never even asked that.
[02:09:30.917 --> 02:09:33.097]  Did I ask you to go after, I mean, ask more Trump?
[02:09:33.097 --> 02:09:34.378]  I don't support no one.
[02:09:34.378 --> 02:09:37.359]  I'm not voting at the time.
[02:09:37.359 --> 02:09:40.000]  I mean... You just want to meet, if you believe your dad.
[02:09:40.000 --> 02:09:40.840]  I just want the truth.
[02:09:41.860 --> 02:09:54.904]  I feel like if I'm standing here to prove my story and who I am and the truth behind my story, I feel that he has to stand up and prove that he's not my father if he claims that he's not my father.
[02:09:54.904 --> 02:09:59.726]  And I'd like to ask Hillary, please don't get in the way of this.
[02:10:05.248 --> 02:10:06.229]  Let me know the truth.
[02:10:06.229 --> 02:10:08.069]  You know, let it be known.
[02:10:08.069 --> 02:10:09.030]  Let the world know.
[02:10:09.030 --> 02:10:11.551]  I mean, the world know that you faked the DNA test.
[02:10:11.551 --> 02:10:15.013]  The world know that all the other public stories are out.
[02:10:15.013 --> 02:10:18.835]  So, I mean, it's my turn to answer the truth.
[02:10:18.835 --> 02:10:20.996]  I was thinking, you can do a genetic profile.
[02:10:20.996 --> 02:10:23.677]  We know Clinton's basic background.
[02:10:23.677 --> 02:10:23.877]  Right.
[02:10:23.877 --> 02:10:29.040]  And if it matches up with who he claims his backgrounds are, then he's got a lot of pressure on him.
[02:10:29.040 --> 02:10:30.681]  Here's a question, then.
[02:10:32.884 --> 02:10:35.044]  I remember researching this going back 20 years ago.
[02:10:35.044 --> 02:10:35.585]  Yes, sir.
[02:10:35.585 --> 02:10:37.425]  What did Hillary do specifically?
[02:10:37.425 --> 02:10:40.005]  I heard she threatened, correct me if I'm wrong, your mother.
[02:10:40.005 --> 02:10:41.526]  Walked through that.
[02:10:41.526 --> 02:10:51.128]  Who ended the relationship of the state police bringing you $700 a month for your mom to take care of the family and Christmas presents on Christmas?
[02:10:51.128 --> 02:10:51.748]  Right.
[02:10:51.748 --> 02:10:57.049]  And in my heart, I believe Hillary ended all of that once she made president, you know.
[02:10:58.137 --> 02:11:02.340]  Because it's like he wanted to have something to do with me.
[02:11:02.340 --> 02:11:09.626]  I mean, if he took the time out to deliver, have money delivered, have presents delivered, he knew in his heart and he wanted to in his heart.
[02:11:09.626 --> 02:11:13.269]  But like I say, I feel that she does have something to do with it.
[02:11:13.269 --> 02:11:17.353]  I feel that she, you know, she does breaking that all up.
[02:11:17.353 --> 02:11:20.455]  Hillary, she's very smart.
[02:11:20.455 --> 02:11:25.079]  So at the time of Bill Clinton becoming to his success, she was planning her success.
[02:11:26.397 --> 02:11:30.679]  You know, and being the president for herself one day.
[02:11:30.679 --> 02:11:40.782]  So, yeah, I feel that she stepped in and, you know, covered it up, you know, had it hidden, you know, hushed it up.
[02:11:40.782 --> 02:11:44.103]  But I'll never stop.
[02:11:44.103 --> 02:11:45.484]  I want to, you know.
[02:11:46.374 --> 02:11:47.175]  Keep this going.
