[00:00:00.409 --> 00:00:02.792]  Find out right now!
[01:38:19.184 --> 01:38:20.306]  They're selling it.
[01:38:20.306 --> 01:38:23.910]  They're licensing the GM seed as a patented crop.
[01:38:24.777 --> 01:38:33.102]  And this is creating a new dependency for farmers, and we simply have to pull the rug out of under them.
[01:38:33.102 --> 01:38:49.571]  Walter, the big problem I see, and this is mainline genetic engineers, mainline, I mean, this is the consensus, and I know you've done your research, you've seen the same thing, but add or subtract, I mean, make your point on this, because I want to get your take, is what I'm trying to say.
[01:38:50.452 --> 01:39:06.011]  Uh, that now the cross-species hybridization, where they take a bug gene and put it in a mammal, and then put it in a fish, and then put it in a reptile, and then put it in a plant, so that it'll then encapsulate into the genetic code of another plant.
[01:39:06.011 --> 01:39:07.012]  I mean, we're talking 30, 40, 50 steps now
[01:39:09.074 --> 01:39:09.355]  No, no, no.
[01:39:25.058 --> 01:39:32.162]  And they admit it's already like the pig human splices has already given in the laboratory rise to super viruses.
[01:39:32.162 --> 01:39:34.964]  That's been scooped up and sold to bioweapons companies.
[01:39:34.964 --> 01:39:36.705]  I mean, I don't think the public realizes.
[01:39:36.705 --> 01:39:38.666]  We're already so far gone.
[01:39:38.666 --> 01:39:40.147]  I don't think people realize.
[01:39:40.147 --> 01:39:44.950]  I mean, can you talk to the... I mean, if just a pesticide, corn, is causing this,
[01:39:45.931 --> 01:39:56.919]  Imagine, you talk about what the wild cross-species, you know, jellyfish and a rhesus monkey in a fish, in a turkey, in a corn plant.
[01:39:56.919 --> 01:39:58.681]  I mean, where is this going?
[01:39:58.681 --> 01:40:06.407]  With BT crops, you're already talking about cross-species because they've taken the genes from a bacterium and put it in the plant.
[01:40:07.226 --> 01:40:27.320]  The problem is that the more of the stuff you do, and the industry is talking about stacked traits, where they do several of these changes in a single plant, and the more you do with this, the more complex it is to have any idea what is happening in there.
[01:40:27.320 --> 01:40:33.785]  And it's like software with plants, and you have a PC and you know it's crashing constantly, right?
[01:40:34.475 --> 01:40:41.940]  And software engineering is a very precise science compared to manipulating genes in a plant.
[01:40:41.940 --> 01:40:48.684]  So in the software industry, there's a rule that software without bugs is obsolete.
[01:40:48.684 --> 01:40:55.229]  And unfortunately, in the current economic environment, the same rule applies for genetically modified crops.
[01:40:55.229 --> 01:40:57.090]  They don't take the time to test it.
[01:40:57.705 --> 01:41:09.340]  If other people are testing it and they're finding problems, they're trying to figure out ways to remove the funding, make sure they shut up so that the business model doesn't get interfered with.
[01:41:09.340 --> 01:41:12.104]  And this is a very, this is a recipe for disaster.
[01:41:13.487 --> 01:41:15.369]  Well, it's not a recipe for disaster.
[01:41:15.369 --> 01:41:17.231]  The disasters are already legion.
[01:41:17.231 --> 01:41:20.115]  And I want listeners to think about this for a minute.
[01:41:20.115 --> 01:41:24.220]  Like it's an open-air laboratory, they are openly planning all this.
[01:41:24.220 --> 01:41:27.964]  I always use the example of four years ago, Texas company Prote-Gene.
[01:41:27.964 --> 01:41:32.289]  Type in the words, Prote-Gene HIV corn.
[01:41:33.058 --> 01:41:40.744]  And it was live HIV, pharmacological corn, growing live in over 90 locations from Texas to Nebraska.
[01:41:40.744 --> 01:41:43.626]  It got out, folks, and now it's just out.
[01:41:43.626 --> 01:41:53.734]  And they had guys in weird suits, that's why it broke in the Associated Press, running around with literal, literal black helicopters, folks, flying around burning fields, okay?
[01:41:53.734 --> 01:41:55.035]  And then this came out in the news.
[01:41:55.035 --> 01:41:58.878]  Okay, they're doing stuff like that everywhere, no controls.
[01:41:58.878 --> 01:42:01.540]  What is wrong with these CEOs, sir?
[01:42:02.100 --> 01:42:02.980]  What is the problem?
[01:42:02.980 --> 01:42:06.741]  Well, one thing is wrong is they have no idea about bees.
[01:42:06.741 --> 01:42:12.763]  Because they think if they plant something on one field, nothing will happen to the neighboring fields.
[01:42:12.763 --> 01:42:15.564]  But for the bees, there's no difference.
[01:42:15.564 --> 01:42:16.484]  They cover both.
[01:42:16.484 --> 01:42:18.745]  They cross-pollinate both.
[01:42:18.745 --> 01:42:24.566]  Also, if they're planting crops, the new thing is now farmer crops.
[01:42:24.566 --> 01:42:30.668]  So crops that are genetically modified to produce pharmaceutical substances.
[01:42:31.289 --> 01:42:43.923]  Now, if this is done in an open field, there can be bees flying over there from several miles away, harvesting this stuff, and the unsuspecting beekeeper now has a pharmaceutical in his honey.
[01:42:43.923 --> 01:42:49.770]  You know, this is complete insanity to do this on an open field.
[01:42:49.770 --> 01:42:51.712]  They can do in their lab whatever they want.
[01:42:52.564 --> 01:42:58.809]  Uh, but in an open field, there's the wind, there's the bees, and you can't put that genie back in the bottle.
[01:42:58.809 --> 01:43:00.350]  I gotta say, I disagree with you.
[01:43:00.350 --> 01:43:07.756]  Unless it's level 4, when they're doing cross-species, this needs to be underground in sealed facilities because
[01:43:08.957 --> 01:43:17.781]  Again, all the top scientists I've interviewed, and the science is out, they always thought 96% of genetics across plant, animal, didn't matter, was junk.
[01:43:17.781 --> 01:43:19.022]  It's not junk.
[01:43:19.022 --> 01:43:23.344]  It's what gives us our flexibility as life on this planet.
[01:43:23.344 --> 01:43:25.045]  It's kind of like a giant wheel of fortune.
[01:43:25.565 --> 01:43:32.169]  Every time an egg and a sperm meet, every time pollen meets another plant, it randomly spins with different traits.
[01:43:32.169 --> 01:43:36.952]  And when they change one genetic trait, it changes thousands of others randomly.
[01:43:36.952 --> 01:43:41.375]  That 96% was more important than the, quote, active 4%.
[01:43:41.375 --> 01:43:47.239]  The 4% was only the levers that gave them limited access into the 96%.
[01:43:47.239 --> 01:43:49.160]  There's no way to control it.
[01:43:49.160 --> 01:43:50.181]  And as you said, it's like
[01:43:50.561 --> 01:44:01.128]  It's like the world's a giant computer, and these guys are randomly in there, just jamming screwdrivers in it, and pouring water on it, and just messing with it.
[01:44:01.128 --> 01:44:04.250]  It's already causing massive problems!
[01:44:04.250 --> 01:44:07.593]  Yeah, you're absolutely right.
[01:44:07.593 --> 01:44:19.721]  The marketing brochures make it sound like it's a very precise act, but what they're actually doing is they're shooting in fragments of genetic code,
[01:44:20.693 --> 01:44:21.513]  I think so.
[01:44:43.315 --> 01:44:49.822]  Uh, try editing that document by randomly shooting data on your hard drive.
[01:44:49.822 --> 01:44:50.583]  Right?
[01:44:50.583 --> 01:44:51.504]  It's crazy.
[01:44:53.328 --> 01:44:54.328]  It's unbelievable.
[01:44:54.328 --> 01:45:07.574]  Folks, do you understand that they can get the one change they want after thousands of tests, but to get that one change, it totally changes over, on average, the scientists have said, over a thousand other traits.
[01:45:07.574 --> 01:45:13.676]  And then they go out and openly plant that, and then it's going to mutate further, and it's already causing huge problems.
[01:45:15.305 --> 01:45:16.565]  That's right.
[01:45:16.565 --> 01:45:23.587]  So, as beekeepers all over the world, we're very much opposed to it.
[01:45:23.587 --> 01:45:30.928]  In Europe, they're trying to sell us the concept of co-existence, meaning if you want to grow GM stuff, fine.
[01:45:30.928 --> 01:45:36.869]  If you don't want to grow GM crops, that should be possible also.
[01:45:36.869 --> 01:45:38.790]  In reality, this doesn't work.
[01:45:38.790 --> 01:45:44.151]  Once somebody starts growing GM crops, he will contaminate the neighbor.
[01:45:46.239 --> 01:45:49.081]  And let me explain how that works.
[01:45:49.081 --> 01:45:55.805]  You have people that want to grow GM crops and people that grow GM crops even though they don't want it.
[01:45:55.805 --> 01:45:58.467]  You probably know the case of Percy Schmeiser.
[01:45:58.467 --> 01:46:00.628]  Yeah, but Canada with canola.
[01:46:00.628 --> 01:46:01.569]  Let me go back though here.
[01:46:02.248 --> 01:46:03.548]  Number one, birds.
[01:46:03.548 --> 01:46:05.049]  Number two, the bees.
[01:46:05.049 --> 01:46:07.229]  The other insects all move it from field to field.
[01:46:07.229 --> 01:46:08.729]  So it's like it's a liberal thing.
[01:46:08.729 --> 01:46:10.150]  Oh, you're not racist.
[01:46:10.150 --> 01:46:12.050]  It's coexistence.
[01:46:12.050 --> 01:46:17.992]  Now, we've caught Monsanto planting canola right next to other fields to contaminate.
[01:46:17.992 --> 01:46:21.512]  They then go grab a few plants out of yours that they contaminated.
[01:46:21.512 --> 01:46:23.213]  They then sue you.
[01:46:23.213 --> 01:46:24.313]  It's total mafia.
[01:46:24.933 --> 01:46:31.137]  And they know that the wind and the bees and the birds are going to move this by design.
[01:46:31.137 --> 01:46:33.798]  They know exactly what they're doing.
[01:46:33.798 --> 01:46:37.740]  Well, it's actually using contamination as a marketing tool.
[01:46:37.740 --> 01:46:40.802]  The wind and the bees carry it over to the neighbor's field.
[01:46:40.802 --> 01:46:42.043]  The stuff is patented.
[01:46:42.043 --> 01:46:44.024]  They say, hey, you're using our patents.
[01:46:44.024 --> 01:46:46.125]  Doesn't matter how you got them.
[01:46:46.125 --> 01:46:50.507]  And you now owe us money or you signed this contract and you use our stuff.
[01:46:50.507 --> 01:46:51.868]  And let me add, let me add.
[01:46:52.654 --> 01:46:59.456]  Let me add, Monsanto pioneered all this 30, 40 years ago, so they literally got the laws written in the U.S.
[01:46:59.456 --> 01:47:14.419]  that they've gotten adopted internationally, where, understand, it'd be like if I came over to your house and put cyanide in your drink and you died, and then I sued your family saying that I patented cyanide, so I'm going to sue you for stealing my cyanide.
[01:47:14.419 --> 01:47:17.460]  They infect you, and then you go to their St.
[01:47:17.460 --> 01:47:22.241]  Louis court that Monsanto literally runs, and then they take your property.
[01:47:23.200 --> 01:47:32.367]  Yeah, I mean, we had a member of the board of directors of the American Corn Growers Association here in Europe warning us.
[01:47:32.367 --> 01:47:37.872]  He gave a presentation to German farmers and said, look at what happened to us.
[01:47:37.872 --> 01:47:39.733]  We're stuck.
[01:47:39.733 --> 01:47:44.397]  In Europe, you still have a choice because the consumers are backing you and fighting the stuff.
[01:47:45.126 --> 01:47:54.130]  And so they went for a several-city tour and told everybody, don't get started with us, otherwise you're going to be in the same bad spot that we're in.
[01:47:54.130 --> 01:47:55.191]  Let me ask you a question.
[01:47:55.191 --> 01:48:02.354]  What is wrong with the elites of this planet that they're endangering their children and grandchildren's futures?
[01:48:02.354 --> 01:48:04.635]  I mean, this is insane!
[01:48:04.635 --> 01:48:09.237]  Well, this is a philosophical question.
[01:48:09.237 --> 01:48:12.898]  What you have here is corporations.
[01:48:14.426 --> 01:48:15.106]  Yeah, I think so.
[01:48:39.085 --> 01:48:41.646]  What do you think is going to happen in the U.S.
[01:48:41.646 --> 01:48:47.327]  when we have massive crop failures due to honey bee eradication?
[01:48:47.327 --> 01:49:03.151]  Well, I think it's very interesting because you have the financial interest of the seed companies that are pushing GM crops colliding with everybody else that wants pollination.
[01:49:03.151 --> 01:49:05.552]  In Europe we have the problem that
[01:49:06.725 --> 01:49:16.413]  We're saying this could be a possibility, but luckily nobody grew it, so the government could safely ignore it.
[01:49:16.413 --> 01:49:18.135]  But the problem in the U.S.
[01:49:18.135 --> 01:49:30.005]  now is so severe, and it's costing billions in losses in agriculture, that you cannot afford not to do the science and see where the causes are.
[01:49:30.005 --> 01:49:32.867]  They cannot afford to look away anymore.
[01:49:35.824 --> 01:49:47.691]  This is the good thing that may come out of it finally after all the scientists that have said there could be a problem here have been sidelined.
[01:49:47.691 --> 01:49:52.754]  Now there's an interest in their work because you simply cannot afford not to solve this problem.
[01:49:52.754 --> 01:49:58.457]  Walter, I want you to give out any websites or places people can get more information because we're out of time.
[01:49:58.457 --> 01:50:01.839]  Well, where you should go is you should
[01:50:05.323 --> 01:50:13.658]  Most of the websites are in German, but it's epva, which is European Professional Beekeepers Association dot org.
[01:50:15.391 --> 01:50:19.233]  Check that out, and you'll find more information on this.
[01:50:19.233 --> 01:50:22.656]  Well, we have links up to you on InfoWars.com.
[01:50:22.656 --> 01:50:34.284]  Godspeed, my friend, and I hope to talk to you again in the next year or so as this develops, and we appreciate sane people like yourself and the scientists and professors you're working for trying to stop this nightmare.
[01:50:34.284 --> 01:50:35.325]  God bless.
[01:50:35.325 --> 01:50:35.826]  All right.
[01:50:35.826 --> 01:50:36.646]  Take care now.
[01:50:36.646 --> 01:50:38.708]  Have a good evening with your family in Germany.
[01:50:38.708 --> 01:50:42.991]  He was there in his living room with his family doing the interview via cordless phone.
[01:50:43.994 --> 01:50:49.658]  Well, folks, I've studied this, and again, I don't want to cut down the rainforest.
[01:50:49.658 --> 01:50:53.620]  I don't want, because there, once you cut it down, it's very hard for it to come back.
[01:50:53.620 --> 01:50:58.803]  Here in the U.S., the way our topography and landscapes are, it's fine to cut it down as it does come back.
[01:50:58.803 --> 01:51:04.046]  I don't, but that's nothing compared to dumping toxic waste in the oceans and genetic engineering and all this stuff.
[01:51:04.046 --> 01:51:06.688]  When you hear about global warming, it's a total fraud and a lie.
[01:51:06.688 --> 01:51:08.709]  It's about a global tax.
[01:51:08.709 --> 01:51:09.110]  Okay?
[01:51:09.110 --> 01:51:09.670]  And that period.
[01:51:11.120 --> 01:51:14.984]  But again, they can't have a real environmentalist out there involved in real issues.
[01:51:14.984 --> 01:51:30.138]  So the global warming thing isn't even so much about a global tax as it is sucking up all your activist energies so that you're not involved in serious issues like the genetic engineering, which I cannot express how dangerous it is.
[01:51:35.672 --> 01:51:41.500]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:51:41.500 --> 01:51:49.050]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:51:49.815 --> 01:51:57.279]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:51:57.279 --> 01:52:09.024]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:52:09.024 --> 01:52:12.966]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:52:12.966 --> 01:52:15.247]  It's an anthology of government crimes.
[01:52:15.247 --> 01:52:19.089]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:52:19.685 --> 01:52:26.678]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:52:32.398 --> 01:52:33.339]  Terrorism.
[01:52:33.339 --> 01:52:34.180]  Terrorism.
[01:52:34.180 --> 01:52:40.505]  Chemical attacks, dirty bombs, fallout, biological attack, anthrax, and to top it all off, duct tape and plastic.
[01:52:40.505 --> 01:52:42.346]  Alarming words for our time.
[01:52:42.346 --> 01:52:45.208]  But how do you protect your family during such a crisis?
[01:52:45.208 --> 01:52:59.820]  The video sheltering in place surviving acts of terrorism from biological, chemical, and radioactive fallout was developed by Wayne LeBaron, a health physicist who has served as a specialist in environmental health, communicable diseases, and has worked as a nuclear specialist for the U.S.
[01:52:59.820 --> 01:53:00.321]  government.
[01:53:00.321 --> 01:53:02.042]  Anyone can follow the simple instructions.
[01:53:02.142 --> 01:53:08.526]  Yes, it's presented by a housewife as they walk you step-by-step through the process of preparing your home as a shelter.
[01:53:08.526 --> 01:53:13.270]  If you're not the type who waits till it's too late, then you need the video Sheltering in Place.
[01:53:13.270 --> 01:53:18.773]  Get the critical information you need now for only $29 plus shipping by calling New Millennium at 888-803-4438.
[01:53:18.773 --> 01:53:20.074]  And tell them Alex Jones sent you.
[01:53:20.074 --> 01:53:20.655]  That's 888-803-4438.
[01:53:20.655 --> 01:53:22.696]  Or order on the web at murkywater.com.
[01:53:32.037 --> 01:53:33.978]  Hello friends, Alex Jones here.
[01:53:33.978 --> 01:53:38.001]  I want you to imagine waking up one morning to find out you've been burglarized.
[01:53:38.001 --> 01:53:40.723]  An intruder has taken your personal possessions.
[01:53:40.723 --> 01:53:47.087]  Credit card numbers, social security cards, banking information, and more, all in the hands of a total stranger.
[01:53:47.087 --> 01:53:52.210]  What's worse is, you realize he got it through your front door, because you left it unlocked.
[01:53:52.210 --> 01:53:53.951]  Every time you walk away from your computer,
[01:53:53.951 --> 01:53:54.251]  I don't know.
[01:54:14.429 --> 01:54:20.317]  Right now, you can order your NET7 security switch from NET7 Technologies for only $39.95.
[01:54:20.317 --> 01:54:23.841]  For a limited time, receive free shipping with your order.
[01:54:23.841 --> 01:54:25.984]  Visit net7tech.com.
[01:54:25.984 --> 01:54:31.031]  That's NET, the number 7, tech.com, and start protecting yourself today!
[01:54:48.441 --> 01:54:50.243]  We'll die for the system.
[01:54:50.243 --> 01:54:54.766]  I mean, are you scared yet?
[01:54:54.766 --> 01:55:02.511]  Because I'm not trying to just scare you for scarings.
[01:55:19.381 --> 01:55:23.284]  You know, purpose, just for the sake of it.
[01:55:23.284 --> 01:55:24.285]  I'm concerned.
[01:55:24.285 --> 01:55:28.007]  I want to get you concerned, not scared.
[01:55:28.007 --> 01:55:43.338]  I mean, what does it say about an elite, I'm going to say this again, that over a year ago now, it was in the Chicago Tribune twice, and other major papers, and the headline was, what was it, something like white slavery?
[01:55:45.720 --> 01:55:48.082]  Rings have lobbyists on Capitol Hill.
[01:55:48.082 --> 01:55:49.523]  I ought to go re-pull that article.
[01:55:49.523 --> 01:55:50.784]  I'll talk about it so much I should read it again.
[01:55:50.784 --> 01:55:51.945]  There were two of them.
[01:55:51.945 --> 01:55:56.648]  Another one was Governor Speaks Out Against DynCorp Human Trafficking, or was it Halliburton Human Trafficking?
[01:55:56.648 --> 01:55:58.410]  It had both of them in the article.
[01:55:58.410 --> 01:56:04.194]  And it shed that the, the, I mean, folks, they're kidnapping people worldwide, okay?
[01:56:04.194 --> 01:56:06.235]  They've been caught in Europe, Middle East, all over.
[01:56:06.235 --> 01:56:07.877]  Guaranteed they're doing it here.
[01:56:07.877 --> 01:56:14.201]  Do you think they just, I know there's a lot of you out there doing it for the first time, and you think, oh, you know, this guy's nuts.
[01:56:14.201 --> 01:56:14.982]  That isn't going on.
[01:56:15.822 --> 01:56:18.024]  Do you think they just let me get on the radio?
[01:56:18.024 --> 01:56:20.286]  Do you think they wouldn't sue me in 10 seconds?
[01:56:20.286 --> 01:56:22.468]  It's true, okay?
[01:56:22.468 --> 01:56:25.251]  Now, I have gotten little phone calls that I'll be dead if I don't shut up.
[01:56:25.251 --> 01:56:26.832]  All that does is make me talk about it more.
[01:56:26.832 --> 01:56:28.854]  That's why I mention it every two days or so.
[01:56:28.854 --> 01:56:30.596]  How could you not?
[01:56:30.596 --> 01:56:36.781]  We have a government, with Dyncor and Halliburton and others, that since the early 90s, Dyncor's been getting caught.
[01:56:36.781 --> 01:56:38.503]  They've changed their name, their base right here in Austin.
[01:56:39.324 --> 01:56:48.089]  Who run around literally kidnapping women and children, selling them into white slavery, sex rings, sweatshops.
[01:56:48.089 --> 01:56:50.330]  Folks, they take Europeans to Asia.
[01:56:50.330 --> 01:56:55.533]  You know, nobody seems to care about the image of brown people and slave, you know, tied, chained to sewing machines.
[01:56:55.533 --> 01:56:56.894]  But no, no, no, no, no.
[01:56:56.894 --> 01:56:58.755]  They take little ten-year-old white girls.
[01:56:58.755 --> 01:57:00.956]  Does that get you upset?
[01:57:00.956 --> 01:57:02.417]  And again, I'm not being racist here.
[01:57:02.417 --> 01:57:04.498]  I'm upset by everybody being slaves.
[01:57:04.498 --> 01:57:06.179]  But the point is, I mean, this is
[01:57:07.042 --> 01:57:10.704]  You're not going to hear Jesse Jackson whine about those white girls, though, are you?
[01:57:10.704 --> 01:57:16.646]  This is how Ora about little black kids being killed in pesticide tests, which we've covered, which has been in the mainstream news.
[01:57:16.646 --> 01:57:17.527]  But just a little blurb.
[01:57:17.527 --> 01:57:20.328]  You see?
[01:57:20.328 --> 01:57:27.751]  No, they'll talk about some gay guy that got beat up by some ne'er-do-wells, you know, and so let's ban free speech for this guy.
[01:57:27.751 --> 01:57:30.632]  They don't care about that guy who got, you know, beaten to death.
[01:57:30.632 --> 01:57:34.194]  They want to take everybody's free speech so we can't criticize Monsanto.
[01:57:34.194 --> 01:57:36.595]  So we can't go out and say 9-11's an inside job.
[01:57:38.470 --> 01:57:44.419]  I mean, do you feel safe when you've got an elite who is crazy?
[01:57:44.419 --> 01:57:46.823]  I see Bill Clinton on TV drinking Diet Coke.
[01:57:46.823 --> 01:57:48.125]  Everybody knows Aspartame is deadly.
[01:57:48.125 --> 01:57:48.526]  He drinks it.
[01:57:49.554 --> 01:57:56.818]  I know that the elites, the Rockefellers and Rothschilds, if you read about them in mainstream articles, are obsessed with organic food and their own water filters.
[01:57:56.818 --> 01:57:59.860]  They know, but it's only that very tip-top.
[01:57:59.860 --> 01:58:04.183]  Most of these CEOs, most of these even high-level people, they don't even see the big picture.
[01:58:04.183 --> 01:58:06.124]  It's a very small group that do.
[01:58:06.124 --> 01:58:08.586]  Maybe a thousand people on their end.
[01:58:08.586 --> 01:58:14.749]  There's now millions of us that see the big picture.
[01:58:14.749 --> 01:58:15.790]  And so I'm freaked out.
[01:58:16.616 --> 01:58:31.607]  I mean, this is hundreds of major studies, ladies and gentlemen, admitting that they have corn with pesticide, potatoes with new amino acids, most of the GMO brands, all toxic.
[01:58:31.607 --> 01:58:32.988]  It's just, it's in everything.
[01:58:32.988 --> 01:58:34.549]  I mean, they don't care!
[01:58:34.549 --> 01:58:35.489]  They're crazy!
[01:58:35.489 --> 01:58:39.132]  And they've got their kids eating it!
[01:58:39.853 --> 01:58:45.178]  These CEOs who are making $50 million, $100 million a year, their little kid goes and eats it too!
[01:58:45.178 --> 01:58:46.199]  I don't understand it!
[01:58:46.199 --> 01:58:48.581]  What is wrong with people?
[01:58:48.581 --> 01:58:59.191]  How does DynCorp and Halliburton run around kidnapping millions, that's the numbers, millions of people in the last 10 years alone, and nothing happens?
[01:59:00.658 --> 01:59:02.959]  Oh, man, we're in so much trouble, folks.
[01:59:02.959 --> 01:59:05.599]  We're in so much trouble.
[01:59:05.599 --> 01:59:07.340]  And that's just a few examples.
[01:59:07.340 --> 01:59:09.820]  TV stars, you know, torture people every episode.
[01:59:09.820 --> 01:59:12.661]  I mean, this is what we've turned into.
[01:59:12.661 --> 01:59:16.882]  If you would like a copy of this show, come to GCNlive.com and reserve it today.
[01:59:16.882 --> 01:59:17.742]  Or call toll-free 877-376-45.
[01:59:23.112 --> 01:59:26.333]  Are terrorist cells or prime terror targets located near you?
[01:59:26.333 --> 01:59:29.433]  Where are military bases and hazardous waste sites located?
[01:59:29.433 --> 01:59:35.995]  How do you find the best area for solar, average rainfalls, fish contamination advisories, and major transportation routes?
[01:59:35.995 --> 01:59:43.496]  In the new interactive CD book, Prudent Places USA, you will find the information you want with over 50 interactive parameters that you control.
[01:59:43.496 --> 01:59:47.477]  Find everything from housing prices and taxes to brewing environmental catastrophes.
[01:59:47.857 --> 01:59:54.258]  ...locate billion-dollar disaster-prone areas, the safest cities, ideal solar locations, and much, much more.
[01:59:54.258 --> 02:00:03.160]  ...counties in... ...high-resolution, full-color maps, and full-color photographs, as well as detailed information and analysis that you need.
[02:00:03.160 --> 02:00:13.302]  Get this hard-to-find information by ordering Fruit and Places USA now for only $29, plus shipping and handling, by calling New Millennium at 888-803-4438, or order on the web at berkeywater.com.
[02:00:21.670 --> 02:00:24.071]  Waging war on corruption.
[02:00:24.071 --> 02:00:33.293]  Alex Jones on the GCN Radio Network.
[02:00:33.293 --> 02:00:34.613]  Big Brother.
[02:00:34.613 --> 02:00:36.374]  Mainstream media.
[02:00:36.374 --> 02:00:38.154]  Government cover-ups.
[02:00:38.154 --> 02:00:39.695]  You want answers?
[02:00:39.695 --> 02:00:40.655]  Well, so does he.
[02:00:40.655 --> 02:00:45.456]  He's Alex Jones on the GCN Radio Network.
[02:00:45.456 --> 02:00:47.797]  And now, live from Austin, Texas,
[02:00:48.707 --> 02:00:50.108]  Alex Jones.
[02:00:50.108 --> 02:00:50.628]  All right.
[02:00:50.628 --> 02:00:59.811]  I'm going to get into the economy right now, and then we've got Marty Shacker coming up in five minutes, then Luke Wadowski on the attack on the First Amendment.
[02:00:59.811 --> 02:01:03.713]  It's all coming up, and when Luke's home, we'll even try to take some phone calls.
[02:01:03.713 --> 02:01:05.313]  I'm going to play the audio.
[02:01:05.313 --> 02:01:09.835]  Luke was able to get it to us without music over it, so it's a lot easier to hear.
[02:01:09.835 --> 02:01:17.218]  And you will hear the Silver Street security people in plain clothes, and I mean, these guys outdo, literally,
[02:01:17.788 --> 02:01:21.251]  You've got to see the video of it up on PrisonPlanet.com.
[02:01:21.251 --> 02:01:25.516]  Literally outdo people out of the Goodfellas.
[02:01:25.516 --> 02:01:31.141]  In fact, I'll check and make sure that's reposted on the main page, but Luke will be joining us.
[02:01:31.141 --> 02:01:34.244]  We will be playing that audio.
[02:01:34.244 --> 02:01:37.447]  As they call him a terrorist and say he's got a bomb.
[02:01:37.447 --> 02:01:38.108]  That's a bomb!
[02:01:38.108 --> 02:01:41.071]  He's got a bomb!
[02:01:41.071 --> 02:01:42.152]  So illegal.
[02:01:43.388 --> 02:01:46.010]  In fact, I ought to go pull Patriot Act 1.
[02:01:46.010 --> 02:01:59.839]  It's got, memory serves, $100,000 fine, 10 years in prison for claiming there is a bomb when there's not a bomb, or making a false report.
[02:01:59.839 --> 02:02:02.181]  By the way, that is terrorism.
[02:02:02.181 --> 02:02:13.048]  When you say somebody's got a bomb, and Luke's so polite to them, Luke's so polite, they walk over, and he goes, take that camera off me, and Luke goes,
[02:02:13.953 --> 02:02:18.239]  Because no, I don't mean any disrespect, I'm just videotaping here.
[02:02:18.239 --> 02:02:23.787]  Why are you... And the guy's so dumb, he thinks, he goes, why are you disrespecting me?
[02:02:23.787 --> 02:02:27.513]  Man, I'm just telling you, I don't think I can handle any more mafia types.
[02:02:28.721 --> 02:02:31.303]  Sticking their fat nose in my life, man, and other people's.
[02:02:31.303 --> 02:02:34.145]  I'm just so sick of you people thinking you can push us around.
[02:02:34.145 --> 02:02:35.305]  All we want is freedom.
[02:02:35.305 --> 02:02:40.969]  All we want to do is live our lives without you like a bunch of fat hogs sitting on top of us, sucking off on us.
[02:02:40.969 --> 02:02:45.252]  We have to worship you through the culture and the television when you're a bunch of greasy filth.
[02:02:45.252 --> 02:02:49.695]  Alright, reconnect with me.
[02:02:49.695 --> 02:02:50.655]  My SDN's down.
[02:02:50.655 --> 02:02:51.196]  We'll be right back.
[02:03:12.185 --> 02:03:38.892]  I'll be up at the gates of hell But I won't back down No, I'll stand my ground Won't be turned around And I'll keep this world from dragging me down Gonna stand my ground And I won't back down
[02:03:42.723 --> 02:03:43.203]  We're good.
[02:04:16.077 --> 02:04:19.900]  All right.
[02:04:19.900 --> 02:04:22.081]  Connection with me in Minnesota.
[02:04:22.081 --> 02:04:22.441]  Good.
[02:04:22.441 --> 02:04:24.382]  The torture of everything.
[02:04:24.382 --> 02:04:32.927]  Uh, I just, uh... I don't even know what I was talking about there earlier before that happened.
[02:04:32.927 --> 02:04:40.272]  Oh, by the way, some idiot, last time I called some corrupt mafia person a greasy piece of filth, they go, why don't you like Italians?
[02:04:42.248 --> 02:04:45.270]  I don't have anything against Italians, you idiot!
[02:04:45.270 --> 02:04:50.013]  I call anybody who's corrupt oily and greasy in a dirt bag.
[02:04:50.013 --> 02:05:02.581]  But again, everyone's conditioned in the double-think Soviet America that any time you talk about corruption to bring in race or ethnicity or sexual preference as some way to neutralize the debate.
[02:05:02.581 --> 02:05:08.905]  It's like when I caught black guys getting paid off to give a false testimony before the Texas Legislature.
[02:05:08.905 --> 02:05:11.307]  And the paper called me and said, those are black men, are you racist?
[02:05:11.952 --> 02:05:14.133]  And they said, if they were white, would you have reported this?
[02:05:14.133 --> 02:05:15.974]  And I said, what?
[02:05:15.974 --> 02:05:22.117]  I'm saying, cops acting like gangsters are dirtbag greaseballs.
[02:05:22.117 --> 02:05:23.417]  Okay?
[02:05:23.417 --> 02:05:26.659]  Because the mafia, they want to tie it into some Italian connection.
[02:05:26.659 --> 02:05:27.479]  You're the racist!
