[00:00.000 --> 00:11.000]  Defending the Republic from enemies, foreign, and domestic, it's Alex Jones.
[1:54:51.000 --> 1:54:56.000]  You've got to be locked down in the fall and spring. Oh, but don't worry. The drones will take care of you.
[1:54:56.000 --> 1:55:03.000]  Ever wondered how they have robots take over? It's obvious robots. They're going to use robots and they are now.
[1:55:03.000 --> 1:55:15.000]  Yes. And I believe that President Trump should, if he's not able to continue his rallies, I think he should go to the American people via television like President Reagan did back in the 80s.
[1:55:15.000 --> 1:55:27.000]  I agree. He's got to do it every night. He's got to because now they're already starting to not cover his already have the networks and MPR are not carrying his deals.
[1:55:27.000 --> 1:55:34.000]  And so the order is going out. So he's going to have to now start holding Oval Office events, fireside chats. I appreciate your call. God bless you, Bruce.
[1:55:34.000 --> 1:55:41.000]  Unless you folks love Q all day, you become Q and go out and do real stuff and not fantasy land and it'll be great.
[1:55:41.000 --> 1:55:49.000]  OK, let's see. I noticed it's like buying lottery tickets. The more you buy them, the more you buy them because you want to win. It's like gambling.
[1:55:49.000 --> 1:56:02.000]  Gamble on real issues. Gamble on freedom and you won't lose. Don't gamble on. Well, Q's always wrong. So let me now believe it's even more real because someday I'll be proven right.
[1:56:02.000 --> 1:56:10.000]  Holy Toledo. Who's up next here? Stephanie in California. Thanks for holding. Welcome.
[1:56:10.000 --> 1:56:18.000]  Hi, Alex. Don't give up. We don't want you to give up. Oh, sweetheart. I'm never going to give up. Go ahead.
[1:56:18.000 --> 1:56:24.000]  OK, I really do agree. Everyone should be on zinc so we don't have a second wave hitting us.
[1:56:24.000 --> 1:56:32.000]  This economy is a time bomb. If people look back, we are deficit was climbing before the virus.
[1:56:32.000 --> 1:56:43.000]  Trump is already talking about a second stimulus. This is going to cost us a minimum of $5 trillion. So all this printing is going to cause inflation.
[1:56:43.000 --> 1:56:48.000]  And then at the same time, we're going to have higher taxes because we cannot get ahead of a debt like this.
[1:56:48.000 --> 1:56:56.000]  Even if the economy goes back to where it was and it's not going to boom right away, people are going to hold on to their stimulus money.
[1:56:56.000 --> 1:57:02.000]  They're going to pay off their bills and they're going to hold on to that money and not put it back into the economy.
[1:57:02.000 --> 1:57:06.000]  And that is why Trump is talking already about a second stimulus.
[1:57:06.000 --> 1:57:13.000]  Well, that's right. And people go, oh, it's going to cause inflation. I've looked at the numbers. We're going into a depression.
[1:57:13.000 --> 1:57:19.000]  He could create $50 trillion and it might not happen because they're killing the real economy.
[1:57:19.000 --> 1:57:28.000]  And so we're under attack. We're under globalist attack. And it's just insane.
[1:57:28.000 --> 1:57:32.000]  But there is a real fight. There are good people in the government, corporations and private life and it's you.
[1:57:32.000 --> 1:57:35.000]  Look in the mirror. You're the answer. Anything else, Stephanie?
[1:57:35.000 --> 1:57:41.000]  We just have to get back to work. Everybody get on zinc, get back to work because the financial time bomb is the real threat.
[1:57:41.000 --> 1:57:45.000]  That's right. In vitamin D and vitamin C.
[1:57:45.000 --> 1:57:52.000]  One of our best selling products is living defense and it's been sold out for over four months because it's hard to source the ingredients that are organic.
[1:57:52.000 --> 1:57:55.000]  We've got a limited supply right now, but it's selling out fast.
[1:57:55.000 --> 1:57:58.000]  And I want those of you that haven't experienced living defense to get it for yourself.
[1:57:58.000 --> 1:58:00.000]  Here's just part of one testimonial.
[1:58:00.000 --> 1:58:06.000]  I looked in January 2016. I went in the hospital. I went in the VA hospital out here in Boyce and I was in there until June.
[1:58:06.000 --> 1:58:12.000]  And one of the only things that got me through that ordeal was listening to info wars three hours a day.
[1:58:12.000 --> 1:58:16.000]  And I kept hearing Dr. Group and all you guys talking about living defense.
[1:58:16.000 --> 1:58:22.000]  Let me tell you something, man. I had an internal digestive problem and I was something with it for about five or six years.
[1:58:22.000 --> 1:58:25.000]  And the doctors, they tried every test. Nobody could figure out what it is.
[1:58:25.000 --> 1:58:29.000]  And then every day when I kept hearing you and Dr. Group and those commercials, I said, you know what?
[1:58:29.000 --> 1:58:31.000]  I'm going to get me some of that freaking living defense.
[1:58:31.000 --> 1:58:34.000]  Now, I wasn't supposed to have any nutritionals because they don't want you to have that stuff.
[1:58:34.000 --> 1:58:38.000]  But I ordered it, had it shipped to me. I got it. I hid it from the nurses.
[1:58:38.000 --> 1:58:42.000]  I started taking it, man. That stuff changed my life. It saved my life.
[1:58:42.000 --> 1:58:46.000]  Alex Jones and info wars saved my life.
[1:58:46.000 --> 1:58:51.000]  Info wars life is bringing you a breakthrough in modern medicine, introducing pollen block.
[1:58:51.000 --> 1:58:57.000]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including
[1:58:57.000 --> 1:59:03.000]  promoting clear nasal and sinus passageways, eye comfort and respiratory function.
[1:59:03.000 --> 1:59:09.000]  In the 1960s, researchers in France noticed that people who ate certain quail eggs
[1:59:09.000 --> 1:59:13.000]  experienced less seasonal immune and inflammatory responses.
[1:59:13.000 --> 1:59:19.000]  They began studying this effect in published trials and decades later, we now have the fruit of this research,
[1:59:19.000 --> 1:59:24.000]  a fast acting, chewable tablet that helps alleviate seasonal distress symptoms.
[1:59:24.000 --> 1:59:28.000]  Pollen block is natural and effective. It is not an antihistamine.
[1:59:28.000 --> 1:59:33.000]  In fact, current research has found that it actually acts by blocking the activity of triptase,
[1:59:33.000 --> 1:59:38.000]  which is an enzyme that amplifies immune and inflammatory responses in the body.
[1:59:38.000 --> 1:59:41.000]  Go outside and enjoy the air you breathe.
[1:59:41.000 --> 1:59:59.000]  Head to infowarslife.com and grab a pack of our pollen block chewable tablets.
[1:59:59.000 --> 2:00:14.000]  From Austin, Texas, broadcasting worldwide, it's Alex Jones.
[2:00:14.000 --> 2:00:30.000]  Thank you for watching.
[2:00:45.000 --> 2:00:49.000]  What about just the real male energy is just straight on?
[2:00:49.000 --> 2:00:57.000]  How about that for a change? Like a foundation? Like big old giant redwoods, strong.
[2:00:57.000 --> 2:01:03.000]  You know what it stands for? It ain't playing games. It's just there.
[2:01:03.000 --> 2:01:07.000]  That's what you put your trust in, not in murky water.
[2:01:07.000 --> 2:01:14.000]  Get a jump off 100 foot rocks in Hawaii. You want to jump off into that crystal clear water
[2:01:14.000 --> 2:01:17.000]  where you can see down to the bottom, see those fish swimming.
[2:01:17.000 --> 2:01:21.000]  You don't jump off that muddy thing with a bunch of twigs sticking out.
[2:01:21.000 --> 2:01:27.000]  You're going to break your legs. You're going to break your neck.
[2:01:27.000 --> 2:01:30.000]  Let's go ahead and take some calls.
[2:01:30.000 --> 2:01:34.000]  Talk to Jenny in Ohio. Jenny, thanks for holding her on the air.
[2:01:34.000 --> 2:01:41.000]  Hi, Alex. I just wanted to thank you for your courage and always speaking out about
[2:01:41.000 --> 2:01:43.000]  both sides of the issue.
[2:01:43.000 --> 2:01:47.000]  Let me tell you a secret. When you get into this as deep as I am,
[2:01:47.000 --> 2:01:51.000]  they're going to set me up and put me in prison and kill me if we don't win.
[2:01:51.000 --> 2:01:55.000]  So believe me, don't thank me. We're in a total war, ma'am. Go ahead.
[2:01:55.000 --> 2:01:57.000]  It's true. It's true.
[2:01:57.000 --> 2:02:06.000]  First off, I was just wondering if you had any advice or thoughts on, say they do have a mandatory vaccine
[2:02:06.000 --> 2:02:12.000]  in relation to this whole COVID thing and there's a potential potentiality that it could be a repeating,
[2:02:12.000 --> 2:02:18.000]  yearly lockdown and that was at ID 2020 with microchips and digital tattoos.
[2:02:18.000 --> 2:02:25.000]  They want to put in these vaccines. And just if there's any way you can think to sort of resist that.
[2:02:25.000 --> 2:02:27.000]  Well, I mean, it's just everything you can imagine.
[2:02:27.000 --> 2:02:32.000]  Thomas Jefferson was asked, I remember I think it was the Virginia Commonwealth.
[2:02:32.000 --> 2:02:36.000]  It was in a letter and they said, what is the level to which tyranny would invent itself?
[2:02:36.000 --> 2:02:39.000]  And he said, my dear fellows, it is the level that you will accept.
[2:02:39.000 --> 2:02:46.000]  There's no end to the rapacious, repine of the psychotic minds, of these evil minds,
[2:02:46.000 --> 2:02:51.000]  of these wicked brains that just seek power over reality and the overthrow reality
[2:02:51.000 --> 2:02:56.000]  and twist it around in forms that make them feel good. They're vandals, they're vagabonds,
[2:02:56.000 --> 2:02:59.000]  they're droogies, they're dum-dums, they're boobies.
[2:02:59.000 --> 2:03:02.000]  And so that's what they are.
[2:03:02.000 --> 2:03:06.000]  They're French Revolution, overthrow reality, kill the family.
[2:03:06.000 --> 2:03:08.000]  And so, yes, it's all announced.
[2:03:08.000 --> 2:03:12.000]  World government, end of the family, robots controlling you, forced sterilization, digital tattoos.
[2:03:12.000 --> 2:03:17.000]  It's all official now, isn't it? World government to save us.
[2:03:17.000 --> 2:03:20.000]  Yeah, you know, I agree.
[2:03:20.000 --> 2:03:24.000]  But you know, I'm the bad guy, Q says, because I was the first to expose it on a mass scale.
[2:03:24.000 --> 2:03:27.000]  Don't trust me, because I'm all out here in the open.
[2:03:27.000 --> 2:03:30.000]  Just trust that muddy water. Just jump right on in.
[2:03:30.000 --> 2:03:33.000]  Don't trust that crystal clear water.
[2:03:33.000 --> 2:03:39.000]  Right. You know, and just in relation to even 5G, you know, I was just thinking,
[2:03:39.000 --> 2:03:42.000]  you know, in combination with everything else that's going on,
[2:03:42.000 --> 2:03:46.000]  if there is a relationship between 5G and the virus and or the vaccine.
[2:03:46.000 --> 2:03:51.000]  Well, ma'am, everyone comes to me on the street. The number one thing they say.
[2:03:51.000 --> 2:03:53.000]  I'm going to hold you over, because I've been interrupting.
[2:03:53.000 --> 2:03:56.000]  I want you to bring that back when we come back.
[2:03:56.000 --> 2:04:01.000]  Everyone that comes up and talks to me now, I mean, it's everyone.
[2:04:01.000 --> 2:04:04.000]  It's my wife. It's my mother. It's my dad.
[2:04:04.000 --> 2:04:06.000]  I go to the grocery store.
[2:04:06.000 --> 2:04:11.000]  When I say everyone, almost everyone that talks to me says, it's a 5G.
[2:04:11.000 --> 2:04:13.000]  It's what's killing us. It's what activates it.
[2:04:13.000 --> 2:04:17.000]  And I go, where'd you hear that? They go, I didn't hear that. I just know it.
[2:04:17.000 --> 2:04:21.000]  I'm like, well, there's actually big studies that it actually lowers the immunity massively
[2:04:21.000 --> 2:04:24.000]  and helps viruses go across the cell barrier.
[2:04:24.000 --> 2:04:26.000]  Just type in 5G lowers immunity.
[2:04:26.000 --> 2:04:29.000]  Now, all the fake stuff's pushed the top. Oh, it's loving. Oh, it helps you.
[2:04:29.000 --> 2:04:33.000]  No, no, you've got major studies that it gives you cancer. Everything else, it all does.
[2:04:33.000 --> 2:04:36.000]  But absolutely, man, let's come back to that.
[2:04:36.000 --> 2:04:40.000]  All of this, not having vitamins and minerals, not having sunlight,
[2:04:40.000 --> 2:04:45.000]  all of the genetic engineering going on, they're manufacturing the artificial world
[2:04:45.000 --> 2:04:48.000]  where it's impossible for us to even live and operate.
[2:04:48.000 --> 2:04:52.000]  Just like before this all started in December, we kept putting up the image of the space man on Earth
[2:04:52.000 --> 2:04:55.000]  because he can't live in his own environment.
[2:04:55.000 --> 2:05:00.000]  The ultimate turmeric and inflammatory support product on the market,
[2:05:00.000 --> 2:05:05.000]  bodies, is available at 40% off at the InfoWars store.
[2:05:05.000 --> 2:05:10.000]  Using pure turmeric extract, plus peppering from black pepper,
[2:05:10.000 --> 2:05:18.000]  bodies makes for optimal formula absorption to help boost and support your flexibility, mobility, joint function,
[2:05:18.000 --> 2:05:21.000]  immune system, and so much more.
[2:05:21.000 --> 2:05:28.000]  Truly utilizing its potential, bodies contains over 95% of the active ingredients in turmeric.
[2:05:28.000 --> 2:05:31.000]  And with five other organic herbs and extracts,
[2:05:31.000 --> 2:05:36.000]  bodies is a synergistic powerhouse of full body support.
[2:05:36.000 --> 2:05:41.000]  We worked hard to create a formula that takes advantage of the power of turmeric.
[2:05:41.000 --> 2:05:46.000]  Check out bodies today for 40% off at infowarstore.com
[2:05:46.000 --> 2:06:08.000]  and see what this time-tested ingredient can add to your daily routine.
[2:06:08.000 --> 2:06:18.000]  From the front lines of the information war, it's Alex Jones.
[2:06:18.000 --> 2:06:21.000]  All right, Jenny, some stations are just now joining us in Ohio.
[2:06:21.000 --> 2:06:26.000]  Why don't you bring back up your point about 5G medical tyranny vaccines and...
[2:06:26.000 --> 2:06:28.000]  Go ahead, Jenny.
[2:06:28.000 --> 2:06:30.000]  Yeah, thank you so much.
[2:06:30.000 --> 2:06:36.000]  So I was just concerned about the relationship that obviously 5G has to our immune system
[2:06:36.000 --> 2:06:41.000]  and even just immune systems in general are under attack right now.
[2:06:41.000 --> 2:06:46.000]  Like, I was even diagnosed with an autoimmune disease, but after eating organic,
[2:06:46.000 --> 2:06:52.000]  like giving some EMS protection and just trying to stay healthy, I've got rid of all my symptoms.
[2:06:52.000 --> 2:06:56.000]  Oh, all the major rich people now are refusing to live in the cities
[2:06:56.000 --> 2:07:02.000]  and they're moving out to rural areas with no 5G, no 4G, and suddenly everybody just gets healthy.
[2:07:02.000 --> 2:07:03.000]  Right.
[2:07:03.000 --> 2:07:09.000]  You know, it's obviously, you know, a manufactured kind of illness there.
[2:07:09.000 --> 2:07:15.000]  Ma'am, mainline studies say men having fertility problems should not have a cell phone in their pocket.
[2:07:15.000 --> 2:07:21.000]  It rattles DNA, it separates them, it causes mutations, deformities, and kills sperm.
[2:07:21.000 --> 2:07:23.000]  Right.
[2:07:23.000 --> 2:07:30.000]  Stay at studies 20 years ago that a cell phone up against the head for 5 minutes raises the brain temperature one degree.
[2:07:30.000 --> 2:07:31.000]  Right.
[2:07:31.000 --> 2:07:33.000]  Looking your brain.
[2:07:33.000 --> 2:07:39.000]  And Google hides all that now because they are scum of the earth.
[2:07:39.000 --> 2:07:40.000]  Yeah, you're right.
[2:07:40.000 --> 2:07:44.000]  You know, it's changed my life, you know, 100% and, you know, for the better.
[2:07:44.000 --> 2:07:54.000]  And I was even thinking about how recently the federal, you know, they had a federal ruling that they weren't sure if vaccines did cause autism.
[2:07:54.000 --> 2:08:07.000]  And I was thinking that, you know, some people maybe who can't quote unquote get vaccines could be autoimmune, could be maybe they have some preexisting condition, maybe, you know, on the autism spectrum, perhaps, you know, so.
[2:08:07.000 --> 2:08:13.000]  Well ma'am, everybody's bringing this up that the GMO genetically drifts into human DNA.
[2:08:13.000 --> 2:08:17.000]  The chemicals, all of it is just frying the brain.
[2:08:17.000 --> 2:08:24.000]  And then T.D.'s mesmerized children put them in a dream state, so they begin to not be able to operate basically at a human level.
[2:08:24.000 --> 2:08:25.000]  They're being turned into machines.
[2:08:25.000 --> 2:08:28.000]  They're being given ash burgers as a name for it.
[2:08:28.000 --> 2:08:30.000]  But you're absolutely right.
[2:08:30.000 --> 2:08:32.000]  And the answer is realize it's killing us.
[2:08:32.000 --> 2:08:33.000]  Everyone knows it's killing us.
[2:08:33.000 --> 2:08:34.000]  It's being done by design.
[2:08:34.000 --> 2:08:36.000]  God bless you.
[2:08:36.000 --> 2:08:38.000]  So that's a horrible view of things.
[2:08:38.000 --> 2:08:39.000]  Let's just be positive.
[2:08:39.000 --> 2:08:40.000]  It's a fact.
[2:08:40.000 --> 2:08:46.000]  It's positive that if somebody starts mugging you and is beating the snot out of you, if you can't get away.
[2:08:46.000 --> 2:08:50.000]  Just go ahead and open a can of whoop ass and grab them by the neck slam on the ground.
[2:08:50.000 --> 2:08:52.000]  Bash the brains out.
[2:08:52.000 --> 2:08:55.000]  Actually, if you try that, you probably could do it.
[2:08:55.000 --> 2:08:58.000]  Well, we can do a lot of other stuff too.
[2:08:58.000 --> 2:09:05.000]  You just got to decide to psychological warfare and get loud and get aggressive and just get active.
[2:09:05.000 --> 2:09:10.000]  And they're hiding their damn cell towers now and everything else because they're killing us with them.
[2:09:10.000 --> 2:09:13.000]  It's a de-population program.
[2:09:13.000 --> 2:09:23.000]  And the globalists like Bill Gates are all living in the countryside now and they'll jet into an area and jet out.
[2:09:23.000 --> 2:09:25.000]  They're killing you and your family.
[2:09:25.000 --> 2:09:27.000]  They love it.
[2:09:27.000 --> 2:09:29.000]  Here's a microcosm.
[2:09:29.000 --> 2:09:33.000]  I saw an MSNBC eight minute piece about the prescient.
[2:09:33.000 --> 2:09:34.000]  It's on the sheet.
[2:09:34.000 --> 2:09:36.000]  Maybe we'll roll some b-roll on it.
[2:09:36.000 --> 2:09:42.000]  The prescient Bill Gates and how he's telling Trump clothes things for 10 weeks at least and how Bill Gates loves us and he's a genius.
[2:09:42.000 --> 2:09:44.000]  He just loves humanity.
[2:09:44.000 --> 2:09:49.000]  Nothing hangs out, runs secret eugenics operations or his dad ran Planned Parenthood or he wants to de-populate the planet.
[2:09:49.000 --> 2:09:51.000]  All these admissions.
[2:09:51.000 --> 2:09:54.000]  Or he wants forced inoculations and de-populate his own words.
[2:09:54.000 --> 2:09:55.000]  Or he wants to kill old people.
[2:09:55.000 --> 2:09:57.000]  All these are real things.
[2:09:57.000 --> 2:10:08.000]  They don't tell you that his names on the network that was the MSNBC, MS, means Microsoft,
[2:10:08.000 --> 2:10:14.000]  they founded it, they run it, they still have controlling interest in it through the sub companies, through his foundation.
[2:10:14.000 --> 2:10:20.000]  He's a philanthropist, which means he doesn't pay taxes to leverage his war on you.
[2:10:20.000 --> 2:10:29.000]  And by the way, his wife said five years ago in Germany, she said, the people saying we're running a plan that he populate are going to get people killed.
[2:10:29.000 --> 2:10:30.000]  And you're going to die.
[2:10:30.000 --> 2:10:31.000]  It was a threat.
[2:10:31.000 --> 2:10:42.000]  And he's now produced just the last year six shows, five new shows that I've seen one fiction attacking yours truly and many of them by name.
[2:10:42.000 --> 2:10:44.000]  Now, I'm not going, hey, look, Bill Gates is talking about me.
[2:10:44.000 --> 2:10:49.000]  I'm saying, hey, I'm in the dragon's lair and I'm not getting eaten any moment, but I'm a winner.
[2:10:49.000 --> 2:10:52.000]  Don't think of the dragon spits the bones out.
[2:10:52.000 --> 2:10:55.000]  That, uh, or flame broils me that I'm a loser.
[2:10:55.000 --> 2:10:59.000]  I chose to do this, but let's let's do something here.
[2:10:59.000 --> 2:11:01.000]  But the dragon's got his eye right on me.
[2:11:01.000 --> 2:11:04.000]  And it's just like, you know what the devil looks like?
[2:11:04.000 --> 2:11:06.000]  It's called Bill Gates.
[2:11:06.000 --> 2:11:09.000]  Guaranteed the antichrist rises anytime soon.
[2:11:09.000 --> 2:11:11.000]  They'll be right into the antichrist.
[2:11:11.000 --> 2:11:12.000]  Make no mistake.
[2:11:12.000 --> 2:11:15.000]  The real deal.
[2:11:15.000 --> 2:11:17.000]  That man will hurt you and his hurting you.
[2:11:17.000 --> 2:11:23.000]  Chief science officer of the new world order.
[2:11:23.000 --> 2:11:24.000]  Let's talk about 5G.
[2:11:24.000 --> 2:11:26.000]  Um, there.
[2:11:26.000 --> 2:11:28.000]  Michelle in Colorado, another 5G caller.
[2:11:28.000 --> 2:11:32.000]  Go ahead.
[2:11:32.000 --> 2:11:33.000]  Michael, I'm sorry.
[2:11:33.000 --> 2:11:34.000]  I'm waiting from a distance.
[2:11:34.000 --> 2:11:35.000]  Go ahead.
[2:11:35.000 --> 2:11:36.000]  No worries.
[2:11:36.000 --> 2:11:38.000]  Um, you know, I'm positive.
[2:11:38.000 --> 2:11:49.000]  No, you know, I've listened to you for years, you know, and, and just the zinc and the vitamin C recommendations, you know, just a simple basic daily dose.
[2:11:49.000 --> 2:11:50.000]  I own a small business.
[2:11:50.000 --> 2:11:53.000]  So I'm still out, you know, a service company.
[2:11:53.000 --> 2:11:55.000]  I'm still out and about taking care of emergencies.
[2:11:55.000 --> 2:11:58.000]  No, he calls no, no hot water.
[2:11:58.000 --> 2:12:08.000]  And, you know, just, just doing that, taking the bank and a daily dose of vitamin C is, I mean, I feel better now than I did before thing virus.
[2:12:08.000 --> 2:12:18.000]  But, you know, in, in step with what the last caller was saying, you know, I don't know, it just kind of seems like they're going to use this to push the 5G.
[2:12:18.000 --> 2:12:19.000]  I mean, completely.
[2:12:19.000 --> 2:12:21.000]  I mean, right now you've got it in the big cities and stuff.
[2:12:21.000 --> 2:12:24.000]  I live in a small rural area.
[2:12:24.000 --> 2:12:28.000]  And I just, uh, I think they're going to use it to push it out.
[2:12:28.000 --> 2:12:34.000]  They're going to say that, you know, the old LTE system can't handle the load because everybody's at home.
[2:12:34.000 --> 2:12:37.000]  So now we've got to push this whole 5G.
[2:12:37.000 --> 2:12:40.000]  Yeah, it's all about you working from home and then being made obsolete.
[2:12:40.000 --> 2:12:42.000]  This, this is making us stay in our homes.
[2:12:42.000 --> 2:12:47.000]  It's called being prisoners, but it's for our safety.
[2:12:47.000 --> 2:12:48.000]  Yeah.
[2:12:48.000 --> 2:12:49.000]  Yeah.
[2:12:49.000 --> 2:12:57.000]  You know, that's, yeah, it kind of goes into the next thing too, that I was wanting to mention is, you know, if this really is what their plan is, and this is the beginning.
[2:12:57.000 --> 2:12:58.000]  It's all official.
[2:12:58.000 --> 2:13:00.000]  They all admit this.
[2:13:00.000 --> 2:13:01.000]  Yeah.
[2:13:01.000 --> 2:13:03.000]  Sterilize you with 5G and then 6G.
[2:13:03.000 --> 2:13:05.000]  Wuhan's already got 6G going in.
[2:13:05.000 --> 2:13:07.000]  Lock up your houses and everything they want.
[2:13:07.000 --> 2:13:08.000]  Get everybody desperate.
[2:13:08.000 --> 2:13:10.000]  Get everybody scared of bio attacks in the future.
[2:13:10.000 --> 2:13:16.000]  They'll be killing people for running past checkpoints just like in China and the media will worship it.
[2:13:16.000 --> 2:13:18.000]  Yeah, wouldn't surprise me.
[2:13:18.000 --> 2:13:29.000]  Well, like you said, they, you know, as far as what they've started, they kind of already set up that, you know, they, they can't let out, you know, we've had a small taste of what a crisis could look like.
[2:13:29.000 --> 2:13:37.000]  And if there was preppers before, if they let their finger up a little bit, you know, we're not going to get caught with our pants kind of getting like that.
[2:13:37.000 --> 2:13:40.000]  There's this, that's just going to make people prep even more.
[2:13:40.000 --> 2:13:42.000]  And, you know, this, it just kind of.
[2:13:42.000 --> 2:13:43.000]  Exactly.
[2:13:43.000 --> 2:13:44.000]  This is it.
[2:13:44.000 --> 2:13:45.000]  Life will never be the same.
[2:13:45.000 --> 2:13:46.000]  They're telling you that.
[2:13:46.000 --> 2:13:51.000]  We're now in the new world order in the AI takeover in the robot genetic engineering clone world.
[2:13:51.000 --> 2:13:54.000]  I mean, we're in, we're in 2020, baby.
[2:13:54.000 --> 2:14:00.000]  And now that secret world they've been building under the surface is now going to emerge.
[2:14:00.000 --> 2:14:04.000]  And it's all because the elite want life extension technologies.
[2:14:04.000 --> 2:14:08.000]  And, and, and they believe that they have to get rid of us to save the earth.
[2:14:08.000 --> 2:14:13.000]  That's what the transmission, seriously, they get a spiritual transmission.
[2:14:13.000 --> 2:14:18.000]  They have to kill everybody, then they'll be given an advanced knowledge for the immortality.
[2:14:18.000 --> 2:14:20.000]  It's the oldest trick in the book.
[2:14:20.000 --> 2:14:21.000]  Yeah.
[2:14:21.000 --> 2:14:23.000]  No, I don't think they can do it with the U.S.
[2:14:23.000 --> 2:14:25.000]  We're a lot stronger than.
[2:14:25.000 --> 2:14:34.000]  And by the way, brother, you understand it's admitted by Elon Musk and all these guys that the elites now believe they're getting interdimensional communications on how to build all this.
[2:14:34.000 --> 2:14:36.000]  You go to Silicon Valley, none of them are atheists.
[2:14:36.000 --> 2:14:40.000]  They don't believe they're doing rituals to talk to demons.
[2:14:40.000 --> 2:14:47.000]  They call them aliens and Silicon Valley is a alien contact cult.
[2:14:47.000 --> 2:14:50.000]  But it doesn't come with flying saucers landing.
[2:14:50.000 --> 2:14:53.000]  I use the cheesy analogy of that stupid, goofy film Pacific Rim.
[2:14:53.000 --> 2:14:55.000]  They get big and aliens would arrive, you know, from outer space.
[2:14:55.000 --> 2:14:59.000]  No, it came from a rift, you know, in the Earth's crust from another dimension.
[2:14:59.000 --> 2:15:00.000]  That's what's going on.
[2:15:00.000 --> 2:15:03.000]  And you can say it's some psychotic program in their brains.
[2:15:03.000 --> 2:15:04.000]  Where did that come from?
[2:15:04.000 --> 2:15:07.000]  All I'm telling you is they believe they're going to live forever.
[2:15:07.000 --> 2:15:10.000]  They're all totally enslaved. They're all on all sorts of weird drugs.
[2:15:10.000 --> 2:15:12.000]  They're all doing crazy stuff to themselves.
[2:15:12.000 --> 2:15:18.000]  And they believe, like the railroad going west, that Native Americans will just be killed or overrun or assimilated.
[2:15:18.000 --> 2:15:20.000]  They just see this as we're taking over.
[2:15:20.000 --> 2:15:22.000]  This is the next level.
[2:15:22.000 --> 2:15:30.000]  And the plans they've been given by the they call the Clockwork Elves, they actually built.
[2:15:30.000 --> 2:15:33.000]  But we already had that divine understanding.
[2:15:33.000 --> 2:15:36.000]  We're just given a twisted satanic version.
[2:15:36.000 --> 2:15:40.000]  No, this sounds all crazy. It's not what I believe. It's what they believe.
[2:15:40.000 --> 2:15:41.000]  Thank you, Michael.
[2:15:41.000 --> 2:15:43.000]  They're coming to kill you and your family.
[2:15:43.000 --> 2:15:48.000]  They must kill you in a blood sacrifice, but torture you first slowly, suck everything out of you,
[2:15:48.000 --> 2:15:50.000]  and then take your soul to be lived forever.
[2:15:50.000 --> 2:16:17.000]  Of course, they'll get nothing but hell.
[2:16:21.000 --> 2:16:28.000]  They'll immerse you into a 30 day program to replace your old habits with new habits and totally change your life.
[2:16:28.000 --> 2:16:33.000]  And if you have PPO, private health insurance, the entire program may be covered.
[2:16:33.000 --> 2:16:37.000]  Fix your problem right now before it gets any worse. Get clean.
[2:16:37.000 --> 2:16:53.000]  Call now and learn more, 800-506-6740-800-506-6740. That's 800-506-6740.
[2:16:53.000 --> 2:16:58.000]  Fellow Patriots, my name is Todd Savage, founder of Black Rifle Real Estate dot com.
[2:16:58.000 --> 2:17:04.000]  Like you, I was a prisoner of the out left sanctuary state until one day I chose to lead my family to freedom.
[2:17:04.000 --> 2:17:09.000]  Today we live on a sustainable 20 acre homestead where we shoot, hunt, garden, and homeschool our children
[2:17:09.000 --> 2:17:12.000]  without the tyranny of the nanny state looking over us.
[2:17:12.000 --> 2:17:17.000]  If you're ready to flee the city to the freedom of Idaho or Montana, our Black Rifle Real Estate team is here to help.
[2:17:17.000 --> 2:17:34.000]  Go to BlackRifleRealEstate.com. That's BlackRifleRealEstate.com.
[2:17:47.000 --> 2:17:58.000]  I just want to finish by saying your reputation is amazing. I will not let you down.
[2:17:58.000 --> 2:18:03.000]  You will be very, very impressed, I hope. You'll be looking at me in a year or two years.
[2:18:03.000 --> 2:18:06.000]  Let's give me a little bit of time to run things.
[2:18:06.000 --> 2:18:10.000]  But a year into office you'll be saying, wow, I remember that interview.
[2:18:10.000 --> 2:18:14.000]  He said he was going to do it and he did a great job. You'll be very proud of our country.
[2:18:14.000 --> 2:18:22.000]  Four years ago, then billionaire businessman Donald Trump pledged himself to info wars in our audience
[2:18:22.000 --> 2:18:29.000]  that he would not let us down, that he would take the globalist on, and that we would be very pleased with what he did.
[2:18:29.000 --> 2:18:38.000]  We are pleased with President Trump. He has proven that he's the real deal and has taken the globalist on at a level never before seen.
[2:18:38.000 --> 2:18:45.000]  But now they're striking back at President Trump and the people using the invisible weapon of fear, the coronavirus.
[2:18:45.000 --> 2:18:54.000]  Yes, we should meet the virus head on. Yes, we should save as many people as possible, but not at the expense of our hard-fought liberties and freedoms.
[2:18:54.000 --> 2:19:04.000]  You have to look really hard at mainstream television news and print media and mainstream establishment media news sites to find it.
[2:19:04.000 --> 2:19:11.000]  I did extensive searches online with different search engines. I did a bunch of research looking at different TV archives,
[2:19:11.000 --> 2:19:21.000]  and I couldn't find hardly anything except a couple local news stories with medical doctors on there talking about zinc, zinc, zinc,
[2:19:21.000 --> 2:19:26.000]  the element on the periodic table that is essential to life.
[2:19:26.000 --> 2:19:36.000]  And that is the most antiviral natural compound out there in thousands and thousands of studies by the most prestigious universities,
