[00:00.000 --> 00:24.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN radio network.
[01:03:32.800 --> 01:03:37.560]  and they're cannibalizing the population's wealth and literally it leads to cannibalism.
[01:03:37.560 --> 01:03:41.680]  America, the United States was so wealthy.
[01:03:41.680 --> 01:03:46.520]  It's taken decades to suck us dry, but now we're entering the final phase.
[01:03:46.520 --> 01:03:49.320]  Now we're going to go to break here and come back with your calls, but I wanted to end
[01:03:49.320 --> 01:03:57.120]  this segment with Jeb Bush, 33 seconds drops out of the presidential race.
[01:03:57.120 --> 01:04:04.720]  Because this illustrates everything and Hillary is being propped up and the Democrats totally
[01:04:04.720 --> 01:04:06.600]  steal superdelegates.
[01:04:06.600 --> 01:04:10.680]  They are even more fraudulent in my experience when it comes to stealing elections than the
[01:04:10.680 --> 01:04:14.840]  Republicans and they will do anything.
[01:04:14.840 --> 01:04:17.760]  They will do anything and they are so freaked out.
[01:04:17.760 --> 01:04:20.280]  They are so scared right now.
[01:04:20.280 --> 01:04:23.120]  They don't want to be kicked out like the Bushes just were.
[01:04:23.120 --> 01:04:25.760]  So they are in a death battle as I call it.
[01:04:25.760 --> 01:04:28.360]  Let's go to this Jeb Bush final statement.
[01:04:28.360 --> 01:04:33.480]  I'm proud of the campaign that we've run to unify our country and to advocate conservative
[01:04:33.480 --> 01:04:38.500]  solutions that would give more Americans the opportunity to rise up and reach their God
[01:04:38.500 --> 01:04:40.520]  given potential.
[01:04:40.520 --> 01:04:44.840]  But the people of Iowa and New Hampshire and South Carolina have spoken and I really respect
[01:04:44.840 --> 01:04:45.840]  their decision.
[01:04:45.840 --> 01:04:56.800]  So tonight I am suspending my campaign.
[01:04:56.800 --> 01:04:58.360]  Hey Jeb, go to hell with all the people of narcotics your family shipped in.
[01:04:58.360 --> 01:05:01.600]  You talk about leveling with the American people, have you always told the truth?
[01:05:01.600 --> 01:05:02.600]  I've always tried to.
[01:05:02.600 --> 01:05:06.040]  I'm George Washington and I try not to tell lies.
[01:05:06.040 --> 01:05:08.280]  Leigh Ann McAdoo with infowars.com.
[01:05:08.280 --> 01:05:10.000]  Let me level with you America.
[01:05:10.000 --> 01:05:12.720]  Here's just a small sampling of Hillary's whoppers.
[01:05:12.720 --> 01:05:17.600]  There's Benghazi hearing using a secret private server to hide her activities, lying about
[01:05:17.600 --> 01:05:22.000]  not sharing classified information on that secret server, using the Clinton Foundation
[01:05:22.000 --> 01:05:25.760]  as a cover for tax evasion and taking bribes from foreign countries.
[01:05:25.760 --> 01:05:29.800]  She claims to be against the big banks but won't release transcripts of the speeches
[01:05:29.800 --> 01:05:34.880]  she made to those banks who paid her hefty speaking fees, whitewater, watergate, defending
[01:05:34.880 --> 01:05:39.920]  a rapist, threatening all of Bill's bimbos in an effort to keep them quiet, then claiming
[01:05:39.920 --> 01:05:42.160]  to run a campaign for women.
[01:05:42.160 --> 01:05:47.440]  Clinton even took $190,000 worth of household goods from the White House when Bill left
[01:05:47.440 --> 01:05:48.440]  office.
[01:05:48.440 --> 01:05:50.680]  I guess they weren't dead broke at the time.
[01:05:50.680 --> 01:05:53.320]  What difference at this point does it make?
[01:05:53.320 --> 01:06:17.840]  Get more at infowars.com.
[01:06:24.320 --> 01:06:31.320]  About two weeks ago, Donald J. Trump came out and said, Bush is no hero.
[01:06:31.320 --> 01:06:32.560]  He let 9-11 happen.
[01:06:32.560 --> 01:06:34.960]  That was in Connolly Sir Ice's own report.
[01:06:34.960 --> 01:06:38.760]  That was in the news at the time, it's admitted, and they said, he's crazy.
[01:06:38.760 --> 01:06:39.760]  He's insane.
[01:06:39.760 --> 01:06:40.760]  He's a conspiracy theorist.
[01:06:40.760 --> 01:06:41.760]  He goes on Alex Jones' show.
[01:06:41.760 --> 01:06:48.040]  They had hundreds of newspapers point out, oh my gosh, oh my, this is terrible.
[01:06:48.040 --> 01:06:50.920]  He goes on a show that's not dumbed down, that actually knows what it's talking about
[01:06:50.920 --> 01:06:55.480]  and it's historically informed, that has all these major world leaders and black op commanders
[01:06:55.480 --> 01:07:01.040]  and artists and movie stars and you name it on, oh my gosh, and one of the fastest growing
[01:07:01.040 --> 01:07:06.800]  news programs in the world, probably the fastest growing, oh my gosh, and the new X-Files based
[01:07:06.800 --> 01:07:08.560]  on it and all this stuff.
[01:07:08.560 --> 01:07:11.680]  By the way, the new episode airs tomorrow night where the character's based on yours
[01:07:11.680 --> 01:07:12.680]  truly.
[01:07:12.680 --> 01:07:16.760]  So we'll be watching that because I don't get the space aliens, Cuba covers and stuff
[01:07:16.760 --> 01:07:21.480]  like that, but to be, to be influencing a major show like that in the direction of exposing
[01:07:21.480 --> 01:07:23.480]  a new world order is very exciting.
[01:07:23.480 --> 01:07:26.280]  The first new episode, you know, was basically info wars.
[01:07:26.280 --> 01:07:32.240]  Now the last four or other subjects, but this one tomorrow night is kind of the completion
[01:07:32.240 --> 01:07:33.800]  of what happened in episode one.
[01:07:33.800 --> 01:07:37.680]  I'll be watching and I've been invited out to California to go out there and meet with
[01:07:37.680 --> 01:07:39.160]  Chris Carter and more.
[01:07:39.160 --> 01:07:41.680]  So I look forward to that happening very, very soon.
[01:07:41.680 --> 01:07:43.400]  I've got to decide when I can go out there.
[01:07:43.400 --> 01:07:47.080]  So I want to go on Joe Rogan's podcast, my good friend, and I've seen him, I haven't
[01:07:47.080 --> 01:07:49.080]  seen him in about a year and more.
[01:07:49.080 --> 01:07:53.400]  I guess I saw him about six months ago, it was an awesome, but the point is, is that
[01:07:53.400 --> 01:07:57.320]  lining that up, we are culturally having the effect.
[01:07:57.320 --> 01:08:04.600]  We are affecting in a major way the narrative and the debate and people like Bush are politically
[01:08:04.600 --> 01:08:06.120]  dying.
[01:08:06.120 --> 01:08:12.920]  The Bush tombstone has been planted and when you really know who this family is and read
[01:08:12.920 --> 01:08:18.080]  Roger Stone, shadow campaign manager of Donald Trump's new book, the Bush crime family, the
[01:08:18.080 --> 01:08:23.360]  CIA drug dealing, all of it, the Nazism, all of it comes out.
[01:08:23.360 --> 01:08:27.320]  That book's available, by the way, at infowarstore.com.
[01:08:27.320 --> 01:08:30.920]  That's how we fund our operation is selling high quality products that inform the public.
[01:08:30.920 --> 01:08:35.000]  infowarstore.com and one of our biggest best selling products that's always sold out it
[01:08:35.000 --> 01:08:41.440]  seems, liver shield with a big liver and gall butter detox with oxy powder is back at infowarslife.com.
[01:08:41.440 --> 01:08:43.560]  I should mention that as well.
[01:08:43.560 --> 01:08:48.280]  Okay, here's what I'm going to do in this segment, the next and the next, I'm going
[01:08:48.280 --> 01:08:51.320]  to take phone calls the next three segments.
[01:08:51.320 --> 01:08:59.160]  Then I'm going to news blitz in that final segment on a host of issues.
[01:08:59.160 --> 01:09:05.640]  But right now, let's go to Mark, who is calling from California, formerly part of the United
[01:09:05.640 --> 01:09:06.640]  States.
[01:09:06.640 --> 01:09:09.200]  I guess what is that FEMA region nine out there.
[01:09:09.200 --> 01:09:13.160]  So you're basically in the first occupied area of the North American Union, part of
[01:09:13.160 --> 01:09:14.160]  that larger plan.
[01:09:14.160 --> 01:09:17.400]  The Pope's been here saying, get rid of our borders entirely, but he has 200 plus foot
[01:09:17.400 --> 01:09:21.200]  walls and they had all these articles this weekend saying there aren't walls at the Vatican.
[01:09:21.200 --> 01:09:22.200]  I'm a liar.
[01:09:22.200 --> 01:09:23.200]  I mean, I was just there last year.
[01:09:23.200 --> 01:09:27.080]  We've got HD video report tomorrow showing it.
[01:09:27.080 --> 01:09:28.080]  They're right though.
[01:09:28.080 --> 01:09:31.640]  There's one opening to 50 foot steel doors that's not technically a wall.
[01:09:31.640 --> 01:09:34.000]  It's 50 foot steel doors and machine gun turrets.
[01:09:34.000 --> 01:09:37.680]  So I mean, New York times, you name it.
[01:09:37.680 --> 01:09:43.520]  There are no walls of the Vatican, Jones is a liar, Trump's a liar, and Bill Clinton
[01:09:43.520 --> 01:09:45.200]  didn't a big fat liar either.
[01:09:45.200 --> 01:09:50.960]  And the ocean isn't wet and Donald Trump doesn't look like he has a dead possum on top of his
[01:09:50.960 --> 01:09:51.960]  head.
[01:09:51.960 --> 01:09:52.960]  I mean, that's sweetly.
[01:09:52.960 --> 01:09:55.120]  He makes fun of his own hair in private.
[01:09:55.120 --> 01:09:58.000]  Let's go ahead and well, I was just going to go to the caller.
[01:09:58.000 --> 01:09:59.000]  He's gone.
[01:09:59.000 --> 01:10:01.360]  Is Mark still there?
[01:10:01.360 --> 01:10:02.360]  He just dropped.
[01:10:02.360 --> 01:10:04.000]  We're going to mark him and he's just gone.
[01:10:04.000 --> 01:10:05.000]  Okay.
[01:10:05.000 --> 01:10:06.000]  Bye-bye, Mark.
[01:10:06.000 --> 01:10:08.440]  Who should we go to next here?
[01:10:08.440 --> 01:10:16.200]  Let's go ahead and talk to, oh, there is so much, there's so much more.
[01:10:16.200 --> 01:10:21.520]  Laurel in Louisiana wants to talk about comparing what's happening currently to what happened
[01:10:21.520 --> 01:10:22.520]  in the 1960s.
[01:10:22.520 --> 01:10:24.520]  You're on the air.
[01:10:24.520 --> 01:10:25.520]  Yep.
[01:10:25.520 --> 01:10:27.520]  You're on the air.
[01:10:27.520 --> 01:10:28.520]  Hello?
[01:10:28.520 --> 01:10:29.520]  Hello.
[01:10:29.520 --> 01:10:30.520]  You're on.
[01:10:30.520 --> 01:10:31.520]  Hello.
[01:10:31.520 --> 01:10:32.520]  Can you hear me?
[01:10:32.520 --> 01:10:33.520]  Yeah.
[01:10:33.520 --> 01:10:36.840]  It's not an issue where audio is not being fed to folks that that's, I've learned over
[01:10:36.840 --> 01:10:39.760]  the years what stuff sounds like and that may be happening right now.
[01:10:39.760 --> 01:10:40.760]  Can you hear me now?
[01:10:40.760 --> 01:10:41.760]  Laurel?
[01:10:41.760 --> 01:10:42.760]  Alex?
[01:10:42.760 --> 01:10:43.760]  Yeah.
[01:10:43.760 --> 01:10:46.280]  Let let the phone systems broke.
[01:10:46.280 --> 01:10:47.280]  All right.
[01:10:47.280 --> 01:10:48.280]  Thank you.
[01:10:48.280 --> 01:10:49.280]  Well, you know the good news about all this?
[01:10:49.280 --> 01:10:51.080]  I don't need to take calls and normally don't.
[01:10:51.080 --> 01:10:52.080]  I don't.
[01:10:52.080 --> 01:10:54.320]  I'm sorry to folks, but we're not going to be taking your calls now.
[01:10:54.320 --> 01:10:57.080]  Let's get right into the news, ladies and gentlemen.
[01:10:57.080 --> 01:11:01.200]  Let's go ahead and plow straight into it.
[01:11:01.200 --> 01:11:09.720]  Let's start with Apple and what they're doing with Trump and what's being claimed on that
[01:11:09.720 --> 01:11:10.720]  front.
[01:11:10.720 --> 01:11:16.800]  Let's go ahead and go straight into all of this right now.
[01:11:16.800 --> 01:11:25.000]  Apple, Apple plays digital privacy hardball with the FBI, but not with China.
[01:11:25.000 --> 01:11:30.280]  That's out of French 24, one of the big French national TV news stations.
[01:11:30.280 --> 01:11:36.800]  It goes over the fact that they give the Chinese government the codes, but not the U.S. government.
[01:11:36.800 --> 01:11:41.360]  Well, you see, Apple is the most advanced globalist company there is.
[01:11:41.360 --> 01:11:44.120]  That's why it's all Illuminati, you know, the devil, the Apple, all that.
[01:11:44.120 --> 01:11:48.680]  They have suicide nets around their Foxcom subcontractor factories.
[01:11:48.680 --> 01:11:52.000]  They are one of the most abusive companies out there.
[01:11:52.000 --> 01:11:53.120]  They are proprietary.
[01:11:53.120 --> 01:11:56.640]  They keep their system closed, which is one reason it's not as open to viruses and other
[01:11:56.640 --> 01:12:00.520]  problems and quite frankly works better in my opinion than a lot of PC based products.
[01:12:00.520 --> 01:12:04.520]  Nevertheless, it's very evil and they got Al Gore on their board and they're all liberal
[01:12:04.520 --> 01:12:08.640]  and trendy and don't think the word mother and father is good to use.
[01:12:08.640 --> 01:12:18.560]  But at the same time, they are more than happy to lecture us all day how we should run our
[01:12:18.560 --> 01:12:21.720]  lives, but they're more than happy to use the slave labor.
[01:12:21.720 --> 01:12:25.120]  So Trump comes out and says, look, we need to get into these terrorist phones.
[01:12:25.120 --> 01:12:28.440]  We have warrants, we have whatever, give us the code to get in.
[01:12:28.440 --> 01:12:31.480]  Makes perfect sense at that level.
[01:12:31.480 --> 01:12:36.040]  But what the feds want, which is really the globalist banking cartel, a mixed group of
[01:12:36.040 --> 01:12:41.600]  special interests, is the keys of the kingdom, the encryption of Apple and its entire system.
[01:12:41.600 --> 01:12:45.280]  They've been wanting their encryption for how they transmit data, how they compress
[01:12:45.280 --> 01:12:46.360]  material.
[01:12:46.360 --> 01:12:50.600]  They want all the different encryption systems, not just the encryption that Apple has to
[01:12:50.600 --> 01:12:52.680]  get into the phone.
[01:12:52.680 --> 01:12:56.800]  And so Apple is in an Associated Press article saying we access the phone, which is interesting.
[01:12:56.800 --> 01:13:00.080]  How'd you do that if you can't even break it?
[01:13:00.080 --> 01:13:05.560]  And it had its passcode changed one day after San Bernardino.
[01:13:05.560 --> 01:13:07.440]  So there's some hanky-panky here.
[01:13:07.440 --> 01:13:12.040]  And to be clear, I shot a video about this last night, but didn't add one key point.
[01:13:12.040 --> 01:13:17.480]  They can reverse engineer everything from the ISP, the internet service provider, and
[01:13:17.480 --> 01:13:21.320]  the cellular provider, and or both, it may be the same one.
[01:13:21.320 --> 01:13:25.400]  And they can get who they called, what they did, where they went, their trail.
[01:13:25.400 --> 01:13:30.280]  The phone is just an interface where you go into the internet.
[01:13:30.280 --> 01:13:35.600]  The FBI confirmed it screwed up the reset, the San Bernardino shooter's iCloud password.
[01:13:35.600 --> 01:13:40.720]  So see now they're out in tech inside or admitting.
[01:13:40.720 --> 01:13:49.080]  So the CEO of Apple, though he's over a very evil, globalist, anti-family, anti-gun, biggest
[01:13:49.080 --> 01:13:53.200]  corporation in the world, has good products compared to many.
[01:13:53.200 --> 01:13:54.440]  I mean, I'm not a hypocrite.
[01:13:54.440 --> 01:13:55.680]  I admit I use them.
[01:13:55.680 --> 01:13:56.800]  I admit it's a tool.
[01:13:56.800 --> 01:13:57.800]  It's evil.
[01:13:57.800 --> 01:13:58.800]  So are the droids.
[01:13:58.800 --> 01:13:59.880]  It's all made by slaves, basically.
[01:13:59.880 --> 01:14:00.880]  It's all bad.
[01:14:00.880 --> 01:14:05.880]  But Apple's about the worst.
[01:14:05.880 --> 01:14:10.520]  I would say Google does more moral stuff with a lot of its activities than Apple does.
[01:14:10.520 --> 01:14:11.800]  I mean, it's just a fact.
[01:14:11.800 --> 01:14:13.400]  And I'm not taking sides here.
[01:14:13.400 --> 01:14:14.720]  I have just analyzed it.
[01:14:14.720 --> 01:14:15.720]  I've looked at it.
[01:14:15.720 --> 01:14:20.280]  The Apple CEO is right when he says that we give these codes out.
[01:14:20.280 --> 01:14:24.560]  That means all of your iPads, all of your Apple computers, all your Apple phones, Apple devices
[01:14:24.560 --> 01:14:27.680]  can be penetrated just like PCs.
[01:14:27.680 --> 01:14:31.840]  And the federal government has millions of people and they get this data and it leaks
[01:14:31.840 --> 01:14:34.240]  out immediately and gets sold by third parties.
[01:14:34.240 --> 01:14:35.240]  He's not saying that.
[01:14:35.240 --> 01:14:36.240]  He just says we give it to the feds.
[01:14:36.240 --> 01:14:38.080]  It'll penetrate the whole thing.
[01:14:38.080 --> 01:14:39.880]  Well, who are the feds?
[01:14:39.880 --> 01:14:40.880]  They're good people.
[01:14:40.880 --> 01:14:41.880]  They're bad people.
[01:14:41.880 --> 01:14:42.880]  They're contractors.
[01:14:42.880 --> 01:14:43.880]  They're criminals.
[01:14:43.880 --> 01:14:44.880]  They're mercenaries.
[01:14:44.880 --> 01:14:51.520]  They're scam artists nine times out of 10, literally, when I find out about 30 million
[01:14:51.520 --> 01:14:55.320]  passcodes lost or 26 million social security numbers leaked.
[01:14:55.320 --> 01:14:58.280]  It's always the government or a big mega bank.
[01:14:58.280 --> 01:15:00.600]  You act like you give your data to the government.
[01:15:00.600 --> 01:15:01.600]  That's now the safest place.
[01:15:01.600 --> 01:15:03.600]  Well, we got to have this to stop terrorists.
[01:15:03.600 --> 01:15:06.360]  The FBI was ordered two years before San Bernardino.
[01:15:06.360 --> 01:15:11.360]  That was in mainstream news to stand down investigating the two shooters.
[01:15:11.360 --> 01:15:16.720]  By the Justice Department, they did a quote, criminal civil rights violation investigation
[01:15:16.720 --> 01:15:17.920]  of the federal agencies.
[01:15:17.920 --> 01:15:22.120]  There were two of them, the FBI and one other that were investigating this mosque and these
[01:15:22.120 --> 01:15:24.640]  people, particularly.
[01:15:24.640 --> 01:15:28.440]  So it would have been stopped if they did their job with the bill of rights, with due
[01:15:28.440 --> 01:15:29.440]  process.
[01:15:29.440 --> 01:15:30.520]  We've got smart people.
[01:15:30.520 --> 01:15:32.600]  We can do it with profiling.
[01:15:32.600 --> 01:15:36.800]  It's not racist to say if you're coming here from Saudi Arabia and you've got Facebook
[01:15:36.800 --> 01:15:42.000]  pages saying you want to wage a jihad, that's probable cause right there to start tapping
[01:15:42.000 --> 01:15:43.680]  your phones and following you.
[01:15:43.680 --> 01:15:44.680]  Hell, deport them.
[01:15:44.680 --> 01:15:46.480]  Kick his wife out of here.
[01:15:46.480 --> 01:15:47.600]  You don't like America?
[01:15:47.600 --> 01:15:48.600]  You want jihad?
[01:15:48.600 --> 01:15:51.200]  You're on an airplane back to Riyadh, sister.
[01:15:51.200 --> 01:15:54.160]  No, wear a hood over your head there if you don't like it here.
[01:15:54.160 --> 01:15:57.200]  They'll get mutilated over there, not here.
[01:15:57.200 --> 01:16:09.520]  I've been working all day, I took a couple hours off coaching basketball.
[01:16:09.520 --> 01:16:14.240]  I get in here at 8.30, I was kind of run down, you know, I just didn't feel like I was going
[01:16:14.240 --> 01:16:15.240]  to make it.
[01:16:15.240 --> 01:16:18.160]  And I really wanted to do a good job on the interview, I got my bottle of brain force
[01:16:18.160 --> 01:16:22.120]  right there, I popped two of them, and about 20 minutes later, it's like, bing, everything
[01:16:22.120 --> 01:16:23.760]  just kind of clears up.
[01:16:23.760 --> 01:16:28.920]  Got four and a half stars, people really love it, read about it, find out why third party
[01:16:28.920 --> 01:16:33.600]  nutraceutical sites give it such high praise because it really does have the best organic
[01:16:33.600 --> 01:16:36.560]  based systems that will blow your socks off.
[01:16:36.560 --> 01:16:39.480]  I haven't pulled an all nighter like that in a while, but I probably could not have done
[01:16:39.480 --> 01:16:40.480]  it without brain force.
[01:16:40.480 --> 01:16:45.480]  I went home about 6.45 this morning, took three hours of sleep, got up, took two more brain
[01:16:45.480 --> 01:16:46.840]  force and came in.
[01:16:46.840 --> 01:16:55.640]  You will find brain force and other game changing products at infowarslife.com or call 888-253-3139.
[01:16:55.640 --> 01:17:02.620]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[01:17:02.620 --> 01:17:07.040]  Young Jevity integrates years of scientific research into creating fantastic products
[01:17:07.040 --> 01:17:10.880]  like Beyond Tangy Tangerine, plant derived minerals and much more.
[01:17:10.880 --> 01:17:15.640]  Young Jevity also offers you an ingenious way to augment your income and the best part,
[01:17:15.640 --> 01:17:18.640]  you will be helping your friends and family along the way.
[01:17:18.640 --> 01:17:21.320]  Visit infowarsteam.com today.
[01:17:21.320 --> 01:17:25.120]  Become a member, it discounts on the amazing products and free shipping when you sign up
[01:17:25.120 --> 01:17:29.000]  for auto ship and you're able to promote the products to friends and family and neighbors
[01:17:29.000 --> 01:17:33.080]  in your community and make money while helping people at the same time.
[01:17:33.080 --> 01:17:34.080]  Another win-win.
[01:17:34.080 --> 01:17:38.840]  That's why I'm a member of the Young Jevity team at infowarsteam.com and you can be too.
[01:17:38.840 --> 01:17:43.880]  It's simple, just go to infowarsteam.com today, complete a short sign up and you're part of
[01:17:43.880 --> 01:17:44.880]  the team.
[01:17:44.880 --> 01:17:47.680]  Go to infowarsteam.com or infowarshealth.com.
[01:17:47.680 --> 01:17:51.360]  So many people call into my radio show and tell me how Young Jevity and the products
[01:17:51.360 --> 01:17:54.080]  at infowarsteam.com have changed their lives.
[01:17:54.080 --> 01:17:59.720]  Check it out for yourself today.
[01:17:59.720 --> 01:18:03.000]  Thousands of years ago there was a basic form of chivalry.
[01:18:03.000 --> 01:18:08.000]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to
[01:18:08.000 --> 01:18:10.720]  organize and prepare a defense.
[01:18:10.720 --> 01:18:16.960]  Sixty years ago when foreign air forces were approaching filled with bombs, they had drums
[01:18:16.960 --> 01:18:22.560]  of their own, air raid sirens, but in the 21st century there were silent weapons for
[01:18:22.560 --> 01:18:23.800]  quiet war.
[01:18:23.800 --> 01:18:28.440]  Pathogens added to the food and water, and to the lining of plastics that destroy our
[01:18:28.440 --> 01:18:29.440]  vitality.
[01:18:29.440 --> 01:18:33.480]  Turn off our hormones and accelerate our journey towards death.
[01:18:33.480 --> 01:18:36.960]  I personally counter this onslaught with Anthroplex.
[01:18:36.960 --> 01:18:44.880]  Anthroplex is designed with known, organic, concentrated herbs to create the basic foundation
[01:18:44.880 --> 01:18:48.240]  to normal metabolic activity inside the human body.
[01:18:48.240 --> 01:18:51.080]  Discover why Anthroplex has turned so many heads today.
[01:18:51.080 --> 01:18:55.960]  It's time for us to take our bodies back into our own hands and it starts at infowarslife.com
[01:18:55.960 --> 01:18:56.960]  with Anthroplex.
[01:18:56.960 --> 01:19:01.200]  When cells become toxic, they die early and aging sets in.
[01:19:01.200 --> 01:19:06.320]  No one has put together a formula that focuses directly on brain health, nerve growth factors
[01:19:06.320 --> 01:19:09.600]  and optimizing your cellular energy at the same time.
[01:19:09.600 --> 01:19:14.880]  Just one of the key compounds, BiopQQ is backed by major clinical studies.
[01:19:14.880 --> 01:19:17.400]  You want the best that's out there at the lowest price anywhere?
[01:19:17.400 --> 01:19:19.800]  We now have the synergistic solution.
[01:19:19.800 --> 01:19:27.840]  Secure your DNA force today at infowarslife.com or call toll-free 888-253-3139.
[01:19:27.840 --> 01:19:28.840]  Shower filters.
[01:19:28.840 --> 01:19:30.240]  We're introducing the best yet.
[01:19:30.240 --> 01:19:34.320]  The brand new ProPure ProMax high performance shower filter.
[01:19:34.320 --> 01:19:39.200]  It removes and reduces over 200 contaminants while preserving a strong powerful flow.
[01:19:39.200 --> 01:19:43.800]  This new four-stage filtration process helps protect the largest organ in your body, your
[01:19:43.800 --> 01:19:46.240]  skin from the unhealthy contaminants in the water.
[01:19:46.240 --> 01:19:50.800]  You can find more details on this amazing new filter and free shipping at infowarsstore.com
[01:19:50.800 --> 01:20:01.880]  or call 888-253-3139 to order your ProMax shower filter from ProPure today.
[01:20:01.880 --> 01:20:16.920]  We're listening to the Alex Jones show.
[01:20:16.920 --> 01:20:26.880]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[01:20:26.880 --> 01:20:28.680]  Waging war on corruption.
[01:20:28.680 --> 01:20:33.720]  Monday through Friday, 11 a.m. to 3 p.m. central, the weekday broadcast then.
[01:20:33.720 --> 01:20:38.360]  We return Sundays, 4 to 6 p.m. We're live right now at 5.20 central.
[01:20:38.360 --> 01:20:40.880]  We're here by many stations across the country.
[01:20:40.880 --> 01:20:45.320]  Nightly news, 7 o'clock central, infowarsnews.com.
[01:20:45.320 --> 01:20:49.880]  And I was up here working for about five hours yesterday and I called some of the crew.
[01:20:49.880 --> 01:20:53.240]  They wanted to come in because they care about their families.
[01:20:53.240 --> 01:20:55.680]  We shot a special report about Arabs now have nukes.
[01:20:55.680 --> 01:20:56.680]  That's the headline.
[01:20:56.680 --> 01:20:59.360]  We shot another report on the iPhone encryption.
[01:20:59.360 --> 01:21:04.080]  We shot another report on the layer to Mara on the fact that the Vatican does have the
[01:21:04.080 --> 01:21:07.760]  biggest walls in the world and the media is lying about that to counter Donald Trump
[01:21:07.760 --> 01:21:08.760]  and more.
[01:21:08.760 --> 01:21:16.880]  But right now, let's go to your calls, 877-789-2539, 877-789-Alex.
[01:21:16.880 --> 01:21:19.440]  We're going to go to Owl Killer, Jeff, Jason and others.
[01:21:19.440 --> 01:21:23.400]  I knew as soon as the callers couldn't hear me every once in a while, our phone systems
[01:21:23.400 --> 01:21:29.000]  digital, it can take up to like 20 calls at a time, but sometimes if it hadn't been reset,
[01:21:29.000 --> 01:21:32.520]  we do the Sunday show out of one of the older studios, so we don't double check some things
[01:21:32.520 --> 01:21:36.480]  sometimes or it looks like it's working, but it's got to be rebooted.
[01:21:36.480 --> 01:21:40.360]  Digital's great, but it's got its problems.
[01:21:40.360 --> 01:21:41.600]  So it's back up.
[01:21:41.600 --> 01:21:47.600]  If you were calling in earlier and got kicked off, call back in, we'll go right to you.
[01:21:47.600 --> 01:21:51.720]  And a whole, you know, three segments is left here, so we're going to talk to everybody.
[01:21:51.720 --> 01:21:56.720]  Owl Killer, Owl Killer is in New York, active duty military police, he says.
[01:21:56.720 --> 01:22:00.400]  And he wants to talk about Donald Trump and the establishment rebellion.
[01:22:00.400 --> 01:22:01.400]  Go ahead, sir.
[01:22:01.400 --> 01:22:02.400]  Hi, Alex.
[01:22:02.400 --> 01:22:03.920]  Thanks for having me on.
[01:22:03.920 --> 01:22:06.440]  Oh man, I was overseas for about six years.
[01:22:06.440 --> 01:22:09.840]  I was in Italy when the whole thing with Libya kicked off and I had just spent two years
[01:22:09.840 --> 01:22:10.840]  in the Middle East.
[01:22:10.840 --> 01:22:18.600]  And to see how the military has actually acknowledged what's really going on in this world right
[01:22:18.600 --> 01:22:19.600]  now.
[01:22:19.600 --> 01:22:23.760]  100% Donald Trump is the military's number one choice.
[01:22:23.760 --> 01:22:30.360]  And just to see how the rest of the radio talk show host, now everybody's on cloak.
[01:22:30.360 --> 01:22:34.200]  And you see how Michael Savage was never on this topic and now he's on it.
[01:22:34.200 --> 01:22:37.440]  Like you, Michael Savage, everybody, the network is coming out.
[01:22:37.440 --> 01:22:41.400]  You're seeing how Glenn Beck is now saying he's fasting for Ted Cruz.
[01:22:41.400 --> 01:22:42.880]  I used to trust Ted Cruz.
[01:22:42.880 --> 01:22:45.080]  I don't trust him even a little bit anymore.
[01:22:45.080 --> 01:22:47.880]  And I just got back into the States and where I'm stationed now.
[01:22:47.880 --> 01:22:54.040]  Yeah, folks are really showing who they are in the final minutes of this thing.
[01:22:54.040 --> 01:22:55.040]  Trump's for real.
[01:22:55.040 --> 01:22:58.600]  He wouldn't bring out the fact that the Bushes were working on the Saudis on 9-11 in order
[01:22:58.600 --> 01:22:59.860]  to stand down.
[01:22:59.860 --> 01:23:00.960]  That was so daring.
[01:23:00.960 --> 01:23:01.960]  They may kill him for it.
[01:23:01.960 --> 01:23:06.080]  I mean, I literally, when he started doing that, I'm not just saying this to be dramatic.
[01:23:06.080 --> 01:23:12.480]  I actually started getting tears in my eyes because not of joy, of the honor, of the strength,
[01:23:12.480 --> 01:23:16.000]  of the will, of the return, of courage.
[01:23:16.000 --> 01:23:20.880]  It was just so amazing to see, it was like light coming back into the world.
[01:23:20.880 --> 01:23:22.040]  And as you said, the military is awake.
[01:23:22.040 --> 01:23:23.200]  I talked to the military.
[01:23:23.200 --> 01:23:28.760]  I talked to the regular enlisted, special forces, high level, former, current, and they're
[01:23:28.760 --> 01:23:31.040]  the ones saying no to backing al-Qaeda.
[01:23:31.040 --> 01:23:33.320]  They're the ones saying no to being with Saudi Arabia.
[01:23:33.320 --> 01:23:36.680]  They're the ones saying no to the socialist invasion of Muslims.
[01:23:36.680 --> 01:23:41.800]  And so it's got to scare the globalists, though, to know the military is so awake.
[01:23:41.800 --> 01:23:42.800]  What do you think?
[01:23:42.800 --> 01:23:45.000]  Give us the inside baseball.
[01:23:45.000 --> 01:23:48.120]  I just got back into the States now, where I'm stationed right now.
[01:23:48.120 --> 01:23:52.360]  I don't want to give my location, but there's pocket constitutions everywhere.
[01:23:52.360 --> 01:23:53.360]  And they're front.
